Orthogroup	Cardamine_hirsuta	Brassica_napus
OG0006575	CARHR236990	XP_013692396.2, XP_013670819.2, XP_013661494.2, XP_013681554.2
OG0006576	CARHR237520	XP_048637298.1, XP_013696961.1, XP_013681637.2, XP_048620474.1
OG0006577	CARHR237850	XP_013703989.1, XP_048620561.1, XP_013713949.1, XP_013667788.1
OG0006578	CARHR184150, CARHR053730	XP_013644278.2, XP_022543520.2, XP_022552859.2, XP_048630525.1, XP_013725169.2
OG0006580	CARHR239070	XP_013705427.2, XP_022562147.2, XP_022555894.2, XP_022545736.2
OG0006581	CARHR239200	XP_022561645.2, XP_013716728.1, XP_013652518.2, XP_013669766.1
OG0006582	CARHR239310	XP_022555893.2, XP_048594865.1, XP_022569279.2, XP_013670772.2
OG0006583	CARHR111660, CARHR239890	XP_022572748.1, XP_013751272.1, XP_048636387.1, XP_013667479.2
OG0006584	CARHR240130	XP_013697474.1, XP_013665316.2
OG0006585	CARHR240550, CARHR240540	XP_048594847.1
OG0006586	CARHR019380	XP_048614201.1, XP_013641845.2, XP_013664408.1, XP_013664627.1
OG0006587	CARHR240660	XP_013656287.2, XP_022555852.1, XP_048601164.1, XP_013661552.2
OG0006589	CARHR241840	XP_013735205.2, XP_013656012.2, XP_048619293.1, XP_022572765.2
OG0006590	CARHR242010	XP_013738410.2, XP_022562683.1, XP_013656208.1, XP_013656237.1
OG0006591	CARHR133860	XP_013657703.1, XP_013735221.2
OG0006592	CARHR242970	XP_013656174.2, XP_013666765.1, XP_048628412.1, XP_022569991.1, XP_013648908.1
OG0006593	CARHR243150	XP_013731041.1, XP_022550176.2, XP_048606326.1, XP_048594793.1
OG0006594	CARHR243260	XP_013724983.2, XP_022562711.1
OG0006595	CARHR243270	XP_013670604.2, XP_013731020.2, XP_013724995.2, XP_022572803.1
OG0006596	CARHR243390	XP_013717993.2, XP_013732491.1, XP_013670595.1, XP_013750351.1
OG0006597	CARHR243560	XP_013718079.2, XP_013718078.2
OG0006598	CARHR030560	XP_013644569.1, XP_048594561.1, XP_013691232.2, XP_048592544.1, XP_013722674.1
OG0006599	CARHR031900	XP_048635490.1, XP_048614479.1, XP_048635157.1, XP_013656878.1, XP_013662293.1
OG0006600	CARHR223690	XP_013671340.1, XP_013733804.1, XP_013741991.2, XP_013737190.1
OG0006601	CARHR223450	XP_048626204.1, XP_048623484.1, XP_013671361.1, XP_013655783.2
OG0006602	CARHR223440	XP_013741300.2, XP_013737342.2, XP_013721599.2, XP_013669899.2
OG0006603	CARHR223140	XP_013705506.1, XP_048632755.1, XP_013646639.1, XP_013731302.2
OG0006604	CARHR130000	XP_013683547.2, XP_013740514.1, XP_013680528.1, XP_013662092.2
OG0006605	CARHR185500	XP_022568423.1, XP_022548025.2
OG0006606	CARHR009630	XP_013657705.1, XP_013750851.1, XP_013693437.1, XP_013640982.2
OG0006607	CARHR283800	XP_013670174.1, XP_013748752.2, XP_048610621.1, XP_048595850.1, XP_013651543.1
OG0006608	CARHR010650	XP_048638077.1, XP_013653087.2, XP_013657763.1, XP_013750783.2
OG0006609	CARHR052240	XP_013672279.3, XP_013670394.1, XP_048601761.1
OG0006610	CARHR011630	XP_048638121.1, XP_048613946.1, XP_013712449.2, XP_013712364.2
OG0006611	CARHR011710	XP_048613951.1, XP_048638132.1, XP_013657437.1, XP_013662136.2
OG0006612	CARHR012070	XP_048594203.1, XP_013711553.1, XP_013641203.2, XP_013675412.2
OG0006613	CARHR015620	XP_013669455.2, XP_048614063.1, XP_048597676.1, XP_013712182.2
OG0006614	CARHR143770	XP_013714064.1, XP_048605117.1, XP_022551258.1, XP_013674496.1, XP_013714057.2, XP_022551257.1
OG0006615	CARHR143950	XP_013712923.1, XP_013699324.2, XP_013714105.1, XP_013670183.1
OG0006616	CARHR144280	XP_048619760.1, XP_013684754.1, XP_013729244.1, XP_013729222.2
OG0006617	CARHR145410	XP_048637226.1, XP_013705517.2, XP_013647320.1, XP_013740626.2, XP_022552738.1
OG0006618	CARHR014240	XP_013657358.1, XP_013677812.2, XP_013664668.2, XP_013712420.1
OG0006619	CARHR014140	XP_013641372.2, XP_013676299.1, XP_048627118.1, XP_013712286.2, XP_048621253.1, XP_013664661.2
OG0006620	CARHR146340	XP_013644800.2, XP_013750556.1, XP_013714527.2
OG0006621	CARHR146620	XP_048600321.1, XP_048602866.1, XP_013705352.1, XP_013647531.2
OG0006622	CARHR146820	XP_048624658.1, XP_022570852.1, XP_013677407.2, XP_013644822.1
OG0006623	CARHR147370	XP_013644745.1, XP_013705136.2, XP_013677529.1, XP_013721036.1
OG0006624	CARHR147430	XP_048631557.1, XP_048600486.1, XP_022560354.1, XP_013644741.2, XP_013706614.2, XP_048602883.1
OG0006625	CARHR147730	XP_013698472.1, XP_048631551.1, XP_013662306.1, XP_013644716.2, XP_013705708.2
OG0006626	CARHR147760	XP_013655410.2, XP_013711141.2, XP_013662305.1, XP_013698461.1, XP_048631552.1
OG0006627	CARHR148150	XP_013710607.1
OG0006628	CARHR148230	XP_013681198.2, XP_048628346.1, XP_048600635.1, XP_048618049.1, XP_048591351.1
OG0006629	CARHR148900	XP_048591332.1, XP_048618058.1, XP_013677548.2, XP_013697844.2
OG0006630	CARHR148930, CARHR148920	XP_048600877.1, XP_048602932.1, XP_013703554.2, XP_048618060.1
OG0006631	CARHR149660	XP_013697623.2, XP_013692197.2, XP_048618094.1, XP_013711222.2
OG0006632	CARHR286700	XP_013690116.1, XP_048591295.1, XP_013698075.2, XP_013692437.1
OG0006634	CARHR152240	XP_013659103.2, XP_022564926.2, XP_048630508.1, XP_048627525.1, XP_013675257.2
OG0006635	CARHR267880	XP_013719411.1, XP_048598784.1, XP_048607487.1, XP_013733641.1, XP_013640714.1
OG0006636	CARHR056500	XP_013685957.1, XP_013688306.1, XP_013751812.1, XP_048616489.1, XP_048616493.1
OG0006637	CARHR056470	XP_013722379.2, XP_048616147.1, XP_013698526.1, XP_022559682.1
OG0006638	CARHR056380	XP_013722374.1, XP_048591901.1, XP_013641942.2, XP_013703058.2
OG0006639	CARHR109880	XP_013744444.1, XP_013670908.1
OG0006640	CARHR274730	XP_013706946.1, XP_013722458.1, XP_013686316.2, XP_048630979.1, XP_013683660.2
OG0006641	CARHR054140	XP_048595684.1, XP_013664522.1, XP_013661508.2, XP_022568896.1
OG0006642	CARHR212440	XP_022569485.2, XP_013649298.2, XP_013648978.2, XP_013696853.1
OG0006643	CARHR212620	XP_013743483.2, XP_013672019.1, XP_048592934.1, XP_022567643.1
OG0006644	CARHR047010	XP_013686114.1, XP_013747682.1, XP_013661551.2, XP_013688462.1
OG0006645	CARHR048260	XP_013659334.1, XP_013673443.1
OG0006646	CARHR048580	XP_013716597.1, XP_013726431.1, XP_013673463.1, XP_048625913.1
OG0006647	CARHR135760	XP_013683634.2
OG0006648	CARHR083410	XP_048635995.1, XP_022575603.2, XP_013724076.3, XP_048612497.1
OG0006649	CARHR083470	XP_048600758.1, XP_013724134.2, XP_022575599.1, XP_048615288.1
OG0006650	CARHR243820	XP_013643267.1, XP_022561138.1, XP_048619344.1
OG0006651	CARHR083650	XP_048611859.1, XP_013724138.2, XP_048606145.1, XP_013736062.2
OG0006652	CARHR084180, CARHR210200	XP_013707500.1, XP_013668322.1
OG0006653	CARHR084540	XP_013736019.2, XP_013684607.1, XP_048635968.1, XP_013703757.1
OG0006654	CARHR085110	XP_048632326.1, XP_013672776.1, XP_013750225.2
OG0006655	CARHR085330	XP_013714647.1, XP_048613330.1, XP_013750329.1, XP_013750237.2
OG0006656	CARHR085490	XP_013750247.2, XP_013750344.1, XP_013714572.1, XP_013730876.2
OG0006657	CARHR085600	XP_048635933.1, XP_013750157.1, XP_013675196.1, XP_048609224.1
OG0006658	CARHR085590	XP_013647549.2, XP_013640204.2, XP_013640177.1
OG0006659	CARHR085990	XP_013750130.1, XP_022575517.2, XP_013719061.1, XP_013732104.2
OG0006660	CARHR086200	XP_048607921.1, XP_013673265.2, XP_022575496.2, XP_013750085.1
OG0006661	CARHR086270	XP_013708022.2, XP_013750092.1, XP_013644764.1, XP_013651954.1
OG0006662	CARHR086370	XP_013644776.1, XP_013648194.2, XP_013712477.1, XP_013750097.1
OG0006663	CARHR086630	XP_013676669.1, XP_013714074.2, XP_013640164.1, XP_013710444.1
OG0006664	CARHR086710	XP_013697708.2, XP_013648206.1, XP_013714909.1, XP_013646963.1
OG0006665	CARHR086980	XP_013646822.2, XP_022567038.2, XP_013648221.1, XP_013693309.1
OG0006666	CARHR258780	XP_013712308.1, XP_013730738.1, XP_022571835.1, XP_013684025.1
OG0006667	CARHR192800	XP_013730861.2, NP_001302619.1, XP_048605604.1, XP_013675995.1
OG0006668	CARHR232380	XP_013656503.1, XP_013735585.1, XP_013739604.2, XP_013671264.1
OG0006669	CARHR257010, CARHR257000	XP_013682859.1, XP_013683307.1, XP_013671079.1, XP_013702961.2
OG0006670	CARHR264080	XP_013708231.2, XP_048604064.1, XP_048598178.1
OG0006671	CARHR265410	XP_013702696.1, XP_013688309.1, XP_013714930.2, XP_013687506.2
OG0006672	CARHR265520	XP_013714262.1, XP_013687550.2, XP_013702352.1
OG0006673	CARHR266150	XP_013710479.1, XP_013687878.2, XP_013662781.1
OG0006674	CARHR266130	XP_013715613.2, XP_022551722.2, XP_013710116.1, XP_013726797.2
OG0006675	CARHR266520	XP_013715030.2, XP_048604525.1, XP_013682790.2, XP_022570427.2
OG0006676	CARHR267380	XP_013733529.1, XP_013733892.2, XP_048624710.1, XP_013730839.2
OG0006677	CARHR266980	XP_013714574.1, XP_013666774.1
OG0006678	CARHR267710	XP_048598771.1, XP_013719409.1, XP_048607516.1, XP_048603132.1
OG0006679	CARHR267750, CARHR267760	XP_022548713.1, XP_022566733.1
OG0006680	CARHR267860	XP_022548976.1, XP_013719358.1, XP_013640715.1, XP_013733631.1
OG0006681	CARHR267970	XP_013719363.1, XP_048598789.1, XP_013675665.1, XP_013717134.1
OG0006682	CARHR268350	XP_048624588.1, XP_048598799.1, XP_048607407.1, XP_048608293.1, XP_013646825.1
OG0006684	CARHR269050	XP_013714543.2, XP_013666908.1, XP_013686889.1, XP_048621019.1
OG0006685	CARHR269670	XP_048624670.1, XP_048598841.1, XP_048608262.1, XP_022569866.2
OG0006686	CARHR270180	XP_048603088.1, XP_013685206.2, XP_013677517.1, XP_013666989.2
OG0006687	CARHR270930	XP_013667042.1, XP_013712703.1, XP_013684566.2, XP_048608214.1, XP_048628815.1
OG0006688	CARHR271070	XP_013667054.1, XP_013698109.1, XP_013732972.1, XP_013682605.2
OG0006689	CARHR271280	XP_013740321.1, XP_022566625.1, XP_013665825.1
OG0006690	CARHR271400	XP_013693855.1, XP_013656868.1
OG0006691	CARHR184440	XP_013707033.2, XP_013644252.1, XP_022547388.2, XP_048625604.1
OG0006692	CARHR200470	XP_048625840.1, XP_013674566.1, XP_048625198.1, XP_013666230.1, XP_013706050.1, XP_013712665.1
OG0006693	CARHR200520	XP_022554484.1, XP_022566397.2, XP_013728218.1, XP_013674556.2
OG0006694	CARHR200630	XP_013668031.2, XP_013667992.1, XP_013752219.1, XP_013728244.1
OG0006695	CARHR200690	XP_013668020.1, XP_013720806.2, XP_013716135.2, XP_013752193.1
OG0006696	CARHR202700	XP_013666123.2, XP_013731649.2, XP_048602758.1, XP_013712410.2
OG0006697	CARHR202800	XP_013726515.2, XP_048598387.1, XP_013701925.1
OG0006698	CARHR203130	XP_048603629.1, XP_013712370.1, XP_048602766.1, XP_013680285.1, XP_048607842.1
OG0006699	CARHR203190	XP_013653520.1, XP_048598406.1
OG0006700	CARHR203540	XP_013715557.2, XP_013722876.1, XP_048625230.1, XP_013726807.2, XP_013680300.1
OG0006702	CARHR204130	XP_022549482.2, XP_022569883.2
OG0006703	CARHR204460	XP_013680340.1, XP_048625081.1, XP_048623104.1
OG0006704	CARHR204670	XP_048602690.1, XP_013692801.2, XP_013680354.1, XP_022566585.2
OG0006705	CARHR204840	XP_013680479.1, XP_048625018.1, XP_013715472.1, XP_048623117.1
OG0006706	CARHR205120	XP_048623133.1, XP_013715721.1, XP_048603228.1, XP_048602682.1, XP_013680374.1, XP_013680414.2
OG0006707	CARHR129310, CARHR036390, CARHR205500	XP_013715745.2, XP_048623161.1, XP_013718994.1, XP_048603174.1
OG0006708	CARHR223840	XP_048622101.1, XP_013655804.1, XP_013721644.1, XP_013671329.1
OG0006709	CARHR223920	XP_013655815.2, XP_013733315.1, XP_013676834.1, XP_013721654.2
OG0006710	CARHR224350	XP_048637988.1, XP_048601400.1, XP_013737296.2, XP_022572492.2
OG0006711	CARHR224390	XP_022561926.1, XP_013737295.2, XP_013725815.2, XP_013711203.1
OG0006712	CARHR224780	XP_013737266.2, XP_013707592.2, XP_013723453.2, XP_022574246.2
OG0006713	CARHR224810	XP_013655970.2, XP_013726864.1, XP_048618889.1, XP_013718927.1, XP_013655995.2
OG0006714	CARHR224980	XP_013737244.2, XP_048618893.1, XP_022574234.1, XP_013719829.1
OG0006715	CARHR225330	XP_048601442.1, XP_048638345.1, XP_048632809.1, XP_013703780.2
OG0006716	CARHR225860	XP_022561692.2, XP_048627625.1, XP_013741350.2, XP_048601462.1, XP_013727873.1
OG0006717	CARHR226090	XP_013678617.1, XP_048629697.1, XP_013672684.1, XP_013730083.1
OG0006718	CARHR226450	XP_013680796.2, XP_013718491.3, XP_048629932.1, XP_013740528.1, XP_013669110.1, XP_013670310.1
OG0006719	CARHR226500	XP_013718500.1, XP_022549922.1, XP_022546535.1, XP_013746929.2, XP_013715964.1
OG0006720	CARHR178080	XP_013640524.1, XP_013661806.2, XP_013687235.2, XP_022576168.1
OG0006721	CARHR227090	XP_048631600.1, XP_013717493.2, XP_048632907.1, XP_013672014.1, XP_013660923.2
OG0006722	CARHR227150	XP_048595941.1, XP_013668718.1, XP_013717434.1, XP_013741398.2, XP_048631605.1
OG0006723	CARHR223890	XP_013742006.1, XP_013737313.1, XP_013721563.2, XP_013676836.1
OG0006724	CARHR228120	XP_013669699.3, XP_022546601.1, XP_022572589.2, XP_013717210.1
OG0006725	CARHR228470	XP_013647043.1, XP_048601566.1
OG0006726	CARHR228630	XP_013654831.1, XP_013685753.1, XP_013642962.1, XP_013664729.1
OG0006727	CARHR229600	XP_013702616.2, XP_013682678.3, XP_013672082.1
OG0006728	CARHR230800	XP_013697315.2, XP_013738530.1, XP_013694106.1, XP_048618845.1
OG0006729	CARHR230840	XP_048618874.1, XP_013731006.1, XP_013738557.1, XP_013655491.1
OG0006730	CARHR231010	XP_048597189.1, XP_048600056.1
OG0006731	CARHR231160	XP_048619019.1, XP_013739158.2
OG0006732	CARHR231210	XP_048619039.1, XP_022571853.2, XP_013738749.2, XP_013671476.2
OG0006733	CARHR231380	XP_013671492.2, XP_013710272.2, XP_013737711.2, XP_048619049.1
OG0006734	CARHR231420	XP_013710277.2, XP_013671495.2, XP_022561948.1, XP_013737713.2
OG0006735	CARHR231430	XP_013737714.2, XP_022561439.2, XP_013671496.2, XP_013710263.2
OG0006736	CARHR231530	XP_013738031.1, XP_013644244.1, XP_013669928.2, XP_048597375.1
OG0006737	CARHR231550	XP_048619051.1, XP_013738028.2, XP_013671506.2, XP_048597387.1
OG0006738	CARHR033170	XP_013663765.1, XP_048637025.1, XP_013639904.1, XP_013717441.1, XP_013717442.1
OG0006739	CARHR034560	XP_013715149.2, XP_013712169.1, XP_048596195.1, NP_001303102.1, XP_048615450.1
OG0006740	CARHR138110, CARHR018930	XP_022566521.1, XP_013657272.1, XP_013723275.2, XP_013646686.2
OG0006741	CARHR035790	XP_013693701.2, XP_013703985.1, XP_048627982.1, XP_048604965.1, XP_022571218.2
OG0006742	CARHR035520	XP_013640831.2, XP_013701953.1
OG0006743	CARHR015750	XP_013641532.2, XP_013749582.1, XP_013675203.2, XP_013659346.1
OG0006744	CARHR037240, CARHR037230	XP_022575198.1, XP_048615081.1
OG0006745	CARHR036820	XP_048593584.1, XP_013698719.1, XP_048599491.1, XP_013698411.3
OG0006746	CARHR027340	XP_048606845.1, XP_013656968.1
OG0006747	CARHR007400	XP_013716260.2
OG0006748	CARHR231610	XP_048619254.1, XP_013738000.2, XP_013644226.2, XP_013644239.2
OG0006749	CARHR027210	XP_022559120.2, XP_048596090.1, XP_013653229.2, XP_022570682.1
OG0006750	CARHR036510	XP_013718811.2, XP_048599498.1, XP_013667425.2, XP_022559156.1
OG0006751	CARHR027280	XP_013685419.1, XP_013662503.1, XP_013727915.1
OG0006752	CARHR110570	XP_013653137.1, XP_048593082.1, XP_013732475.2
OG0006753	CARHR027990	XP_013651563.2, XP_013690796.1, XP_048593906.1, XP_013685405.1
OG0006754	CARHR028440	XP_048626639.1, XP_048593895.1, XP_022555673.1, XP_048592596.1, XP_048619600.1
OG0006755	CARHR028460	XP_013662630.1, XP_013697720.1, XP_022555674.1, XP_013656905.1, XP_048593896.1
OG0006756	CARHR028500	XP_013695501.1, XP_013655100.2
OG0006758	CARHR029130	XP_013662604.2, XP_022548377.1, XP_013656853.1, XP_013656838.1
OG0006759	CARHR029330	XP_022555538.1, XP_013655073.1, XP_013708355.1, XP_048596582.1
OG0006760	CARHR029700	XP_013656812.2, XP_013712940.1, XP_013662476.1, XP_048614693.1
OG0006761	CARHR029820	XP_013739530.2, XP_013656805.2, XP_013732822.1, XP_048592566.1
OG0006762	CARHR030170	XP_013703849.2, XP_013703725.1
OG0006763	CARHR030360	XP_013659419.1, XP_013644576.1, XP_013689314.2, XP_048618740.1, XP_013718327.2
OG0006764	CARHR244050	XP_013733033.1, XP_013654945.2, XP_022561475.1, XP_048622909.1
OG0006765	CARHR244620	NP_001302785.1, NP_001303112.1, XP_022575255.2, XP_013704798.2
OG0006766	CARHR244960	XP_013681456.2, XP_048607539.1, XP_013655026.2, XP_013705350.1, XP_048634241.1, XP_013665385.2
OG0006767	CARHR245080	XP_048634204.1, XP_048601005.1, XP_013685616.2, XP_013656627.1
OG0006768	CARHR245500	XP_022550138.2
OG0006769	CARHR245580, CARHR153410	XP_048593794.1, XP_022575350.1, XP_022550134.2, XP_013723018.2
OG0006770	CARHR246000	XP_048600964.1, XP_013682869.2, XP_013728989.2, XP_013703201.1
OG0006771	CARHR246050	XP_013706857.1, XP_013656588.1, XP_013723044.1, XP_048630499.1, XP_013707614.1, XP_013728998.1
OG0006772	CARHR246240	XP_048631043.1, XP_022555726.1, XP_048593802.1, XP_013723016.2, XP_048633874.1
OG0006773	CARHR113830	XP_022563698.2, XP_013664153.1
OG0006774	CARHR113260	XP_048621022.1, XP_022548125.2, XP_013671394.2, XP_048633563.1
OG0006775	CARHR112140	XP_013712646.2
OG0006776	CARHR247860	XP_013644909.1, XP_013707485.2, XP_022555695.1, XP_013656671.2
OG0006777	CARHR294340	XP_013705104.2, XP_013644896.1
OG0006778	CARHR294190	XP_013656761.2, XP_048606265.1, XP_022553321.2, NP_001302568.1
OG0006779	CARHR039250, CARHR040050	XP_013716038.1, XP_013731126.2
OG0006780	CARHR291840	XP_048592861.1, XP_048616553.1, XP_048633360.1, XP_013725646.1
OG0006781	CARHR129620	XP_022556123.2, XP_048629645.1, XP_048610512.1, XP_013659520.2, XP_013747305.1
OG0006782	CARHR259850	XP_013712255.1, XP_048631943.1
OG0006783	CARHR035410	XP_013696653.1, XP_013706390.2, XP_013711231.2, XP_048617179.1
OG0006784	CARHR128290	XP_048631198.1, XP_048608430.1, XP_013744904.2, XP_013730198.1, XP_013730200.1
OG0006785	CARHR127900	XP_013719916.2, XP_013719261.1
OG0006786	CARHR181250	XP_013698621.1, XP_013744376.1
OG0006787	CARHR181320, CARHR181400	XP_013686058.2, XP_022552045.1, XP_013726647.1
OG0006788	CARHR181860	XP_022568972.2, XP_013742058.1, XP_013648260.1, XP_022559665.2
OG0006789	CARHR076880	XP_013750918.2, XP_048614240.1, XP_048632188.1, XP_022559413.1
OG0006790	CARHR260920	XP_048596820.1, XP_013686579.1, XP_013693260.2, XP_048624315.1
OG0006791	CARHR255330	XP_013742143.2, XP_013718626.1, XP_048632000.1, XP_013661261.2
OG0006792	CARHR254810	XP_013743435.1, XP_013718628.2, XP_013697709.2, XP_013675698.1
OG0006793	CARHR254670	XP_013713049.1, XP_013718554.2
OG0006794	CARHR254650	XP_048624302.1, XP_048596785.1
OG0006795	CARHR254460	XP_048596777.1, XP_013714912.1, XP_048612748.1, XP_048630801.1, XP_013675814.1
OG0006796	CARHR254160	XP_013744451.1, XP_048630803.1, XP_048612721.1, XP_048596763.1, XP_013713995.2
OG0006797	CARHR253030	XP_013740826.2, XP_022571889.2, XP_013670284.2, XP_013659501.1
OG0006798	CARHR252750	XP_013662013.2, XP_013712474.1
OG0006799	CARHR252020	XP_048595224.1, XP_013731428.1, XP_048632042.1
OG0006800	CARHR178780	XP_013730313.1, XP_013713935.1, XP_022548401.2, XP_013723716.2, XP_048619712.1
OG0006801	CARHR178570	XP_048637400.1, XP_013675678.1, XP_013730315.1, XP_013659414.2, XP_013714251.1
OG0006802	CARHR235300	XP_013743142.1, XP_013728710.1, XP_013706783.1, XP_013738195.2
OG0006803	CARHR176140	XP_013677923.2, XP_013677922.1, XP_022571437.1, XP_013705546.1
OG0006804	CARHR175740	XP_013677162.1, XP_013706597.1, XP_048616104.1, XP_022563881.1, XP_048637368.1
OG0006805	CARHR174890	XP_048628978.1, XP_013718656.1, XP_013732823.2, XP_013695246.2, XP_013703717.1
OG0006806	CARHR174800	XP_013718727.1, XP_048616336.1, XP_013743295.1, XP_013661940.1
OG0006807	CARHR174760	XP_013707405.1, XP_013695984.2, XP_013677231.2, XP_013695822.3
OG0006808	CARHR174700	XP_048616376.1, XP_013675597.1, XP_048637353.1, XP_013707420.1, XP_048624423.1
OG0006809	CARHR174590	XP_013695898.1, XP_048628843.1, XP_013706369.1, XP_013698213.1, XP_013677289.2
OG0006810	CARHR174340	XP_013705197.1, XP_013695432.2, XP_013675045.2, XP_048615024.1
OG0006811	CARHR132550	XP_013723881.1, XP_013734708.1, XP_013698513.1, XP_013744798.2
OG0006812	CARHR173710	XP_013697027.1, XP_013705158.2, XP_013695423.2
OG0006813	CARHR173580	XP_048604222.1, XP_013660262.1, XP_013697419.2, XP_013704045.1
OG0006814	CARHR109230	XP_048625851.1, XP_013670135.2
OG0006815	CARHR102100	XP_013691019.2, XP_013661786.1, XP_013701856.1
OG0006816	CARHR101460	XP_013727280.1, XP_013689239.2, XP_048632562.1, XP_013744778.1
OG0006817	CARHR101030	XP_048607052.1, XP_048632559.1
OG0006817	CARHR101020	XP_013654395.1, XP_048632980.1
OG0006818	CARHR218740	XP_013711591.2, XP_013719847.1, XP_013742938.2, XP_013664126.2
OG0006821	CARHR216030	XP_013668469.1, XP_013664765.1
OG0006822	CARHR221390	XP_013654701.1, XP_013714177.1, XP_048601860.1, XP_048631107.1
OG0006823	CARHR222180	XP_013744178.2, XP_048601838.1, XP_048594592.1, XP_013703479.2
OG0006824	CARHR222250	XP_013742906.2, XP_013737077.1
OG0006825	CARHR290000	XP_013715299.2, XP_048601951.1, XP_048628344.1
OG0006826	CARHR213770	XP_022560341.2, XP_048592903.1, XP_048633444.1, XP_048612135.1
OG0006827	CARHR213690	XP_048633447.1, XP_022570636.1, XP_048617152.1
OG0006828	CARHR212520	XP_013743491.1, XP_048633505.1, XP_013672030.2, XP_022567634.2, XP_048616978.1
OG0006829	CARHR212480	XP_013661832.1, XP_048592939.1, XP_048627215.1, XP_048633506.1, XP_013743493.1, XP_013672031.2
OG0006830	CARHR143490	XP_048631573.1, XP_048596221.1, XP_022549938.2, XP_013688575.1, XP_048637007.1, XP_048637005.1, XP_013724540.2
OG0006831	CARHR143440	XP_022574691.2, XP_022557844.2, XP_048612500.1, XP_048596213.1, XP_013688576.2
OG0006832	CARHR032810	XP_048600730.1, XP_013697992.1, XP_048602920.1
OG0006833	CARHR142810	XP_013734897.2, XP_048631831.1, XP_013700650.1, XP_048635405.1
OG0006834	CARHR128610	XP_048630448.1, XP_013747389.1, XP_013687307.1, XP_013729066.1, XP_022557121.2, YP_717170.1
OG0006835	CARHR142160	XP_013688177.1, XP_013712039.2, XP_013747588.2
OG0006836	CARHR142030	XP_013640321.1, XP_013716910.1, XP_013712527.1, XP_013747603.1
OG0006837	CARHR141680	XP_013710134.1, XP_013712213.1
OG0006838	CARHR141580	XP_048610365.1, XP_013752113.2, XP_013740656.2, XP_022553837.1
OG0006839	CARHR141300	XP_022557945.1, XP_022574825.1, XP_013690289.2, XP_013688239.2
OG0006840	CARHR141250	XP_013748100.2, XP_013748210.1, XP_013749685.1, XP_013688256.1
OG0006841	CARHR141100	XP_013749671.1, XP_013688263.2, XP_013752176.2, XP_048636415.1
OG0006842	CARHR140910	NP_001303036.1, XP_013748131.1, XP_013734818.2, XP_013725809.2
OG0006843	CARHR140890	XP_013725855.1, XP_013734815.1, XP_013749656.1, XP_048611264.1
OG0006844	CARHR140620	XP_013752181.1, XP_013691128.1, XP_013640017.2, XP_013691115.1
OG0006845	CARHR140050	XP_013747978.1, XP_013692145.2, XP_013666717.2, XP_013725394.2
OG0006846	CARHR138450	XP_048614496.1, XP_048604896.1, XP_048611214.1
OG0006847	CARHR138200	XP_013680848.1, XP_022575071.1
OG0006848	CARHR137920	XP_013745008.2, XP_013687863.1
OG0006849	CARHR137890	XP_013745003.2, XP_013687864.1
OG0006850	CARHR137460	XP_022557286.1, XP_048634691.1, XP_048636336.1, XP_048609290.1
OG0006851	CARHR137310	XP_013687887.1, XP_013744984.2, XP_013727781.1, XP_013747782.2
OG0006852	CARHR136880	XP_048610410.1, XP_022574732.2, XP_013691104.1, XP_013747403.2
OG0006853	CARHR136550	XP_013687812.1, XP_013744948.2, XP_013734474.1, XP_013647881.1
OG0006854	CARHR211250	XP_013729826.1, XP_013729842.1, XP_013740095.2, XP_013672818.1
OG0006855	CARHR211090	XP_013735571.2, XP_048631062.1, XP_048607710.1, XP_013725278.1
OG0006856	CARHR210920	XP_013681300.2, XP_013666171.2, XP_013672787.2, XP_013725196.2, XP_013720160.1
OG0006857	CARHR210910	XP_048598645.1, XP_013685271.1, XP_013725185.2, XP_013672777.2
OG0006858	CARHR210270	XP_048629268.1, XP_013720239.1
OG0006859	CARHR210210	XP_048607723.1, XP_013725015.3, XP_048598634.1, XP_013703862.2
OG0006860	CARHR210120	XP_022566094.2, XP_013724986.3, XP_013732418.1, XP_013668326.2
OG0006861	CARHR210010	XP_013720202.1, XP_013699844.2, XP_013699808.2
OG0006862	CARHR209380	XP_013724709.2, XP_022554180.1, XP_022549520.2, XP_013730142.1
OG0006863	CARHR209350	XP_013673156.2, XP_013668376.2, XP_013730153.1
OG0006864	CARHR028150	XP_013655104.2, XP_022546489.1, XP_013718330.1, XP_013733478.1
OG0006865	CARHR193230	XP_013721846.1, XP_048602433.1, XP_013727552.1, XP_013667351.2
OG0006866	CARHR192980	XP_013741050.1, XP_048599075.1
OG0006867	CARHR217080, CARHR225200, CARHR056430, CARHR192890, CARHR056440	XP_013721838.1, XP_013676007.1, XP_048608062.1
OG0006868	CARHR192640	XP_013681972.2, XP_013740243.2, XP_048605646.1, XP_013674658.2
OG0006869	CARHR192520	XP_013679035.2, XP_022567963.2, XP_048623376.1, XP_048599061.1
OG0006870	CARHR192000	XP_048599043.1, XP_048623353.1
OG0006871	CARHR191950	XP_013671938.2, XP_013667255.2, XP_013721886.1
OG0006872	CARHR191880	XP_048602475.1, XP_013667249.2, XP_013671945.1
OG0006873	CARHR191590	XP_013667220.2, XP_013717630.1, XP_013731412.1, XP_013682248.1
OG0006874	CARHR191450	XP_048602493.1, XP_048628526.1, XP_013717636.1, XP_013667208.1
OG0006875	CARHR190590	XP_013667161.2, XP_013682104.1, XP_013682184.1, XP_013715839.2
