Orthogroup	Cardamine_hirsuta	Cardamine_glauca
OG0010061	CARHR035110, CARHR105350, CARHR229380, CARHR027410	Cg006G218730
OG0010062	CARHR272830	Cg003G106500
OG0010063	CARHR277070	Cg003G111050
OG0010064	CARHR277180	Cg003G111140
OG0010065	CARHR277190	Cg003G111160
OG0010066	CARHR277230	Cg003G111200
OG0010067	CARHR269010	Cg003G103000
OG0010068	CARHR277870	Cg003G111790
OG0010069	CARHR278090	Cg003G112020
OG0010070	CARHR278200	Cg003G112170
OG0010071	CARHR278310	Cg003G112260
OG0010072	CARHR293840	Cg003G112920
OG0010073	CARHR279020	Cg003G113060
OG0010074	CARHR279040	Cg003G113040
OG0010075	CARHR279630	Cg003G113670
OG0010076	CARHR279660	Cg003G113710
OG0010077	CARHR280440	Cg003G114540
OG0010078	CARHR280630	Cg003G114710
OG0010079	CARHR280710	Cg003G114780
OG0010080	CARHR280730	Cg003G114810
OG0010081	CARHR280760	Cg003G114820
OG0010082	CARHR280950	Cg003G115030
OG0010083	CARHR156560	Cg002G059150
OG0010085	CARHR160990	Cg002G055440
OG0010086	CARHR281800	Cg003G096990, Cg003G115910
OG0010087	CARHR248120	Cg003G075980
OG0010088	CARHR248800	Cg003G076590, Cg014G332980
OG0010089	CARHR288840, CARHR248760	Cg014G333030, Cg003G076540
OG0010090	CARHR018900	Cg006G227740
OG0010091	CARHR249050	Cg003G076840, Cg014G332760
OG0010092	CARHR250200	Cg003G077960, Cg014G331700
OG0010093	CARHR249840	Cg014G331990, Cg003G077620
OG0010094	CARHR250340	Cg003G078120, Cg014G331570
OG0010095	CARHR250410	Cg003G078160, Cg014G331480
OG0010096	CARHR250540, CARHR034320	Cg003G078310, Cg014G331330
OG0010097	CARHR250850	Cg014G330930, Cg003G078620
OG0010098	CARHR251010	Cg003G078780, Cg014G330760
OG0010099	CARHR251550	Cg003G094750, Cg003G079250
OG0010100	CARHR251620	Cg003G094690, Cg003G079320
OG0010101	CARHR251670, CARHR116120, CARHR116160, CARHR116130	Cg003G079350, Cg003G094650
OG0010102	CARHR251700	Cg003G094620, Cg003G079390
OG0010103	CARHR251730	Cg003G079420, Cg003G094590
OG0010104	CARHR251990	Cg003G094370, Cg003G079650
OG0010105	CARHR006300	Cg008G319490
OG0010106	CARHR127390	Cg005G173250
OG0010107	CARHR127320	Cg005G173330
OG0010108	CARHR126210	Cg005G174300
OG0010109	CARHR126440	Cg005G174110
OG0010110	CARHR125690	Cg005G174730
OG0010111	CARHR125490	Cg005G174910
OG0010112	CARHR124810	Cg005G175450
OG0010113	CARHR124590	Cg005G175650
OG0010114	CARHR124210	Cg005G175980
OG0010115	CARHR123730	Cg005G176390
OG0010116	CARHR123260	Cg005G176890
OG0010117	CARHR123100	Cg005G177160
OG0010119	CARHR121630	Cg005G178600
OG0010120	CARHR121380	Cg005G178850
OG0010121	CARHR121090	Cg005G179170
OG0010122	CARHR121060	Cg005G179190
OG0010123	CARHR120880	Cg005G179270
OG0010124	CARHR120510	Cg005G179650
OG0010125	CARHR120500	Cg005G179660
OG0010126	CARHR120490	Cg005G179670
OG0010127	CARHR119940	Cg005G181140
OG0010128	CARHR118980	Cg005G182710
OG0010129	CARHR004260	Cg006G241520
OG0010130	CARHR118720	Cg005G183310
OG0010131	CARHR115120	Cg005G185700
OG0010132	CARHR235110	Cg001G013280
OG0010133	CARHR075040	Cg004G116120
OG0010134	CARHR082920	Cg004G124270
OG0010135	CARHR212250	Cg008G281980
OG0010136	CARHR136520	Cg005G164570
OG0010137	CARHR136470	Cg005G164620
OG0010138	CARHR233950	Cg001G014310
OG0010139	CARHR234010	Cg001G014250
OG0010140	CARHR075790	Cg004G116870
OG0010141	CARHR076820	Cg004G117950
OG0010142	CARHR077220	Cg004G118370
OG0010143	CARHR077240	Cg004G118390
OG0010144	CARHR077650	Cg004G119320
OG0010145	CARHR077710	Cg004G119370
OG0010146	CARHR077790	Cg004G119450
OG0010147	CARHR077870	Cg004G119520
OG0010148	CARHR078520	Cg004G119980
OG0010149	CARHR078650	Cg004G120100
OG0010150	CARHR079030	Cg004G120460
OG0010151	CARHR080180	Cg004G121560
OG0010152	CARHR081260	Cg004G122740
OG0010153	CARHR081250	Cg004G122730
OG0010154	CARHR081530	Cg004G122960
OG0010155	CARHR081590	Cg004G122980
OG0010156	CARHR081670	Cg004G123150
OG0010157	CARHR082480	Cg004G123890
OG0010158	CARHR082700	Cg004G124050
OG0010159	CARHR275840	Cg003G109850
OG0010160	CARHR083050	Cg004G124400
OG0010161	CARHR134900	Cg005G166240
OG0010162	CARHR134740	Cg005G166390
OG0010163	CARHR134690	Cg005G166420
OG0010164	CARHR134340	Cg005G166780
OG0010165	CARHR164910	Cg002G051610
OG0010166	CARHR133810	Cg005G167250
OG0010167	CARHR133480, CARHR288720	Cg005G167510
OG0010168	CARHR130690	Cg005G170140
OG0010169	CARHR130930	Cg005G169890
OG0010170	CARHR131310, CARHR131250	Cg005G169730
OG0010171	CARHR131640	Cg005G169380
OG0010172	CARHR131660	Cg005G169370
OG0010173	CARHR132330	Cg005G169240
OG0010174	CARHR131750	Cg005G168690
OG0010175	CARHR132750	Cg005G168200
OG0010176	CARHR132660	Cg005G168310
OG0010178	CARHR006200	Cg006G239620
OG0010179	CARHR133370	Cg005G167610
OG0010180	CARHR015970	Cg006G230420
OG0010181	CARHR016020	Cg006G230370
OG0010182	CARHR017260	Cg006G229180
OG0010183	CARHR018140	Cg006G228420
OG0010184	CARHR018290	Cg006G228300
OG0010185	CARHR192770	Cg008G300550
OG0010186	CARHR018690	Cg006G227900
OG0010187	CARHR019300	Cg006G227360
OG0010188	CARHR019370	Cg006G227280
OG0010189	CARHR019830	Cg006G226780
OG0010190	CARHR019990	Cg006G226580
OG0010191	CARHR020090	Cg006G226490
OG0010192	CARHR020430	Cg006G226030
OG0010193	CARHR020470	Cg006G225990
OG0010195	CARHR020500	Cg006G225940
OG0010196	CARHR020560	Cg006G225890
OG0010197	CARHR020930	Cg006G225540
OG0010198	CARHR021210	Cg006G225250
OG0010199	CARHR021220	Cg006G225240
OG0010200	CARHR021280	Cg006G225140
OG0010201	CARHR021510	Cg006G224930
OG0010202	CARHR022040	Cg006G224320
OG0010203	CARHR022060	Cg006G224300
OG0010204	CARHR071230	Cg007G278360
OG0010205	CARHR023030	Cg006G223260
OG0010206	CARHR023190	Cg006G223090
OG0010207	CARHR023290	Cg006G222980
OG0010208	CARHR023540	Cg006G222740
OG0010209	CARHR023690	Cg006G222610
OG0010210	CARHR063730	Cg007G270940
OG0010211	CARHR024300	Cg006G221960
OG0010212	CARHR025010	Cg006G221230
OG0010213	CARHR025350	Cg006G220890
OG0010215	CARHR025580	Cg006G220650
OG0010216	CARHR025800	Cg006G220410
OG0010217	CARHR025930	Cg006G220290
OG0010218	CARHR060890	Cg007G268320
OG0010219	CARHR026310	Cg006G219870
OG0010220	CARHR026520	Cg006G219670
OG0010221	CARHR026530	Cg006G219660
OG0010222	CARHR026970	Cg006G219230
OG0010223	CARHR232040	Cg001G016190
OG0010224	CARHR232470	Cg001G015740
OG0010225	CARHR232490	Cg001G015720
OG0010226	CARHR232590	Cg001G015620
OG0010227	CARHR232600	Cg001G015610
OG0010228	CARHR233170	Cg001G015030
OG0010229	CARHR116200	Cg005G188270
OG0010230	CARHR117460	Cg005G189830
OG0010231	CARHR117540	Cg005G189930
OG0010232	CARHR117930	Cg005G190060
OG0010233	CARHR118140	Cg005G190510
OG0010235	CARHR263820, CARHR184800	Cg005G191040
OG0010236	CARHR114600	Cg005G191060
OG0010237	CARHR114610	Cg005G191070
OG0010238	CARHR114640	Cg005G191090
OG0010239	CARHR114200	Cg005G191830
OG0010240	CARHR112650	Cg005G193160
OG0010241	CARHR112020	Cg005G193760
OG0010242	CARHR015650	Cg006G230730
OG0010243	CARHR015580	Cg006G230810
OG0010244	CARHR015260	Cg006G231140
OG0010245	CARHR014890	Cg006G231480
OG0010246	CARHR014690	Cg006G231680
OG0010247	CARHR014310	Cg006G232040
OG0010248	CARHR013710	Cg006G232580
OG0010249	CARHR013720	Cg006G232570
OG0010250	CARHR013550	Cg006G232730
OG0010251	CARHR012630	Cg006G233570
OG0010252	CARHR011570	Cg006G234630
OG0010253	CARHR011370	Cg006G234790
OG0010254	CARHR011220	Cg006G234940
OG0010255	CARHR011120	Cg006G235030
OG0010256	CARHR010830	Cg006G235330
OG0010257	CARHR010620	Cg006G235560
OG0010258	CARHR009540	Cg006G236490
OG0010259	CARHR009440	Cg006G236610
OG0010261	CARHR008890	Cg006G237060
OG0010262	CARHR008730	Cg006G237210
OG0010263	CARHR007410	Cg006G238440
OG0010264	CARHR006490	Cg006G239440
OG0010265	CARHR006070	Cg006G239750
OG0010266	CARHR143520	Cg005G157500
OG0010267	CARHR005270	Cg006G240560
OG0010268	CARHR004940	Cg006G240860
OG0010269	CARHR054160, CARHR054150, CARHR004920	Cg006G240880
OG0010270	CARHR004680	Cg006G241140
OG0010271	CARHR004670	Cg006G241150
OG0010272	CARHR004240	Cg006G241540
OG0010273	CARHR004180	Cg006G241600
OG0010274	CARHR003840	Cg006G241930
OG0010275	CARHR003690	Cg006G242120
OG0010276	CARHR003350	Cg006G242440
OG0010277	CARHR003320	Cg006G242480
OG0010278	CARHR002960	Cg006G242820
OG0010279	CARHR003120	Cg006G242670
OG0010280	CARHR003170	Cg006G242620
OG0010281	CARHR005920, CARHR002620	Cg006G243090
OG0010282	CARHR002330	Cg006G243370
OG0010283	CARHR001960	Cg006G243740
OG0010284	CARHR001750	Cg006G243930
OG0010285	CARHR001790	Cg006G243890
OG0010286	CARHR000910	Cg006G244670
OG0010287	CARHR199450	Cg008G294080
OG0010288	CARHR199080	Cg008G294410
OG0010289	CARHR198580	Cg008G294950
OG0010290	CARHR197720	Cg008G295890
OG0010291	CARHR197870	Cg008G295740
OG0010292	CARHR196730	Cg008G296760
OG0010293	CARHR196520	Cg008G296930
OG0010294	CARHR196530	Cg008G296920
OG0010295	CARHR196430	Cg008G297010
OG0010296	CARHR195990	Cg008G297500
OG0010297	CARHR195920	Cg008G297570
OG0010298	CARHR195530	Cg008G297940
OG0010299	CARHR078080	Cg004G119640
OG0010300	CARHR194750	Cg008G298650
OG0010301	CARHR193990	Cg008G299400
OG0010302	CARHR193700	Cg008G299690
OG0010303	CARHR241460	Cg001G006970
OG0010304	CARHR185700	Cg008G307320
OG0010305	CARHR185100	Cg008G307520
OG0010306	CARHR185160	Cg008G307600
OG0010307	CARHR185310	Cg008G307690
OG0010308	CARHR185330	Cg008G307710
OG0010309	CARHR182110	Cg008G308370
OG0010310	CARHR182130	Cg008G308390
OG0010311	CARHR182640	Cg008G310690, Cg008G309050
OG0010312	CARHR182240	Cg008G308460
OG0010313	CARHR183510	Cg008G311930
OG0010314	CARHR082020	Cg004G123450
OG0010315	CARHR199770	Cg008G293800
OG0010316	CARHR206130	Cg008G287840
OG0010317	CARHR034820	Cg006G206990
OG0010318	CARHR206750, CARHR206760	Cg008G287280
OG0010319	CARHR207130	Cg008G287220
OG0010320	CARHR207010	Cg008G287120
OG0010321	CARHR207490	Cg008G286570
OG0010322	CARHR207590	Cg008G286480
OG0010323	CARHR207690	Cg008G286370
OG0010324	CARHR207840	Cg008G286240
OG0010325	CARHR207920	Cg008G286170
OG0010326	CARHR207950	Cg008G286150
OG0010327	CARHR208040	Cg008G286050
OG0010328	CARHR208070	Cg008G286040
OG0010329	CARHR208280	Cg008G285840
OG0010330	CARHR208270	Cg008G285850
OG0010331	CARHR187540	Cg008G305580
OG0010332	CARHR188320	Cg008G304750
OG0010333	CARHR188880	Cg008G304240
OG0010334	CARHR188950	Cg008G304170
OG0010335	CARHR188900	Cg008G304220
OG0010336	CARHR189480	Cg008G303750
OG0010337	CARHR189540	Cg008G303680
OG0010338	CARHR189670	Cg008G303540
OG0010339	CARHR189940	Cg008G303310
OG0010340	CARHR190490	Cg008G302760
OG0010341	CARHR274610	Cg003G108630
OG0010342	CARHR275200	Cg003G109170
OG0010343	CARHR275330	Cg003G109290
OG0010344	CARHR276030	Cg003G110050
OG0010345	CARHR276250	Cg003G110260
OG0010347	CARHR276500	Cg003G110480
OG0010348	CARHR272070	Cg003G105850
OG0010349	CARHR160980	Cg002G055450
OG0010350	CARHR160530	Cg002G055840
OG0010351	CARHR160350	Cg002G056010
OG0010352	CARHR160340	Cg002G056030
OG0010353	CARHR159900	Cg002G056450
OG0010354	CARHR158690	Cg002G057200
OG0010355	CARHR158000	Cg002G057750
OG0010356	CARHR157890	Cg002G057840
OG0010357	CARHR157400	Cg002G058330
OG0010358	CARHR157330	Cg002G058410
OG0010359	CARHR157240	Cg002G058470
OG0010360	CARHR156970	Cg002G058760
OG0010361	CARHR156700	Cg002G059020
OG0010362	CARHR156490	Cg002G059220
OG0010363	CARHR149900	Cg002G061460
OG0010364	CARHR150990	Cg002G062450
OG0010365	CARHR151500	Cg002G063000
OG0010366	CARHR151580	Cg002G063200
OG0010367	CARHR152720	Cg002G064160
OG0010368	CARHR049880	Cg002G064270, Cg002G053390
OG0010369	CARHR148440, CARHR108980	Cg002G071010
OG0010370	CARHR060360	Cg007G267710
OG0010371	CARHR060110	Cg007G267460
OG0010372	CARHR060920	Cg007G268340
OG0010373	CARHR060620	Cg007G267950
OG0010374	CARHR061370	Cg007G268760
OG0010375	CARHR061430	Cg007G268830
OG0010376	CARHR061620	Cg007G269030
OG0010377	CARHR061540	Cg007G268930
OG0010378	CARHR061870	Cg007G269280
OG0010379	CARHR062040	Cg007G269450
OG0010380	CARHR062100	Cg007G269730
OG0010381	CARHR062250	Cg007G269540
OG0010382	CARHR063330	Cg007G270680
OG0010383	CARHR064320	Cg007G271520
OG0010384	CARHR064500	Cg007G271720
OG0010385	CARHR291020	Cg007G272140
OG0010386	CARHR065050	Cg007G272640
OG0010387	CARHR071760	Cg007G278920
OG0010388	CARHR071490	Cg007G278670
OG0010390	CARHR071130	Cg007G278250
OG0010391	CARHR070880	Cg007G278040
OG0010392	CARHR161080	Cg002G055350
OG0010393	CARHR070640	Cg007G277830
OG0010394	CARHR070570	Cg007G277720
OG0010395	CARHR020600	Cg006G225860
OG0010396	CARHR068510	Cg007G275670
OG0010397	CARHR067270	Cg007G274610
OG0010398	CARHR067240	Cg007G274580
OG0010400	CARHR066900	Cg007G274250
OG0010401	CARHR066710	Cg007G274050
OG0010402	CARHR066580	Cg007G273950
OG0010403	CARHR066470	Cg007G273850
OG0010404	CARHR066020	Cg007G273490
OG0010405	CARHR065940	Cg007G273410
OG0010406	CARHR072900	Cg007G255460
OG0010407	CARHR065930	Cg007G273400
OG0010408	CARHR065250	Cg007G272800
OG0010409	CARHR072760	Cg007G279790
OG0010410	CARHR073060	Cg007G280050
OG0010411	CARHR073460	Cg007G280340
OG0010412	CARHR073820	Cg007G280890
OG0010413	CARHR073890	Cg007G280830
OG0010414	CARHR074000	Cg007G280650
OG0010415	CARHR074280	Cg007G281310
OG0010416	CARHR074390	Cg007G281430
OG0010417	CARHR268640	Cg003G102550
OG0010418	CARHR087730	Cg004G128950
OG0010420	CARHR088320	Cg004G129480
OG0010421	CARHR089210	Cg004G130410
OG0010422	CARHR089390	Cg004G130550
OG0010423	CARHR089340	Cg004G130590
OG0010424	CARHR089290	Cg004G130640
OG0010425	CARHR089750	Cg004G130930
OG0010426	CARHR192760	Cg008G300560
OG0010427	CARHR090240	Cg004G131550
OG0010428	CARHR090380	Cg004G131680
OG0010429	CARHR090590	Cg004G131910
OG0010430	CARHR090750	Cg004G132070
OG0010431	CARHR091570	Cg004G132750
OG0010432	CARHR290730	Cg001G025210
OG0010433	CARHR092670	Cg004G133870
OG0010434	CARHR092910	Cg004G134120
OG0010435	CARHR093240	Cg004G134480
OG0010436	CARHR093610	Cg004G134900
OG0010437	CARHR093700	Cg004G135000
OG0010438	CARHR093740	Cg004G135050
OG0010439	CARHR093880	Cg004G135160
OG0010440	CARHR094010	Cg004G135290
OG0010441	CARHR094200	Cg004G135470
OG0010442	CARHR094350	Cg004G135620
OG0010443	CARHR094380	Cg004G135660
OG0010444	CARHR094490	Cg004G135740
OG0010445	CARHR039530	Cg006G200120
OG0010446	CARHR095110	Cg004G136410
OG0010447	CARHR095130	Cg004G136430
OG0010448	CARHR095360	Cg004G136620
OG0010449	CARHR095370	Cg004G136630
OG0010450	CARHR040440	Cg006G199360
OG0010451	CARHR095760	Cg004G137000
OG0010452	CARHR095780	Cg004G137020
OG0010453	CARHR095790	Cg004G137030
OG0010454	CARHR095860	Cg004G137080
OG0010455	CARHR095870	Cg004G137090
OG0010456	CARHR096170, CARHR096150	Cg004G137300
OG0010457	CARHR096290	Cg004G137410
OG0010458	CARHR096340	Cg004G137450
OG0010459	CARHR096470	Cg004G137570
OG0010460	CARHR096890	Cg004G138000
OG0010461	CARHR097420	Cg004G138520
OG0010462	CARHR097670	Cg004G138760
OG0010463	CARHR097810	Cg004G138880
OG0010464	CARHR097850	Cg004G138920
OG0010466	CARHR098620	Cg004G139980
OG0010467	CARHR100410	Cg004G142110
OG0010468	CARHR098880	Cg004G140210
OG0010469	CARHR098900	Cg004G140230
OG0010470	CARHR098950	Cg004G140290
OG0010471	CARHR099060	Cg004G140490
OG0010472	CARHR099160	Cg004G140620
OG0010474	CARHR099890	Cg004G141550
OG0010475	CARHR099990	Cg004G141610
OG0010476	CARHR100420	Cg004G142120
OG0010477	CARHR101770	Cg004G143260
OG0010478	CARHR104010	Cg004G146640
OG0010479	CARHR286460	Cg004G149010
OG0010480	CARHR105830	Cg004G151110
OG0010481	CARHR106260	Cg004G151660
OG0010482	CARHR106290	Cg004G151690
OG0010483	CARHR106660	Cg004G152220
OG0010484	CARHR107190	Cg004G152770
OG0010485	CARHR107210	Cg004G152790
OG0010486	CARHR107360	Cg004G152900
OG0010487	CARHR293590	Cg004G153180
OG0010488	CARHR108970	Cg004G154570
OG0010489	CARHR109960	Cg004G155850
OG0010490	CARHR109990	Cg004G155870
OG0010491	CARHR110140, CARHR110150	Cg004G156010
OG0010492	CARHR110250	Cg004G156120
OG0010493	CARHR110380	Cg004G156240
OG0010494	CARHR110580	Cg004G156420
OG0010495	CARHR236720	Cg001G011550
OG0010496	CARHR110690	Cg004G156530
OG0010497	CARHR110900	Cg004G156740
OG0010498	CARHR111130	Cg004G156910
OG0010499	CARHR111140	Cg004G156930
OG0010500	CARHR046000	Cg006G194060
OG0010501	CARHR115860	Cg006G194160
OG0010501	CARHR045890	Cg006G194150
OG0010502	CARHR045370	Cg006G194610
OG0010503	CARHR218470	Cg001G030690
OG0010504	CARHR041800	Cg006G198130
OG0010505	CARHR161090	Cg002G055340
OG0010506	CARHR040970	Cg006G198860
OG0010507	CARHR041380	Cg006G198430
OG0010508	CARHR040810	Cg006G199030
OG0010509	CARHR040540	Cg006G199240
OG0010510	CARHR040480	Cg006G199320
OG0010511	CARHR039580, CARHR039560	Cg006G199440
OG0010512	CARHR039570	Cg006G200080
OG0010513	CARHR038760	Cg006G201040
OG0010514	CARHR039090	Cg006G200570
OG0010515	CARHR284500	Cg006G201340
OG0010516	CARHR038020	Cg006G201490
OG0010517	CARHR037770	Cg006G201750
OG0010520	CARHR128660	Cg005G172050
OG0010521	CARHR128620	Cg005G172090
OG0010522	CARHR161670	Cg002G054810
OG0010523	CARHR161770	Cg002G054760
OG0010524	CARHR161790	Cg002G054740
OG0010525	CARHR161990	Cg002G054540
OG0010526	CARHR162020	Cg002G054520
OG0010527	CARHR162230	Cg002G054350
OG0010528	CARHR162780	Cg002G053800
OG0010529	CARHR162770	Cg002G053790
OG0010530	CARHR192940	Cg008G300430
OG0010531	CARHR162820	Cg002G053730
OG0010532	CARHR163080	Cg002G053380
OG0010533	CARHR162980	Cg002G053490
OG0010534	CARHR163100	Cg002G053410
OG0010535	CARHR163400	Cg002G053050
OG0010536	CARHR163480	Cg002G052930
OG0010537	CARHR163870	Cg002G052590
OG0010538	CARHR161510	Cg002G054960
OG0010539	CARHR164270	Cg002G052200
OG0010540	CARHR164560	Cg002G051930
OG0010541	CARHR164760	Cg002G051760
OG0010542	CARHR165070	Cg002G051460
OG0010543	CARHR165090	Cg002G051440
OG0010544	CARHR165250	Cg002G051260
OG0010545	CARHR165790	Cg002G050690
OG0010546	CARHR167020	Cg002G049450
OG0010547	CARHR167030	Cg002G049410
OG0010548	CARHR167080	Cg002G049360
OG0010549	CARHR168940	Cg002G047800
OG0010550	CARHR168960	Cg002G047780
OG0010551	CARHR169100	Cg002G047630
OG0010552	CARHR169420	Cg002G047440
OG0010553	CARHR164260	Cg002G052210
OG0010554	CARHR170030	Cg002G046890
OG0010555	CARHR170110	Cg002G046800
OG0010556	CARHR170810	Cg002G046150
OG0010557	CARHR171000	Cg002G045990
OG0010558	CARHR171500	Cg002G045550
OG0010559	CARHR171510	Cg002G045540
OG0010560	CARHR171610	Cg002G045430
OG0010561	CARHR171680	Cg002G045390
OG0010562	CARHR171850	Cg002G045220
OG0010563	CARHR172150	Cg002G044860
OG0010564	CARHR172230	Cg002G044770
OG0010565	CARHR172240	Cg002G044760
OG0010566	CARHR172280	Cg002G044700
OG0010567	CARHR172810	Cg002G044140
OG0010568	CARHR173210	Cg002G043780
OG0010570	CARHR173490	Cg002G043550
OG0010572	CARHR015810	Cg006G230600
OG0010575	CARHR161750	Cg002G054770
OG0010576	CARHR164330	Cg002G052150
OG0010578	CARHR135090	Cg005G166060
OG0010579	CARHR135830	Cg005G165330
OG0010580	CARHR238270	Cg001G010110
OG0010581	CARHR247390	Cg001G001160
OG0010582	CARHR002350	Cg006G243360
OG0010583	CARHR004980, CARHR221140	Cg006G240820
OG0010584	CARHR007460	Cg006G238380
OG0010585	CARHR007760	Cg006G238120
OG0010586	CARHR009520	Cg006G236510
OG0010587	CARHR012290	Cg006G233910
OG0010589	CARHR022430	Cg006G223930
OG0010590	CARHR063590	Cg007G270830
OG0010591	CARHR061280	Cg007G268660
OG0010592	CARHR060800	Cg007G268120
OG0010594	CARHR147450	Cg002G072200
OG0010595	CARHR120690	Cg005G179450
OG0010596	CARHR100640	Cg004G142400
OG0010597	CARHR097930	Cg004G139200
OG0010598	CARHR092990	Cg004G134180
OG0010599	CARHR089190	Cg004G130390
OG0010600	CARHR088560	Cg004G129700
OG0010601	CARHR087230	Cg004G128440
OG0010602	CARHR087060	Cg004G128270
OG0010603	CARHR083790	Cg004G125030
OG0010604	CARHR083360	Cg004G124670
OG0010605	CARHR081840	Cg004G123270
OG0010608	CARHR208180	Cg008G285940
OG0010609	CARHR206690, CARHR206700	Cg008G287330
OG0010610	CARHR292840	Cg005G191490
OG0010611	CARHR112930	Cg005G192990
OG0010612	CARHR032950	Cg006G211980
OG0010613	CARHR225850, CARHR290430	Cg001G021700
OG0010614	CARHR225520	Cg001G022070
OG0010615	CARHR224070	Cg001G023540
OG0010616	CARHR029490	Cg006G216480
OG0010617	CARHR126830	Cg005G173770
OG0010618	CARHR204200	Cg008G289630
OG0010619	CARHR196560	Cg008G296900
OG0010621	CARHR199560	Cg008G294000
OG0010623	CARHR185090	Cg008G307510
OG0010624	CARHR237380	Cg001G010990
OG0010625	CARHR150370	Cg002G064360
OG0010626	CARHR191270	Cg008G302030
OG0010628	CARHR187560	Cg008G305560
OG0010629	CARHR188860	Cg008G304260
OG0010630	CARHR276140	Cg003G110160
OG0010632	CARHR014190	Cg006G232160
OG0010633	CARHR024610, CARHR253970	Cg008G295260
OG0010634	CARHR035900	Cg006G204760
OG0010636	CARHR216230, CARHR166940	Cg001G034770
OG0010637	CARHR041280	Cg006G198500
OG0010639	CARHR100140	Cg004G141760
OG0010640	CARHR112690	Cg005G193140
OG0010644	CARHR185460	Cg008G307880
OG0010645	CARHR223880	Cg001G023740
OG0010660	CARHR235920	Cg001G012400
OG0010661	CARHR236040	Cg001G012260
OG0010662	CARHR236390	Cg001G011900
OG0010663	CARHR237150	Cg001G011160
OG0010664	CARHR238160	Cg001G010230
OG0010665	CARHR238580	Cg001G009790
OG0010666	CARHR149670	Cg001G000080
OG0010667	CARHR238950	Cg001G009460
OG0010668	CARHR239140	Cg001G009280
OG0010669	CARHR239350	Cg001G009080
OG0010670	CARHR239670	Cg001G008750
OG0010671	CARHR240070	Cg001G008330
OG0010672	CARHR240570	Cg001G007790
OG0010673	CARHR240740	Cg001G007590
OG0010674	CARHR241230	Cg001G007130
OG0010675	CARHR241070	Cg001G007250
OG0010676	CARHR191300	Cg008G302000
OG0010677	CARHR242000	Cg001G006410, Cg005G181260
OG0010678	CARHR132030	Cg005G168930
OG0010679	CARHR242610	Cg001G006080
OG0010680	CARHR242200	Cg001G006230, Cg003G087410
OG0010681	CARHR242350	Cg001G005840
OG0010682	CARHR059800	Cg007G267220
OG0010683	CARHR243180	Cg001G005360
OG0010684	CARHR243510	Cg001G005020
OG0010685	CARHR199640	Cg008G293930
OG0010686	CARHR031050	Cg006G214500
OG0010687	CARHR031420	Cg006G214140
OG0010688	CARHR223700	Cg001G023870
OG0010689	CARHR223640	Cg001G023930
OG0010690	CARHR223610	Cg001G024000
OG0010691	CARHR223080	Cg001G024590
OG0010692	CARHR222950	Cg001G024660
OG0010694	CARHR222850	Cg001G024740
OG0010695	CARHR222770	Cg001G024810
OG0010696	CARHR222760	Cg001G024850
OG0010697	CARHR289820	Cg007G254500
OG0010698	CARHR166630	Cg002G049830
OG0010699	CARHR289850	Cg007G254440
OG0010700	CARHR009370	Cg006G236670
OG0010701	CARHR054720	Cg007G253230
OG0010702	CARHR053990	Cg007G252470
OG0010703	CARHR053820, CARHR278220	Cg007G252180
OG0010704	CARHR284140	Cg007G251950
OG0010705	CARHR053420	Cg007G251370
OG0010706	CARHR053590, CARHR053580	Cg007G251460
OG0010707	CARHR053240	Cg007G251190
OG0010708	CARHR053180	Cg007G251130
OG0010709	CARHR053070	Cg007G251060
OG0010710	CARHR052990	Cg007G250920
OG0010711	CARHR052780	Cg007G250760
OG0010712	CARHR052770	Cg007G250750
OG0010713	CARHR052750	Cg007G250720
OG0010714	CARHR052670	Cg007G250620
OG0010716	CARHR052270	Cg007G250290
OG0010717	CARHR052180	Cg007G250240
OG0010718	CARHR051390	Cg007G249320
OG0010719	CARHR050670	Cg007G248870
OG0010720	CARHR050570	Cg007G248750
OG0010721	CARHR050410	Cg007G248620
OG0010722	CARHR143680	Cg002G075730
OG0010723	CARHR144350	Cg002G075050
OG0010724	CARHR144810	Cg002G074650
OG0010725	CARHR144980, CARHR215280	Cg002G074540
OG0010726	CARHR145020	Cg002G074490
OG0010727	CARHR145110	Cg002G074430
OG0010728	CARHR145190	Cg002G074370
OG0010729	CARHR145260	Cg002G074290
OG0010730	CARHR145730	Cg002G073780
OG0010731	CARHR260190, CARHR288520	Cg008G319360
OG0010732	CARHR013750	Cg006G232550
OG0010733	CARHR147020	Cg002G072690
OG0010734	CARHR013560	Cg006G232720
OG0010735	CARHR147130	Cg002G072580
OG0010736	CARHR147240	Cg002G072480
OG0010737	CARHR147360	Cg002G072280
OG0010738	CARHR148950	Cg002G070760
OG0010739	CARHR149060	Cg002G070710
OG0010740	CARHR149650	Cg002G068680
OG0010741	CARHR292630	Cg002G069000
OG0010742	CARHR153200	Cg002G067230
OG0010743	CARHR058730	Cg007G266180
OG0010744	CARHR057110	Cg007G262740
OG0010745	CARHR056280	Cg007G260740
OG0010746	CARHR078390	Cg004G119880
OG0010747	CARHR217090	Cg001G032800
OG0010748	CARHR046190	Cg003G090410, Cg003G095880, Cg007G245500
OG0010749	CARHR046220	Cg007G245520
OG0010750	CARHR046320	Cg007G245640
OG0010751	CARHR046510	Cg007G245860
OG0010752	CARHR046520, CARHR046530	Cg007G245870
OG0010753	CARHR046620	Cg007G245980
OG0010754	CARHR046760	Cg007G246120
