Orthogroup	Cardamine_hirsuta	Odontarrhena_muralis
OG0008233	CARHR059930	Om001G036820
OG0008234	CARHR060490	Om005G211850
OG0008235	CARHR059860	Om005G212490
OG0008236	CARHR061780	Om005G209990
OG0008237	CARHR061790	Om005G209960
OG0008238	CARHR061880	Om005G209900
OG0008239	CARHR062920	Om005G208620
OG0008240	CARHR024810	Om004G145030
OG0008241	CARHR097680	Om002G069850, Om006G260960
OG0008242	CARHR063240	Om005G208180
OG0008243	CARHR063250	Om005G208160
OG0008244	CARHR063350	Om005G208050, Om005G208060
OG0008245	CARHR063530	Om005G207840
OG0008246	CARHR063600	Om005G207780
OG0008247	CARHR064300	Om005G206830
OG0008248	CARHR064590	Om005G206510
OG0008249	CARHR290940	Om005G205920
OG0008250	CARHR065040	Om004G142930
OG0008251	CARHR071600	Om004G133760
OG0008252	CARHR071580	Om004G133870
OG0008253	CARHR071560	Om004G133910
OG0008254	CARHR071330	Om004G134170
OG0008255	CARHR071300	Om004G134240
OG0008256	CARHR070990	Om004G134780
OG0008257	CARHR070670	Om004G135090
OG0008258	CARHR070580	Om004G135210, Om004G135800
OG0008259	CARHR070410	Om004G135470
OG0008260	CARHR070040	Om004G136010
OG0008261	CARHR069600	Om004G136930
OG0008262	CARHR069510	Om004G136850
OG0008263	CARHR069230	Om004G137330
OG0008264	CARHR069220	Om004G137340
OG0008265	CARHR069070	Om004G137620
OG0008266	CARHR069010	Om004G138410
OG0008267	CARHR068910	Om004G138240
OG0008268	CARHR068530	Om006G235220, Om004G137750
OG0008269	CARHR068260	Om004G138680
OG0008270	CARHR068050, CARHR103880	Om004G139000
OG0008271	CARHR067630	Om004G139610
OG0008272	CARHR067260	Om004G140000, Om004G139990
OG0008273	CARHR067050	Om004G140280, Om006G260530
OG0008274	CARHR066930	Om004G140430
OG0008275	CARHR066870	Om004G140500
OG0008276	CARHR066750	Om004G140770
OG0008277	CARHR066480	Om004G141130
OG0008278	CARHR066410	Om004G141220
OG0008279	CARHR066090	Om004G141850
OG0008280	CARHR065990	Om004G141970
OG0008281	CARHR065450	Om004G142470
OG0008282	CARHR065110	Om004G142830
OG0008283	CARHR072710	Om004G132210
OG0008284	CARHR073140	Om004G131700
OG0008285	CARHR073370	Om004G131410
OG0008286	CARHR073500, CARHR153930	Om004G131310
OG0008287	CARHR073730	Om004G130970
OG0008288	CARHR073880	Om004G130830
OG0008289	CARHR074050	Om004G130560
OG0008290	CARHR074160	Om078G377240, Om004G130300
OG0008292	CARHR074370	Om004G130050
OG0008293	CARHR074620	Om004G129660
OG0008294	CARHR087210	Om002G056480
OG0008295	CARHR087610	Om002G057000
OG0008296	CARHR087650	Om002G057040
OG0008297	CARHR087890	Om002G057360
OG0008298	CARHR088090	Om002G057660, Om005G182710
OG0008299	CARHR088690	Om002G058430
OG0008300	CARHR187650	Om006G240480
OG0008301	CARHR088720	Om002G058480
OG0008302	CARHR088750	Om002G058510, Om002G058340
OG0008304	CARHR088970	Om002G058810
OG0008305	CARHR089000, CARHR089020	Om002G058870
OG0008306	CARHR089070	Om002G058930
OG0008307	CARHR089150	Om002G059020
OG0008308	CARHR089830	Om002G060030
OG0008309	CARHR090050	Om002G060260
OG0008310	CARHR090250	Om002G060490
OG0008311	CARHR090280	Om002G060520
OG0008312	CARHR042920	Om003G094050
OG0008313	CARHR090990	Om002G061550
OG0008314	CARHR091450	Om002G062190
OG0008315	CARHR091510	Om002G062270
OG0008316	CARHR091990	Om002G063080
OG0008317	CARHR092490	Om002G063770
OG0008318	CARHR092690	Om002G063980
OG0008319	CARHR093150	Om002G064530
OG0008320	CARHR093280	Om002G064690
OG0008321	CARHR093650	Om002G065220, Om001G024660
OG0008322	CARHR094040, CARHR283750	Om002G065720
OG0008323	CARHR094060	Om002G065740
OG0008324	CARHR094150	Om002G065830
OG0008325	CARHR094520	Om002G066380
OG0008326	CARHR094890	Om002G066810
OG0008327	CARHR094920	Om002G066860
OG0008328	CARHR095710	Om002G067820
OG0008329	CARHR164540	Om006G253050
OG0008330	CARHR096370	Om002G068410
OG0008331	CARHR221910	Om003G101840
OG0008332	CARHR098320	Om002G070710
OG0008333	CARHR099000	Om002G071670
OG0008334	CARHR099260	Om002G072080
OG0008335	CARHR100090	Om002G073210
OG0008336	CARHR100330	Om002G073390
OG0008337	CARHR101480	Om007G288570
OG0008338	CARHR265590	Om003G113870
OG0008339	CARHR108760	Om002G085220
OG0008340	CARHR105660	Om002G081330
OG0008341	CARHR105960	Om002G081850
OG0008342	CARHR106200	Om002G082010
OG0008343	CARHR106580, CARHR106560	Om002G082390
OG0008344	CARHR106850	Om002G082620
OG0008345	CARHR107200, CARHR107170	Om002G083180
OG0008346	CARHR107350	Om002G083420
OG0008347	CARHR107580	Om002G084000
OG0008348	CARHR107620	Om002G084070
OG0008349	CARHR107650	Om002G084090
OG0008350	CARHR108130	Om002G084430
OG0008351	CARHR109220	Om002G086010
OG0008352	CARHR109160	Om002G085910, Om002G085920, Om002G085930
OG0008353	CARHR109340	Om002G086140
OG0008354	CARHR292530	Om002G086840
OG0008355	CARHR110050	Om002G087280
OG0008357	CARHR045630	Om003G089770
OG0008358	CARHR045540	Om003G089870
OG0008359	CARHR044980	Om003G090590
OG0008360	CARHR173610	Om008G362860
OG0008361	CARHR044910	Om003G090700
OG0008362	CARHR044210	Om003G091890
OG0008363	CARHR044190	Om003G091920
OG0008364	CARHR043840	Om003G092680
OG0008365	CARHR043720	Om003G092810
OG0008366	CARHR043570	Om003G092930, Om003G092980
OG0008367	CARHR043420	Om003G093390
OG0008369	CARHR043360	Om003G093460
OG0008370	CARHR043270, CARHR258470	Om003G093620
OG0008371	CARHR042240	Om003G094960
OG0008372	CARHR042090	Om003G095260
OG0008373	CARHR041860	Om003G095550
OG0008374	CARHR041560	Om003G095930
OG0008375	CARHR040660	Om003G096820
OG0008376	CARHR040350	Om003G097270
OG0008377	CARHR040290	Om003G097350
OG0008378	CARHR039240	Om003G098500
OG0008379	CARHR039030	Om003G098850
OG0008380	CARHR222550	Om003G100240
OG0008381	CARHR290740	Om003G100430
OG0008382	CARHR129060	Om008G339440
OG0008383	CARHR128990	Om008G339580
OG0008384	CARHR128950	Om008G339660
OG0008385	CARHR161560	Om006G256640
OG0008386	CARHR161870	Om006G256440
OG0008387	CARHR162030	Om006G256240
OG0008388	CARHR162150	Om006G256040
OG0008389	CARHR162610	Om006G255620
OG0008390	CARHR162760	Om006G255410
OG0008391	CARHR163440	Om006G254510
OG0008392	CARHR163550	Om006G254400
OG0008393	CARHR163680	Om006G254240
OG0008394	CARHR163810	Om006G254100
OG0008395	CARHR164000	Om006G253900
OG0008396	CARHR161380	Om006G256890
OG0008397	CARHR164240	Om006G253490
OG0008398	CARHR164250	Om006G253390
OG0008399	CARHR164640	Om006G252960
OG0008400	CARHR164220	Om006G253540
OG0008401	CARHR164610	Om006G252990
OG0008402	CARHR164930	Om008G340600, Om006G252650
OG0008403	CARHR165440	Om006G251950
OG0008404	CARHR165560, CARHR163150	Om006G251860
OG0008405	CARHR166120	Om006G250980
OG0008406	CARHR166600	Om003G119410
OG0008407	CARHR167140	Om003G119960
OG0008408	CARHR167950	Om003G120800
OG0008409	CARHR168530	Om003G121590
OG0008410	CARHR168840	Om003G122170
OG0008411	CARHR169020	Om003G122390
OG0008412	CARHR169030	Om003G122420
OG0008413	CARHR169090	Om003G122500
OG0008414	CARHR169150	Om003G122560
OG0008415	CARHR169250	Om003G122660
OG0008416	CARHR169260	Om003G122670
OG0008417	CARHR137950	Om008G326050
OG0008418	CARHR261990	Om007G316510
OG0008419	CARHR169790	Om003G123660
OG0008420	CARHR169890	Om003G123770
OG0008421	CARHR169910	Om003G123790
OG0008422	CARHR170040	Om003G123940
OG0008423	CARHR170080	Om003G124000
OG0008424	CARHR170160	Om003G124150
OG0008425	CARHR170420	Om003G124610
OG0008426	CARHR170520	Om003G124780
OG0008427	CARHR170700	Om003G125010
OG0008428	CARHR170960	Om003G125550
OG0008430	CARHR172100	Om003G127140
OG0008431	CARHR172290	Om003G127450
OG0008432	CARHR172320	Om003G127480
OG0008433	CARHR172420	Om003G127690
OG0008434	CARHR172520	Om003G127780
OG0008435	CARHR172480	Om003G127750
OG0008437	CARHR173190	Om003G128650
OG0008438	CARHR173230	Om003G128700
OG0008439	CARHR173410	Om003G128890
OG0008440	CARHR291700	Om003G129100
OG0008441	CARHR044520	Om003G091340
OG0008445	CARHR176110	Om008G358930
OG0008446	CARHR253880	Om008G353060, Om008G353050
OG0008447	CARHR132830	Om008G334120
OG0008448	CARHR050120, CARHR050340	Om005G224090
OG0008450	CARHR065270	Om004G142660
OG0008451	CARHR286270	Om005G205750
OG0008452	CARHR236150, CARHR236140	Om001G022600
OG0008453	CARHR239860	Om001G028660
OG0008454	CARHR241710	Om001G031200
OG0008455	CARHR240200	Om001G029180
OG0008456	CARHR006520	Om005G184320
OG0008457	CARHR007970, CARHR007960	Om005G186080, Om001G005470
OG0008458	CARHR009330	Om005G187460
OG0008459	CARHR011260	Om005G189860
OG0008460	CARHR259690	Om005G192310
OG0008461	CARHR144030	Om005G195590
OG0008462	CARHR064990	Om004G143040, Om005G200210
OG0008464	CARHR061180	Om005G210980
OG0008465	CARHR061080	Om005G211030
OG0008466	CARHR058970	Om005G213280
OG0008468	CARHR085740	Om002G054520
OG0008469	CARHR210170	Om004G174690
OG0008470	CARHR180140, CARHR180160	Om007G277990, Om007G277980
OG0008471	CARHR154080, CARHR121550	Om007G283520
OG0008472	CARHR180480	Om007G303480
OG0008473	CARHR038470	Om007G313160
OG0008474	CARHR146230	Om006G273580
OG0008475	CARHR265850	Om003G114120
OG0008476	CARHR271600	Om006G248440
OG0008477	CARHR190830	Om006G244210
OG0008478	CARHR188330	Om006G239840
OG0008479	CARHR276230	Om006G235530
OG0008480	CARHR279870	Om006G231210
OG0008483	CARHR104960	Om002G081200
OG0008487	CARHR129810	Om008G338380
OG0008492	CARHR184710	Om004G159600
OG0008504	CARHR235970	Om001G022300
OG0008505	CARHR236420	Om001G023130
OG0008506	CARHR236620	Om001G023430
OG0008507	CARHR236730	Om001G023670
OG0008508	CARHR236810	Om001G023800
OG0008509	CARHR237800	Om001G025130
OG0008510	CARHR237820	Om001G025150, Om003G120180
OG0008511	CARHR237840	Om001G025170
OG0008512	CARHR237860	Om001G025210
OG0008513	CARHR237950	Om001G025410
OG0008514	CARHR238140	Om001G025760
OG0008515	CARHR238230	Om001G025980
OG0008516	CARHR238310	Om001G026120
OG0008517	CARHR238340	Om001G026220
OG0008518	CARHR193000	Om006G241510
OG0008519	CARHR238680	Om001G026840
OG0008520	CARHR238710	Om001G026870
OG0008521	CARHR239280	Om001G027770
OG0008522	CARHR239440	Om001G027990
OG0008523	CARHR239650	Om001G028330
OG0008524	CARHR239750	Om001G028480
OG0008525	CARHR239810	Om001G028570
OG0008526	CARHR240090	Om007G278350, Om001G028960
OG0008527	CARHR240160	Om001G029060
OG0008528	CARHR240190	Om001G029190
OG0008529	CARHR240620	Om001G029600
OG0008530	CARHR240960	Om001G030160
OG0008531	CARHR240930	Om001G030050
OG0008532	CARHR240940	Om001G030140
OG0008533	CARHR241210	Om001G030500
OG0008534	CARHR240680	Om001G025900, Om001G029720
OG0008535	CARHR241380	Om001G030670
OG0008536	CARHR241390	Om001G030680
OG0008537	CARHR241400	Om001G030690
OG0008538	CARHR241470	Om001G030790
OG0008540	CARHR242540	Om001G032430
OG0008541	CARHR242210	Om001G031970
OG0008542	CARHR242080	Om001G031800
OG0008543	CARHR242340	Om001G032710
OG0008544	CARHR242310	Om001G032750
OG0008545	CARHR242880	Om001G032860
OG0008546	CARHR243030	Om001G033220
OG0008547	CARHR243210	Om001G033510
OG0008548	CARHR030760	Om007G292030
OG0008549	CARHR031070	Om007G292420
OG0008550	CARHR031150	Om004G135010, Om007G292520
OG0008551	CARHR031300	Om007G292740
OG0008552	CARHR031560	Om007G277070
OG0008553	CARHR031810, CARHR031820	Om007G276860
OG0008554	CARHR223650	Om007G276450
OG0008555	CARHR223600	Om007G276400
OG0008556	CARHR223160	Om007G276040
OG0008557	CARHR012500	Om005G191530
OG0008558	CARHR055770	Om005G216140
OG0008559	CARHR055820	Om005G216160
OG0008560	CARHR055170	Om005G218530, Om011G366010
OG0008561	CARHR241040	Om001G030280
OG0008562	CARHR053800	Om005G218760
OG0008563	CARHR009920	Om005G188240
OG0008564	CARHR283980, CARHR284110	Om005G219190
OG0008565	CARHR052970	Om005G220290
OG0008566	CARHR052890	Om005G220380
OG0008567	CARHR051740	Om005G221550, Om005G221540
OG0008568	CARHR051680	Om005G221430
OG0008569	CARHR100050	Om002G073170
OG0008570	CARHR051520	Om005G222230
OG0008571	CARHR051340	Om005G222760
OG0008572	CARHR051300	Om005G222860
OG0008574	CARHR050730	Om005G223260
OG0008575	CARHR050690	Om005G223290
OG0008576	CARHR050470	Om005G190660, Om005G223900
OG0008577	CARHR012150	Om005G191040
OG0008578	CARHR015700	Om005G195850
OG0008579	CARHR144180	Om006G275180
OG0008580	CARHR144360	Om002G086990
OG0008581	CARHR144510	Om006G274940
OG0008582	CARHR283560	Om006G274700
OG0008583	CARHR145280	Om006G274390
OG0008584	CARHR145840	Om006G273880
OG0008585	CARHR146120	Om006G273660
OG0008586	CARHR146580	Om006G273360
OG0008588	CARHR146910	Om006G272830
OG0008589	CARHR147090	Om006G272660
OG0008590	CARHR147500	Om006G272360
OG0008591	CARHR147680	Om006G272180
OG0008592	CARHR147980	Om006G271900
OG0008593	CARHR148000	Om006G271880
OG0008594	CARHR148360	Om006G271610
OG0008595	CARHR148520	Om006G271390
OG0008596	CARHR040910	Om006G271320, Om001G021260
OG0008597	CARHR149240	Om006G270940
OG0008598	CARHR149260	Om006G270930
OG0008599	CARHR292560	Om006G270460
OG0008600	CARHR292520	Om006G270470
OG0008601	CARHR151750	Om006G270820
OG0008602	CARHR151840, CARHR255770	Om006G270730
OG0008603	CARHR151870	Om006G269640
OG0008605	CARHR154090	Om001G002970
OG0008606	CARHR058210	Om005G213770
OG0008607	CARHR057990	Om003G091960, Om005G185440
OG0008608	CARHR057510	Om005G214640
OG0008609	CARHR057060	Om005G215170
OG0008610	CARHR046210	Om005G228900, Om001G018280
OG0008611	CARHR046280	Om005G228850
OG0008612	CARHR046540	Om005G228450
OG0008613	CARHR046570	Om005G228380
OG0008614	CARHR046850	Om005G227760
OG0008615	CARHR046980	Om005G227230
OG0008616	CARHR047280, CARHR047310	Om005G226980
OG0008617	CARHR048150	Om005G226120
OG0008618	CARHR048140	Om005G226130
OG0008619	CARHR048620	Om005G225580
OG0008620	CARHR049250	Om004G165100, Om005G224970
OG0008621	CARHR087160	Om002G056430
OG0008622	CARHR271250	Om006G249290
OG0008623	CARHR136320	Om008G328440
OG0008624	CARHR136100	Om008G328850
OG0008625	CARHR136180	Om008G328700
OG0008626	CARHR083680	Om002G051840
OG0008627	CARHR209670	Om004G174060
OG0008628	CARHR084740	Om002G053100
OG0008629	CARHR085260	Om002G053780
OG0008630	CARHR085450	Om002G054060
OG0008631	CARHR085540	Om002G054250
OG0008632	CARHR086040	Om002G054960
OG0008633	CARHR086090	Om002G055020
OG0008634	CARHR086420	Om002G055470
OG0008635	CARHR086510	Om002G055550
OG0008636	CARHR086520	Om002G055590
OG0008637	CARHR086730	Om002G055800
OG0008638	CARHR086890	Om002G056080
OG0008639	CARHR258800	Om003G109510
OG0008640	CARHR258180	Om003G111230
OG0008641	CARHR258040, CARHR229310	Om002G055580
OG0008643	CARHR257390	Om003G111620
OG0008644	CARHR257360	Om003G111590
OG0008645	CARHR257090	Om003G112000
OG0008646	CARHR264540	Om003G112880
OG0008647	CARHR264680	Om003G112950
OG0008649	CARHR265910	Om003G114150
OG0008650	CARHR266240	Om003G114580
OG0008651	CARHR266090	Om003G114340
OG0008652	CARHR266040	Om003G114290
OG0008653	CARHR266620	Om003G115050
OG0008654	CARHR266640	Om003G115070
OG0008655	CARHR266700	Om003G115140
OG0008656	CARHR266720	Om003G115160
OG0008657	CARHR267310	Om003G115740
OG0008658	CARHR266920	Om003G115370
OG0008659	CARHR267420	Om003G115890
OG0008660	CARHR267570	Om003G115960
OG0008661	CARHR267640	Om003G116040
OG0008662	CARHR268320	Om003G116760
OG0008663	CARHR268470	Om003G116980
OG0008664	CARHR268570	Om003G117060
OG0008665	CARHR268850	Om003G117560
OG0008666	CARHR268920	Om003G117640
OG0008667	CARHR268930	Om003G117650
OG0008668	CARHR269480	Om003G118350
OG0008669	CARHR269780	Om003G118750
OG0008670	CARHR269800	Om003G118790
OG0008671	CARHR270230	Om006G250450
OG0008672	CARHR270490	Om006G250280
OG0008673	CARHR270510	Om006G250250
OG0008674	CARHR270710	Om006G249900
OG0008675	CARHR270880	Om006G249710
OG0008676	CARHR270970	Om006G249630
OG0008677	CARHR271100	Om006G249500
OG0008678	CARHR271390	Om006G249050
OG0008679	CARHR271660	Om006G248420
OG0008680	CARHR271840	Om006G248170
OG0008681	CARHR271850	Om006G248160
OG0008682	CARHR184350	Om007G312900
OG0008683	CARHR284360	Om007G313190
OG0008684	CARHR291780	Om007G313110
OG0008685	CARHR200140	Om004G161540
OG0008686	CARHR200160	Om004G161560
OG0008687	CARHR200370	Om004G161830
OG0008688	CARHR200400	Om004G161900
OG0008689	CARHR200410	Om004G161920
OG0008690	CARHR200460	Om004G161980
OG0008691	CARHR200770	Om004G162370
OG0008692	CARHR200780	Om004G162380
OG0008693	CARHR200930	Om004G162580
OG0008694	CARHR201170	Om004G162890
OG0008695	CARHR201310	Om004G163120
OG0008696	CARHR201340	Om004G163160
OG0008697	CARHR201450	Om005G196780, Om004G163260
OG0008698	CARHR201950	Om004G164010
OG0008699	CARHR202590	Om004G164990
OG0008700	CARHR202810	Om004G165380
OG0008701	CARHR202930	Om004G165590
OG0008702	CARHR203140	Om004G165870
OG0008703	CARHR203460	Om004G166270
OG0008704	CARHR203710	Om004G166480
OG0008705	CARHR203780, CARHR069360	Om004G166640
OG0008706	CARHR204060	Om004G166940
OG0008707	CARHR204360	Om004G167260
OG0008708	CARHR204380	Om004G167290
OG0008709	CARHR204620	Om004G167550
OG0008710	CARHR204930	Om004G167810
OG0008711	CARHR205240	Om004G168110
OG0008712	CARHR205280	Om004G168190
OG0008713	CARHR205360	Om004G168310
OG0008714	CARHR205570	Om004G168560
OG0008715	CARHR223830	Om001G000060
OG0008716	CARHR224370	Om001G000620
OG0008717	CARHR224420	Om001G000660
OG0008718	CARHR224510	Om001G000890
OG0008719	CARHR224530	Om001G000930
OG0008720	CARHR224540	Om001G000940
OG0008721	CARHR224680	Om001G001100
OG0008723	CARHR225610	Om001G002820
OG0008724	CARHR176660	Om008G358220
OG0008725	CARHR226010	Om001G003570
OG0008726	CARHR226040	Om001G003640
OG0008727	CARHR226210	Om001G004100
OG0008728	CARHR226290	Om001G004190
OG0008729	CARHR226350	Om003G120630, Om001G004320
OG0008730	CARHR226780	Om001G005360
OG0008731	CARHR226820	Om001G005410
OG0008732	CARHR227010	Om001G005600
OG0008734	CARHR227600, CARHR036340	Om001G006620
OG0008735	CARHR227780	Om001G006910
OG0008737	CARHR228600	Om004G165300
OG0008738	CARHR229490	Om001G009230
OG0008739	CARHR254010	Om008G352910
OG0008740	CARHR229680	Om001G009450
OG0008741	CARHR229900	Om001G009730
OG0008742	CARHR230040	Om006G273000, Om001G009880
OG0008743	CARHR230070	Om001G009920
OG0008744	CARHR230180	Om001G010100
OG0008745	CARHR230810	Om001G010640
OG0008746	CARHR063710	Om005G207650
OG0008747	CARHR231280	Om001G011210
OG0008748	CARHR256280	Om008G347670
OG0008749	CARHR032960	Om001G012370
OG0008750	CARHR033550	Om001G012950, Om001G012880, Om001G012800
OG0008751	CARHR033730	Om001G013230
OG0008752	CARHR033790	Om001G013340
OG0008753	CARHR033980	Om001G013500
OG0008754	CARHR034240	Om001G014030
OG0008755	CARHR036010	Om001G015240
OG0008756	CARHR035950	Om008G321100
OG0008757	CARHR134170	Om007G287410
OG0008758	CARHR036270	Om007G287570
OG0008759	CARHR027360	Om007G288190
OG0008760	CARHR027770	Om007G288620
OG0008761	CARHR066420	Om004G141210
OG0008762	CARHR028560	Om007G289540
OG0008763	CARHR028600	Om007G289570
OG0008764	CARHR029120	Om007G290190
OG0008765	CARHR030130	Om007G291320
OG0008766	CARHR030290	Om007G291550
OG0008767	CARHR030350	Om007G291620
OG0008768	CARHR030510	Om007G291700
OG0008769	CARHR244060	Om001G035090
OG0008770	CARHR244100	Om001G035190
OG0008771	CARHR244380	Om001G035600
OG0008772	CARHR244830	Om001G036250
OG0008774	CARHR245440	Om001G037230
OG0008775	CARHR245530	Om001G037410
OG0008776	CARHR245590	Om001G037630
OG0008777	CARHR245630	Om001G037720
OG0008778	CARHR246200	Om001G038760
OG0008779	CARHR246220	Om001G038780
OG0008780	CARHR246450	Om001G039170
OG0008782	CARHR246550	Om001G039350
OG0008783	CARHR246860	Om001G039730
OG0008784	CARHR247430	Om001G040550
OG0008785	CARHR235340	Om001G021050
OG0008786	CARHR216490, CARHR257530	Om007G313540
OG0008787	CARHR216220	Om007G313740
OG0008788	CARHR214480	Om007G314550
OG0008790	CARHR263190	Om007G315290
OG0008791	CARHR030500	Om007G291690
OG0008792	CARHR207650	Om004G171330, Om004G171300, Om004G171320
OG0008793	CARHR031490	Om007G277130
OG0008794	CARHR129900	Om008G338300
OG0008795	CARHR260460	Om008G343190
OG0008796	CARHR128040	Om008G340590
OG0008798	CARHR181050	Om008G341550
OG0008799	CARHR181240	Om008G341830
OG0008800	CARHR140980	Om008G321700
OG0008801	CARHR284700	Om002G059240
OG0008802	CARHR256270	Om008G347710
OG0008803	CARHR255410	Om004G150640, Om008G350960
OG0008804	CARHR254250	Om008G352270
OG0008805	CARHR254050	Om008G351990
OG0008806	CARHR253810	Om008G353160
OG0008807	CARHR253780	Om008G353240
OG0008808	CARHR253590	Om008G353490
OG0008809	CARHR287730, CARHR284670, CARHR287720, CARHR252720	Om008G354390
OG0008810	CARHR252400	Om008G355150
OG0008811	CARHR227820	Om008G355230
OG0008812	CARHR178600	Om008G356190
OG0008813	CARHR178560	Om008G356230
OG0008814	CARHR178170	Om008G356790
OG0008815	CARHR177680	Om008G357350, Om008G357370
OG0008816	CARHR176750	Om008G358100
OG0008817	CARHR176130	Om008G358910
OG0008818	CARHR176060	Om008G358990
OG0008819	CARHR174770	Om008G361420
OG0008820	CARHR174720	Om008G361470
OG0008821	CARHR174450	Om008G361840
OG0008822	CARHR173630	Om008G362840
OG0008823	CARHR173620	Om008G362850
OG0008824	CARHR217810	Om003G106180
OG0008825	CARHR218150	Om008G340160
OG0008826	CARHR218630	Om003G104390, Om003G104370
OG0008827	CARHR218700, CARHR126310	Om003G104320
OG0008829	CARHR100350	Om002G073410
OG0008830	CARHR220270	Om003G103330
OG0008831	CARHR220470	Om003G103200
OG0008833	CARHR221250	Om003G102450
OG0008834	CARHR221880	Om003G101900
OG0008835	CARHR221920	Om003G101830
OG0008836	CARHR222230	Om003G101490
OG0008837	CARHR222330	Om003G101410
OG0008838	CARHR261850	Om007G316730
OG0008839	CARHR213350	Om008G333270
OG0008840	CARHR261350	Om007G317230
OG0008841	CARHR213270	Om007G317930
OG0008842	CARHR213290	Om007G317910
OG0008843	CARHR287630	Om007G318250, Om002G077370
OG0008844	CARHR212680	Om007G318390
OG0008845	CARHR212590	Om007G318480
OG0008846	CARHR143410	Om008G318740
OG0008847	CARHR143330	Om008G318820
OG0008848	CARHR143290	Om008G318860
OG0008849	CARHR142060	Om008G320400
OG0008850	CARHR141970	Om008G320570
OG0008851	CARHR141840	Om008G320740
OG0008852	CARHR141440	Om008G321180
OG0008853	CARHR141340	Om008G321270
OG0008854	CARHR141000	Om008G321660
OG0008855	CARHR140610	Om008G322180
OG0008856	CARHR140420	Om008G322370
OG0008857	CARHR140360	Om008G322540
OG0008858	CARHR140300	Om008G322670
OG0008859	CARHR170530	Om003G124800
OG0008860	CARHR139350	Om008G323890
OG0008861	CARHR139220	Om008G324020
OG0008862	CARHR139190	Om008G324070
OG0008863	CARHR139170	Om008G324090, Om008G324100
OG0008864	CARHR138990	Om008G324480
OG0008865	CARHR138390	Om008G325390
OG0008866	CARHR138120	Om008G325740
OG0008867	CARHR169510	Om003G123190
OG0008868	CARHR057620	Om008G326290
OG0008869	CARHR137470	Om008G326710
OG0008870	CARHR137440, CARHR269810	Om008G326750
OG0008871	CARHR137410	Om008G326780
OG0008872	CARHR201500	Om004G163340, Om004G163310, Om004G163320
OG0008873	CARHR136940	Om008G327560
OG0008874	CARHR136810	Om008G327340
OG0008875	CARHR136590	Om008G327940
OG0008876	CARHR136580	Om008G327960
OG0008877	CARHR211700	Om004G176650
OG0008878	CARHR211600	Om004G176500
OG0008879	CARHR211550	Om004G176440
OG0008880	CARHR211420	Om004G176250
OG0008881	CARHR210980	Om004G175690
OG0008882	CARHR210630	Om004G175300
OG0008883	CARHR210180	Om004G174700
OG0008884	CARHR209630	Om004G173940
OG0008885	CARHR209540	Om004G173810
OG0008886	CARHR209360	Om004G173620
OG0008887	CARHR209060	Om004G173210
OG0008888	CARHR193570	Om006G241060
OG0008889	CARHR193300	Om006G241240
OG0008890	CARHR193260	Om006G241180
OG0008891	CARHR193170	Om006G241350
OG0008892	CARHR192700	Om006G241850
OG0008893	CARHR192680	Om006G241860
OG0008894	CARHR233770, CARHR193150	Om006G241370
OG0008895	CARHR192290	Om006G242230
OG0008896	CARHR274550	Om006G237370
OG0008897	CARHR191910	Om006G242730
OG0008898	CARHR191890	Om006G242780
OG0008899	CARHR191710	Om006G243030
OG0008900	CARHR191650	Om006G243090, Om001G001950
OG0008901	CARHR191620	Om006G243210
OG0008902	CARHR191500	Om006G243340
OG0008903	CARHR191190	Om006G243750
OG0008904	CARHR191140	Om006G243780
OG0008905	CARHR190720	Om006G244310
OG0008906	CARHR190530	Om006G244540
OG0008907	CARHR274380	Om006G244630
OG0008908	CARHR273890, CARHR118670	Om006G245200
OG0008909	CARHR277790	Om006G233680
OG0008911	CARHR273580	Om006G245490
OG0008912	CARHR273470	Om006G245600
OG0008913	CARHR273370	Om006G245710
OG0008914	CARHR273340	Om006G245740
OG0008915	CARHR285400	Om006G246650
OG0008916	CARHR285320	Om006G246750
OG0008917	CARHR266600	Om006G245980
OG0008917	CARHR273020	Om006G245970
OG0008918	CARHR285580	Om006G246500
OG0008919	CARHR285240	Om006G246860
OG0008920	CARHR285200	Om006G247030
OG0008921	CARHR272870	Om006G247100
OG0008922	CARHR277690	Om006G233800
OG0008923	CARHR277740	Om006G233740
OG0008924	CARHR008050	Om005G186160
OG0008925	CARHR277850	Om006G233610
OG0008927	CARHR278260	Om006G233160
OG0008928	CARHR278610	Om006G232770
OG0008929	CARHR278760	Om006G232610
OG0008930	CARHR293750	Om006G232300
OG0008932	CARHR279050	Om006G232140
OG0008933	CARHR279940	Om006G231140
OG0008934	CARHR280040	Om006G230990
OG0008935	CARHR280220	Om006G230780
OG0008936	CARHR280350	Om006G230600
OG0008937	CARHR280750	Om006G230210
OG0008938	CARHR280900	Om006G229990
OG0008939	CARHR280920	Om006G229970
OG0008940	CARHR281040	Om006G229840
OG0008941	CARHR281210	Om006G229650
OG0008942	CARHR281290	Om006G229550
OG0008943	CARHR281310	Om006G229510
OG0008944	CARHR281400	Om006G229350
OG0008945	CARHR281570	Om006G229190
OG0008946	CARHR281780	Om006G228990
OG0008947	CARHR248790	Om004G157770
OG0008948	CARHR000540	Om005G178150
OG0008949	CARHR248490	Om004G157550
OG0008950	CARHR248390	Om004G157410
OG0008951	CARHR248360	Om004G157360
OG0008952	CARHR249010	Om004G158030
OG0008954	CARHR250270	Om004G158620
OG0008955	CARHR249620	Om004G159280
