Orthogroup	Raphanus_sativus	Alyssum_gmelinii
OG0008195	XP_018482854.1, XP_018480399.1	Ag008G724320
OG0008196	XP_018484892.1, XP_018484891.1, XP_018452452.1	Ag008G724440
OG0008197	XP_018457258.1, XP_018465376.1, XP_018484201.1	Ag008G724470
OG0008198	XP_018455136.1	Ag008G724960
OG0008198	XP_018437648.1	Ag008G724950
OG0008199	XP_018456829.1, XP_018465183.1	Ag008G725780
OG0008200	XP_018463143.1, XP_018454633.1, XP_018481241.1	Ag008G726220
OG0008201	XP_018489569.1, XP_018437915.1, XP_018463061.1	Ag008G726620
OG0008202	XP_018432988.1, XP_018435577.1	Ag008G727160
OG0008203	XP_018436780.1, XP_018487329.1	Ag008G727190
OG0008204	XP_018471600.1, XP_018461629.1, XP_018493089.1	Ag008G727420
OG0008205	XP_018434107.1, XP_018492002.1	Ag008G727830
OG0008206	XP_018458217.1, XP_018466422.1	Ag008G727880
OG0008207	XP_018485869.1, XP_018485848.1	Ag008G728300
OG0008208	XP_018452806.1, XP_018489469.1	Ag008G728660
OG0008209	XP_018492346.1, XP_018454894.1	Ag008G728980
OG0008210	XP_018457528.1, XP_018473722.1, XP_018473050.1	Ag008G706010
OG0008211	XP_018457531.1	Ag008G705980
OG0008212	XP_018473742.1, XP_018475079.1, XP_018457210.1	Ag008G705920
OG0008213	XP_018485035.1, XP_018480370.1, XP_018440172.1	Ag001G067650
OG0008214	XP_018480378.1, XP_018479266.1, XP_018439996.1	Ag001G059360
OG0008215	XP_018480366.1, XP_018478987.1, XP_018468624.1	Ag001G059380, Ag001G059540
OG0008216	XP_018480593.1	Ag001G062830
OG0008217	XP_018468364.1, XP_018434504.1	Ag001G061480
OG0008219	XP_018489631.1, XP_018437229.1	Ag008G693150
OG0008220	XP_018441133.1, XP_018432767.1	Ag008G692990
OG0008221	XP_018471558.1	Ag008G692250
OG0008222	XP_018458331.1, XP_018434340.1	Ag001G056110
OG0008223	XP_018469421.1, XP_018438229.1	Ag001G052180
OG0008224	XP_018433987.1	Ag008G726630
OG0008226	XP_018446638.1, XP_018446636.1, XP_018465566.1	Ag004G355230
OG0008227	XP_018446001.1, XP_018445766.1	Ag004G355320
OG0008228	XP_018446000.1, XP_018445765.1	Ag004G355340
OG0008229	XP_018445216.1, XP_018463609.1	Ag004G355390, Ag004G355400
OG0008230	XP_018470272.1, XP_018461898.1, XP_018445684.1	Ag004G355520
OG0008231	XP_018445953.1, XP_018471741.1	Ag004G355640
OG0008232	XP_018482473.1	Ag002G161730
OG0008233	XP_018443999.1, XP_018471345.1	Ag004G355970
OG0008234	XP_018446983.1, XP_018443021.1	Ag004G354790
OG0008235	XP_018459237.1	Ag004G356180
OG0008236	XP_018457417.1, XP_018453922.1	Ag004G350550
OG0008237	XP_018446680.1, XP_018451958.1	Ag004G350530
OG0008238	XP_018456859.1, XP_018472094.1	Ag004G350450
OG0008239	XP_018472347.1, XP_018452182.1	Ag004G347610
OG0008240	XP_018450977.1, XP_018441844.1	Ag003G243680
OG0008241	XP_018486827.1	Ag007G601550, Ag005G440700
OG0008242	XP_018471722.1, XP_018457387.1, XP_018457377.1	Ag004G346140
OG0008243	XP_018472124.1, XP_018442091.1	Ag002G125440, Ag004G346080
OG0008244	XP_018452171.1, XP_018459187.1, XP_018459186.1	Ag004G345880
OG0008245	XP_018469445.1, XP_018444724.1	Ag004G345310
OG0008246	XP_018452900.1, XP_018471528.1	Ag004G345230
OG0008247	XP_018469333.1	Ag004G343650
OG0008248	XP_018454248.1	Ag004G343120
OG0008249	XP_018446849.1, XP_018455459.1, XP_018452798.1	Ag004G342240
OG0008250	XP_018445517.1, XP_018443507.1, XP_018457170.1, XP_018453480.1	Ag003G240370
OG0008251	XP_018458032.1, XP_018447782.1	Ag003G214900, Ag003G264130
OG0008252	XP_018452434.1, XP_018443057.1, XP_018443083.1	Ag003G214990
OG0008253	XP_018452326.1	Ag003G215020
OG0008254	XP_018457532.1	Ag003G215600
OG0008255	XP_018471024.1, XP_018468832.1	Ag003G215910
OG0008256	XP_018468238.1, XP_018466954.1, XP_018442816.1	Ag003G218060
OG0008257	XP_018465107.1, XP_018462118.1, XP_018455063.1, XP_018459987.1	Ag003G218710
OG0008258	XP_018444871.1	Ag003G218860
OG0008259	XP_018484734.1, XP_018446408.1	Ag003G219390
OG0008260	XP_018443868.1, XP_018452014.1, XP_018445978.1	Ag003G220160
OG0008261	XP_018464869.1, XP_018460079.1, XP_018445881.1	Ag003G222810
OG0008262	XP_018446353.1, XP_018444033.1	Ag003G222920
OG0008263	XP_018471412.1	Ag003G224110
OG0008264	XP_018463479.1, XP_018471411.1	Ag003G224120
OG0008265	XP_018442300.1, XP_018462824.1, XP_018470539.1	Ag003G224740
OG0008266	XP_018463186.1, XP_018444332.1	Ag003G225310, Ag003G225450, Ag003G225260
OG0008267	XP_018442707.1, XP_018454496.1	Ag003G225750
OG0008268	XP_018446590.1, XP_018442217.1, XP_018460678.1	Ag003G227220
OG0008269	XP_018442693.1, XP_018443214.1, XP_018442952.1	Ag003G228630
OG0008270	XP_018445816.1, XP_018469815.1	Ag003G229500
OG0008271	XP_018443536.1, XP_018445182.1, XP_018445135.1	Ag003G231540
OG0008272	XP_018442624.1, XP_018448684.1, XP_018468280.1	Ag003G232900
OG0008273	XP_018445759.1, XP_018445760.1, XP_018460050.1, XP_018453170.1	Ag003G233680
OG0008274	XP_018442658.1, XP_018452364.1	Ag003G234140
OG0008275	XP_018452462.1, XP_018445749.1	Ag003G234240
OG0008276	XP_018447034.1, XP_018456158.1, XP_018454618.1	Ag003G234980
OG0008277	XP_018457947.1	Ag006G518200, Ag003G236390
OG0008278	XP_018457296.1, XP_018445004.1	Ag003G236490
OG0008279	XP_018455504.1, XP_018469699.1	Ag003G237600
OG0008280	XP_018444656.1	Ag003G237920
OG0008281	XP_018449736.1, XP_018454716.1	Ag003G239380
OG0008282	XP_018472307.1, XP_018470649.1	Ag003G240050
OG0008283	XP_018456250.1, XP_018466896.1	Ag003G212150
OG0008284	XP_018468700.1, XP_018452366.1	Ag003G211530
OG0008285	XP_018444094.1, XP_018452519.1	Ag003G210900
OG0008286	XP_018457802.1, XP_018445642.1	Ag003G210600
OG0008287	XP_018442796.1, XP_018455869.1	Ag003G209800
OG0008288	XP_018454644.1, XP_018470244.1	Ag003G209530
OG0008289	XP_018445965.1	Ag003G209070
OG0008290	XP_018470996.1, XP_018445955.1	Ag003G208420
OG0008291	XP_018475729.1	Ag003G208380
OG0008292	XP_018475727.1, XP_018458889.1	Ag003G208130
OG0008293	XP_018446452.1, XP_018457494.1, XP_018462395.1	Ag003G207660
OG0008294	XP_018438009.1, XP_018489803.1	Ag005G470810
OG0008295	XP_018486439.1, XP_018434060.1	Ag005G470010
OG0008296	XP_018492505.1, XP_018432658.1	Ag005G469970
OG0008297	XP_018441337.1, XP_018486695.1	Ag005G469690
OG0008298	XP_018493510.1	Ag005G469180
OG0008299	XP_018490192.1, XP_018434802.1, XP_018437945.1	Ag005G468010
OG0008300	XP_018477257.1	Ag008G720320
OG0008302	XP_018433083.1	Ag005G467960, Ag003G222760, Ag004G374760
OG0008303	XP_018486287.1	Ag005G467870
OG0008304	XP_018486221.1, XP_018486823.1	Ag005G467440
OG0008305	XP_018490094.1	Ag005G466540, Ag005G466480
OG0008306	XP_018490360.1	Ag005G462810, Ag005G466430
OG0008307	XP_018491064.1, XP_018491063.1, XP_018433687.1	Ag005G466260
OG0008308	XP_018492752.1	Ag005G464880
OG0008309	XP_018487226.1, XP_018487245.1, XP_018489336.1	Ag005G464490
OG0008310	XP_018490762.1	Ag005G464250
OG0008311	XP_018439141.1, XP_018486941.1	Ag005G464170
OG0008312	XP_018442443.1, XP_018442456.1	Ag001G007700
OG0008313	XP_018492114.1, XP_018440718.1	Ag005G462460
OG0008314	XP_018492998.1, XP_018441148.1, XP_018437257.1, XP_018466889.1	Ag005G461500
OG0008315	XP_018485682.1, XP_018490126.1	Ag005G461450
OG0008316	XP_018486383.1, XP_018433415.1	Ag005G460030
OG0008317	XP_018435143.1, XP_018435754.1, XP_018438518.1	Ag005G454380, Ag005G458830
OG0008318	XP_018491507.1, XP_018490652.1, XP_018438664.1	Ag005G458050
OG0008319	XP_018485929.1, XP_018492853.1, XP_018493545.1, XP_018489285.1	Ag005G457070
OG0008320	XP_018487017.1, XP_018462304.1	Ag005G456490
OG0008321	XP_018438581.1, XP_018490135.1	Ag005G455290
OG0008322	XP_018433053.1	Ag005G453450
OG0008323	XP_018487147.1, XP_018485672.1	Ag005G453420
OG0008324	XP_018492688.1, XP_018492884.1, XP_018491758.1, XP_018492889.1	Ag005G453340
OG0008325	XP_018487584.1	Ag005G451030
OG0008326	XP_018488602.1, XP_018489668.1, XP_018492200.1	Ag005G449530
OG0008327	XP_018437822.1, XP_018487094.1	Ag005G449480
OG0008328	XP_018435467.1, XP_018435468.1	Ag003G230630, Ag003G221040, Ag003G221020
OG0008329	XP_018446979.1, XP_018491964.1	Ag001G075780
OG0008330	XP_018438617.1, XP_018490010.1	Ag005G445090
OG0008331	XP_018483193.1, XP_018470209.1	Ag001G034290
OG0008332	XP_018486260.1, XP_018486830.1	Ag005G438410
OG0008333	XP_018464578.1, XP_018488659.1, XP_018460319.1	Ag005G436110
OG0008334	XP_018464842.1, XP_018485806.1	Ag013G741530, Ag005G435240
OG0008335	XP_018491066.1, XP_018491072.1	Ag005G431370
OG0008336	XP_018462070.1, XP_018432833.1, XP_018433117.1	Ag005G430970
OG0008337	XP_018488490.1, XP_018490066.1	Ag007G583490
OG0008338	XP_018468290.1, XP_018470563.1, XP_018474701.1	Ag008G683550
OG0008339	XP_018434488.1, XP_018453070.1	Ag005G411310
OG0008340	XP_018457093.1	Ag005G419550
OG0008341	XP_018461390.1, XP_018452109.1, XP_018440753.1	Ag005G419200
OG0008342	XP_018485405.1, XP_018440093.1	Ag005G418800
OG0008343	XP_018491463.1, XP_018441298.1	Ag005G418040
OG0008344	XP_018455805.1, XP_018438969.1	Ag005G417790
OG0008345	XP_018492422.1, XP_018437310.1	Ag005G417230
OG0008346	XP_018464589.1	Ag002G177790
OG0008347	XP_018441216.1, XP_018457050.1	Ag005G415970
OG0008348	XP_018437100.1	Ag005G415830
OG0008349	XP_018457147.1, XP_018433879.1	Ag005G415780
OG0008350	XP_018433065.1, XP_018486004.1	Ag005G414350
OG0008351	XP_018440909.1, XP_018454669.1	Ag005G410170
OG0008352	XP_018455200.1, XP_018437400.1	Ag005G410440
OG0008353	XP_018492462.1, XP_018457683.1	Ag005G409460
OG0008354	XP_018441622.1, XP_018439241.1, XP_018433220.1	Ag005G407200
OG0008355	XP_018441796.1, XP_018441762.1, XP_018441390.1	Ag005G405510
OG0008357	XP_018448119.1, XP_018451500.1	Ag001G000850
OG0008358	XP_018489765.1, XP_018447770.1	Ag001G000960
OG0008359	XP_018434819.1, XP_018460279.1	Ag001G003190, Ag001G002280
OG0008360	XP_018437087.1, XP_018440510.1, XP_018477237.1, XP_018464945.1	Ag002G123630
OG0008361	XP_018436242.1, XP_018449263.1	Ag001G002470
OG0008362	XP_018449657.1, XP_018465797.1, XP_018443347.1	Ag001G004390
OG0008364	XP_018446107.1	Ag001G005790
OG0008365	XP_018438292.1	Ag001G006150
OG0008366	XP_018447146.1	Ag004G370360, Ag003G262430
OG0008367	XP_018470007.1, XP_018493115.1	Ag001G006710
OG0008368	XP_018448134.1, XP_018489268.1	Ag001G006720
OG0008369	XP_018486245.1	Ag001G006920
OG0008370	XP_018469797.1, XP_018447508.1	Ag001G007030
OG0008371	XP_018450613.1	Ag001G009600
OG0008372	XP_018447055.1, XP_018453799.1	Ag001G009960
OG0008373	XP_018449146.1, XP_018487206.1	Ag001G010550
OG0008374	XP_018449520.1, XP_018483133.1, XP_018491277.1	Ag001G011200
OG0008375	XP_018490275.1, XP_018485096.1	Ag001G014320
OG0008376	XP_018447669.1, XP_018466859.1	Ag007G627580, Ag001G015820
OG0008377	XP_018432973.1	Ag001G015990
OG0008378	XP_018483867.1, XP_018489524.1, XP_018449970.1, XP_018459860.1	Ag001G021320
OG0008379	XP_018458041.1, XP_018484606.1	Ag001G022930
OG0008380	XP_018485244.1, XP_018485235.1, XP_018470594.1	Ag001G029170
OG0008381	XP_018470396.1, XP_018478855.1	Ag001G029820, Ag001G031060
OG0008382	XP_018482489.1, XP_018438464.1	Ag002G161880
OG0008383	XP_018481188.1, XP_018439076.1	Ag002G161540
OG0008384	XP_018484003.1, XP_018460978.1, XP_018441060.1	Ag002G161380
OG0008385	XP_018478786.1, XP_018433144.1, XP_018437077.1	Ag001G065120
OG0008386	XP_018482800.1, XP_018440990.1, XP_018438818.1	Ag001G064560
OG0008387	XP_018438424.1, XP_018442458.1, XP_018459164.1, XP_018459163.1	Ag001G064280
OG0008388	XP_018463558.1, XP_018478224.1, XP_018484037.1	Ag001G068520
OG0008389	XP_018481290.1, XP_018488982.1	Ag001G069840
OG0008390	XP_018483993.1	Ag001G070660
OG0008391	XP_018446580.1, XP_018491491.1	Ag001G072730
OG0008392	XP_018486530.1, XP_018478229.1	Ag001G072960
OG0008393	XP_018478846.1, XP_018464153.1, XP_018486428.1	Ag001G073240, Ag002G179370
OG0008394	XP_018458833.1, XP_018446381.1, XP_018488669.1	Ag001G073500
OG0008395	XP_018492709.1, XP_018459337.1	Ag001G074430
OG0008396	XP_018478420.1, XP_018478414.1, XP_018468282.1	Ag001G066250
OG0008397	XP_018443867.1, XP_018486700.1	Ag001G074910
OG0008398	XP_018488892.1, XP_018480988.1	Ag001G074990
OG0008399	XP_018493408.1	Ag001G076020
OG0008400	XP_018490977.1, XP_018480418.1	Ag001G074870
OG0008401	XP_018446129.1	Ag001G075990
OG0008402	XP_018443165.1, XP_018432553.1	Ag001G076500
OG0008403	XP_018487316.1, XP_018480625.1	Ag001G078580
OG0008404	XP_018488491.1, XP_018462839.1	Ag001G080560, Ag001G078720
OG0008405	XP_018491343.1, XP_018485003.1	Ag001G080470
OG0008406	XP_018446235.1, XP_018432539.1, XP_018463766.1	Ag001G081610
OG0008407	XP_018445265.1, XP_018491157.1	Ag001G083390, Ag001G083360
OG0008408	XP_018464974.1, XP_018489369.1	Ag001G085150
OG0008409	XP_018446267.1, XP_018461789.1, XP_018461782.1, XP_018484512.1	Ag001G086370
OG0008410	XP_018488028.1, XP_018443622.1	Ag001G087940
OG0008411	XP_018488434.1, XP_018445504.1	Ag001G088450
OG0008412	XP_018445501.1, XP_018493313.1	Ag001G088460
OG0008413	XP_018481436.1, XP_018481277.1, XP_018485906.1	Ag001G088600
OG0008414	XP_018464595.1, XP_018480576.1, XP_018486242.1	Ag001G088670
OG0008416	XP_018466785.1, XP_018466594.1, XP_018489517.1	Ag001G088840
OG0008417	XP_018473221.1, XP_018440680.1, XP_018465143.1	Ag002G195630
OG0008418	XP_018446255.1	Ag002G130870, Ag007G650460, Ag002G130890
OG0008419	XP_018446978.1, XP_018492107.1	Ag001G090640
OG0008420	XP_018460712.1, XP_018466146.1, XP_018442143.1	Ag001G090790
OG0008421	XP_018432577.1, XP_018465569.1, XP_018460705.1	Ag001G090820
OG0008422	XP_018444823.1, XP_018485750.1	Ag001G091220
OG0008423	XP_018444780.1, XP_018489948.1	Ag001G091290
OG0008424	XP_018491571.1, XP_018478389.1, XP_018459604.1	Ag001G091530
OG0008425	XP_018487154.1, XP_018459094.1, XP_018461319.1	Ag001G092160
OG0008426	XP_018491416.1, XP_018476781.1	Ag001G092450
OG0008427	XP_018460388.1, XP_018488326.1, XP_018444890.1	Ag001G092750
OG0008428	XP_018482269.1	Ag001G093190, Ag001G093200
OG0008429	XP_018489985.1, XP_018489981.1, XP_018465352.1, XP_018482608.1	Ag001G093400
OG0008430	XP_018489278.1, XP_018465477.1, XP_018444922.1	Ag001G095570
OG0008431	XP_018490241.1, XP_018490246.1	Ag001G096180
OG0008432	XP_018485700.1, XP_018447026.1	Ag001G096210, Ag004G338380
OG0008433	XP_018493593.1	Ag001G096540
OG0008434	XP_018463298.1, XP_018489612.1	Ag001G096750
OG0008435	XP_018488609.1	Ag001G096710
OG0008437	XP_018477335.1, XP_018490267.1, XP_018490376.1	Ag001G098210
OG0008438	XP_018478402.1, XP_018486197.1, XP_018486240.1	Ag001G098250
OG0008439	XP_018489692.1, XP_018478723.1, XP_018444420.1	Ag001G098480
OG0008440	XP_018459636.1	Ag001G098730, Ag001G064480, Ag001G064470
OG0008441	XP_018488754.1, XP_018443207.1	Ag001G003610
OG0008442	XP_018489595.1	Ag001G004410
OG0008443	XP_018448281.1	Ag001G084060
OG0008445	XP_018460585.1, XP_018483179.1	Ag002G106620, Ag002G110260
OG0008446	XP_018458656.1	Ag002G143010
OG0008447	XP_018475262.1, XP_018482872.1	Ag002G175560
OG0008449	XP_018465826.1, XP_018465391.1	Ag003G219130, Ag003G219090, Ag003G219080, Ag003G219070
OG0008450	XP_018445532.1, XP_018445528.1, XP_018457825.1, XP_018457836.1	Ag003G239890
OG0008451	XP_018489130.1	Ag003G241180
OG0008452	XP_018464604.1	Ag003G254040, Ag019G742950
OG0008453	XP_018450289.1	Ag003G272070
OG0008454	XP_018467827.1, XP_018468027.1	Ag003G275470
OG0008455	XP_018480255.1, XP_018480256.1, XP_018470797.1	Ag003G279560
OG0008456	XP_018432664.1	Ag004G305970
OG0008457	XP_018466166.1, XP_018471740.1, XP_018471717.1	Ag004G308080
OG0008458	XP_018461997.1, XP_018467268.1	Ag004G309920
OG0008459	XP_018462300.1, XP_018493333.1	Ag004G313070
OG0008460	XP_018473799.1, XP_018458914.1	Ag004G316710
OG0008461	XP_018436043.1	Ag004G322310
OG0008462	XP_018442875.1	Ag004G330100, Ag004G330080
OG0008464	XP_018454758.1, XP_018466213.1, XP_018470120.1, XP_018461347.1	Ag004G353150
OG0008465	XP_018453322.1, XP_018444438.1, XP_018444928.1	Ag004G353220
OG0008466	XP_018468714.1, XP_018444658.1, XP_018445078.1	Ag004G357950
OG0008467	XP_018491189.1, XP_018489515.1, XP_018486418.1	Ag005G439880
OG0008468	XP_018492560.1, XP_018465589.1, XP_018488518.1	Ag005G473720
OG0008469	XP_018443233.1, XP_018453098.1	Ag006G494810
OG0008470	XP_018478403.1, XP_018477544.1, XP_018456094.1	Ag007G587820
OG0008471	XP_018440735.1, XP_018485171.1	Ag007G595550
OG0008473	XP_018456100.1	Ag007G654270
OG0008474	XP_018458397.1, XP_018467396.1, XP_018455715.1, XP_018438663.1	Ag008G663150
OG0008475	XP_018468015.1, XP_018453632.1, XP_018463557.1	Ag008G684280
OG0008476	XP_018475683.1, XP_018464324.1, XP_018468691.1	Ag008G704550
OG0008477	XP_018476278.1, XP_018474244.1, XP_018469909.1	Ag008G714140
OG0008478	XP_018464068.1, XP_018465704.1, XP_018435112.1, XP_018459218.1	Ag008G721260
OG0008479	XP_018436763.1, XP_018439254.1, XP_018490499.1	Ag008G727650
OG0008480	XP_018437471.1, XP_018491207.1, XP_018491206.1	Ag008G733690
OG0008504	XP_018451344.1, XP_018451345.1, XP_018464786.1	Ag003G253790
OG0008505	XP_018480395.1, XP_018469657.1	Ag003G254910
OG0008506	XP_018470933.1, XP_018460042.1, XP_018465739.1	Ag003G255630
OG0008507	XP_018451421.1, XP_018470192.1	Ag003G256070
OG0008508	XP_018451495.1, XP_018471542.1	Ag003G256220
OG0008509	XP_018435673.1, XP_018485124.1	Ag003G259190
OG0008510	XP_018443648.1, XP_018462590.1	Ag003G259350, Ag001G083680
OG0008511	XP_018450296.1, XP_018467805.1, XP_018469040.1	Ag003G259440
OG0008512	XP_018472029.1, XP_018450297.1	Ag003G259700
OG0008513	XP_018450298.1, XP_018482124.1	Ag003G260300
OG0008514	XP_018468594.1, XP_018467804.1	Ag003G261380
OG0008515	XP_018446826.1, XP_018482103.1	Ag003G261860
OG0008516	XP_018449251.1	Ag003G266670, Ag003G265840
OG0008517	XP_018483707.1	Ag003G265570, Ag003G266380
OG0008518	XP_018445426.1, XP_018443890.1	Ag008G719030
OG0008519	XP_018483607.1, XP_018472230.1	Ag003G266830
OG0008520	XP_018452504.1, XP_018483602.1	Ag003G266860
OG0008521	XP_018481370.1, XP_018482368.1	Ag003G268860
OG0008522	XP_018480623.1, XP_018468607.1	Ag003G269820
OG0008523	XP_018471843.1	Ag003G270910
OG0008524	XP_018469720.1, XP_018450351.1, XP_018457181.1	Ag003G271420
OG0008525	XP_018472467.1, XP_018484358.1	Ag003G271620
OG0008526	XP_018470688.1, XP_018480236.1, XP_018480239.1	Ag003G273180
OG0008527	XP_018480252.1, XP_018480251.1, XP_018447626.1	Ag003G279740
OG0008528	XP_018467825.1, XP_018480248.1, XP_018480247.1	Ag003G279610
OG0008529	XP_018481190.1, XP_018459210.1	Ag003G278500
OG0008530	XP_018478038.1	Ag003G277660, Ag003G277650
OG0008531	XP_018477644.1, XP_018471825.1	Ag003G277760
OG0008532	XP_018471357.1, XP_018478039.1	Ag003G277680
OG0008533	XP_018462200.1	Ag003G276740
OG0008534	XP_018471221.1, XP_018451898.1	Ag003G278260
OG0008535	XP_018458095.1, XP_018459243.1	Ag003G276580
OG0008536	XP_018478350.1, XP_018467890.1	Ag003G276570
OG0008537	XP_018477532.1, XP_018459252.1	Ag003G276530
OG0008538	XP_018483754.1, XP_018470812.1	Ag003G276430
OG0008540	XP_018480349.1, XP_018470072.1	Ag003G281140, Ag003G281160
OG0008541	XP_018470174.1, XP_018450405.1	Ag003G273510
OG0008542	XP_018471136.1, XP_018465843.1	Ag003G273900
OG0008543	XP_018450350.1, XP_018469622.1	Ag003G281660
OG0008544	XP_018468006.1, XP_018451802.1	Ag003G281900
OG0008545	XP_018469562.1, XP_018469632.1, XP_018452964.1	Ag003G282090
OG0008546	XP_018470601.1	Ag003G282620
OG0008547	XP_018469072.1, XP_018450164.1	Ag003G283010
OG0008548	XP_018486776.1, XP_018486171.1	Ag007G579360
OG0008549	XP_018441013.1, XP_018485667.1	Ag007G578890
OG0008550	XP_018476340.1	Ag007G578790
OG0008551	XP_018442639.1, XP_018448638.1	Ag007G578640
OG0008552	XP_018442900.1, XP_018459294.1	Ag007G578420
OG0008553	XP_018442936.1, XP_018486008.1	Ag007G578160
OG0008555	XP_018447091.1, XP_018481903.1	Ag001G101330
OG0008556	XP_018472315.1, XP_018463163.1	Ag001G101730
OG0008557	XP_018487114.1, XP_018449528.1	Ag004G315390
OG0008558	XP_018457058.1	Ag004G364900, Ag004G365460
OG0008559	XP_018488875.1	Ag004G365480, Ag004G364940
OG0008560	XP_018441226.1	Ag004G366590
OG0008562	XP_018461255.1, XP_018457351.1	Ag004G368020
OG0008563	XP_018433816.1, XP_018488458.1	Ag004G310800
OG0008564	XP_018454294.1	Ag004G369010
OG0008565	XP_018435091.1, XP_018457573.1	Ag004G370490
OG0008566	XP_018453316.1, XP_018436935.1	Ag004G370680
OG0008567	XP_018455623.1	Ag004G372770
OG0008568	XP_018457368.1, XP_018438088.1	Ag004G372630
OG0008569	XP_018461770.1, XP_018460853.1	Ag005G431620
OG0008570	XP_018433556.1, XP_018433542.1	Ag004G374680
OG0008571	XP_018455113.1	Ag004G375170
OG0008572	XP_018439489.1, XP_018458049.1	Ag004G375430
OG0008573	XP_018463250.1, XP_018436634.1	Ag004G376530
OG0008574	XP_018467276.1	Ag004G375720, Ag004G376760, Ag004G375710, Ag007G623930, Ag004G376780
OG0008575	XP_018452285.1, XP_018433350.1	Ag004G376860
OG0008576	XP_018456877.1	Ag004G314290, Ag004G377840
OG0008577	XP_018458288.1, XP_018458290.1, XP_018449102.1	Ag004G314770
OG0008578	XP_018486072.1, XP_018451287.1	Ag004G322690
OG0008579	XP_018453250.1, XP_018439851.1	Ag005G441270
OG0008580	XP_018435715.1, XP_018482141.1, XP_018482133.1, XP_018465194.1	Ag005G406700, Ag005G406690
OG0008582	XP_018483414.1, XP_018483416.1	Ag005G455180
OG0008584	XP_018478326.1	Ag008G662480
OG0008585	XP_018477315.1, XP_018464838.1, XP_018435168.1	Ag008G662980
OG0008586	XP_018436839.1, XP_018480668.1	Ag008G663700
OG0008588	XP_018484486.1, XP_018452632.1	Ag008G665190
OG0008589	XP_018482731.1, XP_018453198.1	Ag008G665820
OG0008590	XP_018433216.1	Ag008G666700
OG0008591	XP_018483056.1	Ag008G667150
OG0008592	XP_018483086.1	Ag008G667800
OG0008593	XP_018441964.1, XP_018483088.1	Ag008G667820
OG0008594	XP_018462283.1, XP_018452637.1	Ag008G668700
OG0008595	XP_018482740.1, XP_018482738.1, XP_018482741.1, XP_018457666.1	Ag008G668990
OG0008596	XP_018484321.1	Ag008G669090
OG0008597	XP_018463684.1, XP_018454766.1	Ag008G671130
OG0008598	XP_018438068.1, XP_018485066.1	Ag008G671210
OG0008599	XP_018481015.1, XP_018437613.1	Ag006G513330
OG0008600	XP_018477100.1, XP_018441557.1	Ag008G672310
OG0008603	XP_018483510.1, XP_018462950.1	Ag008G679240, Ag008G682460
OG0008604	XP_018458461.1, XP_018479368.1	Ag007G608060
OG0008605	XP_018458459.1, XP_018479367.1, XP_018440116.1	Ag006G573590
OG0008606	XP_018442708.1, XP_018453767.1	Ag004G359520
OG0008607	XP_018446359.1	Ag004G304810, Ag007G636090
OG0008608	XP_018468348.1	Ag004G360620
OG0008609	XP_018446396.1	Ag004G364190
OG0008610	XP_018455679.1, XP_018457420.1	Ag004G401990
OG0008611	XP_018453009.1, XP_018454422.1	Ag004G401850
OG0008612	XP_018465597.1, XP_018457491.1, XP_018456633.1	Ag004G400260
OG0008613	XP_018456149.1	Ag004G400190
OG0008614	XP_018454281.1, XP_018451994.1	Ag004G397050
OG0008615	XP_018454283.1, XP_018455366.1	Ag004G390680, Ag004G395410
OG0008616	XP_018456066.1	Ag004G389700, Ag004G394770
OG0008617	XP_018454482.1	Ag006G519370, Ag004G386020
OG0008618	XP_018452063.1	Ag004G386030, Ag006G519360
OG0008619	XP_018452283.1	Ag004G382290
OG0008620	XP_018454453.1	Ag004G380560
OG0008621	XP_018491301.1	Ag005G470870
OG0008622	XP_018476458.1	Ag008G702760
OG0008623	XP_018474707.1, XP_018481463.1	Ag002G189980
OG0008624	XP_018482198.1, XP_018441837.1	Ag002G188730
OG0008625	XP_018483469.1, XP_018436883.1	Ag002G189250
OG0008626	XP_018491676.1, XP_018493020.1	Ag005G477680
OG0008627	XP_018476380.1, XP_018474348.1	Ag006G496060
OG0008628	XP_018487353.1	Ag005G475810
OG0008629	XP_018488914.1	Ag005G474740
OG0008630	XP_018435212.1, XP_018485416.1	Ag005G474440
OG0008631	XP_018486736.1, XP_018439289.1, XP_018434869.1	Ag005G474190
OG0008632	XP_018487280.1, XP_018441910.1, XP_018462126.1	Ag005G472910
OG0008633	XP_018493132.1, XP_018492923.1	Ag005G472740
OG0008634	XP_018485567.1, XP_018487112.1	Ag005G472100, Ag005G471990
OG0008635	XP_018491967.1	Ag005G472020
OG0008636	XP_018491059.1, XP_018440606.1	Ag005G471970, Ag005G472010
OG0008637	XP_018458692.1, XP_018486902.1	Ag005G471600
OG0008638	XP_018435356.1, XP_018492984.1	Ag005G471330
OG0008640	XP_018454566.1, XP_018459721.1	Ag001G041000
OG0008641	XP_018457182.1, XP_018460991.1	Ag001G044820, Ag001G047610
OG0008643	XP_018473201.1, XP_018466167.1, XP_018453669.1	Ag008G675520
OG0008644	XP_018476895.1, XP_018470974.1	Ag008G677360
OG0008645	XP_018455075.1	Ag004G301340, Ag008G664640, Ag002G163030
OG0008646	XP_018459054.1, XP_018454392.1, XP_018454768.1	Ag008G680250
OG0008647	XP_018455567.1, XP_018463685.1	Ag008G680750
OG0008648	XP_018472984.1, XP_018457176.1, XP_018456301.1	Ag008G683450
OG0008650	XP_018472026.1	Ag008G683070
