Orthogroup	Raphanus_sativus	Cardamine_amara
OG0006587	XP_018450826.1, XP_018453559.1	evm.model.RL_2.2782
OG0006589	XP_018464207.1, XP_018459400.1, XP_018459401.1, XP_018477417.1	evm.model.RL_2.2889
OG0006590	XP_018477144.1, XP_018465410.1, XP_018447241.1	evm.model.RL_2.2905
OG0006591	XP_018470176.1	evm.model.RL_2.2921
OG0006592	XP_018449242.1, XP_018471130.1	evm.model.RL_2.2994
OG0006593	XP_018445297.1, XP_018451777.1	evm.model.RL_2.3007
OG0006594	XP_018483705.1	evm.model.RL_2.3021
OG0006595	XP_018471417.1, XP_018451574.1, XP_018464191.1, XP_018478473.1	evm.model.RL_2.3022
OG0006596	XP_018450924.1, XP_018455565.1	evm.model.RL_2.3034
OG0006597	XP_018447622.1	evm.model.RL_2.3048
OG0006598	XP_018458988.1, XP_018449766.1	evm.model.RL_5.2830
OG0006599	XP_018492947.1, XP_018441357.1	evm.model.RL_5.2714
OG0006601	XP_018457312.1, XP_018460064.1, XP_018449078.1, XP_018464854.1	evm.model.RL_2.1246
OG0006602	XP_018481901.1, XP_018460058.1, XP_018460060.1, XP_018469636.1	evm.model.RL_2.1245
OG0006603	XP_018479233.1, XP_018470266.1	evm.model.RL_2.1221
OG0006604	XP_018474629.1, XP_018480448.1, XP_018464074.1	evm.model.RL_6.1665
OG0006605	XP_018461284.1, XP_018454514.1	evm.model.RL_4.954
OG0006606	XP_018460004.1, XP_018450849.1, XP_018483290.1	evm.model.RL_5.824
OG0006607	XP_018436865.1, XP_018454711.1, XP_018463220.1	evm.model.RL_3.539
OG0006608	XP_018472175.1, XP_018437584.1, XP_018434029.1	evm.model.RL_5.914
OG0006609	XP_018456333.1, XP_018435522.1, XP_018438330.1	evm.model.RL_3.427, evm.model.RL_3.428
OG0006610	XP_018435134.1, XP_018485592.1	evm.model.RL_5.1002
OG0006611	XP_018454103.1, XP_018447764.1	evm.model.RL_5.1009
OG0006612	XP_018449120.1, XP_018470337.1, XP_018492672.1	evm.model.RL_5.1043
OG0006613	XP_018434985.1, XP_018434947.1, XP_018466612.1	evm.model.RL_5.1361
OG0006615	XP_018481701.1, XP_018455112.1, XP_018455149.1, XP_018437349.1	evm.model.RL_7.2686
OG0006616	XP_018485310.1, XP_018441252.1	evm.model.RL_7.2716.3.687c84be
OG0006617	XP_018481142.1, XP_018437027.1, XP_018436961.1	evm.model.RL_7.2556
OG0006618	XP_018448235.1, XP_018434354.1	evm.model.RL_5.1231
OG0006619	XP_018470098.1, XP_018440583.1	evm.model.RL_5.1217
OG0006620	XP_018458385.1, XP_018484585.1, XP_018457251.1	evm.model.RL_7.2478
OG0006621	XP_018437141.1, XP_018460921.1	evm.model.RL_7.2457
OG0006622	XP_018452235.1, XP_018483330.1, XP_018463592.1	evm.model.RL_7.2436
OG0006623	XP_018480765.1, XP_018481724.1, XP_018436779.1, XP_018460539.1	evm.model.RL_7.2385
OG0006624	XP_018434637.1, XP_018480760.1	evm.model.RL_7.2380
OG0006625	XP_018434931.1, XP_018483626.1, XP_018483624.1	evm.model.RL_7.2357
OG0006626	XP_018453036.1, XP_018439683.1	evm.model.RL_7.2354
OG0006627	XP_018456601.1	evm.model.RL_7.2328
OG0006628	XP_018434963.1, XP_018438137.1, XP_018470883.1, XP_018481848.1, XP_018464156.1	evm.model.RL_7.2323
OG0006629	XP_018483918.1, XP_018441646.1, XP_018441891.1	evm.model.RL_7.2261
OG0006630	XP_018434355.1, XP_018434370.1, XP_018478189.1	evm.model.RL_7.2259
OG0006631	XP_018456984.1, XP_018464594.1, XP_018481774.1, XP_018481772.1	evm.model.RL_7.2218
OG0006632	XP_018482460.1, XP_018484710.1, XP_018457474.1	evm.model.RL_7.2183
OG0006634	XP_018455148.1, XP_018437726.1	evm.model.RL_7.2124
OG0006635	XP_018457881.1, XP_018473190.1	evm.model.RL_8.1546
OG0006636	XP_018449656.1, XP_018446652.1	evm.model.RL_3.853
OG0006637	XP_018488715.1, XP_018445648.1, XP_018470920.1, XP_018451951.1	evm.model.RL_3.867
OG0006638	XP_018471906.1	evm.model.RL_3.871
OG0006639	XP_018451983.1	evm.model.RL_1.3126
OG0006640	XP_018445647.1, XP_018444128.1, XP_018460963.1	evm.model.RL_8.2174
OG0006641	XP_018457868.1, XP_018456814.1, XP_018456799.1	evm.model.RL_3.595
OG0006642	XP_018460182.1, XP_018446416.1	evm.model.RL_2.202
OG0006643	XP_018484298.1, XP_018442137.1	evm.model.RL_2.185
OG0006644	XP_018454282.1, XP_018454735.1	evm.model.RL_3.90
OG0006645	XP_018457698.1, XP_018454668.1	evm.model.RL_3.168
OG0006646	XP_018454835.1, XP_018455023.1	evm.model.RL_3.184
OG0006647	XP_018472645.1	evm.model.RL_6.2189
OG0006648	XP_018492178.1, XP_018438714.1, XP_018439326.1	evm.model.RL_1.814
OG0006649	XP_018433604.1, XP_018439325.1, XP_018492177.1	evm.model.RL_1.820
OG0006650	XP_018478225.1	evm.model.RL_2.3071
OG0006651	XP_018438650.1, XP_018490394.1	evm.model.RL_1.837
OG0006652	XP_018442222.1	evm.model.RL_1.885, evm.model.RL_4.3228, evm.model.RL_4.3183
OG0006653	XP_018462976.1, XP_018490180.1, XP_018485821.1	evm.model.RL_1.913
OG0006654	XP_018488902.1	evm.model.RL_1.964
OG0006655	XP_018437337.1, XP_018461709.1, XP_018486345.1	evm.model.RL_1.987
OG0006656	XP_018485417.1, XP_018460976.1, XP_018433956.1, XP_018433517.1	evm.model.RL_1.1003.2.687c87ec
OG0006657	XP_018486927.1, XP_018436576.1	evm.model.RL_1.1014
OG0006658	XP_018437385.1, XP_018487472.1	evm.model.RL_1.1013
OG0006659	XP_018441909.1, XP_018462121.1	evm.model.RL_1.1050
OG0006660	XP_018487040.1	evm.model.RL_1.1071
OG0006661	XP_018491083.1, XP_018491318.1, XP_018491317.1	evm.model.RL_1.1083
OG0006662	XP_018491319.1, XP_018489793.1, XP_018491089.1	evm.model.RL_1.1093
OG0006663	XP_018438431.1, XP_018489873.1	evm.model.RL_1.1117
OG0006664	XP_018491213.1, XP_018463389.1	evm.model.RL_1.1123
OG0006665	XP_018441086.1, XP_018490426.1	evm.model.RL_1.1147
OG0006666	XP_018466523.1, XP_018455804.1, XP_018461567.1, XP_018467035.1	evm.model.RL_8.1067
OG0006667	XP_018475604.1, XP_018467979.1, XP_018468442.1	evm.model.RL_4.1643
OG0006668	XP_018447554.1, XP_018472244.1	evm.model.RL_2.2012
OG0006669	XP_018476912.1, XP_018457678.1, XP_018457680.1	evm.model.RL_8.1213
OG0006670	XP_018467007.1, XP_018467981.1, XP_018467952.1, XP_018453028.1, XP_018454604.1	evm.model.RL_8.1235
OG0006671	XP_018452194.1, XP_018467980.1	evm.model.RL_8.1340
OG0006672	XP_018472116.1, XP_018470559.1, XP_018452002.1	evm.model.RL_8.1353
OG0006673	XP_018453051.1, XP_018452560.1, XP_018471313.1, XP_018462463.1	evm.model.RL_8.1407
OG0006674	XP_018462466.1, XP_018468391.1, XP_018454724.1	evm.model.RL_8.1406
OG0006675	XP_018468920.1, XP_018475066.1	evm.model.RL_8.1434
OG0006676	XP_018473490.1, XP_018484751.1	evm.model.RL_8.1509
OG0006677	XP_018445779.1, XP_018448047.1, XP_018447236.1, XP_018452971.1	evm.model.RL_8.1473
OG0006678	XP_018458022.1, XP_018460455.1, XP_018470417.1	evm.model.RL_8.1533
OG0006680	XP_018476940.1	evm.model.RL_8.1543
OG0006681	XP_018464601.1, XP_018455720.1, XP_018468220.1	evm.model.RL_8.1552
OG0006682	XP_018465275.1, XP_018475832.1	evm.model.RL_8.1592
OG0006683	XP_018453278.1	evm.model.RL_8.2755
OG0006683	XP_018466223.1	evm.model.RL_8.778
OG0006684	XP_018457515.1	evm.model.RL_8.1657
OG0006685	XP_018456972.1, XP_018472516.1	evm.model.RL_8.1704
OG0006686	XP_018445486.1, XP_018453116.1, XP_018453556.1, XP_018452165.1	evm.model.RL_8.1727
OG0006687	XP_018464656.1, XP_018460883.1	evm.model.RL_8.1792
OG0006688	XP_018454328.1, XP_018454331.1, XP_018476956.1	evm.model.RL_8.1803.1.687c855d
OG0006689	XP_018474968.1, XP_018455899.1, XP_018455900.1	evm.model.RL_8.1826
OG0006690	XP_018452880.1	evm.model.RL_8.1839.2.687c855e
OG0006691	XP_018484594.1, XP_018454483.1	evm.model.RL_4.745
OG0006692	XP_018475578.1, XP_018444808.1, XP_018469181.1	evm.model.RL_4.2324
OG0006693	XP_018468299.1, XP_018468289.1, XP_018474602.1	evm.model.RL_4.2328
OG0006694	XP_018444580.1, XP_018444545.1, XP_018476839.1	evm.model.RL_4.2338
OG0006695	XP_018442694.1, XP_018442682.1, XP_018473410.1, XP_018473424.1	evm.model.RL_4.2344
OG0006696	XP_018444801.1, XP_018468595.1	evm.model.RL_4.2523
OG0006697	XP_018467563.1, XP_018461047.1, XP_018445958.1	evm.model.RL_4.2531
OG0006698	XP_018475890.1, XP_018475888.1	evm.model.RL_4.2561
OG0006699	XP_018474715.1	evm.model.RL_4.2569
OG0006700	XP_018445200.1, XP_018476928.1	evm.model.RL_4.2598
OG0006701	XP_018459913.1, XP_018488740.1, XP_018456388.1	evm.model.RL_8.2492.3.687c8561
OG0006702	XP_018444194.1, XP_018470727.1	evm.model.RL_4.2659
OG0006703	XP_018474511.1	evm.model.RL_4.2689
OG0006704	XP_018458059.1, XP_018473244.1	evm.model.RL_4.2708
OG0006705	XP_018445875.1, XP_018473556.1	evm.model.RL_4.2720
OG0006706	XP_018442728.1, XP_018459312.1, XP_018459195.1	evm.model.RL_4.2745
OG0006707	XP_018446939.1, XP_018449516.1	evm.model.RL_4.2782
OG0006708	XP_018462551.1, XP_018451178.1, XP_018471540.1	evm.model.RL_2.1276
OG0006709	XP_018447595.1, XP_018449302.1, XP_018451303.1	evm.model.RL_2.1283
OG0006710	XP_018452516.1, XP_018482979.1	evm.model.RL_2.1314
OG0006711	XP_018478181.1, XP_018482717.1, XP_018468159.1	evm.model.RL_2.1318
OG0006712	XP_018477988.1, XP_018460903.1, XP_018472425.1, XP_018472426.1	evm.model.RL_2.1356
OG0006713	XP_018447623.1, XP_018456396.1	evm.model.RL_2.1359
OG0006714	XP_018477459.1, XP_018454152.1, XP_018444729.1	evm.model.RL_2.1376
OG0006715	XP_018445125.1, XP_018478514.1, XP_018460603.1	evm.model.RL_2.1407
OG0006716	XP_018481568.1, XP_018468871.1	evm.model.RL_3.1035, evm.model.RL_2.1456
OG0006717	XP_018451490.1, XP_018446648.1	evm.model.RL_2.1482
OG0006718	XP_018449932.1, XP_018468582.1	evm.model.RL_2.1521
OG0006720	XP_018454942.1, XP_018483585.1	evm.model.RL_4.374
OG0006721	XP_018471954.1	evm.model.RL_2.1569
OG0006722	XP_018467964.1, XP_018480807.1	evm.model.RL_2.1575
OG0006723	XP_018481974.1, XP_018477778.1, XP_018468995.1	evm.model.RL_2.1280
OG0006724	XP_018468659.1, XP_018481927.1, XP_018481926.1	evm.model.RL_2.1648
OG0006725	XP_018481896.1	evm.model.RL_2.1680
OG0006726	XP_018447963.1, XP_018459199.1, XP_018471213.1	evm.model.RL_2.1692
OG0006727	XP_018460968.1, XP_018460970.1, XP_018448934.1, XP_018472162.1	evm.model.RL_2.1768
OG0006728	XP_018471463.1, XP_018471476.1, XP_018484489.1	evm.model.RL_2.1861
OG0006729	XP_018485342.1, XP_018444042.1	evm.model.RL_2.1865
OG0006730	XP_018471491.1	evm.model.RL_2.1878
OG0006731	XP_018480729.1	evm.model.RL_2.1889
OG0006732	XP_018483659.1, XP_018467003.1, XP_018470326.1	evm.model.RL_2.1895
OG0006733	XP_018469940.1, XP_018482581.1	evm.model.RL_2.1912
OG0006734	XP_018469943.1, XP_018482587.1	evm.model.RL_2.1915
OG0006735	XP_018482574.1, XP_018469935.1	evm.model.RL_2.1916
OG0006736	XP_018462505.1, XP_018468593.1	evm.model.RL_2.1927
OG0006737	XP_018477246.1, XP_018477241.1, XP_018469123.1	evm.model.RL_2.1929
OG0006738	XP_018489069.1, XP_018439458.1	evm.model.RL_5.2601
OG0006739	XP_018447148.1, XP_018492765.1	evm.model.RL_5.2449
OG0006740	XP_018447977.1, XP_018483186.1, XP_018464264.1	evm.model.RL_6.2430, evm.model.RL_5.1659
OG0006741	XP_018487235.1, XP_018447783.1	evm.model.RL_5.2350
OG0006742	XP_018437240.1	evm.model.RL_5.2371
OG0006743	XP_018479749.1, XP_018479734.1, XP_018449174.1	evm.model.RL_5.1373
OG0006745	XP_018464047.1, XP_018448153.1, XP_018489583.1	evm.model.RL_5.2266
OG0006746	XP_018451361.1	evm.model.RL_5.3106
OG0006747	XP_018486657.1	evm.model.RL_5.613
OG0006748	XP_018484098.1, XP_018483298.1, XP_018483307.1	evm.model.RL_2.1934
OG0006749	XP_018485160.1, XP_018490456.1	evm.model.RL_5.3121
OG0006750	XP_018451525.1	evm.model.RL_5.2284
OG0006751	XP_018436825.1	evm.model.RL_5.3113.1.687c88bf
OG0006752	XP_018438196.1, XP_018435203.1	evm.model.RL_1.2481, evm.model.RL_1.3183
OG0006753	XP_018489604.1, XP_018463740.1, XP_018465137.1	evm.model.RL_5.3047
OG0006754	XP_018447431.1, XP_018447423.1	evm.model.RL_5.3014
OG0006755	XP_018493351.1, XP_018464727.1	evm.model.RL_5.3012
OG0006756	XP_018449577.1, XP_018450379.1	evm.model.RL_5.3008
OG0006757	XP_018447070.1, XP_018447066.1, XP_018450293.1, XP_018468704.1, XP_018493060.1	evm.model.RL_5.2992
OG0006758	XP_018474400.1, XP_018463647.1, XP_018449440.1	evm.model.RL_5.2953
OG0006759	XP_018449585.1, XP_018449579.1, XP_018480689.1	evm.model.RL_5.2937
OG0006760	XP_018450599.1, XP_018450788.1, XP_018490721.1	evm.model.RL_5.2902
OG0006761	XP_018451184.1, XP_018451183.1, XP_018492737.1	evm.model.RL_5.2891
OG0006762	XP_018486570.1, XP_018487294.1	evm.model.RL_5.2864
OG0006763	XP_018458990.1	evm.model.RL_5.2843
OG0006764	XP_018448994.1, XP_018482529.1, XP_018481677.1	evm.model.RL_2.3094
OG0006765	XP_018472465.1, XP_018478158.1	evm.model.RL_2.3150
OG0006766	XP_018449715.1, XP_018480826.1	evm.model.RL_2.3177
OG0006767	XP_018471097.1, XP_018470389.1, XP_018451840.1	evm.model.RL_2.3188
OG0006768	XP_018447638.1	evm.model.RL_2.3230
OG0006769	XP_018449689.1, XP_018449018.1, XP_018468780.1	evm.model.RL_2.3238
OG0006770	XP_018468424.1, XP_018463695.1, XP_018477095.1	evm.model.RL_2.3274
OG0006771	XP_018485262.1	evm.model.RL_2.3277
OG0006773	XP_018440416.1	evm.model.RL_6.163
OG0006774	XP_018438836.1, XP_018482688.1	evm.model.RL_6.117
OG0006775	XP_018433566.1	evm.model.RL_6.36
OG0006777	XP_018480221.1	evm.model.RL_2.3463
OG0006778	XP_018450227.1, XP_018470924.1	evm.model.RL_2.3480
OG0006780	XP_018442578.1, XP_018467481.1, XP_018484042.1	evm.model.RL_2.374
OG0006781	XP_018434613.1, XP_018434612.1, XP_018482138.1	evm.model.RL_6.1632
OG0006782	XP_018473157.1	evm.model.RL_8.869
OG0006783	XP_018491359.1, XP_018483932.1	evm.model.RL_5.2377
OG0006784	XP_018476258.1, XP_018440591.1, XP_018437626.1	evm.model.RL_6.1509
OG0006785	XP_018477124.1	evm.model.RL_6.1470
OG0006786	XP_018453243.1	evm.model.RL_4.614
OG0006787	XP_018475825.1, XP_018436531.1	evm.model.RL_4.624
OG0006788	XP_018482411.1, XP_018463120.1, XP_018490880.1, XP_018446735.1	evm.model.RL_4.672.1.687c86cf
OG0006789	XP_018464625.1, XP_018489756.1, XP_018488334.1, XP_018493543.1	evm.model.RL_1.208
OG0006790	XP_018463290.1, XP_018452527.1	evm.model.RL_8.793
OG0006791	XP_018457060.1, XP_018476655.1, XP_018459574.1	evm.model.RL_8.658
OG0006792	XP_018464282.1, XP_018462872.1, XP_018447003.1	evm.model.RL_8.617.1.687c8557
OG0006794	XP_018465210.1, XP_018462586.1	evm.model.RL_8.605
OG0006795	XP_018452045.1, XP_018458741.1	evm.model.RL_8.597.1.687c8557
OG0006796	XP_018468564.1, XP_018467571.1, XP_018455786.1	evm.model.RL_8.566
OG0006797	XP_018475308.1, XP_018455710.1, XP_018462164.1	evm.model.RL_8.477
OG0006799	XP_018453287.1, XP_018453311.1, XP_018475711.1, XP_018462857.1	evm.model.RL_8.386
OG0006800	XP_018434331.1, XP_018456691.1, XP_018454747.1	evm.model.RL_4.427
OG0006801	XP_018477586.1, XP_018467291.1, XP_018455642.1	evm.model.RL_4.410
OG0006802	XP_018472490.1, XP_018483710.1	evm.model.RL_6.794, evm.model.RL_2.2273
OG0006803	XP_018482218.1, XP_018455576.1	evm.model.RL_4.245
OG0006804	XP_018433163.1, XP_018483695.1	evm.model.RL_4.214
OG0006805	XP_018434791.1	evm.model.RL_4.162
OG0006806	XP_018459938.1, XP_018459930.1, XP_018452748.1, XP_018485014.1	evm.model.RL_4.141
OG0006807	XP_018462152.1, XP_018478285.1, XP_018478318.1, XP_018459928.1	evm.model.RL_4.137
OG0006808	XP_018459932.1, XP_018455603.1	evm.model.RL_4.125, evm.model.RL_4.131
OG0006809	XP_018434030.1, XP_018484991.1	evm.model.RL_4.119
OG0006810	XP_018480633.1, XP_018465079.1, XP_018441492.1	evm.model.RL_4.92
OG0006811	XP_018483357.1, XP_018473208.1	evm.model.RL_6.1902
OG0006812	XP_018439545.1, XP_018439049.1, XP_018481162.1, XP_018481155.1	evm.model.RL_4.27
OG0006813	XP_018433111.1, XP_018441247.1	evm.model.RL_4.11
OG0006814	XP_018455142.1	evm.model.RL_1.3044
OG0006815	XP_018486400.1	evm.model.RL_1.2450
OG0006816	XP_018491509.1, XP_018492356.1	evm.model.RL_1.2404
OG0006818	XP_018447300.1, XP_018447111.1, XP_018478207.1, XP_018483534.1	evm.model.RL_2.826
OG0006821	XP_018470228.1	evm.model.RL_2.534, evm.model.RL_2.1007
OG0006822	XP_018463473.1, XP_018448148.1, XP_018469513.1	evm.model.RL_2.1013
OG0006823	XP_018471765.1, XP_018450801.1	evm.model.RL_2.1066
OG0006825	XP_018471146.1, XP_018471148.1	evm.model.RL_2.1088
OG0006826	XP_018459688.1, XP_018446985.1, XP_018485241.1	evm.model.RL_2.65
OG0006827	XP_018460806.1, XP_018479671.1, XP_018484795.1, XP_018444400.1, XP_018444972.1	evm.model.RL_2.73.1.687c86df
OG0006828	XP_018484370.1, XP_018458767.1, XP_018464137.1	evm.model.RL_2.195
OG0006829	XP_018458766.1, XP_018484372.1	evm.model.RL_2.199, evm.model.RL_2.201
OG0006830	XP_018468176.1	evm.model.RL_6.2959
OG0006831	XP_018439182.1, XP_018439576.1, XP_018482862.1	evm.model.RL_6.2955
OG0006832	XP_018439069.1	evm.model.RL_5.2627
OG0006833	XP_018474833.1, XP_018433397.1	evm.model.RL_6.2895
OG0006834	XP_018434712.1, YP_006665988.1	evm.model.RL_6.1540
OG0006835	XP_018463913.1, XP_018478288.1, XP_018483140.1, XP_018478266.1, XP_018434201.1	evm.model.RL_6.2823
OG0006836	XP_018481377.1, XP_018433939.1	evm.model.RL_6.2811
OG0006837	XP_018480013.1, XP_018480015.1	evm.model.RL_6.2782
OG0006838	XP_018438124.1, XP_018438126.1, XP_018465209.1, XP_018473947.1	evm.model.RL_6.2773
OG0006839	XP_018436610.1, XP_018482509.1, XP_018479149.1	evm.model.RL_6.2748
OG0006840	XP_018436618.1, XP_018479137.1, XP_018480859.1	evm.model.RL_6.2743
OG0006841	XP_018479126.1, XP_018478178.1, XP_018436460.1	evm.model.RL_6.2729
OG0006842	XP_018434738.1, XP_018434724.1, XP_018475672.1, XP_018475682.1	evm.model.RL_6.2705
OG0006843	XP_018475670.1, XP_018473308.1, XP_018484721.1	evm.model.RL_6.2703
OG0006844	XP_018481401.1, XP_018463884.1	evm.model.RL_6.2678
OG0006845	XP_018440713.1, XP_018484652.1	evm.model.RL_7.2106, evm.model.RL_6.2616
OG0006847	XP_018474990.1, XP_018465062.1	evm.model.RL_6.2439
OG0006848	XP_018483387.1	evm.model.RL_6.2410
OG0006849	XP_018483380.1, XP_018477137.1	evm.model.RL_6.2407
OG0006850	XP_018433046.1	evm.model.RL_6.2363
OG0006851	XP_018480230.1, XP_018434876.1	evm.model.RL_6.2348
OG0006852	XP_018436444.1, XP_018481916.1, XP_018479953.1	evm.model.RL_6.2306
OG0006853	XP_018484873.1, XP_018472687.1	evm.model.RL_6.2273
OG0006854	XP_018444736.1, XP_018444876.1, XP_018475415.1	evm.model.RL_4.3324
OG0006855	XP_018445675.1, XP_018472510.1, XP_018475615.1, XP_018464804.1	evm.model.RL_4.3308
OG0006857	XP_018443975.1, XP_018443980.1, XP_018467492.1, XP_018472740.1	evm.model.RL_4.3291
OG0006858	XP_018446367.1	evm.model.RL_4.3236
OG0006859	XP_018470362.1, XP_018473110.1, XP_018443047.1	evm.model.RL_4.3229
OG0006860	XP_018473261.1, XP_018442573.1	evm.model.RL_4.3216
OG0006861	XP_018468082.1, XP_018442702.1, XP_018476363.1	evm.model.RL_4.3203
OG0006862	XP_018473525.1, XP_018446602.1	evm.model.RL_4.3139
OG0006863	XP_018472101.1, XP_018445903.1	evm.model.RL_4.3136.1.687c86dd
OG0006864	XP_018451851.1, XP_018451836.1, XP_018489006.1	evm.model.RL_5.3034
OG0006865	XP_018472127.1, XP_018442375.1	evm.model.RL_4.1679.1.687c86d5
OG0006866	XP_018446723.1	evm.model.RL_4.1659
OG0006867	XP_018451678.1, XP_018476867.1	evm.model.RL_4.1651
OG0006868	XP_018476772.1, XP_018476785.1, XP_018476774.1, XP_018468609.1	evm.model.RL_4.1627
OG0006869	XP_018474266.1, XP_018443858.1, XP_018443862.1	evm.model.RL_4.1613
OG0006870	XP_018445792.1	evm.model.RL_4.1572
OG0006871	XP_018442596.1, XP_018453732.1, XP_018470510.1	evm.model.RL_4.1566
OG0006872	XP_018470608.1, XP_018461662.1	evm.model.RL_4.1559, evm.model.RL_4.795
OG0006873	XP_018442756.1, XP_018453645.1	evm.model.RL_4.1529
OG0006874	XP_018442980.1, XP_018456958.1, XP_018463716.1	evm.model.RL_4.1515
OG0006875	XP_018475750.1, XP_018442623.1	evm.model.RL_4.1429
OG0006876	XP_018442152.1, XP_018471586.1, XP_018474653.1	evm.model.RL_8.2133
OG0006877	XP_018474569.1, XP_018442972.1	evm.model.RL_4.594, evm.model.RL_8.2107
OG0006878	XP_018451651.1, XP_018462478.1, XP_018453509.1	evm.model.RL_8.2073.1.687c855f
OG0006879	XP_018472598.1, XP_018455482.1	evm.model.RL_8.2058
OG0006880	XP_018458178.1, XP_018432920.1	evm.model.RL_8.2391
OG0006881	XP_018491031.1, XP_018439407.1, XP_018439406.1	evm.model.RL_8.2448
OG0006882	XP_018439401.1, XP_018491027.1	evm.model.RL_8.2449
OG0006883	XP_018441431.1, XP_018488483.1	evm.model.RL_8.2479
OG0006884	XP_018488476.1, XP_018466644.1, XP_018436787.1	evm.model.RL_8.2487
OG0006885	XP_018461891.1	evm.model.RL_8.2503
OG0006886	XP_018492946.1, XP_018457785.1	evm.model.RL_8.2511
OG0006887	XP_018432882.1, XP_018434557.1	evm.model.RL_8.2526
OG0006888	XP_018437262.1, XP_018490678.1	evm.model.RL_8.2527
OG0006889	XP_018438375.1, XP_018455253.1	evm.model.RL_8.2563
OG0006890	XP_018435559.1, XP_018488182.1	evm.model.RL_8.2575
OG0006891	XP_018454554.1, XP_018454595.1, XP_018490505.1, XP_018493201.1	evm.model.RL_8.2585
OG0006892	XP_018488885.1	evm.model.RL_8.2592
OG0006893	XP_018438163.1, XP_018454998.1	evm.model.RL_8.2621
OG0006894	XP_018457509.1, XP_018492135.1, XP_018488453.1	evm.model.RL_8.2637
OG0006896	XP_018466093.1, XP_018455609.1, XP_018452718.1, XP_018439397.1	evm.model.RL_8.2707
OG0006897	XP_018434297.1, XP_018454691.1	evm.model.RL_8.2718
OG0006898	XP_018455660.1, XP_018456187.1	evm.model.RL_3.1183
OG0006899	XP_018467062.1, XP_018452983.1	evm.model.RL_8.2814
OG0006900	XP_018468189.1	evm.model.RL_4.1917
OG0006901	XP_018444819.1, XP_018452766.1	evm.model.RL_8.2820
OG0006902	XP_018457086.1	evm.model.RL_8.12
OG0006903	XP_018452769.1	evm.model.RL_8.34
OG0006904	XP_018470378.1, XP_018472898.1	evm.model.RL_8.88
OG0006905	XP_018456147.1	evm.model.RL_8.62
OG0006906	XP_018474910.1, XP_018469008.1, XP_018460314.1	evm.model.RL_8.121
OG0006907	XP_018453202.1, XP_018474387.1, XP_018474389.1	evm.model.RL_8.150
OG0006908	XP_018492711.1, XP_018432765.1	evm.model.RL_5.63
OG0006909	XP_018473612.1, XP_018472747.1	evm.model.RL_8.232
OG0006910	XP_018476875.1, XP_018476855.1	evm.model.RL_8.318
OG0006911	XP_018473263.1, XP_018453044.1, XP_018453091.1	evm.model.RL_8.326
OG0006912	XP_018475742.1	evm.model.RL_8.343
OG0006913	XP_018456769.1, XP_018476544.1, XP_018476404.1	evm.model.RL_8.359
OG0006914	XP_018491849.1	evm.model.RL_5.228
OG0006915	XP_018441034.1, XP_018484161.1, XP_018461692.1	evm.model.RL_4.474
OG0006916	XP_018457799.1, XP_018485206.1	evm.model.RL_4.480
OG0006917	XP_018441738.1	evm.model.RL_4.488
OG0006918	XP_018474109.1	evm.model.RL_6.1421
OG0006919	XP_018481433.1	evm.model.RL_6.1396
OG0006920	XP_018433480.1	evm.model.RL_6.2451, evm.model.RL_5.1315, evm.model.RL_6.1312
OG0006921	XP_018441105.1, XP_018476547.1	evm.model.RL_6.1356
OG0006923	XP_018477673.1, XP_018472789.1	evm.model.RL_6.1360
OG0006924	XP_018439257.1, XP_018477080.1, XP_018462410.1	evm.model.RL_6.1373
OG0006925	XP_018438833.1	evm.model.RL_6.1342
OG0006926	XP_018474126.1, XP_018481960.1, XP_018438011.1	evm.model.RL_6.1336
OG0006927	XP_018478524.1	evm.model.RL_6.1310, evm.model.RL_6.1309
OG0006928	XP_018436715.1, XP_018462871.1, XP_018481860.1	evm.model.RL_6.1298
OG0006929	XP_018472531.1, XP_018483219.1, XP_018433765.1	evm.model.RL_6.1269
OG0006930	XP_018433020.1, XP_018483216.1	evm.model.RL_6.1272
OG0006931	XP_018475762.1, XP_018434378.1	evm.model.RL_6.1253
OG0006932	XP_018475706.1, XP_018465072.1, XP_018485005.1	evm.model.RL_6.1190
OG0006933	XP_018485351.1	evm.model.RL_6.1164
OG0006934	XP_018436292.1	evm.model.RL_6.1143
OG0006935	XP_018472954.1, XP_018479844.1, XP_018485158.1	evm.model.RL_6.1127
OG0006936	XP_018451170.1, XP_018462861.1, XP_018436551.1	evm.model.RL_5.544
OG0006937	XP_018464983.1, XP_018481557.1, XP_018438152.1	evm.model.RL_6.1109
OG0006938	XP_018482251.1, XP_018438474.1	evm.model.RL_6.1098
OG0006939	XP_018436263.1	evm.model.RL_6.1064
OG0006940	XP_018478764.1, XP_018462941.1, XP_018437272.1	evm.model.RL_6.1007
OG0006941	XP_018481048.1, XP_018465245.1	evm.model.RL_6.991
OG0006942	XP_018475222.1, XP_018481891.1, XP_018437975.1	evm.model.RL_6.978
OG0006943	XP_018466039.1, XP_018466037.1, XP_018473470.1, XP_018473461.1	evm.model.RL_6.960
OG0006944	XP_018433726.1, XP_018438392.1, XP_018473895.1, XP_018473897.1	evm.model.RL_6.941
OG0006945	XP_018472856.1, XP_018459872.1, XP_018439694.1	evm.model.RL_6.759, evm.model.RL_3.1460.6.687c84bc
OG0006946	XP_018477154.1, XP_018474783.1	evm.model.RL_6.771
