Orthogroup	Raphanus_sativus	Cardamine_glauca
OG0007011	XP_018475260.1, XP_018433297.1	Cg005G169130
OG0007012	XP_018465120.1, XP_018437483.1	Cg005G169060
OG0007013	XP_018460910.1, XP_018480719.1	Cg005G168550
OG0007014	XP_018485129.1, XP_018441360.1	Cg005G168090
OG0007015	XP_018475917.1, XP_018437522.1	Cg005G167800
OG0007016	XP_018472494.1, XP_018439502.1	Cg006G230070
OG0007017	XP_018445920.1	Cg007G280880
OG0007018	XP_018433469.1, XP_018449266.1	Cg006G229640
OG0007019	XP_018437728.1	Cg004G128460
OG0007020	XP_018484810.1, XP_018455007.1	Cg006G229120
OG0007021	XP_018465595.1, XP_018447639.1	Cg006G229070
OG0007022	XP_018437409.1, XP_018450946.1, XP_018451549.1	Cg006G228860
OG0007023	XP_018468634.1, XP_018456751.1, XP_018456736.1	Cg007G272760
OG0007024	XP_018449205.1, XP_018461056.1, XP_018481929.1	Cg006G228360
OG0007025	XP_018473592.1, XP_018435873.1	Cg003G087310, Cg006G228310
OG0007026	XP_018447888.1, XP_018432655.1, XP_018441752.1	Cg006G228150
OG0007027	XP_018449713.1, XP_018437708.1, XP_018437706.1	Cg006G228060
OG0007028	XP_018449158.1, XP_018449161.1, XP_018461069.1, XP_018451578.1	Cg006G227430
OG0007029	XP_018455204.1, XP_018440769.1, XP_018438678.1	Cg006G227020
OG0007030	XP_018473220.1, XP_018451739.1	Cg006G227010
OG0007031	XP_018449740.1, XP_018449728.1, XP_018435384.1	Cg006G226810
OG0007033	XP_018432819.1, XP_018432795.1	Cg006G226460
OG0007034	XP_018451854.1, XP_018481347.1, XP_018490607.1	Cg006G226330
OG0007035	XP_018447040.1, XP_018485537.1	Cg006G225350
OG0007036	XP_018473493.1, XP_018436861.1	Cg006G225100
OG0007037	XP_018450506.1, XP_018440777.1, XP_018440788.1	Cg006G224610
OG0007038	XP_018447920.1, XP_018448058.1, XP_018448053.1, XP_018473018.1	Cg006G224130
OG0007039	XP_018482265.1	Cg006G224080
OG0007040	XP_018462978.1, XP_018449696.1, XP_018482672.1	Cg006G223940
OG0007041	XP_018447056.1	Cg006G223890
OG0007042	XP_018443925.1, XP_018455476.1, XP_018455480.1	Cg007G272250
OG0007043	XP_018438612.1, XP_018488238.1	Cg006G222420
OG0007044	XP_018441042.1	Cg006G222070
OG0007045	XP_018466643.1, XP_018449542.1, XP_018467074.1	Cg006G221950
OG0007046	XP_018447617.1, XP_018479375.1	Cg006G221650
OG0007047	XP_018451765.1, XP_018460367.1, XP_018479196.1, XP_018464569.1	Cg006G220300
OG0007048	XP_018468193.1, XP_018450496.1	Cg006G219690
OG0007049	XP_018449328.1, XP_018467251.1	Cg006G219520
OG0007050	XP_018449741.1, XP_018458055.1	Cg001G016570
OG0007051	XP_018470664.1, XP_018447656.1	Cg001G016280
OG0007052	XP_018483489.1, XP_018467930.1	Cg001G016170
OG0007053	XP_018443885.1, XP_018452206.1	Cg003G098140
OG0007054	XP_018449594.1, XP_018478335.1	Cg001G013030
OG0007055	XP_018481176.1, XP_018437172.1, XP_018437752.1	Cg005G190370
OG0007056	XP_018480300.1, XP_018480949.1, XP_018437467.1, XP_018464038.1	Cg005G191180
OG0007057	XP_018483356.1, XP_018433950.1	Cg005G168380
OG0007058	XP_018439159.1, XP_018436996.1, XP_018464423.1	Cg005G191950
OG0007059	XP_018483062.1, XP_018438866.1, XP_018438734.1	Cg005G192640
OG0007060	XP_018476542.1, XP_018476543.1, XP_018434028.1	Cg005G193890
OG0007061	XP_018440830.1, XP_018457910.1, XP_018482554.1	Cg008G312950
OG0007062	XP_018485634.1, XP_018437610.1	Cg006G231360
OG0007063	XP_018449838.1, XP_018449913.1	Cg006G231740
OG0007064	XP_018440700.1, XP_018483092.1	Cg006G232080
OG0007065	XP_018441791.1, XP_018434982.1	Cg006G232710
OG0007066	XP_018434740.1, XP_018468415.1, XP_018468435.1	Cg006G232900
OG0007067	XP_018437911.1, XP_018450029.1, XP_018450019.1	Cg006G232960
OG0007068	XP_018451246.1, XP_018491997.1	Cg006G233460
OG0007069	XP_018487287.1, XP_018487265.1, XP_018468108.1	Cg006G233500
OG0007070	XP_018458299.1, XP_018463029.1	Cg006G234010
OG0007071	XP_018480843.1	Cg005G162660
OG0007072	XP_018447851.1, XP_018447852.1, XP_018490863.1, XP_018489023.1	Cg006G234750
OG0007073	XP_018481110.1	Cg006G234780
OG0007074	XP_018442197.1, XP_018485496.1	Cg006G234910
OG0007075	XP_018484065.1, XP_018461429.1, XP_018450159.1, XP_018436269.1	Cg006G234930
OG0007076	XP_018472000.1, XP_018469287.1	Cg006G235700
OG0007077	XP_018465573.1, XP_018483703.1, XP_018433452.1	Cg006G235960
OG0007078	XP_018471893.1, XP_018475571.1, XP_018450853.1, XP_018460025.1	Cg006G236280
OG0007079	XP_018492350.1, XP_018460024.1, XP_018450847.1	Cg006G236290
OG0007080	XP_018448967.1, XP_018448965.1, XP_018435665.1	Cg006G236800
OG0007081	XP_018451691.1, XP_018435502.1	Cg006G237050
OG0007082	XP_018441594.1, XP_018450254.1, XP_018461720.1	Cg006G237220
OG0007083	XP_018432797.1, XP_018438239.1	Cg006G237750
OG0007084	XP_018473064.1, XP_018439867.1	Cg005G159210
OG0007085	XP_018486168.1	Cg006G238620, Cg006G238640
OG0007086	XP_018434758.1, XP_018489393.1	Cg006G238840
OG0007087	XP_018489391.1, XP_018461515.1, XP_018488046.1	Cg006G238850
OG0007088	XP_018441552.1	Cg006G239360
OG0007089	XP_018470978.1, XP_018470977.1, XP_018457320.1, XP_018457319.1	Cg003G097110
OG0007090	XP_018449563.1, XP_018470264.1, XP_018468793.1	Cg001G007210
OG0007091	XP_018453207.1, XP_018447370.1	Cg006G240000
OG0007092	XP_018482889.1, XP_018485320.1, XP_018489200.1	Cg006G240120
OG0007093	XP_018491822.1, XP_018491823.1, XP_018451571.1, XP_018451559.1	Cg006G240580
OG0007094	XP_018447327.1, XP_018491699.1, XP_018487925.1, XP_018487920.1	Cg006G241430
OG0007095	XP_018490792.1	Cg006G241630
OG0007096	XP_018448183.1, XP_018471126.1, XP_018489455.1, XP_018489195.1	Cg006G241740
OG0007097	XP_018489988.1, XP_018463393.1, XP_018443303.1	Cg006G241830
OG0007098	XP_018480413.1	Cg006G241870
OG0007099	XP_018486279.1, XP_018486284.1, XP_018479598.1	Cg006G242190
OG0007100	XP_018450430.1, XP_018483110.1	Cg006G242510
OG0007101	XP_018466598.1, XP_018449244.1, XP_018449975.1	Cg006G242610
OG0007102	XP_018492368.1, XP_018438047.1	Cg006G243390
OG0007103	XP_018487355.1, XP_018447731.1	Cg006G243410
OG0007104	XP_018447787.1, XP_018481298.1	Cg006G243460
OG0007105	XP_018448042.1	Cg006G243480
OG0007106	XP_018487367.1, XP_018485674.1	Cg006G244710
OG0007107	XP_018478984.1	Cg002G055330
OG0007108	XP_018490665.1	Cg006G245330
OG0007109	XP_018473710.1, XP_018473711.1, XP_018448213.1, XP_018466856.1	Cg008G294540
OG0007110	XP_018444880.1, XP_018473707.1, XP_018473706.1	Cg008G294500
OG0007111	XP_018473708.1, XP_018473709.1, XP_018446555.1	Cg008G294480
OG0007112	XP_018445208.1, XP_018473679.1, XP_018473690.1	Cg008G294360
OG0007113	XP_018446914.1, XP_018472970.1	Cg008G295030
OG0007114	XP_018476990.1, XP_018476991.1, XP_018442896.1	Cg008G295680
OG0007115	XP_018468231.1, XP_018444855.1	Cg008G295450
OG0007116	XP_018476004.1, XP_018470198.1	Cg008G295970
OG0007117	XP_018447413.1, XP_018467113.1, XP_018475803.1	Cg008G296660
OG0007118	XP_018446564.1, XP_018472003.1	Cg008G296850
OG0007119	XP_018442917.1, XP_018470215.1, XP_018460610.1	Cg008G296860
OG0007120	XP_018455144.1, XP_018463931.1	Cg008G297200
OG0007121	XP_018474280.1, XP_018444790.1, XP_018446023.1	Cg008G297550
OG0007122	XP_018467647.1, XP_018460051.1	Cg008G297710
OG0007123	XP_018474275.1, XP_018476202.1, XP_018445554.1, XP_018445555.1	Cg008G299030
OG0007124	XP_018472609.1, XP_018442184.1	Cg008G299630
OG0007125	XP_018457138.1, XP_018440826.1, XP_018435180.1	Cg008G306040
OG0007126	XP_018437725.1, XP_018481333.1, XP_018465745.1	Cg008G306140
OG0007127	XP_018465718.1, XP_018452208.1, XP_018466511.1, XP_018478887.1	Cg008G306570
OG0007128	XP_018441787.1, XP_018457580.1	Cg008G306990
OG0007129	XP_018436648.1, XP_018484789.1	Cg008G307730
OG0007130	XP_018454823.1, XP_018482997.1, XP_018482996.1	Cg008G308360
OG0007131	XP_018484877.1, XP_018454781.1	Cg008G309190, Cg008G310950
OG0007132	XP_018457415.1, XP_018482216.1	Cg008G311090, Cg008G309290
OG0007133	XP_018483969.1, XP_018461202.1, XP_018439709.1	Cg008G312310
OG0007135	XP_018476054.1, XP_018465121.1	Cg008G293640
OG0007136	XP_018449238.1, XP_018442420.1, XP_018444045.1	Cg008G287810
OG0007137	XP_018444366.1, XP_018464231.1, XP_018475121.1	Cg008G287580
OG0007138	XP_018475345.1, XP_018444246.1	Cg008G287390
OG0007139	XP_018476271.1, XP_018471176.1	Cg008G293620
OG0007140	XP_018445466.1, XP_018468226.1	Cg008G293610
OG0007141	XP_018446932.1	Cg008G287160
OG0007142	XP_018445382.1, XP_018463179.1	Cg008G286360
OG0007143	XP_018472850.1	Cg008G285930
OG0007144	XP_018475444.1, XP_018445945.1, XP_018445943.1	Cg008G285730
OG0007145	XP_018475442.1, XP_018443900.1	Cg008G285790
OG0007146	XP_018475782.1	Cg008G285320
OG0007147	XP_018442354.1	Cg008G299940, Cg008G299950
OG0007148	XP_018460135.1, XP_018460134.1, XP_018478673.1, XP_018456159.1	Cg008G305550
OG0007149	XP_018478352.1, XP_018460132.1, XP_018454728.1, XP_018456156.1	Cg008G305510
OG0007150	XP_018458422.1, XP_018478445.1	Cg008G305490
OG0007151	XP_018484799.1	Cg008G304670
OG0007152	XP_018477975.1, XP_018467620.1	Cg008G304640
OG0007153	XP_018464017.1, XP_018439015.1, XP_018483927.1	Cg008G304460
OG0007154	XP_018439024.1, XP_018464015.1, XP_018483928.1	Cg008G304450
OG0007155	XP_018482939.1	Cg008G303950
OG0007156	XP_018452621.1, XP_018478472.1, XP_018478471.1	Cg008G303770
OG0007157	XP_018454829.1, XP_018462229.1, XP_018481348.1	Cg008G303760
OG0007158	XP_018433042.1, XP_018486982.1	Cg002G058050
OG0007159	XP_018455969.1, XP_018439505.1	Cg008G303070, Cg008G303330
OG0007160	XP_018456044.1, XP_018444288.1, XP_018478841.1	Cg008G303240
OG0007161	XP_018484126.1, XP_018484142.1, XP_018456987.1, XP_018454075.1	Cg008G303010
OG0007162	XP_018456990.1, XP_018455606.1, XP_018484145.1, XP_018484128.1	Cg008G303000
OG0007163	XP_018459739.1, XP_018477339.1, XP_018455164.1	Cg003G108560
OG0007164	XP_018457451.1, XP_018433254.1, XP_018493310.1	Cg003G108620
OG0007165	XP_018455057.1, XP_018437652.1, XP_018488994.1	Cg003G108680
OG0007166	XP_018488993.1, XP_018466698.1	Cg003G108960
OG0007167	XP_018457948.1, XP_018484781.1	Cg003G109260
OG0007168	XP_018489917.1, XP_018435574.1	Cg003G110220
OG0007169	XP_018437818.1, XP_018489141.1, XP_018466920.1	Cg003G110290
OG0007170	XP_018456306.1, XP_018467157.1, XP_018461744.1	Cg003G110360
OG0007171	XP_018486939.1, XP_018486933.1, XP_018454558.1	Cg003G110550
OG0007172	XP_018433797.1	Cg002G058970, Cg002G058960
OG0007173	XP_018493140.1, XP_018493141.1, XP_018452511.1	Cg003G110800
OG0007174	XP_018466809.1, XP_018473123.1	Cg003G106310
OG0007175	XP_018437537.1, XP_018469186.1, XP_018479270.1, XP_018482143.1	Cg002G055940
OG0007176	XP_018437495.1, XP_018472322.1, XP_018472321.1, XP_018449327.1	Cg002G057060
OG0007177	XP_018440720.1	Cg002G057250
OG0007178	XP_018439975.1	Cg002G058890
OG0007179	XP_018458212.1	Cg002G059050
OG0007180	XP_018485546.1	Cg002G059400
OG0007181	XP_018441691.1	Cg002G060090
OG0007182	XP_018461615.1, XP_018468807.1	Cg007G277770
OG0007183	XP_018445143.1, XP_018464780.1	Cg002G062320
OG0007184	XP_018433665.1	Cg002G062410
OG0007185	XP_018442057.1, XP_018432793.1, XP_018491632.1	Cg002G063610
OG0007186	XP_018489725.1, XP_018433898.1	Cg002G064340
OG0007187	XP_018472297.1, XP_018442382.1, XP_018442270.1	Cg007G267390
OG0007188	XP_018461680.1, XP_018443052.1, XP_018443164.1	Cg007G267340
OG0007189	XP_018477240.1	Cg002G045270
OG0007191	XP_018461477.1, XP_018470262.1, XP_018462361.1, XP_018457777.1	Cg007G269520
OG0007192	XP_018442840.1, XP_018442819.1, XP_018456083.1, XP_018456086.1	Cg007G269930
OG0007193	XP_018453374.1, XP_018453377.1	Cg007G268290
OG0007194	XP_018471200.1	Cg007G270310
OG0007195	XP_018471199.1, XP_018457371.1	Cg007G270320
OG0007196	XP_018468964.1, XP_018465490.1, XP_018454726.1	Cg007G270400
OG0007197	XP_018454826.1, XP_018442249.1, XP_018461691.1	Cg007G271250
OG0007198	XP_018474836.1, XP_018458039.1	Cg007G271380
OG0007199	XP_018470580.1	Cg007G271460
OG0007200	XP_018452768.1	Cg007G271700, Cg007G271690
OG0007201	XP_018452646.1	Cg007G272150
OG0007202	XP_018452475.1, XP_018442404.1	Cg007G272340
OG0007203	XP_018445413.1, XP_018475638.1	Cg008G300340
OG0007204	XP_018453418.1, XP_018463981.1	Cg007G278950
OG0007205	XP_018464328.1, XP_018443824.1, XP_018461020.1	Cg007G278320
OG0007207	XP_018449395.1, XP_018464940.1	Cg007G277980
OG0007208	XP_018457873.1, XP_018443939.1	Cg007G277900
OG0007209	XP_018482385.1, XP_018444953.1	Cg007G277370
OG0007210	XP_018468921.1, XP_018444483.1	Cg007G277090
OG0007211	XP_018445884.1	Cg007G276890
OG0007212	XP_018443019.1, XP_018464870.1, XP_018469341.1	Cg007G276670
OG0007213	XP_018445445.1, XP_018463657.1	Cg007G276280
OG0007214	XP_018470540.1, XP_018443152.1, XP_018462825.1, XP_018465970.1	Cg007G276260
OG0007215	XP_018443050.1, XP_018443035.1, XP_018442898.1	Cg007G275440
OG0007216	XP_018456369.1, XP_018446568.1, XP_018446570.1	Cg007G275380
OG0007217	XP_018472432.1, XP_018460247.1, XP_018445564.1, XP_018445545.1	Cg007G275310
OG0007218	XP_018446957.1, XP_018465528.1, XP_018445563.1, XP_018445544.1	Cg007G275290
OG0007219	XP_018444173.1, XP_018444091.1, XP_018446923.1	Cg007G274950
OG0007220	XP_018456638.1, XP_018445750.1	Cg007G274200
OG0007221	XP_018453224.1, XP_018453094.1, XP_018468410.1	Cg007G273660
OG0007222	XP_018470335.1	Cg005G175370
OG0007223	XP_018442945.1, XP_018458595.1, XP_018467515.1, XP_018456023.1	Cg007G273260
OG0007224	XP_018470764.1, XP_018457282.1, XP_018457283.1	Cg007G272840
OG0007225	XP_018446785.1, XP_018461489.1	Cg007G279070, Cg007G279010
OG0007226	XP_018457162.1, XP_018472207.1	Cg007G279360
OG0007227	XP_018433303.1, XP_018463111.1	Cg004G126160
OG0007228	XP_018459394.1, XP_018456547.1, XP_018443800.1, XP_018443777.1	Cg007G279960
OG0007229	XP_018443806.1, XP_018453406.1, XP_018457392.1	Cg007G280030
OG0007230	XP_018446884.1, XP_018470832.1	Cg007G280260
OG0007231	XP_018488797.1	Cg006G229900
OG0007232	XP_018445354.1	Cg007G281500
OG0007233	XP_018444326.1, XP_018454427.1	Cg007G280520
OG0007234	XP_018442894.1	Cg007G280570
OG0007235	XP_018453327.1, XP_018467022.1, XP_018444340.1	Cg007G280900
OG0007237	XP_018450700.1, XP_018440061.1, XP_018492740.1	Cg006G230130
OG0007238	XP_018443577.1, XP_018442548.1, XP_018471578.1	Cg007G281260
OG0007239	XP_018442340.1	Cg007G281300, Cg003G091240
OG0007240	XP_018491143.1, XP_018488286.1, XP_018485813.1	Cg004G128770
OG0007241	XP_018441996.1, XP_018470287.1, XP_018485878.1	Cg004G128810
OG0007243	XP_018433414.1, XP_018487141.1	Cg004G129610
OG0007244	XP_018434803.1, XP_018438439.1, XP_018493270.1	Cg004G129780
OG0007245	XP_018490354.1, XP_018490098.1	Cg004G130270
OG0007246	XP_018440947.1, XP_018441887.1, XP_018490101.1, XP_018466101.1	Cg004G130320
OG0007247	XP_018486244.1, XP_018491170.1, XP_018491168.1	Cg004G130720
OG0007248	XP_018490719.1, XP_018459447.1, XP_018490790.1, XP_018489925.1	Cg004G131720
OG0007249	XP_018492896.1, XP_018437880.1, XP_018437885.1	Cg004G131890
OG0007250	XP_018493331.1, XP_018440692.1	Cg004G131960
OG0007251	XP_018438098.1, XP_018439536.1, XP_018463723.1, XP_018488597.1	Cg004G132150
OG0007252	XP_018486566.1, XP_018492475.1	Cg004G132200
OG0007253	XP_018441717.1, XP_018440395.1	Cg004G132420
OG0007254	XP_018441020.1, XP_018441028.1, XP_018492973.1	Cg004G132430
OG0007255	XP_018489144.1, XP_018438857.1	Cg004G132520
OG0007256	XP_018434356.1, XP_018434329.1, XP_018493138.1	Cg004G132580
OG0007257	XP_018486380.1	Cg004G134970
OG0007258	XP_018488397.1, XP_018486020.1	Cg004G133520
OG0007259	XP_018465487.1, XP_018439902.1, XP_018490440.1, XP_018493569.1, XP_018490439.1	Cg004G133680
OG0007260	XP_018439476.1, XP_018487559.1	Cg004G134000
OG0007261	XP_018440207.1, XP_018493546.1, XP_018489286.1	Cg004G134320
OG0007262	XP_018488263.1, XP_018486132.1, XP_018440209.1	Cg004G134360
OG0007263	XP_018462303.1, XP_018485942.1, XP_018434392.1	Cg004G134510
OG0007264	XP_018489679.1	Cg004G134650
OG0007265	XP_018434797.1, XP_018487211.1	Cg004G134730
OG0007266	XP_018485748.1, XP_018442060.1	Cg004G135130
OG0007267	XP_018439821.1, XP_018491759.1, XP_018489410.1, XP_018492886.1	Cg004G135430
OG0007268	XP_018491130.1, XP_018462105.1, XP_018439527.1	Cg004G135580
OG0007269	XP_018487366.1, XP_018488244.1, XP_018464419.1	Cg004G135950
OG0007270	XP_018436880.1, XP_018487202.1, XP_018488744.1	Cg004G136030
OG0007271	XP_018441157.1, XP_018466767.1, XP_018493458.1	Cg004G136110
OG0007272	XP_018493575.1, XP_018487219.1, XP_018492202.1	Cg004G136180
OG0007273	XP_018441535.1, XP_018487277.1	Cg004G136460
OG0007274	XP_018489854.1, XP_018489851.1, XP_018485423.1, XP_018433323.1, XP_018433299.1	Cg004G136790
OG0007275	XP_018491330.1, XP_018489366.1, XP_018489621.1	Cg004G137070
OG0007276	XP_018486638.1, XP_018486740.1, XP_018465131.1	Cg004G137840
OG0007277	XP_018486093.1	Cg004G138150
OG0007278	XP_018462685.1, XP_018488486.1, XP_018458536.1, XP_018458537.1	Cg004G138590
OG0007279	XP_018458549.1, XP_018432883.1	Cg004G138470
OG0007280	XP_018492547.1, XP_018492545.1, XP_018485990.1	Cg004G138430
OG0007281	XP_018489296.1	Cg004G138330
OG0007282	XP_018436995.1, XP_018488848.1	Cg004G139290
OG0007283	XP_018440787.1, XP_018492466.1	Cg004G139390
OG0007284	XP_018487119.1, XP_018465170.1, XP_018486484.1	Cg004G139530
OG0007285	XP_018488349.1, XP_018486485.1, XP_018465171.1	Cg004G139540
OG0007286	XP_018485385.1, XP_018491952.1	Cg004G139700
OG0007287	XP_018465475.1	Cg004G139840, Cg004G139830
OG0007288	XP_018441804.1, XP_018463903.1, XP_018490757.1	Cg004G139940
OG0007289	XP_018481935.1, XP_018489096.1, XP_018438648.1, XP_018438647.1	Cg004G141180
OG0007290	XP_018432853.1, XP_018440038.1	Cg004G141290
OG0007291	XP_018439957.1	Cg004G141360
OG0007292	XP_018432812.1, XP_018493445.1	Cg004G141650
OG0007293	XP_018493137.1, XP_018493167.1	Cg004G141750
OG0007294	XP_018487117.1	Cg004G142270
OG0007295	XP_018487209.1, XP_018490603.1	Cg004G142410
OG0007296	XP_018457713.1, XP_018493224.1	Cg004G147340
OG0007297	XP_018434595.1	Cg005G179130
OG0007298	XP_018432867.1, XP_018432821.1, XP_018492555.1, XP_018457875.1	Cg004G147140
OG0007299	XP_018434719.1, XP_018454919.1, XP_018457094.1	Cg004G149750, Cg004G150910
OG0007300	XP_018463638.1, XP_018456793.1, XP_018461938.1	Cg004G152270
OG0007301	XP_018492395.1, XP_018479046.1, XP_018433577.1	Cg004G153010
OG0007302	XP_018489016.1	Cg004G153310
OG0007303	XP_018488745.1, XP_018440664.1, XP_018433426.1	Cg004G153800
OG0007304	XP_018434531.1	Cg004G154280
OG0007305	XP_018453093.1, XP_018488654.1	Cg004G155210
OG0007306	XP_018435832.1, XP_018441485.1	Cg004G155590
OG0007307	XP_018436662.1, XP_018458691.1	Cg004G155930
OG0007308	XP_018452195.1, XP_018462495.1, XP_018439767.1	Cg004G156800
OG0007309	XP_018440400.1, XP_018488868.1, XP_018463837.1	Cg004G128390
OG0007310	XP_018448903.1, XP_018464268.1, XP_018448881.1	Cg006G194740
OG0007311	XP_018436988.1, XP_018436252.1	Cg006G194950
OG0007312	XP_018450626.1, XP_018433195.1, XP_018436708.1	Cg006G195050
OG0007313	XP_018434226.1, XP_018487196.1	Cg006G195800
OG0007314	XP_018490032.1, XP_018486948.1	Cg006G197190
OG0007315	XP_018443398.1, XP_018460895.1, XP_018491602.1	Cg006G197480
OG0007316	XP_018460807.1, XP_018451524.1, XP_018436929.1	Cg006G197550
OG0007317	XP_018492036.1, XP_018440257.1	Cg006G198020
OG0007318	XP_018442928.1, XP_018489978.1	Cg006G198160
OG0007319	XP_018448009.1, XP_018434433.1	Cg006G199640
OG0007320	XP_018487076.1	Cg006G200280
OG0007321	XP_018490928.1	Cg006G201090
OG0007322	XP_018464744.1	Cg006G200730
OG0007323	XP_018492188.1, XP_018450821.1	Cg006G201480
OG0007324	XP_018447115.1, XP_018468516.1	Cg006G201630
OG0007325	XP_018464690.1, XP_018463629.1	Cg006G201960
OG0007326	XP_018466375.1, XP_018482333.1	Cg001G025030
OG0007327	XP_018477656.1, XP_018477658.1, XP_018470595.1	Cg001G025050
OG0007329	XP_018475070.1, XP_018434049.1	Cg005G171790
OG0007330	XP_018462905.1, XP_018460980.1, XP_018479886.1, XP_018441058.1	Cg005G171810
OG0007331	XP_018482794.1, XP_018433337.1	Cg002G054750
OG0007332	XP_018436838.1, XP_018483174.1	Cg002G054730
OG0007333	XP_018461915.1, XP_018480752.1	Cg002G054440
OG0007334	XP_018477614.1, XP_018477612.1, XP_018477567.1	Cg002G054310
OG0007335	XP_018484874.1, XP_018484888.1, XP_018485248.1, XP_018485251.1	Cg002G054300
OG0007336	XP_018487977.1, XP_018486223.1, XP_018481664.1	Cg002G053430
OG0007337	XP_018469805.1, XP_018463317.1, XP_018441238.1	Cg002G055020
OG0007339	XP_018484437.1, XP_018491554.1	Cg002G052170
OG0007340	XP_018477498.1	Cg002G051970
OG0007341	XP_018486108.1, XP_018461005.1, XP_018443054.1	Cg002G051650
OG0007342	XP_018483405.1, XP_018481621.1, XP_018487513.1	Cg002G050990
OG0007343	XP_018451359.1, XP_018471271.1	Cg001G007940
OG0007345	XP_018460406.1, XP_018458569.1, XP_018432543.1, XP_018486125.1	Cg002G049850
OG0007346	XP_018488383.1, XP_018486087.1	Cg002G049470
OG0007347	XP_018487224.1, XP_018477847.1, XP_018482924.1	Cg002G047680
OG0007348	XP_018492881.1, XP_018443621.1, XP_018442739.1	Cg002G047660
OG0007349	XP_018432913.1	Cg001G027320
OG0007350	XP_018486144.1, XP_018442836.1	Cg002G045980
OG0007351	XP_018481082.1, XP_018461535.1, XP_018490504.1, XP_018490502.1	Cg002G045900
OG0007352	XP_018478915.1, XP_018481585.1, XP_018492401.1, XP_018492412.1	Cg002G045410
OG0007353	XP_018465460.1, XP_018478847.1, XP_018486191.1	Cg002G044610
OG0007354	XP_018488408.1, XP_018446964.1	Cg002G044510
OG0007355	XP_018459628.1	Cg002G043530
OG0007356	XP_018466604.1	Cg006G197390
OG0007357	XP_018472769.1, XP_018433006.1	Cg005G167310
OG0007360	XP_018463299.1, XP_018491082.1, XP_018445440.1	Cg002G044440
OG0007361	XP_018440509.1, XP_018477235.1	Cg008G325330
OG0007363	XP_018437825.1	Cg005G172210
OG0007365	XP_018434156.1, XP_018436357.1, XP_018482248.1	Cg005G171710
OG0007366	XP_018475568.1, XP_018473904.1	Cg005G159450
OG0007367	XP_018490459.1, XP_018469038.1, XP_018463454.1, XP_018467281.1	Cg004G141140
OG0007368	XP_018469296.1, XP_018444590.1, XP_018444591.1	Cg007G275900
OG0007370	XP_018464219.1, XP_018467864.1, XP_018480249.1, XP_018480250.1	Cg001G008440
OG0007372	XP_018461434.1, XP_018490265.1	Cg006G242000, Cg005G186770
OG0007373	XP_018488942.1, XP_018450070.1, XP_018450074.1	Cg006G233580
OG0007374	XP_018486353.1, XP_018433123.1	Cg004G134230
OG0007376	XP_018434654.1, XP_018434841.1, XP_018485915.1	Cg004G132320
OG0007377	YP_009046951.1	Cg005G172710
OG0007379	XP_018449856.1, XP_018443318.1	Cg008G293260
OG0007380	XP_018471984.1	Cg001G019120
OG0007382	XP_018444718.1, XP_018469159.1	Cg001G022670
OG0007383	XP_018473007.1	Cg001G018100, Cg005G172230
OG0007384	XP_018473873.1, XP_018473441.1, XP_018444209.1	Cg005G180960
OG0007385	XP_018470948.1, XP_018445123.1, XP_018472966.1	Cg008G297440
OG0007386	XP_018435629.1	Cg008G307540
OG0007390	XP_018441064.1, XP_018441061.1	Cg003G108920
OG0007391	XP_018488156.1, XP_018490147.1	Cg001G029380
OG0007393	XP_018435848.1	Cg004G154760
OG0007393	XP_018438811.1	Cg004G154770
OG0007394	XP_018467147.1, XP_018482396.1	Cg006G213760, Cg006G213780, Cg006G213770, Cg005G192270, Cg005G192260
OG0007396	XP_018435021.1, XP_018469702.1	Cg002G073480
OG0007398	XP_018438346.1, XP_018438332.1	Cg002G060940
OG0007400	XP_018452817.1	Cg003G098640
OG0007413	XP_018472344.1, XP_018477700.1	Cg001G012340
OG0007414	XP_018477450.1, XP_018444988.1	Cg001G012050
OG0007415	XP_018471970.1, XP_018481908.1	Cg001G012020
OG0007416	XP_018467855.1, XP_018478883.1	Cg001G011850
OG0007417	XP_018449557.1, XP_018468600.1	Cg001G011780
OG0007418	XP_018455962.1, XP_018465942.1, XP_018489149.1	Cg001G011690
OG0007419	XP_018447464.1	Cg001G011020
OG0007420	XP_018443814.1, XP_018477297.1, XP_018477298.1	Cg001G010860
OG0007422	XP_018450305.1, XP_018478566.1	Cg001G010530
OG0007423	XP_018470497.1, XP_018470024.1, XP_018477677.1	Cg001G010450
OG0007424	XP_018447552.1, XP_018464179.1, XP_018448544.1	Cg001G010210
OG0007425	XP_018480489.1, XP_018461848.1, XP_018471167.1	Cg001G009880
OG0007426	XP_018477042.1, XP_018444757.1	Cg001G009370
OG0007427	XP_018450419.1, XP_018450429.1, XP_018458067.1	Cg001G009260
OG0007428	XP_018481434.1, XP_018449899.1	Cg001G009180
OG0007429	XP_018471406.1, XP_018447694.1	Cg001G009140
OG0007430	XP_018482362.1	Cg001G009050
OG0007431	XP_018451801.1, XP_018472036.1	Cg001G009030
OG0007432	XP_018480922.1, XP_018458029.1	Cg001G008820
OG0007434	XP_018470685.1, XP_018451453.1, XP_018451446.1	Cg001G008290
OG0007435	XP_018471544.1, XP_018472258.1	Cg001G008280
OG0007436	XP_018471456.1	Cg001G008250
OG0007437	XP_018480262.1, XP_018480259.1, XP_018468746.1	Cg001G008230
OG0007438	XP_018457316.1	Cg001G008130
