Orthogroup	Raphanus_sativus	Erysimum_linariifolium
OG0007282	XP_018436995.1, XP_018488848.1	El005G260960
OG0007283	XP_018440787.1, XP_018492466.1	El005G260970
OG0007284	XP_018487119.1, XP_018465170.1, XP_018486484.1	El005G261120
OG0007285	XP_018488349.1, XP_018486485.1, XP_018465171.1	El005G261130
OG0007286	XP_018485385.1, XP_018491952.1	El005G261370
OG0007287	XP_018465475.1	El005G261560
OG0007288	XP_018441804.1, XP_018463903.1, XP_018490757.1	El005G261780
OG0007289	XP_018481935.1, XP_018489096.1, XP_018438648.1, XP_018438647.1	El005G265280
OG0007290	XP_018432853.1, XP_018440038.1	El005G265590, El005G265470
OG0007291	XP_018439957.1	El005G265610, El005G265660
OG0007292	XP_018432812.1, XP_018493445.1	El005G266890
OG0007293	XP_018493137.1, XP_018493167.1	El005G267090, El002G084520
OG0007294	XP_018437904.1	El005G267610
OG0007295	XP_018487209.1, XP_018490603.1	El005G267810
OG0007296	XP_018457713.1, XP_018493224.1	El005G271590
OG0007297	XP_018434595.1	El001G010310
OG0007298	XP_018432867.1, XP_018432821.1, XP_018492555.1, XP_018457875.1	El005G271520
OG0007299	XP_018434719.1, XP_018454919.1, XP_018457094.1	El005G272700
OG0007301	XP_018492395.1, XP_018479046.1, XP_018433577.1	El005G274700
OG0007302	XP_018489016.1	El005G274760
OG0007303	XP_018488745.1, XP_018440664.1, XP_018433426.1	El005G275250
OG0007304	XP_018434531.1	El005G276280
OG0007305	XP_018453093.1, XP_018488654.1	El005G277350
OG0007306	XP_018435832.1, XP_018441485.1	El005G277700
OG0007307	XP_018436662.1, XP_018458691.1	El005G278050
OG0007308	XP_018452195.1, XP_018462495.1, XP_018439767.1	El005G278860
OG0007309	XP_018440400.1, XP_018488868.1, XP_018463837.1	El005G248470
OG0007310	XP_018448903.1, XP_018464268.1, XP_018448881.1	El002G140610
OG0007311	XP_018436988.1, XP_018436252.1	El002G140300
OG0007312	XP_018450626.1, XP_018433195.1, XP_018436708.1	El002G140140
OG0007313	XP_018434226.1, XP_018487196.1	El002G139360
OG0007314	XP_018490032.1, XP_018486948.1	El002G137440
OG0007315	XP_018443398.1, XP_018460895.1, XP_018491602.1	El002G136910
OG0007316	XP_018460807.1, XP_018451524.1, XP_018436929.1	El002G136760
OG0007317	XP_018492036.1, XP_018440257.1	El002G136260
OG0007318	XP_018442928.1, XP_018489978.1	El002G135990
OG0007319	XP_018448009.1, XP_018434433.1	El002G134250
OG0007320	XP_018487076.1	El002G133330
OG0007321	XP_018490928.1	El002G132520
OG0007322	XP_018464744.1	El002G132750
OG0007323	XP_018492188.1, XP_018450821.1	El002G131980, El001G047360
OG0007324	XP_018447115.1, XP_018468516.1	El002G131710
OG0007325	XP_018464690.1, XP_018463629.1	El002G131340
OG0007326	XP_018466375.1, XP_018482333.1	El003G171440
OG0007327	XP_018477656.1, XP_018477658.1, XP_018470595.1	El003G171460
OG0007328	XP_018483689.1, XP_018457887.1	El003G172040
OG0007329	XP_018475070.1, XP_018434049.1	El006G296360
OG0007330	XP_018462905.1, XP_018460980.1, XP_018479886.1, XP_018441058.1	El006G296380, El005G275920
OG0007331	XP_018482794.1, XP_018433337.1	El005G259990
OG0007332	XP_018436838.1, XP_018483174.1	El001G022430
OG0007333	XP_018461915.1, XP_018480752.1	El001G022710
OG0007334	XP_018477614.1, XP_018477612.1, XP_018477567.1	El001G022910
OG0007335	XP_018484874.1, XP_018484888.1, XP_018485248.1, XP_018485251.1	El001G022920
OG0007336	XP_018487977.1, XP_018486223.1, XP_018481664.1	El001G023780
OG0007337	XP_018469805.1, XP_018463317.1, XP_018441238.1	El001G022140
OG0007338	XP_018478418.1, XP_018478411.1, XP_018433624.1	El001G022000
OG0007339	XP_018484437.1, XP_018491554.1	El001G025150
OG0007340	XP_018477498.1	El001G025400
OG0007342	XP_018483405.1, XP_018481621.1, XP_018487513.1	El001G026470
OG0007343	XP_018451359.1, XP_018471271.1	El003G150390
OG0007345	XP_018460406.1, XP_018458569.1, XP_018432543.1, XP_018486125.1	El001G027830
OG0007346	XP_018488383.1, XP_018486087.1	El001G028200
OG0007347	XP_018487224.1, XP_018477847.1, XP_018482924.1	El001G030310
OG0007348	XP_018492881.1, XP_018443621.1, XP_018442739.1	El001G030330
OG0007349	XP_018432913.1	El003G174740, El001G031200
OG0007350	XP_018486144.1, XP_018442836.1	El001G032370
OG0007351	XP_018490504.1, XP_018490502.1	El001G032580
OG0007352	XP_018478915.1, XP_018481585.1, XP_018492401.1, XP_018492412.1	El001G033220
OG0007353	XP_018465460.1, XP_018478847.1, XP_018486191.1	El001G034300
OG0007354	XP_018488408.1, XP_018446964.1	El001G034390
OG0007355	XP_018459628.1	El001G035520
OG0007356	XP_018466604.1	El002G137140
OG0007357	XP_018472769.1, XP_018433006.1	El006G291110
OG0007360	XP_018463299.1, XP_018491082.1, XP_018445440.1	El001G034440
OG0007361	XP_018440509.1, XP_018477235.1	El007G366920
OG0007363	XP_018437825.1	El006G296900
OG0007365	XP_018434156.1, XP_018436357.1, XP_018482248.1	El006G296190
OG0007366	XP_018475568.1, XP_018473904.1	El003G171830, El003G171780, El003G171740, El006G282280
OG0007367	XP_018490459.1, XP_018469038.1, XP_018463454.1, XP_018467281.1	El005G265230
OG0007368	XP_018469296.1, XP_018444590.1, XP_018444591.1	El004G227910
OG0007370	XP_018464219.1, XP_018467864.1, XP_018480249.1, XP_018480250.1	El003G150820
OG0007372	XP_018461434.1, XP_018490265.1	El002G086450
OG0007373	XP_018488942.1, XP_018450070.1, XP_018450074.1	El002G095800
OG0007374	XP_018486353.1, XP_018433123.1	El005G254620
OG0007376	XP_018434654.1, XP_018434841.1, XP_018485915.1	El005G252650
OG0007377	XP_018456749.1, XP_018456734.1	El006G304480
OG0007379	XP_018449856.1, XP_018443318.1	El001G068600
OG0007380	XP_018471984.1	El003G163950, El003G163970
OG0007382	XP_018444718.1, XP_018469159.1	El003G168540, El003G168530
OG0007383	XP_018473007.1	El006G296930
OG0007384	XP_018473873.1, XP_018473441.1, XP_018444209.1	El007G349360, El001G009060, El001G009070
OG0007385	XP_018470948.1, XP_018445123.1, XP_018472966.1	El001G063840
OG0007387	XP_018453557.1, XP_018455523.1	El007G335470
OG0007388	XP_018476303.1, XP_018468806.1, XP_018454325.1, XP_018453544.1	El007G334390
OG0007393	XP_018435848.1	El005G276990
OG0007393	XP_018438811.1	El005G277000
OG0007396	XP_018435021.1, XP_018469702.1	El001G038910, El001G038930, El001G038900
OG0007398	XP_018436148.1	El001G015530
OG0007398	XP_018438346.1, XP_018438332.1	El001G015520
OG0007400	XP_018452817.1	El007G341660, El007G341650
OG0007413	XP_018472344.1, XP_018477700.1	El003G155690
OG0007414	XP_018477450.1, XP_018444988.1	El003G155400
OG0007415	XP_018471970.1, XP_018481908.1	El003G155380
OG0007416	XP_018467855.1, XP_018478883.1	El003G155210
OG0007417	XP_018449557.1, XP_018468600.1	El003G155120
OG0007418	XP_018455962.1, XP_018465942.1, XP_018489149.1	El003G154990
OG0007420	XP_018443814.1, XP_018477297.1, XP_018477298.1	El003G153610
OG0007422	XP_018450305.1, XP_018478566.1	El003G153140
OG0007423	XP_018470497.1, XP_018470024.1, XP_018477677.1	El003G153060
OG0007424	XP_018447552.1, XP_018464179.1, XP_018448544.1	El003G152810
OG0007425	XP_018480489.1, XP_018461848.1, XP_018471167.1	El003G152420
OG0007426	XP_018477042.1, XP_018444757.1	El003G151800
OG0007427	XP_018450419.1, XP_018450429.1, XP_018458067.1	El003G151690
OG0007428	XP_018481434.1, XP_018449899.1	El003G151590
OG0007429	XP_018471406.1, XP_018447694.1	El003G151550
OG0007430	XP_018482362.1	El003G151440
OG0007431	XP_018451801.1, XP_018472036.1	El003G151420
OG0007432	XP_018480922.1, XP_018458029.1	El003G151200
OG0007433	XP_018465257.1, XP_018438825.1	El003G155970
OG0007434	XP_018470685.1, XP_018451453.1, XP_018451446.1	El003G150660
OG0007435	XP_018471544.1, XP_018472258.1	El003G150650
OG0007436	XP_018471456.1	El003G150610
OG0007437	XP_018480262.1, XP_018480259.1, XP_018468746.1	El003G150590
OG0007438	XP_018457316.1	El003G150480
OG0007439	XP_018449990.1, XP_018449989.1, XP_018469459.1	El003G150210
OG0007440	XP_018444809.1	El003G149990
OG0007441	XP_018470432.1, XP_018459259.1, XP_018462036.1	El003G149450
OG0007442	XP_018481011.1, XP_018468791.1, XP_018470263.1	El003G149570
OG0007443	XP_018470816.1, XP_018459258.1, XP_018448445.1	El003G149250
OG0007444	XP_018483753.1, XP_018465086.1	El003G149260
OG0007445	XP_018459412.1, XP_018480437.1, XP_018478610.1	El003G148860
OG0007446	XP_018449668.1, XP_018485240.1	El003G148270
OG0007448	XP_018478066.1, XP_018450409.1, XP_018444260.1	El003G148480
OG0007449	XP_018450407.1, XP_018483643.1	El003G148500
OG0007450	XP_018450412.1, XP_018449565.1, XP_018480559.1	El003G148560
OG0007451	XP_018468007.1	El003G148000
OG0007452	XP_018468011.1, XP_018450581.1	El003G147950
OG0007453	XP_018478738.1, XP_018461174.1, XP_018471036.1	El003G147860
OG0007454	XP_018469894.1, XP_018447883.1	El003G147840
OG0007455	XP_018469284.1	El003G147650
OG0007456	XP_018481514.1, XP_018469031.1, XP_018471415.1	El003G147480
OG0007457	XP_018485691.1	El002G118170
OG0007458	XP_018448600.1, XP_018447458.1	El002G118760
OG0007459	XP_018447460.1, XP_018447459.1, XP_018459278.1	El002G118780
OG0007460	XP_018492241.1	El002G119140
OG0007461	XP_018435037.1	El002G119470
OG0007462	XP_018488928.1, XP_018447686.1	El002G119530
OG0007463	XP_018459301.1, XP_018445870.1, XP_018451278.1	El002G119620
OG0007464	XP_018449086.1, XP_018452951.1, XP_018460061.1	El003G170460
OG0007465	XP_018449082.1	El003G170730
OG0007466	XP_018469637.1	El003G171200
OG0007467	XP_018479239.1, XP_018484852.1, XP_018450784.1	El003G171310
OG0007468	XP_018456879.1, XP_018456883.1	El004G210720
OG0007469	XP_018457403.1, XP_018457381.1	El004G209200
OG0007470	XP_018469771.1, XP_018450802.1	El003G172810
OG0007471	XP_018451969.1	El004G206920
OG0007472	XP_018476265.1, XP_018446819.1	El001G074310
OG0007473	XP_018456098.1, XP_018439445.1	El004G204530
OG0007475	XP_018473478.1	El004G200130
OG0007476	XP_018440079.1, XP_018440082.1	El004G199870
OG0007477	XP_018490860.1, XP_018490859.1, XP_018443217.1	El002G094210
OG0007478	XP_018434943.1, XP_018458075.1	El004G199340
OG0007479	XP_018438454.1	El004G199180
OG0007480	XP_018437590.1	El004G199140
OG0007481	XP_018439742.1, XP_018439269.1	El001G035980
OG0007482	XP_018461651.1, XP_018441775.1	El001G036080
OG0007483	XP_018440188.1, XP_018441693.1	El001G036170
OG0007484	XP_018440338.1, XP_018483355.1	El001G036790
OG0007485	XP_018449955.1, XP_018451753.1, XP_018435896.1	El002G098790
OG0007486	XP_018435148.1, XP_018462378.1, XP_018478455.1, XP_018461251.1, XP_018461249.1	El001G037950
OG0007487	XP_018481144.1, XP_018454125.1, XP_018455441.1	El001G038080
OG0007488	XP_018483807.1, XP_018456161.1	El001G038190
OG0007489	XP_018477461.1, XP_018441452.1	El001G038430
OG0007490	XP_018454479.1, XP_018452630.1, XP_018435695.1	El001G038600
OG0007491	XP_018449365.1, XP_018449370.1, XP_018479415.1	El002G103450
OG0007492	XP_018462130.1, XP_018435328.1, XP_018479408.1	El001G039410
OG0007493	XP_018467180.1, XP_018465027.1, XP_018481624.1	El001G039800
OG0007494	XP_018466008.1, XP_018438353.1	El001G040040
OG0007495	XP_018477629.1, XP_018477647.1, XP_018480764.1	El001G040740
OG0007496	XP_018433267.1	El001G040810
OG0007497	XP_018461421.1, XP_018438470.1	El001G041290
OG0007498	XP_018437339.1, XP_018456115.1	El001G041560
OG0007499	XP_018484560.1, XP_018456598.1	El001G041630, El001G041650
OG0007501	XP_018438444.1, XP_018466754.1	El001G041890
OG0007502	XP_018463596.1, XP_018465483.1, XP_018434874.1	El001G041900
OG0007503	XP_018462451.1, XP_018480910.1, XP_018439073.1	El001G042250
OG0007504	XP_018440701.1, XP_018483500.1	El001G042670
OG0007505	XP_018439108.1	El001G045020
OG0007506	XP_018458458.1, XP_018483900.1, XP_018439103.1, XP_018452706.1	El001G045070
OG0007507	XP_018459114.1	El003G188970
OG0007508	XP_018439209.1	El001G045630
OG0007509	XP_018480796.1, XP_018452732.1	El001G046260
OG0007510	XP_018445592.1, XP_018445547.1	El004G217290
OG0007511	XP_018469874.1, XP_018469873.1, XP_018442833.1	El004G217070
OG0007512	XP_018469946.1, XP_018445077.1, XP_018464125.1	El004G216310
OG0007513	XP_018456436.1	El004G215300
OG0007514	XP_018453325.1, XP_018444767.1, XP_018444766.1	El004G215210
OG0007515	XP_018448378.1, XP_018442600.1	El004G214250
OG0007516	XP_018443046.1, XP_018455682.1	El004G212700
OG0007517	XP_018476829.1	El001G063040, El001G064650
OG0007518	XP_018454762.1, XP_018456803.1, XP_018456817.1	El004G193960
OG0007519	XP_018451556.1	El002G140000
OG0007520	XP_018454272.1, XP_018456974.1, XP_018456967.1	El004G194740
OG0007521	XP_018454276.1, XP_018454734.1	El004G195110
OG0007522	XP_018453342.1, XP_018453023.1	El004G195780
OG0007523	XP_018452604.1	El004G196260, El008G369300
OG0007524	XP_018457697.1, XP_018459434.1	El004G196350, El008G369180
OG0007525	XP_018457562.1, XP_018452048.1	El004G196720
OG0007526	XP_018457514.1, XP_018457336.1	El004G196980
OG0007527	XP_018455369.1, XP_018456833.1	El004G198050
OG0007528	XP_018454837.1	El004G198130
OG0007529	XP_018470184.1, XP_018456824.1	El004G198270
OG0007530	XP_018440397.1, XP_018491300.1, XP_018465540.1	El005G248440
OG0007531	XP_018486050.1, XP_018433345.1	El005G248420
OG0007532	XP_018463311.1, XP_018491303.1, XP_018442019.1	El005G248410
OG0007533	XP_018490597.1	El005G248270
OG0007534	XP_018485215.1, XP_018461967.1, XP_018468662.1	El003G155950
OG0007535	XP_018468602.1, XP_018481457.1	El003G158660
OG0007536	XP_018484325.1, XP_018484461.1, XP_018470526.1	El003G158520
OG0007537	XP_018480889.1, XP_018482899.1, XP_018463907.1, XP_018467757.1	El003G158430
OG0007538	XP_018477184.1, XP_018478115.1, XP_018433135.1	El006G288650
OG0007540	XP_018484509.1, XP_018476350.1	El006G288780
OG0007541	XP_018489492.1, XP_018492899.1	El005G244340
OG0007542	XP_018492594.1	El005G244350
OG0007543	XP_018439334.1	El005G244400
OG0007544	XP_018489972.1, XP_018434544.1	El005G244680
OG0007545	XP_018441990.1, XP_018491236.1	El005G244720
OG0007546	XP_018433096.1, XP_018486332.1	El005G244940
OG0007547	XP_018489184.1, XP_018438155.1, XP_018433628.1	El005G245040
OG0007548	XP_018445489.1, XP_018476449.1	El001G078930
OG0007549	XP_018432521.1, XP_018462972.1, XP_018490185.1	El005G245300
OG0007550	XP_018487194.1, XP_018437643.1, XP_018433061.1	El005G245420
OG0007551	XP_018488623.1	El005G245690
OG0007552	XP_018466053.1, XP_018441143.1	El005G245890
OG0007553	XP_018442289.1, XP_018445617.1, XP_018468230.1	El001G077950
OG0007554	XP_018493205.1, XP_018485459.1	El005G246170
OG0007556	XP_018440196.1, XP_018435347.1, XP_018486961.1	El005G246740
OG0007557	XP_018441668.1, XP_018493135.1	El005G246950
OG0007558	XP_018488343.1, XP_018488673.1	El005G247080
OG0007559	XP_018493096.1, XP_018489589.1	El005G247280
OG0007560	XP_018486478.1, XP_018439150.1, XP_018439098.1	El005G247380
OG0007561	XP_018491323.1, XP_018489799.1	El005G247420
OG0007562	XP_018491322.1, XP_018489795.1, XP_018491093.1	El005G247540
OG0007563	XP_018483672.1, XP_018450929.1	El003G155890
OG0007564	XP_018491058.1, XP_018486718.1	El005G247720
OG0007565	XP_018486293.1, XP_018486276.1	El005G247730
OG0007566	XP_018490808.1, XP_018462719.1, XP_018437301.1	El005G247770
OG0007567	XP_018490425.1, XP_018491886.1, XP_018491885.1	El005G248110
OG0007568	XP_018491887.1, XP_018488816.1, XP_018490430.1	El005G248130
OG0007569	XP_018484418.1, XP_018468382.1	El001G028690
OG0007570	XP_018460478.1, XP_018457732.1, XP_018471818.1	El007G344830
OG0007571	XP_018484990.1	El007G365840
OG0007572	XP_018440459.1	El002G130140
OG0007573	XP_018475414.1, XP_018469017.1	El007G343530
OG0007574	XP_018475197.1, XP_018475534.1, XP_018475338.1	El007G343470
OG0007575	XP_018469235.1, XP_018474580.1, XP_018474583.1	El007G343370
OG0007576	XP_018473292.1, XP_018473526.1, XP_018468049.1, XP_018464200.1	El007G343330
OG0007577	XP_018451750.1, XP_018459254.1	El003G149320
OG0007578	XP_018457445.1, XP_018474612.1	El007G341140
OG0007580	XP_018464246.1, XP_018468844.1	El007G339910
OG0007581	XP_018453627.1, XP_018452559.1, XP_018471312.1	El007G340040
OG0007582	XP_018444428.1, XP_018452724.1, XP_018464751.1	El007G340160
OG0007583	XP_018455880.1	El007G340190
OG0007584	XP_018474181.1, XP_018456555.1	El007G339780, El006G299870
OG0007585	XP_018472883.1, XP_018453010.1, XP_018454741.1	El007G339700
OG0007586	XP_018466653.1, XP_018448104.1	El007G338550
OG0007587	XP_018469361.1, XP_018449846.1	El007G338760
OG0007588	XP_018466342.1, XP_018449586.1, XP_018454432.1	El007G338010
OG0007589	XP_018474952.1, XP_018454664.1	El007G337830
OG0007590	XP_018455021.1, XP_018456107.1, XP_018476731.1	El007G337390
OG0007591	XP_018466367.1, XP_018455257.1	El007G336520
OG0007593	XP_018457456.1	El007G336060
OG0007594	XP_018471890.1, XP_018452481.1	El007G335960
OG0007595	XP_018489609.1, XP_018458355.1, XP_018464628.1, XP_018450183.1	El002G094840
OG0007596	XP_018456677.1, XP_018471478.1	El007G335040
OG0007597	XP_018468971.1, XP_018456006.1	El007G334860
OG0007598	XP_018472983.1, XP_018457279.1, XP_018457280.1	El007G334830
OG0007599	XP_018466478.1, XP_018455987.1, XP_018468079.1	El007G334750
OG0007600	XP_018446091.1	El007G334330
OG0007601	XP_018456236.1, XP_018469786.1	El007G334260
OG0007602	XP_018452091.1, XP_018449754.1	El007G333930
OG0007603	XP_018445964.1, XP_018452474.1	El007G333780
OG0007604	XP_018467917.1, XP_018456807.1	El007G333370
OG0007605	XP_018457579.1	El001G049450
OG0007606	XP_018445686.1, XP_018445659.1, XP_018470450.1	El001G068320
OG0007607	XP_018444613.1, XP_018475409.1	El001G068580
OG0007608	XP_018446446.1	El001G068660
OG0007609	XP_018445597.1, XP_018475391.1	El001G068720
OG0007610	XP_018444532.1, XP_018444569.1	El001G068850
OG0007611	XP_018471439.1, XP_018443353.1, XP_018443193.1	El001G069110
OG0007612	XP_018455553.1, XP_018458025.1, XP_018455544.1	El001G069240
OG0007613	XP_018445014.1, XP_018476776.1	El001G069400
OG0007614	XP_018474744.1, XP_018475878.1	El001G069490
OG0007615	XP_018474683.1, XP_018444422.1	El001G069580
OG0007616	XP_018462095.1, XP_018473517.1, XP_018471133.1	El001G069760
OG0007617	XP_018442811.1, XP_018443344.1	El001G070180
OG0007618	XP_018446776.1	El001G070210
OG0007619	XP_018450645.1, XP_018446520.1	El001G070440
OG0007621	XP_018446684.1	El001G071290
OG0007622	XP_018444195.1, XP_018456922.1	El001G072810
OG0007623	XP_018476594.1, XP_018446136.1	El001G073040
OG0007624	XP_018474849.1, XP_018445282.1	El001G073160
OG0007625	XP_018474516.1	El001G073250
OG0007626	XP_018473036.1, XP_018466398.1, XP_018446434.1	El001G073630
OG0007627	XP_018473156.1, XP_018442349.1	El001G073670
OG0007628	XP_018473118.1, XP_018456946.1, XP_018470403.1	El001G073900
OG0007629	XP_018442313.1, XP_018472683.1	El001G074510
OG0007630	XP_018477014.1, XP_018464398.1, XP_018446867.1	El001G074570
OG0007631	XP_018470585.1	El003G169700, El003G169640
OG0007632	XP_018483856.1, XP_018467885.1, XP_018467871.1	El003G168990
OG0007633	XP_018470545.1, XP_018451512.1	El003G168830
OG0007634	XP_018471641.1, XP_018460906.1, XP_018477633.1	El003G168710
OG0007635	XP_018451787.1, XP_018477218.1	El003G168650
OG0007636	XP_018468298.1, XP_018451924.1, XP_018460177.1, XP_018460605.1	El003G168150
OG0007637	XP_018455062.1, XP_018452622.1, XP_018452626.1, XP_018454400.1	El001G005710
OG0007638	XP_018446313.1, XP_018478305.1	El003G167420
OG0007639	XP_018468214.1, XP_018468285.1	El003G167300
OG0007640	XP_018447100.1, XP_018467892.1	El003G166970
OG0007641	XP_018468769.1, XP_018482111.1, XP_018467905.1	El003G166590
OG0007642	XP_018469266.1, XP_018449916.1	El003G165890
OG0007643	XP_018455749.1	El007G361600
OG0007644	XP_018461083.1	El007G328570
OG0007645	XP_018449914.1, XP_018443861.1	El003G165360
OG0007646	XP_018451398.1, XP_018471358.1	El003G165090
OG0007647	XP_018454743.1, XP_018457524.1	El001G004770
OG0007648	XP_018484115.1, XP_018479187.1, XP_018460843.1	El003G164630
OG0007649	XP_018481922.1, XP_018448026.1	El003G164250
OG0007650	XP_018459196.1, XP_018449961.1, XP_018469294.1	El003G163590
OG0007651	XP_018450762.1, XP_018468429.1	El003G163550
OG0007652	XP_018467868.1, XP_018472452.1, XP_018480971.1	El003G163400
OG0007653	XP_018480952.1, XP_018455587.1	El003G163250
OG0007654	XP_018463995.1, XP_018461286.1, XP_018470986.1	El003G162970
OG0007655	XP_018468808.1	El003G162890
OG0007656	XP_018477539.1	El003G162790
OG0007657	XP_018477962.1, XP_018472441.1	El003G162600
OG0007658	XP_018482813.1, XP_018470469.1	El003G162390
OG0007659	XP_018472363.1	El003G162320
OG0007660	XP_018447682.1, XP_018450536.1	El003G161450
OG0007661	XP_018472130.1, XP_018483565.1	El003G161250
OG0007662	XP_018470459.1	El003G160960
OG0007663	XP_018438652.1, XP_018447113.1	El002G120950
OG0007664	XP_018447044.1, XP_018443061.1	El002G120990
OG0007665	XP_018486414.1, XP_018463624.1	El002G121160
OG0007666	XP_018436447.1, XP_018490591.1	El002G122180
OG0007667	XP_018487082.1, XP_018458428.1	El002G123270
OG0007668	XP_018441924.1	El002G125120
OG0007669	XP_018482826.1, XP_018460838.1, XP_018460069.1	El002G128190
OG0007670	XP_018485795.1	El002G130580
OG0007671	XP_018447222.1, XP_018447221.1, XP_018486041.1	El002G129400
OG0007672	XP_018493604.1, XP_018447339.1	El002G130680
OG0007673	XP_018486346.1, XP_018485661.1	El005G242990
OG0007674	XP_018461097.1, XP_018466257.1, XP_018463590.1	El002G113720
OG0007675	XP_018489204.1, XP_018490375.1	El002G113940
OG0007676	XP_018461468.1, XP_018477822.1	El006G315920
OG0007677	XP_018432575.1, XP_018450870.1	El002G114230
OG0007678	XP_018440222.1, XP_018438981.1, XP_018463741.1, XP_018448021.1	El002G114330
OG0007679	XP_018450372.1, XP_018450374.1, XP_018487370.1	El002G115080
OG0007680	XP_018462751.1, XP_018451673.1, XP_018481864.1	El002G116360
OG0007681	XP_018451029.1, XP_018451022.1, XP_018491366.1	El002G116650
OG0007682	XP_018490686.1, XP_018492146.1	El002G117360
OG0007683	XP_018488758.1	El002G117380
OG0007684	XP_018491734.1, XP_018467667.1	El002G117450
OG0007685	XP_018484074.1, XP_018484072.1, XP_018471647.1	El003G146740
OG0007686	XP_018442319.1, XP_018442407.1, XP_018475932.1	El001G079630
OG0007687	XP_018470491.1, XP_018449127.1	El003G146410
OG0007688	XP_018482963.1, XP_018478344.1, XP_018470629.1, XP_018470630.1	El003G146240
OG0007689	XP_018484587.1	El003G146180
OG0007690	XP_018481321.1, XP_018448425.1	El003G145900
OG0007691	XP_018477855.1, XP_018451013.1	El003G145680
OG0007692	XP_018469852.1, XP_018469839.1, XP_018451011.1, XP_018481512.1	El003G145660
OG0007693	XP_018471395.1, XP_018447204.1	El003G145430
OG0007694	XP_018444615.1, XP_018444182.1, XP_018450122.1	El003G145180
OG0007695	XP_018480296.1, XP_018480295.1	El006G318450
OG0007696	XP_018477806.1, XP_018472168.1	El003G145030
OG0007697	XP_018458854.1	El003G144520
OG0007698	XP_018477206.1, XP_018448100.1	El003G144650
OG0007699	XP_018453535.1, XP_018480866.1	El003G144360
OG0007700	XP_018478772.1, XP_018468316.1	El003G172940, El003G144350
OG0007701	XP_018469676.1	El003G144200
OG0007702	XP_018451319.1	El003G143910
OG0007703	XP_018468304.1	El003G143770
OG0007704	XP_018472226.1, XP_018480429.1	El003G143510
OG0007705	XP_018447709.1, XP_018468629.1	El003G143270
OG0007706	XP_018471020.1, XP_018477318.1, XP_018459479.1	El003G143010
OG0007707	XP_018480215.1, XP_018450231.1	El003G141970
OG0007708	XP_018460156.1	El003G182840
OG0007709	XP_018481395.1, XP_018482724.1	El003G185500
OG0007710	XP_018485346.1, XP_018463493.1	El003G188450
OG0007711	XP_018466576.1, XP_018436804.1	El006G296120
OG0007712	XP_018483437.1, XP_018440012.1, XP_018459526.1	El006G296030
OG0007713	XP_018459527.1, XP_018441111.1	El006G295940
OG0007714	XP_018441046.1, XP_018435283.1	El002G093140
OG0007715	XP_018492381.1, XP_018490849.1	El002G118270
OG0007716	XP_018442267.1, XP_018472704.1	El001G062590
OG0007717	XP_018434598.1	El006G295820
OG0007718	XP_018438544.1, XP_018482567.1	El006G295860
OG0007719	XP_018478462.1, XP_018472882.1, XP_018467488.1	El001G009880
OG0007720	XP_018472798.1, XP_018459947.1, XP_018452090.1	El001G010480
OG0007721	XP_018473804.1, XP_018476845.1	El001G011150
OG0007722	XP_018445947.1	El002G116010
OG0007723	XP_018437555.1, XP_018459898.1, XP_018481299.1	El006G297180
OG0007724	XP_018434434.1	El006G297760
OG0007725	XP_018441819.1, XP_018460521.1, XP_018484350.1	El006G297880
OG0007726	XP_018474753.1, XP_018442058.1	El006G297940
OG0007727	XP_018473355.1, XP_018467463.1, XP_018433651.1	El006G297950
OG0007728	XP_018478342.1, XP_018433876.1	El006G298370
OG0007729	XP_018441864.1, XP_018484901.1	El006G298450
OG0007730	XP_018454161.1, XP_018484953.1, XP_018484930.1	El007G357970
OG0007731	XP_018475542.1, XP_018456850.1, XP_018456855.1	El001G009020
OG0007732	XP_018473764.1, XP_018455513.1, XP_018467524.1	El001G008000
OG0007733	XP_018476656.1, XP_018457061.1, XP_018457063.1	El001G007720
OG0007734	XP_018456504.1, XP_018477009.1, XP_018477011.1	El001G007330
OG0007735	XP_018455054.1, XP_018474953.1	El001G006190
OG0007736	XP_018457353.1	El001G005900
OG0007737	XP_018455064.1, XP_018462370.1, XP_018473199.1	El001G005590
OG0007738	XP_018476524.1	El001G005040
OG0007739	XP_018446374.1, XP_018476868.1	El001G060200
OG0007740	XP_018473324.1, XP_018456425.1	El001G004940
OG0007741	XP_018437108.1, XP_018477373.1, XP_018482080.1	El007G361490
OG0007742	XP_018483948.1, XP_018464161.1, XP_018439315.1	El007G363080, El007G363020, El007G362450
OG0007743	XP_018478349.1, XP_018457929.1	El007G363320
OG0007744	XP_018480940.1, XP_018466623.1, XP_018436770.1	El007G363730
OG0007746	XP_018436733.1	El007G364290
OG0007747	XP_018456578.1, XP_018461309.1, XP_018480880.1	El007G364700
OG0007748	XP_018435781.1, XP_018480927.1	El007G364520
OG0007749	XP_018462515.1, XP_018434455.1, XP_018440262.1	El007G364480
OG0007750	XP_018455074.1, XP_018436976.1	El007G365380
OG0007751	XP_018454117.1	El001G078020
OG0007752	XP_018437053.1, XP_018481438.1, XP_018461558.1	El007G365440
OG0007753	XP_018466934.1, XP_018455696.1	El007G365580
OG0007754	XP_018455882.1, XP_018482944.1	El007G365890
OG0007755	XP_018439743.1	El003G172020, El004G204700
OG0007756	XP_018448063.1, XP_018458105.1	El003G183340
OG0007757	XP_018449644.1, XP_018458123.1	El003G183430
