Orthogroup	Arabidopsis_lyrata_Rawat	Conringia_planisiliqua
OG0006025	AL1G44160	CP7_g44877_DN3_SP0_c.t1
OG0006026	AL7G17970	CP5_g660_DN3_SP3_c.t1
OG0006027	AL7G17880	CP5_g649_DN3_SP6_c.t1
OG0006028	AL7G17870	CP5_g648_DN3_SP8_c.t1
OG0006029	AL3G46720	CP17_g5092_DN1_SP1_c.t1
OG0006030	AL7G16520	CP5_g539_DN3_SP5_c.t1
OG0006031	AL7G16410	CP5_g530_DN3_SP0_c.t1, CP10_g43918_DN2_SP0_c.t1
OG0006032	AL7G16360	CP5_g525_DN3_SP8_c.t1
OG0006033	AL8G37210	CP5_g484_DN3_SP2_c.t1
OG0006034	AL1G49680	CP7_g44764_DN2_SP0_c.t1
OG0006036	AL1G46790	CP7_g44636_DN3_SP8_c.t1
OG0006037	AL1G47030	CP7_g44620_DN3_SP2_c.t1
OG0006038	AL7G37690	CP6_g7138_DN3_SP3_c.t1
OG0006039	AL7G38530	CP6_g7200_DN3_SP7_c.t1
OG0006040	AL1G65310	CP2_g50308_DN3_SP0_c.t1
OG0006041	AL2G18070	CP2_g49514_DN3_SP2_c.t1, CP2_g49513_DN3_SP0_c.t1
OG0006042	AL2G16480	CP2_g49290_DN3_SP8_c.t1
OG0006043	AL2G16280	CP2_g49278_DN3_SP1_c.t1
OG0006044	AL1G21700	CP1_g37376_DN3_SP0_c.t1
OG0006045	AL5G10070	CP13_g19701_DN3_SP8_c.t1
OG0006046	AL3G43550	CP17_g5965_DN3_SP8_c.t1
OG0006047	AL5G10430	CP13_g19672_DN3_SP8_c.t1
OG0006048	AL5G10570, AL5G10590	CP13_g19659_DN3_SP0_c.t1, CP13_g19760_DN3_SP0_c.t1
OG0006049	AL5G11260	CP13_g19602_DN3_SP0_c.t1
OG0006050	AL2G31090	CP9_g28768_DN3_SP0_c.t1
OG0006051	AL5G11920	CP13_g19556_DN3_SP1_c.t1
OG0006052	AL5G13070	CP13_g19511_DN3_SP7_c.t1
OG0006053	AL5G13590, AL3G42500	CP13_g19473_DN3_SP5_c.t1
OG0006054	AL1G24640	CP1_g37600_DN3_SP7_c.t1
OG0006055	AL5G14570	CP13_g19414_DN3_SP0_c.t1
OG0006056	AL5G15380	CP13_g19354_DN3_SP7_c.t1
OG0006057	AL7G48620, AL5G16190	CP13_g19303_DN3_SP0_c.t1
OG0006058	AL5G16420	CP13_g19285_DN3_SP0_c.t1
OG0006059	AL5G16680	CP13_g19269_DN3_SP5_c.t1
OG0006060	AL5G16720	CP13_g19266_DN3_SP2_c.t1
OG0006061	AL5G17520	CP13_g19215_DN3_SP6_c.t1
OG0006062	AL5G17580	CP13_g19212_DN3_SP8_c.t1
OG0006064	AL5G18320	CP13_g19179_DN3_SP8_c.t1
OG0006065	AL5G18810	CP13_g19148_DN3_SP4_c.t1
OG0006066	AL5G18900	CP5_g1509_DN3_SP0_c.t1, CP13_g19141_DN3_SP0_c.t1
OG0006067	AL5G19910	CP2_g48855_DN3_SP3_c.t1
OG0006068	AL2G24930	CP9_g28215_DN3_SP3_c.t1
OG0006071	AL2G10290	CP13_g19068_DN3_SP8_c.t1
OG0006072	AL2G10310	CP13_g19070_DN3_SP0_c.t1
OG0006073	AL2G11560	CP2_g48912_DN3_SP0_c.t1
OG0006074	AL2G11790	CP2_g48936_DN3_SP8_c.t1, CP6_g7637_DN3_SP0_c.t1
OG0006075	AL2G12630	CP2_g48977_DN3_SP8_c.t1
OG0006076	AL4G39270	CP4_g24592_DN3_SP1_c.t1
OG0006077	AL4G39100	CP4_g24607_DN3_SP8_c.t1
OG0006078	AL3G20500	CP10_g42900_DN3_SP8_c.t1
OG0006079	AL3G21710	CP10_g42998_DN3_SP8_c.t1
OG0006080	AL3G22460	CP10_g43060_DN3_SP8_c.t1
OG0006081	AL6G16440	CP11_g33229_DN3_SP8_c.t1
OG0006082	AL3G24120	CP10_g43204_DN3_SP7_c.t1
OG0006084	AL8G24500	CP16_g55218_DN3_SP1_c.t1, CP8_g52845_DN3_SP7_c.t1
OG0006085	AL8G25390	CP8_g53008_DN3_SP1_c.t1
OG0006086	AL8G26010	CP8_g53111_DN3_SP0_c.t1
OG0006087	AL7G27480	CP19_g18083_DN3_SP0_c.t1
OG0006088	AL8G27520, AL4G21070, AL8G27580	CP8_g53246_DN3_SP7_c.t1
OG0006089	AL7G24770	CP5_g1213_DN3_SP0_c.t1
OG0006090	AL8G28290	CP8_g53325_DN3_SP8_c.t1
OG0006091	AL5G10050	CP13_g19703_DN3_SP2_c.t1
OG0006092	AL8G28640	CP8_g53341_DN3_SP0_c.t1
OG0006093	AL8G29580	CP8_g53401_DN3_SP8_c.t1
OG0006094	AL8G29910	CP8_g53423_DN3_SP0_c.t1
OG0006095	AL8G30100	CP8_g53433_DN3_SP6_c.t1
OG0006096	AL8G30150	CP8_g53441_DN3_SP0_c.t1
OG0006097	AL8G30590	CP8_g53483_DN3_SP0_c.t1
OG0006098	AL8G31290	CP8_g53556_DN3_SP0_c.t1
OG0006099	AL8G32630	CP8_g53669_DN3_SP8_c.t1
OG0006100	AL8G33460, AL675U10010	CP8_g53749_DN3_SP0_c.t1
OG0006101	AL8G33640	CP8_g53757_DN3_SP8_c.t1
OG0006102	AL1G27540	CP7_g46185_DN3_SP1_c.t1
OG0006103	AL8G34080	CP8_g53797_DN3_SP0_c.t1
OG0006104	AL1G25590	CP1_g37682_DN3_SP0_c.t1
OG0006105	AL8G34110	CP8_g53800_DN3_SP8_c.t1
OG0006106	AL6G23260	CP11_g32688_DN3_SP0_c.t1
OG0006107	AL6G23170	CP11_g32696_DN3_SP8_c.t1
OG0006108	AL6G22170	CP11_g32784_DN3_SP8_c.t1
OG0006109	AL6G20810	CP11_g32898_DN3_SP2_c.t1
OG0006110	AL6G20620	CP11_g32916_DN3_SP0_c.t1
OG0006112	AL6G19390	CP11_g33018_DN3_SP8_c.t1
OG0006113	AL6G18810	CP11_g33053_DN3_SP7_c.t1
OG0006114	AL6G18510	CP11_g33078_DN3_SP1_c.t1
OG0006115	AL6G18470	CP11_g33083_DN3_SP8_c.t1
OG0006116	AL6G18060	CP11_g33126_DN3_SP6_c.t1
OG0006117	AL8G38740	CP2_g48106_DN3_SP8_c.t1
OG0006118	AL7G37390	CP6_g7101_DN3_SP0_c.t1
OG0006119	AL7G37030	CP6_g7075_DN3_SP2_c.t1
OG0006120	AL7G36630	CP6_g7036_DN3_SP0_c.t1
OG0006121	AL7G36580	CP6_g7031_DN3_SP0_c.t1
OG0006122	AL7G35970	CP6_g6974_DN3_SP0_c.t1
OG0006123	AL7G35870, nbis-gene-1818	CP6_g6970_DN3_SP0_c.t1
OG0006124	AL7G35730	CP6_g6954_DN3_SP4_c.t1
OG0006125	AL7G34590	CP6_g6860_DN3_SP8_c.t1
OG0006126	AL4G20250, AL4G20230	CP4_g26933_DN3_SP0_c.t1
OG0006127	AL7G33580	CP6_g6799_DN3_SP8_c.t1
OG0006128	AL7G32970	CP6_g6744_DN3_SP6_c.t1
OG0006129	AL7G32770	CP6_g6724_DN3_SP1_c.t1
OG0006130	AL7G32380	CP6_g6688_DN1_SP0_c.t1
OG0006131	AL7G31730	CP19_g18475_DN1_SP0_c.t1
OG0006132	AL7G30820	CP19_g18402_DN3_SP4_c.t1
OG0006133	AL7G30690	CP19_g18391_DN3_SP6_c.t1
OG0006134	AL7G30020	CP19_g18318_DN3_SP0_c.t1
OG0006135	AL7G29710	CP19_g18292_DN3_SP7_c.t1
OG0006136	AL7G29540	CP19_g18275_DN3_SP0_c.t1
OG0006137	AL7G29230	CP19_g18247_DN3_SP8_c.t1
OG0006138	AL6G44840	CP20_g4253_DN3_SP5_c.t1
OG0006139	AL1G48450	CP7_g44500_DN1_SP0_c.t1
OG0006140	AL1G52500	CP1_g39062_DN3_SP1_c.t1
OG0006141	AL1G51970	CP1_g40907_DN3_SP8_c.t1
OG0006142	AL7G29130	CP19_g18237_DN3_SP8_c.t1
OG0006143	nbis-gene-1156	CP4_g24331_DN3_SP3_c.t1
OG0006144	AL1G41340	CP7_g45101_DN3_SP0_c.t1
OG0006145	AL1G41560	CP7_g45088_DN3_SP0_c.t1
OG0006146	AL1G53210	CP1_g38524_DN3_SP3_c.t1
OG0006147	AL1G42000	CP7_g45052_DN3_SP6_c.t1
OG0006148	AL1G42020	CP7_g45050_DN3_SP7_c.t1
OG0006149	AL1G42940	CP7_g44992_DN3_SP0_c.t1
OG0006150	AL1G43080	CP7_g44983_DN2_SP0_c.t1
OG0006151	AL1G43130	CP7_g44980_DN3_SP5_c.t1
OG0006152	AL1G43170	CP7_g44974_DN3_SP0_c.t1
OG0006153	AL1G43950	CP7_g44892_DN3_SP2_c.t1
OG0006154	AL700U10010, AL1G44090	CP7_g44882_DN2_SP0_c.t1
OG0006156	AL1G44380	CP7_g44861_DN3_SP8_c.t1
OG0006157	AL7G15350	CP5_g436_DN3_SP6_c.t1
OG0006158	AL7G14290	CP5_g344_DN3_SP5_c.t1
OG0006159	AL7G13830	CP5_g305_DN3_SP0_c.t1
OG0006161	AL7G12300	CP5_g186_DN3_SP8_c.t1
OG0006161	AL4G11890	CP16_g54869_DN3_SP2_c.t1
OG0006162	AL7G11290	CP5_g112_DN3_SP4_c.t1
OG0006163	AL7G10520	CP5_g45_DN3_SP8_c.t1
OG0006164	AL7G46270	CP5_g1790_DN3_SP7_c.t1
OG0006165	AL7G52040	CP5_g1632_DN3_SP8_c.t1
OG0006166	AL7G51700	CP5_g1610_DN3_SP1_c.t1
OG0006167	AL3G15760	CP10_g42521_DN3_SP0_c.t1
OG0006168	AL1G49710	CP7_g44767_DN3_SP8_c.t1
OG0006169	AL1G45800	CP7_g44739_DN3_SP8_c.t1
OG0006170	AL4G32210	CP4_g25131_DN3_SP0_c.t1
OG0006171	AL6G43300	CP20_g4095_DN3_SP8_c.t1
OG0006172	AL6G42250	CP14_g23314_DN3_SP0_c.t1, CP14_g23345_DN3_SP0_c.t1, CP14_g23373_DN1_SP0_c.t1
OG0006173	AL4G29880	CP4_g25342_DN3_SP0_c.t1
OG0006174	AL4G29580	CP4_g25358_DN2_SP2_c.t1
OG0006176	AL6G43650	CP20_g4142_DN3_SP7_c.t1
OG0006178	AL6G44770	CP20_g4247_DN3_SP0_c.t1
OG0006179	AL6G46080	CP20_g4364_DN3_SP0_c.t1
OG0006180	AL6G46490	CP20_g4389_DN3_SP0_c.t1
OG0006181	AL6G46550, AL6G46540	CP20_g4391_DN3_SP8_c.t1
OG0006182	AL6G47030	CP20_g4422_DN3_SP8_c.t1
OG0006183	nbis-gene-1648	CP11_g31804_DN3_SP7_c.t1, CP19_g18450_DN3_SP2_c.t1
OG0006184	AL6G47930	CP11_g31834_DN3_SP3_c.t1
OG0006185	AL6G48110	CP11_g31862_DN2_SP0_c.t1
OG0006186	AL6G48690	CP11_g31901_DN3_SP3_c.t1
OG0006187	AL8G14060	CP13_g20043_DN3_SP8_c.t1
OG0006188	AL8G13480, AL8G13540	CP13_g19995_DN3_SP0_c.t1
OG0006189	AL8G12220	CP13_g19889_DN3_SP7_c.t1
OG0006190	AL8G12200	CP13_g19888_DN3_SP1_c.t1
OG0006191	nbis-gene-1983	CP13_g19863_DN1_SP0_c.t1
OG0006192	AL3G25830	CP13_g19708_DN3_SP8_c.t1
OG0006193	AL7G44160	CP1_g37309_DN3_SP8_c.t1
OG0006194	AL1G16200	CP1_g36911_DN3_SP8_c.t1
OG0006195	AL9U11390	CP6_g9309_DN3_SP8_c.t1
OG0006196	AL9U10310	CP6_g8035_DN3_SP2_c.t1
OG0006197	AL7G42780	CP6_g7668_DN3_SP8_c.t1
OG0006198	AL7G41860	CP6_g7510_DN3_SP0_c.t1
OG0006199	AL7G41790, AL7G41760	CP6_g7504_DN3_SP5_c.t1
OG0006200	AL7G40570	CP6_g7392_DN3_SP8_c.t1
OG0006201	AL7G39780	CP6_g7329_DN3_SP0_c.t1, CP6_g7330_DN3_SP0_c.t1
OG0006202	AL7G48180	CP19_g17898_DN3_SP0_c.t1
OG0006203	AL7G47930	CP19_g17878_DN3_SP3_c.t1, CP13_g19883_DN3_SP3_c.t1
OG0006204	AL4G46410	CP30_g10286_DN1_SP0_c.t1, CP30_g10147_DN2_SP0_c.t1, CP30_g10285_DN2_SP0_c.t1
OG0006205	AL4G46280	CP4_g24038_DN3_SP0_c.t1
OG0006206	AL4G46250	CP4_g24041_DN3_SP5_c.t1
OG0006207	AL4G46030	CP4_g24058_DN3_SP0_c.t1
OG0006208	AL5G41110, AL4G45960	CP4_g24065_DN3_SP1_c.t1
OG0006209	AL5G44220	CP3_g13222_DN3_SP6_c.t1
OG0006211	AL4G44580	CP4_g24190_DN1_SP0_c.t1, CP2_g49339_DN3_SP1_c.t1
OG0006211	nbis-gene-1159	CP4_g24189_DN1_SP0_c.t1
OG0006212	AL4G44480, AL4G44460, AL4G44440	CP4_g24197_DN3_SP8_c.t1
OG0006213	AL4G44150	CP4_g24224_DN3_SP1_c.t1
OG0006214	AL4G44060	CP4_g24232_DN3_SP8_c.t1
OG0006217	AL4G42540	CP4_g24357_DN3_SP8_c.t1
OG0006218	AL4G42040	CP4_g24394_DN3_SP8_c.t1
OG0006219	AL4G41130	CP4_g24467_DN3_SP4_c.t1
OG0006220	AL5G39140	CP3_g13591_DN3_SP0_c.t1
OG0006221	AL5G38830	CP3_g13619_DN3_SP8_c.t1
OG0006223	AL6G10740	CP11_g33711_DN3_SP4_c.t1
OG0006224	AL6G11590	CP11_g33641_DN3_SP0_c.t1
OG0006225	AL6G12070	CP11_g33599_DN3_SP6_c.t1
OG0006226	AL6G24400	CP11_g32593_DN3_SP7_c.t1
OG0006227	AL6G13050	CP11_g33535_DN3_SP3_c.t1
OG0006228	AL6G13630	CP11_g33489_DN3_SP8_c.t1
OG0006229	AL6G31310	CP8_g54348_DN3_SP0_c.t1
OG0006230	AL6G32060	CP8_g54271_DN3_SP8_c.t1
OG0006231	AL6G32200	CP8_g54260_DN3_SP0_c.t1
OG0006232	AL6G32920	CP8_g54197_DN3_SP0_c.t1
OG0006233	AL6G33040	CP8_g54186_DN2_SP0_c.t1
OG0006234	AL6G33090, nbis-gene-1052	CP4_g26148_DN3_SP1_c.t1
OG0006235	AL8G37170	CP8_g54079_DN3_SP5_c.t1
OG0006236	AL8G36780	CP8_g54041_DN3_SP0_c.t1
OG0006237	AL5G25420	CP2_g48992_DN3_SP8_c.t1
OG0006238	AL8G35510	CP8_g53922_DN3_SP7_c.t1
OG0006239	AL8G35210, AL3G40310	CP8_g53894_DN3_SP0_c.t1
OG0006240	AL8G40200	CP2_g47996_DN3_SP4_c.t1
OG0006241	AL8G40600	CP2_g47957_DN3_SP0_c.t1, CP1_g38251_DN1_SP0_c.t1
OG0006242	AL8G40630	CP2_g47953_DN3_SP0_c.t1
OG0006243	AL8G41230	CP2_g47908_DN3_SP8_c.t1
OG0006244	AL3G52250	CP10_g43996_DN3_SP0_c.t1
OG0006245	AL8G42100	CP2_g47831_DN3_SP0_c.t1
OG0006246	AL8G42150	CP2_g47828_DN3_SP8_c.t1
OG0006247	AL666U10010, AL8G42890	CP2_g47765_DN3_SP3_c.t1
OG0006248	AL8G43050	CP2_g47748_DN3_SP8_c.t1
OG0006249	AL8G43120	CP2_g47740_DN3_SP8_c.t1
OG0006250	AL8G43230	CP2_g47730_DN3_SP6_c.t1
OG0006251	AL8G44910	CP12_g30985_DN2_SP0_c.t1
OG0006252	AL8G45190, AL5G14770	CP8_g53539_DN2_SP0_c.t1
OG0006253	AL6G53280	CP8_g54664_DN2_SP3_c.t1
OG0006254	AL6G52100	CP8_g54601_DN3_SP0_c.t1
OG0006255	AL6G51880	CP8_g54532_DN2_SP0_c.t1
OG0006256	AL6G51340	CP11_g32125_DN3_SP2_c.t1
OG0006257	AL6G50750	CP11_g32073_DN2_SP0_c.t1
OG0006259	AL6G50450	CP11_g32046_DN3_SP4_c.t1
OG0006260	AL6G50430	CP11_g32044_DN3_SP8_c.t1
OG0006261	AL8G16150	CP13_g20217_DN3_SP5_c.t1
OG0006262	AL7G46590, AL4G29110	CP4_g25404_DN3_SP0_c.t1
OG0006263	AL4G28720	CP4_g25437_DN3_SP0_c.t1
OG0006264	AL4G28480	CP4_g25457_DN3_SP3_c.t1
OG0006265	AL4G27790	CP4_g25516_DN3_SP4_c.t1
OG0006266	AL4G27150	CP4_g25568_DN3_SP1_c.t1
OG0006267	AL4G27010	CP4_g25577_DN3_SP3_c.t1
OG0006268	AL163U10020, AL4G26350	CP4_g25636_DN3_SP0_c.t1
OG0006269	AL4G26060, AL4G26140	CP4_g25656_DN2_SP0_c.t1
OG0006270	AL4G25260	CP4_g25717_DN2_SP2_c.t1
OG0006271	AL4G24440	CP4_g25783_DN3_SP0_c.t1
OG0006272	AL4G24420	CP4_g25784_DN3_SP0_c.t1
OG0006273	AL4G24250	CP4_g25794_DN3_SP2_c.t1
OG0006274	AL4G24240	CP4_g25795_DN3_SP8_c.t1
OG0006275	AL4G21580	CP4_g25903_DN3_SP0_c.t1
OG0006276	AL4G22520	CP4_g25990_DN1_SP1_c.t1
OG0006277	AL7G25370	CP5_g1270_DN3_SP3_c.t1
OG0006278	AL3G10740	CP10_g42154_DN3_SP6_c.t1
OG0006279	AL6G10040	CP11_g33770_DN3_SP8_c.t1
OG0006280	AL3G19590	CP10_g42824_DN3_SP7_c.t1
OG0006281	AL6G10170	CP11_g33754_DN2_SP0_c.t1
OG0006282	AL7G26400, AL7G26380	CP19_g17986_DN3_SP8_c.t1
OG0006283	AL3G11050	CP10_g42180_DN3_SP4_c.t1
OG0006284	AL3G11190	CP10_g42193_DN3_SP0_c.t1
OG0006285	AL6G26610	CP11_g32395_DN1_SP0_c.t1
OG0006286	AL3G13060	CP10_g42333_DN3_SP8_c.t1
OG0006287	AL3G13280	CP10_g42346_DN3_SP8_c.t1
OG0006288	AL3G13520	CP10_g42365_DN3_SP8_c.t1
OG0006289	AL3G13750	CP10_g42382_DN3_SP0_c.t1
OG0006290	AL3G14290	CP10_g42422_DN3_SP8_c.t1
OG0006291	AL3G15930	CP10_g42528_DN3_SP1_c.t1
OG0006292	nbis-gene-1695	CP1_g38480_DN2_SP0_c.t1
OG0006294	AL759U10010, AL3G18550	CP10_g42732_DN3_SP0_c.t1
OG0006295	AL4G38310	CP4_g24670_DN3_SP8_c.t1
OG0006297	AL4G37220	CP4_g24749_DN3_SP8_c.t1
OG0006298	AL4G36970	CP4_g24768_DN3_SP0_c.t1
OG0006300	AL4G36060	CP4_g24847_DN3_SP4_c.t1
OG0006301	AL4G32010	CP4_g25148_DN3_SP0_c.t1
OG0006302	AL4G32440	CP4_g25112_DN3_SP8_c.t1
OG0006303	AL4G32670, AL4G32680	CP4_g25090_DN3_SP0_c.t1
OG0006304	AL5G34580	CP3_g13991_DN1_SP0_c.t1
OG0006305	AL4G34030	CP4_g24980_DN3_SP4_c.t1
OG0006306	AL4G34680	CP4_g24953_DN3_SP0_c.t1
OG0006307	AL4G35620	CP4_g24884_DN3_SP8_c.t1
OG0006308	AL1G27970	CP7_g46152_DN3_SP8_c.t1
OG0006309	AL1G28310	CP7_g46121_DN3_SP8_c.t1
OG0006310	AL1G28730, AL6G51090	CP7_g46088_DN3_SP7_c.t1
OG0006311	AL6G51070, AL6G51100, AL1G28740	CP7_g46087_DN3_SP8_c.t1
OG0006312	AL1G28980	CP7_g46068_DN2_SP7_c.t1
OG0006313	AL1G29130	CP7_g46051_DN1_SP0_c.t1
OG0006314	AL1G29300	CP7_g46037_DN3_SP2_c.t1
OG0006316	AL1G30670	CP7_g45929_DN3_SP0_c.t1
OG0006317	AL1G30520	CP7_g45942_DN3_SP8_c.t1
OG0006318	AL1G31720	CP7_g45842_DN3_SP7_c.t1
OG0006319	AL1G33120	CP7_g45735_DN3_SP8_c.t1
OG0006320	AL1G33330, AL1G33260	CP7_g45726_DN3_SP2_c.t1
OG0006321	AL2G36410	CP9_g29274_DN3_SP8_c.t1
OG0006322	AL1G33750	CP7_g45694_DN3_SP8_c.t1
OG0006323	AL1G33830	CP7_g45687_DN3_SP0_c.t1
OG0006325	AL1G36360	CP7_g45503_DN2_SP0_c.t1
OG0006328	AL2G26240	CP9_g28316_DN3_SP4_c.t1
OG0006329	AL1G40680	CP7_g45156_DN3_SP8_c.t1
OG0006330	AL1G41030	CP7_g45125_DN3_SP3_c.t1
OG0006331	AL1G40960	CP7_g45126_DN3_SP8_c.t1
OG0006332	AL1G40890	CP7_g45132_DN2_SP0_c.t1
OG0006333	AL7G29050	CP19_g18229_DN3_SP5_c.t1
OG0006334	AL7G29040	CP19_g18228_DN3_SP0_c.t1
OG0006335	AL7G28580	CP19_g18188_DN3_SP8_c.t1
OG0006336	AL7G28320	CP19_g18161_DN3_SP2_c.t1
OG0006337	AL7G27880	CP19_g18120_DN3_SP0_c.t1
OG0006339	AL4G11900	CP16_g54870_DN3_SP4_c.t1
OG0006340	AL4G10510	CP16_g54760_DN3_SP8_c.t1
OG0006342	AL1G32120, AL1G26850	CP1_g37792_DN3_SP8_c.t1
OG0006343	AL1G26830	CP1_g37790_DN3_SP8_c.t1
OG0006344	AL1G26310	CP1_g37747_DN3_SP1_c.t1
OG0006345	AL2G34370	CP9_g29089_DN3_SP3_c.t1
OG0006346	AL1G23930	CP1_g37560_DN3_SP6_c.t1
OG0006347	AL1G23830	CP1_g37548_DN3_SP8_c.t1
OG0006349	AL1G22290	CP1_g37421_DN3_SP8_c.t1
OG0006350	AL1G18440	CP13_g20137_DN3_SP0_c.t1, CP1_g37088_DN3_SP2_c.t1
OG0006351	AL1G20470	CP1_g37272_DN3_SP8_c.t1
OG0006352	AL1G20830	CP1_g37299_DN3_SP0_c.t1
OG0006353	AL1G19340	CP1_g37171_DN3_SP0_c.t1
OG0006354	AL1G18780	CP4_g25800_DN2_SP0_c.t1, CP1_g37118_DN3_SP2_c.t1
OG0006355	AL1G18120	CP1_g37066_DN3_SP2_c.t1, CP13_g20138_DN3_SP0_c.t1
OG0006356	AL1G17350	CP1_g37004_DN3_SP1_c.t1
OG0006357	AL1G17020	CP1_g36983_DN3_SP0_c.t1
OG0006358	AL1G16860	CP1_g36973_DN3_SP7_c.t1
OG0006359	AL5G31690	CP3_g14239_DN3_SP8_c.t1
OG0006360	AL1G16260	CP1_g36916_DN2_SP1_c.t1
OG0006361	AL1G16120	CP1_g36906_DN2_SP0_c.t1
OG0006362	AL1G14860	CP1_g36565_DN3_SP0_c.t1
OG0006363	AL1G13650	CP1_g36672_DN2_SP3_c.t1
OG0006364	AL1G12840	CP1_g36737_DN3_SP8_c.t1
OG0006365	AL1G12870	CP1_g36735_DN2_SP0_c.t1
OG0006366	AL1G14210, AL1G11910	CP1_g36808_DN3_SP0_c.t1
OG0006367	AL1G11610	CP1_g36529_DN3_SP7_c.t1
OG0006368	AL6G24850	CP11_g32550_DN3_SP8_c.t1
OG0006369	AL6G25910	CP11_g32461_DN3_SP1_c.t1
OG0006370	AL6G26190	CP11_g32438_DN3_SP7_c.t1
OG0006371	AL6G26040	CP11_g32450_DN1_SP0_c.t1
OG0006372	AL6G27210	CP11_g32340_DN3_SP6_c.t1
OG0006373	AL6G27840	CP11_g32283_DN3_SP0_c.t1
OG0006374	AL6G28650	CP11_g32215_DN3_SP3_c.t1
OG0006375	AL2G26340, AL2G26380	CP9_g28328_DN3_SP2_c.t1
OG0006376	AL6G28780	CP11_g32202_DN3_SP0_c.t1
OG0006377	AL6G28910	CP11_g32191_DN3_SP7_c.t1
OG0006378	AL6G29850	CP8_g54481_DN3_SP8_c.t1
OG0006379	AL8G21190	CP2_g48791_DN3_SP8_c.t1
OG0006380	AL5G32760	CP3_g14149_DN3_SP5_c.t1
OG0006381	AL6G16790	CP11_g33259_DN3_SP6_c.t1
OG0006383	AL6G16070	CP11_g33200_DN3_SP8_c.t1
OG0006384	AL6G15920	CP11_g33305_DN3_SP7_c.t1
OG0006385	AL6G53250	CP8_g54658_DN3_SP0_c.t1
OG0006386	AL6G37310	CP2_g48458_DN3_SP8_c.t1
OG0006387	AL6G37080	CP2_g48443_DN3_SP3_c.t1
OG0006388	AL5G35820	CP3_g13880_DN3_SP0_c.t1
OG0006389	AL6G36050	CP2_g48373_DN3_SP1_c.t1
OG0006391	AL6G35280	CP2_g48317_DN3_SP0_c.t1
OG0006392	AL6G35180	CP2_g48309_DN3_SP7_c.t1
OG0006393	AL6G35090	CP2_g48305_DN3_SP1_c.t1
OG0006394	AL8G37690	CP2_g48207_DN3_SP1_c.t1
OG0006395	AL8G38360	CP2_g48140_DN3_SP0_c.t1
OG0006396	AL8G38720	CP2_g48108_DN3_SP5_c.t1
OG0006397	AL8G38930	CP2_g48090_DN2_SP0_c.t1
OG0006398	AL8G39060	CP2_g48080_DN2_SP0_c.t1
OG0006399	AL8G39180	CP2_g48070_DN3_SP0_c.t1
OG0006401	AL8G39770	CP2_g48026_DN3_SP2_c.t1
OG0006402	AL8G39780	CP2_g48025_DN3_SP3_c.t1
OG0006403	AL1010U10020	CP8_g53875_DN3_SP1_c.t1
OG0006405	AL5G31550	CP3_g14251_DN3_SP8_c.t1
OG0006406	AL5G31480	CP3_g14259_DN3_SP3_c.t1
OG0006407	AL5G31430	CP3_g14264_DN3_SP1_c.t1
OG0006408	AL5G29780	CP3_g14396_DN2_SP0_c.t1
OG0006409	AL5G28250	CP3_g14504_DN3_SP8_c.t1
OG0006410	AL5G27250	CP3_g14592_DN2_SP5_c.t1
OG0006411	AL5G24010	CP3_g14877_DN3_SP0_c.t1
OG0006412	AL2G27290	CP9_g28420_DN3_SP0_c.t1
OG0006414	AL2G26520	CP9_g28343_DN2_SP6_c.t1
OG0006415	AL1G40480	CP7_g45175_DN3_SP0_c.t1
OG0006416	AL2G26560	CP9_g28352_DN1_SP0_c.t1
OG0006417	AL2G27840	CP9_g28475_DN3_SP7_c.t1
OG0006418	AL2G28250	CP9_g28498_DN2_SP0_c.t1
OG0006420	AL2G28980	CP9_g28584_DN3_SP8_c.t1
OG0006422	AL7G45360, AL1G26820	CP1_g37789_DN3_SP3_c.t1
OG0006423	AL2G31140	CP9_g28772_DN3_SP5_c.t1
OG0006424	AL2G31530	CP9_g28811_DN3_SP8_c.t1
OG0006425	AL2G31640	CP9_g28820_DN1_SP0_c.t1
OG0006427	AL2G31870	CP9_g28853_DN3_SP0_c.t1
OG0006428	AL2G38470	CP9_g29457_DN3_SP7_c.t1
OG0006429	AL2G37980, AL89U10030	CP9_g29417_DN3_SP8_c.t1
OG0006431	AL2G37350, AL1G30830	CP9_g29361_DN1_SP0_c.t1
OG0006432	AL2G35560	CP9_g29198_DN3_SP0_c.t1
OG0006433	AL2G35280	CP9_g29172_DN3_SP3_c.t1
OG0006434	AL2G34710	CP9_g29120_DN3_SP0_c.t1
OG0006436	AL2G32970	CP9_g28952_DN3_SP0_c.t1
OG0006437	AL2G32230	CP9_g28894_DN3_SP5_c.t1
OG0006438	AL2G39480	CP9_g29543_DN3_SP7_c.t1
OG0006439	AL2G39650	CP9_g29556_DN3_SP0_c.t1
OG0006440	AL2G40000	CP9_g29576_DN3_SP7_c.t1
OG0006441	AL2G40850	CP9_g29650_DN3_SP6_c.t1
OG0006442	AL3G24540	CP10_g43243_DN3_SP0_c.t1
OG0006443	AL3G26350	CP10_g43380_DN3_SP8_c.t1
OG0006444	AL1G61730	CP7_g46251_DN3_SP8_c.t1
OG0006445	AL3G27980	CP12_g29881_DN3_SP8_c.t1, CP7_g46210_DN3_SP1_c.t1
OG0006446	AL3G28190	CP12_g29897_DN3_SP8_c.t1
OG0006447	AL3G28510	CP12_g29929_DN3_SP7_c.t1
OG0006449	AL3G30080	CP12_g30051_DN3_SP0_c.t1
