Orthogroup	Arabidopsis_lyrata_Rawat	Alyssum_gmelinii
OG0006022	AL7G20950	Ag003G267990
OG0006023	AL7G20870	Ag003G268270
OG0006025	AL1G44160	Ag007G580880
OG0006026	AL7G17970	Ag003G275840
OG0006027	AL7G17880	Ag003G275460
OG0006028	AL7G17870	Ag003G275430
OG0006029	AL3G46720	Ag005G419800
OG0006030	AL7G16520	Ag003G282380
OG0006031	AL7G16410	Ag003G282780
OG0006032	AL7G16360	Ag003G282830
OG0006033	AL8G37210	Ag008G712550
OG0006034	AL1G49680	Ag007G579280
OG0006035	AL1G46380	Ag007G578320
OG0006036	AL1G46790	Ag007G578020
OG0006037	AL1G47030, AL3G32430	Ag001G101150
OG0006038	AL7G37690	Ag001G101340
OG0006039	AL7G38530	Ag001G101990
OG0006040	AL1G65310	Ag004G365040, Ag004G365580
OG0006041	AL2G18070	Ag004G367850
OG0006043	AL2G16280	Ag004G371680
OG0006044	AL1G21700	Ag004G312610
OG0006045	AL5G10070	Ag008G658440, Ag012G741190
OG0006046	AL3G43550	Ag001G074370, Ag004G348260
OG0006047	AL5G10430	Ag008G658170, Ag012G740870
OG0006049	AL5G11260	Ag002G171780
OG0006050	AL2G31090	Ag004G342820
OG0006051	AL5G11920	Ag008G660890
OG0006052	AL5G13070	Ag006G565660
OG0006053	AL5G13590, AL3G42500	Ag001G001500
OG0006054	AL1G24640	Ag004G317150
OG0006055	AL5G14570	Ag008G665180
OG0006056	AL5G15380	Ag008G666940
OG0006057	AL7G48620, AL5G16190	Ag008G668480
OG0006059	AL5G16680	Ag008G669160
OG0006060	AL5G16720	Ag008G669420
OG0006061	AL5G17520	Ag004G379780, Ag008G674030
OG0006063	AL5G17980	Ag005G414540
OG0006064	AL5G18320	Ag008G672140
OG0006065	AL5G18810	Ag007G619470
OG0006068	AL2G24930	Ag004G358200
OG0006070	AL2G22520	Ag004G370230
OG0006071	AL2G10290	Ag004G401230
OG0006072	AL2G10310	Ag004G401210
OG0006073	AL2G11560	Ag004G388820, Ag004G393750
OG0006074	AL2G11790	Ag004G386480
OG0006075	AL2G12630	Ag004G382000
OG0006077	AL4G39100	Ag002G189530
OG0006078	AL3G20500	Ag005G477650, Ag005G476820
OG0006079	AL3G21710	Ag005G475700
OG0006080	AL3G22460	Ag005G474220
OG0006081	AL6G16440	Ag006G504240
OG0006082	AL3G24120	Ag005G471190
OG0006084	AL8G24500	Ag008G699580
OG0006085	AL8G25390	Ag002G192480, Ag008G676540
OG0006087	AL7G27480	Ag007G585560
OG0006088	AL8G27520, AL4G21070, AL8G27580	Ag008G684750
OG0006089	AL7G24770	Ag003G252850
OG0006090	AL8G28290	Ag008G686980
OG0006091	AL5G10050	Ag008G658460, Ag012G741210
OG0006092	AL8G28640	Ag008G687370
OG0006093	AL8G29580	Ag008G688670, Ag008G689800
OG0006094	AL8G29910	Ag001G057850
OG0006095	AL8G30100	Ag008G693380
OG0006096	AL8G30150	Ag008G693600
OG0006097	AL8G30590	Ag008G694580
OG0006098	AL8G31290	Ag008G696320
OG0006099	AL8G32630	Ag008G700070
OG0006100	AL8G33460, AL675U10010	Ag008G703220
OG0006101	AL8G33640	Ag008G703880
OG0006102	AL1G27540	Ag004G323000
OG0006103	AL8G34080	Ag008G705100
OG0006104	AL1G25590	Ag002G169450, Ag004G318910
OG0006105	AL8G34110	Ag008G705180
OG0006106	AL6G23260	Ag007G609560, Ag006G545220
OG0006107	AL6G23170	Ag007G609450
OG0006108	AL6G22170	Ag007G607490
OG0006109	AL6G20810	Ag007G604520
OG0006110	AL6G20620	Ag007G604220
OG0006112	AL6G19390	Ag007G601770, Ag003G245840
OG0006113	AL6G18810	Ag007G601180
OG0006114	AL6G18510	Ag007G600760
OG0006115	AL6G18470	Ag007G600720
OG0006116	AL6G18060	Ag007G600050
OG0006117	AL8G38740	Ag008G726810
OG0006118	AL7G37390	Ag006G577730
OG0006119	AL7G37030	Ag006G577350
OG0006120	AL7G36630	Ag003G218880, Ag006G576720
OG0006121	AL7G36580	Ag006G576480
OG0006122	AL7G35970	Ag006G575030
OG0006123	AL7G35870, nbis-gene-1818	Ag006G574860, Ag006G574840
OG0006124	AL7G35730	Ag006G574380
OG0006125	AL7G34590	Ag005G475680
OG0006126	AL4G20250, AL4G20230	Ag007G597780
OG0006127	AL7G33580	Ag006G560890
OG0006128	AL7G32970	Ag006G564020
OG0006129	AL7G32770	Ag006G564510
OG0006130	AL7G32380	Ag006G565960
OG0006131	AL7G31730	Ag006G555720
OG0006133	AL7G30690	Ag006G551000
OG0006134	AL7G30020	Ag006G548160, Ag006G546530
OG0006135	AL7G29710	Ag006G546960, Ag006G542040
OG0006136	AL7G29540	Ag006G542630, Ag006G544980
OG0006137	AL7G29230	Ag006G543530, Ag006G544060
OG0006138	AL6G44840	Ag002G147180
OG0006139	AL1G48450	Ag006G539380, Ag006G536850
OG0006140	AL1G52500	Ag006G533200
OG0006141	AL1G51970	Ag006G531850
OG0006142	AL7G29130	Ag007G585400
OG0006143	nbis-gene-1156	Ag002G198530
OG0006144	AL1G41340	Ag007G583990
OG0006145	AL1G41560	Ag007G583770
OG0006146	AL1G53210	Ag007G584360
OG0006147	AL1G42000	Ag007G583200
OG0006148	AL1G42020	Ag007G586880, Ag004G377400
OG0006150	AL1G43080	Ag007G582250
OG0006151	AL1G43130	Ag007G582210
OG0006152	AL1G43170	Ag007G582140
OG0006153	AL1G43950	Ag007G581050
OG0006154	AL700U10010, AL1G44090	Ag007G580930
OG0006155	AL1G44320	Ag007G580690
OG0006156	AL1G44380	Ag007G580620
OG0006157	AL7G15350	Ag003G286560
OG0006158	AL7G14290	Ag003G289260
OG0006159	AL7G13830	Ag003G290190, Ag004G367570
OG0006160	AL7G13420	Ag003G291090
OG0006161	AL7G12300	Ag003G293240
OG0006162	AL7G11290	Ag001G025430, Ag001G025420, Ag003G295100
OG0006163	AL7G10520	Ag003G296640
OG0006164	AL7G46270	Ag007G645670
OG0006164	AL1G43210	Ag007G582090
OG0006165	AL7G52040	Ag007G647190
OG0006166	AL7G51700	Ag003G259280, Ag007G647360
OG0006167	AL3G15760	Ag005G484060
OG0006168	AL1G49710	Ag007G579310
OG0006169	AL1G45800	Ag007G578940
OG0006170	AL4G32210	Ag002G165950
OG0006171	AL6G43300	Ag009G736790, Ag002G151770
OG0006172	AL6G42250	Ag002G149800, Ag009G735220
OG0006174	AL4G29580	Ag002G159330
OG0006175	AL8G19230, AL8G19220	Ag005G460020
OG0006176	AL6G43650	Ag002G149160
OG0006177	nbis-gene-1623	Ag002G147970
OG0006178	AL6G44770	Ag002G147450
OG0006179	AL6G46080	Ag002G145420
OG0006181	AL6G46550, AL6G46540	Ag002G143320
OG0006182	AL6G47030	Ag002G144740
OG0006183	nbis-gene-1648	Ag002G141130
OG0006184	AL6G47930	Ag002G140240
OG0006185	AL6G48110	Ag002G139680
OG0006186	AL6G48690	Ag002G131860
OG0006187	AL8G14060	Ag001G026440, Ag004G338640
OG0006188	AL8G13480, AL8G13540	Ag002G103790
OG0006189	AL8G12220	Ag002G108950, Ag002G112930
OG0006190	AL8G12200	Ag002G112970, Ag002G108990
OG0006191	nbis-gene-1983	Ag002G116580, Ag002G116560
OG0006192	AL3G25830	Ag002G123760
OG0006193	AL7G44160	Ag005G424170
OG0006194	AL1G16200	Ag008G705490, Ag004G305320
OG0006195	AL7G51750, AL9U11390	Ag006G500510
OG0006196	AL9U10310	Ag001G039000
OG0006197	AL7G42780	Ag001G038210
OG0006198	AL7G41860	Ag001G036860
OG0006199	AL7G41790, AL7G41760	Ag001G036740
OG0006200	AL7G40570	Ag001G034380
OG0006201	AL7G39780	Ag001G032990
OG0006202	AL7G48180	Ag002G190330
OG0006203	AL7G47930	Ag007G656370
OG0006204	AL4G46410	Ag002G204430
OG0006205	AL4G46280	Ag002G204280
OG0006206	AL4G46250	Ag002G204250
OG0006207	AL4G46030	Ag002G203760
OG0006208	AL5G41110, AL4G45960	Ag002G203670
OG0006209	AL5G44220	Ag001G095280
OG0006210	AL4G45460	Ag002G203070
OG0006211	AL4G44580, nbis-gene-1159	Ag002G201650
OG0006212	AL4G44480, AL4G44460, AL4G44440	Ag002G201500
OG0006213	AL4G44150	Ag002G201020, Ag002G200990
OG0006214	AL4G44060	Ag002G200900, Ag002G126270
OG0006215	AL4G43820	Ag002G200190
OG0006216	AL4G42640	Ag002G198140
OG0006217	AL4G42540	Ag002G197910
OG0006218	AL4G42040	Ag001G090440
OG0006219	AL4G41130	Ag002G194750
OG0006220	AL5G39140	Ag001G085110, Ag003G270780
OG0006221	AL5G38830	Ag001G084320
OG0006222	AL4G39600	Ag002G191040
OG0006223	AL6G10740	Ag006G491650
OG0006224	AL6G11590	Ag006G493260
OG0006225	AL6G12070	Ag006G494020
OG0006226	AL6G24400	Ag007G612500, Ag007G619450
OG0006227	AL6G13050	Ag006G495870
OG0006228	AL6G13630	Ag006G497040
OG0006229	AL6G31310	Ag008G719110
OG0006230	AL6G32060	Ag008G717760
OG0006231	AL6G32200	Ag008G717630
OG0006232	AL6G32920	Ag008G716240
OG0006233	AL6G33040	Ag008G716080
OG0006234	AL6G33090, nbis-gene-1052	Ag008G716010
OG0006235	AL8G37170, AL4G18600	Ag008G712380
OG0006236	AL8G36780	Ag008G711190
OG0006237	AL5G25420	Ag006G503070
OG0006238	AL8G35510	Ag006G495820, Ag006G495780, Ag008G707730
OG0006239	AL8G35210, AL3G40310	Ag008G706920
OG0006240	AL8G40200	Ag008G729050
OG0006241	AL8G40600	Ag008G729600, Ag008G729580
OG0006242	AL8G40630	Ag008G729640
OG0006243	AL8G41230	Ag008G730550
OG0006244	AL3G52250	Ag005G418480
OG0006245	AL8G42100	Ag008G731630
OG0006246	AL8G42150	Ag008G731670
OG0006247	AL666U10010, AL8G42890	Ag008G732800
OG0006248	AL8G43050	Ag008G733040
OG0006249	AL8G43120	Ag008G733140
OG0006250	AL8G43230	Ag008G733340
OG0006251	AL8G44910	Ag001G100020
OG0006252	AL8G45190, AL5G14770	Ag001G099560
OG0006253	AL6G53280	Ag006G519550
OG0006254	AL6G52100	Ag006G516450
OG0006255	AL6G51880	Ag006G514240
OG0006256	AL6G51340	Ag006G512790
OG0006257	AL6G50750	Ag006G511110
OG0006258	AL6G50470	Ag006G510030
OG0006259	AL6G50450	Ag006G510010
OG0006260	AL6G50430	Ag006G509990
OG0006261	AL8G16150	Ag007G587070
OG0006263	AL4G28720	Ag007G588520
OG0006264	AL4G28480	Ag007G588660
OG0006265	AL4G27790	Ag007G589470
OG0006266	AL4G27150	Ag007G590460
OG0006267	AL4G27010	Ag007G590620
OG0006268	AL163U10020, AL4G26350	Ag007G591520
OG0006270	AL4G25260	Ag007G592500
OG0006271	AL4G24440	Ag007G593710
OG0006272	AL4G24420	Ag007G593750
OG0006274	AL4G24240	Ag007G593860
OG0006275	AL4G21580	Ag007G595720
OG0006276	AL4G22520	Ag007G596600
OG0006277	AL7G25370	Ag003G251350
OG0006278	AL3G10740	Ag001G100280
OG0006279	AL6G10040	Ag006G490700
OG0006280	AL3G19590	Ag005G478750
OG0006281	AL6G10170	Ag006G491150
OG0006282	AL7G26400, AL7G26380	Ag007G581960
OG0006283	AL3G11050	Ag005G490340
OG0006284	AL3G11190	Ag005G405800, Ag005G490160, Ag005G490140
OG0006285	AL6G26610	Ag007G619760, Ag007G619800
OG0006286	AL3G13060	Ag005G487750
OG0006287	AL3G13290, AL3G13280	Ag005G487310
OG0006288	AL3G13520	Ag005G486890, Ag004G374100
OG0006289	AL3G13750	Ag005G486460
OG0006290	AL3G14290	Ag005G485760
OG0006291	AL3G15930	Ag005G483930
OG0006292	nbis-gene-1695	Ag004G377170
OG0006293	AL3G18300	Ag005G480500
OG0006294	AL759U10010, AL3G18550	Ag005G480250
OG0006295	AL4G38310	Ag002G187100
OG0006296	AL4G38300	Ag002G187090
OG0006297	AL4G37220	Ag002G183150
OG0006298	AL4G36970	Ag002G181910
OG0006299	AL92U10080, AL4G36410	Ag002G180070
OG0006300	AL4G36060	Ag002G178020
OG0006301	AL4G32010	Ag002G164960
OG0006302	AL4G32440	Ag002G166700
OG0006303	AL4G32670, AL4G32680	Ag002G167420
OG0006304	AL5G34580	Ag001G072980
OG0006305	AL4G34030	Ag002G172590
OG0006306	AL4G34680	Ag002G173960
OG0006307	AL4G35620	Ag002G176400
OG0006308	AL1G27970	Ag004G323920
OG0006309	AL1G28310	Ag004G324640
OG0006310	AL1G28730, AL6G51090	Ag004G325250
OG0006311	AL6G51070, AL6G51100, AL1G28740	Ag004G325260
OG0006312	AL1G28980	Ag004G325530
OG0006313	AL1G29130	Ag004G326050
OG0006314	AL1G29300	Ag004G326320
OG0006315	AL1G30060	Ag004G328110
OG0006316	AL1G30670	Ag004G329680
OG0006317	AL1G30520	Ag004G329370
OG0006318	AL1G31720	Ag004G331800
OG0006319	AL1G33120	Ag004G333930, Ag001G076030
OG0006320	AL1G33330, AL1G33260	Ag004G334180
OG0006321	AL2G36410	Ag003G221190
OG0006322	AL1G33750	Ag004G334860
OG0006323	AL1G33830	Ag004G335120
OG0006324	AL1G34720	Ag004G337420
OG0006325	AL1G36360	Ag004G340680, Ag004G340690, Ag004G340630
OG0006327	AL1G39170	Ag003G245180
OG0006328	AL2G26240	Ag004G355620
OG0006330	AL1G41030	Ag001G071330, Ag006G528620
OG0006331	AL1G40960	Ag004G349850
OG0006332	AL1G40890	Ag006G528540
OG0006333	AL7G29050	Ag007G602420
OG0006334	AL7G29040	Ag007G607400
OG0006335	AL7G28580, AL1G53360	Ag006G531480
OG0006336	AL7G28320	Ag007G598550
OG0006337	AL7G27880	Ag007G586200
OG0006339	AL4G11900	Ag006G522780
OG0006340	AL4G10510	Ag006G520950
OG0006342	AL1G32120, AL1G26850	Ag004G321700
OG0006343	AL1G26830	Ag004G321590
OG0006344	AL1G26310	Ag004G320700
OG0006345	AL2G34370	Ag003G230840
OG0006346	AL1G23930	Ag004G316160
OG0006347	AL1G23830	Ag004G315940, Ag001G073650
OG0006349	AL1G22290	Ag004G313470
OG0006350	AL1G18440	Ag004G307990
OG0006351	AL1G20470	Ag004G310790
OG0006352	AL1G20830	Ag004G311260
OG0006353	AL1G19340	Ag004G309100
OG0006354	AL1G18780	Ag004G308440, Ag001G066870
OG0006355	AL1G18120	Ag004G307590, Ag004G306640
OG0006356	AL1G17350	Ag004G306580
OG0006357	AL1G17020	Ag004G306110
OG0006358	AL1G16860	Ag004G305990
OG0006359	AL5G31690	Ag001G067450
OG0006360	AL1G16260	Ag004G305380
OG0006361	AL1G16120	Ag004G305250, Ag004G305240
OG0006362	AL1G14860	Ag004G303440
OG0006363	AL1G13650	Ag004G302010
OG0006364	AL1G12840	Ag004G300670
OG0006365	AL1G12870	Ag004G300700
OG0006367	AL1G11610	Ag004G299180
OG0006368	AL6G24850	Ag007G613430
OG0006369	AL6G25910	Ag007G617170, Ag020G743140
OG0006370	AL6G26190	Ag007G618000
OG0006371	AL6G26040	Ag007G617580
OG0006372	AL6G27210	Ag007G621810
OG0006373	AL6G27840	Ag007G623870
OG0006374	AL6G28650	Ag007G625830, Ag007G626100
OG0006375	AL2G26340, AL2G26380	Ag004G355380
OG0006376	AL6G28780	Ag007G626560
OG0006377	AL6G28910	Ag007G627870
OG0006378	AL6G29850	Ag007G630260
OG0006379	AL8G21190	Ag007G642750
OG0006380	AL5G32760	Ag001G064490
OG0006381	AL6G16790	Ag006G505130
OG0006383	AL6G16070	Ag006G502880
OG0006384	AL6G15920	Ag006G501920
OG0006385	AL6G53250	Ag006G519770, Ag003G276340
OG0006386	AL6G37310	Ag008G720490
OG0006387	AL6G37080	Ag008G720990
OG0006388	AL5G35820	Ag001G076060
OG0006389	AL6G36050	Ag008G722360
OG0006391	AL6G35280	Ag008G723290
OG0006392	AL6G35180	Ag008G723400
OG0006393	AL6G35090	Ag008G723470
OG0006394	AL8G37690	Ag008G725080
OG0006395	AL8G38360	Ag008G726180
OG0006396	AL8G38720	Ag008G726790
OG0006397	AL8G38930	Ag008G727010
OG0006398	AL8G39060	Ag008G727130
OG0006399	AL8G39180	Ag008G727220
OG0006401	AL8G39770	Ag008G728360
OG0006402	AL8G39780	Ag008G728370
OG0006403	AL1010U10020	Ag008G706430
OG0006404	AL8G34560, AL8G34550	Ag008G705800
OG0006405	AL5G31550	Ag001G059500, Ag001G059300
OG0006406	AL5G31480	Ag001G059600, Ag001G059420
OG0006407	AL5G31430	Ag001G059710, Ag001G059460
OG0006408	AL5G29780	Ag001G058610
OG0006409	AL5G28250	Ag008G690760
OG0006410	AL5G27250	Ag001G055530
OG0006411	AL5G24010	Ag001G050320, Ag010G740640
OG0006412	AL2G27290	Ag004G353050
OG0006413	AL5G23480	Ag004G303140
OG0006414	AL2G26520	Ag004G355040
OG0006415	AL1G40480	Ag003G246920
OG0006416	AL2G26560	Ag004G354900
OG0006417	AL2G27840	Ag004G350670
OG0006418	AL2G28250	Ag004G350050
OG0006420	AL2G28980	Ag004G347900
OG0006421	AL22U10040	Ag004G347150, Ag004G346990
OG0006422	AL7G45360, AL1G26820	Ag004G321570, Ag004G321580
OG0006423	AL2G31140	Ag004G342710
OG0006424	AL2G31530	Ag008G703090, Ag004G382800, Ag004G341800
OG0006425	AL2G31640	Ag003G240810
OG0006426	AL6G21130	Ag007G605390
OG0006427	AL2G31870	Ag003G240320
OG0006428	AL2G38470	Ag003G214880
OG0006429	AL2G37980, AL89U10030	Ag003G215980
OG0006431	AL2G37350, AL1G30830	Ag004G329910
OG0006432	AL2G35560	Ag003G225600
OG0006433	AL2G35280	Ag003G226620
OG0006434	AL2G34710	Ag003G229100
OG0006435	AL2G33530	Ag003G234480
OG0006436	AL2G32970	Ag003G237110
OG0006437	AL2G32230	Ag003G239220
OG0006438	AL2G39480	Ag003G212180, Ag002G197630
OG0006439	AL2G39650	Ag003G211950
OG0006440	AL2G40000	Ag003G211650
OG0006441	AL2G40850	Ag003G209350
OG0006442	AL3G24540	Ag005G470430
OG0006443	AL3G26350	Ag005G467430
OG0006444	AL1G61730	Ag001G006480
OG0006445	AL3G27980	Ag005G463770
OG0006446	AL3G28190	Ag005G463150
OG0006447	AL3G28510	Ag005G462610
OG0006448	AL3G28870	Ag005G461740
OG0006449	AL3G30080	Ag005G459130
OG0006450	AL5G28900	Ag008G692070
OG0006451	AL3G30500	Ag005G458000
OG0006452	AL3G30550	Ag005G457890
OG0006453	AL3G30590	Ag005G457720
OG0006454	AL3G30690	Ag005G457520
OG0006456	AL3G31000	Ag005G456780
OG0006457	AL3G31030	Ag005G456580
OG0006458	AL3G31070	Ag005G456550
OG0006459	AL3G31160, AL143U10010	Ag005G456360
OG0006460	AL7G40620	Ag001G034420
OG0006461	AL3G31420	Ag005G455600, Ag005G455590
OG0006462	AL3G31720	Ag005G454780
OG0006463	AL3G32180	Ag005G453070
OG0006464	AL3G32220	Ag005G452960
OG0006465	AL3G32970	Ag005G449190
OG0006466	AL3G33680	Ag005G447180
OG0006467	AL3G34060	Ag005G446280
OG0006469	AL3G34740	Ag005G443250, Ag005G444460
OG0006470	AL3G34870	Ag005G442950, Ag005G444220
OG0006471	AL3G35670	Ag005G449670, Ag005G441350
OG0006472	AL3G36520	Ag005G438960
OG0006473	AL3G36650	Ag005G438750
OG0006474	AL3G37120, AL166U10020	Ag005G437330
OG0006475	AL3G37220	Ag005G437020
OG0006476	AL3G37830	Ag005G435710
OG0006477	AL471U10010, AL3G37880	Ag005G435650
OG0006478	AL3G38200	Ag005G433700, Ag005G434470
OG0006479	AL3G39530	Ag005G431130
OG0006480	AL3G42190	Ag002G127570, Ag004G354910, Ag005G426110
OG0006481	AL3G47180	Ag005G419380
OG0006482	AL3G50100	Ag005G416350
OG0006483	AL3G50540	Ag004G349460, Ag004G349450, Ag005G415340
OG0006484	AL3G50870	Ag005G414710
OG0006485	AL3G52040	Ag005G410060, Ag005G410030
OG0006486	AL3G51680	Ag005G410780
OG0006487	AL3G51530	Ag005G411260
OG0006488	AL3G48800	Ag005G406610
OG0006490	AL3G53490	Ag005G403590
OG0006491	AL3G53640	Ag005G403920
OG0006492	AL1G63880	Ag001G001080
OG0006493	AL1G63840	Ag004G353440
OG0006494	AL1G63390	Ag001G002300
OG0006495	AL1G62940	Ag004G383150, Ag001G003510
OG0006496	AL1G62860, AL1G63010	Ag001G003640
OG0006497	AL1G62840	Ag001G003730
OG0006498	AL1G61890	Ag001G006230
OG0006499	AL1G61780	Ag001G006330
OG0006500	AL1G60230	Ag001G009300
OG0006501	AL1G59990	Ag001G009940
OG0006503	AL1G59270	Ag001G011190
OG0006504	AL1G58060	Ag001G015140
OG0006505	AL2G15740, AL1G57390	Ag001G017540
OG0006506	AL1G57080	Ag001G018290, Ag001G018270
OG0006507	AL1G54590, AL1G54540	Ag001G027320
OG0006508	AL7G38990	Ag001G029460, Ag001G030830
OG0006509	AL4G30620	Ag002G160950
OG0006510	AL270U10020, AL4G30590	Ag002G160930
OG0006511	AL4G30530	Ag002G160820
OG0006512	AL4G30520	Ag002G160810
OG0006513	AL5G32670	Ag001G064590
OG0006514	AL5G32710	Ag001G064540
OG0006515	AL5G35910	Ag001G076200, Ag006G512630
OG0006516	AL5G36590	Ag001G078600
OG0006517	AL5G36600	Ag001G078620
OG0006518	AL5G37180	Ag001G080030
OG0006519	AL5G37690	Ag001G081300
OG0006520	AL5G37960	Ag001G081920
OG0006521	AL5G38770	Ag001G084310
OG0006522	AL5G40500	Ag001G088620
OG0006523	AL5G42360	Ag001G092340
OG0006524	AL5G42980	Ag001G093420
OG0006526	AL5G44280	Ag001G095510
OG0006527	AL5G44580	Ag001G096270
OG0006528	AL5G45760	Ag001G098300
OG0006529	AL5G46060	Ag001G098660
OG0006530	AL5G46070	Ag005G450640
OG0006531	AL5G46320	Ag001G098970
OG0006532	AL5G32660	Ag001G064600
OG0006533	AL5G32000	Ag001G066960
OG0006534	AL6G12380	Ag006G494680, Ag002G130650, Ag006G494670, Ag006G494660, Ag006G505250, Ag002G130640, Ag006G494620, Ag006G494630, Ag006G494640, Ag006G494610, Ag008G660270
OG0006535	AL5G22350, AL5G22360, AL5G22330	Ag002G131150
OG0006536	AL3G29520	Ag005G460410, Ag002G177530, Ag007G618680, Ag007G621970, Ag007G618820, Ag007G618890
OG0006537	AL4G42580	Ag002G198050
OG0006538	AL2G38000	Ag003G215930
OG0006539	AL7G23430	Ag003G256140
OG0006540	AL1G17830	Ag004G307320
OG0006541	AL1G34090	Ag004G335950
OG0006542	AL2G27150	Ag004G353620
OG0006543	AL6G51210	Ag006G577380, Ag007G640600, Ag006G512600, Ag005G413920
OG0006544	AL3G37090	Ag005G433920, Ag005G437470
OG0006545	AL8G12530, AL3G32750	Ag005G442200, Ag005G443520, Ag006G552300, Ag008G663410
OG0006548	AL2G20940	Ag006G528310
OG0006549	AL7G30910	Ag006G551680
OG0006570	AL7G24030	Ag003G254410
OG0006571	AL7G23930	Ag003G254820
OG0006572	AL7G23830	Ag003G255070
OG0006573	AL7G23770	Ag003G255260
OG0006574	AL7G23250	Ag003G257010
OG0006575	AL7G23230	Ag003G257060
OG0006576	AL7G22640	Ag003G258510
OG0006578	AL8G20880	Ag006G491910
OG0006579	AL7G21690	Ag003G266280, Ag003G265500
OG0006580	AL7G20910	Ag003G268110
OG0006581	AL7G20750	Ag003G268500
OG0006582	AL7G20630	Ag001G019100, Ag003G268980
OG0006583	AL7G19900	Ag003G272170
OG0006584	AL7G19620	Ag003G279920
OG0006585	AL7G19190	Ag003G278760
OG0006586	AL1G31210	Ag004G330620
OG0006587	AL7G19060	Ag003G278290
OG0006589	AL7G17720	Ag003G274550
OG0006590	AL7G17510	Ag003G273950
OG0006592	AL7G16540	Ag003G282360
OG0006593	AL446U10020, AL7G16350	Ag003G282840
OG0006594	AL3G49370, AL7G16240	Ag003G283140
OG0006595	AL7G16230	Ag003G283170
OG0006596	AL7G16110	Ag003G283540
OG0006597	AL7G15940	Ag003G284750
OG0006598	AL1G45440	Ag007G579680
OG0006599	AL1G46680	Ag007G578120
OG0006600	AL7G37610	Ag001G101200
OG0006601	AL7G37810	Ag001G101440
OG0006602	AL7G37820	Ag001G101450
OG0006603	AL7G38110	Ag001G101760
OG0006604	AL4G31860	Ag002G164680
OG0006605	AL6G41010	Ag008G728150
OG0006606	AL1G20210	Ag004G310480
OG0006607	AL2G17480	Ag004G369220
OG0006608	AL1G21310	Ag004G312030
OG0006609	AL2G15350	Ag004G374210
OG0006610	AL1G22480	Ag004G313690
OG0006611	AL1G22520	Ag004G313890
OG0006612	AL1G22930	Ag004G314630
OG0006613	AL1G27160	Ag004G322570
OG0006614	AL5G10190	Ag006G574940
OG0006615	AL5G10410	Ag007G614370
OG0006616	AL5G10810	Ag008G659530, Ag008G658930
OG0006617	AL5G12610	Ag008G661630
OG0006618	AL1G25700	Ag004G319150
OG0006619	AL1G25530	Ag004G318730
OG0006620	AL5G13780	Ag008G663340
OG0006621	AL5G14160	Ag008G663760
OG0006622	AL5G14500	Ag008G664930
OG0006623	AL5G15130	Ag008G666340
OG0006624	AL5G15180	Ag008G666380
OG0006625	AL5G15550	Ag008G667210
OG0006626	AL5G15590	Ag008G667240
OG0006628	AL5G16060	Ag008G668410
OG0006629	AL5G16950	Ag008G669760
OG0006630	AL5G16970	Ag008G669840
OG0006631	AL5G17560	Ag008G664200
OG0006632	AL5G18230	Ag002G175540
OG0006633	AL5G18450	Ag005G408640, Ag007G601500
OG0006635	AL8G30050	Ag001G057990
OG0006636	AL2G19660	Ag004G327950
OG0006638	AL2G19530	Ag004G363510
OG0006640	AL8G37680	Ag001G041520
OG0006641	AL2G17900	Ag004G364300
OG0006642	AL7G47050	Ag004G402030, Ag004G402000
OG0006643	AL7G50530, AL7G47280	Ag007G657420, Ag006G563860
OG0006644	AL2G11140	Ag004G390580, Ag004G395360
OG0006645	AL2G12190, AL2G12160	Ag004G385530, Ag004G385230
OG0006646	AL2G12550, AL240U10020	Ag004G382450, Ag004G382380
OG0006647	AL4G38520	Ag002G187870
OG0006648	AL3G20110	Ag005G478100
OG0006649	AL3G20170	Ag005G478030
OG0006650	AL7G15680	Ag003G285750, Ag003G272740
OG0006651	AL3G20420, AL70U10010	Ag005G477730
OG0006652	AL6G12440	Ag006G494780
OG0006653	AL3G21370	Ag005G476020
OG0006654	AL3G22010, AL3G45830	Ag005G475130
OG0006655	AL3G22260	Ag005G474560
OG0006656	AL3G22450	Ag005G474230
OG0006657	AL3G22570	Ag005G474130
OG0006658	AL3G22560	Ag005G474140, Ag004G322520
OG0006659	AL3G22980	Ag005G473120, Ag005G475540
OG0006660	AL222U10010, AL3G23200	Ag005G472450
OG0006661	AL3G23280	Ag005G472330
OG0006662	AL3G23380	Ag005G472150
OG0006663	AL3G23670	Ag005G471760
OG0006664	AL3G23790	Ag005G471640
OG0006665	AL3G24110	Ag005G471200
OG0006666	AL8G23890	Ag001G040290
OG0006667	AL6G31580	Ag008G718530
OG0006668	AL7G28180	Ag007G598660
OG0006669	AL8G25340	Ag008G676960
OG0006670	AL1G15420, AL8G25590	Ag008G679730
OG0006671	AL8G26850	Ag008G682930, Ag008G682030
OG0006672	AL8G27000	Ag008G683390, Ag008G682180
OG0006674	AL8G27760	Ag008G684950
OG0006676	AL8G29390	Ag008G689970, Ag008G688480
OG0006677	AL8G28910	Ag008G687640
OG0006678	AL8G29790	Ag005G490040
OG0006679	AL8G29830	Ag001G057340, Ag005G486130
OG0006680	AL8G30030	Ag001G057890
OG0006681	AL8G30110	Ag008G693410
OG0006682	AL8G30510	Ag008G694340
OG0006683	AL1105U10010, AL8G44410	Ag008G734700, Ag008G720570
OG0006684	AL8G31310	Ag008G696350
OG0006685	AL8G31900	Ag002G171260, Ag008G697980
