Orthogroup	Arabidopsis_lyrata_Rawat	Odontarrhena_muralis
OG0009085	AL4G35760	Om008G333700, Om008G333670
OG0009086	AL96U10060, AL4G35560, AL4G35520	Om002G054090
OG0009087	AL4G35510	Om008G333980
OG0009088	AL4G31920	Om008G338070
OG0009089	AL1G27330	Om005G195920
OG0009090	AL1G27350	Om005G195940
OG0009091	AL1G27500	Om005G196110
OG0009092	AL1G27560	Om005G196180
OG0009093	AL1G27680	Om005G196280
OG0009094	AL1G27770	Om005G196420
OG0009095	AL1G28130	Om005G196850
OG0009096	AL1G28280	Om005G197030
OG0009097	AL1G28550	Om005G197330, Om005G197320
OG0009098	AL1G28670	Om005G197470
OG0009099	AL1G28700	Om005G197500
OG0009100	AL1G29050	Om005G197870
OG0009101	AL1G29460	Om005G198340
OG0009102	AL1G29630, AL8G26820	Om005G198520
OG0009103	AL1G29650	Om005G198640
OG0009104	AL1G29970	Om005G198990
OG0009105	AL1G30560	Om005G199710
OG0009106	AL1G31020	Om005G200310
OG0009107	AL7G26780	Om008G346320
OG0009108	AL1G31070	Om005G200380
OG0009109	AL1G31090	Om005G200400
OG0009110	AL1G31620	Om005G200920
OG0009111	AL1G32650	Om005G202030
OG0009112	AL1G32660	Om005G202050
OG0009113	AL1G33030	Om005G202330
OG0009115	AL1G34140	Om005G203300
OG0009116	AL5G35250	Om006G253650
OG0009117	AL1G35100	Om005G204260
OG0009118	AL1G35440	Om005G204460
OG0009119	AL1G35460	Om005G204480
OG0009120	AL1G36240	Om005G205210
OG0009121	AL1G36250	Om005G205220
OG0009122	AL1G36660	Om005G205700
OG0009123	AL1G37120	Om004G143700
OG0009124	AL1G37240	Om004G143800
OG0009125	AL1G37480	Om004G144380
OG0009126	AL1G38430	Om004G145080
OG0009127	AL1G38610, AL1G41130	Om004G145240
OG0009128	AL1G38960	Om004G145520
OG0009129	AL1G39070	Om004G146000, Om001G013680
OG0009130	AL2G28450	Om005G209500
OG0009131	AL1G39270	Om004G146210
OG0009132	AL1G39470	Om004G146570
OG0009134	AL1G39560	Om004G146670
OG0009135	AL1G39860	Om004G147100
OG0009136	AL1G39890	Om004G147220
OG0009137	AL1G40120	Om004G170610
OG0009138	AL1G40190	Om004G147510
OG0009139	AL1G40470	Om004G148070
OG0009141	AL7G28970	Om007G298170
OG0009142	AL8G23550	Om003G107490
OG0009143	AL7G28720	Om007G292870
OG0009144	AL7G28400	Om007G285700
OG0009145	AL7G28290	Om007G285790
OG0009146	AL4G16610	Om004G151700
OG0009148	AL4G16200	Om004G151340
OG0009149	AL4G16270	Om004G151590
OG0009150	AL4G14980	Om004G153430, Om018G374090
OG0009151	AL4G14600	Om018G373810, Om004G153110
OG0009153	AL4G13820	Om004G155310, Om004G152940
OG0009155	AL4G12980	Om004G151530
OG0009156	AL5G31930	Om006G257240
OG0009157	AL4G12100	Om004G154040
OG0009158	AL4G11970	Om004G153850
OG0009159	AL4G11170	Om004G155750
OG0009160	AL4G10560	Om004G156120
OG0009161	AL4G10210	Om004G156450
OG0009162	AL1G27070	Om005G195640
OG0009163	AL1G26790	Om005G195260
OG0009164	AL1G26600	Om005G195030
OG0009165	AL1G26080	Om005G194260
OG0009166	AL1G26050	Om005G194210
OG0009167	AL1G25810	Om005G194050
OG0009168	AL1G24980	Om005G192990
OG0009169	AL1G25060	Om005G193020
OG0009170	AL1G24630	Om005G192550
OG0009171	AL1G23680	Om005G191770
OG0009172	AL1G22980	Om005G191020
OG0009173	AL1G22860	Om005G190870
OG0009174	AL1G22490	Om005G190320
OG0009175	AL1G21690	Om005G189470
OG0009176	AL1G21660	Om005G189430
OG0009177	AL1G21520	Om005G189320
OG0009178	AL1G21010	Om005G188790
OG0009179	AL1G20430	Om005G188190
OG0009180	AL1G20520	Om005G188280
OG0009181	AL1G20050	Om005G187690
OG0009182	AL1G19810	Om005G187410
OG0009184	AL1G19570	Om005G187110
OG0009185	AL1G19410	Om005G186990
OG0009186	AL6G31420	Om006G241580
OG0009187	AL1G19260	Om005G186870
OG0009188	AL1G19210	Om005G186820
OG0009189	AL1G19000	Om005G186600
OG0009190	AL1G19010	Om005G186610
OG0009191	AL1G19030	Om005G186630
OG0009192	AL1G19050	Om005G186650
OG0009193	AL1G18930	Om005G186530
OG0009194	AL1G18860	Om005G186440
OG0009195	AL1G18360	Om005G185900
OG0009196	AL1G18740	Om005G186300
OG0009197	AL1G17850	Om005G185460
OG0009198	AL1G17580	Om005G185170
OG0009199	AL1G17340	Om005G184780
OG0009200	AL1G16480	Om005G183940
OG0009201	AL1G16420	Om005G183880
OG0009202	AL1G16290	Om005G183750
OG0009203	AL1G16240	Om005G183710
OG0009205	AL1G15700	Om005G183180
OG0009206	AL1G15190	Om005G182740
OG0009207	AL1G15150	Om005G182700
OG0009208	AL1G15040	Om005G182560
OG0009209	AL2G41320	Om004G130130
OG0009210	AL1G14680	Om005G182140
OG0009211	AL1G14550	Om005G181970, Om005G181960
OG0009212	AL1G14500	Om005G181920
OG0009213	AL1G14190	Om005G181590
OG0009214	AL1G13910	Om005G181360
OG0009215	AL1G13620	Om005G181060
OG0009216	AL1G12970	Om005G180380
OG0009217	AL1G12540	Om005G179950
OG0009218	AL1G12470	Om005G179860
OG0009219	AL1G12200	Om005G179600
OG0009220	AL1G11900	Om005G179360
OG0009221	AL1G11800	Om005G179290
OG0009222	AL1G11600	Om005G179000
OG0009223	AL1G11500	Om005G178910
OG0009224	AL1G11440	Om005G178820
OG0009225	AL1G11290	Om005G178730
OG0009226	AL1G11210	Om005G178640
OG0009227	AL1G11140	Om005G178570
OG0009228	AL1G10810	Om005G178290
OG0009229	AL6G52940	Om005G178100
OG0009230	AL1G10220	Om005G177710
OG0009231	AL1G10080	Om005G177600
OG0009233	AL6G24680	Om007G301880
OG0009234	AL6G24910	Om007G301580
OG0009235	AL6G24770	Om007G301760
OG0009236	AL6G25690	Om007G300580
OG0009237	AL6G25740	Om007G300510
OG0009238	AL6G25840	Om007G300440
OG0009239	AL6G26490	Om007G299530
OG0009240	AL1G40200, AL6G26260	Om007G299870
OG0009241	AL6G26080	Om007G300130
OG0009242	AL6G26620	Om007G299320
OG0009243	AL6G27030	Om007G298820
OG0009244	AL6G27110	Om007G298690
OG0009245	AL6G27710	Om007G297920
OG0009246	AL6G27770	Om007G297840
OG0009247	AL6G28090	Om007G297410
OG0009249	AL6G28670	Om007G296820
OG0009250	AL6G29320	Om007G296150
OG0009251	AL6G30260	Om007G295000
OG0009252	AL6G30320	Om007G295050
OG0009253	AL6G30760	Om007G294760
OG0009254	AL6G30770	Om007G294750
OG0009255	AL6G39590	Om007G293610
OG0009256	AL6G40780	Om007G303270
OG0009257	AL8G22670	Om001G005500
OG0009258	AL8G23330	Om008G339630
OG0009260	AL8G22200	Om007G304580
OG0009262	AL6G24250	Om004G161140
OG0009263	AL6G24170	Om004G161250
OG0009264	AL6G16940	Om004G169800
OG0009265	AL6G16960	Om004G169770
OG0009267	AL6G24440	Om004G160870
OG0009268	AL6G16810	Om004G169980
OG0009269	AL6G16770	Om004G170020
OG0009270	AL6G23960	Om004G144900, Om004G156440
OG0009271	AL6G16270	Om004G170500
OG0009272	AL6G16260	Om004G170510
OG0009273	AL6G16020	Om004G170740
OG0009274	AL6G15950	Om004G170880
OG0009275	AL6G15740	Om004G171120
OG0009276	AL6G15250	Om004G171690
OG0009277	AL6G15080, AL6G14330	Om004G171880
OG0009278	AL6G15050	Om004G171910
OG0009279	AL6G14710	Om004G172210
OG0009280	AL6G14480	Om004G172480
OG0009281	AL6G37290	Om006G240280
OG0009282	AL6G37650	Om006G240510
OG0009283	AL6G37330	Om006G240320
OG0009284	AL6G37070	Om006G240070
OG0009285	AL6G36910	Om006G239970
OG0009286	AL6G36810	Om006G239830
OG0009288	AL6G36600	Om006G239630
OG0009289	AL6G36310	Om006G239370
OG0009290	AL6G36230	Om006G239310
OG0009291	AL5G35850	Om006G252880
OG0009292	AL6G36180	Om006G239270
OG0009293	AL6G35980	Om006G239050
OG0009294	AL6G35260	Om006G238530
OG0009295	AL6G34770	Om006G238030
OG0009296	AL6G34670	Om006G237930
OG0009297	AL6G34600	Om006G237820
OG0009298	AL6G34570	Om006G237790
OG0009299	AL6G34340	Om006G237620
OG0009300	AL8G37800	Om006G237010
OG0009301	AL8G38530	Om006G236320
OG0009302	AL8G38660	Om006G236140
OG0009303	AL8G39870	Om006G234930
OG0009304	AL5G27490	Om006G263180
OG0009305	AL8G40040	Om006G234770
OG0009306	AL8G35050	Om006G247320
OG0009307	AL8G34570	Om006G247790
OG0009308	AL5G31710	Om006G257470
OG0009309	AL5G31640	Om006G257520
OG0009310	AL5G31620	Om006G257540
OG0009311	AL5G31450	Om006G257740
OG0009312	AL5G31290	Om006G257960
OG0009313	AL5G30810	Om006G258370
OG0009314	AL5G30680	Om006G258590
OG0009315	AL5G29960	Om006G259540
OG0009316	AL5G29910	Om006G259590
OG0009317	AL5G29890	Om006G259620
OG0009318	AL5G29440	Om006G260210
OG0009319	AL5G29010	Om006G260480
OG0009320	AL5G28610	Om005G221820, Om002G074190
OG0009321	AL5G28260	Om006G261540
OG0009322	AL5G28000	Om006G261870
OG0009323	AL5G27870	Om006G262440
OG0009324	AL5G27800	Om006G262570
OG0009325	AL5G27320	Om006G263490
OG0009326	AL5G27210	Om006G263780
OG0009328	AL5G22530	Om006G268820
OG0009329	AL5G21010	Om006G268550
OG0009330	AL7G18480	Om001G030360
OG0009331	AL5G20530	Om002G082360
OG0009332	AL2G25830	Om005G212540
OG0009333	AL2G25860	Om005G212520
OG0009334	AL2G27490	Om005G210640
OG0009335	AL2G27770	Om005G210290
OG0009336	AL2G27650	Om005G210450
OG0009337	AL2G28090	Om005G209860
OG0009338	AL2G28350	Om005G209620
OG0009339	AL2G28430	Om005G209530
OG0009340	AL2G28610	Om005G209340
OG0009341	AL4G19660	Om007G285500
OG0009342	AL2G29070	Om005G208650
OG0009343	AL2G29080	Om005G208640
OG0009344	AL2G29240	Om005G208370
OG0009345	AL2G29780	Om005G207820
OG0009346	AL2G30120	Om005G207280
OG0009347	AL2G30770	Om005G206630
OG0009348	AL1G12770, AL2G30920	Om005G206490
OG0009349	AL2G31210	Om005G206140
OG0009350	AL2G31470	Om005G205850
OG0009351	AL2G31540	Om005G205760
OG0009352	AL2G31820	Om004G142970
OG0009353	AL2G31890	Om004G142870
OG0009354	AL2G31900	Om004G142860
OG0009355	AL2G31910	Om004G142850
OG0009356	AL2G38580	Om004G133500
OG0009357	AL2G37470	Om004G134980
OG0009358	AL2G37390	Om004G135060
OG0009359	AL2G37150	Om004G135270
OG0009360	AL3G35290	Om002G069300
OG0009361	AL2G37080	Om004G135400
OG0009362	AL2G37010	Om004G135490
OG0009363	AL2G35670	Om004G137600
OG0009364	AL2G35120	Om004G137770
OG0009365	AL2G34840	Om004G138700
OG0009366	AL2G34820	Om004G138670
OG0009367	AL2G34400	Om004G139400
OG0009368	AL2G34360	Om004G139460
OG0009369	AL2G34340	Om004G139480
OG0009370	AL2G33650	Om004G140440
OG0009371	AL2G33340	Om004G140930
OG0009372	AL1G30680	Om005G199860
OG0009373	AL2G33280	Om004G141030
OG0009374	AL2G33250	Om004G141090
OG0009375	AL2G33130	Om004G141320
OG0009377	AL2G32760	Om004G141980
OG0009378	AL2G32330	Om004G142380
OG0009379	AL2G32280	Om004G142420
OG0009381	AL2G32140	Om004G142550
OG0009382	AL2G31980	Om004G142750
OG0009384	nbis-gene-615, AL60U10070	Om004G133270
OG0009385	AL2G38790	Om004G133230
OG0009386	AL2G38990	Om004G132990
OG0009387	AL2G39020	Om004G132960
OG0009388	AL2G39060	Om004G132910, Om008G349180, Om001G021710, Om001G021700, Om004G132630
OG0009389	AL2G39190	Om004G132680
OG0009390	AL2G39380	Om004G132380
OG0009391	AL2G39580	Om004G132150
OG0009392	AL2G40420	Om004G131320
OG0009393	AL2G40440	Om004G131300
OG0009394	AL2G40540	Om004G131170
OG0009395	AL2G40930	Om004G130590
OG0009396	AL2G41270	Om004G130180
OG0009397	AL2G41370	Om004G130080
OG0009398	AL2G41560	Om004G129800
OG0009399	AL2G41580	Om004G129780
OG0009400	AL2G41710	Om004G129640
OG0009401	AL3G24480	Om002G056640
OG0009402	AL3G24680	Om002G056900
OG0009403	AL3G24780	Om002G057010
OG0009404	AL3G24800	Om002G057030
OG0009405	AL3G25020	Om002G057320
OG0009406	AL3G25210	Om002G057510
OG0009407	AL3G25450	Om002G057810
OG0009408	AL3G25800	Om002G058120
OG0009409	AL3G26540	Om002G059030
OG0009410	AL3G26590	Om002G059100
OG0009411	AL3G26680	Om002G059280
OG0009412	nbis-gene-967, AL3G26770	Om002G059400
OG0009413	AL3G26890	Om002G059560
OG0009414	AL3G27030	Om002G059780
OG0009415	AL3G27050	Om002G059800
OG0009416	AL3G27420	Om002G060240
OG0009417	AL3G27450	Om002G060270
OG0009418	AL3G27470	Om002G060290
OG0009419	AL3G28340	Om002G061310
OG0009420	AL3G28440	Om002G061440
OG0009421	AL3G28460	Om002G061460
OG0009422	AL3G28500	Om002G061490
OG0009424	AL3G28810	Om002G061940
OG0009425	AL3G28850	Om002G061990
OG0009426	AL3G28910	Om002G062070
OG0009427	AL3G29720	Om002G063160
OG0009428	AL3G29810	Om002G063260
OG0009429	AL3G29820	Om002G063270
OG0009430	AL3G30240	Om002G063760
OG0009431	AL3G30350	Om002G063880
OG0009432	AL3G30360	Om002G063890
OG0009433	AL6G52730	Om004G157890
OG0009434	AL3G30740	Om002G064280
OG0009435	AL3G31210	Om002G064800
OG0009436	AL3G31470	Om002G065160
OG0009437	AL3G31670	Om002G065350
OG0009438	AL3G31890	Om002G065600
OG0009439	AL3G31930	Om002G065660
OG0009440	AL3G32330	Om002G066140
OG0009442	AL3G32910	Om002G066870
OG0009443	AL3G32920	Om002G066880
OG0009444	AL3G33470	Om002G067370
OG0009445	AL3G33620	Om002G067470
OG0009446	AL3G34040	Om002G068020
OG0009447	AL219U10020, AL3G34170	Om002G068210
OG0009448	AL3G34190	Om002G068240
OG0009449	AL3G34380	Om002G068370
OG0009450	AL3G34830	Om002G068860
OG0009451	AL3G35090	Om002G069130
OG0009452	AL3G35790	Om002G069740
OG0009453	AL3G36540	Om002G070560
OG0009454	AL3G36740	Om002G070770
OG0009455	AL3G37260	Om002G071310
OG0009456	AL3G38070	Om002G072320
OG0009457	AL3G38090	Om002G072310
OG0009458	AL3G41050, AL26U10030, AL3G41020, AL123U10010, AL26U10060, AL3G40880	Om002G075070
OG0009459	AL8G25720	Om003G112500
OG0009460	AL3G44140	Om002G079300
OG0009461	AL3G44070	Om002G077890
OG0009462	AL3G44860	Om002G078880
OG0009463	AL3G45250	Om002G079170
OG0009464	AL3G45260	Om002G079190
OG0009465	AL3G45410	Om002G079470
OG0009466	AL6G22670	Om004G163050
OG0009467	AL3G47460	Om005G181460
OG0009468	AL3G47470	Om002G081890
OG0009469	AL3G47510	Om002G081920
OG0009471	AL3G50080	Om002G083760
OG0009472	AL3G50310	Om002G084030
OG0009473	AL3G50430	Om002G084120
OG0009474	AL3G50930	Om002G084610
OG0009475	AL3G51830	Om002G085850
OG0009476	AL3G52830	Om002G086620
OG0009477	AL3G48710	Om002G087210
OG0009478	AL3G53260	Om002G088060
OG0009479	AL3G53270	Om002G088070
OG0009480	AL3G53330	Om002G088150
OG0009481	AL3G53470	Om002G088220
OG0009482	nbis-gene-912	Om002G088580
OG0009483	AL1G64100	Om003G089700
OG0009484	AL1G63330	Om003G090670
OG0009485	AL1G63160	Om003G090940
OG0009486	AL1G62770	Om003G091570
OG0009487	AL1G62450	Om003G092170
OG0009488	AL1G62430	Om003G092190
OG0009489	AL1G62060	Om003G092790
OG0009491	AL1G61340	Om003G093710
OG0009492	AL1G61220	Om003G093830, Om003G093820
OG0009493	AL1G60670	Om003G094560
OG0009494	AL1G58640	Om001G014150, Om003G096420
OG0009495	AL1G58970	Om003G096100
OG0009496	AL1G58020	Om003G097140
OG0009497	AL1G57750	Om003G097420
OG0009498	AL1G57600	Om003G097520
OG0009499	AL6G24330	Om004G161010
OG0009500	AL1G57180	Om003G097870
OG0009501	AL1G56960	Om003G098030
OG0009502	AL1G56930	Om003G098110
OG0009503	AL5G45420	Om003G128240
OG0009504	AL1G55890	Om003G098820
OG0009505	AL1G55860	Om003G098870
OG0009506	AL1G55790	Om003G098910
OG0009507	AL4G30640	Om008G339830
OG0009509	AL4G30370	Om008G340170
OG0009510	AL5G32390	Om006G256690
OG0009511	AL5G32650	Om006G256490
OG0009512	AL5G32720	Om006G256420
OG0009513	AL5G33640	Om006G255460
OG0009514	AL5G34070	Om006G254990
OG0009515	AL5G34030	Om006G255040
OG0009516	AL5G34410	Om006G254570
OG0009517	AL5G34830	Om006G254140
OG0009518	AL5G35060	Om006G253820
OG0009519	AL5G35150	Om006G253910
OG0009520	AL5G35190	Om006G253930
OG0009521	AL5G32120	Om006G256970
OG0009522	AL5G35210	Om006G253950
OG0009523	AL8G19350	Om008G359850
OG0009524	AL5G35760	Om006G253000
OG0009525	AL5G35750	Om006G253010
OG0009526	AL4G36190	Om008G332910
OG0009527	AL5G35870	Om006G252850
OG0009528	AL5G36030	Om006G252680
OG0009529	AL5G36510	Om006G252010
OG0009530	AL5G37250	Om006G251080
OG0009531	AL5G37270	Om006G251050
OG0009532	AL5G37520	Om006G250720
OG0009533	AL5G37620	Om006G250560
OG0009534	AL5G38370	Om003G119910
OG0009535	AL5G38450	Om005G225390, Om008G354860
OG0009536	AL5G38540	Om003G120120
OG0009537	AL5G39650	Om003G121320
OG0009538	AL5G39830	Om003G121570
OG0009539	AL5G39890	Om003G121630
OG0009540	AL5G40570	Om003G122630
OG0009541	AL5G40900	Om003G123060
OG0009542	AL5G41180	Om003G123520
OG0009543	AL5G41380	Om003G123730
OG0009544	AL6G34890	Om006G238140
OG0009545	AL5G42820	Om003G125490
OG0009546	AL5G42830	Om003G125500
OG0009547	AL5G43000	Om003G125740
OG0009548	AL5G43370	Om003G126070
OG0009549	AL5G43520	Om003G126250
OG0009550	AL5G43550	Om003G126270
OG0009551	AL5G44000	Om003G126790
OG0009552	AL5G45210	Om003G128030
OG0009553	AL5G45220	Om003G128040
OG0009554	AL5G45940	Om003G128900
OG0009555	AL5G46050	Om003G129030
OG0009556	AL5G46110	Om003G129110
OG0009557	AL5G43150	Om003G125900
OG0009558	AL9U12000	Om007G308930
OG0009561	AL1G56820	Om003G098180
OG0009562	AL7G15250	Om001G035370, Om001G034730, Om001G035320, Om001G035360, Om001G021530
OG0009563	AL5G38610	Om003G120240
OG0009564	AL8G44830, AL8G44820	Om006G229810
OG0009565	AL8G14840	Om008G356670
OG0009568	AL4G34880	Om008G334760
OG0009569	AL1G65950	Om008G334000
OG0009570	AL4G39150	Om008G328510
OG0009571	AL4G45770	Om008G320850
OG0009572	AL2G32400	Om004G142300
OG0009573	AL7G24560	Om001G021950
OG0009574	AL7G17480	Om001G031770
OG0009575	AL7G18390	Om001G030440
OG0009576	nbis-gene-35	Om005G182590
OG0009577	AL1G19320	Om005G186920
OG0009578	AL1G19600	Om005G187140
OG0009579	nbis-gene-60	Om005G188380
OG0009580	AL1G21500	Om005G189300
OG0009581	AL1G23130	Om005G191210
OG0009582	AL1G23330	Om005G191410
OG0009583	AL1G27960	Om005G196590
OG0009584	AL3G43410	Om004G158570, Om005G199220, Om008G346770
OG0009585	AL2G31020	Om005G206390
OG0009586	AL2G27420	Om005G210780
OG0009587	AL3G52910	Om002G086570
OG0009588	AL1G54260	Om002G080810
OG0009591	AL6G24200	Om004G161220
OG0009594	nbis-gene-1447	Om004G174100
OG0009595	AL7G37170	Om001G000300
OG0009597	AL1G53370	Om007G287890
OG0009598	AL1G54100	Om007G286970
OG0009601	AL4G26630	Om007G280540
OG0009602	AL2G13780, AL7G28330	Om007G285760
OG0009603	AL6G24660	Om007G301910
OG0009604	AL6G25730	Om007G300520
OG0009605	AL6G26120	Om007G300100
OG0009606	AL6G26280	Om007G299840
OG0009607	AL6G27790	Om007G297820
OG0009608	AL6G29070	Om007G295920
OG0009609	AL7G49100	Om003G115870, Om007G317300
OG0009610	AL7G47320	Om007G318420
OG0009611	AL8G34400	Om006G247900
OG0009612	AL6G37340	Om006G240330
OG0009613	AL1041U10010, AL8G38320	Om006G236510, Om006G236500
OG0009614	AL8G38370	Om006G236450
OG0009615	AL8G44530	Om006G230110
OG0009616	AL8G44620	Om006G230040
OG0009617	AL1G38130, AL1G38110, AL3G41560, AL3G41480, AL3G41490	Om004G161060
OG0009622	AL5G32100	Om006G257010
OG0009626	nbis-gene-1039	Om001G023560, Om001G037440
OG0009628	AL1G40780	Om004G148370
OG0009635	AL3G53870	Om006G237910
OG0009636	AL7G36600	Om001G001070
OG0009637	AL7G23000	Om001G024380
OG0009638	AL7G22650	Om001G024710
OG0009639	AL7G22470	Om001G024940
OG0009640	AL7G22360	Om001G025120
OG0009641	AL7G22040	Om001G025620
OG0009642	AL7G21800	Om001G026040
OG0009643	AL7G21570	Om001G026430
OG0009644	AL6G31440	Om006G241610
OG0009645	AL7G21310	Om001G026800
OG0009646	AL7G21010	Om001G027290
OG0009647	AL1G54240	Om007G286940, Om007G286930
OG0009648	AL7G20310	Om001G028290
OG0009649	AL7G19300	Om001G029400
OG0009650	AL7G18830	Om001G029980
OG0009651	AL7G18910	Om001G029900
OG0009652	AL7G18430	Om001G030400
OG0009653	AL7G18090	Om001G030860
OG0009654	AL6G32870	Om006G243150, Om006G243190
OG0009655	AL7G17710	Om001G031490
OG0009656	AL7G17660	Om001G031560
OG0009657	AL7G17380	Om001G031890
OG0009659	AL7G16920	Om001G032570
OG0009661	AL7G16160	Om001G033680
OG0009663	AL7G15950	Om001G034240
OG0009665	AL1G45790	Om007G292340
OG0009666	AL1G45950	Om007G292650
OG0009667	AL1G45960	Om007G292660
OG0009668	AL1G46040	Om007G292730
OG0009669	AL1G46530	Om007G276950
OG0009670	AL1G46550	Om007G276910
OG0009671	AL1G46710	Om007G276810
OG0009672	AL1G46800, AL1G48020	Om007G276670
OG0009673	AL7G30590	Om001G009800
OG0009674	AL1G46900	Om007G276600
OG0009675	AL1G46920	Om007G276580
OG0009676	AL1G46950	Om007G276570
OG0009677	AL1G47010	Om007G276550
OG0009678	AL7G37720	Om006G266820, Om006G266830, Om007G276320
OG0009679	AL7G37750	Om007G276300
OG0009680	AL7G38580	Om007G275680
OG0009681	AL7G38720	Om007G301860, Om007G275590
OG0009682	AL1G65900	Om002G086170, Om005G217090
OG0009683	AL1G67090	Om002G082240, Om005G185810
OG0009684	AL1G67160	Om005G217980
OG0009685	AL1G67190	Om005G205560
OG0009686	AL2G18660, AL2G18480	Om011G365200, Om020G374460
OG0009687	AL2G18350	Om005G218840
OG0009688	AL2G17120	Om005G219860
OG0009689	AL2G17130	Om005G219820
OG0009690	AL2G16750	Om005G220140
OG0009691	AL2G15460	Om005G221970
OG0009692	AL2G15430	Om005G222010
OG0009693	AL2G14310	Om005G223740
OG0009694	AL5G10130	Om002G066840
OG0009695	AL5G10350	Om008G334830
OG0009696	nbis-gene-1181	Om002G066050
OG0009697	AL5G10420	Om008G353640
OG0009698	AL1G27050	Om005G195620
OG0009699	AL5G10480	Om006G275320
OG0009700	AL5G10720	Om006G275170
OG0009701	AL1G26540	Om005G194810
OG0009702	AL5G11440	Om006G274670
OG0009703	AL5G12660	Om006G274210
OG0009704	nbis-gene-1200	Om006G273680
OG0009705	AL5G13570	Om006G273630
OG0009706	AL5G13600	Om006G273600
OG0009707	AL5G14240	Om006G273100, Om006G267900
OG0009708	AL5G14250	Om006G273070
OG0009709	AL5G14590	Om006G272820
OG0009710	AL5G15220	Om006G272460
OG0009711	AL5G15360	Om006G272320
OG0009712	AL5G15630	Om006G272070
OG0009713	AL5G15640	Om006G272060, Om008G356560
OG0009714	AL5G16760	Om006G271200
OG0009716	AL5G18700	Om006G269600
OG0009717	nbis-gene-918, AL8G21600	Om003G098720
OG0009718	AL5G18820	Om006G269580
OG0009719	AL5G19280	Om006G269360
OG0009720	AL5G20130	Om006G269280
OG0009721	AL5G20150	Om006G269260
OG0009722	AL7G51550	Om007G315180
OG0009723	AL2G25670	Om005G212870
OG0009724	AL2G25520	Om005G212880
OG0009725	AL2G22970	Om005G213520
OG0009726	AL2G23690	Om006G233340, Om005G208770
OG0009727	AL2G23550	Om007G302930, Om005G214200
OG0009728	AL2G22470	Om005G214990
OG0009730	AL2G22090	Om005G215160
OG0009731	AL2G19720	Om005G215370, Om002G044940, Om004G156760, Om006G256820
OG0009732	AL2G19670	Om004G159040
OG0009733	AL2G19520	Om005G215770
OG0009734	AL2G10130	Om005G228830
OG0009735	AL2G10150	Om005G228800
OG0009736	AL2G10390	Om005G228560
OG0009737	AL2G10480	Om005G228390
OG0009738	AL2G10990	Om005G227660
OG0009739	AL2G11190	Om005G227140
OG0009740	AL2G11450	Om005G226800
OG0009741	AL2G12390	Om005G225720
OG0009742	AL2G12650	Om005G225480
OG0009743	AL1G23870	Om005G191970
OG0009744	AL2G13630	Om005G224470
OG0009745	AL4G10620	Om004G156070
OG0009747	AL7G26990	Om001G018200
OG0009749	AL4G39190	Om008G328460, Om008G328470
OG0009750	AL4G38820	Om008G328970
OG0009751	AL4G38800	Om008G328990
OG0009752	AL4G38780	Om008G329010
OG0009753	AL4G38760	Om008G329090
OG0009754	AL4G34450, AL4G38670	Om008G329160
OG0009755	AL4G34440, AL4G38660	Om008G329170
OG0009756	AL3G20400, AL70U10030	Om002G051760
OG0009757	AL3G20880	Om002G052300
OG0009758	AL3G21450	Om002G052960
OG0009759	AL2G23980	Om002G053660
OG0009760	AL3G22580, AL467U10020	Om002G054320
OG0009761	AL3G22650	Om002G054410
OG0009762	AL3G22840	Om002G054720
OG0009763	AL3G23480	Om002G055480
OG0009764	AL3G23930	Om002G055970
OG0009765	AL3G50150	Om004G131660
OG0009767	AL8G24240	Om003G110260
OG0009768	AL8G24250	Om003G110210
OG0009769	AL8G24380, AL664U10020	Om003G110870
OG0009770	AL8G24460	Om003G111290
OG0009771	nbis-gene-2088	Om003G111500
OG0009772	AL8G25400	Om003G112120
OG0009773	AL8G25410	Om003G112150
OG0009774	AL8G25690	Om008G325920
OG0009776	AL6G24430	Om004G160880
OG0009777	AL8G26100	Om003G112960
OG0009778	AL8G26430	Om003G113200
OG0009779	AL8G26590	Om003G113350
OG0009780	AL8G26670, AL271U10010	Om003G113480
OG0009781	AL8G26780	Om003G113550
OG0009783	AL8G27340	Om003G114090
OG0009784	AL8G27410	Om003G114140
OG0009785	AL8G27450	Om003G114220
OG0009786	AL8G28050	Om003G114770
OG0009787	AL8G27930	Om003G114660
OG0009788	AL8G27840	Om003G114600
OG0009789	AL8G28080	Om003G114820
OG0009790	AL8G28280	Om003G115120
OG0009791	AL8G29150	Om003G115670
OG0009792	AL8G28960	Om003G115510
OG0009793	AL8G28890	Om003G115430
OG0009794	AL8G28680	Om003G115350
OG0009795	AL8G29600	Om003G115950
OG0009796	AL8G30060	Om003G116230
OG0009797	AL8G30180	Om008G341840
OG0009798	AL8G30560, AL989U10010	Om003G116860
OG0009799	AL8G30660	Om003G116990
OG0009800	AL8G31170	Om003G117630
OG0009801	AL8G31280	Om003G117720
OG0009802	AL8G31380	Om003G117940
OG0009803	AL8G31920	Om003G118580
OG0009804	AL8G32210	Om003G119070
OG0009805	AL8G32400	Om006G250430
OG0009806	AL8G32590	Om006G250270
OG0009807	AL8G32690	Om006G250110
OG0009808	AL52U10060, AL8G32850	Om006G249890
OG0009809	AL8G33530	Om006G249200
OG0009810	AL8G33750	Om006G248650
OG0009811	AL8G33800	Om006G248580
OG0009812	AL8G33830	Om006G248550
OG0009813	AL8G34120	Om006G248180
