Orthogroup	Arabidopsis_lyrata_Rawat	Euclidium_syriacum
OG0011019	AL6G11880	ESY7_g19464_DN3_SP0_c0.t1
OG0011020	AL6G11940	ESY7_g19454_DN1_SP0_c0.t1
OG0011021	AL6G12120	ESY7_g19426_DN3_SP0_c0.t1
OG0011022	AL6G12630	ESY7_g19352_DN2_SP0_c0.t1
OG0011023	AL6G12730	ESY7_g19320_DN3_SP7_c0.t1
OG0011024	AL6G13560	ESY7_g19185_DN1_SP0_c0.t1
OG0011025	AL6G13610	ESY7_g19177_DN3_SP0_c0.t1
OG0011026	AL6G38220	ESY6_g49893_DN3_SP2_c0.t1
OG0011027	AL6G31720	ESY6_g49242_DN3_SP7_c0.t1
OG0011028	AL8G45640	ESY6_g50760_DN3_SP5_c0.t1
OG0011029	AL6G32140	ESY6_g49186_DN1_SP0_c0.t1
OG0011030	AL6G32290	ESY6_g49171_DN3_SP7_c0.t1
OG0011031	AL6G32490	ESY6_g49153_DN3_SP0_c0.t1
OG0011033	AL6G32930	ESY6_g49105_DN3_SP0_c0.t1
OG0011034	AL6G32970	ESY6_g49084_DN3_SP0_c0.t1, ESY9_g42846_DN3_SP0_c0.t1
OG0011036	AL6G33520	ESY6_g49017_DN3_SP8_c9.t1
OG0011037	AL8G37240	ESY6_g48945_DN2_SP0_c0.t1
OG0011039	AL8G37080	ESY6_g48929_DN3_SP0_c0.t1, ESY4_g25808_DN3_SP0_c0.t1
OG0011040	AL8G37050	ESY6_g48925_DN3_SP2_c0.t1
OG0011041	AL8G35780	ESY6_g48711_DN2_SP0_c0.t1
OG0011042	AL8G35950	ESY6_g48732_DN3_SP3_c0.t1
OG0011043	AL3G40430, AL8G35320, AL139U10030	ESY6_g48660_DN3_SP3_c12.t1
OG0011044	AL8G40740	ESY6_g49652_DN3_SP8_c0.t1
OG0011045	AL697U10020, AL8G41100	ESY6_g49609_DN3_SP7_c0.t1
OG0011046	AL8G41430	ESY6_g50719_DN3_SP1_c0.t1
OG0011047	AL8G41440	ESY6_g50718_DN3_SP0_c0.t1
OG0011048	AL8G41520	ESY6_g50712_DN3_SP0_c0.t1
OG0011049	AL8G42040	ESY6_g50654_DN3_SP8_c0.t1
OG0011050	AL5G30740	ESY1_g9995_DN3_SP8_c0.t1
OG0011051	AL8G44730	ESY6_g50316_DN3_SP8_c11.t1
OG0011052	AL8G44740	ESY6_g50317_DN3_SP8_c0.t1
OG0011053	AL8G45020	ESY6_g50272_DN3_SP5_c12.t1
OG0011054	AL8G45320	ESY6_g50223_DN3_SP8_c0.t1
OG0011056	AL8G45710	ESY6_g50767_DN3_SP8_c0.t1
OG0011057	AL6G52870	ESY20_g12960_DN3_SP0_c0.t1
OG0011058	AL6G52890	ESY20_g12959_DN3_SP0_c10.t1
OG0011059	AL6G53090	ESY20_g12936_DN3_SP0_c0.t1
OG0011060	AL6G53230	ESY20_g12925_DN3_SP0_c0.t1
OG0011061	nbis-gene-1893, AL6G52500	ESY20_g13067_DN2_SP0_c0.t1
OG0011062	AL6G51910	ESY20_g13096_DN3_SP0_c0.t1
OG0011063	AL6G51780	ESY20_g13117_DN3_SP8_c0.t1
OG0011064	AL6G51770	ESY20_g13119_DN2_SP0_c0.t1
OG0011065	AL6G51740	ESY20_g13123_DN3_SP0_c0.t1, ESY20_g13122_DN3_SP0_c0.t1
OG0011066	AL6G51690	ESY20_g13128_DN3_SP6_c0.t1
OG0011067	AL6G51640	ESY5_g5376_DN3_SP2_c0.t1
OG0011068	AL6G51430	ESY20_g13152_DN3_SP0_c0.t1
OG0011069	AL6G51500	ESY20_g13158_DN3_SP8_c0.t1
OG0011070	AL6G51220	ESY20_g13168_DN3_SP7_c0.t1
OG0011071	AL6G50920	ESY20_g13206_DN3_SP0_c0.t1
OG0011073	AL6G50600	ESY20_g13245_DN3_SP1_c0.t1, ESY11_g54763_DN3_SP1_c0.t1
OG0011074	AL6G50500	ESY20_g13274_DN3_SP0_c0.t1
OG0011075	AL6G50100	ESY20_g13317_DN3_SP0_c0.t1
OG0011076	AL6G50140	ESY20_g13313_DN3_SP7_c0.t1
OG0011077	AL6G49500	ESY8_g58259_DN3_SP3_c16.t1
OG0011078	AL8G16250	ESY8_g58111_DN3_SP0_c0.t1
OG0011079	AL120U10010	ESY20_g12760_DN3_SP8_c0.t1
OG0011080	AL7G21050	ESY20_g12920_DN3_SP8_c0.t1
OG0011081	AL4G28310	ESY20_g12733_DN3_SP6_c0.t1
OG0011083	AL4G28470	ESY20_g12748_DN3_SP8_c0.t1
OG0011084	AL103U10030, AL4G27480	ESY8_g58347_DN3_SP0_c0.t1
OG0011085	AL4G26390	ESY8_g58538_DN3_SP7_c0.t1
OG0011086	AL4G25990	ESY8_g58500_DN3_SP0_c0.t1
OG0011087	AL4G25410	ESY8_g58611_DN3_SP7_c0.t1
OG0011089	AL4G24270	ESY8_g58763_DN3_SP8_c0.t1
OG0011090	AL558U10020, AL4G23970	ESY8_g58788_DN2_SP0_c0.t1
OG0011091	AL4G23430	ESY8_g58859_DN3_SP0_c0.t1
OG0011092	AL4G23090	ESY8_g58904_DN3_SP0_c0.t1
OG0011093	AL4G21750	ESY8_g58943_DN3_SP0_c0.t1
OG0011094	AL4G21850	ESY8_g58948_DN3_SP8_c0.t1
OG0011095	AL4G22070	ESY8_g58976_DN3_SP0_c0.t1
OG0011096	AL5G38350, AL4G22810	ESY8_g59019_DN3_SP7_c0.t1
OG0011097	AL4G20260	ESY8_g59106_DN3_SP0_c0.t1
OG0011098	AL4G21210	ESY8_g59056_DN3_SP5_c16.t1
OG0011100	AL4G20130	ESY8_g59120_DN3_SP8_c0.t1
OG0011101	AL8G21110	ESY15_g64742_DN3_SP0_c0.t1
OG0011102	AL6G20310	ESY8_g59197_DN3_SP8_c0.t1
OG0011103	AL1G40000	ESY5_g1120_DN3_SP0_c0.t1
OG0011104	AL4G17390	ESY8_g59287_DN3_SP0_c0.t1
OG0011105	AL7G25860	ESY16_g62358_DN3_SP8_c7.t1
OG0011106	AL3G10820	ESY3_g32630_DN3_SP8_c0.t1
OG0011107	AL3G10690	ESY3_g32612_DN3_SP8_c0.t1
OG0011108	AL3G10430	ESY3_g32654_DN3_SP0_c0.t1
OG0011109	AL59U10010, AL4G24930	ESY8_g58694_DN3_SP0_c0.t1
OG0011110	AL3G10010	ESY3_g32695_DN3_SP8_c0.t1
OG0011111	AL4G26110, AL4G39430	ESY12_g51136_DN3_SP1_c0.t1
OG0011112	AL4G39410	ESY12_g51127_DN1_SP8_c16.t1
OG0011113	AL7G26050	ESY16_g62407_DN3_SP4_c0.t1
OG0011114	AL7G26090	ESY16_g62411_DN3_SP8_c0.t1
OG0011115	AL7G26100	ESY16_g62412_DN2_SP0_c0.t1
OG0011116	AL7G26180	ESY16_g62430_DN2_SP0_c0.t1
OG0011117	AL3G12070	ESY3_g32460_DN3_SP0_c0.t1
OG0011118	AL3G12150	ESY3_g32447_DN3_SP1_c0.t1
OG0011119	AL3G12400	ESY3_g32401_DN3_SP5_c0.t1
OG0011120	AL6G31080	ESY6_g49851_DN3_SP0_c0.t1
OG0011121	AL3G13570	ESY3_g32225_DN2_SP7_c0.t1
OG0011122	AL3G14410	ESY3_g32026_DN3_SP7_c0.t1
OG0011123	AL3G15460	ESY3_g31835_DN3_SP0_c0.t1
OG0011124	AL3G15360, AL3G15090	ESY3_g30021_DN3_SP0_c0.t1, ESY3_g31817_DN3_SP8_c0.t1
OG0011125	AL3G15550	ESY3_g31805_DN3_SP0_c0.t1
OG0011126	AL304U10010	ESY3_g31760_DN3_SP0_c0.t1
OG0011127	AL3G16600	ESY3_g31629_DN3_SP5_c15.t1
OG0011128	AL3G16890, AL831U10010	ESY3_g31594_DN3_SP7_c0.t1
OG0011129	AL3G16940	ESY3_g31589_DN3_SP8_c0.t1
OG0011130	AL3G42820	ESY3_g27299_DN2_SP3_c0.t1
OG0011131	AL669U10010, AL3G17370	ESY3_g31532_DN3_SP8_c0.t1
OG0011132	AL8G21450, AL3G18750	ESY3_g31375_DN3_SP4_c0.t1
OG0011133	AL3G19350	ESY3_g30735_DN3_SP2_c0.t1
OG0011134	AL3G19510	ESY3_g30760_DN3_SP8_c0.t1
OG0011135	AL3G19970	ESY3_g30818_DN3_SP3_c0.t1
OG0011136	AL3G19980	ESY3_g30819_DN3_SP8_c0.t1
OG0011137	AL4G38340	ESY12_g50910_DN3_SP8_c0.t1
OG0011138	AL4G37600	ESY9_g45662_DN3_SP0_c0.t1
OG0011139	AL4G37190	ESY9_g45593_DN1_SP0_c0.t1
OG0011140	AL4G36280	ESY9_g45435_DN2_SP0_c0.t1
OG0011141	AL4G36080	ESY9_g45391_DN3_SP0_c0.t1
OG0011142	AL970U10010, AL4G32100	ESY9_g44143_DN3_SP0_c0.t1
OG0011143	AL4G32340	ESY9_g44269_DN3_SP0_c0.t1
OG0011144	AL4G33240	ESY9_g44644_DN3_SP3_c0.t1
OG0011146	AL4G33810	ESY9_g44819_DN3_SP1_c0.t1
OG0011147	AL4G34230, AL4G34270	ESY9_g44956_DN3_SP0_c0.t1
OG0011148	AL4G34690	ESY9_g45074_DN3_SP0_c0.t1
OG0011149	AL4G34870	ESY9_g45130_DN3_SP0_c0.t1
OG0011150	AL4G35310, AL4G35350	ESY9_g45252_DN3_SP0_c0.t1
OG0011151	AL4G35800	ESY9_g45339_DN2_SP0_c0.t1
OG0011152	AL4G35790	ESY9_g45337_DN3_SP8_c0.t1
OG0011153	AL1G28110	ESY5_g2994_DN3_SP8_c0.t1
OG0011154	AL1G28190	ESY5_g3004_DN3_SP0_c0.t1
OG0011155	AL1G28220	ESY5_g3007_DN3_SP2_c0.t1
OG0011156	AL1G28500	ESY5_g3045_DN3_SP0_c0.t1
OG0011158	AL1G29450	ESY5_g4350_DN3_SP5_c0.t1
OG0011159	AL1G29990	ESY5_g4285_DN3_SP0_c0.t1, ESY5_g4286_DN3_SP0_c0.t1
OG0011160	AL1G30050	ESY5_g4282_DN3_SP0_c0.t1
OG0011161	AL1G30270	ESY5_g4259_DN3_SP0_c0.t1
OG0011162	AL1G32340	ESY5_g4046_DN3_SP0_c0.t1
OG0011163	AL1G32520	ESY5_g4026_DN3_SP5_c0.t1
OG0011165	AL1G33250, AL1G33290	ESY5_g3954_DN3_SP0_c0.t1
OG0011166	AL1G34460	ESY17_g40207_DN3_SP1_c0.t1
OG0011167	AL1G35040	ESY5_g2386_DN1_SP0_c0.t1
OG0011168	AL1G36430	ESY5_g2195_DN3_SP0_c0.t1
OG0011169	AL1G37500	ESY5_g1947_DN3_SP6_c0.t1
OG0011170	AL1G37990	ESY5_g1804_DN3_SP0_c0.t1
OG0011171	AL1G38390	ESY5_g1709_DN3_SP3_c0.t1
OG0011173	AL1G39180	ESY5_g1361_DN3_SP8_c0.t1
OG0011174	AL3G24460	ESY3_g30115_DN2_SP0_c0.t1
OG0011176	AL1G39930	ESY5_g1075_DN3_SP0_c0.t1
OG0011177	AL1G40080	ESY7_g18950_DN3_SP2_c0.t1
OG0011178	AL1G40270	ESY8_g59565_DN3_SP0_c0.t1
OG0011179	AL1G40320	ESY5_g2707_DN3_SP0_c0.t1
OG0011180	AL6G39900, AL1G40580	ESY5_g800_DN3_SP1_c0.t1
OG0011181	AL1G40800	ESY11_g54882_DN3_SP0_c0.t1
OG0011182	AL2G25910	ESY19_g42083_DN3_SP0_c0.t1
OG0011183	AL1G10750	ESY5_g5506_DN3_SP1_c0.t1
OG0011184	AL1G40900	ESY13_g58042_DN3_SP0_c0.t1
OG0011185	AL7G43780	ESY17_g39188_DN2_SP0_c0.t1, ESY10_g15469_DN3_SP8_c0.t1
OG0011186	AL7G27980	ESY13_g56744_DN3_SP0_c0.t1
OG0011190	AL7G49990	ESY8_g60438_DN3_SP0_c0.t1, ESY8_g60436_DN3_SP0_c0.t1
OG0011191	AL4G14250	ESY8_g59485_DN3_SP2_c9.t1
OG0011192	AL4G13780	ESY8_g59534_DN3_SP6_c0.t1
OG0011193	AL4G13690	ESY8_g59540_DN3_SP2_c0.t1
OG0011194	nbis-gene-947, AL3G48210	ESY8_g59636_DN3_SP8_c0.t1
OG0011195	AL4G11430	ESY8_g59735_DN3_SP8_c0.t1
OG0011196	AL4G11190	ESY8_g59768_DN3_SP4_c0.t1
OG0011197	AL4G11540, AL4G10830, AL4G11550	ESY8_g59817_DN3_SP6_c0.t1
OG0011198	AL4G10250	ESY8_g59905_DN3_SP8_c0.t1
OG0011200	AL1G26140	ESY5_g2775_DN3_SP3_c0.t1
OG0011201	AL1G26020	ESY5_g2759_DN3_SP2_c0.t1
OG0011202	AL1G25750	ESY5_g2722_DN3_SP0_c0.t1
OG0011203	AL1G25490	ESY5_g2689_DN3_SP0_c0.t1
OG0011204	AL1G24580	ESY7_g16201_DN3_SP0_c0.t1
OG0011205	AL1G24490	ESY5_g3870_DN2_SP0_c0.t1
OG0011206	AL1G23890	ESY5_g3821_DN3_SP0_c0.t1
OG0011207	AL1G23170	ESY5_g3747_DN3_SP0_c10.t1
OG0011208	AL1G22990	ESY5_g3723_DN3_SP2_c0.t1
OG0011209	AL1G22630	ESY5_g3677_DN3_SP0_c0.t1
OG0011210	AL1G21850	ESY5_g3565_DN3_SP0_c0.t1
OG0011211	AL1G21320, AL1G24280	ESY5_g3492_DN3_SP5_c0.t1
OG0011212	nbis-gene-62	ESY5_g3454_DN3_SP0_c0.t1
OG0011213	AL1G20740	ESY5_g3408_DN3_SP0_c0.t1, ESY5_g3409_DN3_SP2_c0.t1
OG0011214	AL1G19500	ESY5_g3238_DN3_SP0_c0.t1
OG0011215	AL7G38020	ESY16_g61515_DN3_SP8_c0.t1
OG0011217	AL1G19100	ESY5_g3168_DN3_SP8_c0.t1
OG0011218	AL1G54300	ESY4_g25346_DN3_SP7_c0.t1
OG0011219	AL1G18470	ESY5_g3071_DN3_SP7_c0.t1, ESY5_g3072_DN3_SP1_c0.t1
OG0011222	AL1G16930	ESY5_g4609_DN3_SP0_c0.t1
OG0011223	AL1G16390	ESY5_g4682_DN3_SP0_c13.t1
OG0011224	AL1G16010	ESY5_g4720_DN3_SP0_c0.t1
OG0011225	AL1G15960	ESY5_g4727_DN3_SP5_c0.t1
OG0011226	AL1G15920	ESY5_g4733_DN3_SP0_c0.t1
OG0011227	AL1G15870	ESY5_g4740_DN3_SP8_c0.t1
OG0011228	AL1G15460	ESY5_g4798_DN3_SP0_c0.t1
OG0011229	AL1G15330	ESY7_g17962_DN3_SP0_c13.t1
OG0011230	AL1G15250	ESY5_g4824_DN3_SP0_c0.t1
OG0011231	AL1G14410	ESY5_g4794_DN1_SP0_c0.t1, ESY5_g4793_DN1_SP0_c0.t1, ESY5_g4958_DN3_SP2_c0.t1
OG0011232	AL1G14260	ESY5_g4976_DN3_SP0_c0.t1, ESY5_g4975_DN3_SP0_c0.t1, ESY5_g4974_DN3_SP0_c0.t1
OG0011233	AL1G13560	ESY5_g5089_DN3_SP8_c0.t1
OG0011234	AL1G13040	ESY5_g5098_DN3_SP0_c0.t1
OG0011235	AL1G13110	ESY5_g5108_DN3_SP8_c0.t1
OG0011236	AL1G13330	ESY5_g5141_DN3_SP4_c0.t1
OG0011237	AL1G12880	ESY5_g5177_DN3_SP4_c0.t1
OG0011239	AL1G12680	ESY5_g5214_DN3_SP8_c0.t1
OG0011240	AL1G12620	ESY5_g5218_DN3_SP7_c0.t1
OG0011241	AL1G12350	ESY5_g5283_DN3_SP4_c0.t1
OG0011243	AL1G12000	ESY5_g5340_DN3_SP0_c10.t1
OG0011244	AL1G11890	ESY5_g5347_DN3_SP8_c0.t1
OG0011245	AL1G11230	ESY5_g5461_DN3_SP7_c0.t1
OG0011246	AL1G10260	ESY5_g5556_DN3_SP0_c0.t1
OG0011247	AL6G24640	ESY7_g17675_DN3_SP8_c0.t1, ESY8_g59759_DN2_SP0_c0.t1
OG0011248	AL6G25010	ESY7_g17631_DN3_SP8_c0.t1
OG0011249	AL6G24860	ESY7_g17648_DN3_SP0_c0.t1
OG0011250	AL6G24710	ESY12_g52226_DN2_SP0_c0.t1
OG0011251	AL6G25470	ESY7_g17568_DN3_SP3_c0.t1
OG0011252	AL6G26160	ESY7_g17466_DN3_SP5_c0.t1
OG0011253	AL6G27310	ESY7_g17309_DN3_SP0_c0.t1
OG0011254	AL6G27420	ESY7_g17298_DN3_SP6_c0.t1
OG0011255	AL6G27690	ESY7_g17264_DN3_SP1_c0.t1
OG0011256	AL6G28470	ESY7_g17175_DN3_SP8_c0.t1
OG0011257	AL6G28440	ESY7_g17179_DN3_SP0_c0.t1
OG0011258	AL6G28930	ESY7_g17114_DN3_SP0_c0.t1
OG0011259	AL2G27130	ESY2_g34479_DN3_SP0_c0.t1
OG0011260	AL6G29630	ESY2_g34857_DN3_SP2_c0.t1
OG0011261	AL6G29730	ESY7_g17030_DN1_SP0_c0.t1
OG0011263	AL6G30470	ESY7_g16906_DN3_SP0_c0.t1
OG0011264	AL6G38400	ESY10_g15291_DN2_SP0_c0.t1
OG0011265	AL6G38640	ESY10_g15377_DN3_SP1_c0.t1
OG0011266	AL6G38930	ESY10_g15412_DN3_SP5_c0.t1
OG0011267	AL6G38850	ESY10_g15406_DN3_SP0_c0.t1
OG0011268	nbis-gene-1586	ESY10_g15459_DN3_SP3_c0.t1
OG0011269	AL6G39850	ESY10_g15641_DN3_SP0_c0.t1
OG0011270	AL6G40810	ESY10_g15822_DN3_SP0_c0.t1
OG0011271	AL6G40990	ESY10_g15842_DN3_SP7_c0.t1
OG0011272	AL8G23400	ESY10_g15875_DN3_SP0_c6.t1
OG0011273	AL8G23120	ESY12_g51322_DN3_SP6_c0.t1
OG0011274	AL8G22650	ESY15_g64359_DN3_SP5_c0.t1
OG0011275	AL8G22880	ESY15_g64327_DN3_SP2_c0.t1
OG0011276	AL8G21320	ESY15_g64785_DN3_SP7_c0.t1
OG0011277	AL6G24140	ESY7_g17738_DN3_SP0_c0.t1
OG0011278	AL6G17070	ESY7_g18468_DN3_SP0_c0.t1
OG0011279	AL6G16240	ESY7_g18784_DN3_SP6_c0.t1
OG0011280	AL6G15840	ESY7_g18841_DN3_SP8_c0.t1
OG0011281	AL6G15480	ESY7_g18889_DN3_SP0_c0.t1
OG0011282	AL6G15390	ESY7_g18904_DN3_SP0_c0.t1
OG0011284	AL6G15280	ESY7_g18925_DN3_SP0_c0.t1
OG0011285	AL3G23880	ESY3_g30042_DN3_SP4_c0.t1
OG0011286	AL6G14080	ESY7_g19089_DN3_SP7_c0.t1
OG0011288	AL7G50060, AL6G37410	ESY6_g49946_DN3_SP0_c0.t1
OG0011289	AL6G37430	ESY6_g49945_DN3_SP3_c0.t1
OG0011292	AL6G36510	ESY6_g50022_DN3_SP4_c0.t1
OG0011293	AL6G36290	ESY6_g50034_DN3_SP0_c0.t1, ESY6_g47998_DN3_SP0_c0.t1
OG0011294	AL6G35660	ESY6_g50093_DN3_SP0_c0.t1
OG0011295	AL6G35440	ESY6_g50108_DN3_SP0_c0.t1
OG0011296	nbis-gene-1557	ESY6_g50126_DN3_SP0_c0.t1
OG0011296	AL1G17880	ESY5_g4467_DN3_SP0_c0.t1
OG0011297	AL6G35040	ESY6_g50135_DN3_SP6_c0.t1
OG0011298	AL8G37760	ESY6_g49556_DN3_SP0_c0.t1, ESY6_g49559_DN3_SP0_c0.t1
OG0011299	AL8G38330	ESY6_g49476_DN2_SP0_c0.t1
OG0011300	AL8G39690	ESY6_g49833_DN3_SP4_c19.t1
OG0011301	AL8G35100, AL279U10010	ESY6_g48645_DN3_SP8_c0.t1
OG0011302	AL8G35030	ESY6_g48637_DN3_SP0_c0.t1
OG0011304	AL8G34480	ESY6_g48579_DN2_SP0_c0.t1
OG0011305	AL8G34350	ESY6_g48564_DN3_SP0_c0.t1
OG0011306	AL5G31520	ESY1_g10115_DN3_SP5_c0.t1
OG0011307	AL5G30760	ESY1_g9997_DN3_SP8_c0.t1
OG0011308	AL5G30750	ESY1_g9996_DN2_SP0_c0.t1
OG0011309	AL5G30720	ESY1_g9983_DN2_SP0_c0.t1, ESY2_g35465_DN2_SP0_c0.t1
OG0011310	AL5G30590	ESY1_g9937_DN3_SP0_c0.t1
OG0011311	AL5G30570	ESY1_g9935_DN3_SP0_c0.t1
OG0011312	AL5G29850	ESY1_g9797_DN3_SP1_c0.t1
OG0011313	AL5G28560	ESY1_g9422_DN3_SP8_c0.t1
OG0011314	AL5G28030	ESY1_g9273_DN3_SP0_c0.t1
OG0011315	AL5G28010	ESY1_g9257_DN3_SP0_c0.t1
OG0011316	AL5G27520	ESY1_g9075_DN1_SP0_c0.t1, ESY1_g9074_DN2_SP0_c0.t1
OG0011317	AL1G25770	ESY5_g2723_DN3_SP0_c0.t1
OG0011318	AL1G56500, AL1G56480, AL5G25010	ESY1_g8029_DN3_SP8_c0.t1
OG0011319	AL5G24960	ESY1_g8027_DN3_SP0_c0.t1
OG0011321	AL5G23540	ESY1_g7586_DN3_SP0_c0.t1
OG0011322	AL5G22600	ESY1_g6957_DN3_SP8_c8.t1
OG0011323	AL5G20890	ESY9_g43527_DN3_SP0_c0.t1
OG0011324	AL5G20780	ESY19_g42214_DN3_SP4_c0.t1
OG0011325	AL7G48760	ESY21_g55765_DN3_SP8_c0.t1
OG0011326	AL2G27030	ESY2_g34493_DN3_SP0_c0.t1
OG0011327	AL2G26750	ESY2_g34502_DN3_SP0_c0.t1
OG0011328	AL2G26730	ESY2_g34529_DN3_SP8_c13.t1
OG0011329	AL2G27500	ESY2_g34441_DN3_SP2_c0.t1
OG0011330	AL1G60180, AL2G27580	ESY2_g34431_DN3_SP8_c0.t1
OG0011331	AL2G28760	ESY2_g35434_DN3_SP0_c0.t1
OG0011332	AL2G28870	ESY2_g35446_DN3_SP4_c0.t1
OG0011333	AL2G31660	ESY2_g35752_DN3_SP0_c0.t1
OG0011334	AL2G29840	ESY2_g35552_DN3_SP0_c0.t1
OG0011336	AL2G29960, AL2G29980	ESY2_g35580_DN3_SP8_c0.t1
OG0011337	AL2G30200	ESY2_g35603_DN3_SP6_c0.t1
OG0011338	AL2G30550	ESY2_g35629_DN3_SP0_c0.t1
OG0011339	AL2G31170	ESY2_g35681_DN3_SP0_c0.t1
OG0011340	AL2G31240	ESY2_g35703_DN3_SP2_c0.t1
OG0011341	AL2G31370	ESY2_g35724_DN3_SP2_c0.t1
OG0011342	AL2G31710	ESY2_g35757_DN3_SP6_c0.t1
OG0011344	AL2G38550	ESY2_g35029_DN3_SP1_c0.t1
OG0011345	AL2G38180	ESY2_g35066_DN3_SP5_c15.t1
OG0011346	AL2G37610	ESY2_g34620_DN3_SP0_c0.t1
OG0011347	AL1G34420	ESY5_g2477_DN3_SP0_c0.t1
OG0011349	AL2G35710	ESY2_g36083_DN3_SP0_c0.t1
OG0011350	AL2G35680	ESY2_g36080_DN3_SP0_c0.t1
OG0011351	AL7G22390	ESY4_g24435_DN3_SP1_c0.t1
OG0011352	AL1G53050	ESY4_g22219_DN3_SP0_c0.t1
OG0011354	AL2G35270	ESY2_g36025_DN3_SP0_c0.t1
OG0011355	AL2G35060	ESY2_g35991_DN3_SP8_c0.t1
OG0011356	AL2G34730	ESY2_g35947_DN3_SP8_c0.t1
OG0011357	AL2G34330	ESY2_g34971_DN3_SP0_c0.t1
OG0011358	AL2G34240	ESY2_g34963_DN3_SP0_c0.t1
OG0011359	AL2G33810	ESY2_g34904_DN3_SP0_c0.t1
OG0011360	AL2G33760	ESY10_g14134_DN3_SP0_c0.t1
OG0011361	AL2G32390	ESY2_g35844_DN3_SP8_c0.t1
OG0011362	AL2G40870	ESY18_g63329_DN3_SP0_c0.t1, ESY2_g36600_DN3_SP0_c0.t1
OG0011363	AL2G40860	ESY18_g63332_DN2_SP0_c0.t1
OG0011364	AL2G41080	ESY2_g36570_DN3_SP0_c0.t1
OG0011365	AL2G41410	ESY2_g36525_DN3_SP1_c0.t1
OG0011366	AL3G24610	ESY3_g30134_DN3_SP0_c0.t1
OG0011367	AL3G24670	ESY3_g30140_DN3_SP0_c0.t1
OG0011368	AL3G24870	ESY3_g30164_DN3_SP0_c0.t1
OG0011369	AL3G24920	ESY3_g30169_DN3_SP0_c0.t1
OG0011370	AL3G24940	ESY3_g30172_DN3_SP0_c0.t1
OG0011371	AL3G25920, AL3G25400	ESY3_g30225_DN3_SP8_c0.t1
OG0011372	AL3G25790, AL180U10010	ESY3_g30264_DN3_SP6_c0.t1
OG0011373	AL3G25940	ESY3_g30286_DN3_SP7_c0.t1
OG0011374	AL3G25980	ESY3_g30315_DN3_SP0_c0.t1
OG0011375	AL3G26300	ESY3_g30334_DN3_SP5_c0.t1
OG0011376	AL3G26500	ESY3_g30368_DN3_SP0_c0.t1
OG0011377	AL3G26840	ESY3_g30428_DN3_SP0_c8.t1
OG0011378	AL1G62150	ESY2_g36871_DN3_SP0_c0.t1
OG0011379	AL3G27230	ESY3_g30503_DN3_SP6_c0.t1
OG0011380	AL3G27310	ESY3_g30510_DN3_SP0_c0.t1
OG0011381	AL3G27460	ESY3_g30526_DN3_SP0_c0.t1
OG0011382	AL3G27670	ESY3_g30544_DN3_SP0_c0.t1
OG0011383	AL3G27760	ESY3_g30555_DN3_SP8_c0.t1
OG0011384	AL3G27860	ESY3_g30567_DN3_SP1_c0.t1
OG0011385	AL450U10010, AL3G28020	ESY3_g30583_DN3_SP7_c0.t1
OG0011386	AL3G28930	ESY3_g29988_DN3_SP1_c0.t1
OG0011387	AL4G34530, AL3G29070	ESY3_g29979_DN3_SP0_c0.t1
OG0011388	AL3G29110	ESY3_g29976_DN3_SP2_c11.t1
OG0011389	AL3G29150	ESY3_g29965_DN3_SP3_c0.t1
OG0011390	AL3G30420	ESY3_g29807_DN3_SP0_c0.t1
OG0011391	AL3G30860	ESY3_g29760_DN3_SP7_c0.t1
OG0011392	AL3G31090	ESY3_g29736_DN3_SP0_c0.t1
OG0011393	AL3G31460	ESY3_g29698_DN3_SP0_c0.t1
OG0011394	nbis-gene-923, AL3G31870	ESY3_g29653_DN2_SP0_c0.t1
OG0011395	AL3G32100	ESY3_g29627_DN3_SP8_c0.t1
OG0011396	AL3G32390	ESY3_g29546_DN3_SP5_c0.t1
OG0011397	AL3G32560	ESY3_g29480_DN3_SP0_c0.t1, ESY20_g13250_DN3_SP0_c0.t1, ESY11_g54748_DN3_SP0_c0.t1
OG0011398	AL3G32700	ESY3_g29458_DN3_SP0_c0.t1
OG0011399	AL3G32710	ESY3_g29457_DN3_SP1_c0.t1
OG0011400	AL3G32770	ESY3_g29440_DN3_SP0_c0.t1
OG0011401	AL3G33180	ESY3_g29376_DN3_SP0_c0.t1
OG0011402	AL3G33930	ESY3_g29258_DN3_SP8_c0.t1
OG0011403	AL3G34140	ESY3_g29235_DN3_SP0_c0.t1
OG0011404	AL3G34200	ESY3_g29223_DN3_SP8_c0.t1
OG0011405	AL3G34650	ESY3_g29178_DN3_SP0_c0.t1
OG0011406	AL3G35240	ESY3_g29108_DN3_SP8_c0.t1
OG0011407	AL3G35910	ESY3_g28977_DN3_SP6_c0.t1
OG0011408	AL3G35960	ESY3_g28972_DN3_SP0_c0.t1
OG0011409	AL3G36300	ESY3_g28938_DN3_SP0_c0.t1
OG0011410	AL3G36400	ESY3_g28917_DN3_SP1_c0.t1
OG0011411	AL3G36820	ESY3_g28796_DN3_SP0_c0.t1
OG0011412	AL3G36860	ESY3_g28800_DN3_SP0_c0.t1
OG0011413	AL3G37550	ESY3_g28626_DN3_SP0_c0.t1
OG0011414	AL3G37910	ESY3_g28511_DN3_SP0_c0.t1
OG0011415	AL3G39080	ESY9_g42977_DN3_SP8_c0.t1
OG0011416	AL3G43250	ESY3_g28027_DN3_SP1_c0.t1
OG0011417	AL3G40110	ESY3_g27915_DN3_SP8_c0.t1
