Orthogroup	Arabidopsis_lyrata_Rawat	Noccaea_praecox
OG0009220	AL1G11900	Np004G257850
OG0009221	AL1G11800	Np004G257950
OG0009222	AL1G11600	Np004G258320
OG0009223	AL1G11500	Np004G258400
OG0009224	AL1G11440	Np004G258480
OG0009225	AL1G11290	Np004G258590
OG0009226	AL1G11210	Np004G258660
OG0009227	AL1G11140	Np004G258730
OG0009228	AL1G10810	Np004G259100
OG0009229	AL6G52940	Np004G259350
OG0009230	AL1G10220	Np004G259770
OG0009231	AL1G10080	Np004G259880
OG0009233	AL6G24680	Np003G140890
OG0009234	AL6G24910	Np003G141110
OG0009235	AL6G24770	Np003G140990
OG0009236	AL6G25690	Np003G141790
OG0009237	AL6G25740	Np003G141840
OG0009238	AL6G25840	Np003G141900
OG0009239	AL6G26490	Np003G142560
OG0009240	AL6G26260	Np003G142320
OG0009241	AL6G26080	Np003G142120
OG0009242	AL6G26620	Np003G142700
OG0009243	AL6G27030	Np003G143170
OG0009245	AL6G27710	Np003G143850
OG0009246	AL6G27770	Np003G143920
OG0009247	AL6G28090	Np003G144270
OG0009248	AL6G28260	Np003G144380
OG0009249	AL6G28670	Np003G144930
OG0009250	AL6G29320	Np003G145590
OG0009251	AL6G30260	Np003G146740
OG0009252	AL6G30320	Np003G146810
OG0009253	AL6G30760	Np003G147220
OG0009254	AL6G30770	Np003G147230
OG0009255	AL6G39590	Np001G015050
OG0009256	AL6G40780	Np001G015810
OG0009257	AL8G22670	Np001G016700
OG0009258	AL8G23330	Np001G016240
OG0009259	AL8G22420, AL8G22450	Np001G016770
OG0009260	AL8G22200	Np001G016930
OG0009261	AL8G22150	Np001G016980, Np002G097100, Np006G351260
OG0009262	AL6G24250	Np003G140470
OG0009263	AL6G24170	Np003G140370
OG0009264	AL6G16940	Np003G132530, Np003G130950
OG0009265	AL6G16960	Np003G132550
OG0009267	AL6G24440	Np003G140670
OG0009268	AL6G16810	Np003G132380
OG0009269	AL6G16770	Np003G132340
OG0009271	AL6G16270	Np003G131580
OG0009272	AL6G16260	Np003G131570
OG0009273	AL6G16020	Np003G131350
OG0009274	AL6G15950	Np004G235990, Np003G131250
OG0009275	AL6G15740	Np003G130980
OG0009276	AL6G15250	Np003G172420, Np002G118530, Np003G130370
OG0009277	AL6G15080, AL6G14330	Np003G130080
OG0009278	AL6G15050	Np003G130040
OG0009279	AL6G14710	Np003G129740
OG0009280	AL6G14480	Np003G129450
OG0009281	AL6G37290	Np001G013100
OG0009282	AL6G37650	Np001G013370
OG0009283	AL6G37330	Np001G013140
OG0009284	AL6G37070	Np001G012810
OG0009285	AL6G36910	Np001G012650
OG0009286	AL6G36810	Np001G012460
OG0009288	AL6G36600	Np001G012260
OG0009289	AL6G36310	Np001G012010
OG0009290	AL6G36230	Np001G011950
OG0009291	AL5G35850	Np001G057970
OG0009292	AL6G36180	Np001G011890
OG0009293	AL6G35980	Np001G011750
OG0009294	AL6G35260	Np001G011070
OG0009295	AL6G34770	Np001G010620
OG0009296	AL6G34670	Np001G010520
OG0009297	AL6G34600	Np001G010430
OG0009298	AL6G34570	Np001G010390
OG0009299	AL6G34340	Np001G010200
OG0009300	AL8G37800	Np001G009550
OG0009301	AL8G38530	Np001G008730
OG0009302	AL8G38660	Np001G008540
OG0009303	AL8G39870	Np001G006850
OG0009304	AL5G27490	Np001G048100
OG0009305	AL8G40040	Np001G006660
OG0009306	AL8G35050	Np003G154040
OG0009307	AL8G34570	Np003G154560
OG0009308	AL5G31710	Np001G053030
OG0009309	AL5G31640	Np006G364340, Np001G052980
OG0009310	AL5G31620	Np001G052950
OG0009311	AL5G31450	Np001G052720
OG0009312	AL5G31290	Np001G052560
OG0009313	AL5G30810	Np001G052170
OG0009314	AL5G30680	Np001G052040
OG0009315	AL5G29960	Np001G051060
OG0009316	AL5G29910	Np001G051020
OG0009317	AL5G29890	Np001G051000
OG0009318	AL5G29440	Np001G050620
OG0009319	AL5G29010	Np001G050210
OG0009320	AL5G28610	Np001G049950
OG0009321	AL5G28260	Np001G049410
OG0009322	AL5G28000	Np001G049140
OG0009323	AL5G27870	Np001G048540
OG0009325	AL5G27320	Np001G047950
OG0009326	AL5G27210	Np001G047820
OG0009328	AL5G22530	Np001G044050
OG0009330	AL7G18480	Np005G263210
OG0009331	AL5G20530	Np001G018310
OG0009332	AL2G25830	Np002G092130
OG0009333	AL2G25860	Np002G092080
OG0009334	AL2G27490	Np002G088870
OG0009335	AL2G27770	Np002G088310
OG0009336	AL2G27650	Np002G088490
OG0009337	AL2G28090	Np002G087620
OG0009338	AL2G28350	Np002G087330
OG0009339	AL2G28430	Np002G087250
OG0009340	AL2G28610	Np002G086970
OG0009341	AL4G19660	Np006G362220
OG0009342	AL2G29070	Np002G086340
OG0009343	AL2G29080	Np002G086330
OG0009344	AL2G29240	Np002G086020
OG0009345	AL2G29780	Np002G085410
OG0009346	AL2G30120	Np002G084730
OG0009347	AL2G30770	Np002G083950
OG0009348	AL1G12770, AL2G30920	Np002G083810
OG0009349	AL2G31210	Np002G083570
OG0009350	AL2G31470	Np002G083300
OG0009351	AL2G31540	Np002G083220
OG0009352	AL2G31820	Np002G082830
OG0009354	AL2G31900	Np002G082730
OG0009355	AL2G31910	Np002G082720
OG0009356	AL2G38580	Np002G073660, Np002G073620
OG0009357	AL2G37470	Np002G075170
OG0009358	AL2G37390	Np002G075230
OG0009359	AL2G37150	Np002G075510
OG0009360	AL3G35290	Np007G381190
OG0009362	AL2G37010	Np002G075730
OG0009363	AL2G35670	Np002G077650
OG0009364	AL2G35120	Np002G078240
OG0009365	AL2G34840	Np002G078640
OG0009366	AL2G34820	Np002G078660
OG0009367	AL2G34400	Np002G079140
OG0009368	AL2G34360	Np002G079170
OG0009369	AL2G34340	Np002G079210
OG0009370	AL2G33650	Np002G080210
OG0009371	AL2G33340	Np002G080960
OG0009372	AL1G30680	Np004G237580
OG0009373	AL2G33280	Np002G081030
OG0009374	AL2G33250	Np002G081080
OG0009375	AL2G33130, AL2G33120	Np002G081230
OG0009376	AL8G36760	Np003G152130
OG0009377	AL2G32760	Np002G081640
OG0009378	AL2G32330	Np002G082120
OG0009379	AL2G32280	Np002G082210
OG0009380	AL2G32220	Np002G082260
OG0009381	AL2G32140	Np002G082470
OG0009382	AL2G31980	Np002G082640
OG0009383	AL2G38710	Np002G073520
OG0009384	nbis-gene-615, AL60U10070	Np002G073470
OG0009385	AL2G38790	Np002G073440
OG0009386	AL2G38990	Np002G073250
OG0009387	AL2G39020	Np002G073210
OG0009388	AL2G39060	Np002G073170
OG0009389	AL2G39190	Np002G073000
OG0009390	AL2G39380	Np002G072800
OG0009391	AL2G39580	Np002G072580
OG0009392	AL2G40420	Np002G071630
OG0009393	AL2G40440	Np002G071610
OG0009394	AL2G40540	Np002G071440
OG0009395	AL2G40930	Np002G071000
OG0009396	AL2G41270	Np002G070690
OG0009397	AL2G41370	Np002G070570
OG0009398	AL2G41560	Np002G070390
OG0009399	AL2G41580	Np002G070330
OG0009400	AL2G41710	Np002G070210
OG0009401	AL3G24480	Np007G408540
OG0009402	AL3G24680	Np007G408270
OG0009403	AL3G24780	Np007G408190
OG0009404	AL3G24800	Np007G408170
OG0009405	AL3G25020	Np007G407880
OG0009406	AL3G25210	Np007G407690
OG0009407	AL3G25450	Np007G407380
OG0009408	AL3G25800	Np007G406790
OG0009409	AL3G26540	Np007G405840
OG0009410	AL3G26590	Np007G405800
OG0009411	AL3G26680	Np007G405680
OG0009412	nbis-gene-967, AL3G26770	Np007G405590
OG0009413	AL3G26890	Np007G405370
OG0009414	AL3G27030	Np007G405190
OG0009415	AL3G27050	Np007G405160
OG0009416	AL3G27420	Np007G404700
OG0009417	AL3G27450	Np007G404670
OG0009418	AL3G27470	Np007G404650
OG0009419	AL3G28340	Np007G402810
OG0009420	AL3G28440	Np007G390000
OG0009421	AL3G28460	Np007G390020
OG0009422	AL3G28500	Np007G390060
OG0009424	AL3G28810	Np007G390370
OG0009425	AL3G28850	Np007G390400
OG0009426	AL3G28910	Np007G390460
OG0009427	AL3G29720	Np007G391520
OG0009428	AL3G29810	Np007G391600
OG0009429	AL3G29820	Np007G391610
OG0009430	AL3G30240	Np007G392210
OG0009431	AL3G30350	Np007G392430
OG0009432	AL3G30360	Np007G392440
OG0009433	AL6G52730	Np003G189070
OG0009434	AL3G30740	Np007G392830
OG0009435	AL3G31210	Np007G393660
OG0009436	AL3G31470	Np007G394050
OG0009437	AL3G31670	Np007G394290
OG0009438	AL3G31890	Np007G394580
OG0009439	AL3G31930	Np007G394680
OG0009440	AL3G32330	Np007G395270
OG0009442	AL3G32910	Np007G396450
OG0009443	AL3G32920	Np007G396460
OG0009444	AL3G33470	Np007G397680
OG0009445	AL3G33620	Np007G397860
OG0009446	AL3G34040	Np007G399330
OG0009447	AL219U10020, AL3G34170	Np011G435480
OG0009448	AL3G34190	Np011G435960, Np011G435950
OG0009449	AL3G34380	Np012G436910, Np011G436230
OG0009450	AL3G34830	Np007G380610
OG0009452	AL3G35790	Np007G381960
OG0009453	AL3G36540	Np007G382980
OG0009454	AL3G36740	Np007G382290
OG0009455	AL3G37260	Np007G383840
OG0009456	AL3G38070	Np007G384670
OG0009457	AL3G38090	Np007G384680
OG0009459	AL8G25720	Np003G184560
OG0009460	AL3G44140	Np003G168000
OG0009461	AL3G44070	Np007G389940
OG0009462	AL3G44860	Np007G380110
OG0009463	AL3G45250	Np007G379990
OG0009464	AL3G45260	Np007G379980
OG0009465	AL3G45410	Np007G379860
OG0009466	AL6G22670	Np003G138600
OG0009467	AL3G47460	Np007G378060
OG0009468	AL3G47470	Np007G378050
OG0009469	AL3G47510	Np007G378020
OG0009471	AL3G50080	Np007G376170
OG0009472	AL3G50310	Np007G375900
OG0009473	AL3G50430	Np007G375810
OG0009474	AL3G50930	Np007G375230
OG0009475	AL3G51830	Np007G374430
OG0009476	AL3G52830	Np007G373840
OG0009477	AL3G48710	Np007G373260
OG0009478	AL3G53260	Np007G372220
OG0009479	AL3G53270	Np007G372210
OG0009480	AL3G53330	Np007G372140
OG0009481	AL3G53470	Np007G372050
OG0009482	nbis-gene-912	Np007G371620
OG0009483	AL1G64100	Np004G190390
OG0009484	AL1G63330	Np004G191270
OG0009485	AL1G63160	Np004G191480
OG0009486	AL1G62770	Np004G192030
OG0009487	AL1G62450	Np004G192450
OG0009488	AL1G62430	Np004G192490
OG0009489	AL1G62060	Np004G192840
OG0009491	AL1G61340	Np004G193700
OG0009492	AL1G61220	Np004G193870
OG0009493	AL1G60670	Np004G194420
OG0009494	AL1G58640	Np004G196230
OG0009495	AL1G58970	Np004G195910
OG0009496	AL1G58020	Np004G196760
OG0009497	AL1G57750	Np004G196960
OG0009498	AL1G57600	Np004G197070
OG0009499	AL6G24330	Np003G140550
OG0009500	AL1G57180	Np004G197740
OG0009501	AL1G56960	Np004G198030
OG0009502	AL1G56930	Np004G198090
OG0009503	AL5G45420	Np001G068990
OG0009504	AL1G55890	Np004G198620
OG0009505	AL1G55860	Np004G198640
OG0009506	AL1G55790	Np004G198680
OG0009507	AL4G30640	Np006G341770
OG0009508	AL4G30580, AL270U10010	Np006G341840
OG0009509	AL4G30370	Np006G342250, Np006G342310, Np006G342200, Np006G342120
OG0009510	AL5G32390	Np001G053770
OG0009511	AL5G32650	Np001G053990
OG0009512	AL5G32720	Np001G054100
OG0009513	AL5G33640	Np001G055100
OG0009514	AL5G34070	Np001G055970
OG0009516	AL5G34410	Np001G056330
OG0009517	AL5G34830	Np001G056770
OG0009518	AL5G35060	Np001G057130
OG0009519	AL5G35150	Np001G057210
OG0009520	AL5G35190	Np001G057230
OG0009521	AL5G32120	Np001G053500
OG0009522	AL5G35210	Np001G057250
OG0009523	AL8G19350	Np001G042920
OG0009524	AL5G35760	Np001G057800
OG0009525	AL5G35750	Np001G057790
OG0009526	AL4G36190	Np006G334650
OG0009527	AL5G35870	Np001G057980
OG0009528	AL5G36030	Np001G058390
OG0009529	AL5G36510	Np001G059030
OG0009530	AL5G37250	Np001G059930
OG0009531	AL5G37270	Np001G059970
OG0009532	AL5G37520	Np001G060230
OG0009533	AL5G37620	Np001G060450
OG0009534	AL5G38370	Np001G061410
OG0009535	AL5G38450	Np002G074270, Np001G006450, Np001G061500
OG0009536	AL5G38540	Np001G061570
OG0009537	AL5G39650	Np001G062800
OG0009538	AL5G39830	Np001G062980
OG0009539	AL5G39890	Np001G063030
OG0009540	AL5G40570	Np001G063740
OG0009541	AL5G40900	Np001G064260
OG0009542	AL5G41180	Np001G064580
OG0009543	AL5G41380	Np001G064710
OG0009544	AL6G34890	Np001G010750
OG0009545	AL5G42820	Np001G066280
OG0009546	AL5G42830	Np001G066290
OG0009547	AL5G43000	Np001G066510
OG0009548	AL5G43370	Np001G066890
OG0009549	AL5G43520	Np001G067040
OG0009550	AL5G43550	Np001G067060
OG0009551	AL5G44000	Np001G067500
OG0009552	AL5G45210	Np001G068700
OG0009553	AL5G45220	Np001G068710
OG0009554	AL5G45940	Np001G069550
OG0009555	AL5G46050	Np001G069650
OG0009556	AL5G46110	Np001G069740
OG0009557	AL5G43150	Np001G066660
OG0009558	AL9U12000	Np019G438790, Np023G439400
OG0009559	AL1G60820	Np004G194280
OG0009561	AL1G56820	Np004G198170
OG0009563	AL5G38610	Np001G061670
OG0009564	AL8G44830, AL8G44820	Np003G146560
OG0009565	AL8G14840	Np001G039170, Np002G093310
OG0009567	AL7G26750	Np005G279600
OG0009568	AL4G34880	Np006G336430
OG0009569	AL1G65950	Np006G335650
OG0009570	AL4G39150	Np006G330570
OG0009572	AL2G32400	Np002G082010
OG0009573	AL7G24560	Np005G276900
OG0009574	AL7G17480	Np005G264140
OG0009575	AL7G18390	Np005G263290
OG0009576	nbis-gene-35	Np004G254740
OG0009577	AL1G19320	Np004G250340
OG0009578	AL1G19600	Np004G237930, Np004G250070
OG0009579	nbis-gene-60	Np004G249060
OG0009580	AL1G21500	Np004G248030
OG0009581	AL1G23130	Np004G246060
OG0009582	AL1G23330	Np004G245820
OG0009583	AL1G27960	Np004G240480
OG0009584	AL3G43410	Np005G308120, Np005G308150
OG0009585	AL2G31020	Np002G083760
OG0009586	AL2G27420	Np002G089010
OG0009587	AL3G52910	Np007G373900
OG0009588	AL1G54260	Np001G041040, Np004G200270, Np004G200250
OG0009591	AL6G24200	Np003G140410
OG0009592	AL6G11400	Np003G126300
OG0009593	AL4G36770, AL380U10020, AL1G56980	Np005G266410
OG0009594	nbis-gene-1447, AL6G13110	Np003G128020
OG0009595	AL7G37170	Np005G294740
OG0009596	AL1G43310, AL1G43340, AL1G58600	Np006G342620, Np002G114890, Np002G114850, Np002G114800
OG0009597	AL1G53370	Np004G201000
OG0009598	AL1G54100	Np004G200320
OG0009599	AL1G54350	Np011G436310
OG0009601	AL4G26630	Np006G355110
OG0009602	AL2G13780, AL7G28330	Np005G281550
OG0009603	AL6G24660	Np003G140870
OG0009604	AL6G25730	Np003G141830
OG0009605	AL6G26120	Np003G142150
OG0009606	AL6G26280	Np003G142350
OG0009607	AL6G27790	Np003G143930
OG0009608	AL6G29070	Np003G145890
OG0009609	AL7G49100	Np005G318080
OG0009610	AL7G47320	Np005G320120
OG0009611	AL8G34400	Np003G154690
OG0009612	AL6G37340	Np001G013150
OG0009613	AL1041U10010, AL8G38320	Np001G008920
OG0009614	AL8G38370	Np001G008870
OG0009615	AL8G44530	Np001G001440
OG0009616	AL8G44620	Np001G001310
OG0009621	AL4G25750	Np006G353930, Np006G346920
OG0009622	AL5G32100	Np001G053480
OG0009625	AL8G21570, AL43U10060	Np001G017440
OG0009628	AL1G40780	Np004G210030
OG0009629	nbis-gene-1966	Np004G204590
OG0009635	AL3G53870	Np007G371670
OG0009636	AL7G36600	Np006G357370, Np006G324490, Np001G058160
OG0009637	AL7G23000	Np005G275180
OG0009638	AL7G22650	Np005G274900
OG0009639	AL7G22470	Np005G274680
OG0009640	AL7G22360	Np005G274570
OG0009641	AL7G22040	Np005G274150
OG0009642	AL7G21800	Np005G273400
OG0009643	AL7G21570	Np005G273100
OG0009644	AL6G31440	Np003G148110
OG0009645	AL7G21310	Np005G272760
OG0009646	AL7G21010	Np005G272400
OG0009647	AL1G54240	Np004G200300
OG0009648	AL7G20310	Np005G271410
OG0009649	AL7G19300	Np005G270190
OG0009650	AL7G18830	Np005G262970
OG0009651	AL7G18910	Np005G262900
OG0009652	AL7G18430	Np005G263250
OG0009654	AL6G32870	Np003G149820
OG0009655	AL7G17710	Np005G263970
OG0009656	AL7G17660	Np005G264020
OG0009657	AL7G17380	Np005G264230
OG0009659	AL7G16920	Np005G264640
OG0009661	AL7G16160	Np005G265740
OG0009662	AL6G33900	Np003G150930
OG0009663	AL7G15950	Np005G266040
OG0009665	AL1G45790	Np004G216470
OG0009666	AL1G45950	Np004G217300
OG0009667	AL1G45960	Np004G217330
OG0009668	AL1G46040	Np004G217510
OG0009669	AL1G46530	Np004G205090
OG0009670	AL1G46550	Np004G205110
OG0009671	AL1G46710	Np004G205280
OG0009672	AL1G46800, AL1G48020	Np004G205420
OG0009673	AL7G30590	Np005G284610
OG0009675	AL1G46920	Np004G205550
OG0009676	AL1G46950	Np004G205560
OG0009677	AL1G47010	Np004G205630
OG0009678	AL7G37720	Np005G319370
OG0009679	AL7G37750	Np001G043520
OG0009680	AL7G38580	Np005G300080
OG0009681	AL7G38720	Np005G300290, Np001G068670
OG0009682	AL1G65900	Np002G107540
OG0009683	AL1G67090	Np002G111610
OG0009684	AL1G67160	Np002G111720
OG0009685	AL1G67190	Np002G111740
OG0009686	AL2G18660, AL2G18480	Np002G112740
OG0009687	AL2G18350	Np002G113340
OG0009688	AL2G17120	Np002G114720
OG0009689	AL2G17130	Np002G114710
OG0009690	AL2G16750	Np002G115260
OG0009691	AL2G15460	Np002G117250
OG0009692	AL2G15430	Np002G117270
OG0009693	AL2G14310	Np002G118750
OG0009694	AL5G10130	Np001G028190
OG0009695	AL5G10350	Np001G027840
OG0009696	nbis-gene-1181	Np001G027820
OG0009697	AL5G10420	Np001G027750, Np006G339550
OG0009698	AL1G27050	Np004G241410
OG0009699	AL5G10480	Np001G027370
OG0009700	AL5G10720	Np001G026970
OG0009701	AL1G26540	Np004G242080
OG0009702	AL5G11440	Np001G025920
OG0009703	AL5G12660	Np001G024930
OG0009704	nbis-gene-1200	Np001G024170
OG0009705	AL5G13570	Np001G024020
OG0009706	AL5G13600	Np001G023960
OG0009707	AL5G14240	Np001G023550
OG0009708	AL5G14250	Np001G023540
OG0009709	AL5G14590	Np001G023130
OG0009710	AL5G15220	Np001G022550
OG0009711	AL5G15360	Np001G022340
OG0009712	AL5G15630	Np001G022040
OG0009713	AL5G15640	Np001G022030
OG0009715	AL5G17080	Np001G020520
OG0009716	AL5G18700	Np001G019380
OG0009717	nbis-gene-918, AL8G21600	Np001G019340
OG0009718	AL5G18820	Np001G019300
OG0009719	AL5G19280	Np001G018890
OG0009720	AL5G20130	Np001G018660
OG0009721	AL5G20150	Np001G018640
OG0009723	AL2G25670	Np002G092770
OG0009724	AL2G25520	Np002G092840
OG0009725	AL2G22970	Np002G094690
OG0009726	AL2G23690	Np002G096220
OG0009727	AL2G23550	Np002G096810
OG0009728	AL2G22470	Np002G097890
OG0009729	AL2G22130	Np002G098550
OG0009730	AL2G22090	Np002G098640
OG0009731	AL2G19720	Np002G099800
OG0009732	AL2G19670	Np002G091660
OG0009733	AL2G19520	Np002G086890
OG0009734	AL2G10130	Np002G124730
OG0009735	AL2G10150	Np002G124660
OG0009736	AL2G10390	Np002G124340
OG0009737	AL2G10480	Np002G124210
OG0009738	AL2G10990	Np002G123700
OG0009739	AL2G11190	Np002G123380
OG0009740	AL2G11450	Np002G122920
OG0009741	AL2G12390	Np002G121540
OG0009742	AL2G12650	Np002G121250
OG0009743	AL1G23870	Np004G245270
OG0009744	AL2G13630	Np002G119740
OG0009745	AL4G10620	Np006G370580
OG0009746	AL7G27130	Np005G280000
OG0009747	AL7G26990	Np005G279870
OG0009748	AL4G39220	Np006G330510
OG0009749	AL4G39190	Np006G330530
OG0009750	AL4G38820	Np006G330920
OG0009751	AL4G38800	Np006G330940
OG0009752	AL4G38780	Np006G330960
OG0009753	AL4G38760	Np006G330980
OG0009754	AL4G34450, AL4G38670	Np006G331080
OG0009755	AL4G34440, AL4G38660	Np006G331090
OG0009756	AL3G20400, AL70U10030	Np007G413600, Np007G413580
OG0009757	AL3G20880	Np007G413130, Np007G400550
OG0009758	AL3G21450	Np007G412220
OG0009759	AL2G23980	Np007G411550
OG0009761	AL3G22650	Np007G410860
OG0009762	AL3G22840	Np007G410520
OG0009763	AL3G23480	Np007G409700
OG0009764	AL3G23930	Np007G409120
OG0009765	AL3G50150	Np003G174960
OG0009766	AL3G32980	Np007G395280
OG0009767	AL8G24240	Np003G173630
OG0009768	AL8G24250	Np003G173620
OG0009769	AL8G24380, AL664U10020	Np003G173080
OG0009770	AL8G24460	Np003G172980
OG0009771	nbis-gene-2088	Np003G171030
OG0009772	AL8G25400	Np003G184360
OG0009773	AL8G25410	Np003G184370
OG0009774	AL8G25690	Np003G184540
OG0009775	AL8G25760	Np003G184590
OG0009776	AL6G24430	Np003G140660
OG0009777	AL8G26100	Np003G167520
OG0009778	AL8G26430	Np003G166940
OG0009779	AL8G26590	Np003G166450
OG0009780	AL8G26670, AL271U10010	Np003G166100
OG0009781	AL8G26780	Np003G166000
OG0009782	AL205U10020, AL8G26970	Np003G165690
OG0009783	AL8G27340	Np003G164960
OG0009784	AL8G27410	Np003G164640, Np003G164880
OG0009785	AL8G27450	Np003G164660
OG0009786	AL8G28050	Np003G164130
OG0009787	AL8G27930	Np003G164230
OG0009789	AL8G28080	Np003G164100
OG0009790	AL8G28280	Np003G163710
OG0009791	AL8G29150	Np003G162120, Np003G162130
OG0009792	AL8G28960	Np003G161770
OG0009793	AL8G28890	Np003G161670
OG0009794	AL8G28680	Np003G161420
OG0009795	AL8G29600	Np003G162500
OG0009796	AL8G30060	Np003G163230
OG0009797	AL8G30180	Np001G042090
OG0009798	AL8G30560, AL989U10010	Np003G160630
OG0009799	AL8G30660	Np003G160470
OG0009800	AL8G31170	Np003G159390
OG0009801	AL8G31280	Np003G159280
OG0009802	AL8G31380	Np003G158740
OG0009803	AL8G31920	Np003G158090
OG0009804	AL8G32210	Np003G157600
OG0009805	AL8G32400	Np003G157390
OG0009806	AL8G32590	Np003G157170
OG0009807	AL8G32690	Np003G156960
OG0009808	AL52U10060, AL8G32850	Np003G156670
OG0009809	AL8G33530	Np003G155840
OG0009810	AL8G33750	Np003G155440
OG0009811	AL8G33800	Np003G155350
OG0009812	AL8G33830	Np003G155320
OG0009813	AL8G34120	Np003G155030
OG0009814	AL8G34200	Np003G154940
OG0009815	AL8G34220	Np003G154910
OG0009816	AL5G40770	Np001G064180
OG0009817	AL1G52570	Np004G202240
OG0009818	AL6G23800	Np003G139910
OG0009819	AL6G23760	Np003G139830
OG0009820	AL6G23090	Np003G139130
OG0009821	AL6G23070	Np003G139110
OG0009822	AL6G23040	Np003G139090
OG0009823	AL6G23030	Np003G139080
OG0009824	AL6G22910	Np003G138980
OG0009825	AL6G22800	Np003G138850
OG0009826	AL6G22770	Np003G138740, Np003G138800
OG0009827	AL6G22660	Np003G138590
OG0009828	AL6G22230	Np003G138200
OG0009829	AL6G22180	Np003G138130
OG0009830	AL6G21660	Np003G137520
OG0009831	AL6G21550	Np003G137350
OG0009832	AL6G21450	Np003G137250
OG0009834	AL6G20910	Np003G136720
OG0009835	AL6G20670	Np003G136470
OG0009836	AL6G19880	Np003G135710
OG0009837	AL8G41710	Np001G004610
OG0009838	AL6G19700	Np003G135410
OG0009839	AL6G19130	Np003G134850
OG0009841	AL6G18390	Np003G134200
OG0009842	nbis-gene-1485	Np003G134100
OG0009843	AL6G18040	Np003G133680
OG0009844	AL6G17780	Np003G133410
OG0009845	AL5G26940	Np001G047500
OG0009846	AL7G37140	Np005G294590
OG0009847	AL7G36730	Np005G293440
OG0009848	AL7G36040	Np005G291920
OG0009849	AL7G36010	Np005G291880
OG0009850	AL7G35840	Np005G282120
OG0009851	AL7G35550	Np005G291110
OG0009852	AL7G35220	Np005G290590
OG0009853	AL7G34900	Np005G290180
OG0009854	AL7G34730	Np005G289950
OG0009855	AL7G34080, AL7G34150	Np005G288960, Np005G289020
OG0009856	AL7G33060	Np005G287420
OG0009857	AL7G32930	Np005G287540
OG0009858	AL7G32160	Np005G286540, Np005G286480, Np005G286560
OG0009859	AL7G31910	Np005G286280, Np004G202740
OG0009860	AL7G30450	Np005G284400
OG0009861	AL7G30430	Np005G284380, Np005G284330
OG0009862	AL7G30050	Np005G283740
OG0009863	AL7G29970	Np005G283560
OG0009864	AL4G33900	Np005G283600
OG0009864	AL7G29930, AL7G29910	Np005G283640
OG0009865	AL7G29190	Np005G282820
OG0009866	AL1G47080	Np004G205690
OG0009867	AL1G48280	Np004G206920
OG0009868	AL1G48630	Np004G208480, Np004G208490
OG0009869	AL1G48850	Np004G208660
OG0009870	AL1G48860	Np004G208670
OG0009871	AL1G48910	Np004G208740
OG0009872	AL1G50540	Np004G204580
OG0009873	AL1G51820	Np004G203160
OG0009874	AL1G53790	Np004G200660
OG0009876	AL1G53380	Np004G200980
OG0009877	nbis-gene-166	Np004G210970
OG0009878	nbis-gene-1543, nbis-gene-170	Np004G211540
OG0009879	AL1G43090	Np004G212350
OG0009880	AL1G43490	Np004G212840
OG0009881	AL1G43510	Np004G212860
OG0009882	AL1G43700	Np004G213080
OG0009883	AL1G43880	Np004G213230
OG0009884	AL1G43890	Np004G213240
OG0009885	AL1G44210	Np004G213530
OG0009886	AL1G44250	Np004G213620
OG0009887	AL1G44270	Np004G213640
OG0009888	AL1G44500	Np004G213880
OG0009889	AL1G44810	Np004G214400
OG0009890	AL1G45140	Np004G214710
OG0009891	AL7G15740	Np005G266960, Np005G266450
OG0009892	AL7G15700	Np005G266490
OG0009893	AL7G14880	Np005G267830
OG0009894	AL7G14710	Np005G268000
OG0009895	AL7G14330	Np005G268370
OG0009897	AL7G14220	Np005G268470
OG0009898	AL7G14110	Np005G268580
OG0009899	AL7G13890	Np005G320300, Np005G268700
OG0009900	AL7G13870	Np005G268720
OG0009901	AL4G13200	Np006G367490
OG0009902	AL7G13540	Np005G269140
OG0009903	AL4G13010	Np006G367740
OG0009904	AL7G13300	Np005G269440
OG0009905	AL7G13170	Np005G269520
OG0009906	AL7G12910	Np005G269740
OG0009907	AL7G12830	Np005G269830
OG0009908	AL7G12740	Np005G262720
OG0009909	AL7G12620	Np005G262610
OG0009910	AL7G12570	Np005G262550
OG0009911	AL7G12270	Np005G262260
OG0009912	AL7G11940	Np005G261910
OG0009913	AL7G11880	Np005G261840
OG0009914	AL7G11410	Np005G261570
OG0009915	AL7G10990	Np005G261080
OG0009916	AL7G10860	Np005G260910
OG0009917	AL7G10010	Np005G259960
OG0009918	AL7G44760	Np005G310610, Np005G310780
OG0009919	AL7G43750	Np005G309480
OG0009920	AL7G52060	Np005G313510
OG0009921	AL7G50930	Np005G315410
OG0009922	AL7G50810	Np005G315530
OG0009923	AL7G50630	Np005G315850
OG0009924	AL4G31060	Np006G340980
OG0009925	AL4G31700	Np006G340210
OG0009926	AL2G14660	Np002G118240
OG0009927	AL1G53570, AL5G43620	Np001G067210
OG0009928	AL4G31580	Np006G340380
OG0009929	AL4G31560	Np006G340450
OG0009930	AL4G31460	Np006G340620
OG0009931	AL4G31400	Np006G340680
OG0009932	AL4G31320	Np006G340720
OG0009933	AL6G43470	Np003G177510
OG0009934	AL6G43390	Np003G177400
OG0009935	AL6G43110	Np003G177030
OG0009936	AL8G27030	Np005G309880, Np005G309860
OG0009938	AL4G29370	Np006G343800
