Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_glauca
OG0008285	AL2G40330, AL6G12410	Cg007G280290
OG0008286	AL2G40430	Cg007G280380
OG0008287	AL2G40650	Cg007G280590
OG0008288	AL2G40800	Cg007G280840
OG0008289	AL2G40940	Cg007G280700
OG0008290	AL2G41150	Cg007G281190
OG0008291	AL7G51830	Cg007G271940
OG0008293	AL2G41690	Cg007G281690
OG0008294	AL3G24370	Cg004G128420
OG0008295	AL3G24760	Cg004G128820
OG0008296	AL3G24810	Cg004G128860
OG0008297	AL3G25090	Cg004G129120
OG0008298	AL3G25340	Cg004G129280
OG0008299	AL3G26060	Cg004G129830
OG0008300	AL6G37590, AL3G45760, AL6G37630	Cg008G305460
OG0008301	AL3G26090	Cg004G129860
OG0008302	AL3G26120	Cg004G129890
OG0008303	AL3G26160	Cg004G129920
OG0008304	AL3G26340	Cg004G130220
OG0008305	AL3G26390	Cg004G130250
OG0008306	AL3G26440	Cg004G130300
OG0008307	AL3G26520	Cg004G130360
OG0008308	AL3G27210	Cg004G131030
OG0008309	AL3G27440	Cg004G131230
OG0008310	AL3G27660	Cg004G131560
OG0008311	AL3G27690	Cg004G131590
OG0008312	AL1G61080	Cg006G196960
OG0008313	AL3G28530	Cg004G132260
OG0008314	AL3G28950	Cg004G132630
OG0008315	AL3G29050	Cg004G132680
OG0008316	AL3G29660	Cg004G133190
OG0008317	nbis-gene-252, AL3G30250	Cg004G133720, Cg004G133700
OG0008318	AL3G30430	Cg004G133890
OG0008319	AL3G30960	Cg004G134330
OG0008320	AL3G31120	Cg004G134520
OG0008321	AL3G31530	Cg004G134940
OG0008322	AL3G31980	Cg004G135320
OG0008323	AL3G32020, AL3G32000	Cg004G135340
OG0008324	AL3G32110	Cg004G135420
OG0008325	AL3G32460	Cg004G135760
OG0008326	AL3G32870	Cg004G136160
OG0008327	AL3G32900	Cg004G136190
OG0008328	AL3G33850	Cg004G136980
OG0008329	AL5G35710	Cg002G051950
OG0008330	AL3G34440	Cg004G137480
OG0008331	AL7G40500	Cg001G026580
OG0008332	AL3G36700	Cg004G139640
OG0008333	AL3G37540	Cg004G140390
OG0008334	AL3G37940	Cg004G140770
OG0008335	AL3G39160	Cg004G141710
OG0008336	AL3G39610	Cg004G142030
OG0008337	AL3G40840	Cg004G142960
OG0008338	AL8G27070	Cg003G099370
OG0008339	AL3G51470	Cg004G154370
OG0008340	AL3G47010	Cg004G149870, Cg004G150830
OG0008341	AL3G47370	Cg004G151270
OG0008342	AL3G47650	Cg004G151580
OG0008343	AL3G52490	Cg004G152100
OG0008344	AL3G49260	Cg004G152460
OG0008345	AL3G49670	Cg004G152780
OG0008346	AL3G49820	Cg004G152890
OG0008347	AL3G50280	Cg004G153390
OG0008348	AL3G50330	Cg004G153460
OG0008349	AL3G50400	Cg004G153480
OG0008350	AL3G50770	Cg004G153860
OG0008351	AL3G51980	Cg004G154800
OG0008352	AL3G51890	Cg004G154750
OG0008353	AL3G53190	Cg004G154930
OG0008354	AL5G18050	Cg002G069130
OG0008355	AL3G48620	Cg004G155940
OG0008356	AL3G53370	Cg004G156760
OG0008357	AL1G64060	Cg006G194390, Cg003G097930
OG0008358	AL1G63960	Cg006G194490
OG0008359	AL1G63370	Cg006G194910
OG0008360	AL8G10240	Cg008G325310
OG0008361	AL1G63300	Cg006G194990
OG0008362	AL1G62610	Cg006G195690
OG0008363	AL1G62570	Cg006G195720
OG0008364	AL1G62170	Cg006G196040
OG0008365	AL1G62040	Cg006G196200
OG0008366	AL1G61830	Cg006G196320
OG0008367	AL1G61590	Cg006G196500
OG0008368	AL1G61580	Cg006G196510
OG0008370	AL1G61400	Cg006G196660
OG0008371	AL1G60170	Cg006G197570
OG0008372	AL1G59980	Cg006G197820
OG0008373	AL1G59640	Cg006G198070
OG0008374	AL1G59260	Cg006G198350
OG0008375	AL1G58270	Cg006G199170
OG0008376	AL1G57940	Cg006G199460
OG0008377	AL1G57820	Cg006G199540
OG0008379	AL1G55870	Cg006G200620
OG0008380	AL7G38910	Cg001G025060
OG0008381	AL7G39060	Cg001G025200
OG0008382	AL4G30920	Cg005G171720
OG0008383	AL924U10010, AL4G30850	Cg005G171770
OG0008384	AL4G30780	Cg005G171800
OG0008385	AL5G32430	Cg002G054910
OG0008386	AL5G32700	Cg002G054670
OG0008387	AL5G32860	Cg002G054510
OG0008388	AL5G33040	Cg002G054420
OG0008389	AL5G33500	Cg002G054030
OG0008390	AL5G33660	Cg002G053810
OG0008391	AL5G34450	Cg002G053000
OG0008392	AL5G34570	Cg002G052880
OG0008393	AL5G34770	Cg002G052760
OG0008394	AL5G34880	Cg002G052660
OG0008395	AL5G35140	Cg002G052470
OG0008396	AL5G32210	Cg002G055090
OG0008397	AL5G35370	Cg002G052230
OG0008398	AL5G35380	Cg002G052220
OG0008399	AL5G35800	Cg002G051860
OG0008400	AL5G35330	Cg002G052260
OG0008401	AL5G35770	Cg002G051890
OG0008402	AL5G36060	Cg002G051590
OG0008403	AL5G36570	Cg002G051040
OG0008404	AL5G36660	Cg002G050940
OG0008405	AL5G37320	Cg002G050280
OG0008406	AL5G37810	Cg002G049860
OG0008407	AL5G38440	Cg002G049310
OG0008408	AL5G39180	Cg002G048710
OG0008409	AL5G39850	Cg002G048130
OG0008410	AL5G40210	Cg002G047900
OG0008411	AL5G40390	Cg002G047720
OG0008412	AL5G40400	Cg002G047710
OG0008413	AL5G40480	Cg002G047640
OG0008414	AL5G40530	Cg002G047580
OG0008415	AL5G40640	Cg002G047500
OG0008416	AL5G40650	Cg002G047490
OG0008417	AL4G41490	Cg005G163010
OG0008418	AL3G42300	Cg001G040720
OG0008419	AL5G41300	Cg002G047090
OG0008420	AL5G41420	Cg002G047000
OG0008421	AL5G41450	Cg002G046970
OG0008422	AL5G41740	Cg002G046880
OG0008423	AL5G41780	Cg002G046830
OG0008424	AL5G41920	Cg002G046760
OG0008425	AL5G42320	Cg002G046490
OG0008426	AL5G42410	Cg002G046410
OG0008427	AL5G42620	Cg002G046220
OG0008428	AL5G42880	Cg002G046030
OG0008429	AL5G42960	Cg002G045950
OG0008430	AL5G44330	Cg002G044920
OG0008431	AL5G44530	Cg002G044690
OG0008432	AL5G44560	Cg002G044670
OG0008433	AL5G44880, AL5G44760, AL5G29600	Cg002G044540
OG0008434	AL5G44930	Cg002G044430
OG0008435	AL5G44810	Cg002G044470
OG0008436	AL1G34210	Cg006G224850
OG0008436	AL5G45680	Cg002G043800
OG0008437	AL5G45690	Cg002G043790
OG0008438	AL5G45720	Cg002G043760
OG0008439	AL5G45930	Cg002G043610
OG0008440	AL5G46100	Cg002G043460
OG0008441	AL1G62890	Cg006G195340
OG0008442	nbis-gene-303	Cg006G195710
OG0008446	AL6G47220	Cg003G081370
OG0008447	AL4G35240, AL811U10010	Cg005G168120
OG0008450	AL2G32040	Cg007G272820
OG0008452	AL7G24190	Cg001G012160
OG0008453	AL7G19950, AL7G19940	Cg001G008560
OG0008454	AL7G17890	Cg001G006730
OG0008455	AL7G19540	Cg001G008200
OG0008456	AL1G16840	Cg006G239410
OG0008457	nbis-gene-50	Cg006G237920, Cg006G237910
OG0008458	AL1G19880	Cg006G236710
OG0008459	AL1G22050	Cg006G234900
OG0008460	AL6G42520	Cg008G310150, Cg002G067550, Cg003G086690
OG0008461	AL5G10490	Cg002G075370
OG0008462	AL2G31800	Cg007G272580
OG0008464	AL2G27250	Cg007G268530
OG0008465	AL2G27210	Cg007G268480
OG0008466	AL2G25060	Cg007G266500
OG0008467	AL5G18920, AL3G36190	Cg004G139070
OG0008468	AL3G22700	Cg004G126910
OG0008469	AL6G12460	Cg008G283880
OG0008470	AL8G16860	Cg008G319060
OG0008471	AL4G23040	Cg005G178680
OG0008472	AL7G47080	Cg007G261060
OG0008473	AL8G35840	Cg003G107040
OG0008474	AL5G13620	Cg002G073400
OG0008475	AL8G27360	Cg003G099630
OG0008476	AL8G33910	Cg003G105420
OG0008477	AL6G33760	Cg008G302480
OG0008478	AL6G36820	Cg008G304740
OG0008479	AL8G39310	Cg003G110240
OG0008480	AL334U10030	Cg003G113950
OG0008482	AL1G39140	Cg006G220860
OG0008486	AL8G24730	Cg003G096280, Cg003G090680
OG0008489	AL649U10030, AL7G31220, AL649U10010	Cg001G018530
OG0008491	AL8G20990, AL8G20980	Cg008G312670
OG0008492	nbis-gene-963	Cg005G190740
OG0008504	AL7G24340	Cg001G012330
OG0008505	AL7G23900	Cg001G011870
OG0008506	AL7G23660	Cg001G011680
OG0008507	AL7G23460	Cg001G011540
OG0008508	AL7G23370	Cg001G011450
OG0008509	AL7G22350	Cg001G010650
OG0008510	AL7G22330	Cg001G010630
OG0008512	AL7G22300	Cg001G010580
OG0008513	AL7G22180	Cg001G010490
OG0008514	AL7G21920	Cg001G010260, Cg001G010250
OG0008515	AL7G21830	Cg001G010160
OG0008516	AL7G21740	Cg001G010080
OG0008517	AL7G21710	Cg001G010050
OG0008518	AL6G31390	Cg008G300350
OG0008519	AL7G21290	Cg001G009680
OG0008520	AL7G21260	Cg001G009650
OG0008521	AL7G20660, AL1G32760	Cg001G009150
OG0008522	AL343U10010	Cg001G009000
OG0008523	AL7G20260	Cg001G008780
OG0008524	AL7G20150	Cg001G008680
OG0008525	AL7G20060	Cg001G008620
OG0008526	AL7G19700	Cg001G008310
OG0008527	AL7G19580	Cg001G008240
OG0008528	AL7G19550	Cg001G008210
OG0008529	AL7G19110	Cg001G007730
OG0008530	AL7G18740	Cg001G007350
OG0008531	AL7G18770	Cg001G007380
OG0008532	AL7G18760	Cg001G007370
OG0008533	AL7G18370	Cg001G007140
OG0008534	AL7G19040	Cg001G007680
OG0008535	AL7G18230	Cg001G007040
OG0008536	AL7G18220	Cg001G007030
OG0008537	AL7G18210	Cg001G007020
OG0008538	AL7G18150	Cg001G006960
OG0008540	AL7G17040	Cg001G006020
OG0008541	AL7G17300	Cg001G006220
OG0008542	AL7G17460	Cg001G006350
OG0008543	AL7G16820	Cg001G005830
OG0008544	AL7G16800	Cg001G005810
OG0008545	AL7G16700	Cg001G005710
OG0008546	AL7G16470	Cg001G005500
OG0008547	AL7G16280	Cg001G005330
OG0008548	AL1G49750	Cg006G215000
OG0008549	AL1G45840	Cg006G214470
OG0008550	AL1G45900, AL5G22520	Cg006G214390
OG0008551	AL1G46050	Cg006G214230
OG0008552	AL1G46300	Cg006G213900
OG0008553	AL1G46590	Cg006G213590
OG0008554	AL7G37640	Cg001G023920
OG0008555	AL7G37670	Cg001G024010
OG0008556	AL7G38090	Cg001G024500
OG0008557	AL1G23420	Cg006G233690
OG0008558	AL4G28430	Cg007G256370
OG0008559	nbis-gene-1946, AL1G65120	Cg007G256100
OG0008560	AL1G66140	Cg007G254170
OG0008561	AL7G18640	Cg001G007290
OG0008562	AL2G18180	Cg007G252160
OG0008563	nbis-gene-58	Cg006G236120
OG0008564	AL2G17800	Cg007G251930
OG0008565	AL2G16680	Cg007G250900
OG0008566	AL2G16630	Cg007G250850
OG0008567	AL2G15810	Cg007G249780
OG0008568	AL2G15920	Cg007G249700
OG0008569	AL3G39110	Cg004G141670
OG0008570	AL2G15200	Cg007G249520
OG0008571	AL2G15050	Cg007G249290
OG0008572	AL2G14990	Cg007G249200
OG0008573	AL2G14620	Cg006G234580, Cg007G248930
OG0008574	AL2G14600	Cg007G248910
OG0008575	AL2G14540	Cg007G248880
OG0008576	AL2G14210	Cg007G248670
OG0008577	AL1G23000	Cg006G234070
OG0008578	AL1G27270	Cg006G230700
OG0008579	AL5G10710	Cg002G075220
OG0008580	AL5G10920	Cg002G075040
OG0008581	AL5G11040	Cg002G074920
OG0008582	AL5G11600	Cg002G074560
OG0008583	AL5G12400	Cg002G074280
OG0008584	AL5G13260	Cg002G073700
OG0008585	AL5G13520	Cg002G073500
OG0008586	AL5G14120	Cg002G073130
OG0008587	AL5G14510	Cg002G072880
OG0008588	AL5G14580	Cg002G072790
OG0008589	AL5G14790	Cg002G072630
OG0008590	AL5G15270	Cg002G072150
OG0008591	AL5G15510	Cg002G072000
OG0008592	AL5G15870	Cg002G071680
OG0008593	AL5G15890	Cg002G071660
OG0008594	AL5G16270	Cg002G071340
OG0008595	AL5G16440	Cg002G071210
OG0008596	AL5G16590	Cg006G198900
OG0008597	AL5G17230	Cg002G070580
OG0008598	AL5G17240	Cg002G070550
OG0008599	AL5G18030	Cg002G069100
OG0008600	AL5G18070	Cg002G069150
OG0008601	AL5G18480	Cg002G069570
OG0008602	AL5G18600	Cg002G069680
OG0008603	AL5G18630	Cg002G069790
OG0008604	AL5G19400	Cg002G067760
OG0008606	AL2G24050	Cg007G265480
OG0008607	AL5G13610	Cg007G264970
OG0008609	AL2G22080	Cg007G262690
OG0008610	AL2G10080	Cg007G245530
OG0008611	AL2G10110	Cg007G245570
OG0008612	AL2G10460	Cg007G245880
OG0008613	AL2G10490	Cg007G245910
OG0008614	AL2G10970	Cg007G246180
OG0008615	AL2G11110	Cg007G246290
OG0008616	AL2G11270	Cg007G246410
OG0008617	nbis-gene-376	Cg007G246990
OG0008618	nbis-gene-375	Cg007G246980
OG0008619	AL2G12580	Cg007G247310
OG0008620	AL2G13230	Cg007G247790
OG0008621	AL7G43500, AL3G24320	Cg004G128370
OG0008622	AL8G33420	Cg003G105070
OG0008623	AL4G39210	Cg005G164780
OG0008624	AL4G38960	Cg005G165010
OG0008625	AL4G39050	Cg005G164940
OG0008626	AL3G20480	Cg004G124960
OG0008627	AL6G13140	Cg008G284380
OG0008628	AL3G21590	Cg004G125860
OG0008629	AL3G22150	Cg004G126350
OG0008630	AL3G22390	Cg004G126620
OG0008631	AL3G22500	Cg004G126720
OG0008632	AL3G23030	Cg004G127220
OG0008633	AL3G23090	Cg004G127270
OG0008634	AL3G23440, AL3G23470	Cg004G127650
OG0008635	AL3G23560	Cg004G127730
OG0008636	AL3G23570	Cg004G127740
OG0008637	AL3G23830	Cg004G127940
OG0008638	AL3G24010	Cg004G128120
OG0008639	AL8G23870	Cg003G091140
OG0008640	AL8G24390, AL664U10010	Cg003G090230, Cg003G095690
OG0008641	AL8G24590	Cg003G090460, Cg003G096010
OG0008642	AL8G24830	Cg003G096550
OG0008643	AL8G25030	Cg003G097080
OG0008644	AL8G25090	Cg003G097120
OG0008645	AL8G25260	Cg003G097480
OG0008646	AL8G25950	Cg003G098220
OG0008647	AL8G26090	Cg003G098330
OG0008648	AL8G27130	Cg003G099420
OG0008649	AL8G27420	Cg003G099700
OG0008650	AL8G27820	Cg003G100050
OG0008651	AL8G27700	Cg003G099850
OG0008652	AL8G27650	Cg003G099800
OG0008653	AL8G28190	Cg003G100370
OG0008654	AL8G28220	Cg003G100400
OG0008655	AL8G28300	Cg003G100500
OG0008656	AL8G28330	Cg003G100520
OG0008657	AL8G29240	Cg003G101280
OG0008658	AL8G28710	Cg003G100800
OG0008659	AL8G29430	Cg003G101400
OG0008661	AL8G29710	Cg003G101610
OG0008662	AL8G30450	Cg003G102250
OG0008663	AL8G30640	Cg003G102390
OG0008664	AL8G30760	Cg003G102480
OG0008665	AL8G31080	Cg003G102780
OG0008666	AL8G31180	Cg003G102920
OG0008667	AL8G31200	Cg003G102930
OG0008668	AL8G31740	Cg003G103390
OG0008669	AL8G31990	Cg003G103660
OG0008670	AL8G32010	Cg003G103680
OG0008671	AL8G32370	Cg003G104020
OG0008672	AL8G32570	Cg003G104210
OG0008673	nbis-gene-2156	Cg003G104230
OG0008674	AL52U10040	Cg003G104480
OG0008675	AL8G33030	Cg003G104670
OG0008676	AL8G33110	Cg003G104780
OG0008677	AL8G33270	Cg003G104900
OG0008678	AL8G33650	Cg003G105210
OG0008679	AL8G33930	Cg003G105440
OG0008680	AL8G34130	Cg003G105630
OG0008681	AL8G34140	Cg003G105640
OG0008682	AL8G19800	Cg009G325630, Cg008G313810
OG0008683	AL8G19900	Cg008G313970, Cg009G325980
OG0008684	AL8G19920	Cg008G314050
OG0008685	AL6G23920	Cg008G293460
OG0008686	AL6G23900	Cg008G293440
OG0008687	AL6G23700	Cg008G293230
OG0008688	AL6G23670	Cg008G293180
OG0008689	AL6G23660	Cg008G293170
OG0008690	AL6G23590	Cg008G293120
OG0008692	AL6G23130	Cg008G292780
OG0008693	AL6G22970	Cg008G292630
OG0008694	AL6G22740	Cg008G292410
OG0008695	AL6G22610	Cg008G292300
OG0008696	AL6G22570	Cg008G292270
OG0008697	AL6G22510	Cg008G292210
OG0008698	AL6G21960	Cg008G291770
OG0008699	AL6G21270	Cg008G291170
OG0008700	AL6G21000	Cg008G290940
OG0008701	AL6G20870	Cg008G290820
OG0008702	AL6G20610, AL6G20640	Cg008G290560
OG0008703	AL6G20300	Cg008G290280
OG0008704	AL6G20110	Cg008G290060
OG0008705	AL6G20010	Cg008G289980
OG0008706	AL6G19730	Cg008G289720
OG0008708	AL6G19310	Cg008G289480
OG0008709	AL6G18880	Cg008G289280
OG0008710	AL6G18640	Cg008G289050
OG0008711	AL6G18290	Cg008G288750
OG0008712	AL6G18250	Cg008G288720
OG0008713	AL6G18160	Cg008G288620
OG0008714	AL6G17890	Cg008G288430
OG0008715	AL7G37490	Cg001G023780
OG0008716	AL7G36940	Cg001G023310
OG0008717	AL7G36890	Cg001G023250
OG0008718	AL7G36760	Cg001G023150
OG0008719	AL7G36720	Cg001G023110
OG0008720	AL7G36710	Cg001G023100
OG0008721	AL7G36570	Cg001G022910
OG0008722	AL7G36280	Cg001G022710
OG0008723	AL7G35490	Cg001G021970
OG0008724	AL1G45730	Cg008G322540
OG0008725	AL7G34950	Cg001G021530
OG0008726	AL7G34920	Cg001G021500
OG0008727	AL7G34690	Cg001G021290
OG0008728	AL7G34630	Cg001G021240
OG0008729	AL7G34580	Cg001G021180
OG0008730	AL7G33860	Cg001G020740
OG0008731	AL7G33830	Cg001G020710
OG0008732	AL7G33650	Cg001G020570
OG0008733	AL7G33400	Cg001G020310
OG0008734	AL7G33130	Cg001G020000
OG0008735	AL3G11760, AL7G32920	Cg001G019830
OG0008736	AL7G32610	Cg001G019550
OG0008737	AL7G32130	Cg001G019190
OG0008738	AL7G30980	Cg001G018370
OG0008739	AL6G47110	Cg003G081500
OG0008740	AL7G30830	Cg001G018240
OG0008741	AL7G30650	Cg001G018080
OG0008742	AL7G30540	Cg001G017950
OG0008743	AL7G30510	Cg001G017920
OG0008744	AL7G30380	Cg001G017810
OG0008745	AL7G29980	Cg001G017430
OG0008746	AL2G29890	Cg007G270920
OG0008748	AL6G44260	Cg003G083870
OG0008749	AL1G47900	Cg006G212000
OG0008750	AL1G48600	Cg006G210820
OG0008751	AL1G48720	Cg006G210680
OG0008752	AL1G48890	Cg006G210530
OG0008753	AL1G49170	Cg006G210180
OG0008754	AL1G50340	Cg006G209350
OG0008755	AL1G52420	Cg006G204550
OG0008756	AL1G52370	Cg006G204590
OG0008757	AL1G41160	Cg006G219020
OG0008758	AL1G52830	Cg006G204510
OG0008759	AL1G41420	Cg006G218780
OG0008760	AL1G41830	Cg006G218360
OG0008761	AL2G33150	Cg007G273810
OG0008762	AL1G42990	Cg006G217520
OG0008763	AL1G43070	Cg006G217460
OG0008764	AL1G43580	Cg006G216760
OG0008765	AL1G44710	Cg006G215770
OG0008766	AL1G45000	Cg006G215500
OG0008767	AL1G45150	Cg006G215410
OG0008768	AL1G45380	Cg006G215290
OG0008769	AL7G15380	Cg001G004470
OG0008770	AL7G15340	Cg001G004410
OG0008772	AL7G14550	Cg001G003660
OG0008773	AL7G14250	Cg001G003420
OG0008774	AL7G13860	Cg001G003130
OG0008775	AL7G13740	Cg001G003030
OG0008776	AL7G13680	Cg001G002970
OG0008778	AL7G12860	Cg001G002380
OG0008779	nbis-gene-1699	Cg001G002360
OG0008780	AL7G12600	Cg001G002080
OG0008781	AL7G12450	Cg001G001980
OG0008782	AL7G12410, AL7G12430	Cg001G001960
OG0008783	AL7G12070	Cg001G001660
OG0008784	AL7G11250	Cg001G001110
OG0008785	AL7G25080	Cg001G013040
OG0008786	AL7G45180	Cg001G034440
OG0008787	AL7G45470	Cg001G034780
OG0008788	AL7G52660	Cg001G037940
OG0008789	AL2G29540, AL4G42380	Cg005G162260
OG0008790	AL7G51240	Cg001G039190
OG0008791	AL1G45370	Cg006G215320
OG0008792	AL6G15520	Cg008G286420
OG0008793	AL1G46210	Cg006G214070
OG0008794	AL4G31740	Cg005G170930
OG0008795	AL6G43200, AL6G43190	Cg003G085290
OG0008796	AL4G29710	Cg005G172630
OG0008797	nbis-gene-2015, AL97U10020, AL8G17140, AL97U10010, AL8G17150	Cg008G318850
OG0008798	AL8G17800	Cg008G318300
OG0008799	AL8G18050	Cg008G318070
OG0008800	AL4G44920	Cg005G160020
OG0008801	AL8G19650	Cg011G329120, Cg008G317720
OG0008802	AL6G44270	Cg003G083860
OG0008803	AL6G45350	Cg003G082660
OG0008804	AL6G46810	Cg003G081710
OG0008805	AL6G47050	Cg003G081550
OG0008806	AL6G47260	Cg003G081290
OG0008807	AL6G47310	Cg003G081260
OG0008808	AL6G47520	Cg003G081110
OG0008809	AL6G48340	Cg003G093670, Cg003G080310
OG0008810	AL6G48750	Cg003G080000, Cg003G094020
OG0008811	nbis-gene-1808	Cg001G019790
OG0008812	AL8G15380	Cg008G320840
OG0008813	AL8G15270	Cg008G320880
OG0008814	AL8G14800	Cg008G321240
OG0008815	AL8G14380, AL8G14200	Cg008G321730
OG0008816	AL8G13470	Cg008G322430
OG0008817	AL8G12730	Cg008G323020
OG0008818	AL8G12650	Cg008G323110
OG0008819	AL8G11620	Cg008G324260
OG0008820	AL8G11560	Cg008G324310
OG0008821	AL8G11260	Cg008G324550
OG0008822	AL8G10270	Cg008G325290
OG0008823	AL8G10260	Cg008G325300
OG0008824	AL7G44490	Cg001G033550
OG0008825	AL9U11740	Cg001G031460
OG0008826	AL9U10880	Cg001G030360
OG0008827	AL9U10750	Cg001G030150, Cg005G174220
OG0008828	AL9U10080	Cg001G029420
OG0008829	AL3G39630	Cg004G142050
OG0008830	AL7G42170	Cg001G028100
OG0008831	AL7G42000	Cg001G027950
OG0008832	AL7G41910	Cg001G027880
OG0008833	AL7G41170	Cg001G027080
OG0008834	AL7G40560	Cg001G026620
OG0008835	AL7G40490	Cg001G026570
OG0008836	AL7G40070	Cg001G026010
OG0008837	AL7G39990	Cg001G025930
OG0008838	AL7G49740	Cg001G040830
OG0008839	AL7G48530	Cg001G041830
OG0008840	AL7G49190	Cg001G041310
OG0008841	AL7G48450	Cg001G041910
OG0008842	AL7G48470	Cg001G041890
OG0008843	AL7G47820	Cg001G042410
OG0008844	AL7G47340	Cg001G042820
OG0008845	AL7G47250	Cg001G042940
OG0008846	AL4G47620	Cg005G157600
OG0008847	AL39U10130, AL4G47530	Cg005G157670
OG0008848	AL4G47490, AL39U10100	Cg005G157720
OG0008849	AL4G46180	Cg005G158970
OG0008850	AL4G46060	Cg005G159080
OG0008851	AL4G45930	Cg005G159200
OG0008852	AL4G45410	Cg005G159590
OG0008853	AL4G45310	Cg005G159650
OG0008854	AL4G44940	Cg005G160000
OG0008855	AL4G44590	Cg005G160380
OG0008856	AL4G44320	Cg005G160590
OG0008857	AL4G44220	Cg005G160680
OG0008858	AL4G44140	Cg005G160750
OG0008859	AL5G42430	Cg002G046380
OG0008860	AL4G43140	Cg005G161620
OG0008861	AL4G42930	Cg005G161740
OG0008862	AL4G42890	Cg005G161780
OG0008863	AL4G42880	Cg005G161790
OG0008864	AL4G42680	Cg005G161960
OG0008865	AL4G42000	Cg005G162570
OG0008866	AL4G41690	Cg005G162830
OG0008867	AL5G40980	Cg002G047360
OG0008868	AL4G41240	Cg005G163270
OG0008869	AL409U10030, AL4G40840	Cg005G163590
OG0008870	AL4G40810, AL409U10010	Cg005G163620
OG0008871	AL4G40770	Cg005G163650
OG0008872	AL6G22450	Cg008G292160
OG0008873	nbis-gene-1140	Cg005G164110
OG0008874	AL4G40020	Cg005G164240
OG0008875	AL4G39560	Cg005G164480
OG0008876	AL4G39920, AL4G39540	Cg005G164490
OG0008877	AL6G10800	Cg008G282520
OG0008878	AL6G10910	Cg008G282620
OG0008879	AL6G10970	Cg008G282670
OG0008880	AL6G11120	Cg008G282770
OG0008881	AL6G11660	Cg008G283180
OG0008882	AL6G12000	Cg008G283500
OG0008883	AL6G12450	Cg008G283870
OG0008884	AL6G13180	Cg008G284420
OG0008885	AL6G13300	Cg008G284500
OG0008886	AL6G13480	Cg008G284690
OG0008887	AL6G13820	Cg008G284960
OG0008888	AL6G30880	Cg008G299830
OG0008889	AL6G31110	Cg008G300120
OG0008890	AL6G31160	Cg008G300170
OG0008891	AL6G31250	Cg008G300230
OG0008892	AL6G31680	Cg008G300620
OG0008893	AL6G31700	Cg008G300640
OG0008894	AL6G31270	Cg008G300250
OG0008895	AL6G32050	Cg008G300960
OG0008896	AL8G37490	Cg003G108550
OG0008897	AL6G32500	Cg008G301370
OG0008898	AL6G32520	Cg008G301390
OG0008899	AL6G32780	Cg008G301580
OG0008900	AL6G32860	Cg008G301640
OG0008901	nbis-gene-1547	Cg008G301670
OG0008902	AL6G32990	Cg008G301790
OG0008903	AL6G33370	Cg008G302140
OG0008904	AL6G33410	Cg008G302180
OG0008905	AL6G33960	Cg008G302590
OG0008906	AL6G34130	Cg008G302730
OG0008907	AL8G37290	Cg003G108390
OG0008908	AL8G36820	Cg003G107980
OG0008909	AL8G41120	Cg003G111720
OG0008910	AL8G36530	Cg003G107640
OG0008911	AL8G36520	Cg003G107630
OG0008912	AL215U10040	Cg003G107540
OG0008913	AL8G36340	Cg003G107460
OG0008914	AL8G36280	Cg003G107430
OG0008915	AL8G35550, AL48U10050	Cg003G106790
OG0008916	AL48U10090, AL8G35470	Cg003G106710
OG0008917	AL8G36050	Cg003G107190
OG0008918	AL8G35670	Cg003G106870
OG0008919	AL8G35390	Cg003G106620
OG0008920	AL8G35350	Cg003G106580
OG0008921	AL8G35300, AL139U10020	Cg003G106540
OG0008922	AL8G41000	Cg003G111600
OG0008923	AL8G41070	Cg003G111660
OG0008924	AL1G18630	Cg006G237830
OG0008925	AL8G41180	Cg003G111770
OG0008926	AL372U10020, AL8G41500	Cg003G112060
OG0008926	AL8G41480	Cg003G112050
OG0008927	AL8G41690	Cg003G112220
OG0008928	AL8G42050	Cg003G112560
OG0008929	AL8G42230	Cg003G112710
OG0008930	AL8G42530	Cg003G113150
OG0008931	AL8G42620	Cg003G113050
OG0008932	AL8G42640	Cg003G113030
OG0008933	AL8G43640	Cg003G114010
OG0008934	AL8G43750	Cg003G114120
OG0008935	AL8G43940	Cg003G114310
OG0008936	AL8G44060	Cg003G114450
OG0008937	AL8G44450	Cg003G114830
OG0008938	AL8G44650	Cg003G114980
OG0008939	AL8G44670	Cg003G115000
OG0008940	AL8G44800	Cg003G115130
OG0008941	AL8G44980	Cg003G115290
OG0008942	AL8G45070	Cg003G115390
OG0008943	AL8G45100	Cg003G115440
OG0008944	AL8G45210	Cg003G115510
OG0008945	AL8G45420	Cg003G115670
OG0008946	AL8G45650	Cg003G115890
OG0008947	AL6G52800	Cg003G076580, Cg014G332990
OG0008948	AL1G10560	Cg006G245070
OG0008949	AL6G53060	Cg003G076300, Cg014G333280
OG0008950	AL6G53180	Cg014G333370, Cg003G076210
OG0008951	nbis-gene-1678	Cg003G076190
OG0008952	AL6G52090	Cg014G332800, Cg003G076800
OG0008953	AL6G52430	Cg003G077140, Cg014G332490
OG0008953	AL5G21450, AL5G21480	Cg003G101120
OG0008954	AL6G51990	Cg014G331650, Cg003G078040
OG0008955	AL6G51180	Cg003G077400, Cg014G332220
OG0008956	AL4G17990	Cg005G186550
OG0008957	AL6G50860	Cg014G331410, Cg003G078240
OG0008958	AL6G50280	Cg014G330720, Cg003G078810
