Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_hirsuta
OG0009525	AL5G35750	CARHR164590
OG0009526	AL4G36190	CARHR133610
OG0009527	AL5G35870	CARHR164730
OG0009528	AL5G36030	CARHR164900
OG0009529	AL5G36510	CARHR165380
OG0009530	AL5G37250	CARHR166050
OG0009531	AL5G37270	CARHR166200, CARHR166070
OG0009532	AL5G37520	CARHR166350
OG0009533	AL5G37620	CARHR166450
OG0009534	AL5G38370	CARHR167090
OG0009535	AL5G38450	CARHR167150
OG0009536	AL5G38540	CARHR167250
OG0009537	AL5G39650	CARHR168320
OG0009538	AL5G39830	CARHR168500
OG0009539	AL5G39890	CARHR168570
OG0009540	AL5G40570	CARHR169180
OG0009541	AL5G40900	CARHR169430
OG0009542	AL5G41180	CARHR169680
OG0009543	AL5G41380	CARHR169850
OG0009544	AL6G34890	CARHR189980
OG0009545	AL5G42820	CARHR170920
OG0009546	AL5G42830	CARHR170930
OG0009547	AL5G43000	CARHR171090
OG0009548	AL5G43370	CARHR171410
OG0009549	AL5G43520	CARHR171550
OG0009550	AL5G43550	CARHR171570
OG0009551	AL5G44000	CARHR171920
OG0009552	AL5G45210	CARHR172760
OG0009553	AL5G45220	CARHR172750
OG0009554	AL5G45940	CARHR173420
OG0009555	AL5G46050	CARHR291740
OG0009556	AL5G46110	CARHR291690
OG0009557	AL5G43150	CARHR171220
OG0009559	AL1G60820	CARHR042690
OG0009561	AL1G56820	CARHR039490
OG0009562	AL7G15250	CARHR244200
OG0009563	AL5G38610	CARHR167310
OG0009564	AL8G44830, AL8G44820	CARHR281060
OG0009565	AL8G14840	CARHR178200
OG0009567	AL7G26750	CARHR233750
OG0009568	AL4G34880	CARHR132480
OG0009569	AL1G65950	CARHR132910
OG0009570	AL4G39150	CARHR136270
OG0009572	AL2G32400	CARHR065640
OG0009573	AL7G24560	CARHR235750
OG0009574	AL7G17480	CARHR242040
OG0009575	AL7G18390	CARHR241190
OG0009576	nbis-gene-35	CARHR004770
OG0009577	AL1G19320, AL1G19330	CARHR008800
OG0009578	AL1G19600	CARHR009080, CARHR009070
OG0009579	nbis-gene-60	CARHR010000
OG0009580	AL1G21500	CARHR010820
OG0009581	AL1G23130	CARHR012270
OG0009582	AL1G23330	CARHR012440
OG0009583	AL1G27960	CARHR016320
OG0009584	AL3G43410	CARHR103510, CARHR103480
OG0009585	AL2G31020	CARHR064640
OG0009586	AL2G27420	CARHR061300
OG0009587	AL3G52910	CARHR109520
OG0009588	AL1G54260	CARHR037440
OG0009589	nbis-gene-650, AL3G13700	CARHR077920
OG0009590	AL7G41090	CARHR241530
OG0009591	AL6G24200	CARHR199850
OG0009592	AL6G11400	CARHR211190
OG0009593	AL4G36770, AL380U10020, AL1G56980	CARHR219050
OG0009594	nbis-gene-1447	CARHR209730
OG0009595	AL7G37170	CARHR224110, CARHR224130
OG0009597	AL1G53370	CARHR036790
OG0009598	AL1G54100	CARHR037340
OG0009599	AL1G54350, AL1G54330	CARHR037490
OG0009600	AL4G28070	CARHR126520
OG0009601	AL4G26630	CARHR125010
OG0009602	AL2G13780, AL7G28330	CARHR232270
OG0009603	AL6G24660	CARHR199380
OG0009604	AL6G25730	CARHR198370
OG0009605	AL6G26120	CARHR198060
OG0009606	AL6G26280	CARHR197890
OG0009607	AL6G27790	CARHR196390
OG0009608	AL6G29070	CARHR195110
OG0009609	AL7G49100	CARHR261310
OG0009610	AL7G47320	CARHR212660
OG0009611	AL8G34400	CARHR272110
OG0009612	AL6G37340	CARHR187840
OG0009613	AL1041U10010, AL8G38320	CARHR275380
OG0009614	AL8G38370	CARHR275430
OG0009615	AL8G44530	CARHR280800
OG0009616	AL8G44620	CARHR280870
OG0009618	AL6G42190, AL6G45140, AL3G45880, AL7G35330, AL5G19230, AL6G45130	CARHR114830, CARHR035010, CARHR114620, CARHR119360, CARHR293180, CARHR108110, CARHR055480, CARHR106380
OG0009619	nbis-gene-2224	CARHR054350
OG0009621	AL4G25750	CARHR124290
OG0009622	AL5G32100	CARHR161260
OG0009624	AL493U10010	CARHR269970, CARHR105970, CARHR270160, CARHR269980
OG0009625	AL8G21570, AL43U10060	CARHR183430
OG0009627	nbis-gene-1065	CARHR126720, CARHR126080
OG0009628	AL1G40780	CARHR026960
OG0009635	AL3G53870	CARHR111430
OG0009636	AL7G36600	CARHR224640
OG0009637	AL7G23000	CARHR237220
OG0009638	AL7G22650	CARHR237500
OG0009639	AL7G22470	CARHR237680
OG0009640	AL7G22360	CARHR237790
OG0009641	AL7G22040	CARHR238050
OG0009642	AL7G21800	CARHR238250
OG0009644	AL6G31440	CARHR192950
OG0009645	AL7G21310	CARHR238660
OG0009646	AL7G21010	CARHR238970
OG0009647	AL1G54240	CARHR037420
OG0009648	AL7G20310	CARHR239610
OG0009649	AL7G19300	CARHR240430
OG0009650	AL7G18830	CARHR240880
OG0009651	AL7G18910	CARHR240810
OG0009652	AL7G18430	CARHR241160
OG0009653	AL7G18090	CARHR241540
OG0009654	AL6G32870	CARHR191640
OG0009655	AL7G17710	CARHR241850
OG0009656	AL7G17660	CARHR241890
OG0009657	AL7G17380	CARHR242140
OG0009659	AL7G16920	CARHR242430
OG0009660	AL7G16260	CARHR243240
OG0009661	AL7G16160	CARHR243340
OG0009662	AL6G33900	CARHR190770
OG0009663	AL7G15950	CARHR243550
OG0009665	AL1G45790	CARHR031020
OG0009666	AL1G45950	CARHR031190
OG0009667	AL1G45960	CARHR031200
OG0009668	AL1G46040	CARHR031290
OG0009669	AL1G46530	CARHR031710
OG0009670	AL1G46550	CARHR031730
OG0009671	AL1G46710	CARHR031930
OG0009672	AL1G46800, AL1G48020	CARHR032000
OG0009673	AL7G30590	CARHR229970
OG0009674	AL1G46900	CARHR032070
OG0009675	AL1G46920	CARHR032080
OG0009676	AL1G46950	CARHR032090
OG0009677	AL1G47010	CARHR032110
OG0009678	AL7G37720	CARHR223560
OG0009679	AL7G37750	CARHR223550, CARHR290510
OG0009680	AL7G38580	CARHR222800
OG0009681	AL7G38720	CARHR222690
OG0009682	AL1G65900	CARHR289840
OG0009683	AL1G67090	CARHR288700
OG0009684	AL1G67160	CARHR054730
OG0009685	AL1G67190	CARHR054670
OG0009686	AL2G18660, AL2G18480	CARHR054180
OG0009687	AL2G18350	CARHR053640
OG0009688	AL2G17120	CARHR053360
OG0009689	AL2G17130	CARHR053410
OG0009690	AL2G16750	CARHR053050
OG0009691	AL2G15460	CARHR052050
OG0009692	AL2G15430	CARHR052150
OG0009693	AL2G14310	CARHR050540
OG0009694	AL5G10130	CARHR143720
OG0009695	AL5G10350	CARHR143900
OG0009696	nbis-gene-1181	CARHR143920
OG0009697	AL5G10420	CARHR143960
OG0009698	AL1G27050	CARHR015530
OG0009699	AL5G10480	CARHR144010
OG0009700	AL5G10720	CARHR144190
OG0009701	AL1G26540	CARHR015070
OG0009702	AL5G11440	CARHR144830
OG0009703	AL5G12660	CARHR145440
OG0009704	nbis-gene-1200	CARHR146040
OG0009705	AL5G13570	CARHR146190
OG0009706	AL5G13600	CARHR146220
OG0009707	AL5G14240	CARHR288560
OG0009708	AL5G14250	CARHR146640
OG0009709	AL5G14590	CARHR146920
OG0009710	AL5G15220	CARHR147460
OG0009711	AL5G15360	CARHR147580
OG0009712	AL5G15630	CARHR147830
OG0009714	AL5G16760	CARHR148750
OG0009715	AL5G17080	CARHR149080, CARHR149090
OG0009716	AL5G18700	CARHR151950
OG0009717	AL8G21600	CARHR037400
OG0009718	AL5G18820	CARHR152070
OG0009719	AL5G19280	CARHR292480
OG0009720	AL5G20130	CARHR153160
OG0009721	AL5G20150	CARHR153180
OG0009722	AL7G51550	CARHR263670
OG0009723	AL2G25670	CARHR217530
OG0009724	AL2G25520	CARHR059590, CARHR059600
OG0009725	AL2G22970	CARHR058440
OG0009726	AL2G23690	CARHR058040
OG0009727	AL2G23550	CARHR057910
OG0009728	AL2G22470	CARHR057230
OG0009729	AL2G22130	CARHR057100
OG0009730	AL2G22090	CARHR057080
OG0009731	AL2G19720	CARHR056570
OG0009733	AL2G19520	CARHR056370
OG0009734	AL2G10130	CARHR046290
OG0009735	AL2G10150	CARHR046310
OG0009736	AL2G10390	CARHR046470
OG0009737	AL2G10480	CARHR046560
OG0009738	AL2G10990	CARHR046870
OG0009739	AL2G11190	CARHR047050
OG0009740	AL2G11450	CARHR047610
OG0009741	AL2G12390	CARHR048380
OG0009742	AL2G12650	CARHR048670
OG0009743	AL1G23870	CARHR012800
OG0009744	AL2G13630	CARHR049820
OG0009745	AL4G10620	CARHR112350
OG0009746	AL7G27130	CARHR233350
OG0009747	AL7G26990	CARHR233510
OG0009748	AL4G39220	CARHR136330
OG0009749	AL4G39190	CARHR136310
OG0009750	AL4G38820	CARHR135990
OG0009751	AL4G38800	CARHR135970
OG0009752	AL4G38780	CARHR135950
OG0009753	AL4G38760	CARHR135930
OG0009755	AL4G34440, AL4G38660	CARHR135870
OG0009756	AL3G20400, AL70U10030	CARHR083640
OG0009757	AL3G20880	CARHR084090
OG0009758	AL3G21450	CARHR084610
OG0009760	AL3G22580, AL467U10020	CARHR085610
OG0009761	AL3G22650	CARHR085690
OG0009762	AL3G22840	CARHR085880
OG0009763	AL3G23480	CARHR149420, CARHR086430
OG0009764	AL3G23930	CARHR086820
OG0009765	AL3G50150	CARHR293670, CARHR293680
OG0009766	AL3G32980	CARHR095230, CARHR098580, CARHR260660
OG0009767	AL8G24240	CARHR258410
OG0009768	AL8G24250	CARHR258380
OG0009769	AL8G24380, AL664U10020	CARHR258210
OG0009770	AL8G24460	CARHR258130
OG0009771	nbis-gene-2088	CARHR257290
OG0009772	AL8G25400	CARHR256910
OG0009773	AL8G25410	CARHR256900
OG0009774	AL8G25690	CARHR264120
OG0009775	AL8G25760	CARHR264190
OG0009776	AL6G24430	CARHR199630
OG0009777	AL8G26100	CARHR264690
OG0009778	AL8G26430	CARHR265000
OG0009779	AL8G26590	CARHR265130
OG0009780	AL8G26670, AL271U10010	CARHR265260
OG0009781	AL8G26780	CARHR265330
OG0009782	AL205U10020, AL8G26970	CARHR265480
OG0009783	AL8G27340	CARHR265820
OG0009784	AL8G27410	CARHR265900
OG0009785	AL8G27450	CARHR265920
OG0009786	AL8G28050	CARHR266400
OG0009787	AL8G27930	CARHR266320
OG0009788	AL8G27840	CARHR266260
OG0009789	AL8G28080	CARHR266490
OG0009790	AL8G28280	CARHR266690
OG0009791	AL8G29150	CARHR267210
OG0009792	AL8G28960	CARHR267010
OG0009793	AL8G28890	CARHR266970
OG0009794	AL8G28680	CARHR266900
OG0009795	AL8G29600	CARHR267560
OG0009796	AL8G30060	CARHR267890
OG0009797	AL8G30180	CARHR268090
OG0009798	AL8G30560, AL989U10010	CARHR268410
OG0009799	AL8G30660	CARHR268490
OG0009800	AL8G31170	CARHR268910
OG0009801	AL8G31280	CARHR269020
OG0009802	AL8G31380	CARHR269190
OG0009803	AL8G31920	CARHR269690
OG0009804	AL8G32210	CARHR270100
OG0009805	AL8G32400	CARHR270270
OG0009806	AL8G32590	CARHR270500
OG0009807	AL8G32690	CARHR270590
OG0009808	AL52U10060, AL8G32850	CARHR270720
OG0009809	AL8G33530	CARHR271320
OG0009810	AL8G33750	CARHR271460
OG0009811	AL8G33800	CARHR271500
OG0009812	AL8G33830	CARHR271530
OG0009813	AL8G34120	CARHR271830
OG0009814	AL8G34200	CARHR271910
OG0009815	AL8G34220	CARHR271940
OG0009816	AL5G40770	CARHR169330
OG0009817	AL1G52570	CARHR036120
OG0009818	AL6G23800	CARHR200280
OG0009819	AL6G23760	CARHR200310
OG0009820	AL6G23090	CARHR200820
OG0009821	AL6G23070	CARHR200840
OG0009822	AL6G23040	CARHR200870
OG0009823	AL6G23030	CARHR200880
OG0009824	AL6G22910	CARHR200990
OG0009825	AL6G22800	CARHR201120
OG0009826	AL6G22770	CARHR201150
OG0009827	AL6G22660	CARHR201260
OG0009828	AL6G22230	CARHR201660
OG0009829	AL6G22180	CARHR201710
OG0009830	AL6G21660	CARHR202250
OG0009831	AL6G21550	CARHR202330
OG0009832	AL6G21450	CARHR202400
OG0009833	AL6G21390	CARHR202480
OG0009834	AL6G20910	CARHR202890
OG0009835	AL6G20670	CARHR203110
OG0009836	AL6G19880	CARHR203900
OG0009837	AL8G41710	CARHR278290
OG0009838	AL6G19700	CARHR204090
OG0009839	AL6G18940	CARHR204530
OG0009839	AL6G19130	CARHR204520
OG0009840	AL6G18860	CARHR204640
OG0009841	AL6G18390	CARHR205140
OG0009842	nbis-gene-1485	CARHR205230
OG0009843	AL6G18040	CARHR205490
OG0009844	AL6G17780	CARHR205660
OG0009845	AL5G26940	CARHR156330
OG0009846	AL7G37140	CARHR224170
OG0009847	AL7G36730	CARHR224520
OG0009848	AL7G36040	CARHR225120
OG0009849	AL7G36010	CARHR225140
OG0009850	AL7G35840	CARHR225280
OG0009851	AL7G35550	CARHR225560
OG0009852	AL7G35220	CARHR225830
OG0009853	AL7G34900	CARHR226060
OG0009854	AL7G34730	CARHR226200
OG0009855	AL7G34080, AL7G34150	CARHR226680
OG0009856	AL7G33060	CARHR227660
OG0009857	AL7G32930	CARHR227770
OG0009858	AL7G32160	CARHR228510
OG0009859	AL7G31910	CARHR228720
OG0009860	AL7G30450	CARHR230110
OG0009861	AL7G30430	CARHR230130
OG0009862	AL7G30050	CARHR230750
OG0009863	AL7G29970	CARHR230820
OG0009864	AL7G29930, AL7G29910	CARHR230870
OG0009865	AL7G29190	CARHR231500
OG0009866	AL1G47080	CARHR032150
OG0009867	AL1G48280	CARHR033220
OG0009868	AL1G48630	CARHR033630
OG0009869	AL1G48850	CARHR033760
OG0009870	AL1G48860	CARHR033770
OG0009871	AL1G48910	CARHR033810
OG0009872	AL1G50540	CARHR034440
OG0009873	AL1G51820	CARHR035540
OG0009875	AL1G51340	CARHR292420
OG0009876	AL1G53380	CARHR036780
OG0009877	nbis-gene-166	CARHR027620
OG0009878	nbis-gene-1543, nbis-gene-170	CARHR028060
OG0009879	AL1G43090	CARHR028620
OG0009880	AL1G43490	CARHR029020
OG0009881	AL1G43510	CARHR029030
OG0009882	AL1G43700	CARHR029580, CARHR029570
OG0009883	AL1G43880	CARHR029400
OG0009884	AL1G43890	CARHR029390
OG0009885	AL1G44210	CARHR029650
OG0009886	AL1G44250	CARHR029690
OG0009887	AL1G44270	CARHR029710
OG0009888	AL1G44500	CARHR029880
OG0009889	AL1G44810	CARHR030200
OG0009890	AL1G45140	CARHR030340
OG0009891	AL7G15740	CARHR243740
OG0009892	AL7G15700	CARHR243800
OG0009893	AL7G14880	CARHR244580
OG0009894	AL7G14710	CARHR244710
OG0009895	AL7G14330	CARHR245040
OG0009896	AL7G14310	CARHR245050
OG0009897	AL7G14220	CARHR245140
OG0009898	AL7G14110	CARHR245240
OG0009899	AL7G13890	CARHR245410
OG0009900	AL7G13870	CARHR245420
OG0009901	AL4G13200	CARHR292950
OG0009902	AL7G13540	CARHR245700
OG0009903	AL4G13010	CARHR114360
OG0009904	AL7G13300	CARHR245890
OG0009905	AL7G13170	CARHR245980
OG0009906	AL7G12910	CARHR246160
OG0009907	AL7G12830	CARHR246230
OG0009908	AL7G12740	CARHR246320
OG0009909	AL7G12620	CARHR246430
OG0009910	AL7G12570	CARHR246480
OG0009911	AL7G12270	CARHR246700
OG0009912	AL7G11940	CARHR246980
OG0009913	AL7G11880	CARHR247040
OG0009914	AL7G11410	CARHR247320
OG0009915	AL7G10990	CARHR247700
OG0009916	AL7G10860	CARHR247810
OG0009917	AL7G10010	CARHR143600
OG0009918	AL7G44760	CARHR216730
OG0009919	AL7G43750	CARHR217060
OG0009920	AL7G52060	CARHR213910
OG0009921	AL7G50930	CARHR262960
OG0009922	AL7G50810	CARHR262830
OG0009923	AL7G50630	CARHR262610
OG0009924	AL4G31060	CARHR129200
OG0009925	AL4G31700	CARHR129850
OG0009926	AL2G14660	CARHR050790
OG0009927	AL1G53570, AL5G43620	CARHR171700
OG0009928	AL4G31580	CARHR129700
OG0009929	AL4G31560	CARHR129680
OG0009930	AL4G31460	CARHR129580
OG0009931	AL4G31400	CARHR129510
OG0009932	AL4G31320	CARHR129440
OG0009933	AL6G43470	CARHR260830
OG0009934	AL6G43390	CARHR260740
OG0009935	AL6G43110	CARHR260430
OG0009936	AL8G27030	CARHR265560
OG0009937	AL4G30010	CARHR128210
OG0009938	AL4G29370	CARHR127700
OG0009939	AL4G29260	CARHR127610
OG0009940	AL4G29240	CARHR127590
OG0009941	AL8G18390	CARHR204890, CARHR213980
OG0009942	AL8G18570, AL8G18730	CARHR181560
OG0009943	AL8G19670	CARHR284720
OG0009944	AL6G43750	CARHR261030
OG0009945	AL6G43910	CARHR261140
OG0009946	AL6G43980, AL6G44000	CARHR261240, CARHR256690
OG0009947	AL6G44650	CARHR256000
OG0009948	AL6G44720	CARHR255940
OG0009949	AL6G46500	CARHR254520
OG0009950	AL6G46610	CARHR254410
OG0009951	AL6G47480	CARHR253650
OG0009952	AL6G47830	CARHR253300
OG0009954	AL6G48100	CARHR252900
OG0009955	AL6G48130	CARHR252870, CARHR252880
OG0009956	AL6G48180	CARHR252830, CARHR252840
OG0009957	AL6G48670	CARHR252480
OG0009958	AL8G15390	CARHR178620
OG0009959	AL8G14030	CARHR177370
OG0009960	AL8G13570, AL8G13610	CARHR176880
OG0009961	AL8G13430	CARHR176700
OG0009962	AL8G13420	CARHR176690
OG0009963	AL8G12410	CARHR175750
OG0009964	AL8G12030	CARHR175390, CARHR044550
OG0009965	AL8G11790	CARHR175020
OG0009967	AL8G11270	CARHR174460
OG0009968	AL4G47570, AL7G17990	CARHR143360
OG0009969	AL8G10320	CARHR173680
OG0009970	AL8G10290	CARHR173650
OG0009971	AL8G10510	CARHR173890
OG0009972	AL9U11910	CARHR218120
OG0009973	AL3G37930	CARHR099240
OG0009974	AL7G13820	CARHR245470
OG0009975	AL9U10380	CARHR218870
OG0009976	AL5G35260	CARHR164140
OG0009977	AL7G43170	CARHR219200
OG0009978	AL7G42800, AL5G12160	CARHR219490
OG0009979	AL7G42150	CARHR220290
OG0009980	AL7G41540	CARHR220820
OG0009981	AL7G41100	CARHR221330
OG0009982	AL3G35600, AL7G43520, AL5G19540	CARHR097430
OG0009983	AL7G50200	CARHR262240
OG0009984	AL7G50190	CARHR262230
OG0009985	AL7G50170	CARHR262220
OG0009986	AL7G49830	CARHR261960
OG0009987	AL7G49770	CARHR261910
OG0009988	AL4G36240	CARHR133650
OG0009989	AL7G48080	CARHR212970
OG0009990	AL7G47680	CARHR272980
OG0009991	AL7G47260	CARHR212600
OG0009992	AL6G43450	CARHR260810
OG0009993	AL4G47630	CARHR143420
OG0009994	AL4G47200	CARHR143020
OG0009995	AL4G46920	CARHR142760
OG0009996	AL4G46890	CARHR142720
OG0009997	AL4G46240	CARHR142110
OG0009998	AL4G46200	CARHR142080
OG0009999	AL4G46090	CARHR142000
OG0010000	AL4G45520	CARHR141520
OG0010001	AL4G45490	CARHR141510
OG0010002	AL4G44970	CARHR141050
OG0010003	AL4G44670	CARHR140690
OG0010004	nbis-gene-1163	CARHR140570
OG0010005	AL4G44370	CARHR140480
OG0010006	AL4G44360	CARHR140470
OG0010007	AL4G44030	CARHR224150
OG0010008	AL4G44010	CARHR140150
OG0010009	AL3G54110, AL3G54090	CARHR111600
OG0010010	AL4G42850	CARHR139140
OG0010011	AL4G42630	CARHR138950
OG0010012	AL4G42620	CARHR138930
OG0010013	AL4G42500	CARHR138870
OG0010014	AL4G42350	CARHR138680
OG0010015	AL4G41780	CARHR138190
OG0010017	AL4G41710	CARHR138130
OG0010018	AL4G41680	CARHR138090
OG0010019	AL4G40430	CARHR137150
OG0010020	AL4G40490	CARHR228030, CARHR137180
OG0010021	AL5G39280	CARHR167900
OG0010022	AL4G40140	CARHR136900
OG0010023	AL4G40030	CARHR136820
OG0010024	AL4G39630	CARHR136660
OG0010025	AL4G39570	CARHR136600
OG0010026	AL6G11360	CARHR211230
OG0010027	AL6G11370	CARHR211220
OG0010028	AL6G11640	CARHR211000
OG0010029	AL6G11850	CARHR210780
OG0010030	AL6G11950	CARHR210660
OG0010031	AL6G12160	CARHR210440
OG0010032	AL6G12570	CARHR210090
OG0010033	AL6G12650	CARHR210020
OG0010035	AL6G12740	CARHR209930
OG0010036	AL6G12970	CARHR209820
OG0010037	AL6G12980	CARHR209800, CARHR209810
OG0010038	AL6G13450	CARHR209390
OG0010039	AL6G13540	CARHR209330
OG0010040	AL6G30860	CARHR193590
OG0010041	AL6G31100	CARHR193310
OG0010042	AL6G31070	CARHR193340
OG0010043	AL6G31650	CARHR192730
OG0010044	AL6G31660	CARHR192720
OG0010045	AL6G31800	CARHR192580
OG0010046	AL6G31760	CARHR192620
OG0010047	AL6G32020	CARHR192320
OG0010048	AL6G32030	CARHR192310
OG0010049	AL6G26870	CARHR197320
OG0010050	AL6G32260	CARHR192110
OG0010051	AL6G32410	CARHR191980
OG0010052	AL6G32630	CARHR191800
OG0010054	AL7G48630	CARHR253380, CARHR213470
OG0010055	AL6G33610	CARHR190970
OG0010056	AL8G37350	CARHR274440
OG0010057	AL8G37180	CARHR274250
OG0010058	AL8G37060	CARHR274120
OG0010059	AL71U10010, AL8G36650	CARHR273680, CARHR055210
OG0010060	AL8G36110	CARHR273090
OG0010061	AL1G41470	CARHR035110, CARHR105350, CARHR229380, CARHR027410
OG0010062	AL8G35220	CARHR272830
OG0010063	nbis-gene-2205	CARHR277070
OG0010064	AL8G40390	CARHR277180
OG0010065	AL8G40410	CARHR277190
OG0010066	AL8G40460	CARHR277230
OG0010067	AL8G31270	CARHR269010
OG0010068	AL8G41220	CARHR277870
OG0010069	AL8G41450	CARHR278090
OG0010070	AL8G41650	CARHR278200
OG0010071	AL8G41730	CARHR278310
OG0010072	AL8G42430	CARHR293840
OG0010073	AL8G42610	CARHR279020
OG0010074	AL8G42630	CARHR279040
OG0010075	AL8G43260	CARHR279630
OG0010076	AL8G43330	CARHR279660
OG0010077	AL8G44150	CARHR280440
OG0010078	AL8G44330	CARHR280630
OG0010079	AL8G44400	CARHR280710
OG0010080	AL8G44430	CARHR280730
OG0010081	AL8G44440	CARHR280760
OG0010082	nbis-gene-2218	CARHR280950
OG0010083	AL5G27160, AL8G45080	CARHR156560
OG0010084	AL8G45140	CARHR281330
OG0010085	AL5G31840	CARHR160990
OG0010086	AL8G45680	CARHR281800
OG0010087	AL6G53440	CARHR248120
OG0010088	AL6G52790	CARHR248800
OG0010089	AL6G52840	CARHR288840, CARHR248760
OG0010090	AL1G30700	CARHR018900
OG0010091	AL6G52130	CARHR249050
OG0010092	AL6G51900	CARHR250200
OG0010093	AL6G51420	CARHR249840
OG0010094	AL6G51000	CARHR250340
OG0010095	AL6G50940	CARHR250410
OG0010096	AL6G50770	CARHR250540, CARHR034320
OG0010097	AL6G50490	CARHR250850
OG0010098	AL6G50320	CARHR251010
OG0010099	AL6G49830	CARHR251550
OG0010100	AL6G49750	CARHR251620
OG0010101	AL6G49710	CARHR251670, CARHR116120, CARHR116160, CARHR116130
OG0010102	AL6G49680	CARHR251700
OG0010103	AL6G49650	CARHR251730
OG0010104	AL6G49310	CARHR251990
OG0010105	AL390U10010	CARHR006300
OG0010106	AL4G29040	CARHR127390
OG0010107	AL4G28970	CARHR127320
OG0010108	AL4G27780	CARHR126210
OG0010109	AL4G27990	CARHR126440
OG0010110	AL80U10060, AL4G27290	CARHR125690
OG0010111	AL4G27060	CARHR125490
OG0010112	AL4G26410	CARHR124810
OG0010113	AL4G26180	CARHR124590
OG0010114	AL4G25610	CARHR124210
OG0010115	AL4G25240	CARHR123730
OG0010116	AL4G24780	CARHR123260
OG0010117	AL4G24540, AL4G24530	CARHR123100
OG0010119	AL4G23100	CARHR121630
OG0010120	AL4G21590	CARHR121380
OG0010121	AL4G21930	CARHR121090
OG0010122	nbis-gene-1020	CARHR121060
OG0010123	AL4G22040	CARHR120880
OG0010124	AL4G22470	CARHR120510
OG0010125	AL4G22480	CARHR120500
OG0010126	AL4G22490	CARHR120490
OG0010127	AL4G21290, AL128U10030	CARHR119940
OG0010128	AL4G19990	CARHR118980
OG0010129	AL1G14590	CARHR004260
OG0010130	AL4G19700	CARHR118720
OG0010131	AL4G18860	CARHR115120
OG0010132	AL7G25340	CARHR235110
OG0010133	AL3G10220	CARHR075040
OG0010134	AL3G19610	CARHR082920
OG0010135	AL6G10130	CARHR212250
OG0010136	AL4G39480	CARHR136520
OG0010137	AL4G39350, nbis-gene-937	CARHR136470
OG0010138	AL7G26560	CARHR233950
OG0010139	AL7G26500	CARHR234010
OG0010140	AL3G10990	CARHR075790
OG0010141	AL3G12220	CARHR076820
OG0010142	AL3G12810	CARHR077220
OG0010143	AL3G12830	CARHR077240
OG0010144	AL3G13380	CARHR077650
OG0010145	AL3G13450	CARHR077710
OG0010146	AL3G13550	CARHR077790
OG0010147	AL3G13660	CARHR077870
OG0010148	AL3G14330	CARHR078520
OG0010150	nbis-gene-657	CARHR079030
OG0010151	AL3G16420	CARHR080180
OG0010152	AL3G17770	CARHR081260
OG0010153	AL3G17790	CARHR081250
OG0010154	AL3G18040, AL3G18070, AL3G18090, AL159U10010	CARHR081530
OG0010155	AL3G18160	CARHR081590
OG0010156	AL3G18310	CARHR081670
OG0010157	AL3G19140	CARHR082480
OG0010158	AL3G19340	CARHR082700
OG0010159	AL8G38820	CARHR275840
OG0010160	AL3G19750	CARHR083050
OG0010161	AL4G37550	CARHR134900
OG0010162	AL4G37390	CARHR134740
OG0010163	AL4G37350	CARHR134690
OG0010164	AL463U10010, AL4G36860	CARHR134340
OG0010165	AL5G36040	CARHR164910
OG0010166	AL4G36330	CARHR133810
OG0010167	AL4G36070	CARHR133480, CARHR288720
OG0010168	AL4G32550	CARHR130690
OG0010169	AL4G32830	CARHR130930
OG0010170	AL4G33060	CARHR131310
OG0010171	AL4G33480	CARHR131640
OG0010172	AL4G33500	CARHR131660
OG0010173	AL4G33640	CARHR132330
OG0010174	AL4G34710	CARHR131750
OG0010175	AL4G35180, AL4G35170	CARHR132750
OG0010176	AL4G35080	CARHR132660
OG0010178	AL1G16620	CARHR006200
OG0010179	AL4G35990	CARHR133370
OG0010180	AL1G27530	CARHR015970
OG0010181	AL1G27590	CARHR016020
OG0010183	AL1G29840	CARHR018140
OG0010184	AL1G30040	CARHR018290
OG0010185	AL6G31610	CARHR192770
OG0010186	AL1G30480	CARHR018690
OG0010187	AL1G31120	CARHR019300
OG0010188	AL1G31200	CARHR019370
OG0010189	AL1G31810	CARHR019830
OG0010190	AL1G32020	CARHR019990
OG0010191	AL1G32270	CARHR020090
OG0010192	AL1G32670	CARHR020430
OG0010193	AL1G32710	CARHR020470
OG0010195	AL1G32800	CARHR020500
OG0010196	AL1G32890	CARHR020560
OG0010197	AL1G33410	CARHR020930
OG0010198	AL1G33760	CARHR021210
OG0010199	AL1G33780	CARHR021220
OG0010200	AL1G33870	CARHR021280
OG0010201	AL1G34110	CARHR021510
OG0010202	AL1G34850	CARHR022040
OG0010203	AL1G34870	CARHR022060
OG0010204	AL2G37950	CARHR071230
OG0010205	AL1G36200	CARHR023030
OG0010206	AL1G36390	CARHR023190
OG0010207	AL1G36470	CARHR023290
OG0010208	AL1G36690	CARHR023540
OG0010209	AL1G37020	CARHR023690
OG0010210	AL2G29910	CARHR063730
OG0010211	AL1G37650	CARHR024300
OG0010212	AL1G38620	CARHR025010
OG0010213	AL1G39110	CARHR025350
OG0010214	AL2G28320	CARHR062110
OG0010215	AL1G39410	CARHR025580
OG0010216	AL1G39650	CARHR025800
OG0010217	AL1G39770	CARHR025930
OG0010218	AL2G27040	CARHR060890
OG0010219	AL1G40110	CARHR026310
OG0010220	AL1G40360	CARHR026520
