Orthogroup	Brassica_oleracea	Arabis_alpina
OG0008516	XP_013622750.1	Aa_G199100.h1.t1
OG0008517	XP_013604467.1, XP_013597766.1	Aa_G199090.h1.t1
OG0008518	XP_013599017.1, XP_013610569.1	Aa_G568380.h1.t1
OG0008519	XP_013591921.1, XP_013588438.1	Aa_G187250.h1.t1
OG0008520	XP_013588809.1, XP_013589512.1, XP_013592371.1	Aa_G187130.h1.t1, Aa_G187140.h1.t1
OG0008521	XP_013614423.1, XP_013590144.1	Aa_G187100.h1.t1
OG0008522	XP_013620456.1, XP_013591610.1	Aa_G199250.h1.t1
OG0008523	XP_013588430.1, XP_013618487.1	Aa_G347870.h1.t1
OG0008524	XP_013613791.1, XP_013621092.1	Aa_G347940.h1.t1
OG0008525	XP_013613802.1	Aa_G347950.h1.t1
OG0008526	XP_013592420.1	Aa_G252160.h1.t1, Aa_G252140.h1.t1
OG0008527	XP_013592419.1, XP_013591717.1	Aa_G252130.h1.t1
OG0008528	XP_013592112.1, XP_013621301.1	Aa_G252090.h1.t1, Aa_G46980.h1.t1
OG0008529	XP_013595744.1, XP_013584199.1	Aa_G62610.h1.t1
OG0008530	XP_013637978.1	Aa_G62480.h1.t1
OG0008531	XP_013598253.1	Aa_G62370.h1.t1
OG0008532	XP_013604920.1, XP_013587648.1	Aa_G352740.h1.t1
OG0008533	XP_013604661.1, XP_013585409.1	Aa_G126620.h1.t1
OG0008534	XP_013630284.1, XP_013587431.1	Aa_G617570.h1.t1
OG0008535	XP_013613946.1, XP_013586509.1	Aa_G490150.h1.t1
OG0008537	XP_013610559.1, XP_013592990.1	Aa_G367130.h1.t1
OG0008538	XP_013630053.1, XP_013606855.1	Aa_G46540.h1.t1
OG0008540	XP_013610620.1, XP_013627338.1	Aa_G46810.h1.t1
OG0008542	XP_013638929.1, XP_013609133.1	Aa_G347390.h1.t1
OG0008543	XP_013608730.1, XP_013625364.1	Aa_G53150.h1.t1
OG0008544	XP_013612818.1	Aa_G67840.h1.t1
OG0008545	XP_013611414.1	Aa_G67880.h1.t1
OG0008546	XP_013611415.1, XP_013628632.1	Aa_G67900.h1.t1
OG0008547	XP_013625389.1, XP_013612014.1	Aa_G53240.h1.t1, Aa_G356870.h1.t1
OG0008548	XP_013628272.1, XP_013613083.1	Aa_G724620.h1.t1
OG0008549	XP_013621812.1, XP_013611746.1	Aa_G425560.h1.t1
OG0008550	XP_013628085.1, XP_013611050.1	Aa_G299860.h2.t1, Aa_G299860.h1.t1
OG0008551	XP_013621194.1	Aa_G69780.h1.t1
OG0008552	XP_013605406.1, XP_013622912.1	Aa_G36610.h1.t1
OG0008553	XP_013585149.1	Aa_G61670.h1.t1
OG0008554	XP_013638606.1, XP_013623167.1	Aa_G442200.h1.t1
OG0008555	XP_013586666.1, XP_013630095.1	Aa_G596310.h1.t1
OG0008556	XP_013593766.1, XP_013638093.1	Aa_G587350.h1.t1
OG0008557	XP_013622566.1, XP_013583605.1	Aa_G587360.h1.t1
OG0008558	XP_013603656.1, XP_013599027.1	Aa_G227920.h1.t1
OG0008559	XP_013597510.1, XP_013599554.1	Aa_G234070.h1.t1
OG0008560	XP_013596432.1, XP_013586412.1	Aa_G183300.h1.t1
OG0008561	XP_013617682.1, XP_013598751.1	Aa_G107220.h1.t1
OG0008563	XP_013600823.1, XP_013599142.1	Aa_G141560.h1.t1
OG0008564	XP_013593866.1	Aa_G291810.h1.t1, Aa_G279160.h1.t1, Aa_G121490.h1.t1
OG0008565	XP_013599789.1, XP_013618768.1	Aa_G1820.h1.t1
OG0008566	XP_013596717.1	Aa_G469130.h1.t1
OG0008567	XP_013595926.1, XP_013601138.1	Aa_G391300.h1.t1
OG0008568	XP_013601128.1	Aa_G200880.h1.t1
OG0008569	XP_013601135.1, XP_013593299.1	Aa_G232890.h1.t1
OG0008570	XP_013604060.1, XP_013601385.1, XP_013597500.1	Aa_G231300.h1.t1
OG0008571	XP_013587923.1	Aa_G44430.h1.t1
OG0008572	XP_013600995.1	Aa_G22920.h1.t1
OG0008573	XP_013601851.1, XP_013587074.1	Aa_G457670.h1.t1, Aa_G91510.h1.t1
OG0008574	XP_013600599.1, XP_013587142.1	Aa_G284070.h1.t1
OG0008575	XP_013602956.1, XP_013583743.1	Aa_G562120.h1.t1
OG0008576	XP_013597858.1, XP_013586705.1	Aa_G617620.h1.t1
OG0008577	XP_013599103.1, XP_013593665.1, XP_013627324.1, XP_013587109.1	Aa_G442260.h1.t1
OG0008580	XP_013588431.1	Aa_G494400.h1.t1, Aa_G127730.h1.t1
OG0008581	XP_013584382.1, XP_013590322.1	Aa_G382660.h1.t1
OG0008582	XP_013590820.1	Aa_G273870.h1.t1, Aa_G184270.h1.t1
OG0008583	XP_013585562.1	Aa_G317680.h1.t1
OG0008583	XP_013613482.1	Aa_G355420.h1.t1
OG0008584	XP_013612598.1, XP_013605966.1	Aa_G234480.h1.t1
OG0008586	XP_013619092.1	Aa_G698400.h2.t1, Aa_G698400.h1.t1, Aa_G609190.h1.t1
OG0008587	XP_013592733.1	Aa_G305310.h1.t1
OG0008590	XP_013583461.1, XP_013593865.1, XP_013635200.1	Aa_G134150.h1.t1
OG0008592	XP_013620035.1, XP_013638839.1	Aa_G327400.h1.t1
OG0008594	XP_013627498.1	Aa_G446610.h1.t1, Aa_G391600.h1.t1, Aa_G575080.h1.t1, Aa_G626880.h1.t1
OG0008596	XP_013635303.1	Aa_G279310.h1.t1
OG0008599	XP_013600791.1, XP_013634578.1	Aa_G375070.h1.t1
OG0008600	XP_013636818.1, XP_013605272.1	Aa_G253050.h1.t1
OG0008601	XP_013605778.1, XP_013625858.1	Aa_G162600.h1.t1
OG0008602	XP_013600769.1, XP_013634445.1	Aa_G271140.h1.t1
OG0008603	XP_013600721.1	Aa_G35780.h1.t1
OG0008605	XP_013625935.1, XP_013637501.1, XP_013637499.1	Aa_G657420.h1.t1
OG0008606	XP_013607864.1, XP_013596966.1	Aa_G509960.h1.t1
OG0008607	XP_013619555.1, XP_013596665.1	Aa_G120880.h1.t1
OG0008609	XP_013599307.1, XP_013615777.1, XP_013620370.1, XP_013615767.1, XP_013613305.1	Aa_G514460.h1.t1
OG0008610	XP_013620613.1	Aa_G663530.h1.t1
OG0008611	XP_013628018.1, XP_013609407.1	Aa_G354650.h1.t1
OG0008615	XP_013626020.1	Aa_G742240.h1.t1, Aa_G225530.h1.t1
OG0008616	XP_013597367.1	Aa_G404970.h1.t1
OG0008617	XP_013598265.1, XP_013618888.1	Aa_G387280.h1.t1
OG0008618	XP_013625391.1, XP_013595115.1	Aa_G92290.h1.t1
OG0008619	XP_013594085.1, XP_013599384.1	Aa_G68700.h1.t1
OG0008621	XP_013616778.1	Aa_G601020.h3.t1, Aa_G601020.h2.t1, Aa_G601020.h1.t1, Aa_G601020.h4.t1, Aa_G1034760.h1.t1, Aa_G1034760.h2.t1, Aa_G1032340.h1.t1
OG0008622	XP_013595977.1, XP_013586936.1	Aa_G32630.h1.t1
OG0008623	XP_013616037.1	Aa_G28540.h1.t1
OG0008625	XP_013618440.1, XP_013595931.1	Aa_G28480.h1.t1
OG0008626	XP_013612212.1, XP_013594950.1	Aa_G540540.h1.t1
OG0008628	XP_013610197.1, XP_013625741.1, XP_013626636.1	Aa_G313110.h1.t1
OG0008629	XP_013616312.1, XP_013627785.1	Aa_G134160.h1.t1
OG0008630	XP_013606032.1	Aa_G669050.h1.t1
OG0008631	XP_013629567.1, XP_013609859.1	Aa_G210760.h1.t1
OG0008649	XP_013639618.1, XP_013626274.1	Aa_G158870.h1.t1
OG0008650	XP_013606421.1, XP_013598585.1	Aa_G646070.h1.t1
OG0008651	XP_013593663.1	Aa_G360280.h1.t1
OG0008652	XP_013614544.1	Aa_G171510.h1.t1
OG0008653	XP_013629441.1, XP_013603089.1	Aa_G656930.h1.t1
OG0008654	XP_013627553.1, XP_013591573.1	Aa_G500670.h1.t1
OG0008655	XP_013586750.1, XP_013588429.1, XP_013627994.1	Aa_G737480.h1.t1
OG0008656	XP_013588583.1, XP_013603004.1	Aa_G522990.h1.t1
OG0008657	XP_013639018.1	Aa_G226570.h1.t1
OG0008658	XP_013625829.1	Aa_G197630.h1.t1
OG0008659	XP_013604322.1	Aa_G420590.h1.t1
OG0008660	XP_013604538.1	Aa_G710670.h1.t1
OG0008661	XP_013604337.1	Aa_G343900.h1.t1
OG0008662	XP_013598124.1, XP_013620714.1	Aa_G623660.h1.t1
OG0008663	XP_013620596.1, XP_013597833.1	Aa_G312300.h1.t1
OG0008664	XP_013591548.1	Aa_G245090.h1.t1
OG0008665	XP_013610865.1, XP_013623018.1	Aa_G396210.h1.t1
OG0008666	XP_013618810.1, XP_013606697.1	Aa_G106460.h1.t1
OG0008667	XP_013616675.1, XP_013607023.1	Aa_G106470.h1.t1
OG0008668	XP_013620284.1	Aa_G325620.h1.t1
OG0008669	XP_013587715.1	Aa_G176180.h1.t1
OG0008670	XP_013616385.1, XP_013612090.1	Aa_G523380.h1.t1
OG0008671	XP_013623109.1, XP_013606343.1	Aa_G79050.h1.t1
OG0008672	XP_013611087.1, XP_013614979.1	Aa_G79080.h1.t1
OG0008673	XP_013608688.1	Aa_G79130.h1.t1
OG0008674	XP_013609115.1	Aa_G846080.h1.t1, Aa_G825370.h1.t1, Aa_G79170.h1.t1, Aa_G728830.h1.t1
OG0008675	XP_013611058.1	Aa_G447900.h1.t1
OG0008676	XP_013606669.1, XP_013614909.1	Aa_G489990.h1.t1
OG0008677	XP_013619445.1, XP_013609955.1	Aa_G157980.h1.t1
OG0008678	XP_013610842.1	Aa_G96770.h1.t1
OG0008679	XP_013631631.1	Aa_G265180.h1.t1
OG0008680	XP_013623811.1, XP_013613049.1	Aa_G96870.h1.t1
OG0008681	XP_013630787.1, XP_013611211.1	Aa_G59240.h1.t1
OG0008682	XP_013625645.1, XP_013608428.1, XP_013618650.1	Aa_G59280.h1.t1
OG0008683	XP_013628092.1, XP_013613013.1	Aa_G56490.h1.t1
OG0008684	XP_013615565.1, XP_013609656.1	Aa_G383470.h1.t1
OG0008685	XP_013625168.1, XP_013606233.1	Aa_G383490.h1.t1
OG0008686	XP_013618216.1, XP_013611982.1	Aa_G383500.h1.t1
OG0008687	XP_013628134.1	Aa_G116370.h1.t1
OG0008688	XP_013628176.1	Aa_G421110.h1.t1
OG0008689	XP_013610134.1, XP_013616342.1	Aa_G421080.h1.t1
OG0008691	XP_013612939.1, XP_013628547.1	Aa_G321060.h1.t1
OG0008692	XP_013631798.1, XP_013630273.1	Aa_G148580.h1.t1
OG0008693	XP_013612511.1	Aa_G843420.h1.t1, Aa_G843420.h2.t1
OG0008694	XP_013618260.1, XP_013608741.1	Aa_G54570.h1.t1
OG0008695	XP_013585740.1	Aa_G471370.h1.t1
OG0008696	XP_013612124.1	Aa_G72740.h1.t1
OG0008697	XP_013609073.1	Aa_G72810.h1.t1
OG0008698	XP_013615590.1, XP_013625498.1, XP_013625385.1	Aa_G290000.h1.t1
OG0008700	XP_013621807.1	Aa_G48380.h1.t1, Aa_G48390.h1.t1
OG0008701	XP_013620730.1, XP_013612007.1	Aa_G209450.h1.t1
OG0008702	XP_013620306.1, XP_013613130.1	Aa_G388300.h1.t1
OG0008703	XP_013609071.1	Aa_G19600.h1.t1
OG0008704	XP_013620837.1, XP_013612172.1	Aa_G19530.h1.t1
OG0008705	XP_013626913.1, XP_013610217.1	Aa_G385380.h1.t1
OG0008706	XP_013616185.1, XP_013607134.1	Aa_G385370.h1.t1
OG0008707	XP_013611770.1, XP_013628827.1	Aa_G385330.h1.t1
OG0008708	XP_013618333.1, XP_013609155.1	Aa_G385300.h1.t1
OG0008711	XP_013611974.1	Aa_G491610.h1.t1, Aa_G491600.h1.t1
OG0008712	XP_013618618.1, XP_013607283.1	Aa_G138200.h1.t1
OG0008713	XP_013609775.1	Aa_G623430.h1.t1, Aa_G89610.h1.t1, Aa_G159480.h1.t1
OG0008714	XP_013611522.1	Aa_G256670.h1.t1
OG0008715	XP_013626016.1, XP_013611236.1	Aa_G256580.h1.t1
OG0008716	XP_013620698.1, XP_013622650.1	Aa_G215880.h1.t1
OG0008717	XP_013620696.1, XP_013606801.1	Aa_G215850.h1.t1
OG0008718	XP_013608970.1, XP_013623143.1	Aa_G279030.h1.t1
OG0008719	XP_013623144.1, XP_013608971.1	Aa_G279020.h1.t1
OG0008720	XP_013629174.1, XP_013620977.1	Aa_G278960.h1.t1
OG0008721	XP_013611837.1, XP_013621020.1	Aa_G116900.h1.t1
OG0008722	XP_013610253.1, XP_013620105.1	Aa_G158490.h1.t1
OG0008723	XP_013613059.1, XP_013621459.1	Aa_G441940.h1.t1
OG0008724	XP_013610267.1, XP_013620101.1	Aa_G84680.h1.t1
OG0008725	XP_013613200.1, XP_013618519.1	Aa_G486110.h1.t1
OG0008726	XP_013610552.1, XP_013619671.1	Aa_G486100.h1.t1
OG0008727	XP_013620807.1, XP_013611865.1	Aa_G168600.h1.t1
OG0008728	XP_013630277.1, XP_013612711.1	Aa_G168500.h1.t1
OG0008729	XP_013608961.1, XP_013625326.1	Aa_G98230.h1.t1
OG0008730	XP_013616536.1	Aa_G356480.h1.t1
OG0008731	XP_013613665.1, XP_013606928.1	Aa_G196010.h1.t1
OG0008732	XP_013613203.1, XP_013613113.1	Aa_G152750.h1.t1
OG0008733	XP_013620272.1, XP_013612596.1	Aa_G516730.h1.t1
OG0008734	XP_013622295.1, XP_013615910.1, XP_013611566.1	Aa_G130530.h1.t1
OG0008735	XP_013621907.1	Aa_G130500.h2.t1, Aa_G130500.h1.t1
OG0008736	XP_013619102.1	Aa_G130420.h1.t1
OG0008737	XP_013612059.1, XP_013628581.1	Aa_G210880.h1.t1
OG0008738	XP_013629670.1, XP_013612442.1	Aa_G210850.h1.t1
OG0008739	XP_013598237.1, XP_013618114.1	Aa_G142430.h1.t1
OG0008740	XP_013616711.1	Aa_G125940.h1.t1
OG0008741	XP_013628228.1, XP_013620088.1	Aa_G210680.h1.t1
OG0008742	XP_013610060.1, XP_013627206.1	Aa_G319270.h1.t1
OG0008743	XP_013611325.1	Aa_G392820.h1.t1
OG0008744	XP_013620320.1, XP_013609993.1	Aa_G587760.h1.t1
OG0008745	XP_013621032.1, XP_013621026.1, XP_013630812.1	Aa_G611230.h1.t1
OG0008746	XP_013613310.1, XP_013627149.1	Aa_G76460.h1.t1
OG0008747	XP_013606854.1, XP_013618945.1	Aa_G471580.h1.t1
OG0008748	XP_013610674.1	Aa_G188900.h1.t1
OG0008749	XP_013619737.1, XP_013627606.1	Aa_G188920.h1.t1
OG0008750	XP_013612688.1, XP_013615641.1	Aa_G189240.h1.t1
OG0008751	XP_013612924.1	Aa_G187620.h1.t1, Aa_G189250.h1.t1
OG0008752	XP_013622681.1, XP_013608632.1	Aa_G187770.h1.t1
OG0008753	XP_013593898.1, XP_013608657.1	Aa_G353730.h1.t1
OG0008754	XP_013599601.1	Aa_G577690.h1.t1
OG0008755	XP_013593846.1, XP_013607708.1	Aa_G130080.h1.t1
OG0008756	XP_013607702.1	Aa_G130090.h1.t1
OG0008757	XP_013620868.1	Aa_G67750.h1.t1
OG0008758	XP_013593272.1	Aa_G205310.h1.t1
OG0008759	XP_013636703.1, XP_013599179.1	Aa_G1660.h1.t1
OG0008760	XP_013621755.1	Aa_G3080.h1.t1
OG0008761	XP_013635911.1	Aa_G236360.h1.t1
OG0008762	XP_013636884.1, XP_013637206.1	Aa_G529630.h1.t1
OG0008763	XP_013614277.1, XP_013632176.1	Aa_G342500.h1.t1
OG0008764	XP_013631084.1, XP_013637322.1	Aa_G180190.h1.t1
OG0008765	XP_013635304.1, XP_013627542.1	Aa_G55720.h1.t1
OG0008766	XP_013633676.1	Aa_G393060.h1.t1
OG0008768	XP_013635479.1, XP_013634679.1	Aa_G210650.h1.t1
OG0008769	XP_013634814.1	Aa_G19590.h1.t1
OG0008770	XP_013631234.1, XP_013637447.1	Aa_G614940.h1.t1
OG0008771	XP_013636559.1	Aa_G434840.h1.t1
OG0008772	XP_013636523.1	Aa_G504390.h1.t1
OG0008773	XP_013635518.1	Aa_G326580.h1.t1
OG0008774	XP_013636873.1, XP_013634406.1	Aa_G207680.h1.t1
OG0008775	XP_013631402.1, XP_013632090.1	Aa_G568670.h1.t1
OG0008776	XP_013636794.1, XP_013630843.1	Aa_G18150.h1.t1
OG0008778	XP_013630405.1	Aa_G60070.h1.t1
OG0008779	XP_013632149.1, XP_013630973.1	Aa_G627890.h1.t1
OG0008780	XP_013634501.1, XP_013633556.1	Aa_G324760.h1.t1
OG0008781	XP_013632142.1, XP_013631757.1	Aa_G832170.h1.t1
OG0008782	XP_013637149.1	Aa_G707890.h1.t1
OG0008783	XP_013634779.1	Aa_G460140.h1.t1
OG0008784	XP_013637387.1, XP_013634468.1	Aa_G243140.h1.t1
OG0008785	XP_013635221.1, XP_013636069.1	Aa_G412140.h1.t1
OG0008786	XP_013633897.1, XP_013636977.1	Aa_G763050.h1.t1
OG0008787	XP_013631712.1, XP_013630593.1	Aa_G541560.h1.t1
OG0008788	XP_013631732.1	Aa_G465370.h1.t1
OG0008789	XP_013631525.1, XP_013634601.1	Aa_G85620.h1.t1
OG0008790	XP_013637359.1, XP_013622288.1	Aa_G135350.h1.t1
OG0008791	XP_013636381.1	Aa_G597530.h1.t1
OG0008793	XP_013633318.1, XP_013633741.1	Aa_G35360.h1.t1
OG0008794	XP_013634675.1	Aa_G249090.h1.t1
OG0008795	XP_013630782.1, XP_013636511.1	Aa_G159340.h1.t1
OG0008796	XP_013621946.1	Aa_G159360.h1.t1
OG0008797	XP_013627876.1, XP_013636731.1	Aa_G365420.h1.t1
OG0008798	XP_013637650.1	Aa_G561800.h1.t1
OG0008799	XP_013635128.1, XP_013622050.1	Aa_G589110.h1.t1
OG0008800	XP_013622051.1	Aa_G589100.h1.t1
OG0008801	XP_013631526.1	Aa_G359460.h1.t1
OG0008802	XP_013636995.1, XP_013630934.1	Aa_G343110.h1.t1
OG0008803	XP_013637009.1, XP_013636652.1	Aa_G343080.h1.t1
OG0008804	XP_013631350.1, XP_013625132.1, XP_013633844.1	Aa_G167510.h1.t1
OG0008805	XP_013633517.1, XP_013625136.1	Aa_G167460.h1.t1
OG0008806	XP_013631196.1, XP_013623267.1	Aa_G445710.h1.t1
OG0008807	XP_013635829.1, XP_013636042.1	Aa_G154800.h1.t1
OG0008809	XP_013633805.1	Aa_G346370.h1.t1
OG0008810	XP_013633942.1, XP_013633996.1	Aa_G117140.h1.t1
OG0008811	XP_013634908.1, XP_013635380.1, XP_013627801.1	Aa_G243720.h1.t1
OG0008812	XP_013599953.1	Aa_G356310.h3.t1, Aa_G356310.h1.t1, Aa_G356310.h2.t1, Aa_G126880.h1.t1
OG0008813	XP_013636411.1	Aa_G873520.h1.t1, Aa_G180430.h1.t1, Aa_G1023210.h1.t1, Aa_G183770.h1.t1
OG0008814	XP_013636126.1	Aa_G183710.h1.t1
OG0008815	XP_013633983.1	Aa_G183620.h1.t1
OG0008817	XP_013633633.1, XP_013622120.1	Aa_G208750.h1.t1
OG0008818	XP_013632310.1	Aa_G208740.h1.t1
OG0008819	XP_013634748.1, XP_013632574.1	Aa_G208710.h1.t1
OG0008820	XP_013631762.1, XP_013631467.1	Aa_G208660.h1.t1
OG0008821	XP_013621346.1, XP_013597978.1	Aa_G208550.h1.t1
OG0008824	XP_013616079.1	Aa_G316920.h1.t1
OG0008825	XP_013607345.1, XP_013618698.1	Aa_G756680.h1.t1
OG0008826	XP_013593019.1, XP_013616176.1	Aa_G756660.h1.t1
OG0008827	XP_013598655.1, XP_013599748.1	Aa_G215260.h1.t1
OG0008828	XP_013595937.1, XP_013608781.1	Aa_G215380.h1.t1
OG0008829	XP_013610883.1, XP_013639091.1	Aa_G133010.h1.t1
OG0008830	XP_013616807.1	Aa_G166570.h1.t1, Aa_G7900.h1.t1, Aa_G353780.h1.t1
OG0008832	XP_013595264.1, XP_013616493.1	Aa_G90930.h1.t1
OG0008833	XP_013588230.1	Aa_G29460.h1.t1
OG0008834	XP_013638746.1, XP_013599578.1	Aa_G29450.h1.t1
OG0008835	XP_013599779.1, XP_013638405.1	Aa_G29390.h1.t1
OG0008836	XP_013638284.1	Aa_G332830.h1.t1
OG0008837	XP_013615636.1, XP_013590158.1, XP_013615634.1	Aa_G332880.h1.t1
OG0008838	XP_013602002.1, XP_013592426.1	Aa_G513960.h1.t1
OG0008839	XP_013587791.1, XP_013605176.1	Aa_G128490.h1.t1, Aa_G128480.h1.t1
OG0008840	XP_013589910.1, XP_013600124.1	Aa_G767080.h1.t1
OG0008841	XP_013588593.1, XP_013600551.1	Aa_G171130.h1.t1
OG0008842	XP_013623412.1, XP_013596068.1, XP_013637900.1	Aa_G130860.h1.t1
OG0008843	XP_013593054.1, XP_013585734.1	Aa_G130720.h1.t1
OG0008844	XP_013595559.1, XP_013584196.1	Aa_G48130.h1.t1
OG0008845	XP_013597048.1, XP_013629494.1	Aa_G77040.h1.t1
OG0008846	XP_013597236.1, XP_013585180.1	Aa_G329880.h1.t1
OG0008847	XP_013625197.1, XP_013587394.1	Aa_G472920.h1.t1
OG0008848	XP_013594057.1, XP_013638340.1	Aa_G456660.h1.t1
OG0008849	XP_013637813.1, XP_013635931.1	Aa_G348080.h1.t1
OG0008850	XP_013596128.1, XP_013637811.1	Aa_G348090.h1.t1
OG0008851	XP_013584462.1, XP_013626512.1	Aa_G348140.h1.t1
OG0008852	XP_013622090.1, XP_013595495.1	Aa_G108440.h1.t1
OG0008853	XP_013606694.1	Aa_G589230.h1.t1
OG0008854	XP_013589361.1, XP_013628925.1	Aa_G108350.h1.t1
OG0008855	XP_013597647.1	Aa_G248910.h1.t1
OG0008856	XP_013596030.1, XP_013586728.1	Aa_G248850.h1.t1
OG0008857	XP_013586187.1, XP_013629482.1	Aa_G28330.h1.t1
OG0008858	XP_013584275.1, XP_013595932.1	Aa_G279730.h1.t1
OG0008859	XP_013586976.1, XP_013598649.1	Aa_G279760.h1.t1
OG0008860	XP_013587427.1	Aa_G216310.h1.t1
OG0008861	XP_013587582.1, XP_013599305.1	Aa_G216400.h1.t1
OG0008862	XP_013584271.1, XP_013618000.1	Aa_G476230.h1.t1
OG0008863	XP_013608698.1	Aa_G476180.h1.t1
OG0008864	XP_013621588.1, XP_013587509.1	Aa_G355740.h1.t1
OG0008866	XP_013598675.1	Aa_G414300.h1.t1
OG0008867	XP_013606100.1	Aa_G442850.h1.t1
OG0008868	XP_013586715.1, XP_013604876.1	Aa_G434750.h1.t1
OG0008869	XP_013584356.1, XP_013638272.1	Aa_G194310.h1.t1
OG0008870	XP_013637772.1, XP_013600851.1	Aa_G194180.h1.t1
OG0008872	XP_013599765.1	Aa_G16490.h1.t1
OG0008873	XP_013635685.1	Aa_G52130.h1.t1
OG0008874	XP_013598239.1	Aa_G435350.h1.t1
OG0008875	XP_013597227.1	Aa_G146270.h1.t1, Aa_G146260.h1.t1
OG0008876	XP_013596083.1	Aa_G480380.h1.t1
OG0008877	XP_013604289.1	Aa_G122740.h1.t1, Aa_G2350.h1.t1
OG0008878	XP_013611721.1, XP_013593618.1	Aa_G147090.h1.t1
OG0008879	XP_013598691.1	Aa_G147120.h1.t1
OG0008880	XP_013596477.1, XP_013610348.1	Aa_G147140.h1.t1
OG0008881	XP_013607292.1, XP_013593881.1	Aa_G180820.h1.t1
OG0008882	XP_013598407.1, XP_013611662.1	Aa_G180840.h1.t1
OG0008883	XP_013609709.1, XP_013594767.1	Aa_G696710.h1.t1
OG0008884	XP_013597986.1, XP_013613157.1	Aa_G649310.h1.t1
OG0008885	XP_013634584.1, XP_013598390.1, XP_013632630.1	Aa_G482310.h1.t1
OG0008886	XP_013594755.1	Aa_G165770.h1.t1
OG0008887	XP_013598572.1, XP_013617841.1, XP_013618146.1	Aa_G383180.h1.t1
OG0008888	XP_013621155.1, XP_013628302.1	Aa_G23650.h1.t1
OG0008889	XP_013618850.1, XP_013602846.1, XP_013610607.1	Aa_G23570.h1.t1
OG0008890	XP_013619085.1, XP_013627228.1	Aa_G23470.h1.t1
OG0008891	XP_013613182.1, XP_013622030.1	Aa_G81340.h1.t1
OG0008892	XP_013622137.1, XP_013618266.1	Aa_G81370.h1.t1
OG0008893	XP_013614266.1, XP_013628402.1	Aa_G81470.h1.t1
OG0008894	XP_013613636.1, XP_013628737.1	Aa_G37270.h1.t1
OG0008895	XP_013613886.1, XP_013613606.1	Aa_G37130.h1.t1
OG0008897	XP_013612150.1, XP_013630350.1	Aa_G681050.h1.t1
OG0008898	XP_013620183.1	Aa_G704380.h1.t1
OG0008899	XP_013630388.1	Aa_G20740.h1.t1
OG0008900	XP_013630827.1, XP_013620002.1	Aa_G20840.h1.t1
OG0008901	XP_013623318.1, XP_013610906.1	Aa_G21050.h1.t1
OG0008902	XP_013629816.1, XP_013606401.1	Aa_G51570.h1.t1
OG0008903	XP_013616328.1	Aa_G51690.h1.t1
OG0008904	XP_013625495.1	Aa_G268300.h1.t1
OG0008905	XP_013621373.1, XP_013630741.1	Aa_G76210.h1.t1
OG0008906	XP_013606881.1	Aa_G76150.h1.t1
OG0008907	XP_013621401.1, XP_013622505.1	Aa_G76070.h1.t1
OG0008909	XP_013623350.1, XP_013612957.1	Aa_G75160.h1.t1
OG0008910	XP_013626319.1, XP_013619213.1	Aa_G75330.h1.t1
OG0008911	XP_013612550.1, XP_013627284.1	Aa_G472750.h1.t1
OG0008912	XP_013607164.1, XP_013623637.1	Aa_G406280.h1.t1
OG0008913	XP_013618980.1, XP_013627064.1	Aa_G406190.h1.t1
OG0008914	XP_013618536.1, XP_013628572.1	Aa_G406150.h1.t1
OG0008915	XP_013619082.1, XP_013622545.1	Aa_G621050.h1.t1
OG0008916	XP_013630672.1	Aa_G13780.h1.t1
OG0008917	XP_013606552.1, XP_013621158.1	Aa_G13680.h1.t1
OG0008918	XP_013616691.1, XP_013629314.1	Aa_G13630.h1.t1
OG0008919	XP_013619810.1	Aa_G13490.h1.t1
OG0008920	XP_013626687.1, XP_013607394.1	Aa_G13430.h1.t1
OG0008921	XP_013618785.1, XP_013626027.1	Aa_G315980.h1.t1
OG0008922	XP_013619464.1	Aa_G131080.h1.t1
OG0008923	XP_013619080.1, XP_013621852.1	Aa_G131180.h1.t1
OG0008924	XP_013618730.1	Aa_G61400.h1.t1
OG0008925	XP_013616384.1, XP_013626515.1	Aa_G61430.h1.t1
OG0008926	XP_013627201.1, XP_013619677.1	Aa_G61540.h1.t1
OG0008927	XP_013625341.1, XP_013609100.1	Aa_G435180.h1.t1
OG0008928	XP_013593141.1, XP_013595748.1	Aa_G257110.h1.t1, Aa_G664910.h1.t1
OG0008929	XP_013613371.1, XP_013606101.1	Aa_G94980.h1.t1
OG0008930	XP_013598062.1, XP_013613819.1	Aa_G98000.h1.t1, Aa_G560750.h1.t1
OG0008931	XP_013618035.1, XP_013597904.1	Aa_G97890.h1.t1
OG0008932	XP_013618039.1, XP_013595993.1	Aa_G97870.h1.t1
OG0008933	XP_013609056.1	Aa_G104830.h1.t1
OG0008934	XP_013599328.1, XP_013618043.1	Aa_G104810.h1.t1
OG0008935	XP_013598057.1, XP_013620453.1	Aa_G143310.h1.t1
OG0008936	XP_013613257.1, XP_013598326.1	Aa_G143290.h1.t1
OG0008937	XP_013598913.1	Aa_G143240.h1.t1
OG0008938	XP_013599342.1, XP_013621689.1	Aa_G475070.h1.t1
OG0008939	XP_013619142.1	Aa_G46110.h1.t1
OG0008940	XP_013593245.1	Aa_G45460.h1.t1
OG0008941	XP_013614994.1, XP_013606005.1, XP_013614993.1, XP_013596634.1	Aa_G45410.h1.t1
OG0008942	XP_013595538.1, XP_013618707.1	Aa_G45280.h1.t1
