Orthogroup	Brassica_oleracea	Brassica_rapa
OG0005923	XP_013585853.1	XP_018511055.2
OG0005924	XP_013605538.1	XP_009118623.2
OG0005924	XP_013587535.1	XP_009119265.2
OG0005924	XP_013605125.1	XP_009111089.2
OG0005925	XP_013605594.1	NP_001288896.1
OG0005925	XP_013605710.1, XP_013605711.1	XP_033135617.1
OG0005926	XP_013603390.1	XP_009118552.1
OG0005926	XP_013585036.1	XP_033138463.1
OG0005927	XP_013605169.1	XP_009110970.1
OG0005927	XP_013586735.1	XP_009119011.1
OG0005928	XP_013639124.1	XP_009118998.1
OG0005928	XP_013600246.1	XP_009118464.1
OG0005928	XP_013603837.1	XP_009110962.1
OG0005929	XP_013600112.1	XP_009118457.1
OG0005929	XP_013587441.1	XP_009118980.1
OG0005930	XP_013585863.1	XP_009148031.1
OG0005931	XP_013638217.1	XP_033137673.1
OG0005932	XP_013583725.1	XP_018510934.1
OG0005932	XP_013602757.1	XP_009118431.1
OG0005932	XP_013600943.1	XP_009118432.1
OG0005933	XP_013586763.1	XP_009148023.1
OG0005933	XP_013599486.1	XP_009110921.1
OG0005934	XP_013584947.1	XP_033132512.1, XP_009148048.1
OG0005934	XP_013603604.1	XP_009118399.1
OG0005935	XP_013586221.1	XP_009148082.1
OG0005936	XP_013600114.1	XP_009118377.1
OG0005936	XP_013586963.1	XP_009148097.1
OG0005936	XP_013601018.1	XP_033133216.1
OG0005937	XP_013602406.1, XP_013614161.1	XP_009110877.1
OG0005937	XP_013638747.1	XP_009148120.1
OG0005938	XP_013605008.1	XP_009118347.1
OG0005938	XP_013638128.1	XP_009148135.1
OG0005938	XP_013599517.1	XP_009110871.1
OG0005939	XP_013586818.1	XP_009148144.1
OG0005940	XP_013603734.1	XP_009110817.1
OG0005940	XP_013584924.1	XP_009148259.1
OG0005941	XP_013604191.1	XP_009118304.1
OG0005941	XP_013603403.1	XP_033133457.1
OG0005941	XP_013584109.1	XP_033129895.1
OG0005942	XP_013605145.1	XP_009110806.1
OG0005942	XP_013586564.1	XP_009148274.1
OG0005943	XP_013604869.1	XP_009118292.1
OG0005943	XP_013587268.1	XP_009148300.1
OG0005944	XP_013599902.1	XP_009144479.1
OG0005944	XP_013583994.1	XP_009148324.1
OG0005945	XP_013587150.1	XP_009148353.1
OG0005945	XP_013605158.1	XP_009144463.1
OG0005945	XP_013601944.1	XP_009118262.2
OG0005946	XP_013586601.1	XP_033130051.1
OG0005947	XP_013600747.1	XP_009144411.1
OG0005947	XP_013638974.1	XP_009148421.1
OG0005947	XP_013604720.1	XP_009118213.1
OG0005948	XP_013602671.1	XP_009144410.1
OG0005948	XP_013583709.1	XP_009148419.2
OG0005948	XP_013604719.1	XP_009118215.1
OG0005949	XP_013601948.1	XP_009110737.1
OG0005949	XP_013637022.1	XP_009124626.1
OG0005950	XP_013601927.1	NP_001288934.1
OG0005950	XP_013583499.1	XP_009148458.1
OG0005951	XP_013604773.1	XP_033133760.1
OG0005951	XP_013604310.1	XP_009118162.1
OG0005952	XP_013602619.1	NP_001303995.1
OG0005952	XP_013584717.1	XP_009148620.1
OG0005953	XP_013600325.1	XP_009118087.1
OG0005953	XP_013599480.1	XP_009110651.2
OG0005953	XP_013587736.1	XP_009148599.1
OG0005954	XP_013605856.1	XP_009118071.1
OG0005954	XP_013605575.1	XP_009110636.1
OG0005955	XP_013605845.1	XP_009117871.1
OG0005955	XP_013604412.1	XP_009110514.1
OG0005956	XP_013600006.1	XP_009110505.1
OG0005956	XP_013583794.1	XP_009149306.2
OG0005957	XP_013600150.1	XP_009117778.1
OG0005958	XP_013637673.1	XP_009149073.1
OG0005959	XP_013586869.1	XP_009149089.1
OG0005959	XP_013604749.1	XP_033136565.1
OG0005960	XP_013603144.1	XP_009117750.1
OG0005960	XP_013604938.1	XP_009110447.1
OG0005960	XP_013584100.1	XP_009149104.1
OG0005961	XP_013604431.1	XP_009117747.1
OG0005962	XP_013583933.1	XP_009149115.1
OG0005962	XP_013602085.1	XP_009117745.1
OG0005963	XP_013586184.1	XP_009149149.1
OG0005963	XP_013590983.1	XP_009106553.1
OG0005964	XP_013614688.1, XP_013587053.1	XP_009149221.1
OG0005965	XP_013638924.1	XP_009149261.1
OG0005965	XP_013603328.1	XP_009117625.2
OG0005966	XP_013637873.1	NP_001288892.1
OG0005967	XP_013605385.1	XP_009117607.1
OG0005967	XP_013604907.1	XP_009110339.1
OG0005967	XP_013584153.1	XP_033128141.1
OG0005968	XP_013583583.1	XP_009149388.1
OG0005968	XP_013602510.1	XP_009110298.2
OG0005969	XP_013602895.1	XP_009110279.2
OG0005969	XP_013583648.1	XP_009149408.1
OG0005969	XP_013600309.1	XP_009117548.1
OG0005970	XP_013600610.1	XP_009110261.1
OG0005970	XP_013585398.1	XP_009149456.2
OG0005971	XP_013595656.1	XP_009103361.1
OG0005971	XP_013603961.1	XP_009110243.1
OG0005971	XP_013583962.1	XP_009149499.1
OG0005972	XP_013597800.1	XP_009103289.2
OG0005972	XP_013604222.1	XP_009110179.2
OG0005972	XP_013585912.1	XP_009149677.2
OG0005973	XP_013583613.1	XP_009145386.1
OG0005974	XP_013584918.1	XP_009145374.1
OG0005974	XP_013596497.1	XP_009103264.1
OG0005974	XP_013603631.1	XP_009110148.1
OG0005975	XP_013603374.1	XP_009110755.1
OG0005975	XP_013584406.1	XP_033137061.1
OG0005975	XP_013596273.1	XP_009103251.2
OG0005976	XP_013600191.1	XP_009110143.1
OG0005976	XP_013586834.1	XP_009145354.1
OG0005976	XP_013595265.1	XP_009103247.1
OG0005977	XP_013584555.1	XP_009123119.1
OG0005977	XP_013596038.1	XP_009103235.1
OG0005977	XP_013603073.1	XP_009110135.2
OG0005978	XP_013585158.1	XP_009123117.1
OG0005979	XP_013638548.1	XP_009115598.1
OG0005979	XP_013596951.1	XP_009103218.1
OG0005980	XP_013591357.1	XP_009104896.1
OG0005980	XP_013589724.1	XP_009105835.2
OG0005981	XP_013589519.1	XP_009104912.1
OG0005981	XP_013589997.1	XP_009105816.1
OG0005982	XP_013615156.1	XP_009127844.1
OG0005982	XP_013592054.1	XP_009105776.1
OG0005982	XP_013587854.1	XP_009104929.1
OG0005983	XP_013588173.1	XP_009105739.1
OG0005983	XP_013621428.1	XP_033140793.1
OG0005984	XP_013583927.1	XP_009114850.1
OG0005984	XP_013615376.1	XP_009107988.1
OG0005985	XP_013607175.1	XP_009119815.1
OG0005985	XP_013606061.1	XP_009112946.1
OG0005986	XP_013606087.1	XP_009104400.1
OG0005986	XP_013636647.1	XP_033143773.1
OG0005987	XP_013593065.1	XP_009102628.1
OG0005987	XP_013613266.1	XP_009113332.2
OG0005988	XP_013609229.1	XP_009112851.1
OG0005988	XP_013589884.1	XP_009125212.1
OG0005989	XP_013591780.1	XP_009105321.1
OG0005989	XP_013614887.1	XP_009127575.1
OG0005989	XP_013592600.1	XP_009105102.1
OG0005990	XP_013619500.1, XP_013597126.1	XP_009101499.1
OG0005990	XP_013608774.1	XP_009114334.1
OG0005991	XP_013593356.1	XP_009101483.1
OG0005991	XP_013615202.1	XP_009128899.1
OG0005991	XP_013606554.1	XP_009114325.1
OG0005992	XP_013618553.1	XP_009128982.1
OG0005992	XP_013595474.1	XP_009114266.2
OG0005993	XP_013621054.1	XP_009128983.1
OG0005993	XP_013598578.1	XP_009101402.1
OG0005994	XP_013599068.1	XP_009101391.1
OG0005994	XP_013608873.1	XP_009114251.1
OG0005994	XP_013613824.1	XP_009128997.1
OG0005995	XP_013611389.1	XP_009121697.1
OG0005995	XP_013626601.1	XP_009134337.1
OG0005996	XP_013594177.1	XP_033142355.1
OG0005996	XP_013611141.1, XP_013609777.1	XP_009128530.1
OG0005997	XP_013589892.1	XP_009148010.1
OG0005998	XP_013588009.1	XP_009111564.1
OG0005998	XP_013598445.1	XP_009101884.1
OG0005999	XP_013586646.1	XP_009113762.1
OG0005999	XP_013625488.1	XP_009109802.1
OG0006000	XP_013639587.1	XP_009147919.2
OG0006001	XP_013585038.1	XP_033148079.1
OG0006001	XP_013601075.1	XP_009107306.1
OG0006002	XP_013591942.1	XP_009128173.1
OG0006002	XP_013627444.1	XP_009109437.1
OG0006003	XP_013594157.1	XP_009138548.1
OG0006003	XP_013626368.1	XP_009109428.1
OG0006003	XP_013594688.1	XP_009128991.1
OG0006004	XP_013623665.1	XP_033133006.1
OG0006004	XP_013614372.1	XP_009134232.2
OG0006004	XP_013599072.1	XP_009138516.1
OG0006005	XP_013597342.1	XP_033142584.1
OG0006005	XP_013627669.1	XP_009109367.1
OG0006005	XP_013619218.1	XP_033137803.1
OG0006006	XP_013616461.1	XP_009139093.1
OG0006006	XP_013596258.1	XP_009138468.1
OG0006007	XP_013583998.1	XP_009142335.2
OG0006007	XP_013627348.1	XP_033133122.1
OG0006007	XP_013596505.1	XP_009138447.1
OG0006008	XP_013595763.1	XP_009138428.1
OG0006008	XP_013606626.1	XP_009144304.1
OG0006008	XP_013625067.1	XP_009109969.3
OG0006009	XP_013595832.1	XP_009138426.1
OG0006009	XP_013639129.1	XP_033130810.1, XP_009129875.1
OG0006010	XP_013588814.1	XP_009147025.1
OG0006010	XP_013603264.1	XP_033133159.1
OG0006011	XP_013621761.1	XP_009109277.1
OG0006012	XP_013626028.1	XP_009108685.1
OG0006012	XP_013595669.1	XP_009138337.1
OG0006012	XP_013583842.1	XP_009106315.1
OG0006013	XP_013597951.1	XP_009138332.1
OG0006014	XP_013595452.1	XP_009108710.1, XP_009138321.1
OG0006015	XP_013610092.1	XP_009113061.2
OG0006015	XP_013595913.1	XP_009138294.2
OG0006015	XP_013625060.1	XP_033132787.1
OG0006016	XP_013605554.1, XP_013584743.1	XP_009125288.1
OG0006016	XP_013596132.1	XP_009138148.1
OG0006017	XP_013619710.1	XP_009123134.1
OG0006017	XP_013628817.1	XP_009108804.1
OG0006017	XP_013584854.1	XP_009130400.1
OG0006018	XP_013606968.1	XP_018511049.1
OG0006019	XP_013606987.1	XP_009120943.1
OG0006019	XP_013598536.1	XP_009138199.2
OG0006020	XP_013598535.1	XP_009138201.1
OG0006020	XP_013629753.1	XP_009108781.1
OG0006021	XP_013596917.1	XP_009126429.1
OG0006021	XP_013593437.1	XP_009138064.1
OG0006022	XP_013625269.1, XP_013636666.1	XP_009108934.1
OG0006022	XP_013593224.1	XP_009138000.1
OG0006023	XP_013598986.1	XP_009137997.1
OG0006023	XP_013598554.1	XP_009127126.1
OG0006024	XP_013609061.1	XP_009127431.1
OG0006024	XP_013595161.1	XP_009137977.2
OG0006024	XP_013630571.1	XP_009108961.1
OG0006025	XP_013597812.1	XP_009137966.1
OG0006025	XP_013628870.1	XP_009108968.1
OG0006025	XP_013596200.1	XP_009127520.1
OG0006026	XP_013620328.1	XP_009127890.1
OG0006026	XP_013592228.1	XP_009105865.1
OG0006027	XP_013590282.1	XP_033132009.1
OG0006027	XP_013618358.1	XP_009127889.1
OG0006027	XP_013590554.1	XP_009104882.1
OG0006028	XP_013598252.1	XP_009103174.1
OG0006028	XP_013602295.1	XP_009110100.1
OG0006028	XP_013637816.1	XP_009115525.1
OG0006029	XP_013637702.1	XP_009115500.1
OG0006029	XP_013604865.1	XP_009110081.2
OG0006030	XP_013585710.1	XP_009115367.1
OG0006030	XP_013626550.1	XP_033133886.1
OG0006031	XP_013628963.1	XP_009134518.2
OG0006031	XP_013612306.1	XP_009111425.1
OG0006032	XP_013609462.1	XP_033135209.1
OG0006032	XP_013628624.1	XP_009134524.1
OG0006033	XP_013610255.1	XP_033136954.1
OG0006033	XP_013621948.1	XP_009133970.2, XP_033143727.1
OG0006034	XP_013623162.1	XP_009106840.1
OG0006034	XP_013607094.1	NP_001288937.1
OG0006035	XP_013593804.1	XP_009137606.2
OG0006035	XP_013605462.1	XP_033133001.1
OG0006035	XP_013608058.1	XP_009142587.1
OG0006036	XP_013600834.1	XP_009143618.1, XP_033141814.1
OG0006036	XP_013594121.1	XP_009137673.1
OG0006037	XP_013618557.1	XP_009129078.1
OG0006037	XP_013609668.1	XP_033136451.1
OG0006037	XP_013596546.1	XP_009152152.2
OG0006038	XP_013605712.1	XP_009118575.1
OG0006039	XP_013602219.1	XP_009118114.1
OG0006039	XP_013600835.1	XP_009110673.1
OG0006039	XP_013583518.1	XP_009148614.1
OG0006040	XP_013603442.1	XP_009110428.1
OG0006040	XP_013605721.1	XP_033136151.1
OG0006040	XP_013587445.1	XP_033128972.1
OG0006041	XP_013627619.1	XP_033133892.1
OG0006041	XP_013596530.1	XP_009103096.2
OG0006042	XP_013625765.1	XP_033133405.1
OG0006042	XP_013583837.1	XP_009115304.2
OG0006042	XP_013595297.1	XP_009103062.1
OG0006043	XP_013638949.1	XP_009115300.1
OG0006043	XP_013630438.1	XP_009109871.1
OG0006043	XP_013598419.1	XP_009103059.1
OG0006044	XP_013612108.1	XP_009120162.1
OG0006045	XP_013617838.1	XP_033140207.1, XP_033141537.1
OG0006045	XP_013626204.1	XP_033144738.1
OG0006047	XP_013587247.1	XP_033147846.1
OG0006047	XP_013628590.1	XP_009135107.1
OG0006047	XP_013595602.1	XP_018508897.1
OG0006049	XP_013595636.1	XP_009101366.1
OG0006049	XP_013618561.1	XP_033139712.1
OG0006049	XP_013609457.1	XP_009114249.1
OG0006050	XP_013613647.1	XP_033139879.1
OG0006050	XP_013596246.1	XP_033128423.1
OG0006050	XP_013610371.1	XP_033136460.1
OG0006051	XP_013599285.1	XP_009151761.2
OG0006051	XP_013619244.1	XP_033141031.1
OG0006051	XP_013609475.1	XP_033136477.1
OG0006052	XP_013604977.1	XP_009108311.1
OG0006053	XP_013603704.1	XP_009115723.1
OG0006055	XP_013627512.1	XP_033133289.1
OG0006055	XP_013594834.1	XP_033129858.1
OG0006055	XP_013597422.1	XP_033144293.1
OG0006055	XP_013597338.1	XP_033144294.1
OG0006056	XP_013606638.1	XP_033129027.1
OG0006057	XP_013609705.1	XP_009114005.3
OG0006062	XP_013602909.1	XP_009117259.1
OG0006065	XP_013590990.1	XP_033139013.1, XP_033139281.1, XP_033139121.1, XP_033138956.1, XP_033139167.1
OG0006065	XP_013615144.1	XP_033139487.1, XP_033139458.1, XP_033139031.1, XP_033139355.1, XP_033139312.1, XP_033139425.1, XP_033139147.1
OG0006065	XP_013625023.1, XP_013610678.1	XP_033135939.1
OG0006066	XP_013594503.1	XP_033138262.1
OG0006066	XP_013617553.1	XP_033134343.1, XP_033139173.1
OG0006066	XP_013589139.1, XP_013594592.1, XP_013615153.1, XP_013588954.1, XP_013633328.1, XP_013614473.1, XP_013589225.1, XP_013594566.1, XP_013632849.1, XP_013639619.1, XP_013627848.1	XP_033139564.1, XP_033134291.1, XP_033148516.1
OG0006067	XP_013639596.1, XP_013594593.1, XP_013607697.1, XP_013639356.1	XP_009116369.1
OG0006067	XP_013594353.1, XP_013614776.1, XP_013617315.1, XP_013632653.1, XP_013627857.1, XP_013624619.1, XP_013617773.1, XP_013617387.1, XP_013614634.1, XP_013614471.1, XP_013605023.1, XP_013617627.1, XP_013624488.1, XP_013614067.1, XP_013615825.1, XP_013617466.1, XP_013639652.1, XP_013604820.1, XP_013594574.1, XP_013632841.1, XP_013589212.1	XP_033148077.1
OG0006075	XP_013638424.1	XP_009127787.1
OG0006075	XP_013596109.1	XP_009137923.1
OG0006076	XP_013602422.1	XP_009127729.1
OG0006076	XP_013599031.1	XP_009137943.1
OG0006077	XP_013595508.1	XP_009137949.1
OG0006077	XP_013637381.1	XP_009127718.1
OG0006078	XP_013596734.1	XP_033143978.1
OG0006078	XP_013588049.1	XP_033144019.1
OG0006079	XP_013626622.1	XP_009149923.1
OG0006080	XP_013604325.1	XP_009149849.1
OG0006081	XP_013615487.1, XP_013626169.1, XP_013614564.1	XP_009150210.1
OG0006081	XP_013604542.1	XP_009149843.1
OG0006082	XP_013598484.1	XP_009101375.1
OG0006082	XP_013614069.1	XP_009107095.1
OG0006083	XP_013598056.1	XP_009101367.1
OG0006084	XP_013621087.1	XP_009129239.2
OG0006084	XP_013614550.1	XP_009101350.1
OG0006085	XP_013593018.1	XP_009101345.1
OG0006085	XP_013621681.1	XP_009129233.1
OG0006086	XP_013622953.1	XP_009131637.1
OG0006086	XP_013619451.1	XP_009126240.1
OG0006086	XP_013615093.1	XP_009121008.1
OG0006087	XP_013615130.1	XP_009140744.2
OG0006087	XP_013631114.1	XP_009140743.2
OG0006088	XP_013606425.1	XP_009107543.1
OG0006088	XP_013620285.1	XP_009126200.1
OG0006089	XP_013610364.1	XP_009107530.1
OG0006090	XP_013630815.1	XP_009131582.1
OG0006090	XP_013616481.1	XP_009126161.1
OG0006091	XP_013629602.1	XP_033145013.1
OG0006091	XP_013616156.1	XP_009126160.1
OG0006092	XP_013587984.1	XP_009104893.1
OG0006093	XP_013585315.1	XP_009112665.1
OG0006093	XP_013584816.1, XP_013626111.1	XP_009135582.1
OG0006094	XP_013625183.1	XP_009131537.1
OG0006094	XP_013615949.1	XP_009126109.1
OG0006095	XP_013628189.1	XP_033139547.1, XP_033143156.1
OG0006095	XP_013611145.1	XP_033138485.1
OG0006096	XP_013616575.1	XP_009126098.2
OG0006096	XP_013627270.1	XP_009131526.1
OG0006097	XP_013618376.1	XP_009126066.1
OG0006097	XP_013611984.1	XP_009121549.1
OG0006098	XP_013595505.1	XP_009151822.1
OG0006098	XP_013614467.1	XP_009129341.1
OG0006099	XP_013628170.1	XP_033143458.1
OG0006099	XP_013619283.1	XP_009126063.1
OG0006100	XP_013616341.1	XP_009126060.1
OG0006100	XP_013625322.1	XP_009131486.1
OG0006101	XP_013611590.1	XP_009121563.2
OG0006101	XP_013620597.1	XP_009126057.1
OG0006102	XP_013620771.1	XP_009126046.1
OG0006102	XP_013611998.1	XP_009121577.1
OG0006103	XP_013625514.1	XP_009131460.1
OG0006103	XP_013608790.1	XP_009121580.1
OG0006104	XP_013607182.1	XP_009121584.1
OG0006104	XP_013625855.1	XP_009131458.1
OG0006104	XP_013616160.1	XP_009126044.1
OG0006105	XP_013619246.1	XP_009126037.2
OG0006105	XP_013627168.1	XP_009131448.2
OG0006105	XP_013614400.1	XP_009121601.1
OG0006106	XP_013628553.1	XP_009134848.1
OG0006107	XP_013598677.1	XP_009137907.1
OG0006107	XP_013622915.1	XP_009108993.1
OG0006108	XP_013611914.1	XP_009112638.1
OG0006108	XP_013597198.1	XP_033130586.1
OG0006109	XP_013608841.1	XP_009114634.1
OG0006110	XP_013621151.1	XP_033139891.1
OG0006110	XP_013612470.1	XP_009121638.2
OG0006111	XP_013621152.1	XP_009125998.1
OG0006111	XP_013623463.1	XP_009131421.1
OG0006112	XP_013620467.1	XP_009129815.1
OG0006113	XP_013614549.1	XP_018515064.1
OG0006113	XP_013619403.1	XP_009129242.1
OG0006114	XP_013626659.1	XP_009131401.1
OG0006114	XP_013616131.1	XP_009125970.1
OG0006115	XP_013627652.1	XP_009131398.1
OG0006115	XP_013610539.1	XP_009121674.1
OG0006116	XP_013612722.1	XP_009121676.1
OG0006116	XP_013629852.1	XP_009131397.1
OG0006117	XP_013614888.1	XP_009140606.1
OG0006118	XP_013615381.1	XP_009125947.1
OG0006118	XP_013622676.1	XP_009131363.1
OG0006119	XP_013621259.1	XP_009125938.3
OG0006119	XP_013612357.1	XP_009121736.1
OG0006120	XP_013625507.1	XP_009131350.1
OG0006121	XP_013612879.1	XP_009125914.1
OG0006121	XP_013629338.1	XP_009131339.2
OG0006122	XP_013612899.1	XP_009125917.2
OG0006122	XP_013609545.1	XP_009121763.1
OG0006123	XP_013626808.1	XP_009131327.1
OG0006123	XP_013620839.1	XP_009125900.1
OG0006123	XP_013612173.1	XP_009121777.1
OG0006124	XP_013626579.1	XP_033142481.1
OG0006124	XP_013609826.1	XP_009121780.1
OG0006124	XP_013619428.1	XP_009125898.1
OG0006125	XP_013611074.1	XP_009121817.1
OG0006125	XP_013619472.1	XP_009125874.1
OG0006125	XP_013628102.1	XP_009131309.1
OG0006126	XP_013618606.1	XP_009125870.1
OG0006126	XP_013626675.1	XP_009131302.1
OG0006127	XP_013622452.1	XP_009131288.1
OG0006127	XP_013611223.1	XP_009121838.2
OG0006128	XP_013622702.1	XP_018512615.1
OG0006128	XP_013612545.1	XP_009121847.1
OG0006129	XP_013625712.1	XP_009131281.1
OG0006129	XP_013608967.1	XP_033137902.1
OG0006130	XP_013622633.1	XP_009131230.1
OG0006130	XP_013616334.1	XP_009125830.1, XP_033141926.1
OG0006131	XP_013608836.1	XP_009121940.1
OG0006131	XP_013628724.1	XP_009131209.1
OG0006132	XP_013612355.1	XP_009121972.1
OG0006133	XP_013629586.1	XP_009131137.1
OG0006134	XP_013606468.1	XP_009122525.1
OG0006135	XP_013620644.1	XP_009125741.1
OG0006135	XP_013611571.1	XP_009122483.1
OG0006136	XP_013611209.1	XP_009122477.1
OG0006136	XP_013616765.1	XP_009125738.2
OG0006137	XP_013629987.1	XP_009131078.1
OG0006137	XP_013612086.1	XP_009122464.1
OG0006138	XP_013621570.1	XP_033140842.1
OG0006138	XP_013622851.1	XP_009131060.1
OG0006139	XP_013625742.1, XP_013608791.1	XP_009122442.1
OG0006140	XP_013610657.1	XP_009122427.1
OG0006140	XP_013619018.1	XP_009125718.1
OG0006140	XP_013628141.1	XP_033142538.1
OG0006141	XP_013623381.1	XP_009131017.1
OG0006141	XP_013609017.1	XP_009122407.1
OG0006142	XP_013607217.1	XP_009122321.1
OG0006142	XP_013612313.1	XP_009125698.1
OG0006143	XP_013607400.1	XP_009111246.1
OG0006143	XP_013625849.1	XP_009134379.1
OG0006144	XP_013621862.1	XP_009134378.1
OG0006144	XP_013611483.1	XP_009122234.1
OG0006145	XP_013623316.1	XP_009134373.1
OG0006145	XP_013612687.1	XP_009122165.2
OG0006146	XP_013619463.1	XP_033140175.1
OG0006147	XP_013608630.1	XP_009121986.1
OG0006148	XP_013608628.1	XP_009121973.1
OG0006148	XP_013629034.1	XP_009134366.1
OG0006149	XP_013627306.1	XP_009134364.1
OG0006149	XP_013601880.1, XP_013608638.1	XP_009121939.1
OG0006150	XP_013598541.1	XP_009137497.1
OG0006150	XP_013619504.1	XP_009138887.1
OG0006151	XP_013605225.1	XP_009138735.1
OG0006151	XP_013602044.1	XP_009109232.1
OG0006152	XP_013633323.1, XP_013636662.1	XP_009140756.1
OG0006152	XP_013636695.1	XP_009103572.1
OG0006153	XP_013631351.1	XP_009140759.1
OG0006153	XP_013626245.1	XP_009133912.1
OG0006154	XP_013632009.1	XP_009140794.1
OG0006154	XP_013625896.1	XP_009133902.1
OG0006155	XP_013636787.1	XP_009103600.1
OG0006155	XP_013637637.1	XP_009140802.1
OG0006156	XP_013634817.1	XP_009103620.1
OG0006156	XP_013634582.1	XP_009140822.1
OG0006157	XP_013622673.1	XP_033143912.1
OG0006157	XP_013635578.1	XP_033132161.1
OG0006158	XP_013633299.1	XP_009140972.2
OG0006158	XP_013633289.1	XP_033145139.1
OG0006159	XP_013633748.1	XP_009103656.1
OG0006160	XP_013631578.1	XP_033131349.1
OG0006160	XP_013630559.1	XP_009133879.1
OG0006161	XP_013635863.1	XP_009103689.2
OG0006161	XP_013635511.1	XP_009140904.1
OG0006162	XP_013635190.1	XP_009103709.1
OG0006162	XP_013635319.1	XP_033145176.1
OG0006163	XP_013616004.1	XP_009127886.1
OG0006163	XP_013588729.1	XP_009105859.2
OG0006164	XP_013631733.1	XP_009140998.1
OG0006165	XP_013636138.1	XP_009144367.1
OG0006166	XP_013633309.1	XP_033145186.1
OG0006166	XP_013636136.1	XP_009144366.1
OG0006167	XP_013632677.1	XP_033148473.1
OG0006168	XP_013630917.1	XP_009144337.1
OG0006168	XP_013636841.1	XP_018513674.2
OG0006168	XP_013622508.1	XP_009132708.1
OG0006169	XP_013627753.1	XP_033142569.1
OG0006169	XP_013635199.1	XP_033148185.1
OG0006170	XP_013634930.1	XP_009144310.1
OG0006170	XP_013634737.1	XP_009141058.1
OG0006171	XP_013632182.1	XP_009141060.1
OG0006171	XP_013622472.1	XP_009132726.1
OG0006172	XP_013635742.1	XP_033146580.1
OG0006172	XP_013634676.1	XP_009144306.1
OG0006173	XP_013637522.1	XP_018514118.1
OG0006173	XP_013629100.1	XP_009132748.1
OG0006174	XP_013622080.1	XP_009132756.1
OG0006174	XP_013636508.1	XP_009141109.2
OG0006175	XP_013632038.1	XP_009141112.1
OG0006176	XP_013631015.1	XP_009141117.2
OG0006177	XP_013628158.1	XP_009132803.1
OG0006177	XP_013633579.1	XP_009144194.1
OG0006178	XP_013628154.1	XP_009132806.1
OG0006179	XP_013637460.1	XP_009144048.1
OG0006179	XP_013637126.1	XP_009141182.1
OG0006180	XP_013631425.1	XP_009144045.2
OG0006180	XP_013622377.1	XP_033143737.1
OG0006181	XP_013635629.1	XP_033147672.1
OG0006181	XP_013627842.1	XP_009132856.1
OG0006182	XP_013633562.1	XP_009143999.2
OG0006182	XP_013631653.1	XP_009141246.1
OG0006183	XP_013628894.1	XP_009132850.2
OG0006183	XP_013636170.1	XP_009143983.2
OG0006184	XP_013635289.1	XP_009143953.1
OG0006185	XP_013631835.1	XP_009143913.1
OG0006185	XP_013632218.1	XP_009141284.1
OG0006186	XP_013612811.1	XP_009114002.1
OG0006186	XP_013621426.1	XP_009123888.1
OG0006187	XP_013598843.1	XP_033130723.1
OG0006188	XP_013607336.1	XP_009113977.1
OG0006188	XP_013616670.1	XP_009123914.2
OG0006189	XP_013599345.1	XP_009101752.1
OG0006189	XP_013608575.1	XP_009113962.2
OG0006190	XP_013621479.1	XP_009123925.1
OG0006190	XP_013597936.1	XP_009101747.1
OG0006191	XP_013610130.1	XP_033137159.1
OG0006191	XP_013598130.1	XP_009101739.3
OG0006191	XP_013620880.1	XP_033140608.1
OG0006192	XP_013596501.1	XP_009137513.1
OG0006192	XP_013599709.1	XP_009139119.1
OG0006193	XP_013592335.1	XP_009118931.1
OG0006194	XP_013589911.1	XP_009119797.1
OG0006194	XP_013603200.1	XP_009107442.1
OG0006195	XP_013584948.1	XP_009113735.1
OG0006195	XP_013627730.1	XP_009109778.2
OG0006196	XP_013638894.1	XP_033137137.1
OG0006196	XP_013629612.1	XP_009109770.1
OG0006197	XP_013593055.1	XP_009102919.1
OG0006197	XP_013623457.1	XP_009109737.1
OG0006197	XP_013638451.1	XP_009113678.2
OG0006198	XP_013625812.1	XP_009109710.1
OG0006198	XP_013596774.1	XP_009102900.1
OG0006199	XP_013587025.1	XP_009113648.1
OG0006199	XP_013629688.1	XP_009109707.1
OG0006200	XP_013627923.1	XP_009109695.1
OG0006200	XP_013585289.1	XP_009113635.1
OG0006201	XP_013596024.1	XP_009102874.1
OG0006201	XP_013626487.1	XP_009109681.1
OG0006202	XP_013596832.1	XP_009102864.1
OG0006202	XP_013627768.1	XP_033133546.1
OG0006202	XP_013584975.1	XP_033136317.1
OG0006203	XP_013621726.1	XP_009109672.1
OG0006204	XP_013622169.1	XP_009109635.2
OG0006204	XP_013585513.1	XP_009115217.1
OG0006205	XP_013593759.1, XP_013611938.1	XP_009122556.1
OG0006206	XP_013627131.1	XP_009109627.3
OG0006206	XP_013584942.1	XP_009115196.1
OG0006207	XP_013626369.1	XP_009109623.1
OG0006207	XP_013584963.1	XP_009115194.1
OG0006208	XP_013585154.1	XP_009115184.1
OG0006209	XP_013623067.1	XP_009109595.2
OG0006209	XP_013638733.1	XP_009115166.1
OG0006210	XP_013638764.1	XP_009115160.1
OG0006210	XP_013622986.1	NP_001288887.1
OG0006211	XP_013585906.1	XP_009115147.1
OG0006211	XP_013635723.1	XP_009109587.1, XP_009140160.1
OG0006212	XP_013594956.1, XP_013639499.1	XP_009115142.1
OG0006213	XP_013595821.1	XP_009102667.1
OG0006213	XP_013584442.1	XP_009114993.1
OG0006214	XP_013583838.1	XP_009114963.1
