Orthogroup	Brassica_oleracea	Rorippa_islandica
OG0010466	XP_013605972.1	Roisl.0210s1448.1.p
OG0010467	XP_013606753.1, XP_013616092.1	Roisl.0210s1437.1.p
OG0010468	XP_013608413.1, XP_013619748.1	Roisl.0210s1431.1.p
OG0010469	XP_013609982.1, XP_013619060.1	Roisl.0210s1419.1.p
OG0010470	XP_013602105.1	Roisl.0091s0955.1.p
OG0010471	XP_013612686.1	Roisl.0210s1374.1.p
OG0010472	XP_013611052.1, XP_013628541.1	Roisl.0210s1368.1.p
OG0010473	XP_013629404.1	Roisl.0210s1350.1.p
OG0010474	XP_013609932.1, XP_013626802.1	Roisl.0210s1348.1.p
OG0010475	XP_013618881.1, XP_013625422.1	Roisl.0210s1336.1.p
OG0010476	XP_013620343.1	Roisl.0210s1316.1.p
OG0010477	XP_013621331.1	Roisl.0210s1314.1.p
OG0010478	XP_013613090.1	Roisl.0210s1304.1.p
OG0010479	XP_013628493.1	Roisl.0028s0884.1.p
OG0010480	XP_013610989.1, XP_013620510.1	Roisl.0210s1245.1.p
OG0010481	XP_013626009.1, XP_013616800.1	Roisl.0210s1243.1.p
OG0010482	XP_013619873.1, XP_013610347.1	Roisl.0210s1212.1.p
OG0010485	XP_013619538.1, XP_013609981.1	Roisl.0210s1175.1.p
OG0010486	XP_013607015.1, XP_013616430.1	Roisl.0210s1172.1.p
OG0010487	XP_013622276.1	Roisl.0210s1165.1.p
OG0010488	XP_013637578.1	Roisl.0075s0116.1.p
OG0010489	XP_013630189.1	Roisl.0210s1136.1.p
OG0010490	XP_013610972.1, XP_013619931.1	Roisl.0210s1088.1.p
OG0010491	XP_013613108.1, XP_013622023.1	Roisl.0210s1077.1.p
OG0010492	XP_013616093.1, XP_013630498.1	Roisl.0210s1076.1.p
OG0010493	XP_013623481.1	Roisl.0210s1075.1.p
OG0010494	XP_013630347.1	Roisl.0210s1066.1.p
OG0010495	XP_013620726.1, XP_013630348.1	Roisl.0210s1062.1.p
OG0010496	XP_013611740.1	Roisl.0210s1047.1.p
OG0010497	XP_013619396.1, XP_013629340.1	Roisl.0210s1040.1.p
OG0010498	XP_013614828.1	Roisl.0210s1009.1.p
OG0010499	XP_013608998.1, XP_013618334.1	Roisl.0210s1008.1.p
OG0010500	XP_013619470.1, XP_013611070.1	Roisl.0210s0989.1.p
OG0010501	XP_013606014.1	Roisl.0210s0981.1.p
OG0010503	XP_013611273.1, XP_013620959.1	Roisl.0210s0976.1.p
OG0010504	XP_013637951.1	Roisl.0075s0010.1.p
OG0010505	XP_013623238.1, XP_013616170.1	Roisl.0210s0953.1.p
OG0010506	XP_013629156.1, XP_013611443.1	Roisl.0210s0949.1.p
OG0010507	XP_013615834.1, XP_013611372.1	Roisl.0210s0937.1.p
OG0010508	XP_013613002.1	Roisl.0210s0934.1.p
OG0010509	XP_013623781.1, XP_013616785.1	Roisl.0210s0908.1.p
OG0010510	XP_013616784.1	Roisl.0210s0907.1.p
OG0010511	XP_013611836.1, XP_013621255.1	Roisl.0210s0892.1.p
OG0010512	XP_013609234.1, XP_013618386.1	Roisl.0210s0872.1.p
OG0010513	XP_013624958.1, XP_013607014.1, XP_013629541.1	Roisl.0210s0868.1.p
OG0010514	XP_013609172.1	Roisl.0210s0863.1.p
OG0010515	XP_013620106.1	Roisl.0210s0833.1.p
OG0010516	XP_013629192.1, XP_013613325.1	Roisl.0210s0810.1.p
OG0010517	XP_013610997.1	Roisl.0210s0806.1.p, Roisl.0003s0293.1.p
OG0010518	XP_013616029.1	Roisl.0210s0804.1.p
OG0010519	XP_013606715.1	Roisl.0210s0761.1.p
OG0010520	XP_013612400.1	Roisl.0210s0758.1.p
OG0010521	XP_013608898.1	Roisl.0210s0750.1.p
OG0010522	XP_013609078.1	Roisl.0210s0725.1.p
OG0010523	XP_013613055.1	Roisl.0210s0694.1.p
OG0010524	XP_013620274.1, XP_013608492.1	Roisl.0210s0685.1.p
OG0010525	XP_013629357.1	Roisl.0210s0670.1.p
OG0010526	XP_013611506.1	Roisl.0210s0656.1.p
OG0010527	XP_013607143.1	Roisl.0210s0648.1.p
OG0010528	XP_013609501.1	Roisl.0049s0031.1.p, Roisl.0210s0644.1.p
OG0010529	XP_013596026.1	Roisl.0049s0023.1.p
OG0010530	XP_013583818.1	Roisl.0115s0528.1.p
OG0010531	XP_013629565.1	Roisl.0210s0599.1.p
OG0010532	XP_013612411.1	Roisl.0210s0597.1.p
OG0010533	XP_013620087.1	Roisl.0210s0591.1.p
OG0010534	XP_013629758.1	Roisl.0210s0587.1.p
OG0010535	XP_013629757.1	Roisl.0210s0586.1.p
OG0010536	XP_013621709.1, XP_013611327.1, XP_013618262.1	Roisl.0210s0546.1.p
OG0010537	XP_013618261.1	Roisl.0210s0537.1.p
OG0010538	XP_013619007.1, XP_013609077.1	Roisl.0210s0521.1.p
OG0010539	XP_013623611.1	Roisl.0210s0503.1.p
OG0010540	XP_013630213.1	Roisl.0082s0378.1.p
OG0010541	XP_013612551.1	Roisl.0082s0376.1.p
OG0010542	XP_013612370.1	Roisl.0082s0368.1.p
OG0010543	XP_013612923.1	Roisl.0082s0354.1.p
OG0010544	XP_013606643.1	Roisl.0082s0353.1.p
OG0010545	XP_013606644.1	Roisl.0082s0352.1.p
OG0010546	XP_013608629.1, XP_013630205.1	Roisl.0082s0349.1.p
OG0010547	XP_013608631.1	Roisl.0082s0340.1.p
OG0010548	XP_013608982.1	Roisl.0082s0336.1.p
OG0010549	XP_013638012.1	Roisl.0022s0153.1.p
OG0010550	XP_013597703.1, XP_013599593.1	Roisl.0022s0150.1.p
OG0010551	XP_013603528.1, XP_013600953.1	Roisl.0082s0478.1.p, Roisl.0082s0479.1.p, Roisl.0082s0475.1.p, Roisl.0082s0476.1.p
OG0010552	XP_013594065.1	Roisl.0022s0122.1.p
OG0010553	XP_013635548.1	Roisl.0029s0018.1.p, Roisl.0029s0015.1.p
OG0010554	XP_013607461.1, XP_013609491.1	Roisl.0029s0017.1.p
OG0010555	XP_013627757.1	Roisl.0091s0043.1.p
OG0010556	XP_013635765.1	Roisl.0204s0115.1.p, Roisl.0204s0119.1.p
OG0010557	XP_013631335.1	Roisl.0204s0073.1.p
OG0010558	XP_013631822.1	Roisl.0204s0038.1.p
OG0010559	XP_013633800.1	Roisl.0204s0025.1.p
OG0010560	XP_013633644.1	Roisl.0204s0021.1.p
OG0010561	XP_013631489.1	Roisl.0204s0012.1.p
OG0010562	XP_013635252.1, XP_013635040.1	Roisl.0082s0539.1.p
OG0010563	XP_013633836.1, XP_013633681.1	Roisl.0082s0569.1.p
OG0010564	XP_013631511.1	Roisl.0082s0579.1.p
OG0010565	XP_013637209.1	Roisl.0082s0595.1.p
OG0010566	XP_013635862.1	Roisl.0082s0604.1.p
OG0010567	XP_013633972.1, XP_013625773.1	Roisl.0082s0626.1.p
OG0010568	XP_013615200.1	Roisl.0082s0663.1.p
OG0010569	XP_013618684.1	Roisl.0082s0708.1.p
OG0010570	XP_013635157.1	Roisl.0209s0526.1.p, Roisl.0209s0520.1.p
OG0010571	XP_013637357.1	Roisl.0082s0749.1.p
OG0010572	XP_013631310.1	Roisl.0033s0003.1.p
OG0010574	XP_013631394.1	Roisl.0033s0066.1.p
OG0010575	XP_013632071.1, XP_013634953.1	Roisl.0033s0090.1.p
OG0010576	XP_013631914.1	Roisl.0046s0626.1.p
OG0010577	XP_013632639.1	Roisl.0033s0158.1.p
OG0010578	XP_013635899.1	Roisl.0033s0155.1.p
OG0010579	XP_013636725.1	Roisl.0033s0145.1.p
OG0010580	XP_013631872.1	Roisl.0033s0119.1.p, Roisl.0007s0796.1.p
OG0010581	XP_013635096.1, XP_013634977.1	Roisl.0033s0118.1.p
OG0010582	XP_013629620.1	Roisl.0017s0505.1.p
OG0010583	XP_013631819.1	Roisl.0017s0484.1.p
OG0010584	XP_013637123.1, XP_013630747.1	Roisl.0017s0474.1.p
OG0010585	XP_013634939.1	Roisl.0017s0463.1.p
OG0010586	XP_013629251.1	Roisl.0017s0457.1.p
OG0010587	XP_013637589.1	Roisl.0017s0439.1.p
OG0010588	XP_013605643.1	Roisl.0198s0055.1.p
OG0010589	XP_013633612.1	Roisl.0028s0643.1.p
OG0010590	XP_013637269.1	Roisl.0028s0642.1.p
OG0010591	XP_013631046.1	Roisl.0028s0629.1.p
OG0010592	XP_013628891.1, XP_013636167.1	Roisl.0028s0625.1.p
OG0010593	XP_013635643.1	Roisl.0028s0619.1.p
OG0010594	XP_013630154.1	Roisl.0028s0667.1.p
OG0010595	XP_013635454.1, XP_013627859.1	Roisl.0028s0677.1.p
OG0010596	XP_013637215.1	Roisl.0028s0683.1.p
OG0010597	XP_013631264.1	Roisl.0028s0687.1.p
OG0010598	XP_013631920.1, XP_013631256.1	Roisl.0028s0741.1.p
OG0010599	XP_013616010.1	Roisl.0012s0122.1.p
OG0010600	XP_013628114.1	Roisl.0115s0736.1.p
OG0010601	XP_013595806.1, XP_013593115.1	Roisl.0012s0136.1.p
OG0010602	XP_013599101.1, XP_013612371.1	Roisl.0012s0188.1.p
OG0010603	XP_013612991.1	Roisl.0012s0235.1.p
OG0010604	XP_013611388.1, XP_013622160.1	Roisl.0082s0316.1.p
OG0010605	XP_013610580.1	Roisl.0082s0318.1.p
OG0010606	XP_013606322.1	Roisl.0082s0320.1.p
OG0010607	XP_013611344.1	Roisl.0082s0325.1.p
OG0010608	XP_013612597.1	Roisl.0082s0330.1.p
OG0010609	XP_013605094.1	Roisl.0013s0166.1.p
OG0010610	XP_013638744.1, XP_013599577.1	Roisl.0013s0178.1.p
OG0010611	XP_013600278.1	Roisl.0013s0179.1.p
OG0010612	XP_013601109.1, XP_013587959.1	Roisl.0013s0221.1.p
OG0010613	XP_013593592.1, XP_013622115.1	Roisl.0015s0126.1.p
OG0010614	XP_013599579.1	Roisl.0066s0378.1.p
OG0010615	XP_013595342.1, XP_013625815.1	Roisl.0213s0034.1.p
OG0010616	XP_013613557.1	Roisl.0213s0067.1.p
OG0010617	XP_013586160.1	Roisl.0213s0085.1.p
OG0010618	XP_013623170.1	Roisl.0213s0101.1.p
OG0010619	XP_013638897.1	Roisl.0213s0108.1.p
OG0010620	XP_013625971.1	Roisl.0213s0116.1.p
OG0010621	XP_013595488.1, XP_013615488.1	Roisl.0213s0147.1.p
OG0010622	XP_013594214.1	Roisl.0213s0216.1.p
OG0010623	XP_013593220.1, XP_013630356.1	Roisl.0213s0224.1.p
OG0010624	XP_013584820.1, XP_013596650.1	Roisl.0213s0247.1.p
OG0010625	XP_013593013.1, XP_013630148.1	Roisl.0213s0258.1.p
OG0010626	XP_013622279.1, XP_013586727.1	Roisl.0213s0266.1.p
OG0010627	XP_013584539.1	Roisl.0213s0273.1.p
OG0010628	XP_013622212.1	Roisl.0213s0276.1.p
OG0010629	XP_013624748.1, XP_013625102.1, XP_013585689.1	Roisl.0213s0277.1.p
OG0010630	XP_013595688.1, XP_013584419.1	Roisl.0213s0287.1.p
OG0010631	XP_013596409.1, XP_013584033.1	Roisl.0213s0297.1.p
OG0010632	XP_013628631.1, XP_013598274.1	Roisl.0213s0308.1.p
OG0010633	XP_013639004.1, XP_013628630.1	Roisl.0213s0309.1.p
OG0010634	XP_013630847.1	Roisl.0009s0014.1.p
OG0010636	XP_013597108.1, XP_013585157.1	Roisl.0213s0359.1.p
OG0010637	XP_013592950.1, XP_013583634.1	Roisl.0213s0373.1.p
OG0010638	XP_013584075.1	Roisl.0213s0377.1.p
OG0010639	XP_013619258.1, XP_013587484.1, XP_013593296.1	Roisl.0213s0392.1.p
OG0010640	XP_013600380.1, XP_013637677.1	Roisl.0213s0396.1.p
OG0010641	XP_013600772.1	Roisl.0213s0435.1.p
OG0010642	XP_013603344.1	Roisl.0213s0449.1.p
OG0010643	XP_013637948.1	Roisl.0213s0451.1.p
OG0010644	XP_013587436.1, XP_013586729.1	Roisl.0213s0464.1.p
OG0010645	XP_013587534.1	Roisl.0213s0466.1.p
OG0010646	XP_013583792.1	Roisl.0213s0475.1.p
OG0010648	XP_013639023.1	Roisl.0213s0511.1.p
OG0010649	XP_013587622.1	Roisl.0209s0189.1.p
OG0010650	XP_013585467.1, XP_013637825.1	Roisl.0209s0176.1.p
OG0010651	XP_013601188.1	Roisl.0209s0159.1.p
OG0010652	XP_013583992.1	Roisl.0209s0158.1.p
OG0010653	XP_013613942.1, XP_013615829.1, XP_013584680.1	Roisl.0209s0156.1.p
OG0010655	XP_013621439.1, XP_013598091.1	Roisl.0011s0172.1.p
OG0010656	XP_013612835.1	Roisl.0011s0174.1.p
OG0010657	XP_013636875.1	Roisl.0028s0061.1.p, Roisl.0028s0341.1.p
OG0010658	XP_013615339.1, XP_013593473.1	Roisl.0011s0196.1.p
OG0010659	XP_013611461.1	Roisl.0011s0201.1.p
OG0010660	XP_013594032.1, XP_013618499.1	Roisl.0011s0253.1.p
OG0010661	XP_013619171.1, XP_013596328.1	Roisl.0024s0601.1.p
OG0010662	XP_013610706.1, XP_013597226.1	Roisl.0024s0589.1.p
OG0010663	XP_013599333.1	Roisl.0024s0583.1.p
OG0010664	XP_013607294.1, XP_013593880.1	Roisl.0024s0574.1.p
OG0010665	XP_013610330.1	Roisl.0024s0569.1.p
OG0010666	XP_013599327.1	Roisl.0024s0552.1.p
OG0010667	XP_013595304.1, XP_013611426.1	Roisl.0024s0547.1.p
OG0010668	XP_013592992.1	Roisl.0024s0546.1.p
OG0010669	XP_013597543.1	Roisl.0024s0543.1.p
OG0010670	XP_013598860.1, XP_013618142.1	Roisl.0024s0525.1.p
OG0010671	XP_013606646.1, XP_013596570.1	Roisl.0024s0522.1.p
OG0010672	XP_013628305.1	Roisl.0024s0511.1.p, Roisl.0210s1731.1.p
OG0010673	XP_013608833.1	Roisl.0214s0051.1.p
OG0010674	XP_013612570.1	Roisl.0024s0483.1.p
OG0010676	XP_013626030.1	Roisl.0024s0473.1.p
OG0010677	XP_013618722.1, XP_013607106.1, XP_013630156.1	Roisl.0024s0462.1.p
OG0010679	XP_013629464.1	Roisl.0024s0441.1.p
OG0010680	XP_013613638.1, XP_013622530.1	Roisl.0024s0413.1.p
OG0010681	XP_013628778.1, XP_013620191.1	Roisl.0024s0395.1.p
OG0010682	XP_013618626.1, XP_013626357.1	Roisl.0024s0364.1.p
OG0010683	XP_013610911.1	Roisl.0024s0359.1.p
OG0010684	XP_013623510.1	Roisl.0024s0347.1.p
OG0010685	XP_013629403.1, XP_013606561.1	Roisl.0024s0318.1.p
OG0010686	XP_013628989.1	Roisl.0024s0309.1.p
OG0010688	XP_013628334.1	Roisl.0024s0298.1.p
OG0010689	XP_013618318.1, XP_013629955.1	Roisl.0024s0283.1.p
OG0010690	XP_013629675.1	Roisl.0024s0276.1.p
OG0010691	XP_013606364.1	Roisl.0024s0265.1.p
OG0010692	XP_013629170.1	Roisl.0024s0260.1.p
OG0010693	XP_013629169.1	Roisl.0024s0259.1.p
OG0010694	XP_013622782.1, XP_013612657.1	Roisl.0024s0255.1.p
OG0010695	XP_013609417.1	Roisl.0024s0223.1.p
OG0010696	XP_013621810.1, XP_013608710.1	Roisl.0024s0214.1.p
OG0010697	XP_013591495.1, XP_013636927.1	Roisl.0200s0020.1.p
OG0010698	XP_013630607.1, XP_013607068.1	Roisl.0024s0141.1.p
OG0010699	XP_013608995.1	Roisl.0024s0129.1.p
OG0010700	XP_013629313.1	Roisl.0024s0120.1.p
OG0010701	XP_013607540.1, XP_013627884.1	Roisl.0080s0021.1.p
OG0010702	XP_013619774.1, XP_013627926.1	Roisl.0080s0034.1.p
OG0010703	XP_013606905.1	Roisl.0080s0076.1.p
OG0010704	XP_013619850.1, XP_013596264.1	Roisl.0080s0087.1.p
OG0010705	XP_013606067.1	Roisl.0080s0117.1.p
OG0010706	XP_013593421.1	Roisl.0080s0187.1.p
OG0010707	XP_013598661.1	Roisl.0210s1984.1.p
OG0010708	XP_013618054.1	Roisl.0210s1987.1.p
OG0010709	XP_013598660.1	Roisl.0210s1988.1.p
OG0010711	XP_013613036.1, XP_013593114.1	Roisl.0210s2008.1.p
OG0010712	XP_013597528.1	Roisl.0210s2026.1.p
OG0010713	XP_013611632.1	Roisl.0042s0115.1.p
OG0010714	XP_013611774.1, XP_013598184.1	Roisl.0210s2056.1.p
OG0010715	XP_013597810.1	Roisl.0046s0073.1.p
OG0010716	XP_013612481.1, XP_013593109.1	Roisl.0046s0074.1.p
OG0010717	XP_013596843.1, XP_013608760.1	Roisl.0046s0080.1.p
OG0010718	XP_013597064.1	Roisl.0046s0083.1.p
OG0010719	XP_013594099.1	Roisl.0046s0089.1.p
OG0010720	XP_013617927.1	Roisl.0046s0124.1.p
OG0010721	XP_013613174.1, XP_013595017.1	Roisl.0046s0125.1.p
OG0010722	XP_013593012.1, XP_013620820.1	Roisl.0046s0133.1.p
OG0010723	XP_013620821.1, XP_013596012.1	Roisl.0046s0137.1.p
OG0010724	XP_013598459.1	Roisl.0046s0146.1.p
OG0010725	XP_013596440.1	Roisl.0046s0168.1.p
OG0010726	XP_013621664.1	Roisl.0046s0237.1.p
OG0010727	XP_013598550.1	Roisl.0046s0242.1.p
OG0010728	XP_013613114.1, XP_013598549.1	Roisl.0046s0243.1.p
OG0010729	XP_013628790.1	Roisl.0049s0013.1.p
OG0010730	XP_013609856.1, XP_013595527.1	Roisl.0046s0269.1.p
OG0010731	XP_013593443.1	Roisl.0046s0270.1.p
OG0010732	XP_013621341.1	Roisl.0210s1669.1.p
OG0010733	XP_013621623.1, XP_013629063.1	Roisl.0210s1654.1.p
OG0010734	XP_013625445.1	Roisl.0210s1682.1.p
OG0010735	XP_013603940.1	Roisl.0210s1703.1.p
OG0010736	XP_013619610.1, XP_013609922.1	Roisl.0210s1711.1.p
OG0010737	XP_013626218.1, XP_013615574.1	Roisl.0210s1729.1.p
OG0010738	XP_013618253.1, XP_013625371.1	Roisl.0210s1730.1.p
OG0010739	XP_013623002.1, XP_013621416.1	Roisl.0210s1732.1.p
OG0010740	XP_013618625.1, XP_013626216.1	Roisl.0210s1736.1.p
OG0010741	XP_013621950.1	Roisl.0210s1745.1.p
OG0010742	XP_013611494.1	Roisl.0210s1760.1.p
OG0010743	XP_013626764.1, XP_013611901.1	Roisl.0210s1786.1.p
OG0010744	XP_013611133.1	Roisl.0210s1794.1.p
OG0010745	XP_013620446.1	Roisl.0210s1799.1.p
OG0010746	XP_013606450.1, XP_013620321.1	Roisl.0210s1817.1.p
OG0010747	XP_013621339.1, XP_013606210.1, XP_013612235.1	Roisl.0210s1837.1.p
OG0010748	XP_013611001.1	Roisl.0210s1845.1.p
OG0010749	XP_013621440.1, XP_013613291.1	Roisl.0210s1849.1.p
OG0010750	XP_013628210.1	Roisl.0210s1850.1.p
OG0010751	XP_013618236.1	Roisl.0210s1855.1.p
OG0010752	XP_013621122.1	Roisl.0210s1861.1.p
OG0010753	XP_013626921.1, XP_013619851.1	Roisl.0210s1886.1.p
OG0010754	XP_013612874.1	Roisl.0210s1892.1.p
OG0010755	XP_013618984.1	Roisl.0210s1907.1.p
OG0010756	XP_013606675.1, XP_013618672.1	Roisl.0210s1915.1.p
OG0010757	XP_013612087.1	Roisl.0210s1916.1.p
OG0010758	XP_013609646.1	Roisl.0189s0268.1.p, Roisl.0027s0045.1.p
OG0010759	XP_013619542.1, XP_013609021.1	Roisl.0210s1921.1.p
OG0010760	XP_013620559.1	Roisl.0210s1939.1.p
OG0010761	XP_013616511.1, XP_013607318.1	Roisl.0080s0193.1.p
OG0010762	XP_013630123.1	Roisl.0080s0223.1.p
OG0010763	XP_013612786.1	Roisl.0080s0226.1.p
OG0010764	XP_013618305.1	Roisl.0080s0233.1.p
OG0010765	XP_013631126.1	Roisl.0028s0590.1.p
OG0010766	XP_013612484.1, XP_013616024.1	Roisl.0080s0318.1.p
OG0010767	XP_013616231.1	Roisl.0080s0324.1.p
OG0010768	XP_013609479.1, XP_013623252.1	Roisl.0080s0333.1.p
OG0010769	XP_013616582.1, XP_013623253.1	Roisl.0080s0334.1.p
OG0010770	XP_013611823.1	Roisl.0080s0339.1.p
OG0010771	XP_013612536.1	Roisl.0080s0340.1.p
OG0010772	XP_013612931.1	Roisl.0080s0377.1.p
OG0010773	XP_013613153.1	Roisl.0080s0385.1.p
OG0010774	XP_013611950.1	Roisl.0080s0392.1.p
OG0010775	XP_013618212.1	Roisl.0080s0407.1.p
OG0010776	XP_013613214.1	Roisl.0080s0415.1.p, Roisl.0074s0005.1.p
OG0010777	XP_013623865.1, XP_013613213.1	Roisl.0080s0416.1.p
OG0010778	XP_013616952.1, XP_013611030.1	Roisl.0080s0459.1.p
OG0010779	XP_013630716.1	Roisl.0080s0468.1.p
OG0010780	XP_013629091.1	Roisl.0080s0469.1.p
OG0010781	XP_013612025.1	Roisl.0080s0470.1.p
OG0010782	XP_013625925.1, XP_013615893.1	Roisl.0080s0476.1.p
OG0010783	XP_013608708.1, XP_013620297.1	Roisl.0080s0484.1.p
OG0010784	XP_013626581.1	Roisl.0080s0494.1.p
OG0010785	XP_013626068.1, XP_013614223.1	Roisl.0080s0491.1.p
OG0010786	XP_013614214.1, XP_013606089.1	Roisl.0080s0492.1.p
OG0010787	XP_013618394.1, XP_013606763.1	Roisl.0080s0496.1.p
OG0010788	XP_013611788.1	Roisl.0080s0506.1.p
OG0010789	XP_013620277.1, XP_013612500.1	Roisl.0080s0514.1.p
OG0010790	XP_013627401.1, XP_013610151.1	Roisl.0080s0518.1.p
OG0010791	XP_013607065.1, XP_013619120.1	Roisl.0080s0521.1.p
OG0010792	XP_013620554.1, XP_013611437.1	Roisl.0080s0528.1.p
OG0010793	XP_013606439.1, XP_013629439.1	Roisl.0080s0554.1.p
OG0010794	XP_013612855.1	Roisl.0080s0583.1.p
OG0010795	XP_013620934.1	Roisl.0080s0615.1.p
OG0010796	XP_013621888.1	Roisl.0080s0633.1.p
OG0010797	XP_013628293.1	Roisl.0080s0640.1.p
OG0010798	XP_013607355.1	Roisl.0080s0654.1.p
OG0010799	XP_013616423.1, XP_013606387.1	Roisl.0080s0672.1.p
OG0010800	XP_013611263.1, XP_013621490.1	Roisl.0080s0709.1.p
OG0010801	XP_013606874.1	Roisl.0080s0715.1.p
OG0010802	XP_013609613.1	Roisl.0080s0725.1.p
OG0010803	XP_013619107.1	Roisl.0080s0761.1.p
OG0010804	XP_013621296.1, XP_013630068.1	Roisl.0080s0763.1.p
OG0010805	XP_013628602.1, XP_013612555.1	Roisl.0080s0773.1.p
OG0010806	XP_013592186.1	Roisl.0019s0254.1.p
OG0010807	XP_013604035.1	Roisl.0046s1033.1.p
OG0010808	XP_013620641.1	Roisl.0080s0794.1.p
OG0010809	XP_013627681.1, XP_013616503.1	Roisl.0080s0818.1.p
OG0010810	XP_013619993.1, XP_013610626.1	Roisl.0080s0827.1.p
OG0010811	XP_013623875.1	Roisl.0080s0837.1.p
OG0010812	XP_013613224.1	Roisl.0080s0846.1.p
OG0010813	XP_013603669.1, XP_013630025.1	Roisl.0046s0828.1.p
OG0010814	XP_013603245.1	Roisl.0046s0820.1.p
OG0010815	XP_013623351.1	Roisl.0046s0805.1.p
OG0010816	XP_013621677.1	Roisl.0052s0066.1.p, Roisl.0184s0122.1.p
OG0010817	XP_013609237.1	Roisl.0052s0040.1.p
OG0010818	XP_013606426.1	Roisl.0052s0047.1.p
OG0010819	XP_013629976.1, XP_013611469.1	Roisl.0052s0014.1.p
OG0010820	XP_013612743.1	Roisl.0191s0678.1.p
OG0010821	XP_013630130.1	Roisl.0020s0015.1.p
OG0010822	XP_013621638.1	Roisl.0082s0430.1.p
OG0010823	XP_013614764.1	Roisl.0082s0421.1.p
OG0010824	XP_013621060.1	Roisl.0082s0420.1.p
OG0010825	XP_013629026.1	Roisl.0082s0407.1.p
OG0010826	XP_013611609.1	Roisl.0082s0404.1.p
OG0010827	XP_013609822.1, XP_013620703.1	Roisl.0082s0401.1.p
OG0010828	XP_013615928.1, XP_013613318.1	Roisl.0210s0464.1.p
OG0010829	XP_013623764.1	Roisl.0210s0453.1.p
OG0010830	XP_013625725.1	Roisl.0191s0448.1.p
OG0010831	XP_013606770.1, XP_013618370.1	Roisl.0210s0437.1.p
OG0010832	XP_013611375.1	Roisl.0210s0434.1.p
OG0010833	XP_013611374.1	Roisl.0210s0433.1.p
OG0010834	XP_013635408.1	Roisl.0210s0428.1.p
OG0010835	XP_013612665.1	Roisl.0210s0415.1.p
OG0010836	XP_013613333.1	Roisl.0042s0004.1.p
OG0010837	XP_013613288.1	Roisl.0042s0037.1.p
OG0010838	XP_013609263.1	Roisl.0042s0040.1.p
OG0010839	XP_013620420.1	Roisl.0042s0050.1.p
OG0010840	XP_013620413.1, XP_013612724.1	Roisl.0042s0052.1.p
OG0010841	XP_013620517.1, XP_013611094.1	Roisl.0042s0108.1.p
OG0010842	XP_013611634.1	Roisl.0042s0116.1.p
OG0010843	XP_013610020.1	Roisl.0042s0117.1.p
OG0010844	XP_013605959.1	Roisl.0042s0125.1.p
OG0010845	XP_013606031.1, XP_013619829.1	Roisl.0042s0132.1.p
OG0010848	XP_013623408.1	Roisl.0042s0159.1.p
OG0010849	XP_013611753.1	Roisl.0030s0205.1.p
OG0010850	XP_013604221.1	Roisl.0021s0601.1.p
OG0010851	XP_013612315.1, XP_013616271.1	Roisl.0030s0176.1.p
OG0010852	XP_013597593.1	Roisl.0191s0329.1.p
OG0010853	XP_013607245.1	Roisl.0030s0162.1.p
OG0010854	XP_013614447.1, XP_013610556.1	Roisl.0030s0116.1.p
OG0010856	XP_013606836.1	Roisl.0030s0098.1.p
OG0010857	XP_013629203.1	Roisl.0030s0086.1.p
OG0010858	XP_013611806.1	Roisl.0030s0064.1.p
OG0010859	XP_013614292.1	Roisl.0030s0045.1.p
OG0010860	XP_013610375.1, XP_013626966.1	Roisl.0006s0104.1.p
OG0010861	XP_013616739.1, XP_013626310.1	Roisl.0030s0027.1.p
OG0010862	XP_013616030.1	Roisl.0034s0169.1.p
OG0010864	XP_013612494.1	Roisl.0034s0162.1.p
OG0010865	XP_013609054.1, XP_013618783.1	Roisl.0034s0158.1.p
OG0010866	XP_013611620.1	Roisl.0034s0129.1.p
OG0010867	XP_013626751.1	Roisl.0034s0123.1.p
OG0010868	XP_013610198.1, XP_013627294.1	Roisl.0034s0120.1.p
OG0010869	XP_013612226.1	Roisl.0034s0106.1.p
OG0010870	XP_013610053.1	Roisl.0034s0098.1.p
OG0010871	XP_013606412.1	Roisl.0034s0093.1.p
OG0010872	XP_013628913.1	Roisl.0034s0081.1.p
OG0010873	XP_013613290.1	Roisl.0034s0072.1.p, Roisl.0034s0077.1.p
OG0010874	XP_013628346.1	Roisl.0034s0044.1.p
OG0010875	XP_013593471.1	Roisl.0028s0212.1.p, Roisl.0034s0023.1.p
OG0010876	XP_013584558.1	Roisl.0034s0015.1.p
OG0010877	XP_013621885.1	Roisl.0034s0009.1.p
OG0010878	XP_013608085.1, XP_013624675.1, XP_013592854.1	Roisl.0009s0176.1.p
OG0010879	XP_013614270.1, XP_013633167.1	Roisl.0009s0173.1.p
OG0010880	XP_013631659.1	Roisl.0009s0132.1.p
OG0010881	XP_013635966.1	Roisl.0009s0110.1.p
OG0010882	XP_013631790.1, XP_013588105.1	Roisl.0009s0090.1.p
OG0010883	XP_013637027.1, XP_013639046.1	Roisl.0009s0085.1.p
OG0010884	XP_013632241.1, XP_013591389.1	Roisl.0009s0068.1.p
OG0010885	XP_013589263.1, XP_013594315.1	Roisl.0214s0510.1.p
OG0010886	XP_013637016.1, XP_013591493.1	Roisl.0200s0022.1.p
OG0010887	XP_013591820.1	Roisl.0115s0007.1.p
OG0010888	XP_013590431.1	Roisl.0115s0016.1.p
OG0010889	XP_013612079.1	Roisl.0115s0018.1.p
