Orthogroup	Brassica_oleracea	Euclidium_syriacum
OG0010167	XP_013607447.1	ESY20_g13023_DN3_SP0_c0.t1
OG0010168	XP_013612084.1, XP_013605013.1	ESY2_g34107_DN1_SP0_c0.t1
OG0010169	XP_013609542.1, XP_013587131.1	ESY2_g34117_DN3_SP0_c0.t1
OG0010170	XP_013615081.1	ESY2_g34167_DN3_SP7_c0.t1, ESY2_g34166_DN3_SP0_c0.t1
OG0010171	XP_013601672.1, XP_013605216.1	ESY2_g34189_DN3_SP3_c0.t1
OG0010172	XP_013606779.1, XP_013608736.1	ESY2_g33346_DN3_SP3_c0.t1
OG0010173	XP_013609377.1	ESY2_g33296_DN3_SP0_c0.t1
OG0010174	XP_013611629.1	ESY2_g33290_DN3_SP0_c0.t1, ESY2_g33291_DN3_SP6_c0.t1, ESY2_g33289_DN3_SP0_c0.t1
OG0010175	XP_013626074.1	ESY7_g18808_DN3_SP3_c0.t1
OG0010176	XP_013596672.1, XP_013610538.1	ESY10_g15009_DN3_SP0_c0.t1
OG0010177	XP_013593279.1, XP_013618275.1	ESY10_g14969_DN2_SP0_c0.t1
OG0010178	XP_013610757.1, XP_013593362.1, XP_013619855.1	ESY10_g14964_DN3_SP0_c0.t1
OG0010179	XP_013611124.1, XP_013598761.1	ESY10_g14755_DN3_SP2_c0.t1
OG0010180	XP_013620444.1, XP_013597811.1	ESY10_g14754_DN3_SP0_c1.t1
OG0010181	XP_013635164.1, XP_013596867.1	ESY7_g16663_DN3_SP8_c0.t1
OG0010182	XP_013615965.1, XP_013613601.1	ESY7_g16659_DN3_SP0_c14.t1
OG0010183	XP_013631068.1	ESY1_g6222_DN3_SP0_c0.t1
OG0010184	XP_013619572.1, XP_013596479.1	ESY7_g16603_DN3_SP1_c0.t1
OG0010185	XP_013607128.1, XP_013598737.1	ESY7_g16588_DN3_SP8_c0.t1
OG0010186	XP_013639647.1, XP_013597378.1	ESY13_g57306_DN2_SP0_c0.t1
OG0010187	XP_013610318.1, XP_013607901.1	ESY7_g16420_DN3_SP0_c0.t1
OG0010188	XP_013622242.1, XP_013601353.1	ESY4_g24345_DN3_SP8_c0.t1
OG0010190	XP_013596482.1, XP_013629159.1	ESY4_g24432_DN3_SP8_c0.t1
OG0010192	XP_013599928.1, XP_013587968.1	ESY2_g37917_DN3_SP1_c0.t1
OG0010193	XP_013637895.1, XP_013592627.1	ESY2_g37864_DN3_SP5_c0.t1
OG0010194	XP_013613756.1, XP_013591086.1	ESY2_g37853_DN3_SP0_c0.t1
OG0010195	XP_013588722.1, XP_013613751.1	ESY2_g37846_DN3_SP2_c0.t1
OG0010196	XP_013583880.1, XP_013614205.1	ESY2_g37695_DN3_SP1_c0.t1
OG0010197	XP_013592346.1, XP_013618140.1	ESY2_g35958_DN3_SP0_c0.t1
OG0010198	XP_013590474.1, XP_013588750.1	ESY2_g35956_DN3_SP0_c0.t1
OG0010199	XP_013595225.1	ESY4_g26947_DN3_SP8_c0.t1
OG0010200	XP_013595228.1	ESY4_g26946_DN3_SP0_c0.t1
OG0010201	XP_013597762.1	ESY10_g14780_DN3_SP6_c0.t1
OG0010202	XP_013598230.1, XP_013630829.1	ESY4_g26925_DN3_SP7_c0.t1
OG0010203	XP_013629672.1, XP_013596010.1	ESY4_g26913_DN3_SP7_c0.t1
OG0010204	XP_013629671.1, XP_013593673.1	ESY4_g26910_DN3_SP8_c0.t1
OG0010205	XP_013626311.1, XP_013595857.1	ESY4_g26851_DN3_SP8_c0.t1
OG0010206	XP_013595344.1	ESY4_g26826_DN3_SP0_c0.t1
OG0010207	XP_013607255.1, XP_013629021.1	ESY4_g26792_DN3_SP0_c0.t1
OG0010208	XP_013600406.1	ESY4_g26778_DN3_SP8_c0.t1
OG0010209	XP_013593710.1	ESY8_g60741_DN1_SP0_c0.t1, ESY4_g26767_DN3_SP0_c0.t1, ESY8_g60742_DN3_SP0_c0.t1
OG0010210	XP_013626180.1, XP_013594471.1	ESY4_g26720_DN3_SP0_c0.t1
OG0010211	XP_013596994.1, XP_013592479.1	ESY4_g26711_DN3_SP0_c0.t1
OG0010212	XP_013609129.1, XP_013622881.1	ESY4_g26704_DN2_SP0_c0.t1
OG0010213	XP_013595791.1, XP_013636630.1	ESY4_g26694_DN3_SP0_c0.t1
OG0010215	XP_013624787.1	ESY4_g26609_DN1_SP0_c0.t1
OG0010216	XP_013636137.1, XP_013629701.1	ESY4_g26610_DN3_SP2_c0.t1
OG0010217	XP_013624824.1, XP_013629700.1, XP_013607731.1	ESY4_g26612_DN3_SP8_c0.t1
OG0010218	XP_013590948.1, XP_013627587.1	ESY4_g26582_DN2_SP1_c0.t1
OG0010219	XP_013638165.1, XP_013596376.1	ESY4_g26573_DN3_SP0_c0.t1
OG0010220	XP_013599299.1, XP_013606443.1, XP_013627453.1	ESY4_g26550_DN3_SP0_c0.t1
OG0010221	XP_013600574.1	ESY4_g26534_DN3_SP8_c0.t1
OG0010222	XP_013630511.1	ESY4_g26522_DN3_SP0_c0.t1
OG0010223	XP_013619212.1, XP_013595565.1	ESY4_g26484_DN3_SP0_c0.t1
OG0010224	XP_013626576.1, XP_013588828.1	ESY4_g26468_DN3_SP0_c0.t1
OG0010225	XP_013619206.1, XP_013597918.1	ESY4_g26426_DN3_SP0_c0.t1
OG0010226	XP_013630100.1, XP_013603872.1	ESY2_g36977_DN3_SP0_c0.t1
OG0010227	XP_013593244.1, XP_013639744.1	ESY4_g26307_DN3_SP7_c0.t1
OG0010228	XP_013627032.1, XP_013588727.1	ESY4_g26252_DN3_SP0_c0.t1
OG0010229	XP_013625068.1, XP_013595760.1	ESY4_g26250_DN3_SP0_c0.t1
OG0010230	XP_013599624.1, XP_013598409.1	ESY4_g26205_DN3_SP8_c0.t1
OG0010231	XP_013639638.1	ESY4_g26125_DN3_SP0_c0.t1
OG0010232	XP_013617141.1, XP_013627895.1	ESY4_g26022_DN3_SP8_c0.t1
OG0010233	XP_013597597.1	ESY4_g26015_DN3_SP0_c0.t1
OG0010235	XP_013626296.1, XP_013589119.1	ESY4_g25452_DN3_SP8_c0.t1
OG0010236	XP_013629330.1, XP_013585364.1	ESY4_g25483_DN3_SP8_c0.t1
OG0010237	XP_013591257.1, XP_013626706.1	ESY4_g25518_DN3_SP0_c0.t1
OG0010238	XP_013613859.1, XP_013596727.1, XP_013594097.1	ESY4_g25560_DN3_SP4_c0.t1
OG0010239	XP_013601184.1, XP_013625344.1	ESY4_g25568_DN3_SP8_c0.t1
OG0010240	XP_013619687.1	ESY4_g25587_DN3_SP0_c0.t1
OG0010241	XP_013622735.1, XP_013597697.1	ESY4_g25619_DN3_SP1_c0.t1
OG0010242	XP_013602111.1, XP_013595905.1	ESY4_g25620_DN3_SP3_c0.t1
OG0010243	XP_013601240.1, XP_013625050.1	ESY4_g25627_DN3_SP0_c0.t1
OG0010244	XP_013584930.1	ESY23_g70_DN3_SP1_c0.t1
OG0010245	XP_013593222.1, XP_013625062.1	ESY4_g25633_DN3_SP0_c0.t1
OG0010246	XP_013583290.1	ESY4_g25993_DN3_SP5_c0.t1
OG0010247	XP_013629041.1, XP_013595894.1	ESY4_g25191_DN3_SP8_c0.t1
OG0010248	XP_013596358.1, XP_013585480.1	ESY4_g25178_DN3_SP0_c0.t1
OG0010249	XP_013628898.1, XP_013604001.1	ESY4_g25172_DN3_SP1_c0.t1
OG0010250	XP_013601425.1, XP_013595942.1	ESY4_g25111_DN3_SP8_c0.t1
OG0010251	XP_013627594.1, XP_013596225.1	ESY4_g25109_DN3_SP0_c0.t1
OG0010252	XP_013606630.1	ESY4_g25987_DN3_SP8_c0.t1
OG0010253	XP_013638771.1, XP_013594076.1	ESY4_g25983_DN3_SP5_c0.t1
OG0010254	XP_013595448.1, XP_013636624.1	ESY4_g25970_DN3_SP3_c0.t1
OG0010255	XP_013621463.1, XP_013623392.1	ESY4_g25943_DN3_SP4_c0.t1
OG0010256	XP_013593972.1, XP_013627464.1	ESY4_g25911_DN3_SP0_c0.t1
OG0010257	XP_013616939.1, XP_013593510.1	ESY4_g25905_DN3_SP8_c0.t1
OG0010258	XP_013616953.1, XP_013598566.1	ESY4_g25904_DN3_SP1_c0.t1
OG0010259	XP_013639407.1, XP_013595751.1	ESY4_g25884_DN3_SP5_c0.t1
OG0010260	XP_013591863.1, XP_013627476.1	ESY4_g25883_DN3_SP1_c0.t1
OG0010261	XP_013627362.1	ESY4_g25841_DN2_SP0_c0.t1, ESY4_g25843_DN1_SP0_c0.t1
OG0010262	XP_013618309.1	ESY12_g51497_DN3_SP3_c0.t1
OG0010263	XP_013598698.1, XP_013637177.1	ESY4_g25676_DN3_SP8_c0.t1
OG0010264	XP_013606568.1, XP_013599256.1	ESY4_g25685_DN3_SP0_c0.t1
OG0010265	XP_013623027.1	ESY4_g25075_DN3_SP8_c6.t1
OG0010266	XP_013595468.1, XP_013628078.1	ESY4_g25017_DN3_SP0_c0.t1
OG0010267	XP_013629734.1, XP_013607792.1	ESY4_g24995_DN3_SP8_c0.t1
OG0010268	XP_013598973.1, XP_013583703.1	ESY4_g24991_DN3_SP0_c0.t1
OG0010269	XP_013596034.1, XP_013585926.1	ESY4_g24923_DN3_SP0_c0.t1
OG0010270	XP_013630327.1, XP_013608155.1	ESY4_g24920_DN3_SP0_c0.t1
OG0010271	XP_013593554.1	ESY4_g24919_DN3_SP5_c0.t1
OG0010272	XP_013600963.1, XP_013628979.1	ESY4_g24893_DN3_SP0_c3.t1
OG0010273	XP_013627592.1, XP_013596811.1	ESY4_g24873_DN2_SP0_c0.t1
OG0010274	XP_013624933.1, XP_013623520.1	ESY4_g24748_DN3_SP0_c0.t1
OG0010275	XP_013637186.1, XP_013593730.1	ESY4_g24751_DN3_SP4_c0.t1
OG0010276	XP_013615591.1, XP_013583475.1, XP_013597432.1	ESY3_g28162_DN3_SP8_c0.t1
OG0010277	XP_013595351.1, XP_013593811.1	ESY3_g28150_DN3_SP0_c0.t1
OG0010278	XP_013621557.1, XP_013591299.1	ESY2_g35845_DN2_SP0_c0.t1
OG0010281	XP_013618690.1, XP_013590373.1	ESY2_g35779_DN3_SP0_c0.t1
OG0010282	XP_013591255.1, XP_013618940.1	ESY2_g35778_DN3_SP0_c0.t1
OG0010283	XP_013588174.1	ESY2_g35757_DN3_SP6_c0.t1
OG0010284	XP_013589922.1	ESY2_g35752_DN3_SP0_c0.t1
OG0010285	XP_013588728.1, XP_013616003.1	ESY2_g35743_DN3_SP8_c0.t1
OG0010286	XP_013585407.1	ESY5_g1709_DN3_SP3_c0.t1
OG0010287	XP_013604662.1, XP_013585410.1	ESY5_g1702_DN3_SP0_c0.t1
OG0010288	XP_013584303.1, XP_013602630.1	ESY43_g13370_DN3_SP8_c0.t1
OG0010289	XP_013597598.1	ESY2_g35360_DN3_SP0_c0.t1
OG0010290	XP_013585711.1, XP_013595403.1	ESY5_g1355_DN3_SP8_c0.t1
OG0010291	XP_013593447.1, XP_013630472.1	ESY5_g1236_DN3_SP8_c0.t1
OG0010292	XP_013598872.1, XP_013587153.1	ESY5_g1143_DN3_SP3_c0.t1
OG0010293	XP_013619646.1, XP_013627777.1	ESY20_g13214_DN3_SP0_c0.t1
OG0010294	XP_013621278.1, XP_013612403.1	ESY20_g13211_DN3_SP8_c0.t1
OG0010295	XP_013613870.1	ESY20_g13206_DN3_SP0_c0.t1
OG0010296	XP_013612237.1	ESY20_g13204_DN3_SP7_c0.t1
OG0010297	XP_013610832.1	ESY20_g13194_DN3_SP0_c0.t1
OG0010298	XP_013630645.1	ESY20_g13179_DN3_SP0_c0.t1
OG0010299	XP_013606888.1, XP_013623161.1	ESY20_g13173_DN3_SP8_c12.t1
OG0010300	XP_013612976.1	ESY20_g13168_DN3_SP7_c0.t1
OG0010301	XP_013612679.1	ESY20_g13153_DN3_SP0_c0.t1
OG0010302	XP_013596480.1, XP_013620905.1	ESY21_g55425_DN2_SP0_c0.t1
OG0010303	XP_013587059.1	ESY5_g5376_DN3_SP2_c0.t1
OG0010304	XP_013610033.1	ESY20_g13098_DN3_SP8_c0.t1
OG0010305	XP_013606234.1	ESY20_g13095_DN1_SP0_c0.t1, ESY20_g13096_DN3_SP0_c0.t1
OG0010306	XP_013619173.1, XP_013607153.1	ESY20_g13091_DN3_SP1_c0.t1
OG0010307	XP_013628633.1	ESY20_g13042_DN3_SP0_c0.t1
OG0010308	XP_013608996.1	ESY20_g13017_DN3_SP8_c0.t1
OG0010309	XP_013611290.1, XP_013625328.1	ESY20_g13006_DN3_SP2_c0.t1
OG0010310	XP_013606983.1, XP_013629679.1	ESY20_g12988_DN3_SP8_c0.t1
OG0010311	XP_013612717.1, XP_013629574.1	ESY20_g12979_DN3_SP0_c0.t1
OG0010312	XP_013629570.1, XP_013612716.1	ESY20_g12969_DN3_SP8_c0.t1
OG0010313	XP_013612639.1	ESY20_g12965_DN3_SP0_c0.t1
OG0010314	XP_013611748.1	ESY20_g12959_DN3_SP0_c10.t1
OG0010315	XP_013628089.1, XP_013608988.1	ESY20_g12951_DN3_SP1_c0.t1
OG0010317	XP_013606698.1	ESY20_g12920_DN3_SP8_c0.t1
OG0010318	XP_013604933.1	ESY8_g59927_DN3_SP8_c0.t1
OG0010319	XP_013631861.1	ESY8_g59918_DN3_SP1_c0.t1
OG0010320	XP_013597935.1, XP_013586162.1	ESY5_g680_DN3_SP6_c0.t1
OG0010321	XP_013622733.1	ESY5_g899_DN3_SP8_c0.t1, ESY90_g5586_DN3_SP0_c0.t1
OG0010322	XP_013586759.1, XP_013625469.1	ESY5_g1213_DN3_SP4_c0.t1
OG0010323	XP_013636772.1, XP_013631866.1	ESY4_g21765_DN3_SP7_c0.t1
OG0010324	XP_013615537.1, XP_013595365.1	ESY16_g62573_DN3_SP8_c0.t1
OG0010325	XP_013602861.1, XP_013617304.1	ESY16_g62359_DN3_SP6_c0.t1
OG0010326	XP_013604453.1	ESY16_g62358_DN3_SP8_c7.t1
OG0010327	XP_013599905.1, XP_013597673.1	ESY16_g62327_DN3_SP7_c0.t1
OG0010328	XP_013596954.1, XP_013591504.1	ESY16_g62251_DN3_SP0_c0.t1
OG0010329	XP_013595520.1, XP_013601591.1	ESY16_g62198_DN3_SP8_c0.t1
OG0010330	XP_013599752.1, XP_013600800.1	ESY16_g62196_DN3_SP8_c0.t1
OG0010331	XP_013600767.1, XP_013619720.1, XP_013597208.1	ESY16_g62193_DN3_SP4_c0.t1
OG0010332	XP_013597206.1, XP_013621137.1	ESY16_g62170_DN2_SP0_c0.t1
OG0010333	XP_013597232.1, XP_013595251.1, XP_013594435.1	ESY4_g23900_DN3_SP0_c0.t1
OG0010334	XP_013605621.1	ESY4_g23937_DN3_SP0_c0.t1, ESY9_g43695_DN3_SP0_c0.t1
OG0010335	XP_013592922.1, XP_013605315.1	ESY4_g23946_DN2_SP0_c0.t1
OG0010337	XP_013597166.1, XP_013610685.1	ESY10_g14158_DN3_SP8_c0.t1
OG0010338	XP_013593001.1, XP_013613449.1	ESY10_g14146_DN3_SP8_c0.t1
OG0010339	XP_013610640.1, XP_013619865.1	ESY10_g14125_DN2_SP0_c0.t1
OG0010340	XP_013595526.1, XP_013609600.1	ESY10_g14053_DN2_SP0_c0.t1
OG0010341	XP_013639071.1	ESY5_g5408_DN3_SP0_c0.t1
OG0010343	XP_013603785.1	ESY5_g4047_DN3_SP3_c0.t1
OG0010344	XP_013638482.1, XP_013595362.1, XP_013599865.1	ESY5_g3898_DN3_SP0_c0.t1
OG0010345	XP_013585173.1	ESY5_g2095_DN3_SP0_c0.t1, ESY7_g17509_DN2_SP0_c0.t1
OG0010346	XP_013597263.1, XP_013584764.1	ESY5_g1061_DN2_SP0_c0.t1
OG0010350	XP_013639632.1, XP_013589024.1	ESY2_g37299_DN2_SP8_c0.t1
OG0010351	XP_013613492.1, XP_013585561.1	ESY3_g30428_DN3_SP0_c8.t1
OG0010352	XP_013592080.1, XP_013590919.1	ESY2_g36192_DN3_SP5_c0.t1
OG0010353	XP_013586444.1	ESY3_g32661_DN3_SP0_c0.t1, ESY3_g32660_DN3_SP0_c0.t1
OG0010354	XP_013583882.1, XP_013610226.1	ESY4_g25707_DN3_SP0_c0.t1, ESY2_g33986_DN3_SP0_c0.t1
OG0010356	XP_013635715.1, XP_013627816.1	ESY12_g51466_DN3_SP0_c0.t1, ESY12_g51467_DN3_SP0_c0.t1, ESY12_g51468_DN3_SP0_c0.t1
OG0010359	XP_013632818.1	ESY3_g32101_DN3_SP0_c0.t1
OG0010359	XP_013587181.1	ESY3_g32100_DN3_SP0_c0.t1
OG0010360	XP_013589599.1, XP_013591135.1, XP_013589600.1	ESY2_g34489_DN3_SP0_c0.t1
OG0010361	XP_013616216.1, XP_013588122.1	ESY2_g35813_DN3_SP0_c0.t1
OG0010362	XP_013618191.1, XP_013588388.1	ESY2_g34863_DN3_SP4_c0.t1
OG0010363	XP_013619924.1, XP_013586532.1	ESY3_g30693_DN3_SP0_c0.t1
OG0010364	XP_013639168.1	ESY3_g30077_DN3_SP0_c0.t1
OG0010365	XP_013626402.1, XP_013586776.1	ESY3_g30301_DN3_SP0_c0.t1
OG0010368	XP_013636934.1	ESY8_g59717_DN3_SP5_c0.t1
OG0010369	XP_013634213.1, XP_013602175.1	ESY8_g59693_DN2_SP0_c0.t1
OG0010370	XP_013596871.1	ESY7_g17878_DN3_SP0_c0.t1
OG0010371	XP_013605152.1, XP_013632064.1	ESY8_g59418_DN3_SP0_c0.t1
OG0010372	XP_013634323.1, XP_013602604.1	ESY8_g59412_DN3_SP8_c0.t1
OG0010374	XP_013601753.1, XP_013601751.1, XP_013636518.1	ESY8_g59339_DN3_SP0_c0.t1
OG0010377	XP_013627212.1, XP_013627665.1	ESY9_g44065_DN3_SP0_c0.t1
OG0010378	XP_013627560.1, XP_013635401.1	ESY9_g45400_DN3_SP0_c0.t1
OG0010380	XP_013634933.1, XP_013634936.1	ESY7_g17517_DN1_SP0_c0.t1
OG0010382	XP_013596290.1, XP_013610061.1	ESY10_g14519_DN3_SP0_c0.t1
OG0010383	XP_013618290.1, XP_013598277.1	ESY10_g14017_DN3_SP0_c0.t1
OG0010384	XP_013610159.1, XP_013619214.1	ESY21_g55774_DN2_SP0_c0.t1
OG0010385	XP_013596395.1, XP_013609894.1	ESY21_g55236_DN2_SP0_c0.t1
OG0010386	XP_013621992.1, XP_013605156.1	ESY1_g9278_DN3_SP0_c0.t1
OG0010387	XP_013596502.1, XP_013638964.1	ESY1_g9839_DN3_SP0_c0.t1
OG0010388	XP_013591166.1, XP_013604708.1, XP_013624105.1	ESY1_g11133_DN2_SP0_c0.t1
OG0010390	XP_013619619.1, XP_013627531.1	ESY7_g17657_DN3_SP0_c0.t1
OG0010391	XP_013627711.1, XP_013614233.1	ESY6_g48975_DN2_SP0_c0.t1, ESY6_g48936_DN3_SP0_c0.t1
OG0010392	XP_013616187.1, XP_013606816.1	ESY10_g15837_DN3_SP4_c0.t1
OG0010395	XP_013598490.1, XP_013600049.1	ESY13_g56282_DN3_SP0_c0.t1
OG0010396	XP_013598548.1, XP_013600626.1	ESY13_g57264_DN3_SP5_c0.t1
OG0010399	XP_013597494.1, XP_013587840.1	ESY9_g43016_DN3_SP0_c0.t1, ESY9_g43007_DN3_SP0_c0.t1, ESY9_g43015_DN3_SP0_c0.t1, ESY9_g43013_DN3_SP0_c0.t1
OG0010400	XP_013595444.1	ESY9_g42425_DN3_SP0_c0.t1
OG0010402	XP_013625414.1, XP_013631540.1	ESY15_g65453_DN3_SP8_c0.t1
OG0010405	XP_013589274.1, XP_013635348.1	ESY8_g60098_DN3_SP0_c0.t1
OG0010406	XP_013590203.1	ESY8_g60052_DN2_SP0_c0.t1
OG0010406	XP_013611254.1	ESY8_g60051_DN2_SP0_c0.t1
OG0010407	XP_013633797.1, XP_013610114.1	ESY3_g31170_DN3_SP0_c0.t1
OG0010408	XP_013619003.1	ESY1_g6655_DN3_SP0_c0.t1
OG0010409	XP_013609921.1	ESY7_g18701_DN3_SP0_c0.t1, ESY7_g18700_DN3_SP0_c0.t1
OG0010410	XP_013596322.1, XP_013609783.1	ESY15_g64453_DN3_SP0_c0.t1
OG0010411	XP_013597017.1	ESY15_g64331_DN2_SP0_c0.t1
OG0010412	XP_013594136.1	ESY15_g64246_DN3_SP0_c0.t1
OG0010413	XP_013614302.1, XP_013619631.1	ESY15_g65188_DN3_SP1_c0.t1
OG0010414	XP_013607148.1, XP_013613407.1	ESY6_g46327_DN3_SP4_c0.t1
OG0010415	XP_013608925.1	ESY7_g17736_DN3_SP0_c0.t1, ESY7_g17734_DN3_SP0_c0.t1, ESY9_g42823_DN3_SP0_c0.t1
OG0010417	XP_013621367.1, XP_013612893.1	ESY6_g47169_DN3_SP8_c0.t1
OG0010419	XP_013606511.1	ESY6_g50275_DN3_SP0_c0.t1
OG0010423	XP_013627459.1, XP_013619177.1, XP_013610117.1	ESY6_g47171_DN3_SP0_c0.t1
OG0010426	XP_013593004.1, XP_013610241.1	ESY2_g34540_DN2_SP0_c0.t1, ESY2_g34544_DN2_SP0_c0.t1
OG0010437	XP_013597681.1	ESY4_g24641_DN3_SP5_c0.t1
OG0010438	XP_013597679.1	ESY4_g24644_DN3_SP8_c0.t1
OG0010439	XP_013623346.1	ESY4_g24649_DN3_SP2_c0.t1
OG0010440	XP_013593647.1	ESY4_g24662_DN3_SP0_c0.t1
OG0010441	XP_013596532.1	ESY4_g24690_DN3_SP1_c0.t1
OG0010442	XP_013599071.1	ESY4_g24722_DN3_SP8_c0.t1
OG0010443	XP_013630993.1	ESY8_g59278_DN3_SP8_c0.t1
OG0010444	XP_013592926.1, XP_013604066.1	ESY23_g32_DN3_SP8_c0.t1
OG0010445	XP_013623208.1	ESY1_g8168_DN3_SP6_c0.t1
OG0010446	XP_013600803.1, XP_013608457.1	ESY1_g9276_DN3_SP8_c0.t1
OG0010447	XP_013606733.1	ESY1_g9212_DN3_SP8_c0.t1
OG0010448	XP_013629686.1	ESY1_g9192_DN3_SP0_c0.t1
OG0010449	XP_013605181.1	ESY1_g9176_DN3_SP0_c0.t1
OG0010451	XP_013604540.1, XP_013583773.1	ESY1_g9003_DN2_SP6_c0.t1
OG0010452	XP_013628990.1, XP_013615184.1, XP_013615478.1	ESY1_g9084_DN3_SP4_c0.t1
OG0010454	XP_013598055.1	ESY10_g14661_DN3_SP0_c0.t1
OG0010455	XP_013612292.1	ESY10_g14571_DN2_SP0_c0.t1
OG0010457	XP_013598584.1	ESY10_g14512_DN2_SP0_c10.t1
OG0010458	XP_013598332.1	ESY10_g14548_DN3_SP8_c11.t1
OG0010459	XP_013631625.1	ESY8_g60314_DN3_SP8_c0.t1
OG0010460	XP_013632151.1	ESY6_g48800_DN3_SP0_c0.t1, ESY8_g60330_DN3_SP0_c0.t1
OG0010461	XP_013623157.1, XP_013613051.1	ESY7_g17087_DN3_SP0_c0.t1
OG0010462	XP_013619544.1, XP_013622784.1	ESY7_g17114_DN3_SP0_c0.t1
OG0010463	XP_013606749.1, XP_013630677.1	ESY7_g17121_DN3_SP0_c0.t1
OG0010464	XP_013615719.1	ESY7_g17144_DN3_SP8_c0.t1
OG0010465	XP_013613227.1	ESY12_g51669_DN3_SP8_c0.t1
OG0010466	XP_013605972.1	ESY7_g17159_DN2_SP0_c0.t1
OG0010467	XP_013606753.1, XP_013616092.1	ESY7_g17175_DN3_SP8_c0.t1
OG0010468	XP_013608413.1, XP_013619748.1	ESY7_g17184_DN3_SP0_c0.t1
OG0010469	XP_013609982.1, XP_013619060.1	ESY7_g17205_DN3_SP0_c0.t1
OG0010470	XP_013602105.1	ESY5_g4609_DN3_SP0_c0.t1
OG0010471	XP_013612686.1	ESY7_g17260_DN3_SP0_c0.t1
OG0010472	XP_013611052.1, XP_013628541.1	ESY7_g17266_DN3_SP0_c0.t1
OG0010473	XP_013629404.1	ESY7_g17288_DN3_SP0_c0.t1
OG0010474	XP_013609932.1, XP_013626802.1	ESY7_g17291_DN3_SP0_c12.t1
OG0010475	XP_013618881.1, XP_013625422.1	ESY7_g17309_DN3_SP0_c0.t1
OG0010476	XP_013620343.1	ESY7_g17346_DN3_SP0_c0.t1
OG0010477	XP_013621331.1	ESY7_g17350_DN2_SP1_c0.t1
OG0010478	XP_013613090.1	ESY7_g17367_DN3_SP2_c0.t1
OG0010479	XP_013628493.1	ESY3_g30570_DN3_SP0_c0.t1
OG0010480	XP_013610989.1, XP_013620510.1	ESY7_g17446_DN3_SP8_c0.t1
OG0010481	XP_013626009.1, XP_013616800.1	ESY7_g17449_DN3_SP0_c0.t1
OG0010482	XP_013619873.1, XP_013610347.1	ESY7_g17510_DN3_SP0_c0.t1
OG0010485	XP_013619538.1, XP_013609981.1	ESY7_g17562_DN2_SP0_c0.t1
OG0010486	XP_013607015.1, XP_013616430.1	ESY7_g17568_DN3_SP3_c0.t1
OG0010487	XP_013622276.1	ESY7_g17575_DN3_SP8_c0.t1
OG0010488	XP_013637578.1	ESY2_g33331_DN3_SP0_c0.t1
OG0010489	XP_013630189.1	ESY7_g17624_DN3_SP0_c0.t1
OG0010491	XP_013613108.1, XP_013622023.1	ESY7_g17697_DN3_SP0_c0.t1
OG0010492	XP_013616093.1, XP_013630498.1	ESY7_g17698_DN3_SP0_c0.t1
OG0010493	XP_013623481.1	ESY7_g17700_DN3_SP0_c12.t1
OG0010494	XP_013630347.1	ESY7_g17714_DN3_SP8_c0.t1
OG0010495	XP_013620726.1, XP_013630348.1	ESY7_g17719_DN3_SP1_c0.t1
OG0010496	XP_013611740.1	ESY7_g17738_DN3_SP0_c0.t1
OG0010497	XP_013619396.1, XP_013629340.1	ESY7_g17747_DN3_SP0_c0.t1
OG0010498	XP_013614828.1	ESY7_g18416_DN3_SP6_c0.t1
OG0010499	XP_013608998.1, XP_013618334.1	ESY7_g18415_DN3_SP8_c0.t1
OG0010500	XP_013619470.1, XP_013611070.1	ESY7_g18390_DN3_SP7_c0.t1
OG0010501	XP_013606014.1	ESY7_g18378_DN3_SP4_c0.t1
OG0010503	XP_013611273.1, XP_013620959.1	ESY7_g18371_DN3_SP0_c13.t1
OG0010504	XP_013637951.1	ESY2_g35104_DN3_SP0_c0.t1
OG0010505	XP_013623238.1, XP_013616170.1	ESY7_g18329_DN3_SP8_c0.t1
OG0010507	XP_013615834.1, XP_013611372.1	ESY7_g18300_DN3_SP8_c0.t1
OG0010508	XP_013613002.1	ESY7_g18295_DN3_SP0_c0.t1
OG0010509	XP_013623781.1, XP_013616785.1	ESY7_g18254_DN3_SP0_c0.t1
OG0010510	XP_013616784.1	ESY7_g18252_DN3_SP0_c0.t1
OG0010511	XP_013611836.1, XP_013621255.1	ESY7_g18230_DN3_SP8_c0.t1
OG0010512	XP_013609234.1, XP_013618386.1	ESY7_g18202_DN1_SP0_c0.t1
OG0010513	XP_013624958.1, XP_013607014.1, XP_013629541.1	ESY7_g18196_DN3_SP0_c0.t1
OG0010514	XP_013609172.1	ESY7_g18188_DN2_SP0_c0.t1
OG0010515	XP_013620106.1, XP_013606991.1	ESY7_g18142_DN3_SP7_c0.t1
OG0010516	XP_013629192.1, XP_013613325.1	ESY7_g18112_DN3_SP0_c0.t1
OG0010517	XP_013610997.1	ESY6_g49630_DN3_SP8_c0.t1
OG0010518	XP_013616029.1	ESY7_g18105_DN3_SP4_c0.t1
OG0010519	XP_013606715.1	ESY7_g18036_DN3_SP0_c0.t1
OG0010520	XP_013612400.1	ESY7_g18029_DN3_SP0_c0.t1
OG0010521	XP_013608898.1	ESY7_g18005_DN3_SP0_c0.t1
OG0010522	XP_013626391.1, XP_013609078.1	ESY7_g17973_DN3_SP6_c0.t1
OG0010523	XP_013613055.1	ESY7_g17923_DN3_SP0_c18.t1
