Orthogroup	Brassica_oleracea	Cochlearia_excelsa
OG0006794	XP_013587670.1, XP_013623026.1	g7160
OG0006795	XP_013622621.1, XP_013586088.1	g12175, g13221
OG0006796	XP_013583975.1, XP_013583372.1	g13224
OG0006797	XP_013610979.1, XP_013628450.1	g7134, g13228
OG0006798	XP_013586661.1, XP_013636589.1	g7111
OG0006799	XP_013627477.1, XP_013585035.1	g7086
OG0006800	XP_013637924.1, XP_013592115.1	g7074, g12136
OG0006801	XP_013628682.1, XP_013587373.1	g7054, g1451, g12107
OG0006802	XP_013629188.1, XP_013609945.1	g7052, g12106, g1453
OG0006803	XP_013617085.1	g12094
OG0006803	XP_013586917.1	g7036
OG0006804	XP_013609686.1, XP_013587106.1	g7027
OG0006805	XP_013604526.1, XP_013585845.1	g26926
OG0006806	XP_013620062.1, XP_013638302.1	g12057, g6975
OG0006807	XP_013609422.1, XP_013586853.1	g6959
OG0006808	XP_013613835.1, XP_013583744.1	g6945, g13283
OG0006809	XP_013584603.1	g12043, g6937
OG0006811	XP_013584738.1, XP_013588061.1	g12042
OG0006812	XP_013638783.1, XP_013609341.1, XP_013609264.1	g12041
OG0006813	XP_013584400.1, XP_013587335.1	g12033, g12034
OG0006814	XP_013616476.1, XP_013638565.1	g6915
OG0006815	XP_013583977.1, XP_013583266.1, XP_013635879.1	g13300, g12019
OG0006816	XP_013608899.1, XP_013584935.1, XP_013636015.1	g12016
OG0006817	XP_013628782.1, XP_013589211.1, XP_013614989.1	g6879
OG0006818	XP_013638126.1	g6872, g12007
OG0006819	XP_013602074.1, XP_013638707.1	g13321
OG0006820	XP_013637928.1, XP_013630446.1	g11984
OG0006821	XP_013605387.1, XP_013587096.1	g31811
OG0006822	XP_013614427.1, XP_013611277.1	g6758
OG0006823	XP_013623391.1, XP_013638438.1	g6755, g11941
OG0006824	XP_013632589.1, XP_013627985.1, XP_013585025.1	g11918
OG0006825	XP_013629828.1	g6716
OG0006826	XP_013622067.1	g11903
OG0006827	XP_013586675.1, XP_013622066.1	g11902
OG0006828	XP_013587234.1, XP_013608124.1	g13372
OG0006830	XP_013607949.1, XP_013638861.1	g11881, g6689
OG0006831	XP_013607942.1, XP_013638229.1	g6685
OG0006832	XP_013600924.1, XP_013637914.1	g31221
OG0006833	XP_013631168.1, XP_013588046.1	g18094, g46742
OG0006834	XP_013634999.1	g16745
OG0006835	XP_013594375.1, XP_013597667.1, XP_013609577.1	g10304
OG0006836	XP_013611946.1, XP_013597775.1, XP_013601654.1, XP_013620891.1	g10307
OG0006837	XP_013598769.1, XP_013606721.1	g13474, g6507
OG0006838	XP_013614599.1, XP_013584433.1	g6569
OG0006839	XP_013607851.1	g6587
OG0006840	XP_013584095.1, XP_013583854.1	g6663
OG0006841	XP_013626237.1, XP_013597452.1, XP_013638191.1	g23446
OG0006842	XP_013597451.1, XP_013586346.1	g47722
OG0006843	XP_013589940.1, XP_013620345.1	g26022
OG0006845	XP_013622669.1, XP_013612870.1	g4906
OG0006846	XP_013630003.1, XP_013612526.1	g4913
OG0006847	XP_013616842.1, XP_013605988.1	g29046
OG0006848	XP_013625819.1, XP_013616847.1, XP_013609062.1	g4932
OG0006849	XP_013620590.1	g10194
OG0006850	XP_013597857.1, XP_013615999.1	g10178, g4744
OG0006851	XP_013598268.1, XP_013612670.1, XP_013621089.1	g10272
OG0006852	XP_013593998.1, XP_013637314.1	g19241
OG0006853	XP_013603710.1	g2416
OG0006854	XP_013605560.1, XP_013632026.1	g2422
OG0006855	XP_013600832.1, XP_013633786.1	g2429
OG0006856	XP_013636098.1, XP_013602936.1	g2431, g19278
OG0006857	XP_013598320.1, XP_013614178.1, XP_013599560.1	g2433
OG0006858	XP_013602299.1, XP_013592085.1	g2471
OG0006859	XP_013618003.1	g2475
OG0006860	XP_013604422.1	g19317
OG0006861	XP_013595330.1, XP_013603216.1, XP_013617889.1	g19319
OG0006862	XP_013584685.1, XP_013627208.1	g49309
OG0006863	XP_013624944.1	g13052, g49310
OG0006864	XP_013600183.1, XP_013638107.1	g30742
OG0006865	XP_013638062.1, XP_013602107.1	g30764, g26876
OG0006866	XP_013638398.1	g49358
OG0006867	XP_013602195.1, XP_013625766.1, XP_013632394.1	g49367
OG0006868	XP_013584788.1, XP_013602889.1	g49393
OG0006869	XP_013600962.1, XP_013603061.1	g49395, g30802
OG0006870	XP_013584635.1, XP_013603236.1, XP_013600929.1	g30807
OG0006871	XP_013603097.1, XP_013584177.1	g30841
OG0006872	XP_013587165.1	g49448
OG0006873	XP_013629832.1, XP_013596611.1	g13698
OG0006874	XP_013602348.1, XP_013583980.1	g49457
OG0006875	XP_013604065.1, XP_013639098.1, XP_013601889.1	g26943
OG0006876	XP_013638521.1	g30903
OG0006876	XP_013603311.1	g26948
OG0006877	XP_013613815.1, XP_013629952.1	g3014
OG0006878	XP_013605323.1, XP_013590787.1	g49478
OG0006879	XP_013586837.1, XP_013605558.1	g49485
OG0006880	XP_013583672.1, XP_013600777.1	g30923
OG0006882	XP_013602452.1, XP_013584065.1	g49533
OG0006883	XP_013605894.1, XP_013584037.1	g30976
OG0006884	XP_013604652.1, XP_013585925.1	g31005
OG0006885	XP_013585787.1, XP_013602213.1	g31010
OG0006886	XP_013583537.1, XP_013602657.1	g49553
OG0006887	XP_013586185.1, XP_013604592.1	g26994, g49557
OG0006888	XP_013603268.1, XP_013603019.1, XP_013584752.1	g31037
OG0006889	XP_013603037.1, XP_013599458.1	g17216, g47504
OG0006890	XP_013615681.1, XP_013584892.1, XP_013585211.1	g31102
OG0006891	XP_013602042.1, XP_013600030.1	g49611
OG0006892	XP_013587539.1, XP_013599634.1	g49617
OG0006893	XP_013601993.1, XP_013586962.1	g31115, g49690
OG0006894	XP_013586152.1, XP_013600329.1	g49677
OG0006895	XP_013605036.1, XP_013585596.1	g31138
OG0006896	XP_013605061.1, XP_013600281.1	g27057
OG0006897	XP_013604826.1	g31152
OG0006899	XP_013604206.1, XP_013585593.1	g31179
OG0006900	XP_013585675.1	g31212
OG0006901	XP_013637826.1, XP_013601858.1	g49718
OG0006902	XP_013583758.1, XP_013603632.1, XP_013596878.1, XP_013601942.1	g27104
OG0006903	XP_013585673.1, XP_013613190.1	g49726
OG0006904	XP_013600366.1, XP_013638094.1	g13859
OG0006905	XP_013603381.1, XP_013585039.1	g27128, g31276
OG0006906	XP_013604045.1, XP_013585167.1	g31296
OG0006907	XP_013583501.1	g31301
OG0006908	XP_013600778.1, XP_013601930.1	g27144
OG0006909	XP_013583512.1	g31303
OG0006910	XP_013601928.1, XP_013583500.1	g49771
OG0006911	XP_013601947.1	g31308
OG0006912	XP_013601451.1, XP_013602661.1, XP_013600349.1	g27163
OG0006913	XP_013604106.1, XP_013585395.1	g31326
OG0006914	XP_013605104.1, XP_013583840.1	g49779
OG0006915	XP_013599967.1, XP_013603819.1	g49780
OG0006916	XP_013600105.1, XP_013604386.1	g31357, g27186
OG0006917	XP_013602769.1, XP_013584293.1	g49815
OG0006918	XP_013599933.1, XP_013583874.1	g49820
OG0006919	XP_013606689.1	g39451
OG0006920	XP_013603319.1	g49835, g49830, g49841
OG0006921	XP_013601054.1, XP_013602950.1	g49858
OG0006922	XP_013601051.1, XP_013583602.1, XP_013585765.1	g31423
OG0006923	XP_013639051.1, XP_013602674.1	g49888, g27246, g31476
OG0006924	XP_013599695.1, XP_013599899.1	g49897, g27249
OG0006925	XP_013584466.1	g27250
OG0006926	XP_013600595.1, XP_013604490.1, XP_013587047.1	g27252
OG0006927	XP_013604846.1, XP_013586392.1	g31523
OG0006928	XP_013602782.1, XP_013637773.1	g31535
OG0006929	XP_013639225.1, XP_013585196.1, XP_013615245.1	g31554
OG0006930	XP_013604415.1, XP_013638631.1	g49921, g31555
OG0006931	XP_013585093.1, XP_013602400.1	g31573, g27292
OG0006932	XP_013638344.1, XP_013602799.1	g46551, g31581
OG0006933	XP_013603430.1, XP_013603368.1, XP_013584671.1	g31594
OG0006934	XP_013601487.1, XP_013602543.1	g31600
OG0006935	XP_013602005.1, XP_013604530.1	g27313
OG0006936	XP_013586237.1, XP_013605860.1	g31619, g27325
OG0006937	XP_013585954.1	g46545
OG0006938	XP_013599648.1, XP_013604597.1	g31639, g27337
OG0006939	XP_013613454.1, XP_013606424.1	g10440
OG0006940	XP_013586868.1, XP_013602646.1	g31670
OG0006941	XP_013638179.1	g49983, g31675
OG0006942	XP_013603014.1, XP_013583715.1, XP_013603065.1	g27367
OG0006943	XP_013603768.1, XP_013605917.1	g31697
OG0006944	XP_013600319.1, XP_013638435.1	g50010
OG0006945	XP_013600681.1	g50014
OG0006946	XP_013619973.1	g41587
OG0006947	XP_013613980.1, XP_013599887.1	g27396
OG0006948	XP_013605931.1, XP_013613973.1	g31734, g50017
OG0006949	XP_013603727.1, XP_013603420.1	g31742
OG0006951	XP_013586527.1, XP_013600166.1	g31779
OG0006952	XP_013602073.1, XP_013638867.1	g31790
OG0006953	XP_013605255.1, XP_013600853.1, XP_013584426.1	g31814
OG0006954	XP_013586633.1, XP_013605108.1	g31827
OG0006955	XP_013585944.1, XP_013595940.1	g26819, g50089, g3704
OG0006957	XP_013603407.1, XP_013615075.1	g50122
OG0006958	XP_013586031.1, XP_013597487.1, XP_013604512.1	g50145
OG0006959	XP_013584211.1, XP_013615152.1	g50154
OG0006960	XP_013602660.1, XP_013595825.1	g31953
OG0006961	XP_013596067.1, XP_013602778.1, XP_013584538.1	g31962
OG0006962	XP_013587107.1	g31993
OG0006963	XP_013638384.1	g50197, g31995
OG0006964	XP_013595426.1, XP_013602520.1, XP_013584026.1	g32012
OG0006965	XP_013603642.1, XP_013638141.1	g32013
OG0006966	XP_013597070.1, XP_013603645.1, XP_013584119.1	g32014
OG0006967	XP_013603581.1, XP_013597244.1, XP_013584890.1	g50227
OG0006968	XP_013598951.1, XP_013621532.1	g11007
OG0006969	XP_013622804.1, XP_013587714.1, XP_013639202.1	g47062
OG0006970	XP_013591359.1	g44636
OG0006971	XP_013592825.1	g45915
OG0006972	XP_013591627.1, XP_013620450.1	g45893
OG0006974	XP_013594253.1, XP_013603291.1, XP_013623383.1	g23848
OG0006975	XP_013596094.1, XP_013591827.1	g17226
OG0006977	XP_013613894.1, XP_013608699.1	g40855
OG0006979	XP_013610475.1, XP_013635339.1, XP_013610181.1	g40903
OG0006980	XP_013637406.1, XP_013611428.1	g40924, g37947
OG0006981	XP_013583687.1, XP_013612821.1	g40944
OG0006982	XP_013600405.1	g44180
OG0006983	XP_013593175.1, XP_013637967.1	g32270
OG0006984	XP_013609456.1, XP_013586239.1	g40980
OG0006985	XP_013623245.1	g40983
OG0006986	XP_013605075.1, XP_013611047.1	g41062
OG0006987	XP_013611718.1, XP_013612333.1	g40819
OG0006989	XP_013608611.1, XP_013608610.1, XP_013607671.1	g44262
OG0006990	XP_013592244.1, XP_013592344.1	g46619
OG0006991	XP_013617687.1, XP_013596941.1	g10938, g4617
OG0006993	XP_013598766.1, XP_013616391.1	g40645
OG0006994	XP_013607197.1, XP_013616537.1, XP_013598228.1	g10858
OG0006995	XP_013611132.1, XP_013620411.1	g10847
OG0006996	XP_013620712.1, XP_013598123.1	g10830, g40730
OG0006997	XP_013593085.1	g40504
OG0006998	XP_013613053.1, XP_013622914.1	g25538
OG0006999	XP_013600254.1, XP_013630725.1	g47698
OG0007000	XP_013595346.1, XP_013637426.1	g47701
OG0007001	XP_013585074.1, XP_013603721.1	g28109
OG0007002	XP_013599936.1	g54049
OG0007003	XP_013616056.1, XP_013592293.1	g44485
OG0007004	XP_013588412.1, XP_013592294.1	g46177
OG0007005	XP_013591658.1, XP_013616410.1, XP_013589736.1	g44496
OG0007006	XP_013630517.1, XP_013604089.1	g18359
OG0007007	XP_013592919.1, XP_013622401.1	g18325
OG0007008	XP_013621880.1, XP_013599169.1, XP_013617665.1	g22690
OG0007009	XP_013599253.1, XP_013628354.1, XP_013597742.1	g22709
OG0007010	XP_013583309.1, XP_013596554.1, XP_013626266.1	g22710
OG0007011	XP_013626908.1	g22778, g22777
OG0007012	XP_013593591.1, XP_013635747.1	g22807
OG0007013	XP_013619798.1, XP_013592941.1	g22826
OG0007014	XP_013622063.1, XP_013627200.1	g18281
OG0007015	XP_013628222.1, XP_013583356.1	g22862
OG0007016	XP_013604871.1, XP_013621706.1	g22887
OG0007017	XP_013601841.1	g18257
OG0007017	XP_013630448.1	g22906
OG0007018	XP_013593037.1, XP_013630452.1	g22907
OG0007019	XP_013599016.1	g47961, g47956
OG0007019	XP_013599286.1	g22942
OG0007020	XP_013598032.1	g22961
OG0007021	XP_013621762.1, XP_013597625.1	g22975
OG0007022	XP_013597329.1, XP_013626126.1	g22978
OG0007023	XP_013593000.1	g22993
OG0007024	XP_013636657.1, XP_013613045.1	g40967
OG0007024	XP_013606324.1	g44177
OG0007025	XP_013616383.1	g23025
OG0007027	XP_013636375.1, XP_013598160.1	g23037
OG0007028	XP_013623558.1, XP_013635628.1	g47895
OG0007029	XP_013589112.1, XP_013597148.1, XP_013627821.1	g23047
OG0007030	XP_013595808.1, XP_013625402.1, XP_013619600.1	g23065
OG0007031	XP_013614690.1, XP_013616422.1, XP_013600266.1	g23281
OG0007032	XP_013614215.1, XP_013602033.1	g23280
OG0007034	XP_013630150.1, XP_013603754.1, XP_013598216.1	g23258, g47817
OG0007035	XP_013595912.1	g23256
OG0007036	XP_013623038.1, XP_013613181.1	g23247
OG0007037	XP_013626957.1, XP_013638596.1, XP_013596164.1	g23241
OG0007038	XP_013634638.1	g51395
OG0007039	XP_013604828.1, XP_013636805.1	g38306
OG0007040	XP_013626330.1, XP_013601710.1	g23206
OG0007041	XP_013625591.1, XP_013636715.1	g23194, g18148
OG0007042	XP_013626615.1, XP_013628125.1	g23169
OG0007043	XP_013612958.1, XP_013622533.1	g6301
OG0007044	XP_013595464.1	g47849
OG0007045	XP_013607695.1, XP_013599357.1	g18181
OG0007046	XP_013599343.1, XP_013630579.1	g18185, g23147
OG0007047	XP_013584272.1, XP_013639799.1, XP_013598699.1	g23144
OG0007049	XP_013595278.1	g47865
OG0007050	XP_013595319.1, XP_013627702.1	g23136
OG0007051	XP_013598037.1	g47801, g23292
OG0007052	XP_013602656.1	g23293
OG0007053	XP_013596528.1, XP_013589951.1	g23340, g23336
OG0007054	XP_013590380.1, XP_013628126.1, XP_013596833.1	g23341
OG0007055	XP_013628165.1, XP_013597445.1	g47770, g16961
OG0007056	XP_013622531.1, XP_013593137.1	g47767
OG0007057	XP_013598392.1, XP_013629243.1, XP_013597893.1	g23363
OG0007058	XP_013584561.1, XP_013598183.1, XP_013626182.1	g16968
OG0007059	XP_013621878.1, XP_013599394.1, XP_013607295.1	g23379
OG0007060	XP_013629380.1, XP_013606666.1, XP_013598704.1	g6499
OG0007061	XP_013593817.1, XP_013615652.1	g6468, g13486
OG0007062	XP_013591152.1, XP_013588808.1	g46005
OG0007063	XP_013590358.1, XP_013591133.1	g45994, g17999
OG0007064	XP_013590705.1, XP_013617213.1, XP_013619249.1	g45960
OG0007065	XP_013597000.1, XP_013587101.1	g50295, g27546
OG0007066	XP_013586908.1, XP_013600538.1	g32096
OG0007067	XP_013584289.1	g50326
OG0007068	XP_013626165.1	g39540
OG0007069	XP_013623623.1, XP_013610383.1	g39527
OG0007070	XP_013610495.1, XP_013614056.1	g39506
OG0007071	XP_013629931.1, XP_013612362.1	g39462
OG0007072	XP_013611708.1	g45263
OG0007073	XP_013626331.1, XP_013619800.1	g39472
OG0007074	XP_013611288.1	g39486
OG0007075	XP_013628269.1, XP_013620120.1	g25369
OG0007076	XP_013619585.1, XP_013610225.1	g45278
OG0007077	XP_013611182.1, XP_013603412.1	g25335
OG0007079	XP_013628538.1, XP_013585637.1	g32252
OG0007080	XP_013598449.1	g47491
OG0007081	XP_013603866.1, XP_013589561.1, XP_013596598.1	g17063
OG0007082	XP_013604211.1, XP_013639081.1	g49379
OG0007083	XP_013638856.1	g31479
OG0007084	XP_013603791.1, XP_013585280.1, XP_013603995.1	g31678
OG0007085	XP_013601497.1, XP_013584795.1	g31703
OG0007086	XP_013637815.1	g32100
OG0007087	XP_013585812.1, XP_013627232.1	g32155
OG0007088	XP_013584301.1, XP_013622481.1, XP_013596999.1	g32243
OG0007089	XP_013638297.1, XP_013625894.1	g32253
OG0007090	XP_013638953.1, XP_013595671.1, XP_013625892.1	g50402
OG0007093	XP_013590783.1, XP_013615762.1, XP_013590809.1, XP_013617229.1	g46000
OG0007095	XP_013597453.1	g5772, g10231
OG0007097	XP_013609905.1, XP_013596362.1	g10610
OG0007098	XP_013606308.1, XP_013616412.1, XP_013593209.1	g10377
OG0007099	XP_013610595.1, XP_013596539.1, XP_013619387.1	g10325
OG0007100	XP_013627867.1	g3387
OG0007101	XP_013624661.1	g19536
OG0007103	XP_013605508.1, XP_013591858.1	g19208
OG0007105	XP_013616843.1, XP_013622850.1	g29054, g29050
OG0007106	XP_013617890.1	g18525
OG0007107	XP_013627597.1	g40264
OG0007108	XP_013610234.1	g40164, g40381, g25170, g40167
OG0007112	XP_013597282.1, XP_013597115.1, XP_013626087.1	g17455, g24152
OG0007113	XP_013633124.1	g46759
OG0007113	XP_013609413.1	g28338
OG0007115	XP_013616451.1, XP_013598992.1	g10282
OG0007116	XP_013614012.1, XP_013593442.1	g10205
OG0007117	YP_004927479.1	g19710, g19753, g19754, g19709
OG0007119	XP_013617081.1	g28275
OG0007127	XP_013624859.1, XP_013621555.1	g48150, g33342, g33310
OG0007128	XP_013636562.1	g18773
OG0007129	XP_013593594.1	g23917
OG0007130	XP_013616374.1, XP_013606478.1	g956
OG0007131	XP_013611065.1, XP_013628436.1	g9819
OG0007132	XP_013603440.1, XP_013623328.1	g19461
OG0007134	XP_013626136.1	g19470, g2727
OG0007135	XP_013617675.1, XP_013623014.1, XP_013622103.1	g19494
OG0007136	XP_013591362.1, XP_013627321.1	g2752
OG0007137	XP_013614724.1	g10825
OG0007138	XP_013619291.1, XP_013595268.1	g10810
OG0007139	XP_013623195.1	g47700
OG0007140	XP_013599372.1, XP_013621679.1	g10764
OG0007141	XP_013620901.1	g10727
OG0007142	XP_013635315.1	g51676
OG0007143	XP_013593092.1	g10921
OG0007144	XP_013590826.1, XP_013620156.1	g46422
OG0007145	XP_013615271.1	g29005
OG0007146	XP_013623055.1, XP_013609572.1	g4985
OG0007147	XP_013618882.1, XP_013609222.1	g4990
OG0007148	XP_013619663.1, XP_013610008.1, XP_013608410.1	g29133
OG0007149	XP_013626927.1, XP_013610106.1	g29144
OG0007150	XP_013609354.1, XP_013618301.1	g5000
OG0007151	XP_013614385.1, XP_013612017.1	g45743
OG0007152	XP_013610486.1, XP_013627095.1	g5020, g45740
OG0007153	XP_013618404.1, XP_013607265.1	g5033
OG0007154	XP_013621473.1, XP_013606214.1	g29182
OG0007155	XP_013609729.1, XP_013629406.1	g5042, g29189
OG0007156	XP_013629348.1, XP_013616808.1	g45730
OG0007157	XP_013628191.1	g45726
OG0007158	XP_013621330.1, XP_013611218.1	g29201
OG0007159	XP_013634964.1, XP_013631376.1	g51585
OG0007160	XP_013606380.1, XP_013625161.1	g5083
OG0007161	XP_013625170.1, XP_013618375.1	g29223
OG0007162	XP_013620472.1, XP_013611393.1	g45697
OG0007163	XP_013621850.1, XP_013611396.1	g5102
OG0007164	XP_013628551.1, XP_013618337.1	g5128
OG0007165	XP_013620396.1, XP_013628668.1	g5142
OG0007166	XP_013620461.1, XP_013628574.1	g29278
OG0007167	XP_013618839.1, XP_013606182.1	g29277
OG0007168	XP_013618669.1, XP_013625248.1	g45673
OG0007169	XP_013632792.1, XP_013606202.1, XP_013630753.1	g5157
OG0007170	XP_013610370.1, XP_013620503.1	g5162, g29287
OG0007172	XP_013612416.1	g40321
OG0007173	XP_013611467.1, XP_013630265.1	g29318, g5202
OG0007174	XP_013611465.1, XP_013630264.1	g5203
OG0007175	XP_013611512.1, XP_013622047.1	g5207
OG0007176	XP_013609603.1	g45637
OG0007177	XP_013613122.1	g5220
OG0007178	XP_013608452.1, XP_013623794.1, XP_013628015.1	g5223
OG0007179	XP_013609604.1, XP_013628425.1	g5225
OG0007180	XP_013628422.1	g5227
OG0007181	XP_013622015.1	g5229, g45632
OG0007182	XP_013629517.1, XP_013612075.1	g29328
OG0007183	XP_013620534.1, XP_013612875.1	g5247
OG0007184	XP_013606785.1, XP_013621260.1	g5251
OG0007185	XP_013623344.1, XP_013616206.1	g5252, g29341
OG0007186	XP_013620725.1, XP_013612006.1	g29342, g5258
OG0007187	XP_013611953.1, XP_013621045.1	g45626
OG0007188	XP_013619813.1	g10216
OG0007189	XP_013620307.1, XP_013609151.1	g5263
OG0007190	XP_013611742.1, XP_013620309.1	g5265
OG0007191	XP_013611741.1, XP_013625513.1	g29350
OG0007192	XP_013611612.1, XP_013620238.1	g5273
OG0007193	XP_013630169.1, XP_013611980.1	g29362, g5282
OG0007194	XP_013627083.1	g39361
OG0007195	XP_013609964.1	g29375, g45610
OG0007196	XP_013605985.1, XP_013630224.1	g29373
OG0007197	XP_013607375.1, XP_013620558.1	g45597
OG0007198	XP_013611488.1, XP_013629064.1	g45585, g5326
OG0007199	XP_013625182.1	g5331
OG0007199	XP_013607169.1	g29411
OG0007200	XP_013626618.1, XP_013610127.1	g29420, g5338
OG0007201	XP_013597788.1	g10356
OG0007202	XP_013625631.1	g32427, g29426
OG0007203	XP_013623326.1	g5371
OG0007203	XP_013606803.1	g29443
OG0007205	XP_013601844.1, XP_013598633.1	g47495
OG0007206	XP_013618740.1, XP_013609097.1	g5376
OG0007207	XP_013630796.1, XP_013611864.1	g29488
OG0007208	XP_013619001.1	g45546
OG0007209	XP_013619333.1, XP_013596841.1	g10288
OG0007210	XP_013612838.1, XP_013629128.1	g45541
OG0007211	XP_013620996.1	g5419
OG0007211	XP_013609929.1	g29503
OG0007212	XP_013625193.1, XP_013618729.1	g29512, g5425
OG0007213	XP_013612272.1	g29516, g29518
OG0007214	XP_013629585.1, XP_013613500.1	g29523, g5430
OG0007215	XP_013606513.1, XP_013621919.1	g5444, g29541
OG0007216	XP_013611502.1, XP_013619371.1, XP_013627049.1	g5453
OG0007217	XP_013610218.1, XP_013618942.1	g5470
OG0007218	XP_013629315.1, XP_013611208.1	g5486, g45504
OG0007219	XP_013626621.1, XP_013611481.1	g29577
OG0007220	XP_013606794.1, XP_013621571.1, XP_013630257.1	g29589
OG0007221	XP_013612992.1, XP_013625634.1	g45493
OG0007222	XP_013622922.1, XP_013606136.1	g5515
OG0007223	XP_013621049.1, XP_013626176.1	g29604
OG0007224	XP_013630651.1, XP_013616132.1	g45209
OG0007225	XP_013621365.1, XP_013629795.1	g39633, g45204
OG0007226	XP_013619777.1, XP_013613057.1	g25496
OG0007227	XP_013628254.1	g39637, g25510
OG0007228	XP_013636545.1, XP_013597704.1	g17183, g23802
OG0007229	XP_013593845.1	g17190
OG0007230	XP_013597149.1, XP_013599487.1	g17202
OG0007231	XP_013636631.1, XP_013636587.1	g40175
OG0007232	XP_013623675.1, XP_013635316.1	g40149
OG0007233	XP_013614417.1, XP_013635055.1	g40129
OG0007234	XP_013634548.1	g40119, g53543
OG0007235	XP_013627366.1, XP_013626848.1	g40111
OG0007236	XP_013635217.1	g40102
OG0007237	XP_013633838.1, XP_013631408.1	g40090
OG0007238	XP_013629417.1, XP_013636164.1	g40080
OG0007239	XP_013634154.1, XP_013631440.1	g40046
OG0007240	XP_013634157.1, XP_013635865.1	g40036
OG0007241	XP_013628297.1, XP_013635861.1	g51078
OG0007242	XP_013637309.1, XP_013627905.1	g51090
OG0007243	XP_013637290.1, XP_013614500.1	g51109
OG0007244	XP_013631062.1, XP_013615198.1	g37849
OG0007245	XP_013633834.1, XP_013633853.1	g37859
OG0007246	XP_013634911.1	g51120
OG0007247	XP_013631913.1, XP_013631122.1	g51178
OG0007248	XP_013637106.1, XP_013631128.1	g39966
OG0007249	XP_013633315.1, XP_013623494.1, XP_013632673.1	g51189
OG0007250	XP_013636380.1, XP_013634417.1	g39950
OG0007251	XP_013614482.1, XP_013618558.1	g41355
OG0007252	XP_013634552.1, XP_013626436.1	g39917
OG0007253	XP_013636512.1	g51212
OG0007254	XP_013631325.1, XP_013636346.1	g39878
OG0007255	XP_013636723.1, XP_013630700.1	g51232
OG0007256	XP_013632216.1, XP_013631722.1	g39868
OG0007257	XP_013636349.1, XP_013633511.1	g51245
OG0007258	XP_013625126.1	g51253
OG0007259	XP_013635225.1, XP_013633345.1	g39818
OG0007260	XP_013626947.1, XP_013634909.1, XP_013634644.1	g51301
OG0007261	XP_013633346.1, XP_013627818.1	g51299
OG0007262	XP_013634637.1, XP_013626279.1	g37924, g39789
OG0007263	XP_013629164.1, XP_013636959.1	g51310, g37931, g39774
OG0007264	XP_013631103.1, XP_013636127.1	g51318, g39766
OG0007265	XP_013629996.1	g51321
OG0007266	XP_013630625.1	g39764
OG0007267	XP_013630768.1, XP_013637046.1	g39761
OG0007268	XP_013636696.1, XP_013634537.1	g51328, g39757
OG0007269	XP_013629861.1, XP_013637063.1	g51349
OG0007270	XP_013634517.1, XP_013633359.1	g51351
OG0007271	XP_013594273.1	g39699
OG0007272	XP_013616661.1, XP_013599405.1	g39677
OG0007273	XP_013638033.1	g23786
OG0007274	XP_013594054.1, XP_013599727.1	g23767, g47539
OG0007275	XP_013593102.1	g47553, g47554
OG0007275	XP_013639611.1	g23747
OG0007276	XP_013617964.1	g17156
OG0007278	XP_013586446.1, XP_013599787.1	g53983
OG0007279	XP_013592811.1, XP_013605542.1	g36199, g28135
OG0007280	XP_013592331.1, XP_013605232.1	g28123
OG0007281	XP_013605230.1, XP_013592330.1	g36227
OG0007282	XP_013637901.1, XP_013593953.1	g50431
OG0007283	XP_013629288.1	g27644
OG0007285	XP_013584723.1, XP_013593614.1, XP_013623583.1	g27656
OG0007286	XP_013625549.1	g32358
OG0007287	XP_013592934.1	g27675
OG0007288	XP_013587349.1, XP_013629954.1	g27676
OG0007289	XP_013594058.1, XP_013622254.1	g32389
OG0007290	XP_013622521.1, XP_013584314.1	g50504
OG0007291	XP_013639473.1, XP_013594623.1	g19608
OG0007292	XP_013594192.1, XP_013584876.1, XP_013623507.1	g32433
OG0007293	XP_013623182.1, XP_013638085.1	g32450
OG0007294	XP_013625441.1, XP_013589298.1, XP_013585049.1	g27698
OG0007295	XP_013638361.1, XP_013628872.1	g27700
OG0007296	XP_013630279.1, XP_013598469.1	g50538, g32467
OG0007297	XP_013587486.1	g50540, g27704
OG0007298	XP_013596848.1	g32487
OG0007299	XP_013594239.1, XP_013638161.1	g32492
OG0007300	XP_013619901.1, XP_013584839.1, XP_013596862.1	g32504
OG0007301	XP_013584342.1, XP_013596013.1, XP_013613861.1	g50568
OG0007302	XP_013619285.1, XP_013596776.1	g32513
OG0007303	XP_013586699.1	g27750
OG0007304	XP_013604032.1, XP_013638904.1	g50591
OG0007305	XP_013604878.1, XP_013584070.1	g27736
OG0007306	XP_013631381.1	g51529
OG0007306	XP_013585888.1	g50625
OG0007307	XP_013585887.1	g32578
OG0007308	XP_013602905.1, XP_013584317.1	g50630
OG0007309	XP_013587706.1, XP_013613867.1	g50632, g32598
OG0007310	XP_013638047.1, XP_013638505.1	g32614
OG0007311	XP_013586227.1, XP_013586299.1	g32618, g50637
OG0007312	XP_013620884.1, XP_013598456.1	g10707
OG0007313	XP_013596609.1, XP_013618767.1	g10681
OG0007314	XP_013612000.1, XP_013594068.1	g10678
OG0007315	XP_013609687.1	g16694
OG0007315	XP_013597731.1	g10674
OG0007316	XP_013596079.1, XP_013616663.1, XP_013616172.1	g10668
OG0007317	XP_013606084.1, XP_013621021.1	g9641
OG0007318	XP_013608800.1, XP_013593514.1	g9667, g74
