Orthogroup	Brassica_oleracea	Camelina_sativa
OG0005743	XP_013631746.1, XP_013634116.1, XP_013623444.1	XP_010508995.1, XP_010517317.1
OG0005744	XP_013636122.1, XP_013636441.1	XP_010509029.1, XP_010517273.1, XP_010505599.1
OG0005745	XP_013630397.1, XP_013631106.1	XP_010517268.1, XP_010505601.1, XP_010509034.1
OG0005746	XP_013630400.1, XP_013633422.1	XP_010517266.1, XP_010509037.1, XP_010505596.1
OG0005747	XP_013614252.1, XP_013622450.1	XP_010496146.1, XP_010425031.1, XP_010488819.1, XP_010467158.1
OG0005748	XP_013634170.1, XP_013634789.1	XP_010505574.1, XP_010509071.1, XP_010517246.1
OG0005749	XP_013635360.1, XP_013630040.1	XP_010505462.1, XP_010517133.1
OG0005750	XP_013623084.1, XP_013632128.1	XP_010517130.1, XP_010509182.1
OG0005751	XP_013622554.1, XP_013633647.1, XP_013631946.1	XP_010517093.1, XP_010505420.1, XP_010509228.1
OG0005752	XP_013635608.1	XP_019100492.1
OG0005752	XP_013631471.1	XP_010517072.1, XP_010509256.1, XP_019100490.1
OG0005753	XP_013626056.1, XP_013633883.1	XP_010517067.1, XP_010505387.1, XP_010509264.1
OG0005754	XP_013636516.1, XP_013629516.1	XP_010509298.1, XP_010505355.1, XP_010517035.1, XP_010507599.1
OG0005755	XP_013636179.1, XP_013635048.1	XP_010505354.1, XP_010509312.1, XP_019099896.1, XP_010517032.1
OG0005756	XP_013636803.1, XP_013630958.1	XP_010517008.1, XP_010517006.1, XP_010505321.1, XP_010509343.2
OG0005757	XP_013635641.1, XP_013627831.1, XP_013635684.1	XP_010516942.1, XP_010505259.1, XP_010509402.1
OG0005758	XP_013604685.1	XP_010458844.1, XP_010495608.1, XP_010476407.1
OG0005759	XP_013606472.1	XP_010455713.1, XP_010422238.1, XP_010433195.1
OG0005760	XP_013611539.1	XP_010496165.1, XP_010432986.1, XP_010422254.1
OG0005762	XP_013612766.1	XP_010455787.1, XP_010432131.1, XP_010422319.1
OG0005763	XP_013629539.1	XP_010455623.1, XP_019084085.1
OG0005764	XP_013631016.1, XP_013633182.1, XP_013605628.1	XP_010472240.1, XP_010417010.1, XP_010429171.1
OG0005765	XP_013631608.1, XP_013599881.1	XP_010429250.1, XP_010417062.1, XP_010472305.1
OG0005767	XP_013602134.1, XP_013633781.1	XP_010429364.1, XP_010472408.1, XP_010417152.1
OG0005768	XP_013586119.1, XP_013605015.1, XP_013606726.1	XP_010500117.1, XP_010461415.1
OG0005769	XP_013637724.1, XP_013590057.1	XP_010500135.1, XP_010479043.1, XP_019091112.1
OG0005771	XP_013637736.1	XP_019091256.1, XP_010478762.1, XP_010499889.1
OG0005772	XP_013622028.1	XP_010436542.1, XP_010455264.1, XP_010421747.1
OG0005773	XP_013623231.1	XP_010421746.1, XP_010469761.1, XP_010455263.1
OG0005774	XP_013622526.1	XP_010437187.1, XP_010421955.1, XP_010455433.1
OG0005775	XP_013626058.1, XP_013584452.1, XP_013618797.1	XP_019090729.1, XP_019090004.1, XP_019084059.1
OG0005776	XP_013627576.1, XP_013624552.1, XP_013607992.1, XP_013615690.1	XP_010435677.1
OG0005777	XP_013630793.1	XP_010455565.1, XP_010422103.1, XP_010434802.1
OG0005778	XP_013615284.1, XP_013606168.1	XP_010455571.1, XP_010422117.1, XP_010434710.1
OG0005779	XP_013615913.1, XP_013613313.1	XP_010455587.1, XP_010434206.1, XP_010422128.1
OG0005780	XP_013620544.1, XP_013612795.1, XP_013628181.1	XP_010454182.1, XP_010492964.1, XP_010420707.1
OG0005781	XP_013608679.1, XP_013618585.1, XP_013595316.1	XP_010421506.1, XP_010454993.1, XP_010493903.1
OG0005782	XP_013607497.1, XP_013620587.1, XP_013597373.1	XP_010455160.1, XP_010421659.1, XP_010494063.1
OG0005783	XP_013614010.1, XP_013603492.1	XP_010489106.1, XP_010416391.1
OG0005784	XP_013587130.1	XP_010453501.1
OG0005785	XP_013600403.1	XP_010415463.1, XP_010467792.1
OG0005786	XP_013625207.1, XP_013636007.1, XP_013631077.1	XP_010518486.1, XP_010507861.1
OG0005787	XP_013625903.1, XP_013635639.1, XP_013614123.1, XP_013635582.1	XP_010506783.2, XP_010518446.1, XP_010507890.1
OG0005788	XP_013627492.1, XP_013634880.1	XP_010507911.1, XP_010506762.1, XP_010518422.1
OG0005789	XP_013625803.1, XP_013634155.1	XP_010518381.1, XP_010518535.1, XP_010507952.1, XP_010506715.1
OG0005790	XP_013636159.1, XP_013634338.1	XP_010507775.2, XP_010518359.1, XP_010507965.1
OG0005791	XP_013636162.1, XP_013631676.1	XP_010518356.1, XP_010506696.1, XP_010507971.1
OG0005792	XP_013634715.1, XP_013633553.1	XP_010506665.1, XP_010518330.1, XP_010508003.1
OG0005793	XP_013631636.1, XP_013625902.1	XP_010458967.1, XP_010476524.1, XP_010496294.1
OG0005794	XP_013626084.1, XP_013631100.1, XP_013634215.1	XP_010506593.1, XP_010518256.1, XP_010508080.1
OG0005795	XP_013625273.1	XP_010447679.1, XP_010511651.1, XP_019089448.1, XP_010434892.1
OG0005796	XP_013632435.1	XP_010506483.1, XP_010413059.1, XP_010512839.1
OG0005797	XP_013637547.1, XP_013636429.1	XP_010506476.1, XP_010518150.1, XP_019101171.1
OG0005798	XP_013588710.1, XP_013632167.1, XP_013629426.1	XP_010506457.1, XP_010518132.1, XP_010508202.1
OG0005799	XP_013635475.1, XP_013626241.1, XP_013634070.1	XP_010508268.1, XP_010518071.1
OG0005800	XP_013622728.1, XP_013631504.1, XP_013630838.1, XP_013631609.1	XP_010506335.1, XP_010518015.1, XP_010508322.1
OG0005801	XP_013634831.1	XP_010517932.1, XP_010508402.1, XP_010506248.1, XP_010478860.1
OG0005802	XP_013636503.1, XP_013625973.1, XP_013636213.1	XP_010506175.1, XP_010517871.1, XP_010508457.1
OG0005803	XP_013631414.1	XP_010506122.1, XP_010517822.1, XP_010508524.1
OG0005804	XP_013628110.1, XP_013623474.1, XP_013634104.1	XP_010517796.1, XP_010508549.1, XP_010506094.1
OG0005805	XP_013635913.1, XP_013629150.1	XP_010517786.1, XP_010506089.1, XP_010508554.1
OG0005806	XP_013635399.1, XP_013627460.1, XP_013635196.1	XP_010517768.1, XP_010506068.1, XP_010508576.1
OG0005807	XP_013616138.1	XP_010415158.1, XP_010470485.1, XP_010511544.1
OG0005808	XP_013633580.1, XP_013635206.1, XP_013636090.1	XP_010508588.1, XP_010517751.1, XP_010506057.1
OG0005809	XP_013626172.1, XP_013633733.1, XP_013634164.1	XP_010506006.1, XP_010517712.1, XP_010508625.1
OG0005810	XP_013634727.1, XP_013626833.1, XP_013634729.1	XP_010505997.1, XP_010508637.1, XP_010517703.1
OG0005811	XP_013626546.1, XP_013632121.1, XP_013633929.1	XP_010517701.1, XP_010508644.1, XP_010505992.1
OG0005812	XP_013634742.1, XP_013634826.1	XP_010505952.1, XP_010517659.1, XP_010508693.1
OG0005813	XP_013616238.1, XP_013594196.1, XP_013609444.1	XP_010441485.1, XP_010481346.1, XP_010494952.1
OG0005814	XP_013637180.1, XP_013638720.1	XP_010413829.1, XP_010463561.1, XP_010485528.1
OG0005815	XP_013628900.1, XP_013638095.1	XP_010468062.1, XP_010485474.1, XP_010463628.1
OG0005816	XP_013639130.1, XP_013639016.1, XP_013584690.1, XP_013624114.1	XP_010498751.1, XP_010485566.1, XP_010463668.1
OG0005817	XP_013626272.1, XP_013583628.1	XP_010463705.1, XP_010485608.2, XP_010501565.1
OG0005818	XP_013587446.1, XP_013617041.1, XP_013625316.1	XP_010463709.1, XP_010501847.1, XP_010485612.1
OG0005819	XP_013584996.1, XP_013635384.1, XP_013627603.1	XP_010463735.1, XP_019096317.1, XP_010504555.2, XP_019096316.1
OG0005820	XP_013637681.1, XP_013631651.1	XP_010505859.1, XP_010485640.1, XP_010463750.1
OG0005821	XP_013585486.1, XP_013587359.1, XP_013628119.1	XP_010507107.1, XP_010485654.1, XP_010463765.1
OG0005822	XP_013595919.1, XP_013623311.1, XP_013584808.1	XP_010463907.1, XP_019096223.1, XP_019099812.1
OG0005823	XP_013585526.1	XP_010485887.1, XP_010463986.1, XP_010421247.1
OG0005824	XP_013584332.1, XP_013623312.1, XP_013621786.1	XP_010424603.1, XP_010485951.1, XP_019092406.1
OG0005825	XP_013626668.1, XP_013638798.1	XP_010485954.1, XP_010464042.1, XP_010424829.1
OG0005826	XP_013583939.1, XP_013635574.1, XP_013625446.1	XP_010485998.1, XP_010464074.1, XP_010428004.1
OG0005827	XP_013585815.1, XP_013629225.1	XP_019092154.1, XP_010464145.1, XP_010433368.1, XP_010486067.1
OG0005828	XP_013623103.1	XP_010486113.1, XP_010464190.1, XP_010436957.1
OG0005829	XP_013627008.1	XP_010464196.1, XP_010437511.1, XP_010486120.1
OG0005830	XP_013638316.1	XP_010486149.1, XP_010439690.1, XP_010464213.1
OG0005831	XP_013622118.1	XP_010464234.1, XP_010442070.1, XP_010489700.1, XP_010486175.1
OG0005832	XP_013590399.1, XP_013585694.1	XP_010464260.1, XP_010486202.1, XP_010444190.1
OG0005833	XP_013629857.1, XP_013587413.1, XP_013621241.1	XP_010464276.1, XP_010486216.1, XP_010445530.1
OG0005834	XP_013630462.1	XP_010445981.1, XP_010464284.1
OG0005835	XP_013623367.1, XP_013620188.1, XP_013587321.1	XP_010447160.1, XP_010464308.1
OG0005836	XP_013628766.1, XP_013620962.1, XP_013586192.1	XP_010464294.1, XP_019096875.1, XP_010448390.1
OG0005837	XP_013620323.1, XP_013630627.1, XP_013587195.1	XP_010464356.1, XP_010486284.1
OG0005838	XP_013623497.1, XP_013622193.1, XP_013638326.1, XP_013636230.1	XP_010486293.1, XP_010451744.1, XP_010464359.1
OG0005839	XP_013584263.1, XP_013589267.1	XP_010486322.1, XP_010455414.1, XP_010464389.1
OG0005840	XP_013638937.1, XP_013623467.1	XP_010486398.1, XP_010486399.1, XP_010462718.1, XP_010462804.1, XP_010464467.1
OG0005841	XP_013584796.1, XP_013627407.1, XP_013588032.1	XP_010470399.1, XP_010464562.1, XP_010486485.1
OG0005842	XP_013637807.1	XP_010464579.1, XP_010471906.1
OG0005843	XP_013584425.1	XP_010504205.1, XP_010487494.1, XP_010465662.1
OG0005844	XP_013626657.1, XP_013637893.1	XP_019096825.1, XP_010414858.1, XP_010486188.1, XP_010464735.1
OG0005845	XP_013583638.1	XP_010490355.1, XP_010486715.1, XP_010464784.1
OG0005846	XP_013585417.1, XP_013584563.1	XP_010489790.1, XP_010464795.1, XP_010486746.1, XP_019096693.1
OG0005847	XP_013587124.1, XP_013607811.1, XP_013629004.1	XP_010487560.1, XP_010486762.1, XP_010464818.1
OG0005848	XP_013597260.1, XP_013585176.1, XP_013592241.1, XP_013615830.1	XP_010497969.1, XP_010486836.1, XP_010464902.1
OG0005849	XP_013628864.1, XP_013583800.1	XP_010486905.1, XP_010498621.1, XP_010464969.1
OG0005850	XP_013628745.1, XP_013611295.1, XP_013587324.1	XP_010487002.1, XP_010499460.1, XP_010465055.1
OG0005851	XP_013584689.1, XP_013584633.1	XP_010465065.1, XP_010487012.1
OG0005852	XP_013627563.1, XP_013585162.1, XP_013590678.1	XP_010499608.1, XP_010487015.1, XP_010465068.1
OG0005853	XP_013627974.1	XP_010511564.1
OG0005854	XP_013607886.1, XP_013626514.1, XP_013583701.1	XP_010465160.1, XP_010487083.1, XP_010500313.1
OG0005855	XP_013609770.1, XP_013606038.1	XP_010449926.2, XP_019088831.1, XP_010434948.1
OG0005856	XP_013627975.1, XP_013586372.1, XP_013634130.1, XP_013610807.1	XP_010465221.1
OG0005857	XP_013584030.1, XP_013626243.1	XP_010465261.1, XP_010501395.1, XP_010487165.1
OG0005858	XP_013610629.1, XP_013585113.1	XP_010487201.1, XP_010501663.1, XP_010465298.1
OG0005859	XP_013585115.1	XP_010487202.1, XP_010501672.1, XP_010465300.1
OG0005860	XP_013635422.1, XP_013586610.1	XP_010501760.1, XP_010487218.1
OG0005861	XP_013637845.1	XP_010502412.1, XP_010465435.1, XP_010465434.1, XP_010487312.1
OG0005862	XP_013616186.1, XP_013587208.1, XP_013630036.1	XP_010487316.1, XP_010465437.1, XP_010502427.1
OG0005863	XP_013622154.1, XP_013587581.1	XP_010487383.1, XP_010465526.1, XP_010503149.1
OG0005864	XP_013617217.1, XP_013638996.1	XP_010487438.1, XP_010503617.1, XP_010465590.1
OG0005865	XP_013609852.1	XP_010487448.1, XP_010465606.1, XP_010465608.1, XP_010465605.1, XP_010465607.1, XP_010503700.1
OG0005866	XP_013622418.1, XP_013587105.1, XP_013609676.1	XP_010465638.1, XP_010487476.1, XP_010504014.1
OG0005867	XP_013584698.1, XP_013627142.1, XP_013584422.1	XP_010465672.1, XP_010487511.1, XP_010504374.1
OG0005868	XP_013606009.1	XP_010494173.1, XP_010481995.1, XP_010442160.1
OG0005869	XP_013626929.1, XP_013636727.1, XP_013583811.1	XP_010465732.1, XP_010487572.1, XP_010504913.1
OG0005870	XP_013609382.1	XP_010487596.1, XP_010465752.1, XP_010465751.1, XP_010487597.1
OG0005871	XP_013638075.1	XP_010465797.1, XP_010505514.1
OG0005872	XP_013619950.1, XP_013584337.1	XP_010505696.1, XP_010487666.1, XP_010465825.1
OG0005873	XP_013587190.1, XP_013609140.1	XP_010505998.1, XP_010465843.1, XP_010487681.1
OG0005874	XP_013584233.1, XP_013623608.1	XP_010506251.1, XP_010487711.1, XP_010465873.1
OG0005875	XP_013608848.1, XP_013608785.1, XP_013586987.1	XP_010465901.1, XP_010506521.1, XP_010487730.1
OG0005876	XP_013608889.1, XP_013584001.1, XP_013622895.1	XP_010487734.1, XP_010465904.1, XP_010506541.1
OG0005877	XP_013630906.1, XP_013632270.1	XP_010487769.1, XP_010465943.1, XP_010506901.1
OG0005878	XP_013626064.1, XP_013638042.1, XP_013639712.1	XP_010487792.1, XP_010507082.1, XP_010465980.1
OG0005879	XP_013584315.1, XP_013586531.1, XP_013622829.1	XP_010507128.2, XP_010487798.1, XP_010465990.1
OG0005880	XP_013584291.1, XP_013583801.1, XP_013625196.1	XP_019096285.1, XP_019082392.1, XP_010466025.1
OG0005881	XP_013622602.1, XP_013587606.1, XP_013604063.1	XP_010487822.1, XP_010466027.1
OG0005882	XP_013630241.1, XP_013617385.1, XP_013587694.1	XP_010468871.1, XP_010413182.1, XP_010512733.1
OG0005883	XP_013625473.1, XP_013637872.1	XP_010507670.1, XP_010466077.1, XP_010487875.1
OG0005884	XP_013617375.1, XP_013587288.1	XP_010488169.1, XP_010510360.1, XP_010466403.1
OG0005885	XP_013584787.1, XP_013590843.1	XP_010487900.1
OG0005886	XP_013638289.1, XP_013628309.1	XP_010487950.1, XP_010466158.1, XP_010508216.1
OG0005887	XP_013622641.1, XP_013638080.1, XP_013589457.1	XP_010487953.1, XP_010466163.1, XP_010508254.1
OG0005888	XP_013586701.1	XP_010508451.1, XP_010487972.1, XP_010466182.1
OG0005889	XP_013628256.1, XP_013622483.1	XP_010502915.2
OG0005889	XP_013601763.1	XP_010513328.1
OG0005890	XP_013586739.1, XP_013598487.1	XP_010508763.1, XP_010466211.1, XP_010487999.1
OG0005891	XP_013638675.1, XP_013639560.1, XP_013622925.1	XP_010466213.1, XP_010508774.1, XP_010488001.1
OG0005892	XP_013639692.1, XP_013639300.1, XP_013626191.1, XP_013614574.1	XP_010466266.1
OG0005893	XP_013597787.1, XP_013620368.1, XP_013613716.1	XP_010502961.1, XP_010514646.1, XP_010425734.1
OG0005894	XP_013636481.1, XP_013592009.1	XP_010435484.1, XP_010496604.1, XP_010440779.1
OG0005895	XP_013607437.1, XP_013584927.1, XP_013627046.1	XP_010466568.1, XP_010488308.1, XP_010511666.1
OG0005896	XP_013596709.1, XP_013590294.1	XP_010466712.1, XP_010512656.1, XP_010488441.1
OG0005897	XP_013606915.1, XP_013598378.1	XP_010488424.1, XP_010466700.1, XP_010512570.1
OG0005898	XP_013597025.1	XP_010512193.1, XP_010488372.1, XP_010488371.1, XP_010466639.1
OG0005899	XP_013586856.1, XP_013596451.1	XP_010488367.1, XP_010466636.1, XP_010512170.1
OG0005900	XP_013623226.1, XP_013584623.1, XP_013588127.1	XP_010466576.1, XP_010511753.1, XP_010488319.1
OG0005901	XP_013626108.1, XP_013586212.1	XP_010466559.1, XP_010466557.1, XP_010511601.1, XP_010488301.1
OG0005902	XP_013588470.1, XP_013585094.1, XP_013626244.1	XP_010488294.1, XP_010511526.1, XP_010466547.1
OG0005903	XP_013585994.1, XP_013585989.1, XP_013607454.1	XP_010490033.1, XP_010511454.1, XP_010466537.1
OG0005904	XP_013589598.1, XP_013584055.1	XP_010511305.1, XP_010488265.1, XP_010468376.1
OG0005905	XP_013607684.1, XP_013585580.1	XP_010466490.1, XP_010511056.2, XP_010488236.1
OG0005906	XP_013622079.1, XP_013595720.1	XP_010438202.1, XP_010447750.1, XP_010433013.1
OG0005907	XP_013588859.1	XP_010415192.1, XP_010470525.2, XP_010511479.1
OG0005908	XP_013594134.1	XP_010494101.1, XP_010421699.1
OG0005908	XP_013620040.1	XP_010455183.1
OG0005909	XP_013595702.1, XP_013612294.1	XP_010511211.1, XP_010470377.1, XP_010414919.1
OG0005910	XP_013618406.1, XP_013595659.1, XP_013610456.1	XP_019095537.1, XP_010439760.1, XP_010442335.1
OG0005911	XP_013596643.1, XP_013605044.1, XP_013611913.1	XP_010467918.1, XP_010489123.1
OG0005912	XP_013636374.1, XP_013604501.1	XP_010503936.1, XP_010515662.1, XP_010426817.1
OG0005913	XP_013637388.1, XP_013601613.1	XP_010515618.1, XP_010503890.1, XP_010426763.1
OG0005914	XP_013608796.1, XP_013604397.1	XP_010503882.1, XP_010515616.1, XP_010426759.1
OG0005915	XP_013585838.1	XP_019083751.1, XP_019090537.1, XP_019087103.1, XP_019094775.1
OG0005916	XP_013584354.1	XP_010474782.1, XP_010479920.1, XP_010457091.1
OG0005917	XP_013601912.1, XP_013626145.1	XP_010457154.1, XP_010474711.1, XP_010480542.1
OG0005918	XP_013602017.1, XP_013638188.1	XP_010480849.1, XP_010474638.1, XP_010457200.1
OG0005919	XP_013584111.1	XP_010457207.1, XP_010474648.1, XP_010480893.1
OG0005920	XP_013602652.1, XP_013583843.1	XP_010457283.2, XP_010474872.1
OG0005921	XP_013584259.1, XP_013605391.1	XP_010457337.1, XP_010481903.1, XP_010474954.1
OG0005922	XP_013602207.1, XP_013600775.1	XP_010457428.1, XP_010457427.1, XP_010475042.1, XP_010482978.1
OG0005923	XP_013604570.1	XP_010457482.1, XP_010475092.1, XP_010483734.1
OG0005924	XP_013605538.1, XP_013587535.1, XP_013605125.1	XP_010457526.1, XP_010484103.1, XP_010475133.1
OG0005925	XP_013605594.1, XP_013605710.1, XP_013605711.1	XP_010457665.1, XP_010475289.1, XP_010485242.2
OG0005926	XP_013603390.1, XP_013585036.1	XP_010485653.1, XP_010485642.1, XP_010475344.1, XP_010457737.1
OG0005927	XP_013586735.1	XP_010496512.1, XP_010457845.1
OG0005928	XP_013639124.1, XP_013600246.1, XP_013603837.1	XP_010487104.1, XP_010457871.1, XP_010475460.1
OG0005929	XP_013600112.1, XP_013587441.1	XP_010457888.1, XP_010487230.1, XP_010475475.1, XP_010501350.1
OG0005930	XP_013585863.1	XP_010475562.1, XP_010480384.1, XP_010457995.1, XP_010488071.1
OG0005931	XP_013638217.1	XP_010475507.1, XP_010501356.1, XP_010457929.1
OG0005932	XP_013583725.1, XP_013602757.1, XP_013600943.1	XP_010475510.1, XP_010487532.1, XP_010457933.1
OG0005933	XP_013586763.1, XP_013599486.1	XP_010457975.1, XP_010475542.1
OG0005934	XP_013584947.1	XP_010475581.1, XP_010488231.1, XP_010458018.1
OG0005935	XP_013586221.1	XP_019095036.1
OG0005936	XP_013600114.1, XP_013586963.1, XP_013601018.1	XP_010458074.1, XP_010488808.1, XP_010475635.1
OG0005937	XP_013602406.1, XP_013614161.1, XP_013638747.1	XP_010489225.1, XP_010458110.1, XP_010475673.1
OG0005938	XP_013605008.1, XP_013638128.1, XP_013599517.1	XP_010489423.1, XP_010458146.1, XP_010475699.1
OG0005939	XP_013586818.1	XP_010458157.1, XP_010475707.1
OG0005940	XP_013603734.1, XP_013584924.1	XP_010475799.1, XP_010490155.1, XP_010458250.1
OG0005941	XP_013604191.1, XP_013603403.1, XP_013584109.1	XP_010490179.1, XP_010458252.1, XP_010475800.1
OG0005942	XP_013605145.1, XP_013586564.1	XP_010475816.1, XP_010458271.1, XP_010490282.2, XP_010467490.1
OG0005943	XP_013604869.1, XP_013587268.1	XP_010458300.1, XP_010475843.1, XP_010490423.1
OG0005944	XP_013599902.1, XP_013583994.1	XP_010458328.1, XP_010475865.1, XP_010490604.1
OG0005945	XP_013587150.1, XP_013605158.1, XP_013601944.1	XP_010490833.2, XP_010458362.1, XP_010475886.1
OG0005946	XP_013586601.1	XP_010480411.2, XP_010490944.1, XP_010458374.1
OG0005947	XP_013600747.1, XP_013638974.1, XP_013604720.1	XP_010491944.1, XP_010458443.1, XP_010475962.1
OG0005948	XP_013602671.1, XP_013583709.1, XP_013604719.1	XP_010475960.1, XP_010492002.1, XP_010458448.1
OG0005950	XP_013601927.1, XP_013583499.1	XP_010476039.1, XP_010458517.1, XP_010492667.1
OG0005951	XP_013604773.1, XP_013604310.1	XP_010476135.1, XP_010493478.1, XP_010458606.1
OG0005952	XP_013602619.1, XP_013602659.1, XP_013584717.1	XP_010493632.1, XP_010458623.1, XP_010476156.1
OG0005953	XP_013600325.1, XP_013599480.1, XP_013587736.1	XP_010458667.1, XP_010494116.1, XP_010476210.1
OG0005954	XP_013605856.1, XP_013605575.1	XP_010494353.1, XP_010458684.1, XP_010476228.1
OG0005955	XP_013605845.1, XP_013604412.1	XP_010459000.1, XP_010496577.1, XP_010476556.1
OG0005956	XP_013600006.1, XP_013583794.1	XP_010459035.1, XP_010496871.1, XP_010476593.1
OG0005957	XP_013600150.1	XP_010497664.1, XP_010476720.1, XP_010459154.1
OG0005958	XP_013637673.1	XP_019091283.1, XP_010497819.1, XP_010476752.1, XP_010497823.1, XP_010462740.2, XP_019094299.1
OG0005959	XP_013586869.1, XP_013604749.1	XP_010459199.1, XP_010476771.1, XP_010497973.1
OG0005960	XP_013603144.1, XP_013604938.1, XP_013584100.1	XP_010497985.1, XP_010476779.1, XP_010459206.1
OG0005961	XP_013604431.1	XP_019095318.1, XP_010462744.1, XP_010476809.1, XP_019095315.1
OG0005962	XP_013583933.1, XP_013602085.1	XP_010476810.1, XP_010493581.1, XP_010459230.1, XP_010498010.1
OG0005963	XP_013586184.1, XP_013590983.1	XP_010459272.1, XP_010476843.1, XP_010459273.1, XP_010498052.1, XP_010476844.1
OG0005964	XP_013614688.1, XP_013587053.1	XP_010459372.1, XP_019099059.1, XP_010476925.1
OG0005965	XP_013638924.1, XP_013601508.1, XP_013603328.1	XP_010498193.1, XP_010476984.1, XP_010459421.1
OG0005966	XP_013637873.1	XP_010459445.1, XP_010498220.1, XP_010477007.1
OG0005967	XP_013605385.1, XP_013604907.1, XP_013584153.1	XP_010498257.1, XP_010498253.1, XP_010459478.1
OG0005968	XP_013583583.1, XP_013602510.1	XP_010477120.1, XP_010459570.1, XP_010498324.1
OG0005969	XP_013602895.1, XP_013583648.1, XP_013600309.1	XP_010477141.1, XP_010498346.1, XP_010477139.1, XP_010459596.1
OG0005970	XP_013600610.1, XP_013585398.1	XP_010459648.2, XP_010477196.1, XP_010498396.1
OG0005971	XP_013595656.1, XP_013603961.1, XP_013583962.1	XP_010459688.1, XP_010477233.1, XP_010498437.1
OG0005972	XP_013597800.1, XP_013604222.1, XP_013585912.1	XP_010497477.2, XP_019099132.1, XP_010496321.1, XP_010459877.1
OG0005973	XP_013583613.1	XP_010459917.1, XP_010477444.1, XP_010498652.1
OG0005974	XP_013584918.1, XP_013596497.1, XP_013603631.1	XP_010477466.1, XP_010498673.1, XP_019091353.1
OG0005975	XP_013603374.1, XP_013584406.1, XP_013596273.1	XP_010498685.1, XP_010477482.1, XP_010459962.1
OG0005976	XP_013600191.1	XP_010459977.1, XP_010498697.1, XP_010477490.1
OG0005977	XP_013584555.1, XP_013596038.1, XP_013603073.1	XP_019091544.1, XP_019099140.1, XP_019095002.1
OG0005978	XP_013585158.1	XP_010498721.1, XP_010460006.1, XP_010477511.1
OG0005979	XP_013638548.1	XP_010460046.1, XP_010477551.1, XP_010498768.1, XP_010498767.1
OG0005980	XP_013591357.1, XP_013618911.1, XP_013589724.1	XP_010428009.1, XP_010471183.1, XP_010415886.1
OG0005981	XP_013589997.1	XP_010415859.1, XP_010471162.1, XP_010427984.1
OG0005982	XP_013615156.1, XP_013592054.1, XP_013587854.1	XP_010415803.1, XP_010471112.1, XP_010427921.1
OG0005983	XP_013588173.1, XP_013621428.1	XP_010427854.1, XP_010471070.1, XP_010415757.1
OG0005984	XP_013583927.1, XP_013615376.1	XP_019094772.1, XP_019099347.1, XP_019091270.1
OG0005985	XP_013607175.1, XP_013621905.1, XP_013606061.1	XP_010418362.1, XP_010430438.1, XP_010473581.1
OG0005986	XP_013606087.1, XP_013636647.1	XP_019085203.1, XP_010418063.1, XP_010473315.1
OG0005987	XP_013593065.1, XP_013613266.1	XP_010511087.1, XP_010470287.1, XP_010414774.1
OG0005988	XP_013589884.1	XP_010436149.1, XP_010446938.1, XP_010441381.1
OG0005989	XP_013591780.1, XP_013614887.1, XP_013592600.1	XP_010415357.1, XP_010511728.1, XP_010470695.1
OG0005990	XP_013619500.1, XP_013597126.1, XP_013608774.1	XP_010441557.1, XP_010481424.1, XP_010494851.1
OG0005991	XP_013593356.1, XP_013615202.1, XP_013606554.1	XP_010494865.1, XP_010441533.1
OG0005992	XP_013618553.1, XP_013595474.1	XP_010481304.1, XP_010441437.1, XP_010494996.1
OG0005993	XP_013621054.1, XP_013598578.1	XP_010441435.1, XP_010481302.1, XP_010494998.1
OG0005994	XP_013599068.1, XP_013608873.1, XP_013613824.1	XP_010481276.1, XP_010495014.1, XP_010441407.1
OG0005995	XP_013611389.1, XP_013626601.1	XP_010422444.1, XP_010455878.1, XP_010431247.1
OG0005996	XP_013594177.1, XP_013611141.1, XP_013609777.1	XP_010438275.1, XP_010447817.1, XP_010433074.1
OG0005997	XP_013589892.1	XP_010500306.1, XP_010461598.1, XP_010479199.1
OG0005998	XP_013588009.1, XP_013598445.1	XP_019086554.1, XP_010446468.1, XP_010437046.1
OG0005999	XP_013586646.1, XP_013625488.1	XP_010499224.1, XP_010460503.1, XP_010478084.1
OG0006001	XP_013585038.1, XP_013601075.1	XP_010481047.1, XP_010500476.1, XP_010463313.1, XP_010463314.2
OG0006002	XP_013591942.1, XP_013627444.1	XP_010446544.1, XP_010431958.1, XP_010437104.1
OG0006003	XP_013626368.1	XP_010437119.1, XP_010431974.1
OG0006004	XP_013623665.1	XP_010432042.1, XP_019086969.1, XP_010446640.1
OG0006005	XP_013597342.1, XP_013627669.1, XP_013619218.1	XP_019086382.1, XP_019089734.1, XP_019087996.1
OG0006006	XP_013616461.1, XP_013596258.1	XP_010437267.1, XP_010432095.1, XP_010446707.1, XP_010446706.1
OG0006007	XP_013583998.1, XP_013627348.1, XP_013596505.1	XP_010446748.1, XP_010432141.1, XP_010437310.1
OG0006008	XP_013595763.1, XP_013606626.1, XP_013625067.1	XP_010446788.1, XP_010432172.1, XP_010446786.1, XP_010437345.1
OG0006009	XP_013595832.1, XP_013639129.1	XP_010437350.1, XP_010446794.1, XP_010432175.1
OG0006010	XP_013588814.1, XP_013603264.1	XP_010446822.1, XP_010437379.1, XP_010432200.1
OG0006011	XP_013621761.1	XP_010446884.1, XP_010437431.1, XP_010432237.1
OG0006012	XP_013626028.1, XP_013595669.1, XP_013583842.1	XP_010437529.1, XP_010432343.1, XP_010446985.1
