Orthogroup	Brassica_oleracea	Arabidopsis_arenosa
OG0006460	XP_013598905.1, XP_013605451.1	jg9542
OG0006461	XP_013609760.1	jg9512
OG0006462	XP_013608952.1, XP_013608881.1	jg465
OG0006463	XP_013622791.1, XP_013618314.1	jg21743
OG0006464	XP_013617772.1, XP_013607003.1, XP_013599406.1	jg13183
OG0006465	XP_013616382.1, XP_013595360.1	jg13751
OG0006466	XP_013609592.1, XP_013596925.1, XP_013619539.1	jg13864
OG0006467	XP_013618117.1	jg13642
OG0006468	XP_013626854.1, XP_013626798.1	jg14077
OG0006469	XP_013614237.1, XP_013614364.1	jg20130
OG0006470	XP_013593221.1	jg13511
OG0006471	XP_013621542.1, XP_013597825.1	jg13474
OG0006472	XP_013593801.1, XP_013618139.1	jg13469
OG0006473	XP_013615984.1, XP_013599378.1	jg13425
OG0006474	XP_013621078.1, XP_013612175.1, XP_013598166.1	jg13412
OG0006476	XP_013619200.1, XP_013596498.1	jg13323
OG0006477	XP_013615850.1, XP_013598662.1	jg13293
OG0006478	XP_013607403.1, XP_013603517.1	jg10047, jg10049
OG0006479	XP_013598276.1, XP_013614746.1, XP_013610880.1	jg13253
OG0006480	XP_013597996.1	jg13565
OG0006481	XP_013619125.1, XP_013596100.1	jg13224
OG0006482	XP_013590110.1, XP_013615895.1	jg2589
OG0006483	XP_013587856.1, XP_013615896.1	jg2588, jg13738
OG0006484	XP_013591035.1, XP_013619325.1, XP_013591116.1	jg2547
OG0006485	XP_013588706.1, XP_013588756.1	jg2544
OG0006486	XP_013588492.1	jg2529
OG0006488	XP_013611720.1, XP_013598099.1	jg20464
OG0006489	XP_013620300.1	jg20488
OG0006490	XP_013616627.1, XP_013596088.1	jg20527
OG0006491	XP_013586384.1	jg28520
OG0006492	XP_013618514.1, XP_013592222.1, XP_013609702.1	jg20607
OG0006493	XP_013589857.1	jg33078
OG0006494	XP_013599649.1, XP_013587920.1	jg33088
OG0006495	XP_013602682.1, XP_013587396.1	jg33112
OG0006496	XP_013628374.1, XP_013589852.1	jg33126, jg33134
OG0006497	XP_013625618.1, XP_013587770.1, XP_013638211.1	jg33183
OG0006498	XP_013620851.1	jg21921
OG0006499	XP_013629321.1, XP_013592185.1	jg33318
OG0006500	XP_013590865.1, XP_013588325.1	jg33320
OG0006501	XP_013592400.1, XP_013592582.1	jg33408
OG0006502	XP_013588238.1, XP_013592781.1	jg33428
OG0006503	XP_013608953.1	jg22299
OG0006504	XP_013634589.1, XP_013622387.1, XP_013634353.1	jg18509
OG0006505	XP_013631841.1, XP_013622440.1	jg18558
OG0006506	XP_013633372.1, XP_013632560.1, XP_013637465.1	jg18560
OG0006507	XP_013635400.1, XP_013635326.1	jg18564
OG0006508	XP_013628261.1, XP_013628268.1, XP_013615393.1, XP_013637172.1	jg18597
OG0006509	XP_013635933.1, XP_013632140.1	jg18609
OG0006510	XP_013631985.1, XP_013629584.1, XP_013634295.1	jg18638
OG0006511	XP_013637587.1, XP_013637609.1	jg18688
OG0006512	XP_013636527.1	jg17994, jg18698
OG0006513	XP_013625754.1, XP_013633730.1	jg18708
OG0006515	XP_013624352.1	jg10651
OG0006516	XP_013605877.1, XP_013598714.1	jg10655
OG0006517	XP_013611771.1, XP_013629673.1	jg8174, jg10656
OG0006518	XP_013604963.1, XP_013622155.1	jg10662
OG0006519	XP_013598261.1, XP_013630306.1, XP_013601989.1	jg10666
OG0006520	XP_013607499.1	jg10705
OG0006521	XP_013623126.1	jg10712
OG0006522	XP_013587690.1, XP_013627495.1	jg10751
OG0006523	XP_013607090.1, XP_013593750.1	jg13740
OG0006524	XP_013599182.1, XP_013607827.1	jg10754
OG0006525	XP_013615757.1, XP_013593051.1	jg10782
OG0006526	XP_013593315.1, XP_013637664.1, XP_013601338.1	jg10792
OG0006527	XP_013593155.1, XP_013597562.1	jg10807
OG0006528	XP_013597019.1, XP_013589095.1	jg10815
OG0006529	XP_013607299.1, XP_013597537.1	jg10821, jg6349
OG0006530	XP_013595578.1, XP_013584554.1	jg10849
OG0006531	XP_013596516.1, XP_013603476.1	jg10872
OG0006532	XP_013602599.1, XP_013604917.1	jg10896
OG0006533	XP_013604919.1, XP_013601730.1, XP_013595438.1	jg10899
OG0006534	XP_013592914.1, XP_013602805.1	jg14989
OG0006535	XP_013635692.1, XP_013594161.1	jg14983
OG0006536	XP_013605897.1, XP_013593555.1	jg14968
OG0006537	XP_013603273.1, XP_013596593.1	jg14963
OG0006538	XP_013593582.1, XP_013591242.1, XP_013602377.1	jg14906
OG0006539	XP_013599073.1	jg10131
OG0006540	XP_013603310.1, XP_013598847.1	jg10155
OG0006541	XP_013614676.1	jg21951
OG0006542	XP_013616408.1, XP_013612224.1	jg21747
OG0006543	XP_013629499.1, XP_013606319.1	jg21768
OG0006544	XP_013622421.1, XP_013613704.1	jg21773
OG0006545	XP_013606256.1, XP_013622308.1	jg27356
OG0006546	XP_013593597.1, XP_013607184.1	jg27552
OG0006547	XP_013593672.1, XP_013608700.1	jg27558
OG0006549	XP_013593789.1, XP_013623132.1	jg27833
OG0006550	XP_013595230.1, XP_013599767.1	jg10084
OG0006551	XP_013595238.1, XP_013639493.1	jg10085
OG0006552	XP_013599207.1, XP_013597883.1	jg10107
OG0006553	XP_013598126.1, XP_013602836.1	jg10116
OG0006554	XP_013614831.1	jg10255
OG0006555	XP_013617569.1	jg28258, jg10258
OG0006556	XP_013596589.1, XP_013627209.1, XP_013586436.1	jg10261
OG0006557	XP_013611266.1, XP_013622301.1	jg10262
OG0006558	XP_013593270.1, XP_013598646.1	jg10306
OG0006560	XP_013613902.1	jg548, jg551
OG0006561	XP_013608613.1, XP_013593746.1	jg10538
OG0006563	XP_013628404.1, XP_013608064.1, XP_013608216.1	jg10480
OG0006564	XP_013614740.1	jg10472
OG0006565	XP_013635908.1, XP_013625362.1	jg17199
OG0006566	XP_013599197.1, XP_013598343.1	jg10453
OG0006567	XP_013595828.1, XP_013636386.1, XP_013627499.1	jg10444
OG0006568	XP_013599308.1, XP_013607763.1	jg10422
OG0006569	XP_013638797.1, XP_013615438.1, XP_013595929.1	jg10420
OG0006570	XP_013599270.1, XP_013625837.1	jg10400
OG0006571	XP_013598219.1	jg10385
OG0006572	XP_013611449.1, XP_013627428.1	jg10367
OG0006573	XP_013597658.1, XP_013597733.1	jg10594
OG0006574	XP_013589315.1, XP_013596704.1, XP_013627547.1	jg10609
OG0006575	XP_013595050.1	jg11010, jg11009
OG0006576	XP_013596617.1, XP_013589261.1	jg10957
OG0006577	XP_013596625.1, XP_013593481.1	jg10931
OG0006578	XP_013586002.1, XP_013596220.1, XP_013596310.1	jg10917
OG0006579	XP_013612759.1	jg23734
OG0006580	XP_013609804.1, XP_013596739.1	jg23736
OG0006581	XP_013621655.1, XP_013607110.1	jg23756
OG0006582	XP_013636172.1, XP_013604674.1, XP_013591687.1	jg16442
OG0006583	XP_013631282.1	jg16406, jg16397, jg16390
OG0006584	XP_013637476.1, XP_013600743.1	jg16360
OG0006585	XP_013603444.1	jg16334
OG0006586	XP_013605925.1, XP_013631362.1	jg16271
OG0006587	XP_013600770.1, XP_013633974.1	jg16260
OG0006588	XP_013588917.1	jg16233
OG0006589	XP_013588907.1, XP_013604577.1	jg16231
OG0006590	XP_013605889.1, XP_013636667.1	jg16183
OG0006591	XP_013605766.1, XP_013591018.1	jg16177
OG0006592	XP_013591977.1	jg16155
OG0006593	XP_013603429.1, XP_013634135.1	jg16129
OG0006594	XP_013587903.1	jg21069
OG0006595	XP_013599754.1, XP_013636187.1, XP_013636184.1	jg16030
OG0006596	XP_013631584.1, XP_013592769.1, XP_013604795.1	jg15900
OG0006597	XP_013590012.1, XP_013600058.1	jg15896
OG0006598	XP_013602328.1, XP_013633660.1	jg15894
OG0006599	XP_013590968.1, XP_013626227.1	jg21740
OG0006600	XP_013631984.1, XP_013600089.1	jg15768
OG0006601	XP_013603419.1, XP_013635716.1, XP_013591093.1	jg15761
OG0006602	XP_013605194.1, XP_013631031.1	jg15740
OG0006603	XP_013587795.1, XP_013631588.1, XP_013605050.1	jg15701
OG0006604	XP_013633773.1, XP_013601986.1	jg15621
OG0006605	XP_013600081.1	jg15588
OG0006606	XP_013600502.1, XP_013635784.1	jg15570
OG0006607	XP_013603395.1, XP_013590978.1	jg15551, jg15544
OG0006608	XP_013602480.1, XP_013635449.1	jg15485
OG0006609	XP_013636629.1	jg15483
OG0006610	XP_013630979.1, XP_013603269.1	jg15453
OG0006611	XP_013605310.1, XP_013592874.1	jg15426
OG0006612	XP_013590500.1, XP_013602319.1	jg15419
OG0006613	XP_013605052.1, XP_013636202.1	jg15298
OG0006614	XP_013604757.1, XP_013592437.1	jg15212
OG0006615	XP_013615858.1, XP_013611313.1	jg22147
OG0006616	XP_013606485.1	jg22136
OG0006617	XP_013616650.1, XP_013608770.1	jg22131
OG0006618	XP_013597249.1, XP_013594351.1	jg11049
OG0006620	XP_013592959.1, XP_013617359.1	jg26748
OG0006621	XP_013590902.1, XP_013619496.1, XP_013590528.1	jg2247
OG0006622	XP_013616183.1, XP_013591459.1, XP_013590068.1	jg2326
OG0006623	XP_013616122.1, XP_013589888.1	jg2335, jg2330
OG0006624	XP_013589551.1, XP_013619602.1, XP_013591083.1	jg2379
OG0006625	XP_013619583.1, XP_013590572.1, XP_013590797.1	jg2392
OG0006626	XP_013594051.1, XP_013609195.1	jg21439
OG0006627	XP_013615564.1, XP_013596217.1, XP_013596295.1	jg27962
OG0006628	XP_013622854.1, XP_013593475.1	jg28002
OG0006629	XP_013593480.1, XP_013622856.1	jg28003
OG0006630	XP_013609963.1, XP_013626609.1	jg28090
OG0006631	XP_013606372.1, XP_013615456.1	jg28113
OG0006632	XP_013596441.1	jg12985
OG0006633	XP_013593589.1, XP_013606585.1	jg28129
OG0006634	XP_013587342.1, XP_013589673.1	jg24000
OG0006635	XP_013604301.1, XP_013615141.1, XP_013609644.1	jg28148
OG0006636	XP_013604300.1, XP_013615142.1	jg28149
OG0006637	XP_013599949.1, XP_013608947.1	jg28173
OG0006638	XP_013632148.1	jg19331
OG0006639	XP_013636302.1, XP_013630225.1, XP_013632343.1	jg19309
OG0006640	XP_013633715.1, XP_013631094.1	jg20002
OG0006641	XP_013623973.1, XP_013633932.1, XP_013634612.1	jg19276
OG0006642	XP_013633919.1, XP_013626148.1	jg19270
OG0006643	XP_013633753.1, XP_013633782.1	jg19254
OG0006645	XP_013623700.1, XP_013633688.1	jg19212
OG0006646	XP_013631286.1, XP_013622183.1	jg19198
OG0006647	XP_013634095.1, XP_013625334.1	jg19183
OG0006648	XP_013600447.1	jg29114
OG0006649	XP_013631934.1, XP_013630090.1, XP_013637537.1	jg19047
OG0006650	XP_013631211.1, XP_013625087.1	jg19040
OG0006651	XP_013625082.1, XP_013637529.1, XP_013631647.1	jg19031
OG0006652	XP_013629726.1	jg19010
OG0006653	XP_013636638.1, XP_013625666.1, XP_013631809.1	jg19008
OG0006654	XP_013637128.1, XP_013637438.1	jg19004, jg18997
OG0006655	XP_013629944.1, XP_013634822.1	jg18993
OG0006656	XP_013593649.1, XP_013612962.1	jg13633
OG0006657	XP_013636734.1, XP_013637514.1, XP_013622060.1	jg18980
OG0006658	XP_013632309.1, XP_013636387.1	jg18967
OG0006659	XP_013632233.1, XP_013623553.1	jg18961
OG0006660	XP_013607180.1, XP_013634248.1	jg18911
OG0006661	XP_013634698.1, XP_013634050.1	jg18899
OG0006662	XP_013622926.1, XP_013634500.1	jg18886
OG0006663	XP_013634786.1, XP_013626334.1, XP_013634283.1	jg18829
OG0006664	XP_013625848.1, XP_013608863.1	jg7675
OG0006665	XP_013629639.1, XP_013621162.1, XP_013612523.1	jg7718
OG0006666	XP_013611906.1	jg7583, jg7582
OG0006667	XP_013612501.1, XP_013606454.1	jg7581
OG0006668	XP_013606054.1, XP_013630358.1	jg5779
OG0006669	XP_013600186.1	jg16539
OG0006670	XP_013630717.1	jg16547
OG0006671	XP_013633893.1, XP_013600666.1	jg16574
OG0006672	XP_013631354.1	jg16602
OG0006673	XP_013635554.1	jg16626
OG0006674	XP_013635342.1, XP_013604016.1	jg16649
OG0006675	XP_013634422.1, XP_013602701.1	jg16815
OG0006676	XP_013604286.1, XP_013636649.1	jg10823, jg17261
OG0006677	XP_013629506.1	jg17015
OG0006678	XP_013635834.1	jg9815
OG0006679	XP_013599007.1, XP_013618315.1	jg10016
OG0006680	XP_013600526.1, XP_013588719.1	jg32113
OG0006681	XP_013586074.1	jg32071
OG0006682	XP_013592553.1, XP_013638550.1	jg32067
OG0006683	XP_013630814.1, XP_013606417.1	jg7277
OG0006684	XP_013614409.1, XP_013626799.1, XP_013612518.1	jg7328
OG0006685	XP_013638010.1, XP_013604041.1	jg33069
OG0006686	XP_013630142.1, XP_013611963.1	jg7490
OG0006687	XP_013630140.1, XP_013611961.1	jg7491
OG0006688	XP_013608677.1, XP_013616080.1, XP_013597897.1	jg6545
OG0006689	XP_013598187.1, XP_013613179.1, XP_013619608.1	jg6612
OG0006690	XP_013584643.1, XP_013602552.1	jg10033
OG0006691	XP_013618207.1, XP_013608823.1, XP_013594985.1	jg6642
OG0006692	XP_013616688.1, XP_013606725.1	jg6647
OG0006693	XP_013612938.1, XP_013593104.1	jg6664
OG0006694	XP_013610577.1, XP_013599011.1	jg6687
OG0006695	XP_013607624.1, XP_013596963.1	jg28196
OG0006696	XP_013606386.1, XP_013593709.1, XP_013600548.1	jg28239
OG0006697	XP_013595966.1, XP_013608868.1	jg28256
OG0006698	XP_013608607.1, XP_013593105.1	jg28259
OG0006700	XP_013633906.1, XP_013631726.1	jg20073
OG0006701	XP_013631794.1, XP_013626099.1, XP_013636782.1	jg20067
OG0006702	XP_013631610.1, XP_013621963.1, XP_013633551.1	jg20066
OG0006703	XP_013637136.1, XP_013626447.1	jg20040
OG0006704	XP_013627004.1	jg20032
OG0006705	XP_013625395.1, XP_013614730.1	jg20021
OG0006706	XP_013633593.1, XP_013631890.1	jg19997
OG0006707	XP_013636404.1, XP_013635227.1	jg19977
OG0006708	XP_013632041.1, XP_013628909.1	jg19963
OG0006709	XP_013622463.1, XP_013596105.1, XP_013631253.1	jg19961
OG0006710	XP_013634379.1	jg19935
OG0006711	XP_013623642.1, XP_013634923.1, XP_013631901.1	jg19910
OG0006712	XP_013621967.1, XP_013632158.1	jg19873
OG0006713	XP_013637574.1, XP_013637218.1	jg19862
OG0006714	XP_013634052.1, XP_013626007.1, XP_013634433.1	jg19861
OG0006715	XP_013627332.1, XP_013634634.1, XP_013635084.1	jg19835
OG0006716	XP_013627944.1, XP_013635433.1, XP_013635567.1, XP_013635381.1	jg19784
OG0006717	XP_013628876.1, XP_013631534.1	jg19743
OG0006718	XP_013636821.1, XP_013629970.1	jg19714
OG0006719	XP_013636590.1, XP_013637104.1, XP_013628496.1	jg19709
OG0006720	XP_013628501.1	jg19702, jg19703
OG0006721	XP_013626883.1, XP_013634671.1	jg19701
OG0006722	XP_013634241.1, XP_013633605.1, XP_013622191.1	jg19664
OG0006723	XP_013631313.1, XP_013626201.1	jg19638
OG0006724	XP_013631687.1	jg19605
OG0006725	XP_013631156.1, XP_013630259.1	jg19565
OG0006726	XP_013634765.1	jg19543
OG0006727	XP_013632174.1, XP_013633734.1	jg19529
OG0006728	XP_013621817.1, XP_013635205.1, XP_013634896.1	jg19437
OG0006729	XP_013637379.1, XP_013629510.1	jg19428
OG0006730	XP_013634228.1, XP_013622285.1, XP_013634086.1	jg19411
OG0006731	XP_013634674.1, XP_013623211.1	jg19407, jg19409
OG0006732	XP_013594262.1, XP_013606569.1, XP_013618226.1	jg20351
OG0006733	XP_013628818.1, XP_013617739.1	jg9046
OG0006734	XP_013585999.1, XP_013628531.1	jg23995
OG0006735	XP_013612054.1, XP_013620914.1	jg22245, jg22249
OG0006736	XP_013628902.1, XP_013634627.1	jg24050
OG0006737	XP_013633294.1, XP_013630062.1	jg24086
OG0006738	XP_013622559.1, XP_013584977.1	jg24107
OG0006739	XP_013584985.1, XP_013626422.1	jg24110
OG0006740	XP_013636103.1, XP_013584096.1	jg24139
OG0006741	XP_013630743.1, XP_013586899.1	jg24180
OG0006742	XP_013637778.1, XP_013625244.1	jg24207
OG0006743	XP_013586547.1, XP_013637947.1, XP_013630487.1	jg24225
OG0006744	XP_013612246.1, XP_013622859.1	jg24234
OG0006745	XP_013622086.1, XP_013587401.1	jg24316
OG0006746	XP_013588533.1, XP_013583696.1	jg24431
OG0006747	XP_013584377.1, XP_013586202.1	jg24434
OG0006748	XP_013584404.1, XP_013608639.1	jg24455
OG0006749	XP_013638598.1, XP_013630781.1	jg24464
OG0006750	XP_013595328.1, XP_013637735.1, XP_013623142.1	jg31223
OG0006751	XP_013584710.1	jg24528
OG0006752	XP_013583351.1, XP_013638755.1	jg24529
OG0006753	XP_013622977.1, XP_013583711.1	jg24628
OG0006754	XP_013638899.1, XP_013618634.1, XP_013627543.1	jg24637
OG0006755	XP_013593503.1, XP_013627539.1	jg24678
OG0006756	XP_013587238.1, XP_013622282.1	jg24685
OG0006757	XP_013629858.1	jg24687
OG0006758	XP_013583586.1	jg24691
OG0006759	XP_013585387.1, XP_013624148.1, XP_013623017.1	jg24695
OG0006760	XP_013583897.1, XP_013626406.1	jg24706
OG0006761	XP_013587655.1	jg24715
OG0006762	XP_013639383.1, XP_013584589.1	jg24733
OG0006763	XP_013618780.1, XP_013587146.1	jg24736
OG0006764	XP_013587147.1, XP_013628957.1, XP_013619033.1	jg24737
OG0006765	XP_013617186.1, XP_013629912.1	jg24797
OG0006766	XP_013584078.1, XP_013615519.1, XP_013617701.1	jg24816
OG0006767	XP_013587363.1, XP_013625744.1	jg24837
OG0006768	XP_013634920.1, XP_013586118.1	jg24826
OG0006769	XP_013594322.1, XP_013627627.1	jg24852
OG0006770	XP_013583548.1, XP_013625871.1	jg24935
OG0006771	XP_013585870.1, XP_013616281.1	jg25095
OG0006772	XP_013583911.1, XP_013637291.1	jg25037
OG0006773	XP_013587545.1, XP_013587237.1	jg25051
OG0006774	XP_013587544.1	jg25052
OG0006775	XP_013617403.1, XP_013587090.1	jg25092
OG0006776	XP_013585715.1, XP_013586544.1, XP_013628152.1	jg25112
OG0006777	XP_013585714.1, XP_013628144.1	jg25113
OG0006778	XP_013594801.1, XP_013585712.1	jg25116
OG0006779	XP_013626950.1, XP_013639028.1	jg25125
OG0006780	XP_013625392.1	jg25126
OG0006781	XP_013626969.1, XP_013617118.1, XP_013586142.1	jg25175
OG0006782	XP_013583996.1	jg25204
OG0006783	XP_013586038.1, XP_013617148.1	jg25222
OG0006784	XP_013636485.1	jg25229
OG0006785	XP_013627414.1, XP_013611181.1, XP_013585182.1	jg25246
OG0006786	XP_013628244.1, XP_013638803.1	jg25264
OG0006788	XP_013587246.1, XP_013610829.1, XP_013627973.1	jg25355
OG0006789	XP_013620690.1, XP_013638908.1	jg25366
OG0006790	XP_013637862.1, XP_013621951.1	jg25397
OG0006792	XP_013625309.1, XP_013585112.1	jg25425
OG0006793	XP_013610606.1, XP_013625313.1	jg25427
OG0006794	XP_013587670.1, XP_013623026.1	jg25457
OG0006795	XP_013622621.1, XP_013586088.1	jg25475
OG0006796	XP_013583975.1, XP_013583372.1	jg25493
OG0006797	XP_013610979.1, XP_013628450.1	jg25509
OG0006798	XP_013586661.1, XP_013636589.1	jg25543
OG0006799	XP_013627477.1, XP_013585035.1	jg25575
OG0006800	XP_013637924.1, XP_013592115.1	jg25597
OG0006801	XP_013628682.1, XP_013587373.1	jg25629
OG0006802	XP_013629188.1, XP_013609945.1	jg25632
OG0006803	XP_013617085.1, XP_013586917.1	jg25666
OG0006804	XP_013609686.1, XP_013587106.1	jg25672
OG0006805	XP_013604526.1, XP_013585845.1	jg28738
OG0006806	XP_013620062.1, XP_013638302.1	jg25791
OG0006807	XP_013609422.1, XP_013586853.1	jg25813
OG0006808	XP_013613835.1	jg25846
OG0006809	XP_013627419.1, XP_013584603.1	jg25855
OG0006810	XP_013598195.1, XP_013620603.1	jg12075, jg12093
OG0006810	XP_013605432.1	jg11653
OG0006811	XP_013584738.1, XP_013588061.1	jg25862
OG0006812	XP_013638783.1, XP_013609341.1, XP_013609264.1	jg25863
OG0006813	XP_013584400.1, XP_013587335.1	jg25885
OG0006814	XP_013616476.1, XP_013638565.1	jg25902
OG0006815	XP_013583977.1, XP_013583266.1, XP_013635879.1	jg25936
OG0006816	XP_013608899.1, XP_013584935.1, XP_013636015.1	jg25943
OG0006817	XP_013628782.1, XP_013589211.1, XP_013614989.1	jg25971
OG0006818	XP_013608634.1, XP_013638126.1	jg25978
OG0006819	XP_013602074.1, XP_013638707.1	jg26009
OG0006820	XP_013637928.1, XP_013630446.1	jg26022
OG0006821	XP_013605387.1, XP_013587096.1	jg30412
OG0006822	XP_013614427.1, XP_013611277.1	jg26148
OG0006823	XP_013623391.1, XP_013638438.1	jg26151
OG0006824	XP_013632589.1, XP_013627985.1, XP_013585025.1	jg26189
OG0006825	XP_013629828.1	jg26212, jg16924
OG0006826	XP_013622067.1, XP_013637836.1, XP_013584062.1	jg26216
OG0006827	XP_013586675.1, XP_013622066.1	jg26217
OG0006828	XP_013587234.1, XP_013608124.1	jg26251, jg12323
OG0006829	XP_013587298.1	jg26261
OG0006830	XP_013607949.1, XP_013638861.1	jg26284
OG0006831	XP_013607942.1, XP_013638229.1	jg26301
OG0006832	XP_013600924.1, XP_013637914.1	jg29357
OG0006835	XP_013594375.1, XP_013597667.1, XP_013609577.1	jg21273
OG0006836	XP_013611946.1, XP_013597775.1, XP_013601654.1, XP_013620891.1	jg21244
OG0006837	XP_013598769.1, XP_013606721.1	jg26638
OG0006838	XP_013614599.1, XP_013584433.1	jg26515
OG0006839	XP_013607851.1	jg26467
OG0006840	XP_013584095.1, XP_013583854.1	jg26351
OG0006841	XP_013626237.1, XP_013597452.1, XP_013638191.1	jg9423
OG0006843	XP_013589940.1, XP_013620345.1	jg1798
OG0006844	XP_013588270.1, XP_013614528.1	jg1765
OG0006845	XP_013622669.1, XP_013612870.1	jg5718
OG0006846	XP_013630003.1, XP_013612526.1	jg5715
OG0006847	XP_013616842.1, XP_013605988.1	jg5690
OG0006848	XP_013625819.1, XP_013616847.1, XP_013609062.1	jg5671
OG0006849	XP_013620590.1	jg21569
OG0006850	XP_013597857.1, XP_013615999.1	jg6862
OG0006851	XP_013598268.1, XP_013612670.1, XP_013621089.1	jg21374
OG0006852	XP_013593998.1, XP_013637314.1	jg15168
OG0006853	XP_013603710.1	jg15135
OG0006854	XP_013605560.1, XP_013632026.1	jg15126
OG0006855	XP_013600832.1, XP_013633786.1	jg15121
OG0006856	XP_013636098.1, XP_013602936.1	jg15118
OG0006857	XP_013598320.1, XP_013614178.1, XP_013599560.1	jg26361
OG0006858	XP_013602299.1, XP_013592085.1	jg15033
OG0006859	XP_013599861.1, XP_013599221.1, XP_013618003.1	jg15026
OG0006860	XP_013604422.1	jg15012
OG0006861	XP_013595330.1, XP_013603216.1, XP_013617889.1	jg15010
OG0006862	XP_013584685.1, XP_013627208.1	jg28453
OG0006864	XP_013600183.1, XP_013638107.1	jg28473
OG0006865	XP_013638062.1, XP_013602107.1	jg28511
OG0006866	XP_013638398.1	jg28533
OG0006867	XP_013602195.1, XP_013625766.1, XP_013632394.1	jg28550
OG0006868	XP_013584788.1, XP_013602889.1	jg28604
OG0006869	XP_013600962.1, XP_013603061.1	jg10967
OG0006870	XP_013584635.1, XP_013603236.1, XP_013600929.1	jg28619
OG0006871	XP_013603097.1, XP_013584177.1	jg28703
OG0006872	XP_013600976.1, XP_013587165.1	jg28745
OG0006873	XP_013629832.1, XP_013596611.1	jg27600
OG0006874	XP_013602348.1, XP_013583980.1	jg28779
OG0006875	XP_013604065.1, XP_013639098.1, XP_013601889.1	jg28788
OG0006876	XP_013638521.1	jg28798
OG0006877	XP_013613815.1, XP_013629952.1	jg14254
OG0006878	XP_013605323.1, XP_013590787.1	jg28818
OG0006879	XP_013586837.1, XP_013605558.1	jg28844
OG0006880	XP_013583672.1	jg28861
OG0006882	XP_013602452.1, XP_013584065.1	jg28956
OG0006883	XP_013605894.1, XP_013584037.1	jg28959
OG0006884	XP_013604652.1, XP_013585925.1	jg28999
OG0006885	XP_013585787.1, XP_013602213.1	jg29007
OG0006886	XP_013583537.1, XP_013602657.1	jg29030
OG0006887	XP_013586185.1, XP_013604592.1	jg29047
OG0006888	XP_013603268.1, XP_013603019.1, XP_013584752.1	jg29051
OG0006889	XP_013603037.1, XP_013599458.1	jg10041, jg10039
OG0006890	XP_013615681.1, XP_013584892.1, XP_013585211.1	jg29170
OG0006891	XP_013602042.1, XP_013600030.1	jg12050
OG0006892	XP_013587539.1, XP_013599634.1	jg29191
OG0006893	XP_013601993.1, XP_013586962.1	jg29199
OG0006894	XP_013586152.1, XP_013600329.1	jg29211
OG0006895	XP_013605036.1, XP_013585596.1	jg29241
OG0006896	XP_013605061.1, XP_013600281.1	jg29251
OG0006897	XP_013604826.1	jg29256
OG0006898	XP_013638317.1, XP_013603371.1	jg29272
OG0006899	XP_013604206.1, XP_013585593.1	jg29293
OG0006900	XP_013585675.1, XP_013602369.1	jg29344
OG0006901	XP_013637826.1, XP_013601858.1	jg29373
OG0006902	XP_013583758.1, XP_013603632.1, XP_013596878.1, XP_013601942.1	jg29391
OG0006903	XP_013585673.1, XP_013613190.1	jg1091
OG0006904	XP_013600366.1, XP_013638094.1	jg29442
OG0006905	XP_013603381.1, XP_013585039.1	jg29481
OG0006906	XP_013604045.1, XP_013585167.1	jg29512
OG0006907	XP_013583501.1	jg29531
OG0006908	XP_013600778.1, XP_013601930.1	jg29535
OG0006909	XP_013583512.1	jg29537
OG0006910	XP_013601928.1, XP_013583500.1	jg29542, jg29544
OG0006911	XP_013601947.1	jg29553, jg29554
OG0006912	XP_013601451.1, XP_013602661.1, XP_013600349.1	jg29599
OG0006913	XP_013602463.1, XP_013604106.1, XP_013585395.1	jg29605
OG0006914	XP_013605104.1, XP_013583840.1	jg29615
OG0006915	XP_013599967.1, XP_013603819.1	jg29617
OG0006916	XP_013600105.1, XP_013604386.1	jg29654
OG0006917	XP_013602769.1, XP_013584293.1	jg29669
OG0006918	XP_013599933.1, XP_013583874.1	jg29685
OG0006919	XP_013606689.1	jg8223
OG0006920	XP_013603319.1	jg29713
OG0006921	XP_013601054.1, XP_013602950.1	jg29753
OG0006922	XP_013601051.1, XP_013583602.1, XP_013585765.1	jg29760
OG0006923	XP_013639051.1, XP_013602674.1	jg29837
OG0006924	XP_013599695.1, XP_013599899.1	jg29857
OG0006925	XP_013605556.1, XP_013605012.1, XP_013584466.1	jg29859
OG0006926	XP_013600595.1, XP_013604490.1, XP_013587047.1	jg29865
OG0006927	XP_013604846.1, XP_013586392.1	jg29912
OG0006929	XP_013639225.1, XP_013585196.1, XP_013615245.1	jg29965
OG0006930	XP_013604415.1, XP_013638631.1	jg29966
OG0006931	XP_013585093.1, XP_013602400.1	jg29995
OG0006932	XP_013638344.1, XP_013602799.1	jg30009
OG0006933	XP_013603430.1, XP_013603368.1, XP_013584671.1	jg30022
OG0006934	XP_013601487.1, XP_013602543.1	jg30031
OG0006935	XP_013602005.1, XP_013604530.1	jg30068
OG0006936	XP_013586237.1, XP_013605860.1	jg30072
OG0006937	XP_013585954.1	jg30502, jg30090
OG0006938	XP_013599648.1, XP_013604597.1	jg30107
OG0006939	XP_013613454.1, XP_013606424.1	jg13566
OG0006940	XP_013586868.1, XP_013602646.1	jg30203, jg30191
OG0006941	XP_013638179.1	jg30209
OG0006942	XP_013603014.1, XP_013583715.1, XP_013603065.1	jg30242
OG0006943	XP_013603768.1, XP_013605917.1	jg30259
OG0006944	XP_013600319.1, XP_013638435.1	jg30288
OG0006945	XP_013600681.1	jg30294
