Orthogroup	Brassica_oleracea	Capsella_rubella
OG0006872	XP_013600976.1, XP_013587165.1	XP_006306530.1
OG0006873	XP_013629832.1, XP_013596611.1	XP_006299551.1
OG0006874	XP_013602348.1, XP_013583980.1	XP_006304991.2
OG0006875	XP_013604065.1, XP_013639098.1, XP_013601889.1	XP_023645916.1
OG0006876	XP_013638521.1	XP_006305438.1
OG0006877	XP_013613815.1, XP_013629952.1	XP_006292041.1
OG0006878	XP_013605323.1, XP_013590787.1	XP_023644965.1
OG0006879	XP_013586837.1, XP_013605558.1	XP_006306927.1
OG0006880	XP_013583672.1	XP_006305430.2
OG0006882	XP_013602452.1, XP_013584065.1	XP_006306294.1
OG0006883	XP_013605894.1, XP_013584037.1	XP_006306469.1
OG0006884	XP_013604652.1, XP_013585925.1	XP_023644927.1
OG0006885	XP_013585787.1, XP_013602213.1	XP_006306182.1
OG0006886	XP_013583537.1, XP_013602657.1	XP_006304582.1
OG0006887	XP_013586185.1, XP_013604592.1	XP_006306669.1
OG0006888	XP_013603268.1, XP_013603019.1, XP_013584752.1	XP_006306409.1
OG0006889	XP_013603037.1, XP_013599458.1	XP_006285371.1
OG0006890	XP_013615681.1, XP_013584892.1, XP_013585211.1	XP_006303231.1
OG0006892	XP_013587539.1, XP_013599634.1	XP_006305247.1
OG0006893	XP_013601993.1, XP_013586962.1	XP_006305148.1
OG0006894	XP_013586152.1, XP_013600329.1	XP_006304289.1
OG0006895	XP_013605036.1, XP_013585596.1	XP_023644669.1
OG0006896	XP_013605061.1, XP_013600281.1	XP_006306754.2
OG0006897	XP_013604826.1	XP_023644972.1, XP_023644973.1
OG0006898	XP_013638317.1, XP_013603371.1	XP_006303256.1
OG0006899	XP_013604206.1, XP_013585593.1	XP_006305687.1
OG0006900	XP_013585675.1, XP_013602369.1	XP_006305720.1
OG0006901	XP_013637826.1, XP_013601858.1	XP_006307275.1
OG0006902	XP_013583758.1, XP_013603632.1, XP_013596878.1, XP_013601942.1	XP_006304245.1
OG0006903	XP_013585673.1, XP_013613190.1	XP_006302693.1
OG0006904	XP_013600366.1, XP_013638094.1	XP_023644774.1
OG0006905	XP_013603381.1, XP_013585039.1	XP_006304259.1
OG0006906	XP_013604045.1, XP_013585167.1	XP_006303554.1
OG0006907	XP_013583501.1	XP_006307556.1
OG0006908	XP_013600778.1, XP_013601930.1	XP_006304047.1
OG0006909	XP_013583512.1	XP_006305358.1
OG0006910	XP_013601928.1, XP_013583500.1	XP_006307247.1
OG0006911	XP_013601947.1	XP_006304884.2
OG0006912	XP_013601451.1, XP_013602661.1, XP_013600349.1	XP_006307273.1
OG0006913	XP_013602463.1, XP_013604106.1, XP_013585395.1	XP_006306217.1
OG0006914	XP_013605104.1, XP_013583840.1	XP_006304774.1
OG0006915	XP_013599967.1, XP_013603819.1	XP_006304957.1
OG0006916	XP_013600105.1, XP_013604386.1	XP_006307075.1
OG0006917	XP_013602769.1, XP_013584293.1	XP_006305002.1
OG0006918	XP_013599933.1, XP_013583874.1	XP_006305499.1
OG0006919	XP_013606689.1	XP_006286453.1
OG0006920	XP_013603319.1	XP_023633148.1
OG0006921	XP_013601054.1, XP_013602950.1	XP_006306102.1
OG0006922	XP_013601051.1, XP_013583602.1, XP_013585765.1	XP_006303934.1
OG0006923	XP_013639051.1, XP_013602674.1	XP_006307257.1
OG0006924	XP_013599695.1, XP_013599899.1	XP_006307639.1
OG0006925	XP_013605556.1, XP_013605012.1, XP_013584466.1	XP_006306963.1
OG0006926	XP_013600595.1, XP_013604490.1, XP_013587047.1	XP_006303969.1
OG0006927	XP_013604846.1, XP_013586392.1	XP_006307552.1
OG0006929	XP_013639225.1, XP_013585196.1, XP_013615245.1	XP_006306626.1
OG0006930	XP_013604415.1, XP_013638631.1	XP_006307707.2
OG0006931	XP_013585093.1, XP_013602400.1	XP_006303368.1
OG0006932	XP_013638344.1, XP_013602799.1	XP_006305733.1
OG0006933	XP_013603430.1, XP_013603368.1, XP_013584671.1	XP_006305625.1
OG0006934	XP_013601487.1, XP_013602543.1	XP_006304045.2
OG0006935	XP_013602005.1, XP_013604530.1	XP_006306593.1
OG0006936	XP_013586237.1, XP_013605860.1	XP_006303285.1
OG0006937	XP_013585954.1	XP_006306900.2
OG0006938	XP_013599648.1, XP_013604597.1	XP_006307669.1
OG0006939	XP_013613454.1, XP_013606424.1	XP_023638072.1, XP_023638724.1
OG0006940	XP_013586868.1, XP_013602646.1	XP_006305740.1
OG0006941	XP_013638179.1	XP_006307037.2
OG0006942	XP_013603014.1, XP_013583715.1, XP_013603065.1	XP_006305593.1
OG0006943	XP_013603768.1, XP_013605917.1	XP_006305861.1
OG0006944	XP_013600319.1, XP_013638435.1	XP_006304112.1
OG0006945	XP_013600681.1	XP_006304882.1
OG0006946	XP_013619973.1	XP_006304496.1
OG0006947	XP_013613980.1, XP_013599887.1	XP_006306770.1
OG0006948	XP_013605931.1, XP_013613973.1	XP_006306902.1
OG0006949	XP_013603727.1, XP_013603420.1	XP_006303242.1
OG0006950	XP_013583795.1	XP_006305456.1
OG0006951	XP_013586527.1, XP_013600166.1	XP_006291271.1
OG0006952	XP_013602073.1, XP_013638867.1	XP_023632786.1
OG0006953	XP_013605255.1, XP_013600853.1, XP_013584426.1	XP_006304758.1
OG0006954	XP_013586633.1, XP_013605108.1	XP_006306645.1
OG0006955	XP_013585944.1, XP_013595940.1	XP_006304325.1
OG0006956	XP_013586512.1	XP_006306267.1
OG0006957	XP_013615075.1	XP_006304433.1
OG0006958	XP_013586031.1, XP_013597487.1, XP_013604512.1	XP_006306495.1
OG0006959	XP_013584211.1, XP_013615152.1	XP_023645538.1
OG0006960	XP_013639170.1, XP_013602660.1, XP_013595825.1	XP_006305382.1
OG0006961	XP_013596067.1, XP_013602778.1, XP_013584538.1	XP_006305547.1
OG0006962	XP_013587107.1	XP_006307400.1
OG0006963	XP_013638384.1	XP_006307452.1
OG0006964	XP_013595426.1, XP_013602520.1, XP_013584026.1	XP_006304209.1
OG0006965	XP_013603642.1, XP_013638141.1	XP_006307634.1
OG0006966	XP_013597070.1, XP_013603645.1, XP_013584119.1	XP_006303331.1
OG0006967	XP_013603581.1, XP_013597244.1, XP_013584890.1	XP_023632744.1
OG0006968	XP_013598951.1, XP_013621532.1	XP_006279912.1
OG0006969	XP_013622804.1, XP_013587714.1, XP_013639202.1	XP_006285415.1
OG0006970	XP_013591359.1, XP_013589845.1	XP_006302855.1
OG0006971	XP_013592825.1	XP_023642977.1, XP_006301610.2
OG0006972	XP_013591627.1, XP_013620450.1	XP_006300583.1
OG0006973	XP_013591016.1, XP_013619392.1, XP_013590545.1	XP_006303019.1
OG0006974	XP_013594253.1, XP_013603291.1, XP_013623383.1	XP_006283265.1
OG0006975	XP_013596094.1, XP_013591827.1	XP_023634790.1
OG0006976	XP_013594548.1, XP_013597268.1	XP_006299270.2, XP_006299582.1
OG0006977	XP_013613894.1, XP_013608699.1	XP_006300849.1
OG0006978	XP_013609898.1	XP_006301753.1
OG0006979	XP_013610475.1, XP_013635339.1, XP_013610181.1	XP_006301856.1
OG0006980	XP_013637406.1, XP_013611428.1	XP_006301659.2
OG0006981	XP_013583687.1, XP_013612821.1	XP_006300468.1
OG0006982	XP_013600405.1	XP_006302586.1
OG0006983	XP_013593175.1, XP_013637967.1	XP_006305784.1
OG0006984	XP_013609456.1, XP_013586239.1	XP_023643862.1
OG0006985	XP_013623245.1	XP_006302267.1, XP_023643182.1
OG0006986	XP_013605075.1, XP_013611047.1	XP_023643805.1
OG0006987	XP_013611718.1, XP_013612333.1	XP_006300405.1
OG0006988	XP_013606972.1	XP_006300425.1
OG0006989	XP_013608611.1, XP_013608610.1, XP_013607671.1	XP_006302733.1
OG0006990	XP_013592244.1, XP_013592344.1	XP_006282859.1
OG0006991	XP_013617687.1, XP_013596941.1	XP_006282042.1
OG0006992	XP_013606636.1, XP_013616028.1, XP_013595432.1	XP_006281627.1
OG0006993	XP_013598766.1, XP_013616391.1	XP_006282214.1
OG0006994	XP_013607197.1, XP_013616537.1, XP_013598228.1	XP_006281644.1
OG0006995	XP_013611132.1, XP_013620411.1	XP_006282223.1
OG0006996	XP_013620712.1, XP_013598123.1	XP_023637083.1
OG0006997	XP_013593085.1	XP_006281837.1
OG0006998	XP_013613053.1, XP_013622914.1	XP_006287564.1
OG0006999	XP_013600254.1, XP_013630725.1	XP_006284173.1
OG0007000	XP_013595346.1, XP_013637426.1	XP_006284462.1
OG0007001	XP_013585074.1, XP_013603721.1	XP_006306405.1
OG0007002	XP_013599936.1	XP_006303468.1
OG0007003	XP_013616056.1, XP_013592293.1	XP_023642833.1
OG0007004	XP_013588412.1, XP_013592294.1	XP_006300328.1
OG0007005	XP_013591658.1, XP_013616410.1, XP_013589736.1	XP_006300491.1
OG0007006	XP_013630517.1, XP_013604089.1	XP_023634407.1
OG0007007	XP_013592919.1, XP_013622401.1	XP_006283456.1
OG0007008	XP_013621880.1, XP_013599169.1, XP_013617665.1	XP_006285580.1
OG0007009	XP_013599253.1, XP_013628354.1, XP_013597742.1	XP_006282536.1
OG0007010	XP_013583309.1, XP_013596554.1, XP_013626266.1	XP_006284053.2
OG0007011	XP_013626908.1	XP_006284157.1
OG0007012	XP_013593591.1, XP_013635747.1	XP_006284261.1
OG0007013	XP_013619798.1, XP_013592941.1	XP_023634614.1
OG0007014	XP_013622063.1, XP_013627200.1	XP_006286073.1
OG0007015	XP_013628222.1, XP_013583356.1	XP_006283961.1
OG0007016	XP_013604871.1, XP_013621706.1	XP_006282585.2
OG0007017	XP_013601841.1	XP_006284152.1
OG0007018	XP_013593037.1, XP_013630452.1	XP_023634546.1
OG0007019	XP_013599016.1	XP_023634462.1
OG0007020	XP_013598032.1	XP_006283732.1
OG0007021	XP_013621762.1, XP_013597625.1	XP_023635449.1
OG0007022	XP_013597329.1, XP_013626126.1	XP_006284101.1
OG0007023	XP_013593000.1	XP_006282468.1
OG0007024	XP_013606324.1	XP_006302674.1
OG0007025	XP_013625424.1, XP_013616383.1	XP_006286414.1, XP_006283890.1
OG0007027	XP_013636375.1, XP_013598160.1	XP_006284274.1
OG0007028	XP_013623558.1	XP_006283418.1
OG0007029	XP_013589112.1, XP_013597148.1, XP_013627821.1	XP_006282478.1
OG0007030	XP_013595808.1, XP_013625402.1, XP_013619600.1	XP_006284292.2
OG0007031	XP_013614690.1, XP_013616422.1, XP_013600266.1	XP_006283157.1
OG0007033	XP_013595724.1, XP_013584380.1	XP_006284395.2
OG0007034	XP_013630150.1, XP_013603754.1, XP_013598216.1	XP_023634921.1
OG0007035	XP_013633188.1, XP_013622645.1, XP_013595912.1	XP_006283989.1
OG0007036	XP_013623038.1, XP_013613181.1	XP_006283764.1
OG0007037	XP_013626957.1, XP_013638596.1, XP_013596164.1	XP_006282817.1
OG0007038	XP_013634638.1	XP_006293522.1
OG0007039	XP_013604828.1, XP_013636805.1	XP_006293368.1
OG0007040	XP_013626330.1, XP_013601710.1	XP_006286081.1
OG0007041	XP_013625591.1, XP_013636715.1	XP_006284473.1
OG0007042	XP_013626615.1, XP_013628125.1	XP_006284796.1
OG0007043	XP_013612958.1, XP_013622533.1	XP_006300115.1
OG0007044	XP_013595464.1	XP_006284113.1
OG0007045	XP_013607695.1, XP_013599357.1	XP_006283689.1
OG0007046	XP_013599343.1, XP_013630579.1	XP_006283921.1
OG0007047	XP_013584272.1, XP_013639799.1, XP_013598699.1	XP_023633721.1
OG0007048	XP_013596741.1, XP_013626678.1, XP_013586190.1	XP_023634395.1
OG0007049	XP_013595278.1	XP_006283036.1
OG0007050	XP_013595319.1, XP_013627702.1	XP_006284441.1
OG0007051	XP_013606026.1	XP_006282718.1
OG0007052	XP_013593962.1	XP_006283713.1
OG0007053	XP_013596528.1, XP_013589951.1	XP_006284442.1
OG0007054	XP_013590380.1, XP_013628126.1, XP_013596833.1	XP_006285612.1
OG0007055	XP_013628165.1, XP_013597445.1	XP_006282988.1
OG0007056	XP_013622531.1, XP_013593137.1	XP_006285718.1
OG0007057	XP_013598392.1	XP_006285443.1
OG0007058	XP_013584561.1, XP_013598183.1, XP_013626182.1	XP_023634240.1
OG0007059	XP_013621878.1, XP_013599394.1, XP_013607295.1	XP_006286217.1
OG0007060	XP_013629380.1, XP_013606666.1, XP_013598704.1	XP_006297629.1
OG0007061	XP_013593817.1, XP_013615652.1	XP_006297061.1
OG0007062	XP_013591152.1, XP_013588808.1	XP_006301468.2
OG0007063	XP_013590358.1, XP_013591133.1	XP_006302701.1
OG0007064	XP_013590705.1, XP_013617213.1, XP_013619249.1	XP_006301256.1
OG0007065	XP_013597000.1, XP_013587101.1	XP_006304946.1
OG0007066	XP_013586908.1, XP_013600538.1	XP_006306890.1
OG0007067	XP_013584289.1	XP_006307102.1
OG0007068	XP_013626165.1	XP_006294756.1
OG0007069	XP_013623623.1, XP_013610383.1	XP_006287451.1
OG0007070	XP_013610495.1, XP_013614056.1	XP_006288169.1
OG0007071	XP_013629931.1, XP_013612362.1	XP_006288366.1
OG0007072	XP_013611708.1	XP_006287527.1
OG0007073	XP_013626331.1, XP_013619800.1	XP_006289538.2
OG0007074	XP_013611288.1	XP_006286999.1
OG0007075	XP_013628269.1, XP_013620120.1	XP_023636202.1
OG0007076	XP_013619585.1, XP_013610225.1	XP_006288584.1
OG0007077	XP_013611182.1, XP_013603412.1	XP_006288414.1
OG0007078	XP_013627462.1	XP_006296024.1, XP_006296064.2
OG0007079	XP_013628538.1, XP_013585637.1	XP_023633237.1
OG0007080	XP_013598449.1	XP_006283057.1
OG0007081	XP_013603866.1, XP_013589561.1, XP_013596598.1	XP_006282662.2
OG0007082	XP_013604211.1, XP_013639081.1	XP_023645619.1
OG0007084	XP_013603791.1, XP_013585280.1, XP_013603995.1	XP_006306493.1
OG0007085	XP_013601497.1, XP_013584795.1	XP_006305422.2
OG0007086	XP_013637815.1	XP_023632769.1
OG0007087	XP_013585812.1, XP_013627232.1	XP_023632863.1, XP_006307570.1
OG0007088	XP_013584301.1, XP_013622481.1, XP_013596999.1	XP_006303472.1
OG0007089	XP_013638297.1, XP_013625894.1	XP_006305552.1
OG0007090	XP_013638953.1, XP_013595671.1, XP_013625892.1	XP_023645443.1
OG0007093	XP_013590783.1, XP_013615762.1, XP_013590809.1, XP_013617229.1	XP_006302634.1
OG0007095	XP_013597453.1	XP_023641966.1
OG0007096	XP_013617717.1, XP_013620234.1, XP_013620233.1	XP_023638019.1
OG0007097	XP_013609905.1, XP_013596362.1	XP_006292736.1
OG0007098	XP_013606308.1, XP_013616412.1, XP_013593209.1	XP_006291705.1
OG0007099	XP_013610595.1, XP_013596539.1, XP_013619387.1	XP_006292203.1
OG0007100	XP_013627867.1	XP_006292907.1
OG0007101	XP_013624661.1	XP_023638993.1
OG0007102	XP_013600833.1, XP_013633788.1	XP_023639224.1
OG0007103	XP_013605508.1, XP_013591858.1	XP_023638546.1
OG0007105	XP_013616843.1, XP_013622850.1	XP_006287665.1
OG0007106	XP_013617890.1	XP_006289762.1
OG0007107	XP_013627597.1	XP_006289428.1, XP_023637439.1
OG0007108	XP_013610234.1	XP_006286766.1
OG0007109	XP_013603646.1	XP_006285694.2
OG0007110	XP_013596493.1, XP_013585355.1	XP_006283906.1
OG0007112	XP_013597282.1, XP_013597115.1, XP_013626087.1	XP_023633847.1
OG0007113	XP_013609413.1	XP_023638912.1, XP_023639023.1, XP_023638801.1
OG0007115	XP_013616451.1, XP_013598992.1	XP_006281967.1
OG0007116	XP_013614012.1, XP_013593442.1	XP_006280509.1
OG0007119	XP_013617081.1	XP_023644662.1
OG0007128	XP_013636562.1	XP_006292742.2
OG0007129	XP_013593594.1	XP_006285853.1
OG0007130	XP_013616374.1, XP_013606478.1	XP_006280648.1
OG0007131	XP_013611065.1, XP_013628436.1	XP_006281023.1
OG0007132	XP_013603440.1, XP_013623328.1	XP_006291232.1
OG0007133	XP_013605760.1, XP_013622885.1	XP_006291423.2
OG0007134	XP_013626136.1	XP_006291469.2
OG0007135	XP_013617675.1, XP_013623014.1, XP_013622103.1	XP_006291383.1
OG0007136	XP_013591362.1, XP_013627321.1	XP_006292170.1
OG0007137	XP_013614724.1	XP_006291708.1
OG0007138	XP_013619291.1, XP_013595268.1	XP_023638132.1
OG0007139	XP_013623195.1	XP_006286015.1
OG0007140	XP_013599372.1, XP_013621679.1	XP_006291072.1
OG0007141	XP_013620901.1	XP_006290683.1
OG0007142	XP_013635315.1	XP_006295228.2
OG0007143	XP_013593092.1	XP_006279629.1
OG0007144	XP_013590826.1, XP_013620156.1	XP_023643765.1
OG0007145	XP_013615271.1, XP_013606088.1	XP_006288204.1
OG0007146	XP_013623055.1, XP_013609572.1	XP_006286395.1
OG0007147	XP_013618882.1, XP_013609222.1	XP_006286597.1
OG0007148	XP_013619663.1, XP_013610008.1, XP_013608410.1	XP_023636878.1
OG0007149	XP_013626927.1, XP_013610106.1	XP_006290189.1
OG0007150	XP_013609354.1, XP_013618301.1	XP_006288645.1
OG0007151	XP_013614385.1, XP_013612017.1	XP_006287246.1
OG0007152	XP_013610486.1, XP_013627095.1	XP_006286654.1
OG0007153	XP_013618404.1, XP_013607265.1	XP_006288141.1
OG0007154	XP_013621473.1, XP_013606214.1	XP_006287270.1
OG0007155	XP_013609729.1, XP_013629406.1	XP_006288060.1
OG0007156	XP_013629348.1, XP_013616808.1	XP_006289384.1
OG0007157	XP_013628191.1	XP_006288145.1
OG0007158	XP_013621330.1, XP_013611218.1	XP_023636472.1, XP_023643809.1
OG0007159	XP_013634964.1, XP_013631376.1	XP_006294200.1
OG0007160	XP_013606380.1, XP_013625161.1	XP_023637264.1
OG0007161	XP_013625170.1, XP_013618375.1	XP_006293389.1, XP_006288753.1
OG0007162	XP_013620472.1, XP_013611393.1	XP_023636219.1
OG0007163	XP_013621850.1, XP_013611396.1	XP_023636222.1
OG0007164	XP_013628551.1, XP_013618337.1	XP_006288945.1
OG0007165	XP_013620396.1, XP_013628668.1	XP_023637570.1
OG0007166	XP_013620461.1, XP_013628574.1	XP_006286932.1
OG0007167	XP_013618839.1, XP_013606182.1	XP_006287415.1
OG0007168	XP_013618669.1, XP_013625248.1	XP_006286392.1
OG0007169	XP_013632792.1, XP_013606202.1, XP_013630753.1	XP_006288419.1
OG0007170	XP_013610370.1, XP_013620503.1	XP_006288682.1
OG0007172	XP_013612416.1	XP_006289408.1
OG0007173	XP_013611467.1, XP_013630265.1	XP_006286546.1
OG0007174	XP_013611465.1, XP_013630264.1	XP_006287122.1
OG0007175	XP_013611512.1, XP_013622047.1	XP_006287113.1
OG0007176	XP_013619634.1, XP_013609603.1	XP_006289000.1
OG0007178	XP_013608452.1, XP_013623794.1, XP_013628015.1	XP_006286842.1
OG0007179	XP_013609604.1, XP_013628425.1	XP_006288429.2
OG0007180	XP_013628422.1	XP_006289410.1
OG0007181	XP_013622015.1	XP_023633385.1, XP_006287619.1
OG0007182	XP_013629517.1, XP_013612075.1	XP_006287010.1
OG0007183	XP_013620534.1, XP_013612875.1	XP_006287370.1
OG0007184	XP_013606785.1, XP_013621260.1	XP_006288473.1
OG0007185	XP_013623344.1, XP_013616206.1	XP_006289185.1
OG0007186	XP_013620725.1, XP_013612006.1	XP_023636987.1
OG0007187	XP_013611953.1, XP_013621045.1	XP_006286627.1
OG0007188	XP_013619813.1	XP_006281889.2
OG0007189	XP_013620307.1, XP_013609151.1	XP_006288001.1
OG0007190	XP_013611742.1, XP_013620309.1	XP_006289952.1
OG0007191	XP_013611741.1, XP_013625513.1	XP_006288037.1
OG0007192	XP_013611612.1, XP_013620238.1	XP_006286938.1
OG0007193	XP_013630169.1, XP_013611980.1	XP_023637729.1
OG0007194	XP_013627083.1	XP_023638928.1
OG0007195	XP_013609964.1	XP_006286397.1
OG0007196	XP_013605985.1, XP_013630224.1	XP_006287265.1
OG0007197	XP_013607375.1, XP_013620558.1	XP_006288792.1
OG0007198	XP_013611488.1, XP_013629064.1	XP_006287315.1
OG0007199	XP_013625182.1	XP_023636307.1
OG0007200	XP_013626618.1, XP_013610127.1	XP_006289173.1
OG0007201	XP_013597788.1	XP_023638995.1
OG0007202	XP_013625631.1	XP_006288828.1
OG0007203	XP_013623326.1, XP_013606803.1	XP_006288237.1
OG0007204	XP_013610733.1, XP_013616543.1, XP_013627404.1	XP_006289739.1
OG0007205	XP_013601844.1, XP_013598633.1	XP_023633958.1
OG0007206	XP_013618740.1, XP_013609097.1	XP_006288806.1
OG0007207	XP_013630796.1, XP_013611864.1	XP_006289898.1
OG0007208	XP_013610431.1, XP_013619001.1	XP_006289080.1
OG0007209	XP_013619333.1, XP_013596841.1	XP_006281224.1
OG0007210	XP_013612838.1, XP_013629128.1	XP_006289477.1
OG0007211	XP_013620996.1, XP_013609929.1	XP_006286402.1
OG0007212	XP_013625193.1, XP_013618729.1	XP_006288625.1
OG0007213	XP_013612272.1	XP_006288804.2
OG0007214	XP_013629585.1, XP_013613500.1	XP_023636208.1
OG0007215	XP_013606513.1, XP_013621919.1	XP_006288046.1
OG0007216	XP_013611502.1, XP_013619371.1, XP_013627049.1	XP_006289683.1
OG0007217	XP_013610218.1, XP_013618942.1	XP_006288927.1
OG0007218	XP_013629315.1, XP_013611208.1	XP_023637235.1
OG0007219	XP_013626621.1, XP_013611481.1	XP_023635989.1
OG0007220	XP_013606794.1, XP_013621571.1, XP_013630257.1	XP_006288561.1
OG0007221	XP_013612992.1, XP_013625634.1	XP_006287925.1
OG0007222	XP_013622922.1, XP_013606136.1	XP_023636353.1
OG0007223	XP_013621049.1, XP_013626176.1	XP_006289808.1
OG0007224	XP_013630651.1, XP_013616132.1	XP_006287436.1
OG0007225	XP_013621365.1, XP_013629795.1	XP_006286760.1
OG0007226	XP_013619777.1, XP_013613057.1	XP_006287030.2
OG0007227	XP_013628254.1	XP_006288367.1
OG0007228	XP_013636545.1, XP_013597704.1	XP_006284729.1
OG0007229	XP_013593845.1	XP_006283812.1
OG0007230	XP_013597149.1, XP_013599487.1	XP_023635579.1
OG0007231	XP_013636631.1, XP_013636587.1	XP_006293818.1
OG0007232	XP_013623675.1, XP_013635316.1	XP_023640225.1
OG0007233	XP_013614417.1, XP_013635055.1	XP_006294834.2
OG0007234	XP_013634548.1	XP_006294532.1
OG0007235	XP_013627366.1, XP_013626848.1	XP_023640674.1
OG0007237	XP_013633838.1, XP_013631408.1	XP_006295271.1
OG0007238	XP_013629417.1, XP_013636164.1	XP_006295762.1
OG0007239	XP_013634154.1, XP_013631440.1	XP_006294505.2
OG0007240	XP_013634157.1, XP_013635865.1	XP_006295257.1
OG0007241	XP_013628297.1, XP_013635861.1	XP_006296187.1
OG0007242	XP_013637309.1, XP_013627905.1	XP_006295654.1
OG0007243	XP_013637290.1, XP_013614500.1	XP_006294186.1
OG0007244	XP_013631062.1, XP_013615198.1	XP_006294561.1
OG0007245	XP_013633834.1, XP_013633853.1	XP_006295222.1
OG0007246	XP_013634911.1	XP_006296014.2
OG0007247	XP_013631913.1, XP_013631122.1	XP_006294390.1
OG0007248	XP_013637106.1, XP_013631128.1	XP_006293938.1
OG0007249	XP_013633315.1, XP_013623494.1, XP_013632673.1	XP_006294159.1
OG0007250	XP_013636380.1, XP_013634417.1	XP_006296397.1
OG0007251	XP_013614482.1, XP_013618558.1	XP_006286633.1
OG0007252	XP_013634552.1	XP_006295663.1
OG0007253	XP_013636512.1, XP_013635417.1	XP_023639373.1
OG0007254	XP_013631325.1, XP_013636346.1	XP_006293862.1
OG0007255	XP_013636723.1, XP_013630700.1	XP_006293717.1
OG0007256	XP_013632216.1, XP_013631722.1	XP_023640914.1
OG0007257	XP_013636349.1, XP_013633511.1	XP_006296307.1
OG0007258	XP_013625126.1	XP_023640657.1
OG0007259	XP_013635225.1, XP_013633345.1	XP_006296107.1
OG0007260	XP_013626947.1, XP_013634909.1, XP_013634644.1	XP_006296077.2
OG0007261	XP_013633346.1, XP_013627818.1	XP_023640688.1
OG0007262	XP_013634637.1, XP_013626279.1	XP_006295126.1
OG0007263	XP_013629164.1, XP_013636959.1	XP_023639632.1
OG0007265	XP_013629996.1	XP_006293722.2
OG0007266	XP_013630625.1	XP_023640946.1
OG0007267	XP_013630768.1, XP_013637046.1	XP_023640272.1
OG0007268	XP_013636696.1, XP_013634537.1	XP_006293609.1
OG0007269	XP_013629861.1, XP_013637063.1	XP_006293864.1
OG0007270	XP_013633359.1	XP_023640589.1
OG0007271	XP_013594273.1	XP_006280646.2
OG0007272	XP_013616661.1, XP_013599405.1	XP_006279640.1
OG0007273	XP_013638033.1	XP_006285766.1
OG0007274	XP_013594054.1, XP_013599727.1	XP_006283834.1
OG0007275	XP_013593102.1	XP_006283622.1
OG0007276	XP_013617964.1	XP_006284146.1
OG0007277	XP_013602507.1	XP_006303444.2
OG0007278	XP_013586446.1, XP_013599787.1	XP_006304043.2
OG0007279	XP_013592811.1, XP_013605542.1	XP_006304997.2
OG0007280	XP_013592331.1, XP_013605232.1	XP_023644988.1
OG0007281	XP_013605230.1, XP_013592330.1	XP_006307222.1
OG0007282	XP_013637901.1, XP_013593953.1	XP_023633097.1
OG0007283	XP_013629288.1	XP_006304864.2
OG0007284	XP_013598795.1, XP_013613550.1	XP_023644745.1
OG0007285	XP_013584723.1, XP_013593614.1, XP_013623583.1	XP_006304607.1
OG0007286	XP_013625549.1	XP_006307426.2, XP_023640936.1
OG0007287	XP_013592934.1	XP_023645783.1
OG0007288	XP_013587349.1, XP_013629954.1	XP_006307623.1
OG0007289	XP_013594058.1, XP_013622254.1	XP_023645588.1
OG0007290	XP_013622521.1, XP_013584314.1	XP_023645719.1
OG0007291	XP_013639473.1, XP_013594623.1	XP_023632917.1
OG0007292	XP_013594192.1, XP_013584876.1, XP_013623507.1	XP_006305258.1
OG0007293	XP_013623182.1, XP_013638085.1	XP_006306777.1
OG0007294	XP_013625441.1, XP_013589298.1, XP_013585049.1	XP_023644924.1
OG0007295	XP_013638361.1, XP_013628872.1	XP_006306879.1
OG0007296	XP_013630279.1, XP_013598469.1	XP_006306671.2
OG0007297	XP_013587486.1	XP_006306764.1
OG0007299	XP_013594239.1, XP_013638161.1	XP_006307230.1
OG0007300	XP_013619901.1, XP_013584839.1, XP_013596862.1	XP_006303512.1
OG0007301	XP_013584342.1, XP_013596013.1, XP_013613861.1	XP_006303442.1
OG0007302	XP_013619285.1, XP_013596776.1	XP_006303652.1
OG0007303	XP_013586699.1	XP_006305838.2, XP_006306664.1
OG0007304	XP_013604032.1, XP_013638904.1	XP_006305056.1
OG0007305	XP_013604878.1, XP_013584070.1	XP_023645562.1
OG0007306	XP_013631381.1, XP_013585888.1	XP_023632928.1
OG0007307	XP_013585887.1	XP_006303981.1
OG0007308	XP_013602905.1, XP_013584317.1	XP_006303176.1
OG0007309	XP_013587706.1, XP_013613867.1	XP_006307698.1
OG0007310	XP_013638047.1, XP_013638505.1	XP_006305496.1
OG0007311	XP_013586227.1, XP_013586299.1	XP_006307023.1
OG0007312	XP_013620884.1, XP_013598456.1	XP_006290253.1
OG0007313	XP_013596609.1, XP_013618767.1	XP_006291795.1
OG0007314	XP_013612000.1, XP_013594068.1	XP_023637839.1
OG0007315	XP_013609687.1, XP_013597731.1	XP_006291078.1
OG0007316	XP_013596079.1, XP_013616663.1, XP_013616172.1	XP_006290926.1
OG0007317	XP_013606084.1, XP_013621021.1	XP_006280348.1
OG0007318	XP_013608800.1, XP_013593514.1	XP_006280438.2
OG0007319	XP_013597621.1, XP_013615073.1, XP_013609606.1	XP_006280866.1
OG0007320	XP_013618145.1, XP_013606189.1	XP_023636839.1
OG0007321	XP_013615832.1, XP_013594109.1	XP_006284345.1
OG0007322	XP_013612677.1, XP_013593021.1	XP_023644482.1
OG0007323	XP_013629013.1, XP_013611140.1	XP_006279944.1
