Orthogroup	Brassica_oleracea	Arabidopsis_lyrata_NCBI
OG0009013	XP_013612066.1, XP_013621247.1	XP_020866733.1
OG0009014	XP_013609063.1	XP_002866189.1
OG0009015	XP_013621383.1	XP_020874557.1, XP_020888380.1
OG0009016	XP_013607405.1, XP_013618238.1	XP_002866175.1
OG0009017	XP_013628974.1, XP_013608234.1, XP_013610238.1	XP_002866170.1
OG0009018	XP_013609825.1, XP_013626270.1	XP_002864483.1
OG0009019	XP_013612635.1, XP_013616569.1	XP_020868651.1
OG0009020	XP_013607117.1, XP_013628291.1	XP_020888728.1
OG0009022	XP_013618441.1, XP_013608228.1, XP_013629536.1	XP_002866155.1
OG0009023	XP_013630082.1, XP_013613016.1	XP_002866138.1
OG0009024	XP_013621991.1, XP_013611622.1	XP_020871324.1
OG0009025	XP_013612905.1	XP_002864442.1, XP_020872433.1
OG0009026	XP_013606606.1, XP_013629715.1	XP_002864444.1
OG0009027	XP_013625622.1, XP_013606338.1	XP_020871165.1
OG0009028	XP_013612030.1	XP_020874772.1, XP_002864418.1
OG0009029	XP_013612637.1, XP_013627084.1	XP_002864415.1
OG0009030	XP_013625347.1, XP_013609180.1	XP_002864403.1
OG0009031	XP_013618419.1, XP_013606930.1	XP_020871114.1
OG0009032	XP_013611773.1	XP_020871595.1
OG0009033	XP_013612505.1	XP_002864397.1
OG0009034	XP_013612322.1, XP_013626415.1	XP_002866082.1
OG0009035	XP_013620128.1, XP_013610795.1	XP_002864378.1
OG0009036	XP_013613058.1, XP_013621457.1	XP_002866077.1
OG0009037	XP_013615901.1, XP_013611803.1	XP_020883492.1
OG0009038	XP_013628930.1, XP_013608906.1	XP_002864367.1
OG0009039	XP_013627593.1, XP_013603661.1	XP_002875971.1
OG0009040	XP_013600116.1, XP_013630785.1	XP_020881478.1
OG0009041	XP_013629771.1, XP_013603994.1	XP_002875957.1
OG0009042	XP_013626555.1, XP_013603677.1	XP_002875940.1
OG0009043	XP_013599477.1	XP_020879990.1
OG0009044	XP_013590262.1	XP_020879730.1
OG0009045	XP_013597611.1	XP_020881401.1
OG0009046	XP_013612739.1, XP_013630153.1	XP_002866029.2
OG0009047	XP_013620569.1	XP_002864323.1
OG0009048	XP_013620692.1	XP_020877043.1
OG0009049	XP_013607199.1	XP_020879176.1
OG0009050	XP_013636157.1	XP_020885042.1
OG0009051	XP_013609790.1, XP_013619263.1	XP_002871269.1
OG0009052	XP_013601205.1	XP_002870439.2
OG0009053	XP_013611834.1	XP_002887871.1
OG0009054	XP_013609185.1, XP_013623649.1	XP_020878979.1
OG0009055	XP_013621493.1	XP_020878472.1
OG0009056	XP_013629552.1, XP_013613216.1	XP_002873256.1
OG0009057	XP_013612661.1	XP_002871218.1
OG0009058	XP_013627298.1, XP_013607415.1	XP_020877584.1
OG0009059	XP_013628241.1, XP_013609500.1	XP_020876020.1
OG0009060	XP_013616835.1, XP_013621916.1	XP_020879256.1
OG0009061	XP_013616837.1	XP_020879257.1
OG0009062	XP_013584751.1, XP_013596622.1	XP_002893431.2
OG0009063	XP_013627963.1, XP_013610723.1	XP_020876035.1
OG0009064	XP_013638388.1	XP_002890701.2
OG0009065	XP_013627463.1, XP_013609297.1	XP_002873233.1
OG0009066	XP_013625969.1, XP_013621420.1	XP_020876037.1
OG0009067	XP_013619525.1, XP_013610643.1	XP_002871179.1
OG0009068	XP_013611521.1, XP_013616087.1	XP_002873219.1
OG0009069	XP_013620519.1	XP_020876017.1
OG0009070	XP_013628952.1	XP_020875932.1
OG0009071	XP_013618892.1, XP_013609289.1	XP_002871156.1
OG0009072	XP_013619679.1, XP_013609295.1	XP_002871148.1
OG0009073	XP_013628466.1, XP_013612929.1	XP_020875957.1
OG0009074	XP_013628465.1, XP_013612928.1	XP_020875945.1
OG0009075	XP_013633739.1	XP_020882997.1
OG0009076	XP_013610138.1, XP_013627356.1	XP_002871133.1
OG0009077	XP_013612266.1	XP_002873180.1
OG0009078	XP_013616352.1, XP_013622397.1	XP_002873179.1
OG0009079	XP_013610399.1, XP_013626905.1	XP_020876040.1
OG0009080	XP_013607054.1, XP_013588592.1	XP_002871094.1
OG0009081	XP_013612971.1, XP_013608545.1	XP_020878102.1
OG0009082	XP_013623527.1, XP_013613218.1	XP_002871083.1
OG0009083	XP_013618152.1, XP_013613343.1	XP_020878499.1
OG0009084	XP_013611306.1, XP_013622257.1	XP_002872956.2
OG0009085	XP_013611668.1	XP_020877420.1
OG0009086	XP_013606306.1, XP_013613125.1	XP_002873124.1
OG0009087	XP_013621106.1, XP_013614450.1	XP_020878263.1
OG0009088	XP_013609779.1, XP_013626452.1	XP_002873114.1
OG0009089	XP_013612809.1, XP_013621873.1	XP_020878220.1
OG0009090	XP_013629528.1, XP_013611348.1	XP_020879120.1
OG0009091	XP_013628616.1	XP_002865827.1
OG0009092	XP_013623610.1, XP_013607427.1	XP_020879145.1
OG0009093	XP_013611868.1	XP_020878186.1
OG0009094	XP_013618904.1, XP_013609309.1	XP_002873100.1
OG0009095	XP_013618432.1, XP_013606191.1	XP_002871026.1
OG0009096	XP_013611498.1, XP_013625253.1	XP_002871018.1
OG0009097	XP_013613158.1, XP_013623680.1	XP_020877442.1
OG0009098	XP_013620458.1, XP_013628714.1	XP_020879554.1
OG0009100	XP_013618242.1	XP_002870977.1
OG0009101	XP_013610614.1, XP_013627738.1	XP_002873049.1
OG0009102	XP_013608895.1, XP_013620136.1	XP_002870962.1
OG0009103	XP_013608693.1, XP_013623667.1	XP_020876148.1
OG0009104	XP_013627180.1, XP_013612227.1	XP_020878230.1
OG0009105	XP_013628625.1	XP_002873003.1
OG0009106	XP_013628347.1	XP_002870908.1
OG0009107	XP_013620991.1, XP_013606926.1	XP_002870903.1
OG0009108	XP_013627053.1	XP_020871318.1, XP_020878915.1
OG0009109	XP_013615691.1, XP_013607080.1, XP_013623920.1, XP_013608562.1	XP_020878984.1
OG0009110	XP_013609923.1, XP_013609774.1, XP_013623804.1, XP_013626455.1	XP_002870897.2
OG0009111	XP_013622893.1, XP_013587309.1	XP_020875798.1
OG0009112	XP_013633867.1, XP_013588193.1	XP_002868644.2
OG0009113	XP_013636747.1	XP_020875222.1
OG0009114	XP_013631494.1	XP_020873878.1
OG0009115	XP_013615127.1	XP_002877012.2
OG0009116	XP_013632037.1, XP_013587990.1	XP_002868618.1
OG0009117	XP_013588563.1, XP_013633650.1	XP_020875424.1
OG0009118	XP_013587772.1, XP_013631711.1	XP_002870652.1
OG0009119	XP_013596644.1	XP_002882558.2
OG0009120	XP_013631452.1, XP_013589835.1	XP_002870604.2
OG0009121	XP_013617396.1, XP_013618129.1, XP_013589777.1	XP_002889316.1
OG0009122	XP_013591431.1, XP_013616626.1, XP_013589767.1	XP_020890014.1
OG0009123	XP_013619099.1	XP_020891643.1
OG0009124	XP_013607081.1, XP_013608935.1	XP_020891644.1
OG0009125	XP_013587980.1	XP_020889728.1
OG0009126	XP_013590061.1	XP_002889310.1
OG0009127	XP_013588683.1, XP_013618532.1	XP_002887845.1
OG0009128	XP_013588794.1, XP_013616641.1	XP_002889307.1
OG0009129	XP_013618846.1	XP_020891037.1
OG0009130	XP_013590793.1, XP_013589423.1	XP_002887838.1
OG0009131	XP_013617390.1, XP_013591617.1	XP_002887834.1
OG0009132	XP_013619640.1, XP_013590816.1	XP_020891524.1
OG0009133	XP_013619899.1	XP_020891465.1
OG0009134	XP_013591245.1	XP_020891661.1
OG0009135	XP_013621445.1, XP_013591244.1	XP_020890867.1
OG0009136	XP_013588131.1, XP_013588631.1	XP_020891170.1
OG0009137	XP_013588437.1, XP_013624414.1, XP_013587995.1	XP_020890635.1
OG0009138	XP_013591129.1, XP_013591943.1	XP_020889627.1
OG0009139	XP_013588521.1, XP_013591126.1	XP_002889266.1
OG0009140	XP_013587863.1, XP_013592500.1	XP_020890544.1
OG0009141	XP_013590291.1, XP_013619515.1	XP_020889666.1
OG0009142	XP_013591565.1, XP_013591801.1	XP_002889231.1
OG0009143	XP_013620376.1, XP_013590893.1	XP_002889221.2
OG0009144	XP_013588308.1, XP_013625010.1	XP_002889209.1
OG0009145	XP_013590920.1	XP_002887755.1
OG0009146	XP_013618218.1, XP_013591597.1	XP_002887746.1
OG0009147	XP_013616155.1, XP_013588054.1	XP_002887736.1
OG0009148	XP_013619938.1, XP_013591239.1	XP_002862994.1
OG0009150	XP_013620158.1, XP_013588147.1	XP_020891408.1
OG0009151	XP_013591735.1	XP_002889174.1
OG0009152	XP_013587957.1, XP_013590621.1	XP_020891389.1
OG0009153	XP_013628829.1	XP_020880391.1
OG0009154	XP_013590129.1	XP_020865944.1
OG0009155	XP_013590163.1, XP_013616521.1	XP_020865682.1
OG0009156	XP_013619886.1, XP_013591666.1	XP_020891586.1
OG0009157	XP_013591664.1	XP_002889141.1
OG0009158	XP_013587868.1, XP_013620816.1	XP_020889752.1
OG0009159	XP_013615952.1, XP_013587969.1	XP_002887672.1
OG0009160	XP_013590222.1, XP_013592365.1	XP_002887670.1
OG0009161	XP_013592170.1, XP_013592232.1	XP_020890620.1
OG0009162	XP_013591884.1, XP_013591819.1	XP_020890487.1
OG0009163	XP_013621192.1, XP_013589697.1	XP_002887642.2
OG0009164	XP_013590281.1, XP_013590049.1	XP_002889084.1
OG0009165	XP_013590403.1, XP_013590013.1	XP_002889075.1
OG0009166	XP_013591826.1, XP_013618182.1	XP_020890789.1
OG0009168	XP_013626005.1	XP_002884998.1
OG0009169	XP_013588399.1, XP_013614040.1	XP_002889052.1
OG0009170	XP_013619133.1	XP_020891721.1
OG0009171	XP_013615043.1, XP_013590218.1	XP_002889038.1
OG0009172	XP_013629607.1	XP_002883773.1
OG0009173	XP_013590033.1	XP_020891135.1
OG0009174	XP_013590823.1	XP_002889017.2
OG0009175	XP_013589683.1, XP_013592167.1	XP_002887578.1
OG0009176	XP_013628921.1	XP_002884069.1
OG0009177	XP_013609704.1, XP_013626170.1	XP_002884071.1
OG0009178	XP_013623207.1	XP_020887343.1, XP_020886304.1
OG0009179	XP_013626836.1, XP_013596404.1	XP_002886135.1
OG0009180	XP_013620978.1, XP_013600622.1	XP_002877710.1
OG0009181	XP_013614976.1, XP_013616373.1	XP_002864348.1
OG0009182	XP_013614974.1, XP_013619365.1, XP_013623101.1	XP_020885230.1
OG0009183	XP_013612042.1	XP_002866052.1
OG0009184	XP_013625044.1, XP_013590250.1	XP_002894566.1
OG0009185	XP_013589821.1	XP_020868865.1, XP_020867801.1
OG0009186	XP_013628284.1, XP_013626534.1	XP_002891861.1
OG0009188	XP_013630328.1	XP_020868867.1
OG0009189	XP_013591568.1, XP_013591591.1	XP_020866478.1
OG0009190	XP_013590175.1, XP_013623468.1	XP_002891826.2
OG0009191	XP_013591194.1, XP_013625547.1	XP_002894476.1
OG0009192	XP_013592700.1, XP_013588134.1	XP_020868938.1
OG0009193	XP_013590146.1, XP_013590270.1	XP_002894460.1
OG0009194	XP_013628659.1, XP_013591739.1	XP_020870407.1
OG0009196	XP_013613498.1, XP_013592598.1	XP_020867142.1
OG0009197	XP_013626997.1, XP_013592138.1	XP_002891754.2
OG0009198	XP_013625719.1	XP_002894443.1
OG0009199	XP_013588554.1	XP_002888666.1
OG0009200	XP_013592826.1, XP_013588065.1	XP_002891736.2
OG0009201	XP_013631032.1	XP_020883719.1, XP_020866454.1
OG0009202	XP_013634536.1, XP_013634177.1	XP_020883723.1
OG0009203	XP_013630972.1, XP_013631832.1	XP_020883697.1
OG0009204	XP_013622884.1, XP_013634574.1	XP_002881432.1
OG0009205	XP_013635223.1, XP_013634398.1, XP_013627885.1	XP_020884245.1
OG0009206	XP_013594096.1	XP_020873702.1
OG0009207	XP_013635984.1	XP_020885659.1
OG0009208	XP_013626109.1	XP_002877401.1
OG0009209	XP_013625500.1	XP_020882371.1
OG0009210	XP_013622216.1	XP_020880271.1, XP_020880269.1
OG0009211	XP_013595300.1	XP_020881316.1
OG0009212	XP_013625399.1, XP_013613966.1	XP_020878944.1
OG0009213	XP_013621816.1	XP_020869578.1
OG0009214	XP_013619338.1, XP_013609780.1	XP_020877901.1
OG0009215	XP_013592152.1	XP_002870452.1
OG0009216	XP_013633679.1	XP_020875180.1
OG0009217	XP_013605444.1, XP_013637127.1	XP_020873163.1
OG0009219	XP_013637238.1, XP_013605657.1	XP_002863290.1
OG0009220	XP_013633801.1	XP_020877133.1
OG0009221	XP_013631275.1, XP_013623515.1	XP_002868304.1
OG0009222	XP_013630459.1, XP_013636271.1	XP_020874346.1
OG0009223	XP_013607722.1	XP_002866918.1
OG0009224	XP_013602147.1, XP_013592017.1	XP_020874697.1
OG0009225	XP_013590440.1	XP_002870283.1
OG0009226	XP_013635775.1, XP_013590911.1	XP_002870260.1
OG0009227	XP_013602060.1, XP_013615294.1, XP_013602237.1	XP_020873905.1
OG0009228	XP_013605217.1, XP_013593212.1	XP_020872795.1
OG0009229	XP_013601667.1, XP_013598543.1	XP_002868198.1
OG0009230	XP_013590295.1, XP_013618646.1	XP_020891632.1
OG0009231	XP_013621410.1, XP_013590796.1	XP_020889759.1
OG0009232	XP_013592096.1	XP_002887472.1
OG0009233	XP_013613913.1	XP_002888910.2
OG0009234	XP_013599768.1, XP_013592828.1	XP_002887487.1
OG0009235	XP_013621651.1, XP_013588823.1	XP_002888932.1
OG0009236	XP_013592837.1, XP_013587827.1	XP_002888940.1
OG0009237	XP_013589935.1, XP_013588289.1	XP_020891646.1
OG0009238	XP_013591909.1, XP_013587866.1	XP_020889634.1
OG0009239	XP_013588248.1, XP_013621561.1	XP_002888964.1
OG0009240	XP_013619930.1, XP_013591134.1	XP_002888965.1
OG0009241	XP_013617865.1	XP_020877397.1
OG0009242	XP_013591513.1, XP_013591492.1	XP_002888969.1
OG0009243	XP_013591386.1, XP_013588534.1	XP_020890839.1
OG0009244	XP_013618906.1, XP_013591710.1	XP_020889959.1
OG0009245	XP_013589895.1, XP_013588813.1	XP_020891060.1
OG0009246	XP_013614310.1, XP_013587860.1	XP_020891421.1
OG0009247	XP_013588103.1, XP_013613718.1	XP_002887219.1
OG0009248	XP_013589927.1, XP_013591023.1	XP_002887227.1
OG0009249	XP_013609952.1, XP_013596215.1	XP_002869497.1
OG0009250	XP_013601759.1	XP_020873170.1
OG0009251	XP_013636513.1, XP_013595377.1	XP_002869488.1
OG0009252	XP_013605670.1, XP_013608200.1, XP_013599172.1	XP_002869477.1
OG0009253	XP_013596059.1, XP_013617257.1	XP_002869471.1
OG0009254	XP_013604988.1, XP_013596673.1	XP_020874783.1
OG0009255	XP_013611891.1, XP_013621010.1	XP_002865955.1
OG0009256	XP_013606140.1	XP_002887934.1
OG0009257	XP_013608617.1	XP_020891384.1
OG0009258	XP_013610676.1, XP_013610206.1	XP_020891548.1
OG0009259	XP_013588795.1	XP_002870740.1
OG0009260	XP_013632155.1	XP_002883656.1
OG0009261	XP_013635780.1, XP_013588255.1	XP_020874900.1
OG0009262	XP_013635110.1	XP_020872271.1
OG0009263	XP_013631462.1	XP_020873173.1
OG0009264	XP_013628614.1, XP_013606266.1	XP_002865826.1
OG0009265	XP_013608827.1	XP_002877216.1
OG0009266	XP_013594090.1, XP_013611017.1	XP_002875402.1
OG0009267	XP_013620361.1, XP_013597692.1	XP_020880938.1
OG0009268	XP_013596186.1	XP_020879782.1
OG0009269	XP_013634795.1, XP_013614370.1	XP_002880286.1
OG0009270	XP_013598376.1, XP_013618630.1	XP_020880902.1
OG0009271	XP_013618662.1, XP_013595964.1	XP_002875379.1
OG0009272	XP_013593645.1, XP_013611941.1	XP_020881959.1
OG0009273	XP_013619762.1, XP_013595477.1	XP_002875350.1
OG0009274	XP_013611940.1, XP_013593321.1	XP_020880793.1
OG0009275	XP_013613408.1, XP_013596129.1	XP_020881280.1
OG0009276	XP_013609039.1, XP_013613375.1	XP_020881058.1
OG0009277	XP_013613434.1, XP_013598822.1	XP_020881618.1
OG0009278	XP_013598710.1	XP_020880413.1
OG0009279	XP_013613370.1	XP_020879888.1
OG0009280	XP_013613379.1, XP_013597643.1	XP_020880230.1
OG0009281	XP_013597547.1	XP_002875320.2
OG0009282	XP_013613376.1, XP_013597548.1	XP_002875318.1
OG0009283	XP_013597546.1, XP_013613398.1	XP_002876970.1
OG0009284	XP_013619380.1, XP_013596667.1	XP_002876940.1
OG0009285	XP_013598406.1, XP_013606243.1	XP_020880390.1
OG0009286	XP_013610869.1, XP_013597819.1	XP_020879979.1
OG0009287	XP_013627675.1	XP_020871315.1
OG0009288	XP_013618371.1, XP_013595350.1	XP_020882201.1
OG0009289	XP_013622133.1	XP_002864076.2
OG0009290	XP_013589912.1, XP_013590272.1	XP_002887238.1
OG0009291	XP_013587845.1, XP_013590410.1	XP_020891193.1
OG0009292	XP_013593338.1	XP_020891361.1
OG0009293	XP_013616590.1	XP_002865214.1
OG0009294	XP_013621035.1, XP_013614850.1	XP_020871630.1
OG0009295	XP_013598805.1	XP_020870843.1
OG0009296	XP_013593121.1, XP_013606018.1	XP_002863460.1
OG0009297	XP_013606495.1	XP_020871281.1
OG0009298	XP_013616033.1, XP_013606717.1	XP_002863489.1
OG0009299	XP_013592352.1	XP_002888302.1
OG0009300	XP_013598348.1	XP_020885876.1
OG0009301	XP_013613465.1, XP_013621610.1	XP_002865286.1, XP_002863535.1
OG0009302	XP_013604257.1, XP_013590176.1	XP_020866726.1
OG0009303	XP_013591365.1	XP_002894237.2
OG0009304	XP_013622894.1, XP_013591370.1	XP_020870394.1
OG0009305	XP_013623378.1, XP_013592091.1	XP_002891571.2
OG0009306	XP_013622239.1	XP_020867278.1
OG0009307	XP_013601483.1, XP_013585090.1	XP_020866385.1
OG0009308	XP_013584737.1, XP_013627026.1	XP_020870847.1
OG0009309	XP_013625262.1, XP_013590030.1	XP_020868162.1
OG0009310	XP_013592760.1, XP_013628708.1	XP_002894330.1
OG0009311	XP_013621863.1, XP_013588109.1	XP_020869290.1
OG0009312	XP_013589981.1	XP_002894386.1
OG0009313	XP_013590860.1	XP_020868988.1
OG0009314	XP_013591136.1, XP_013591105.1	XP_020869503.1
OG0009315	XP_013625400.1, XP_013589930.1	XP_002894417.1
OG0009316	XP_013614075.1, XP_013637467.1	XP_002863705.1
OG0009317	XP_013626978.1, XP_013636244.1	XP_002881291.2
OG0009318	XP_013634567.1, XP_013634770.1	XP_020882861.1
OG0009319	XP_013630846.1	XP_020884020.1
OG0009320	XP_013635623.1, XP_013631969.1	XP_002881318.1
OG0009321	XP_013634807.1, XP_013634256.1	XP_020884235.1
OG0009322	XP_013636944.1, XP_013632269.1	XP_002881326.1
OG0009323	XP_013634242.1, YP_004927495.1	XP_020883207.1
OG0009324	XP_013627493.1, XP_013635203.1, XP_013632563.1	XP_002879502.1
OG0009325	XP_013622956.1, XP_013636448.1	XP_002879508.1
OG0009326	XP_013631929.1, XP_013631900.1	XP_002881348.1
OG0009327	XP_013628490.1	XP_002879512.1
OG0009328	XP_013634561.1, XP_013634621.1	XP_020883018.1
OG0009329	XP_013633964.1, XP_013634016.1	XP_020884734.1
OG0009330	XP_013635934.1, XP_013635426.1	XP_002879524.1
OG0009331	XP_013629583.1, XP_013636267.1	XP_002881379.1
OG0009332	XP_013622094.1, XP_013631257.1	XP_002879543.1
OG0009333	XP_013637229.1, XP_013632551.1	XP_020884542.1
OG0009335	XP_013621737.1, XP_013615112.1, XP_013631444.1	XP_002879565.1
OG0009336	XP_013634355.1, XP_013627880.1	XP_002879573.1
OG0009337	XP_013633595.1, XP_013623317.1	XP_002879574.1
OG0009338	XP_013636632.1, XP_013628947.1	XP_020883698.1
OG0009339	XP_013626529.1, XP_013627185.1	XP_002867938.2
OG0009340	XP_013631654.1	XP_002879817.1
OG0009341	XP_013595670.1, XP_013609022.1	XP_020874534.1
OG0009342	XP_013593572.1, XP_013597106.1	XP_020874305.1
OG0009343	XP_013596610.1, XP_013597255.1	XP_002867966.1
OG0009344	XP_013597319.1	XP_002867965.1
OG0009345	XP_013602062.1, XP_013615453.1	XP_020875354.1
OG0009346	XP_013605320.1, XP_013603830.1	XP_020874070.1
OG0009347	XP_013585373.1, XP_013596071.1	XP_002868035.1
OG0009348	XP_013638001.1, XP_013596531.1	XP_002870084.1
OG0009349	XP_013600821.1, XP_013586578.1	XP_002870092.1
OG0009350	XP_013595446.1, XP_013589447.1	XP_002870113.1
OG0009351	XP_013583963.1	XP_002868076.1
OG0009352	XP_013595442.1, XP_013639846.1	XP_002868078.1
OG0009353	XP_013588903.1	XP_002875592.1
OG0009354	XP_013604623.1	XP_002876060.1
OG0009355	XP_013602981.1, XP_013584834.1	XP_002876053.1
OG0009356	XP_013639262.1	XP_002892940.2
OG0009357	XP_013605777.1	XP_002877770.1
OG0009358	XP_013603045.1	XP_002877758.1
OG0009359	XP_013602338.1, XP_013618225.1	XP_002877750.1
OG0009360	XP_013605294.1, XP_013608079.1	XP_020881437.1
OG0009361	XP_013595425.1	XP_002877747.2
OG0009362	XP_013593581.1	XP_020881880.1
OG0009363	XP_013603301.1, XP_013598846.1	XP_020873419.1
OG0009364	XP_013606123.1	XP_020885293.1
OG0009365	XP_013639644.1, XP_013623410.1, XP_013610299.1	XP_020866916.1
OG0009366	XP_013606765.1	XP_002864158.1
OG0009367	XP_013614332.1	XP_002864135.2
OG0009368	XP_013619731.1, XP_013612298.1	XP_002865859.2
OG0009369	XP_013614533.1, XP_013627471.1	XP_002877261.1
OG0009370	XP_013629608.1, XP_013608902.1	XP_002885847.1
OG0009371	XP_013612807.1	XP_020888076.1
OG0009372	XP_013597735.1	XP_020888072.1
OG0009373	XP_013622087.1, XP_013593020.1	XP_002885975.1
OG0009374	XP_013609558.1, XP_013596151.1	XP_020886008.1
OG0009375	XP_013622287.1, XP_013599063.1	XP_002886213.1
OG0009376	XP_013609843.1, XP_013593736.1	XP_020888000.1
OG0009377	XP_013605848.1	XP_002878450.1, XP_002886992.1
OG0009378	XP_013607095.1, XP_013593553.1	XP_020887617.1
OG0009379	XP_013606943.1, XP_013598831.1	XP_020889279.1
OG0009380	XP_013599311.1	XP_002869739.1
OG0009381	XP_013584104.1, XP_013595237.1	XP_020873608.1
OG0009382	XP_013597396.1, XP_013594018.1	XP_002869758.1
OG0009383	XP_013604612.1	XP_020873761.1
OG0009384	XP_013594075.1, XP_013639003.1	XP_020873599.1
OG0009385	XP_013622981.1, XP_013585237.1	XP_002867739.1
OG0009386	XP_013593823.1, XP_013616743.1	XP_020873637.1
OG0009387	XP_013597313.1, XP_013587279.1	XP_002869817.2
OG0009388	XP_013593374.1, XP_013632237.1	XP_020873706.1
OG0009389	XP_013622665.1, XP_013601201.1	XP_002869840.1
OG0009390	XP_013590472.1, XP_013634036.1	XP_020875603.1
OG0009391	XP_013595093.1, XP_013596606.1	XP_020873814.1
OG0009392	XP_013633744.1	XP_002870621.1
OG0009393	XP_013627807.1, XP_013597924.1	XP_002867898.1
OG0009394	XP_013627844.1, XP_013591480.1	XP_020872465.1
OG0009395	XP_013638357.1	XP_002869942.1
OG0009396	XP_013597970.1	XP_020874732.1
OG0009397	XP_013597989.1	XP_002867883.1
OG0009400	XP_013638444.1	XP_020869202.1
OG0009401	XP_013617910.1, XP_013621727.1	XP_020874073.1
OG0009402	XP_013626634.1	XP_020886920.1, XP_020875595.1
OG0009403	XP_013627983.1, XP_013588080.1	XP_002869893.1
OG0009404	XP_013596086.1, XP_013618636.1	XP_002876879.1
OG0009405	XP_013619229.1	XP_020873289.1
OG0009406	XP_013602718.1	XP_002886302.1
OG0009407	XP_013592916.1	XP_002863819.1
OG0009408	XP_013616175.1	XP_002868142.1
OG0009409	XP_013583435.1, XP_013595662.1	XP_002870157.1
OG0009410	XP_013598639.1	XP_020873981.1, XP_020873982.1
OG0009411	XP_013605787.1	XP_020873975.1
OG0009412	XP_013597876.1, XP_013608153.1	XP_020872071.1
OG0009413	XP_013601386.1	XP_002870137.1
OG0009414	XP_013593043.1, XP_013615909.1	XP_002868088.1
OG0009415	XP_013602236.1, XP_013601317.1	XP_002868086.1
OG0009416	XP_013614034.1, XP_013629312.1	XP_020887817.1
OG0009417	XP_013629430.1, XP_013587110.1	XP_020886882.1
OG0009418	XP_013622458.1, XP_013638419.1	XP_002884269.2
OG0009419	XP_013586416.1	XP_020886092.1
OG0009421	XP_013611703.1, XP_013593271.1	XP_002865052.1
OG0009422	XP_013606647.1, XP_013593796.1	XP_020890730.1
OG0009423	XP_013612587.1, XP_013599279.1	XP_002865067.1
OG0009424	XP_013599278.1, XP_013612586.1	XP_002875870.1
OG0009425	XP_013595583.1, XP_013608910.1	XP_002865069.1
OG0009426	XP_013611446.1, XP_013598362.1	XP_020883882.1
OG0009427	XP_013598363.1, XP_013618028.1	XP_020883935.1
OG0009428	XP_013599606.1, XP_013636560.1	XP_020879986.1
OG0009429	XP_013599636.1	XP_020882369.1
OG0009430	XP_013634469.1, XP_013602417.1	XP_002878496.1
OG0009431	XP_013588006.1, XP_013604619.1, XP_013636967.1	XP_002878489.2
OG0009432	XP_013602304.1	XP_020879778.1
OG0009433	XP_013591829.1, XP_013604755.1	XP_020880113.1
OG0009434	XP_013600462.1	XP_020872231.1, XP_020880111.1
OG0009435	XP_013590970.1	XP_002878447.1, XP_002886995.1
OG0009436	XP_013600457.1, XP_013592754.1	XP_002878423.1
OG0009437	XP_013615732.1, XP_013603972.1	XP_020880851.1
OG0009438	XP_013594513.1	XP_020871341.1
OG0009439	XP_013633958.1, XP_013604929.1	XP_020880827.1
OG0009440	XP_013614735.1, XP_013604928.1	XP_020880816.1
OG0009441	XP_013605244.1	XP_020880810.1
OG0009442	XP_013605888.1	XP_002878376.1
OG0009443	XP_013632570.1	XP_020884731.1
OG0009444	XP_013634148.1	XP_020881578.1
OG0009445	XP_013612561.1, XP_013604811.1	XP_020880000.1
OG0009446	XP_013631505.1	XP_020882045.1
OG0009447	XP_013603360.1	XP_020881340.1
OG0009448	XP_013631877.1, XP_013601722.1	XP_002876569.1
OG0009449	XP_013602065.1, XP_013588581.1	XP_020880430.1
OG0009450	XP_013590522.1, XP_013602785.1	XP_002878340.1
OG0009451	XP_013602749.1	XP_002878336.1
OG0009452	XP_013603931.1, XP_013589386.1, XP_013591215.1	XP_002878335.2
OG0009453	XP_013604805.1, XP_013631371.1	XP_020880247.1
OG0009454	XP_013615011.1	XP_020881165.1
OG0009455	XP_013588568.1, XP_013602011.1	XP_020882000.1
OG0009456	XP_013636355.1, XP_013604709.1	XP_020880167.1
OG0009457	XP_013588443.1, XP_013600470.1	XP_020881019.1
OG0009459	XP_013604630.1	XP_002878249.1
OG0009460	XP_013605335.1, XP_013592412.1	XP_002878240.1
OG0009461	XP_013600505.1	XP_020880594.1
OG0009462	XP_013605358.1, XP_013588817.1	XP_002878231.1
OG0009463	XP_013634364.1, XP_013592406.1	XP_002878226.1
OG0009465	XP_013635452.1, XP_013603683.1	XP_020882013.1
OG0009466	XP_013605679.1, XP_013591870.1	XP_002878190.1
OG0009467	XP_013614176.1, XP_013603769.1	XP_002876449.1
OG0009468	XP_013597118.1, XP_013602809.1	XP_002876442.1
OG0009469	XP_013599811.1	XP_020880189.1
OG0009470	XP_013600905.1, XP_013588137.1	XP_002876398.2
OG0009471	XP_013600639.1, XP_013636215.1	XP_020881248.1
OG0009472	XP_013605902.1, XP_013591262.1	XP_002876389.1
OG0009473	XP_013600101.1, XP_013591259.1	XP_020881755.1
OG0009474	XP_013601982.1	XP_020881349.1
OG0009475	XP_013590348.1, XP_013600679.1	XP_002878077.2
OG0009476	XP_013632187.1, XP_013602982.1	XP_002878055.1
OG0009477	XP_013631587.1	XP_020882246.1
OG0009478	XP_013588087.1, XP_013632997.1	XP_002878038.1
OG0009479	XP_013634439.1, XP_013602623.1	XP_020880023.1
OG0009480	XP_013631448.1, XP_013600715.1	XP_020882421.1
