Orthogroup	Brassica_oleracea	Conringia_planisiliqua
OG0006368	XP_013606956.1	CP11_g33633_DN3_SP8_c.t1
OG0006369	XP_013620038.1, XP_013593056.1	CP2_g48808_DN3_SP2_c.t1
OG0006370	XP_013610158.1, XP_013626801.1, XP_013619736.1	CP11_g33711_DN3_SP4_c.t1
OG0006371	XP_013587552.1	CP12_g30170_DN3_SP0_c.t1
OG0006372	XP_013592519.1, XP_013636892.1	CP19_g17834_DN3_SP4_c.t1
OG0006373	XP_013621565.1	CP9_g29690_DN3_SP3_c.t1
OG0006374	XP_013591546.1	CP9_g29685_DN2_SP0_c.t1
OG0006375	XP_013591639.1, XP_013620330.1, XP_013587777.1	CP9_g29675_DN3_SP8_c.t1
OG0006376	XP_013620405.1	CP9_g29655_DN3_SP8_c.t1
OG0006377	XP_013590397.1, XP_013628060.1, XP_013588622.1	CP9_g29638_DN3_SP0_c.t1
OG0006378	XP_013620448.1, XP_013591701.1	CP9_g29598_DN3_SP8_c.t1
OG0006379	XP_013592657.1, XP_013592499.1	CP9_g29576_DN3_SP7_c.t1
OG0006380	XP_013592498.1, XP_013592656.1	CP9_g29575_DN3_SP4_c.t1
OG0006381	XP_013589711.1	CP9_g29487_DN3_SP0_c.t1
OG0006382	XP_013619478.1	CP9_g29479_DN1_SP0_c.t1
OG0006383	XP_013620154.1, XP_013590703.1	CP9_g29457_DN3_SP7_c.t1
OG0006384	XP_013590627.1, XP_013588714.1, XP_013617350.1, XP_013618917.1	CP9_g29420_DN3_SP0_c.t1
OG0006386	XP_013593248.1, XP_013603427.1	CP6_g7036_DN3_SP0_c.t1
OG0006387	XP_013590088.1	CP9_g29340_DN3_SP1_c.t1
OG0006388	XP_013613390.1, XP_013592334.1	CP9_g29333_DN2_SP2_c.t1
OG0006389	XP_013619595.1, XP_013588851.1	CP9_g29285_DN3_SP4_c.t1
OG0006390	XP_013621243.1, XP_013588159.1	CP9_g29215_DN3_SP0_c.t1
OG0006391	XP_013616458.1, XP_013592738.1	CP9_g29212_DN3_SP8_c.t1
OG0006392	XP_013619058.1	CP9_g29198_DN3_SP0_c.t1
OG0006393	XP_013619541.1, XP_013589800.1	CP9_g29173_DN3_SP0_c.t1
OG0006395	XP_013590481.1, XP_013590379.1	CP9_g29153_DN2_SP0_c.t1
OG0006396	XP_013625570.1, XP_013595898.1	CP10_g43816_DN3_SP8_c.t1
OG0006397	XP_013625373.1, XP_013593176.1	CP10_g43766_DN3_SP3_c.t1
OG0006398	XP_013620416.1, XP_013602922.1, XP_013598093.1	CP3_g14396_DN2_SP0_c.t1
OG0006399	XP_013603189.1, XP_013628809.1	CP3_g14397_DN3_SP1_c.t1
OG0006400	XP_013609202.1, XP_013625756.1	CP8_g53425_DN3_SP6_c.t1
OG0006401	XP_013639321.1, XP_013622890.1	CP3_g14636_DN3_SP1_c.t1
OG0006402	XP_013621899.1, XP_013583716.1	CP10_g42653_DN3_SP8_c.t1
OG0006403	XP_013587839.1, XP_013629818.1	CP7_g46440_DN3_SP2_c.t1
OG0006404	XP_013625017.1, XP_013591218.1	CP7_g46423_DN3_SP0_c.t1
OG0006405	XP_013621713.1, XP_013591179.1	CP7_g46422_DN3_SP0_c.t1
OG0006406	XP_013588326.1, XP_013627960.1	CP7_g46404_DN3_SP0_c.t1
OG0006408	XP_013589901.1, XP_013625539.1	CP7_g46384_DN3_SP8_c.t1
OG0006409	XP_013592730.1, XP_013629644.1	CP7_g46354_DN3_SP8_c.t1
OG0006410	XP_013592816.1, XP_013590436.1, XP_013622821.1	CP7_g46334_DN3_SP1_c.t1
OG0006411	XP_013591099.1, XP_013591175.1	CP7_g46330_DN3_SP0_c.t1
OG0006412	XP_013588474.1, XP_013621780.1	CP7_g46318_DN3_SP0_c.t1
OG0006413	XP_013613485.1, XP_013590135.1	CP7_g46289_DN3_SP7_c.t1
OG0006414	XP_013587758.1	CP7_g46276_DN3_SP8_c.t1
OG0006415	XP_013589067.1, XP_013588410.1	CP7_g46227_DN3_SP0_c.t1
OG0006416	XP_013629794.1, XP_013592282.1	CP7_g46226_DN3_SP8_c.t1
OG0006417	XP_013629804.1, XP_013636674.1, XP_013633564.1	CP4_g25145_DN3_SP8_c.t1
OG0006418	XP_013634307.1, XP_013635023.1	CP4_g25138_DN2_SP0_c.t1
OG0006420	XP_013594171.1	CP6_g6962_DN3_SP0_c.t1
OG0006421	XP_013614106.1, XP_013630536.1	CP3_g15267_DN3_SP8_c.t1
OG0006422	XP_013622599.1	CP3_g15246_DN3_SP4_c.t1
OG0006423	XP_013595715.1	CP2_g48864_DN3_SP8_c.t1
OG0006424	XP_013605652.1	CP6_g8888_DN3_SP7_c.t1
OG0006425	XP_013623487.1, XP_013606750.1	CP5_g1219_DN3_SP0_c.t1
OG0006426	XP_013620751.1, XP_013611178.1	CP8_g53274_DN3_SP0_c.t1
OG0006427	XP_013614301.1, XP_013607046.1	CP8_g52221_DN3_SP7_c.t1
OG0006428	XP_013606833.1	CP8_g52811_DN3_SP8_c.t1
OG0006429	XP_013599490.1, XP_013636027.1	CP6_g8298_DN3_SP8_c.t1
OG0006430	XP_013614474.1	CP6_g8035_DN3_SP2_c.t1
OG0006431	XP_013635622.1	CP6_g7969_DN1_SP0_c.t1
OG0006432	XP_013633738.1	CP6_g7668_DN3_SP8_c.t1
OG0006433	XP_013633910.1, XP_013602508.1, XP_013623921.1	CP6_g7567_DN3_SP6_c.t1
OG0006434	XP_013616463.1, XP_013626672.1	CP6_g7510_DN3_SP0_c.t1
OG0006435	XP_013592477.1, XP_013592858.1	CP9_g29091_DN3_SP0_c.t1
OG0006436	XP_013619594.1, XP_013605779.1	CP6_g7358_DN3_SP8_c.t1
OG0006437	XP_013593081.1	CP6_g7351_DN3_SP2_c.t1
OG0006438	XP_013595048.1, XP_013601297.1	CP6_g7330_DN3_SP0_c.t1
OG0006440	XP_013599927.1, XP_013593520.1	CP6_g7278_DN3_SP8_c.t1
OG0006441	XP_013591673.1, XP_013588771.1	CP9_g28917_DN3_SP0_c.t1
OG0006442	XP_013590296.1, XP_013613910.1	CP9_g28953_DN3_SP2_c.t1
OG0006443	XP_013617250.1, XP_013590185.1	CP9_g28985_DN3_SP1_c.t1
OG0006444	XP_013597189.1	CP12_g30919_DN3_SP0_c.t1, CP12_g30918_DN3_SP0_c.t1
OG0006446	XP_013588278.1, XP_013592431.1	CP9_g29012_DN3_SP1_c.t1
OG0006447	XP_013616210.1	CP9_g29026_DN3_SP1_c.t1
OG0006448	XP_013589489.1, XP_013591911.1	CP9_g29031_DN3_SP2_c.t1
OG0006450	XP_013620980.1, XP_013591812.1	CP9_g29087_DN3_SP8_c.t1
OG0006451	XP_013592714.1, XP_013589732.1	CP9_g29117_DN3_SP8_c.t1
OG0006453	XP_013588487.1, XP_013590908.1	CP9_g28461_DN3_SP0_c.t1
OG0006454	XP_013590992.1, XP_013590670.1, XP_013619309.1	CP9_g28475_DN3_SP7_c.t1
OG0006455	XP_013618366.1	CP9_g28511_DN3_SP5_c.t1
OG0006456	XP_013597626.1, XP_013604851.1	CP5_g1141_DN3_SP8_c.t1
OG0006457	XP_013594246.1, XP_013588990.1	CP5_g1126_DN2_SP0_c.t1
OG0006458	XP_013596365.1, XP_013617263.1	CP5_g1112_DN3_SP0_c.t1
OG0006459	XP_013583465.1, XP_013598904.1	CP5_g1105_DN3_SP0_c.t1
OG0006460	XP_013598905.1, XP_013605451.1	CP5_g1104_DN3_SP6_c.t1
OG0006461	XP_013609760.1	CP5_g1075_DN3_SP8_c.t1
OG0006462	XP_013608952.1, XP_013608881.1	CP2_g48886_DN3_SP7_c.t1
OG0006464	XP_013617772.1, XP_013607003.1, XP_013599406.1	CP13_g19472_DN3_SP0_c.t1
OG0006465	XP_013616382.1, XP_013595360.1	CP13_g19124_DN1_SP0_c.t1
OG0006466	XP_013609592.1	CP5_g1596_DN2_SP0_c.t1
OG0006466	XP_013596925.1	CP2_g48852_DN3_SP3_c.t1
OG0006467	XP_013618117.1	CP13_g19179_DN3_SP8_c.t1
OG0006468	XP_013626798.1	CP3_g15573_DN3_SP6_c.t1
OG0006469	XP_013614237.1, XP_013614364.1	CP4_g23999_DN3_SP8_c.t1
OG0006470	XP_013593221.1	CP13_g19249_DN3_SP7_c.t1
OG0006471	XP_013597825.1	CP13_g19266_DN3_SP2_c.t1
OG0006472	XP_013593801.1, XP_013618139.1	CP13_g19269_DN3_SP5_c.t1
OG0006473	XP_013615984.1, XP_013599378.1	CP13_g19290_DN3_SP4_c.t1
OG0006474	XP_013621078.1, XP_013612175.1, XP_013598166.1	CP13_g19300_DN3_SP8_c.t1
OG0006475	XP_013618578.1, XP_013596002.1	CP13_g19372_DN2_SP0_c.t1
OG0006476	XP_013619200.1, XP_013596498.1	CP13_g19373_DN2_SP0_c.t1
OG0006477	XP_013615850.1, XP_013598662.1	CP13_g19399_DN3_SP8_c.t1
OG0006478	XP_013603517.1	CP19_g18218_DN3_SP0_c.t1
OG0006479	XP_013598276.1, XP_013614746.1, XP_013610880.1	CP13_g19420_DN3_SP8_c.t1
OG0006480	XP_013597996.1	CP13_g19213_DN3_SP6_c.t1
OG0006481	XP_013596100.1	CP13_g19445_DN3_SP0_c.t1
OG0006482	XP_013590110.1	CP9_g28598_DN3_SP0_c.t1
OG0006483	XP_013587856.1	CP9_g28597_DN3_SP3_c.t1
OG0006484	XP_013591035.1, XP_013619325.1, XP_013591116.1	CP9_g28561_DN3_SP0_c.t1
OG0006485	XP_013588706.1, XP_013588756.1	CP9_g28559_DN3_SP0_c.t1
OG0006486	XP_013588492.1	CP9_g28541_DN3_SP3_c.t1
OG0006488	XP_013611720.1, XP_013598099.1	CP13_g19911_DN3_SP8_c.t1
OG0006489	XP_013620300.1	CP13_g19924_DN3_SP5_c.t1
OG0006490	XP_013616627.1, XP_013596088.1	CP13_g19959_DN3_SP7_c.t1
OG0006491	XP_013586384.1	CP1_g36509_DN3_SP5_c.t1
OG0006492	XP_013618514.1, XP_013592222.1, XP_013609702.1	CP13_g20054_DN3_SP0_c.t1
OG0006493	XP_013589857.1	CP1_g38147_DN3_SP6_c.t1
OG0006494	XP_013599649.1, XP_013587920.1	CP1_g38138_DN3_SP3_c.t1
OG0006495	XP_013602682.1, XP_013587396.1	CP1_g38118_DN3_SP0_c.t1
OG0006496	XP_013628374.1, XP_013589852.1	CP1_g38102_DN3_SP4_c.t1
OG0006497	XP_013625618.1, XP_013587770.1, XP_013638211.1	CP1_g38069_DN3_SP8_c.t1
OG0006498	XP_013620851.1	CP8_g53183_DN3_SP4_c.t1
OG0006499	XP_013629321.1, XP_013592185.1	CP1_g37969_DN3_SP8_c.t1
OG0006500	XP_013588325.1	CP1_g37967_DN3_SP8_c.t1
OG0006501	XP_013592400.1, XP_013592582.1	CP1_g37898_DN3_SP8_c.t1
OG0006502	XP_013588238.1, XP_013592781.1	CP1_g37883_DN3_SP0_c.t1
OG0006503	XP_013608953.1	CP13_g20466_DN3_SP7_c.t1, CP4_g26021_DN3_SP2_c.t1
OG0006504	XP_013634589.1, XP_013622387.1, XP_013634353.1	CP4_g25335_DN3_SP2_c.t1
OG0006505	XP_013631841.1	CP6_g7569_DN3_SP0_c.t1, CP4_g25286_DN3_SP8_c.t1
OG0006506	XP_013632560.1, XP_013637465.1	CP4_g25284_DN3_SP2_c.t1
OG0006507	XP_013635400.1, XP_013635326.1	CP4_g25280_DN1_SP0_c.t1
OG0006508	XP_013628261.1, XP_013628268.1, XP_013615393.1, XP_013637172.1	CP4_g25261_DN3_SP0_c.t1
OG0006509	XP_013635933.1, XP_013632140.1	CP4_g25250_DN3_SP0_c.t1
OG0006510	XP_013631985.1, XP_013629584.1, XP_013634295.1	CP4_g25224_DN3_SP8_c.t1
OG0006511	XP_013637587.1, XP_013637609.1	CP4_g25184_DN3_SP8_c.t1
OG0006512	XP_013636527.1	CP4_g25175_DN3_SP3_c.t1
OG0006513	XP_013625754.1, XP_013633730.1	CP4_g25164_DN3_SP3_c.t1
OG0006516	XP_013598714.1	CP6_g6883_DN3_SP8_c.t1
OG0006517	XP_013629673.1	CP6_g6886_DN3_SP7_c.t1
OG0006518	XP_013604963.1, XP_013622155.1	CP6_g6892_DN3_SP1_c.t1
OG0006519	XP_013598261.1, XP_013630306.1, XP_013601989.1	CP6_g6897_DN3_SP8_c.t1
OG0006520	XP_013607499.1	CP6_g6923_DN1_SP0_c.t1
OG0006521	XP_013623126.1	CP6_g6934_DN3_SP0_c.t1
OG0006522	XP_013587690.1, XP_013627495.1	CP6_g6970_DN3_SP0_c.t1
OG0006523	XP_013607090.1, XP_013593750.1	CP13_g19127_DN3_SP7_c.t1
OG0006524	XP_013599182.1, XP_013607827.1	CP6_g6974_DN3_SP0_c.t1
OG0006525	XP_013615757.1, XP_013593051.1	CP6_g6997_DN3_SP4_c.t1
OG0006526	XP_013593315.1, XP_013637664.1, XP_013601338.1	CP6_g7006_DN3_SP7_c.t1
OG0006527	XP_013597562.1	CP6_g7024_DN3_SP7_c.t1
OG0006528	XP_013597019.1, XP_013589095.1	CP6_g7031_DN3_SP0_c.t1
OG0006529	XP_013607299.1, XP_013597537.1	CP6_g7037_DN3_SP8_c.t1
OG0006530	XP_013595578.1, XP_013584554.1	CP6_g7063_DN3_SP2_c.t1
OG0006531	XP_013596516.1, XP_013603476.1	CP6_g7085_DN3_SP1_c.t1
OG0006532	XP_013602599.1, XP_013604917.1	CP6_g7114_DN3_SP0_c.t1
OG0006533	XP_013595438.1	CP6_g7118_DN1_SP1_c.t1
OG0006534	XP_013592914.1, XP_013602805.1	CP3_g14259_DN3_SP3_c.t1
OG0006535	XP_013635692.1, XP_013594161.1	CP3_g14265_DN3_SP2_c.t1
OG0006536	XP_013605897.1, XP_013593555.1	CP3_g14284_DN3_SP2_c.t1
OG0006537	XP_013603273.1, XP_013596593.1	CP3_g14288_DN3_SP2_c.t1
OG0006538	XP_013593582.1, XP_013591242.1, XP_013602377.1	CP3_g14336_DN3_SP0_c.t1
OG0006539	XP_013599073.1	CP19_g18293_DN3_SP8_c.t1
OG0006540	XP_013603310.1, XP_013598847.1	CP19_g18315_DN3_SP4_c.t1
OG0006541	XP_013614676.1	CP8_g53206_DN3_SP6_c.t1
OG0006542	XP_013616408.1, XP_013612224.1	CP8_g52964_DN2_SP8_c.t1
OG0006543	XP_013629499.1, XP_013606319.1	CP8_g52993_DN3_SP0_c.t1
OG0006544	XP_013622421.1, XP_013613704.1	CP8_g53008_DN3_SP1_c.t1
OG0006545	XP_013606256.1, XP_013622308.1	CP15_g35833_DN3_SP3_c.t1
OG0006546	XP_013593597.1, XP_013607184.1	CP17_g5004_DN3_SP7_c.t1
OG0006547	XP_013593672.1, XP_013608700.1	CP17_g4849_DN3_SP6_c.t1
OG0006548	XP_013609973.1	CP10_g43996_DN3_SP0_c.t1
OG0006549	XP_013593789.1, XP_013623132.1	CP10_g43843_DN3_SP0_c.t1
OG0006550	XP_013599767.1	CP19_g18250_DN3_SP8_c.t1
OG0006551	XP_013639493.1	CP19_g18251_DN3_SP7_c.t1
OG0006552	XP_013599207.1	CP19_g18273_DN3_SP8_c.t1
OG0006553	XP_013602836.1	CP19_g18281_DN3_SP5_c.t1
OG0006554	XP_013625198.1, XP_013593596.1	CP19_g18407_DN3_SP0_c.t1
OG0006555	XP_013617569.1	CP22_g17375_DN1_SP0_c.t1
OG0006556	XP_013596589.1, XP_013627209.1, XP_013586436.1	CP19_g18414_DN2_SP3_c.t1
OG0006558	XP_013593270.1, XP_013598646.1	CP19_g18451_DN3_SP4_c.t1
OG0006560	XP_013613902.1	CP2_g48951_DN3_SP0_c.t1
OG0006561	XP_013608613.1, XP_013593746.1	CP6_g6799_DN3_SP8_c.t1
OG0006562	XP_013589339.1	CP10_g43121_DN1_SP0_c.t1
OG0006563	XP_013628404.1, XP_013608064.1, XP_013608216.1	CP6_g6764_DN3_SP8_c.t1
OG0006564	XP_013614740.1	CP6_g6759_DN3_SP3_c.t1
OG0006565	XP_013635908.1, XP_013625362.1	CP8_g53220_DN3_SP4_c.t1
OG0006566	XP_013599197.1, XP_013598343.1	CP6_g6744_DN3_SP6_c.t1
OG0006567	XP_013636386.1	CP6_g6737_DN3_SP2_c.t1
OG0006568	XP_013599308.1, XP_013607763.1	CP6_g6711_DN3_SP0_c.t1
OG0006569	XP_013638797.1, XP_013615438.1, XP_013595929.1	CP6_g6709_DN3_SP1_c.t1
OG0006570	XP_013599270.1, XP_013625837.1	CP6_g6688_DN1_SP0_c.t1
OG0006571	XP_013598219.1	CP19_g18514_DN3_SP0_c.t1
OG0006572	XP_013611449.1, XP_013627428.1	CP19_g18497_DN3_SP3_c.t1
OG0006573	XP_013597658.1, XP_013597733.1	CP6_g6836_DN3_SP5_c.t1
OG0006574	XP_013589315.1	CP6_g6846_DN3_SP2_c.t1
OG0006575	XP_013595050.1	CP6_g7209_DN3_SP0_c.t1, CP6_g7208_DN3_SP0_c.t1
OG0006576	XP_013596617.1, XP_013589261.1	CP6_g7174_DN3_SP0_c.t1
OG0006577	XP_013596625.1, XP_013593481.1	CP6_g7152_DN3_SP0_c.t1
OG0006578	XP_013596220.1, XP_013596310.1	CP6_g7138_DN3_SP3_c.t1
OG0006579	XP_013612759.1	CP2_g47583_DN3_SP4_c.t1
OG0006579	XP_013593008.1	CP12_g30985_DN2_SP0_c.t1
OG0006580	XP_013609804.1, XP_013596739.1	CP2_g47581_DN2_SP0_c.t1
OG0006581	XP_013607110.1	CP2_g47552_DN3_SP8_c.t1
OG0006582	XP_013636172.1, XP_013604674.1, XP_013591687.1	CP3_g13053_DN3_SP8_c.t1
OG0006583	XP_013602528.1, XP_013631282.1	CP3_g13081_DN3_SP5_c.t1
OG0006584	XP_013637476.1, XP_013600743.1	CP3_g13111_DN3_SP8_c.t1
OG0006585	XP_013603444.1	CP5_g1793_DN3_SP0_c.t1
OG0006586	XP_013605925.1, XP_013631362.1	CP3_g13188_DN3_SP7_c.t1
OG0006587	XP_013600770.1, XP_013633974.1	CP3_g13193_DN3_SP0_c.t1
OG0006588	XP_013588917.1	CP3_g13222_DN3_SP6_c.t1
OG0006589	XP_013588907.1, XP_013604577.1	CP3_g13224_DN3_SP2_c.t1
OG0006590	XP_013605889.1, XP_013636667.1	CP3_g13267_DN3_SP7_c.t1
OG0006591	XP_013605766.1, XP_013591018.1	CP3_g13274_DN3_SP3_c.t1
OG0006592	XP_013591977.1	CP3_g13295_DN3_SP8_c.t1
OG0006593	XP_013603429.1, XP_013634135.1	CP3_g13321_DN3_SP7_c.t1
OG0006594	XP_013587903.1	CP3_g13366_DN3_SP6_c.t1
OG0006595	XP_013599754.1, XP_013636187.1, XP_013636184.1	CP3_g13408_DN3_SP5_c.t1
OG0006596	XP_013631584.1, XP_013592769.1, XP_013604795.1	CP3_g13483_DN3_SP0_c.t1
OG0006597	XP_013590012.1, XP_013600058.1	CP3_g13487_DN3_SP8_c.t1
OG0006598	XP_013602328.1, XP_013633660.1	CP3_g13489_DN3_SP8_c.t1
OG0006599	XP_013626227.1	CP8_g52950_DN2_SP0_c.t1
OG0006600	XP_013631984.1, XP_013600089.1	CP3_g13591_DN3_SP0_c.t1
OG0006601	XP_013603419.1	CP3_g13597_DN2_SP0_c.t1
OG0006602	XP_013605194.1, XP_013631031.1	CP3_g13619_DN3_SP8_c.t1
OG0006603	XP_013587795.1, XP_013631588.1, XP_013605050.1	CP3_g13667_DN3_SP8_c.t1
OG0006604	XP_013633773.1, XP_013601986.1	CP3_g13698_DN3_SP8_c.t1
OG0006605	XP_013600081.1, XP_013633561.1	CP3_g13729_DN3_SP8_c.t1
OG0006606	XP_013635784.1	CP3_g13748_DN3_SP2_c.t1
OG0006607	XP_013603395.1, XP_013590978.1	CP3_g13760_DN3_SP0_c.t1
OG0006609	XP_013636629.1	CP3_g13805_DN3_SP8_c.t1
OG0006610	XP_013603269.1	CP3_g13833_DN3_SP0_c.t1
OG0006611	XP_013605310.1, XP_013592874.1	CP3_g13859_DN3_SP8_c.t1
OG0006612	XP_013590500.1, XP_013602319.1	CP3_g13867_DN3_SP0_c.t1
OG0006613	XP_013605052.1, XP_013636202.1	CP3_g13991_DN1_SP0_c.t1
OG0006614	XP_013592437.1	CP3_g14073_DN3_SP3_c.t1
OG0006615	XP_013615858.1, XP_013611313.1	CP8_g53352_DN3_SP8_c.t1
OG0006616	XP_013606485.1	CP8_g53344_DN3_SP3_c.t1
OG0006617	XP_013616650.1, XP_013608770.1	CP8_g53341_DN3_SP0_c.t1
OG0006618	XP_013597249.1, XP_013594351.1, XP_013602658.1	CP6_g7237_DN3_SP0_c.t1
OG0006619	XP_013630547.1	CP6_g8653_DN3_SP4_c.t1
OG0006620	XP_013617359.1	CP12_g30829_DN3_SP6_c.t1
OG0006621	XP_013590902.1, XP_013619496.1, XP_013590528.1	CP9_g28268_DN3_SP0_c.t1
OG0006622	XP_013616183.1, XP_013591459.1, XP_013590068.1	CP9_g28352_DN1_SP0_c.t1
OG0006623	XP_013616122.1	CP9_g28356_DN3_SP8_c.t1
OG0006624	XP_013589551.1, XP_013619602.1, XP_013591083.1	CP9_g28391_DN1_SP0_c.t1
OG0006625	XP_013619583.1, XP_013590572.1, XP_013590797.1	CP9_g28407_DN3_SP6_c.t1
OG0006626	XP_013594051.1, XP_013609195.1	CP2_g48754_DN3_SP3_c.t1
OG0006627	XP_013615564.1, XP_013596217.1, XP_013596295.1	CP10_g43701_DN3_SP6_c.t1
OG0006628	XP_013622854.1, XP_013593475.1	CP1_g39402_DN3_SP8_c.t1
OG0006629	XP_013593480.1, XP_013622856.1	CP10_g43674_DN3_SP0_c.t1
OG0006630	XP_013609963.1, XP_013626609.1	CP10_g43618_DN3_SP0_c.t1
OG0006631	XP_013606372.1, XP_013615456.1	CP10_g43602_DN3_SP0_c.t1
OG0006632	XP_013596441.1	CP13_g19632_DN3_SP0_c.t1
OG0006633	XP_013593589.1, XP_013606585.1	CP10_g43582_DN3_SP8_c.t1
OG0006634	XP_013587342.1, XP_013589673.1	CP10_g42193_DN3_SP0_c.t1
OG0006635	XP_013604301.1, XP_013615141.1, XP_013609644.1	CP10_g43569_DN2_SP8_c.t1
OG0006636	XP_013604300.1, XP_013615142.1	CP10_g43568_DN3_SP3_c.t1
OG0006637	XP_013599949.1, XP_013608947.1	CP10_g43545_DN3_SP0_c.t1
OG0006640	XP_013633715.1, XP_013631094.1	CP4_g24118_DN3_SP0_c.t1
OG0006641	XP_013623973.1, XP_013633932.1, XP_013634612.1	CP4_g24695_DN3_SP1_c.t1
OG0006642	XP_013633919.1, XP_013626148.1	CP4_g24699_DN3_SP1_c.t1
OG0006643	XP_013633753.1, XP_013633782.1	CP4_g24707_DN3_SP8_c.t1
OG0006644	XP_013629120.1, XP_013636865.1	CP4_g24718_DN3_SP8_c.t1
OG0006645	XP_013623700.1, XP_013633688.1	CP4_g24742_DN3_SP8_c.t1
OG0006646	XP_013631286.1, XP_013622183.1	CP4_g24748_DN3_SP0_c.t1
OG0006647	XP_013634095.1, XP_013625334.1	CP4_g24764_DN3_SP5_c.t1
OG0006648	XP_013600447.1	CP1_g37042_DN3_SP5_c.t1
OG0006649	XP_013631934.1, XP_013630090.1, XP_013637537.1	CP4_g24858_DN3_SP8_c.t1
OG0006650	XP_013631211.1, XP_013625087.1	CP4_g24866_DN3_SP2_c.t1
OG0006651	XP_013625082.1, XP_013637529.1, XP_013631647.1	CP4_g24876_DN3_SP6_c.t1
OG0006652	XP_013629726.1	CP4_g24890_DN3_SP8_c.t1
OG0006653	XP_013636638.1	CP4_g24892_DN3_SP0_c.t1
OG0006654	XP_013637128.1, XP_013637438.1	CP4_g24900_DN3_SP8_c.t1
OG0006655	XP_013629944.1, XP_013634822.1	CP4_g24903_DN3_SP3_c.t1
OG0006656	XP_013593649.1, XP_013612962.1	CP13_g19185_DN3_SP0_c.t1
OG0006657	XP_013636734.1, XP_013637514.1, XP_013622060.1	CP4_g24913_DN3_SP8_c.t1
OG0006658	XP_013632309.1, XP_013636387.1	CP4_g24924_DN3_SP8_c.t1
OG0006659	XP_013632233.1, XP_013623553.1	CP4_g24931_DN3_SP1_c.t1
OG0006660	XP_013607180.1, XP_013634248.1	CP4_g24980_DN3_SP4_c.t1
OG0006661	XP_013634698.1, XP_013634050.1	CP4_g24991_DN3_SP6_c.t1
OG0006662	XP_013622926.1, XP_013634500.1	CP4_g25000_DN2_SP0_c.t1
OG0006663	XP_013634786.1, XP_013626334.1, XP_013634283.1	CP4_g25053_DN3_SP3_c.t1
OG0006664	XP_013625848.1	CP19_g18450_DN3_SP2_c.t1
OG0006665	XP_013629639.1, XP_013621162.1, XP_013612523.1	CP11_g31862_DN2_SP0_c.t1
OG0006666	XP_013611906.1	CP20_g4391_DN3_SP8_c.t1
OG0006667	XP_013612501.1, XP_013606454.1	CP20_g4390_DN3_SP8_c.t1
OG0006668	XP_013606054.1, XP_013630358.1	CP8_g54416_DN3_SP5_c.t1
OG0006669	XP_013600186.1	CP16_g54753_DN3_SP8_c.t1, CP6_g8277_DN3_SP0_c.t1
OG0006670	XP_013599694.1, XP_013630717.1	CP16_g54760_DN3_SP8_c.t1
OG0006671	XP_013633893.1, XP_013600666.1	CP16_g54786_DN3_SP0_c.t1
OG0006672	XP_013631354.1	CP16_g54816_DN3_SP4_c.t1
OG0006673	XP_013635554.1	CP16_g54827_DN3_SP0_c.t1
OG0006674	XP_013635342.1, XP_013604016.1	CP16_g54845_DN3_SP0_c.t1
OG0006676	XP_013604286.1, XP_013636649.1	CP18_g12478_DN3_SP8_c.t1
OG0006677	XP_013629506.1	CP16_g55178_DN3_SP8_c.t1
OG0006678	XP_013635834.1	CP19_g18002_DN3_SP7_c.t1
OG0006679	XP_013599007.1, XP_013618315.1	CP19_g18188_DN3_SP8_c.t1
OG0006680	XP_013600526.1, XP_013588719.1	CP7_g44463_DN3_SP2_c.t1
OG0006681	XP_013591477.1	CP7_g44500_DN1_SP0_c.t1
OG0006682	XP_013592553.1	CP7_g44504_DN3_SP2_c.t1
OG0006683	XP_013630814.1, XP_013606417.1	CP20_g4079_DN3_SP0_c.t1
OG0006684	XP_013626799.1, XP_013612518.1	CP20_g4142_DN3_SP7_c.t1
OG0006685	XP_013638010.1, XP_013604041.1	CP1_g38162_DN3_SP4_c.t1
OG0006686	XP_013630142.1, XP_013611963.1	CP20_g4325_DN3_SP8_c.t1
OG0006687	XP_013630140.1, XP_013611961.1	CP20_g4326_DN3_SP7_c.t1
OG0006688	XP_013608677.1, XP_013616080.1, XP_013597897.1	CP2_g48530_DN3_SP8_c.t1
OG0006689	XP_013598187.1, XP_013613179.1, XP_013619608.1	CP2_g48580_DN3_SP2_c.t1
OG0006690	XP_013584643.1, XP_013602552.1, XP_013595957.1	CP19_g18209_DN3_SP7_c.t1
OG0006691	XP_013618207.1, XP_013608823.1, XP_013594985.1	CP2_g48595_DN3_SP6_c.t1
OG0006692	XP_013616688.1, XP_013606725.1	CP2_g48599_DN3_SP5_c.t1
OG0006693	XP_013612938.1, XP_013593104.1	CP2_g48612_DN3_SP5_c.t1
OG0006694	XP_013610577.1, XP_013599011.1	CP2_g48623_DN3_SP0_c.t1
OG0006695	XP_013596963.1	CP10_g43531_DN3_SP0_c.t1
OG0006696	XP_013606386.1, XP_013593709.1, XP_013600548.1	CP12_g29870_DN3_SP8_c.t1
OG0006697	XP_013595966.1, XP_013608868.1	CP12_g29858_DN3_SP0_c.t1
OG0006698	XP_013608607.1, XP_013593105.1	CP12_g29857_DN3_SP8_c.t1
OG0006699	XP_013587841.1	CP5_g1814_DN3_SP0_c.t1
OG0006700	XP_013633906.1, XP_013631726.1	CP4_g24051_DN3_SP1_c.t1
