Orthogroup	Brassica_oleracea	Eutrema_salsugineum
OG0006939	XP_013613454.1, XP_013606424.1	XP_006395380.1
OG0006940	XP_013586868.1, XP_013602646.1	XP_006416770.1
OG0006941	XP_013638179.1	XP_006416762.1
OG0006942	XP_013603014.1, XP_013583715.1, XP_013603065.1	XP_006416732.1
OG0006943	XP_013603768.1, XP_013605917.1	XP_006416715.1
OG0006944	XP_013600319.1, XP_013638435.1	XP_006416686.1
OG0006945	XP_013600681.1	XP_024016191.1, XP_006416676.1
OG0006946	XP_013619973.1	XP_006391201.1
OG0006947	XP_013613980.1, XP_013599887.1	XP_006416664.1
OG0006948	XP_013605931.1, XP_013613973.1	XP_006416662.1
OG0006949	XP_013603727.1, XP_013603420.1	XP_006416653.1
OG0006950	XP_013583795.1	XP_006416613.1
OG0006951	XP_013586527.1, XP_013600166.1	XP_006416600.1
OG0006952	XP_013602073.1, XP_013638867.1	XP_006416588.1
OG0006953	XP_013605255.1, XP_013600853.1, XP_013584426.1	XP_006416555.1
OG0006954	XP_013586633.1, XP_013605108.1	XP_006416527.1
OG0006955	XP_013585944.1, XP_013595940.1	XP_006416498.1
OG0006956	XP_013586512.1	XP_024008149.1
OG0006957	XP_013603407.1	XP_006416429.1
OG0006957	XP_013615075.1	XP_006416428.1
OG0006958	XP_013597487.1, XP_013604512.1	XP_006416379.2
OG0006959	XP_013584211.1, XP_013615152.1	XP_006416360.1
OG0006960	XP_013602660.1, XP_013595825.1	XP_006416351.1
OG0006961	XP_013584538.1	XP_006416337.1
OG0006962	XP_013587107.1	XP_006416306.1
OG0006963	XP_013638384.1, XP_013614611.1	XP_006416298.1
OG0006964	XP_013602520.1, XP_013584026.1	XP_006416262.1
OG0006965	XP_013603642.1, XP_013638141.1	XP_006416255.1
OG0006966	XP_013597070.1, XP_013603645.1, XP_013584119.1	XP_006416252.1
OG0006967	XP_013603581.1, XP_013597244.1, XP_013584890.1	XP_024008943.1
OG0006968	XP_013598951.1, XP_013621532.1	XP_006398163.1
OG0006969	XP_013622804.1, XP_013587714.1, XP_013639202.1	XP_006406899.1
OG0006970	XP_013591359.1, XP_013589845.1	XP_006390744.1
OG0006971	XP_013592825.1	XP_006390785.1
OG0006972	XP_013591627.1, XP_013620450.1	XP_006390816.1
OG0006973	XP_013591016.1, XP_013619392.1, XP_013590545.1	XP_006390940.1
OG0006974	XP_013594253.1, XP_013603291.1, XP_013623383.1	XP_006413472.1
OG0006975	XP_013596094.1, XP_013591827.1	XP_006413469.2
OG0006976	XP_013594548.1, XP_013597268.1	XP_006412265.2
OG0006977	XP_013613894.1, XP_013608699.1	XP_006391781.1
OG0006978	XP_013609898.1	XP_006391788.1
OG0006979	XP_013610475.1, XP_013635339.1, XP_013610181.1	XP_006391866.1
OG0006980	XP_013637406.1, XP_013611428.1	XP_024015305.1
OG0006981	XP_013583687.1, XP_013612821.1	XP_006391971.1
OG0006982	XP_013600405.1	XP_006391983.1
OG0006983	XP_013593175.1, XP_013637967.1	XP_024008456.1
OG0006984	XP_013609456.1, XP_013586239.1	XP_024015511.1
OG0006985	XP_013623245.1	XP_006392069.1
OG0006986	XP_013605075.1, XP_013611047.1	XP_006392315.1
OG0006987	XP_013611718.1, XP_013612333.1	XP_006391666.1
OG0006988	XP_013606972.1	XP_006391657.1
OG0006990	XP_013592244.1, XP_013592344.1	XP_006405277.1
OG0006991	XP_013617687.1, XP_013596941.1	XP_006398354.2
OG0006992	XP_013606636.1, XP_013616028.1, XP_013595432.1	XP_024011065.1
OG0006993	XP_013598766.1, XP_013616391.1	XP_006398369.1
OG0006994	XP_013607197.1, XP_013616537.1, XP_013598228.1	XP_006398454.1
OG0006995	XP_013611132.1, XP_013620411.1	XP_006398463.1
OG0006996	XP_013620712.1, XP_013598123.1	XP_006398488.1
OG0006997	XP_013593085.1	XP_024011003.1
OG0006998	XP_013613053.1, XP_013622914.1	XP_006396602.1
OG0006999	XP_013600254.1, XP_013630725.1	XP_006412833.1
OG0007000	XP_013595346.1, XP_013637426.1	XP_006412820.1
OG0007001	XP_013585074.1	XP_006393493.1
OG0007002	XP_013590102.1	XP_006393474.1
OG0007003	XP_013616056.1, XP_013592293.1	XP_024007659.1
OG0007004	XP_013588412.1, XP_013592294.1	XP_006390365.1
OG0007005	XP_013591658.1, XP_013616410.1, XP_013589736.1	XP_006390372.1
OG0007006	XP_013630517.1, XP_013604089.1	XP_006411637.1
OG0007007	XP_013592919.1, XP_013622401.1	XP_006411679.1
OG0007008	XP_013621880.1, XP_013599169.1, XP_013617665.1	XP_006411713.1
OG0007009	XP_013597742.1	XP_006411743.1
OG0007010	XP_013583309.1, XP_013596554.1, XP_013626266.1	XP_006411744.1
OG0007011	XP_013626908.1	XP_006411811.1
OG0007012	XP_013593591.1, XP_013635747.1	XP_006411852.1
OG0007013	XP_013619798.1, XP_013592941.1	XP_006411869.1
OG0007014	XP_013622063.1, XP_013627200.1	XP_024005823.1
OG0007015	XP_013628222.1, XP_013583356.1	XP_006411917.2
OG0007016	XP_013604871.1, XP_013621706.1	XP_006411948.1
OG0007017	XP_013601841.1	XP_006411967.1
OG0007018	XP_013593037.1, XP_013630452.1	XP_006411969.1
OG0007019	XP_013599016.1	XP_006412017.1
OG0007020	XP_013598032.1	XP_006412036.2
OG0007021	XP_013621762.1, XP_013597625.1	XP_006412065.1
OG0007022	XP_013597329.1, XP_013626126.1	XP_006412070.1
OG0007023	XP_013593000.1	XP_006412093.1
OG0007024	XP_013606324.1	XP_006391996.1
OG0007025	XP_013625424.1, XP_013616383.1	XP_006412150.1
OG0007027	XP_013636375.1, XP_013598160.1	XP_006412165.1
OG0007028	XP_013623558.1	XP_006412178.1
OG0007029	XP_013589112.1, XP_013597148.1, XP_013627821.1	XP_006412186.1
OG0007030	XP_013595808.1, XP_013625402.1, XP_013619600.1	XP_024005886.1
OG0007031	XP_013614690.1, XP_013616422.1, XP_013600266.1	XP_006412504.1
OG0007032	XP_013614215.1, XP_013602033.1	XP_006412503.1
OG0007033	XP_013595724.1, XP_013584380.1	XP_006412493.1
OG0007034	XP_013630150.1, XP_013603754.1, XP_013598216.1	XP_006412457.1
OG0007035	XP_013633188.1, XP_013622645.1, XP_013595912.1	XP_006412455.1
OG0007036	XP_013623038.1, XP_013613181.1	XP_006412437.1
OG0007037	XP_013626957.1, XP_013638596.1, XP_013596164.1	XP_006412430.1
OG0007038	XP_013634638.1	XP_006410526.1
OG0007039	XP_013604828.1, XP_013636805.1	XP_024015987.1
OG0007040	XP_013626330.1, XP_013601710.1	XP_006412393.1
OG0007041	XP_013625591.1, XP_013636715.1	XP_006412374.1
OG0007042	XP_013626615.1, XP_013628125.1	XP_006412343.1
OG0007043	XP_013612958.1, XP_013622533.1	XP_006409707.1
OG0007044	XP_013595464.1	XP_006412326.1, XP_006412325.2
OG0007045	XP_013607695.1, XP_013599357.1	XP_006412316.1
OG0007046	XP_013630579.1	XP_006412299.1
OG0007047	XP_013584272.1, XP_013639799.1, XP_013598699.1	XP_006412295.1
OG0007048	XP_013596741.1, XP_013626678.1, XP_013586190.1	XP_024004533.1
OG0007050	XP_013595319.1, XP_013627702.1	XP_024004447.1
OG0007051	XP_013598037.1	XP_006412524.1
OG0007052	XP_013593962.1	XP_006412532.1
OG0007053	XP_013596528.1, XP_013589951.1	XP_006412605.1
OG0007054	XP_013590380.1, XP_013628126.1, XP_013596833.1	XP_006412606.1
OG0007055	XP_013628165.1, XP_013597445.1	XP_024004362.1
OG0007056	XP_013622531.1, XP_013593137.1	XP_006412630.1
OG0007057	XP_013598392.1, XP_013629243.1, XP_013597893.1	XP_006412646.1
OG0007058	XP_013584561.1, XP_013598183.1, XP_013626182.1	XP_006412654.1
OG0007059	XP_013621878.1, XP_013599394.1, XP_013607295.1	XP_006412667.1
OG0007060	XP_013629380.1, XP_013606666.1, XP_013598704.1	XP_006418833.1
OG0007061	XP_013593817.1, XP_013615652.1	XP_006418779.2
OG0007062	XP_013591152.1, XP_013588808.1	XP_006390647.1
OG0007063	XP_013590358.1, XP_013591133.1	XP_006390669.1
OG0007064	XP_013590705.1, XP_013617213.1, XP_013619249.1	XP_006390687.1
OG0007065	XP_013597000.1, XP_013587101.1	XP_006416084.2
OG0007066	XP_013586908.1, XP_013600538.1	XP_006416074.1
OG0007067	XP_013584289.1	XP_006416012.1
OG0007068	XP_013626165.1	XP_006396412.1
OG0007069	XP_013623623.1, XP_013610383.1	XP_006396392.1
OG0007070	XP_013610495.1, XP_013614056.1	XP_006396350.2
OG0007071	XP_013629931.1, XP_013612362.1	XP_006396329.1
OG0007072	XP_013611708.1	XP_006396318.1
OG0007073	XP_013626331.1, XP_013619800.1	XP_006396299.1
OG0007074	XP_013611288.1	XP_006396281.1
OG0007075	XP_013628269.1, XP_013620120.1	XP_006396265.1
OG0007076	XP_013619585.1, XP_013610225.1	XP_006396221.1
OG0007077	XP_013611182.1, XP_013603412.1	XP_006396199.1
OG0007078	XP_013627462.1	XP_006404531.1
OG0007079	XP_013628538.1, XP_013585637.1	XP_024009020.1
OG0007080	XP_013597502.1	XP_006413463.2
OG0007081	XP_013603866.1, XP_013589561.1, XP_013596598.1	XP_006412990.1
OG0007082	XP_013604211.1, XP_013639081.1	XP_024008106.1
OG0007083	XP_013638856.1	XP_024008508.1
OG0007084	XP_013603791.1, XP_013585280.1, XP_013603995.1	XP_006416756.1
OG0007085	XP_013601497.1, XP_013584795.1	XP_006416708.1
OG0007086	XP_013637815.1	XP_024008036.1
OG0007087	XP_013585812.1, XP_013627232.1	XP_006415935.1
OG0007088	XP_013584301.1, XP_013622481.1, XP_013596999.1	XP_006415820.1
OG0007089	XP_013595740.1, XP_013638297.1, XP_013625894.1	XP_024008670.1
OG0007090	XP_013638953.1, XP_013595671.1, XP_013625892.1	XP_024008380.1
OG0007093	XP_013590783.1, XP_013615762.1, XP_013590809.1, XP_013617229.1	XP_006390651.1
OG0007095	XP_013597453.1	XP_024006407.1
OG0007096	XP_013617717.1, XP_013620234.1, XP_013620233.1	XP_024011139.1
OG0007097	XP_013609905.1, XP_013596362.1	XP_006395625.1
OG0007098	XP_013606308.1, XP_013616412.1, XP_013593209.1	XP_006395313.1
OG0007099	XP_013610595.1, XP_013596539.1, XP_013619387.1	XP_006395258.1
OG0007100	XP_013627867.1	XP_006404512.1
OG0007101	XP_013624661.1	XP_006404449.1
OG0007102	XP_013600833.1, XP_013633788.1	XP_024013839.1
OG0007103	XP_013605508.1, XP_013591858.1	XP_006403717.1
OG0007104	XP_013629218.1, XP_013629219.1	XP_024016622.1
OG0007105	XP_013616843.1, XP_013622850.1	XP_006400404.1
OG0007106	XP_013617890.1	XP_006394909.1
OG0007107	XP_013627597.1	XP_006397177.1
OG0007108	XP_013610234.1	XP_006396853.1
OG0007109	XP_013603646.1	XP_006413176.2
OG0007110	XP_013596493.1, XP_013585355.1	XP_006413239.1
OG0007112	XP_013597282.1, XP_013597115.1, XP_013626087.1	XP_024005545.1
OG0007113	XP_013633124.1	XP_024014764.1
OG0007115	XP_013616451.1, XP_013598992.1	XP_006395204.1
OG0007116	XP_013614012.1, XP_013593442.1	XP_006395082.1
OG0007128	XP_013636562.1	XP_024012905.1
OG0007129	XP_013593594.1	XP_006413582.1
OG0007130	XP_013616374.1, XP_013606478.1	XP_024011466.1
OG0007131	XP_013611065.1, XP_013628436.1	XP_006394290.1
OG0007132	XP_013603440.1, XP_013623328.1	XP_006404256.1
OG0007133	XP_013605760.1, XP_013622885.1	XP_006404264.1
OG0007134	XP_013626136.1	XP_006404285.1, XP_024013737.1
OG0007135	XP_013617675.1, XP_013623014.1, XP_013622103.1	XP_006404314.1
OG0007136	XP_013591362.1, XP_013627321.1	XP_006404319.1
OG0007137	XP_013614724.1	XP_006398495.1
OG0007138	XP_013619291.1, XP_013595268.1	XP_006398516.1
OG0007139	XP_013623195.1	XP_006412825.1
OG0007140	XP_013599372.1, XP_013621679.1	XP_006395859.1
OG0007141	XP_013620901.1	XP_006395804.1
OG0007142	XP_013634559.1, XP_013635315.1	XP_006410985.1
OG0007143	XP_013593092.1	XP_006398370.1
OG0007144	XP_013590826.1, XP_013620156.1	XP_006390018.1
OG0007145	XP_013615271.1, XP_013606088.1	XP_006400314.1
OG0007146	XP_013623055.1, XP_013609572.1	XP_006400307.1
OG0007147	XP_013618882.1, XP_013609222.1	XP_024012049.1
OG0007148	XP_013619663.1, XP_013610008.1, XP_013608410.1	XP_024012144.1
OG0007149	XP_013626927.1, XP_013610106.1	XP_006400258.1
OG0007150	XP_013609354.1, XP_013618301.1	XP_006400251.1
OG0007151	XP_013614385.1, XP_013612017.1	XP_006400236.1
OG0007152	XP_013610486.1, XP_013627095.1	XP_006400219.1
OG0007153	XP_013618404.1, XP_013607265.1	XP_006400198.1
OG0007154	XP_013621473.1, XP_013606214.1	XP_006400197.1
OG0007155	XP_013609729.1, XP_013629406.1	XP_006400192.1
OG0007156	XP_013629348.1, XP_013616808.1	XP_006400184.1
OG0007157	XP_013628191.1	XP_006400167.1
OG0007158	XP_013621330.1, XP_013611218.1	XP_024011914.1
OG0007159	XP_013634964.1, XP_013631376.1	XP_006410820.1
OG0007160	XP_013606380.1, XP_013625161.1	XP_006400107.1
OG0007161	XP_013625170.1, XP_013618375.1	XP_006400097.1
OG0007162	XP_013620472.1, XP_013611393.1	XP_006400074.1
OG0007163	XP_013621850.1, XP_013611396.1	XP_006400073.1
OG0007164	XP_013628551.1, XP_013618337.1	XP_006400040.1
OG0007165	XP_013620396.1, XP_013628668.1	XP_024012455.1
OG0007166	XP_013620461.1, XP_013628574.1	XP_006400016.1
OG0007167	XP_013618839.1, XP_013606182.1	XP_006400015.1
OG0007168	XP_013618669.1, XP_013625248.1	XP_006400010.1
OG0007169	XP_013632792.1, XP_013606202.1, XP_013630753.1	XP_006399997.1
OG0007170	XP_013610370.1, XP_013620503.1	XP_006399992.1
OG0007172	XP_013612416.1	XP_006397031.2
OG0007173	XP_013611467.1, XP_013630265.1	XP_006399934.1
OG0007174	XP_013611465.1, XP_013630264.1	XP_006399933.1
OG0007175	XP_013611512.1, XP_013622047.1	XP_024011569.1
OG0007177	XP_013613122.1	XP_006399910.1
OG0007178	XP_013608452.1, XP_013623794.1, XP_013628015.1	XP_006399907.1
OG0007179	XP_013609604.1, XP_013628425.1	XP_006399904.1
OG0007180	XP_013628422.1	XP_006399902.1
OG0007181	XP_013622015.1	XP_024011156.1
OG0007182	XP_013629517.1, XP_013612075.1	XP_006399898.1
OG0007183	XP_013620534.1, XP_013612875.1	XP_024012581.1
OG0007184	XP_013606785.1, XP_013621260.1	XP_024012126.1
OG0007185	XP_013623344.1, XP_013616206.1	XP_006399868.1
OG0007186	XP_013620725.1, XP_013612006.1	XP_006399860.1
OG0007187	XP_013611953.1, XP_013621045.1	XP_006399859.1
OG0007188	XP_013619813.1	XP_024006846.1
OG0007189	XP_013620307.1, XP_013609151.1	XP_006399851.1
OG0007190	XP_013620309.1	XP_006399846.1
OG0007191	XP_013611741.1, XP_013625513.1	XP_006399844.1
OG0007192	XP_013611612.1, XP_013620238.1	XP_006399830.1
OG0007193	XP_013630169.1, XP_013611980.1	XP_006399821.1
OG0007194	XP_013627083.1	XP_024011160.1
OG0007195	XP_013626795.1, XP_013609964.1	XP_006399794.1
OG0007196	XP_013605985.1, XP_013630224.1	XP_006399788.1
OG0007197	XP_013607375.1, XP_013620558.1	XP_006399756.1
OG0007198	XP_013611488.1, XP_013629064.1	XP_006399729.1
OG0007199	XP_013625182.1	XP_006399721.1
OG0007200	XP_013626618.1, XP_013610127.1	XP_006399711.1
OG0007201	XP_013597788.1	XP_024006854.1
OG0007202	XP_013625631.1	XP_024012181.1
OG0007203	XP_013623326.1, XP_013606803.1	XP_006399654.1
OG0007204	XP_013610733.1, XP_013616543.1, XP_013627404.1	XP_006399649.1
OG0007205	XP_013601844.1, XP_013598633.1	XP_006413459.1
OG0007206	XP_013618740.1, XP_013609097.1	XP_006399636.1
OG0007208	XP_013610431.1, XP_013619001.1	XP_024012375.1
OG0007209	XP_013619333.1, XP_013596841.1	XP_006395210.1
OG0007210	XP_013612838.1, XP_013629128.1	XP_006399547.1
OG0007211	XP_013609929.1	XP_006399525.1
OG0007212	XP_013625193.1, XP_013618729.1	XP_024011738.1
OG0007213	XP_013612272.1	XP_006399503.1
OG0007214	XP_013629585.1, XP_013613500.1	XP_006399495.1
OG0007215	XP_013606513.1, XP_013621919.1	XP_024011813.1
OG0007217	XP_013610218.1, XP_013618942.1	XP_024011520.1
OG0007218	XP_013629315.1, XP_013611208.1	XP_024011656.1
OG0007219	XP_013626621.1, XP_013611481.1	XP_006399355.1
OG0007220	XP_013606794.1, XP_013621571.1, XP_013630257.1	XP_024012628.1
OG0007221	XP_013612992.1, XP_013625634.1	XP_006399303.1
OG0007222	XP_013622922.1, XP_013606136.1	XP_006399301.1
OG0007223	XP_013621049.1, XP_013626176.1	XP_006399273.1
OG0007224	XP_013630651.1, XP_013616132.1	XP_024010153.1
OG0007225	XP_013621365.1, XP_013629795.1	XP_006396534.1
OG0007226	XP_013619777.1, XP_013613057.1	XP_006396535.1
OG0007227	XP_013628254.1	XP_006396551.1
OG0007228	XP_013636545.1, XP_013597704.1	XP_006413350.1
OG0007229	XP_013593845.1	XP_006413375.1
OG0007230	XP_013597149.1, XP_013599487.1	XP_024004475.1, XP_024004464.1
OG0007231	XP_013636631.1, XP_013636587.1	XP_006397367.1
OG0007232	XP_013623675.1, XP_013635316.1	XP_006408602.2
OG0007233	XP_013614417.1, XP_013635055.1	XP_006408647.1
OG0007234	XP_013634548.1	XP_024016083.1, XP_006408702.1
OG0007235	XP_013626848.1	XP_024016067.1
OG0007236	XP_013629888.1, XP_013635217.1	XP_006409774.2
OG0007237	XP_013633838.1, XP_013631408.1	XP_006409781.1
OG0007238	XP_013629417.1, XP_013636164.1	XP_024016769.1
OG0007239	XP_013634154.1	XP_006409855.1
OG0007240	XP_013634157.1, XP_013635865.1	XP_006409866.1
OG0007241	XP_013628297.1, XP_013635861.1	XP_006409871.1
OG0007242	XP_013637309.1, XP_013627905.1	XP_006409891.1
OG0007243	XP_013637290.1, XP_013614500.1	XP_006409919.1
OG0007244	XP_013631062.1, XP_013615198.1	XP_024003738.1
OG0007245	XP_013633834.1, XP_013633853.1	XP_006409943.1
OG0007246	XP_013634911.1	XP_006409944.2
OG0007247	XP_013631913.1, XP_013631122.1	XP_006410025.1
OG0007248	XP_013637106.1, XP_013631128.1	XP_006410030.1
OG0007249	XP_013633315.1, XP_013623494.1, XP_013632673.1	XP_006410055.2
OG0007250	XP_013636380.1, XP_013634417.1	XP_006410062.1
OG0007251	XP_013614482.1, XP_013618558.1	XP_006400762.2
OG0007252	XP_013634552.1, XP_013626436.1	XP_006410118.1
OG0007253	XP_013636512.1, XP_013635417.1	XP_024004097.1
OG0007254	XP_013631325.1, XP_013636346.1	XP_006410215.1
OG0007255	XP_013636723.1, XP_013630700.1	XP_006410217.1
OG0007256	XP_013632216.1, XP_013631722.1	XP_006410239.1
OG0007257	XP_013636349.1, XP_013633511.1	XP_006410272.1
OG0007258	XP_013625126.1	XP_006410282.1
OG0007259	XP_013635225.1, XP_013633345.1	XP_006410339.1
OG0007260	XP_013626947.1, XP_013634909.1, XP_013634644.1	XP_006410379.1
OG0007261	XP_013633346.1, XP_013627818.1	XP_024004109.1
OG0007262	XP_013626279.1	XP_006410361.1
OG0007263	XP_013629164.1, XP_013636959.1	XP_006410398.2
OG0007264	XP_013631103.1, XP_013636127.1	XP_006410419.1
OG0007265	XP_013629996.1	XP_006410428.1
OG0007266	XP_013630625.1	XP_006410431.1
OG0007267	XP_013630768.1, XP_013637046.1	XP_006410435.1
OG0007268	XP_013636696.1, XP_013634537.1	XP_006410449.1
OG0007269	XP_013629861.1, XP_013637063.1	XP_006410475.1
OG0007270	XP_013634517.1, XP_013633359.1	XP_024003828.1
OG0007271	XP_013594273.1	XP_006403165.2
OG0007272	XP_013616661.1, XP_013599405.1	XP_006403130.1
OG0007273	XP_013638033.1	XP_006413330.1
OG0007274	XP_013594054.1, XP_013599727.1	XP_006413318.1
OG0007275	XP_013593102.1	XP_006413287.1
OG0007276	XP_013617964.1	XP_006413279.1
OG0007277	XP_013602507.1	XP_006393595.1
OG0007278	XP_013586446.1, XP_013599787.1	XP_006393603.1
OG0007279	XP_013592811.1, XP_013605542.1	XP_006393635.1
OG0007280	XP_013592331.1, XP_013605232.1	XP_006393613.1
OG0007281	XP_013605230.1, XP_013592330.1	XP_006393611.1
OG0007282	XP_013637901.1	XP_024009161.1
OG0007283	XP_013629288.1	XP_024008692.1
OG0007284	XP_013598795.1, XP_013613550.1	XP_006415696.1
OG0007285	XP_013584723.1, XP_013593614.1, XP_013623583.1	XP_024009152.1
OG0007286	XP_013625549.1	XP_024008416.1
OG0007287	XP_013592934.1, XP_013622168.1	XP_006415611.2
OG0007288	XP_013587349.1, XP_013629954.1	XP_006415609.1
OG0007289	XP_013594058.1, XP_013622254.1	XP_006415600.1
OG0007290	XP_013622521.1, XP_013584314.1	XP_006415589.1
OG0007292	XP_013594192.1, XP_013584876.1, XP_013623507.1	XP_006415520.1
OG0007293	XP_013623182.1, XP_013638085.1	XP_006415498.1
OG0007294	XP_013625441.1, XP_013589298.1, XP_013585049.1	XP_006415488.1
OG0007295	XP_013638361.1, XP_013628872.1	XP_006415483.1
OG0007296	XP_013630279.1, XP_013598469.1	XP_006415472.1
OG0007297	XP_013587486.1	XP_006415465.2
OG0007298	XP_013596848.1	XP_006415433.1
OG0007299	XP_013594239.1, XP_013638161.1	XP_006415426.1
OG0007300	XP_013619901.1, XP_013584839.1, XP_013596862.1	XP_006415398.1
OG0007301	XP_013584342.1, XP_013596013.1, XP_013613861.1	XP_006415397.1
OG0007302	XP_013619285.1, XP_013596776.1	XP_006415378.1
OG0007303	XP_013586699.1	XP_006415349.1
OG0007304	XP_013604032.1, XP_013638904.1	XP_006415336.1
OG0007305	XP_013604878.1, XP_013584070.1	XP_006415321.1
OG0007306	XP_013631381.1	XP_006410713.2
OG0007307	XP_013585887.1	XP_006415249.1
OG0007308	XP_013602905.1, XP_013584317.1	XP_006415244.1
OG0007309	XP_013587706.1, XP_013613867.1	XP_006415234.1
OG0007310	XP_013638047.1, XP_013638505.1	XP_006415200.1
OG0007311	XP_013586227.1, XP_013586299.1	XP_006415196.1
OG0007312	XP_013620884.1, XP_013598456.1	XP_006395775.1
OG0007313	XP_013596609.1, XP_013618767.1	XP_006395743.1
OG0007314	XP_013612000.1, XP_013594068.1	XP_006395741.1
OG0007315	XP_013609687.1, XP_013597731.1	XP_006395734.1
OG0007316	XP_013596079.1, XP_013616663.1, XP_013616172.1	XP_006395712.1
OG0007317	XP_013606084.1, XP_013621021.1	XP_006393866.1
OG0007318	XP_013608800.1, XP_013593514.1	XP_024007489.1
OG0007319	XP_013597621.1, XP_013615073.1, XP_013609606.1	XP_006393932.1
OG0007320	XP_013618145.1, XP_013606189.1	XP_006393935.1
OG0007321	XP_013615832.1, XP_013594109.1	XP_006412979.1
OG0007322	XP_013612677.1, XP_013593021.1	XP_006393947.1
OG0007323	XP_013629013.1, XP_013611140.1	XP_006393988.1
OG0007324	XP_013625479.1	XP_006393997.1
OG0007325	XP_013618642.1	XP_006393998.1
OG0007326	XP_013613602.1, XP_013630548.1	XP_006394027.1
OG0007327	XP_013610367.1, XP_013613631.1, XP_013624399.1	XP_006394045.1
OG0007328	XP_013622144.1, XP_013613635.1	XP_006394051.1
OG0007329	XP_013623621.1, XP_013613628.1	XP_006394079.2
OG0007330	XP_013625238.1	XP_006394109.1
OG0007331	XP_013619577.1, XP_013609911.1	XP_006394112.1
OG0007332	XP_013625215.1, XP_013610909.1	XP_006394126.1
OG0007333	XP_013624415.1	XP_024006793.1, XP_024006791.1
OG0007334	XP_013638594.1	XP_006394060.2
OG0007335	XP_013618795.1, XP_013630734.1	XP_006410843.1, XP_006394153.1
OG0007336	XP_013630305.1, XP_013616061.1	XP_006394154.1
OG0007337	XP_013628595.1	XP_006394158.1
OG0007338	XP_013609619.1, XP_013619806.1, XP_013625190.1	XP_006394163.1
OG0007339	XP_013625867.1, XP_013611319.1	XP_006394196.1
OG0007340	XP_013621303.1, XP_013629768.1	XP_006394215.1
OG0007341	XP_013622706.1	XP_006394218.2
OG0007342	XP_013609750.1	XP_006394230.1
OG0007343	XP_013611384.1, XP_013629027.1	XP_006394238.1
OG0007344	XP_013630002.1, XP_013620870.1	XP_006394242.1
OG0007345	XP_013629039.1, XP_013613230.1	XP_024007142.1
OG0007346	XP_013622048.1, XP_013616062.1	XP_006394307.1
OG0007347	XP_013626072.1, XP_013612754.1	XP_024004573.1
OG0007348	XP_013612753.1, XP_013626813.1	XP_006394311.1
OG0007349	XP_013626660.1, XP_013610101.1	XP_006394316.1
OG0007350	XP_013625359.1, XP_013609966.1	XP_006394352.1
OG0007351	XP_013616549.1, XP_013625531.1	XP_024006786.1
OG0007352	XP_013618482.1, XP_013625763.1	XP_006394394.1
OG0007353	XP_013621848.1, XP_013617962.1	XP_006394414.1
OG0007354	XP_013629123.1	XP_006394448.1
OG0007355	XP_013631998.1, XP_013600377.1	XP_006414851.1
OG0007356	XP_013609192.1, XP_013594199.1	XP_006394482.1
OG0007357	XP_013597619.1, XP_013608991.1	XP_006394489.2
OG0007358	XP_013614653.1, XP_013599109.1	XP_024006739.1
OG0007359	XP_013598810.1, XP_013606298.1	XP_006394495.1
OG0007360	XP_013613339.1, XP_013595539.1	XP_006394517.2
OG0007361	XP_013598330.1	XP_024007325.1
OG0007362	XP_013597468.1, XP_013621394.1, XP_013623062.1	XP_024007600.1
OG0007363	XP_013612979.1, XP_013598882.1	XP_006394554.1
OG0007364	XP_013594016.1, XP_013606046.1	XP_006394578.1
OG0007365	XP_013593720.1	XP_006394623.1
OG0007366	XP_013610763.1, XP_013593324.1	XP_006394632.1
OG0007367	XP_013609385.1, XP_013597852.1	XP_024007451.1
OG0007368	XP_013612740.1, XP_013599023.1	XP_006394652.2
OG0007370	XP_013595933.1, XP_013618954.1	XP_006394680.1
OG0007371	XP_013619432.1, XP_013597554.1	XP_006394691.1
OG0007372	XP_013613172.1, XP_013598521.1	XP_006394703.1
OG0007374	XP_013620822.1	XP_006394718.1
OG0007375	XP_013597972.1, XP_013610146.1	XP_006394719.1
OG0007376	XP_013598458.1, XP_013613312.1	XP_006394722.1
OG0007377	XP_013616479.1, XP_013596799.1	XP_006394753.1
OG0007378	XP_013596801.1, XP_013609125.1	XP_006394755.1
OG0007379	XP_013589592.1, XP_013591213.1, XP_013609126.1, XP_013596805.1	XP_006394754.1
OG0007380	XP_013616598.1, XP_013594163.1	XP_006394788.1, XP_024007411.1
OG0007381	XP_013619187.1, XP_013596106.1	XP_006394802.1
OG0007382	XP_013621665.1, XP_013595283.1	XP_006394806.1
OG0007383	XP_013611519.1, XP_013593794.1	XP_006394825.1
OG0007384	XP_013620497.1, XP_013611249.1	XP_006400499.1
OG0007385	XP_013629062.1	XP_006400492.1
OG0007386	XP_013621099.1, XP_013611112.1	XP_006400530.1
OG0007387	XP_013616882.1, XP_013611108.1, XP_013630524.1	XP_024011773.1
OG0007388	XP_013611989.1, XP_013628525.1, XP_013621117.1	XP_006400539.1
OG0007389	XP_013621379.1, XP_013623433.1, XP_013610464.1	XP_024011437.1
OG0007390	XP_013621380.1, XP_013606607.1	XP_024011438.1
OG0007391	XP_013611343.1	XP_006400558.1
OG0007392	XP_013627537.1	XP_006400577.1
OG0007393	XP_013619207.1, XP_013625234.1	XP_006400582.1
OG0007394	XP_013606501.1, XP_013616381.1	XP_006400615.1
OG0007395	XP_013626352.1, XP_013607120.1	XP_024011494.1
