Orthogroup	Brassica_oleracea	Cardamine_hirsuta
OG0007743	XP_013596680.1, XP_013589555.1	CARHR229140
OG0007744	XP_013606473.1	CARHR046310
OG0007745	XP_013614142.1, XP_013597945.1	CARHR226750
OG0007746	XP_013595794.1, XP_013597934.1	CARHR226820
OG0007747	XP_013594245.1, XP_013630606.1	CARHR226980
OG0007748	XP_013598438.1, XP_013629429.1, XP_013604566.1	CARHR227100
OG0007750	XP_013598148.1, XP_013599144.1	CARHR227150
OG0007751	XP_013626828.1, XP_013602421.1	CARHR227280
OG0007752	XP_013602410.1, XP_013622982.1	CARHR228130
OG0007753	XP_013597903.1, XP_013604010.1	CARHR228400
OG0007754	XP_013614536.1	CARHR228510
OG0007755	XP_013625927.1, XP_013608584.1	CARHR195210
OG0007756	XP_013614875.1, XP_013609547.1	CARHR281030
OG0007757	XP_013621802.1	CARHR260430
OG0007758	XP_013618090.1	CARHR284720
OG0007759	XP_013621019.1	CARHR181560
OG0007760	XP_013596296.1	CARHR222820
OG0007761	XP_013605551.1, XP_013592285.1	CARHR223130
OG0007762	XP_013596510.1, XP_013620176.1	CARHR223320
OG0007763	XP_013600048.1, XP_013607634.1	CARHR223410
OG0007764	XP_013592428.1, XP_013603976.1	CARHR223450
OG0007765	XP_013622548.1, XP_013638150.1	CARHR081100
OG0007766	XP_013586688.1, XP_013621116.1	CARHR075040
OG0007767	XP_013627077.1, XP_013585517.1	CARHR075400
OG0007768	XP_013639193.1, XP_013585413.1	CARHR075490
OG0007769	XP_013585411.1, XP_013639069.1	CARHR075500
OG0007770	XP_013585414.1	CARHR075520
OG0007771	XP_013597398.1, XP_013596619.1	CARHR281060
OG0007772	XP_013618617.1, XP_013609020.1	CARHR281320
OG0007773	XP_013613588.1, XP_013607034.1	CARHR281390
OG0007774	XP_013607899.1, XP_013607588.1, XP_013595892.1	CARHR281420
OG0007775	XP_013599858.1	CARHR160990
OG0007776	XP_013599639.1, XP_013636561.1	CARHR291700
OG0007777	XP_013599840.1, XP_013632023.1	CARHR291740
OG0007778	XP_013635710.1	CARHR173490
OG0007779	XP_013600641.1, XP_013631741.1	CARHR173230
OG0007782	XP_013634381.1, XP_013603473.1, XP_013591022.1	CARHR172520
OG0007783	XP_013590396.1, XP_013604102.1, XP_013632223.1	CARHR172510
OG0007784	XP_013604603.1, XP_013588097.1	CARHR172450
OG0007785	XP_013605861.1	CARHR172420
OG0007786	XP_013603064.1	CARHR172280
OG0007787	XP_013588925.1, XP_013602261.1	CARHR172100
OG0007788	XP_013588912.1	CARHR172070
OG0007789	XP_013602935.1, XP_013588010.1	CARHR171920
OG0007790	XP_013592454.1	CARHR171850
OG0007791	XP_013592908.1, XP_013603222.1, XP_013637451.1	CARHR171810
OG0007792	XP_013631814.1, XP_013599536.1	CARHR171610
OG0007793	XP_013590190.1	CARHR171570
OG0007794	XP_013631576.1	CARHR171530
OG0007795	XP_013603875.1, XP_013635699.1	CARHR171050
OG0007796	XP_013635117.1, XP_013592258.1, XP_013590929.1	CARHR170960
OG0007797	XP_013591689.1, XP_013631942.1	CARHR170700
OG0007798	XP_013602169.1, XP_013633736.1	CARHR170520
OG0007799	XP_013599882.1, XP_013637174.1	CARHR170420
OG0007800	XP_013636111.1	CARHR138940
OG0007801	XP_013604025.1, XP_013591196.1	CARHR170080
OG0007802	XP_013588905.1, XP_013600490.1	CARHR170040
OG0007803	XP_013615012.1, XP_013636102.1	CARHR169910
OG0007804	XP_013634125.1, XP_013591993.1	CARHR169890
OG0007805	XP_013600067.1, XP_013592740.1	CARHR169790
OG0007806	XP_013625338.1, XP_013631664.1	CARHR138440
OG0007807	XP_013588337.1, XP_013600344.1	CARHR169510
OG0007808	XP_013592045.1, XP_013602244.1, XP_013636910.1	CARHR169430
OG0007809	XP_013634275.1, XP_013603552.1	CARHR169260
OG0007810	XP_013631133.1	CARHR169250
OG0007811	XP_013599770.1, XP_013631198.1	CARHR169150
OG0007812	XP_013602536.1, XP_013634037.1	CARHR169090
OG0007813	XP_013600796.1, XP_013588608.1	CARHR169020
OG0007814	XP_013637597.1, XP_013591868.1	CARHR168530
OG0007815	XP_013621831.1	CARHR258210
OG0007817	XP_013604500.1	CARHR167900
OG0007818	XP_013634918.1, XP_013603234.1	CARHR167950
OG0007819	XP_013589347.1, XP_013632305.1, XP_013603027.1	CARHR167310
OG0007820	XP_013602449.1	CARHR155690, CARHR167150
OG0007821	XP_013599956.1, XP_013590388.1	CARHR167140
OG0007822	XP_013589982.1, XP_013601972.1	CARHR166600
OG0007823	XP_013599677.1	CARHR166350
OG0007824	XP_013598687.1, XP_013621046.1	CARHR183830
OG0007825	XP_013599828.1	CARHR163150, CARHR165560
OG0007826	XP_013605324.1, XP_013635783.1	CARHR166120
OG0007827	XP_013637554.1	CARHR165910
OG0007828	XP_013599947.1	CARHR165470
OG0007830	XP_013599692.1	CARHR164540
OG0007831	XP_013637483.1, XP_013588045.1	CARHR164370
OG0007832	XP_013604654.1	CARHR164350
OG0007833	XP_013637247.1, XP_013605659.1	CARHR164310
OG0007834	XP_013602555.1, XP_013634258.1	CARHR164250
OG0007835	XP_013600367.1, XP_013588816.1	CARHR164240
OG0007837	XP_013600007.1, XP_013634165.1	CARHR164220
OG0007838	XP_013631083.1, XP_013600537.1	CARHR164010
OG0007839	XP_013586282.1, XP_013599475.1	CARHR012770
OG0007840	XP_013588280.1, XP_013600650.1	CARHR163810
OG0007841	XP_013600355.1	CARHR163680
OG0007842	XP_013605051.1, XP_013636204.1	CARHR163550
OG0007843	XP_013605464.1, XP_013592510.1	CARHR163440
OG0007844	XP_013591860.1	CARHR162980
OG0007845	XP_013604352.1	CARHR162860
OG0007846	XP_013604516.1, XP_013635024.1	CARHR162610
OG0007847	XP_013619317.1, XP_013606976.1	CARHR267090
OG0007849	XP_013617037.1	CARHR266690
OG0007850	XP_013616614.1, XP_013612454.1	CARHR266640
OG0007851	XP_013628933.1	CARHR266560
OG0007852	XP_013623006.1, XP_013608644.1	CARHR266540
OG0007853	XP_013627786.1, XP_013616560.1, XP_013609661.1	CARHR266330
OG0007854	XP_013606674.1, XP_013627787.1	CARHR266320
OG0007855	XP_013595421.1	CARHR114900
OG0007856	XP_013593227.1, XP_013630574.1	CARHR100660
OG0007857	XP_013625252.1, XP_013593725.1	CARHR100920
OG0007858	XP_013610184.1, XP_013596624.1	CARHR100930
OG0007859	XP_013629493.1, XP_013597795.1	CARHR101460
OG0007860	XP_013598047.1	CARHR102100
OG0007861	XP_013629777.1	CARHR102760
OG0007862	XP_013623260.1	CARHR103860
OG0007863	XP_013618944.1, XP_013590691.1	CARHR058950
OG0007864	XP_013619558.1, XP_013591441.1	CARHR058970
OG0007865	XP_013613517.1, XP_013588536.1	CARHR059440
OG0007867	XP_013589566.1, XP_013618893.1	CARHR059680
OG0007868	XP_013621011.1, XP_013591508.1	CARHR059690
OG0007869	XP_013591211.1, XP_013619216.1	CARHR059860
OG0007871	XP_013596402.1	CARHR186950
OG0007872	XP_013590031.1	CARHR058050, CARHR059910
OG0007873	XP_013591472.1, XP_013616508.1	CARHR059930
OG0007874	XP_013588328.1, XP_013590452.1	CARHR059950
OG0007875	XP_013592469.1, XP_013621678.1	CARHR060030
OG0007876	XP_013616518.1, XP_013589869.1	CARHR060170
OG0007877	XP_013592265.1, XP_013591763.1	CARHR060300
OG0007880	XP_013588802.1	CARHR026490
OG0007881	XP_013592123.1, XP_013588374.1	CARHR060650
OG0007882	XP_013589933.1	CARHR055340, CARHR060980
OG0007883	XP_013590688.1, XP_013619279.1	CARHR061080
OG0007884	XP_013619316.1, XP_013590524.1	CARHR061180
OG0007885	XP_013626841.1, XP_013596371.1	CARHR109110
OG0007886	XP_013612888.1, XP_013597842.1	CARHR178080
OG0007887	XP_013596233.1, XP_013610398.1	CARHR109250
OG0007888	XP_013630102.1, XP_013612473.1	CARHR109340
OG0007889	XP_013607360.1, XP_013593853.1	CARHR109660
OG0007890	XP_013614050.1	CARHR144980, CARHR215280
OG0007891	XP_013598499.1, XP_013598984.1	CARHR292530
OG0007892	XP_013605295.1, XP_013593171.1	CARHR110050
OG0007893	XP_013635081.1, XP_013635306.1	CARHR136330
OG0007894	XP_013634432.1, XP_013627078.1	CARHR136270
OG0007895	XP_013633940.1, XP_013626524.1, XP_013634229.1	CARHR136220
OG0007896	XP_013636117.1, XP_013634791.1	CARHR136180
OG0007897	XP_013599622.1	CARHR161330
OG0007899	XP_013628906.1, XP_013636898.1	CARHR135820
OG0007901	XP_013632344.1, XP_013625779.1, XP_013636312.1	CARHR135580
OG0007902	XP_013634907.1, XP_013627002.1	CARHR135210
OG0007903	XP_013622896.1	CARHR135170
OG0007904	XP_013621777.1, XP_013636938.1	CARHR135140
OG0007905	XP_013623069.1, XP_013634061.1	CARHR135050
OG0007906	XP_013626697.1, XP_013631632.1	CARHR134930
OG0007907	XP_013618748.1	CARHR057510
OG0007908	XP_013634232.1, XP_013634925.1	CARHR134430
OG0007909	XP_013635364.1	CARHR134340
OG0007910	XP_013634734.1, XP_013634475.1, XP_013635220.1, XP_013635119.1, XP_013633423.1	CARHR134230
OG0007911	XP_013635191.1, XP_013632471.1, XP_013635529.1	CARHR134220
OG0007912	XP_013628858.1	CARHR133810
OG0007913	XP_013627514.1, XP_013621696.1	CARHR081250
OG0007914	XP_013621883.1, XP_013631295.1	CARHR133570
OG0007915	XP_013634743.1, XP_013623248.1	CARHR133530
OG0007916	XP_013636051.1, XP_013635847.1	CARHR133480, CARHR288720
OG0007917	XP_013625588.1, XP_013634726.1	CARHR133450
OG0007918	XP_013635614.1, XP_013625203.1	CARHR133440
OG0007919	XP_013622936.1	CARHR133430
OG0007920	XP_013627091.1, XP_013632487.1	CARHR133360
OG0007921	XP_013625464.1	CARHR026360
OG0007922	XP_013634558.1, XP_013636639.1	CARHR132910
OG0007923	XP_013626879.1, XP_013634279.1	CARHR132840
OG0007924	XP_013629047.1, XP_013633599.1	CARHR132550
OG0007925	XP_013626057.1, XP_013635301.1	CARHR132430
OG0007927	XP_013635135.1, XP_013626823.1	CARHR131780
OG0007928	XP_013635335.1, XP_013634943.1	CARHR131790
OG0007929	XP_013632505.1	CARHR131870
OG0007930	XP_013636802.1	CARHR132190
OG0007931	XP_013633400.1, XP_013634407.1	CARHR132390
OG0007932	XP_013622802.1, XP_013631013.1	CARHR131620
OG0007933	XP_013630507.1, XP_013636879.1	CARHR131590
OG0007934	XP_013637515.1, XP_013631575.1	CARHR131430, CARHR131440
OG0007935	XP_013627355.1	CARHR253670
OG0007936	XP_013609275.1	CARHR253560
OG0007937	XP_013614551.1	CARHR143960
OG0007938	XP_013609954.1, XP_013623496.1	CARHR253060
OG0007939	XP_013627626.1, XP_013610839.1	CARHR253030
OG0007940	XP_013630223.1, XP_013622018.1	CARHR252870
OG0007941	XP_013610340.1, XP_013627667.1, XP_013627455.1	CARHR253790
OG0007942	XP_013637596.1, XP_013599528.1	CARHR112390
OG0007943	XP_013633568.1, XP_013600294.1	CARHR112910
OG0007944	XP_013635794.1, XP_013603735.1	CARHR113260
OG0007945	XP_013636815.1, XP_013605752.1	CARHR113590
OG0007946	XP_013631060.1, XP_013600280.1	CARHR113740
OG0007947	XP_013599557.1, XP_013633222.1	CARHR113820
OG0007948	XP_013635964.1, XP_013605269.1	CARHR114000
OG0007949	XP_013599079.1	CARHR026760
OG0007950	XP_013600686.1, XP_013633859.1	CARHR114050
OG0007951	XP_013633613.1	CARHR114190
OG0007952	XP_013603078.1	CARHR114200
OG0007953	XP_013637373.1, XP_013633233.1, XP_013605017.1	CARHR114370
OG0007954	XP_013631810.1	CARHR292950
OG0007955	XP_013637107.1, XP_013605744.1	CARHR292990
OG0007956	XP_013621928.1, XP_013605614.1	CARHR184840
OG0007957	XP_013603647.1, XP_013635328.1	CARHR184690
OG0007958	XP_013604173.1, XP_013636773.1	CARHR118200
OG0007959	XP_013604502.1, XP_013635958.1	CARHR287340
OG0007960	XP_013630876.1, XP_013601750.1	CARHR115820
OG0007961	XP_013604287.1, XP_013636588.1	CARHR115080
OG0007962	XP_013634645.1, XP_013603036.1	CARHR117630
OG0007963	XP_013600207.1, XP_013622422.1	CARHR115490
OG0007964	XP_013597814.1, XP_013599468.1	CARHR231960
OG0007965	XP_013599478.1, XP_013597818.1, XP_013599941.1	CARHR231950
OG0007966	XP_013605343.1, XP_013607384.1	CARHR231720, CARHR033650
OG0007967	XP_013591625.1	CARHR035520
OG0007968	XP_013583990.1	CARHR035660
OG0007969	XP_013586703.1, XP_013616674.1	CARHR035790
OG0007970	XP_013588682.1, XP_013599924.1	CARHR036060
OG0007971	XP_013589908.1, XP_013602160.1	CARHR036100
OG0007972	XP_013600252.1, XP_013586788.1	CARHR034560
OG0007973	XP_013591867.1	CARHR034440
OG0007974	XP_013588513.1, XP_013583806.1, XP_013599939.1	CARHR034220
OG0007975	XP_013584025.1, XP_013589803.1	CARHR033930
OG0007976	XP_013604291.1, XP_013589178.1	CARHR033730
OG0007977	XP_013591918.1	CARHR033630
OG0007978	XP_013605579.1, XP_013591479.1	CARHR033380
OG0007979	XP_013584802.1, XP_013588730.1	CARHR033200
OG0007980	XP_013592230.1, XP_013638495.1	CARHR033170
OG0007981	XP_013625412.1, XP_013624049.1, XP_013607138.1	CARHR260830
OG0007982	XP_013609428.1	CARHR260810
OG0007984	XP_013625797.1	CARHR256400
OG0007985	XP_013617528.1	CARHR255830
OG0007986	XP_013626160.1	CARHR215800
OG0007987	XP_013611767.1, XP_013622445.1	CARHR254710
OG0007988	XP_013606932.1, XP_013627094.1	CARHR254060
OG0007989	XP_013607045.1	CARHR193940, CARHR122530
OG0007990	XP_013613691.1, XP_013612188.1	CARHR193900
OG0007991	XP_013611756.1, XP_013629746.1, XP_013628180.1	CARHR193830
OG0007992	XP_013606806.1, XP_013615292.1	CARHR193680
OG0007993	XP_013629061.1, XP_013612078.1	CARHR193620
OG0007994	XP_013609168.1, XP_013593339.1	CARHR187140
OG0007995	XP_013612693.1	CARHR187060
OG0007996	XP_013632559.1, XP_013597478.1, XP_013612381.1	CARHR186680
OG0007997	XP_013593993.1	CARHR174390, CARHR110700
OG0007998	XP_013593273.1, XP_013612704.1	CARHR110850
OG0007999	XP_013605588.1, XP_013609516.1	CARHR111040
OG0008000	XP_013615794.1, XP_013633489.1	CARHR143520
OG0008001	XP_013631519.1	CARHR143420
OG0008002	XP_013625213.1, XP_013631258.1	CARHR143250
OG0008003	XP_013627811.1, XP_013612508.1	CARHR256290
OG0008004	XP_013625761.1, XP_013637153.1	CARHR142810
OG0008005	XP_013622604.1, XP_013631928.1	CARHR142740
OG0008006	XP_013634028.1, XP_013636457.1	CARHR142660
OG0008007	XP_013635676.1, XP_013633475.1, XP_013631633.1	CARHR141350
OG0008008	XP_013636886.1, XP_013635674.1	CARHR141330
OG0008009	XP_013635672.1, XP_013634190.1	CARHR141310
OG0008010	XP_013635527.1, XP_013626085.1	CARHR141290
OG0008012	XP_013636705.1, XP_013637162.1	CARHR141190
OG0008013	XP_013635972.1, XP_013634710.1	CARHR141100
OG0008014	XP_013631243.1, XP_013625964.1	CARHR140900
OG0008015	XP_013634282.1, XP_013634042.1	CARHR140590
OG0008016	XP_013636620.1, XP_013634474.1	CARHR140090
OG0008017	XP_013636618.1	CARHR140050
OG0008018	XP_013634079.1, XP_013637397.1	CARHR139860
OG0008019	XP_013636827.1, XP_013622879.1	CARHR139600
OG0008020	XP_013636829.1	CARHR139220
OG0008021	XP_013634633.1, XP_013622017.1	CARHR139210
OG0008022	XP_013622016.1, XP_013633802.1	CARHR139200
OG0008023	XP_013636709.1, XP_013633854.1	CARHR139080
OG0008024	XP_013634247.1	CARHR138680
OG0008025	XP_013627363.1, XP_013630886.1, XP_013631118.1	CARHR138080
OG0008026	XP_013633530.1, XP_013623389.1	CARHR137950
OG0008027	XP_013637069.1, XP_013637567.1	CARHR137240
OG0008028	XP_013633648.1	CARHR137180, CARHR228030
OG0008029	XP_013626059.1	CARHR137050
OG0008030	XP_013635176.1, XP_013635075.1	CARHR136880
OG0008031	XP_013632006.1	CARHR136510
OG0008032	XP_013623104.1	CARHR136470
OG0008033	XP_013607209.1, XP_013615089.1	CARHR174540
OG0008034	XP_013595651.1, XP_013609112.1	CARHR174130
OG0008035	XP_013620595.1	CARHR174460
OG0008036	XP_013584051.1, XP_013583877.1, XP_013629480.1	CARHR075740
OG0008037	XP_013626409.1, XP_013586250.1	CARHR075760
OG0008038	XP_013637067.1, XP_013635473.1, XP_013584962.1	CARHR075840
OG0008039	XP_013638723.1, XP_013588911.1	CARHR075970
OG0008040	XP_013584534.1, XP_013625746.1	CARHR076110
OG0008041	XP_013611472.1, XP_013620840.1	CARHR199850
OG0008042	XP_013587530.1, XP_013633623.1	CARHR076580
OG0008043	XP_013584979.1, XP_013632701.1	CARHR076900
OG0008044	XP_013631860.1, XP_013637682.1	CARHR077080
OG0008045	XP_013585488.1	CARHR077170
OG0008046	XP_013638174.1, XP_013630523.1	CARHR077460
OG0008047	XP_013584445.1	CARHR077700
OG0008048	XP_013630191.1	CARHR077770
OG0008049	XP_013638430.1	CARHR078130
OG0008050	XP_013638142.1, XP_013621348.1	CARHR078160
OG0008051	XP_013585389.1, XP_013639766.1	CARHR078200
OG0008052	XP_013638750.1, XP_013620023.1	CARHR078220
OG0008053	XP_013587326.1	CARHR078650
OG0008054	XP_013627359.1, XP_013638232.1	CARHR079040
OG0008055	XP_013585909.1, XP_013622586.1	CARHR079220
OG0008056	XP_013586928.1, XP_013629544.1	CARHR079410
OG0008057	XP_013627411.1, XP_013584688.1	CARHR079460
OG0008058	XP_013584754.1, XP_013587749.1	CARHR079670
OG0008059	XP_013626404.1, XP_013586682.1	CARHR079720
OG0008060	XP_013629512.1, XP_013638741.1	CARHR079850
OG0008061	XP_013637469.1, XP_013625480.1	CARHR079910
OG0008062	XP_013626682.1	CARHR080420
OG0008063	XP_013637786.1, XP_013621910.1	CARHR080470
OG0008064	XP_013584477.1, XP_013626497.1	CARHR080520
OG0008065	XP_013587506.1, XP_013623636.1	CARHR080640
OG0008066	XP_013598808.1	CARHR082090
OG0008067	XP_013584974.1, XP_013621900.1	CARHR081140
OG0008068	XP_013586781.1, XP_013622007.1	CARHR081150
OG0008069	XP_013588837.1	CARHR081260
OG0008070	XP_013627030.1, XP_013590246.1	CARHR081400
OG0008071	XP_013583894.1	CARHR082470
OG0008072	XP_013618302.1, XP_013626444.1	CARHR082910
OG0008074	XP_013617188.1, XP_013638506.1	CARHR083340
OG0008075	XP_013629773.1, XP_013586892.1	CARHR083520
OG0008076	XP_013616854.1, XP_013630385.1	CARHR083430
OG0008077	XP_013616699.1, XP_013586116.1	CARHR083470
OG0008078	XP_013625336.1, XP_013615811.1, XP_013620259.1, XP_013595546.1	CARHR083570
OG0008079	XP_013615165.1, XP_013596315.1	CARHR083910
OG0008080	XP_013613220.1, XP_013587178.1	CARHR083970
OG0008081	XP_013637710.1, XP_013635597.1	CARHR084170
OG0008082	XP_013583561.1, XP_013622550.1	CARHR084520
OG0008083	XP_013586632.1, XP_013583560.1	CARHR084600
OG0008084	XP_013629744.1, XP_013592849.1, XP_013585762.1	CARHR084860
OG0008085	XP_013597511.1, XP_013614948.1	CARHR226340
OG0008086	XP_013590421.1, XP_013638074.1	CARHR085050
OG0008087	XP_013617928.1, XP_013583855.1	CARHR085330
OG0008088	XP_013587518.1, XP_013614510.1	CARHR085340
OG0008090	XP_013626075.1, XP_013619069.1, XP_013638534.1	CARHR085570
OG0008091	XP_013584366.1	CARHR085770
OG0008092	XP_013622117.1, XP_013583693.1	CARHR085840
OG0008093	XP_013623278.1	CARHR086030
OG0008094	XP_013625699.1	CARHR086080
OG0008095	XP_013586562.1	CARHR086090
OG0008096	XP_013583612.1, XP_013585085.1	CARHR086240
OG0008097	XP_013586898.1, XP_013586518.1	CARHR086250
OG0008098	XP_013628470.1, XP_013638397.1	CARHR086350
OG0008099	XP_013628468.1, XP_013637969.1	CARHR086370
OG0008100	XP_013622747.1, XP_013586816.1	CARHR086490
OG0008101	XP_013586814.1, XP_013622230.1	CARHR086500
OG0008102	XP_013591696.1, XP_013585008.1	CARHR086630
OG0008103	XP_013628366.1, XP_013610855.1, XP_013586406.1	CARHR086820
OG0008104	XP_013583774.1, XP_013623430.1	CARHR086860
OG0008105	XP_013611468.1, XP_013623357.1	CARHR086980
OG0008106	XP_013590827.1, XP_013587733.1	CARHR087130
OG0008107	XP_013629411.1, XP_013609511.1	CARHR087150
OG0008108	XP_013584846.1, XP_013629412.1	CARHR087160
OG0008109	XP_013585129.1, XP_013584618.1	CARHR087210
OG0008110	XP_013584547.1, XP_013627491.1	CARHR087500
OG0008111	XP_013623241.1, XP_013619861.1	CARHR087610
OG0008112	XP_013587450.1	CARHR087780
OG0008114	XP_013639451.1	CARHR088090
OG0008115	XP_013593301.1, XP_013585108.1	CARHR088630
OG0008116	XP_013583370.1, XP_013588680.1	CARHR088690
OG0008117	XP_013584675.1, XP_013625447.1	CARHR088780
OG0008118	XP_013638952.1	CARHR088840
OG0008119	XP_013638545.1, XP_013625307.1	CARHR088970
OG0008120	XP_013610578.1, XP_013587014.1	CARHR089150
OG0008121	XP_013633917.1	CARHR265370, CARHR213460, CARHR089500
OG0008121	XP_013633493.1	CARHR109090, CARHR023610, CARHR150290, CARHR265360, CARHR213450
OG0008122	XP_013586055.1	CARHR089380
OG0008123	XP_013629461.1	CARHR089750
OG0008124	XP_013586290.1	CARHR089830
OG0008125	XP_013623146.1, XP_013584010.1	CARHR090050
OG0008126	XP_013621298.1, XP_013586468.1	CARHR090060
OG0008127	XP_013584205.1, XP_013638893.1	CARHR090550
OG0008128	XP_013638913.1, XP_013618905.1	CARHR090750
OG0008129	XP_013639154.1	CARHR090770
OG0008130	XP_013610032.1, XP_013584556.1	CARHR090850
OG0008131	XP_013622801.1, XP_013587674.1	CARHR090900
OG0008132	XP_013633307.1, XP_013587000.1	CARHR091220
OG0008133	XP_013626018.1	CARHR091360
OG0008134	XP_013622419.1, XP_013627686.1, XP_013638170.1	CARHR091510
OG0008135	XP_013633245.1	CARHR091660, CARHR091650
OG0008137	XP_013637834.1, XP_013588624.1	CARHR091990
OG0008138	XP_013623683.1	CARHR092310
OG0008139	XP_013594260.1, XP_013626283.1	CARHR092600
OG0008140	XP_013613832.1, XP_013625472.1	CARHR092690
OG0008141	XP_013583294.1, XP_013633065.1, XP_013613845.1	CARHR092780
OG0008142	XP_013616701.1, XP_013587144.1	CARHR092790
OG0008143	XP_013637266.1, XP_013637740.1	CARHR093140
OG0008144	XP_013587223.1, XP_013621825.1	CARHR093150
OG0008146	XP_013629924.1	CARHR093280
OG0008147	XP_013615447.1, XP_013615267.1	CARHR094240
OG0008149	XP_013608697.1	CARHR093700
OG0008150	XP_013639035.1, XP_013584076.1	CARHR093940
OG0008151	XP_013587424.1, XP_013621774.1	CARHR094060
OG0008152	XP_013628456.1, XP_013601256.1	CARHR240440, CARHR053370
OG0008153	XP_013630415.1, XP_013584282.1	CARHR094150
OG0008154	XP_013622436.1, XP_013609872.1	CARHR094250
OG0008155	XP_013637683.1, XP_013637565.1	CARHR094300
OG0008156	XP_013614826.1, XP_013584634.1	CARHR094550
OG0008157	XP_013638881.1, XP_013626462.1	CARHR094670
OG0008158	XP_013626024.1, XP_013586502.1	CARHR094890
OG0008159	XP_013628995.1, XP_013586501.1	CARHR094910
OG0008160	XP_013638667.1, XP_013610040.1	CARHR094980
OG0008161	XP_013595177.1	CARHR245410
OG0008162	XP_013590026.1, XP_013633725.1	CARHR212530
OG0008163	XP_013630618.1, XP_013585988.1	CARHR095850
OG0008164	XP_013620968.1	CARHR223560
OG0008166	XP_013595261.1	CARHR133860
OG0008167	XP_013638395.1, XP_013623212.1	CARHR096770
OG0008168	XP_013608001.1	CARHR096890
OG0008169	XP_013637943.1, XP_013622656.1	CARHR097020
OG0008170	XP_013607935.1, XP_013638834.1	CARHR097060
OG0008171	XP_013619423.1, XP_013623890.1, XP_013613154.1	CARHR265850
OG0008172	XP_013621081.1, XP_013627245.1	CARHR265590
OG0008173	XP_013622787.1	CARHR265650
OG0008174	XP_013588517.1, XP_013632320.1, XP_013613546.1	CARHR262620
OG0008175	XP_013613070.1, XP_013597798.1	CARHR263670
OG0008176	XP_013614435.1	CARHR215780
OG0008177	XP_013620452.1, XP_013598618.1	CARHR284360
OG0008178	XP_013593660.1, XP_013606771.1	CARHR099670
OG0008179	XP_013595282.1, XP_013636641.1	CARHR099550
OG0008181	XP_013583444.1, XP_013597585.1	CARHR099260
OG0008182	XP_013583857.1, XP_013614857.1	CARHR099000
OG0008183	XP_013605282.1, XP_013636430.1	CARHR098890
OG0008184	XP_013586581.1, XP_013607344.1	CARHR098860
OG0008185	XP_013635733.1	CARHR050050
OG0008186	XP_013609362.1, XP_013583754.1	CARHR098600
OG0008187	XP_013638464.1, XP_013638715.1, XP_013630067.1	CARHR098380
OG0008188	XP_013637921.1, XP_013622682.1	CARHR098260
OG0008190	XP_013584736.1, XP_013584546.1	CARHR098040
OG0008191	XP_013586359.1, XP_013607599.1	CARHR098060
OG0008192	XP_013587360.1	CARHR097960
OG0008193	XP_013609557.1, XP_013619208.1	CARHR144180
OG0008194	XP_013587021.1	CARHR097420
OG0008195	XP_013583934.1, XP_013587123.1	CARHR097390
OG0008196	XP_013638068.1, XP_013625853.1	CARHR097370
OG0008197	XP_013635754.1	CARHR238150
OG0008198	XP_013585656.1, XP_013596178.1	CARHR238140
OG0008199	XP_013629451.1, XP_013603847.1	CARHR238110
OG0008200	XP_013627586.1, XP_013591656.1	CARHR238080
OG0008201	XP_013597590.1, XP_013609881.1	CARHR238020
OG0008202	XP_013594669.1, XP_013593026.1	CARHR237990
OG0008203	XP_013625493.1, XP_013595856.1	CARHR237930
OG0008204	XP_013618324.1	CARHR237840
OG0008205	XP_013588268.1	CARHR058440
OG0008206	XP_013592834.1, XP_013614941.1, XP_013613785.1	CARHR057840
OG0008207	XP_013616340.1, XP_013588084.1	CARHR119180, CARHR057580
OG0008208	XP_013620180.1	CARHR056150
OG0008209	XP_013612746.1, XP_013611832.1	CARHR054140
OG0008210	XP_013625959.1, XP_013606304.1	CARHR055580
OG0008211	XP_013606275.1, XP_013615386.1, XP_013612032.1	CARHR055770
OG0008212	XP_013617751.1, XP_013614793.1	CARHR055820
OG0008213	XP_013606107.1, XP_013612608.1	CARHR055840
OG0008214	XP_013613677.1, XP_013609895.1	CARHR193950
OG0008215	XP_013613694.1, XP_013612712.1	CARHR194170
OG0008216	XP_013630196.1, XP_013616838.1	CARHR194440
OG0008217	XP_013621868.1, XP_013612655.1	CARHR194510
OG0008218	XP_013628232.1	CARHR194630
OG0008219	XP_013629623.1, XP_013612624.1	CARHR194830
OG0008220	XP_013596825.1, XP_013616689.1	CARHR185120
OG0008221	XP_013632030.1	CARHR180480
OG0008222	XP_013610199.1, XP_013621364.1	CARHR182850
OG0008223	XP_013595471.1, XP_013616036.1, XP_013607030.1	CARHR183600
OG0008224	XP_013631571.1	CARHR162260
OG0008225	XP_013593189.1, XP_013636220.1	CARHR162150
OG0008226	XP_013603470.1, XP_013636222.1	CARHR162120
OG0008227	XP_013597449.1	CARHR162020
OG0008228	XP_013597169.1, XP_013632069.1, XP_013605822.1	CARHR161870
OG0008229	XP_013602924.1, XP_013634481.1	CARHR161560
OG0008230	XP_013593922.1, XP_013591024.1	CARHR161380
OG0008231	XP_013593921.1, XP_013603056.1	CARHR161360
OG0008232	XP_013603810.1, XP_013595772.1	CARHR161260
OG0008233	XP_013602347.1, XP_013594038.1	CARHR161100
OG0008234	XP_013597801.1, XP_013604697.1	CARHR160750
OG0008235	XP_013585433.1, XP_013601043.1	CARHR000190
