Orthogroup	Brassica_oleracea	Arabidopsis_lyrata_Rawat
OG0008749	XP_013619737.1, XP_013627606.1	AL6G50100
OG0008750	XP_013612688.1, XP_013615641.1	AL6G49840
OG0008751	XP_013612924.1	AL6G49830
OG0008752	XP_013622681.1, XP_013608632.1	AL6G49650
OG0008753	XP_013593898.1, XP_013608657.1	nbis-gene-1782
OG0008754	XP_013599601.1	AL8G25230
OG0008755	XP_013593846.1, XP_013607708.1	AL7G28290
OG0008756	XP_013607702.1	AL7G28300
OG0008757	XP_013620868.1	AL6G52500
OG0008758	XP_013593272.1, XP_013586345.1	AL4G19660
OG0008759	XP_013636703.1, XP_013599179.1	AL4G19700
OG0008760	XP_013621755.1	AL4G19990
OG0008762	XP_013636884.1, XP_013637206.1	AL4G21140
OG0008763	XP_013614277.1, XP_013632176.1	AL4G21210
OG0008764	XP_013631084.1, XP_013637322.1	AL4G21290, AL128U10030
OG0008765	XP_013635304.1, XP_013627542.1	AL4G21320
OG0008766	XP_013633676.1	AL5G38350, AL4G22810
OG0008768	XP_013635479.1, XP_013634679.1	AL4G22560
OG0008769	XP_013634814.1	AL4G22490
OG0008770	XP_013631234.1, XP_013637447.1	AL4G22470
OG0008771	XP_013636559.1	AL4G22360
OG0008772	XP_013636523.1	AL4G22220
OG0008773	XP_013635518.1	AL4G22070
OG0008774	XP_013636873.1, XP_013634406.1	AL4G22040
OG0008775	XP_013631402.1, XP_013632090.1	AL4G22030
OG0008776	XP_013636794.1, XP_013630843.1	AL4G21650
OG0008777	XP_013635866.1	AL4G21590
OG0008778	XP_013630405.1	AL4G23090
OG0008779	XP_013632149.1, XP_013630973.1	AL4G23150
OG0008780	XP_013634501.1, XP_013633556.1	AL4G23310
OG0008781	XP_013632142.1, XP_013631757.1	AL4G23320
OG0008782	XP_013637149.1	AL4G23330
OG0008783	XP_013626159.1, XP_013614503.1, XP_013634779.1	AL4G23400
OG0008784	XP_013637387.1, XP_013634468.1	AL4G23410
OG0008785	XP_013635221.1, XP_013636069.1	AL4G23500
OG0008786	XP_013633897.1, XP_013636977.1	AL4G23620
OG0008787	XP_013631712.1, XP_013630593.1	AL4G23960
OG0008788	XP_013631732.1	AL558U10020, AL4G23970
OG0008789	XP_013631525.1, XP_013634601.1	AL4G24780
OG0008790	XP_013637359.1, XP_013622288.1	AL4G24840
OG0008791	XP_013636381.1	AL4G24880
OG0008793	XP_013633318.1, XP_013633741.1	AL4G25130
OG0008794	XP_013634675.1	AL4G25240
OG0008795	XP_013630782.1, XP_013636511.1	AL4G25400
OG0008796	XP_013621946.1	AL4G25410
OG0008797	XP_013627876.1, XP_013636731.1	AL4G25610
OG0008798	XP_013637650.1	AL4G26180
OG0008799	XP_013635128.1, XP_013622050.1	AL4G26290
OG0008800	XP_013622051.1	AL4G26300
OG0008801	XP_013631526.1	AL4G26390
OG0008802	XP_013636995.1, XP_013630934.1	AL4G26480
OG0008803	XP_013637009.1, XP_013636652.1	AL4G26510
OG0008804	XP_013631350.1, XP_013625132.1, XP_013633844.1	AL4G26600
OG0008805	XP_013633517.1, XP_013625136.1	AL4G26660
OG0008806	XP_013631196.1, XP_013623267.1	AL4G27010
OG0008807	XP_013635829.1, XP_013636042.1	AL4G27080
OG0008809	XP_013633805.1	AL103U10030, AL4G27480
OG0008810	XP_013633942.1, XP_013633996.1	AL4G27900
OG0008811	XP_013634908.1, XP_013635380.1, XP_013627801.1	AL4G27700
OG0008812	XP_013599953.1	AL9U11200
OG0008814	XP_013636126.1	AL4G28310
OG0008815	XP_013633983.1	nbis-gene-1068, AL569U10010
OG0008816	XP_013631379.1, XP_013622116.1	AL4G28890
OG0008817	XP_013622120.1	AL4G28960
OG0008818	XP_013632310.1	AL4G28970
OG0008819	XP_013634748.1, XP_013632574.1	AL4G29000
OG0008820	XP_013631762.1, XP_013631467.1	AL4G29060
OG0008821	XP_013621346.1, XP_013597978.1	AL8G17080
OG0008822	XP_013596929.1, XP_013609850.1	AL8G16750
OG0008823	XP_013609849.1, XP_013596472.1	AL390U10010
OG0008824	XP_013616079.1	AL37U10020, AL8G16510
OG0008825	XP_013607345.1, XP_013618698.1	AL8G16290
OG0008826	XP_013593019.1, XP_013616176.1	AL8G16270
OG0008827	XP_013598655.1, XP_013599748.1	AL7G28720
OG0008828	XP_013595937.1, XP_013608781.1	AL8G15750
OG0008830	XP_013616807.1	AL7G27980
OG0008832	XP_013595264.1, XP_013616493.1	AL7G27790
OG0008833	XP_013588230.1	AL1G54240
OG0008834	XP_013638746.1, XP_013599578.1	AL1G54110
OG0008835	XP_013599779.1, XP_013638405.1	AL1G54060
OG0008836	XP_013638284.1	AL1G53890
OG0008837	XP_013615636.1, XP_013590158.1, XP_013615634.1	AL1G53750
OG0008838	XP_013602002.1, XP_013592426.1	AL1G53710
OG0008839	XP_013587791.1, XP_013605176.1	AL1G52830
OG0008840	XP_013589910.1, XP_013600124.1	AL1G53210
OG0008841	XP_013588593.1, XP_013600551.1	AL1G53320
OG0008842	XP_013623412.1, XP_013596068.1, XP_013637900.1	AL1G41260
OG0008843	XP_013593054.1, XP_013585734.1	AL1G41420
OG0008844	XP_013595559.1, XP_013584196.1	nbis-gene-166
OG0008845	XP_013629494.1	AL3G40840
OG0008846	XP_013597236.1, XP_013585180.1	AL1G41860
OG0008847	XP_013625197.1, XP_013587394.1	AL1G42030
OG0008848	XP_013594057.1, XP_013638340.1	AL1G42770
OG0008849	XP_013637813.1, XP_013635931.1	AL1G42980
OG0008850	XP_013596128.1, XP_013637811.1	AL1G42990
OG0008851	XP_013584462.1, XP_013626512.1	AL1G43070
OG0008852	XP_013622090.1, XP_013595495.1	AL1G43490
OG0008853	XP_013606694.1	AL8G22880
OG0008854	XP_013589361.1, XP_013628925.1, XP_013585511.1	AL1G43580
OG0008855	XP_013597647.1	AL1G43780
OG0008856	XP_013596030.1, XP_013586728.1	AL1G43880
OG0008857	XP_013586187.1, XP_013629482.1	AL1G44270
OG0008858	XP_013584275.1, XP_013595932.1	AL1G44710
OG0008859	XP_013586976.1, XP_013598649.1	AL1G44750
OG0008860	XP_013587427.1	AL1G44820
OG0008861	XP_013587582.1, XP_013599305.1	AL1G45000
OG0008862	XP_013584271.1, XP_013618000.1	AL1G45150
OG0008863	XP_013608698.1	AL1G45200
OG0008864	XP_013621588.1	AL1G45380
OG0008865	XP_013584316.1	AL1G49240
OG0008866	XP_013598675.1	AL1G49750
OG0008867	XP_013606100.1	AL8G24600
OG0008868	XP_013586715.1, XP_013604876.1	AL1G49570
OG0008869	XP_013584356.1, XP_013638272.1	AL1G45900, AL5G22520
OG0008870	XP_013637772.1, XP_013600851.1	AL1G46050
OG0008872	XP_013599765.1	AL1G46800, AL1G48020
OG0008873	XP_013635685.1	AL4G31330
OG0008874	XP_013598239.1	AL5G11750
OG0008875	XP_013619381.1, XP_013597227.1	AL5G12400
OG0008876	XP_013596083.1	AL5G13100, AL5G13140
OG0008877	XP_013604289.1	AL5G44630
OG0008878	XP_013611721.1, XP_013593618.1	nbis-gene-2218
OG0008879	XP_013598691.1	AL8G44670
OG0008880	XP_013596477.1, XP_013610348.1	AL8G44650
OG0008881	XP_013607292.1, XP_013593881.1	AL8G44450
OG0008882	XP_013598407.1, XP_013611662.1	AL8G44430
OG0008883	XP_013609709.1, XP_013594767.1	AL8G44400
OG0008884	XP_013597986.1, XP_013613157.1	AL8G44330
OG0008885	XP_013634584.1, XP_013598390.1, XP_013632630.1	AL8G44250
OG0008886	XP_013594755.1	AL8G44060
OG0008887	XP_013598572.1, XP_013617841.1, XP_013618146.1	AL8G44030
OG0008888	XP_013621155.1, XP_013628302.1	AL8G43830
OG0008889	XP_013618850.1, XP_013602846.1, XP_013610607.1	AL8G43750
OG0008890	XP_013619085.1, XP_013627228.1	AL8G43640
OG0008891	XP_013613182.1, XP_013622030.1	AL8G43310
OG0008892	XP_013622137.1, XP_013618266.1	AL8G43230
OG0008893	XP_013614266.1, XP_013628402.1	AL8G43140
OG0008894	XP_013613636.1, XP_013628737.1	AL8G42810
OG0008895	XP_013613886.1, XP_013613606.1	AL8G42640
OG0008896	XP_013613888.1, XP_013613634.1	AL8G42630
OG0008897	XP_013612150.1, XP_013630350.1	AL8G42610
OG0008898	XP_013620183.1	AL8G42530
OG0008899	XP_013630388.1	AL8G42430
OG0008900	XP_013630827.1, XP_013620002.1	AL8G42300
OG0008901	XP_013623318.1, XP_013610906.1	AL8G42050
OG0008902	XP_013629816.1, XP_013606401.1	AL8G41690
OG0008903	XP_013616328.1	AL8G41520
OG0008904	XP_013625495.1	AL8G41320
OG0008905	XP_013621373.1, XP_013630741.1	AL8G41180
OG0008906	XP_013606881.1, XP_013629941.1	AL8G41120
OG0008907	XP_013621401.1, XP_013622505.1	AL8G41020
OG0008908	XP_013617974.1, XP_013627397.1	AL8G40810
OG0008909	XP_013623350.1, XP_013612957.1	AL8G40540
OG0008910	XP_013626319.1, XP_013619213.1	AL8G40410
OG0008911	XP_013612550.1, XP_013627284.1	nbis-gene-2205
OG0008912	XP_013607164.1, XP_013623637.1	AL8G39960
OG0008913	XP_013618980.1, XP_013627064.1	AL8G39870
OG0008914	XP_013618536.1, XP_013628572.1	AL8G39780
OG0008915	XP_013619082.1, XP_013622545.1	AL8G39710
OG0008916	XP_013630672.1	AL8G39620, AL584U10020
OG0008917	XP_013606552.1, XP_013621158.1	AL8G39450
OG0008918	XP_013616691.1, XP_013629314.1	AL8G39410
OG0008919	XP_013627888.1, XP_013619810.1	AL8G39300
OG0008920	XP_013626687.1, XP_013607394.1	AL8G39190
OG0008921	XP_013618785.1, XP_013626027.1	AL8G39110
OG0008922	XP_013619464.1	AL8G38930
OG0008923	XP_013619080.1, XP_013621852.1	AL8G38820
OG0008924	XP_013618730.1, XP_013623223.1	AL8G38780
OG0008925	XP_013626515.1	AL8G38740
OG0008926	XP_013627201.1, XP_013619677.1	AL8G38620
OG0008927	XP_013625341.1, XP_013609100.1	AL8G38530
OG0008928	XP_013593141.1, XP_013595748.1	AL8G38120
OG0008929	XP_013613371.1, XP_013606101.1	AL8G37800
OG0008930	XP_013598062.1, XP_013613819.1	AL6G34210
OG0008931	XP_013618035.1, XP_013597904.1	AL6G34340
OG0008932	XP_013618039.1, XP_013595993.1	AL6G34390
OG0008933	XP_013609056.1	AL6G34570
OG0008934	XP_013599328.1	AL6G34600
OG0008935	XP_013598057.1, XP_013620453.1	AL6G34740
OG0008936	XP_013613257.1, XP_013598326.1	AL6G34770
OG0008937	XP_013598913.1	AL6G34830
OG0008938	XP_013599342.1, XP_013621689.1	AL6G35260
OG0008939	XP_013619142.1	AL6G35650
OG0008940	XP_013593245.1	AL6G35980
OG0008941	XP_013614994.1, XP_013606005.1, XP_013614993.1, XP_013596634.1	AL6G36020
OG0008942	XP_013595538.1, XP_013618707.1	AL6G36180
OG0008943	XP_013616721.1, XP_013598466.1	AL6G36210
OG0008944	XP_013597675.1, XP_013613027.1	AL6G36310
OG0008945	XP_013611790.1	AL6G36600
OG0008947	XP_013616142.1, XP_013606342.1	AL6G36810
OG0008948	XP_013595541.1, XP_013618004.1	AL6G36830
OG0008949	XP_013618075.1, XP_013608816.1	AL6G36910
OG0008950	XP_013598041.1, XP_013615967.1	AL6G37070
OG0008951	XP_013608797.1, XP_013593793.1	AL6G37650
OG0008952	XP_013610031.1, XP_013595593.1	AL6G37790
OG0008953	XP_013609820.1	AL6G38220
OG0008954	XP_013614044.1, XP_013621123.1	AL6G31070
OG0008955	XP_013610605.1, XP_013621103.1	AL6G31160
OG0008956	XP_013611269.1	AL6G31120
OG0008957	XP_013616167.1, XP_013622231.1	AL6G31110
OG0008958	XP_013621127.1	AL6G31100
OG0008959	XP_013621126.1	AL6G31080
OG0008960	XP_013620389.1, XP_013611247.1	AL6G31250
OG0008961	XP_013620387.1, XP_013617935.1, XP_013611246.1	AL6G31260
OG0008962	XP_013611245.1, XP_013622717.1	AL6G31270
OG0008963	XP_013609734.1, XP_013618938.1	AL6G31420
OG0008964	XP_013616060.1, XP_013607385.1	AL6G31450
OG0008965	XP_013618310.1	AL6G31680
OG0008966	XP_013609943.1, XP_013625705.1	AL6G31720
OG0008967	XP_013621195.1, XP_013611817.1	AL6G31760
OG0008968	XP_013620662.1, XP_013612073.1	AL6G31800
OG0008969	XP_013616112.1, XP_013613308.1	AL6G32030
OG0008970	XP_013606131.1, XP_013612348.1	AL6G32260
OG0008971	XP_013609806.1	AL6G32360
OG0008972	XP_013630742.1, XP_013618576.1	AL6G32410
OG0008973	XP_013612134.1, XP_013620324.1	AL6G32520
OG0008974	XP_013630211.1, XP_013607050.1	AL6G32550
OG0008975	XP_013611691.1, XP_013628205.1	AL6G32600
OG0008976	XP_013609220.1, XP_013613892.1	AL6G32630
OG0008977	XP_013611154.1, XP_013628211.1	nbis-gene-1547
OG0008978	XP_013629716.1, XP_013611264.1	AL6G32990
OG0008980	XP_013618264.1, XP_013606979.1	AL6G33370
OG0008981	XP_013621286.1, XP_013610572.1	AL6G33410
OG0008982	XP_013612861.1, XP_013621630.1	AL6G33660
OG0008983	XP_013630681.1, XP_013615717.1, XP_013625847.1	AL8G29150
OG0008984	XP_013615906.1	AL6G33960
OG0008985	XP_013610440.1, XP_013619257.1	AL6G34130
OG0008986	XP_013611542.1, XP_013612417.1	AL8G37290
OG0008987	XP_013609003.1, XP_013590067.1, XP_013622208.1	AL8G36960
OG0008988	XP_013621647.1	AL8G36820
OG0008989	XP_013606977.1, XP_013616152.1	AL8G36550
OG0008990	XP_013618950.1, XP_013612289.1	AL8G36520
OG0008991	XP_013607246.1, XP_013616540.1	AL8G36340
OG0008992	XP_013623429.1	AL215U10040
OG0008993	XP_013610193.1, XP_013619741.1	AL8G36280
OG0008995	XP_013618409.1	AL8G35510
OG0008996	XP_013612843.1, XP_013616407.1	AL8G35390
OG0008997	XP_013620711.1, XP_013611952.1	AL8G35350
OG0008998	XP_013612011.1	AL8G35320, AL139U10030, AL3G40430
OG0008999	XP_013622713.1, XP_013606560.1	AL8G34920
OG0009000	XP_013611412.1, XP_013628897.1	AL8G34570
OG0009001	XP_013629988.1, XP_013620760.1	AL8G34400
OG0009002	XP_013615914.1, XP_013611392.1	AL8G34260
OG0009003	XP_013585735.1	AL1G34040
OG0009004	XP_013630349.1, XP_013611149.1	AL8G34140
OG0009005	XP_013617361.1, XP_013591190.1	AL2G38920
OG0009006	XP_013611784.1	AL8G33930
OG0009007	XP_013627329.1, XP_013619531.1	AL8G33650
OG0009008	XP_013609492.1, XP_013618786.1	AL8G33530
OG0009009	XP_013616424.1, XP_013608757.1	AL8G33350
OG0009010	XP_013629074.1, XP_013613062.1	AL8G33270
OG0009011	XP_013625799.1	AL8G33250
OG0009012	XP_013610112.1	AL8G33170
OG0009013	XP_013612066.1, XP_013621247.1	AL8G33110
OG0009015	XP_013621383.1	AL52U10060, AL8G32850
OG0009016	XP_013607405.1, XP_013618238.1	AL52U10040
OG0009017	XP_013628974.1, XP_013608234.1, XP_013610238.1	AL8G32730
OG0009018	XP_013609825.1, XP_013626270.1	AL8G32690
OG0009019	XP_013612635.1, XP_013616569.1	AL8G32630
OG0009020	XP_013607117.1, XP_013628291.1	AL8G32590
OG0009022	XP_013618441.1, XP_013608228.1, XP_013629536.1	AL8G32370
OG0009023	XP_013630082.1, XP_013613016.1	AL8G32010
OG0009024	XP_013621991.1, XP_013611622.1	AL8G31990
OG0009025	XP_013612905.1	AL8G31850, AL191U10010
OG0009026	XP_013606606.1, XP_013629715.1	AL8G31920
OG0009027	XP_013625622.1, XP_013606338.1	AL8G31550
OG0009028	XP_013612030.1	AL8G31540, AL840U10010, AL8G31520
OG0009029	XP_013612637.1, XP_013627084.1	AL236U10010, AL8G31440
OG0009030	XP_013625347.1, XP_013609180.1	AL8G31200
OG0009031	XP_013618419.1, XP_013606930.1	AL8G31180
OG0009032	XP_013611773.1	AL8G31090
OG0009033	XP_013612505.1	AL8G31080
OG0009034	XP_013612322.1, XP_013626415.1	AL8G30760
OG0009035	XP_013620128.1, XP_013610795.1	AL8G30660
OG0009036	XP_013613058.1, XP_013621457.1	AL8G30640
OG0009037	XP_013615901.1, XP_013611803.1	AL8G30560, AL989U10010
OG0009038	XP_013628930.1, XP_013608906.1	AL8G30450
OG0009039	XP_013627593.1, XP_013603661.1	AL5G29360
OG0009040	XP_013600116.1, XP_013630785.1	AL5G29010
OG0009041	XP_013629771.1, XP_013603994.1	AL5G28970
OG0009042	XP_013626555.1, XP_013603677.1	AL5G28610
OG0009043	XP_013599477.1	AL5G28560
OG0009044	XP_013590262.1	AL5G28420
OG0009045	XP_013597611.1	AL5G28270
OG0009046	XP_013612739.1, XP_013630153.1	AL8G29430
OG0009047	XP_013620569.1	AL8G29600
OG0009048	XP_013620692.1	AL6G50770
OG0009049	XP_013607199.1	AL6G50150
OG0009050	XP_013636157.1	AL4G17410
OG0009051	XP_013609790.1, XP_013619263.1	AL6G17710
OG0009052	XP_013601205.1	AL7G44500
OG0009053	XP_013611834.1	AL2G10160
OG0009054	XP_013609185.1, XP_013623649.1	AL6G16960
OG0009055	XP_013621493.1	AL6G16770
OG0009056	XP_013629552.1, XP_013613216.1	AL6G16530
OG0009057	XP_013612661.1	AL6G16490
OG0009058	XP_013627298.1, XP_013607415.1	AL6G16320
OG0009059	XP_013628241.1, XP_013609500.1	AL6G16260
OG0009060	XP_013616835.1, XP_013621916.1	AL6G29740
OG0009061	XP_013616837.1	AL6G29730
OG0009062	XP_013584751.1, XP_013596622.1	AL1G40120
OG0009063	XP_013627963.1, XP_013610723.1	AL6G16020
OG0009064	XP_013638388.1	AL1G40300
OG0009065	XP_013627463.1, XP_013609297.1	AL6G15950
OG0009066	XP_013625969.1, XP_013621420.1	AL6G15940
OG0009067	XP_013619525.1, XP_013610643.1	nbis-gene-1470
OG0009068	XP_013611521.1, XP_013616087.1	AL6G15590
OG0009069	XP_013620519.1	AL6G15480
OG0009070	XP_013628952.1	AL6G15350
OG0009071	XP_013618892.1, XP_013609289.1	AL6G15290
OG0009072	XP_013619679.1, XP_013609295.1	AL6G15130
OG0009073	XP_013628466.1, XP_013612929.1	AL6G15040
OG0009074	XP_013628465.1, XP_013612928.1	AL6G15030
OG0009075	XP_013633739.1	AL4G41380
OG0009076	XP_013610138.1, XP_013627356.1	AL6G14850, nbis-gene-1463
OG0009077	XP_013612266.1	AL6G14700
OG0009078	XP_013616352.1, XP_013622397.1	AL6G14690
OG0009079	XP_013610399.1, XP_013626905.1	AL6G14490
OG0009080	XP_013607054.1, XP_013588592.1	AL6G14080
OG0009081	XP_013612971.1, XP_013608545.1	AL6G13940
OG0009082	XP_013623527.1, XP_013613218.1	AL6G13870
OG0009083	XP_013618152.1, XP_013613343.1	AL6G13820
OG0009084	XP_013611306.1, XP_013622257.1	AL6G53060
OG0009085	XP_013611668.1	AL6G13610
OG0009086	XP_013606306.1, XP_013613125.1	AL6G13540
OG0009087	XP_013621106.1, XP_013614450.1	AL6G13450
OG0009088	XP_013609779.1, XP_013626452.1	AL6G13370
OG0009089	XP_013612809.1, XP_013621873.1	AL6G13300
OG0009090	XP_013629528.1, XP_013611348.1	AL6G13260
OG0009091	XP_013628616.1	AL8G25050
OG0009092	XP_013623610.1, XP_013607427.1	AL6G13180
OG0009093	XP_013611868.1	AL6G12980
OG0009094	XP_013618904.1, XP_013609309.1	AL6G12970
OG0009095	XP_013618432.1, XP_013606191.1	AL6G12650
OG0009096	XP_013611498.1, XP_013625253.1	AL6G12520
OG0009097	XP_013613158.1, XP_013623680.1	AL6G12450
OG0009098	XP_013620458.1, XP_013628714.1	AL6G12160
OG0009100	XP_013618242.1	AL6G11780
OG0009101	XP_013610614.1, XP_013627738.1	AL6G11620
OG0009102	XP_013608895.1, XP_013620136.1	AL6G11470
OG0009103	XP_013608693.1, XP_013623667.1	AL6G11360
OG0009104	XP_013627180.1, XP_013612227.1	nbis-gene-1435
OG0009105	XP_013628625.1	AL6G10460
OG0009106	XP_013628347.1	AL6G10410
OG0009107	XP_013620991.1, XP_013606926.1	AL6G10350
OG0009108	XP_013627053.1	AL8G21460, AL6G10270
OG0009109	XP_013615691.1, XP_013607080.1, XP_013623920.1, XP_013608562.1	AL6G10230
OG0009110	XP_013609923.1, XP_013609774.1, XP_013623804.1, XP_013626455.1	AL6G10240
OG0009111	XP_013622893.1, XP_013587309.1	AL6G10040
OG0009112	XP_013633867.1, XP_013588193.1	AL7G49190
OG0009113	XP_013636747.1	AL7G48780
OG0009114	XP_013631494.1	AL7G48760
OG0009115	XP_013632283.1	AL7G48580
OG0009116	XP_013632037.1, XP_013587990.1	AL7G48500
OG0009117	XP_013588563.1, XP_013633650.1	AL7G48470
OG0009118	XP_013587772.1, XP_013631711.1	AL7G48450
OG0009119	XP_013596644.1	AL3G19300
OG0009120	XP_013631452.1, XP_013589835.1	AL7G47250
OG0009121	XP_013617396.1, XP_013618129.1, XP_013589777.1	AL2G41560
OG0009122	XP_013591431.1, XP_013616626.1, XP_013589767.1	AL2G41600
OG0009123	XP_013619099.1	AL2G41650
OG0009124	XP_013607081.1, XP_013608935.1	AL2G41710
OG0009125	XP_013587980.1	AL2G41500
OG0009126	XP_013590061.1	AL2G41420
OG0009127	XP_013588683.1, XP_013618532.1	AL2G41400
OG0009128	XP_013588794.1, XP_013616641.1	AL2G41370
OG0009129	XP_013618846.1	AL2G41320
OG0009130	XP_013590793.1, XP_013589423.1	AL2G41270
OG0009131	XP_013617390.1, XP_013591617.1	AL2G41150
OG0009132	XP_013619640.1, XP_013590816.1	AL2G40930
OG0009133	XP_013619899.1	AL2G40870
OG0009134	XP_013591245.1	AL2G40810
OG0009135	XP_013621445.1, XP_013591244.1	AL2G40800
OG0009136	XP_013588131.1, XP_013588631.1	AL2G40620
OG0009137	XP_013588437.1, XP_013624414.1, XP_013587995.1	AL2G40540
OG0009138	XP_013591129.1, XP_013591943.1	AL2G40440
OG0009139	XP_013588521.1, XP_013591126.1	AL2G40420
OG0009140	XP_013587863.1, XP_013592500.1	AL2G40390
OG0009141	XP_013590291.1, XP_013619515.1	AL2G40090
OG0009142	XP_013591565.1, XP_013591801.1	AL2G39550
OG0009143	XP_013620376.1, XP_013590893.1	AL2G39380
OG0009144	XP_013588308.1, XP_013625010.1	AL2G39190
OG0009145	XP_013590920.1	AL2G39110
OG0009146	XP_013618218.1, XP_013591597.1	AL2G38990
OG0009147	XP_013616155.1, XP_013588054.1	AL2G38790
OG0009148	XP_013619938.1, XP_013591239.1	nbis-gene-615, AL60U10070
OG0009150	XP_013620158.1, XP_013588147.1	AL2G38410
OG0009151	XP_013591735.1	AL2G38350
OG0009152	XP_013587957.1, XP_013590621.1	AL2G38080
OG0009153	XP_013628829.1	AL5G21950
OG0009154	XP_013590129.1	AL2G37980, AL89U10030
OG0009156	XP_013619886.1, XP_013591666.1	AL2G37600
OG0009157	XP_013591664.1	AL2G37590
OG0009158	XP_013587868.1, XP_013620816.1	AL2G37470
OG0009159	XP_013615952.1, XP_013587969.1	AL2G37390
OG0009160	XP_013590222.1, XP_013592365.1	AL2G37290
OG0009161	XP_013592170.1, XP_013592232.1	AL2G37150
OG0009162	XP_013591884.1, XP_013591819.1	AL2G37080
OG0009163	XP_013621192.1, XP_013589697.1	AL2G36630
OG0009164	XP_013590281.1, XP_013590049.1	AL2G36570
OG0009165	XP_013590403.1, XP_013590013.1	AL2G36410
OG0009166	XP_013591826.1, XP_013618182.1	AL2G36190
OG0009168	XP_013626005.1	AL3G26120
OG0009169	XP_013588399.1, XP_013614040.1	AL2G36030
OG0009170	XP_013619133.1	AL2G35940
OG0009171	XP_013615043.1, XP_013590218.1	AL2G35670
OG0009172	XP_013629607.1	AL3G44850
OG0009173	XP_013590033.1	AL2G35270
OG0009174	XP_013590823.1	AL2G35170
OG0009175	XP_013589683.1, XP_013592167.1	AL2G35120
OG0009176	XP_013628921.1	AL3G50550
OG0009177	XP_013609704.1, XP_013626170.1	AL3G50580
OG0009178	XP_013623207.1	AL3G50680, AL3G27500
OG0009179	XP_013626836.1, XP_013596404.1	AL3G50930
OG0009180	XP_013620978.1, XP_013600622.1	AL5G29910
OG0009181	XP_013614976.1, XP_013616373.1	AL8G30060
OG0009182	XP_013614974.1, XP_013619365.1, XP_013623101.1	AL8G30050
OG0009183	XP_013612042.1	AL8G30020
OG0009184	XP_013625044.1, XP_013590250.1	AL1G64550
OG0009185	XP_013589821.1	AL1G64240, AL1G64100
OG0009186	XP_013628284.1, XP_013626534.1	AL1G64060
OG0009188	XP_013630328.1	AL1G63760
OG0009189	XP_013591568.1, XP_013591591.1	AL1G63370
OG0009190	XP_013590175.1, XP_013623468.1	AL1G63300
OG0009191	XP_013591194.1, XP_013625547.1	AL1G62750
OG0009192	XP_013592700.1, XP_013588134.1	AL1G62470
OG0009193	XP_013590146.1, XP_013590270.1	AL1G62450
OG0009194	XP_013628659.1, XP_013591739.1	AL1G62430
OG0009196	XP_013613498.1, XP_013592598.1	AL1G62060
OG0009197	XP_013626997.1, XP_013592138.1	AL1G62040
OG0009198	XP_013625719.1	AL1G62020
OG0009199	XP_013588554.1	AL2G27330
OG0009200	XP_013592826.1, XP_013588065.1	AL1G61590
OG0009201	XP_013631032.1	AL4G32100, AL970U10010
OG0009202	XP_013634536.1, XP_013634177.1	AL4G32140
OG0009203	XP_013630972.1, XP_013631832.1	AL4G32300
OG0009204	XP_013622884.1, XP_013634574.1	AL4G32330
OG0009205	XP_013635223.1, XP_013634398.1, XP_013627885.1	AL4G32630
OG0009206	XP_013594096.1	AL7G26750
OG0009207	XP_013635984.1	AL4G33060
OG0009208	XP_013626109.1	AL5G23950
OG0009209	XP_013625500.1	AL5G23450
OG0009210	XP_013622216.1	AL5G22790, AL5G22870
OG0009211	XP_013595300.1	AL5G18820
OG0009212	XP_013625399.1, XP_013613966.1	AL6G41240
OG0009213	XP_013621816.1	AL8G24200
OG0009214	XP_013619338.1, XP_013609780.1	AL8G27650
OG0009215	XP_013592152.1	AL7G44760
OG0009217	XP_013605444.1, XP_013637127.1	AL7G44490
OG0009219	XP_013637238.1, XP_013605657.1	AL9U11740
OG0009220	XP_013633801.1	AL9U10250
OG0009221	XP_013631275.1, XP_013623515.1	AL7G42170
OG0009222	XP_013630459.1, XP_013636271.1	AL7G42150
OG0009223	XP_013607722.1	AL7G12590
OG0009224	XP_013602147.1, XP_013592017.1	AL7G41170
OG0009225	XP_013590440.1	AL7G41100
OG0009226	XP_013635775.1, XP_013590911.1	AL7G40570
OG0009227	XP_013602060.1, XP_013615294.1, XP_013602237.1	AL7G40480
OG0009228	XP_013605217.1, XP_013593212.1	AL7G40080
OG0009229	XP_013601667.1, XP_013598543.1	AL7G39990
OG0009230	XP_013590295.1, XP_013618646.1	AL2G32760
OG0009231	XP_013621410.1, XP_013590796.1	AL2G32800
OG0009232	XP_013592096.1	AL2G32850
OG0009233	XP_013613913.1	AL2G32930
OG0009234	XP_013599768.1, XP_013592828.1	AL2G33250
OG0009235	XP_013621651.1, XP_013588823.1	AL2G33290
OG0009236	XP_013592837.1, XP_013587827.1	AL2G33470
OG0009237	XP_013589935.1, XP_013588289.1	AL2G33660
OG0009238	XP_013591909.1, XP_013587866.1	AL2G33750
OG0009239	XP_013588248.1, XP_013621561.1	AL2G34010
OG0009240	XP_013619930.1, XP_013591134.1	AL2G34020
OG0009241	XP_013617865.1	AL8G22670
OG0009242	XP_013591513.1, XP_013591492.1	AL2G34140
OG0009243	XP_013591386.1, XP_013588534.1	AL2G34220
OG0009244	XP_013618906.1, XP_013591710.1	AL2G27490
OG0009245	XP_013589895.1, XP_013588813.1	AL2G27770
OG0009246	XP_013614310.1, XP_013587860.1	AL2G27950
OG0009247	XP_013588103.1, XP_013613718.1	AL2G28090
