Orthogroup	Arabis_alpina	Odontarrhena_muralis
OG0010524	Aa_G300280.h1.t1	Om006G256510
OG0010525	Aa_G114480.h1.t1	Om006G256270
OG0010526	Aa_G114500.h1.t1	Om006G256250
OG0010527	Aa_G608140.h1.t1	Om006G255910
OG0010528	Aa_G668320.h1.t1	Om006G255400
OG0010529	Aa_G668310.h1.t1, Aa_G119280.h1.t1	Om006G255390
OG0010531	Aa_G395710.h1.t1	Om006G255330
OG0010532	Aa_G14410.h1.t1	Om006G254970
OG0010533	Aa_G211610.h1.t1	Om006G255060
OG0010534	Aa_G14420.h1.t1	Om006G254980
OG0010535	Aa_G13920.h1.t1	Om006G254560
OG0010536	Aa_G402310.h1.t1	Om006G254440
OG0010538	Aa_G235900.h1.t1	Om006G256710
OG0010539	Aa_G300530.h1.t1	Om006G253370
OG0010540	Aa_G511050.h1.t1	Om006G253030
OG0010541	Aa_G381300.h1.t1	Om006G252790
OG0010542	Aa_G501190.h1.t1	Om006G252460
OG0010543	Aa_G501170.h1.t1	Om006G252440
OG0010544	Aa_G99040.h1.t1	Om006G252170
OG0010545	Aa_G619510.h1.t1	Om006G251560
OG0010546	Aa_G562580.h1.t1	Om003G119830
OG0010547	Aa_G483460.h1.t1	Om003G119840
OG0010548	Aa_G483520.h1.t1	Om003G119890
OG0010550	Aa_G433230.h1.t1	Om003G122310
OG0010551	Aa_G114190.h1.t1	Om003G122510
OG0010552	Aa_G262320.h1.t1	Om003G123040
OG0010553	Aa_G300510.h1.t1	Om006G253380
OG0010554	Aa_G322990.h1.t1	Om003G123930
OG0010555	Aa_G132790.h1.t1	Om003G124100
OG0010556	Aa_G77250.h1.t1	Om003G125130
OG0010557	Aa_G354000.h1.t1	Om003G125570
OG0010558	Aa_G57880.h1.t1	Om003G126160
OG0010559	Aa_G57860.h1.t1, Aa_G57870.h1.t1	Om003G126170
OG0010560	Aa_G81160.h1.t1	Om003G126310
OG0010561	Aa_G81130.h1.t1	Om003G126390
OG0010562	Aa_G572540.h1.t1	Om003G126700
OG0010563	Aa_G2140.h1.t1	Om003G127270
OG0010564	Aa_G2220.h1.t1	Om003G127360
OG0010565	Aa_G2230.h1.t1	Om003G127370
OG0010566	Aa_G2270.h1.t1	Om003G127440
OG0010567	Aa_G167800.h1.t1	Om003G128110
OG0010568	Aa_G364380.h1.t1	Om003G128670
OG0010569	Aa_G138710.h1.t1	Om003G128840, Om007G291030
OG0010570	Aa_G336740.h1.t1	Om003G128980
OG0010571	Aa_G336800.h1.t1	Om003G129070, Om004G140940
OG0010572	Aa_G121240.h1.t1	Om005G195960
OG0010575	Aa_G300260.h1.t1	Om006G256540
OG0010576	Aa_G416660.h1.t1	Om006G253290
OG0010579	Aa_G401810.h1.t1	Om008G329230
OG0010580	Aa_G781430.h1.t1	Om001G026060
OG0010581	Aa_G352090.h1.t1	Om001G040520
OG0010582	Aa_G6970.h1.t1	Om005G179850
OG0010583	Aa_G79350.h1.t1	Om005G182870
OG0010585	Aa_G345340.h1.t1	Om005G185850
OG0010586	Aa_G516480.h1.t1	Om005G187710
OG0010587	Aa_G299000.h1.t1	Om005G191240
OG0010588	Aa_G426230.h1.t1	Om005G198150
OG0010589	Aa_G166160.h1.t1	Om005G204530
OG0010590	Aa_G101650.h1.t1	Om005G207810
OG0010592	Aa_G78530.h1.t1	Om005G211450
OG0010594	Aa_G276840.h1.t1	Om006G272470
OG0010595	Aa_G504390.h1.t1	Om007G284170
OG0010596	Aa_G491190.h1.t1	Om002G074140
OG0010597	Aa_G117920.h1.t1	Om002G070310, Om002G078990
OG0010598	Aa_G682980.h1.t1	Om002G064300
OG0010601	Aa_G40120.h1.t1	Om002G056510
OG0010602	Aa_G40330.h1.t1	Om002G056280
OG0010603	Aa_G403600.h1.t1	Om002G051960
OG0010605	Aa_G78730.h1.t1	Om002G049920
OG0010608	Aa_G634230.h1.t1	Om004G172060
OG0010610	Aa_G36370.h1.t1	Om004G156900
OG0010613	Aa_G493490.h1.t1, Aa_G244640.h1.t1	Om001G003220
OG0010614	Aa_G501810.h1.t1	Om001G002700
OG0010615	Aa_G697080.h1.t1	Om001G000270
OG0010616	Aa_G248900.h1.t1	Om007G290390
OG0010617	Aa_G148650.h1.t1	Om007G278830
OG0010618	Aa_G130420.h1.t1	Om004G167060, Om006G233710
OG0010619	Aa_G447860.h1.t1, Aa_G489950.h1.t1	Om007G298020, Om002G046240, Om004G166630
OG0010622	Aa_G727100.h1.t1	Om007G299990
OG0010623	Aa_G378530.h1.t1	Om007G293230
OG0010624	Aa_G195740.h1.t1	Om001G024580
OG0010625	Aa_G301090.h1.t1, Aa_G337670.h1.t1	Om006G268610
OG0010626	Aa_G8640.h1.t1	Om006G243680
OG0010628	Aa_G574350.h1.t1	Om006G240590
OG0010629	Aa_G45270.h1.t1	Om006G239280
OG0010630	Aa_G13430.h1.t1	Om006G235620
OG0010631	Aa_G256290.h1.t1	Om002G085430
OG0010634	Aa_G273870.h1.t1, Aa_G184270.h1.t1	Om001G014060, Om007G278060
OG0010639	Aa_G199060.h1.t1	Om002G073280
OG0010660	Aa_G512390.h1.t1	Om001G022210
OG0010661	Aa_G44430.h1.t1	Om001G022390
OG0010662	Aa_G339370.h1.t1	Om001G023040
OG0010663	Aa_G158720.h1.t1	Om001G024280
OG0010664	Aa_G279940.h1.t1	Om003G099440, Om001G025780
OG0010665	Aa_G591270.h1.t1, Aa_G456120.h1.t1	Om001G026670
OG0010666	Aa_G487080.h1.t1	Om001G041900
OG0010667	Aa_G521320.h1.t1	Om002G058370, Om001G027270
OG0010668	Aa_G32990.h1.t1	Om001G027530
OG0010669	Aa_G59760.h1.t1	Om001G027860
OG0010670	Aa_G74720.h1.t1	Om001G028360
OG0010671	Aa_G314980.h1.t1	Om001G028940
OG0010672	Aa_G153870.h1.t1	Om001G029540
OG0010673	Aa_G647010.h1.t1	Om001G029790
OG0010674	Aa_G432580.h1.t1	Om001G030520
OG0010675	Aa_G58450.h1.t1	Om004G151400
OG0010676	Aa_G8670.h1.t1	Om006G243650
OG0010677	Aa_G598350.h1.t1, Aa_G614970.h1.t1	Om001G031730
OG0010678	Aa_G197140.h1.t1	Om008G335400
OG0010679	Aa_G698750.h1.t1	Om001G032300
OG0010680	Aa_G274310.h1.t1	Om001G031960
OG0010681	Aa_G144790.h1.t1	Om001G032700
OG0010682	Aa_G304710.h1.t1	Om005G212530
OG0010683	Aa_G84850.h1.t1	Om001G033470
OG0010684	Aa_G118880.h1.t1	Om001G034100
OG0010685	Aa_G209630.h1.t1	Om004G160890
OG0010686	Aa_G463050.h1.t1	Om007G292390
OG0010687	Aa_G302480.h1.t1, Aa_G608270.h1.t1	Om007G277260
OG0010688	Aa_G16640.h1.t1	Om007G276500
OG0010689	Aa_G173180.h1.t1	Om007G276440
OG0010690	Aa_G173240.h1.t1	Om007G276410
OG0010691	Aa_G49260.h1.t1	Om007G275890
OG0010692	Aa_G49320.h1.t1	Om007G275830
OG0010693	Aa_G24660.h1.t1	Om008G338190
OG0010694	Aa_G49410.h1.t1	Om007G275740
OG0010695	Aa_G49480.h1.t1	Om007G275670
OG0010696	Aa_G49520.h1.t1	Om007G275630
OG0010697	Aa_G295490.h1.t1	Om005G217180
OG0010698	Aa_G660590.h1.t1	Om003G119380
OG0010699	Aa_G123180.h1.t1	Om001G024150, Om001G024170, Om005G216980
OG0010700	Aa_G193940.h1.t1	Om005G187500
OG0010701	Aa_G863360.h1.t1, Aa_G283240.h1.t1	Om011G365480, Om005G217970, Om003G100710
OG0010702	Aa_G485110.h1.t1	Om020G374430, Om011G365000
OG0010703	Aa_G744440.h1.t1	Om008G336160
OG0010704	Aa_G202670.h1.t1	Om005G219180
OG0010705	Aa_G441070.h1.t1, Aa_G281540.h1.t1	Om005G219770
OG0010706	Aa_G8240.h1.t1, Aa_G306950.h1.t1	Om005G219720
OG0010707	Aa_G669510.h1.t1	Om005G219980
OG0010708	Aa_G5910.h1.t1	Om005G220040
OG0010709	Aa_G182430.h1.t1	Om005G220070
OG0010710	Aa_G225900.h1.t1, Aa_G653240.h1.t1, Aa_G5890.h1.t1	Om005G220150
OG0010711	Aa_G147540.h1.t1	Om005G220430
OG0010712	Aa_G147520.h1.t1	Om005G220440
OG0010713	Aa_G147470.h1.t1	Om005G220540
OG0010714	Aa_G564640.h1.t1	Om005G220660, Om005G220610
OG0010715	Aa_G262090.h1.t1	Om005G220750
OG0010716	Aa_G222880.h1.t1	Om005G221210
OG0010717	Aa_G8630.h1.t1	Om005G222050
OG0010718	Aa_G285000.h1.t1	Om005G222720
OG0010719	Aa_G149980.h1.t1	Om005G223300
OG0010720	Aa_G592990.h1.t1	Om005G223550
OG0010721	Aa_G328600.h1.t1	Om005G223950
OG0010722	Aa_G639510.h1.t1, Aa_G623730.h1.t1	Om006G275460
OG0010723	Aa_G243980.h1.t1	Om002G071440
OG0010724	Aa_G323300.h1.t1	Om004G172760, Om006G273710, Om008G324050, Om002G053350
OG0010725	Aa_G323140.h1.t1	Om002G086770
OG0010726	Aa_G435350.h1.t1	Om006G274570
OG0010727	Aa_G344920.h1.t1	Om006G274520
OG0010728	Aa_G146190.h1.t1	Om006G274460
OG0010729	Aa_G146250.h1.t1	Om006G274400
OG0010730	Aa_G480380.h1.t1	Om006G274000
OG0010731	Aa_G227120.h1.t1	Om006G273290
OG0010732	Aa_G630430.h1.t1	Om005G193100
OG0010733	Aa_G83370.h1.t1	Om006G272740
OG0010734	Aa_G584920.h1.t1	Om005G192880
OG0010735	Aa_G83280.h1.t1	Om006G272610
OG0010736	Aa_G636060.h1.t1	Om006G272570
OG0010737	Aa_G276770.h1.t1	Om006G272540
OG0010738	Aa_G27400.h1.t1	Om006G271090
OG0010739	Aa_G27340.h1.t1	Om006G271050
OG0010740	Aa_G34290.h1.t1	Om006G269830
OG0010741	Aa_G303200.h1.t1	Om006G270390
OG0010743	Aa_G424320.h1.t1	Om005G213480
OG0010744	Aa_G664050.h1.t1	Om005G215070
OG0010745	Aa_G407540.h1.t1, Aa_G404420.h1.t1	Om005G215670
OG0010746	Aa_G217280.h1.t1	Om002G045930
OG0010747	Aa_G266950.h1.t1	Om003G108660
OG0010749	Aa_G65870.h1.t1	Om007G307620, Om005G228910, Om007G307610
OG0010750	Aa_G277400.h1.t1	Om005G228790
OG0010751	Aa_G270060.h1.t1	Om005G228480
OG0010752	Aa_G270050.h1.t1	Om005G228460
OG0010753	Aa_G186200.h1.t1	Om005G228350
OG0010754	Aa_G135520.h1.t1	Om005G227830
OG0010755	Aa_G361590.h1.t1	Om005G227170
OG0010756	Aa_G234450.h1.t1	Om005G226770
OG0010757	Aa_G357230.h1.t1	Om005G225310
OG0010758	Aa_G40370.h1.t1	Om002G056230
OG0010759	Aa_G38500.h1.t1	Om001G018440
OG0010760	Aa_G88380.h1.t1, Aa_G647720.h1.t1, Aa_G88390.h1.t1	Om008G328410
OG0010761	Aa_G144220.h1.t1	Om008G328910
OG0010762	Aa_G144280.h1.t1	Om008G328870
OG0010763	Aa_G401700.h1.t1	Om008G329380
OG0010764	Aa_G24080.h1.t1	Om002G051470
OG0010765	Aa_G101410.h1.t1	Om002G051610
OG0010766	Aa_G403560.h1.t1	Om002G051990
OG0010767	Aa_G648960.h1.t1	Om002G053000
OG0010768	Aa_G322210.h1.t1	Om002G053060
OG0010769	Aa_G322200.h1.t1	Om002G053070
OG0010770	Aa_G221310.h1.t1	Om001G005790
OG0010772	Aa_G670470.h1.t1	Om001G036500
OG0010773	Aa_G333300.h1.t1	Om002G054330
OG0010774	Aa_G432600.h1.t1	Om001G030450
OG0010775	Aa_G216070.h1.t1	Om002G055000
OG0010776	Aa_G5510.h1.t1	Om002G055500
OG0010777	Aa_G5310.h1.t1	Om002G055710
OG0010779	Aa_G40640.h1.t1	Om002G055870
OG0010780	Aa_G40490.h1.t1	Om002G056090
OG0010781	Aa_G40480.h1.t1	Om005G216000, Om002G056100
OG0010782	Aa_G90090.h1.t1, Aa_G90070.h1.t1	Om003G108730, Om006G252180
OG0010783	Aa_G82870.h1.t1	Om003G106860
OG0010784	Aa_G381090.h1.t1	Om003G106840
OG0010785	Aa_G82890.h1.t1	Om003G109530
OG0010786	Aa_G442850.h1.t1	Om004G165410
OG0010787	Aa_G125910.h1.t1	Om004G132170
OG0010788	Aa_G125940.h1.t1	Om004G167510
OG0010789	Aa_G442880.h1.t1	Om003G111420
OG0010790	Aa_G424190.h1.t1	Om003G111850
OG0010791	Aa_G577690.h1.t1	Om007G285950
OG0010792	Aa_G83930.h1.t1	Om005G201670
OG0010793	Aa_G466550.h1.t1	Om003G112490
OG0010794	Aa_G338150.h1.t1	Om001G025420
OG0010795	Aa_G101900.h1.t1	Om003G112830
OG0010796	Aa_G348250.h1.t1	Om003G113050
OG0010797	Aa_G247230.h1.t1	Om003G113390
OG0010798	Aa_G134070.h1.t1	Om003G114730
OG0010799	Aa_G94200.h1.t1	Om006G259070
OG0010800	Aa_G198270.h1.t1	Om003G115010
OG0010801	Aa_G82380.h1.t1	Om003G115270
OG0010802	Aa_G578850.h1.t1	Om003G115860
OG0010804	Aa_G496160.h1.t1, Aa_G451070.h1.t1, Aa_G200930.h1.t1, Aa_G496140.h1.t1	Om003G115400
OG0010805	Aa_G439480.h1.t1	Om003G116370
OG0010806	Aa_G512260.h1.t1	Om001G019540
OG0010807	Aa_G542650.h1.t1	Om003G116680
OG0010808	Aa_G48430.h1.t1	Om003G117570
OG0010810	Aa_G441220.h1.t1	Om003G118120
OG0010811	Aa_G216620.h1.t1	Om003G118480
OG0010812	Aa_G168090.h1.t1	Om006G249820
OG0010813	Aa_G69030.h1.t1	Om006G249640
OG0010815	Aa_G729520.h1.t1	Om006G249080
OG0010816	Aa_G31800.h1.t1	Om006G248470
OG0010817	Aa_G31650.h1.t1	Om006G248200
OG0010818	Aa_G385370.h1.t1	Om004G161790
OG0010819	Aa_G491610.h1.t1, Aa_G491600.h1.t1	Om004G162240
OG0010820	Aa_G515600.h1.t1	Om004G162730
OG0010822	Aa_G267580.h1.t1	Om004G163350
OG0010823	Aa_G267480.h1.t1	Om004G163450
OG0010824	Aa_G681990.h1.t1	Om004G163510
OG0010825	Aa_G116890.h1.t1	Om004G163600
OG0010826	Aa_G84660.h1.t1	Om004G164260
OG0010827	Aa_G84680.h1.t1	Om004G164290
OG0010828	Aa_G486110.h1.t1	Om004G164510
OG0010829	Aa_G168880.h1.t1	Om004G164580
OG0010830	Aa_G168480.h1.t1	Om004G165070
OG0010831	Aa_G81470.h1.t1	Om006G231620
OG0010833	Aa_G458470.h1.t1	Om004G165970
OG0010834	Aa_G458460.h1.t1	Om004G165980
OG0010835	Aa_G309240.h1.t1	Om004G166420
OG0010836	Aa_G231100.h1.t1	Om004G166650
OG0010838	Aa_G210710.h1.t1	Om004G167490
OG0010839	Aa_G13250.h1.t1	Om008G318590
OG0010840	Aa_G275560.h1.t1	Om004G168930
OG0010841	Aa_G96290.h1.t1, Aa_G58330.h1.t1	Om001G000080
OG0010842	Aa_G267140.h1.t1	Om001G000710, Om001G000450, Om001G000500
OG0010844	Aa_G423080.h1.t1	Om001G002210
OG0010845	Aa_G339960.h1.t1	Om001G002500
OG0010846	Aa_G345150.h1.t1	Om001G002580
OG0010847	Aa_G646870.h1.t1	Om001G002660
OG0010848	Aa_G203420.h1.t1	Om001G003100, Om001G003050
OG0010849	Aa_G78120.h1.t1	Om001G003500
OG0010850	Aa_G357060.h1.t1	Om001G003890, Om008G329030
OG0010852	Aa_G448070.h1.t1	Om001G004790
OG0010853	Aa_G422700.h1.t1	Om001G006240
OG0010854	Aa_G369900.h1.t1	Om001G006360
OG0010855	Aa_G59040.h1.t1	Om001G007040
OG0010856	Aa_G398680.h1.t1	Om001G007440
OG0010857	Aa_G398620.h1.t1	Om001G007490
OG0010858	Aa_G782030.h1.t1	Om001G007830
OG0010859	Aa_G512380.h1.t1, Aa_G710940.h1.t1	Om001G022200
OG0010860	Aa_G84930.h1.t1, Aa_G744880.h1.t1	Om001G010760
OG0010861	Aa_G186950.h1.t1, Aa_G186940.h1.t1	Om001G011580
OG0010862	Aa_G124930.h1.t1	Om001G012160
OG0010863	Aa_G300880.h1.t1	Om001G012360
OG0010864	Aa_G260310.h1.t1	Om001G012420
OG0010865	Aa_G433810.h1.t1	Om001G012480
OG0010866	Aa_G507050.h1.t1	Om001G013540
OG0010868	Aa_G101120.h1.t1	Om001G014940
OG0010869	Aa_G27690.h1.t1	Om001G015360
OG0010871	Aa_G54760.h1.t1	Om001G016000
OG0010872	Aa_G438570.h1.t1, Aa_G438500.h1.t1	Om007G287310
OG0010874	Aa_G329820.h1.t1	Om007G288560
OG0010875	Aa_G498700.h1.t1	Om007G288850
OG0010877	Aa_G650840.h1.t1	Om007G288910
OG0010878	Aa_G408560.h1.t1	Om007G289240
OG0010879	Aa_G538600.h1.t1	Om007G290720
OG0010880	Aa_G138730.h1.t1	Om007G291050
OG0010881	Aa_G279690.h1.t1	Om007G291270
OG0010882	Aa_G216310.h1.t1	Om007G291420
OG0010883	Aa_G476180.h1.t1	Om007G291670
OG0010884	Aa_G157080.h1.t1	Om001G034990
OG0010885	Aa_G285860.h1.t1	Om001G035670, Om001G035690
OG0010886	Aa_G179450.h1.t1	Om001G036080
OG0010887	Aa_G99900.h1.t1	Om002G085560, Om001G023780
OG0010888	Aa_G493150.h1.t1	Om001G036600
OG0010889	Aa_G223110.h1.t1	Om001G036670
OG0010890	Aa_G153350.h1.t1	Om001G038190
OG0010891	Aa_G153280.h1.t1	Om001G038280
OG0010892	Aa_G237310.h1.t1	Om001G039030
OG0010893	Aa_G486270.h1.t1	Om001G039590
OG0010894	Aa_G381700.h1.t1	Om001G039770
OG0010896	Aa_G468090.h1.t1	Om001G040870
OG0010897	Aa_G138060.h1.t1	Om001G041420
OG0010898	Aa_G650390.h1.t1	Om001G041490
OG0010899	Aa_G650430.h1.t1	Om001G041520
OG0010899	Aa_G36470.h1.t1	Om004G156610
OG0010900	Aa_G36450.h1.t1	Om004G156630
OG0010901	Aa_G541060.h1.t1	Om001G041830
OG0010902	Aa_G219370.h1.t1	Om001G041760
OG0010903	Aa_G219300.h1.t1	Om001G041690
OG0010904	Aa_G219290.h1.t1	Om001G041680
OG0010905	Aa_G487050.h1.t1	Om001G041930
OG0010906	Aa_G447080.h1.t1	Om007G313530
OG0010907	Aa_G65160.h1.t1	Om001G039380
OG0010909	Aa_G306600.h1.t1	Om002G071030
OG0010910	Aa_G336550.h1.t1	Om007G314360
OG0010911	Aa_G110000.h1.t1	Om007G314970
OG0010912	Aa_G421560.h1.t1	Om007G315010
OG0010913	Aa_G365240.h1.t1	Om007G315190
OG0010914	Aa_G443230.h1.t1	Om003G102170, Om007G315280
OG0010915	Aa_G169330.h1.t1	Om007G315700
OG0010916	Aa_G264000.h1.t1	Om008G339320
OG0010917	Aa_G263950.h1.t1	Om008G339240
OG0010918	Aa_G52130.h1.t1	Om008G338950
OG0010919	Aa_G16550.h1.t1, Aa_G549300.h1.t1	Om007G276610
OG0010920	Aa_G3380.h1.t1	Om007G296420
OG0010921	Aa_G3430.h1.t1	Om008G343290, Om002G073970
OG0010922	Aa_G712210.h1.t1	Om008G344690
OG0010923	Aa_G151090.h1.t1	Om005G228760
OG0010924	Aa_G12570.h1.t1, Aa_G231830.h1.t1	Om008G344890
OG0010925	Aa_G142220.h1.t1	Om008G340310
OG0010926	Aa_G464400.h1.t1, Aa_G512450.h1.t1	Om008G336840
OG0010927	Aa_G438710.h1.t1	Om008G340680
OG0010928	Aa_G337790.h1.t1	Om005G190040
OG0010929	Aa_G215110.h1.t1	Om008G341260
OG0010930	Aa_G150420.h1.t1	Om008G342010
OG0010931	Aa_G150500.h1.t1	Om002G086910
OG0010932	Aa_G150520.h1.t1, Aa_G647710.h1.t1	Om008G342240
OG0010933	Aa_G150630.h1.t1	Om008G342340
OG0010934	Aa_G39550.h1.t1	Om008G342650
OG0010935	Aa_G453810.h1.t1	Om008G347050
OG0010936	Aa_G107460.h1.t1	Om008G349980
OG0010937	Aa_G318210.h1.t1, Aa_G211170.h1.t1	Om008G351270
OG0010938	Aa_G225610.h1.t1	Om008G352370
OG0010939	Aa_G320560.h1.t1	Om008G353870
OG0010940	Aa_G257100.h1.t1, Aa_G730230.h1.t1	Om008G354420
OG0010941	Aa_G257050.h1.t1	Om008G354530
OG0010942	Aa_G257010.h1.t1	Om008G354620
OG0010943	Aa_G373260.h1.t1	Om008G354770
OG0010944	Aa_G480010.h1.t1	Om008G356200
OG0010945	Aa_G131750.h1.t1	Om005G211500
OG0010946	Aa_G118070.h1.t1	Om008G358460
OG0010947	Aa_G176610.h1.t1	Om008G358710
OG0010948	Aa_G586170.h1.t1	Om007G308920, Om003G110290, Om008G358830
OG0010949	Aa_G208090.h1.t1	Om008G360050, Om003G110680
OG0010950	Aa_G26280.h1.t1	Om008G361190
OG0010951	Aa_G213810.h1.t1	Om008G361990
OG0010952	Aa_G63490.h1.t1	Om007G302410, Om007G302840, Om005G212690
OG0010953	Aa_G162940.h1.t1	Om008G362480
OG0010954	Aa_G170.h1.t1	Om002G076080
OG0010955	Aa_G130.h1.t1	Om002G075980, Om005G196560
OG0010957	Aa_G50.h1.t1	Om002G075880
OG0010958	Aa_G255350.h1.t1	Om003G105200
OG0010959	Aa_G391430.h1.t1, Aa_G391420.h1.t1, Aa_G10170.h1.t1	Om003G105070
OG0010960	Aa_G66690.h1.t1	Om003G104090
OG0010961	Aa_G206600.h1.t1	Om003G103690
OG0010962	Aa_G206660.h1.t1	Om004G169700
OG0010963	Aa_G341590.h1.t1	Om004G156830, Om007G301120
OG0010964	Aa_G367900.h1.t1	Om003G103570
OG0010965	Aa_G271990.h1.t1	Om006G254580
OG0010967	Aa_G496680.h1.t1	Om003G101500
OG0010969	Aa_G151510.h1.t1	Om007G316380
OG0010970	Aa_G151390.h1.t1	Om007G316480
OG0010971	Aa_G356900.h1.t1	Om007G316530, Om007G316540
OG0010972	Aa_G356890.h1.t1	Om007G316550
OG0010973	Aa_G356850.h1.t1	Om008G351320, Om007G316580
OG0010974	Aa_G495330.h1.t1	Om007G316960
OG0010975	Aa_G245090.h1.t1	Om007G317040
OG0010976	Aa_G266710.h1.t1	Om007G317140
OG0010977	Aa_G266780.h1.t1	Om007G317290
OG0010978	Aa_G185150.h1.t1, Aa_G152710.h1.t1	Om008G362900
OG0010979	Aa_G372920.h1.t1	Om006G234790
OG0010980	Aa_G12940.h1.t1	Om008G318880
OG0010981	Aa_G12880.h1.t1	Om008G318950
OG0010983	Aa_G731290.h1.t1	Om008G319400
OG0010984	Aa_G226150.h1.t1	Om008G319520
OG0010985	Aa_G226070.h1.t1	Om008G319630
OG0010986	Aa_G453030.h1.t1	Om008G319860
OG0010987	Aa_G462220.h1.t1	Om008G320390, Om009G363490, Om007G306320
OG0010988	Aa_G16830.h1.t1	Om008G321190
OG0010989	Aa_G15890.h1.t1	Om008G321720
OG0010990	Aa_G15980.h1.t1	Om008G321820
OG0010991	Aa_G15990.h1.t1	Om008G321830
OG0010992	Aa_G289710.h1.t1	Om008G322310
OG0010993	Aa_G175210.h1.t1	Om008G322690
OG0010994	Aa_G265070.h1.t1	Om008G323160
OG0010995	Aa_G265080.h1.t1	Om008G323170
OG0010996	Aa_G265180.h1.t1	Om008G323280
OG0010997	Aa_G288480.h1.t1	Om008G323440
OG0010998	Aa_G340560.h1.t1	Om003G123700
OG0010999	Aa_G81890.h1.t1	Om005G210880
OG0011000	Aa_G450770.h1.t1	Om008G326010
OG0011001	Aa_G199970.h1.t1	Om008G326130
OG0011002	Aa_G374700.h1.t1	Om008G326340
OG0011003	Aa_G210130.h1.t1	Om008G326840
OG0011004	Aa_G422450.h1.t1	Om008G327530
OG0011005	Aa_G145780.h1.t1	Om008G327410
OG0011006	Aa_G145860.h1.t1	Om008G327310
OG0011007	Aa_G145870.h1.t1	Om008G327300
OG0011008	Aa_G188350.h1.t1	Om008G327830
OG0011009	Aa_G188380.h1.t1	Om008G327860
OG0011010	Aa_G264680.h1.t1	Om004G177080
OG0011011	Aa_G481270.h1.t1	Om004G177030
OG0011012	Aa_G481280.h1.t1	Om004G177020
OG0011013	Aa_G626120.h1.t1	Om004G176950
OG0011014	Aa_G53820.h1.t1	Om004G176930
OG0011015	Aa_G53900.h1.t1	Om004G176900
OG0011016	Aa_G384360.h1.t1	Om007G302700
OG0011017	Aa_G274560.h1.t1	Om004G175920
OG0011018	Aa_G506860.h1.t1	Om004G175600
OG0011019	Aa_G260590.h1.t1	Om004G175500
OG0011020	Aa_G260630.h1.t1	Om004G175450
OG0011021	Aa_G260800.h1.t1	Om003G106460, Om004G175130
OG0011022	Aa_G259890.h1.t1	Om004G174500
OG0011023	Aa_G170190.h1.t1	Om004G174370
OG0011024	Aa_G259050.h1.t1	Om004G173560, Om004G173550
OG0011025	Aa_G259010.h1.t1	Om004G173480
OG0011026	Aa_G112850.h1.t1	Om006G240850
OG0011027	Aa_G68170.h1.t1	Om006G241880
OG0011028	Aa_G113710.h1.t1	Om006G229000
OG0011029	Aa_G15450.h1.t1	Om006G242320
OG0011030	Aa_G314240.h1.t1	Om006G242490
OG0011031	Aa_G633720.h1.t1	Om006G242720
OG0011032	Aa_G444270.h1.t1	Om005G219320, Om006G242980
OG0011033	Aa_G8930.h1.t1	Om006G243270
OG0011034	Aa_G8880.h1.t1	Om006G243320
OG0011035	Aa_G174000.h1.t1, Aa_G173990.h1.t1	Om006G243930
OG0011036	Aa_G173980.h1.t1, Aa_G374060.h1.t1	Om006G255090, Om006G243940
OG0011038	Aa_G127130.h1.t1	Om006G244750
OG0011039	Aa_G337330.h1.t1	Om006G244880
OG0011040	Aa_G338290.h1.t1	Om006G244940
OG0011042	Aa_G28110.h1.t1	Om006G246130
OG0011043	Aa_G345670.h1.t1	Om006G247080
OG0011044	Aa_G75930.h1.t1	Om006G234000, Om005G206250
OG0011045	Aa_G76130.h1.t1	Om006G233700
OG0011046	Aa_G268400.h1.t1	Om006G233360
OG0011047	Aa_G268410.h1.t1	Om006G233370
OG0011048	Aa_G51690.h1.t1	Om006G233250
OG0011049	Aa_G21060.h1.t1	Om006G232790
OG0011050	Aa_G555490.h1.t1	Om006G258420
OG0011051	Aa_G147060.h1.t1	Om006G229910
OG0011052	Aa_G147050.h1.t1	Om006G229900
OG0011053	Aa_G43780.h1.t1	Om006G229610
OG0011054	Aa_G113960.h1.t1	Om006G229240
OG0011055	Aa_G113810.h1.t1	Om006G229100
OG0011056	Aa_G113650.h1.t1	Om006G228940
OG0011057	Aa_G425570.h1.t1	Om004G157720
OG0011058	Aa_G425580.h1.t1	Om004G157710
OG0011059	Aa_G299930.h1.t1	Om004G157480
OG0011060	Aa_G242260.h1.t1, Aa_G242300.h1.t1	Om004G157340
OG0011061	Aa_G67750.h1.t1	Om004G158490
OG0011062	Aa_G347460.h1.t1	Om004G158690
OG0011063	Aa_G347390.h1.t1	Om004G158770
OG0011064	Aa_G563090.h1.t1, Aa_G347380.h1.t1	Om004G158780
OG0011066	Aa_G46820.h1.t1	Om004G158870
OG0011067	Aa_G46790.h1.t1	Om004G158900
OG0011068	Aa_G46680.h1.t1	Om004G159030
OG0011069	Aa_G46610.h1.t1	Om004G158970
OG0011070	Aa_G191400.h1.t1	Om004G159250
OG0011071	Aa_G191620.h1.t1	Om004G159520
OG0011072	Aa_G99610.h1.t1	Om004G159890
OG0011073	Aa_G588700.h1.t1	Om004G159930
OG0011074	Aa_G179940.h1.t1	Om004G160020
OG0011076	Aa_G188880.h1.t1	Om004G160380
OG0011077	Aa_G384410.h1.t1	Om007G302750
OG0011078	Aa_G89770.h1.t1	Om007G277590
OG0011079	Aa_G404590.h1.t1	Om007G278710
