Orthogroup	Arabis_alpina	Brassica_napus
OG0006850	Aa_G210240.h1.t1	XP_022557286.1, XP_048634691.1, XP_048636336.1, XP_048609290.1
OG0006851	Aa_G230850.h1.t1	XP_013687887.1, XP_013744984.2, XP_013727781.1, XP_013747782.2
OG0006852	Aa_G145730.h1.t1	XP_048610410.1, XP_022574732.2, XP_013691104.1, XP_013747403.2
OG0006853	Aa_G188480.h1.t1	XP_013687812.1, XP_013744948.2, XP_013734474.1, XP_013647881.1
OG0006854	Aa_G18870.h1.t1	XP_013729826.1, XP_013729842.1, XP_013740095.2, XP_013672818.1
OG0006855	Aa_G85210.h1.t1	XP_013735571.2, XP_048631062.1, XP_048607710.1, XP_013725278.1
OG0006856	Aa_G85330.h1.t1	XP_013681300.2, XP_013666171.2, XP_013672787.2, XP_013725196.2, XP_013720160.1
OG0006857	Aa_G85340.h1.t1	XP_048598645.1, XP_013685271.1, XP_013725185.2, XP_013672777.2
OG0006858	Aa_G456490.h1.t1	XP_048629268.1, XP_013720239.1
OG0006859	Aa_G451890.h1.t1	XP_048607723.1, XP_013725015.3, XP_048598634.1, XP_013703862.2
OG0006860	Aa_G456290.h1.t1	XP_022566094.2, XP_013724986.3, XP_013732418.1, XP_013668326.2
OG0006861	Aa_G259910.h1.t1	XP_013720202.1, XP_013699844.2, XP_013699808.2
OG0006862	Aa_G337160.h1.t1	XP_013724709.2, XP_022554180.1, XP_022549520.2, XP_013730142.1
OG0006863	Aa_G337130.h1.t1	XP_013673156.2, XP_013668376.2, XP_013730153.1
OG0006864	Aa_G205050.h1.t1	XP_013655104.2, XP_022546489.1, XP_013718330.1, XP_013733478.1
OG0006865	Aa_G181160.h1.t1	XP_013721846.1, XP_048602433.1, XP_013727552.1, XP_013667351.2
OG0006866	Aa_G230370.h1.t1	XP_013674667.1, XP_013721916.1, XP_013741051.1, XP_048599073.1, XP_013741050.1, XP_048599075.1
OG0006867	Aa_G68370.h1.t1	XP_013721838.1, XP_013676007.1, XP_048608062.1
OG0006868	Aa_G68150.h1.t1	XP_013681972.2, XP_013740243.2, XP_048605646.1, XP_013674658.2
OG0006869	Aa_G662220.h1.t1	XP_013679035.2, XP_022567963.2, XP_048623376.1, XP_048599061.1
OG0006870	Aa_G501670.h1.t1	XP_013680566.2, XP_013740252.1, XP_013731255.1, XP_048599043.1, XP_048623353.1
OG0006871	Aa_G672100.h1.t1	XP_013671938.2, XP_013667255.2, XP_013721886.1
OG0006872	Aa_G404830.h1.t1	XP_048602475.1, XP_013667249.2, XP_013671945.1
OG0006873	Aa_G9020.h1.t1	XP_013667220.2, XP_013717630.1, XP_013731412.1, XP_013682248.1
OG0006874	Aa_G8800.h1.t1	XP_048602493.1
OG0006875	Aa_G629220.h1.t1	XP_013667161.2, XP_013682104.1, XP_013682184.1, XP_013715839.2
OG0006877	Aa_G362180.h1.t1	XP_013701443.2, XP_013682164.2, XP_013715813.1, XP_048598982.1, XP_013692965.1
OG0006878	Aa_G33930.h1.t1	XP_013681073.2, XP_013642467.2, XP_013713061.2, XP_013708783.2
OG0006879	Aa_G33750.h1.t1	XP_048628264.1, XP_013682117.1, XP_048625447.1, XP_013710365.2
OG0006880	Aa_G320850.h1.t1	XP_048631092.1, XP_048628365.1, XP_013719031.2, XP_013642938.2
OG0006881	Aa_G76060.h1.t1	XP_013643020.2, XP_013643322.1, XP_048616473.1, NP_001302764.1, NP_001302556.1
OG0006882	Aa_G76070.h1.t1	XP_048630905.1, XP_048603233.1, XP_048630988.1, XP_013701177.2, XP_013643022.2, XP_013643277.1
OG0006883	Aa_G268240.h1.t1	XP_048603242.1, XP_013701105.1, XP_048616524.1, XP_013643195.2, XP_048606653.1
OG0006884	Aa_G268320.h1.t1	XP_013642942.2, XP_013643186.1, XP_013701039.2, XP_048616554.1
OG0006885	Aa_G51670.h1.t1	XP_048603249.1
OG0006886	Aa_G51610.h1.t1	XP_013643168.2, XP_013722822.1, XP_013652779.1, XP_013661292.2
OG0006887	Aa_G51430.h1.t1	XP_013643150.2, XP_048637910.1, XP_013700937.2, XP_048630879.1, XP_022562709.1
OG0006888	Aa_G51420.h1.t1	XP_048630880.1, XP_013722019.2, XP_022561594.2, XP_048606626.1, XP_048637914.1
OG0006889	Aa_G20880.h1.t1	XP_048630942.1, XP_013675418.2, XP_048603260.1, XP_048625413.1, XP_048595459.1
OG0006890	Aa_G20760.h1.t1	XP_013675422.1, XP_013675439.1
OG0006891	Aa_G20680.h1.t1	XP_013710642.1, XP_048595465.1, XP_013729795.1, XP_048590851.1
OG0006892	Aa_G585340.h1.t1, Aa_G804580.h1.t1	XP_022569455.1, XP_022570528.1
OG0006893	Aa_G37400.h1.t1	XP_013678411.1, XP_048616835.1, XP_048603278.1, XP_048595467.1, XP_013710676.1
OG0006894	Aa_G527040.h1.t1, Aa_G1018040.h1.t1	XP_013712012.1, XP_048595469.1, XP_013713006.1, XP_013728158.2
OG0006895	Aa_G23650.h1.t1	XP_013727453.1, XP_048616911.1, XP_013655208.2, XP_048590957.1
OG0006896	Aa_G23680.h1.t1	XP_013738514.2, XP_013712387.1, XP_013687716.1, XP_013653492.1
OG0006897	Aa_G383080.h1.t1	XP_048618442.1, XP_013653500.2, XP_013659250.2, XP_013654737.1, XP_013719107.1
OG0006898	Aa_G131710.h1.t1	XP_048611288.1, XP_013698886.1, XP_013649290.2, XP_013703015.2
OG0006899	Aa_G43900.h1.t1	XP_013712573.2, XP_048631529.1, XP_048630035.1, XP_013661393.2, XP_013688517.1
OG0006900	Aa_G43990.h1.t1	XP_013683083.1, XP_048624110.1, XP_048604970.1, XP_013649799.2
OG0006901	Aa_G44020.h1.t1	XP_013641396.2, XP_013736642.2, XP_048595515.1, XP_048623856.1
OG0006902	Aa_G136080.h1.t1	XP_048625838.1, XP_048595092.1, XP_013710364.2, XP_013710302.1
OG0006903	Aa_G242330.h1.t1	XP_048624309.1, XP_013731239.2
OG0006904	Aa_G425520.h1.t1	XP_013642477.2, XP_013683696.3, XP_048632102.1, XP_013684310.2
OG0006905	Aa_G299860.h1.t1, Aa_G299860.h2.t1	XP_013735269.2, XP_022555098.2, XP_013731252.2, XP_048623077.1
OG0006906	Aa_G53400.h1.t1	XP_013735318.1, XP_022555091.1, XP_048604100.1, XP_048612288.1
OG0006907	Aa_G78380.h1.t1	XP_048595143.1, XP_013732725.2, XP_013735331.2, XP_022569745.1
OG0006908	Aa_G290640.h1.t1	NP_001302982.1, XP_048621803.1, XP_048613596.1, XP_048599274.1
OG0006909	Aa_G70890.h1.t1	XP_013684408.1, XP_048632071.1
OG0006910	Aa_G189010.h1.t1	XP_013735420.2, XP_013717664.2, XP_013675660.2, XP_013676975.2
OG0006911	Aa_G189070.h1.t1	XP_013717538.1, XP_013735427.2, XP_048595201.1, XP_013688536.1
OG0006912	Aa_G189230.h1.t1	XP_013735433.2, XP_013727751.2
OG0006913	Aa_G187750.h1.t1	XP_013685766.1, XP_013688567.1, XP_013735438.2, XP_013727771.2
OG0006914	Aa_G134710.h1.t1	XP_013700766.2
OG0006915	Aa_G236400.h1.t1, Aa_G89640.h1.t1	XP_013682371.1, XP_013703185.1, XP_013652720.1, XP_013706514.2
OG0006916	Aa_G89690.h1.t1	XP_048637432.1, XP_013706695.1, XP_013733432.1, XP_022565958.2, XP_048623513.1
OG0006917	Aa_G756670.h1.t1	XP_048623503.1, XP_013661747.2, XP_013749161.2, XP_013703582.2
OG0006918	Aa_G208700.h1.t1	XP_013734224.1, XP_013683453.2
OG0006919	Aa_G183690.h1.t1	XP_048611493.1, XP_013696985.2, XP_013672729.1, XP_013747244.2
OG0006920	Aa_G700810.h1.t1, Aa_G424930.h1.t1, Aa_G1093830.h2.t1, Aa_G1093830.h1.t1, Aa_G424900.h1.t1	XP_013748667.2, XP_013692271.1
OG0006921	Aa_G257810.h1.t1	XP_048634365.1, XP_013692130.1, XP_048636720.1, XP_048608397.1, XP_013734179.1
OG0006922	Aa_G257850.h1.t1	XP_013734187.1, XP_013683413.1, XP_048610101.1, XP_013752361.2
OG0006923	Aa_G257860.h1.t1	XP_022573991.1, XP_048634367.1, XP_013683414.2, XP_013734189.1
OG0006924	Aa_G148600.h1.t1, Aa_G148590.h1.t1	XP_013648866.1, XP_013723857.2
OG0006926	Aa_G243580.h1.t1	XP_022554711.1, XP_013723838.1, XP_048634358.1, XP_013741431.1, XP_013752365.2
OG0006927	Aa_G346430.h1.t1	XP_013693439.2, XP_013744389.2
OG0006929	Aa_G154810.h1.t1	XP_048630747.1, XP_048608388.1, XP_013675713.1, XP_013744293.2, XP_013726269.2
OG0006930	Aa_G154830.h1.t1	XP_013726265.2, XP_013748712.2, XP_013675711.1, XP_013744299.1
OG0006931	Aa_G640480.h1.t1	XP_048608382.1, XP_013734132.1, XP_013743109.1, XP_013686050.1
OG0006932	Aa_G263120.h1.t1	XP_013683227.1, XP_013733929.2, XP_048634828.1, XP_013701983.1
OG0006933	Aa_G365410.h1.t1	XP_048633841.1, XP_048609937.1, XP_048630512.1, XP_013683244.1
OG0006934	Aa_G159320.h1.t1	XP_022556293.1, XP_013748809.2
OG0006935	Aa_G119290.h1.t1	XP_013683263.1, XP_013733955.1, XP_013643597.2, XP_013659710.2
OG0006936	Aa_G429880.h1.t1	XP_048621579.1, XP_013657525.1, XP_013696753.2, XP_013664538.1
OG0006938	Aa_G25080.h1.t1	XP_013647196.2, XP_013731174.1, XP_022576011.2, XP_048630278.1, XP_013752432.2
OG0006939	Aa_G154120.h1.t1	XP_048630414.1, XP_022575434.1, XP_013730385.1
OG0006941	Aa_G460140.h1.t1	XP_013747292.1, XP_013740681.1
OG0006942	Aa_G294180.h1.t1	XP_048610081.1, XP_013747141.2, XP_013651819.2, XP_048610458.1
OG0006943	Aa_G158280.h1.t1	XP_048592836.1, XP_013653876.2, XP_048631850.1, XP_013733814.1
OG0006944	Aa_G18160.h1.t1	XP_013647668.2, XP_048610478.1, XP_048631854.1, XP_013726740.1
OG0006945	Aa_G432320.h1.t1	XP_013683914.1, XP_013735013.2, XP_013692328.2
OG0006946	Aa_G606200.h1.t1	XP_013742460.2, XP_048612432.1, XP_013680885.1, XP_013740719.2
OG0006947	Aa_G662590.h1.t1	XP_013740720.1, XP_013680887.1, XP_013744012.2, XP_013746508.1
OG0006948	Aa_G342480.h1.t1, Aa_G611340.h1.t1	XP_048633750.1, XP_013720439.1, XP_013693424.2, XP_013735021.2
OG0006949	Aa_G575100.h1.t1, Aa_G150850.h1.t1	XP_013743988.1, XP_013720536.1, XP_013653685.1, XP_013688302.2
OG0006950	Aa_G290420.h1.t1	XP_048612425.1, XP_013744037.2, XP_013710994.1, XP_013663993.2
OG0006951	Aa_G661860.h1.t1	XP_048612423.1, XP_048633716.1, XP_022547044.2, XP_048620950.1
OG0006952	Aa_G480970.h1.t1	XP_013693388.2, XP_013744052.2, XP_013733914.2, XP_013686839.1
OG0006953	Aa_G556010.h1.t1, Aa_G14870.h1.t1	XP_013640048.1, XP_048614335.1
OG0006955	Aa_G234070.h1.t1	XP_013738127.2, XP_013707524.1, XP_048621730.1, XP_013656547.2
OG0006956	Aa_G14810.h1.t1	XP_048626834.1, XP_013640016.1, XP_048614325.1, XP_013684233.2, XP_013735650.1
OG0006957	Aa_G14620.h1.t1	XP_048614302.1, XP_013750974.1, XP_013684221.2, XP_048632147.1
OG0006958	Aa_G14600.h1.t1	XP_022555118.2, XP_022571949.2, XP_048636251.1, XP_013721714.2, XP_013731987.2
OG0006959	Aa_G71670.h1.t1	XP_048636248.1, XP_048636992.1, XP_048627989.1, XP_022575679.2, XP_013684210.2, XP_013735670.2
OG0006961	Aa_G42230.h1.t1	XP_048601975.1, XP_013682563.2, XP_048606006.1, XP_013735721.2
OG0006962	Aa_G250300.h1.t1	XP_013735733.2, XP_048606005.1
OG0006963	Aa_G111890.h1.t1	XP_022562200.2, XP_013740874.2, XP_013747435.1
OG0006964	Aa_G111770.h1.t1	XP_013732342.2, XP_048595755.1, XP_013732188.2
OG0006965	Aa_G44920.h1.t1	XP_048612835.1, XP_048636198.1, XP_013735745.2, XP_013745032.2
OG0006966	Aa_G45030.h1.t1	XP_048606041.1, XP_013745033.1, XP_013735747.2
OG0006967	Aa_G438180.h1.t1	XP_013742282.2, XP_013729366.2, XP_048632203.1, XP_013745040.1
OG0006968	Aa_G618750.h1.t1	XP_013727554.2, XP_022570615.1, XP_013731664.2, XP_048636175.1
OG0006969	Aa_G526030.h1.t1	XP_048614551.1, XP_013677062.1
OG0006970	Aa_G304950.h1.t1	XP_048632215.1, XP_013745054.1, XP_048614543.1, XP_048636149.1
OG0006971	Aa_G4220.h1.t1	XP_048636154.1, XP_013640662.2, XP_013746437.2, XP_013659041.2
OG0006972	Aa_G4490.h1.t1	XP_013742232.3, XP_048620452.1, XP_048636170.1, XP_013723592.1
OG0006973	Aa_G4630.h1.t1	XP_013684422.2, XP_013684424.1, XP_022559423.1
OG0006974	Aa_G75540.h1.t1	XP_013750713.2, XP_048615406.1, XP_013732127.2, XP_013705408.2
OG0006975	Aa_G75770.h1.t1	XP_048599536.1, XP_048619144.1
OG0006977	Aa_G205890.h1.t1	XP_013725443.2, XP_048602041.1, XP_022548465.2, XP_013693069.2
OG0006978	Aa_G163150.h1.t1	XP_013680996.2, XP_013740928.2, XP_013677355.1, XP_048602046.1, XP_013696383.2, XP_022571820.2
OG0006979	Aa_G462840.h1.t1, Aa_G524380.h1.t1	XP_013735917.2, XP_013684462.1
OG0006980	Aa_G47680.h1.t1	XP_013684461.1, XP_013735916.2, XP_048599267.1, XP_013647836.1, XP_013640776.2
OG0006981	Aa_G280200.h1.t1	XP_013727728.2, XP_048624995.1, XP_013683169.2, XP_013730188.2
OG0006982	Aa_G47110.h1.t1	XP_048600819.1, XP_048630084.1, XP_013681022.1, XP_013684672.2
OG0006983	Aa_G47090.h1.t1	XP_048630090.1, XP_048600818.1, XP_013640815.2
OG0006984	Aa_G49730.h1.t1	XP_013750642.2, XP_013706276.1, XP_022555157.2, XP_022551022.2
OG0006985	Aa_G78770.h1.t1	XP_048617033.1, XP_048615340.1, XP_048636025.1
OG0006986	Aa_G174600.h1.t1	XP_013750569.2, XP_013696368.1, XP_013684533.1, XP_013684646.2
OG0006987	Aa_G174130.h1.t1, Aa_G263060.h1.t1	XP_048600800.1, XP_013724121.2, XP_013750509.2, XP_013697585.1
OG0006988	Aa_G24110.h1.t1	XP_013696924.1, XP_022575609.1, XP_048600769.1, XP_013724169.1
OG0006989	Aa_G115370.h1.t1	XP_013690745.1, XP_013744811.2, XP_013734524.2, XP_013716972.2
OG0006990	Aa_G641350.h1.t1	XP_048634585.1, XP_048611125.1, XP_013748057.1, XP_013693682.1
OG0006991	Aa_G224260.h1.t1	XP_013734539.2, XP_013717059.1, XP_013748053.1, XP_013697343.1
OG0006992	Aa_G38130.h1.t1	XP_013734570.2, XP_013716905.1, XP_013748028.1, XP_013686955.2
OG0006993	Aa_G451150.h1.t1	XP_013716888.1, XP_013687680.1, XP_013744831.1
OG0006994	Aa_G461830.h1.t1	XP_013748304.2, XP_013676828.2, XP_013717104.2, XP_048608558.1
OG0006995	Aa_G412580.h1.t1	XP_022544411.1, XP_048634602.1
OG0006996	Aa_G745890.h1.t1	XP_013752216.2
OG0006997	Aa_G269520.h1.t1	XP_013702991.1, XP_048634571.1, XP_013707603.1, XP_013734644.2
OG0006998	Aa_G594360.h1.t1	XP_013748258.2, XP_013705385.1, XP_022554813.1, XP_048626380.1, XP_013734652.1
OG0006999	Aa_G594410.h1.t1	XP_013745122.3, XP_048611084.1, XP_048626378.1, XP_048631692.1, XP_013706654.2
OG0007000	Aa_G594420.h1.t1	XP_048634564.1, XP_048611086.1, XP_013734653.2, XP_048631693.1, XP_013706652.1
OG0007001	Aa_G286480.h1.t1	XP_013748529.1, XP_048630062.1, XP_013742631.1
OG0007002	Aa_G286500.h1.t1	XP_013679674.2, XP_048610997.1, XP_013740518.2, XP_013680790.1
OG0007003	Aa_G354160.h1.t1	XP_013691159.1, XP_013747325.1, XP_048630056.1, XP_013752306.1, XP_013746568.1
OG0007004	Aa_G550040.h1.t1	XP_013747322.2, XP_013690753.1, XP_048610583.1, XP_048630483.1, XP_048631425.1
OG0007005	Aa_G177470.h1.t1	XP_013692354.1, XP_048636530.1, XP_048631411.1, XP_013744704.2, XP_013687551.2
OG0007006	Aa_G282200.h1.t1	NP_001303059.1, XP_048631424.1, XP_048610573.1, XP_013744702.2, XP_013688083.1
OG0007007	Aa_G426210.h1.t1	XP_013744674.1, XP_048611023.1, XP_048628449.1, XP_013748425.2, XP_013691395.2
OG0007008	Aa_G548160.h1.t1	XP_013688907.1, XP_013688942.1, XP_013738288.2, XP_048634506.1, XP_048611048.1
OG0007009	Aa_G29990.h1.t1	XP_013738306.1, XP_013689001.1, XP_013744760.2, XP_013682667.1
OG0007010	Aa_G30100.h1.t1	XP_013682658.1, XP_013719274.2, XP_013692183.2
OG0007011	Aa_G491330.h1.t1	XP_013716429.2, XP_022570915.2, XP_013752243.2, XP_013690779.2
OG0007012	Aa_G249300.h1.t1	XP_013747338.2, XP_048629496.1, XP_013690983.2, XP_013752244.2, XP_013723913.1, XP_013716440.1
OG0007013	Aa_G115280.h1.t1	XP_013723887.2, XP_048631663.1, XP_013744782.2, XP_013698871.1
OG0007014	Aa_G66250.h1.t1	XP_013702651.1, XP_022574110.2, XP_048609456.1, XP_048636484.1
OG0007016	Aa_G140680.h1.t1	XP_013691899.2, XP_013641699.2, XP_013708469.2, XP_013662222.2
OG0007017	Aa_G21610.h1.t1	XP_048630825.1, XP_013676928.2, XP_013648578.2, XP_013702689.1
OG0007018	Aa_G65550.h1.t1	XP_013641667.1, XP_048614130.1, XP_013699498.1, XP_048594112.1
OG0007019	Aa_G40110.h1.t1	XP_013681472.2, XP_048635891.1
OG0007020	Aa_G131930.h1.t1	XP_013660459.2, XP_013641617.1, XP_048597633.1, XP_048621154.1
OG0007021	Aa_G131980.h1.t1	XP_013641610.1, XP_013660452.2, XP_013682953.2, XP_013708282.1
OG0007022	Aa_G275000.h1.t1	XP_013641591.1, XP_013744550.1, XP_013682952.2, XP_048594104.1, XP_013712195.2
OG0007023	Aa_G347870.h1.t1	XP_013659951.2, XP_013729340.1, XP_013649541.1, XP_013702336.1
OG0007024	Aa_G278380.h1.t1	XP_013682980.1, XP_048622388.1, XP_013744611.1, XP_013641762.2
OG0007025	Aa_G278320.h1.t1	XP_048610897.1, XP_048614194.1, XP_013641754.2
OG0007026	Aa_G535620.h1.t1	XP_048594087.1, XP_013653870.1, XP_013723315.2, XP_013641741.2
OG0007027	Aa_G557430.h1.t1	XP_013681194.2, XP_013691442.1, XP_013660229.2, XP_048621124.1
OG0007028	Aa_G119020.h1.t1	XP_013683029.1, XP_013657259.2, XP_013641835.2, XP_013723272.2
OG0007029	Aa_G493830.h1.t1	XP_013696697.3, XP_022557242.1, XP_013664637.2, XP_013660190.1
OG0007030	Aa_G493820.h1.t1	XP_048597555.1, XP_048621088.1, XP_048594063.1, XP_013728136.1
OG0007031	Aa_G371580.h1.t1	XP_013654473.2, XP_013728153.1, XP_048621083.1, XP_048597554.1, XP_013697581.1, XP_013646712.2
OG0007032	Aa_G371590.h1.t1	XP_013728152.1, XP_013657228.2, XP_013697580.2, XP_013641917.2
OG0007033	Aa_G89600.h1.t1, Aa_G93270.h1.t1	XP_048638457.1, XP_048626852.1, XP_022557231.1
OG0007034	Aa_G544320.h1.t1	XP_013741505.2, XP_013729467.1, XP_013641869.2, XP_013712297.1
OG0007035	Aa_G119540.h1.t1	XP_013737920.2, XP_013727431.1, XP_048612694.1, XP_048612707.1, XP_013717670.2
OG0007036	Aa_G334080.h1.t1	XP_048638495.1, XP_013719590.1, XP_013651640.1
OG0007037	Aa_G374470.h1.t1	XP_013686011.1, XP_013722054.2, XP_013642334.2, XP_013671984.1
OG0007038	Aa_G329470.h1.t1	XP_048594014.1, XP_013728283.1, XP_048612757.1, XP_013642374.2
OG0007039	Aa_G710560.h1.t1	XP_013721817.1, XP_022546754.1
OG0007040	Aa_G166170.h1.t1	XP_048618694.1, XP_013722110.2, XP_048622464.1, XP_013752335.1, XP_022559454.1
OG0007041	Aa_G166150.h1.t1	XP_048622465.1, XP_013722138.2
OG0007042	Aa_G160320.h1.t1	XP_048626615.1, XP_048591794.1, XP_022567432.1, XP_013649510.1, XP_013695262.2
OG0007043	Aa_G62380.h1.t1	XP_013665723.2, XP_048592704.1, XP_013662883.1, XP_013696181.2
OG0007044	Aa_G487260.h1.t1	XP_013653306.2, XP_013666525.1
OG0007045	Aa_G562120.h1.t1	XP_013710207.1, XP_013732627.1, XP_013693739.2, XP_013662842.1
OG0007046	Aa_G352740.h1.t1	XP_022545987.1, XP_048621841.1, XP_013662864.1, XP_013698468.2
OG0007047	Aa_G596310.h1.t1	XP_013657186.1, XP_022545963.2, XP_048612828.1, XP_013642098.2
OG0007048	Aa_G474470.h1.t1	XP_013662670.1, XP_013659657.1, XP_013657023.1, XP_013655169.1
OG0007049	Aa_G61730.h1.t1	XP_013657148.1, XP_013657017.1, XP_048615006.1, XP_013662545.2
OG0007050	Aa_G92240.h1.t1	XP_013723570.1, XP_013654950.2, XP_013671543.2, XP_013739121.2
OG0007051	Aa_G92170.h1.t1	XP_013692387.2, XP_013739299.1, XP_013644215.2, XP_022567955.2, XP_013723974.2
OG0007052	Aa_G130200.h1.t1	XP_048619066.1, XP_048619068.1, XP_048619347.1, XP_048597686.1, XP_013671223.2
OG0007053	Aa_G423230.h1.t1	XP_013640555.1
OG0007054	Aa_G121490.h1.t1, Aa_G279160.h1.t1, Aa_G291810.h1.t1	XP_013703288.1, XP_013738202.1
OG0007055	Aa_G310010.h1.t1	XP_013747034.1, XP_013747049.2, XP_022564004.1, XP_022547573.2
OG0007056	Aa_G499160.h1.t1	XP_013746968.1, XP_013691165.2, XP_013710259.1, XP_013660067.1
OG0007057	Aa_G152830.h1.t1, Aa_G150820.h1.t1	XP_013702200.2, XP_013745082.2, XP_048636493.1, XP_022569528.1
OG0007058	Aa_G375070.h1.t1	XP_048596521.1, XP_048621002.1, XP_013688496.2, XP_048633607.1
OG0007059	Aa_G91770.h1.t1	XP_013670495.2, XP_013717023.2, XP_048621020.1, XP_013660357.2
OG0007060	Aa_G36610.h1.t1	XP_048631908.1, XP_048608801.1, XP_048629386.1, XP_013664307.2, XP_013711750.2
OG0007062	Aa_G393300.h1.t1	XP_022543882.2, XP_022570471.2, XP_048621226.1, XP_013698146.2
OG0007064	Aa_G569560.h1.t1	XP_048622344.1, XP_013664672.2, XP_013711493.2, XP_013691540.2, XP_048638212.1
OG0007065	Aa_G584910.h1.t1	XP_048630209.1, XP_013695425.2, XP_013708745.1, XP_013641229.2, XP_013696765.1
OG0007066	Aa_G26670.h1.t1	XP_013698053.2, XP_048638158.1
OG0007067	Aa_G26610.h1.t1, Aa_G26590.h1.t1	XP_013708907.1, XP_013696209.1, XP_013675218.1, XP_013655229.1
OG0007068	Aa_G10850.h1.t1	XP_048622326.1, XP_022546092.2, XP_013711300.1, XP_022576411.2, XP_013742615.1
OG0007069	Aa_G270630.h1.t1	XP_013712596.1, XP_048597752.1, XP_022559201.2, XP_013742620.3
OG0007070	Aa_G647510.h1.t1	XP_013657464.2, XP_022558963.1
OG0007072	Aa_G232690.h1.t1	XP_013749129.1, XP_013657420.1, XP_022564717.1, XP_013710247.1
OG0007073	Aa_G232660.h1.t1	XP_013701191.1, XP_013655259.2, XP_013645441.2, XP_013693821.1
OG0007074	Aa_G457660.h1.t1	XP_022558978.2, XP_048613937.1, XP_048597782.1, XP_022564005.1
OG0007075	Aa_G457610.h1.t1	XP_013651527.1, XP_013676256.2, XP_013655375.2, XP_013751462.1
OG0007076	Aa_G446480.h1.t1	XP_013640923.1, XP_048638070.1, XP_013645828.1
OG0007077	Aa_G171310.h1.t1	XP_022559338.2, XP_048627713.1, XP_048627340.1, XP_013703516.1, XP_013657742.1
OG0007078	Aa_G160900.h1.t1	XP_013696064.1, XP_013646443.1, XP_013657713.1, XP_013750847.1
OG0007079	Aa_G160910.h1.t1	XP_013640975.2, XP_013697217.1, XP_022546146.2, XP_013750844.1
OG0007080	Aa_G394800.h1.t1	XP_013750866.1, XP_048622249.1, XP_013657687.1, XP_013711399.1, NP_001302674.1
OG0007081	Aa_G19280.h1.t1	XP_013657668.1, XP_013750888.1, XP_013641029.2, XP_013711592.2
OG0007082	Aa_G80720.h1.t1	XP_013641047.2, XP_013711279.2, XP_013657629.1, XP_013750899.1
OG0007083	Aa_G151740.h1.t1	XP_013672648.2, XP_022547308.1, XP_013641101.2, XP_013712333.1
OG0007084	Aa_G196960.h1.t1	XP_013734849.2, XP_013734872.1, XP_013747630.1, XP_022557867.2
OG0007085	Aa_G310580.h1.t1	XP_013696280.2, XP_013691348.2
OG0007086	Aa_G275830.h1.t1	XP_048599480.1, XP_048626868.1, XP_013696776.2
OG0007087	Aa_G275850.h1.t1	XP_013716106.1, XP_048597871.1, XP_013691155.1, XP_013695904.2, XP_048626866.1
OG0007088	Aa_G22330.h1.t1	XP_013697030.1, XP_013664539.2
OG0007089	Aa_G124230.h1.t1	XP_013698857.1, XP_013656336.1, XP_013702857.2, XP_013661455.2
OG0007090	Aa_G432660.h1.t1	XP_048635834.1, XP_013664248.1
OG0007091	Aa_G469740.h1.t1	XP_013693933.1, XP_048628943.1, XP_013716402.1, XP_013660632.1
OG0007092	Aa_G140160.h1.t1, Aa_G140150.h1.t1	XP_013665679.1, XP_013695229.2, XP_013716173.1
OG0007093	Aa_G219950.h1.t1	XP_013716121.1, XP_013660604.3, XP_048621553.1
OG0007094	Aa_G286280.h1.t1	XP_022570320.1, XP_022546214.2, XP_013675133.2, XP_022576254.2
OG0007095	Aa_G477790.h1.t1	XP_048613694.1, XP_013666448.2
OG0007096	Aa_G39000.h1.t1	XP_013720487.2, XP_022547261.1, XP_048599373.1, XP_013716318.2
OG0007097	Aa_G38920.h1.t1	XP_013664812.1, XP_013699224.2, XP_013666463.1, XP_013693766.1
OG0007098	Aa_G38870.h1.t1	XP_013658990.1, XP_048597919.1, XP_013665626.1, XP_013695255.1, XP_013720499.3
OG0007099	Aa_G341220.h1.t1	XP_013666387.1, XP_013698104.2, XP_022547602.2, XP_048621959.1
OG0007100	Aa_G134910.h1.t1	XP_013695686.2, XP_022563417.1
OG0007101	Aa_G134580.h1.t1	XP_013660300.1, XP_048613667.1, XP_013665613.2, XP_013696035.2
OG0007102	Aa_G6950.h1.t1	XP_048597960.1, XP_048622566.1, XP_013711741.2, XP_048613626.1, XP_048599306.1
OG0007103	Aa_G6930.h1.t1	XP_048622571.1, XP_013664877.2, XP_022547230.2, XP_048621933.1
OG0007104	Aa_G6850.h1.t1	XP_013695492.2, XP_013693310.1, XP_013719253.1, XP_048613637.1
OG0007105	Aa_G6830.h1.t1, Aa_G427100.h1.t1	XP_013693911.1, XP_013695496.2, XP_013719150.2, XP_048613634.1
OG0007107	Aa_G122850.h1.t1	XP_048618592.1, XP_013737142.2, XP_013745595.2, XP_048631802.1, XP_013644392.2
OG0007108	Aa_G106170.h1.t1	XP_013749984.1, XP_022553233.2, XP_048621426.1, XP_048597998.1, XP_048614447.1, XP_048599241.1
OG0007109	Aa_G258200.h1.t1	XP_013713905.1, XP_048626144.1, XP_013662405.1
OG0007111	Aa_G72670.h1.t1	XP_022549254.1, XP_013667649.1, XP_013714552.1, XP_013727788.1
OG0007112	Aa_G72790.h1.t1	XP_013667640.1, XP_022549261.1, XP_022572678.2, XP_022554372.1
OG0007113	Aa_G7980.h1.t1	XP_013667713.2, XP_013712747.1, XP_013713403.3, XP_048626163.1
