Orthogroup	Arabis_alpina	Alyssum_gmelinii
OG0006711	Aa_G604460.h1.t1	Ag006G577210
OG0006712	Aa_G287450.h1.t1	Ag006G576180
OG0006713	Aa_G287490.h1.t1	Ag006G576130
OG0006714	Aa_G176420.h1.t1	Ag006G575450
OG0006715	Aa_G339980.h1.t1	Ag003G256970, Ag006G574670
OG0006716	Aa_G244630.h1.t1	Ag006G572870
OG0006717	Aa_G78250.h1.t1	Ag006G571810
OG0006718	Aa_G148350.h1.t1	Ag006G569910
OG0006719	Aa_G148250.h1.t1	Ag006G569820
OG0006720	Aa_G123660.h1.t1	Ag005G410450, Ag002G124450
OG0006721	Aa_G201470.h1.t1	Ag006G560780
OG0006722	Aa_G221230.h1.t1	Ag006G560920
OG0006723	Aa_G96260.h1.t1	Ag006G577760
OG0006724	Aa_G318030.h1.t1	Ag006G565210
OG0006725	Aa_G672870.h1.t1	Ag006G566830
OG0006726	Aa_G213390.h1.t1	Ag006G567560
OG0006727	Aa_G147730.h1.t1	Ag006G551720
OG0006728	Aa_G55650.h1.t1	Ag006G548190, Ag006G546480
OG0006729	Aa_G55690.h1.t1	Ag006G548290, Ag006G546400
OG0006730	Aa_G240860.h1.t1	Ag006G546930, Ag006G542030
OG0006731	Aa_G503910.h1.t1	Ag006G545050, Ag006G542560
OG0006732	Aa_G124500.h1.t1	Ag006G544890, Ag006G542680
OG0006733	Aa_G226790.h1.t1	Ag006G542960, Ag006G544630
OG0006734	Aa_G522010.h1.t1, Aa_G703180.h1.t1	Ag006G543210, Ag006G544360
OG0006735	Aa_G626720.h1.t1	Ag006G543360, Ag006G544150
OG0006736	Aa_G332020.h1.t1	Ag006G541470, Ag006G541480
OG0006737	Aa_G331990.h1.t1	Ag006G541370
OG0006738	Aa_G433820.h1.t1	Ag006G539500, Ag006G536970
OG0006739	Aa_G529520.h1.t1	Ag006G534930
OG0006740	Aa_G726000.h1.t1	Ag004G329750
OG0006741	Aa_G382680.h1.t1, Aa_G174530.h1.t1	Ag006G532120
OG0006742	Aa_G301320.h1.t1	Ag006G530870
OG0006743	Aa_G121170.h1.t1	Ag004G322730
OG0006745	Aa_G438530.h1.t1	Ag007G584830
OG0006746	Aa_G130750.h1.t1	Ag007G583950
OG0006747	Aa_G257610.h1.t1	Ag004G307270
OG0006748	Aa_G160660.h1.t1	Ag003G250180
OG0006749	Aa_G130880.h1.t1	Ag007G584100
OG0006750	Aa_G309640.h1.t1	Ag007G584370
OG0006751	Aa_G130810.h1.t1	Ag007G584020
OG0006752	Aa_G640990.h1.t1	Ag008G710910
OG0006753	Aa_G498740.h1.t1	Ag007G583040
OG0006754	Aa_G366280.h1.t1	Ag005G471280, Ag007G582450
OG0006755	Aa_G374460.h1.t1, Aa_G366300.h1.t1	Ag007G582430
OG0006756	Aa_G689000.h1.t1	Ag007G582390
OG0006757	Aa_G223720.h1.t1	Ag007G582200
OG0006758	Aa_G108330.h1.t1	Ag007G581620
OG0006759	Aa_G679290.h1.t1	Ag007G581030
OG0006760	Aa_G28320.h1.t1	Ag007G580760
OG0006761	Aa_G138680.h1.t1	Ag007G580610
OG0006762	Aa_G279770.h1.t1	Ag007G580240, Ag007G580210, Ag007G580200
OG0006763	Aa_G476220.h1.t1	Ag007G579800
OG0006764	Aa_G157040.h1.t1	Ag003G286180
OG0006765	Aa_G179350.h1.t1	Ag003G288360
OG0006766	Aa_G342290.h1.t1	Ag003G289000
OG0006767	Aa_G223130.h1.t1	Ag003G289270
OG0006768	Aa_G139470.h1.t1, Aa_G139480.h1.t1	Ag003G290330, Ag003G290340
OG0006769	Aa_G746750.h1.t1	Ag003G290700
OG0006770	Aa_G602840.h1.t1	Ag003G291640
OG0006771	Aa_G221990.h1.t1	Ag003G291570
OG0006772	Aa_G397150.h2.t1, Aa_G397150.h1.t1, Aa_G237410.h1.t1	Ag003G214090, Ag003G292280
OG0006773	Aa_G311540.h1.t1	Ag006G523190
OG0006774	Aa_G100200.h1.t1	Ag006G522490
OG0006775	Aa_G314690.h1.t1	Ag004G389060, Ag004G394010, Ag006G520790
OG0006776	Aa_G137860.h1.t1	Ag003G296220
OG0006777	Aa_G138080.h1.t1	Ag003G296650
OG0006778	Aa_G219270.h1.t1	Ag003G296870
OG0006779	Aa_G689730.h1.t1, Aa_G689730.h2.t1, Aa_G689730.h3.t1, Aa_G716940.h2.t1, Aa_G716940.h3.t1, Aa_G716940.h1.t1	Ag001G021300
OG0006780	Aa_G253920.h1.t1	Ag007G647080
OG0006781	Aa_G11080.h1.t1	Ag002G163610
OG0006782	Aa_G97600.h1.t1	Ag002G151400, Ag009G736280
OG0006783	Aa_G462860.h1.t1	Ag006G531820
OG0006786	Aa_G581110.h1.t1, Aa_G581090.h1.t1	Ag007G584410, Ag003G233780, Ag004G379840, Ag002G157680
OG0006787	Aa_G150360.h1.t1	Ag002G157560
OG0006788	Aa_G39590.h1.t1	Ag001G092520
OG0006789	Aa_G250280.h1.t1	Ag005G488470, Ag003G241120
OG0006791	Aa_G270960.h1.t1	Ag002G146200
OG0006792	Aa_G352510.h1.t1	Ag002G145210
OG0006793	Aa_G452400.h1.t1	Ag002G145100
OG0006794	Aa_G591150.h1.t1, Aa_G599600.h1.t1, Aa_G978440.h1.t1, Aa_G409220.h1.t1	Ag002G145030
OG0006795	Aa_G546090.h1.t1	Ag002G143300
OG0006796	Aa_G35120.h1.t1	Ag002G144050, Ag002G144560
OG0006797	Aa_G320620.h1.t1	Ag002G140220
OG0006798	Aa_G872420.h1.t1, Aa_G872420.h2.t1	Ag002G138450, Ag002G137610
OG0006799	Aa_G577820.h1.t1	Ag002G128720
OG0006802	Aa_G141560.h1.t1	Ag003G252360
OG0006803	Aa_G419960.h1.t1	Ag002G110140, Ag002G106520
OG0006804	Aa_G58170.h1.t1	Ag002G108200, Ag002G111670
OG0006805	Aa_G160350.h1.t1	Ag002G117840
OG0006807	Aa_G26370.h1.t1	Ag002G120010
OG0006808	Aa_G295610.h1.t1	Ag002G120170
OG0006809	Aa_G295500.h1.t1	Ag002G120350
OG0006810	Aa_G213930.h1.t1	Ag002G115290, Ag002G121080
OG0006811	Aa_G150840.h1.t1	Ag002G174910
OG0006812	Aa_G1070840.h2.t1, Aa_G1070840.h1.t1	Ag002G123530
OG0006813	Aa_G63470.h1.t1	Ag002G123660
OG0006814	Aa_G426630.h1.t1, Aa_G310030.h1.t1	Ag005G465660
OG0006815	Aa_G80.h1.t1, Aa_G80.h2.t1	Ag005G426500
OG0006816	Aa_G77000.h1.t1	Ag005G427480
OG0006817	Aa_G284700.h1.t1, Aa_G183910.h1.t1	Ag005G428580
OG0006818	Aa_G183960.h1.t1	Ag001G039130
OG0006820	Aa_G408730.h1.t1, Aa_G51870.h1.t1	Ag005G436700
OG0006821	Aa_G31030.h1.t1	Ag001G035460
OG0006822	Aa_G31120.h1.t1	Ag001G035140
OG0006823	Aa_G496640.h1.t1, Aa_G71990.h1.t1	Ag001G033810
OG0006825	Aa_G580560.h1.t1	Ag007G629650, Ag005G468960, Ag004G309360
OG0006827	Aa_G352850.h1.t1	Ag007G654890
OG0006828	Aa_G184890.h1.t1	Ag007G657600
OG0006829	Aa_G184850.h1.t1	Ag007G657750
OG0006830	Aa_G13170.h1.t1	Ag002G206710
OG0006831	Aa_G13120.h1.t1	Ag002G206640
OG0006832	Aa_G198080.h1.t1, Aa_G70700.h1.t1	Ag001G038650
OG0006833	Aa_G226190.h1.t1	Ag002G205820
OG0006835	Aa_G177840.h1.t1	Ag002G204290
OG0006836	Aa_G332710.h1.t1	Ag002G203920
OG0006837	Aa_G196840.h1.t1	Ag002G203400
OG0006838	Aa_G536090.h1.t1	Ag002G203280
OG0006839	Aa_G16930.h1.t1	Ag002G202870, Ag002G186780
OG0006840	Aa_G16990.h1.t1	Ag002G202800
OG0006841	Aa_G17150.h1.t1	Ag002G202630
OG0006842	Aa_G15940.h1.t1	Ag002G202160
OG0006843	Aa_G15960.h1.t1	Ag002G202130
OG0006844	Aa_G16240.h1.t1	Ag002G201680
OG0006845	Aa_G467090.h1.t1	Ag002G200510
OG0006846	Aa_G125390.h1.t1	Ag002G196880
OG0006847	Aa_G401540.h1.t1	Ag002G196520
OG0006848	Aa_G199990.h1.t1	Ag002G195580
OG0006850	Aa_G210240.h1.t1	Ag005G465080, Ag002G193970
OG0006851	Aa_G230850.h1.t1	Ag002G193410
OG0006852	Aa_G145730.h1.t1	Ag002G192230
OG0006853	Aa_G188480.h1.t1	Ag002G190800
OG0006854	Aa_G18870.h1.t1	Ag006G492750
OG0006855	Aa_G85210.h1.t1	Ag006G492990
OG0006856	Aa_G85330.h1.t1	Ag006G493050
OG0006857	Aa_G85340.h1.t1	Ag006G493040
OG0006858	Aa_G456490.h1.t1	Ag006G494570
OG0006859	Aa_G451890.h1.t1	Ag006G494770
OG0006860	Aa_G456290.h1.t1	Ag006G494990
OG0006861	Aa_G259910.h1.t1	Ag006G495290
OG0006862	Aa_G337160.h1.t1	Ag006G496780
OG0006863	Aa_G337130.h1.t1	Ag006G496830, Ag001G060110
OG0006864	Aa_G205050.h1.t1	Ag007G582750
OG0006865	Aa_G181160.h1.t1	Ag008G719250
OG0006866	Aa_G230370.h1.t1	Ag008G718950, Ag008G718960
OG0006867	Aa_G68370.h1.t1	Ag008G718720
OG0006868	Aa_G68150.h1.t1	Ag008G718260
OG0006869	Aa_G662220.h1.t1	Ag008G718060
OG0006870	Aa_G501670.h1.t1	Ag008G717050
OG0006871	Aa_G672100.h1.t1	Ag008G716830
OG0006872	Aa_G404830.h1.t1	Ag008G716660
OG0006873	Aa_G9020.h1.t1	Ag008G716280
OG0006874	Aa_G8800.h1.t1	Ag008G716070
OG0006875	Aa_G629220.h1.t1	Ag008G713280
OG0006877	Aa_G362180.h1.t1	Ag008G711590
OG0006878	Aa_G33930.h1.t1	Ag008G710480
OG0006879	Aa_G33750.h1.t1	Ag008G710030
OG0006880	Aa_G320850.h1.t1	Ag008G729090
OG0006881	Aa_G76060.h1.t1	Ag008G730230
OG0006882	Aa_G76070.h1.t1	Ag008G730240
OG0006883	Aa_G268240.h1.t1	Ag008G730580
OG0006884	Aa_G268320.h1.t1	Ag008G730740
OG0006885	Aa_G51670.h1.t1	Ag008G730950
OG0006886	Aa_G51610.h1.t1	Ag007G578430, Ag003G232250
OG0006887	Aa_G51430.h1.t1	Ag008G731240
OG0006888	Aa_G51420.h1.t1	Ag008G731250
OG0006889	Aa_G20880.h1.t1	Ag008G731820
OG0006890	Aa_G20760.h1.t1	Ag008G732000
OG0006891	Aa_G20680.h1.t1	Ag008G732230
OG0006892	Aa_G585340.h1.t1, Aa_G804580.h1.t1	Ag008G732410
OG0006893	Aa_G37400.h1.t1	Ag008G732820
OG0006894	Aa_G527040.h1.t1, Aa_G1018040.h1.t1	Ag008G733090
OG0006895	Aa_G23650.h1.t1	Ag008G734070
OG0006896	Aa_G23680.h1.t1	Ag008G734100
OG0006897	Aa_G383080.h1.t1	Ag008G734270
OG0006898	Aa_G131710.h1.t1	Ag004G354270
OG0006899	Aa_G43900.h1.t1	Ag001G099690
OG0006900	Aa_G43990.h1.t1	Ag001G099580
OG0006901	Aa_G44020.h1.t1	Ag001G099550
OG0006902	Aa_G136080.h1.t1	Ag006G518880
OG0006903	Aa_G242330.h1.t1	Ag006G519720, Ag004G316050, Ag004G339080, Ag004G339110, Ag006G515050
OG0006904	Aa_G425520.h1.t1	Ag006G516930
OG0006905	Aa_G299860.h1.t1, Aa_G299860.h2.t1	Ag006G517300
OG0006906	Aa_G53400.h1.t1	Ag006G515760
OG0006907	Aa_G78380.h1.t1	Ag006G514970
OG0006908	Aa_G290640.h1.t1	Ag004G298750
OG0006909	Aa_G70890.h1.t1	Ag006G512260
OG0006910	Aa_G189010.h1.t1	Ag007G599490
OG0006911	Aa_G189070.h1.t1	Ag007G599420
OG0006912	Aa_G189230.h1.t1	Ag007G599250
OG0006913	Aa_G187750.h1.t1	Ag007G599050
OG0006914	Aa_G134710.h1.t1	Ag004G301460
OG0006915	Aa_G236400.h1.t1, Aa_G89640.h1.t1	Ag007G587040
OG0006916	Aa_G89690.h1.t1	Ag007G587090
OG0006917	Aa_G756670.h1.t1	Ag007G587250
OG0006918	Aa_G208700.h1.t1	Ag007G588210
OG0006919	Aa_G183690.h1.t1	Ag007G588570
OG0006920	Aa_G700810.h1.t1, Aa_G424930.h1.t1, Aa_G1093830.h2.t1, Aa_G1093830.h1.t1, Aa_G424900.h1.t1	Ag007G589220
OG0006921	Aa_G257810.h1.t1	Ag007G589040
OG0006922	Aa_G257850.h1.t1	Ag007G588990, Ag007G588980
OG0006923	Aa_G257860.h1.t1	Ag007G588950
OG0006924	Aa_G148600.h1.t1, Aa_G148590.h1.t1	Ag007G588780
OG0006925	Aa_G117130.h1.t1, Aa_G165020.h1.t1	Ag007G589660
OG0006926	Aa_G243580.h1.t1	Ag007G589560
OG0006927	Aa_G346430.h1.t1	Ag007G589840
OG0006929	Aa_G154810.h1.t1	Ag007G590570
OG0006930	Aa_G154830.h1.t1	Ag007G590590
OG0006931	Aa_G640480.h1.t1	Ag007G590930
OG0006932	Aa_G263120.h1.t1	Ag007G591790
OG0006933	Aa_G365410.h1.t1	Ag007G592130, Ag003G227400
OG0006934	Aa_G159320.h1.t1	Ag007G592350
OG0006935	Aa_G119290.h1.t1	Ag007G592590
OG0006936	Aa_G429880.h1.t1	Ag004G306080
OG0006938	Aa_G25080.h1.t1	Ag007G593370
OG0006939	Aa_G154120.h1.t1	Ag007G593780
OG0006941	Aa_G460140.h1.t1	Ag007G595000
OG0006942	Aa_G294180.h1.t1	Ag007G595190
OG0006943	Aa_G158280.h1.t1	Ag007G595530
OG0006944	Aa_G18160.h1.t1	Ag007G595800
OG0006945	Aa_G432320.h1.t1	Ag007G597750
OG0006946	Aa_G606200.h1.t1	Ag007G597660
OG0006947	Aa_G662590.h1.t1	Ag007G597490, Ag003G236270
OG0006948	Aa_G342480.h1.t1, Aa_G611340.h1.t1	Ag007G597100
OG0006949	Aa_G575100.h1.t1, Aa_G150850.h1.t1	Ag007G596970
OG0006950	Aa_G290420.h1.t1	Ag006G525760
OG0006951	Aa_G661860.h1.t1	Ag003G277730
OG0006952	Aa_G480970.h1.t1	Ag006G563520
OG0006953	Aa_G556010.h1.t1, Aa_G14870.h1.t1	Ag005G490580, Ag005G403030
OG0006954	Aa_G514890.h1.t1	Ag006G531010
OG0006955	Aa_G234070.h1.t1	Ag003G250960
OG0006956	Aa_G14810.h1.t1	Ag005G490460
OG0006957	Aa_G14620.h1.t1	Ag005G490230
OG0006958	Aa_G14600.h1.t1	Ag005G490190
OG0006959	Aa_G71670.h1.t1	Ag005G489940
OG0006961	Aa_G42230.h1.t1	Ag005G489010
OG0006962	Aa_G250300.h1.t1	Ag005G488490
OG0006963	Aa_G111890.h1.t1	Ag005G488260
OG0006964	Aa_G111770.h1.t1	Ag005G488150
OG0006965	Aa_G44920.h1.t1	Ag005G487040
OG0006966	Aa_G45030.h1.t1	Ag005G486900
OG0006967	Aa_G438180.h1.t1	Ag005G486670
OG0006968	Aa_G618750.h1.t1	Ag005G486170
OG0006969	Aa_G526030.h1.t1	Ag003G218660, Ag005G485800
OG0006970	Aa_G304950.h1.t1	Ag005G485650
OG0006971	Aa_G4220.h1.t1	Ag005G485450
OG0006972	Aa_G4490.h1.t1	Ag005G484920
OG0006973	Aa_G4630.h1.t1	Ag005G484710
OG0006974	Aa_G75540.h1.t1	Ag005G484030
OG0006975	Aa_G75770.h1.t1	Ag005G483500
OG0006976	Aa_G205880.h1.t1	Ag005G482410
OG0006977	Aa_G205890.h1.t1	Ag005G482400
OG0006978	Aa_G163150.h1.t1	Ag005G482300
OG0006979	Aa_G524380.h1.t1	Ag005G481970
OG0006980	Aa_G47680.h1.t1	Ag005G481920
OG0006981	Aa_G280200.h1.t1	Ag007G630430
OG0006982	Aa_G47110.h1.t1	Ag005G480820
OG0006983	Aa_G47090.h1.t1	Ag005G480800
OG0006984	Aa_G49730.h1.t1	Ag005G480550
OG0006985	Aa_G78770.h1.t1	Ag005G480360
OG0006986	Aa_G174600.h1.t1	Ag005G479730
OG0006987	Aa_G174130.h1.t1, Aa_G263060.h1.t1	Ag005G479230
OG0006988	Aa_G24110.h1.t1	Ag005G478240
OG0006989	Aa_G115370.h1.t1	Ag002G185690
OG0006990	Aa_G641350.h1.t1	Ag002G185130
OG0006991	Aa_G224260.h1.t1	Ag002G184810
OG0006992	Aa_G38130.h1.t1	Ag002G183940
OG0006993	Aa_G451150.h1.t1	Ag002G183210
OG0006994	Aa_G461830.h1.t1	Ag002G182050
OG0006995	Aa_G412580.h1.t1	Ag002G180600
OG0006996	Aa_G745890.h1.t1	Ag002G181000
OG0006997	Aa_G269520.h1.t1	Ag002G178260
OG0006998	Aa_G594360.h1.t1	Ag002G178090
OG0006999	Aa_G594410.h1.t1	Ag002G177970
OG0007000	Aa_G594420.h1.t1	Ag002G177960
OG0007001	Aa_G286480.h1.t1	Ag002G164870
OG0007002	Aa_G286500.h1.t1	Ag002G164900
OG0007005	Aa_G177470.h1.t1	Ag002G166120
OG0007006	Aa_G282200.h1.t1	Ag002G166600
OG0007007	Aa_G426210.h1.t1	Ag007G620120, Ag002G167240
OG0007008	Aa_G548160.h1.t1	Ag002G171070
OG0007009	Aa_G29990.h1.t1	Ag002G171520
OG0007010	Aa_G30100.h1.t1	Ag002G171760
OG0007011	Aa_G491330.h1.t1	Ag002G171900
OG0007012	Aa_G249300.h1.t1	Ag002G172040
OG0007013	Aa_G115280.h1.t1	Ag002G174600
OG0007014	Aa_G66250.h1.t1	Ag002G175670
OG0007016	Aa_G140680.h1.t1	Ag004G323930
OG0007017	Aa_G21610.h1.t1	Ag003G209610
OG0007018	Aa_G65550.h1.t1	Ag004G324870
OG0007019	Aa_G40110.h1.t1	Ag005G470670
OG0007021	Aa_G131980.h1.t1	Ag004G325690
OG0007022	Aa_G275000.h1.t1	Ag004G326340
OG0007023	Aa_G347870.h1.t1	Ag003G239990
OG0007024	Aa_G278380.h1.t1	Ag004G327940
OG0007025	Aa_G278320.h1.t1	Ag004G328010
OG0007026	Aa_G535620.h1.t1	Ag004G328590
OG0007027	Aa_G557430.h1.t1	Ag004G328760
OG0007028	Aa_G119020.h1.t1	Ag004G330290
OG0007029	Aa_G493830.h1.t1	Ag004G331550
OG0007030	Aa_G33180.h1.t1, Aa_G493820.h1.t1	Ag004G331560
OG0007031	Aa_G371580.h1.t1	Ag004G331930
OG0007032	Aa_G371590.h1.t1	Ag004G331940
OG0007033	Aa_G89600.h1.t1, Aa_G93270.h1.t1	Ag004G332340
OG0007034	Aa_G544320.h1.t1	Ag004G332530
OG0007035	Aa_G119540.h1.t1	Ag004G334670
OG0007036	Aa_G334080.h1.t1	Ag004G335330, Ag001G074380
OG0007037	Aa_G374470.h1.t1	Ag004G336790
OG0007038	Aa_G329470.h1.t1	Ag004G338020
OG0007039	Aa_G710560.h1.t1	Ag004G338110
OG0007040	Aa_G166170.h1.t1	Ag004G338480
OG0007041	Aa_G166150.h1.t1	Ag004G338550
OG0007042	Aa_G160320.h1.t1	Ag004G342080
OG0007043	Aa_G62380.h1.t1	Ag003G242190
OG0007044	Aa_G487260.h1.t1	Ag007G633110
OG0007046	Aa_G352740.h1.t1	Ag003G243380
OG0007047	Aa_G596310.h1.t1	Ag003G247460
OG0007050	Aa_G92240.h1.t1	Ag008G665730
OG0007051	Aa_G92170.h1.t1	Ag006G529720
OG0007052	Aa_G130200.h1.t1	Ag007G598330
OG0007053	Aa_G483490.h1.t1, Aa_G423230.h1.t1, Aa_G101910.h1.t1	Ag008G680390
OG0007054	Aa_G121490.h1.t1, Aa_G279160.h1.t1, Aa_G291810.h1.t1	Ag003G252460
OG0007055	Aa_G310010.h1.t1	Ag006G527690
OG0007056	Aa_G499160.h1.t1	Ag006G524090
OG0007057	Aa_G152830.h1.t1	Ag002G174950
OG0007059	Aa_G91770.h1.t1	Ag006G522540
OG0007060	Aa_G36610.h1.t1	Ag006G518180
OG0007062	Aa_G393300.h1.t1	Ag004G320940, Ag004G320970
OG0007064	Aa_G569560.h1.t1	Ag004G319180
OG0007065	Aa_G584910.h1.t1	Ag004G317540
OG0007066	Aa_G26670.h1.t1	Ag004G317190
OG0007067	Aa_G26610.h1.t1, Aa_G26590.h1.t1	Ag004G317090
OG0007068	Aa_G10850.h1.t1	Ag004G315860
OG0007069	Aa_G270630.h1.t1	Ag004G315770
OG0007070	Aa_G647510.h1.t1	Ag004G314820
OG0007072	Aa_G232690.h1.t1	Ag004G313310
OG0007073	Aa_G232660.h1.t1	Ag004G313280
OG0007074	Aa_G457660.h1.t1	Ag004G313060
OG0007075	Aa_G457610.h1.t1	Ag004G313010
OG0007076	Aa_G446480.h1.t1	Ag004G311750
OG0007077	Aa_G171310.h1.t1	Ag004G311060
OG0007078	Aa_G160900.h1.t1	Ag004G310560
OG0007079	Aa_G160910.h1.t1	Ag004G310550
OG0007080	Aa_G394800.h1.t1	Ag004G309760
OG0007081	Aa_G19280.h1.t1	Ag004G309210
OG0007082	Aa_G80720.h1.t1	Ag004G308980
OG0007083	Aa_G151740.h1.t1	Ag004G308300
OG0007084	Aa_G196960.h1.t1	Ag002G203610
OG0007085	Aa_G310580.h1.t1	Ag004G307070
OG0007086	Aa_G275830.h1.t1	Ag004G306790
OG0007087	Aa_G275850.h1.t1	Ag004G306750
OG0007088	Aa_G22330.h1.t1	Ag004G306020
OG0007089	Aa_G124230.h1.t1	Ag008G677350
OG0007090	Aa_G432660.h1.t1	Ag003G277140
OG0007091	Aa_G469740.h1.t1	Ag008G692410, Ag004G305310
OG0007092	Aa_G140160.h1.t1, Aa_G140150.h1.t1	Ag004G305150
OG0007093	Aa_G219950.h1.t1	Ag004G304590
OG0007094	Aa_G286280.h1.t1	Ag004G303190
OG0007095	Aa_G477790.h1.t1	Ag004G302950
OG0007096	Aa_G39000.h1.t1	Ag004G302800
OG0007097	Aa_G38920.h1.t1	Ag004G302650
OG0007098	Aa_G38870.h1.t1	Ag004G302610
OG0007099	Aa_G341220.h1.t1	Ag004G302260
OG0007100	Aa_G134910.h1.t1	Ag004G397740, Ag004G301050
OG0007101	Aa_G134580.h1.t1	Ag004G301660
OG0007102	Aa_G6950.h1.t1	Ag004G300110
OG0007103	Aa_G6930.h1.t1	Ag004G300040
OG0007104	Aa_G6850.h1.t1	Ag004G299990
OG0007105	Aa_G6830.h1.t1, Aa_G427100.h1.t1	Ag004G299970
OG0007106	Aa_G105810.h1.t1	Ag004G298310
OG0007107	Aa_G122850.h1.t1	Ag001G066990
OG0007108	Aa_G106170.h1.t1	Ag004G297410
OG0007109	Aa_G258200.h1.t1	Ag007G613940
OG0007111	Aa_G72670.h1.t1	Ag007G613820
OG0007112	Aa_G72790.h1.t1	Ag007G613500
OG0007113	Aa_G7980.h1.t1	Ag007G615880
OG0007114	Aa_G236990.h1.t1	Ag007G618170
OG0007116	Aa_G376870.h1.t1	Ag007G619370
OG0007117	Aa_G539780.h1.t1	Ag007G622170
OG0007118	Aa_G158110.h1.t1	Ag007G622910
OG0007119	Aa_G158120.h1.t1	Ag007G622950
OG0007121	Aa_G334610.h1.t1	Ag007G624730
OG0007122	Aa_G192860.h1.t1	Ag007G625300
OG0007123	Aa_G33740.h1.t1	Ag007G629950
OG0007124	Aa_G759060.h1.t1, Aa_G128820.h1.t1	Ag007G632650, Ag002G142970
OG0007125	Aa_G112590.h1.t1	Ag007G634280
OG0007126	Aa_G40970.h1.t1	Ag007G634670
OG0007127	Aa_G414030.h1.t1	Ag007G635870
OG0007128	Aa_G502210.h1.t1	Ag007G637040
OG0007129	Aa_G565270.h1.t1	Ag007G641920
OG0007130	Aa_G91520.h1.t1	Ag008G718180, Ag008G718160
OG0007131	Aa_G382440.h1.t1	Ag007G642510
OG0007132	Aa_G447250.h1.t1	Ag003G219560
OG0007133	Aa_G102130.h1.t1	Ag001G080690, Ag007G642950
OG0007134	Aa_G139090.h1.t1	Ag007G643870
OG0007135	Aa_G717950.h1.t1	Ag007G611820
OG0007136	Aa_G672350.h1.t1	Ag006G506020
OG0007137	Aa_G386370.h1.t1	Ag006G505320
OG0007138	Aa_G494050.h1.t1	Ag006G504820
OG0007139	Aa_G19770.h1.t1	Ag004G312840, Ag007G611800
OG0007140	Aa_G19760.h1.t1	Ag007G611790
OG0007141	Aa_G414820.h1.t1	Ag006G503850
OG0007142	Aa_G170330.h1.t1	Ag006G501000
OG0007143	Aa_G634240.h1.t1	Ag006G499710
OG0007144	Aa_G304050.h1.t1	Ag006G499190
OG0007145	Aa_G303970.h1.t1	Ag006G499280
OG0007146	Aa_G73150.h1.t1	Ag006G498200
OG0007147	Aa_G181440.h1.t1	Ag008G719590
OG0007148	Aa_G539400.h1.t1	Ag008G720220
OG0007149	Aa_G539370.h1.t1	Ag008G720270
OG0007150	Aa_G539350.h1.t1	Ag008G720290
OG0007151	Aa_G398120.h1.t1	Ag008G721430
OG0007152	Aa_G398160.h1.t1	Ag008G721460
OG0007153	Aa_G169100.h1.t1	Ag008G721840
OG0007154	Aa_G719340.h1.t1	Ag008G721850
OG0007155	Aa_G46080.h1.t1, Aa_G630450.h1.t1	Ag008G722720
OG0007156	Aa_G46210.h1.t1	Ag008G722940
OG0007157	Aa_G46220.h1.t1	Ag008G722950
OG0007158	Aa_G106870.h1.t1	Ag008G691190
OG0007159	Aa_G143160.h1.t1	Ag008G723730
OG0007160	Aa_G143270.h1.t1	Ag008G723830
OG0007161	Aa_G104840.h1.t1	Ag008G724190
OG0007162	Aa_G104850.h1.t1	Ag008G724200
OG0007163	Aa_G165640.h1.t1	Ag008G724740
OG0007164	Aa_G94740.h1.t1	Ag008G724920
OG0007165	Aa_G94810.h1.t1	Ag008G725000
OG0007167	Aa_G401210.h1.t1	Ag008G726080
OG0007168	Aa_G13490.h1.t1	Ag008G727630
OG0007169	Aa_G13590.h1.t1	Ag008G727820
OG0007170	Aa_G13710.h1.t1, Aa_G654520.h1.t1	Ag008G727910
OG0007171	Aa_G621080.h1.t1	Ag008G728330
OG0007172	Aa_G331100.h1.t1	Ag001G055120
OG0007173	Aa_G406300.h1.t1	Ag008G728680
OG0007174	Aa_G147940.h1.t1	Ag008G706420
OG0007175	Aa_G11450.h1.t1	Ag001G062920
OG0007176	Aa_G690750.h1.t1	Ag001G058440
OG0007177	Aa_G548930.h1.t1, Aa_G225270.h1.t1	Ag003G235250, Ag002G188490, Ag008G693260
OG0007178	Aa_G710670.h1.t1	Ag007G609210, Ag001G054950
OG0007179	Aa_G409510.h1.t1	Ag008G728170
OG0007181	Aa_G88880.h1.t1	Ag001G052880, Ag004G400250, Ag001G019550, Ag006G526030
OG0007182	Aa_G33820.h1.t1	Ag008G710180
OG0007183	Aa_G672720.h1.t1	Ag004G381130, Ag004G381160, Ag006G492200
OG0007184	Aa_G208420.h1.t1	Ag010G740070, Ag001G049810
OG0007185	Aa_G192390.h1.t1	Ag010G739600, Ag001G049450
OG0007186	Aa_G337680.h1.t1	Ag002G139060, Ag002G139080, Ag008G671700
OG0007187	Aa_G449640.h1.t1	Ag004G355820
OG0007188	Aa_G335140.h1.t1	Ag004G355940
OG0007190	Aa_G24220.h1.t1	Ag005G478360
OG0007191	Aa_G553960.h1.t1	Ag004G349270
OG0007192	Aa_G347580.h1.t1	Ag004G348590
OG0007194	Aa_G144500.h1.t1	Ag004G347360
OG0007195	Aa_G144470.h1.t1, Aa_G144480.h1.t1	Ag004G347290, Ag006G563190
OG0007196	Aa_G510860.h1.t1	Ag004G346770
OG0007197	Aa_G163350.h1.t1	Ag004G344200
OG0007198	Aa_G342030.h1.t1	Ag004G344010
