Orthogroup	Arabis_alpina	Noccaea_praecox
OG0009636	Aa_G289660.h1.t1	Np006G357370, Np006G324490, Np001G058160
OG0009637	Aa_G507360.h1.t1	Np005G275180
OG0009638	Aa_G134310.h1.t1	Np005G274900
OG0009640	Aa_G427280.h1.t1, Aa_G5810.h1.t1, Aa_G301220.h1.t1	Np005G274570
OG0009641	Aa_G450140.h1.t1	Np005G274150
OG0009642	Aa_G227670.h1.t1	Np005G273400
OG0009643	Aa_G607120.h1.t1	Np005G273100
OG0009644	Aa_G68420.h1.t1	Np003G148110
OG0009645	Aa_G273430.h1.t1	Np005G272760
OG0009646	Aa_G521300.h1.t1	Np005G272400
OG0009647	Aa_G29460.h1.t1	Np004G200300
OG0009648	Aa_G74620.h1.t1	Np005G271410
OG0009649	Aa_G9750.h1.t1	Np005G270190
OG0009650	Aa_G740180.h1.t1	Np005G262970
OG0009651	Aa_G404970.h1.t1	Np005G262900
OG0009652	Aa_G432630.h1.t1	Np005G263250
OG0009654	Aa_G9060.h1.t1	Np003G149820
OG0009655	Aa_G214600.h1.t1	Np005G263970
OG0009656	Aa_G609450.h1.t1	Np005G264020
OG0009657	Aa_G274240.h1.t1	Np005G264230
OG0009659	Aa_G258880.h1.t1	Np005G264640
OG0009661	Aa_G180340.h1.t1	Np005G265740
OG0009662	Aa_G470820.h1.t1	Np003G150930
OG0009663	Aa_G118820.h1.t1	Np005G266040
OG0009664	Aa_G355780.h1.t1	Np004G214960
OG0009665	Aa_G463080.h1.t1	Np004G216470
OG0009666	Aa_G194270.h1.t1	Np004G217300
OG0009667	Aa_G194260.h1.t1	Np004G217330
OG0009668	Aa_G194190.h1.t1	Np004G217510
OG0009669	Aa_G109250.h1.t1	Np004G205090
OG0009671	Aa_G16410.h1.t1	Np004G205280
OG0009672	Aa_G16490.h1.t1	Np004G205420
OG0009673	Aa_G19980.h1.t1	Np005G284610
OG0009675	Aa_G16570.h1.t1	Np004G205550
OG0009676	Aa_G16580.h1.t1	Np004G205560
OG0009677	Aa_G16600.h1.t1	Np004G205630
OG0009678	Aa_G627280.h1.t1, Aa_G173290.h1.t1	Np005G319370
OG0009679	Aa_G295930.h1.t1	Np001G043520
OG0009680	Aa_G49470.h1.t1	Np005G300080
OG0009681	Aa_G49580.h1.t1	Np005G300290, Np001G068670
OG0009682	Aa_G123160.h1.t1	Np002G107540
OG0009683	Aa_G136400.h1.t1	Np002G111610
OG0009684	Aa_G797130.h2.t1, Aa_G797130.h1.t1	Np002G111720
OG0009685	Aa_G496270.h1.t1	Np002G111740
OG0009686	Aa_G167210.h1.t1	Np002G112740
OG0009687	Aa_G11200.h1.t1, Aa_G348410.h1.t1	Np002G113340
OG0009688	Aa_G18440.h1.t1	Np002G114720
OG0009689	Aa_G491750.h1.t1	Np002G114710
OG0009690	Aa_G225920.h1.t1	Np002G115260
OG0009691	Aa_G271980.h1.t1	Np002G117250
OG0009692	Aa_G271950.h1.t1, Aa_G271960.h1.t1	Np002G117270
OG0009693	Aa_G35700.h1.t1	Np002G118750
OG0009694	Aa_G639550.h1.t1	Np001G028190
OG0009695	Aa_G251500.h1.t1	Np001G027840
OG0009696	Aa_G251520.h1.t1	Np001G027820
OG0009697	Aa_G278040.h1.t1	Np001G027750, Np006G339550
OG0009698	Aa_G661460.h1.t1	Np004G241410
OG0009699	Aa_G278120.h1.t1, Aa_G77060.h1.t1, Aa_G787170.h1.t1, Aa_G278110.h1.t1	Np001G027370
OG0009700	Aa_G692210.h1.t1	Np001G026970
OG0009701	Aa_G393330.h1.t1	Np004G242080
OG0009702	Aa_G323290.h1.t1	Np001G025920
OG0009703	Aa_G279540.h1.t1	Np001G024930
OG0009704	Aa_G675720.h1.t1	Np001G024170
OG0009705	Aa_G560120.h1.t1	Np001G024020
OG0009706	Aa_G560140.h1.t1	Np001G023960
OG0009707	Aa_G227070.h1.t1	Np001G023550
OG0009708	Aa_G227060.h1.t1	Np001G023540
OG0009710	Aa_G276850.h1.t1, Aa_G276860.h1.t1	Np001G022550
OG0009711	Aa_G25720.h1.t1	Np001G022340
OG0009712	Aa_G25520.h1.t1	Np001G022040
OG0009713	Aa_G25510.h1.t1	Np001G022030
OG0009715	Aa_G264300.h1.t1	Np001G020520
OG0009716	Aa_G234290.h1.t1	Np001G019380
OG0009717	Aa_G234320.h1.t1	Np001G019340
OG0009718	Aa_G486900.h1.t1	Np001G019300
OG0009719	Aa_G247710.h1.t1	Np001G018890
OG0009720	Aa_G79990.h1.t1, Aa_G79980.h1.t1, Aa_G365770.h1.t1	Np001G018660
OG0009721	Aa_G263510.h1.t1	Np001G018640
OG0009722	Aa_G263590.h1.t1	Np001G018550
OG0009723	Aa_G220840.h1.t1	Np002G092770
OG0009724	Aa_G220830.h1.t1	Np002G092840
OG0009725	Aa_G966540.h1.t1, Aa_G214910.h1.t1	Np002G094690
OG0009726	Aa_G705000.h1.t1	Np002G096220
OG0009727	Aa_G387710.h1.t1	Np002G096810
OG0009728	Aa_G350320.h1.t1	Np002G097890
OG0009729	Aa_G474760.h1.t1	Np002G098550
OG0009730	Aa_G474740.h1.t1	Np002G098640
OG0009731	Aa_G321740.h1.t1	Np002G099800
OG0009732	Aa_G560580.h1.t1	Np002G091660
OG0009733	Aa_G65100.h1.t1	Np002G086890
OG0009734	Aa_G277450.h1.t1	Np002G124730
OG0009735	Aa_G277410.h1.t1	Np002G124660
OG0009736	Aa_G270110.h1.t1	Np002G124340
OG0009737	Aa_G186260.h1.t1	Np002G124210
OG0009738	Aa_G324270.h1.t1	Np002G123700
OG0009740	Aa_G65710.h1.t1	Np002G122920
OG0009741	Aa_G95400.h1.t1	Np002G121540
OG0009742	Aa_G274740.h1.t1	Np002G121250
OG0009743	Aa_G10780.h1.t1	Np004G245270
OG0009744	Aa_G489080.h1.t1	Np002G119740
OG0009745	Aa_G74460.h1.t1	Np006G370580
OG0009746	Aa_G810.h1.t1	Np005G280000
OG0009747	Aa_G146850.h1.t1	Np005G279870
OG0009749	Aa_G88420.h1.t1	Np006G330530
OG0009751	Aa_G281380.h1.t1	Np006G330940
OG0009752	Aa_G281360.h1.t1	Np006G330960
OG0009753	Aa_G281330.h1.t1	Np006G330980
OG0009754	Aa_G281290.h1.t1	Np006G331080
OG0009755	Aa_G281280.h1.t1	Np006G331090
OG0009756	Aa_G643960.h1.t1	Np007G413600, Np007G413580
OG0009757	Aa_G34720.h1.t1	Np007G413130, Np007G400550
OG0009758	Aa_G551300.h1.t1, Aa_G469760.h1.t1, Aa_G456540.h1.t1	Np007G412220
OG0009760	Aa_G333310.h1.t1	Np005G283580, Np003G133690
OG0009761	Aa_G333220.h1.t1	Np007G410860
OG0009762	Aa_G285230.h1.t1	Np007G410520
OG0009763	Aa_G5530.h1.t1	Np007G409700
OG0009764	Aa_G40580.h1.t1	Np007G409120
OG0009765	Aa_G145430.h1.t1	Np003G174960
OG0009767	Aa_G336430.h1.t1	Np003G173630
OG0009768	Aa_G336440.h1.t1	Np003G173620
OG0009769	Aa_G142860.h1.t1	Np003G173080
OG0009770	Aa_G125920.h1.t1	Np003G172980
OG0009771	Aa_G431420.h1.t1, Aa_G1042900.h1.t1, Aa_G1042900.h2.t1	Np003G171030
OG0009772	Aa_G498090.h1.t1	Np003G184360
OG0009773	Aa_G83880.h1.t1	Np003G184370
OG0009774	Aa_G466540.h1.t1	Np003G184540
OG0009775	Aa_G466580.h1.t1	Np003G184590
OG0009776	Aa_G209640.h1.t1	Np003G140660
OG0009777	Aa_G598100.h1.t1	Np003G167520
OG0009778	Aa_G249070.h1.t1	Np003G166940
OG0009779	Aa_G247200.h1.t1	Np003G166450
OG0009780	Aa_G411480.h1.t1	Np003G166100
OG0009781	Aa_G396920.h1.t1	Np003G166000
OG0009782	Aa_G188180.h1.t1	Np003G165690
OG0009783	Aa_G338550.h1.t1	Np003G164960
OG0009784	Aa_G308760.h1.t1	Np003G164640, Np003G164880
OG0009785	Aa_G308740.h1.t1	Np003G164660
OG0009786	Aa_G134100.h1.t1	Np003G164130
OG0009787	Aa_G517990.h1.t1	Np003G164230
OG0009789	Aa_G134140.h1.t1	Np003G164100
OG0009790	Aa_G372310.h1.t1	Np003G163710
OG0009791	Aa_G88180.h1.t1	Np003G162120, Np003G162130
OG0009792	Aa_G141130.h1.t1	Np003G161770
OG0009793	Aa_G231670.h1.t1	Np003G161670
OG0009794	Aa_G82320.h1.t1	Np003G161420
OG0009795	Aa_G54480.h1.t1	Np003G162500
OG0009796	Aa_G123450.h1.t1	Np003G163230
OG0009797	Aa_G309820.h1.t1, Aa_G595790.h1.t1	Np001G042090
OG0009798	Aa_G483090.h1.t1	Np003G160630
OG0009800	Aa_G48500.h1.t1	Np003G159390
OG0009801	Aa_G418010.h1.t1	Np003G159280
OG0009802	Aa_G571570.h1.t1, Aa_G647650.h1.t1, Aa_G647640.h1.t1, Aa_G647660.h1.t1	Np003G158740
OG0009803	Aa_G216550.h1.t1	Np003G158090
OG0009804	Aa_G308010.h1.t1	Np003G157600
OG0009805	Aa_G22200.h1.t1	Np003G157390
OG0009806	Aa_G22010.h1.t1	Np003G157170
OG0009807	Aa_G21900.h1.t1	Np003G156960
OG0009808	Aa_G641870.h1.t1	Np003G156670
OG0009809	Aa_G575500.h1.t1	Np003G155840
OG0009810	Aa_G227690.h1.t1	Np003G155440
OG0009811	Aa_G227640.h1.t1	Np003G155350
OG0009812	Aa_G227620.h1.t1	Np003G155320
OG0009813	Aa_G31630.h1.t1	Np003G155030
OG0009814	Aa_G31550.h1.t1	Np003G154940
OG0009815	Aa_G31530.h1.t1	Np003G154910
OG0009816	Aa_G175770.h1.t1	Np001G064180
OG0009817	Aa_G92320.h1.t1	Np004G202240
OG0009818	Aa_G349790.h1.t1	Np003G139910
OG0009819	Aa_G385390.h1.t1	Np003G139830
OG0009820	Aa_G623400.h1.t1	Np003G139130
OG0009821	Aa_G256670.h1.t1	Np003G139110
OG0009822	Aa_G256640.h1.t1	Np003G139090
OG0009823	Aa_G256630.h1.t1	Np003G139080
OG0009824	Aa_G256490.h1.t1	Np003G138980
OG0009825	Aa_G233030.h1.t1	Np003G138850
OG0009826	Aa_G215880.h1.t1	Np003G138740, Np003G138800
OG0009827	Aa_G279020.h1.t1	Np003G138590
OG0009828	Aa_G116900.h1.t1	Np003G138200
OG0009829	Aa_G116850.h1.t1	Np003G138130
OG0009830	Aa_G412790.h1.t1	Np003G137520
OG0009831	Aa_G753330.h1.t1	Np003G137350
OG0009832	Aa_G168810.h1.t1	Np003G137250
OG0009834	Aa_G637110.h1.t1	Np003G136720
OG0009835	Aa_G356450.h1.t1	Np003G136470
OG0009836	Aa_G231010.h1.t1	Np003G135710
OG0009837	Aa_G51550.h1.t1	Np001G004610
OG0009838	Aa_G130500.h1.t1, Aa_G130500.h2.t1	Np003G135410
OG0009839	Aa_G210750.h1.t1	Np003G134850
OG0009840	Aa_G210660.h1.t1	Np003G134730
OG0009841	Aa_G392800.h1.t1	Np003G134200
OG0009842	Aa_G587770.h1.t1	Np003G134100
OG0009845	Aa_G296320.h1.t1	Np001G047500
OG0009846	Aa_G607260.h1.t1	Np005G294590
OG0009847	Aa_G267070.h1.t1	Np005G293440
OG0009849	Aa_G155370.h1.t1, Aa_G45870.h1.t1	Np005G291880
OG0009851	Aa_G507680.h1.t1	Np005G291110
OG0009852	Aa_G244580.h1.t1	Np005G290590
OG0009853	Aa_G78220.h1.t1	Np005G290180
OG0009854	Aa_G455330.h1.t1	Np005G289950
OG0009855	Aa_G642840.h1.t1, Aa_G340800.h1.t1	Np005G288960, Np005G289020
OG0009856	Aa_G586810.h1.t1	Np005G287420
OG0009857	Aa_G37630.h1.t1	Np005G287540
OG0009858	Aa_G298550.h1.t1	Np005G286540, Np005G286480, Np005G286560
OG0009860	Aa_G360280.h1.t1	Np005G284400
OG0009861	Aa_G360260.h1.t1	Np005G284380, Np005G284330
OG0009862	Aa_G439780.h1.t1	Np005G283740
OG0009863	Aa_G55670.h1.t1	Np005G283560
OG0009865	Aa_G186960.h1.t1	Np005G282820
OG0009866	Aa_G167020.h1.t1	Np004G205690
OG0009867	Aa_G433760.h1.t1	Np004G206920
OG0009868	Aa_G377090.h1.t1, Aa_G25310.h1.t1	Np004G208480, Np004G208490
OG0009870	Aa_G60430.h1.t1	Np004G208670
OG0009871	Aa_G276570.h1.t1	Np004G208740
OG0009872	Aa_G260100.h1.t1	Np004G204580
OG0009873	Aa_G54780.h1.t1	Np004G203160
OG0009876	Aa_G171100.h1.t1	Np004G200980
OG0009877	Aa_G48130.h1.t1	Np004G210970
OG0009878	Aa_G650860.h1.t1	Np004G211540
OG0009879	Aa_G223690.h1.t1	Np004G212350
OG0009880	Aa_G108440.h1.t1	Np004G212840
OG0009881	Aa_G108420.h1.t1	Np004G212860
OG0009882	Aa_G657780.h1.t1	Np004G213080
OG0009883	Aa_G248850.h1.t1	Np004G213230
OG0009884	Aa_G248840.h1.t1	Np004G213240
OG0009885	Aa_G417000.h1.t1	Np004G213530
OG0009887	Aa_G28330.h1.t1	Np004G213640
OG0009888	Aa_G138720.h1.t1	Np004G213880
OG0009891	Aa_G527840.h1.t1	Np005G266960, Np005G266450
OG0009892	Aa_G396510.h1.t1	Np005G266490
OG0009893	Aa_G453310.h1.t1	Np005G267830
OG0009894	Aa_G179460.h1.t1	Np005G268000
OG0009895	Aa_G223080.h1.t1	Np005G268370
OG0009897	Aa_G223190.h1.t1	Np005G268470
OG0009898	Aa_G363150.h1.t1	Np005G268580
OG0009899	Aa_G214230.h1.t1	Np005G320300, Np005G268700
OG0009900	Aa_G214250.h1.t1	Np005G268720
OG0009901	Aa_G402130.h1.t1	Np005G269070
OG0009902	Aa_G692060.h1.t1	Np005G269140
OG0009903	Aa_G288630.h1.t1	Np006G367740
OG0009904	Aa_G153290.h1.t1	Np005G269440
OG0009905	Aa_G683390.h1.t1	Np005G269520
OG0009906	Aa_G95170.h1.t1	Np005G269740
OG0009907	Aa_G767190.h1.t1	Np005G269830
OG0009908	Aa_G237330.h1.t1	Np005G262720
OG0009909	Aa_G294440.h1.t1	Np005G262610
OG0009910	Aa_G294500.h1.t1	Np005G262550
OG0009911	Aa_G486240.h1.t1	Np005G262260
OG0009912	Aa_G557560.h1.t1	Np005G261910
OG0009913	Aa_G693480.h1.t1	Np005G261840
OG0009914	Aa_G472590.h1.t1	Np005G261570
OG0009915	Aa_G468080.h1.t1	Np005G261080
OG0009916	Aa_G137790.h1.t1	Np005G260910
OG0009917	Aa_G841540.h1.t1	Np005G259960
OG0009918	Aa_G241690.h1.t1	Np005G310610, Np005G310780
OG0009919	Aa_G280790.h1.t1	Np005G309480
OG0009920	Aa_G110120.h1.t1	Np005G313510
OG0009921	Aa_G245560.h1.t1	Np005G315410
OG0009922	Aa_G245500.h1.t1	Np005G315530
OG0009923	Aa_G169310.h1.t1	Np005G315850
OG0009924	Aa_G263960.h1.t1	Np006G340980
OG0009925	Aa_G24800.h1.t1	Np006G340210
OG0009926	Aa_G546260.h1.t1	Np002G118240
OG0009927	Aa_G81120.h1.t1	Np001G067210
OG0009928	Aa_G502560.h1.t1	Np006G340380
OG0009929	Aa_G502540.h1.t1	Np006G340450
OG0009930	Aa_G11120.h1.t1	Np006G340620
OG0009932	Aa_G52140.h1.t1	Np006G340720
OG0009933	Aa_G390530.h1.t1	Np003G177510
OG0009934	Aa_G390460.h1.t1	Np003G177400
OG0009935	Aa_G184600.h1.t1	Np003G177030
OG0009936	Aa_G238080.h1.t1	Np005G309880, Np005G309860
OG0009938	Aa_G113440.h1.t1	Np006G343800
OG0009939	Aa_G113350.h1.t1	Np006G344000
OG0009940	Aa_G440100.h1.t1	Np006G344040
OG0009941	Aa_G150490.h1.t1	Np001G042340
OG0009942	Aa_G612970.h1.t1	Np001G042490
OG0009943	Aa_G243310.h1.t1	Np001G042980, Np001G043010
OG0009944	Aa_G294830.h1.t1	Np003G177870
OG0009945	Aa_G453770.h1.t1	Np006G340530, Np003G177950
OG0009946	Aa_G154400.h1.t1	Np003G178010
OG0009947	Aa_G129080.h1.t1	Np003G178680
OG0009948	Aa_G558790.h1.t1	Np003G178740
OG0009949	Aa_G409250.h1.t1	Np003G181430
OG0009951	Aa_G93600.h1.t1	Np003G182630
OG0009952	Aa_G320500.h1.t1	Np003G183200
OG0009954	Aa_G320720.h1.t1, Aa_G320720.h3.t1, Aa_G320720.h2.t1	Np003G183570
OG0009955	Aa_G476480.h1.t1	Np003G183600
OG0009956	Aa_G189400.h1.t1	Np003G183640
OG0009957	Aa_G137390.h1.t1	Np003G184600
OG0009959	Aa_G254510.h1.t1	Np001G038210
OG0009960	Aa_G357850.h1.t1	Np001G037740
OG0009961	Aa_G290910.h1.t1	Np001G037350
OG0009962	Aa_G290900.h1.t1	Np001G037330
OG0009963	Aa_G58130.h1.t1	Np001G036100
OG0009965	Aa_G160430.h1.t1	Np001G034970, Np001G034980
OG0009967	Aa_G41300.h1.t1	Np001G033510
OG0009968	Aa_G13050.h1.t1	Np006G320620
OG0009969	Aa_G63370.h1.t1	Np001G032110
OG0009970	Aa_G63400.h1.t1	Np001G032140
OG0009971	Aa_G162840.h1.t1	Np001G031550
OG0009972	Aa_G255340.h1.t1	Np005G307420
OG0009973	Aa_G543590.h1.t1	Np007G384460
OG0009975	Aa_G126890.h1.t1	Np005G308660
OG0009976	Aa_G277070.h1.t1	Np001G057310
OG0009977	Aa_G198070.h1.t1	Np005G309330
OG0009978	Aa_G79790.h1.t1	Np005G307060
OG0009979	Aa_G250850.h1.t1	Np005G305960
OG0009980	Aa_G498450.h1.t1	Np005G304840
OG0009981	Aa_G31060.h1.t1	Np005G304230
OG0009983	Aa_G157280.h1.t1, Aa_G592980.h1.t1, Aa_G313700.h1.t1	Np005G316220
OG0009984	Aa_G157260.h1.t1, Aa_G151590.h1.t1	Np005G316310
OG0009985	Aa_G151580.h1.t1	Np005G316350
OG0009986	Aa_G567940.h1.t1	Np005G316780
OG0009987	Aa_G567930.h1.t1, Aa_G119940.h1.t1	Np005G316800
OG0009988	Aa_G486520.h1.t1	Np006G334610
OG0009989	Aa_G165370.h1.t1	Np005G319310
OG0009990	Aa_G688870.h1.t1	Np005G319830
OG0009991	Aa_G184960.h1.t1, Aa_G541530.h1.t1	Np005G320170
OG0009992	Aa_G390510.h1.t1	Np003G177500
OG0009993	Aa_G13100.h1.t1	Np006G320570
OG0009994	Aa_G206100.h1.t1	Np006G321030
OG0009995	Aa_G226120.h1.t1	Np006G321430
OG0009996	Aa_G226100.h1.t1	Np006G321460
OG0009997	Aa_G462260.h1.t1	Np006G322370
OG0009998	Aa_G462230.h1.t1	Np006G322420
OG0009999	Aa_G332690.h1.t1	Np006G322570
OG0010000	Aa_G381040.h1.t1	Np006G323080
OG0010001	Aa_G381070.h1.t1	Np006G323110
OG0010002	Aa_G17200.h1.t1	Np006G323660
OG0010003	Aa_G16170.h1.t1	Np006G324210
OG0010004	Aa_G289610.h1.t1	Np006G324450
OG0010005	Aa_G289720.h1.t1	Np006G324600
OG0010006	Aa_G289730.h1.t1	Np006G324620
OG0010008	Aa_G175330.h1.t1	Np006G325030
OG0010009	Aa_G505100.h1.t1	Np007G371560
OG0010010	Aa_G360560.h1.t1	Np006G326210
OG0010012	Aa_G445390.h1.t1	Np006G326480
OG0010013	Aa_G284510.h1.t1	Np006G326600
OG0010015	Aa_G401550.h1.t1	Np006G327480
OG0010016	Aa_G437450.h1.t1	Np006G327530
OG0010017	Aa_G280610.h1.t1	Np006G327550
OG0010018	Aa_G280560.h1.t1	Np006G327580
OG0010019	Aa_G67330.h1.t1	Np006G329030
OG0010020	Aa_G67380.h1.t1	Np006G328960
OG0010021	Aa_G114720.h1.t1	Np001G062440
OG0010022	Aa_G422440.h1.t1	Np006G329590
OG0010023	Aa_G57010.h1.t1, Aa_G145820.h1.t1	Np006G329770
OG0010024	Aa_G188390.h1.t1	Np006G330010
OG0010025	Aa_G188440.h1.t1	Np006G330090
OG0010026	Aa_G18880.h1.t1	Np003G126240
OG0010027	Aa_G18890.h1.t1	Np003G126250
OG0010028	Aa_G85290.h1.t1	Np003G126590
OG0010029	Aa_G260570.h1.t1	Np003G126810
OG0010031	Aa_G260820.h1.t1	Np003G127070
OG0010032	Aa_G456340.h1.t1	Np003G127430
OG0010033	Aa_G259900.h1.t1	Np003G127520
OG0010034	Aa_G170210.h1.t1	Np003G127590
OG0010035	Aa_G170180.h1.t1	Np003G127630
OG0010036	Aa_G170070.h1.t1	Np003G127930
OG0010037	Aa_G625630.h1.t1	Np003G127940
OG0010038	Aa_G337170.h1.t1	Np003G128360
OG0010039	Aa_G259060.h1.t1	Np003G128430
OG0010040	Aa_G181340.h1.t1	Np003G147320
OG0010041	Aa_G181200.h1.t1	Np003G147620
OG0010042	Aa_G181300.h1.t1	Np003G147590
OG0010043	Aa_G68240.h1.t1	Np003G148330
OG0010044	Aa_G68230.h1.t1	Np003G148340
OG0010046	Aa_G68130.h1.t1	Np003G148440
OG0010047	Aa_G15580.h1.t1	Np003G148730
OG0010049	Aa_G379140.h1.t1	Np003G142990
OG0010050	Aa_G15350.h1.t1	Np003G149010
OG0010051	Aa_G501650.h1.t1	Np003G149170
OG0010052	Aa_G404710.h1.t1	Np003G149480
OG0010053	Aa_G444290.h1.t1	Np003G149510
OG0010055	Aa_G173910.h1.t1	Np003G150680
OG0010056	Aa_G127280.h1.t1	Np003G151400
OG0010057	Aa_G127110.h1.t1	Np003G151670
OG0010058	Aa_G337340.h1.t1	Np003G151810
OG0010059	Aa_G34010.h1.t1	Np003G152210
OG0010060	Aa_G28260.h1.t1	Np003G152790
OG0010061	Aa_G613740.h1.t1	Np004G210760
OG0010063	Aa_G472750.h1.t1	Np001G006220
OG0010064	Aa_G75350.h1.t1	Np001G048810
OG0010065	Aa_G75330.h1.t1	Np001G006090
OG0010066	Aa_G75270.h1.t1	Np001G006050
OG0010068	Aa_G268200.h1.t1	Np001G005170
OG0010069	Aa_G268420.h1.t1	Np001G004840
OG0010070	Aa_G51620.h1.t1	Np001G004690
OG0010071	Aa_G51520.h1.t1	Np001G004560
OG0010072	Aa_G20740.h1.t1	Np001G003780, Np001G060040
OG0010073	Aa_G681050.h1.t1	Np001G003580
OG0010075	Aa_G81350.h1.t1	Np001G002800
OG0010076	Aa_G81320.h1.t1	Np001G002770
OG0010077	Aa_G165860.h1.t1	Np001G001830
OG0010078	Aa_G649310.h1.t1	Np001G001600
OG0010079	Aa_G696710.h1.t1	Np001G001540
OG0010080	Aa_G180840.h1.t1	Np001G001520
OG0010081	Aa_G180830.h1.t1	Np001G001510
OG0010082	Aa_G147090.h1.t1	Np001G001150
OG0010083	Aa_G43830.h1.t1	Np001G000700
OG0010084	Aa_G43910.h1.t1	Np001G000490
OG0010085	Aa_G122680.h1.t1	Np001G053160
OG0010086	Aa_G113680.h1.t1	Np001G000070
OG0010088	Aa_G425530.h1.t1	Np003G189130
OG0010089	Aa_G237380.h1.t1	Np003G189160
OG0010090	Aa_G55260.h1.t1	Np004G237560
OG0010091	Aa_G53280.h1.t1	Np003G188800, Np007G383170
OG0010092	Aa_G347450.h1.t1	Np003G187930
OG0010093	Aa_G46690.h1.t1	Np003G187430
OG0010094	Aa_G191530.h1.t1	Np003G187000
OG0010095	Aa_G191590.h1.t1	Np003G186940
OG0010096	Aa_G99730.h1.t1	Np003G186780
OG0010097	Aa_G179950.h1.t1	Np003G186450
OG0010098	Aa_G188750.h1.t1	Np003G186210
OG0010099	Aa_G189250.h1.t1, Aa_G187620.h1.t1	Np003G185610
OG0010100	Aa_G187670.h1.t1	Np003G185530
OG0010101	Aa_G187710.h1.t1	Np003G185450
OG0010102	Aa_G187740.h1.t1	Np003G185420
OG0010103	Aa_G187770.h1.t1	Np003G185380
OG0010104	Aa_G132940.h1.t1	Np003G185070
OG0010106	Aa_G208670.h1.t1	Np009G431710, Np006G345630
OG0010107	Aa_G208740.h1.t1	Np006G349800, Np008G428030
OG0010108	Aa_G243660.h1.t1	Np006G356690
OG0010109	Aa_G346490.h1.t1	Np006G357000
OG0010110	Aa_G154660.h1.t1	Np006G355860
OG0010111	Aa_G154820.h1.t1	Np006G355570
OG0010112	Aa_G359440.h1.t1	Np006G354780, Np006G348130
OG0010113	Aa_G561800.h1.t1	Np006G354490, Np006G348560
OG0010114	Aa_G365420.h1.t1	Np006G347030, Np001G049700, Np006G353750
OG0010115	Aa_G249090.h1.t1	Np006G353070, Np006G347730
OG0010116	Aa_G85620.h1.t1	Np006G352010
OG0010118	Aa_G412140.h1.t1	Np006G360050
OG0010119	Aa_G135750.h1.t1	Np006G359580
OG0010120	Aa_G18190.h1.t1	Np006G359290
OG0010121	Aa_G142700.h1.t1	Np006G358960
OG0010122	Aa_G182070.h1.t1	Np006G358910
OG0010123	Aa_G207680.h1.t1	Np006G358840
OG0010124	Aa_G371190.h1.t1, Aa_G614940.h1.t1	Np005G316910, Np006G358370
OG0010125	Aa_G609960.h1.t1	Np005G316930, Np005G316920, Np006G358360
OG0010126	Aa_G19590.h1.t1	Np005G316880, Np005G316940, Np006G358270
OG0010127	Aa_G180190.h1.t1	Np006G360900
OG0010128	Aa_G3080.h1.t1	Np006G361840
OG0010129	Aa_G54570.h1.t1	Np007G420310, Np003G162730
OG0010130	Aa_G1660.h1.t1	Np007G396100, Np006G362110
OG0010131	Aa_G506500.h1.t1	Np006G362760
OG0010132	Aa_G77860.h1.t1	Np005G277990
OG0010133	Aa_G52500.h1.t1	Np007G425320
OG0010134	Aa_G500860.h1.t1	Np007G414400
OG0010136	Aa_G188510.h1.t1	Np006G330180
OG0010137	Aa_G124070.h1.t1	Np006G330300, Np006G330340
OG0010138	Aa_G514900.h1.t1	Np005G279290
OG0010139	Aa_G63920.h1.t1	Np005G279220
OG0010140	Aa_G14770.h1.t1	Np007G424490
OG0010141	Aa_G250350.h1.t1	Np007G423010
OG0010142	Aa_G111600.h1.t1	Np007G422500
OG0010143	Aa_G267920.h1.t1	Np007G422480
OG0010144	Aa_G44930.h1.t1	Np007G421850
OG0010145	Aa_G44990.h1.t1	Np007G421720
OG0010146	Aa_G45060.h1.t1	Np007G421620
OG0010147	Aa_G438170.h1.t1	Np007G421540
OG0010148	Aa_G304980.h1.t1	Np007G420740
OG0010149	Aa_G304890.h1.t1	Np007G420520
OG0010150	Aa_G4480.h1.t1	Np007G420060
OG0010151	Aa_G51180.h1.t1	Np007G418360
OG0010152	Aa_G47270.h1.t1	Np007G416630
OG0010153	Aa_G47260.h1.t1	Np007G416620
OG0010154	Aa_G47890.h1.t1	Np007G416280
OG0010155	Aa_G47820.h1.t1	Np007G416210
OG0010156	Aa_G78860.h1.t1	Np007G416010
OG0010157	Aa_G174150.h1.t1	Np007G415020
OG0010158	Aa_G258650.h1.t1	Np007G414710
OG0010159	Aa_G131180.h1.t1	Np001G007910
OG0010160	Aa_G24330.h1.t1	Np007G414280
OG0010161	Aa_G38350.h1.t1	Np006G332720
OG0010162	Aa_G38140.h1.t1	Np006G333010
OG0010163	Aa_G38100.h1.t1	Np006G333060
OG0010164	Aa_G357570.h1.t1	Np006G333710
OG0010165	Aa_G301480.h1.t1	Np001G058400
OG0010166	Aa_G216810.h1.t1, Aa_G216810.h2.t1	Np006G334480
OG0010167	Aa_G594380.h1.t1	Np006G334890
OG0010168	Aa_G12220.h1.t1	Np006G339180
OG0010170	Aa_G159720.h1.t1	Np006G338250
OG0010171	Aa_G457120.h1.t1	Np006G337760
OG0010172	Aa_G457130.h1.t1	Np006G337750
OG0010173	Aa_G30000.h1.t1	Np006G337600
OG0010175	Aa_G172170.h1.t1	Np006G335900
OG0010176	Aa_G150750.h1.t1	Np006G336080
OG0010178	Aa_G22630.h1.t1	Np004G253100
