Orthogroup	Arabis_alpina	Cardamine_amara
OG0006519	Aa_G654550.h1.t1	evm.model.RL_7.729
OG0006520	Aa_G559680.h1.t1	evm.model.RL_7.712
OG0006521	Aa_G369750.h1.t1	evm.model.RL_7.639
OG0006522	Aa_G114200.h1.t1	evm.model.RL_7.489
OG0006523	Aa_G103300.h1.t1, Aa_G103310.h1.t1	evm.model.RL_7.350
OG0006524	Aa_G353940.h1.t1	evm.model.RL_7.441
OG0006525	Aa_G57990.h1.t1	evm.model.RL_7.264
OG0006526	Aa_G33500.h1.t1	evm.model.RL_7.197
OG0006527	Aa_G2320.h1.t1	evm.model.RL_7.171
OG0006528	Aa_G163540.h1.t1	evm.model.RL_7.67
OG0006529	Aa_G336790.h1.t1	evm.model.RL_7.41
OG0006530	Aa_G240120.h1.t1	evm.model.RL_7.40
OG0006531	Aa_G273160.h1.t1	evm.model.RL_7.16
OG0006532	Aa_G300310.h1.t1	evm.model.RL_7.1177
OG0006533	Aa_G122910.h1.t1	evm.model.RL_7.1231
OG0006536	Aa_G292300.h1.t1	evm.model.RL_1.1589
OG0006538	Aa_G121590.h1.t1	evm.model.RL_3.2178
OG0006539	Aa_G186630.h1.t1	evm.model.RL_2.2419
OG0006540	Aa_G257660.h1.t1	evm.model.RL_5.615
OG0006541	Aa_G60690.h1.t1	evm.model.RL_5.3639
OG0006542	Aa_G286710.h1.t1	evm.model.RL_3.1211
OG0006543	Aa_G191390.h1.t1	evm.model.RL_8.164
OG0006544	Aa_G265500.h1.t1	evm.model.RL_1.2173
OG0006549	Aa_G689240.h1.t1	evm.model.RL_2.1769
OG0006551	Aa_G826060.h1.t1, Aa_G524570.h1.t1	evm.model.RL_7.846, evm.model.RL_7.844, evm.model.RL_7.848, evm.model.RL_7.812
OG0006554	Aa_G639530.h1.t1	evm.model.RL_7.2665
OG0006556	Aa_G339970.h1.t1	evm.model.RL_2.1408
OG0006571	Aa_G339360.h1.t1	evm.model.RL_2.2378
OG0006572	Aa_G397430.h1.t1	evm.model.RL_2.2387
OG0006574	Aa_G69560.h1.t1	evm.model.RL_2.2441
OG0006575	Aa_G69600.h1.t1	evm.model.RL_2.2443
OG0006576	Aa_G134300.h1.t1	evm.model.RL_2.2485
OG0006577	Aa_G402280.h1.t1	evm.model.RL_2.2516
OG0006579	Aa_G849050.h1.t1, Aa_G190620.h1.t1	evm.model.RL_2.2560
OG0006580	Aa_G33050.h1.t1	evm.model.RL_2.2622
OG0006581	Aa_G32910.h1.t1	evm.model.RL_2.2639
OG0006582	Aa_G59730.h1.t1	evm.model.RL_2.2656
OG0006583	Aa_G324980.h1.t1	evm.model.RL_2.2710
OG0006584	Aa_G394980.h1.t1	evm.model.RL_2.2729
OG0006585	Aa_G424870.h1.t1	evm.model.RL_2.2771
OG0006586	Aa_G308370.h1.t1	evm.model.RL_5.1711
OG0006587	Aa_G425190.h1.t1	evm.model.RL_2.2782
OG0006589	Aa_G214610.h1.t1	evm.model.RL_2.2889
OG0006590	Aa_G776400.h1.t1	evm.model.RL_2.2905
OG0006591	Aa_G64110.h1.t1	evm.model.RL_2.2921
OG0006592	Aa_G483320.h1.t1	evm.model.RL_2.2994
OG0006593	Aa_G385140.h1.t1	evm.model.RL_2.3007
OG0006594	Aa_G180420.h1.t1	evm.model.RL_1.2842, evm.model.RL_2.3021
OG0006595	Aa_G180410.h1.t1	evm.model.RL_2.3022
OG0006596	Aa_G720750.h1.t1	evm.model.RL_2.3034
OG0006597	Aa_G118810.h1.t1	evm.model.RL_2.3048
OG0006598	Aa_G355800.h1.t1	evm.model.RL_5.2830
OG0006599	Aa_G109360.h1.t1	evm.model.RL_5.2714
OG0006601	Aa_G295980.h1.t1	evm.model.RL_2.1246
OG0006602	Aa_G295990.h1.t1	evm.model.RL_2.1245
OG0006603	Aa_G406720.h1.t1	evm.model.RL_2.1221
OG0006604	Aa_G24640.h1.t1	evm.model.RL_6.1665
OG0006605	Aa_G577970.h1.t1, Aa_G148380.h1.t1	evm.model.RL_4.954
OG0006606	Aa_G161020.h1.t1	evm.model.RL_5.824
OG0006607	Aa_G282490.h1.t1	evm.model.RL_3.539
OG0006608	Aa_G563990.h1.t1	evm.model.RL_5.914
OG0006609	Aa_G8550.h1.t1	evm.model.RL_3.427, evm.model.RL_3.428
OG0006610	Aa_G89340.h1.t1	evm.model.RL_3.327, evm.model.RL_5.1002
OG0006611	Aa_G688400.h1.t1	evm.model.RL_5.1009
OG0006612	Aa_G338980.h1.t1	evm.model.RL_5.1043
OG0006613	Aa_G121040.h1.t1	evm.model.RL_5.1361
OG0006615	Aa_G278030.h1.t1	evm.model.RL_7.2686
OG0006616	Aa_G244060.h1.t1	evm.model.RL_7.2716.3.687c84be
OG0006617	Aa_G279500.h1.t1	evm.model.RL_7.2556
OG0006618	Aa_G569530.h1.t1	evm.model.RL_5.1231
OG0006619	Aa_G118640.h1.t1	evm.model.RL_5.1217
OG0006620	Aa_G408170.h1.t1	evm.model.RL_7.2478
OG0006621	Aa_G227150.h1.t1	evm.model.RL_7.2457
OG0006622	Aa_G207030.h1.t1	evm.model.RL_7.2436
OG0006623	Aa_G276780.h1.t1	evm.model.RL_7.2385
OG0006624	Aa_G276820.h1.t1	evm.model.RL_7.2380
OG0006625	Aa_G25580.h1.t1	evm.model.RL_7.2357
OG0006626	Aa_G25550.h1.t1	evm.model.RL_7.2354
OG0006628	Aa_G120880.h1.t1	evm.model.RL_7.2323
OG0006629	Aa_G27440.h1.t1	evm.model.RL_7.2261
OG0006630	Aa_G27420.h1.t1	evm.model.RL_7.2259
OG0006631	Aa_G34300.h1.t1	evm.model.RL_7.2218
OG0006632	Aa_G270250.h1.t1	evm.model.RL_7.2183
OG0006633	Aa_G142430.h1.t1	evm.model.RL_7.267, evm.model.RL_7.2165
OG0006634	Aa_G486780.h1.t1	evm.model.RL_7.2124
OG0006635	Aa_G123460.h1.t1	evm.model.RL_8.1546
OG0006636	Aa_G560590.h1.t1	evm.model.RL_3.853
OG0006637	Aa_G560610.h1.t1, Aa_G182410.h1.t1	evm.model.RL_3.867
OG0006638	Aa_G407560.h1.t1	evm.model.RL_3.871
OG0006639	Aa_G143500.h1.t1	evm.model.RL_1.3126
OG0006640	Aa_G266910.h1.t1	evm.model.RL_8.2174
OG0006641	Aa_G669770.h1.t1, Aa_G882550.h1.t1	evm.model.RL_3.595
OG0006643	Aa_G184980.h1.t1	evm.model.RL_2.185
OG0006644	Aa_G361570.h1.t1	evm.model.RL_3.90
OG0006645	Aa_G72420.h1.t1	evm.model.RL_3.168
OG0006646	Aa_G327990.h1.t1	evm.model.RL_3.184
OG0006647	Aa_G401730.h1.t1	evm.model.RL_6.2189
OG0006648	Aa_G101450.h1.t1	evm.model.RL_1.814
OG0006649	Aa_G101400.h1.t1	evm.model.RL_1.820
OG0006650	Aa_G426370.h1.t1, Aa_G396490.h1.t1	evm.model.RL_2.3071
OG0006651	Aa_G403720.h1.t1	evm.model.RL_1.837
OG0006652	Aa_G34630.h1.t1	evm.model.RL_1.885
OG0006652	Aa_G451900.h1.t1	evm.model.RL_4.3228, evm.model.RL_4.3183
OG0006653	Aa_G569330.h1.t1	evm.model.RL_1.913
OG0006654	Aa_G137170.h1.t1	evm.model.RL_1.964
OG0006655	Aa_G136970.h1.t1	evm.model.RL_1.987
OG0006656	Aa_G136820.h1.t1	evm.model.RL_1.1003.2.687c87ec
OG0006657	Aa_G333320.h1.t1	evm.model.RL_1.1014
OG0006658	Aa_G333330.h1.t1, Aa_G151400.h1.t1	evm.model.RL_1.1013
OG0006659	Aa_G800120.h1.t1, Aa_G936500.h1.t1	evm.model.RL_1.1050
OG0006660	Aa_G397570.h1.t1	evm.model.RL_1.1071
OG0006661	Aa_G102840.h1.t1	evm.model.RL_1.1083
OG0006662	Aa_G5610.h1.t1	evm.model.RL_1.1093
OG0006663	Aa_G5340.h1.t1, Aa_G5330.h1.t1	evm.model.RL_1.1117
OG0006664	Aa_G5240.h3.t1, Aa_G5240.h2.t1, Aa_G5240.h1.t1	evm.model.RL_1.1123
OG0006665	Aa_G40410.h1.t1	evm.model.RL_1.1147
OG0006666	Aa_G201670.h1.t1	evm.model.RL_8.1067
OG0006667	Aa_G68300.h1.t1	evm.model.RL_4.1643
OG0006668	Aa_G130020.h1.t1	evm.model.RL_2.2012
OG0006669	Aa_G153090.h1.t1	evm.model.RL_8.1213
OG0006670	Aa_G84110.h1.t1	evm.model.RL_8.1235
OG0006671	Aa_G629820.h1.t1	evm.model.RL_8.1340
OG0006672	Aa_G238110.h1.t1	evm.model.RL_8.1353
OG0006673	Aa_G381530.h1.t1	evm.model.RL_8.1407
OG0006674	Aa_G381540.h1.t1	evm.model.RL_8.1406
OG0006675	Aa_G134160.h1.t1	evm.model.RL_8.1434
OG0006676	Aa_G578840.h1.t1	evm.model.RL_8.1509
OG0006677	Aa_G231660.h1.t1	evm.model.RL_8.1473
OG0006678	Aa_G650150.h1.t1	evm.model.RL_8.1533
OG0006680	Aa_G123480.h1.t1	evm.model.RL_8.1543
OG0006681	Aa_G123360.h1.t1	evm.model.RL_8.1552
OG0006682	Aa_G701990.h1.t1	evm.model.RL_8.1592
OG0006684	Aa_G417980.h1.t1	evm.model.RL_8.1657
OG0006685	Aa_G216570.h1.t1	evm.model.RL_8.1704
OG0006686	Aa_G232860.h1.t1	evm.model.RL_8.1727
OG0006687	Aa_G69010.h1.t1	evm.model.RL_8.1792
OG0006688	Aa_G69140.h1.t1	evm.model.RL_8.1803.1.687c855d
OG0006689	Aa_G307710.h1.t1	evm.model.RL_8.1826
OG0006691	Aa_G90170.h1.t1	evm.model.RL_4.745
OG0006692	Aa_G155190.h1.t1	evm.model.RL_4.2324
OG0006693	Aa_G155130.h1.t1	evm.model.RL_4.2328
OG0006694	Aa_G155000.h1.t1	evm.model.RL_4.2338
OG0006695	Aa_G138310.h1.t1	evm.model.RL_4.2344
OG0006696	Aa_G711460.h1.t1	evm.model.RL_4.2523
OG0006697	Aa_G98240.h1.t1	evm.model.RL_4.2531
OG0006698	Aa_G356470.h1.t1	evm.model.RL_4.2561
OG0006699	Aa_G458480.h1.t1	evm.model.RL_4.2569
OG0006700	Aa_G152800.h1.t1	evm.model.RL_4.2598
OG0006701	Aa_G268370.h1.t1	evm.model.RL_8.2492.3.687c8561
OG0006702	Aa_G130470.h2.t1, Aa_G130470.h1.t1	evm.model.RL_4.2659
OG0006703	Aa_G210810.h1.t1	evm.model.RL_4.2689
OG0006704	Aa_G210620.h1.t1	evm.model.RL_4.2708
OG0006705	Aa_G319200.h1.t1	evm.model.RL_4.2720
OG0006706	Aa_G392820.h1.t1	evm.model.RL_4.2745
OG0006708	Aa_G96300.h1.t1	evm.model.RL_2.1276
OG0006709	Aa_G96220.h1.t1	evm.model.RL_2.1283
OG0006710	Aa_G520170.h1.t1	evm.model.RL_2.1314
OG0006711	Aa_G604460.h1.t1	evm.model.RL_2.1318
OG0006712	Aa_G287450.h1.t1	evm.model.RL_2.1356
OG0006713	Aa_G287490.h1.t1	evm.model.RL_2.1359
OG0006714	Aa_G176420.h1.t1	evm.model.RL_2.1376
OG0006715	Aa_G339980.h1.t1	evm.model.RL_2.1407
OG0006716	Aa_G244630.h1.t1	evm.model.RL_3.1035, evm.model.RL_2.1456
OG0006717	Aa_G78250.h1.t1	evm.model.RL_2.1482
OG0006718	Aa_G148350.h1.t1	evm.model.RL_2.1521
OG0006720	Aa_G123660.h1.t1	evm.model.RL_4.374
OG0006721	Aa_G201470.h1.t1	evm.model.RL_2.1569
OG0006722	Aa_G221230.h1.t1	evm.model.RL_2.1575
OG0006723	Aa_G96260.h1.t1	evm.model.RL_2.1280
OG0006724	Aa_G318030.h1.t1	evm.model.RL_2.1648
OG0006725	Aa_G672870.h1.t1	evm.model.RL_2.1680
OG0006726	Aa_G213390.h1.t1	evm.model.RL_2.1692
OG0006727	Aa_G147730.h1.t1	evm.model.RL_2.1768
OG0006728	Aa_G55650.h1.t1	evm.model.RL_2.1861
OG0006729	Aa_G55690.h1.t1	evm.model.RL_2.1865
OG0006731	Aa_G503910.h1.t1	evm.model.RL_2.1889
OG0006732	Aa_G124500.h1.t1	evm.model.RL_2.1895
OG0006733	Aa_G226790.h1.t1	evm.model.RL_2.1912
OG0006734	Aa_G522010.h1.t1, Aa_G703180.h1.t1	evm.model.RL_2.1915
OG0006735	Aa_G626720.h1.t1	evm.model.RL_2.1916
OG0006736	Aa_G332020.h1.t1	evm.model.RL_2.1927
OG0006737	Aa_G331990.h1.t1	evm.model.RL_2.1929
OG0006738	Aa_G433820.h1.t1	evm.model.RL_5.2601
OG0006739	Aa_G529520.h1.t1	evm.model.RL_5.2449
OG0006740	Aa_G726000.h1.t1	evm.model.RL_5.1659
OG0006741	Aa_G382680.h1.t1, Aa_G174530.h1.t1	evm.model.RL_5.2350
OG0006742	Aa_G301320.h1.t1	evm.model.RL_5.2371
OG0006743	Aa_G121170.h1.t1	evm.model.RL_5.1373
OG0006745	Aa_G438530.h1.t1	evm.model.RL_5.2266
OG0006746	Aa_G130750.h1.t1	evm.model.RL_5.3106
OG0006747	Aa_G257610.h1.t1	evm.model.RL_5.613
OG0006748	Aa_G160660.h1.t1	evm.model.RL_2.1934
OG0006749	Aa_G130880.h1.t1	evm.model.RL_5.3121
OG0006750	Aa_G309640.h1.t1	evm.model.RL_5.2284
OG0006751	Aa_G130810.h1.t1	evm.model.RL_5.3113.1.687c88bf
OG0006752	Aa_G640990.h1.t1	evm.model.RL_1.2481, evm.model.RL_1.3183
OG0006753	Aa_G498740.h1.t1	evm.model.RL_5.3047
OG0006754	Aa_G366280.h1.t1	evm.model.RL_5.3014
OG0006755	Aa_G374460.h1.t1, Aa_G366300.h1.t1	evm.model.RL_5.3012
OG0006756	Aa_G689000.h1.t1	evm.model.RL_5.3008
OG0006757	Aa_G223720.h1.t1	evm.model.RL_5.2992
OG0006758	Aa_G108330.h1.t1	evm.model.RL_5.2953
OG0006759	Aa_G679290.h1.t1	evm.model.RL_5.2937
OG0006760	Aa_G28320.h1.t1	evm.model.RL_5.2902
OG0006761	Aa_G138680.h1.t1	evm.model.RL_5.2891
OG0006762	Aa_G279770.h1.t1	evm.model.RL_5.2864
OG0006763	Aa_G476220.h1.t1	evm.model.RL_5.2843
OG0006764	Aa_G157040.h1.t1	evm.model.RL_2.3094
OG0006765	Aa_G179350.h1.t1	evm.model.RL_2.3150
OG0006766	Aa_G342290.h1.t1	evm.model.RL_2.3177
OG0006767	Aa_G223130.h1.t1	evm.model.RL_2.3188
OG0006768	Aa_G139470.h1.t1, Aa_G139480.h1.t1	evm.model.RL_2.3230
OG0006770	Aa_G602840.h1.t1	evm.model.RL_2.3274
OG0006771	Aa_G221990.h1.t1	evm.model.RL_2.3277
OG0006773	Aa_G311540.h1.t1	evm.model.RL_6.163
OG0006774	Aa_G100200.h1.t1	evm.model.RL_6.117
OG0006775	Aa_G314690.h1.t1	evm.model.RL_6.36
OG0006777	Aa_G138080.h1.t1	evm.model.RL_2.3463
OG0006778	Aa_G219270.h1.t1	evm.model.RL_2.3480
OG0006780	Aa_G253920.h1.t1	evm.model.RL_2.374
OG0006781	Aa_G11080.h1.t1	evm.model.RL_6.1632
OG0006782	Aa_G97600.h1.t1	evm.model.RL_8.869
OG0006783	Aa_G462860.h1.t1	evm.model.RL_5.2377
OG0006784	Aa_G657420.h1.t1	evm.model.RL_6.1509
OG0006786	Aa_G581110.h1.t1, Aa_G581090.h1.t1	evm.model.RL_4.614
OG0006787	Aa_G150360.h1.t1	evm.model.RL_4.624
OG0006788	Aa_G39590.h1.t1	evm.model.RL_4.672.1.687c86cf
OG0006789	Aa_G250280.h1.t1	evm.model.RL_1.208
OG0006790	Aa_G661720.h1.t1	evm.model.RL_8.793
OG0006791	Aa_G270960.h1.t1	evm.model.RL_8.658
OG0006792	Aa_G352510.h1.t1	evm.model.RL_8.617.1.687c8557
OG0006794	Aa_G591150.h1.t1, Aa_G599600.h1.t1, Aa_G978440.h1.t1, Aa_G409220.h1.t1	evm.model.RL_8.605
OG0006795	Aa_G546090.h1.t1	evm.model.RL_8.597.1.687c8557
OG0006796	Aa_G35120.h1.t1	evm.model.RL_8.566
OG0006797	Aa_G320620.h1.t1	evm.model.RL_8.477
OG0006798	Aa_G872420.h1.t1, Aa_G872420.h2.t1	evm.model.RL_8.455.1.687c8556
OG0006799	Aa_G577820.h1.t1	evm.model.RL_8.386
OG0006802	Aa_G141560.h1.t1	evm.model.RL_6.794, evm.model.RL_2.2273
OG0006803	Aa_G419960.h1.t1	evm.model.RL_4.245
OG0006804	Aa_G58170.h1.t1	evm.model.RL_4.214
OG0006805	Aa_G160350.h1.t1	evm.model.RL_4.162
OG0006806	Aa_G26310.h1.t1	evm.model.RL_4.141
OG0006807	Aa_G26370.h1.t1	evm.model.RL_4.137
OG0006808	Aa_G295610.h1.t1	evm.model.RL_4.125, evm.model.RL_4.131
OG0006809	Aa_G295500.h1.t1	evm.model.RL_4.119
OG0006810	Aa_G213930.h1.t1	evm.model.RL_4.92
OG0006811	Aa_G150840.h1.t1	evm.model.RL_6.1902
OG0006812	Aa_G1070840.h2.t1, Aa_G1070840.h1.t1	evm.model.RL_4.27
OG0006813	Aa_G63470.h1.t1	evm.model.RL_4.11
OG0006815	Aa_G80.h1.t1, Aa_G80.h2.t1	evm.model.RL_1.2450
OG0006816	Aa_G77000.h1.t1	evm.model.RL_1.2404
OG0006817	Aa_G284700.h1.t1, Aa_G183910.h1.t1	evm.model.RL_1.2370
OG0006818	Aa_G183960.h1.t1	evm.model.RL_2.826
OG0006820	Aa_G408730.h1.t1, Aa_G51870.h1.t1	evm.model.RL_1.2189
OG0006821	Aa_G31030.h1.t1	evm.model.RL_2.534, evm.model.RL_2.1007
OG0006822	Aa_G31120.h1.t1	evm.model.RL_2.1013
OG0006823	Aa_G496640.h1.t1, Aa_G71990.h1.t1	evm.model.RL_2.1066
OG0006825	Aa_G580560.h1.t1	evm.model.RL_2.1088
OG0006827	Aa_G352850.h1.t1	evm.model.RL_2.73.1.687c86df
OG0006828	Aa_G184890.h1.t1	evm.model.RL_2.195
OG0006829	Aa_G184850.h1.t1	evm.model.RL_2.199, evm.model.RL_2.201
OG0006830	Aa_G13170.h1.t1	evm.model.RL_6.2959
OG0006831	Aa_G13120.h1.t1	evm.model.RL_6.2955
OG0006832	Aa_G198080.h1.t1, Aa_G70700.h1.t1	evm.model.RL_5.2627
OG0006833	Aa_G226190.h1.t1	evm.model.RL_6.2895
OG0006835	Aa_G177840.h1.t1	evm.model.RL_6.2823
OG0006836	Aa_G332710.h1.t1	evm.model.RL_6.2811
OG0006837	Aa_G196840.h1.t1	evm.model.RL_6.2782
OG0006838	Aa_G536090.h1.t1	evm.model.RL_6.2773
OG0006839	Aa_G16930.h1.t1	evm.model.RL_6.2748
OG0006840	Aa_G16990.h1.t1	evm.model.RL_6.2743
OG0006841	Aa_G17150.h1.t1	evm.model.RL_6.2729
OG0006842	Aa_G15940.h1.t1	evm.model.RL_6.2705
OG0006843	Aa_G15960.h1.t1	evm.model.RL_6.2703
OG0006845	Aa_G467090.h1.t1	evm.model.RL_6.2616
OG0006846	Aa_G125390.h1.t1	evm.model.RL_6.2461
OG0006847	Aa_G401540.h1.t1	evm.model.RL_6.2439
OG0006848	Aa_G199990.h1.t1	evm.model.RL_6.2410
OG0006850	Aa_G210240.h1.t1	evm.model.RL_6.2363
OG0006851	Aa_G230850.h1.t1	evm.model.RL_6.2348
OG0006852	Aa_G145730.h1.t1	evm.model.RL_6.2306
OG0006853	Aa_G188480.h1.t1	evm.model.RL_6.2273
OG0006854	Aa_G18870.h1.t1	evm.model.RL_4.3324
OG0006855	Aa_G85210.h1.t1	evm.model.RL_4.3308
OG0006857	Aa_G85340.h1.t1	evm.model.RL_4.3291
OG0006859	Aa_G451890.h1.t1	evm.model.RL_4.3229
OG0006860	Aa_G456290.h1.t1	evm.model.RL_4.3216
OG0006861	Aa_G259910.h1.t1	evm.model.RL_4.3203
OG0006862	Aa_G337160.h1.t1	evm.model.RL_4.3139
OG0006863	Aa_G337130.h1.t1	evm.model.RL_4.3136.1.687c86dd
OG0006864	Aa_G205050.h1.t1	evm.model.RL_5.3034
OG0006865	Aa_G181160.h1.t1	evm.model.RL_4.1679.1.687c86d5
OG0006866	Aa_G230370.h1.t1	evm.model.RL_4.1659
OG0006867	Aa_G68370.h1.t1	evm.model.RL_4.1651
OG0006868	Aa_G68150.h1.t1	evm.model.RL_4.1627
OG0006869	Aa_G662220.h1.t1	evm.model.RL_4.1613
OG0006870	Aa_G501670.h1.t1	evm.model.RL_4.1572
OG0006871	Aa_G672100.h1.t1	evm.model.RL_4.1566
OG0006872	Aa_G404830.h1.t1	evm.model.RL_4.1559, evm.model.RL_4.795
OG0006873	Aa_G9020.h1.t1	evm.model.RL_4.1529
OG0006874	Aa_G8800.h1.t1	evm.model.RL_4.1515
OG0006875	Aa_G629220.h1.t1	evm.model.RL_4.1429
OG0006877	Aa_G362180.h1.t1	evm.model.RL_4.594, evm.model.RL_8.2107
OG0006878	Aa_G33930.h1.t1	evm.model.RL_8.2073.1.687c855f
OG0006879	Aa_G33750.h1.t1	evm.model.RL_8.2058
OG0006880	Aa_G320850.h1.t1	evm.model.RL_8.2391
OG0006881	Aa_G76060.h1.t1	evm.model.RL_8.2448
OG0006882	Aa_G76070.h1.t1	evm.model.RL_8.2449
OG0006883	Aa_G268240.h1.t1	evm.model.RL_8.2479
OG0006884	Aa_G268320.h1.t1	evm.model.RL_8.2487
OG0006885	Aa_G51670.h1.t1	evm.model.RL_8.2503
OG0006886	Aa_G51610.h1.t1	evm.model.RL_8.2511
OG0006887	Aa_G51430.h1.t1	evm.model.RL_8.2526
OG0006888	Aa_G51420.h1.t1	evm.model.RL_8.2527
OG0006889	Aa_G20880.h1.t1	evm.model.RL_8.2563
OG0006890	Aa_G20760.h1.t1	evm.model.RL_8.2575
OG0006891	Aa_G20680.h1.t1	evm.model.RL_8.2585
OG0006893	Aa_G37400.h1.t1	evm.model.RL_8.2621
OG0006894	Aa_G527040.h1.t1, Aa_G1018040.h1.t1	evm.model.RL_8.2637
OG0006895	Aa_G23650.h1.t1	evm.model.RL_8.2704
OG0006896	Aa_G23680.h1.t1	evm.model.RL_8.2707
OG0006897	Aa_G383080.h1.t1	evm.model.RL_8.2718
OG0006898	Aa_G131710.h1.t1	evm.model.RL_3.1183
OG0006899	Aa_G43900.h1.t1	evm.model.RL_8.2814
OG0006900	Aa_G43990.h1.t1	evm.model.RL_4.1917
OG0006901	Aa_G44020.h1.t1	evm.model.RL_8.2820
OG0006902	Aa_G136080.h1.t1	evm.model.RL_8.12
OG0006903	Aa_G242330.h1.t1	evm.model.RL_8.34
OG0006904	Aa_G425520.h1.t1	evm.model.RL_8.88
OG0006905	Aa_G299860.h1.t1, Aa_G299860.h2.t1	evm.model.RL_8.62
OG0006906	Aa_G53400.h1.t1	evm.model.RL_8.121
OG0006907	Aa_G78380.h1.t1	evm.model.RL_8.150
OG0006908	Aa_G290640.h1.t1	evm.model.RL_5.63
OG0006909	Aa_G70890.h1.t1	evm.model.RL_8.232
OG0006910	Aa_G189010.h1.t1	evm.model.RL_8.318
OG0006911	Aa_G189070.h1.t1	evm.model.RL_8.326
OG0006912	Aa_G189230.h1.t1	evm.model.RL_8.343
OG0006913	Aa_G187750.h1.t1	evm.model.RL_8.359
OG0006914	Aa_G134710.h1.t1	evm.model.RL_5.228
OG0006915	Aa_G236400.h1.t1, Aa_G89640.h1.t1	evm.model.RL_4.474
OG0006916	Aa_G89690.h1.t1	evm.model.RL_4.480
OG0006917	Aa_G756670.h1.t1	evm.model.RL_4.488
OG0006918	Aa_G208700.h1.t1	evm.model.RL_6.1421
OG0006919	Aa_G183690.h1.t1	evm.model.RL_6.1396
OG0006920	Aa_G700810.h1.t1, Aa_G424930.h1.t1, Aa_G1093830.h2.t1, Aa_G1093830.h1.t1, Aa_G424900.h1.t1	evm.model.RL_6.2451
OG0006921	Aa_G257810.h1.t1	evm.model.RL_6.1356
OG0006923	Aa_G257860.h1.t1	evm.model.RL_6.1360
OG0006924	Aa_G148600.h1.t1, Aa_G148590.h1.t1	evm.model.RL_6.1373
OG0006926	Aa_G243580.h1.t1	evm.model.RL_6.1336
OG0006927	Aa_G346430.h1.t1	evm.model.RL_6.1310, evm.model.RL_6.1309
OG0006929	Aa_G154810.h1.t1	evm.model.RL_6.1269
OG0006930	Aa_G154830.h1.t1	evm.model.RL_6.1272
OG0006931	Aa_G640480.h1.t1	evm.model.RL_6.1253
OG0006932	Aa_G263120.h1.t1	evm.model.RL_6.1190
OG0006933	Aa_G365410.h1.t1	evm.model.RL_6.1164
OG0006934	Aa_G159320.h1.t1	evm.model.RL_6.1143
OG0006935	Aa_G119290.h1.t1	evm.model.RL_6.1127
OG0006936	Aa_G429880.h1.t1	evm.model.RL_5.544
OG0006938	Aa_G25080.h1.t1	evm.model.RL_6.1098
OG0006939	Aa_G154120.h1.t1	evm.model.RL_6.1064
OG0006941	Aa_G460140.h1.t1	evm.model.RL_6.991
OG0006942	Aa_G294180.h1.t1	evm.model.RL_6.978
OG0006943	Aa_G158280.h1.t1	evm.model.RL_6.960
OG0006944	Aa_G18160.h1.t1	evm.model.RL_6.941
OG0006945	Aa_G432320.h1.t1	evm.model.RL_6.759, evm.model.RL_3.1460.6.687c84bc
OG0006946	Aa_G606200.h1.t1	evm.model.RL_6.771
OG0006947	Aa_G662590.h1.t1	evm.model.RL_6.784
OG0006948	Aa_G342480.h1.t1, Aa_G611340.h1.t1	evm.model.RL_6.817
OG0006949	Aa_G575100.h1.t1, Aa_G150850.h1.t1	evm.model.RL_6.831
OG0006950	Aa_G290420.h1.t1	evm.model.RL_6.532
OG0006951	Aa_G661860.h1.t1	evm.model.RL_6.517
OG0006952	Aa_G480970.h1.t1	evm.model.RL_6.503
OG0006953	Aa_G14870.h1.t1	evm.model.RL_1.85
OG0006956	Aa_G14810.h1.t1	evm.model.RL_1.93
OG0006957	Aa_G14620.h1.t1	evm.model.RL_1.112
OG0006958	Aa_G14600.h1.t1	evm.model.RL_1.114
OG0006959	Aa_G71670.h1.t1	evm.model.RL_1.127
OG0006961	Aa_G42230.h1.t1	evm.model.RL_1.183
OG0006962	Aa_G250300.h1.t1	evm.model.RL_1.206
OG0006963	Aa_G111890.h1.t1	evm.model.RL_1.221
OG0006964	Aa_G111770.h1.t1	evm.model.RL_1.228
OG0006965	Aa_G44920.h1.t1	evm.model.RL_1.281
OG0006966	Aa_G45030.h1.t1	evm.model.RL_1.293
OG0006967	Aa_G438180.h1.t1	evm.model.RL_1.304
OG0006968	Aa_G618750.h1.t1	evm.model.RL_1.324
OG0006969	Aa_G526030.h1.t1	evm.model.RL_1.345
OG0006970	Aa_G304950.h1.t1	evm.model.RL_1.355
OG0006971	Aa_G4220.h1.t1	evm.model.RL_1.369
OG0006972	Aa_G4490.h1.t1	evm.model.RL_1.396
OG0006973	Aa_G4630.h1.t1	evm.model.RL_1.412
OG0006974	Aa_G75540.h1.t1	evm.model.RL_1.456
OG0006975	Aa_G75770.h1.t1	evm.model.RL_1.472
OG0006976	Aa_G205880.h1.t1	evm.model.RL_1.533
OG0006977	Aa_G205890.h1.t1	evm.model.RL_1.534
OG0006978	Aa_G163150.h1.t1	evm.model.RL_1.542
OG0006979	Aa_G524380.h1.t1	evm.model.RL_1.558
OG0006980	Aa_G47680.h1.t1	evm.model.RL_1.561
OG0006981	Aa_G280200.h1.t1	evm.model.RL_4.1802
OG0006982	Aa_G47110.h1.t1	evm.model.RL_1.616
OG0006983	Aa_G47090.h1.t1	evm.model.RL_1.623
OG0006984	Aa_G49730.h1.t1	evm.model.RL_1.643
