Orthogroup	Arabis_alpina	Aethionema_saxatile
OG0007018	Aa_G65550.h1.t1	As007G152820
OG0007021	Aa_G131980.h1.t1	As007G153310
OG0007022	Aa_G275000.h1.t1	As007G153530
OG0007023	Aa_G347870.h1.t1	As010G241460, As007G153710
OG0007024	Aa_G278380.h1.t1	As007G154030
OG0007025	Aa_G278320.h1.t1	As007G154110, As007G154050
OG0007026	Aa_G535620.h1.t1	As007G154310
OG0007027	Aa_G557430.h1.t1	As007G154400
OG0007028	Aa_G119020.h1.t1	As007G155040
OG0007029	Aa_G493830.h1.t1	As007G155400
OG0007030	Aa_G33180.h1.t1, Aa_G493820.h1.t1	As007G155410
OG0007031	Aa_G371580.h1.t1	As007G155580
OG0007032	Aa_G371590.h1.t1	As007G155590
OG0007033	Aa_G89600.h1.t1, Aa_G93270.h1.t1	As007G155860
OG0007034	Aa_G544320.h1.t1	As007G155960
OG0007035	Aa_G119540.h1.t1	As007G156760
OG0007036	Aa_G334080.h1.t1	As007G156930, As010G231390
OG0007037	Aa_G374470.h1.t1	As007G157330
OG0007038	Aa_G329470.h1.t1	As007G157890
OG0007039	Aa_G710560.h1.t1	As007G157990
OG0007040	Aa_G166170.h1.t1	As007G158110
OG0007041	Aa_G166150.h1.t1	As007G158120
OG0007042	Aa_G160320.h1.t1	As010G234650, As007G158750
OG0007043	Aa_G62380.h1.t1	As007G159580
OG0007044	Aa_G487260.h1.t1	As007G159730
OG0007045	Aa_G562120.h1.t1	As007G159830, As010G233240
OG0007046	Aa_G352740.h1.t1	As007G160090
OG0007047	Aa_G596310.h1.t1	As007G161190
OG0007048	Aa_G474470.h1.t1	As007G161740
OG0007049	Aa_G61730.h1.t1	As007G161880
OG0007050	Aa_G92240.h1.t1	As007G162770
OG0007051	Aa_G92170.h1.t1	As007G163030
OG0007052	Aa_G130200.h1.t1	As007G163140
OG0007053	Aa_G483490.h1.t1, Aa_G423230.h1.t1, Aa_G101910.h1.t1	As007G164680
OG0007054	Aa_G121490.h1.t1, Aa_G279160.h1.t1, Aa_G291810.h1.t1	As007G177630, As007G177120
OG0007055	Aa_G310010.h1.t1	As007G178080
OG0007056	Aa_G499160.h1.t1	As007G179390
OG0007057	Aa_G152830.h1.t1, Aa_G150820.h1.t1	As007G179500
OG0007058	Aa_G375070.h1.t1	As007G179940
OG0007059	Aa_G91770.h1.t1	As007G180460
OG0007060	Aa_G36610.h1.t1	As007G182010
OG0007062	Aa_G393300.h1.t1	As008G182850
OG0007064	Aa_G569560.h1.t1	As008G183500
OG0007065	Aa_G584910.h1.t1	As008G184150
OG0007066	Aa_G26670.h1.t1	As008G184310
OG0007067	Aa_G26610.h1.t1, Aa_G26590.h1.t1	As008G184370
OG0007068	Aa_G10850.h1.t1	As008G184760
OG0007069	Aa_G270630.h1.t1	As008G184820
OG0007070	Aa_G647510.h1.t1	As008G185510
OG0007072	Aa_G232690.h1.t1	As008G186290
OG0007073	Aa_G232660.h1.t1	As008G186320
OG0007074	Aa_G457660.h1.t1	As008G186540
OG0007075	Aa_G457610.h1.t1	As008G186560
OG0007076	Aa_G446480.h1.t1	As008G187300
OG0007077	Aa_G171310.h1.t1	As008G187760
OG0007078	Aa_G160900.h1.t1	As008G188030
OG0007079	Aa_G160910.h1.t1	As008G188040
OG0007080	Aa_G394800.h1.t1	As008G188520
OG0007081	Aa_G19280.h1.t1	As008G189030
OG0007082	Aa_G80720.h1.t1	As008G189480
OG0007083	Aa_G151740.h1.t1	As008G191030
OG0007084	Aa_G196960.h1.t1	As008G192230
OG0007085	Aa_G310580.h1.t1	As008G192660
OG0007086	Aa_G275830.h1.t1	As008G192910
OG0007087	Aa_G275850.h1.t1	As008G192930
OG0007088	Aa_G22330.h1.t1	As008G193230
OG0007089	Aa_G124230.h1.t1	As008G193280
OG0007090	Aa_G432660.h1.t1	As008G193810
OG0007091	Aa_G469740.h1.t1	As008G193950
OG0007092	Aa_G140160.h1.t1, Aa_G140150.h1.t1	As008G194130, As008G194120
OG0007093	Aa_G219950.h1.t1	As008G194500
OG0007094	Aa_G286280.h1.t1	As008G195580
OG0007095	Aa_G477790.h1.t1	As008G195810
OG0007096	Aa_G39000.h1.t1	As008G195920
OG0007097	Aa_G38920.h1.t1	As008G195990
OG0007098	Aa_G38870.h1.t1	As008G196030
OG0007099	Aa_G341220.h1.t1	As008G196320
OG0007100	Aa_G134910.h1.t1	As008G196750
OG0007101	Aa_G134580.h1.t1	As008G197010
OG0007102	Aa_G6950.h1.t1	As008G197520
OG0007103	Aa_G6930.h1.t1	As008G197540
OG0007104	Aa_G6850.h1.t1	As008G197590
OG0007105	Aa_G6830.h1.t1, Aa_G427100.h1.t1	As008G197600
OG0007107	Aa_G122850.h1.t1	As008G199340
OG0007108	Aa_G106170.h1.t1	As008G199480
OG0007109	Aa_G258200.h1.t1	As009G200050
OG0007111	Aa_G72670.h1.t1	As009G200090
OG0007112	Aa_G72790.h1.t1	As009G200190
OG0007113	Aa_G7980.h1.t1	As009G200580
OG0007114	Aa_G236990.h1.t1	As009G201200
OG0007116	Aa_G376870.h1.t1	As009G201470
OG0007117	Aa_G539780.h1.t1	As009G202360
OG0007118	Aa_G158110.h1.t1	As009G202540
OG0007119	Aa_G158120.h1.t1	As009G202550
OG0007120	Aa_G461550.h1.t1	As009G202930
OG0007121	Aa_G334610.h1.t1	As009G203160
OG0007122	Aa_G192860.h1.t1	As009G203260
OG0007123	Aa_G33740.h1.t1	As009G204540
OG0007124	Aa_G759060.h1.t1, Aa_G128820.h1.t1	As009G205050
OG0007125	Aa_G112590.h1.t1	As009G205370
OG0007126	Aa_G40970.h1.t1	As009G205450
OG0007127	Aa_G414030.h1.t1	As009G205890
OG0007128	Aa_G502210.h1.t1	As009G206330
OG0007129	Aa_G565270.h1.t1	As009G207190
OG0007130	Aa_G91520.h1.t1	As009G207530
OG0007131	Aa_G382440.h1.t1	As009G208100
OG0007132	Aa_G447250.h1.t1	As009G208300
OG0007133	Aa_G102130.h1.t1	As009G209190
OG0007134	Aa_G139090.h1.t1	As009G209550
OG0007135	Aa_G717950.h1.t1	As009G210540
OG0007136	Aa_G672350.h1.t1	As009G211320
OG0007137	Aa_G386370.h1.t1	As009G211560
OG0007138	Aa_G494050.h1.t1	As009G211900
OG0007139	Aa_G19770.h1.t1	As009G212000
OG0007140	Aa_G19760.h1.t1	As009G212180
OG0007141	Aa_G414820.h1.t1	As009G212340
OG0007142	Aa_G170330.h1.t1	As009G213140
OG0007143	Aa_G634240.h1.t1	As009G214010
OG0007144	Aa_G304050.h1.t1	As009G214070
OG0007145	Aa_G303970.h1.t1	As009G214130
OG0007146	Aa_G73150.h1.t1	As009G214570
OG0007147	Aa_G181440.h1.t1	As009G214770
OG0007148	Aa_G539400.h1.t1	As009G214980
OG0007149	Aa_G539370.h1.t1	As009G215010
OG0007150	Aa_G539350.h1.t1	As009G215080
OG0007151	Aa_G398120.h1.t1	As009G215570
OG0007152	Aa_G398160.h1.t1	As009G215590
OG0007153	Aa_G169100.h1.t1	As009G215790
OG0007154	Aa_G719340.h1.t1	As009G215800
OG0007155	Aa_G46080.h1.t1, Aa_G630450.h1.t1	As009G216380
OG0007156	Aa_G46210.h1.t1	As009G216500
OG0007157	Aa_G46220.h1.t1	As009G216510
OG0007158	Aa_G106870.h1.t1	As010G222330, As009G216880
OG0007159	Aa_G143160.h1.t1	As009G216960
OG0007160	Aa_G143270.h1.t1	As009G217050
OG0007161	Aa_G104840.h1.t1	As009G217200
OG0007162	Aa_G104850.h1.t1	As009G217210
OG0007163	Aa_G165640.h1.t1	As009G217590
OG0007164	Aa_G94740.h1.t1	As009G217610
OG0007165	Aa_G94810.h1.t1	As009G217670
OG0007166	Aa_G620770.h1.t1	As009G217870
OG0007167	Aa_G401210.h1.t1	As009G218150
OG0007168	Aa_G13490.h1.t1	As009G218880
OG0007169	Aa_G13590.h1.t1	As009G218970
OG0007170	Aa_G13710.h1.t1, Aa_G654520.h1.t1	As009G219040
OG0007171	Aa_G621080.h1.t1	As009G219190
OG0007172	Aa_G331100.h1.t1	As009G219270, As010G223100
OG0007173	Aa_G406300.h1.t1	As009G219390
OG0007174	Aa_G147940.h1.t1	As009G219640
OG0007175	Aa_G11450.h1.t1	As010G220670
OG0007176	Aa_G690750.h1.t1	As010G221470
OG0007177	Aa_G548930.h1.t1, Aa_G225270.h1.t1	As010G221650
OG0007178	Aa_G710670.h1.t1	As010G223040
OG0007179	Aa_G409510.h1.t1	As010G223220
OG0007181	Aa_G88880.h1.t1	As010G224110
OG0007182	Aa_G33820.h1.t1	As010G224850
OG0007183	Aa_G672720.h1.t1	As010G225630
OG0007184	Aa_G208420.h1.t1	As010G225690
OG0007185	Aa_G192390.h1.t1	As010G226260
OG0007186	Aa_G337680.h1.t1	As010G226490
OG0007187	Aa_G449640.h1.t1	As010G228540, As010G229140
OG0007188	Aa_G335140.h1.t1	As010G228820
OG0007190	Aa_G24220.h1.t1	As010G232180
OG0007191	Aa_G553960.h1.t1	As010G232470
OG0007192	Aa_G347580.h1.t1	As010G232670
OG0007193	Aa_G218590.h1.t1	As010G232810
OG0007194	Aa_G144500.h1.t1	As010G232960
OG0007195	Aa_G144470.h1.t1, Aa_G144480.h1.t1	As010G232970
OG0007196	Aa_G510860.h1.t1	As010G233010
OG0007197	Aa_G163350.h1.t1	As010G233720
OG0007198	Aa_G342030.h1.t1	As010G233840
OG0007199	Aa_G367170.h1.t1	As010G233930
OG0007200	Aa_G56720.h1.t1	As010G234090
OG0007201	Aa_G245850.h1.t1	As010G234560
OG0007202	Aa_G259710.h1.t1	As010G234780
OG0007203	Aa_G230410.h1.t1	As010G234820
OG0007204	Aa_G508900.h1.t1	As010G235140
OG0007205	Aa_G121500.h1.t1	As010G235730
OG0007206	Aa_G366870.h1.t1	As010G235790
OG0007207	Aa_G104240.h1.t1	As010G236130
OG0007208	Aa_G104330.h1.t1	As010G236220
OG0007209	Aa_G165080.h1.t1	As010G236700
OG0007210	Aa_G111160.h1.t1	As010G237060
OG0007211	Aa_G87730.h1.t1	As010G237260
OG0007212	Aa_G87900.h1.t1	As010G237440
OG0007213	Aa_G64950.h1.t1	As010G237760
OG0007214	Aa_G64920.h1.t1	As010G237790
OG0007215	Aa_G476930.h1.t1	As010G238570
OG0007216	Aa_G477040.h1.t1	As010G238650
OG0007217	Aa_G64440.h1.t1	As010G238710
OG0007218	Aa_G64470.h1.t1	As010G238730
OG0007219	Aa_G547200.h1.t1	As010G239040
OG0007220	Aa_G567810.h1.t1, Aa_G785580.h1.t1	As010G239790
OG0007221	Aa_G634060.h1.t1	As010G240490
OG0007222	Aa_G13210.h1.t1	As010G240770
OG0007223	Aa_G433620.h1.t1	As010G240990
OG0007224	Aa_G199250.h1.t1	As010G241380
OG0007225	Aa_G780420.h1.t1, Aa_G780430.h1.t1, Aa_G476910.h1.t1	As010G241640
OG0007226	Aa_G335500.h1.t1	As010G242070
OG0007228	Aa_G336940.h1.t1	As010G242660
OG0007229	Aa_G145280.h1.t1	As010G242750
OG0007230	Aa_G265790.h1.t1	As010G243030
OG0007231	Aa_G179720.h1.t1, Aa_G462570.h1.t1	As010G243260
OG0007232	Aa_G706630.h1.t1	As010G243280, As010G244230
OG0007233	Aa_G21770.h1.t1	As010G243350
OG0007234	Aa_G21710.h1.t1	As010G243400
OG0007235	Aa_G21640.h1.t1	As010G243450
OG0007236	Aa_G21450.h1.t1	As010G243600
OG0007237	Aa_G160130.h1.t1	As010G243650
OG0007238	Aa_G497460.h1.t1	As010G243970
OG0007239	Aa_G142660.h1.t1, Aa_G385660.h1.t1	As010G244020
OG0007240	Aa_G90400.h1.t1, Aa_G290280.h1.t1	As011G244850
OG0007241	Aa_G369120.h1.t1, Aa_G290250.h1.t1	As011G244870
OG0007243	Aa_G207870.h1.t1	As011G245680
OG0007244	Aa_G243350.h1.t1	As011G245810
OG0007245	Aa_G458810.h1.t1	As011G246240
OG0007246	Aa_G483830.h1.t1	As011G246290
OG0007247	Aa_G340230.h1.t1	As011G246770
OG0007248	Aa_G234980.h1.t1	As011G247550
OG0007249	Aa_G424010.h1.t1	As011G247690
OG0007250	Aa_G507880.h1.t1	As011G247750
OG0007251	Aa_G32200.h1.t1	As011G247960
OG0007252	Aa_G32250.h1.t1	As011G248010
OG0007253	Aa_G241920.h1.t1	As011G248230
OG0007254	Aa_G241910.h1.t1	As011G248240, As012G270780
OG0007255	Aa_G241830.h1.t1	As011G248310
OG0007256	Aa_G223400.h1.t1	As011G248360
OG0007257	Aa_G170920.h1.t1, Aa_G492350.h1.t1, Aa_G434820.h1.t1	As011G248680
OG0007258	Aa_G56910.h1.t1	As011G249230
OG0007259	Aa_G107700.h1.t1	As011G249340
OG0007260	Aa_G53540.h1.t1	As011G249560
OG0007261	Aa_G498890.h1.t1	As011G249850
OG0007262	Aa_G498910.h1.t1	As011G249870
OG0007263	Aa_G176950.h1.t1	As011G250000
OG0007264	Aa_G86810.h1.t1	As011G250130
OG0007266	Aa_G390050.h1.t1, Aa_G628240.h1.t1	As011G250540
OG0007267	Aa_G669780.h1.t1	As011G250850
OG0007268	Aa_G342850.h1.t1	As011G250980
OG0007269	Aa_G371340.h1.t1	As011G251360
OG0007270	Aa_G464560.h1.t1, Aa_G371400.h1.t1	As011G251410
OG0007271	Aa_G611850.h1.t1	As011G251470
OG0007272	Aa_G20190.h1.t1	As011G251570
OG0007273	Aa_G164560.h1.t1	As011G251790, As012G272410
OG0007274	Aa_G50600.h1.t1	As011G252100
OG0007275	Aa_G152530.h1.t1	As011G252500
OG0007276	Aa_G136650.h1.t1	As011G253140
OG0007277	Aa_G430390.h1.t1	As011G253320
OG0007278	Aa_G538270.h1.t1	As011G253400
OG0007279	Aa_G229440.h1.t1	As011G253510
OG0007280	Aa_G229430.h1.t1	As011G253520
OG0007281	Aa_G434060.h1.t1	As011G253590, As012G271280
OG0007282	Aa_G698510.h1.t1	As011G254160
OG0007283	Aa_G603130.h1.t1	As011G254170
OG0007284	Aa_G198890.h1.t1	As011G254290
OG0007285	Aa_G198900.h1.t1	As011G254300
OG0007286	Aa_G212420.h1.t1	As011G254480
OG0007287	Aa_G95440.h1.t1	As011G254580
OG0007288	Aa_G280080.h1.t1	As011G254680
OG0007290	Aa_G428250.h1.t1	As011G255640
OG0007291	Aa_G178940.h1.t1	As011G255700
OG0007292	Aa_G358500.h1.t1	As011G256080
OG0007293	Aa_G225000.h1.t1	As011G256180
OG0007294	Aa_G26950.h1.t1	As011G256440
OG0007295	Aa_G491200.h1.t1	As011G256640
OG0007296	Aa_G105480.h1.t1	As011G260430
OG0007297	Aa_G477590.h1.t1	As011G261230
OG0007298	Aa_G105540.h1.t1	As011G261850
OG0007299	Aa_G61080.h1.t1	As011G262630
OG0007300	Aa_G543440.h1.t1, Aa_G397770.h1.t1	As011G263420
OG0007301	Aa_G542200.h1.t1, Aa_G542190.h1.t1	As011G264170
OG0007302	Aa_G296670.h1.t1, Aa_G296670.h2.t1, Aa_G383760.h2.t1, Aa_G383760.h1.t1	As011G264340
OG0007303	Aa_G329690.h1.t1	As011G264710
OG0007304	Aa_G235750.h1.t1, Aa_G235760.h1.t1	As011G265080
OG0007305	Aa_G185800.h1.t1	As011G265680
OG0007306	Aa_G244840.h1.t1, Aa_G244850.h1.t1	As011G265960
OG0007307	Aa_G230160.h1.t1	As011G266300
OG0007308	Aa_G422320.h1.t1	As011G267100
OG0007309	Aa_G40170.h1.t1	As012G267680
OG0007310	Aa_G193220.h1.t1	As012G268340
OG0007311	Aa_G231490.h1.t1	As012G268730
OG0007313	Aa_G127770.h1.t1	As012G269430
OG0007314	Aa_G465580.h1.t1	As012G270580
OG0007315	Aa_G568090.h1.t1	As012G270840
OG0007316	Aa_G219750.h1.t1	As012G270920
OG0007317	Aa_G166340.h1.t1	As012G271320
OG0007318	Aa_G225080.h1.t1	As012G271420
OG0007319	Aa_G181000.h1.t1	As012G272440
OG0007320	Aa_G95940.h1.t1	As012G272970
OG0007321	Aa_G161150.h1.t1	As012G273110
OG0007322	Aa_G273790.h1.t1	As012G273370
OG0007323	Aa_G110790.h1.t1	As012G273780
OG0007324	Aa_G57670.h1.t1	As012G273920
OG0007325	Aa_G189750.h1.t1	As012G274190, As012G274180, As012G274200
OG0007326	Aa_G380630.h1.t1	As012G274270
OG0007327	Aa_G689480.h1.t1	As012G274300
OG0007328	Aa_G327190.h1.t1	As012G274620
OG0007329	Aa_G528020.h1.t1	As012G274940
OG0007331	Aa_G300270.h1.t1	As012G275610
OG0007332	Aa_G300290.h1.t1, Aa_G757690.h1.t1	As012G275630
OG0007333	Aa_G114570.h1.t1	As012G275870
OG0007334	Aa_G328480.h1.t1	As012G276020
OG0007335	Aa_G639160.h1.t1	As012G276040
OG0007336	Aa_G622320.h1.t1, Aa_G622340.h1.t1	As012G276720
OG0007337	Aa_G236120.h1.t1	As012G278680
OG0007338	Aa_G178550.h1.t1	As012G279050
OG0007339	Aa_G300560.h1.t1	As012G279530
OG0007340	Aa_G511010.h1.t1	As012G280270
OG0007341	Aa_G482000.h1.t1	As012G280940
OG0007342	Aa_G462090.h1.t1	As012G281940
OG0007343	Aa_G9740.h1.t1	As012G282120
OG0007344	Aa_G386990.h1.t1	As012G282270
OG0007345	Aa_G660620.h1.t1	As012G282960
OG0007346	Aa_G562550.h1.t1	As012G283280
OG0007347	Aa_G114140.h1.t1	As012G284950
OG0007348	Aa_G114160.h1.t1	As012G284980
OG0007349	Aa_G451450.h1.t1	As012G285660
OG0007350	Aa_G353990.h1.t1	As012G286720
OG0007351	Aa_G765200.h1.t1	As012G286820
OG0007352	Aa_G81140.h1.t1	As012G287380
OG0007353	Aa_G2390.h1.t1	As012G288010
OG0007354	Aa_G2460.h1.t1	As012G288070
OG0007355	Aa_G704630.h1.t1	As012G289070
OG0007413	Aa_G716110.h1.t1	As001G000150
OG0007414	Aa_G644720.h1.t1	As001G000370
OG0007415	Aa_G55500.h1.t1	As001G000390
OG0007416	Aa_G317830.h1.t1	As001G000570
OG0007417	Aa_G182790.h1.t1	As001G000650
OG0007418	Aa_G23880.h1.t1	As001G000730
OG0007419	Aa_G628390.h1.t1	As001G001370
OG0007420	Aa_G177610.h1.t1	As001G001520
OG0007421	Aa_G301280.h1.t1	As001G001720
OG0007422	Aa_G506660.h1.t1	As001G001890
OG0007423	Aa_G543310.h1.t1	As001G002040
OG0007424	Aa_G156070.h1.t1	As001G002290
OG0007425	Aa_G673440.h1.t1	As001G002640
OG0007426	Aa_G33070.h1.t1	As001G003380
OG0007427	Aa_G32970.h1.t1	As001G003490
OG0007428	Aa_G399010.h1.t1	As001G003640
OG0007429	Aa_G59710.h1.t1	As001G003690
OG0007430	Aa_G59780.h1.t1	As001G003780
OG0007431	Aa_G59840.h1.t1	As001G003800
OG0007432	Aa_G74630.h1.t1	As001G003990
OG0007433	Aa_G76480.h1.t1	As006G131030, As003G071030, As003G071040, As003G070990, As001G004430, As001G004440, As006G131020, As006G131130
OG0007434	Aa_G394950.h1.t1	As001G004660
OG0007435	Aa_G394960.h1.t1	As001G004670
OG0007436	Aa_G395000.h1.t1	As001G004700
OG0007437	Aa_G395030.h1.t1	As001G004730
OG0007438	Aa_G616560.h1.t1, Aa_G616590.h1.t1, Aa_G949150.h1.t1	As001G004880
OG0007439	Aa_G9640.h1.t1	As001G005170
OG0007440	Aa_G646990.h1.t1	As001G006410
OG0007441	Aa_G288290.h1.t1	As001G009850
OG0007442	Aa_G432650.h1.t1	As001G010220
OG0007444	Aa_G609970.h1.t1	As001G010280, As001G015340
OG0007445	Aa_G214580.h1.t1	As001G012310
OG0007446	Aa_G737720.h1.t1	As001G012840
OG0007448	Aa_G274290.h1.t1	As001G013680
OG0007449	Aa_G274260.h1.t1	As001G013720
OG0007451	Aa_G144840.h1.t1	As001G014130
OG0007452	Aa_G667960.h1.t1	As001G014200, As011G263190
OG0007453	Aa_G614640.h1.t1	As001G014260
OG0007454	Aa_G547700.h1.t1	As001G014280
OG0007455	Aa_G557010.h1.t1	As001G014480
OG0007456	Aa_G724130.h1.t1	As001G014770
OG0007457	Aa_G299110.h1.t1	As001G015760, As001G015770
OG0007458	Aa_G434750.h1.t1	As001G016010, As004G079130
OG0007459	Aa_G368860.h1.t1, Aa_G434770.h1.t1	As001G016030
OG0007460	Aa_G194210.h1.t1	As001G016440
OG0007461	Aa_G489230.h1.t1	As001G016650
OG0007462	Aa_G489290.h1.t1	As001G016680
OG0007463	Aa_G542350.h1.t1	As001G016740
OG0007464	Aa_G296030.h1.t1	As001G017540
OG0007465	Aa_G49220.h1.t1, Aa_G253020.h1.t1	As001G017760
OG0007466	Aa_G49440.h1.t1	As001G018070
OG0007467	Aa_G49550.h1.t1	As001G018240
OG0007468	Aa_G62070.h1.t1	As001G018360
OG0007469	Aa_G256280.h1.t1	As001G018600
OG0007470	Aa_G37890.h1.t1	As001G019110
OG0007471	Aa_G7640.h1.t1	As001G019140
OG0007472	Aa_G495790.h1.t1	As001G019200
OG0007473	Aa_G11220.h1.t1, Aa_G11250.h1.t1	As001G019690
OG0007474	Aa_G226580.h1.t1	As001G020310
OG0007475	Aa_G271970.h1.t1	As001G021380
OG0007476	Aa_G342000.h1.t1	As001G021500
OG0007477	Aa_G572760.h1.t1	As008G186460, As001G021550
OG0007478	Aa_G606570.h1.t1	As001G021730
OG0007479	Aa_G400810.h1.t1	As001G021870
OG0007480	Aa_G400850.h1.t1	As001G021900
OG0007481	Aa_G623660.h1.t1	As001G022200
OG0007482	Aa_G639540.h1.t1	As001G022300
OG0007483	Aa_G251420.h1.t1	As001G022400
OG0007484	Aa_G312300.h1.t1	As001G022940, As009G212260
OG0007485	Aa_G676340.h1.t1	As001G022980, As008G182690
OG0007486	Aa_G146280.h1.t1	As001G023750
OG0007487	Aa_G279520.h1.t1	As001G023850
OG0007488	Aa_G171990.h1.t1	As001G023910
OG0007489	Aa_G480330.h1.t1	As001G024010
OG0007490	Aa_G282040.h1.t1	As001G024150
OG0007491	Aa_G371550.h1.t1	As001G024210
OG0007492	Aa_G329060.h1.t1	As001G024610
OG0007493	Aa_G207100.h1.t1	As001G024800
OG0007494	Aa_G257390.h1.t1	As001G024930
OG0007495	Aa_G276790.h1.t1	As001G025310
OG0007496	Aa_G276830.h1.t1	As001G025350
OG0007497	Aa_G541890.h1.t1	As001G025690
OG0007498	Aa_G247950.h1.t1	As001G025820
OG0007499	Aa_G120920.h1.t1	As001G025890
OG0007500	Aa_G120870.h1.t1	As001G025930
OG0007501	Aa_G508030.h1.t1	As001G026080
OG0007502	Aa_G465250.h1.t1	As001G026090
OG0007503	Aa_G437820.h1.t1	As001G026280
OG0007504	Aa_G264250.h1.t1	As001G026630, As001G026650
OG0007505	Aa_G247620.h1.t1	As001G027680
OG0007506	Aa_G247650.h1.t1	As001G027720
OG0007508	Aa_G514460.h1.t1	As001G027900
OG0007509	Aa_G263610.h1.t1	As001G028100
OG0007510	Aa_G303720.h1.t1	As001G028260
OG0007511	Aa_G63780.h1.t1	As001G028440
OG0007512	Aa_G3650.h1.t1	As001G028570
OG0007513	Aa_G30820.h1.t1	As001G029040
OG0007514	Aa_G30760.h1.t1	As001G029070
OG0007515	Aa_G359630.h1.t1	As001G029280
OG0007516	Aa_G474680.h1.t1	As001G029510
OG0007517	Aa_G106530.h1.t1	As009G203740, As001G030150
OG0007518	Aa_G277390.h1.t1	As001G030360
OG0007519	Aa_G602160.h1.t1, Aa_G346410.h1.t1, Aa_G346390.h1.t1, Aa_G184670.h1.t1	As001G030410
OG0007520	Aa_G681180.h1.t1	As001G030810
OG0007521	Aa_G361540.h1.t1	As001G030970
OG0007522	Aa_G234510.h1.t1	As001G031230
OG0007523	Aa_G72470.h1.t1	As001G031450
OG0007524	Aa_G72450.h1.t1	As003G064110, As001G031470
OG0007525	Aa_G433410.h1.t1	As001G031600
OG0007526	Aa_G274780.h1.t1	As001G031670
OG0007527	Aa_G488330.h1.t1	As001G032080
OG0007528	Aa_G18480.h1.t1	As001G032120
OG0007529	Aa_G489100.h1.t1	As001G032210
OG0007530	Aa_G40200.h1.t1	As002G032330
OG0007532	Aa_G40250.h1.t1	As002G032360
OG0007533	Aa_G40390.h1.t1	As002G039160
OG0007534	Aa_G391300.h1.t1	As002G032470
OG0007535	Aa_G720.h1.t1	As002G032510
OG0007536	Aa_G240660.h1.t1	As002G032610
OG0007537	Aa_G5820.h1.t1	As002G032670
OG0007538	Aa_G281340.h1.t1	As002G033640
OG0007539	Aa_G281260.h1.t1	As002G033720
OG0007540	Aa_G401800.h1.t1	As002G033740
OG0007541	Aa_G101480.h1.t1	As002G034000
OG0007542	Aa_G101490.h1.t1	As002G034010
OG0007543	Aa_G101330.h1.t1	As002G034070
OG0007544	Aa_G34880.h1.t1, Aa_G34880.h2.t1	As002G034350
OG0007545	Aa_G34810.h1.t1	As002G034380
OG0007546	Aa_G34640.h1.t1	As002G034700
OG0007547	Aa_G34510.h1.t1	As002G034850
OG0007548	Aa_G226400.h1.t1	As002G035160, As002G035170
OG0007549	Aa_G616440.h1.t1	As002G035190
OG0007550	Aa_G551310.h1.t1	As002G035290
OG0007551	Aa_G338690.h1.t1	As002G035580
OG0007552	Aa_G302800.h1.t1	As002G035940, As002G035880
OG0007553	Aa_G73300.h1.t1	As002G035980
OG0007554	Aa_G136960.h1.t1	As002G036350
OG0007556	Aa_G195470.h1.t1	As002G037160
OG0007557	Aa_G285140.h1.t1	As002G037210
OG0007558	Aa_G216060.h1.t1	As002G037380
OG0007559	Aa_G397600.h1.t1, Aa_G492880.h1.t1	As002G037460
OG0007560	Aa_G102810.h1.t1	As002G037530
OG0007561	Aa_G102850.h1.t1	As002G037550
OG0007562	Aa_G5630.h1.t1	As002G037620
OG0007563	Aa_G231300.h1.t1	As002G037770
OG0007564	Aa_G5480.h1.t1	As002G037980
OG0007565	Aa_G5470.h1.t1	As002G038000
OG0007566	Aa_G5440.h1.t1	As002G038170
OG0007567	Aa_G40560.h1.t1	As002G038870
OG0007568	Aa_G167270.h1.t1, Aa_G40540.h1.t1	As002G038890
OG0007570	Aa_G82880.h1.t1	As002G040500
OG0007571	Aa_G295510.h1.t1	As002G041280, As002G041250, As002G041300, As002G041320, As004G089330
OG0007572	Aa_G513960.h1.t1	As003G065590
OG0007573	Aa_G313080.h1.t1	As002G042350
OG0007575	Aa_G456530.h1.t1	As002G042580
OG0007576	Aa_G124270.h1.t1	As002G042650
OG0007577	Aa_G376550.h1.t1	As002G042750
OG0007578	Aa_G312620.h1.t1	As002G044270
OG0007579	Aa_G134090.h1.t1	As002G044710
OG0007580	Aa_G206880.h1.t1	As002G044760
OG0007581	Aa_G381520.h1.t1	As002G044880
OG0007582	Aa_G656280.h1.t1	As002G044950
OG0007583	Aa_G636600.h1.t1	As002G044990
OG0007584	Aa_G134120.h1.t1	As002G045050
OG0007585	Aa_G198230.h1.t1	As002G045160
OG0007586	Aa_G88110.h1.t1, Aa_G610770.h1.t1	As002G045510
OG0007587	Aa_G141220.h1.t1	As002G045650
OG0007588	Aa_G54580.h1.t1	As002G046150
OG0007589	Aa_G123470.h1.t1	As002G046360
OG0007590	Aa_G542630.h1.t1	As002G046700
OG0007591	Aa_G48490.h1.t1	As002G047370
OG0007592	Aa_G673800.h1.t1	As002G047630, As006G134350
OG0007593	Aa_G253220.h1.t1	As002G047840
OG0007594	Aa_G216660.h1.t1	As002G047940
OG0007596	Aa_G355110.h1.t1	As002G048580
OG0007598	Aa_G168110.h1.t1	As002G048710
OG0007599	Aa_G168060.h1.t1	As002G048760
OG0007600	Aa_G307420.h1.t1	As002G049080
OG0007601	Aa_G607630.h1.t1	As002G049130
OG0007602	Aa_G227750.h1.t1	As002G049330
