Orthogroup	Arabis_alpina	Cochlearia_excelsa
OG0008389	Aa_G698160.h1.t1	g2409
OG0008390	Aa_G111340.h1.t1	g2398, g19217
OG0008391	Aa_G402250.h1.t1	g19191, g2344
OG0008392	Aa_G744990.h1.t1	g19185, g2338
OG0008393	Aa_G297370.h1.t1	g19174
OG0008394	Aa_G393770.h1.t1	g2327
OG0008395	Aa_G348560.h1.t1	g19166
OG0008396	Aa_G236030.h1.t1	g2460
OG0008397	Aa_G300490.h1.t1	g2296, g11300
OG0008398	Aa_G300500.h1.t1	g2295, g19157
OG0008399	Aa_G331280.h1.t1	g19137
OG0008400	Aa_G277000.h1.t1	g19159
OG0008401	Aa_G331310.h1.t1	g2272
OG0008402	Aa_G301500.h1.t1	g2254
OG0008403	Aa_G462010.h1.t1	g19092
OG0008404	Aa_G359130.h1.t1	g19081
OG0008405	Aa_G287270.h1.t1	g2171
OG0008406	Aa_G171090.h1.t1	g2144
OG0008407	Aa_G513090.h1.t1	g2070
OG0008408	Aa_G114810.h1.t1	g18982, g2118
OG0008409	Aa_G98520.h1.t1	g2035
OG0008410	Aa_G433110.h1.t1	g1978
OG0008411	Aa_G114100.h1.t1	g1989
OG0008412	Aa_G114110.h1.t1	g1990
OG0008413	Aa_G114180.h1.t1	g1997
OG0008414	Aa_G114230.h1.t1	g18929
OG0008415	Aa_G114300.h1.t1	g18920
OG0008416	Aa_G114310.h1.t1	g11204
OG0008417	Aa_G200020.h1.t1	g52089
OG0008418	Aa_G151350.h1.t1, Aa_G174510.h1.t1	g16857
OG0008419	Aa_G340590.h1.t1	g18896, g2021
OG0008420	Aa_G686870.h1.t1	g2024
OG0008421	Aa_G686840.h1.t1	g2025
OG0008422	Aa_G322980.h1.t1	g18879
OG0008423	Aa_G322930.h1.t1	g11199
OG0008424	Aa_G132740.h1.t1	g1960
OG0008425	Aa_G218950.h1.t1	g18859
OG0008426	Aa_G103370.h1.t1	g11192
OG0008427	Aa_G77340.h1.t1	g18826
OG0008430	Aa_G33540.h1.t1	g1815
OG0008431	Aa_G2280.h1.t1	g1788
OG0008432	Aa_G2310.h1.t1	g1786
OG0008433	Aa_G2430.h1.t1	g1780
OG0008434	Aa_G2530.h1.t1	g1768
OG0008435	Aa_G2500.h1.t1	g1773
OG0008437	Aa_G364370.h1.t1	g18743
OG0008438	Aa_G364400.h1.t1	g18746
OG0008439	Aa_G163660.h1.t1	g18762, g11146, g1742
OG0008440	Aa_G272960.h1.t1	g11145
OG0008441	Aa_G118260.h1.t1	g54344, g36687
OG0008442	Aa_G127820.h1.t1	g36670, g35874
OG0008445	Aa_G207210.h1.t1	g10965
OG0008447	Aa_G599710.h1.t1	g51707
OG0008450	Aa_G199210.h1.t1, Aa_G586150.h1.t1	g45994, g17999
OG0008452	Aa_G44600.h1.t1	g47667
OG0008454	Aa_G258420.h1.t1	g33266, g33567, g22397, g22452, g22311, g22370, g47843
OG0008456	Aa_G22380.h1.t1	g49553
OG0008459	Aa_G91510.h1.t1, Aa_G457670.h1.t1	g27138
OG0008461	Aa_G661490.h1.t1	g31565
OG0008464	Aa_G283930.h1.t1	g44842
OG0008465	Aa_G141430.h1.t1	g41563, g44844
OG0008466	Aa_G3780.h1.t1	g18043
OG0008468	Aa_G195580.h1.t1	g7393, g12333
OG0008469	Aa_G451920.h1.t1	g29840
OG0008470	Aa_G519820.h1.t1	g38309, g39725
OG0008471	Aa_G158260.h1.t1	g51087, g40025
OG0008472	Aa_G236270.h1.t1, Aa_G447140.h1.t1	g25018, g25107
OG0008473	Aa_G28030.h1.t1, Aa_G142240.h1.t1	g1269
OG0008475	Aa_G398440.h1.t1	g896
OG0008476	Aa_G31760.h1.t1	g39289
OG0008477	Aa_G173780.h1.t1	g28864
OG0008478	Aa_G398050.h1.t1	g582
OG0008479	Aa_G13510.h1.t1	g9859
OG0008480	Aa_G23410.h1.t1	g119
OG0008482	Aa_G617600.h1.t1	g32155
OG0008486	Aa_G597660.h1.t1	g1392
OG0008491	Aa_G102200.h1.t1	g10282
OG0008493	Aa_G103020.h1.t1	g34784
OG0008504	Aa_G445240.h1.t1	g23566
OG0008505	Aa_G317860.h1.t1	g23537
OG0008506	Aa_G23870.h1.t1	g47683
OG0008507	Aa_G186680.h1.t1	g23512
OG0008508	Aa_G304530.h1.t1	g17016
OG0008509	Aa_G57100.h1.t1	g47716
OG0008510	Aa_G749400.h1.t1	g47717
OG0008511	Aa_G289470.h1.t1	g23453
OG0008512	Aa_G680040.h1.t1	g23448
OG0008513	Aa_G623960.h1.t1	g47726
OG0008514	Aa_G279910.h1.t1	g23422
OG0008516	Aa_G158870.h1.t1	g23398
OG0008517	Aa_G646070.h1.t1	g47746
OG0008518	Aa_G230400.h1.t1	g671
OG0008519	Aa_G190530.h1.t1	g23376
OG0008520	Aa_G190560.h1.t1	g23374
OG0008521	Aa_G860280.h1.t1	g23329
OG0008522	Aa_G59870.h1.t1	g16949
OG0008523	Aa_G74680.h1.t1	g47790
OG0008524	Aa_G74860.h1.t1	g47795
OG0008525	Aa_G45780.h1.t1	g47796
OG0008526	Aa_G394910.h1.t1	g23284, g16932
OG0008527	Aa_G395020.h1.t1	g16930, g23278
OG0008528	Aa_G395050.h1.t1	g16926
OG0008529	Aa_G153940.h1.t1	g23249
OG0008530	Aa_G757820.h1.t1	g23219
OG0008531	Aa_G468810.h1.t1	g23234
OG0008532	Aa_G661850.h1.t1	g47827
OG0008533	Aa_G432590.h1.t1	g23200
OG0008534	Aa_G425220.h1.t1	g47820
OG0008535	Aa_G376600.h1.t1	g23191
OG0008536	Aa_G376590.h1.t1	g23190
OG0008537	Aa_G376570.h1.t1	g23189
OG0008538	Aa_G609990.h1.t1	g23183
OG0008540	Aa_G499500.h1.t1	g47874
OG0008541	Aa_G274320.h1.t1, Aa_G58570.h1.t1, Aa_G274350.h1.t1, Aa_G274330.h1.t1	g47865
OG0008542	Aa_G432470.h1.t1	g18186
OG0008543	Aa_G144800.h1.t1	g23095
OG0008544	Aa_G144830.h1.t1	g18208
OG0008545	Aa_G614680.h1.t1	g23077
OG0008546	Aa_G238270.h1.t1	g23059
OG0008547	Aa_G84900.h1.t1	g47900
OG0008548	Aa_G414300.h1.t1	g32523, g27749
OG0008550	Aa_G194310.h1.t1	g32540
OG0008551	Aa_G194180.h1.t1	g32549
OG0008553	Aa_G109320.h1.t1	g32614
OG0008554	Aa_G173170.h1.t1	g24301, g24298
OG0008555	Aa_G173250.h1.t1	g47194
OG0008556	Aa_G406700.h1.t1	g24325, g17565
OG0008557	Aa_G261900.h1.t1	g27187
OG0008558	Aa_G456080.h1.t1	g43893
OG0008559	Aa_G6720.h1.t1	g41134
OG0008560	Aa_G365900.h1.t1	g41112
OG0008561	Aa_G58480.h1.t1	g47831
OG0008562	Aa_G656790.h1.t1	g44031
OG0008563	Aa_G463930.h1.t1	g31224
OG0008564	Aa_G202680.h1.t1	g38259
OG0008565	Aa_G238470.h1.t1	g44106
OG0008566	Aa_G17440.h1.t1	g41032
OG0008567	Aa_G318340.h1.t1	g41002
OG0008568	Aa_G291270.h1.t1	g40999
OG0008570	Aa_G341990.h1.t1	g44154
OG0008571	Aa_G177320.h1.t1	g44167
OG0008572	Aa_G177290.h1.t1	g40970
OG0008574	Aa_G587090.h1.t1	g40952
OG0008575	Aa_G149930.h1.t1	g44186
OG0008576	Aa_G531860.h1.t1	g27164
OG0008577	Aa_G338900.h1.t1	g49782, g31336
OG0008578	Aa_G121130.h1.t1	g31578
OG0008579	Aa_G640070.h1.t1	g10775
OG0008580	Aa_G606450.h1.t1	g10762
OG0008581	Aa_G280940.h1.t1	g10742
OG0008582	Aa_G323190.h1.t1	g10721
OG0008583	Aa_G146270.h1.t1, Aa_G146260.h1.t1	g16701
OG0008584	Aa_G480480.h1.t1	g10661
OG0008585	Aa_G614820.h1.t1	g10653
OG0008586	Aa_G329050.h1.t1	g1563
OG0008587	Aa_G207020.h1.t1	g10605
OG0008588	Aa_G257350.h1.t1	g10599
OG0008589	Aa_G83320.h1.t1	g10588
OG0008590	Aa_G25780.h1.t1	g10567
OG0008591	Aa_G25620.h1.t1	g10555
OG0008592	Aa_G248020.h1.t1	g10541
OG0008593	Aa_G248000.h1.t1	g1601
OG0008594	Aa_G508070.h1.t1	g10516
OG0008595	Aa_G424630.h1.t1	g10505
OG0008596	Aa_G263380.h1.t1	g10498
OG0008597	Aa_G570800.h1.t1	g10459
OG0008598	Aa_G34130.h1.t1	g10458
OG0008599	Aa_G185290.h1.t1	g10417
OG0008600	Aa_G185310.h1.t1	g10415
OG0008601	Aa_G142460.h1.t1	g4295, g16503
OG0008602	Aa_G635210.h1.t1	g10399
OG0008603	Aa_G580980.h1.t1	g10397
OG0008606	Aa_G149720.h1.t1	g45004
OG0008607	Aa_G387730.h1.t1	g45030
OG0008610	Aa_G65860.h1.t1	g44262
OG0008611	Aa_G277470.h1.t1	g40739
OG0008612	Aa_G270040.h1.t1	g40768
OG0008613	Aa_G186250.h1.t1	g40775
OG0008614	Aa_G324250.h1.t1	g40818
OG0008616	Aa_G65930.h1.t1	g40801
OG0008617	Aa_G72480.h1.t1	g44248
OG0008618	Aa_G72490.h1.t1	g40846
OG0008619	Aa_G274790.h1.t1	g40863
OG0008620	Aa_G391130.h1.t1	g40890, g44232
OG0008621	Aa_G40190.h1.t1	g12272
OG0008622	Aa_G307740.h1.t1	g39304
OG0008624	Aa_G144290.h1.t1	g38151
OG0008625	Aa_G718940.h1.t1	g51972
OG0008626	Aa_G403680.h1.t1	g12402
OG0008627	Aa_G520010.h1.t1	g5720
OG0008628	Aa_G419570.h1.t1	g13073
OG0008629	Aa_G137060.h1.t1	g7418
OG0008630	Aa_G136870.h1.t1	g12348
OG0008631	Aa_G136770.h1.t1	g7402
OG0008632	Aa_G216120.h1.t1	g7377
OG0008633	Aa_G216050.h1.t1	g12319
OG0008634	Aa_G5540.h1.t1	g7347
OG0008635	Aa_G5460.h1.t1	g13130
OG0008636	Aa_G5450.h1.t1	g7342
OG0008637	Aa_G759740.h1.t1	g12292
OG0008638	Aa_G40500.h1.t1	g13139
OG0008639	Aa_G201650.h1.t1	g41149
OG0008640	Aa_G125860.h1.t1	g26831
OG0008641	Aa_G442840.h1.t1	g28260
OG0008642	Aa_G313110.h1.t1	g28281
OG0008643	Aa_G124250.h1.t1	g1364
OG0008644	Aa_G124220.h1.t1	g1362, g28300
OG0008645	Aa_G153050.h1.t1	g28304
OG0008646	Aa_G101860.h1.t1	g41193, g41175
OG0008647	Aa_G265320.h1.t1	g28350
OG0008648	Aa_G190330.h1.t1	g28385, g888
OG0008649	Aa_G308750.h1.t1	g41247
OG0008650	Aa_G94230.h1.t1	g907
OG0008651	Aa_G656270.h1.t1	g901
OG0008652	Aa_G636610.h1.t1	g41254
OG0008653	Aa_G198300.h1.t1	g28425, g922
OG0008654	Aa_G349230.h1.t1	g28426, g41291
OG0008655	Aa_G413860.h1.t1	g28432
OG0008656	Aa_G669050.h1.t1	g927, g28433
OG0008657	Aa_G88120.h1.t1	g28455
OG0008658	Aa_G141400.h1.t1, Aa_G82310.h1.t1, Aa_G82290.h1.t1	g930
OG0008659	Aa_G184110.h1.t1	g948
OG0008660	Aa_G54490.h1.t1	g28471
OG0008661	Aa_G54560.h1.t1	g955
OG0008662	Aa_G489810.h1.t1	g28497
OG0008663	Aa_G441950.h1.t1	g28507, g997
OG0008664	Aa_G442060.h1.t1	g28510
OG0008665	Aa_G48420.h1.t1	g28515
OG0008666	Aa_G48520.h1.t1	g28523
OG0008668	Aa_G253210.h1.t1	g28542, g39357
OG0008669	Aa_G242680.h1.t1	g28555
OG0008670	Aa_G242720.h1.t1	g1068
OG0008671	Aa_G232840.h1.t1	g28558
OG0008672	Aa_G22020.h1.t1, Aa_G488010.h1.t1	g39338
OG0008673	Aa_G22000.h1.t1	g1083
OG0008674	Aa_G197800.h1.t1	g28592
OG0008675	Aa_G331630.h1.t1	g28609
OG0008676	Aa_G69040.h1.t1	g28622
OG0008677	Aa_G307350.h1.t1	g28632
OG0008678	Aa_G228170.h1.t1	g1118
OG0008679	Aa_G31740.h1.t1	g28666
OG0008680	Aa_G31620.h1.t1	g28680
OG0008681	Aa_G31610.h1.t1	g28681
OG0008682	Aa_G90130.h1.t1	g10306
OG0008683	Aa_G103490.h1.t1	g10301
OG0008684	Aa_G103480.h1.t1	g10300
OG0008685	Aa_G19550.h1.t1	g29362, g5282
OG0008686	Aa_G19530.h1.t1	g29364
OG0008687	Aa_G385330.h1.t1	g29378
OG0008688	Aa_G385300.h1.t1	g29374
OG0008690	Aa_G155200.h1.t1	g5295
OG0008692	Aa_G138200.h1.t1	g45592
OG0008693	Aa_G256580.h1.t1	g45587
OG0008694	Aa_G215850.h1.t1	g5335, g29418
OG0008695	Aa_G278960.h1.t1	g5344
OG0008696	Aa_G267700.h1.t1	g5347
OG0008698	Aa_G158490.h1.t1	g5377
OG0008699	Aa_G168600.h1.t1	g29483, g5403
OG0008700	Aa_G98230.h1.t1	g45540
OG0008701	Aa_G159160.h1.t1	g45534
OG0008702	Aa_G356480.h1.t1	g5426, g29513
OG0008703	Aa_G152750.h1.t1	g29540
OG0008704	Aa_G516730.h1.t1	g29550
OG0008705	Aa_G231110.h1.t1	g29554
OG0008706	Aa_G130530.h1.t1	g29566
OG0008707	Aa_G635940.h1.t1	g45503
OG0008708	Aa_G210880.h1.t1	g29574
OG0008709	Aa_G210680.h1.t1	g5500, g29586
OG0008710	Aa_G319270.h1.t1	g5509
OG0008711	Aa_G587760.h1.t1	g5526
OG0008712	Aa_G611230.h1.t1	g5531
OG0008713	Aa_G76460.h1.t1	g29607
OG0008714	Aa_G471580.h1.t1	g29621
OG0008715	Aa_G96310.h1.t1	g24286
OG0008716	Aa_G520190.h1.t1	g24244, g47226
OG0008717	Aa_G604440.h1.t1	g47235
OG0008719	Aa_G652540.h1.t1	g47239, g17520
OG0008720	Aa_G152300.h1.t1	g24233, g17519
OG0008721	Aa_G575640.h1.t1	g24230
OG0008722	Aa_G176320.h1.t1	g47257, g24209
OG0008724	Aa_G239390.h1.t1	g10982
OG0008725	Aa_G78160.h1.t1	g24151
OG0008726	Aa_G78200.h1.t1	g47302
OG0008727	Aa_G455340.h1.t1	g17428, g24129
OG0008728	Aa_G299600.h1.t1	g24124
OG0008729	Aa_G460290.h1.t1	g17409
OG0008731	Aa_G204030.h1.t1	g24075
OG0008732	Aa_G588560.h1.t1	g24068
OG0008733	Aa_G103030.h1.t1, Aa_G581670.h1.t1	g24053
OG0008734	Aa_G297820.h1.t1	g47358
OG0008736	Aa_G318040.h1.t1	g24008
OG0008737	Aa_G298580.h1.t1	g47402
OG0008738	Aa_G42760.h1.t1	g47430
OG0008739	Aa_G35020.h1.t1	g40401
OG0008740	Aa_G585500.h1.t1	g47434
OG0008741	Aa_G19920.h1.t1	g17275
OG0008742	Aa_G20060.h1.t1	g23922
OG0008743	Aa_G171520.h1.t1	g17272
OG0008744	Aa_G301690.h1.t1	g47452
OG0008745	Aa_G55660.h1.t1	g23893, g47459
OG0008746	Aa_G101730.h1.t1	g44697
OG0008747	Aa_G124430.h1.t1	g17249
OG0008748	Aa_G425050.h1.t1	g40307, g25782
OG0008749	Aa_G300890.h1.t1	g32680
OG0008750	Aa_G310760.h1.t1	g32738
OG0008751	Aa_G377010.h1.t1	g27810
OG0008752	Aa_G511180.h1.t1	g50753, g32767
OG0008753	Aa_G507080.h1.t1	g32851
OG0008754	Aa_G322420.h1.t1, Aa_G250110.h1.t1	g32993
OG0008755	Aa_G82640.h1.t1	g35950, g53898
OG0008756	Aa_G288770.h1.t1	g28144
OG0008757	Aa_G326540.h1.t1	g32291, g50420
OG0008758	Aa_G128480.h1.t1, Aa_G128490.h1.t1	g36186
OG0008759	Aa_G130720.h1.t1	g32305
OG0008760	Aa_G329850.h1.t1	g50460
OG0008761	Aa_G303450.h1.t1	g44572
OG0008762	Aa_G348090.h1.t1	g50503
OG0008763	Aa_G348140.h1.t1	g32392
OG0008764	Aa_G108350.h1.t1	g27689
OG0008765	Aa_G279730.h1.t1	g50552
OG0008766	Aa_G216400.h1.t1	g50565
OG0008767	Aa_G476230.h1.t1	g32502
OG0008768	Aa_G355740.h1.t1	g50569
OG0008769	Aa_G157010.h1.t1	g47932
OG0008770	Aa_G376380.h1.t1	g22974
OG0008771	Aa_G514620.h1.t1	g22960
OG0008772	Aa_G179600.h1.t1, Aa_G179590.h1.t1	g22922
OG0008773	Aa_G223160.h1.t1	g22904
OG0008774	Aa_G214260.h1.t1	g22878
OG0008775	Aa_G139440.h1.t1	g22869
OG0008776	Aa_G575880.h1.t1	g22855
OG0008777	Aa_G540770.h1.t1	g22851
OG0008778	Aa_G615860.h1.t1	g22806
OG0008779	Aa_G615880.h1.t1	g22803
OG0008780	Aa_G294470.h1.t1	g22789
OG0008782	Aa_G294320.h1.t1	g22778, g22777
OG0008783	Aa_G381650.h1.t1	g22743
OG0008784	Aa_G352050.h1.t1	g18304, g38522
OG0008785	Aa_G291800.h1.t1	g23619
OG0008787	Aa_G158690.h1.t1, Aa_G335800.h1.t1	g46839
OG0008788	Aa_G551830.h1.t1	g46758
OG0008789	Aa_G581370.h1.t1	g37509
OG0008790	Aa_G245660.h1.t1, Aa_G245660.h2.t1	g16905
OG0008791	Aa_G355730.h1.t1	g32509
OG0008792	Aa_G464220.h1.t1, Aa_G560600.h1.t1, Aa_G88840.h1.t1	g29720
OG0008793	Aa_G489240.h1.t1, Aa_G915050.h1.t1, Aa_G489250.h1.t1	g32578
OG0008794	Aa_G24760.h1.t1	g51536
OG0008795	Aa_G3390.h1.t1	g40264
OG0008796	Aa_G305710.h1.t1	g51406
OG0008797	Aa_G332180.h1.t1	g37062
OG0008798	Aa_G492530.h1.t1	g37048
OG0008799	Aa_G595780.h1.t1	g37052
OG0008800	Aa_G15880.h1.t1	g52273, g37625
OG0008801	Aa_G604600.h1.t1	g18465, g18424
OG0008802	Aa_G414550.h1.t1	g40308
OG0008803	Aa_G289300.h1.t1	g40354
OG0008804	Aa_G35220.h1.t1	g45142
OG0008805	Aa_G35060.h1.t1	g40399, g25668
OG0008806	Aa_G428690.h1.t1	g25602
OG0008807	Aa_G94130.h1.t1	g25604
OG0008809	Aa_G257160.h1.t1	g25580
OG0008810	Aa_G631470.h1.t1	g40464
OG0008811	Aa_G41860.h1.t1	g25542
OG0008812	Aa_G103010.h1.t1	g40493
OG0008813	Aa_G479990.h1.t1	g40495
OG0008814	Aa_G123720.h1.t1	g11033
OG0008815	Aa_G200150.h1.t1	g40531
OG0008816	Aa_G149480.h1.t1	g40555
OG0008817	Aa_G419980.h1.t1	g10966
OG0008818	Aa_G207270.h1.t1	g40588
OG0008819	Aa_G26350.h1.t1, Aa_G26340.h1.t1	g10922
OG0008820	Aa_G295630.h1.t1	g40647
OG0008821	Aa_G41310.h1.t1	g10906
OG0008822	Aa_G63420.h1.t1	g40721, g10844
OG0008823	Aa_G63430.h1.t1	g40722
OG0008824	Aa_G452230.h1.t1	g46871, g25206
OG0008825	Aa_G168490.h1.t1	g46946
OG0008826	Aa_G311110.h1.t1	g24752, g24757
OG0008827	Aa_G183920.h1.t1	g46652
OG0008828	Aa_G67540.h1.t1	g46995
OG0008829	Aa_G694790.h1.t1	g13490
OG0008830	Aa_G250880.h1.t1	g24562
OG0008831	Aa_G408320.h1.t1	g17726
OG0008832	Aa_G574800.h1.t1	g24534
OG0008833	Aa_G31010.h1.t1	g47075
OG0008834	Aa_G764520.h1.t1	g17684
OG0008835	Aa_G482200.h1.t1	g24471
OG0008836	Aa_G573930.h1.t1	g36165, g14875, g52876, g43248, g47105
OG0008837	Aa_G37860.h1.t1	g47106
OG0008838	Aa_G568810.h1.t1	g16849
OG0008839	Aa_G370830.h1.t1	g46655
OG0008840	Aa_G266760.h1.t1	g46664
OG0008841	Aa_G298330.h1.t1	g16802
OG0008842	Aa_G298350.h1.t1	g46651, g16804
OG0008843	Aa_G201130.h1.t1	g16779, g16781
OG0008844	Aa_G185030.h1.t1	g46626
OG0008845	Aa_G184950.h1.t1	g46622
OG0008846	Aa_G13090.h1.t1	g5965
OG0008847	Aa_G13010.h1.t1	g37766
OG0008848	Aa_G12960.h1.t1	g37764
OG0008849	Aa_G469440.h1.t1	g37686
OG0008850	Aa_G332670.h1.t1	g50790
OG0008851	Aa_G196970.h1.t1	g50783
OG0008852	Aa_G16820.h1.t1	g52296
OG0008853	Aa_G16890.h1.t1	g52295
OG0008854	Aa_G15860.h1.t1	g37627
OG0008855	Aa_G16250.h1.t1	g37610
OG0008856	Aa_G443470.h1.t1	g37591
OG0008857	Aa_G175120.h1.t1	g37586
OG0008858	Aa_G175190.h1.t1	g37579, g52241
OG0008859	Aa_G103400.h1.t1	g1930
OG0008860	Aa_G100590.h1.t1	g38226
OG0008861	Aa_G595240.h1.t1	g52158
OG0008863	Aa_G360530.h1.t1	g52148
OG0008864	Aa_G551940.h1.t1	g37523
OG0008865	Aa_G125440.h1.t1	g37496
OG0008866	Aa_G280580.h1.t1, Aa_G280590.h1.t1	g52094
OG0008867	Aa_G262230.h1.t1	g18909
OG0008868	Aa_G374640.h1.t1, Aa_G374650.h1.t1	g52077
OG0008869	Aa_G210250.h1.t1	g37446
OG0008870	Aa_G66240.h1.t1	g38183
OG0008871	Aa_G210190.h1.t1	g37443
OG0008872	Aa_G267590.h1.t1	g5361
OG0008873	Aa_G422500.h1.t1	g52010
OG0008874	Aa_G145830.h1.t1	g37402
OG0008875	Aa_G188450.h1.t1	g51995
OG0008876	Aa_G236350.h1.t1	g37391
OG0008877	Aa_G613110.h1.t1, Aa_G54130.h1.t1	g45289
OG0008878	Aa_G612090.h1.t1	g45294
OG0008879	Aa_G490130.h1.t1	g5814
OG0008880	Aa_G18610.h1.t1	g5807
OG0008881	Aa_G5930.h1.t1, Aa_G85310.h1.t1	g5788
OG0008882	Aa_G260670.h1.t1	g29847
OG0008883	Aa_G451910.h1.t1	g5752
OG0008884	Aa_G519960.h1.t1	g29831
OG0008885	Aa_G226380.h1.t1	g5717
OG0008886	Aa_G337140.h1.t1	g29809
OG0008887	Aa_G140710.h1.t1	g5698
OG0008888	Aa_G181370.h1.t1	g29112
OG0008889	Aa_G181220.h1.t1	g656, g29127
OG0008890	Aa_G181250.h1.t1	g653, g28980
OG0008891	Aa_G478110.h1.t1	g28975
OG0008892	Aa_G68210.h1.t1, Aa_G171800.h1.t1	g704
OG0008893	Aa_G68190.h1.t1	g705
OG0008894	Aa_G478090.h1.t1	g664
OG0008895	Aa_G15520.h1.t1	g41401, g28929
OG0008896	Aa_G165630.h1.t1	g448
OG0008897	Aa_G633710.h2.t1, Aa_G633710.h1.t1	g28909
OG0008898	Aa_G633680.h1.t1	g743
OG0008899	Aa_G444230.h1.t1	g41371, g28901
OG0008900	Aa_G9070.h1.t1	g763
OG0008901	Aa_G9040.h1.t1	g28897
OG0008902	Aa_G8860.h1.t1	g770
OG0008903	Aa_G459150.h1.t1	g28873
OG0008904	Aa_G707140.h1.t1	g28871
OG0008905	Aa_G815710.h1.t1	g816
OG0008906	Aa_G583140.h1.t1	g41333
OG0008907	Aa_G127220.h1.t1	g831
OG0008908	Aa_G234760.h1.t1	g28805
OG0008909	Aa_G76150.h1.t1	g266
OG0008910	Aa_G33910.h1.t1	g1295
OG0008911	Aa_G33900.h1.t1	g28783
OG0008913	Aa_G821710.h1.t1	g28763
OG0008914	Aa_G448470.h1.t1	g28761
OG0008916	Aa_G345470.h1.t1	g1245, g39248
OG0008917	Aa_G28210.h1.t1	g28746
OG0008918	Aa_G297110.h1.t1	g1257, g28700
OG0008919	Aa_G345580.h1.t1	g1240
OG0008920	Aa_G345630.h1.t1	g1236
OG0008921	Aa_G246220.h1.t1	g1232
OG0008922	Aa_G76050.h1.t1	g274
OG0008923	Aa_G76100.h1.t1	g9799, g270
OG0008924	Aa_G151820.h1.t1	g49612
OG0008925	Aa_G76210.h1.t1	g9796
OG0008927	Aa_G51570.h1.t1	g9770, g240
OG0008928	Aa_G21050.h1.t1	g9753
OG0008929	Aa_G20900.h1.t1	g9746
OG0008930	Aa_G704380.h1.t1	g197
OG0008931	Aa_G681060.h1.t1	g177
OG0008932	Aa_G37130.h1.t1	g9724
OG0008933	Aa_G23470.h1.t1	g117, g9687
OG0008934	Aa_G23570.h1.t1	g107
OG0008935	Aa_G383040.h1.t1	g88
OG0008936	Aa_G165770.h1.t1	g9669
OG0008937	Aa_G180820.h1.t1	g9660
OG0008938	Aa_G147140.h1.t1	g9644
OG0008939	Aa_G147120.h1.t1	g19653
OG0008940	Aa_G147000.h1.t1	g19647, g38
OG0008941	Aa_G43760.h1.t1	g19644
OG0008942	Aa_G43820.h1.t1	g27
OG0008944	Aa_G44030.h1.t1	g11353
OG0008945	Aa_G113910.h1.t1	g14, g9626
OG0008947	Aa_G425540.h1.t1	g45269
OG0008948	Aa_G94420.h1.t1	g26863
OG0008949	Aa_G299910.h1.t1	g25358
OG0008950	Aa_G242220.h1.t1	g25351
OG0008951	Aa_G242250.h1.t1	g39452
OG0008952	Aa_G53250.h1.t1	g45255
OG0008953	Aa_G67820.h1.t1	g45263
OG0008954	Aa_G53150.h1.t1	g39492
OG0008955	Aa_G191370.h1.t1	g39536, g25449
OG0008956	Aa_G191480.h1.t1	g39540
OG0008957	Aa_G191660.h1.t1	g39555
OG0008958	Aa_G188790.h1.t1	g39605
OG0008959	Aa_G188870.h1.t1	g39611
OG0008960	Aa_G189220.h1.t1	g25496
OG0008961	Aa_G189240.h1.t1	g39634
OG0008962	Aa_G208710.h1.t1	g51348
OG0008963	Aa_G756660.h1.t1	g39704
OG0008964	Aa_G756680.h1.t1	g39706
OG0008965	Aa_G359970.h1.t1	g46869
OG0008967	Aa_G208750.h1.t1	g51341, g39748
OG0008968	Aa_G183620.h1.t1	g51335
OG0008970	Aa_G148580.h1.t1	g39767
OG0008971	Aa_G148660.h1.t1	g51321
OG0008973	Aa_G346510.h1.t1	g39807
OG0008974	Aa_G117140.h1.t1	g51304
OG0008977	Aa_G167460.h1.t1	g51251
OG0008978	Aa_G343080.h1.t1	g39850
OG0008979	Aa_G589100.h1.t1	g39869
OG0008980	Aa_G86080.h1.t1	g39884, g37902
OG0008981	Aa_G365390.h1.t1	g39897
OG0008982	Aa_G35360.h1.t1	g51194
OG0008984	Aa_G541560.h1.t1	g51139
OG0008985	Aa_G763050.h1.t1	g40015
OG0008986	Aa_G459860.h1.t1	g51120
OG0008987	Aa_G243190.h1.t1	g37849
OG0008988	Aa_G243140.h1.t1	g40003
OG0008989	Aa_G627890.h1.t1	g37845, g39981
OG0008990	Aa_G60100.h1.t1	g51090
OG0008991	Aa_G18150.h1.t1	g40038
OG0008992	Aa_G140510.h1.t1	g40048
OG0008993	Aa_G568670.h1.t1	g53382
OG0008994	Aa_G210650.h1.t1	g40089
OG0008995	Aa_G371220.h1.t1	g40090
OG0008996	Aa_G529630.h1.t1	g40125
OG0008997	Aa_G319260.h1.t1, Aa_G804570.h1.t1	g40119
OG0008998	Aa_G55720.h1.t1	g40115
OG0008999	Aa_G541870.h1.t1, Aa_G266940.h1.t1	g40102
OG0009001	Aa_G363340.h1.t1	g38272
OG0009002	Aa_G35750.h1.t1	g51068
OG0009004	Aa_G217430.h1.t1	g23632
OG0009005	Aa_G77820.h1.t1	g17086
OG0009006	Aa_G512220.h1.t1	g23658
OG0009007	Aa_G326990.h1.t1	g49985
OG0009008	Aa_G327010.h1.t1	g7929
OG0009009	Aa_G327020.h1.t1	g7930
OG0009010	Aa_G451650.h1.t1	g7942
OG0009011	Aa_G451660.h1.t1	g7941
OG0009012	Aa_G52590.h1.t1	g7946
OG0009013	Aa_G514920.h1.t1	g23704
