Orthogroup	Arabis_alpina	Cardamine_glauca
OG0010866	Aa_G507050.h1.t1	Cg006G210070
OG0010867	Aa_G368900.h1.t1	Cg006G209880
OG0010868	Aa_G101120.h1.t1	Cg005G166230
OG0010869	Aa_G27690.h1.t1	Cg006G204720
OG0010871	Aa_G54760.h1.t1	Cg006G206160
OG0010872	Aa_G438570.h1.t1, Aa_G438500.h1.t1	Cg006G203010
OG0010874	Aa_G329820.h1.t1	Cg006G218400
OG0010875	Aa_G498700.h1.t1	Cg006G218120
OG0010877	Aa_G650840.h1.t1	Cg006G218050
OG0010878	Aa_G408560.h1.t1	Cg006G217790
OG0010879	Aa_G538600.h1.t1	Cg006G216240
OG0010880	Aa_G138730.h1.t1	Cg006G215950
OG0010881	Aa_G279690.h1.t1	Cg006G215810
OG0010882	Aa_G216310.h1.t1	Cg006G215660
OG0010883	Aa_G476180.h1.t1	Cg006G215340
OG0010884	Aa_G157080.h1.t1	Cg001G004520, Cg001G004530
OG0010885	Aa_G285860.h1.t1	Cg001G003990
OG0010886	Aa_G179450.h1.t1	Cg001G003790
OG0010887	Aa_G99900.h1.t1	Cg004G154440
OG0010888	Aa_G493150.h1.t1	Cg001G003510
OG0010889	Aa_G223110.h1.t1	Cg001G003460
OG0010890	Aa_G153350.h1.t1	Cg001G002760
OG0010891	Aa_G153280.h1.t1	Cg001G002690
OG0010892	Aa_G237310.h1.t1	Cg001G002200
OG0010893	Aa_G486270.h1.t1	Cg001G001790
OG0010894	Aa_G381700.h1.t1	Cg001G001600
OG0010896	Aa_G468090.h1.t1	Cg001G000880
OG0010897	Aa_G138060.h1.t1	Cg001G000500
OG0010898	Aa_G650390.h1.t1	Cg001G000450
OG0010899	Aa_G36470.h1.t1	Cg005G193960
OG0010900	Aa_G36450.h1.t1	Cg005G193980
OG0010901	Aa_G541060.h1.t1	Cg001G000160
OG0010902	Aa_G219370.h1.t1	Cg001G000220
OG0010903	Aa_G219300.h1.t1	Cg001G000280
OG0010904	Aa_G219290.h1.t1	Cg001G000290
OG0010905	Aa_G487050.h1.t1	Cg001G000050
OG0010906	Aa_G447080.h1.t1	Cg001G034380
OG0010907	Aa_G65160.h1.t1	Cg001G034650
OG0010908	Aa_G266720.h1.t1	Cg001G035800
OG0010909	Aa_G306600.h1.t1	Cg004G139890
OG0010910	Aa_G336550.h1.t1	Cg001G036780
OG0010911	Aa_G110000.h1.t1	Cg001G038370
OG0010912	Aa_G421560.h1.t1	Cg001G038450
OG0010913	Aa_G365240.h1.t1	Cg001G038670
OG0010914	Aa_G443230.h1.t1	Cg001G038970
OG0010915	Aa_G169330.h1.t1	Cg001G039760
OG0010916	Aa_G264000.h1.t1	Cg005G171610
OG0010917	Aa_G263950.h1.t1	Cg005G171560
OG0010918	Aa_G52130.h1.t1	Cg005G171290
OG0010919	Aa_G16550.h1.t1, Aa_G549300.h1.t1	Cg006G213280
OG0010920	Aa_G3380.h1.t1	Cg003G085280
OG0010921	Aa_G3430.h1.t1	Cg007G263610, Cg007G262530
OG0010922	Aa_G712210.h1.t1	Cg003G087060
OG0010923	Aa_G151090.h1.t1	Cg003G087830
OG0010924	Aa_G12570.h1.t1, Aa_G231830.h1.t1	Cg003G087290
OG0010925	Aa_G142220.h1.t1	Cg005G172320
OG0010926	Aa_G464400.h1.t1, Aa_G512450.h1.t1	Cg005G172510
OG0010927	Aa_G438710.h1.t1	Cg005G172730
OG0010928	Aa_G337790.h1.t1	Cg005G172790
OG0010929	Aa_G215110.h1.t1	Cg008G318860
OG0010930	Aa_G150420.h1.t1	Cg008G314570
OG0010931	Aa_G150500.h1.t1	Cg008G315060
OG0010933	Aa_G150630.h1.t1	Cg008G315540
OG0010934	Aa_G39550.h1.t1	Cg008G316100, Cg003G087190
OG0010935	Aa_G453810.h1.t1	Cg003G084140
OG0010936	Aa_G107460.h1.t1	Cg003G083240
OG0010937	Aa_G211170.h1.t1	Cg003G082540
OG0010938	Aa_G225610.h1.t1	Cg003G081750
OG0010939	Aa_G320560.h1.t1	Cg003G080640
OG0010940	Aa_G257100.h1.t1, Aa_G730230.h1.t1	Cg003G093700, Cg003G080280
OG0010941	Aa_G257050.h1.t1	Cg003G080230, Cg003G093740
OG0010942	Aa_G257010.h1.t1	Cg003G093800, Cg003G080200
OG0010943	Aa_G373260.h1.t1	Cg003G080150, Cg003G093850
OG0010944	Aa_G480010.h1.t1	Cg008G320910
OG0010945	Aa_G131750.h1.t1	Cg007G268090
OG0010946	Aa_G118070.h1.t1	Cg008G322650
OG0010947	Aa_G176610.h1.t1	Cg008G322880
OG0010948	Aa_G586170.h1.t1	Cg008G322970
OG0010949	Aa_G208090.h1.t1	Cg008G323520, Cg008G323810
OG0010950	Aa_G26280.h1.t1	Cg008G324200
OG0010951	Aa_G213810.h1.t1	Cg008G324680
OG0010952	Aa_G63490.h1.t1	Cg008G325360
OG0010953	Aa_G162940.h1.t1	Cg008G324940
OG0010954	Aa_G170.h1.t1	Cg004G143670
OG0010955	Aa_G130.h1.t1	Cg004G143600
OG0010957	Aa_G50.h1.t1	Cg004G143500
OG0010959	Aa_G391420.h1.t1, Aa_G10170.h1.t1	Cg005G166460
OG0010960	Aa_G66690.h1.t1	Cg001G029540
OG0010961	Aa_G206600.h1.t1	Cg001G028680
OG0010962	Aa_G206660.h1.t1	Cg001G028600
OG0010963	Aa_G341590.h1.t1	Cg001G028500
OG0010964	Aa_G367900.h1.t1	Cg001G028440
OG0010965	Aa_G271990.h1.t1	Cg007G259120
OG0010967	Aa_G496680.h1.t1	Cg001G026020
OG0010969	Aa_G151510.h1.t1	Cg001G040510
OG0010970	Aa_G151390.h1.t1	Cg004G144310
OG0010971	Aa_G356900.h1.t1	Cg004G144370
OG0010972	Aa_G356890.h1.t1	Cg004G144400
OG0010973	Aa_G356850.h1.t1	Cg001G040750
OG0010974	Aa_G495330.h1.t1	Cg001G041060
OG0010975	Aa_G245090.h1.t1	Cg001G041150
OG0010976	Aa_G266710.h1.t1	Cg001G041270
OG0010977	Aa_G266780.h1.t1	Cg001G041350
OG0010979	Aa_G372920.h1.t1	Cg001G043040
OG0010980	Aa_G12940.h1.t1	Cg005G157740
OG0010981	Aa_G12880.h1.t1	Cg005G157810
OG0010983	Aa_G731290.h1.t1	Cg005G158160
OG0010984	Aa_G226150.h1.t1	Cg005G158280
OG0010985	Aa_G226070.h1.t1	Cg005G158380
OG0010986	Aa_G453030.h1.t1	Cg005G158510
OG0010987	Aa_G462220.h1.t1	Cg005G158960
OG0010988	Aa_G16830.h1.t1	Cg005G159600
OG0010989	Aa_G15890.h1.t1	Cg005G160030
OG0010990	Aa_G15980.h1.t1	Cg005G160120
OG0010991	Aa_G15990.h1.t1	Cg005G160130
OG0010992	Aa_G289710.h1.t1	Cg005G160530
OG0010993	Aa_G175210.h1.t1	Cg005G160770
OG0010994	Aa_G265070.h1.t1	Cg005G161180
OG0010995	Aa_G265080.h1.t1	Cg005G161190
OG0010996	Aa_G265180.h1.t1	Cg005G161290
OG0010997	Aa_G288480.h1.t1	Cg005G161430
OG0010998	Aa_G340560.h1.t1	Cg002G047060
OG0010999	Aa_G81890.h1.t1	Cg007G268610, Cg007G268630, Cg007G268620
OG0011000	Aa_G450770.h1.t1	Cg005G162970
OG0011001	Aa_G199970.h1.t1	Cg005G163100
OG0011002	Aa_G374700.h1.t1	Cg005G163350
OG0011003	Aa_G210130.h1.t1	Cg005G163690
OG0011004	Aa_G422450.h1.t1	Cg005G164140
OG0011005	Aa_G145780.h1.t1	Cg005G164210
OG0011006	Aa_G145860.h1.t1	Cg005G164270
OG0011007	Aa_G145870.h1.t1	Cg005G164280
OG0011008	Aa_G188350.h1.t1	Cg005G164370
OG0011009	Aa_G188380.h1.t1	Cg005G164400
OG0011010	Aa_G264680.h1.t1	Cg008G282110
OG0011011	Aa_G481270.h1.t1	Cg008G282170
OG0011012	Aa_G481280.h1.t1	Cg008G282180
OG0011013	Aa_G626120.h1.t1	Cg008G282240
OG0011014	Aa_G53820.h1.t1	Cg008G282260
OG0011015	Aa_G53900.h1.t1	Cg008G282290
OG0011016	Aa_G384360.h1.t1	Cg003G079600, Cg003G094420
OG0011018	Aa_G506860.h1.t1	Cg008G283280
OG0011019	Aa_G260590.h1.t1	Cg008G283410
OG0011020	Aa_G260630.h1.t1	Cg008G283440
OG0011021	Aa_G260800.h1.t1	Cg008G283600
OG0011023	Aa_G170190.h1.t1	Cg008G284130
OG0011024	Aa_G259050.h1.t1	Cg008G284740
OG0011025	Aa_G259010.h1.t1	Cg008G284790
OG0011026	Aa_G112850.h1.t1	Cg008G305940
OG0011027	Aa_G68170.h1.t1	Cg008G300660
OG0011028	Aa_G113710.h1.t1	Cg003G115880
OG0011029	Aa_G15450.h1.t1	Cg008G301020
OG0011030	Aa_G314240.h1.t1	Cg008G301170
OG0011031	Aa_G633720.h1.t1	Cg008G301360
OG0011032	Aa_G444270.h1.t1	Cg008G301540
OG0011033	Aa_G8930.h1.t1	Cg008G301730
OG0011034	Aa_G8880.h1.t1	Cg008G301770
OG0011035	Aa_G174000.h1.t1, Aa_G173990.h1.t1	Cg008G302280
OG0011036	Aa_G173980.h1.t1	Cg008G302290
OG0011038	Aa_G127130.h1.t1	Cg003G108300
OG0011039	Aa_G337330.h1.t1	Cg003G108190
OG0011040	Aa_G338290.h1.t1	Cg003G108170
OG0011041	Aa_G27930.h1.t1	Cg003G106990
OG0011042	Aa_G28110.h1.t1	Cg003G107130
OG0011043	Aa_G345670.h1.t1	Cg003G106550
OG0011044	Aa_G75930.h1.t1	Cg003G111430
OG0011045	Aa_G76130.h1.t1	Cg003G111700
OG0011046	Aa_G268400.h1.t1	Cg003G112000
OG0011047	Aa_G268410.h1.t1	Cg003G112010
OG0011048	Aa_G51690.h1.t1	Cg003G112080
OG0011049	Aa_G21060.h1.t1	Cg003G112550
OG0011050	Aa_G555490.h1.t1	Cg002G056260
OG0011051	Aa_G147060.h1.t1	Cg003G115060
OG0011052	Aa_G147050.h1.t1	Cg003G115070
OG0011053	Aa_G43780.h1.t1	Cg003G115320
OG0011054	Aa_G113960.h1.t1	Cg003G115620
OG0011055	Aa_G113810.h1.t1	Cg003G115800
OG0011056	Aa_G113650.h1.t1	Cg001G006420
OG0011057	Aa_G425570.h1.t1	Cg003G076510, Cg014G333060
OG0011058	Aa_G425580.h1.t1	Cg014G333070, Cg003G076500
OG0011059	Aa_G299930.h1.t1	Cg003G076270, Cg014G333310
OG0011060	Aa_G242260.h1.t1, Aa_G242300.h1.t1	Cg003G076180
OG0011061	Aa_G67750.h1.t1	Cg014G332400, Cg003G077210
OG0011062	Aa_G347460.h1.t1	Cg003G077970, Cg014G331690
OG0011063	Aa_G347390.h1.t1	Cg003G077900, Cg014G331760
OG0011064	Aa_G563090.h1.t1, Aa_G347380.h1.t1	Cg003G077890, Cg014G331770
OG0011065	Aa_G443950.h1.t1, Aa_G347350.h1.t1, Aa_G46860.h1.t1	Cg014G331790, Cg003G077860
OG0011066	Aa_G46820.h1.t1	Cg003G077820, Cg014G331830
OG0011067	Aa_G46790.h1.t1	Cg014G331870, Cg003G077770
OG0011068	Aa_G46680.h1.t1	Cg003G077610, Cg014G332000
OG0011069	Aa_G46610.h1.t1	Cg014G332050, Cg003G077560
OG0011070	Aa_G191400.h1.t1	Cg003G077430, Cg014G332190
OG0011071	Aa_G191620.h1.t1	Cg014G331460, Cg003G078190
OG0011072	Aa_G99610.h1.t1	Cg003G078440, Cg014G331160
OG0011073	Aa_G588700.h1.t1	Cg014G331120, Cg003G078480
OG0011074	Aa_G179940.h1.t1	Cg003G078610, Cg014G330940
OG0011075	Aa_G188920.h1.t1	Cg003G078940, Cg003G095010
OG0011076	Aa_G188880.h1.t1	Cg003G078900, Cg003G095050
OG0011077	Aa_G384410.h1.t1	Cg003G094460, Cg003G079550
OG0011078	Aa_G89770.h1.t1	Cg008G319790
OG0011079	Aa_G404590.h1.t1	Cg005G173660
OG0011080	Aa_G242340.h1.t1	Cg002G045580
OG0011081	Aa_G148540.h1.t1	Cg005G173860
OG0011082	Aa_G148690.h1.t1	Cg005G174460, Cg005G173720
OG0011083	Aa_G148700.h1.t1	Cg005G173710
OG0011084	Aa_G346370.h1.t1	Cg005G174550
OG0011085	Aa_G359460.h1.t1	Cg005G175470
OG0011086	Aa_G555090.h1.t1	Cg005G175760
OG0011087	Aa_G159360.h1.t1	Cg005G176170
OG0011088	Aa_G477900.h1.t1	Cg005G177150
OG0011089	Aa_G199770.h1.t1, Aa_G142670.h1.t1	Cg005G177370
OG0011090	Aa_G465370.h1.t1	Cg005G177570
OG0011091	Aa_G243180.h1.t1, Aa_G243160.h1.t1	Cg005G178150
OG0011092	Aa_G60070.h1.t1	Cg005G178610
OG0011093	Aa_G18070.h1.t1	Cg005G178990
OG0011094	Aa_G502960.h1.t1	Cg005G179060
OG0011095	Aa_G326580.h1.t1	Cg005G179300
OG0011096	Aa_G393060.h1.t1	Cg005G180170
OG0011097	Aa_G432300.h1.t1	Cg005G182430
OG0011098	Aa_G342500.h1.t1	Cg005G181460
OG0011099	Aa_G236360.h1.t1	Cg005G182510
OG0011100	Aa_G594390.h1.t1	Cg005G182520
OG0011101	Aa_G102170.h1.t1	Cg008G312540
OG0011102	Aa_G36220.h1.t1	Cg008G290290
OG0011103	Aa_G233540.h1.t1	Cg006G220030
OG0011105	Aa_G363770.h1.t1	Cg001G013720
OG0011106	Aa_G326900.h1.t1	Cg004G116700
OG0011107	Aa_G593130.h1.t1, Aa_G491180.h1.t1, Aa_G253420.h1.t1	Cg004G116590
OG0011108	Aa_G52680.h1.t1	Cg004G116320
OG0011109	Aa_G597510.h1.t1	Cg005G176750
OG0011110	Aa_G52300.h1.t1	Cg004G115930
OG0011111	Aa_G188520.h1.t1	Cg005G164580
OG0011112	Aa_G124090.h1.t1	Cg005G164600
OG0011114	Aa_G86650.h1.t1	Cg001G013930
OG0011115	Aa_G86660.h1.t1	Cg001G013940
OG0011116	Aa_G618300.h1.t1	Cg001G014010
OG0011117	Aa_G42220.h1.t1	Cg004G117810
OG0011118	Aa_G250410.h1.t1	Cg004G117870
OG0011120	Aa_G181180.h1.t1	Cg008G300090
OG0011121	Aa_G45080.h1.t1	Cg004G119470
OG0011122	Aa_G304920.h1.t1	Cg004G120060
OG0011123	Aa_G719860.h1.t1, Aa_G4850.h1.t1	Cg004G120830
OG0011124	Aa_G4730.h1.t1	Cg004G120690
OG0011125	Aa_G4940.h1.t1, Aa_G4930.h1.t1	Cg004G120910
OG0011127	Aa_G269330.h1.t1	Cg004G121680
OG0011128	Aa_G163180.h1.t1	Cg004G121970
OG0011129	Aa_G163120.h1.t1	Cg004G122010
OG0011130	Aa_G196690.h1.t1	Cg004G145030
OG0011131	Aa_G49790.h1.t1	Cg004G122380
OG0011132	Aa_G28510.h1.t1	Cg004G123530
OG0011133	Aa_G258660.h1.t1	Cg004G124060
OG0011134	Aa_G302080.h1.t1	Cg004G124200
OG0011135	Aa_G24150.h1.t1	Cg004G124600
OG0011136	Aa_G24140.h1.t1	Cg004G124610
OG0011137	Aa_G717050.h2.t1, Aa_G717050.h1.t1	Cg005G165590
OG0011138	Aa_G292260.h1.t1	Cg005G166190
OG0011139	Aa_G451110.h1.t1	Cg005G166520
OG0011140	Aa_G216860.h1.t1	Cg005G167290
OG0011141	Aa_G594370.h1.t1	Cg005G167500
OG0011142	Aa_G354190.h1.t1	Cg005G170550
OG0011143	Aa_G282180.h1.t1	Cg005G170340
OG0011144	Aa_G135680.h1.t1	Cg005G169540
OG0011145	Aa_G30070.h1.t1	Cg005G169180
OG0011146	Aa_G249290.h1.t1	Cg005G169070
OG0011147	Aa_G487710.h1.t1	Cg005G168830
OG0011148	Aa_G619750.h1.t1	Cg005G168710
OG0011149	Aa_G150930.h1.t1	Cg005G168520
OG0011150	Aa_G66260.h1.t1	Cg005G168100
OG0011154	Aa_G179760.h1.t1	Cg006G229870
OG0011155	Aa_G179820.h1.t1	Cg006G229840
OG0011157	Aa_G349090.h1.t1, Aa_G319330.h1.t1	Cg006G228770
OG0011158	Aa_G349070.h1.t1	Cg006G228750
OG0011159	Aa_G278330.h1.t1	Cg006G228320
OG0011160	Aa_G278300.h1.t1	Cg006G228290
OG0011161	Aa_G557370.h1.t1	Cg006G228090
OG0011162	Aa_G655360.h1.t1	Cg006G226410
OG0011163	Aa_G615500.h1.t1	Cg006G226230
OG0011164	Aa_G266380.h1.t1	Cg006G225870
OG0011165	Aa_G612220.h1.t1	Cg006G225620
OG0011167	Aa_G532570.h1.t1	Cg006G224160, Cg006G224250
OG0011168	Aa_G121910.h1.t1	Cg006G223010
OG0011169	Aa_G487240.h1.t1	Cg006G222090
OG0011170	Aa_G281120.h1.t1	Cg006G221700
OG0011171	Aa_G126610.h1.t1	Cg006G221480, Cg006G221490
OG0011172	Aa_G254990.h1.t1	Cg006G221090
OG0011173	Aa_G814390.h1.t1	Cg006G220790
OG0011175	Aa_G442250.h1.t1	Cg006G220170
OG0011176	Aa_G442210.h1.t1	Cg006G220100
OG0011177	Aa_G233480.h1.t1	Cg006G219910
OG0011178	Aa_G431820.h1.t1	Cg006G219750
OG0011179	Aa_G474460.h1.t1	Cg006G219710
OG0011180	Aa_G61790.h1.t1	Cg006G219450
OG0011181	Aa_G181360.h1.t1	Cg006G219220
OG0011182	Aa_G29160.h1.t1	Cg007G267290
OG0011183	Aa_G130220.h1.t1, Aa_G130230.h1.t1, Aa_G291130.h1.t1	Cg006G244880
OG0011184	Aa_G415720.h1.t1	Cg006G219120
OG0011185	Aa_G205330.h1.t1	Cg001G033000
OG0011186	Aa_G7900.h1.t1, Aa_G166570.h1.t1, Aa_G353780.h1.t1	Cg001G015640
OG0011187	Aa_G29680.h1.t1	Cg001G015170
OG0011190	Aa_G151430.h1.t1, Aa_G151460.h1.t1	Cg001G040520
OG0011191	Aa_G162580.h1.t1	Cg005G190530
OG0011192	Aa_G11920.h1.t1	Cg005G191050
OG0011193	Aa_G11860.h1.t1	Cg005G191080
OG0011194	Aa_G428720.h1.t1	Cg005G191840
OG0011195	Aa_G100230.h1.t1	Cg005G192700
OG0011196	Aa_G651760.h1.t1	Cg005G193000
OG0011197	Aa_G77590.h1.t1	Cg005G193200
OG0011198	Aa_G10130.h1.t1	Cg005G193770
OG0011199	Aa_G93090.h1.t1	Cg006G231590
OG0011200	Aa_G92990.h1.t1	Cg006G231690
OG0011202	Aa_G569580.h1.t1	Cg006G232060
OG0011203	Aa_G118570.h1.t1	Cg006G232260
OG0011204	Aa_G26580.h1.t1	Cg006G232970
OG0011205	Aa_G292130.h1.t1	Cg006G233060
OG0011207	Aa_G298990.h1.t1	Cg007G256870
OG0011208	Aa_G338910.h1.t1	Cg006G234080
OG0011209	Aa_G469900.h1.t1	Cg006G234450
OG0011210	Aa_G43400.h1.t1	Cg006G235050
OG0011211	Aa_G564000.h1.t1	Cg006G235520
OG0011212	Aa_G446470.h1.t1	Cg006G235710
OG0011213	Aa_G171330.h1.t1, Aa_G491470.h1.t1	Cg006G235940
OG0011214	Aa_G19250.h1.t1	Cg006G237010
OG0011215	Aa_G406640.h1.t1	Cg001G024430
OG0011216	Aa_G80670.h1.t1	Cg006G237170
OG0011217	Aa_G488160.h1.t1, Aa_G488160.h2.t1	Cg006G237370
OG0011218	Aa_G29490.h1.t1	Cg006G202010
OG0011219	Aa_G369450.h1.t1	Cg006G237960
OG0011220	Aa_G275800.h1.t1	Cg006G238810
OG0011221	Aa_G275910.h1.t1, Aa_G275900.h1.t1, Aa_G275920.h1.t1	Cg006G238890
OG0011222	Aa_G22320.h1.t1	Cg006G240440, Cg006G239350
OG0011223	Aa_G22880.h1.t1	Cg006G239850
OG0011224	Aa_G140120.h1.t1	Cg006G240140
OG0011225	Aa_G140080.h1.t1	Cg006G240190
OG0011226	Aa_G140040.h1.t1	Cg006G240220
OG0011227	Aa_G139990.h1.t1	Cg006G240270
OG0011228	Aa_G79410.h1.t1	Cg006G240740
OG0011230	Aa_G767980.h1.t1	Cg006G240890
OG0011231	Aa_G477720.h1.t1	Cg006G241690
OG0011232	Aa_G38900.h1.t1	Cg006G241840
OG0011233	Aa_G655370.h1.t1	Cg006G242490
OG0011234	Aa_G134880.h1.t1	Cg005G181160
OG0011235	Aa_G134820.h1.t1	Cg006G242830
OG0011236	Aa_G134650.h1.t1	Cg006G242680
OG0011237	Aa_G135030.h1.t1	Cg006G243040
OG0011238	Aa_G135110.h1.t1	Cg006G243110
OG0011239	Aa_G358000.h1.t1, Aa_G741770.h1.t1	Cg006G243170
OG0011240	Aa_G358050.h1.t1	Cg006G243210
OG0011241	Aa_G6860.h1.t1	Cg006G243450
OG0011242	Aa_G6620.h1.t1	Cg006G243640
OG0011243	Aa_G6540.h1.t1	Cg006G243750
OG0011244	Aa_G6460.h1.t1	Cg006G243820
OG0011245	Aa_G290750.h1.t1	Cg006G244450
OG0011246	Aa_G106100.h1.t1	Cg006G245260
OG0011247	Aa_G354750.h1.t1	Cg008G294110
OG0011248	Aa_G72680.h1.t1	Cg008G294470
OG0011249	Aa_G72810.h1.t1	Cg008G294340
OG0011250	Aa_G354690.h1.t1	Cg008G294190
OG0011251	Aa_G7860.h1.t1	Cg008G294920
OG0011252	Aa_G321080.h1.t1	Cg008G295580
OG0011253	Aa_G539790.h1.t1	Cg008G296650
OG0011255	Aa_G846080.h1.t1, Aa_G79170.h1.t1, Aa_G728830.h1.t1	Cg008G296940
OG0011256	Aa_G264880.h1.t1	Cg008G297680
OG0011257	Aa_G264840.h1.t1	Cg008G297650
OG0011258	Aa_G106480.h1.t1	Cg008G298140
OG0011259	Aa_G286660.h1.t1	Cg007G268400
OG0011260	Aa_G416080.h1.t1	Cg008G298710
OG0011261	Aa_G449380.h1.t1	Cg008G298830
OG0011262	Aa_G372460.h1.t1	Cg008G298960
OG0011263	Aa_G120330.h1.t1	Cg008G299480
OG0011265	Aa_G189830.h1.t1	Cg008G306310
OG0011266	Aa_G146580.h1.t1	Cg008G306520
OG0011267	Aa_G146620.h1.t1	Cg008G306460
OG0011268	Aa_G120170.h1.t1	Cg008G306630
OG0011269	Aa_G251120.h1.t1	Cg008G307180, Cg007G257170
OG0011270	Aa_G458310.h1.t1, Aa_G565260.h1.t1	Cg008G307720
OG0011271	Aa_G577950.h1.t1	Cg008G307890
OG0011272	Aa_G296710.h1.t1	Cg008G308030
OG0011273	Aa_G619000.h1.t1	Cg008G308380
OG0011274	Aa_G9430.h1.t1	Cg008G310630, Cg008G308990
OG0011275	Aa_G589230.h1.t1	Cg008G310420, Cg008G308770, Cg008G310430
OG0011276	Aa_G28560.h1.t1	Cg008G312050
OG0011277	Aa_G717970.h1.t1	Cg008G293660
OG0011279	Aa_G209790.h1.t1	Cg008G287050
OG0011280	Aa_G195170.h1.t1	Cg008G286710
OG0011281	Aa_G464260.h1.t1	Cg008G286380
OG0011283	Aa_G170410.h1.t1	Cg008G286280
OG0011284	Aa_G170470.h1.t1, Aa_G243020.h1.t1	Cg008G286230
OG0011285	Aa_G40630.h1.t1	Cg004G127990
OG0011286	Aa_G73110.h1.t1	Cg008G285220, Cg008G285270, Cg008G285190
OG0011288	Aa_G539210.h1.t1	Cg008G305360
OG0011289	Aa_G539220.h1.t1	Cg008G305370
OG0011290	Aa_G70660.h1.t1	Cg008G305080
OG0011291	Aa_G267320.h1.t1	Cg008G304850
OG0011292	Aa_G169050.h1.t1	Cg008G304500
OG0011293	Aa_G392330.h1.t1	Cg008G304330
OG0011294	Aa_G46100.h1.t1	Cg008G303930
OG0011295	Aa_G46250.h1.t1	Cg008G303720
OG0011296	Aa_G475020.h1.t1	Cg008G303560
OG0011297	Aa_G630840.h1.t1	Cg008G303440
OG0011298	Aa_G94950.h1.t1	Cg003G108830
OG0011299	Aa_G401140.h1.t1	Cg003G109330
OG0011300	Aa_G621030.h1.t1	Cg003G110490
OG0011301	Aa_G148080.h1.t1	Cg003G106430
OG0011302	Aa_G147980.h1.t1	Cg003G106350
OG0011303	Aa_G344340.h1.t1	Cg003G105950
OG0011304	Aa_G344320.h1.t1	Cg003G105930
OG0011305	Aa_G344200.h1.t1	Cg003G105830
OG0011306	Aa_G451320.h1.t1	Cg002G055710
OG0011307	Aa_G473090.h1.t1	Cg002G056240
OG0011308	Aa_G555500.h1.t1	Cg002G056250
OG0011310	Aa_G109800.h1.t1, Aa_G109790.h1.t1	Cg002G056390
OG0011311	Aa_G109760.h1.t1	Cg002G056410
OG0011312	Aa_G52870.h1.t1	Cg002G056990
OG0011313	Aa_G712080.h1.t1, Aa_G411730.h1.t1	Cg002G057880
OG0011314	Aa_G737480.h1.t1	Cg002G058350
OG0011315	Aa_G523000.h1.t1	Cg002G058380
OG0011316	Aa_G343900.h1.t1	Cg002G058810
OG0011317	Aa_G30180.h1.t1	Cg006G232050
OG0011319	Aa_G318730.h1.t1	Cg002G061050
OG0011321	Aa_G208430.h1.t1	Cg002G062400
OG0011322	Aa_G115910.h1.t1	Cg002G063490
OG0011323	Aa_G490440.h1.t1	Cg002G063560
OG0011324	Aa_G490400.h1.t1	Cg002G066520, Cg002G066670
OG0011325	Aa_G924840.h1.t1, Aa_G427080.h1.t1	Cg001G041630
OG0011326	Aa_G218630.h1.t1	Cg007G268310
OG0011327	Aa_G218560.h1.t1	Cg007G268140
OG0011328	Aa_G285650.h1.t1	Cg007G267910
OG0011329	Aa_G423730.h1.t1	Cg007G268780
OG0011330	Aa_G159510.h1.t1	Cg007G268860
OG0011331	Aa_G540900.h1.t1	Cg007G269970
OG0011332	Aa_G585170.h1.t1	Cg007G270100
OG0011333	Aa_G259620.h1.t1, Aa_G697920.h1.t1	Cg007G272430
OG0011334	Aa_G101690.h1.t1	Cg007G270870
OG0011335	Aa_G17610.h1.t1	Cg007G270950
OG0011336	Aa_G17670.h1.t1	Cg007G271010
OG0011337	Aa_G163380.h1.t1	Cg007G271220
OG0011338	Aa_G214040.h1.t1	Cg007G271440
OG0011340	Aa_G149340.h1.t1	Cg007G272060
OG0011341	Aa_G245830.h1.t1	Cg007G272170
OG0011342	Aa_G1093280.h1.t1, Aa_G721800.h2.t1, Aa_G721800.h3.t1, Aa_G721800.h1.t1	Cg007G272480
OG0011344	Aa_G604310.h1.t1	Cg007G278850
OG0011346	Aa_G129250.h1.t1	Cg007G278050
OG0011348	Aa_G111220.h1.t1	Cg007G277020
OG0011349	Aa_G64940.h1.t1	Cg007G276270
OG0011350	Aa_G64910.h1.t1, Aa_G822040.h1.t1	Cg007G276250
OG0011351	Aa_G301250.h1.t1	Cg001G010690
OG0011352	Aa_G128390.h1.t1	Cg006G203480
OG0011353	Aa_G375650.h1.t1	Cg008G316930, Cg011G328770
OG0011354	Aa_G348760.h1.t1	Cg007G275880
OG0011355	Aa_G259380.h1.t1	Cg007G275640
OG0011356	Aa_G64430.h1.t1	Cg007G275320
OG0011358	Aa_G283720.h1.t1	Cg007G274830
OG0011359	Aa_G30510.h1.t1	Cg007G274440
OG0011360	Aa_G30450.h1.t1	Cg007G274390
OG0011361	Aa_G187320.h1.t1	Cg007G273190
OG0011364	Aa_G312060.h1.t1	Cg007G281110
OG0011365	Aa_G385760.h1.t1	Cg007G281420
OG0011366	Aa_G720260.h1.t1	Cg004G128680
OG0011367	Aa_G290300.h1.t1	Cg004G128740
OG0011369	Aa_G374020.h1.t1	Cg004G129000
OG0011370	Aa_G374000.h1.t1	Cg004G129020
OG0011371	Aa_G176180.h1.t1	Cg004G129340
OG0011372	Aa_G207890.h1.t1, Aa_G3720.h1.t1	Cg004G129630
OG0011373	Aa_G614370.h1.t1, Aa_G643060.h1.t1	Cg004G129710, Cg005G183110
OG0011374	Aa_G237650.h1.t1	Cg004G129990
