Orthogroup	Arabidopsis_thaliana	Capsella_rubella
OG0006427	AT5G49940.1	XP_023634777.1
OG0006428	AT5G50330.1	XP_023639271.1
OG0006429	AT4G13250.1	XP_006283586.1
OG0006430	AT4G13350.1	XP_006286186.1
OG0006431	AT4G13450.1	XP_006285346.1
OG0006432	AT4G13720.2	XP_023635135.1, XP_023634252.1
OG0006433	AT4G14110.1	XP_006284562.1
OG0006434	AT4G14365.1	XP_006283992.1
OG0006435	AT1G74510.1	XP_006302263.1
OG0006436	AT4G15430.1	XP_006285697.1
OG0006437	AT4G15475.1	XP_006283360.1
OG0006438	AT4G15650.1	XP_023635119.1
OG0006439	AT4G15770.1	XP_006282934.1
OG0006440	AT4G15930.1	XP_006284766.1
OG0006441	AT1G72790.1	XP_006302100.1
OG0006442	AT1G73210.1	XP_006302743.2
OG0006443	AT1G73530.1	XP_023643108.1, XP_023643105.1, XP_006303119.2, XP_006290234.2, XP_006302888.1
OG0006444	AT1G73510.1	XP_006301106.1, XP_023644026.1
OG0006445	AT1G73730.1	XP_006302057.1
OG0006446	AT1G73760.1	XP_006300512.1
OG0006447	AT1G73885.1	XP_023643329.1
OG0006448	AT1G73940.1	XP_006302961.1
OG0006449	AT1G78340.1	XP_006302806.1
OG0006450	AT1G74470.1	XP_023642846.1
OG0006451	AT1G74800.1	XP_023643684.1
OG0006452	AT1G74840.1	XP_006302562.2
OG0006453	AT1G68730.1	XP_023644109.1
OG0006454	AT1G68850.1	XP_006302433.2
OG0006455	AT1G69230.1	XP_006303022.1
OG0006456	AT4G28540.1	XP_006282920.1
OG0006457	AT4G28700.1	XP_006285981.1
OG0006458	AT4G28820.3	XP_023634851.1
OG0006459	AT4G28890.1	XP_023634890.1
OG0006460	AT4G28910.1	XP_006283796.1
OG0006461	AT4G29230.1	XP_023635395.1
OG0006462	AT1G63970.1	XP_006302770.1
OG0006463	AT5G50840.2	XP_023639779.1
OG0006464	AT2G03810.1	XP_006291111.1
OG0006465	AT3G29270.1	XP_006291690.1
OG0006466	AT3G30340.1	XP_006291358.1
OG0006467	AT3G28690.2	XP_006291020.1
OG0006468	AT3G43860.1	XP_006290429.1
OG0006469	AT2G47210.1	XP_006296560.2, XP_006293545.2
OG0006470	AT3G27550.2	XP_006290840.2
OG0006471	AT3G27390.1	XP_023638765.1
OG0006472	AT3G27350.2	XP_006291590.1
OG0006473	AT3G27200.1	XP_006291939.1
OG0006474	AT3G27090.1	XP_006291586.1
OG0006475	AT3G26360.1	XP_023638112.1
OG0006476	AT3G26350.1	XP_006292610.1
OG0006477	AT3G26100.2	XP_006290883.1
OG0006478	AT4G24310.1	XP_006282893.1
OG0006479	AT3G25860.1	XP_006291003.1
OG0006480	AT3G28040.1	XP_006290541.1
OG0006481	AT3G25640.2	XP_006290275.2
OG0006482	AT1G69900.1	XP_023644301.1
OG0006484	AT1G69588.1	XP_006300337.1
OG0006485	AT1G69570.1	XP_006302342.1
OG0006486	AT1G69460.1	XP_006302617.2
OG0006487	AT1G69390.1	XP_023644088.1
OG0006488	AT5G46070.1	XP_006279925.1
OG0006489	AT5G45900.1	XP_006279569.1
OG0006490	AT5G45590.1	XP_006281156.2
OG0006491	AT1G01080.2	XP_006305480.1
OG0006492	AT5G45100.1	XP_006280793.2
OG0006493	AT1G49590.1	XP_006303310.1
OG0006494	AT1G49670.2	XP_006306999.1
OG0006495	AT1G49850.1	XP_006305474.2
OG0006496	AT1G50020.1	XP_006305613.1
OG0006497	AT1G50460.1	XP_006307314.1
OG0006498	AT5G52280.1	XP_006280002.1
OG0006499	AT1G51590.1	XP_006307147.1
OG0006500	AT1G51610.1	XP_006304879.1
OG0006501	AT1G52240.1	XP_006303216.2
OG0006502	AT1G52380.1	XP_006307544.1
OG0006504	AT2G34070.1	XP_006294394.1
OG0006505	AT2G34560.2	XP_023639844.1
OG0006506	AT2G34580.1	XP_006296464.1
OG0006507	AT2G34610.1	XP_006296047.1
OG0006508	AT2G34810.1	XP_006293953.1
OG0006509	AT2G34920.2	XP_023640216.1
OG0006510	AT2G35190.1	XP_006294812.1
OG0006511	AT2G35610.1	XP_006293822.1
OG0006512	AT2G29720.1, AT2G35660.1	XP_006296076.2
OG0006513	AT2G35760.1	XP_006295018.1
OG0006514	AT2G26760.1	XP_023639812.1
OG0006516	AT4G19210.1	XP_006286029.1
OG0006517	AT4G19200.1	XP_006284627.1
OG0006518	AT4G19160.2	XP_023634413.1
OG0006519	AT4G19120.1	XP_006282955.1
OG0006520	AT4G18830.1	XP_006283967.1
OG0006521	AT4G18760.1	XP_006283762.1
OG0006522	AT4G18425.1	XP_006284515.1
OG0006523	AT3G29200.1	XP_006291449.1
OG0006524	AT4G18390.1	XP_006283886.1
OG0006525	AT4G18230.1	XP_023640304.1, XP_023635671.1
OG0006526	AT4G18160.1	XP_006283544.2
OG0006527	AT4G18010.1	XP_006286242.1
OG0006528	AT4G17920.1	XP_006285789.1
OG0006529	AT4G17890.1	XP_006283833.1
OG0006530	AT4G17670.1	XP_006284649.1
OG0006531	AT4G17483.1	XP_006282773.1
OG0006532	AT4G17230.1	XP_006283515.1
OG0006533	AT4G17210.1	XP_006285627.1
OG0006534	AT5G33210.1	XP_006291335.1
OG0006535	AT3G51000.1	XP_006291410.2
OG0006536	AT3G50910.1	XP_006291031.1
OG0006537	AT3G50870.1	XP_006291611.1
OG0006538	AT3G50410.1	XP_006293003.1
OG0006539	AT4G23640.1	XP_006282914.1
OG0006540	AT4G23470.1	XP_006284386.1
OG0006541	AT5G52540.1	XP_023638562.1
OG0006542	AT5G50890.1	XP_006280561.1
OG0006543	AT4G00650.1	XP_006280181.2
OG0006544	AT5G51130.1	XP_006279785.2
OG0006545	AT2G11520.1	XP_006297461.1
OG0006546	AT2G15240.1	XP_006296617.2
OG0006547	AT2G15290.1	XP_006298230.1
OG0006548	AT2G16190.1	XP_006304833.1, XP_006305873.1
OG0006549	AT2G17120.1	XP_006298034.1
OG0006550	AT4G24020.1	XP_006282537.1
OG0006551	AT4G24015.1	XP_006284643.1
OG0006552	AT4G23820.1	XP_006283738.1
OG0006553	AT4G23740.1	XP_023634262.1
OG0006554	AT4G22740.1	XP_023634502.1
OG0006555	AT4G22720.1	XP_006284014.1
OG0006556	AT4G22680.1	XP_006284312.1
OG0006557	AT4G22670.1	XP_023634828.1
OG0006558	AT4G22270.1	XP_006283721.1
OG0006559	AT1G56580.1	XP_006302926.1
OG0006560	AT1G63240.1	XP_006302039.1
OG0006561	AT4G20320.1	XP_006283377.1
OG0006562	AT3G11591.1	XP_023642148.1
OG0006563	AT4G20940.1	XP_023633787.1
OG0006564	AT4G21020.1	XP_006285638.1
OG0006565	AT2G25840.2	XP_006294326.1
OG0006566	AT4G21150.1	XP_006283242.1
OG0006567	AT4G21215.2	XP_006282720.1
OG0006568	AT4G21430.1	XP_023634853.1
OG0006569	AT4G21445.1	XP_006284699.1
OG0006570	AT4G21620.1	XP_006286024.1
OG0006571	AT4G21740.1	XP_006284671.1
OG0006572	AT4G21870.1	XP_006284735.1
OG0006573	AT4G19860.1	XP_006285946.1
OG0006574	AT4G19680.2	XP_023635242.1
OG0006575	AT4G16400.1	XP_023635201.1
OG0006576	AT4G16640.1	XP_006283956.1
OG0006577	AT4G16820.1	XP_006282944.1
OG0006578	AT4G17030.1	XP_006284415.1
OG0006579	AT5G66600.1	XP_006280199.1
OG0006580	AT5G66580.1	XP_006281247.1
OG0006581	AT5G66380.1	XP_023642785.1
OG0006582	AT3G63460.1	XP_023637774.1
OG0006583	AT3G63190.1	XP_023639073.1
OG0006584	AT3G62910.1	XP_006291197.1
OG0006585	AT3G62670.1	XP_023638977.1
OG0006586	AT3G62030.2	XP_006290277.1
OG0006587	AT3G61970.1	XP_006291541.1
OG0006588	AT3G61710.1	XP_006297440.1, XP_006293127.1
OG0006589	AT3G61690.1	XP_006290506.1
OG0006590	AT3G61320.3	XP_006291217.1
OG0006591	AT3G61250.1	XP_006292176.1
OG0006593	AT3G60720.3	XP_006291587.2
OG0006594	AT5G42520.1	XP_006280751.1
OG0006595	AT3G59820.2	XP_023637741.1
OG0006596	AT3G58730.1	XP_023638479.1
OG0006597	AT3G58690.1	XP_006292621.1
OG0006598	AT3G58670.1	XP_006291768.1
OG0006599	AT5G50810.1	XP_006281366.2
OG0006600	AT3G57560.1	XP_006292876.1
OG0006601	AT3G57500.1	XP_006292867.1
OG0006602	AT3G57290.1	XP_006291150.1
OG0006603	AT3G56850.1	XP_023638030.1
OG0006604	AT3G56490.1	XP_006292006.1
OG0006605	AT3G56190.1	XP_006292721.1
OG0006606	AT3G56010.1	XP_006291873.1
OG0006607	AT3G55890.1	XP_006292054.1
OG0006608	AT3G55470.1	XP_006291982.1
OG0006609	AT3G55440.1	XP_006291722.1
OG0006610	AT3G55150.1	XP_006293038.1
OG0006611	AT3G54890.1	XP_006291772.1
OG0006612	AT3G54826.1	XP_006292193.1
OG0006613	AT3G53630.2	XP_006291884.1
OG0006614	AT3G52890.1	XP_006290564.1
OG0006615	AT5G53850.5	XP_023645121.1
OG0006616	AT5G53770.1	XP_006280286.1
OG0006617	AT5G53730.1	XP_006282207.1
OG0006618	AT4G16146.1	XP_006284818.1
OG0006619	AT3G24660.1	XP_006297130.2
OG0006620	AT3G24420.1	XP_006298308.1
OG0006621	AT1G67260.1	XP_023644287.1
OG0006622	AT1G67810.1	XP_006301511.1
OG0006623	AT1G67850.1	XP_006300986.1
OG0006624	AT1G68180.1	XP_006302734.2
OG0006625	AT1G68320.1	XP_006301020.1
OG0006626	AT5G48720.2	XP_023633465.1
OG0006627	AT2G18140.1, AT2G18150.1	XP_006296673.2, XP_006299700.2
OG0006628	AT2G18390.1	XP_006298651.1
OG0006629	AT2G18400.1	XP_006298862.1
OG0006630	AT2G19070.1	XP_006296658.1
OG0006631	AT2G19260.1	XP_023641516.1
OG0006632	AT2G01810.1	XP_006293073.1
OG0006633	AT2G19450.1	XP_006299296.1
OG0006634	AT3G01070.1	XP_006298678.1
OG0006635	AT2G19580.1	XP_006298321.1
OG0006636	AT2G19590.1	XP_006298182.1
OG0006637	AT2G19780.1	XP_006299675.1
OG0006638	AT2G40650.1	XP_023640053.1
OG0006639	AT2G40460.1	XP_006293896.1
OG0006640	AT2G46040.2	XP_023640863.1
OG0006641	AT2G40260.1	XP_006294294.1
OG0006642	AT2G40200.1	XP_006294672.2
OG0006643	AT2G40120.1	XP_006293879.1
OG0006644	AT2G40070.1	XP_006293855.1
OG0006645	AT2G39830.2	XP_006293994.1
OG0006646	AT2G39760.1	XP_006294342.1
OG0006647	AT2G39630.1	XP_006293498.1
OG0006648	AT1G07615.1	XP_006307351.1
OG0006649	AT2G38670.1	XP_006293474.1
OG0006650	AT2G38560.1	XP_023640082.1
OG0006651	AT2G38470.1	XP_006293466.1
OG0006652	AT2G38330.1	XP_023640810.1
OG0006653	AT2G38310.1	XP_006296155.1
OG0006654	AT2G38280.1	XP_006295634.1
OG0006655	AT2G38240.1	XP_006294411.2
OG0006656	AT3G28580.1	XP_006292928.1
OG0006657	AT2G38120.1	XP_006293379.1
OG0006658	AT2G38010.2	XP_006296084.1
OG0006659	AT2G37950.1	XP_023640561.1
OG0006660	AT2G37540.1	XP_006294503.2
OG0006661	AT2G37440.1	XP_006294104.1
OG0006662	AT2G37380.1	XP_006294615.1
OG0006663	AT2G36890.2	XP_006294706.1
OG0006664	AT4G05530.1	XP_006288514.1
OG0006665	AT4G04640.1	XP_006290012.1
OG0006666	AT4G11840.1, AT4G11830.2, AT4G11850.1	XP_023636522.1
OG0006667	AT4G11820.2	XP_006287702.1
OG0006668	AT5G19180.1	XP_006287742.1
OG0006669	AT2G21250.1	XP_006294649.1
OG0006670	AT2G21340.1	XP_006293930.1
OG0006671	AT2G21560.1	XP_023640012.1
OG0006672	AT2G21860.1	XP_006294013.1
OG0006673	AT2G22000.1	XP_006295285.1
OG0006674	AT2G22180.1	XP_006293421.1
OG0006675	AT2G23540.1	XP_006294399.1
OG0006676	AT2G26140.1	XP_023639554.1
OG0006677	AT2G24820.1	XP_006293906.2
OG0006678	AT4G26410.1	XP_006284348.1
OG0006679	AT4G24620.1	XP_006283347.1
OG0006680	AT1G34340.1	XP_023645684.1
OG0006681	AT1G34010.2	XP_006305634.1
OG0006682	AT1G33970.1	XP_006304524.1
OG0006683	AT4G09650.1	XP_023637427.1
OG0006684	AT4G09960.4	XP_006286826.2
OG0006685	AT1G49480.1	XP_006305572.1
OG0006686	AT4G11240.1	XP_006289598.1
OG0006687	AT4G11260.1	XP_006288031.1
OG0006688	AT5G26742.2	XP_006290010.1
OG0006689	AT5G27830.4	XP_006288318.1
OG0006690	AT4G24440.1	XP_006284812.1
OG0006691	AT5G27620.2	XP_023636645.1
OG0006692	AT5G27550.1	XP_023637497.1
OG0006693	AT5G27380.1	XP_006286490.1
OG0006694	AT5G27230.1	XP_023636730.1
OG0006695	AT2G19970.1	XP_006299779.1
OG0006696	AT2G20280.1	XP_006297939.1
OG0006697	AT2G20400.2	XP_023641974.1
OG0006698	AT2G20420.1	XP_006297759.1
OG0006699	AT5G40520.2	XP_006283249.1
OG0006700	AT2G46680.1	XP_006294845.1
OG0006701	AT2G46600.1	XP_006295720.1
OG0006702	AT2G46590.2	XP_006294447.1
OG0006703	AT2G46400.1	XP_006294543.1
OG0006704	AT2G46300.1	XP_006295826.2
OG0006705	AT2G46220.1	XP_006294923.1
OG0006706	AT2G45980.1	XP_006294818.1
OG0006707	AT2G45800.1	XP_006296425.1
OG0006708	AT2G45690.1	XP_023640626.1
OG0006709	AT2G45670.1	XP_023640103.1
OG0006710	AT2G45430.1	XP_006296351.1
OG0006711	AT2G45220.1	XP_006293950.2
OG0006712	AT2G45060.1	XP_006294796.1
OG0006713	AT2G44950.1	XP_006296400.1
OG0006714	AT2G44940.1	XP_023640073.1
OG0006715	AT2G44745.1	XP_006294932.2
OG0006716	AT2G44340.1	XP_006295424.1
OG0006717	AT2G43950.1	XP_006294356.2
OG0006718	AT2G43710.1	XP_006293480.1
OG0006719	AT2G43680.1	XP_023640204.1
OG0006720	AT2G43620.1	XP_006294749.1
OG0006721	AT2G43610.1	XP_006296125.1
OG0006722	AT2G43340.1	XP_006295063.1
OG0006723	AT2G43130.1	XP_006294977.1
OG0006724	AT2G42840.1	XP_006294534.2
OG0006725	AT2G42490.1	XP_006293724.1
OG0006726	AT2G42390.1	XP_006294933.2
OG0006727	AT2G42280.3	XP_006294481.1
OG0006728	AT2G41510.2	XP_006293839.1
OG0006729	AT2G41430.1	XP_006295150.1, XP_006295145.1
OG0006730	AT2G41310.1, AT2G07440.1	XP_006294950.1
OG0006731	AT2G41290.1	XP_006294436.1
OG0006732	AT5G47070.1	XP_006280541.1
OG0006733	AT4G33380.1	XP_006286258.1
OG0006734	AT3G01100.4	XP_006299849.1
OG0006735	AT5G54440.1	XP_006279901.1
OG0006736	AT3G02350.1	XP_023641768.1
OG0006737	AT3G02660.1	XP_006297370.2
OG0006738	AT3G02850.1	XP_006296988.1
OG0006739	AT3G02870.1	XP_023642022.1
OG0006740	AT3G03100.1	XP_006298717.1
OG0006741	AT3G03380.1	XP_006296875.1
OG0006742	AT3G03600.1	XP_006298513.1
OG0006743	AT3G03770.1	XP_023641709.1
OG0006744	AT3G03810.1	XP_006297167.1
OG0006745	AT3G04380.1	XP_023641442.1
OG0006746	AT3G05320.1	XP_006297638.1
OG0006747	AT3G05330.1	XP_006297554.1
OG0006748	AT3G05500.1	XP_006298408.1
OG0006749	AT3G05545.1	XP_006297722.1
OG0006750	AT1G24530.1	XP_006303524.1
OG0006751	AT3G05980.1	XP_006299758.1
OG0006752	AT3G05990.1	XP_006297437.1
OG0006753	AT3G06780.1	XP_006299066.1
OG0006754	AT3G06868.1	XP_006299713.1
OG0006755	AT3G07255.1	XP_023642449.1
OG0006756	AT3G07320.1	XP_006297636.1
OG0006757	AT3G07330.1	XP_006297120.1
OG0006758	AT3G07370.1	XP_006298287.1
OG0006759	AT3G07420.1	XP_006297192.1
OG0006760	AT3G07510.3	XP_006299539.2
OG0006761	AT3G07580.1	XP_006298757.1
OG0006762	AT3G07750.1	XP_006298255.1
OG0006763	AT3G07790.1	XP_006297465.1
OG0006764	AT3G07800.1	XP_006298445.1
OG0006765	AT3G08840.7	XP_006299559.1
OG0006766	AT3G08980.1	XP_023641404.1
OG0006767	AT3G09150.2	XP_006298117.1
OG0006768	AT3G09050.1	XP_023641497.1
OG0006769	AT3G09290.1	XP_006298988.1
OG0006770	AT3G10040.1	XP_006299896.1
OG0006771	AT3G11440.1	XP_006297374.1
OG0006772	AT3G10915.7	XP_006298486.1
OG0006773	AT3G11020.1	XP_023642166.1
OG0006774	AT3G11030.1	XP_006297667.1
OG0006775	AT3G11410.1	XP_006297848.1
OG0006776	AT3G11600.1	XP_006296745.1
OG0006777	AT3G11620.1	XP_006299102.2
OG0006778	AT3G11650.1	XP_006299547.1
OG0006779	AT3G11720.3	XP_023641701.1
OG0006780	AT3G11730.1	XP_006298573.1
OG0006781	AT3G12160.1	XP_006298501.1
OG0006782	AT3G12500.1	XP_006298138.1
OG0006783	AT3G12670.1	XP_006297280.1
OG0006784	AT3G12730.1	XP_006298455.1
OG0006785	AT3G12910.1	XP_006296721.1
OG0006786	AT3G13000.2	XP_006300100.2
OG0006787	AT2G31240.1	XP_006293850.1
OG0006788	AT3G13670.1	XP_006297084.1
OG0006789	AT3G13730.1	XP_006297518.1
OG0006790	AT3G13930.1	XP_006299984.1
OG0006792	AT3G14172.1	XP_006296843.1
OG0006793	AT3G14190.1	XP_006298639.1
OG0006794	AT3G14440.1	XP_006297265.1
OG0006795	AT3G14595.1	XP_023642351.1
OG0006796	AT3G14770.1	XP_006298454.1
OG0006797	AT3G14920.1	XP_023642518.1
OG0006798	AT3G15190.1	XP_006298594.1
OG0006799	AT3G15370.2	XP_006298390.1
OG0006800	AT3G15518.1	XP_006300207.1
OG0006801	AT3G15850.1	XP_006297956.1
OG0006802	AT3G15880.2	XP_006296854.2
OG0006803	AT3G16200.1	XP_006297618.2
OG0006804	AT3G16250.1	XP_006298569.1
OG0006805	AT1G04210.1	XP_023632912.1
OG0006806	AT3G17100.1	XP_006298463.1
OG0006807	AT3G17205.1	XP_006296888.1
OG0006808	AT3G17420.1	XP_006297612.1
OG0006809	AT3G17520.1	XP_006299106.1
OG0006811	AT3G17609.2	XP_023642063.1
OG0006812	AT3G17611.1	XP_006298093.1
OG0006813	AT3G17720.1, AT3G17760.1	XP_006299384.1
OG0006814	AT3G17860.1	XP_006296614.1
OG0006815	AT3G18165.1	XP_006298386.1
OG0006816	AT3G18215.1	XP_006298426.1
OG0006817	AT3G18400.1	XP_006299794.1
OG0006818	AT3G18480.1	XP_006297109.1
OG0006819	AT3G18770.1	XP_006297199.1
OG0006820	AT3G18860.1	XP_023641340.1
OG0006821	AT1G18840.1	XP_006307111.1
OG0006822	AT3G19990.2	XP_006297736.1
OG0006823	AT3G20020.3	XP_006297715.1
OG0006824	AT3G20340.1	XP_006298848.1
OG0006826	AT3G20570.1	XP_006298570.1
OG0006827	AT3G20580.1	XP_006299310.1
OG0006828	AT3G20820.1	XP_006298942.2
OG0006829	AT3G20910.1	XP_023641434.1
OG0006830	AT3G21100.3	XP_006297241.1
OG0006831	AT3G21200.1	XP_006298157.1
OG0006832	AT1G09830.1	XP_006307232.1
OG0006834	AT5G37478.1	XP_006286311.2
OG0006835	AT5G47870.1	XP_023637014.1
OG0006836	AT5G47820.1	XP_023635478.1
OG0006837	AT3G23750.1	XP_006296979.1, XP_006296927.1
OG0006838	AT3G22800.1	XP_006299744.1
OG0006839	AT3G22400.1	XP_006296682.1
OG0006840	AT3G21550.1	XP_006300191.1
OG0006841	AT4G29960.1	XP_006284250.1
OG0006843	AT1G65020.1	XP_023643439.1
OG0006844	AT1G64980.2	XP_023638878.1, XP_006302711.1
OG0006845	AT5G18700.1, AT1G33940.1	XP_006286901.1
OG0006846	AT5G18670.1	XP_006287474.1
OG0006847	AT5G18460.1	XP_006287778.1
OG0006848	AT5G18270.1	XP_006286525.1
OG0006849	AT5G49360.1	XP_006280043.1
OG0006850	AT5G28840.1	XP_006287954.1
OG0006851	AT5G48385.1	XP_023636600.1
OG0006852	AT3G52500.1	XP_006291053.1
OG0006853	AT3G52270.1	XP_006292564.1
OG0006854	AT3G52180.1	XP_006291251.2
OG0006855	AT3G52110.1	XP_006291350.1
OG0006856	AT3G52090.2	XP_006292069.1
OG0006857	AT3G21640.1	XP_006297966.1
OG0006858	AT3G51470.1	XP_006292791.1
OG0006859	AT3G51400.1	XP_006290414.1
OG0006860	AT3G51290.2	XP_006290733.1
OG0006861	AT3G51270.1	XP_006291098.1
OG0006862	AT1G01680.1	XP_006305388.1
OG0006863	AT1G01670.1	XP_006307571.1
OG0006864	AT1G01490.4	XP_023645957.1
OG0006865	AT1G01160.2	XP_006305651.1
OG0006866	AT1G02270.1	XP_006307364.1
OG0006867	AT1G02410.1	XP_006305482.1
OG0006868	AT1G02900.1	XP_006304742.1, XP_006279280.2
OG0006869	AT1G02970.1	XP_006307347.1
OG0006870	AT1G03050.1	XP_006307040.1
OG0006871	AT1G03850.1	XP_006305751.2
OG0006872	AT1G04280.1	XP_006306530.1
OG0006873	AT2G15690.1	XP_006299551.1
OG0006874	AT1G04590.2	XP_006304991.2
OG0006875	AT1G04660.1	XP_023645916.1
OG0006876	AT1G04770.1	XP_006305438.1
OG0006877	AT3G45020.1	XP_006292041.1
OG0006878	AT1G04945.3	XP_023644965.1
OG0006879	AT1G05090.1, AT4G20720.1	XP_006306927.1
OG0006880	AT1G05260.1	XP_006305430.2
OG0006881	AT1G05620.1	XP_006305378.1
OG0006882	AT1G06080.1	XP_006306294.1
OG0006883	AT1G06110.1	XP_006306469.1
OG0006884	AT1G06490.1	XP_023644927.1
OG0006885	AT1G06560.1	XP_006306182.1
OG0006886	AT1G06830.1	XP_006304582.1
OG0006887	AT1G06950.1	XP_006306669.1
OG0006888	AT1G06980.1	XP_006306409.1
OG0006889	AT4G24380.3	XP_006285371.1
OG0006890	AT1G08080.1	XP_006303231.1
OG0006891	AT1G08210.3	XP_006307337.2
OG0006892	AT1G08290.1	XP_006305247.1
OG0006893	AT1G08370.1	XP_006305148.1
OG0006894	AT1G08480.1	XP_006304289.1
OG0006895	AT1G08800.1	XP_023644669.1
OG0006896	AT1G08910.1	XP_006306754.2
OG0006897	AT1G08980.1	XP_023644972.1, XP_023644973.1
OG0006898	AT1G09155.1	XP_006303256.1
OG0006899	AT1G09310.1	XP_006305687.1
OG0006900	AT1G09740.1	XP_006305720.1
OG0006901	AT1G09960.1	XP_006307275.1
OG0006902	AT1G10140.1	XP_006304245.1
OG0006903	AT1G59640.2	XP_006302693.1
OG0006904	AT1G10510.1	XP_023644774.1
OG0006905	AT1G10770.1	XP_006304259.1
OG0006906	AT1G11040.1	XP_006303554.1
OG0006907	AT1G11170.1	XP_006307556.1
OG0006908	AT1G11190.1	XP_006304047.1
OG0006909	AT1G11210.1	XP_006305358.1
OG0006910	AT1G11260.1	XP_006307247.1
OG0006911	AT1G11300.1	XP_006304884.2
OG0006912	AT1G11600.1	XP_006307273.1
OG0006913	AT1G11655.1	XP_006306217.1
OG0006914	AT1G11755.1	XP_006304774.1
OG0006915	AT1G11765.1	XP_006304957.1
OG0006916	AT1G12110.1	XP_006307075.1
OG0006917	AT1G12260.1	XP_006305002.1
OG0006918	AT1G12410.1	XP_006305499.1
OG0006919	AT4G00230.1	XP_006286453.1
OG0006920	AT1G12630.1	XP_023633148.1
OG0006921	AT1G12950.1	XP_006306102.1
OG0006922	AT1G13030.1	XP_006303934.1
OG0006923	AT1G13710.1	XP_006307257.1
OG0006924	AT1G13880.2	XP_006307639.1
OG0006925	AT1G13900.1	XP_006306963.1
OG0006926	AT1G13960.1	XP_006303969.1
OG0006927	AT1G14370.1	XP_006307552.1
OG0006928	AT1G14570.1	XP_006307428.1
OG0006929	AT1G14790.1	XP_006306626.1
OG0006930	AT1G14810.1	XP_006307707.2
OG0006931	AT1G15100.1	XP_006303368.1
OG0006932	AT1G15220.1	XP_006305733.1
OG0006933	AT1G15360.1	XP_006305625.1
OG0006934	AT1G15420.1	XP_006304045.2
OG0006935	AT1G15780.2	XP_006306593.1
OG0006936	AT1G15820.1	XP_006303285.1
OG0006937	AT1G15990.1	XP_006306900.2
OG0006938	AT1G16180.1	XP_006307669.1
OG0006939	AT3G28050.1	XP_023638072.1, XP_023638724.1
OG0006940	AT1G16850.1	XP_006305740.1
OG0006941	AT1G16900.1	XP_006307037.2
OG0006942	AT1G17180.1	XP_006305593.1
OG0006943	AT1G17345.1	XP_006305861.1
OG0006944	AT1G17620.1	XP_006304112.1
OG0006945	AT1G17690.1	XP_006304882.1
OG0006946	AT1G17800.1	XP_006304496.1
OG0006947	AT1G17820.1	XP_006306770.1
OG0006948	AT1G17840.1	XP_006306902.1
OG0006949	AT1G17950.1	XP_006303242.1
OG0006950	AT1G18340.1	XP_006305456.1
OG0006951	AT1G18480.1	XP_006291271.1
OG0006952	AT1G18610.1	XP_023632786.1
OG0006953	AT1G18880.1	XP_006304758.1
OG0006954	AT1G19220.1	XP_006306645.1
OG0006955	AT1G19510.1	XP_006304325.1
OG0006956	AT1G19540.1	XP_006306267.1
OG0006957	AT1G20132.1	XP_006304433.1
OG0006958	AT1G20620.6	XP_006306495.1
OG0006959	AT1G20823.1	XP_023645538.1
OG0006960	AT1G20900.1	XP_006305382.1
OG0006961	AT1G21050.2	XP_006305547.1
OG0006962	AT5G34780.1, AT1G21400.5	XP_006307400.1
OG0006963	AT1G21480.1	XP_006307452.1
OG0006964	AT1G21830.1	XP_006304209.1
OG0006965	AT1G21880.2	XP_006307634.1
OG0006966	AT1G21910.1	XP_006303331.1
OG0006967	AT1G22065.1	XP_023632744.1
OG0006968	AT5G45140.1	XP_006279912.1
OG0006969	AT4G14540.1	XP_006285415.1
OG0006970	AT1G71780.1	XP_006302855.1
OG0006971	AT1G71270.1	XP_023642977.1
OG0006971	AT1G71300.1	XP_006301610.2
OG0006972	AT1G71010.1	XP_006300583.1
OG0006973	AT1G69970.1	XP_006303019.1
OG0006974	AT4G24120.1	XP_006283265.1
OG0006975	AT4G24150.1	XP_023634790.1
OG0006976	AT2G17305.1	XP_006299270.2
OG0006977	AT1G63100.2	XP_006300849.1
OG0006979	AT1G62450.1	XP_006301856.1
OG0006980	AT1G62310.1	XP_006301659.2
OG0006981	AT1G61740.1	XP_006300468.1
OG0006982	AT1G61620.1	XP_006302586.1
OG0006983	AT1G27310.1	XP_006305784.1
OG0006984	AT1G61080.5	XP_023643862.1
OG0006985	AT1G61000.1	XP_006302267.1, XP_023643182.1
OG0006986	AT1G58250.2	XP_023643805.1
OG0006987	AT1G64140.1	XP_006300405.1
OG0006988	AT1G64195.1, AT1G69825.1, AT1G69818.1	XP_006300425.1
OG0006989	AT1G64680.1	XP_006302733.1
OG0006990	AT5G42090.1	XP_006282859.1
OG0006991	AT5G46590.1	XP_006282042.1
OG0006992	AT5G46630.2	XP_006281627.1
OG0006993	AT5G46740.1	XP_006282214.1
OG0006994	AT5G47560.1	XP_006281644.1
OG0006995	AT5G47640.1	XP_006282223.1
OG0006996	AT5G47780.1	XP_023637083.1
OG0006997	AT5G44660.1	XP_006281837.1
OG0006998	AT4G05410.1	XP_006287564.1
OG0006999	AT4G29520.1	XP_006284173.1
OG0007000	AT4G29670.2	XP_006284462.1
OG0007001	AT1G48020.1	XP_006306405.1
OG0007002	AT1G48140.1	XP_006303468.1
OG0007003	AT1G75020.1	XP_023642833.1
OG0007004	AT1G74970.1	XP_006300328.1
OG0007005	AT1G74910.1	XP_006300491.1
OG0007006	AT4G38470.1	XP_023634407.1
