Orthogroup	Arabidopsis_thaliana	Cochlearia_excelsa
OG0009237	AT1G73840.1	g46099
OG0009238	AT1G73920.1	g46106
OG0009239	AT1G74100.1	g44546
OG0009241	AT5G49150.2	g4115, g4116, g35991
OG0009242	AT1G74260.1	g44538, g46132
OG0009243	AT1G74370.1	g44534
OG0009244	AT1G68585.1	g41505
OG0009245	AT1G68810.1	g44801
OG0009246	AT1G68920.1	g44784
OG0009247	AT1G69040.2	g44781
OG0009248	AT1G69260.1	g44767
OG0009249	AT4G28500.1	g23548, g17040
OG0009250	AT4G28640.2	g23537
OG0009251	AT4G28660.2	g47677
OG0009253	AT4G28830.1	g47683
OG0009254	AT4G29000.1	g23512
OG0009255	AT5G53170.1	g907
OG0009256	AT1G63850.1	g40800
OG0009257	AT1G63855.4	g40801
OG0009258	AT1G64000.1	g40808
OG0009259	AT5G39970.1	g53075, g43410, g46684
OG0009260	AT2G04700.1	g16851
OG0009261	AT5G40250.1	g16849
OG0009262	AT5G40260.1	g46680
OG0009263	AT5G40290.1, AT5G40270.1	g16848
OG0009264	AT5G50860.1	g1364
OG0009265	AT3G29760.2	g10339
OG0009266	AT3G27810.1	g10459
OG0009267	AT3G27700.1	g10462
OG0009268	AT3G27640.1	g10467
OG0009270	AT3G27570.1	g10475
OG0009271	AT3G27340.1	g10495
OG0009272	AT3G27000.1	g10528
OG0009273	AT3G26980.1	g10529
OG0009274	AT3G26990.1	g10530
OG0009275	AT3G26940.1	g16607, g10531
OG0009276	AT3G26932.1	g10533
OG0009277	AT3G26910.3	g1601
OG0009278	AT3G26890.1	g10541
OG0009279	AT3G26770.1	g10548
OG0009280	AT3G26670.1	g10555
OG0009281	AT3G26430.1	g1592
OG0009282	AT3G26420.1	g1590
OG0009283	AT3G26410.1	g1589
OG0009284	AT3G25930.1	g10598
OG0009285	AT3G25920.1	g10599
OG0009286	AT3G25840.1	g10607
OG0009287	AT5G50175.1	g1420
OG0009288	AT3G25710.1	g10620
OG0009289	AT5G50780.1	g28288
OG0009290	AT1G69490.1	g45800
OG0009293	AT5G45970.1	g10960
OG0009294	AT5G45840.1	g10966
OG0009295	AT5G48520.2	g10256
OG0009296	AT5G45720.1	g10972
OG0009298	AT5G45330.1	g40555
OG0009299	AT1G65032.1	g44898
OG0009300	AT5G45110.1	g11009
OG0009301	AT5G45040.1	g40531
OG0009302	AT1G49740.1	g54149
OG0009303	AT1G50200.2	g28057, g54163
OG0009304	AT1G50300.1	g36435
OG0009305	AT1G50380.2	g54166
OG0009306	AT1G50430.1	g36444
OG0009307	AT1G15280.2	g31587
OG0009308	AT1G51410.1	g36496
OG0009309	AT1G51700.1	g54226
OG0009310	AT1G51730.1	g54229
OG0009311	AT1G51940.1	g36527
OG0009312	AT1G52565.1	g54266
OG0009313	AT1G52580.1	g36577
OG0009314	AT1G52680.1	g28010
OG0009315	AT1G53000.2	g36597
OG0009316	AT5G42970.1	g37048
OG0009317	AT2G33585.1	g51370
OG0009318	AT2G33710.2	g37966
OG0009319	AT2G33800.1	g51396
OG0009320	AT2G33990.1	g51409
OG0009321	AT2G34050.1	g51413
OG0009322	AT2G34180.1	g51430
OG0009323	AT2G34520.1	g37080
OG0009324	AT2G34555.1	g37093
OG0009325	AT2G34630.2	g51458
OG0009326	AT2G34650.1	g51460
OG0009327	AT2G34730.1	g51463, g37102
OG0009328	AT2G34830.2	g37107
OG0009329	AT2G34860.1	g37108, g51477
OG0009330	AT2G34910.1	g37110, g51482
OG0009331	AT2G35155.1	g37993
OG0009332	AT2G35260.1	g51509
OG0009333	AT2G35420.1	g51519, g37136
OG0009334	AT2G35630.1	g38006
OG0009335	AT2G35650.1	g51535
OG0009336	AT2G35765.1	g38011, g51543
OG0009337	AT2G35790.1	g51545
OG0009338	AT2G35800.1	g51547
OG0009339	AT4G19420.4	g24129, g17428
OG0009340	AT2G39780.1	g24717
OG0009341	AT4G19140.1	g24151
OG0009342	AT4G18890.1	g47292
OG0009343	AT4G18990.1	g17451
OG0009344	AT4G19003.1	g47294
OG0009345	AT4G18040.1	g17504
OG0009346	AT4G17940.1	g24230
OG0009347	AT4G17800.1	g17520, g47239
OG0009348	AT4G17790.1	g24234
OG0009349	AT4G17650.1	g47226, g24244
OG0009350	AT4G17260.1	g24278
OG0009351	AT4G17240.1	g24284
OG0009352	AT4G17220.1	g24286
OG0009353	AT3G42960.1	g11522, g19620
OG0009354	AT3G50950.1	g2513
OG0009355	AT3G50900.1	g2522
OG0009357	AT3G50780.1	g19345
OG0009358	AT3G50660.1	g19353
OG0009359	AT3G50560.1	g2557
OG0009360	AT3G50530.2	g2563
OG0009361	AT3G50440.1	g2568
OG0009362	AT3G50420.1	g2571
OG0009363	AT4G23490.1	g47459, g23893
OG0009364	AT5G50230.1	g41155
OG0009365	AT5G52380.1	g880
OG0009366	AT5G52240.1	g872
OG0009367	AT5G51840.1	g1316
OG0009368	AT5G51400.1	g41162
OG0009369	AT3G42880.1	g11531
OG0009370	AT2G11910.1	g6302
OG0009371	AT2G14170.1	g14450
OG0009372	AT2G15560.1	g14257, g14260
OG0009373	AT2G15695.1	g13699
OG0009374	AT2G15760.1	g6153
OG0009375	AT2G16250.1	g14212
OG0009376	AT2G16750.1	g14077
OG0009377	AT3G62330.1	g1761
OG0009378	AT2G17220.1	g13724, g14043
OG0009379	AT2G17250.1	g14041
OG0009380	AT4G24090.1	g47486
OG0009381	AT4G24050.1	g23852
OG0009382	AT4G23885.1	g17249
OG0009384	AT4G23010.3	g17272
OG0009385	AT4G22980.1	g23922
OG0009386	AT4G22750.1	g47434
OG0009387	AT4G22620.1	g23949
OG0009388	AT4G22320.1	g17302
OG0009389	AT4G22130.1	g23969
OG0009390	AT5G41880.1	g46626
OG0009391	AT4G21920.1	g17317
OG0009392	AT5G41760.1	g16774
OG0009393	AT4G20000.1	g47328
OG0009394	AT4G20190.1	g24068
OG0009395	AT4G20280.1	g47337
OG0009396	AT4G20400.1	g17381
OG0009397	AT4G20410.2	g24058, g17380
OG0009398	AT4G20740.1	g24053
OG0009399	AT3G45110.1	g3004
OG0009400	AT1G16970.1	g49987
OG0009401	AT4G21070.1	g24035
OG0009402	AT4G21192.1	g47368
OG0009403	AT4G21330.1	g24018, g47371
OG0009404	AT2G03350.1	g10667
OG0009405	AT4G21530.1	g24005
OG0009406	AT2G20760.1	g13842, g5887
OG0009407	AT5G42120.1	g17858
OG0009408	AT4G16330.2	g24372, g24363
OG0009409	AT4G16450.1	g24350
OG0009410	AT4G16535.1	g17577
OG0009411	AT4G16580.1	g24332, g17575
OG0009412	AT4G16660.2	g17565, g24325
OG0009413	AT4G16710.1	g47177
OG0009414	AT4G17040.1	g47194
OG0009415	AT4G17070.1	g24301, g24298
OG0009416	AT3G01790.1	g7946
OG0009417	AT3G01670.2	g7941
OG0009418	AT3G01650.1	g7940
OG0009419	AT3G01480.1	g7931
OG0009420	AT3G01380.2	g12733
OG0009421	AT5G66680.1	g38, g19647
OG0009422	AT5G66470.1	g28
OG0009423	AT5G66460.1	g27
OG0009424	AT3G47840.1	g26
OG0009427	AT5G66170.2	g9626, g14
OG0009428	AT3G63260.1	g18776
OG0009429	AT3G63240.1	g18774
OG0009430	AT3G63110.1	g18763
OG0009431	AT3G62980.1	g18750
OG0009432	AT3G62920.1	g18744
OG0009434	AT3G62390.1	g1760
OG0009435	AT3G62280.1	g1764, g1763
OG0009436	AT3G61960.1	g1786
OG0009437	AT3G61930.1	g1788
OG0009439	AT3G61850.4	g1810
OG0009440	AT3G61830.1	g1811
OG0009441	AT3G61670.1	g1832
OG0009442	AT3G61360.1	g1867
OG0009443	AT2G34100.1	g37089, g51423
OG0009444	AT3G61200.1	g1873
OG0009445	AT3G61130.1	g1878
OG0009446	AT3G61060.2	g1882
OG0009447	AT3G60660.1	g1899
OG0009448	AT3G60590.3	g18806
OG0009449	AT3G60530.1	g18809
OG0009450	AT3G60520.1	g18816
OG0009451	AT3G60480.3	g1913
OG0009452	AT3G60460.1	g18820
OG0009453	AT3G59950.1	g1950
OG0009454	AT3G59490.2	g18887
OG0009455	AT3G59470.2	g2022
OG0009456	AT3G59350.6	g2015
OG0009457	AT3G59300.3	g2013
OG0009458	AT3G59260.1	g18901
OG0009459	AT3G58970.1	g2001
OG0009460	AT3G58790.1	g18927
OG0009461	AT3G58720.3	g11206
OG0009462	AT3G58640.1	g11208, g1990
OG0009463	AT3G58550.1	g1982
OG0009465	AT3G58190.1	g2033
OG0009466	AT3G58140.1	g18960
OG0009467	AT3G58000.1	g18968
OG0009468	AT3G57860.1	g18975
OG0009469	AT3G57170.1	g11254
OG0009470	AT3G57120.1	g2080
OG0009471	AT3G57060.2	g36131, g19000
OG0009472	AT3G56940.1	g19003
OG0009473	AT3G56930.1	g19004
OG0009474	AT3G56510.1	g19021
OG0009475	AT3G56290.1	g19035
OG0009476	AT3G55970.1	g2176
OG0009477	AT3G55850.5	g19058
OG0009478	AT3G55550.1	g2191
OG0009479	AT3G55420.1	g19092
OG0009480	AT3G55370.3	g2214
OG0009481	AT3G55270.1	g2221
OG0009482	AT3G55250.1	g2231
OG0009483	AT3G54950.1	g2254
OG0009484	AT3G54920.1	g2251
OG0009485	AT3G54750.3	g2271
OG0009486	AT3G54720.1	g19137
OG0009487	AT3G54680.1	g19140
OG0009488	AT3G54360.1	g2293
OG0009489	AT3G54350.1	g2294, g19156
OG0009490	AT3G54270.1	g2300
OG0009491	AT3G54220.1	g2304
OG0009492	AT3G54170.1	g12979
OG0009493	AT3G54150.1	g11301
OG0009494	AT3G54120.1	g19166
OG0009496	AT3G54050.1	g19170
OG0009497	AT3G53850.1	g2328
OG0009498	AT3G53490.1	g2347
OG0009499	AT3G53220.1	g19207
OG0009500	AT3G53200.1	g2370
OG0009501	AT3G53190.1	g2371
OG0009502	AT3G53150.1	g2377
OG0009503	AT3G52870.1	g2404
OG0009504	AT3G52860.1	g11320
OG0009505	AT3G52570.1	g11325
OG0009506	AT5G53800.1	g931
OG0009507	AT5G53660.1	g28436, g19656, g41295, g35317, g35041
OG0009508	AT5G53570.2	g28432
OG0009509	AT5G53560.1	g28431
OG0009510	AT5G53486.4	g28425, g922
OG0009511	AT5G53460.1	g41288
OG0009512	AT5G53350.1	g41282
OG0009513	AT5G53330.1	g41280
OG0009515	AT3G24515.3	g13509
OG0009516	AT3G24570.1	g6448
OG0009518	AT2G05830.1	g13580
OG0009519	AT3G23920.1	g13490
OG0009520	AT3G24315.1	g6458
OG0009521	AT1G66680.1	g18050
OG0009522	AT1G67170.1	g41797
OG0009523	AT1G67325.2	g44915
OG0009524	AT1G67350.1	g41725, g44907
OG0009525	AT1G67360.1	g44906
OG0009526	AT1G67560.1	g44892
OG0009527	AT1G67690.1	g44888
OG0009528	AT1G67950.2	g18034
OG0009529	AT1G67970.1	g44870
OG0009530	AT1G68110.1	g44860
OG0009531	AT1G68130.1	g44858
OG0009532	AT1G68190.2	g41570
OG0009533	AT1G68230.2	g13637
OG0009534	AT1G68440.1	g41550
OG0009535	AT5G36210.1	g46850
OG0009537	AT5G48830.2	g10221
OG0009538	AT2G18000.2	g13986
OG0009539	AT3G46120.1, AT2G18130.1	g13980
OG0009540	AT2G18630.1	g5997
OG0009541	AT2G19000.1	g13800
OG0009542	AT2G19530.1	g13906
OG0009543	AT2G19540.1	g13905, g5953
OG0009544	AT2G19690.2	g13901
OG0009545	AT2G41220.1	g38155
OG0009546	AT2G40990.1	g38151
OG0009547	AT2G40820.4	g51955
OG0009548	AT2G40770.1	g51951
OG0009549	AT2G40740.3	g38147
OG0009550	AT2G40640.1	g51934, g51927, g51942
OG0009551	AT2G40490.1	g51910
OG0009552	AT2G40480.1	g51909
OG0009553	AT2G40370.1	g51880
OG0009554	AT2G40320.1	g51468
OG0009555	AT2G40220.1	g37351
OG0009556	AT2G40113.1	g51857
OG0009557	AT2G40095.1	g51849
OG0009558	AT2G39870.1	g37336
OG0009559	AT2G39840.1	g51820
OG0009560	AT2G39810.1	g51465
OG0009561	AT2G39805.2	g51813, g37335
OG0009562	AT2G39705.1	g51793
OG0009564	AT2G39510.1	g38128
OG0009565	AT2G39490.1	g37320
OG0009566	AT2G39440.1	g51774
OG0009567	AT2G39220.1	g51763
OG0009568	AT2G39130.1	g51756
OG0009569	AT2G38880.11	g51741
OG0009570	AT2G38790.1	g51739
OG0009571	AT2G38780.6	g37294
OG0009572	AT2G38730.1	g51737
OG0009573	AT2G38710.1	g51735
OG0009574	AT2G38695.3	g38103
OG0009575	AT2G38610.1	g51728, g37287
OG0009576	AT2G38600.1	g51727
OG0009577	AT2G38490.1	g37280
OG0009578	AT2G38480.1	g37278
OG0009579	AT2G38320.1	g51714
OG0009580	AT2G38270.1	g37260
OG0009581	AT2G38110.1	g51695, g37252
OG0009582	AT2G38040.1	g51692
OG0009583	AT2G37980.1	g51687
OG0009584	AT2G01390.1, AT2G01360.1	g10804
OG0009585	AT2G37860.3	g51675
OG0009586	AT2G37780.1	g51670, g51669
OG0009587	AT2G37430.1	g37212
OG0009588	AT2G37410.1	g37211
OG0009589	AT2G37370.1	g51634
OG0009590	AT2G02050.1	g10736
OG0009591	AT2G37330.1	g37207
OG0009592	AT4G08960.1	g40241
OG0009593	AT2G37250.1	g37203
OG0009594	AT2G37130.1	g38062
OG0009595	AT2G37050.3	g51623
OG0009596	AT2G36930.1	g51616
OG0009597	AT2G36910.1	g51613
OG0009598	AT4G12540.1	g40410
OG0009600	AT4G04210.1	g40430
OG0009601	AT4G04360.1	g25593, g16067, g40435
OG0009602	AT4G04630.1	g40445
OG0009603	AT2G01490.1	g10796
OG0009604	AT4G04880.2	g25577
OG0009605	AT4G12070.1	g25670
OG0009607	AT4G12390.1	g25602
OG0009608	AT4G12420.1	g25604
OG0009609	AT2G21230.3	g38545
OG0009610	AT2G21300.1	g38537
OG0009611	AT2G21550.1	g50874
OG0009613	AT2G21880.1	g38516
OG0009614	AT2G21900.1	g36954
OG0009615	AT2G23450.1	g38431
OG0009616	AT2G23820.2	g36893
OG0009617	AT2G23770.1	g50960
OG0009618	AT2G24310.1	g38387
OG0009619	AT2G25280.1	g51038
OG0009620	AT2G25110.1	g38340
OG0009621	AT2G26410.1	g38279
OG0009623	AT2G26280.1	g38288
OG0009624	AT2G26490.1	g38272
OG0009625	AT4G24640.1	g47512
OG0009626	AT1G43850.1	g28178
OG0009627	AT2G25720.1	g27961
OG0009628	AT1G60360.1	g27962
OG0009629	AT1G36310.1	g27921
OG0009630	AT1G35470.2	g32993
OG0009631	AT1G34780.1	g27868
OG0009632	AT1G34750.1	g32851
OG0009633	AT1G34355.1	g27852
OG0009634	AT1G33811.1	g27804
OG0009635	AT1G33520.1	g32680
OG0009636	AT4G09750.1	g40271
OG0009637	AT4G09730.1	g40269
OG0009638	AT4G08540.1	g40224
OG0009639	AT4G08390.1	g40214
OG0009640	AT4G10360.1	g40307, g25782
OG0009641	AT4G10610.1	g40324
OG0009642	AT4G10640.1	g40327
OG0009644	AT4G10790.1	g40334
OG0009645	AT4G11790.1	g40382
OG0009646	AT5G19260.1	g29101
OG0009647	AT5G19280.2	g4877
OG0009648	AT5G26330.1	g10100
OG0009649	AT5G26570.1	g4862
OG0009650	AT5G26740.1	g4858
OG0009651	AT5G26670.1	g10110
OG0009652	AT5G26770.5	g4828
OG0009653	AT5G26940.1	g10120, g4806
OG0009654	AT5G27920.1	g4798
OG0009655	AT2G03820.1	g45030
OG0009656	AT5G27740.1	g10130
OG0009657	AT5G27610.1	g18513
OG0009658	AT5G27450.1	g10147
OG0009659	AT5G27430.1	g10149
OG0009660	AT5G28290.1	g10164
OG0009661	AT2G20020.1	g13815
OG0009662	AT2G20080.1	g5935
OG0009663	AT2G20180.2	g5930
OG0009664	AT2G20310.1	g5916
OG0009665	AT2G20362.1	g13857
OG0009666	AT2G20470.1	g13823
OG0009668	AT3G46220.2	g19565
OG0009669	AT3G46210.1	g19566
OG0009670	AT3G46200.1	g2911, g2935
OG0009671	AT2G48060.2	g37774
OG0009672	AT2G48020.1	g5965
OG0009673	AT2G47980.1	g37770
OG0009674	AT2G47940.1	g37766
OG0009675	AT2G47900.3	g37764
OG0009676	AT2G47890.1	g50838
OG0009677	AT2G47820.1	g37760
OG0009678	AT2G47670.1	g50834
OG0009679	AT2G46735.1	g37688
OG0009680	AT2G46710.1	g37686
OG0009681	AT2G46630.1	g50790
OG0009682	AT2G46510.1	g50783
OG0009683	AT4G27120.1	g23655
OG0009684	AT2G46505.1	g50782
OG0009685	AT2G46500.1	g50781
OG0009686	AT2G46455.2	g24321, g37666
OG0009687	AT1G44575.1	g28144
OG0009688	AT2G46250.1	g37651
OG0009689	AT2G46225.2	g37650
OG0009690	AT2G46160.1	g52296
OG0009691	AT2G46080.1	g52295
OG0009692	AT2G46020.2	g37640
OG0009693	AT2G45750.1	g37627
OG0009694	AT2G45730.1	g52273, g37625
OG0009695	AT2G45720.1	g37624
OG0009696	AT2G45640.1	g52265
OG0009697	AT2G45500.5	g52254
OG0009698	AT2G45490.1	g52253
OG0009699	AT2G45420.1	g37610
OG0009700	AT2G45270.1	g52224
OG0009701	AT2G45260.1	g52225
OG0009702	AT2G45200.2	g52228
OG0009703	AT2G45130.1	g37586
OG0009704	AT2G45050.1	g37579, g52241
OG0009705	AT1G45332.1, AT2G45030.1	g52243, g37578
OG0009706	AT2G44730.1	g38238
OG0009707	AT2G44420.2	g37546
OG0009708	AT2G44190.1	g38226
OG0009709	AT2G44130.1	g37531
OG0009710	AT2G43800.1	g37523
OG0009711	AT2G43490.1	g37504, g52121
OG0009712	AT2G43370.1	g52115
OG0009713	AT2G43320.1	g37496
OG0009714	AT2G43290.1	g37494
OG0009715	AT2G43050.1	g52094
OG0009716	AT2G43040.1	g52093
OG0009717	AT2G42940.1	g37474
OG0009718	AT2G42890.1	g37469
OG0009719	AT5G46730.1	g10922
OG0009720	AT2G42820.1	g38196
OG0009721	AT2G42570.1	g52062
OG0009722	AT2G42560.1	g52061, g37459
OG0009723	AT2G42410.3	g37446
OG0009724	AT2G42400.1	g37445
OG0009725	AT2G42360.1	g37443
OG0009726	AT2G42320.1	g37442
OG0009727	AT2G41710.4	g37402
OG0009728	AT2G41820.1	g37411
OG0009729	AT2G41850.1	g52010
OG0009730	AT2G41475.1	g51995
OG0009731	AT3G19430.2	g11959
OG0009732	AT5G47020.1	g10906
OG0009733	AT3G01120.1	g7914
OG0009734	AT3G02170.1	g7896
OG0009735	AT3G02360.1	g12685, g6215, g7880
OG0009736	AT3G02410.1	g7877
OG0009737	AT3G02550.1	g7866
OG0009738	AT3G02600.1	g7862
OG0009739	AT3G02840.1	g7852
OG0009740	AT3G02910.1	g7842
OG0009741	AT3G03140.1	g7833
OG0009742	AT3G03200.1	g12655
OG0009743	AT3G03220.1	g12653
OG0009744	AT3G03420.1	g12635
OG0009745	AT3G03570.1	g12775
OG0009746	AT3G03950.3	g12616
OG0009747	AT3G04060.1	g7793
OG0009748	AT3G04340.1	g7769, g7778
OG0009749	AT3G04460.2	g7773, g7764
OG0009751	AT3G04580.1	g7752
OG0009752	AT3G04630.3	g12593, g7749
OG0009753	AT3G04670.1	g12592
OG0009754	AT3G04700.1	g12815
OG0009755	AT3G04730.1	g12589, g7743
OG0009756	AT3G04910.1	g12833, g7736
OG0009757	AT3G05000.1	g12577
OG0009758	AT3G05070.1	g12841
OG0009760	AT3G05670.1	g12875
OG0009762	AT3G06070.1	g12507
OG0009763	AT3G06230.1	g12503
OG0009764	AT3G06270.1	g7657
OG0009765	AT3G06290.1	g7656
OG0009766	AT3G06420.1	g12489
OG0009767	AT3G06540.1	g7641
OG0009768	AT3G66654.1	g12935, g12482
OG0009769	AT3G06790.1	g7625
OG0009770	AT4G26810.1	g47605
OG0009771	AT3G06890.1	g7622
OG0009772	AT3G07070.1	g12457
OG0009773	AT3G07090.1	g7610
OG0009774	AT3G07120.1	g12453
OG0009775	AT3G07195.2	g7606
OG0009776	AT3G07300.3	g7600
OG0009777	AT3G07310.1	g7599
OG0009778	AT3G07350.1	g12965
OG0009779	AT3G07540.1	g7584
OG0009780	AT3G07630.1	g7576
OG0009781	AT3G07650.1	g7574
OG0009782	AT3G07770.1	g12982
OG0009783	AT3G07940.1	g12997, g7557
OG0009784	AT3G07950.1	g12426, g12996
OG0009785	AT3G07960.1	g12425
OG0009786	AT3G07970.1	g12995
OG0009787	AT4G27810.1	g23605
OG0009788	AT3G08030.1	g12992, g7552
OG0009789	AT3G08500.1	g7549
OG0009790	AT3G08620.1	g7546
OG0009791	AT3G09020.1	g7518, g13014
OG0009792	AT3G09085.1	g13020
OG0009793	AT3G09280.1	g13029
OG0009794	AT3G09330.1, AT3G09340.1	g12401
OG0009795	AT3G09400.1	g12399
OG0009796	AT3G09830.1	g7466
OG0009797	AT3G09980.1	g7455
OG0009798	AT3G10130.1	g12383
OG0009799	AT3G10140.1	g12382
OG0009800	AT3G10350.2	g7436
OG0009801	AT3G10520.1	g7427
OG0009802	AT5G04630.1, AT3G10560.1	g29782
OG0009803	AT1G66245.1	g7423, g13102
OG0009804	AT3G10680.1	g7418
OG0009805	AT3G10870.1	g12348
OG0009806	AT3G10960.1	g7402
OG0009807	AT3G11040.3, AT3G61010.1	g7397
OG0009808	AT3G11430.1	g7382
OG0009809	AT3G11490.1	g7377
OG0009810	AT3G11890.2, AT3G11860.1	g7347
OG0009811	AT3G11960.1	g13130
OG0009812	AT3G11980.1	g7341
OG0009813	AT3G12050.1	g13133, g7335
OG0009814	AT3G12150.1	g12292
OG0009815	AT3G12210.2	g13136
OG0009817	AT3G12360.1	g13139
OG0009818	AT3G12560.1	g7303
OG0009819	AT4G10100.1	g40291
OG0009820	AT3G12710.1	g12270
OG0009822	AT3G12820.1	g7281
OG0009823	AT3G12980.1	g7268
OG0009824	AT3G13060.2	g7263
OG0009825	AT3G13065.1	g7262
OG0009826	AT3G13070.1	g12251
OG0009827	AT3G13227.1	g12247, g7254
OG0009828	AT3G13235.1	g7252
OG0009829	AT3G13360.2	g13166
OG0009830	AT3G13540.1	g7232
OG0009831	AT3G13620.1	g12235
OG0009832	AT3G13740.3	g12219
OG0009833	AT3G13750.1	g7216
OG0009834	AT3G14075.1	g13208
OG0009835	AT3G14220.1	g16703, g12195
OG0009836	AT3G14240.1	g7170
OG0009838	AT3G14270.1	g12192
OG0009839	AT5G42180.1	g18465, g18424
OG0009840	AT3G14350.1	g12183
OG0009841	AT3G14430.1	g12178
OG0009842	AT3G14740.2	g7144
OG0009843	AT3G15110.1	g7117
OG0009844	AT3G15115.1	g7116
OG0009845	AT4G26730.1, AT2G16030.1	g23676
OG0009846	AT3G15260.1	g7105
OG0009847	AT3G15270.1	g7104
OG0009848	AT3G15300.1	g7101
OG0009849	AT3G15353.1	g7093
OG0009850	AT3G15550.1	g13238
OG0009851	AT3G15840.1	g7055
OG0009852	AT3G16130.1	g13255
OG0009853	AT3G16150.1	g7040
OG0009854	AT3G16170.1	g12098
OG0009855	AT3G16210.1	g17949, g7034
OG0009856	AT3G16320.1	g7018
OG0009857	AT3G16370.1	g7010, g13261
OG0009858	AT3G16850.1	g6988
OG0009859	AT3G16857.2	g6987
OG0009860	AT3G17210.1	g13278
OG0009862	AT3G17810.1	g12031
OG0009863	AT3G17900.1	g12030
OG0009864	AT3G18050.1	g6908
OG0009865	AT3G49500.1	g19398
OG0009866	AT3G18260.1	g13305
OG0009867	AT3G18290.1	g6886
OG0009868	AT2G02370.1	g10721
OG0009869	AT3G18380.2	g12009
OG0009870	AT3G18420.1	g6876
OG0009871	AT3G18510.1	g12005
OG0009872	AT3G18560.1	g12001
OG0009873	AT3G18620.1	g13313
OG0009874	AT3G18660.2	g6860
OG0009875	AT3G18790.1	g13324
OG0009876	AT3G18960.1, AT4G01580.1	g11980, g6845
OG0009877	AT3G19010.1	g13328
OG0009878	AT3G19050.1	g6834
OG0009879	AT3G19090.2	g11977, g6832
OG0009880	AT3G19160.1	g11973
OG0009881	AT2G01180.3	g10817
OG0009882	AT3G19500.1	g6798
OG0009883	AT3G19510.1, AT3G19530.1	g6797
OG0009884	AT3G19650.1	g6781
OG0009885	AT3G19670.1	g6780
OG0009886	AT3G19850.1	g11947, g6773
OG0009887	AT1G11800.1	g31335
OG0009888	AT3G19970.1	g6760
OG0009889	AT3G20190.1	g11925
OG0009890	AT3G20200.1	g6753
OG0009891	AT3G20260.1	g6748
OG0009892	AT3G20320.1	g6744
OG0009893	AT3G20660.1	g6711, g6717
OG0009894	AT3G20880.1	g11889, g6698
OG0009895	AT5G39220.1	g16905
OG0009896	AT5G38865.1	g46727
OG0009897	AT2G24490.1	g38375, g38379, g38371
OG0009898	AT5G38660.2	g46734
OG0009899	AT5G38530.1	g46739
OG0009900	AT5G38200.1	g46758
OG0009902	AT5G36890.1	g46839
OG0009903	AT5G36790.1, AT5G36700.1	g46843, g16733
OG0009904	AT5G47830.1	g10306
OG0009905	AT3G23430.1	g6530
OG0009906	AT3G23410.1	g13467, g6531
OG0009907	AT3G23130.1	g11766, g6549
OG0009908	AT3G22942.1	g11780
OG0009909	AT2G20860.1	g13838
OG0009910	AT3G22780.1	g11804
OG0009911	AT3G22420.3	g6584
OG0009913	AT3G22260.2	g13413
OG0009914	AT3G22070.1	g6599
OG0009916	AT3G21890.1	g11847
OG0009917	AT3G21880.2	g6603, g11854
OG0009918	AT3G21820.1	g13401
OG0009919	AT3G21720.1	g6628
OG0009920	AT3G21490.1	g6665
OG0009921	AT3G21330.1	g11870
OG0009922	AT4G30370.1	g23409
OG0009923	AT4G30320.1	g16985
OG0009924	AT5G51510.1	g1331
OG0009925	AT4G30060.1	g47726
OG0009926	AT4G29940.1	g23448
OG0009927	AT1G66330.1	g45004
OG0009928	AT1G64970.1	g45126
OG0009929	AT1G65440.1	g45084
OG0009930	AT1G54440.2	g35896, g43623, g43614
OG0009931	AT5G18970.1	g29078
OG0009932	AT5G18910.1	g29075, g4901
OG0009933	AT5G30510.1	g10182
OG0009934	AT5G28750.1	g10176
OG0009935	AT5G28770.2	g10177
OG0009936	AT5G28830.1	g4743
OG0009937	AT5G48970.1	g10233, g4536
OG0009938	AT5G48960.1	g10232
OG0009939	AT5G50340.1	g26853, g28250
OG0009940	AT3G52190.1	g2421
OG0009941	AT3G52115.1	g2428
OG0009942	AT3G52100.1	g2430
OG0009943	AT3G52060.1	g2434
OG0009944	AT3G51895.2	g2443
OG0009945	AT3G51490.2	g19308
OG0009946	AT3G51380.1	g2477
OG0009947	AT3G51280.1	g2486, g19318
OG0009948	AT3G51220.1	g11352
OG0009949	AT1G02145.3	g30721
OG0009950	AT1G02080.1	g49289
OG0009952	AT1G02020.1	g49294
OG0009953	AT1G01650.1	g26870
OG0009954	AT1G01580.2	g30737
OG0009955	AT4G31500.1	g53981, g53940
OG0009956	AT1G01310.1	g26875
OG0009957	AT1G01250.1	g49341
OG0009958	AT1G01190.2	g30762
OG0009959	AT1G01120.1	g26878
OG0009960	AT1G01060.1	g49355
OG0009961	AT1G02400.1	g26890
OG0009962	AT1G02460.1	g30773
OG0009963	AT1G02740.1	g26897
OG0009964	AT1G02750.1	g49387
OG0009965	AT1G02816.1	g30794
OG0009966	AT1G03010.1	g30804
OG0009967	AT1G03020.1	g30805
OG0009968	AT1G03080.1	g49399
OG0009970	AT1G03190.1	g30811
OG0009971	AT1G03470.1	g26906
OG0009972	AT1G03530.1	g49420
OG0009973	AT1G03620.12	g26918
OG0009974	AT1G03630.1	g49424
OG0009975	AT1G03840.1	g49432
OG0009976	AT1G03890.1	g26910
OG0009977	AT1G03950.1	g49436
OG0009978	AT1G04000.1	g49440
OG0009979	AT1G04310.1	g30865
OG0009980	AT1G04500.1	g30873
OG0009981	AT1G04540.1	g30876
OG0009982	AT1G04650.1	g30884
