Orthogroup	Arabidopsis_thaliana	Camelina_sativa
OG0009305	AT1G50380.2	XP_010500598.1
OG0009306	AT1G50430.1	XP_010479502.1, XP_010461896.1, XP_010500610.1
OG0009307	AT1G15280.2	XP_010476612.1, XP_010496980.1, XP_010459051.1
OG0009308	AT1G51410.1	XP_010461970.1, XP_010479624.1, XP_010500717.1
OG0009309	AT1G51700.1	XP_010479668.1, XP_010462007.1, XP_010500754.1
OG0009310	AT1G51730.1	XP_010500756.1, XP_010462010.1, XP_010479671.1
OG0009311	AT1G51940.1	XP_010462033.1, XP_010479696.1, XP_010500787.1
OG0009312	AT1G52565.1	XP_010479768.1, XP_010500861.1, XP_010462099.1
OG0009313	AT1G52580.1	XP_010462101.1, XP_010479769.1, XP_010500863.1
OG0009314	AT1G52680.1	XP_010462114.1, XP_010500878.1, XP_010479782.1
OG0009315	AT1G53000.2	XP_010479831.1, XP_010500927.1, XP_010462154.1
OG0009316	AT5G42970.1	XP_010481920.1, XP_010494263.1, XP_010442092.1
OG0009317	AT2G33585.1	XP_019093497.1, XP_019082772.1, XP_010509862.1
OG0009318	AT2G33710.2	XP_019101326.1, XP_010413824.1, XP_010469440.1
OG0009319	AT2G33800.1	XP_010469424.1, XP_010509829.1, XP_010413806.1
OG0009320	AT2G33990.1	XP_010469407.1, XP_010413787.1, XP_010509802.1
OG0009321	AT2G34050.1	XP_010509798.1, XP_010469401.1, XP_010413782.1
OG0009322	AT2G34180.1	XP_010413773.1, XP_010509788.1, XP_010469388.1
OG0009323	AT2G34520.1	XP_019102457.1, XP_019100434.1, XP_019101320.1
OG0009324	AT2G34555.1	XP_010513055.1, XP_010507537.1, XP_010516601.1
OG0009325	AT2G34630.2	XP_010504928.1, XP_010516611.1, XP_010509730.1
OG0009326	AT2G34650.1	XP_010504934.1, XP_010516616.1, XP_010509727.1
OG0009327	AT2G34730.1	XP_019100437.1, XP_010516631.1, XP_010509714.1
OG0009328	AT2G34830.2	XP_010504968.1, XP_010509700.1
OG0009329	AT2G34860.1	XP_010504972.2, XP_010516650.1, XP_010509694.1
OG0009330	AT2G34910.1	XP_010504979.1, XP_010509686.1, XP_010516660.1
OG0009331	AT2G35155.1	XP_010516683.1, XP_010509647.1, XP_010507548.1
OG0009332	AT2G35260.1	XP_010509636.1, XP_010505028.1, XP_010516701.1
OG0009333	AT2G35420.1	XP_010509619.1, XP_010505046.1
OG0009334	AT2G35630.1	XP_010516750.1
OG0009335	AT2G35650.1	XP_019101299.1, XP_019102475.1, XP_019100454.1
OG0009336	AT2G35765.1	XP_019101002.1, XP_019100459.1, XP_010516780.1
OG0009337	AT2G35790.1	XP_010509556.1, XP_010516787.1, XP_010505103.1
OG0009338	AT2G35800.1	XP_010505105.1, XP_010516789.1, XP_010509554.1
OG0009339	AT4G19420.4	XP_010439718.1, XP_010434420.1, XP_010449357.1
OG0009340	AT2G39780.1	XP_010517340.1, XP_010508972.1, XP_010505665.1
OG0009341	AT4G19140.1	XP_010434445.1, XP_010449388.1, XP_010439754.1
OG0009342	AT4G18890.1	XP_010439796.1, XP_010434483.1, XP_010449452.1
OG0009343	AT4G18990.1	XP_010434473.1, XP_010449431.1, XP_010439782.1
OG0009344	AT4G19003.1	XP_010439780.1, XP_010449429.1, XP_019086412.1
OG0009345	AT4G18040.1	XP_010439910.1, XP_010449512.1, XP_010434584.1
OG0009346	AT4G17940.1	XP_010449532.1, XP_010439922.1, XP_010434598.1
OG0009347	AT4G17800.1	XP_010434615.1, XP_010439938.1
OG0009348	AT4G17790.1	XP_010449555.1, XP_010439939.1, XP_010434616.1
OG0009349	AT4G17650.1	XP_010439969.1, XP_010434634.1, XP_010449582.1
OG0009350	AT4G17260.1	XP_010434693.1
OG0009351	AT4G17240.1	XP_010434698.1, XP_010440035.1, XP_010449647.1
OG0009352	AT4G17220.1	XP_010440039.1, XP_010434704.1, XP_010449651.1
OG0009353	AT3G42960.1	XP_010503023.1, XP_010425805.1
OG0009354	AT3G50950.1	XP_010426635.1, XP_010515476.1, XP_019099705.1
OG0009355	AT3G50900.1	XP_010424888.1, XP_010503764.1, XP_010515471.1
OG0009356	AT1G17250.1	XP_010476870.2
OG0009356	AT1G17240.2	XP_010476868.1, XP_010498070.1
OG0009357	AT3G50780.1	XP_010515449.1, XP_010503746.1, XP_010426621.1
OG0009358	AT3G50660.1	XP_010503731.1, XP_010515436.1
OG0009359	AT3G50560.1	XP_010503724.1, XP_010515428.1, XP_010431216.1
OG0009360	AT3G50530.2	XP_010426596.1, XP_010515424.1, XP_010503722.1
OG0009361	AT3G50440.1	XP_010426589.1, XP_010515405.1, XP_010503715.1
OG0009362	AT3G50420.1	XP_019100248.1, XP_010412696.2, XP_010426588.2
OG0009363	AT4G23490.1	XP_019088255.1, XP_010433901.1
OG0009364	AT5G50230.1	XP_010482333.1, XP_019090780.1
OG0009365	AT5G52380.1	XP_010482598.1, XP_010444773.1, XP_019087130.1
OG0009366	AT5G52240.1	XP_010482575.1, XP_010442745.1, XP_010444615.1
OG0009367	AT5G51840.1	XP_010443963.1, XP_010482527.1, XP_010442691.1
OG0009368	AT5G51400.1	XP_010482474.1, XP_010442621.1, XP_010443118.1
OG0009369	AT3G42880.1	XP_010503020.1, XP_010514707.1, XP_010425800.1
OG0009370	AT2G11910.1	XP_010467166.1, XP_010496027.1, XP_010413786.1
OG0009371	AT2G14170.1	XP_010518206.1, XP_010488878.2, XP_010467220.1
OG0009372	AT2G15560.1	XP_010467303.1, XP_010488965.1, XP_010517387.1, XP_019098719.1
OG0009373	AT2G15695.1	XP_010489171.1, XP_010517276.1
OG0009374	AT2G15760.1	XP_010517247.1, XP_010489175.1, XP_010467320.1
OG0009375	AT2G16250.1	XP_010516912.1, XP_010467349.1, XP_019096523.1
OG0009376	AT2G16750.1	XP_010496668.1, XP_010516178.1, XP_010489257.1
OG0009377	AT3G62330.1	XP_010468966.1, XP_010413286.1, XP_010512620.1
OG0009378	AT2G17220.1	XP_010489344.1, XP_010515419.1
OG0009379	AT2G17250.1	XP_010489350.1, XP_010515376.1, XP_019092033.1
OG0009380	AT4G24090.1	XP_010439091.1, XP_010433818.1, XP_010448614.1
OG0009381	AT4G24050.1	XP_010433820.1
OG0009382	AT4G23885.1	XP_019097177.1, XP_010439124.1, XP_010433848.1, XP_010448645.1
OG0009383	AT4G23910.1	XP_010448639.1, XP_010439114.1, XP_010433841.1
OG0009384	AT4G23010.3	XP_010448790.1, XP_010433956.1, XP_010439243.1
OG0009385	AT4G22980.1	XP_010448794.1, XP_010439252.1, XP_010433960.1
OG0009386	AT4G22750.1	XP_010433998.1, XP_010439292.1, XP_010448848.1
OG0009387	AT4G22620.1	XP_010439309.1, XP_010448866.1, XP_010434013.1
OG0009388	AT4G22320.1	XP_010439342.1, XP_010434058.1, XP_010448905.1
OG0009389	AT4G22130.1	XP_010434074.1, XP_010439362.1, XP_010448928.1
OG0009390	AT5G41880.1	XP_010441369.1, XP_010436139.1, XP_010448101.1
OG0009391	AT4G21920.1	XP_010439400.1, XP_010434103.1, XP_010448967.1
OG0009392	AT5G41760.1	XP_010436125.1, XP_010441347.1, XP_010447911.1
OG0009393	AT4G20000.1	XP_010439626.1, XP_010434334.1, XP_010449264.1
OG0009394	AT4G20190.1	XP_019089392.1, XP_010434311.1, XP_010439608.1
OG0009395	AT4G20280.1	XP_010439599.1, XP_010434306.1, XP_010449203.1
OG0009396	AT4G20400.1	XP_010439577.1, XP_010434282.1, XP_010449170.1
OG0009397	AT4G20410.2	XP_010439576.1, XP_010434280.1
OG0009398	AT4G20740.1	XP_010449166.1, XP_010439568.1, XP_010434277.1
OG0009399	AT3G45110.1	XP_010514851.1, XP_010503162.1, XP_010495846.1
OG0009399	AT3G45150.1	XP_010503166.1, XP_010495849.1, XP_010431004.1, XP_019102090.1, XP_010412555.1
OG0009400	AT1G16970.1	XP_010498037.1, XP_010459255.1, XP_010476832.1
OG0009401	AT4G21070.1	XP_010449128.1, XP_010439526.1, XP_010434242.1
OG0009402	AT4G21192.1	XP_010439504.1, XP_010434211.1, XP_010449103.1
OG0009403	AT4G21330.1	XP_010449085.1, XP_010439491.1, XP_010434191.1, XP_010436464.1
OG0009404	AT2G03350.1	XP_010425122.1, XP_010502348.1
OG0009405	AT4G21530.1	XP_010449052.1, XP_010436458.1, XP_010439467.1
OG0009406	AT2G20760.1	XP_010488993.1, XP_010488994.1, XP_010467769.1
OG0009407	AT5G42120.1	XP_010445930.1, XP_010445929.1, XP_010482025.1, XP_010496078.1
OG0009408	AT4G16330.2	XP_010434846.1, XP_010440176.1, XP_010449808.1
OG0009409	AT4G16450.1	XP_010449788.1, XP_010440152.1, XP_010434821.1
OG0009410	AT4G16535.1	XP_010449769.1, XP_010440140.1, XP_010434808.1
OG0009411	AT4G16580.1	XP_010434801.1, XP_010449755.1, XP_010445344.1, XP_010440128.1
OG0009412	AT4G16660.2	XP_010440120.1, XP_010449736.1
OG0009413	AT4G16710.1	XP_010434782.1, XP_010440110.1, XP_010434781.1, XP_019089804.1
OG0009414	AT4G17040.1	XP_010449684.1, XP_019086784.1, XP_010440068.1
OG0009415	AT4G17070.1	XP_010449673.1, XP_010440061.1, XP_010434725.1
OG0009416	AT3G01790.1	XP_010435671.1, XP_019096723.1, XP_010496440.1
OG0009417	AT3G01670.2	XP_010496280.1, XP_010435651.1, XP_010485384.1
OG0009418	AT3G01650.1	XP_010435648.1, XP_010496283.1, XP_010485387.1
OG0009419	AT3G01480.1	XP_010496309.1, XP_010496559.1, XP_010435622.1
OG0009420	AT3G01380.2	XP_010441487.1, XP_010463528.1
OG0009421	AT5G66680.1	XP_010465067.1, XP_010444752.1
OG0009422	AT5G66470.1	XP_010444792.1, XP_010465460.1, XP_010484639.2
OG0009423	AT5G66460.1	XP_010484638.1, XP_010444793.1, XP_010465469.1
OG0009424	AT3G47840.1	XP_010503396.1, XP_010515097.1, XP_010426248.1
OG0009425	AT5G66440.1	XP_010444796.1, XP_010484644.1, XP_010465492.1
OG0009426	AT5G66210.1	XP_010484673.1, XP_010444825.1, XP_010465810.1
OG0009427	AT5G66170.2	XP_010484678.1, XP_010465855.1, XP_019087703.1
OG0009428	AT3G63260.1	XP_010468868.1, XP_010413176.1, XP_010512736.1
OG0009429	AT3G63240.1	XP_010413178.1, XP_010468870.1, XP_010512734.1
OG0009430	AT3G63110.1	XP_010413197.1, XP_010468886.1, XP_010512718.1
OG0009431	AT3G62980.1	XP_010413212.1, XP_010512696.1
OG0009432	AT3G62920.1	XP_010512691.1, XP_010413218.1, XP_010468906.1
OG0009433	AT3G62410.1	XP_010512631.1, XP_010468958.1, XP_010413280.1
OG0009434	AT3G62390.1	XP_010468959.1, XP_010413281.1, XP_010512629.1
OG0009435	AT3G62280.1	XP_010512615.1, XP_010468971.1, XP_010413293.1
OG0009436	AT3G61960.1	XP_010469001.1, XP_010512576.1, XP_010413324.1
OG0009437	AT3G61930.1	XP_010512573.1, XP_010413327.1, XP_010469004.1
OG0009438	AT3G05440.1	XP_010468022.1, XP_010417794.1, XP_010485987.1
OG0009439	AT3G61850.4	XP_010413339.1, XP_010469027.1, XP_010512558.1
OG0009440	AT3G61830.1	XP_010512556.1, XP_010413341.1, XP_019093933.1
OG0009441	AT3G61670.1	XP_010469115.1, XP_010512527.1, XP_010413370.1
OG0009442	AT3G61360.1	XP_010512472.1
OG0009443	AT2G34100.1	XP_010509792.1, XP_019082516.1, XP_010473848.2
OG0009444	AT3G61200.1	XP_010469045.1, XP_010512454.1, XP_010413446.1
OG0009445	AT3G61130.1	XP_010512443.1, XP_010413456.1, XP_010469034.1
OG0009446	AT3G61060.2	XP_010413497.1, XP_010469127.1, XP_010512435.1
OG0009447	AT3G60660.1	XP_010512399.1, XP_010413533.1, XP_010469157.1
OG0009448	AT3G60590.3	XP_010413540.1, XP_010469163.1, XP_010512388.1
OG0009449	AT3G60530.1	XP_010413546.1, XP_010469170.1, XP_010512383.1
OG0009450	AT3G60520.1	XP_010413547.1, XP_010512380.1, XP_010469171.1
OG0009451	AT3G60480.3	XP_010413553.1, XP_010469179.1, XP_010512375.1
OG0009452	AT3G60460.1	XP_010469183.1, XP_010413559.2, XP_010512370.1
OG0009453	AT3G59950.1	XP_010413618.1, XP_010469250.1, XP_010512286.1
OG0009454	AT3G59490.2	XP_010413687.1, XP_010512209.1, XP_010469312.1
OG0009455	AT3G59470.2	XP_010512207.1, XP_010469317.1, XP_010413689.1
OG0009456	AT3G59350.6	XP_010413706.1, XP_010469344.1, XP_010512186.1
OG0009457	AT3G59300.3	XP_010512181.1, XP_010469340.1, XP_010413718.1
OG0009458	AT3G59260.1	XP_010497050.1, XP_010437518.1, XP_010456832.1
OG0009459	AT3G58970.1	XP_010516553.1, XP_010504859.1, XP_010512113.1
OG0009460	AT3G58790.1	XP_010504844.1, XP_010516538.1, XP_010427793.1
OG0009461	AT3G58720.3	XP_010504828.1, XP_010427777.1, XP_010516527.1
OG0009462	AT3G58640.1	XP_010516513.1, XP_019098358.1
OG0009463	AT3G58550.1	XP_010427760.1, XP_010497757.2, XP_010504811.1, XP_010516504.1
OG0009464	AT3G58450.1	XP_019085612.1, XP_010516491.1, XP_010504799.1
OG0009465	AT3G58190.1	XP_010504778.1, XP_010516469.1, XP_010427729.1
OG0009466	AT3G58140.1	XP_010516460.1, XP_010504764.1, XP_010427722.1
OG0009467	AT3G58000.1	XP_010516439.1, XP_010427696.1, XP_010504737.1
OG0009468	AT3G57860.1	XP_010516422.1, XP_010427676.1, XP_010504725.1
OG0009469	AT3G57170.1	XP_010516325.1, XP_019100381.1, XP_010427583.1
OG0009470	AT3G57120.1	XP_010516319.1, XP_010504633.1, XP_010427576.1
OG0009471	AT3G57060.2	XP_010504627.1, XP_010516313.1, XP_010427565.1
OG0009472	AT3G56940.1	XP_010504606.1, XP_010516298.1, XP_010427548.1
OG0009473	AT3G56930.1	XP_010427545.1, XP_010504604.1, XP_019102396.1
OG0009474	AT3G56510.1	XP_019085599.1, XP_010427479.1, XP_010516258.1, XP_010504560.1
OG0009475	AT3G56290.1	XP_010427448.1, XP_010504528.1, XP_010516235.1
OG0009476	AT3G55970.1	XP_010504468.1, XP_010516190.1, XP_010427401.1
OG0009477	AT3G55850.5	XP_019102377.1, XP_010427386.1, XP_010504455.1
OG0009478	AT3G55550.1	XP_010412787.1, XP_010507460.1, XP_010431375.1
OG0009479	AT3G55420.1	XP_010427313.1, XP_010504396.1, XP_010516110.1
OG0009480	AT3G55370.3	XP_010516105.1, XP_010504390.1, XP_010427306.1
OG0009481	AT3G55270.1	XP_019098550.1
OG0009482	AT3G55250.1	XP_010504372.1, XP_010427286.1, XP_010516085.1
OG0009483	AT3G54950.1	XP_010427227.1, XP_010504327.1, XP_010516040.1
OG0009484	AT3G54920.1	XP_010427226.1, XP_010516037.2, XP_010504322.1
OG0009485	AT3G54750.3	XP_010427187.1, XP_010516014.1, XP_010504292.2
OG0009486	AT3G54720.1	XP_010504286.1, XP_010427181.1, XP_010516011.1
OG0009487	AT3G54680.1	XP_010504282.1, XP_010427177.1, XP_010516006.1
OG0009488	AT3G54360.1	XP_010504239.1, XP_010427133.1, XP_010515962.1
OG0009489	AT3G54350.1	XP_010504237.1, XP_010515959.1, XP_010427129.1
OG0009490	AT3G54270.1	XP_010504226.1, XP_010515949.1, XP_010427100.1
OG0009491	AT3G54220.1	XP_010427091.1, XP_010515939.1, XP_010504219.1, XP_010504218.1, XP_010504216.1
OG0009492	AT3G54170.1	XP_010504208.1, XP_010515933.1, XP_010427086.1
OG0009493	AT3G54150.1	XP_010427085.1, XP_010504207.1
OG0009494	AT3G54120.1	XP_010504201.1, XP_010515926.1, XP_010427078.1
OG0009495	AT1G20890.1	XP_010459781.1, XP_010498529.1, XP_010477343.1
OG0009496	AT3G54050.1	XP_010504198.1, XP_010515918.1, XP_010427073.1
OG0009497	AT3G53850.1	XP_010427045.1, XP_010504163.1, XP_010515889.1
OG0009498	AT3G53490.1	XP_010515841.1, XP_010427001.1, XP_010504112.1
OG0009499	AT3G53220.1	XP_010426958.1, XP_010426960.1, XP_010515812.1, XP_010504081.1
OG0009500	AT3G53200.1	XP_010515810.1, XP_010504080.1, XP_010426956.1
OG0009501	AT3G53190.1	XP_010504079.1, XP_010515809.1, XP_010426955.1
OG0009502	AT3G53150.1	XP_010515803.2, XP_010504073.2
OG0009503	AT3G52870.1	XP_010515762.1, XP_010504033.1, XP_010426915.1
OG0009504	AT3G52860.1	XP_010504031.1, XP_010515760.1, XP_010426912.1
OG0009505	AT3G52570.1	XP_010504003.1, XP_010426874.1, XP_010515724.1
OG0009506	AT5G53800.1	XP_010446091.2, XP_019091492.1, XP_010482783.1
OG0009507	AT5G53660.1	XP_010482774.1, XP_010445982.1, XP_010442940.1
OG0009508	AT5G53570.2	XP_010442928.1, XP_010482758.1, XP_010496582.1
OG0009509	AT5G53560.1	XP_010482757.1, XP_010442925.1, XP_010445931.1
OG0009510	AT5G53486.4	XP_010445849.1, XP_010482747.1, XP_010442913.1
OG0009511	AT5G53460.1	XP_010445817.1, XP_010442909.1, XP_010482739.1
OG0009512	AT5G53350.1	XP_010442896.1, XP_010482726.1, XP_010445728.1
OG0009513	AT5G53330.1	XP_010442894.1, XP_010482725.1, XP_010445719.1
OG0009515	AT3G24515.3	XP_010466865.1, XP_010488561.2, XP_019083460.1
OG0009516	AT3G24570.1	XP_010466872.1, XP_010497744.2, XP_010513603.1, XP_010488566.1
OG0009517	AT3G25180.1	XP_010513989.1, XP_019096707.1, XP_010466938.1
OG0009518	AT2G05830.1	XP_010488779.1, XP_010467106.1, XP_010412762.1
OG0009519	AT3G23920.1	XP_010488521.1, XP_010513371.1, XP_010466823.1
OG0009520	AT3G24315.1	XP_010513385.1, XP_010488529.1, XP_010466832.1
OG0009521	AT1G66680.1	XP_010470545.1, XP_010511499.1, XP_010496728.1
OG0009522	AT1G67170.1	XP_010511630.1, XP_010415271.1, XP_019093090.1
OG0009523	AT1G67325.2	XP_010511658.1, XP_019083212.1, XP_019093313.1
OG0009524	AT1G67350.1	XP_019101586.1, XP_019101595.1, XP_019083219.1, XP_010415248.1
OG0009525	AT1G67360.1	XP_010511663.1, XP_010415310.1, XP_010470641.1
OG0009526	AT1G67560.1	XP_010511701.1, XP_010470667.1, XP_010415331.1
OG0009527	AT1G67690.1	XP_010511719.1, XP_010470683.1
OG0009528	AT1G67950.2	XP_010470757.1, XP_010511792.1, XP_019083241.1
OG0009529	AT1G67970.1	XP_010470753.1, XP_019083238.1
OG0009530	AT1G68110.1	XP_010511773.1, XP_010419063.2, XP_010470740.1
OG0009531	AT1G68130.1	XP_010511768.1, XP_010415404.1, XP_010470737.1
OG0009532	AT1G68190.2	XP_010511806.1, XP_010419061.1, XP_010415435.1, XP_019092986.1
OG0009533	AT1G68230.2	XP_010415441.1, XP_010470765.1, XP_010511810.1
OG0009534	AT1G68440.1	XP_010470794.1, XP_010511834.1, XP_010415462.1
OG0009535	AT5G36210.1	XP_010435496.1, XP_010450432.1
OG0009536	AT5G36250.2	XP_010440790.1, XP_010450435.1, XP_010435503.1
OG0009537	AT5G48830.2	XP_010442332.1, XP_010482149.1, XP_010439707.1
OG0009538	AT2G18000.2	XP_010489443.1, XP_010467597.1, XP_010413214.1
OG0009539	AT3G46120.1, AT2G18130.1	XP_010413945.1, XP_010489510.1, XP_010467619.1
OG0009540	AT2G18630.1	XP_010489568.1, XP_010467691.1, XP_010414492.1
OG0009541	AT2G19000.1	XP_010467739.1, XP_010489451.1, XP_010414972.1
OG0009542	AT2G19530.1	XP_010489165.1, XP_010416964.1, XP_010467903.1
OG0009543	AT2G19540.1	XP_010467904.1, XP_010489163.1, XP_010416954.1
OG0009544	AT2G19690.2	XP_010489138.1, XP_010495937.2, XP_010416765.1
OG0009545	AT2G41220.1	XP_010517610.1, XP_010505887.1, XP_010508745.1
OG0009546	AT2G40990.1	XP_010517579.1, XP_010505862.1, XP_010508781.1
OG0009547	AT2G40820.4	XP_010508799.1, XP_010517524.1
OG0009548	AT2G40770.1	XP_010517516.1, XP_010505830.1, XP_010508810.1, XP_010497546.1
OG0009549	AT2G40740.3	XP_010517511.2, XP_010505825.2, XP_010508813.2
OG0009550	AT2G40640.1	XP_010508827.1, XP_010517504.1, XP_010505812.1
OG0009551	AT2G40490.1	XP_010505789.1, XP_010508851.1, XP_010517479.1
OG0009552	AT2G40480.1	XP_019102563.1, XP_010505787.1, XP_010508852.1
OG0009553	AT2G40370.1	XP_010508873.1, XP_010517456.1, XP_010505765.1
OG0009554	AT2G40320.1	XP_010505759.1, XP_010517451.1, XP_010508880.1
OG0009555	AT2G40220.1	XP_010508893.1, XP_010505746.1, XP_010517437.1
OG0009556	AT2G40113.1	XP_010508913.1, XP_010505718.1, XP_010517410.1
OG0009557	AT2G40095.1	XP_010508916.1, XP_019100541.1
OG0009558	AT2G39870.1	XP_010508953.1, XP_010517355.1, XP_010505682.1
OG0009559	AT2G39840.1	XP_010505678.1, XP_010517350.1, XP_010508959.1
OG0009560	AT2G39810.1	XP_010508965.1, XP_010505673.1, XP_010517345.1
OG0009561	AT2G39805.2	XP_010505670.1, XP_010508966.1, XP_010517344.1
OG0009562	AT2G39705.1	XP_019099878.1, XP_019102024.1, XP_019101240.1
OG0009563	AT3G43610.2	XP_010507154.1, XP_010514726.1, XP_010425821.1
OG0009564	AT2G39510.1	XP_010505629.1, XP_010509005.1, XP_010517305.1
OG0009565	AT2G39490.1	XP_010509008.1, XP_010517303.1, XP_010505626.1
OG0009566	AT2G39440.1	XP_010461597.1, XP_010517287.1, XP_010509014.1, XP_010505617.1
OG0009567	AT2G39220.1	XP_010517259.1, XP_010509059.1
OG0009568	AT2G39130.1	XP_010517249.1, XP_010509069.1, XP_010505578.1
OG0009569	AT2G38880.11	XP_010517210.1, XP_010509105.1, XP_010505542.1
OG0009570	AT2G38790.1	XP_010509177.1, XP_019102044.1, XP_010505535.1
OG0009571	AT2G38780.6	XP_010512984.1, XP_019099873.1, XP_019102089.1
OG0009572	AT2G38730.1	XP_010505527.1, XP_010509169.1, XP_010517191.1
OG0009573	AT2G38710.1	XP_010509168.1, XP_010505523.1
OG0009574	AT2G38695.3	XP_010509163.1, XP_019102522.1, XP_010505518.1
OG0009575	AT2G38610.1	XP_010509148.1, XP_010517165.1, XP_010505500.1
OG0009576	AT2G38600.1	XP_010505498.1, XP_010517161.1, XP_010509147.1
OG0009577	AT2G38490.1	XP_010509128.1, XP_010517146.1, XP_019100508.1
OG0009578	AT2G38480.1	XP_010509124.1, XP_010517144.1, XP_010505476.1
OG0009579	AT2G38320.1	XP_010505455.1, XP_010517124.1, XP_010509187.1
OG0009580	AT2G38270.1	XP_010505442.1, XP_010509203.1, XP_010517115.1, XP_010505445.1
OG0009581	AT2G38110.1	XP_010505423.1, XP_010517096.1
OG0009582	AT2G38040.1	XP_010505415.1, XP_010517088.1, XP_010509234.1
OG0009583	AT2G37980.1	XP_010509241.1, XP_010517080.1, XP_010505408.1
OG0009584	AT2G01390.1	XP_010424883.1, XP_010513857.1, XP_010502113.1
OG0009585	AT2G37860.3	XP_010517062.1, XP_010505383.1, XP_010509266.1, XP_010509269.1
OG0009586	AT2G37780.1	XP_010509275.1, XP_010507601.1, XP_019102509.1
OG0009587	AT2G37430.1	XP_010517014.1, XP_010505329.1, XP_010509338.1
OG0009588	AT2G37410.1	XP_010517012.1, XP_010505326.1, XP_010509340.1
OG0009589	AT2G37370.1	XP_010509347.1, XP_010517004.1, XP_010505318.1
OG0009590	AT2G02050.1	XP_010513958.1, XP_010424975.1, XP_010502214.1
OG0009591	AT2G37330.1	XP_010505316.1, XP_010517001.1, XP_010509349.1
OG0009592	AT4G08960.1	XP_010455305.1, XP_010436121.1, XP_010421812.1
OG0009593	AT2G37250.1	XP_010516985.1, XP_010505303.1
OG0009594	AT2G37130.1	XP_010509387.1, XP_010516960.1, XP_010505278.1
OG0009595	AT2G37050.3	XP_010509399.1, XP_010516950.1, XP_010505262.1
OG0009596	AT2G36930.1	XP_019102018.1, XP_010505242.1, XP_010509414.1
OG0009597	AT2G36910.1	XP_010516925.1, XP_010509416.1, XP_010505240.1
OG0009598	AT4G12540.1	XP_010433345.1, XP_010422225.1, XP_010455701.1
OG0009599	AT4G12580.1	XP_010422232.1, XP_010455709.1
OG0009600	AT4G04210.1	XP_010432976.1, XP_010496168.1, XP_010422252.1
OG0009601	AT4G04360.1	XP_010496175.1, XP_010422264.1, XP_010432877.1
OG0009602	AT4G04630.1	XP_010455755.1, XP_010422288.1, XP_010432523.1
OG0009603	AT2G01490.1	XP_010513872.1, XP_010424920.1
OG0009604	AT4G04880.2	XP_010422321.1, XP_010432100.1, XP_010455794.1
OG0009605	AT4G12070.1	XP_010433787.1, XP_010455641.1, XP_010422176.1
OG0009606	AT4G12360.1	XP_010433569.1, XP_010455674.1, XP_010422203.1, XP_010497673.1
OG0009607	AT4G12390.1	XP_010433531.1, XP_010422204.1, XP_010455677.1
OG0009608	AT4G12420.1	XP_010422207.1, XP_010455683.1, XP_010433470.1
OG0009609	AT2G21230.3	XP_010472102.1, XP_010416864.1, XP_010429020.1
OG0009610	AT2G21300.1	XP_010416872.1, XP_010472110.1, XP_010429028.1
OG0009611	AT2G21550.1	XP_010472151.1, XP_010416911.1, XP_010429076.1
OG0009612	AT2G21630.1	XP_010472160.1, XP_010416920.1, XP_010429086.1
OG0009613	AT2G21880.1	XP_010429106.1, XP_010472189.1, XP_010416943.1
OG0009614	AT2G21900.1	XP_010416945.1, XP_010429107.1, XP_010472190.1
OG0009615	AT2G23450.1	XP_010472340.1, XP_010417096.1, XP_010429293.1
OG0009616	AT2G23820.2	XP_010417127.1, XP_010429340.1, XP_010472377.1
OG0009617	AT2G23770.1	XP_019082706.1, XP_010417120.1, XP_010429330.1, XP_010472372.1
OG0009618	AT2G24310.1	XP_010429407.1, XP_010498375.1, XP_010419301.1, XP_019093822.1
OG0009619	AT2G25280.1	XP_010472526.1, XP_010417291.1, XP_010429519.1
OG0009620	AT2G25110.1	XP_010429504.1, XP_010417272.1, XP_010472514.1
OG0009621	AT2G26410.1	XP_010472671.1, XP_010419361.1
OG0009622	AT2G26330.1	XP_010431630.1, XP_010474472.1, XP_010417421.1
OG0009623	AT2G26280.1	XP_010429648.1, XP_010417414.1
OG0009624	AT2G26490.1	XP_010417442.1, XP_010472677.1, XP_010429671.1
OG0009625	AT4G24640.1	XP_010439001.1, XP_010448540.1, XP_010433742.1
OG0009626	AT1G43850.1	XP_010500121.1, XP_010479026.1, XP_010461418.1
OG0009627	AT2G25720.1	XP_010500578.1, XP_010500581.1, XP_010463176.1, XP_010479480.1, XP_010461873.1
OG0009628	AT1G60360.1	XP_010461871.1, XP_010500577.1, XP_010500579.1, XP_010500576.1, XP_010479481.1
OG0009629	AT1G36310.1	XP_010500073.1, XP_010461355.1, XP_010511128.1
OG0009630	AT1G35470.2	XP_010461315.1, XP_010500032.1, XP_010478942.1
OG0009631	AT1G34780.1	XP_010461284.1, XP_010500009.1, XP_010478919.1
OG0009632	AT1G34750.1	XP_010500006.1, XP_010478915.1, XP_010461280.1
OG0009633	AT1G34355.1	XP_010478868.1, XP_019099370.1, XP_010461265.1
OG0009634	AT1G33811.1	XP_010478804.1, XP_010461207.1
OG0009635	AT1G33520.1	XP_010499902.1, XP_010461187.1, XP_010478777.1
OG0009636	AT4G09750.1	XP_010438030.1, XP_010455372.1, XP_010421885.1
OG0009637	AT4G09730.1	XP_010455368.1, XP_010438096.1, XP_010421880.1
OG0009638	AT4G08540.1	XP_010455279.1, XP_010421772.1, XP_010435742.1
OG0009639	AT4G08390.1	XP_010436518.1, XP_010455261.1
