Orthogroup	Arabidopsis_thaliana	Eutrema_salsugineum
OG0007088	AT1G24575.1	XP_006415820.1
OG0007089	AT1G24440.1	XP_024008670.1
OG0007090	AT1G24260.2	XP_024008380.1
OG0007093	AT1G72490.3	XP_006390651.1
OG0007095	AT2G20070.1	XP_024006407.1
OG0007096	AT2G01240.1	XP_024011139.1
OG0007097	AT3G25790.1	XP_006395625.1
OG0007098	AT3G29030.1	XP_006395313.1
OG0007099	AT3G30260.1	XP_006395258.1
OG0007100	AT3G44170.1	XP_006404512.1
OG0007101	AT3G46850.1, AT3G46840.1	XP_006404449.1
OG0007102	AT3G52105.2	XP_024013839.1
OG0007103	AT3G53180.1	XP_006403717.1
OG0007105	AT5G18550.1	XP_006400404.1
OG0007106	AT5G26805.1	XP_006394909.1
OG0007107	AT4G09610.1, AT4G09600.1	XP_006397177.1
OG0007108	AT4G11780.1	XP_006396853.1
OG0007110	AT4G26050.1	XP_006413239.1
OG0007111	AT4G10210.1, AT4G23080.1	XP_006413581.1
OG0007112	AT4G18960.1	XP_024005545.1
OG0007113	AT5G38140.1	XP_024014764.1
OG0007115	AT5G48250.1	XP_006395204.1
OG0007116	AT5G49220.1	XP_006395082.1
OG0007128	AT3G63230.2	XP_024012905.1
OG0007129	AT4G23070.1	XP_006413582.1
OG0007130	AT5G54390.1	XP_024011466.1
OG0007131	AT5G63310.1	XP_006394290.1
OG0007132	AT3G48460.1	XP_006404256.1
OG0007133	AT3G48420.1	XP_006404264.1
OG0007134	AT3G48210.1	XP_006404285.1, XP_024013737.1
OG0007135	AT3G47940.1	XP_006404314.1
OG0007136	AT3G47870.1	XP_006404319.1
OG0007137	AT2G01100.1	XP_006398495.1
OG0007138	AT2G01275.3	XP_006398516.1
OG0007139	AT4G29560.1	XP_006412825.1
OG0007140	AT2G01720.1	XP_006395859.1
OG0007141	AT2G02160.1	XP_006395804.1
OG0007142	AT2G37870.1	XP_006410985.1
OG0007143	AT5G46750.1	XP_006398370.1
OG0007144	AT1G78140.1	XP_006390018.1
OG0007145	AT5G17710.2	XP_006400314.1
OG0007146	AT5G17650.1	XP_006400307.1
OG0007147	AT5G17450.1	XP_024012049.1
OG0007148	AT5G17430.1	XP_024012144.1
OG0007149	AT5G17260.1	XP_006400258.1
OG0007150	AT5G17210.1	XP_006400251.1
OG0007151	AT5G16930.1	XP_006400236.1
OG0007152	AT5G16770.1	XP_006400219.1
OG0007153	AT5G16600.1	XP_006400198.1
OG0007154	AT5G16590.1	XP_006400197.1
OG0007155	AT5G16530.1	XP_006400192.1
OG0007156	AT5G16460.1	XP_006400184.1
OG0007157	AT5G16310.1	XP_006400167.1
OG0007158	AT5G16120.4	XP_024011914.1
OG0007159	AT2G36430.1	XP_006410820.1
OG0007160	AT5G15810.1	XP_006400107.1
OG0007161	AT5G15750.1	XP_006400097.1
OG0007162	AT5G15540.1	XP_006400074.1
OG0007163	AT5G15530.1	XP_006400073.1
OG0007164	AT5G15230.1	XP_006400040.1
OG0007165	AT5G15020.1	XP_024012455.1
OG0007166	AT5G14950.1	XP_006400016.1
OG0007167	AT5G14940.1	XP_006400015.1
OG0007168	AT5G14910.1	XP_006400010.1
OG0007169	AT5G14800.1	XP_006399997.1
OG0007170	AT5G14750.1	XP_006399992.1
OG0007172	AT4G10600.1	XP_006397031.2
OG0007173	AT5G14240.1	XP_006399934.1
OG0007174	AT5G14230.1	XP_006399933.1
OG0007175	AT5G14210.2	XP_024011569.1
OG0007176	AT5G14105.1	XP_024012340.1
OG0007177	AT5G14050.1	XP_006399910.1
OG0007178	AT5G14020.1	XP_006399907.1
OG0007179	AT5G14000.3	XP_006399904.1
OG0007180	AT5G13980.1	XP_006399902.1
OG0007181	AT5G13960.1	XP_024011156.1
OG0007182	AT5G13950.3	XP_006399898.1
OG0007183	AT5G13760.1	XP_024012581.1
OG0007184	AT5G13720.1	XP_024012126.1
OG0007185	AT5G13710.1	XP_006399868.1
OG0007186	AT5G13650.2	XP_006399860.1
OG0007187	AT5G13640.1	XP_006399859.1
OG0007188	AT5G49050.1	XP_024006846.1
OG0007189	AT5G13570.2	XP_006399851.1
OG0007190	AT5G13510.1	XP_006399846.1
OG0007191	AT5G13500.1	XP_006399844.1
OG0007192	AT5G13390.2	XP_006399830.1
OG0007193	AT5G13300.1	XP_006399821.1
OG0007194	AT5G55820.1	XP_024011160.1
OG0007195	AT5G13080.1	XP_006399794.1
OG0007196	AT5G13030.1	XP_006399788.1
OG0007197	AT5G12390.1	XP_006399756.1
OG0007198	AT5G12120.1	XP_006399729.1
OG0007199	AT5G12040.1	XP_006399721.1
OG0007200	AT5G11930.1	XP_006399711.1
OG0007201	AT3G29340.1, AT4G04404.1	XP_024006854.1
OG0007202	AT5G11760.1	XP_024012181.1
OG0007203	AT5G11480.1	XP_006399654.1
OG0007204	AT5G11440.1	XP_006399649.1
OG0007205	AT4G24230.6	XP_006413459.1
OG0007206	AT5G11340.1	XP_006399636.1
OG0007208	AT5G10580.3	XP_024012375.1
OG0007209	AT5G48170.1	XP_006395210.1
OG0007210	AT5G10490.1	XP_006399547.1
OG0007211	AT5G10310.2	XP_006399525.1
OG0007212	AT5G10160.1	XP_024011738.1
OG0007213	AT5G10130.1	XP_006399503.1
OG0007214	AT5G10060.1	XP_006399495.1
OG0007215	AT5G09850.1	XP_024011813.1
OG0007217	AT5G09270.1	XP_024011520.1
OG0007218	AT5G08630.1	XP_024011656.1
OG0007219	AT5G08540.1	XP_006399355.1
OG0007220	AT5G08330.1	XP_024012628.1
OG0007221	AT5G08170.1	XP_006399303.1
OG0007222	AT5G08139.1	XP_006399301.1
OG0007223	AT5G07910.1	XP_006399273.1
OG0007224	AT4G02880.2	XP_024010153.1
OG0007225	AT4G03080.1	XP_006396534.1
OG0007226	AT4G03090.1	XP_006396535.1
OG0007227	AT4G03210.1	XP_006396551.1
OG0007228	AT4G25050.2	XP_006413350.1
OG0007229	AT4G24880.1	XP_006413375.1
OG0007230	AT4G24680.1	XP_024004475.1, XP_024004464.1
OG0007231	AT2G26730.1	XP_006397367.1
OG0007232	AT2G26960.1	XP_006408602.2
OG0007233	AT2G27140.1	XP_006408647.1
OG0007234	AT2G27300.1	XP_024016083.1, XP_006408702.1
OG0007235	AT2G27389.1	XP_024016067.1
OG0007236	AT2G27500.1	XP_006409774.2
OG0007237	AT2G27730.1	XP_006409781.1
OG0007238	AT2G27900.1	XP_024016769.1
OG0007239	AT2G28315.1	XP_006409855.1
OG0007240	AT2G28410.1	XP_006409866.1
OG0007241	AT2G28470.1	XP_006409871.1
OG0007242	AT2G28610.1	XP_006409891.1
OG0007243	AT2G28840.1	XP_006409919.1
OG0007244	AT2G28910.1	XP_024003738.1
OG0007245	AT2G29020.1	XP_006409943.1
OG0007246	AT2G29040.1	XP_006409944.2
OG0007247	AT2G29660.1	XP_006410025.1
OG0007248	AT2G29670.1	XP_006410030.1
OG0007249	AT2G30040.1	XP_006410055.2
OG0007250	AT2G30090.1	XP_006410062.1
OG0007251	AT5G22570.1	XP_006400762.2
OG0007252	AT2G30370.1	XP_006410118.1
OG0007253	AT2G30505.1	XP_024004097.1
OG0007254	AT2G30990.1	XP_006410215.1
OG0007255	AT2G31010.1	XP_006410217.1
OG0007256	AT2G31130.1	XP_006410239.1
OG0007257	AT2G31380.1	XP_006410272.1
OG0007258	AT2G31450.1	XP_006410282.1
OG0007259	AT2G32020.1	XP_006410339.1
OG0007260	AT2G32460.1	XP_006410379.1
OG0007261	AT2G32360.1	XP_024004109.1
OG0007262	AT2G32280.1	XP_006410361.1
OG0007263	AT2G32700.7	XP_006410398.2
OG0007264	AT2G32860.2	XP_006410419.1
OG0007265	AT2G32900.1	XP_006410428.1
OG0007266	AT2G32940.1	XP_006410431.1
OG0007267	AT2G32970.2	XP_006410435.1
OG0007268	AT2G33100.1	XP_006410449.1
OG0007269	AT2G33360.1	XP_006410475.1
OG0007270	AT2G33385.2	XP_024003828.1
OG0007271	AT5G43910.2	XP_006403165.2
OG0007272	AT5G44190.1	XP_006403130.1
OG0007273	AT4G25200.1	XP_006413330.1
OG0007274	AT4G25320.1	XP_006413318.1
OG0007275	AT4G25640.2	XP_006413287.1
OG0007276	AT4G25720.1	XP_006413279.1
OG0007277	AT1G47278.2	XP_006393595.1
OG0007278	AT1G47260.1	XP_006393603.1
OG0007279	AT1G45688.1	XP_006393635.1
OG0007280	AT1G47230.2	XP_006393613.1
OG0007281	AT1G47240.1	XP_006393611.1
OG0007282	AT1G27710.1	XP_024009161.1
OG0007283	AT1G27980.1	XP_024008692.1
OG0007284	AT1G28100.4	XP_006415696.1
OG0007285	AT1G28370.2	XP_024009152.1
OG0007286	AT1G28560.3	XP_024008416.1
OG0007287	AT1G29120.5	XP_006415611.2
OG0007288	AT1G29150.1	XP_006415609.1
OG0007289	AT1G29240.1	XP_006415600.1
OG0007290	AT1G29300.1, AT2G32130.1	XP_006415589.1
OG0007292	AT1G30040.1	XP_006415520.1
OG0007293	AT1G30240.2	XP_006415498.1
OG0007294	AT1G30300.1	XP_006415488.1
OG0007295	AT1G30360.1	XP_006415483.1
OG0007296	AT1G30450.1	XP_006415472.1
OG0007297	AT5G32670.1, AT1G30490.1	XP_006415465.2
OG0007299	AT1G30760.2	XP_006415426.1
OG0007300	AT1G30870.1	XP_006415398.1
OG0007301	AT1G30880.1	XP_006415397.1
OG0007302	AT1G31040.1	XP_006415378.1
OG0007303	AT1G31290.1, AT1G31280.1	XP_006415349.1
OG0007304	AT1G31350.2	XP_006415336.1
OG0007305	AT1G31500.7	XP_006415321.1
OG0007306	AT1G32120.1	XP_006410713.2
OG0007307	AT1G32130.1	XP_006415249.1
OG0007308	AT1G32170.1	XP_006415244.1
OG0007309	AT1G32240.1	XP_006415234.1
OG0007310	AT1G32400.1	XP_006415200.1
OG0007311	AT1G32450.1	XP_006415196.1
OG0007312	AT2G02560.1	XP_006395775.1
OG0007313	AT2G02990.1	XP_006395743.1
OG0007314	AT2G03060.2	XP_006395741.1
OG0007315	AT2G03200.1	XP_006395734.1
OG0007316	AT2G03340.1	XP_006395712.1
OG0007317	AT5G66730.1	XP_006393866.1
OG0007318	AT5G67220.1	XP_024007489.1
OG0007319	AT5G67350.1	XP_006393932.1
OG0007320	AT5G67370.1	XP_006393935.1
OG0007321	AT4G28250.1	XP_006412979.1
OG0007322	AT5G67440.1	XP_006393947.1
OG0007323	AT5G65780.2, AT5G65770.2	XP_006393988.1
OG0007324	AT5G65687.1	XP_006393997.1
OG0007325	AT5G65690.2	XP_006393998.1
OG0007326	AT5G65470.1	XP_006394027.1
OG0007327	AT5G65340.1	XP_006394045.1
OG0007328	AT5G65290.1	XP_006394051.1
OG0007329	AT5G65090.1	XP_006394079.2
OG0007330	AT5G64813.1	XP_006394109.1
OG0007331	AT5G64790.1	XP_006394112.1
OG0007332	AT5G64670.1	XP_006394126.1
OG0007333	AT5G64540.1	XP_024006793.1
OG0007334	AT1G01410.1	XP_006394060.2
OG0007335	AT5G64440.1	XP_006410843.1, XP_006394153.1
OG0007336	AT5G64430.1	XP_006394154.1
OG0007337	AT5G64390.3	XP_006394158.1
OG0007338	AT5G64350.1	XP_006394163.1
OG0007339	AT5G64130.3	XP_006394196.1
OG0007340	AT5G64000.1	XP_006394215.1
OG0007341	AT5G63980.1	XP_006394218.2
OG0007342	AT5G63900.1	XP_006394230.1
OG0007343	AT5G63840.2	XP_006394238.1
OG0007344	AT5G63790.2	XP_006394242.1
OG0007345	AT5G63180.1	XP_024007142.1
OG0007346	AT5G63160.1	XP_006394307.1
OG0007347	AT5G63135.1	XP_024004573.1
OG0007348	AT5G63130.1	XP_006394311.1
OG0007349	AT5G63090.1	XP_006394316.1
OG0007350	AT5G62770.1	XP_006394352.1
OG0007351	AT5G62440.1	XP_024006786.1
OG0007352	AT5G62430.1	XP_006394394.1
OG0007353	AT5G62270.2	XP_006394414.1
OG0007354	AT5G61960.1	XP_006394448.1
OG0007355	AT4G13830.2	XP_006414851.1
OG0007356	AT5G61660.1	XP_006394482.1
OG0007357	AT5G61590.1	XP_006394489.2
OG0007358	AT5G61560.3	XP_024006739.1
OG0007359	AT5G61530.1	XP_006394495.1
OG0007360	AT5G61340.2	XP_006394517.2
OG0007361	AT5G61030.1	XP_024007325.1
OG0007362	AT5G60930.2	XP_024007600.1
OG0007363	AT5G60920.1	XP_006394554.1
OG0007364	AT5G23100.1	XP_006394578.1
OG0007365	AT5G23590.1	XP_006394623.1
OG0007366	AT5G23710.1	XP_006394632.1
OG0007367	AT5G23750.3	XP_024007451.1
OG0007368	AT5G23910.2	XP_006394652.2
OG0007369	AT5G24165.1	XP_006394674.1
OG0007370	AT5G24270.1	XP_006394680.1
OG0007371	AT5G24330.1	XP_006394691.1
OG0007372	AT5G24470.1	XP_006394703.1
OG0007373	AT5G24510.1	XP_006394706.1
OG0007374	AT5G24620.3	XP_006394718.1
OG0007375	AT5G24630.6	XP_006394719.1
OG0007376	AT5G24690.1	XP_006394722.1
OG0007377	AT5G25040.2, AT5G25050.1	XP_006394753.1
OG0007378	AT5G25080.1	XP_006394755.1
OG0007379	AT5G25090.1	XP_006394754.1
OG0007380	AT5G25370.1	XP_006394788.1, XP_024007411.1
OG0007381	AT5G25490.1	XP_006394802.1
OG0007382	AT5G25540.1	XP_006394806.1
OG0007383	AT5G25760.1	XP_006394825.1
OG0007384	AT5G19400.1	XP_006400499.1
OG0007385	AT5G19350.1	XP_006400492.1
OG0007386	AT5G19680.1	XP_006400530.1
OG0007387	AT5G19690.1	XP_024011773.1
OG0007388	AT5G19790.1	XP_006400539.1
OG0007389	AT5G19855.1	XP_024011437.1
OG0007390	AT5G19860.1	XP_024011438.1
OG0007391	AT5G19940.1	XP_006400558.1
OG0007392	AT5G20100.1	XP_006400577.1
OG0007393	AT5G20150.1	XP_006400582.1
OG0007394	AT5G20520.1	XP_006400615.1
OG0007395	AT5G20740.2	XP_024011494.1
OG0007396	AT5G20900.1	XP_024011495.1
OG0007397	AT5G20935.1	XP_006400662.1
OG0007398	AT5G20960.1	XP_006400668.1
OG0007399	AT5G21160.3	XP_006400686.1
OG0007400	AT5G21940.1	XP_006400699.1
OG0007401	AT5G21990.1	XP_006400704.1
OG0007402	AT5G22450.1	XP_006400751.1
OG0007403	AT5G22560.1	XP_024005716.1
OG0007404	AT5G22760.1	XP_006400779.1
OG0007405	AT5G22790.1	XP_006400783.1
OG0007406	AT5G22940.2	XP_006400803.1
OG0007407	AT5G60790.1	XP_024011517.1
OG0007408	AT5G60710.1	XP_024011577.1
OG0007409	AT5G60530.1	XP_006400840.1
OG0007410	AT1G48410.2	XP_006393417.1
OG0007411	AT5G60060.1	XP_006400886.1
OG0007412	AT5G51660.1	XP_006401932.1
OG0007413	AT5G59990.1	XP_006400892.1
OG0007414	AT5G59960.1	XP_006400895.1
OG0007415	AT2G35050.1	XP_006410663.1
OG0007416	AT5G59710.1	XP_006400926.1
OG0007417	AT5G59340.1	XP_006400972.1
OG0007418	AT5G59110.1	XP_024012540.1
OG0007419	AT5G59220.1	XP_006401003.1
OG0007420	AT5G59000.1	XP_006401014.1
OG0007421	AT5G58860.1	XP_006401031.2
OG0007422	AT5G58770.1	XP_006401043.1
OG0007423	AT5G58710.1	XP_006401051.1
OG0007424	AT5G58510.1	XP_006401073.1
OG0007425	AT5G58500.1	XP_006401075.1
OG0007426	AT5G37055.1	XP_006401078.1
OG0007427	AT5G58010.1	XP_006401139.1
OG0007428	AT5G57860.1	XP_006401159.1
OG0007429	AT5G57840.1	XP_006401163.1
OG0007430	AT5G57810.1	XP_006401166.1
OG0007431	AT5G57660.1	XP_006401182.1
OG0007432	AT5G57420.1	XP_006401206.1
OG0007433	AT5G50600.1, AT5G50700.1	XP_006402075.1
OG0007434	AT5G57010.1	XP_006401256.1
OG0007435	AT5G57030.1	XP_006401252.1
OG0007436	AT5G57110.1	XP_006401244.1
OG0007437	AT5G57120.1	XP_024012697.1
OG0007438	AT5G57150.4	XP_024012563.1
OG0007439	AT5G56890.1	XP_006401272.2
OG0007440	AT5G56530.1	XP_006401311.1
OG0007441	AT5G56190.7	XP_006401366.1
OG0007442	AT5G56110.1	XP_006401377.1
OG0007443	AT5G55940.1	XP_006401398.1
OG0007444	AT4G28630.1, AT4G28620.1	XP_006412929.1
OG0007445	AT5G55590.1	XP_006401435.1
OG0007446	AT5G55090.2	XP_024011188.1
OG0007447	AT5G55020.1	XP_006401500.1
OG0007448	AT5G54930.1	XP_006401508.1
OG0007449	AT3G49600.1	XP_006404125.1
OG0007450	AT3G49142.1	XP_024013510.1
OG0007451	AT3G48760.1	XP_006404219.1
OG0007452	AT5G54110.1	XP_006401626.1
OG0007453	AT5G54250.1	XP_006401592.1
OG0007454	AT5G54260.2	XP_024011912.1
OG0007455	AT4G02290.1	XP_006396437.1
OG0007456	AT4G02340.1	XP_006396441.1
OG0007457	AT4G02715.1	XP_006396485.1
OG0007458	AT4G02790.1	XP_006396503.1, XP_024016624.1
OG0007459	AT5G07460.1	XP_006399228.1
OG0007460	AT5G07300.1	XP_006399212.2
OG0007461	AT5G07240.2	XP_006399207.1
OG0007462	AT5G07030.1	XP_006399181.1
OG0007463	AT5G06700.1	XP_006399144.1
OG0007464	AT5G06490.1	XP_006399122.1
OG0007465	AT5G06470.1	XP_006399120.1
OG0007466	AT5G06300.1	XP_006399100.1
OG0007467	AT5G05830.1	XP_006399044.1
OG0007468	AT5G05630.1	XP_006399022.1
OG0007469	AT5G05240.1	XP_006398986.1
OG0007470	AT5G05210.1	XP_006398983.1
OG0007471	AT5G04820.1	XP_006398934.1
OG0007472	AT5G04550.1	XP_024011657.1
OG0007473	AT5G04310.1	XP_024011775.1
OG0007474	AT5G04180.1	XP_006398874.1
OG0007475	AT3G10190.1	XP_006407598.1
OG0007476	AT5G03900.2	XP_006398850.1
OG0007477	AT5G03840.1	XP_024009640.1, XP_006398842.1
OG0007478	AT5G03560.2	XP_024011570.1
OG0007479	AT5G03415.1	XP_006398790.1
OG0007480	AT3G46100.1, AT5G03406.1	XP_006402113.1
OG0007482	AT5G03180.2	XP_006398765.1
OG0007483	AT5G03160.1	XP_006398763.1
OG0007484	AT5G03080.1	XP_006398758.2
OG0007485	AT5G02750.1	XP_006398728.1
OG0007487	AT5G02530.1	XP_006398711.1
OG0007488	AT5G02410.1	XP_006398701.1
OG0007489	AT5G02420.1	XP_006398702.1
OG0007490	AT5G02430.1	XP_006398703.1
OG0007491	AT5G02480.1	XP_006398707.1
OG0007492	AT5G02220.1	XP_006398685.1
OG0007493	AT5G01090.1	XP_006398654.1
OG0007494	AT5G01100.1	XP_006398653.1
OG0007495	AT5G01220.1	XP_006398643.1
OG0007496	AT5G01260.2	XP_006398636.2
OG0007497	AT5G01340.1	XP_006398629.1
OG0007498	AT5G01860.1	XP_006398573.1
OG0007499	AT5G41040.1	XP_006405403.1
OG0007500	AT5G41800.1	XP_006405306.1
OG0007501	AT5G41900.1	XP_006405296.1
OG0007502	AT5G42050.1	XP_006405279.1
OG0007503	AT1G79870.1	XP_006389715.1
OG0007504	AT1G80530.1	XP_006389807.1
OG0007505	AT1G80570.2	XP_006389812.1
OG0007506	AT1G80600.1	XP_006389814.1, XP_006405081.2
OG0007507	AT1G80680.1	XP_006389822.1
OG0007508	AT1G80750.1	XP_006389831.1
OG0007509	AT1G80950.1	XP_006389853.1
OG0007510	AT1G79640.1	XP_024006710.1
OG0007511	AT2G17280.1	XP_006402248.1
OG0007512	AT1G79270.1	XP_006389902.1
OG0007513	AT1G79110.1	XP_006389921.1
OG0007514	AT1G79060.1	XP_006389925.1
OG0007515	AT1G79050.1	XP_024008051.1
OG0007516	AT1G79020.1	XP_006389930.1
OG0007517	AT1G79000.2	XP_006389932.1
OG0007518	AT1G78780.3	XP_024011267.1
OG0007519	AT1G78700.1	XP_006389963.1
OG0007520	AT1G78690.1	XP_006389964.1
OG0007522	AT1G78290.2	XP_006390000.1
OG0007523	AT1G78120.1	XP_006390019.1
OG0007524	AT1G78040.1	XP_006390031.1
OG0007525	AT1G77800.3	XP_024007482.1
OG0007526	AT1G77765.4	XP_006390055.1
OG0007527	AT1G77620.1	XP_006390073.1
OG0007528	AT1G77470.1	XP_006390087.1
OG0007529	AT1G77250.1	XP_006390109.1
OG0007530	AT1G77200.1	XP_006390115.1
OG0007531	AT1G77145.1, AT1G77160.1	XP_006390119.1
OG0007532	AT1G77100.1	XP_006390125.1
OG0007533	AT1G76900.1	XP_006390146.1
OG0007534	AT1G76750.1	XP_006390158.1
OG0007535	AT1G76250.1	XP_006390218.1
OG0007536	AT1G76070.1	XP_006390241.1
OG0007537	AT1G76060.1	XP_006390243.1
OG0007538	AT1G75980.1	XP_024008392.1
OG0007539	AT1G75810.1	XP_024010392.1
OG0007540	AT1G75800.1	XP_006390271.1
OG0007541	AT1G75680.1	XP_006390284.1
OG0007542	AT5G48600.2	XP_006395325.1
OG0007543	AT1G75200.1	XP_006390336.2
OG0007544	AT1G75080.1	XP_006390354.1
OG0007545	AT2G17410.1	XP_006409312.1
OG0007546	AT2G17450.1	XP_006409305.1
OG0007547	AT2G17480.1	XP_006409301.1
OG0007548	AT2G17760.1	XP_006409248.1
OG0007549	AT3G49940.1	XP_006404087.1
OG0007550	AT3G49930.1	XP_006404088.1
OG0007551	AT3G49880.1	XP_006404093.1
OG0007552	AT5G54585.1	XP_006401558.1
OG0007553	AT5G54540.1	XP_006401561.1
OG0007554	AT3G47640.1	XP_006404356.1
OG0007555	AT1G56145.2	XP_006392561.2
OG0007556	AT1G55840.1	XP_006392597.1
OG0007557	AT2G01170.1	XP_006398501.1
OG0007558	AT1G55280.2	XP_006392662.1
OG0007559	AT1G55190.1	XP_006392675.1
OG0007560	AT1G55160.3	XP_006392680.1
OG0007561	AT1G54170.1	XP_006392709.1
OG0007562	AT1G53903.1, AT1G53885.1	XP_006392739.1
OG0007563	AT1G53400.1	XP_006392791.1
OG0007564	AT1G53300.1	XP_006392803.1
OG0007565	AT1G53040.1	XP_006392838.1
OG0007566	AT2G36080.1	XP_006410779.1
OG0007567	AT2G36270.3	XP_006410798.1
OG0007568	AT2G36310.1	XP_006410804.1
OG0007569	AT3G45040.1	XP_006419077.1
OG0007570	AT3G44600.1	XP_006419120.1
OG0007571	AT5G50210.1	XP_006402165.1
OG0007572	AT5G50380.1	XP_006402114.1
OG0007573	AT5G52910.2	XP_006401764.1, XP_024009650.1
OG0007574	AT5G53060.1	XP_006401750.1
OG0007575	AT5G53070.1	XP_006401748.1
OG0007576	AT5G53130.1	XP_006401742.1
OG0007577	AT5G49890.1	XP_006402220.1
OG0007578	AT5G50350.1	XP_006402127.1
OG0007579	AT5G61020.1	XP_006397414.1
OG0007580	AT5G35430.1	XP_006403088.1
OG0007581	AT5G35620.1	XP_006395958.1
OG0007582	AT4G12740.1	XP_024005034.1
OG0007583	AT4G13160.1	XP_006414963.1
OG0007584	AT4G13220.1	XP_006414949.1
OG0007585	AT4G13370.1	XP_006414920.1
OG0007586	AT4G13460.1	XP_006414898.2
OG0007587	AT4G13700.1	XP_006414863.2
OG0007588	AT4G14330.1	XP_006414737.1
OG0007589	AT4G14340.1	XP_006414736.1
OG0007590	AT4G14590.1	XP_024005091.1, XP_006410619.1
OG0007591	AT4G14746.1	XP_024005187.1
OG0007592	AT4G14770.1	XP_024016513.1, XP_006414644.1
OG0007593	AT4G14819.1	XP_006414635.1
OG0007594	AT4G15093.1	XP_006414565.1
OG0007595	AT4G15200.1	XP_006414556.1
OG0007598	AT1G73020.1	XP_006390602.1
OG0007599	AT1G73120.1	XP_006390592.1
OG0007601	AT1G73360.1	XP_006390565.1
OG0007602	AT1G73805.1	XP_006390506.1
OG0007603	AT1G73820.2	XP_024008509.1
OG0007604	AT1G74480.1	XP_006390420.1
OG0007605	AT1G74520.1	XP_006390414.1
OG0007606	AT1G74730.1	XP_006390394.1
OG0007607	AT1G68520.1	XP_006391130.1
OG0007608	AT4G32360.1	XP_006402043.1
OG0007610	AT1G69010.1	XP_006391066.1
OG0007611	AT4G28485.2	XP_024005894.1
OG0007612	AT4G28520.1	XP_024010080.1, XP_006412944.1
OG0007613	AT4G28610.1	XP_006412933.1
OG0007614	AT4G28720.1	XP_006412918.1
OG0007615	AT4G29210.1	XP_006412863.2
OG0007616	AT5G53150.2	XP_006403563.1
OG0007617	AT3G26440.5	XP_024007066.1
OG0007619	AT1G63650.1	XP_006391734.1
OG0007620	AT1G63980.1	XP_006391689.1
OG0007621	AT5G39940.1	XP_024014575.1
OG0007622	AT5G39950.1	XP_024014606.1
OG0007623	AT3G29320.1	XP_006395284.1
OG0007625	AT5G49410.1	XP_006395065.1
OG0007626	AT3G27260.3	XP_006395464.1
OG0007627	AT3G27160.2	XP_006395478.1
OG0007628	AT3G26790.1	XP_006395520.1
OG0007629	AT3G26740.1	XP_006395528.1
OG0007630	AT3G26710.1	XP_006395531.1
OG0007631	AT3G26370.1	XP_006395561.1
OG0007632	AT3G26140.3	XP_006395580.1
OG0007633	AT5G51040.3	XP_006402032.1
OG0007635	AT1G69870.1	XP_006390953.1
OG0007636	AT1G69840.1	XP_006390957.1
OG0007637	AT1G69810.1	XP_006390964.1
OG0007638	AT1G69800.2	XP_006390965.1
OG0007639	AT2G05990.1	XP_006396123.1
OG0007641	AT5G46280.1	XP_006398323.1
OG0007642	AT5G46220.1	XP_006398311.1
OG0007643	AT5G48545.1	XP_006395169.2
OG0007644	AT5G46160.1	XP_024011012.1
OG0007645	AT5G46110.4	XP_006398293.1
OG0007646	AT5G46100.1	XP_006398290.1
OG0007647	AT5G46080.1	XP_006398289.1
OG0007649	AT5G45360.1	XP_006398210.1
OG0007650	AT5G35700.1	XP_006395941.1
OG0007651	AT5G45275.1	XP_006398191.1
OG0007652	AT1G49540.2	XP_006393248.1
OG0007653	AT1G49560.1	XP_006393245.1
OG0007654	AT4G25820.1	XP_006413267.1
OG0007655	AT1G50120.2	XP_024006322.1
OG0007656	AT1G50240.2	XP_024006362.1
OG0007657	AT1G50320.1	XP_006393162.1
OG0007658	AT1G50610.1	XP_006393130.1
OG0007659	AT1G50910.1	XP_006393098.1
OG0007660	AT1G51210.1	XP_006393070.1
OG0007661	AT1G51405.1	XP_006393057.1
OG0007662	AT1G51630.1	XP_006393024.1
OG0007663	AT1G51660.1	XP_024006239.1
OG0007664	AT1G51745.1	XP_006392999.1
OG0007665	AT1G51950.1	XP_006392976.1
OG0007666	AT1G04950.1	XP_006418077.1
OG0007667	AT1G52080.1	XP_006392964.1
OG0007668	AT1G52150.2	XP_006392953.1
OG0007669	AT1G52342.1	XP_024006303.1
OG0007670	AT1G52760.1	XP_006392872.1
OG0007671	AT1G17640.1	XP_006416683.1
OG0007672	AT5G42740.1	XP_006403358.1
OG0007673	AT2G22610.3	XP_024014101.1
OG0007674	AT5G42830.1	XP_006403341.1
OG0007675	AT5G42870.1	XP_006403338.1
OG0007676	AT2G33490.1	XP_024003808.1
OG0007677	AT2G33550.1	XP_024003747.1
OG0007678	AT2G33830.2	XP_006410531.1
OG0007679	AT2G33835.1	XP_024016807.1
OG0007680	AT2G33860.1	XP_006410539.1
OG0007681	AT2G34000.1	XP_006410545.1
OG0007682	AT2G34400.1	XP_006410585.1
OG0007683	AT2G34450.2	XP_024003780.1
OG0007684	AT2G34570.1	XP_006410603.1
OG0007685	AT2G34780.1	XP_024016673.1
OG0007686	AT5G49540.1	XP_006395053.1
OG0007687	AT2G35470.1	XP_006410705.1
OG0007688	AT2G35700.1	XP_006410739.1
OG0007689	AT1G08710.2	XP_006417655.1
OG0007690	AT2G35880.1	XP_006410758.1
OG0007691	AT2G35900.1	XP_006410760.1
OG0007692	AT4G19430.1	XP_006413979.1
OG0007693	AT4G19170.1	XP_006414000.1
