Orthogroup	Arabidopsis_thaliana	Raphanus_sativus
OG0005671	AT4G20780.1	XP_018450287.1, XP_018471230.1
OG0005672	AT4G20970.1	XP_018481728.1, XP_018448489.1, XP_018468619.1
OG0005673	AT4G21105.1	XP_018448006.1
OG0005676	AT4G19760.1, AT4G19750.1, AT4G19720.1	XP_018473609.1
OG0005677	AT4G26190.1	XP_018449154.1, XP_018449156.1
OG0005678	AT4G16447.1	XP_018480989.1, XP_018460251.1, XP_018468486.1
OG0005679	AT1G24360.1	XP_018445756.1
OG0005680	AT4G16610.1	XP_018468358.1, XP_018480844.1
OG0005681	AT4G17090.1	XP_018447186.1, XP_018461575.1, XP_018484803.1
OG0005682	AT5G66330.1	XP_018468851.1, XP_018462076.1, XP_018453300.1
OG0005683	AT5G66310.1	XP_018433264.1
OG0005684	AT3G63520.1	XP_018459655.1
OG0005685	AT3G63210.1	XP_018459630.1, XP_018489220.1
OG0005686	AT3G62900.1	XP_018445224.1, XP_018460346.1, XP_018432880.1, XP_018432921.1
OG0005687	AT3G62600.1	XP_018462867.1, XP_018478581.1, XP_018491859.1
OG0005688	AT3G62140.1	XP_018462787.1, XP_018488609.1
OG0005689	AT1G65295.1	XP_018455682.1
OG0005690	AT5G36000.1, AT3G61730.1	XP_018444919.1, XP_018460102.1, XP_018460087.1, XP_018462765.1, XP_018482217.1
OG0005691	AT3G61590.4	XP_018477183.1, XP_018465834.1, XP_018442635.1
OG0005692	AT3G61460.1	XP_018493162.1, XP_018478917.1, XP_018443896.1
OG0005693	AT3G61310.1	XP_018485649.1, XP_018485723.1, XP_018477708.1
OG0005694	AT3G61050.1	XP_018445186.1, XP_018445187.1, XP_018477896.1
OG0005695	AT3G60820.1	XP_018442718.1, XP_018481476.1, XP_018486063.1
OG0005696	AT3G60670.1	XP_018489300.1, XP_018489214.1, XP_018482054.1
OG0005697	AT3G60090.1	XP_018490048.1, XP_018459090.1, XP_018459099.1, XP_018461323.1, XP_018444866.1, XP_018444952.1
OG0005698	AT3G59630.1	XP_018432913.1
OG0005699	AT2G43330.1	XP_018485309.1
OG0005700	AT3G59220.1	XP_018460831.1, XP_018488034.1, XP_018461495.1, XP_018461207.1
OG0005701	AT3G59110.1	XP_018492330.1, XP_018462898.1, XP_018459991.1, XP_018442253.1
OG0005703	AT2G42210.2	XP_018440755.1, XP_018485189.1, XP_018480737.1
OG0005704	AT3G57510.1	XP_018489829.1, XP_018466392.1, XP_018444632.1
OG0005705	AT3G57450.1	XP_018458788.1
OG0005706	AT3G57040.1	XP_018462591.1, XP_018446164.1, XP_018491161.1, XP_018460287.1
OG0005707	AT3G56950.2	XP_018492481.1, XP_018458561.1, XP_018446221.1
OG0005708	AT3G56590.2	XP_018458571.1, XP_018459891.1, XP_018459893.1, XP_018488014.1, XP_018487376.1
OG0005709	AT3G56360.1	XP_018486721.1, XP_018459233.1
OG0005710	AT3G56250.3	XP_018461223.1, XP_018443123.1
OG0005711	AT3G56220.1	XP_018467565.1, XP_018461219.1, XP_018460791.1
OG0005712	AT3G56100.1	XP_018446280.1, XP_018484818.1
OG0005713	AT3G54800.1	XP_018481998.1, XP_018489923.1, XP_018444453.1
OG0005714	AT3G54740.2	XP_018484895.1, XP_018444175.1, XP_018485559.1
OG0005715	AT1G20270.1	XP_018450725.1, XP_018479919.1
OG0005716	AT3G54000.1	XP_018461882.1, XP_018459329.1, XP_018485549.1
OG0005717	AT3G53720.1	XP_018478504.1, XP_018443670.1, XP_018442408.1, XP_018489688.1
OG0005718	AT5G53670.1	XP_018479345.1
OG0005719	AT5G53210.1	XP_018468579.1
OG0005720	AT5G53200.1	XP_018452008.1, XP_018468907.1, XP_018475046.1
OG0005721	AT2G04550.1	XP_018486631.1, XP_018486382.1
OG0005722	AT5G35360.3	XP_018433783.1, XP_018491487.1, XP_018485679.1, XP_018485822.1
OG0005723	AT1G66760.2	XP_018434493.1
OG0005724	AT1G67120.2	XP_018469145.1
OG0005725	AT1G67310.1	XP_018471219.1, XP_018445567.1, XP_018446386.1
OG0005726	AT1G67340.1	XP_018443821.1, XP_018470066.1, XP_018442641.1
OG0005727	AT1G67570.1	XP_018461899.1, XP_018445683.1, XP_018443482.1
OG0005728	AT1G67650.1, AT1G67680.1	XP_018446595.1, XP_018463610.1, XP_018447022.1
OG0005729	AT1G68330.1	XP_018442982.1, XP_018453217.1, XP_018466831.1
OG0005730	AT1G68340.1	XP_018454757.1, XP_018468345.1, XP_018461388.1, XP_018443485.1
OG0005731	AT1G68430.1	XP_018468618.1, XP_018444930.1, XP_018455967.1
OG0005732	AT2G18040.1	XP_018486842.1, XP_018433599.1
OG0005733	AT2G18260.1	XP_018437774.1, XP_018492249.1
OG0005734	AT3G01140.1	XP_018441451.1, XP_018488839.1
OG0005735	AT2G19490.1	XP_018435018.1, XP_018437397.1
OG0005735	AT3G32920.1	XP_018463517.1
OG0005736	AT2G19440.1	XP_018451983.1
OG0005738	AT2G40610.1	XP_018474479.1, XP_018484995.1, XP_018441813.1
OG0005739	AT2G40430.2	XP_018479949.1, XP_018441083.1
OG0005740	AT2G40060.1	XP_018476198.1, XP_018440363.1
OG0005741	AT2G39990.1	XP_018434302.1, XP_018473108.1
OG0005742	AT2G39750.1	XP_018476615.1, XP_018467216.1, XP_018441201.1, XP_018467015.1
OG0005743	AT2G39660.1	XP_018433704.1, XP_018483097.1, XP_018474477.1, XP_018466556.1
OG0005744	AT2G39340.1	XP_018439852.1, XP_018483660.1
OG0005745	AT2G39300.1	XP_018474026.1, XP_018454399.1, XP_018441474.1
OG0005746	AT2G39290.1	XP_018472522.1, XP_018458150.1
OG0005747	AT2G07690.1	XP_018485391.1
OG0005748	AT2G39110.1	XP_018437044.1
OG0005749	AT2G38400.2	XP_018441077.1, XP_018441104.1, XP_018481535.1, XP_018473267.1, XP_018473207.1
OG0005750	AT2G38370.2	XP_018472783.1, XP_018484208.1
OG0005751	AT2G38090.1	XP_018473198.1, XP_018433585.1, XP_018466734.1
OG0005752	AT2G37930.3	XP_018487889.1, XP_018460912.1, XP_018483036.1
OG0005753	AT2G37890.1	XP_018460910.1, XP_018480719.1
OG0005754	AT2G37630.1	XP_018441210.1, XP_018476217.1
OG0005755	AT2G37610.1	XP_018479926.1, XP_018437450.1
OG0005756	AT2G37390.1	XP_018481366.1, XP_018433298.1
OG0005757	AT2G37030.1	XP_018481684.1, XP_018482013.1, XP_018459000.1, XP_018475529.1, XP_018475531.1, XP_018438551.1
OG0005758	AT1G13790.1	XP_018460870.1
OG0005759	AT4G14700.1, AT4G12620.1	XP_018457353.1
OG0005760	AT4G04190.1	XP_018455062.1, XP_018452622.1, XP_018452626.1, XP_018454400.1
OG0005762	AT4G04850.2	XP_018452278.1
OG0005763	AT4G12020.2	XP_018452361.1
OG0005764	AT2G22500.1	XP_018463865.1, XP_018485200.1, XP_018441457.1
OG0005765	AT2G23070.1	XP_018485019.1, XP_018485028.1, XP_018438877.1, XP_018438879.1
OG0005767	AT2G24090.1	XP_018440593.1, XP_018479402.1, XP_018480964.1, XP_018461121.1
OG0005768	AT1G43710.1	XP_018492117.1, XP_018453235.1
OG0005769	AT1G44160.1	XP_018493343.1, XP_018486043.1, XP_018460337.1
OG0005770	AT1G33530.1	XP_018475279.1
OG0005771	AT1G33400.2	XP_018486414.1, XP_018463624.1
OG0005772	AT4G08460.1	XP_018442559.1, XP_018476844.1
OG0005773	AT4G08455.1	XP_018476845.1, XP_018473804.1
OG0005775	AT4G10810.1	XP_018474581.1, XP_018468132.1, XP_018458779.1
OG0005776	AT4G11040.1	XP_018473764.1, XP_018467524.1, XP_018455513.1
OG0005777	AT4G11560.1	XP_018476507.1, XP_018471379.1, XP_018461169.1
OG0005778	AT4G11600.1	XP_018447003.1, XP_018462872.1, XP_018464282.1
OG0005779	AT4G11740.1	XP_018468577.1, XP_018464247.1, XP_018463961.1, XP_018452415.1, XP_018462248.1
OG0005780	AT5G19140.1	XP_018471277.1, XP_018446019.1, XP_018472718.1
OG0005781	AT5G26667.1	XP_018454307.1, XP_018478059.1
OG0005782	AT5G27980.1	XP_018455809.1, XP_018440297.1, XP_018483400.1
OG0005783	AT2G20030.1	XP_018438635.1, XP_018438151.1
OG0005785	AT2G20585.6	XP_018435108.1, XP_018435114.1, XP_018467596.1, XP_018437557.1
OG0005786	AT2G47710.1	XP_018476078.1, XP_018439801.1, XP_018478532.1
OG0005787	AT2G47460.1	XP_018473927.1, XP_018473915.1, XP_018435146.1
OG0005788	AT2G47270.1	XP_018481464.1, XP_018481453.1, XP_018437601.1, XP_018475452.1
OG0005789	AT2G46940.1	XP_018474865.1, XP_018434843.1
OG0005790	AT2G46810.1	XP_018439014.1, XP_018478290.1, XP_018478268.1, XP_018483142.1
OG0005791	AT2G46790.1, AT2G46670.1	XP_018434805.1, XP_018478219.1, XP_018478210.1, XP_018483145.1
OG0005792	AT2G46535.1	XP_018480482.1, XP_018437893.1
OG0005793	AT1G14620.1	XP_018478336.1, XP_018473304.1
OG0005794	AT2G46000.1	XP_018436619.1, XP_018478642.1, XP_018479139.1
OG0005795	AT2G45940.2, AT4G16080.1	XP_018474905.1
OG0005796	AT2G45410.1	XP_018436455.1, XP_018436454.1
OG0005797	AT2G45340.1	XP_018477141.1, XP_018463784.1, XP_018440254.1
OG0005798	AT2G45190.1	XP_018480712.1, XP_018476406.1
OG0005799	AT2G44670.1	XP_018436631.1, XP_018473414.1, XP_018483429.1
OG0005800	AT2G44210.2	XP_018472616.1, XP_018484480.1, XP_018439872.1
OG0005801	AT1G70250.1	XP_018483085.1
OG0005802	AT2G43160.1	XP_018439786.1, XP_018476059.1, XP_018481879.1
OG0005803	AT2G42810.2	XP_018483380.1, XP_018477137.1
OG0005804	AT2G42610.1	XP_018434034.1, XP_018477345.1
OG0005805	AT2G42580.1	XP_018436535.1, XP_018476136.1
OG0005806	AT2G42430.1	XP_018438257.1, XP_018482139.1, XP_018473992.1
OG0005807	AT1G66170.1	XP_018456436.1
OG0005808	AT2G42350.1	XP_018437903.1, XP_018484077.1
OG0005809	AT2G42040.1	XP_018473521.1, XP_018434543.1
OG0005810	AT2G41970.1	XP_018478935.1, XP_018474920.1, XP_018437464.1
OG0005811	AT2G41940.1	XP_018475049.1, XP_018437916.1, XP_018478937.1
OG0005812	AT2G41660.1	XP_018437919.1, XP_018466567.1, XP_018482312.1
OG0005813	AT5G47220.1	XP_018466514.1, XP_018434144.1, XP_018453923.1, XP_018454286.1
OG0005814	AT3G01190.1	XP_018433026.1, XP_018489425.1, XP_018465770.1
OG0005815	AT3G02280.1	XP_018486424.1, XP_018485784.1, XP_018487625.1
OG0005816	AT3G02555.1	XP_018440953.1, XP_018491071.1
OG0005817	AT3G02800.1	XP_018491803.1, XP_018489067.1, XP_018440409.1
OG0005818	AT3G02830.1	XP_018493196.1, XP_018491800.1, XP_018440407.1
OG0005819	AT3G02970.1	XP_018488501.1, XP_018488329.1, XP_018491802.1
OG0005820	AT3G03060.1	XP_018485725.1, XP_018490657.1, XP_018436798.1, XP_018436797.1
OG0005821	AT3G03170.1	XP_018489599.1, XP_018437829.1, XP_018490269.1
OG0005822	AT3G04300.1	XP_018486724.1, XP_018489273.1, XP_018434648.1
OG0005823	AT3G04980.2	XP_018493322.1
OG0005824	AT3G05200.1	XP_018490624.1, XP_018485965.1
OG0005825	AT3G05230.1	XP_018465272.1, XP_018488546.1, XP_018491655.1
OG0005826	AT3G05490.1	XP_018485787.1, XP_018489145.1, XP_018490578.1
OG0005827	AT3G05900.1	XP_018492272.1, XP_018432610.1, XP_018489510.1
OG0005828	AT3G06240.1	XP_018492041.1, XP_018486726.1
OG0005829	AT3G06260.1	XP_018490004.1
OG0005830	AT3G06410.1	XP_018440489.1, XP_018492151.1, XP_018490398.1, XP_018490399.1
OG0005831	AT3G06590.1	XP_018434620.1, XP_018434597.1
OG0005832	AT3G06730.1	XP_018437106.1, XP_018437113.1, XP_018486363.1, XP_018486365.1
OG0005833	AT3G06860.1	XP_018491532.1, XP_018486348.1, XP_018441939.1
OG0005834	AT3G06920.2	XP_018491716.1, XP_018488432.1
OG0005835	AT3G07020.1	XP_018486934.1, XP_018433258.1, XP_018491896.1
OG0005836	AT3G07100.1	XP_018491704.1, XP_018439557.1, XP_018491118.1
OG0005837	AT3G07360.1	XP_018441220.1, XP_018485508.1, XP_018487034.1, XP_018493078.1
OG0005838	AT3G07390.1	XP_018488998.1, XP_018462742.1, XP_018489065.1, XP_018441277.1
OG0005839	AT3G07570.1	XP_018487056.1, XP_018487075.1, XP_018435319.1, XP_018437583.1
OG0005840	AT3G08600.1	XP_018486650.1, XP_018487215.1, XP_018487184.1
OG0005841	AT3G09240.3	XP_018489832.1, XP_018489482.1, XP_018437631.1
OG0005842	AT3G09350.1	XP_018491675.1
OG0005843	AT3G16380.1	XP_018465946.1, XP_018488592.1
OG0005844	AT3G10572.1	XP_018488902.1
OG0005845	AT3G10920.1	XP_018460974.1, XP_018490784.1
OG0005846	AT3G11000.2	XP_018437385.1, XP_018487472.1
OG0005847	AT3G11170.1	XP_018488518.1, XP_018465589.1, XP_018492560.1
OG0005848	AT3G11680.2	XP_018489587.1, XP_018437940.1, XP_018437943.1
OG0005849	AT3G12140.3	XP_018491213.1, XP_018463389.1
OG0005850	AT3G12760.1	XP_018490887.1, XP_018490888.1, XP_018492789.1
OG0005851	AT3G12870.1	XP_018436994.1, XP_018463983.1, XP_018488726.1
OG0005852	AT3G12890.1	XP_018490108.1, XP_018490193.1, XP_018438018.1
OG0005854	AT3G13310.1	XP_018433664.1, XP_018489000.1, XP_018488438.1
OG0005855	AT4G15570.1	XP_018471146.1, XP_018471148.1
OG0005856	AT3G13690.1	XP_018459553.1, XP_018489111.1, XP_018490834.1, XP_018439829.1
OG0005857	AT3G13882.2	XP_018488667.1, XP_018489370.1, XP_018459551.1
OG0005858	AT3G14120.1	XP_018440771.1, XP_018440811.1, XP_018490093.1
OG0005859	AT3G14160.1	XP_018490094.1
OG0005860	AT3G14205.1	XP_018440947.1, XP_018441887.1, XP_018490101.1, XP_018466101.1
OG0005861	AT3G14990.1	XP_018491515.1, XP_018491538.1, XP_018464608.1
OG0005862	AT3G15030.1	XP_018438721.1, XP_018485992.1, XP_018485983.1, XP_018489340.1
OG0005863	AT3G15570.1	XP_018467091.1, XP_018466774.1, XP_018493334.1, XP_018488266.1
OG0005864	AT3G15950.1	XP_018434654.1, XP_018434841.1, XP_018485915.1
OG0005865	AT3G16050.1	XP_018441717.1, XP_018440395.1
OG0005866	AT3G16240.1	XP_018487081.1, XP_018492997.1, XP_018442001.1, XP_018441147.1
OG0005867	AT3G16490.1	XP_018463819.1, XP_018489472.1, XP_018437159.1
OG0005868	AT5G42360.1, AT5G42350.1	XP_018458005.1
OG0005869	AT3G17020.1	XP_018490016.1, XP_018441786.1, XP_018487150.1
OG0005870	AT3G17220.1	XP_018435143.1, XP_018438518.1
OG0005871	AT3G17510.1	XP_018486691.1, XP_018461062.1
OG0005872	AT3G17690.1	XP_018433123.1, XP_018486353.1
OG0005873	AT3G17840.1	XP_018490870.1, XP_018440867.1
OG0005874	AT3G18010.1	XP_018492440.1, XP_018489180.1, XP_018489203.1
OG0005875	AT3G18190.1	XP_018441130.1, XP_018492982.1
OG0005876	AT3G18210.1	XP_018486978.1, XP_018485894.1
OG0005877	AT3G18430.1	XP_018434314.1, XP_018481269.1, XP_018459896.1
OG0005878	AT3G18710.1	XP_018487514.1, XP_018434307.1
OG0005879	AT3G18773.1	XP_018488725.1, XP_018434788.1, XP_018487002.1
OG0005880	AT3G18950.1	XP_018486984.1, XP_018437204.1, XP_018490772.1, XP_018464742.1
OG0005881	AT3G18990.2	XP_018464739.1, XP_018492011.1, XP_018433421.1
OG0005882	AT3G63220.2	XP_018465604.1, XP_018433836.1
OG0005883	AT3G19360.1	XP_018487202.1, XP_018488744.1, XP_018436880.1
OG0005884	AT3G21560.1	XP_018458525.1, XP_018487632.1, XP_018490783.1
OG0005885	AT3G19550.1	XP_018458861.1, XP_018489881.1, XP_018461329.1, XP_018437988.1, XP_018438327.1, XP_018461328.1
OG0005886	AT3G19920.2	XP_018488542.1, XP_018461498.1, XP_018465864.1
OG0005887	AT3G19950.2	XP_018485410.1, XP_018435009.1
OG0005888	AT3G20070.1	XP_018463216.1, XP_018467008.1, XP_018462347.1
OG0005890	AT3G20290.1	XP_018490773.1, XP_018490732.1, XP_018433627.1
OG0005891	AT3G20300.1	XP_018490775.1, XP_018437207.1, XP_018488945.1
OG0005892	AT3G20640.1	XP_018466225.1, XP_018491364.1, XP_018486840.1, XP_018487607.1
OG0005893	AT3G29310.1	XP_018441575.1
OG0005894	AT5G35980.1	XP_018458151.1, XP_018446286.1, XP_018461369.1
OG0005895	AT3G22760.1	XP_018433667.1, XP_018489622.1
OG0005896	AT3G23630.1	XP_018489096.1, XP_018481935.1, XP_018438647.1, XP_018438648.1
OG0005897	AT3G23540.1	XP_018441427.1, XP_018441229.1, XP_018485550.1
OG0005898	AT3G23230.1	XP_018489555.1
OG0005899	AT3G23200.1	XP_018433040.1, XP_018488771.1
OG0005900	AT3G22830.1	XP_018488505.1, XP_018489151.1, XP_018437641.1
OG0005901	AT3G22680.1	XP_018485499.1, XP_018486091.1
OG0005902	AT3G22620.1	XP_018459665.1, XP_018486236.1, XP_018488877.1
OG0005903	AT3G22520.1	XP_018492972.1, XP_018459678.1
OG0005904	AT3G22410.1	XP_018464229.1, XP_018437559.1, XP_018461532.1, XP_018486664.1
OG0005905	AT3G22200.2	XP_018462420.1, XP_018434305.1, XP_018464926.1, XP_018489499.1
OG0005906	AT4G30220.2	XP_018466465.1, XP_018449260.1
OG0005907	AT1G66500.1, AT5G43620.1	XP_018445027.1, XP_018459503.1
OG0005908	AT5G28640.1	XP_018480854.1
OG0005909	AT5G30490.1	XP_018480620.1, XP_018457731.1, XP_018461283.1
OG0005910	AT5G48850.1	XP_018437168.1, XP_018478968.1, XP_018455102.1
OG0005911	AT2G19880.2	XP_018438187.1, XP_018451443.1, XP_018433645.1
OG0005912	AT3G52140.4	XP_018458904.1, XP_018439580.1, XP_018438821.1
OG0005913	AT3G51840.1	XP_018478029.1, XP_018460002.1, XP_018433222.1
OG0005914	AT3G51820.1	XP_018469805.1, XP_018463317.1, XP_018441238.1
OG0005915	AT4G00530.1, AT1G01725.1	XP_018434887.1
OG0005916	AT1G01690.1	XP_018486658.1
OG0005917	AT4G07950.1, AT1G01210.1	XP_018492682.1
OG0005918	AT1G02280.1	XP_018490493.1, XP_018492271.1, XP_018469948.1
OG0005919	AT1G02340.1	XP_018482591.1
OG0005920	AT1G02880.6, AT2G44750.2	XP_018448042.1
OG0005921	AT1G03330.1	XP_018481388.1, XP_018465192.1, XP_018462683.1
OG0005922	AT1G04040.1	XP_018493000.1, XP_018447193.1, XP_018447202.1
OG0005923	AT1G04400.1	XP_018447436.1, XP_018461437.1
OG0005924	AT1G04680.1	XP_018432612.1, XP_018437503.1, XP_018447258.1
OG0005925	AT1G05720.1	XP_018451559.1, XP_018451571.1, XP_018491822.1, XP_018491823.1
OG0005926	AT1G06160.1	XP_018489119.1, XP_018491355.1
OG0005927	AT1G06900.1	XP_018451792.1, XP_018462860.1, XP_018432866.1, XP_018441552.1
OG0005928	AT1G07080.1	XP_018437173.1, XP_018486097.1
OG0005929	AT1G07210.1	XP_018489394.1, XP_018493242.1
OG0005930	AT1G07840.1	XP_018435805.1, XP_018468374.1
OG0005931	AT1G07476.1, AT1G07473.1	XP_018486168.1
OG0005932	AT1G07520.3	XP_018481527.1, XP_018487014.1
OG0005933	AT1G07720.2	XP_018436028.1, XP_018487142.1, XP_018447830.1, XP_018450797.1
OG0005934	AT1G07985.1	XP_018449921.1, XP_018491757.1, XP_018465024.1, XP_018485654.1
OG0005935	AT1G08260.1, AT2G27120.2	XP_018492489.1
OG0005936	AT1G08380.1	XP_018432663.1, XP_018450384.1, XP_018448211.1
OG0005937	AT1G08650.1	XP_018447602.1, XP_018447254.1, XP_018440793.1
OG0005938	AT1G08820.1	XP_018462333.1, XP_018488443.1, XP_018450260.1
OG0005939	AT1G08890.1	XP_018435938.1
OG0005940	AT1G09580.1	XP_018460012.1, XP_018451221.1, XP_018485602.1
OG0005941	AT1G09600.1	XP_018489178.1, XP_018451223.1, XP_018460020.1, XP_018483217.1
OG0005942	AT1G09730.1	XP_018460024.1, XP_018450847.1, XP_018492350.1
OG0005943	AT1G09870.1	XP_018487840.1, XP_018462754.1, XP_018488494.1, XP_018488479.1
OG0005944	AT1G10030.1	XP_018433409.1
OG0005945	AT1G10270.1	XP_018439010.1, XP_018492483.1
OG0005946	AT1G10330.1	XP_018472000.1, XP_018469287.1
OG0005947	AT1G10820.2	XP_018434091.1, XP_018490079.1
OG0005948	AT1G10840.1	XP_018434516.1, XP_018490060.1, XP_018486681.1
OG0005949	AT1G61360.1	XP_018458085.1
OG0005950	AT1G11310.1	XP_018493439.1, XP_018490218.1
OG0005951	AT1G11910.2	XP_018449103.1, XP_018451402.1, XP_018463032.1, XP_018458357.1
OG0005952	AT1G12020.1	XP_018449482.1, XP_018451601.1, XP_018492942.1, XP_018463634.1
OG0005953	AT1G12380.1	XP_018432571.1, XP_018432517.1, XP_018451352.1, XP_018442358.1
OG0005954	AT1G12580.1	XP_018442050.1, XP_018433098.1, XP_018451431.1
OG0005955	AT1G14830.1	XP_018441617.1, XP_018451133.1, XP_018449956.1
OG0005956	AT1G15140.1	XP_018448130.1, XP_018447319.1, XP_018490256.1
OG0005957	AT1G16150.1	XP_018464067.1, XP_018438756.1
OG0005958	AT1G16410.1, AT1G16400.1	XP_018440178.1
OG0005959	AT1G16570.2	XP_018440279.1, XP_018460753.1, XP_018459786.1
OG0005960	AT1G16670.1	XP_018459769.1, XP_018451405.1, XP_018442290.1
OG0005961	AT1G16800.2	XP_018459760.1, XP_018459782.1
OG0005962	AT1G16810.1	XP_018451187.1, XP_018459792.1, XP_018459772.1
OG0005963	AT1G17100.1	XP_018437415.1
OG0005964	AT1G17680.1	XP_018473592.1
OG0005965	AT1G18150.1	XP_018450239.1, XP_018440632.1
OG0005966	AT1G18330.2, AT3G10113.1	XP_018467719.1
OG0005967	AT1G18570.1	XP_018435172.1, XP_018447708.1, XP_018480558.1
OG0005968	AT1G19140.2	XP_018485377.1, XP_018448112.1, XP_018448128.1
OG0005969	AT1G19330.3	XP_018460798.1
OG0005970	AT1G19715.3	XP_018476140.1, XP_018447309.1, XP_018491913.1, XP_018491902.1
OG0005971	AT1G20070.1	XP_018436587.1, XP_018449641.1, XP_018469552.1
OG0005972	AT1G21630.2	XP_018450816.1, XP_018492520.1
OG0005973	AT3G42150.1, AT1G21930.1	XP_018482265.1
OG0005974	AT1G22110.1	XP_018467833.1, XP_018437288.1, XP_018450030.1
OG0005975	AT1G22220.1	XP_018450940.1, XP_018446425.1, XP_018437587.1
OG0005976	AT1G22280.3	XP_018450843.1
OG0005977	AT1G22490.2	XP_018489453.1, XP_018434552.1, XP_018447843.1
OG0005978	AT1G22500.1	XP_018489442.1
OG0005979	AT1G22810.1	XP_018441938.1
OG0005980	AT1G71770.1	XP_018445255.1, XP_018468473.1, XP_018453251.1
OG0005981	AT1G71480.1	XP_018453134.1
OG0005982	AT1G71070.1	XP_018472251.1, XP_018456985.1, XP_018442396.1
OG0005983	AT1G70700.3	XP_018463301.1, XP_018454431.1, XP_018461002.1, XP_018469989.1
OG0005984	AT1G32920.1	XP_018488360.1, XP_018451119.1, XP_018451120.1, XP_018450179.1
OG0005985	AT1G63440.1	XP_018453110.1, XP_018474932.1, XP_018456724.1
OG0005986	AT1G61140.1	XP_018440082.1, XP_018440079.1
OG0005987	AT1G58110.1	XP_018434568.1, XP_018451979.1
OG0005988	AT5G42000.1	XP_018464536.1, XP_018444482.1
OG0005989	AT1G67740.1	XP_018442813.1, XP_018451474.1, XP_018443084.1
OG0005990	AT5G46700.1	XP_018459938.1, XP_018459930.1, XP_018452748.1
OG0005991	AT5G46800.1	XP_018478539.1, XP_018478602.1, XP_018459927.1, XP_018452500.1
OG0005992	AT5G47570.1	XP_018439050.1, XP_018478509.1, XP_018478501.1, XP_018453260.1
OG0005993	AT5G47610.1	XP_018439545.1, XP_018439049.1, XP_018481155.1, XP_018481162.1
OG0005994	AT5G47730.1	XP_018477235.1, XP_018457618.1, XP_018440509.1
OG0005995	AT4G03610.4	XP_018453287.1, XP_018453311.1, XP_018475711.1, XP_018462857.1
OG0005996	AT4G29720.1	XP_018477298.1, XP_018477297.1, XP_018443814.1
OG0005997	AT1G47960.1	XP_018463629.1, XP_018464690.1
OG0005998	AT4G39300.1	XP_018463281.1, XP_018477085.1
OG0005999	AT1G27450.3	XP_018448532.1, XP_018451254.1, XP_018450552.1
OG0006001	AT1G49330.1	XP_018490065.1, XP_018490071.1, XP_018448800.1
OG0006002	AT4G39810.1	XP_018459489.1, XP_018481609.1, XP_018450436.1
OG0006003	AT4G39940.1	XP_018450037.1, XP_018459828.1
OG0006004	AT4G37650.1	XP_018454518.1, XP_018450543.1
OG0006005	AT4G37295.1	XP_018482681.1, XP_018450091.1, XP_018449019.1, XP_018452386.1
OG0006006	AT4G37050.1	XP_018451248.1, XP_018482969.1
OG0006007	AT4G36740.2	XP_018469087.1, XP_018449872.1, XP_018481856.1
OG0006008	AT4G36470.1	XP_018469988.1, XP_018448398.1
OG0006009	AT4G36430.1	XP_018483833.1, XP_018457877.1
OG0006010	AT4G36110.1	XP_018449048.1, XP_018449693.1, XP_018482104.1, XP_018481537.1, XP_018468904.1
OG0006011	AT4G35740.1	XP_018450391.1, XP_018447318.1, XP_018450402.1
OG0006012	AT4G35070.1	XP_018450190.1, XP_018482815.1, XP_018452234.1
OG0006013	AT4G34980.1	XP_018483705.1
OG0006014	AT4G34700.1	XP_018477275.1
OG0006015	AT4G34410.1	XP_018453168.1, XP_018466065.1, XP_018480360.1, XP_018447124.1
OG0006016	AT4G32890.1	XP_018467976.1, XP_018480784.1
OG0006017	AT4G33400.1	XP_018472466.1, XP_018459253.1, XP_018487401.1
OG0006018	AT4G33620.1	XP_018468027.1, XP_018467827.1
OG0006019	AT4G33625.1	XP_018466006.1, XP_018459421.1, XP_018479039.1
OG0006020	AT4G33630.1	XP_018479038.1, XP_018483719.1, XP_018459420.1, XP_018461790.1, XP_018462324.1
OG0006021	AT4G32040.1	XP_018467864.1, XP_018464219.1, XP_018480249.1, XP_018480250.1
OG0006022	AT4G31300.2	XP_018447502.1
OG0006023	AT4G31210.1	XP_018485108.1, XP_018463005.1, XP_018472277.1
OG0006024	AT4G30890.1	XP_018470477.1, XP_018447559.1, XP_018460686.1
OG0006026	AT1G72010.1	XP_018470407.1, XP_018470410.1, XP_018457249.1
OG0006027	AT1G71970.1	XP_018454473.1, XP_018454395.1, XP_018468158.1
OG0006028	AT1G23460.1	XP_018436781.1, XP_018448066.1, XP_018449771.1, XP_018468059.1
OG0006029	AT1G23800.1	XP_018465793.1, XP_018451528.1, XP_018449770.1, XP_018461986.1
OG0006030	AT1G26480.1	XP_018484252.1, XP_018449511.1, XP_018434905.1
OG0006031	AT4G01210.1	XP_018473309.1, XP_018476125.1, XP_018457542.1
OG0006032	AT4G01270.1, AT4G01245.1	XP_018454559.1, XP_018476893.1, XP_018475323.1
OG0006033	AT4G00050.1	XP_018455997.1, XP_018456003.1, XP_018458932.1
OG0006034	AT4G09320.1	XP_018455184.1
OG0006035	AT4G26640.2	XP_018448414.1, XP_018450367.1, XP_018446156.1
OG0006036	AT4G27610.1	XP_018470293.1, XP_018483711.1
OG0006037	AT2G03710.1	XP_018437499.1, XP_018481405.1, XP_018463700.1
OG0006038	AT1G05730.1, AT1G05740.1	XP_018491824.1, XP_018491825.1
