Orthogroup	Arabidopsis_thaliana	Alyssum_gmelinii
OG0007970	AT1G44800.1	Ag015G2244700
OG0007971	AT1G44835.2	Ag015G2247600
OG0007972	AT1G35720.1	Ag015G2257500
OG0007973	AT1G35660.1	Ag015G2257800
OG0007974	AT1G35460.1	Ag015G2259000
OG0007975	AT1G34630.1	Ag015G2262900
OG0007976	AT1G34220.1	Ag052G4868300, Ag015G2266400
OG0007977	AT1G34130.1	Ag015G2267400, Ag052G4866300
OG0007978	AT1G34000.1	Ag015G2270300, Ag052G4864400
OG0007979	AT1G33800.1	Ag052G4863800, Ag015G2271000
OG0007980	AT1G33770.1	Ag052G4863600, Ag015G2271200
OG0007981	AT4G09830.1	Ag026G3004500, Ag021G2579600
OG0007982	AT4G09820.1	Ag021G2579900, Ag026G3003800
OG0007983	AT4G10160.1	Ag021G2600700
OG0007984	AT4G10280.1	Ag021G2601700
OG0007985	AT4G10770.1	Ag021G2607300
OG0007986	AT5G37290.1	Ag021G2609800
OG0007987	AT4G11660.1	Ag021G2623600
OG0007988	AT4G12120.1	Ag021G2625600
OG0007989	AT5G19050.1	Ag038G4143000
OG0007990	AT5G19090.1	Ag038G4144000
OG0007991	AT5G19120.1	Ag038G4146100
OG0007992	AT5G19290.1	Ag038G4149000
OG0007993	AT5G19340.1	Ag038G4152900
OG0007994	AT5G26230.1	Ag038G4153000
OG0007995	AT5G26340.1	Ag038G4155000
OG0007996	AT5G26850.1	Ag038G4161300
OG0007997	AT2G20210.1	Ag088G5433300
OG0007998	AT2G20320.1	Ag088G5435100
OG0007999	AT2G20490.1	Ag088G5438000
OG0008000	AT2G48130.1	Ag003G0277900
OG0008001	AT2G48030.1	Ag003G0279200
OG0008002	AT2G47850.1	Ag003G0281100
OG0008003	AT4G10350.1	Ag003G0282500
OG0008004	AT2G47420.1	Ag003G0286300
OG0008005	AT2G47350.1	Ag003G0287000
OG0008006	AT2G47260.1	Ag003G0288000
OG0008007	AT2G46090.1	Ag003G0311300
OG0008008	AT2G46070.3	Ag003G0311500
OG0008009	AT2G46060.1	Ag003G0311600
OG0008010	AT2G46030.3	Ag003G0311800
OG0008012	AT2G45910.1	Ag003G0313000
OG0008013	AT2G45830.1	Ag003G0313900
OG0008014	AT2G45680.1	Ag003G0317700
OG0008015	AT2G45400.1	Ag003G0323100
OG0008016	AT2G44840.1	Ag003G0332200
OG0008017	AT2G44830.1	Ag003G0332400
OG0008018	AT2G44650.1	Ag003G0338900
OG0008019	AT2G44440.1	Ag003G0342600
OG0008020	AT2G44060.1	Ag003G0349300
OG0008021	AT2G44050.1	Ag003G0349400
OG0008022	AT2G44040.1	Ag003G0349500
OG0008023	AT2G43890.1	Ag003G0351300
OG0008024	AT2G43550.1	Ag003G0361300
OG0008025	AT2G43020.1	Ag003G0371800
OG0008026	AT2G42880.1	Ag003G0374900
OG0008027	AT2G42200.1	Ag003G0394600
OG0008028	AT2G42120.1	Ag003G0395300
OG0008029	AT2G41945.3	Ag003G0398000
OG0008030	AT2G41800.1	Ag003G0402400
OG0008031	AT2G41380.1	Ag003G0411600
OG0008032	AT2G41350.2	Ag003G0413700
OG0008033	AT5G46880.1	Ag016G2312700, Ag037G4125300
OG0008034	AT5G47230.1	Ag037G4130100, Ag016G2322500, Ag016G2322700
OG0008035	AT5G47010.1	Ag037G4139500, Ag014G2122400, Ag016G2315600
OG0008036	AT3G01290.1	Ag014G1772300
OG0008037	AT3G01270.1	Ag014G1772500
OG0008038	AT3G01200.1	Ag014G1773200
OG0008039	AT3G01085.3	Ag014G1774900
OG0008040	AT3G02140.1	Ag014G1777200
OG0008041	AT5G13590.5	Ag014G1778000
OG0008042	AT3G02570.1	Ag014G1785400
OG0008043	AT3G02880.1	Ag014G1792500
OG0008044	AT3G03070.1	Ag014G1795600
OG0008045	AT3G03150.1	Ag014G1796500
OG0008046	AT3G03440.1	Ag014G1801200
OG0008047	AT3G03650.1	Ag014G1806200
OG0008048	AT3G03710.1	Ag014G1807000
OG0008049	AT3G03990.1	Ag014G1812500
OG0008050	AT3G04030.3	Ag014G1813200
OG0008051	AT3G04070.1	Ag014G1813700
OG0008052	AT3G04090.1	Ag014G1813900
OG0008054	AT3G04790.1	Ag014G1824300
OG0008055	AT3G04940.1	Ag014G1826200
OG0008056	AT3G05090.1	Ag014G1828800
OG0008057	AT3G05140.2	Ag014G1829600
OG0008058	AT3G05327.1	Ag014G1832400
OG0008059	AT3G05380.2	Ag014G1833400
OG0008060	AT3G05470.1	Ag014G1836300
OG0008061	AT3G05520.2	Ag014G1837400
OG0008062	AT3G05937.1	Ag014G1846500
OG0008063	AT3G05970.1	Ag014G1847600
OG0008064	AT3G06020.1	Ag014G1848200
OG0008065	AT3G06130.1	Ag014G1850200
OG0008066	AT5G48530.1	Ag014G1850600
OG0008067	AT3G06600.1	Ag014G1857800
OG0008068	AT3G06610.1	Ag014G1857900
OG0008069	AT3G36659.1	Ag014G1859200
OG0008070	AT3G06778.1	Ag014G1861400
OG0008071	AT3G07760.3	Ag014G1877000
OG0008072	AT3G08610.1	Ag014G1881800
OG0008073	AT3G08900.1	Ag014G1885800
OG0008074	AT3G09000.1	Ag014G1887200
OG0008075	AT3G09180.1	Ag014G1887800
OG0008076	AT3G09070.1	Ag014G1888600
OG0008077	AT3G09090.1	Ag014G1890100
OG0008078	AT3G09230.1	Ag014G1891600
OG0008079	AT3G09520.1	Ag014G1898600
OG0008080	AT3G09560.1	Ag014G1899000
OG0008081	AT3G09740.1	Ag014G1901800
OG0008082	AT3G10020.1	Ag014G1906800
OG0008083	AT3G10120.1	Ag014G1907500
OG0008084	AT3G10380.1	Ag014G1910400
OG0008085	AT4G19540.1	Ag014G1910600
OG0008086	AT3G10530.1	Ag014G1914100
OG0008087	AT3G10760.1	Ag014G1921300
OG0008088	AT3G10770.1	Ag014G1921400
OG0008089	AT3G10880.1	Ag014G1922600, Ag072G5252400
OG0008090	AT3G10985.1	Ag014G1925100
OG0008091	AT3G11210.1	Ag014G1929700
OG0008092	AT3G11280.1	Ag014G1931500
OG0008093	AT3G11480.1	Ag014G1935200, Ag014G1935400
OG0008095	AT3G11540.1	Ag014G1936600
OG0008096	AT3G11690.1	Ag014G1939400
OG0008097	AT3G11700.1	Ag014G1939500
OG0008098	AT3G11800.1	Ag014G1940500
OG0008099	AT3G11820.1	Ag014G1940800
OG0008101	AT3G11950.1	Ag014G1941900
OG0008102	AT3G12060.1	Ag014G1944200
OG0008103	AT3G12270.1	Ag014G1947600
OG0008104	AT3G12320.1	Ag014G1948000
OG0008105	AT3G12480.1	Ag014G1949900
OG0008106	AT3G12620.1	Ag014G1952100
OG0008107	AT3G12640.2	Ag014G1952700
OG0008108	AT3G12650.1	Ag014G1952800
OG0008109	AT3G12690.1	Ag014G1953400
OG0008110	AT3G12970.1	Ag014G1957900
OG0008111	AT3G13050.1	Ag014G1959700
OG0008112	AT3G13190.1	Ag014G1962000, Ag014G1961800
OG0008114	AT3G13440.1	Ag034G3712400, Ag014G1967000
OG0008115	AT3G13850.1	Ag014G1975900
OG0008116	AT3G13890.1	Ag014G1976500
OG0008118	AT3G13840.1	Ag014G1978900
OG0008119	AT3G14110.3	Ag014G1981300
OG0008120	AT3G14230.1	Ag014G1989200
OG0008122	AT3G14400.1	Ag014G1993100
OG0008123	AT3G14810.1	Ag014G1999900
OG0008124	AT3G14890.1	Ag014G2001500
OG0008125	AT3G15090.1	Ag014G2005000
OG0008126	AT3G15095.1	Ag014G2005100
OG0008127	AT3G15500.1	Ag014G2014000
OG0008128	AT3G15660.1	Ag014G2018900
OG0008129	AT3G15680.1	Ag014G2019100
OG0008130	AT3G15760.1	Ag014G2020800
OG0008131	AT3G15810.1	Ag014G2021300
OG0008132	AT3G16060.1	Ag014G2026100
OG0008133	AT3G16180.1	Ag014G2027700
OG0008134	AT3G16300.1	Ag014G2029700
OG0008135	AT3G16450.1, AT3G16440.2	Ag014G2031300
OG0008136	AT3G16510.1	Ag014G2033100
OG0008137	AT3G16730.1	Ag014G2040600
OG0008138	AT3G17060.1	Ag014G2047900
OG0008139	AT3G17300.1	Ag014G2053500
OG0008140	AT3G17365.2	Ag014G2056800
OG0008141	AT3G17460.1	Ag014G2058500
OG0008142	AT3G17465.1	Ag014G2058600
OG0008143	AT3G17790.1	Ag014G2065200
OG0008144	AT3G17800.2	Ag014G2065300
OG0008146	AT3G17950.1	Ag014G2070100
OG0008147	AT3G18090.1, AT3G23780.1	Ag014G2071900
OG0008149	AT3G18350.1	Ag014G2083100
OG0008150	AT3G18580.1	Ag014G2091600
OG0008151	AT3G18680.2	Ag014G2092900
OG0008152	AT4G32520.1	Ag014G2093100, Ag011G1175500
OG0008153	AT3G18760.1	Ag014G2093700
OG0008154	AT3G18830.1	Ag014G2096600
OG0008155	AT3G18850.1	Ag014G2097900
OG0008156	AT3G19150.1	Ag014G2113300
OG0008157	AT3G19270.2	Ag014G2115900
OG0008158	AT3G19460.3	Ag014G2125900
OG0008159	AT3G19490.1	Ag014G2126100
OG0008160	AT3G19553.1	Ag014G2128800
OG0008161	AT4G37110.1	Ag011G1089300, Ag014G2133000
OG0008162	AT5G42030.2	Ag014G2147900
OG0008163	AT3G20240.1	Ag014G2151600
OG0008165	AT3G20470.1	Ag014G2157000
OG0008166	AT4G34060.3	Ag019G2527800, Ag011G1220700, Ag014G2162100
OG0008167	AT3G20890.1	Ag027G3070800, Ag014G2170200
OG0008168	AT3G21060.1	Ag027G3069100, Ag014G2172700
OG0008169	AT3G21160.1	Ag014G2174500, Ag027G3067500
OG0008170	AT3G21190.1	Ag027G3065700, Ag014G2175100
OG0008171	AT5G52890.2	Ag073G5258200
OG0008172	AT5G52600.1	Ag073G5262100
OG0008173	AT5G52660.2	Ag073G5262500
OG0008174	AT5G39670.1	Ag061G5020900
OG0008175	AT5G38880.1	Ag061G5027800
OG0008177	AT5G47910.1	Ag061G5048600
OG0008178	AT3G23690.1	Ag027G3007100, Ag064G5099800
OG0008179	AT3G23620.1	Ag064G5095000, Ag027G3009500
OG0008180	AT3G23490.1	Ag064G5092600, Ag027G3012300
OG0008181	AT3G23290.2	Ag064G5091100, Ag027G3015300
OG0008182	AT3G23090.3	Ag027G3021400
OG0008183	AT3G22950.1	Ag027G3025300
OG0008184	AT3G22910.1	Ag027G3027200
OG0008185	AT3G22880.1	Ag027G3028200
OG0008186	AT3G22750.1	Ag027G3031800
OG0008187	AT3G22480.1	Ag027G3036500
OG0008188	AT3G22370.1	Ag027G3039300
OG0008189	AT3G27620.1, AT3G22360.1	Ag027G3040300
OG0008190	AT3G22160.1	Ag027G3043800
OG0008191	AT3G22170.1	Ag027G3043900, Ag010G1014400
OG0008193	AT2G01610.1	Ag027G3057600
OG0008194	AT3G21480.1	Ag027G3059300
OG0008195	AT3G21420.1	Ag027G3060600
OG0008196	AT3G21400.1	Ag027G3060800
OG0008197	AT4G30240.1	Ag068G5219200
OG0008198	AT4G30230.1	Ag068G5219400
OG0008199	AT4G30200.2	Ag068G5219900
OG0008200	AT4G30180.1	Ag068G5221700
OG0008201	AT4G30110.1	Ag068G5226100
OG0008202	AT4G30080.1	Ag068G5226700
OG0008203	AT4G30010.1	Ag068G5228600
OG0008204	AT4G29920.2	Ag069G5234100
OG0008205	AT1G66520.1	Ag036G4084100
OG0008206	AT1G65930.1	Ag036G4096000
OG0008207	AT1G65720.1	Ag036G4098200
OG0008208	AT1G64790.2	Ag036G4111100
OG0008209	AT1G58030.1	Ag036G4118200
OG0008210	AT1G54460.1	Ag036G4119600
OG0008211	AT2G32910.1	Ag002G0276600, Ag036G4122000
OG0008212	AT1G54680.4	Ag002G0276400, Ag036G4122400
OG0008213	AT1G54710.1	Ag002G0276300, Ag036G4122500
OG0008214	AT5G19040.1	Ag060G4995000
OG0008215	AT5G18830.3	Ag060G5001800
OG0008216	AT5G18580.1	Ag060G5007300
OG0008217	AT5G18500.1	Ag060G5008700
OG0008218	AT5G18400.2	Ag060G5013200
OG0008219	AT5G18230.4	Ag060G5015600
OG0008220	AT5G28470.2	Ag043G4431700
OG0008221	AT4G00690.1	Ag043G4448800
OG0008222	AT5G48870.1	Ag043G4458900
OG0008223	AT5G48480.1	Ag043G4460200
OG0008224	AT3G52490.1	Ag017G2405900
OG0008225	AT3G52380.1	Ag017G2408100
OG0008226	AT3G52360.1	Ag017G2411700
OG0008227	AT3G52260.3	Ag017G2413300
OG0008229	AT3G51930.1	Ag017G2418900
OG0008230	AT3G51750.1	Ag017G2424600
OG0008231	AT3G51730.1	Ag017G2424800
OG0008232	AT3G51660.1	Ag017G2426800
OG0008233	AT3G51520.1	Ag017G2429700
OG0008234	AT3G51150.2	Ag017G2435100
OG0008235	AT1G02140.1	Ag034G3650800
OG0008236	AT1G01140.3	Ag034G3663400
OG0008237	AT1G02440.1, AT1G02430.1	Ag034G3669700, Ag034G3669500
OG0008238	AT1G02450.1	Ag034G3669800
OG0008239	AT1G02575.1, AT1G02570.1	Ag034G3671100
OG0008240	AT1G02860.1	Ag034G3674200
OG0008241	AT1G02990.3	Ag034G3676700
OG0008242	AT1G03110.1	Ag034G3678400
OG0008243	AT1G03170.1	Ag034G3680000
OG0008244	AT1G03270.1	Ag034G3717400, Ag034G3681700
OG0008245	AT1G03310.1	Ag034G3682000
OG0008246	AT1G03350.1	Ag034G3682400
OG0008247	AT1G03550.1	Ag034G3686200
OG0008248	AT1G03590.1	Ag034G3686400
OG0008249	AT1G03600.1	Ag034G3686500
OG0008250	AT1G03740.1	Ag034G3689500
OG0008251	AT1G03820.1	Ag034G3690500, Ag034G3690400
OG0008252	AT1G03970.1	Ag034G3693300
OG0008253	AT1G04010.1	Ag034G3693800
OG0008254	AT1G04190.1	Ag034G3695400
OG0008255	AT4G24250.1	Ag034G3697100
OG0008256	AT1G04430.1	Ag034G3698400
OG0008257	AT1G04555.1	Ag034G3699800
OG0008258	AT1G04560.1	Ag034G3699900
OG0008259	AT1G04880.1	Ag034G3704400
OG0008260	AT1G05020.1	Ag034G3706400
OG0008261	AT1G05290.1	Ag034G3711300
OG0008262	AT1G05350.1	Ag034G3712300
OG0008263	AT1G05370.1	Ag034G3712700
OG0008264	AT1G05410.1	Ag034G3713100
OG0008265	AT1G05470.1	Ag034G3714200
OG0008266	AT1G05750.1	Ag034G3718800
OG0008267	AT1G05790.3	Ag034G3719800
OG0008268	AT1G05850.1	Ag034G3720900
OG0008269	AT1G05860.1	Ag034G3721000
OG0008270	AT1G05990.1	Ag034G3722400
OG0008271	AT1G06070.1	Ag034G3723400
OG0008272	AT1G06210.1	Ag034G3725300
OG0008273	AT1G06410.1	Ag034G3727500
OG0008274	AT1G06470.1	Ag034G3728100
OG0008275	AT1G06780.2	Ag034G3731300
OG0008276	AT1G06790.1	Ag034G3731500
OG0008277	AT1G07050.2	Ag034G3734300
OG0008278	AT1G07200.2	Ag034G3737600
OG0008279	AT1G07220.1	Ag034G3737900
OG0008280	AT1G07290.1	Ag034G3739400
OG0008281	AT1G07310.1	Ag034G3739800
OG0008282	AT1G07645.1	Ag034G3744800
OG0008283	AT1G08140.1	Ag034G3752500, Ag034G3752400
OG0008284	AT1G08230.2	Ag034G3753700, Ag034G3753500
OG0008285	AT1G08540.1	Ag034G3757600
OG0008286	AT1G08560.1	Ag034G3757800
OG0008287	AT1G08600.2	Ag034G3758200
OG0008288	AT1G08790.1	Ag034G3760600
OG0008289	AT1G09010.1	Ag034G3763200
OG0008290	AT1G09130.3	Ag034G3764200
OG0008291	AT1G09270.1	Ag034G3768200
OG0008292	AT5G52560.1	Ag034G3772900
OG0008293	AT1G09660.1	Ag034G3775400
OG0008294	AT1G09790.1	Ag034G3776700
OG0008295	AT1G09920.1	Ag034G3778800
OG0008296	AT1G09980.1	Ag034G3780200
OG0008297	AT1G10020.1	Ag034G3780600
OG0008298	AT1G10040.1	Ag034G3780900
OG0008299	AT1G10130.1	Ag034G3782200
OG0008300	AT1G10170.4	Ag034G3782600
OG0008301	AT1G10200.1	Ag034G3783400
OG0008302	AT1G10280.1	Ag034G3784700
OG0008303	AT1G10410.1	Ag034G3787500
OG0008304	AT1G10610.1	Ag034G3791500
OG0008305	AT4G25950.1	Ag034G3793400
OG0008306	AT1G11060.1	Ag034G3799100
OG0008307	AT1G11130.1	Ag034G3800100
OG0008308	AT1G11430.1	Ag034G3806600
OG0008309	AT1G11440.1	Ag034G3806700
OG0008310	AT1G11500.3	Ag034G3807400
OG0008311	AT1G62045.1	Ag002G0190800
OG0008312	AT1G11860.3	Ag034G3815100
OG0008313	AT1G11870.2	Ag034G3815300
OG0008314	AT1G11940.1	Ag034G3817300
OG0008315	AT1G12420.1	Ag034G3823400
OG0008316	AT1G12450.1	Ag034G3824100
OG0008317	AT1G12500.1	Ag034G3824900
OG0008318	AT1G12530.1	Ag034G3825100
OG0008319	AT1G12660.1	Ag034G3828200
OG0008320	AT1G12990.1	Ag034G3835000
OG0008321	AT1G13040.1	Ag034G3835500
OG0008322	AT1G13050.1	Ag034G3835600
OG0008323	AT1G13195.1	Ag034G3838600
OG0008324	AT1G13330.1	Ag034G3841500
OG0008325	AT1G13600.1	Ag034G3845100
OG0008326	AT1G14000.1	Ag034G3853000
OG0008327	AT1G13970.1	Ag034G3853300
OG0008328	AT1G14180.1	Ag034G3856000
OG0008329	AT1G14330.1	Ag034G3860000
OG0008330	AT1G14420.1	Ag034G3863400
OG0008331	AT1G14430.1	Ag034G3863600
OG0008332	AT1G14540.1	Ag034G3865900, Ag034G3865800
OG0008333	AT1G14600.1	Ag034G3866500
OG0008334	AT1G14660.1	Ag034G3867400
OG0008335	AT1G14740.1	Ag034G3869100
OG0008337	AT1G14780.1	Ag034G3871200
OG0008338	AT1G15260.1	Ag034G3872500, Ag034G3881400
OG0008339	AT1G14890.1	Ag034G3874300
OG0008341	AT1G15000.1	Ag034G3877000
OG0008342	AT1G15020.2	Ag034G3877200
OG0008343	AT1G15110.2	Ag034G3879200
OG0008344	AT1G15390.1	Ag034G3883200
OG0008345	AT1G15400.3	Ag034G3883300
OG0008346	AT1G15810.1	Ag034G3891200
OG0008347	AT1G16270.1	Ag034G3900300
OG0008348	AT1G16740.1	Ag034G3905800
OG0008349	AT1G16840.1	Ag034G3907300
OG0008350	AT1G65030.1	Ag034G3928400
OG0008351	AT1G17710.1	Ag034G3929900
OG0008352	AT1G18210.1	Ag034G3940000
OG0008353	AT1G18290.1	Ag034G3942000
OG0008354	AT1G18320.1, AT3G10110.1	Ag034G3942200
OG0008355	AT1G18370.1	Ag034G3943200
OG0008356	AT1G18390.2	Ag034G3943300
OG0008357	AT1G18620.2	Ag034G3948100
OG0008358	AT1G18650.1	Ag034G3948400
OG0008359	AT1G18660.4	Ag034G3949000
OG0008360	AT1G18860.1	Ag034G3955100
OG0008361	AT1G18990.1	Ag034G3957700
OG0008362	AT1G19000.1	Ag034G3957800
OG0008363	AT1G19050.1	Ag034G3958200
OG0008364	AT1G19300.1	Ag034G3961700
OG0008365	AT1G19835.1	Ag034G3968800
OG0008366	AT1G19860.2	Ag034G3970200
OG0008367	AT1G19870.1	Ag034G3970300
OG0008368	AT1G19940.1	Ag034G3972600
OG0008369	AT1G20110.1	Ag034G3975200
OG0008370	AT1G20310.1	Ag034G3978600
OG0008371	AT1G20410.1	Ag034G3980100
OG0008372	AT1G20670.1	Ag034G3985400
OG0008373	AT1G20760.1	Ag034G3987200
OG0008374	AT1G20840.1	Ag034G3989700
OG0008375	AT1G21065.1	Ag034G3995700
OG0008376	AT1G21340.1	Ag034G4001100
OG0008377	AT1G21450.1	Ag034G4003200
OG0008378	AT1G21500.1	Ag034G4004200
OG0008379	AT1G21580.1	Ag034G4006800
OG0008380	AT1G21590.1	Ag034G4006900
OG0008381	AT1G21660.1	Ag034G4008200
OG0008382	AT1G21700.1	Ag034G4009100
OG0008383	AT1G21900.1	Ag034G4011300
OG0008384	AT1G22070.1	Ag034G4014400
OG0008385	AT1G22330.1	Ag034G4019000
OG0008386	AT1G23040.1	Ag034G4034500
OG0008387	AT4G11160.2	Ag034G4035100
OG0008388	AT1G23120.2	Ag034G4036000
OG0008389	AT1G71820.2	Ag034G4040800
OG0008390	AT1G71530.1	Ag034G4043800
OG0008391	AT1G71360.2	Ag034G4046700
OG0008392	AT5G24670.2	Ag034G4047100
OG0008393	AT1G71200.4	Ag034G4048700
OG0008394	AT1G71160.1	Ag034G4049000
OG0008395	AT1G71030.1	Ag034G4051600
OG0008396	AT1G71015.1	Ag034G4051800
OG0008397	AT1G70920.1	Ag034G4054100
OG0008399	AT1G70460.1	Ag034G4064000
OG0008400	AT1G70350.1	Ag034G4064800
OG0008401	AT1G70180.2	Ag034G4069400, Ag016G2345600
OG0008402	AT1G70160.1	Ag034G4069800
OG0008403	AT4G24130.1	Ag052G4849500, Ag052G4849600
OG0008404	AT1G32990.1	Ag052G4854500
OG0008405	AT1G33270.1	Ag052G4857700
OG0008406	AT1G64065.1	Ag024G2861700, Ag024G2861500, Ag002G0091800, Ag002G0091400, Ag024G2858600
OG0008407	AT1G63270.1	Ag019G2542200, Ag002G0133900
OG0008408	AT1G63260.1	Ag019G2542100, Ag002G0134000
OG0008409	AT1G63250.1, AT2G07750.1	Ag002G0134700
OG0008410	AT1G63120.1	Ag002G0155500
OG0008411	AT1G62990.1	Ag002G0164400
OG0008412	AT1G27435.1	Ag002G0176300
OG0008413	AT1G62400.1	Ag002G0181600
OG0008414	AT1G28395.1	Ag002G0197300
OG0008415	AT1G61760.1	Ag002G0197900
OG0008416	AT1G61720.1	Ag002G0198600
OG0008417	AT1G61670.1	Ag002G0199600
OG0008418	AT1G61150.1	Ag002G0214900
OG0008420	AT1G60420.1	Ag002G0236300
OG0008421	AT1G59980.1	Ag002G0244600
OG0008422	AT1G59590.1	Ag002G0251000
OG0008423	AT1G59540.1	Ag002G0251300
OG0008424	AT1G58280.2	Ag002G0255700
OG0008425	AT1G58025.2	Ag002G0259900
OG0008426	AT1G57680.1	Ag002G0264000
OG0008427	AT1G25275.3	Ag024G2882000
OG0008428	AT1G64370.1	Ag024G2884600
OG0008429	AT1G64390.1	Ag024G2885400
OG0008430	AT1G64510.2	Ag024G2892000
OG0008431	AT1G64590.1	Ag024G2896200
OG0008432	AT1G64710.1	Ag024G2898900
OG0008433	AT5G46460.1	Ag016G2286000, Ag016G2285600
OG0008434	AT5G46560.1	Ag016G2293700
OG0008435	AT5G46860.1	Ag016G2311900
OG0008436	AT5G46910.1	Ag016G2313100
OG0008437	AT5G47710.1	Ag016G2334000
OG0008438	AT5G47740.2	Ag016G2334300
OG0008439	AT5G44540.1	Ag016G2354600
OG0008440	AT5G44520.2	Ag016G2355000
OG0008441	AT5G44350.1	Ag016G2359700
OG0008442	AT5G44310.2	Ag016G2364200
OG0008443	AT4G21220.1, AT4G05210.1	Ag016G2371900
OG0008444	AT4G05150.1	Ag016G2385800
OG0008445	AT4G05010.1	Ag016G2390400
OG0008446	AT4G32580.1, AT4G04950.1	Ag016G2397100
OG0008447	AT4G29890.1	Ag065G5127900
OG0008448	AT4G16180.2	Ag025G2909100
OG0008449	AT4G16190.1	Ag025G2909200
OG0008450	AT1G48090.2	Ag025G2922400
OG0008451	AT1G48130.1	Ag025G2924700
OG0008452	AT1G48320.1	Ag025G2931200
OG0008453	AT1G48745.1	Ag025G2943400
OG0008454	AT1G48850.1	Ag025G2945400
OG0008455	AT1G49230.1	Ag025G2965500
OG0008456	AT1G74940.1	Ag072G5255000
OG0008457	AT4G39520.1	Ag011G1049800
OG0008458	AT4G39720.2	Ag011G1054800
OG0008459	AT4G39870.1	Ag011G1059100
OG0008460	AT4G39980.1	Ag011G1060900
OG0008461	AT4G40080.1	Ag011G1064000
OG0008462	AT4G37940.1	Ag011G1067500
OG0008463	AT4G37870.1	Ag011G1069100
OG0008464	AT4G37830.3	Ag011G1070300
OG0008465	AT4G37740.1	Ag011G1072100
OG0008466	AT4G37690.1, AT4G38310.1	Ag011G1072900, Ag011G1072800
OG0008467	AT4G37680.3, AT4G38320.1	Ag011G1075800
OG0008468	AT4G37290.1	Ag011G1080700
OG0008469	AT4G37260.1	Ag011G1081000
OG0008470	AT4G36990.1	Ag011G1084600
OG0008471	AT4G37130.1	Ag011G1089400
OG0008473	AT4G36760.2	Ag011G1093800
OG0008474	AT4G36620.1	Ag011G1097000
OG0008475	AT4G36520.1	Ag011G1098800
OG0008476	AT4G36260.1	Ag011G1101300
OG0008477	AT4G35940.1	Ag011G1113000
OG0008478	AT4G35730.1	Ag011G1117500
OG0008479	AT4G35490.1	Ag011G1226700, Ag011G1123400
OG0008480	AT4G35280.1	Ag011G1126800
OG0008481	AT4G35320.1	Ag011G1130100
OG0008483	AT4G34970.1	Ag011G1144000
OG0008484	AT4G34850.1	Ag011G1146100
OG0008485	AT4G34580.1	Ag011G1150600
OG0008486	AT4G34560.1	Ag011G1150800
OG0008487	AT4G34440.1	Ag011G1153000
OG0008488	AT4G34230.1	Ag011G1160100
OG0008489	AT4G34160.1	Ag011G1164700
OG0008490	AT4G32270.1	Ag011G1169500
OG0008491	AT4G32272.2	Ag011G1169600
OG0008492	AT4G32280.1	Ag011G1169800
OG0008493	AT4G32290.1	Ag011G1170700
OG0008494	AT4G32540.2	Ag011G1176300
OG0008495	AT4G32680.1	Ag011G1181500
OG0008496	AT4G32980.1	Ag011G1187600
OG0008497	AT4G33100.1	Ag011G1190900
OG0008498	AT4G33160.2	Ag011G1192500
OG0008500	AT4G33467.1	Ag011G1198800, Ag011G1199200
OG0008501	AT4G33780.1	Ag011G1213300
OG0008502	AT4G33985.1	Ag011G1219800
OG0008503	AT4G34030.1	Ag011G1220300
OG0008504	AT4G34050.3	Ag011G1220600
OG0008505	AT4G32180.1	Ag011G1223800
OG0008506	AT4G32160.1	Ag011G1224000
OG0008507	AT4G31880.1	Ag011G1235400
OG0008508	AT4G31510.1	Ag011G1251300
OG0008509	AT4G31410.1	Ag011G1255600
OG0008510	AT4G31400.1	Ag011G1256200
OG0008511	AT4G31290.1	Ag011G1260100
OG0008512	AT4G31140.1	Ag011G1262100
OG0008513	AT2G24220.2	Ag011G1271100
OG0008514	AT3G23900.1	Ag064G5104400
OG0008515	AT3G24170.1	Ag064G5106800
OG0008516	AT3G24120.2	Ag064G5108400
OG0008517	AT3G24110.1	Ag064G5108500
OG0008518	AT3G23940.1	Ag064G5111600
OG0008519	AT1G72650.2	Ag018G2436600
OG0008520	AT1G72530.2	Ag018G2437800
OG0008521	AT2G09970.1, AT1G72510.1	Ag018G2438700
OG0008522	AT1G72390.1	Ag018G2441400
OG0008523	AT1G72310.1	Ag018G2442900
OG0008524	AT1G72250.3	Ag018G2443500
OG0008526	AT1G72190.1	Ag018G2446100
OG0008527	AT1G72180.1	Ag018G2446200
OG0008528	AT1G72160.1	Ag018G2446800
OG0008529	AT1G23205.1	Ag018G2453600
OG0008530	AT1G23330.1	Ag018G2456200
OG0008531	AT1G23440.1	Ag018G2458200
OG0008532	AT1G27210.1	Ag018G2467100
OG0008533	AT1G27090.1	Ag018G2470000
OG0008534	AT1G26560.1	Ag018G2478400
OG0008535	AT1G26270.1	Ag018G2481200
OG0008536	AT1G27290.1	Ag018G2483500
OG0008537	AT4G24490.1	Ag019G2488800
OG0008538	AT4G02100.1	Ag019G2494800
OG0008539	AT5G50760.1	Ag019G2502400
OG0008540	AT4G01670.1	Ag019G2505000
OG0008541	AT4G01600.1	Ag019G2506200
OG0008542	AT4G01560.1	Ag019G2507800
OG0008543	AT4G01410.1	Ag019G2512300
OG0008544	AT3G06455.1, AT4G01000.1	Ag019G2517100
OG0008545	AT4G01037.1	Ag019G2517700
OG0008546	AT4G01050.2	Ag019G2517900
OG0008547	AT4G01320.1	Ag019G2525800
OG0008548	AT4G00720.1	Ag019G2529200
