Orthogroup	Arabidopsis_thaliana	Conringia_planisiliqua
OG0011749	AT1G01510.1	CP1_g36467_DN3_SP8_c.t1
OG0011750	AT1G01500.1	CP1_g36468_DN2_SP4_c.t1
OG0011751	AT1G01480.1	CP5_g2036_DN2_SP0_c.t1, CP1_g36470_DN3_SP2_c.t1, CP5_g2032_DN3_SP0_c.t1
OG0011752	AT1G01460.1	CP1_g36472_DN3_SP8_c.t1
OG0011754	AT1G01320.1	CP1_g36485_DN3_SP8_c.t1
OG0011755	AT1G01290.1	CP1_g36488_DN3_SP4_c.t1
OG0011756	AT1G01260.1	CP1_g36490_DN1_SP0_c.t1
OG0011757	AT1G01200.1	CP1_g36497_DN2_SP7_c.t1
OG0011758	AT1G01030.1	CP1_g36516_DN3_SP0_c.t1
OG0011759	AT1G02420.1	CP1_g36818_DN1_SP0_c.t1
OG0011760	AT1G02470.1	CP1_g36814_DN3_SP1_c.t1
OG0011761	AT1G02680.1	CP1_g36804_DN3_SP8_c.t1
OG0011762	AT5G61710.1	CP1_g36802_DN3_SP0_c.t1
OG0011763	AT1G02730.1	CP11_g32094_DN2_SP0_c.t1
OG0011764	AT1G02960.2	CP1_g36773_DN3_SP0_c.t1
OG0011765	AT1G03000.1	CP1_g36768_DN3_SP6_c.t1
OG0011767	AT1G03610.1	CP1_g36714_DN3_SP8_c.t1
OG0011768	AT1G03780.3	CP1_g36699_DN3_SP7_c.t1
OG0011770	AT1G04290.1	CP1_g36650_DN3_SP0_c.t1
OG0011771	AT1G04360.1	CP1_g36642_DN3_SP0_c.t1
OG0011772	AT1G04420.1	CP1_g36636_DN3_SP2_c.t1
OG0011773	AT1G04440.1	CP1_g36634_DN3_SP8_c.t1
OG0011775	AT1G04690.1	CP1_g36606_DN3_SP8_c.t1
OG0011776	AT1G04830.2	CP1_g36594_DN3_SP8_c.t1
OG0011777	AT1G04850.1	CP1_g36592_DN3_SP8_c.t1
OG0011778	AT1G04910.1	CP1_g36587_DN3_SP8_c.t1
OG0011779	AT1G05430.1	CP1_g36834_DN3_SP0_c.t1
OG0011781	AT1G05600.1	CP1_g36852_DN3_SP0_c.t1
OG0011783	AT1G05805.1	CP1_g36873_DN3_SP7_c.t1
OG0011784	AT1G05910.1	CP1_g36886_DN3_SP8_c.t1
OG0011785	AT1G06260.1	CP1_g36916_DN2_SP1_c.t1
OG0011787	AT1G06460.1	CP1_g36931_DN3_SP2_c.t1
OG0011788	AT1G06590.1	CP1_g36944_DN3_SP8_c.t1
OG0011789	AT1G07010.3	CP1_g36986_DN3_SP8_c.t1
OG0011790	AT1G07130.1	CP1_g36997_DN2_SP0_c.t1
OG0011791	AT4G24400.1	CP19_g18211_DN2_SP6_c.t1
OG0011792	AT1G07230.1	CP1_g37006_DN3_SP8_c.t1
OG0011794	AT1G07745.1	CP1_g37055_DN3_SP2_c.t1
OG0011795	AT1G07960.1	CP1_g37073_DN2_SP5_c.t1
OG0011796	AT3G25070.2	CP12_g30882_DN3_SP3_c.t1
OG0011797	AT1G08110.4	CP1_g37091_DN3_SP7_c.t1
OG0011798	AT1G08490.1	CP1_g37131_DN3_SP8_c.t1
OG0011799	AT1G08550.1	CP1_g37136_DN3_SP2_c.t1
OG0011800	AT1G08680.4	CP1_g37151_DN3_SP0_c.t1
OG0011802	AT1G08750.1	CP1_g37157_DN3_SP8_c.t1
OG0011803	AT1G08810.1	CP1_g37163_DN3_SP5_c.t1
OG0011804	AT1G08840.3	CP1_g37166_DN3_SP7_c.t1
OG0011805	AT1G08960.1	CP1_g37175_DN3_SP4_c.t1
OG0011806	AT1G09150.1	CP1_g37191_DN3_SP8_c.t1
OG0011807	AT1G09930.1	CP1_g37278_DN3_SP8_c.t1
OG0011808	AT1G09220.1	CP1_g37201_DN1_SP0_c.t1
OG0011809	AT1G09460.1	CP1_g37227_DN3_SP3_c.t1
OG0011811	AT1G09570.3	CP1_g37237_DN3_SP8_c.t1
OG0011812	AT1G09750.1	CP1_g37256_DN2_SP6_c.t1
OG0011813	AT1G09880.3	CP1_g37273_DN3_SP1_c.t1
OG0011814	AT1G10050.3	CP1_g37291_DN3_SP3_c.t1
OG0011815	AT1G10522.1	CP1_g37343_DN3_SP2_c.t1
OG0011816	AT4G27060.1	CP5_g1303_DN3_SP6_c.t1
OG0011817	AT1G10720.1	CP1_g37371_DN3_SP2_c.t1
OG0011818	AT1G10900.1	CP1_g37389_DN3_SP8_c.t1
OG0011819	AT4G16095.1	CP8_g52791_DN1_SP0_c.t1
OG0011820	AT1G11020.1	CP1_g37399_DN3_SP8_c.t1
OG0011821	AT1G11320.1	CP1_g37424_DN3_SP0_c.t1
OG0011822	AT1G11480.1	CP1_g37444_DN3_SP1_c.t1
OG0011823	AT1G11790.1	CP1_g37480_DN3_SP8_c.t1
OG0011824	AT1G11925.1	CP1_g37501_DN2_SP0_c.t1
OG0011825	AT1G11930.1	CP1_g37502_DN3_SP8_c.t1
OG0011826	AT1G12030.1	CP1_g37511_DN3_SP0_c.t1
OG0011827	AT1G12060.1	CP1_g37514_DN3_SP0_c.t1
OG0011829	AT1G12230.2	CP1_g37524_DN3_SP8_c.t1
OG0011830	AT1G12330.1	CP1_g37537_DN3_SP8_c.t1
OG0011831	AT1G12520.1	CP1_g37551_DN3_SP7_c.t1
OG0011832	AT1G12770.1	CP1_g37576_DN3_SP0_c.t1
OG0011833	AT1G12805.1	CP1_g37582_DN3_SP0_c.t1
OG0011834	AT1G13190.1	CP1_g37622_DN1_SP0_c.t1
OG0011835	AT1G13300.1	CP1_g37631_DN3_SP7_c.t1
OG0011836	AT1G13310.1	CP1_g37632_DN3_SP1_c.t1
OG0011837	AT1G13380.1	CP1_g37638_DN2_SP8_c.t1
OG0011838	AT1G13590.1	CP1_g37656_DN2_SP0_c.t1
OG0011839	AT1G13630.4	CP1_g37664_DN2_SP0_c.t1
OG0011840	AT1G13810.1	CP1_g37685_DN3_SP0_c.t1
OG0011841	AT1G13920.4	CP1_g37694_DN3_SP0_c.t1
OG0011842	AT1G13930.1	CP1_g37695_DN3_SP0_c.t1
OG0011843	AT1G14710.1	CP1_g37781_DN3_SP1_c.t1
OG0011844	AT1G14730.1	CP1_g37783_DN3_SP8_c.t1
OG0011845	AT1G14760.1	CP1_g37786_DN3_SP0_c.t1
OG0011846	AT1G15130.1	CP1_g37820_DN3_SP8_c.t1
OG0011847	AT1G15190.1	CP1_g37823_DN3_SP0_c.t1
OG0011848	AT1G15215.4	CP1_g37826_DN3_SP0_c.t1
OG0011849	AT1G15530.1	CP7_g46174_DN3_SP0_c.t1
OG0011851	AT1G15825.1	CP7_g46151_DN3_SP0_c.t1
OG0011852	AT1G16060.1	CP7_g46128_DN3_SP4_c.t1
OG0011853	AT1G16320.1	CP7_g46110_DN3_SP6_c.t1
OG0011854	AT1G16420.1	CP7_g46102_DN2_SP0_c.t1
OG0011855	AT1G16720.2	CP7_g46076_DN3_SP8_c.t1
OG0011856	AT1G16770.1	CP7_g46071_DN3_SP4_c.t1
OG0011857	AT1G16870.1	CP7_g46061_DN3_SP4_c.t1
OG0011858	AT1G17200.1	CP7_g46024_DN3_SP4_c.t1
OG0011859	AT1G17220.1	CP7_g46022_DN3_SP8_c.t1
OG0011860	AT1G17360.1	CP7_g46009_DN3_SP1_c.t1
OG0011861	AT1G17700.1	CP7_g45979_DN3_SP0_c.t1
OG0011862	AT1G17780.2, AT2G16575.1	CP7_g45971_DN3_SP0_c.t1
OG0011863	AT1G17810.1	CP7_g45968_DN3_SP6_c.t1
OG0011864	AT1G17850.2	CP7_g45964_DN3_SP4_c.t1
OG0011865	AT1G17920.1	CP7_g45958_DN3_SP1_c.t1
OG0011866	AT1G18170.1	CP7_g45939_DN3_SP5_c.t1
OG0011867	AT1G18420.1	CP7_g45914_DN3_SP0_c.t1
OG0011868	AT1G18440.1	CP7_g45913_DN3_SP3_c.t1
OG0011869	AT1G18730.1	CP7_g45880_DN3_SP8_c.t1
OG0011870	AT1G19230.2	CP7_g45833_DN3_SP7_c.t1
OG0011871	AT1G19500.1	CP7_g45806_DN2_SP0_c.t1
OG0011872	AT1G19520.1	CP7_g45803_DN3_SP1_c.t1
OG0011873	AT1G19600.1	CP7_g45798_DN3_SP8_c.t1
OG0011874	AT1G19950.1	CP7_g45769_DN3_SP3_c.t1
OG0011875	AT1G20020.1	CP7_g45763_DN3_SP8_c.t1
OG0011876	AT1G20080.1	CP7_g45757_DN3_SP8_c.t1
OG0011877	AT1G20370.1	CP7_g45728_DN2_SP2_c.t1
OG0011878	AT1G20430.1	CP7_g45724_DN3_SP0_c.t1
OG0011879	AT1G20480.1	CP7_g45719_DN3_SP1_c.t1
OG0011880	AT1G20575.1	CP7_g45708_DN3_SP8_c.t1
OG0011881	AT1G20610.1	CP7_g45706_DN3_SP6_c.t1
OG0011882	AT1G65520.1	CP9_g27801_DN3_SP0_c.t1
OG0011883	AT1G20770.1	CP7_g45693_DN3_SP2_c.t1
OG0011884	AT1G20780.1	CP7_g45692_DN3_SP2_c.t1
OG0011885	AT1G20830.1	CP7_g45686_DN3_SP3_c.t1
OG0011886	AT1G21690.3	CP7_g45610_DN3_SP8_c.t1
OG0011887	AT1G21695.1	CP7_g45609_DN3_SP0_c.t1
OG0011888	AT1G22660.4	CP7_g45519_DN3_SP1_c.t1
OG0011889	AT4G16430.1	CP6_g7205_DN2_SP0_c.t1
OG0011890	AT1G22740.1	CP7_g45509_DN3_SP8_c.t1
OG0011891	AT2G23800.1	CP16_g55032_DN3_SP0_c.t1
OG0011892	AT1G22882.1	CP7_g45496_DN3_SP0_c.t1
OG0011893	AT1G22910.3	CP7_g45492_DN3_SP5_c.t1
OG0011894	AT1G71695.1	CP9_g28781_DN3_SP6_c.t1
OG0011895	AT5G35960.1	CP5_g2060_DN3_SP6_c.t1
OG0011896	AT1G71520.1	CP9_g28775_DN3_SP0_c.t1
OG0011897	AT3G28700.1	CP13_g19178_DN3_SP8_c.t1
OG0011898	AT1G71190.1	CP9_g28745_DN3_SP7_c.t1
OG0011899	AT1G71040.1	CP9_g28731_DN3_SP4_c.t1
OG0011900	AT1G71000.1	CP9_g28726_DN3_SP2_c.t1
OG0011902	AT1G70480.2	CP9_g28659_DN3_SP3_c.t1
OG0011903	AT1G70210.1	CP9_g28634_DN3_SP5_c.t1
OG0011904	AT1G32760.1	CP7_g44619_DN3_SP0_c.t1
OG0011905	AT2G25625.1	CP16_g55527_DN2_SP0_c.t1
OG0011906	AT1G63300.1	CP2_g48942_DN3_SP1_c.t1
OG0011907	AT1G62981.1	CP2_g48978_DN3_SP0_c.t1
OG0011908	AT1G62980.1	CP2_g48979_DN3_SP1_c.t1
OG0011909	AT1G62840.1	CP2_g48995_DN3_SP4_c.t1
OG0011910	AT1G62830.1	CP2_g48996_DN3_SP0_c.t1
OG0011911	AT1G62710.1	CP2_g49009_DN3_SP3_c.t1
OG0011912	AT1G62350.2	CP16_g54729_DN3_SP1_c.t1
OG0011913	AT1G62340.1	CP2_g49044_DN3_SP3_c.t1
OG0011914	AT1G62300.1	CP2_g49053_DN3_SP3_c.t1
OG0011915	AT1G61900.1	CP2_g49084_DN3_SP8_c.t1
OG0011917	AT1G61770.1	CP2_g49097_DN3_SP8_c.t1
OG0011918	AT1G61667.2	CP2_g49107_DN3_SP5_c.t1
OG0011919	AT2G05920.1	CP17_g6014_DN3_SP8_c.t1
OG0011920	AT1G61010.1	CP2_g49188_DN3_SP8_c.t1
OG0011921	AT1G60995.1	CP2_g49190_DN3_SP8_c.t1, CP3_g15695_DN3_SP0_c.t1
OG0011922	AT1G60770.1	CP2_g49231_DN3_SP3_c.t1
OG0011923	AT1G60550.1	CP2_g49252_DN3_SP8_c.t1
OG0011924	AT1G60390.1	CP2_g49279_DN3_SP2_c.t1
OG0011925	AT1G60190.1	CP2_g49291_DN3_SP0_c.t1
OG0011926	AT1G60140.1	CP2_g49286_DN3_SP8_c.t1
OG0011927	AT1G59970.1	CP2_g49329_DN3_SP0_c.t1
OG0011928	AT1G59910.1	CP2_g49336_DN3_SP3_c.t1
OG0011929	AT1G59850.1	CP2_g49345_DN3_SP0_c.t1
OG0011930	AT1G59740.1	CP2_g49365_DN3_SP8_c.t1
OG0011931	AT1G59730.1	CP2_g49366_DN3_SP1_c.t1
OG0011933	AT1G57700.1	CP2_g49566_DN3_SP8_c.t1
OG0011934	AT1G56500.1	CP2_g49879_DN3_SP8_c.t1
OG0011935	AT1G56440.1	CP2_g49893_DN3_SP0_c.t1
OG0011936	AT1G56290.1	CP2_g49963_DN3_SP5_c.t1
OG0011937	AT1G56280.2	CP2_g49964_DN3_SP1_c.t1
OG0011938	AT1G64150.1	CP2_g48873_DN3_SP6_c.t1
OG0011939	AT1G64180.1	CP13_g19104_DN3_SP0_c.t1
OG0011940	AT1G64500.1	CP13_g19069_DN3_SP0_c.t1
OG0011941	AT1G64550.1	CP13_g19060_DN2_SP0_c.t1, CP13_g19062_DN3_SP8_c.t1
OG0011942	AT1G64570.1	CP13_g19061_DN3_SP0_c.t1
OG0011943	AT5G24352.1, AT1G64625.1	CP13_g19051_DN3_SP1_c.t1
OG0011944	AT1G64640.1	CP13_g19049_DN2_SP5_c.t1
OG0011945	AT5G46420.1	CP13_g19865_DN3_SP1_c.t1
OG0011946	AT5G46530.1	CP13_g19853_DN3_SP8_c.t1
OG0011947	AT5G67120.1	CP2_g47639_DN3_SP0_c.t1
OG0011948	AT5G46580.1	CP13_g19845_DN3_SP0_c.t1
OG0011949	AT5G46620.1	CP13_g19840_DN3_SP6_c.t1
OG0011950	AT4G24320.1	CP19_g18217_DN3_SP0_c.t1
OG0011951	AT5G46690.1	CP13_g19834_DN3_SP6_c.t1
OG0011953	AT5G47660.1	CP13_g19727_DN3_SP0_c.t1
OG0011954	AT5G47720.2	CP13_g19722_DN2_SP8_c.t1
OG0011955	AT5G47760.1	CP13_g19717_DN3_SP7_c.t1
OG0011956	AT1G26550.1	CP7_g45290_DN3_SP8_c.t1
OG0011957	AT5G33280.1	CP6_g8917_DN3_SP8_c.t1
OG0011958	AT4G03620.1	CP11_g31926_DN3_SP0_c.t1
OG0011959	AT4G05430.3	CP11_g31924_DN3_SP1_c.t1
OG0011960	AT2G25770.1	CP16_g55688_DN3_SP0_c.t1
OG0011961	AT4G05070.1	CP11_g31900_DN1_SP0_c.t1
OG0011962	AT4G29400.1	CP5_g1060_DN3_SP2_c.t1
OG0011963	AT4G29900.1	CP5_g1018_DN3_SP8_c.t1
OG0011964	AT4G16160.2	CP6_g7233_DN3_SP8_c.t1
OG0011965	AT5G35410.1	CP5_g1425_DN3_SP7_c.t1
OG0011966	AT2G39725.1	CP4_g24753_DN2_SP0_c.t1
OG0011967	AT4G16210.1	CP6_g7228_DN3_SP8_c.t1
OG0011968	AT1G48300.1	CP1_g38303_DN3_SP2_c.t1
OG0011969	AT1G48405.1	CP1_g38291_DN3_SP0_c.t1
OG0011970	AT1G48420.1	CP1_g38288_DN3_SP8_c.t1
OG0011971	AT1G23890.2	CP7_g45396_DN3_SP2_c.t1
OG0011972	AT1G48540.1	CP8_g53322_DN3_SP0_c.t1, CP1_g38276_DN3_SP0_c.t1, CP8_g53321_DN3_SP0_c.t1
OG0011973	AT1G48560.2	CP1_g38273_DN3_SP0_c.t1
OG0011974	AT1G48960.1	CP1_g38218_DN3_SP2_c.t1
OG0011975	AT2G24500.1	CP16_g55124_DN3_SP8_c.t1
OG0011976	AT1G74890.1	CP9_g29126_DN3_SP4_c.t1
OG0011977	AT4G38120.3	CP10_g43571_DN3_SP1_c.t1
OG0011978	AT4G38160.3	CP5_g2_DN2_SP0_c.t1
OG0011979	AT4G38260.1	CP5_g14_DN3_SP0_c.t1
OG0011980	AT2G45250.2, AT4G38280.1	CP5_g16_DN3_SP4_c.t1
OG0011981	AT4G38360.2	CP5_g19_DN2_SP8_c.t1
OG0011982	AT4G38440.1	CP9_g28538_DN3_SP0_c.t1
OG0011983	AT4G38760.1	CP5_g55_DN3_SP0_c.t1
OG0011984	AT4G39040.1	CP5_g87_DN3_SP1_c.t1
OG0011985	AT4G39050.1	CP5_g88_DN3_SP8_c.t1
OG0011986	AT4G39070.1	CP5_g89_DN3_SP8_c.t1
OG0011987	AT4G39320.1	CP5_g113_DN2_SP0_c.t1
OG0011988	AT4G39370.3	CP5_g119_DN3_SP0_c.t1
OG0011989	AT4G39390.1	CP5_g121_DN3_SP8_c.t1
OG0011990	AT4G39680.1	CP5_g148_DN3_SP0_c.t1
OG0011991	AT4G38020.1	CP5_g210_DN3_SP1_c.t1
OG0011992	AT4G37925.1	CP5_g218_DN3_SP7_c.t1
OG0011993	AT4G37770.1	CP5_g235_DN3_SP8_c.t1
OG0011995	AT4G37540.1	CP5_g255_DN3_SP3_c.t1
OG0011996	AT4G37490.1	CP5_g259_DN3_SP3_c.t1
OG0011997	AT4G37460.1	CP5_g262_DN3_SP4_c.t1
OG0011998	AT4G36920.1	CP5_g291_DN3_SP8_c.t1
OG0011999	AT4G37030.1	CP5_g303_DN3_SP8_c.t1
OG0012000	AT4G37040.1	CP5_g304_DN3_SP8_c.t1
OG0012001	AT4G37080.2	CP5_g308_DN3_SP8_c.t1
OG0012002	AT4G37090.1	CP5_g309_DN3_SP0_c.t1
OG0012003	AT4G37200.1	CP5_g321_DN3_SP4_c.t1
OG0012004	AT4G36780.1	CP5_g338_DN3_SP8_c.t1
OG0012005	AT4G36710.1	CP5_g345_DN3_SP0_c.t1
OG0012006	AT4G36700.1	CP5_g346_DN3_SP1_c.t1
OG0012007	AT1G63810.1	CP5_g355_DN3_SP5_c.t1
OG0012008	AT4G36380.1	CP5_g379_DN3_SP7_c.t1
OG0012009	AT4G36160.2	CP5_g393_DN3_SP3_c.t1
OG0012010	AT4G36120.1	CP5_g397_DN3_SP0_c.t1
OG0012011	AT4G33500.1	CP5_g665_DN3_SP0_c.t1
OG0012012	AT2G24040.1	CP16_g55056_DN3_SP6_c.t1
OG0012013	AT4G35470.1	CP5_g464_DN3_SP2_c.t1
OG0012014	AT4G34960.1	CP5_g515_DN3_SP8_c.t1
OG0012015	AT4G34910.1	CP5_g520_DN3_SP3_c.t1
OG0012016	AT4G34790.1	CP5_g530_DN3_SP0_c.t1
OG0012017	AT4G34350.1	CP5_g572_DN3_SP8_c.t1
OG0012018	AT4G34270.1	CP5_g580_DN3_SP8_c.t1
OG0012019	AT4G34260.1	CP5_g583_DN3_SP7_c.t1
OG0012020	AT4G34250.1	CP5_g584_DN2_SP0_c.t1
OG0012021	AT5G49070.1	CP2_g48725_DN3_SP0_c.t1
OG0012022	AT4G34140.1	CP5_g598_DN3_SP1_c.t1
OG0012024	AT4G32510.2	CP5_g758_DN3_SP8_c.t1
OG0012025	AT4G32560.1	CP5_g751_DN3_SP1_c.t1
OG0012026	AT4G32605.1	CP5_g747_DN3_SP6_c.t1
OG0012027	AT4G32710.1	CP5_g737_DN3_SP1_c.t1
OG0012028	AT4G32750.1	CP5_g734_DN3_SP8_c.t1
OG0012029	AT4G32850.8	CP5_g724_DN3_SP8_c.t1
OG0012030	AT4G32880.1	CP5_g721_DN3_SP8_c.t1
OG0012031	AT4G33140.1	CP5_g699_DN3_SP6_c.t1
OG0012032	AT4G33240.1	CP5_g689_DN3_SP6_c.t1
OG0012033	AT4G33350.1	CP5_g683_DN3_SP8_c.t1
OG0012034	AT4G33390.1	CP5_g679_DN3_SP0_c.t1
OG0012035	AT4G33760.1	CP5_g636_DN3_SP8_c.t1
OG0012036	AT4G33800.1	CP5_g632_DN3_SP0_c.t1
OG0012037	AT4G33910.1	CP5_g626_DN3_SP8_c.t1
OG0012038	AT4G34090.3	CP12_g31572_DN3_SP0_c.t1, CP5_g608_DN3_SP6_c.t1
OG0012039	AT4G32010.1	CP5_g802_DN3_SP5_c.t1
OG0012040	AT4G31920.1	CP5_g809_DN3_SP1_c.t1
OG0012042	AT4G31770.1	CP5_g825_DN3_SP1_c.t1
OG0012043	AT4G31720.1	CP5_g830_DN3_SP8_c.t1
OG0012044	AT4G31250.1	CP5_g872_DN3_SP1_c.t1
OG0012045	AT2G18196.1	CP6_g7450_DN2_SP8_c.t1
OG0012047	AT4G31040.1	CP5_g891_DN3_SP8_c.t1
OG0012048	AT4G30820.16	CP5_g917_DN3_SP3_c.t1
OG0012049	AT3G47660.4	CP3_g14635_DN3_SP3_c.t1
OG0012050	AT3G24250.1	CP12_g30806_DN1_SP0_c.t1, CP12_g31499_DN2_SP0_c.t1
OG0012051	AT3G23930.1	CP12_g30815_DN3_SP0_c.t1
OG0012052	AT1G72710.1	CP9_g28910_DN3_SP8_c.t1
OG0012054	AT1G72340.2	CP9_g28870_DN3_SP8_c.t1
OG0012055	AT1G23230.1	CP7_g45459_DN3_SP8_c.t1
OG0012056	AT1G23320.1	CP7_g45450_DN3_SP1_c.t1
OG0012057	AT1G23400.1	CP7_g45442_DN3_SP7_c.t1
OG0012058	AT1G23740.1	CP7_g45408_DN3_SP7_c.t1
OG0012059	AT1G23900.1	CP7_g45395_DN3_SP8_c.t1
OG0012060	AT1G24020.1	CP7_g45389_DN3_SP2_c.t1
OG0012061	AT1G24160.1	CP7_g45373_DN3_SP0_c.t1
OG0012062	AT1G26930.1	CP7_g45330_DN3_SP0_c.t1
OG0012063	AT1G26450.1	CP7_g45283_DN3_SP0_c.t1
OG0012064	AT1G26330.2	CP7_g45276_DN3_SP0_c.t1
OG0012065	AT5G09890.2	CP2_g49198_DN3_SP8_c.t1
OG0012066	AT4G02220.1	CP11_g32086_DN3_SP3_c.t1
OG0012067	AT4G02020.1	CP11_g32117_DN3_SP5_c.t1
OG0012069	AT4G01897.1	CP11_g32131_DN3_SP2_c.t1
OG0012070	AT4G01880.1	CP11_g32135_DN3_SP2_c.t1
OG0012071	AT4G01870.2	CP11_g32136_DN3_SP0_c.t1
OG0012072	AT4G01840.1	CP11_g32139_DN3_SP6_c.t1
OG0012073	AT4G01790.1	CP11_g32143_DN3_SP3_c.t1
OG0012074	AT4G01660.1	CP11_g32155_DN3_SP8_c.t1
OG0012075	AT4G00800.1	CP8_g54547_DN3_SP4_c.t1
OG0012076	AT4G00950.1	CP8_g54562_DN3_SP0_c.t1
OG0012077	AT4G00770.1	CP8_g54608_DN3_SP0_c.t1
OG0012078	AT2G01770.1	CP13_g19633_DN3_SP8_c.t1
OG0012079	AT4G00525.1	CP8_g54632_DN3_SP0_c.t1
OG0012080	AT4G00500.1	CP8_g54634_DN3_SP6_c.t1
OG0012081	AT4G00355.1	CP8_g54646_DN3_SP0_c.t1
OG0012082	AT4G00295.1	CP8_g54655_DN3_SP4_c.t1
OG0012084	AT1G73440.1, AT4G00140.1	CP8_g54673_DN3_SP0_c.t1
OG0012085	AT4G00080.1	CP8_g54678_DN3_SP0_c.t1
OG0012087	AT2G20920.1	CP16_g54722_DN2_SP7_c.t1
OG0012088	AT2G20940.1	CP16_g54724_DN3_SP0_c.t1
OG0012089	AT2G21100.1	CP16_g54737_DN3_SP6_c.t1
OG0012091	AT4G26450.1	CP19_g17997_DN1_SP0_c.t1
OG0012092	AT4G26000.1	CP19_g18042_DN3_SP1_c.t1
OG0012093	AT4G26980.1	CP5_g1312_DN3_SP2_c.t1
OG0012094	AT4G27110.1	CP5_g1298_DN3_SP5_c.t1
OG0012095	AT4G27640.1	CP5_g1243_DN3_SP8_c.t1
OG0012096	AT4G28190.2	CP5_g1184_DN3_SP6_c.t1
OG0012097	AT4G28210.1	CP5_g1182_DN2_SP3_c.t1
OG0012098	AT2G03780.1	CP13_g19474_DN2_SP8_c.t1
OG0012099	AT3G25597.1	CP13_g19449_DN1_SP0_c.t1
OG0012100	AT4G00420.2	CP7_g46149_DN2_SP0_c.t1
OG0012101	AT1G23790.1	CP7_g45405_DN3_SP3_c.t1
OG0012102	AT1G26580.1	CP7_g45293_DN2_SP0_c.t1
OG0012103	AT1G26210.1	CP7_g45266_DN2_SP0_c.t1
OG0012104	AT1G26200.3	CP7_g45264_DN3_SP0_c.t1, CP7_g45265_DN3_SP0_c.t1
OG0012105	AT1G27470.1	CP7_g45131_DN3_SP2_c.t1
OG0012106	AT1G32928.1	CP7_g44599_DN3_SP0_c.t1
OG0012109	AT1G47317.1	CP26_g51131_DN1_SP0_c.t1
OG0012111	AT5G07770.3, AT5G07780.1, AT5G07650.1, AT5G07760.2	CP11_g33120_DN3_SP0_c.t1
OG0012113	AT1G68160.1	CP9_g28389_DN3_SP2_c.t1
OG0012114	AT1G68795.1	CP9_g28468_DN2_SP0_c.t1
OG0012115	AT1G71470.1, AT3G22090.1	CP12_g30568_DN3_SP0_c.t1
OG0012116	AT3G17360.3	CP12_g30075_DN3_SP0_c.t1
OG0012117	AT3G22180.1	CP19_g18535_DN3_SP0_c.t1, CP19_g18530_DN3_SP0_c.t1, CP6_g6685_DN2_SP0_c.t1, CP12_g30581_DN3_SP0_c.t1
OG0012118	AT2G12646.1	CP15_g35617_DN2_SP8_c.t1
OG0012119	AT2G16790.3	CP12_g30140_DN3_SP4_c.t1, CP10_g43885_DN3_SP2_c.t1
OG0012120	AT2G21820.1	CP9_g29562_DN3_SP0_c.t1
OG0012121	AT2G23270.1	CP16_g54977_DN1_SP0_c.t1
OG0012122	AT2G23760.4	CP16_g55026_DN2_SP8_c.t1
OG0012123	AT2G23970.1	CP16_g55044_DN3_SP3_c.t1
OG0012124	AT2G24540.1	CP16_g55133_DN2_SP0_c.t1
OG0012125	AT2G24640.1	CP16_g55141_DN3_SP3_c.t1
OG0012126	AT2G25070.1	CP16_g55225_DN3_SP8_c.t1
OG0012127	AT2G25735.1	CP16_g55632_DN3_SP0_c.t1
OG0012129	AT2G34600.1	CP4_g25281_DN3_SP0_c.t1
OG0012130	AT2G35612.1	CP4_g25183_DN2_SP0_c.t1
OG0012132	AT2G41460.1	CP4_g24574_DN3_SP1_c.t1
OG0012133	AT2G44010.1	CP4_g24326_DN1_SP0_c.t1
OG0012134	AT2G44910.1	CP4_g24236_DN3_SP1_c.t1
OG0012136	AT2G03750.1	CP13_g19477_DN2_SP0_c.t1
OG0012137	AT3G25970.1	CP13_g19410_DN2_SP0_c.t1
OG0012138	AT3G27250.1	CP13_g19285_DN3_SP0_c.t1
OG0012139	AT3G28340.1	CP13_g19203_DN2_SP0_c.t1
OG0012140	AT3G28750.1	CP13_g19168_DN3_SP0_c.t1
OG0012141	AT3G28917.1	CP13_g19154_DN2_SP0_c.t1
OG0012142	AT3G29810.1	CP2_g48862_DN3_SP4_c.t1
OG0012144	AT3G44610.1	CP3_g15145_DN2_SP8_c.t1
OG0012146	AT3G48100.1	CP3_g14575_DN3_SP8_c.t1
OG0012147	AT3G50060.1	CP3_g14371_DN3_SP0_c.t1
OG0012148	AT3G51680.1	CP3_g14200_DN3_SP1_c.t1
OG0012149	AT3G53010.1	CP3_g14060_DN3_SP0_c.t1
OG0012150	AT3G57750.1	CP3_g13575_DN3_SP0_c.t1
OG0012152	AT5G10520.1	CP11_g32874_DN3_SP8_c.t1
OG0012153	AT5G10570.1	CP11_g32869_DN2_SP0_c.t1
OG0012155	AT5G15500.2	CP11_g32421_DN1_SP0_c.t1
OG0012156	AT5G17810.1	CP11_g32192_DN3_SP0_c.t1
OG0012159	AT5G20490.2	CP8_g54275_DN3_SP8_c.t1
OG0012160	AT4G08180.1	CP14_g23704_DN3_SP8_c.t1
OG0012161	AT4G12240.1	CP20_g4430_DN1_SP0_c.t1
OG0012162	AT4G24470.3	CP19_g18206_DN3_SP2_c.t1
OG0012163	AT4G02390.1	CP11_g32071_DN3_SP4_c.t1
OG0012164	AT4G33030.1	CP5_g708_DN3_SP8_c.t1
OG0012166	AT4G30350.1	CP5_g967_DN3_SP1_c.t1
OG0012167	AT4G26200.1	CP19_g18018_DN3_SP8_c.t1
