Orthogroup	Arabidopsis_thaliana	Brassica_rapa
OG0005619	AT3G28007.1	XP_009129386.1, XP_009151901.1
OG0005620	AT3G29090.1	XP_009111781.1, XP_009151798.1, XP_009129328.1
OG0005621	AT3G28180.1	XP_009151892.2, XP_009111589.1
OG0005622	AT3G27650.1	XP_009129401.1, XP_009111580.1, XP_033129885.1
OG0005623	AT3G27530.1	XP_009129406.2, XP_033129840.1
OG0005624	AT2G06050.1	XP_033143492.1
OG0005625	AT3G27060.1	XP_009151993.2
OG0005626	AT3G26935.1	XP_009111543.1, XP_009129462.1, XP_009152005.1
OG0005627	AT3G26110.1	XP_009129567.2, XP_009152080.2, XP_009114096.1
OG0005628	AT3G25882.1	XP_033136467.1, XP_009129582.1, XP_033128920.1
OG0005629	AT1G69780.1	XP_009127760.1, XP_009105645.1
OG0005630	AT1G69690.1	XP_009104987.2, XP_033140921.1, XP_009105523.1
OG0005631	AT1G69580.2	XP_009104994.1, XP_009127744.1, XP_009105513.1
OG0005632	AT5G46250.1	XP_009101529.1
OG0005633	AT5G46240.1	XP_009114367.1, XP_009101530.2
OG0005634	AT5G46030.1	XP_009101552.1, XP_009128839.1
OG0005635	AT5G45890.1	XP_009128825.2
OG0005636	AT1G36340.1	XP_009145118.1, XP_033147388.1
OG0005637	AT5G45480.1	XP_009128804.1
OG0005638	AT5G45320.1	XP_009128782.1, XP_009101609.2
OG0005639	AT1G50420.1	XP_033128443.1, XP_009147840.2, XP_009107220.1
OG0005640	AT1G51340.2	XP_009107200.1, XP_009144907.1
OG0005641	AT1G52140.1	XP_009144859.1, XP_033132422.1
OG0005642	AT2G33810.1	XP_009141347.1, XP_009132954.1
OG0005643	AT2G34357.1	XP_009132983.1, XP_009143782.1
OG0005644	AT2G34390.1, AT2G29870.1	XP_009143779.1, XP_009143780.1
OG0005645	AT1G16040.1	XP_009117782.1, XP_033132720.1
OG0005646	AT3G47630.2	XP_009116625.2, XP_009149888.1
OG0005647	AT2G35230.1	XP_009141474.1, XP_009143688.2, XP_009133015.1
OG0005648	AT2G35270.1	XP_009141480.1, XP_033147245.1, XP_009133171.2
OG0005649	AT4G19460.1	XP_009132837.2
OG0005650	AT4G19450.1	XP_009137011.1, XP_009108428.2, XP_009132824.1
OG0005651	AT4G19380.2	XP_009137007.1, XP_009132755.1
OG0005652	AT4G18880.1	XP_009108394.1, XP_009136968.1, XP_009132283.1
OG0005653	AT4G18610.1	XP_009108375.1
OG0005654	AT4G18170.1	XP_009123732.1, NP_001288987.1, XP_009131472.1
OG0005655	AT4G17570.2	XP_009108336.1, XP_009130771.1
OG0005656	AT4G17330.1	XP_033132731.1, XP_033132734.1
OG0005657	AT5G46350.1	NP_001288911.1, XP_009128857.1, XP_009101520.1
OG0005658	AT3G51130.1	XP_009136589.1, XP_009115790.1
OG0005659	AT3G51010.1	XP_009115782.1, XP_009136580.1
OG0005660	AT4G23650.1	XP_009137377.1, XP_009137281.1
OG0005661	AT4G23440.1	XP_009136993.1, XP_009137340.2
OG0005662	AT5G51830.1	XP_009132586.1, XP_009107129.2
OG0005663	AT5G51330.1	XP_033140886.1, XP_009119430.2
OG0005665	AT1G47845.1, AT1G47840.1	XP_009118944.1
OG0005666	AT2G15440.1	XP_009136270.1, XP_009123237.2
OG0005667	AT2G16950.1	XP_009121176.2, XP_009112411.1
OG0005668	AT4G23810.1	XP_009137380.1, NP_001288947.1
OG0005669	AT4G22090.1, AT4G22080.1	XP_009108544.1, XP_009135558.1
OG0005670	AT4G21970.1	XP_009137232.1, XP_009135487.1
OG0005671	AT4G20780.1	XP_009108479.1, XP_009133942.1
OG0005672	AT4G20970.1	XP_009137159.1, XP_009108520.1, XP_009134156.1
OG0005673	AT4G21105.1	XP_033142760.1
OG0005676	AT4G19760.1, AT4G19750.1, AT4G19720.1	XP_033142066.1
OG0005677	AT4G26190.1	XP_009110334.1
OG0005678	AT4G16447.1	XP_009136768.1, XP_009124842.1, XP_009145923.1
OG0005679	AT1G24360.1	XP_009103007.1, XP_009113790.1
OG0005680	AT4G16610.1	XP_009145673.1, XP_009123026.1, XP_009136798.1
OG0005681	AT4G17090.1	XP_009144721.1, XP_009136825.2
OG0005682	AT5G66330.1	XP_033138692.1
OG0005683	AT5G66310.1	XP_033138867.1, XP_033131228.1, XP_033139233.1
OG0005684	AT3G63520.1	XP_009138676.1
OG0005685	AT3G63210.1	XP_009138646.2, XP_009116987.1
OG0005686	AT3G62900.1	XP_009104401.1, XP_018510418.1
OG0005687	AT3G62600.1	XP_009138725.1, XP_033131563.1, XP_009116921.1
OG0005688	AT3G62140.1	XP_009104374.1, XP_009116894.1
OG0005689	AT1G65295.1	XP_009127395.1
OG0005690	AT5G36000.1, AT3G61730.1	XP_009104341.1, XP_033146712.1
OG0005691	AT3G61590.4	XP_009138766.1, XP_009116823.1, XP_009104320.1
OG0005692	AT3G61460.1	XP_009116810.1, XP_009138770.1, XP_009104310.2
OG0005693	AT3G61310.1	XP_009104301.1, XP_009116795.1, XP_009138779.1
OG0005694	AT3G61050.1	XP_009104284.1, XP_009138799.1
OG0005695	AT3G60820.1	XP_009138810.1, XP_009104277.1, XP_009116763.1
OG0005696	AT3G60670.1	XP_018510165.1, XP_009138821.1
OG0005697	AT3G60090.1	XP_033136054.1, XP_033146203.1, XP_033131439.1
OG0005698	AT3G59630.1	XP_009116630.1
OG0005699	AT2G43330.1	XP_009142189.2
OG0005700	AT3G59220.1	XP_009116588.1, XP_009138927.1
OG0005701	AT3G59110.1	XP_009116584.1, XP_009104186.1
OG0005702	AT3G58420.1	XP_033131904.1
OG0005703	AT2G42210.2	XP_009142047.1, XP_009142813.1
OG0005704	AT3G57510.1	XP_009116451.1, XP_009104062.1
OG0005705	AT3G57450.1	XP_009104060.1
OG0005706	AT3G57040.1	XP_009104039.1, XP_009116409.1, XP_009139049.1
OG0005707	AT3G56950.2	XP_009116396.1, XP_033146559.1, XP_009104031.1
OG0005708	AT3G56590.2	XP_009139091.1, XP_009116360.1
OG0005709	AT3G56360.1	XP_009116340.1, XP_033146562.1
OG0005710	AT3G56250.3	XP_009116324.1, XP_009103994.2
OG0005711	AT3G56220.1	XP_033146561.1, XP_009116320.1, XP_009103988.1
OG0005712	AT3G56100.1	XP_009103979.2, XP_033146513.1
OG0005713	AT3G54800.1	XP_009139208.1, XP_009116156.1, XP_033131045.1
OG0005714	AT3G54740.2	XP_009139217.1, XP_009103931.1, XP_009116153.1
OG0005715	AT1G20270.1	XP_009110235.2, XP_018515395.1
OG0005716	AT3G54000.1	XP_009139273.1, XP_009103891.1, XP_009116092.1
OG0005717	AT3G53720.1	XP_009139379.1, XP_009117167.2, XP_009103880.1
OG0005718	AT5G53670.1	XP_009136058.1, XP_009123504.1
OG0005719	AT5G53210.1	XP_033139993.1
OG0005720	AT5G53200.1	XP_009119863.1, XP_009127186.1, XP_009132494.1
OG0005721	AT2G04550.1	XP_009136142.1, XP_009102377.1
OG0005722	AT5G35360.3	XP_009148347.2, XP_009118263.1
OG0005723	AT1G66760.2	XP_009119421.2
OG0005724	AT1G67120.2	XP_033139388.1
OG0005725	AT1G67310.1	XP_009127544.1, XP_009105273.1, XP_018508761.2
OG0005726	AT1G67340.1	XP_009105124.2, XP_009127548.2, XP_009105278.1
OG0005727	AT1G67570.1	XP_009105298.1, XP_009105111.1
OG0005728	AT1G67650.1, AT1G67680.1	XP_009105308.1
OG0005729	AT1G68330.1	XP_009105048.1, XP_009105378.1, XP_009127622.1
OG0005730	AT1G68340.1	XP_033130272.1, XP_009127623.1, XP_033131424.1
OG0005731	AT1G68430.1	XP_033139614.1, XP_033131426.1, XP_009105385.1
OG0005732	AT2G18040.1	XP_009102286.1, XP_009150751.1
OG0005733	AT2G18260.1	XP_009102253.1, XP_009150743.1
OG0005734	AT3G01140.1	XP_009117713.1, XP_018514324.1
OG0005735	AT2G19490.1	XP_009124314.1, XP_009117536.1
OG0005736	AT2G19440.1	XP_009112609.1
OG0005738	AT2G40610.1	NP_001288831.1, XP_009141922.2, XP_009142702.1
OG0005739	AT2G40430.2	XP_009142686.1, XP_009141893.1
OG0005740	AT2G40060.1	XP_009133406.1, XP_009143257.1, XP_009141859.1
OG0005741	AT2G39990.1	XP_009143262.1, XP_009133395.1
OG0005742	AT2G39750.1	XP_009133380.1, XP_009143288.1
OG0005743	AT2G39660.1	XP_009143298.1, XP_009141824.2, XP_009133374.1
OG0005744	AT2G39340.1	XP_009143326.1, XP_018514065.1
OG0005745	AT2G39300.1	XP_018513479.1, XP_018514240.2
OG0005746	AT2G39290.1	XP_009133353.2, XP_018513658.2, XP_009144774.1
OG0005747	AT2G07690.1	XP_009136181.1
OG0005748	AT2G39110.1	XP_009141783.1, XP_033148151.1
OG0005749	AT2G38400.2	XP_009143394.2, XP_009141739.2, XP_009133253.2
OG0005750	AT2G38370.2	XP_009133250.1, XP_009141735.1
OG0005751	AT2G38090.1	XP_009133230.1, XP_009143425.1, XP_009141720.1
OG0005752	AT2G37930.3	XP_009141695.1
OG0005753	AT2G37890.1	XP_009133214.1, XP_009141694.2
OG0005754	AT2G37630.1	XP_009143468.1, XP_009133196.1
OG0005755	AT2G37610.1	XP_033147985.1
OG0005756	AT2G37390.1	XP_009141654.1, XP_009143503.1
OG0005757	AT2G37030.1	XP_033145880.1, XP_033143612.1, XP_009143535.1
OG0005758	AT1G13790.1	XP_033134936.1, XP_009118028.3
OG0005759	AT4G14700.1, AT4G12620.1	XP_009114605.1
OG0005760	AT4G04190.1	XP_009114582.1
OG0005761	AT4G04780.1	XP_033141255.1
OG0005762	AT4G04850.2	XP_009114541.1
OG0005763	AT4G12020.2	XP_009114686.3
OG0005764	AT2G22500.1	XP_009140362.2, XP_009112520.2
OG0005765	AT2G23070.1	XP_009140450.1, XP_009117314.1
OG0005767	AT2G24090.1	XP_009117251.1, XP_009140520.1
OG0005768	AT1G43710.1	XP_009145064.1, XP_009107655.1, XP_009113392.2
OG0005769	AT1G44160.1	XP_009145047.1, XP_009123050.1
OG0005770	AT1G33530.1	XP_033147545.1
OG0005771	AT1G33400.2	XP_009151465.1
OG0005772	AT4G08460.1	XP_009134093.1
OG0005773	AT4G08455.1	XP_009134091.1
OG0005774	AT4G10340.1	XP_009134190.1
OG0005775	AT4G10810.1	XP_009134208.1, XP_009108219.1, XP_009128697.1
OG0005776	AT4G11040.1	XP_009134217.1, XP_009108202.1
OG0005777	AT4G11560.1	XP_009134242.1, XP_009128670.1
OG0005778	AT4G11600.1	XP_009128668.1, XP_009108157.1
OG0005779	AT4G11740.1	XP_009128661.1, XP_009124388.2
OG0005780	AT5G19140.1	XP_009126303.1, NP_001288918.1
OG0005781	AT5G26667.1	XP_033136522.1, XP_009129925.1, XP_009151137.1
OG0005782	AT5G27980.1	XP_009111929.1, XP_009129849.1, XP_009151232.1
OG0005783	AT2G20030.1	XP_009123853.2, XP_009117511.1
OG0005785	AT2G20585.6	XP_009102006.1, XP_033136940.1
OG0005786	AT2G47710.1	XP_009133823.1, XP_009142507.1, NP_001288970.1
OG0005787	AT2G47460.1	XP_009133816.1, XP_009142534.1
OG0005788	AT2G47270.1	XP_033139299.1, XP_033148464.1
OG0005789	AT2G46940.1	XP_009133792.1, XP_009142579.1
OG0005790	AT2G46810.1	XP_009142596.1, XP_033146678.1
OG0005791	AT2G46790.1, AT2G46670.1	XP_033146769.1, XP_009142448.1
OG0005792	AT2G46535.1	XP_009142424.1, XP_009142633.1
OG0005793	AT1G14620.1	XP_009142409.1, XP_009133763.1
OG0005794	AT2G46000.1	XP_009133758.1, XP_009143198.1, XP_009142394.1
OG0005795	AT2G45940.2, AT4G16080.1	XP_009133753.1
OG0005796	AT2G45410.1	XP_009143138.1
OG0005797	AT2G45340.1	XP_009142330.2, XP_009143131.1
OG0005798	AT2G45190.1	XP_033130979.1, XP_009142321.1, XP_009133711.1
OG0005799	AT2G44670.1	XP_009143055.1, XP_009133680.1, XP_009142277.1
OG0005800	AT2G44210.2	XP_009133665.1, XP_009142251.1, XP_009143002.2
OG0005801	AT1G70250.1	XP_009142207.1
OG0005802	AT2G43160.1	XP_009142917.1, XP_009133580.2, XP_009142175.1
OG0005803	AT2G42810.2	XP_009142085.1
OG0005804	AT2G42610.1	XP_009142855.2, XP_009133547.1, XP_009142076.1
OG0005805	AT2G42580.1	XP_009142852.1, XP_009133543.1
OG0005806	AT2G42430.1	XP_009142837.1, XP_009133536.1, XP_009142063.1
OG0005807	AT1G66170.1	XP_009127470.1
OG0005808	AT2G42350.1	XP_033148443.1, XP_033145671.1
OG0005809	AT2G42040.1	XP_009133530.1, XP_009142799.2, XP_009142032.1
OG0005810	AT2G41970.1	XP_009142030.1, XP_009133525.1, XP_009142796.2
OG0005811	AT2G41940.1	XP_033143838.1, XP_009142792.2, XP_018514120.1
OG0005812	AT2G41660.1	XP_009112784.1, XP_033146144.1
OG0005813	AT5G47220.1	XP_009128950.1, XP_009101439.2, XP_033136872.1
OG0005814	AT3G01190.1	XP_009117679.2, XP_009147405.1
OG0005815	AT3G02280.1	XP_009134658.1
OG0005816	AT3G02555.1	XP_009118329.1, XP_009147335.1, XP_009134683.1
OG0005817	AT3G02800.1	XP_033142199.1, XP_009118592.1
OG0005818	AT3G02830.1	XP_009147316.2, XP_009118604.1, XP_009134712.2
OG0005819	AT3G02970.1	XP_033148241.1, XP_033142189.1
OG0005820	AT3G03060.1	XP_009130329.2, XP_009119035.2
OG0005821	AT3G03170.1	XP_009130341.1, XP_009119112.1, XP_009134724.1
OG0005822	AT3G04300.1	XP_009134759.1, XP_009124001.1, XP_009124999.2
OG0005823	AT3G04980.2	XP_009147297.2
OG0005824	AT3G05200.1	XP_009147266.1, XP_009134812.1, XP_009124070.1
OG0005825	AT3G05230.1	XP_009134816.1, XP_009147261.1
OG0005826	AT3G05490.1	XP_009147231.2, XP_033147642.1, XP_009134826.1
OG0005827	AT3G05900.1	XP_009129613.1, XP_009134858.2
OG0005828	AT3G06240.1	XP_009134878.1
OG0005829	AT3G06260.1	XP_033142947.1
OG0005830	AT3G06410.1	XP_009134895.1, XP_009129667.1
OG0005831	AT3G06590.1	XP_009124805.1
OG0005832	AT3G06730.1	XP_009124686.2, XP_009147190.2
OG0005833	AT3G06860.1	XP_009134933.2, XP_009147124.2, XP_009124621.2
OG0005834	AT3G06920.2	XP_009134939.1
OG0005835	AT3G07020.1	XP_009134943.1, XP_009124554.1, XP_009147116.1
OG0005836	AT3G07100.1	XP_033142923.1, XP_009124500.2, XP_033147226.1
OG0005837	AT3G07360.1	XP_009124360.1, XP_009134963.1, XP_009147083.1
OG0005838	AT3G07390.1	XP_009134964.1, XP_009147079.2, XP_033147416.1
OG0005839	AT3G07570.1	XP_009147056.1, XP_009124297.1
OG0005840	AT3G08600.1	XP_009146998.1, XP_009135100.1
OG0005841	AT3G09240.3	XP_009135987.1, XP_033146801.1
OG0005842	AT3G09350.1	XP_009146934.1
OG0005843	AT3G16380.1	XP_033145273.1, XP_033147557.1
OG0005844	AT3G10572.1	XP_009135117.1, XP_009146824.1
OG0005845	AT3G10920.1	XP_009146793.1
OG0005846	AT3G11000.2	XP_009122450.1, XP_009146784.1
OG0005847	AT3G11170.1	XP_009146749.1, XP_009135155.1
OG0005848	AT3G11680.2	XP_009146692.1, XP_009121240.1
OG0005849	AT3G12140.3	XP_009135208.1, XP_033136077.1
OG0005850	AT3G12760.1	XP_009135248.1, XP_009124671.1, XP_009146588.1
OG0005851	AT3G12870.1	XP_009124679.1
OG0005852	AT3G12890.1	XP_009135259.1, XP_009146573.1, XP_009124681.1
OG0005854	AT3G13310.1	XP_009124738.2, XP_009135295.2, XP_009146535.1
OG0005855	AT4G15570.1	XP_009122128.1, XP_009146865.1
OG0005856	AT3G13690.1	XP_009146464.1, XP_009117541.1
OG0005857	AT3G13882.2	XP_009146435.1, XP_009135337.1, XP_009135342.1
OG0005858	AT3G14120.1	XP_009117153.1, XP_009146408.2
OG0005859	AT3G14160.1	XP_009146405.1
OG0005860	AT3G14205.1	XP_009117092.1, XP_009139184.1, XP_009146398.1
OG0005861	AT3G14990.1	XP_009146298.1
OG0005862	AT3G15030.1	XP_009116532.1, XP_009146296.2, XP_009135418.2
OG0005863	AT3G15570.1	XP_009135448.2, XP_009146226.1
OG0005864	AT3G15950.1	XP_018509631.1, XP_009146181.1
OG0005865	AT3G16050.1	XP_009115047.2
OG0005866	AT3G16240.1	XP_009135480.2, XP_009146158.1, XP_009114826.2
OG0005867	AT3G16490.1	XP_009146082.1, XP_009135486.1, XP_033132692.1
OG0005868	AT5G42360.1, AT5G42350.1	XP_009113440.2
OG0005869	AT3G17020.1	XP_009135511.1, NP_001288846.1, XP_009146047.1
OG0005870	AT3G17220.1	XP_009114490.1
OG0005871	AT3G17510.1	XP_009146008.1
OG0005872	AT3G17690.1	XP_009113832.1, XP_009145989.1
OG0005873	AT3G17840.1	XP_009145968.1, XP_009113711.2
OG0005874	AT3G18010.1	XP_009145947.1, XP_009135563.1
OG0005875	AT3G18190.1	XP_009113437.1, XP_009145924.2
OG0005876	AT3G18210.1	XP_009145921.1, XP_009135571.1
OG0005877	AT3G18430.1	XP_033147720.1, XP_009141362.1
OG0005878	AT3G18710.1	XP_033143070.1, XP_009145866.1, XP_009112538.1
OG0005879	AT3G18773.1	XP_009145860.1, XP_009112407.1, XP_009135597.1
OG0005880	AT3G18950.1	XP_033148168.1, XP_009135605.1
OG0005881	AT3G18990.2	NP_001288881.1, XP_009145836.2, XP_009112206.1
OG0005882	AT3G63220.2	XP_009135621.2, XP_009112090.1
OG0005883	AT3G19360.1	XP_009135630.1, XP_009111919.1
OG0005884	AT3G21560.1	XP_009109433.1, XP_009145472.1
OG0005885	AT3G19550.1	XP_009145775.1, XP_033144817.1, XP_033136470.1
OG0005886	AT3G19920.2	XP_009135652.1
OG0005887	AT3G19950.2	XP_009135656.1, XP_009145710.2, XP_009111341.2
OG0005888	AT3G20070.1	XP_033147106.1
OG0005890	AT3G20290.1	XP_033148035.1, XP_009111201.1
OG0005891	AT3G20300.1	XP_009145646.2, XP_009111188.2, XP_009135678.2
OG0005892	AT3G20640.1	XP_009110318.1, XP_009135702.1, XP_009145606.2
OG0005893	AT3G29310.1	XP_009151783.1, XP_009129296.2
OG0005894	AT5G35980.1	XP_009124244.2, XP_009144647.2
OG0005895	AT3G22760.1	XP_009108686.1, XP_033147274.1, XP_033144194.1
OG0005896	AT3G23630.1	XP_033131214.1, XP_033135010.1
OG0005897	AT3G23540.1	XP_009107962.1, XP_009102606.1
OG0005898	AT3G23230.1	XP_009102648.1
OG0005899	AT3G23200.1	XP_009108147.1, XP_009102652.1
OG0005900	AT3G22830.1	XP_009135829.1, XP_009145259.1, XP_009108632.1
OG0005901	AT3G22680.1	XP_009135822.1, XP_009145304.1
OG0005902	AT3G22620.1	XP_009108747.1, XP_009135818.1
OG0005903	AT3G22520.1	XP_009145322.1, XP_009108803.2
OG0005904	AT3G22410.1	XP_009108883.1, XP_009145331.1
OG0005905	AT3G22200.2	XP_009109118.1, XP_009145420.2
OG0005906	AT4G30220.2	XP_009137904.1, XP_009108996.1
OG0005907	AT1G66500.1, AT5G43620.1	XP_009105211.1
OG0005908	AT5G28640.1	XP_009151253.1
OG0005909	AT5G30490.1	XP_009151279.1, XP_009111918.1
OG0005910	AT5G48850.1	XP_009129749.1, XP_009151686.1, XP_009111857.1
OG0005911	AT2G19880.2	XP_009102130.2, XP_009117515.2, XP_018509705.2
OG0005912	AT3G52140.4	XP_009139479.2, XP_009115919.1
OG0005913	AT3G51840.1	XP_033146624.1, XP_033146623.1, XP_009115886.1
OG0005914	AT3G51820.1	XP_009123759.1
OG0005915	AT4G00530.1, AT1G01725.1	XP_009119729.1
OG0005916	AT1G01690.1	XP_009119721.1
OG0005917	AT4G07950.1, AT1G01210.1	XP_033142434.1, XP_009118797.1, XP_009115293.1
OG0005918	AT1G02280.1	XP_009118781.1, XP_009119649.1
OG0005919	AT1G02340.1	XP_033138342.1
OG0005920	AT1G02880.6, AT2G44750.2	XP_009111179.1, XP_009119601.2
OG0005921	AT1G03330.1	XP_009119554.1, XP_009111156.1
OG0005922	AT1G04040.1	XP_009118876.2, XP_009111130.1
OG0005923	AT1G04400.1	XP_009111106.1
OG0005924	AT1G04680.1	XP_009118623.2, XP_009119265.2, XP_009111089.2
OG0005925	AT1G05720.1	NP_001288896.1, XP_033135617.1
OG0005926	AT1G06160.1	XP_009118552.1, XP_033138463.1
OG0005927	AT1G06900.1	XP_009110970.1, XP_009119011.1
OG0005928	AT1G07080.1	XP_009118998.1, XP_009118464.1, XP_009110962.1
OG0005929	AT1G07210.1	XP_009118457.1, XP_009118980.1
OG0005930	AT1G07840.1	XP_009148031.1
OG0005931	AT1G07476.1, AT1G07473.1	XP_033132522.1, XP_033137673.1
OG0005932	AT1G07520.3	XP_018510934.1, XP_009118431.1, XP_009118432.1
OG0005933	AT1G07720.2	XP_009148023.1, XP_009110921.1
OG0005934	AT1G07985.1	XP_033132512.1, XP_009148048.1, XP_009118399.1
OG0005935	AT1G08260.1, AT2G27120.2	XP_009148082.1
OG0005936	AT1G08380.1	XP_009118377.1, XP_009148097.1, XP_033133216.1
OG0005937	AT1G08650.1	XP_009110877.1, XP_009148120.1
OG0005938	AT1G08820.1	XP_009118347.1, XP_009148135.1, XP_009110871.1
OG0005939	AT1G08890.1	XP_009148144.1
OG0005940	AT1G09580.1	XP_009110817.1, XP_009148259.1
OG0005941	AT1G09600.1	XP_009118304.1, XP_033133457.1, XP_033129895.1
OG0005942	AT1G09730.1	XP_009110806.1, XP_009148274.1
OG0005943	AT1G09870.1	XP_009118292.1, XP_009148300.1
OG0005945	AT1G10270.1	XP_009148353.1, XP_009144463.1, XP_009118262.2
OG0005946	AT1G10330.1	XP_033130051.1
OG0005947	AT1G10820.2	XP_009144411.1, XP_009148421.1, XP_009118213.1
OG0005948	AT1G10840.1	XP_009144410.1, XP_009148419.2, XP_009118215.1
OG0005949	AT1G61360.1	XP_009124626.1
OG0005950	AT1G11310.1	NP_001288934.1, XP_009148458.1
OG0005951	AT1G11910.2	XP_033133760.1, XP_009118162.1
OG0005952	AT1G12020.1	NP_001303995.1, XP_009148620.1
OG0005953	AT1G12380.1	XP_009118087.1, XP_009110651.2, XP_009148599.1
OG0005954	AT1G12580.1	XP_009118071.1, XP_009110636.1
OG0005955	AT1G14830.1	XP_009117871.1, XP_009110514.1
OG0005956	AT1G15140.1	XP_009110505.1, XP_009149306.2
OG0005957	AT1G16150.1	XP_009117778.1
OG0005958	AT1G16410.1, AT1G16400.1	XP_009149073.1
OG0005959	AT1G16570.2	XP_009149089.1, XP_033136565.1
OG0005960	AT1G16670.1	XP_009117750.1, XP_033136568.1, XP_009110447.1, XP_009149104.1
OG0005961	AT1G16800.2	XP_009117747.1
OG0005962	AT1G16810.1	XP_009149115.1, XP_009117745.1
OG0005963	AT1G17100.1	XP_009149149.1, XP_009106553.1
OG0005964	AT1G17680.1	XP_009149221.1
OG0005965	AT1G18150.1	XP_009149261.1, XP_009117625.2
OG0005966	AT1G18330.2, AT3G10113.1	NP_001288892.1
OG0005967	AT1G18570.1	XP_009117607.1, XP_009110339.1, XP_033128141.1
OG0005968	AT1G19140.2	XP_009149388.1, XP_009110298.2
OG0005969	AT1G19330.3	XP_009110279.2, XP_009149408.1, XP_009117548.1
OG0005970	AT1G19715.3	XP_009110261.1, XP_009149456.2
OG0005971	AT1G20070.1	XP_009103361.1, XP_009110243.1, XP_009149499.1
OG0005972	AT1G21630.2	XP_009103289.2, XP_009110179.2, XP_009149677.2
OG0005973	AT3G42150.1, AT1G21930.1	XP_009145386.1
OG0005974	AT1G22110.1	XP_009145374.1, XP_009103264.1, XP_009110148.1
OG0005975	AT1G22220.1	XP_009110755.1, XP_033137061.1, XP_009103251.2
OG0005976	AT1G22280.3	XP_009110143.1
OG0005977	AT1G22490.2	XP_009123119.1, XP_009103235.1, XP_009110135.2
OG0005978	AT1G22500.1	XP_018508290.1, XP_009123117.1
OG0005979	AT1G22810.1	XP_009115598.1
OG0005980	AT1G71770.1	XP_009104896.1, XP_009105835.2
OG0005981	AT1G71480.1	XP_009105816.1
OG0005982	AT1G71070.1	XP_009127844.1, XP_009105776.1, XP_009104929.1
OG0005983	AT1G70700.3	XP_009105739.1, XP_033140793.1
OG0005984	AT1G32920.1	XP_009114850.1, XP_009107988.1
OG0005985	AT1G63440.1	XP_009119815.1, XP_009112946.1
OG0005986	AT1G61140.1	XP_009104400.1, XP_033143773.1
OG0005987	AT1G58110.1	XP_009102628.1, XP_009113332.2
OG0005988	AT5G42000.1	XP_009125212.1
OG0005989	AT1G67740.1	XP_009105321.1, XP_009127575.1, XP_009105102.1
OG0005990	AT5G46700.1	XP_009101499.1, XP_009114334.1
OG0005991	AT5G46800.1	XP_009101483.1, XP_009128899.1, XP_009114325.1
OG0005992	AT5G47570.1	XP_009128982.1, XP_009114266.2
OG0005993	AT5G47610.1	XP_009128983.1, XP_009101402.1
OG0005994	AT5G47730.1	XP_009101391.1, XP_009114251.1, XP_009128997.1
OG0005995	AT4G03610.4	XP_009121697.1, XP_009134337.1
OG0005996	AT4G29720.1	XP_033142355.1, XP_009128530.1
OG0005997	AT1G47960.1	XP_009148010.1
OG0005998	AT4G39300.1	XP_009111564.1, XP_009101884.1
OG0005999	AT1G27450.3	XP_009113762.1, XP_009109802.1
OG0006001	AT1G49330.1	XP_033148079.1, XP_009107306.1
OG0006002	AT4G39810.1	XP_009128173.1, XP_009109437.1
OG0006003	AT4G39940.1	XP_009109428.1
OG0006004	AT4G37650.1	XP_033133006.1
OG0006005	AT4G37295.1	XP_033142584.1, XP_009109367.1, XP_033137803.1
OG0006006	AT4G37050.1	XP_009139093.1, XP_009138468.1
OG0006007	AT4G36740.2	XP_009142335.2, XP_033133122.1, XP_009138447.1
OG0006008	AT4G36470.1	XP_009138428.1, XP_009144304.1, XP_009109969.3
OG0006009	AT4G36430.1	XP_009138426.1, XP_033130810.1, XP_009129875.1
OG0006010	AT4G36110.1	XP_009138408.1, XP_009147025.1, XP_033133159.1
OG0006011	AT4G35740.1	XP_009109277.1
OG0006012	AT4G35070.1	XP_009108685.1, XP_009138337.1, XP_009106315.1
OG0006013	AT4G34980.1	XP_009138332.1
OG0006014	AT4G34700.1	XP_009108710.1, XP_009138321.1
OG0006015	AT4G34410.1	XP_009113061.2, XP_009138294.2, XP_033132787.1
OG0006016	AT4G32890.1	XP_009125288.1, XP_009138148.1
OG0006017	AT4G33400.1	XP_009123134.1, XP_009108804.1, XP_009130400.1
OG0006018	AT4G33620.1	XP_018511049.1
OG0006019	AT4G33625.1	XP_009120943.1, XP_009138199.2
OG0006020	AT4G33630.1	XP_009138201.1, XP_009108781.1
OG0006021	AT4G32040.1	XP_009126429.1, XP_009138064.1
OG0006022	AT4G31300.2	XP_009108934.1
OG0006023	AT4G31210.1	XP_009137997.1, XP_009127126.1
OG0006024	AT4G30890.1	XP_009127431.1, XP_009137977.2, XP_009108961.1
OG0006026	AT1G72010.1	XP_009127890.1, XP_009105865.1
OG0006027	AT1G71970.1	XP_033132009.1, XP_009127889.1, XP_009104882.1
OG0006028	AT1G23460.1	XP_009103174.1, XP_009110100.1, XP_009115525.1
OG0006029	AT1G23800.1	XP_009115500.1, XP_009110081.2
OG0006030	AT1G26480.1	XP_009115367.1, XP_033133886.1
OG0006031	AT4G01210.1	XP_009134518.2, XP_009111425.1
OG0006032	AT4G01270.1, AT4G01245.1	XP_033135209.1, XP_009134524.1
OG0006033	AT4G00050.1	XP_033136954.1, XP_009133970.2, XP_033143727.1
OG0006035	AT4G26640.2	XP_009137606.2, XP_033133001.1, XP_009142587.1
