Orthogroup	Arabidopsis_thaliana	Cardamine_hirsuta
OG0010855	AT5G03770.1	CARHR209530
OG0010856	AT5G03740.1	CARHR208840, CARHR209560
OG0010857	AT5G03630.1	CARHR209670
OG0010858	AT5G03420.1	CARHR209920
OG0010859	AT5G03260.1	CARHR210090
OG0010860	AT5G03250.1	CARHR040510
OG0010861	AT5G03120.2	CARHR210230
OG0010862	AT5G02780.1	CARHR210600
OG0010863	AT5G02710.1	CARHR210660
OG0010864	AT5G02580.1	CARHR210780
OG0010865	AT5G02540.1	CARHR210820
OG0010866	AT5G02240.1	CARHR211130
OG0010867	AT5G02170.1	CARHR211190
OG0010868	AT5G02140.1	CARHR211220
OG0010869	AT5G02010.1	CARHR211350
OG0010871	AT5G01160.1	CARHR211480
OG0010872	AT5G01270.2	CARHR211610
OG0010873	AT5G01310.1	CARHR211670
OG0010874	AT5G01620.3	CARHR211970
OG0010875	AT5G01830.1	CARHR212180
OG0010876	AT5G01900.1	CARHR212250
OG0010877	AT5G01960.1	CARHR212310
OG0010878	AT5G40570.2	CARHR261410
OG0010879	AT5G40600.1	CARHR261360
OG0010880	AT5G40950.1	CARHR213430
OG0010881	AT5G41150.1	CARHR213220
OG0010882	AT5G41350.2	CARHR212970
OG0010883	AT5G41410.1	CARHR212910
OG0010884	AT5G41580.1	CARHR287630
OG0010886	AT5G42080.1	CARHR212480
OG0010887	AT1G79830.4	CARHR143590
OG0010888	AT1G79760.2	CARHR262750, CARHR074700, CARHR262770
OG0010889	AT1G79730.1	CARHR074670
OG0010890	AT1G80320.1	CARHR074190
OG0010891	AT1G80420.1	CARHR074820
OG0010892	AT1G80690.2	CARHR073820
OG0010893	AT1G80820.1	CARHR073650
OG0010894	AT1G79610.1	CARHR073340
OG0010895	AT1G79360.1	CARHR073020
OG0010896	AT1G79030.1	CARHR072700
OG0010897	AT3G46550.1	CARHR155250
OG0010898	AT1G78650.1	CARHR072180
OG0010899	AT4G37850.1	CARHR246240
OG0010900	AT1G78400.1	CARHR071920
OG0010901	AT1G78280.1	CARHR071750
OG0010902	AT1G78230.1	CARHR071690
OG0010903	AT1G78090.1	CARHR071550
OG0010904	AT1G78070.1	CARHR071530
OG0010905	AT1G77860.2	CARHR071350
OG0010906	AT1G77720.1	CARHR071230
OG0010907	AT1G77600.3	CARHR071110
OG0010908	AT1G77420.1	CARHR070910, CARHR070950
OG0010909	AT1G77405.1	CARHR070890
OG0010910	AT1G77260.1	CARHR070730
OG0010911	AT1G77090.1	CARHR070570
OG0010912	AT1G76580.1	CARHR070130
OG0010913	AT3G20155.1	CARHR095710
OG0010914	AT3G42660.1	CARHR153710
OG0010915	AT1G76280.5	CARHR069840
OG0010916	AT2G24180.1	CARHR118020
OG0010917	AT1G76065.1	CARHR069590
OG0010918	AT1G02813.1	CARHR002120
OG0010919	AT1G75700.3	CARHR069100
OG0010920	AT1G75330.1	CARHR068670
OG0010921	AT1G75160.1	CARHR068490
OG0010922	AT1G75125.1	CARHR068440, CARHR068450
OG0010923	AT2G17500.1	CARHR107660
OG0010924	AT2G17510.2	CARHR107670
OG0010925	AT2G17650.1	CARHR107880
OG0010926	AT3G19300.1	CARHR094700
OG0010927	AT5G54520.1	CARHR267800
OG0010928	AT3G47520.1	CARHR156160
OG0010929	AT3G47550.3	CARHR156180
OG0010930	AT5G48930.1	CARHR046060
OG0010931	AT1G56090.2	CARHR045820
OG0010932	AT1G55300.2	CARHR044950
OG0010933	AT1G54100.1	CARHR044440
OG0010934	AT1G44900.1	CARHR036120
OG0010935	AT1G53700.1	CARHR044000
OG0010936	AT1G53645.1	CARHR043910
OG0010937	AT1G53520.1	CARHR043760
OG0010938	AT1G53470.1	CARHR043690
OG0010939	AT1G53180.2	CARHR043410
OG0010940	AT2G26350.1	CARHR118440
OG0010941	AT1G53160.1	CARHR043370
OG0010942	AT2G36130.1	CARHR130370
OG0010943	AT2G36210.1	CARHR130450
OG0010944	AT2G36220.1	CARHR130460
OG0010945	AT2G36390.1	CARHR130690
OG0010946	AT2G36470.1	CARHR130770
OG0010947	AT2G36640.1	CARHR130920
OG0010948	AT3G45050.2	CARHR150920
OG0010949	AT3G44890.1	CARHR151120
OG0010950	AT3G44530.1	CARHR104350
OG0010951	AT3G29170.1	CARHR152330
OG0010952	AT5G32470.1	CARHR217090
OG0010953	AT5G35730.1	CARHR216920
OG0010954	AT5G52950.1	CARHR265920
OG0010955	AT5G50170.1	CARHR258460
OG0010956	AT5G49950.1	CARHR258760
OG0010957	AT5G33290.1	CARHR286850
OG0010958	AT4G13200.1	CARHR218670
OG0010959	AT4G13330.1	CARHR218870
OG0010960	AT4G13540.1	CARHR219170
OG0010961	AT4G13950.1	CARHR219860
OG0010962	AT4G14010.1	CARHR220020, CARHR220010
OG0010963	AT2G06925.1	CARHR103900
OG0010964	AT4G14220.1	CARHR220300
OG0010965	AT4G14280.1	CARHR220450, CARHR220440
OG0010966	AT4G14147.2	CARHR220180
OG0010967	AT4G14605.1	CARHR220830
OG0010968	AT4G14790.1	CARHR221340
OG0010969	AT5G39040.1	CARHR263390
OG0010970	AT4G14930.1	CARHR221540
OG0010971	AT3G26570.1	CARHR147580
OG0010972	AT4G15180.1	CARHR221910
OG0010973	AT4G15240.1	CARHR221960
OG0010974	AT4G15440.1	CARHR222200
OG0010975	AT4G15610.1	CARHR290010
OG0010977	AT5G49900.1	CARHR258820
OG0010978	AT4G15890.1	CARHR290420
OG0010979	AT4G15940.1	CARHR290520
OG0010980	AT4G15850.1	CARHR290380
OG0010981	AT1G72970.1	CARHR065940
OG0010982	AT1G73160.1	CARHR066130
OG0010983	AT1G73165.1	CARHR066140
OG0010984	AT1G73370.1	CARHR066420
OG0010985	AT1G73410.1	CARHR066470
OG0010986	AT1G73560.1	CARHR066580
OG0010987	AT1G73590.1	CARHR066610
OG0010988	AT1G73660.1	CARHR066730
OG0010989	AT2G35890.1	CARHR130140
OG0010990	AT1G73810.1	CARHR066890
OG0010991	AT1G73830.1	CARHR066920
OG0010992	AT1G73860.1	CARHR066960
OG0010993	AT1G73930.1	CARHR067040
OG0010994	AT1G73970.1	CARHR067090
OG0010995	AT1G74150.1	CARHR067300
OG0010996	AT1G74240.1	CARHR067500
OG0010997	AT1G74390.1	CARHR067650
OG0010998	AT1G74458.1	CARHR067730
OG0010999	AT1G74460.1	CARHR067740
OG0011000	AT1G74620.1	CARHR067900
OG0011001	AT1G74850.1	CARHR068160
OG0011002	AT1G74860.1	CARHR068180
OG0011003	AT1G74870.1	CARHR068190
OG0011004	AT1G68580.2	CARHR061370
OG0011005	AT1G68660.1	CARHR061470
OG0011006	AT1G69020.2	CARHR061890
OG0011007	AT1G69060.1	CARHR061940, CARHR061930
OG0011008	AT1G69170.1	CARHR062040
OG0011009	AT1G69220.1	CARHR062100
OG0011010	AT5G33300.1	CARHR286840
OG0011011	AT4G28710.1	CARHR236500
OG0011013	AT4G28850.1	CARHR236640
OG0011014	AT4G28990.2	CARHR236720
OG0011015	AT4G29060.1	CARHR236800
OG0011016	AT4G29070.1	CARHR236810
OG0011017	AT2G04900.1	CARHR102920
OG0011019	AT1G63700.1	CARHR047640
OG0011020	AT1G63720.1	CARHR047610
OG0011021	AT1G63780.1	CARHR047410
OG0011022	AT1G63910.1	CARHR047050
OG0011023	AT1G63940.2	CARHR047030
OG0011024	AT1G63960.2	CARHR047020
OG0011025	AT5G39960.1	CARHR262220
OG0011026	AT2G04620.1	CARHR102570
OG0011027	AT2G04690.5	CARHR102620
OG0011028	AT5G40140.1	CARHR261970
OG0011029	AT5G40160.1	CARHR261930
OG0011030	AT5G40200.1	CARHR261960
OG0011031	AT5G40210.1	CARHR261910
OG0011032	AT4G15540.1	CARHR222340
OG0011033	AT3G29280.2	CARHR292480
OG0011034	AT3G28030.3	CARHR149650
OG0011035	AT3G28450.1	CARHR292520
OG0011036	AT3G44050.1	CARHR152720
OG0011037	AT3G27820.1	CARHR149260
OG0011038	AT3G27325.2	CARHR040910
OG0011039	AT3G27220.1	CARHR148480
OG0011040	AT3G27010.1	CARHR148200
OG0011041	AT3G26744.1	CARHR147810
OG0011042	AT3G26630.1	CARHR147660
OG0011043	AT3G26510.7	CARHR147500
OG0011044	AT3G26400.1	CARHR147420
OG0011045	AT3G26090.1	CARHR147090
OG0011046	AT3G25890.1	CARHR146860
OG0011047	AT3G25855.1	CARHR146800
OG0011048	AT3G25805.1	CARHR146720
OG0011049	AT3G25700.1	CARHR288560
OG0011050	AT3G25690.5	CARHR288550
OG0011051	AT1G69740.1	CARHR062800
OG0011052	AT1G69700.1	CARHR062690
OG0011053	AT1G28760.1	CARHR028160
OG0011054	AT1G69600.1	CARHR062550
OG0011055	AT1G69540.2	CARHR062500
OG0011056	AT1G69450.3	CARHR062380, CARHR062370
OG0011058	AT1G69325.1	CARHR062210
OG0011059	AT5G46295.1	CARHR175490
OG0011060	AT5G46150.1	CARHR175650
OG0011061	AT4G08685.1	CARHR259680
OG0011062	AT5G46060.1	CARHR175870
OG0011063	AT4G08240.1	CARHR259340
OG0011064	AT5G45980.1	CARHR175940
OG0011065	AT5G45920.1	CARHR176020
OG0011066	AT5G45820.1	CARHR176150
OG0011067	AT5G45690.1	CARHR176280
OG0011068	AT5G45600.1	CARHR176430
OG0011069	AT5G45530.1	CARHR176490
OG0011071	AT5G45390.1	CARHR176680
OG0011072	AT5G45380.1	CARHR176690
OG0011073	AT5G45370.2	CARHR176700
OG0011074	AT1G65450.1	CARHR057110
OG0011075	AT1G49510.1	CARHR039530
OG0011076	AT3G59680.2	CARHR170050
OG0011077	AT1G49720.2	CARHR039760
OG0011078	AT1G49800.1	CARHR039860
OG0011079	AT1G49880.1	CARHR039940
OG0011080	AT1G49970.1	CARHR040000
OG0011081	AT1G50030.1	CARHR040140
OG0011082	AT1G50480.1	CARHR040480
OG0011083	AT1G50510.1	CARHR040540
OG0011084	AT1G50660.1	CARHR040710
OG0011085	AT1G50670.1	CARHR040720
OG0011086	AT1G50710.1	CARHR040810
OG0011087	AT1G50730.1	CARHR040830
OG0011088	AT1G50930.1	CARHR040970
OG0011089	AT1G50960.1	CARHR041010
OG0011090	AT1G51130.1	CARHR041150
OG0011091	AT1G51160.1	CARHR041190
OG0011092	AT1G51310.1	CARHR041380
OG0011093	AT1G51390.1	CARHR041540
OG0011094	AT1G51580.1	CARHR041730
OG0011095	AT1G51640.1	CARHR041800
OG0011096	AT1G51740.1	CARHR041910
OG0011097	AT1G51910.1	CARHR042040, CARHR042030
OG0011098	AT1G51960.1	CARHR042120
OG0011099	AT1G52343.1	CARHR042490
OG0011100	AT1G52410.2	CARHR042550
OG0011101	AT1G52420.1	CARHR042560, CARHR260380
OG0011102	AT5G42770.2	CARHR181730
OG0011103	AT5G42780.1	CARHR181740
OG0011104	AT5G42800.1	CARHR181470
OG0011105	AT2G33540.1	CARHR127550
OG0011106	AT2G33560.2	CARHR127580
OG0011107	AT2G33570.1	CARHR127590
OG0011108	AT2G33770.1	CARHR127840
OG0011109	AT2G33775.1	CARHR127850
OG0011110	AT2G33855.1	CARHR128020
OG0011111	AT2G33850.1	CARHR128000
OG0011112	AT2G33880.2	CARHR128040
OG0011113	AT2G34260.1	CARHR128360
OG0011114	AT2G34530.3	CARHR128620
OG0011115	AT2G34540.2	CARHR128630
OG0011116	AT2G34585.1	CARHR128680
OG0011117	AT2G34620.1	CARHR128720
OG0011118	AT2G34710.1	CARHR128870
OG0011119	AT2G34720.1	CARHR128880
OG0011120	AT2G34820.1	CARHR128980
OG0011121	AT2G35290.1	CARHR129440
OG0011122	AT2G35320.1	CARHR129460
OG0011123	AT2G01755.2	CARHR144330
OG0011124	AT4G19490.1	CARHR226290
OG0011125	AT4G19350.1	CARHR226150
OG0011126	AT2G20690.1	CARHR111330
OG0011127	AT4G18950.1	CARHR225830
OG0011128	AT1G54500.1	CARHR055600
OG0011129	AT4G18700.1	CARHR225560
OG0011130	AT4G18580.1	CARHR225420
OG0011131	AT4G18520.1	CARHR225370
OG0011132	AT4G18470.1	CARHR225290
OG0011133	AT4G18422.1	CARHR225240
OG0011134	AT4G18400.1	CARHR225220
OG0011135	AT4G18290.2	CARHR225090
OG0011136	AT4G17910.4	CARHR224640
OG0011137	AT4G17785.1	CARHR224510
OG0011138	AT2G31290.1	CARHR223930
OG0011139	AT4G17500.1	CARHR224170
OG0011140	AT4G17460.1	CARHR224070
OG0011141	AT4G17280.1	CARHR223910
OG0011142	AT4G17215.1	CARHR223820
OG0011143	AT3G51080.1	CARHR160660
OG0011144	AT3G50940.1	CARHR160520
OG0011145	AT3G50890.1	CARHR160460
OG0011146	AT3G50800.1	CARHR160340
OG0011147	AT1G68200.1	CARHR060890
OG0011148	AT1G72275.1	CARHR065130
OG0011149	AT3G50620.1	CARHR160120
OG0011150	AT3G50610.2	CARHR160110
OG0011151	AT3G03740.1	CARHR077790
OG0011152	AT3G50390.1	CARHR159900
OG0011153	AT4G23530.1	CARHR230920
OG0011154	AT4G23410.1	CARHR230750
OG0011155	AT3G28860.1	CARHR151870
OG0011156	AT5G52430.1	CARHR265420
OG0011157	AT5G52060.1	CARHR265000
OG0011158	AT5G51810.1	CARHR264690
OG0011159	AT5G51540.1	CARHR264310
OG0011160	AT5G51340.1	CARHR264090
OG0011161	AT5G51100.1	CARHR256990
OG0011162	AT5G51150.1	CARHR256900
OG0011163	AT5G51110.1	CARHR256960
OG0011164	AT5G51180.1	CARHR256840
OG0011165	AT2G13570.1	CARHR104810
OG0011166	AT2G13360.1	CARHR105160
OG0011167	AT2G07360.2	CARHR104050
OG0011168	AT3G59430.1	CARHR169830
OG0011169	AT2G13350.1	CARHR105170
OG0011170	AT1G53570.1	CARHR043820
OG0011171	AT2G14825.1	CARHR284800
OG0011172	AT2G14910.1	CARHR105400
OG0011173	AT2G14750.1	CARHR286460
OG0011174	AT2G15780.1	CARHR106150
OG0011175	AT2G15910.1	CARHR106250
OG0011176	AT2G16070.2	CARHR106370
OG0011177	AT3G32930.1	CARHR153570
OG0011178	AT2G16405.1	CARHR106660
OG0011179	AT2G16460.1	CARHR106700
OG0011180	AT2G16900.1	CARHR107190
OG0011181	AT2G16920.1	CARHR107210
OG0011182	AT4G23940.1	CARHR231350
OG0011183	AT4G23840.1	CARHR231220
OG0011184	AT5G66130.1	CARHR281620
OG0011185	AT4G22860.1	CARHR229900
OG0011186	AT4G21240.1	CARHR001440
OG0011187	AT4G22260.1	CARHR229150
OG0011188	AT4G22190.1	CARHR229080
OG0011189	AT4G22070.1	CARHR228870
OG0011190	AT4G22000.1	CARHR228810
OG0011191	AT4G19900.1	CARHR226680
OG0011192	AT3G15920.1	CARHR292930, CARHR091060
OG0011193	AT4G19990.2	CARHR226770
OG0011194	AT1G42480.1	CARHR292440
OG0011195	AT4G20050.5	CARHR226860
OG0011196	AT4G20260.4	CARHR227090
OG0011197	AT4G20390.1	CARHR227220
OG0011198	AT4G20850.1	CARHR227400
OG0011199	AT4G21390.1	CARHR227990
OG0011200	AT2G07180.1	CARHR104010
OG0011201	AT4G21570.2	CARHR228250
OG0011202	AT4G21580.1	CARHR228260, CARHR228270
OG0011203	AT4G21720.1	CARHR228450
OG0011204	AT4G19830.1	CARHR226600
OG0011205	AT4G19645.1	CARHR226450
OG0011206	AT2G42620.1	CARHR137760
OG0011207	AT4G09580.1	CARHR260450
OG0011208	AT4G09620.1	CARHR260470
OG0011209	AT5G42400.1	CARHR285110
OG0011210	AT5G42470.1	CARHR181930
OG0011211	AT5G42560.1	CARHR181820
OG0011212	AT5G42620.2	CARHR181510
OG0011213	AT5G42710.1	CARHR181620
OG0011214	AT4G16420.1	CARHR222770
OG0011215	AT4G16460.1	CARHR222850
OG0011217	AT4G16670.1	CARHR223190
OG0011218	AT4G16695.1	CARHR223220
OG0011219	AT4G16807.1	CARHR223430
OG0011220	AT4G16845.1	CARHR223480
OG0011221	AT4G17050.1	CARHR223610
OG0011222	AT4G17060.1	CARHR223640
OG0011224	AT1G32730.1	CARHR032110
OG0011225	AT1G32700.1	CARHR032090
OG0011226	AT3G01680.1	CARHR075240
OG0011227	AT5G66120.2	CARHR281630
OG0011228	AT5G66030.1	CARHR281730
OG0011229	AT5G65990.1	CARHR281770
OG0011230	AT5G65980.1	CARHR281780
OG0011231	AT5G65960.1	CARHR281800
OG0011232	AT3G63180.1	CARHR173500
OG0011233	AT3G63130.1	CARHR173450
OG0011234	AT3G63095.1	CARHR173410
OG0011235	AT3G62800.1	CARHR173070
OG0011236	AT3G62580.1	CARHR172840
OG0011237	AT3G62550.1	CARHR172810
OG0011238	AT3G62540.1, AT5G14820.1, AT3G62470.1	CARHR172800
OG0011239	AT3G62450.1	CARHR172790
OG0011240	AT3G62260.2	CARHR172590
OG0011241	AT3G61950.1	CARHR172310
OG0011242	AT3G61890.1	CARHR172240
OG0011243	AT3G61880.2	CARHR172230
OG0011244	AT3G61820.1	CARHR172150
OG0011245	AT3G61760.1	CARHR172090
OG0011246	AT3G61750.1	CARHR172080
OG0011247	AT5G28350.1, AT3G61480.2	CARHR171820
OG0011248	AT3G61350.1	CARHR171680
OG0011249	AT3G61190.1	CARHR171500
OG0011250	AT3G60840.1	CARHR171230
OG0011251	AT3G60830.1	CARHR171220
OG0011252	AT3G60690.1	CARHR171090
OG0011253	AT3G60680.1	CARHR171080
OG0011254	AT3G60620.1	CARHR171010
OG0011255	AT3G60450.2, AT3G60420.1	CARHR170800
OG0011256	AT3G60220.1	CARHR170530
OG0011257	AT3G60140.1	CARHR000090
OG0011258	AT3G59910.1	CARHR170240
OG0011259	AT3G59880.1	CARHR170210
OG0011260	AT3G59770.3	CARHR170110
OG0011261	AT3G59660.1	CARHR170030
OG0011262	AT4G29380.1	CARHR237190
OG0011263	AT3G59100.1	CARHR169520
OG0011264	AT3G59060.2	CARHR169480
OG0011265	AT3G59040.2	CARHR169450
OG0011266	AT3G59010.1	CARHR169420
OG0011267	AT3G43720.1	CARHR114550
OG0011268	AT3G58600.1	CARHR168990
OG0011269	AT3G58570.1	CARHR168960
OG0011270	AT3G58070.1	CARHR168390
OG0011271	AT3G57190.1	CARHR167390
OG0011272	AT4G10750.1	CARHR255860
OG0011273	AT4G29910.2	CARHR237820
OG0011274	AT1G68540.1	CARHR061320
OG0011275	AT3G56880.1	CARHR167030
OG0011276	AT3G56870.1	CARHR167020
OG0011277	AT3G56840.1	CARHR166990
OG0011278	AT3G56830.1	CARHR166980
OG0011279	AT3G56640.1	CARHR166750, CARHR159510
OG0011280	AT3G56600.1	CARHR166710
OG0011281	AT3G56580.1	CARHR166690
OG0011282	AT3G56330.1	CARHR166480
OG0011283	AT3G56310.1	CARHR166460
OG0011284	AT3G56120.1	CARHR166270
OG0011285	AT3G56110.1	CARHR166260
OG0011286	AT3G55990.1	CARHR166070, CARHR166200
OG0011287	AT3G55880.2	CARHR165980
OG0011288	AT3G55730.1	CARHR165830
OG0011289	AT3G55720.1	CARHR165820
OG0011290	AT3G55690.1	CARHR165790
OG0011291	AT3G55660.1	CARHR165720
OG0011292	AT3G55580.1	CARHR165630
OG0011293	AT3G55240.1	CARHR165240
OG0011294	AT3G55070.1	CARHR165090
OG0011295	AT3G55050.1	CARHR165070
OG0011296	AT3G54840.1	CARHR164820
OG0011297	AT3G54820.1	CARHR164760
OG0011298	AT3G54790.1	CARHR164730
OG0011299	AT3G54690.1	CARHR164610
OG0011300	AT3G54660.1	CARHR164580
OG0011301	AT3G54650.1	CARHR164560
OG0011302	AT3G54610.1	CARHR164510
OG0011303	AT3G54490.1	CARHR164390
OG0011304	AT3G54480.1	CARHR164380
OG0011305	AT3G54430.1	CARHR164330
OG0011306	AT3G54210.1	CARHR164110
OG0011307	AT1G67620.1	CARHR060190
OG0011308	AT3G54010.1	CARHR163910
OG0011309	AT3G53980.1	CARHR163880
OG0011310	AT3G53920.1	CARHR163800
OG0011311	AT3G53570.1	CARHR163480
OG0011312	AT3G53500.2	CARHR163400
OG0011313	AT3G53470.2	CARHR163370
OG0011314	AT3G53140.1	CARHR162990
OG0011315	AT3G52940.1	CARHR162820
OG0011316	AT3G52900.1	CARHR162780
OG0011317	AT3G52730.2	CARHR162600
OG0011318	AT5G28390.1, AT3G52660.1	CARHR162480
OG0011319	AT5G54280.2	CARHR267570
OG0011320	AT5G53980.1	CARHR267140
OG0011321	AT5G53890.1	CARHR267010
OG0011322	AT5G53830.1	CARHR266970
OG0011323	AT5G53750.1	CARHR266900
OG0011324	AT5G53520.1	CARHR266660
OG0011325	AT5G53340.1	CARHR266400
OG0011326	AT5G53220.1	CARHR266290
OG0011328	AT3G24650.1	CARHR100970
OG0011329	AT3G24740.1	CARHR101070
OG0011330	AT3G24770.1	CARHR101130
OG0011331	AT3G25050.1	CARHR101330
OG0011332	AT3G25110.1	CARHR101420
OG0011333	AT3G25190.1	CARHR101540
OG0011334	AT3G25470.1	CARHR101770
OG0011335	AT2G04137.1, AT3G25530.1	CARHR101870
OG0011336	AT2G04160.1	CARHR102070
OG0011337	AT2G04220.1	CARHR102090
OG0011338	AT2G04740.1	CARHR102690
OG0011339	AT2G05620.1	CARHR103280
OG0011340	AT2G06990.1	CARHR084080
OG0011341	AT1G66670.1	CARHR058720
OG0011342	AT1G66840.1	CARHR058960
OG0011343	AT1G66900.1	CARHR059060
OG0011344	AT1G67070.1	CARHR059520
OG0011345	AT1G67320.3	CARHR059800
OG0011346	AT1G67660.1	CARHR060260
OG0011347	AT1G67700.2	CARHR060290
OG0011349	AT1G67930.1	CARHR060570
OG0011350	AT1G24625.1	CARHR026440
OG0011351	AT1G67960.1	CARHR060610
OG0011352	AT1G68070.1	CARHR060730
OG0011353	AT1G68150.1	CARHR060830
OG0011354	AT1G68400.1	CARHR061190
OG0011355	AT1G68460.1	CARHR061240
OG0011356	AT1G68500.1	CARHR061280
OG0011357	AT5G48657.5	CARHR183260
OG0011358	AT2G18030.1	CARHR108520
OG0011359	AT2G18050.1	CARHR108540
OG0011360	AT2G18090.1	CARHR108570
OG0011361	AT2G18230.1	CARHR108760
OG0011362	AT2G18245.1	CARHR108780
OG0011363	AT2G18350.1	CARHR108940
OG0011364	AT2G18380.1	CARHR108970
OG0011365	AT2G18470.1	CARHR109070
OG0011366	AT2G18550.1	CARHR109160
OG0011367	AT2G18670.1	CARHR109260
OG0011368	AT2G18890.1	CARHR109450
OG0011369	AT2G18910.1	CARHR109470
OG0011370	AT2G19010.2	CARHR109530
OG0011371	AT2G19090.1	CARHR109610
OG0011372	AT2G19390.1	CARHR109840
OG0011373	AT2G19460.2	CARHR109900
OG0011374	AT2G19500.1	CARHR109940
OG0011375	AT2G19640.2	CARHR237330, CARHR110080
OG0011376	AT2G19790.1	CARHR110250
OG0011377	AT2G19800.1	CARHR110260
OG0011378	AT2G41250.1	CARHR136340
OG0011379	AT2G40935.1	CARHR136050
OG0011380	AT2G40880.1	CARHR135990
OG0011381	AT2G40850.1	CARHR135970
OG0011382	AT2G40830.1	CARHR135950
OG0011383	AT2G40690.1	CARHR135790
OG0011384	AT2G40380.1	CARHR135460
OG0011385	AT2G40340.6, AT2G40350.2	CARHR135430
OG0011386	AT2G40190.1	CARHR135230
OG0011387	AT2G40000.1	CARHR134950
OG0011388	AT2G39970.1	CARHR134900
OG0011389	AT2G39710.1	CARHR134550
OG0011390	AT5G52170.2	CARHR265090
OG0011391	AT2G39260.1	CARHR134000
OG0011392	AT2G39060.1	CARHR133830
OG0011393	AT2G39050.1	CARHR133820
OG0011394	AT2G38970.1	CARHR133730
OG0011395	AT2G38920.1	CARHR133650
OG0011396	AT5G16453.1	CARHR196800
OG0011397	AT5G41020.1	CARHR213350
OG0011398	AT2G38510.1	CARHR133210
OG0011399	AT2G26470.1	CARHR294500
OG0011400	AT2G38420.1	CARHR133080
OG0011401	AT2G38360.1	CARHR132970
OG0011402	AT4G13500.1, AT2G05310.1	CARHR103090, CARHR103080
OG0011403	AT2G38152.1	CARHR132750
OG0011404	AT2G38080.1	CARHR132660
OG0011405	AT2G38070.1	CARHR132650
OG0011406	AT2G38000.1	CARHR132560
OG0011407	AT2G37920.1	CARHR132460
OG0011408	AT2G37650.1	CARHR131930
OG0011409	AT2G37560.1	CARHR132030
OG0011410	AT2G37260.1	CARHR132330
OG0011411	AT2G37150.3	CARHR131660
OG0011412	AT2G36990.1	CARHR131470
OG0011413	AT4G03820.4	CARHR253450
OG0011414	AT4G04370.1	CARHR253080
OG0011415	AT4G04870.1	CARHR252700
OG0011416	AT4G04885.1	CARHR252670
OG0011417	AT4G04920.1	CARHR252610
OG0011418	AT4G12060.1	CARHR254170
OG0011419	AT4G12010.1	CARHR254250
OG0011420	AT4G11980.1	CARHR254310
OG0011421	AT4G11970.1	CARHR254320
OG0011422	AT4G11910.1	CARHR254370
OG0011423	AT4G12250.1	CARHR254010
OG0011424	AT2G21160.1	CARHR112010
OG0011425	AT2G21170.1	CARHR112020
OG0011426	AT2G21500.1	CARHR112420
OG0011427	AT2G21660.1	CARHR112650
OG0011428	AT2G21720.2	CARHR112770
OG0011429	AT2G22090.2	CARHR113220
OG0011430	AT2G22122.1	CARHR113250
OG0011431	AT2G22860.1	CARHR114170, CARHR114180
OG0011432	AT2G23740.2	CARHR114610
OG0011433	AT2G24270.2	CARHR117830
OG0011434	AT2G25320.3	CARHR116200
OG0011435	AT2G25420.4	CARHR116030
OG0011436	AT2G25190.1	CARHR116470
OG0011437	AT2G24960.1	CARHR116760
OG0011438	AT2G24370.1	CARHR117680
OG0011439	AT1G27390.1	CARHR026980
OG0011440	AT1G27385.4	CARHR026970
OG0011441	AT1G43700.1	CARHR035540
OG0011442	AT1G44446.1	CARHR035930
OG0011443	AT1G44750.1	CARHR036000
OG0011444	AT1G44760.2	CARHR036010
OG0011445	AT1G36940.2	CARHR034810
OG0011446	AT1G36390.1	CARHR035040
OG0011447	AT4G32320.1	CARHR240220
OG0011448	AT1G35180.1, AT1G35170.1	CARHR263530
OG0011449	AT1G34790.1	CARHR034060
OG0011450	AT1G34270.1	CARHR033760
OG0011451	AT1G34260.1	CARHR033750
OG0011452	AT1G34110.1	CARHR033550
OG0011453	AT1G33780.1	CARHR033180
OG0011454	AT1G33700.1	CARHR033110
OG0011455	AT1G33480.1	CARHR032920
OG0011456	AT1G33360.1	CARHR032740
OG0011457	AT4G09680.1	CARHR260630
OG0011458	AT4G08320.2	CARHR259410
OG0011459	AT4G08920.1	CARHR259940
OG0011460	AT4G09010.3	CARHR260020
OG0011461	AT4G10030.1	CARHR261030
OG0011462	AT4G10440.1	CARHR256210
OG0011463	AT4G10620.1	CARHR255950
OG0011464	AT4G10760.1	CARHR255850
OG0011465	AT4G10840.1	CARHR262530
OG0011466	AT4G11110.1	CARHR255480
OG0011467	AT4G11400.1	CARHR255180
OG0011468	AT4G11410.1	CARHR255160
OG0011469	AT5G19080.1	CARHR193910
OG0011470	AT5G19150.1	CARHR193800
OG0011471	AT5G19210.2	CARHR193750
OG0011472	AT5G19320.1	CARHR193640
OG0011473	AT5G26731.1	CARHR186980
OG0011474	AT5G27000.1	CARHR186460
OG0011475	AT5G27650.1	CARHR186170
OG0011476	AT5G27460.1	CARHR186070
OG0011477	AT5G27420.1	CARHR186030
OG0011478	AT5G27270.1	CARHR259090, CARHR185880
OG0011479	AT5G27240.1	CARHR185870, CARHR259100
OG0011480	AT5G27970.2	CARHR185700
OG0011481	AT5G28300.1	CARHR185100
OG0011482	AT2G20050.1	CARHR110520
OG0011483	AT2G20190.1	CARHR110690
OG0011484	AT2G20250.2	CARHR110740
OG0011485	AT2G20370.1	CARHR110900
OG0011486	AT5G51140.2	CARHR256910
OG0011487	AT2G20480.1	CARHR111030
OG0011488	AT2G20562.1	CARHR111130
OG0011489	AT2G20570.2	CARHR111140
