Orthogroup	Arabidopsis_thaliana	Arabidopsis_lyrata_NCBI
OG0011286	AT3G55990.1	XP_002876345.1
OG0011287	AT3G55880.2	XP_020882492.1
OG0011288	AT3G55730.1	XP_020881975.1
OG0011289	AT3G55720.1	XP_020881974.1
OG0011290	AT3G55690.1	XP_002876325.1
OG0011291	AT3G55660.1	XP_002878043.1
OG0011292	AT3G55580.1	XP_002876312.1
OG0011293	AT3G55240.1	XP_020882549.1
OG0011294	AT3G55070.1	XP_002876284.1
OG0011295	AT3G55050.1	XP_002878013.1
OG0011296	AT3G54840.1	XP_002876273.1
OG0011297	AT3G54820.1	XP_020880471.1
OG0011298	AT3G54790.1	XP_002878000.1
OG0011299	AT3G54690.1	XP_002876265.1
OG0011300	AT3G54660.1	XP_020880886.1
OG0011301	AT3G54650.1	XP_002877993.1
OG0011302	AT3G54610.1	XP_020881310.1
OG0011303	AT3G54490.1	XP_020879948.1
OG0011304	AT3G54480.1	XP_002877981.1
OG0011305	AT3G54430.1	XP_020879621.1
OG0011306	AT3G54210.1	XP_002877962.1
OG0011307	AT1G67620.1	XP_020891599.1
OG0011308	AT3G54010.1	XP_020880911.1
OG0011309	AT3G53980.1	XP_020881464.1
OG0011310	AT3G53920.1	XP_002877947.1
OG0011311	AT3G53570.1	XP_002877927.1
OG0011312	AT3G53500.2	XP_002877922.1
OG0011313	AT3G53470.2	XP_020882455.1
OG0011314	AT3G53140.1	XP_020881161.1
OG0011315	AT3G52940.1	XP_002877894.1
OG0011316	AT3G52900.1	XP_002876173.1
OG0011317	AT3G52730.2	XP_002877880.1
OG0011318	AT5G28390.1, AT3G52660.1	XP_020880195.1
OG0011319	AT5G54280.2	XP_020870600.1
OG0011320	AT5G53980.1	XP_020879304.1
OG0011321	AT5G53890.1	XP_020885260.1
OG0011322	AT5G53830.1	XP_002864285.2
OG0011323	AT5G53750.1	XP_002864270.1
OG0011324	AT5G53520.1	XP_020888687.1
OG0011325	AT5G53340.1	XP_020866435.1
OG0011326	AT5G53220.1	XP_020871764.1
OG0011327	AT4G16140.2	XP_002870180.1
OG0011328	AT3G24650.1	XP_002883542.1
OG0011329	AT3G24740.1	XP_020886069.1
OG0011330	AT3G24770.1	XP_020886075.1
OG0011331	AT3G25050.1	XP_002883570.1
OG0011332	AT3G25110.1	XP_020887624.1
OG0011333	AT3G25190.1	XP_020888747.1, XP_020888688.1
OG0011334	AT3G25470.1	XP_002883618.1
OG0011335	AT3G25530.1	XP_020887311.1
OG0011336	AT2G04160.1	XP_002885743.1
OG0011337	AT2G04220.1	XP_002883629.1
OG0011338	AT2G04740.1	XP_020888455.1
OG0011339	AT2G05620.1	XP_020888053.1
OG0011340	AT2G06990.1	XP_020887912.1
OG0011341	AT1G66670.1	XP_002888528.1
OG0011342	AT1G66840.1	XP_002888550.1
OG0011343	AT1G66900.1	XP_002887087.2
OG0011344	AT1G67070.1	XP_002887099.1
OG0011345	AT1G67320.3	XP_020889599.1
OG0011346	AT1G67660.1	XP_002887137.1
OG0011347	AT1G67700.2	XP_020890574.1
OG0011349	AT1G67930.1	XP_002888635.1
OG0011350	AT1G24625.1	XP_020870299.1
OG0011351	AT1G67960.1	XP_002887162.1
OG0011352	AT1G68070.1	XP_002887158.1
OG0011353	AT1G68150.1	XP_020891773.1
OG0011354	AT1G68400.1	XP_002888661.1
OG0011355	AT1G68460.1	XP_020889603.1
OG0011356	AT1G68500.1	XP_002887184.1
OG0011357	AT5G48657.5	XP_002865659.1
OG0011358	AT2G18030.1	XP_020887468.1
OG0011359	AT2G18050.1	XP_002884107.2
OG0011360	AT2G18090.1	XP_002884113.1
OG0011361	AT2G18230.1	XP_020887498.1
OG0011362	AT2G18245.1	XP_020887657.1
OG0011363	AT2G18350.1	XP_002886165.1
OG0011364	AT2G18380.1	XP_002886168.1
OG0011365	AT2G18470.1	XP_002886173.1
OG0011366	AT2G18550.1	XP_002886182.2
OG0011367	AT2G18670.1	XP_020887456.1
OG0011368	AT2G18890.1	XP_002886254.1
OG0011369	AT2G18910.1	XP_002884186.1
OG0011370	AT2G19010.2	XP_002886247.1
OG0011371	AT2G19090.1	XP_020887857.1
OG0011372	AT2G19390.1	XP_020887289.1
OG0011373	AT2G19460.2	XP_020887629.1
OG0011374	AT2G19500.1	XP_002883987.1
OG0011375	AT2G19640.2	XP_020886858.1
OG0011376	AT2G19790.1	XP_020889302.1
OG0011377	AT2G19800.1	XP_002883969.1
OG0011378	AT2G41250.1	XP_002881764.2
OG0011379	AT2G40935.1	XP_020885386.1
OG0011380	AT2G40880.1	XP_020883151.1
OG0011381	AT2G40850.1	XP_002879895.2
OG0011382	AT2G40830.1	XP_020883149.1
OG0011383	AT2G40690.1	XP_002879885.1
OG0011384	AT2G40380.1	XP_020883743.1
OG0011385	AT2G40340.6	XP_002881716.1
OG0011386	AT2G40190.1	XP_020873458.1, XP_020885381.1
OG0011387	AT2G40000.1	XP_020883692.1
OG0011388	AT2G39970.1	XP_020885074.1
OG0011389	AT2G39710.1	XP_020885493.1
OG0011390	AT5G52170.2	XP_020871109.1
OG0011391	AT2G39260.1	XP_002881640.1
OG0011392	AT2G39060.1	XP_002881628.1
OG0011393	AT2G39050.1	XP_002879782.2, XP_002862306.2
OG0011394	AT2G38970.1	XP_020884556.1
OG0011395	AT2G38920.1	XP_002881625.1
OG0011396	AT5G16453.1	XP_020878351.1
OG0011397	AT5G41020.1	XP_002868619.1
OG0011398	AT2G38510.1	XP_002879750.1
OG0011399	AT2G26470.1	XP_002880802.1
OG0011400	AT2G38420.1	XP_002879744.2
OG0011401	AT2G38360.1	XP_020882757.1
OG0011402	AT4G13500.1, AT2G05310.1	XP_002885795.1
OG0011403	AT2G38152.1	XP_002881568.1, XP_020883119.1
OG0011404	AT2G38080.1	XP_020884796.1
OG0011405	AT2G38070.1	XP_020884792.1
OG0011406	AT2G38000.1	XP_020884797.1
OG0011407	AT2G37920.1	XP_020884802.1
OG0011408	AT2G37650.1	XP_002879690.2
OG0011409	AT2G37560.1	XP_002879682.1
OG0011410	AT2G37260.1	XP_020885179.1
OG0011411	AT2G37150.3	XP_020883317.1
OG0011412	AT2G36990.1	XP_020883891.1
OG0011413	AT4G03820.4	XP_020877683.1
OG0011414	AT4G04370.1	XP_002874797.1
OG0011415	AT4G04870.1	XP_002874816.1
OG0011416	AT4G04885.1	XP_020876361.1
OG0011417	AT4G04920.1	XP_020876346.1
OG0011418	AT4G12060.1	XP_002874745.1
OG0011419	AT4G12010.1	XP_002874741.1
OG0011420	AT4G11980.1	XP_020877709.1
OG0011421	AT4G11970.1	XP_020877687.1
OG0011422	AT4G11910.1	XP_020877714.1
OG0011423	AT4G12250.1	XP_020877685.1
OG0011424	AT2G21160.1	XP_002878536.1
OG0011425	AT2G21170.1	XP_002880361.1
OG0011426	AT2G21500.1	XP_020884885.1
OG0011428	AT2G21720.2	XP_020884329.1
OG0011429	AT2G22090.2	XP_002880416.2
OG0011430	AT2G22122.1	XP_020884924.1
OG0011431	AT2G22860.1	XP_002878639.1
OG0011432	AT2G23740.2	XP_020883261.1
OG0011433	AT2G24270.2	XP_020883583.1
OG0011434	AT2G25320.3	XP_020883371.1
OG0011435	AT2G25420.4	XP_020885371.1
OG0011436	AT2G25190.1	XP_020885218.1
OG0011437	AT2G24960.1	XP_020885417.1
OG0011438	AT2G24370.1	XP_020884158.1
OG0011439	AT1G27390.1	XP_002893465.1
OG0011440	AT1G27385.4	XP_020866467.1
OG0011441	AT1G43700.1	XP_002891267.1
OG0011442	AT1G44446.1	XP_020869082.1
OG0011443	AT1G44750.1	XP_020869228.1
OG0011444	AT1G44760.2	XP_002893992.1
OG0011445	AT1G36940.2	XP_002891222.1
OG0011446	AT1G36390.1	XP_020870054.1
OG0011447	AT4G32320.1	XP_020872797.1
OG0011448	AT1G35180.1, AT1G35170.1	XP_002893857.1
OG0011449	AT1G34790.1	XP_020868807.1
OG0011450	AT1G34270.1	XP_002893820.1
OG0011451	AT1G34260.1	XP_002891093.1
OG0011452	AT1G34110.1	XP_020868478.1
OG0011453	AT1G33780.1	XP_020868512.1
OG0011454	AT1G33700.1	XP_020867036.1
OG0011455	AT1G33480.1	XP_020866357.1
OG0011456	AT1G33360.1	XP_020866631.1
OG0011457	AT4G09680.1	XP_020879291.1
OG0011458	AT4G08320.2	XP_020877469.1
OG0011459	AT4G08920.1	XP_002874505.2
OG0011460	AT4G09010.3	XP_020877471.1
OG0011461	AT4G10030.1	XP_020878564.1
OG0011462	AT4G10440.1	XP_002874627.1
OG0011463	AT4G10620.1	XP_002872528.1
OG0011464	AT4G10760.1	XP_002874646.1
OG0011465	AT4G10840.1	XP_020877817.1
OG0011466	AT4G11110.1	XP_002872549.1
OG0011467	AT4G11400.1	XP_020879313.1
OG0011468	AT4G11410.1	XP_002874690.1
OG0011469	AT5G19080.1	XP_002871858.2
OG0011470	AT5G19150.1	XP_002873934.1
OG0011471	AT5G19210.2	XP_020876549.1
OG0011472	AT5G19320.1	XP_020878275.1
OG0011473	AT5G26731.1	XP_020878437.1
OG0011474	AT5G27000.1	XP_020876872.1
OG0011475	AT5G27650.1	XP_020876868.1
OG0011476	AT5G27460.1	XP_002872270.1
OG0011477	AT5G27420.1	XP_002874373.1
OG0011478	AT5G27270.1	XP_020876871.1
OG0011479	AT5G27240.1	XP_020876867.1
OG0011480	AT5G27970.2	XP_020876859.1
OG0011481	AT5G28300.1	XP_020878175.1
OG0011482	AT2G20050.1	XP_020887116.1
OG0011483	AT2G20190.1	XP_002883939.1
OG0011484	AT2G20250.2	XP_002883936.1
OG0011485	AT2G20370.1	XP_020886975.1
OG0011486	AT5G51140.2	XP_002865844.1
OG0011487	AT2G20480.1	XP_002886282.1
OG0011488	AT2G20562.1	XP_002886288.1
OG0011489	AT2G20570.2	XP_020888082.1
OG0011490	AT2G20670.1	XP_002886297.1
OG0011491	AT2G20830.2	XP_002886308.1
OG0011492	AT2G48140.1	XP_020882837.1
OG0011493	AT2G48120.1	XP_020883658.1
OG0011494	AT2G48090.2	XP_020884430.1
OG0011495	AT2G47990.1	XP_002882139.1
OG0011496	AT2G47730.1	XP_002880321.2
OG0011497	AT2G47620.1	XP_002880316.1
OG0011498	AT2G47500.1	XP_002880308.1
OG0011499	AT2G47470.1	XP_002880305.1
OG0011500	AT2G47390.1	XP_002882118.2
OG0011501	AT2G47360.1	XP_002880297.1
OG0011502	AT2G47300.2	XP_020885513.1
OG0011503	AT2G47140.1	XP_020885331.1
OG0011504	AT2G46980.2	XP_020885614.1
OG0011505	AT2G46770.1	XP_002882089.2
OG0011506	AT2G46650.1	XP_020885068.1
OG0011507	AT2G46550.1	XP_020882705.1
OG0011508	AT2G46200.1	XP_020884503.1
OG0011509	AT2G46150.1	XP_020882838.1
OG0011510	AT2G45890.1	XP_020885385.1, XP_020870261.1
OG0011511	AT2G45870.1	XP_020883210.1
OG0011512	AT2G45770.1	XP_020885255.1
OG0011513	AT2G45650.1	XP_020884706.1
OG0011514	AT2G45460.3	XP_020885066.1
OG0011515	AT2G45360.1	XP_020882827.1
OG0011516	AT2G44640.1	XP_002880127.1
OG0011517	AT2G44520.1	XP_020883491.1
OG0011518	AT2G44000.1	XP_020882654.1
OG0011519	AT2G43970.1	XP_002881943.1
OG0011520	AT2G43760.1	XP_002880066.1
OG0011521	AT2G43750.1	XP_002881929.1
OG0011522	AT2G43210.1	XP_020879709.1, XP_020883351.1
OG0011523	AT2G43200.1	XP_002880030.1
OG0011524	AT2G43120.2	XP_002880027.1
OG0011525	AT2G43110.1	XP_002862502.1, XP_002880026.1
OG0011526	AT2G43080.1	XP_002880022.1
OG0011527	AT2G43060.1	XP_020885395.1
OG0011528	AT2G42950.1	XP_020885408.1
OG0011529	AT2G42910.1	XP_020885409.1
OG0011530	AT2G20800.1	XP_002886305.1
OG0011531	AT2G42710.1	XP_002880001.1
OG0011532	AT2G42130.4	XP_020884528.1
OG0011533	AT2G42070.1	XP_020884630.1
OG0011534	AT2G41720.1	XP_002881793.2
OG0011535	AT2G41750.1	XP_002881795.1
OG0011536	AT2G41760.1	XP_002879951.1
OG0011537	AT2G41830.1	XP_020884029.1
OG0011538	AT2G41640.1	XP_020883282.1
OG0011539	AT2G41600.7	XP_020885525.1
OG0011540	AT2G41540.1	XP_020884162.1
OG0011541	AT2G41530.1	XP_002881781.1
OG0011542	AT2G41480.1	XP_002881778.1
OG0011543	AT2G41410.1	XP_002881773.1
OG0011544	AT5G47390.1	XP_002865122.1
OG0011545	AT5G47380.1	XP_020878770.1
OG0011546	AT5G47370.1	XP_020871204.1
OG0011547	AT5G47360.1	XP_002863348.1
OG0011548	AT5G47090.1	XP_002865145.1
OG0011549	AT3G01250.1	XP_020888152.1
OG0011550	AT3G01160.1	XP_002882196.1
OG0011551	AT3G01150.1	XP_002884293.1
OG0011552	AT3G01050.1	XP_002884296.1
OG0011553	AT3G02150.2	XP_020886906.1
OG0011554	AT3G02260.1	XP_020886888.1
OG0011555	AT3G02810.1	XP_020889327.1
OG0011556	AT3G03130.1	XP_020887189.1
OG0011557	AT3G03210.1	XP_020885938.1
OG0011558	AT3G03610.4	XP_020888934.1
OG0011559	AT3G03660.3	XP_020888937.1
OG0011560	AT3G03760.1	XP_002882305.1
OG0011561	AT3G03800.1	XP_020887022.1
OG0011562	AT3G04020.1	XP_002882326.2
OG0011563	AT3G04160.2	XP_020887009.1
OG0011564	AT3G04240.1	XP_002884434.1
OG0011565	AT3G04290.1	XP_020888614.1
OG0011566	AT3G04480.1	XP_020886790.1
OG0011567	AT3G04680.1	XP_002884458.1
OG0011568	AT3G04710.3	XP_020888960.1
OG0011569	AT3G04820.1	XP_020889397.1
OG0011570	AT3G05165.6, AT3G05160.1	XP_020888188.1
OG0011571	AT3G05180.1	XP_002884494.1
OG0011572	AT3G05390.1	XP_020887240.1
OG0011573	AT3G05600.1	XP_002884518.1
OG0011574	AT3G05675.1	XP_020887076.1
OG0011575	AT3G05690.2	XP_020888748.1
OG0011576	AT1G69430.1	XP_002887236.1
OG0011577	AT3G05850.1	XP_020887891.1
OG0011578	AT3G06080.2	XP_020887652.1
OG0011579	AT3G06370.3	XP_002884574.1
OG0011580	AT3G06510.2	XP_020886774.1
OG0011581	AT3G06810.1	XP_020888895.1
OG0011582	AT3G06880.4	XP_020888426.1
OG0011583	AT3G06910.1	XP_002884614.1
OG0011584	AT3G06980.1	XP_020887473.1
OG0011585	AT3G07210.1	XP_002884633.1
OG0011586	AT3G08000.1	XP_002884675.2
OG0011587	AT3G08505.1	XP_020889252.1
OG0011588	AT3G08760.1	XP_020887095.1
OG0011589	AT3G08780.1	XP_020887215.1
OG0011590	AT3G08950.1	XP_020886941.1
OG0011591	AT3G09270.1	XP_002884725.1
OG0011592	AT3G09320.1	XP_020886599.1
OG0011593	AT3G09430.1	XP_020887258.1
OG0011594	AT3G09470.2	XP_002884738.1
OG0011595	AT3G09670.1	XP_020885880.1
OG0011596	AT3G09870.1	XP_020888379.1
OG0011597	AT3G09890.1	XP_020888376.1
OG0011598	AT3G09925.1	XP_002884765.1
OG0011599	AT3G10160.1	XP_020887295.1
OG0011600	AT3G10260.3	XP_020886431.1
OG0011601	AT3G10310.2	XP_020887594.1
OG0011602	AT3G10440.1	XP_020887375.1
OG0011603	AT3G10650.1	XP_002884804.1
OG0011604	AT3G10730.1	XP_020886843.1, XP_020887446.1
OG0011605	AT3G10970.1	XP_020888353.1
OG0011606	AT3G11110.1	XP_002882716.1
OG0011607	AT3G11330.1	XP_020888257.1
OG0011608	AT3G11520.1	XP_020888271.1
OG0011609	AT3G11670.1	XP_002862712.1, XP_002884857.1
OG0011610	AT3G11900.1	XP_002882754.1
OG0011611	AT3G11920.1	XP_020888229.1
OG0011612	AT3G11964.2	XP_020888199.1
OG0011613	AT3G12090.1	XP_002884881.1
OG0011614	AT3G12145.1	XP_002884889.1
OG0011615	AT3G12200.2	XP_020888238.1
OG0011616	AT3G12380.2	XP_002884900.1
OG0011617	AT3G12490.2	XP_002884906.2
OG0011618	AT3G12610.1	XP_002884914.1
OG0011619	AT3G12720.1	XP_002884922.1
OG0011620	AT3G12930.1	XP_002882797.1
OG0011621	AT3G13140.1	XP_002884946.1
OG0011622	AT3G13175.1	XP_002884950.1
OG0011623	AT3G13224.2	XP_020888745.1
OG0011624	AT3G13225.2	XP_020887515.1
OG0011625	AT3G13800.1	XP_002882849.1
OG0011626	AT1G70190.1	XP_020865861.1
OG0011627	AT3G14020.1	XP_002862614.2, XP_002882866.1
OG0011628	AT3G14180.1	XP_002885017.1
OG0011629	AT3G14280.1	XP_020889366.1
OG0011630	AT3G14360.1	XP_002882876.1
OG0011631	AT3G14560.1	XP_002882882.1
OG0011632	AT3G14720.1	XP_020886334.1
OG0011633	AT3G14910.1	XP_020888815.1
OG0011634	AT3G14980.1	XP_020887453.1
OG0011635	AT3G15070.1	XP_020887448.1
OG0011636	AT3G15180.2	XP_020886884.1
OG0011637	AT3G15350.1	XP_020886017.1
OG0011638	AT3G15530.1	XP_020887162.1
OG0011639	AT3G15780.1	XP_002882962.1
OG0011640	AT3G15800.1	XP_002882964.1
OG0011641	AT3G15860.1	XP_002885112.1
OG0011642	AT3G16070.1	XP_002885123.1
OG0011643	AT3G16230.1	XP_020887317.1
OG0011644	AT3G16360.2	XP_002883002.2
OG0011645	AT3G16840.2	XP_020889101.1
OG0011646	AT3G16890.1	XP_002885175.1
OG0011647	AT3G17660.2	XP_002883076.2
OG0011648	AT3G17940.1	XP_020889188.1
OG0011649	AT3G18200.2	XP_002885242.1
OG0011650	AT3G18230.1	XP_020887520.1
OG0011651	AT3G18270.1	XP_020886619.1
OG0011652	AT3G18360.1	XP_002885253.1
OG0011653	AT3G18390.1	XP_002883129.1
OG0011654	AT3G18520.2	XP_002883138.1
OG0011655	AT3G18630.1, AT2G10550.1	XP_020887094.1
OG0011656	AT3G18730.1	XP_002885276.1
OG0011658	AT2G01410.1	XP_020880999.1
OG0011659	AT3G18930.1	XP_020886741.1
OG0011660	AT3G18940.1	XP_020889370.1
OG0011661	AT3G19184.2	XP_020887707.1
OG0011662	AT3G19420.1	XP_020887476.1
OG0011663	AT3G19508.1	XP_002885312.1
OG0011664	AT3G19680.1	XP_020887916.1
OG0011665	AT3G19910.1	XP_020888116.1
OG0011666	AT3G20330.1	XP_002885367.1
OG0011667	AT3G20390.2	XP_002885370.1
OG0011668	AT3G21150.1	XP_020887856.1
OG0011669	AT3G21215.1	XP_020886951.1
OG0011670	AT3G21260.3	XP_002885432.1
OG0011671	AT5G52880.1	XP_002865935.1
OG0011672	AT5G39680.1	XP_020872920.1
OG0011673	AT5G39660.1	XP_002870770.1
OG0011674	AT5G39500.1	XP_020872915.1
OG0011675	AT5G39420.1	XP_020872929.1
OG0011676	AT5G39400.1	XP_002870781.1
OG0011677	AT5G38895.3	XP_002870814.1
OG0011678	AT5G38840.1	XP_002870819.2
OG0011679	AT5G38720.2	XP_002868754.1
OG0011680	AT5G38640.1	XP_020874231.1
OG0011681	AT5G38510.1	XP_020874801.1
OG0011682	AT5G37790.1	XP_020875185.1
OG0011683	AT5G37370.1	XP_002870520.1
OG0011684	AT5G37010.1	XP_002868503.1
OG0011685	AT5G36960.1	XP_002868485.1
OG0011686	AT5G47920.1	XP_020871317.1
OG0011687	AT3G23740.1	XP_020888504.1
OG0011688	AT3G23590.1	XP_002883436.1
OG0011689	AT3G23570.1	XP_020885970.1
OG0011690	AT3G23210.1	XP_020889077.1
OG0011691	AT3G23175.1	XP_002885556.1
OG0011693	AT1G61410.1, AT3G23100.1	XP_002883399.1
OG0011694	AT3G23020.1	XP_002863007.2, XP_002885540.1
OG0011695	AT3G22960.1	XP_020887194.1
OG0011696	AT3G55760.1	XP_020879804.1
OG0011697	AT3G22100.1	XP_020886186.1
OG0011698	AT3G22490.1	XP_002885505.1
OG0011699	AT1G66360.1	XP_002887025.1
OG0011700	AT3G22290.1	XP_020886711.1
OG0011701	AT3G22190.1	XP_002885486.1
OG0011702	AT3G21810.1	XP_020887137.1
OG0011703	AT3G21670.1	XP_002885459.1
OG0011704	AT3G21600.1	XP_002885452.1
OG0011705	AT1G25510.1	XP_002890686.1
OG0011706	AT4G30390.1	XP_020875671.1
OG0011707	AT4G30250.2	XP_020872199.1
OG0011708	AT4G30150.1	XP_002869394.1
OG0011709	AT4G29905.1	XP_020874869.1
OG0011710	AT1G66510.1	XP_020891551.1
OG0011711	AT1G66430.1	XP_002887038.1
OG0011712	AT1G65950.1	XP_020865635.1
OG0011713	AT1G65960.2	XP_002886996.1
OG0011714	AT1G64880.1	XP_020890907.1
OG0011715	AT1G65410.1	XP_020891211.1
OG0011716	AT1G54490.1	XP_020867477.1
OG0011717	AT1G54650.3	XP_002894598.1
OG0011718	AT1G54860.1	XP_002894608.1
OG0011719	AT1G54940.1	XP_002891920.2
OG0011720	AT1G54990.1	XP_002891931.1
OG0011721	AT5G19010.1	XP_020876338.1
OG0011722	AT5G18680.1	XP_002873910.1
OG0011723	AT5G18610.1	XP_002871824.1
OG0011724	AT5G18440.1	XP_020879127.1
OG0011725	AT5G18310.2	XP_020878955.1
OG0011726	AT5G28590.1	XP_020878779.1
OG0011727	AT5G29560.1	XP_002872333.1
OG0011728	AT5G49400.1	XP_020869963.1
OG0011729	AT5G48630.2	XP_020891782.1
OG0011730	AT3G52460.1	XP_002876145.1
OG0011731	AT3G52390.2	XP_020880040.1
OG0011732	AT3G52150.1	XP_020881888.1
OG0011733	AT3G52120.3	XP_020880276.1
OG0011734	AT3G52080.1	XP_020881279.1
OG0011735	AT3G52070.1	XP_002876122.2
OG0011736	AT3G52040.1	XP_002877839.1
OG0011737	AT3G51960.2	XP_020882554.1
OG0011738	AT3G51880.2	XP_020881528.1
OG0011739	AT5G41960.1	XP_002870605.1
OG0011740	AT3G51710.1	XP_002876099.2
OG0011741	AT3G51590.1	XP_020880407.1
OG0011742	AT3G51510.1	XP_002876091.1
OG0011743	AT3G51500.1	XP_020880081.1
OG0011744	AT1G02160.2	XP_020866293.1
OG0011745	AT1G02130.1	XP_002889333.1
OG0011746	AT1G01930.1	XP_002889345.1
OG0011747	AT1G01780.1	XP_002892043.1
OG0011748	AT1G01630.1	XP_020866659.1
OG0011749	AT1G01510.1	XP_020867496.1
OG0011750	AT1G01500.1	XP_020867497.1
OG0011751	AT1G01480.1	XP_002892062.1
OG0011752	AT1G01460.1	XP_002892064.1
OG0011753	AT1G01450.1	XP_020869448.1
OG0011754	AT1G01320.1	XP_020870172.1
OG0011755	AT1G01290.1	XP_002892075.1
OG0011756	AT1G01260.1	XP_020870176.1
OG0011757	AT1G01200.1	XP_020866680.1
OG0011758	AT1G01030.1	XP_020870149.1
OG0011759	AT1G02420.1	XP_002889402.2
OG0011760	AT1G02470.1	XP_020869936.1
OG0011761	AT1G02680.1	XP_002889412.1
OG0011762	AT5G61710.1	XP_020869120.1
OG0011763	AT1G02730.1	XP_002892121.1
OG0011764	AT1G02960.2	XP_020870463.1
OG0011765	AT1G03000.1	XP_020870572.1
OG0011766	AT1G03150.1	XP_002889439.2
OG0011767	AT1G03610.1	XP_020869931.1
OG0011768	AT1G03780.3	XP_002892179.1
OG0011769	AT1G03790.1	XP_020869385.1
OG0011770	AT1G04290.1	XP_002892206.1
OG0011771	AT1G04360.1	XP_002892211.1
OG0011772	AT1G04420.1	XP_002889502.1
OG0011773	AT1G04440.1	XP_002889505.1
OG0011774	AT1G04450.1	XP_020870357.1
OG0011775	AT1G04690.1	XP_002889520.1
OG0011776	AT1G04830.2	XP_020867336.1
OG0011777	AT1G04850.1	XP_020867338.1
OG0011778	AT1G04910.1	XP_002892251.1
OG0011779	AT1G05430.1	XP_020870601.1
OG0011780	AT1G05490.1	XP_020870560.1
OG0011781	AT1G05600.1	XP_002889556.1
OG0011782	AT1G05700.2	XP_020869837.1
OG0011783	AT1G05805.1	XP_020867821.1
OG0011784	AT1G05910.1	XP_020869096.1
OG0011785	AT1G06260.1	XP_002889596.1
OG0011786	AT1G06420.1	XP_020868470.1
OG0011787	AT1G06460.1	XP_002892343.1
OG0011788	AT1G06590.1	XP_002892351.1
OG0011789	AT1G07010.3	XP_020867216.1
OG0011790	AT1G07130.1	XP_002889633.1
OG0011791	AT4G24400.1	XP_002869721.1
OG0011792	AT1G07230.1	XP_020866521.1
OG0011793	AT1G07340.1	XP_002889642.1
OG0011794	AT1G07745.1	XP_020870231.1
OG0011795	AT1G07960.1	XP_020870842.1
OG0011796	AT3G25070.2	XP_002883572.1
OG0011797	AT1G08110.4	XP_002889680.1
OG0011798	AT1G08490.1	XP_020866921.1
OG0011799	AT1G08550.1	XP_020868666.1
OG0011800	AT1G08680.4	XP_020868428.1
OG0011801	AT5G52210.1	XP_020880607.1
OG0011802	AT1G08750.1	XP_002889712.1
OG0011803	AT1G08810.1	XP_020868210.1
OG0011804	AT1G08840.3	XP_020867252.1
OG0011805	AT1G08960.1	XP_002889725.1
OG0011806	AT1G09150.1	XP_002889734.1
OG0011807	AT1G09930.1	XP_002892535.1
OG0011808	AT1G09220.1	XP_020867890.1
OG0011809	AT1G09460.1	XP_002889751.1
OG0011810	AT1G09550.1	XP_002892509.2
OG0011811	AT1G09570.3	XP_002892510.1
OG0011812	AT1G09750.1	XP_020868179.1
OG0011813	AT1G09880.3	XP_002892532.2
OG0011814	AT1G10050.3	XP_020870475.1
OG0011815	AT1G10522.1	XP_020868839.1
OG0011816	AT4G27060.1	XP_002867524.1
OG0011817	AT1G10720.1	XP_020870793.1
OG0011818	AT1G10900.1	XP_020868981.1
OG0011820	AT1G11020.1	XP_002889844.1
OG0011821	AT1G11320.1	XP_002889862.1
OG0011822	AT1G11480.1	XP_002892646.1
OG0011823	AT1G11790.1	XP_002889896.1
OG0011824	AT1G11925.1	XP_020869800.1
OG0011825	AT1G11930.1	XP_020869798.1
OG0011826	AT1G12030.1	XP_020867843.1
OG0011827	AT1G12060.1	XP_020867845.1
OG0011828	AT1G12070.1	XP_002892673.1
OG0011829	AT1G12230.2	XP_020867543.1
OG0011830	AT1G12330.1	XP_002889928.1
OG0011831	AT1G12520.1	XP_002892693.1
OG0011832	AT1G12770.1	XP_020869512.1
OG0011833	AT1G12805.1	XP_020869540.1
OG0011834	AT1G13190.1	XP_020869890.1
OG0011835	AT1G13300.1	XP_002889999.1
OG0011836	AT1G13310.1	XP_002892741.1
OG0011837	AT1G13380.1	XP_020870464.1
OG0011838	AT1G13590.1	XP_002890007.2
OG0011839	AT1G13630.4	XP_020870679.1
OG0011840	AT1G13810.1	XP_020869155.1
OG0011841	AT1G13920.4	XP_002890028.1
OG0011842	AT1G13930.1	XP_002890030.2
OG0011843	AT1G14710.1	XP_020867672.1
OG0011844	AT1G14730.1	XP_020867480.1
OG0011845	AT1G14760.1	XP_002892828.1
OG0011846	AT1G15130.1	XP_020867012.1
OG0011847	AT1G15190.1	XP_020867017.1
OG0011848	AT1G15215.4	XP_020866387.1
OG0011849	AT1G15530.1	XP_002892872.1
OG0011850	AT1G15660.1	XP_020869355.1
OG0011851	AT1G15825.1	XP_020869583.1
OG0011852	AT1G16060.1	XP_020870339.1
OG0011853	AT1G16320.1	XP_002890159.1
OG0011854	AT1G16420.1	XP_020869706.1
OG0011855	AT1G16720.2	XP_002890185.1
OG0011856	AT1G16770.1	XP_002890188.1
OG0011857	AT1G16870.1	XP_020867449.1
OG0011858	AT1G17200.1	XP_020866931.1
OG0011859	AT1G17220.1	XP_002890212.1
OG0011860	AT1G17360.1	XP_020869688.1
OG0011861	AT1G17700.1	XP_002890244.1
OG0011862	AT1G17780.2	XP_020868970.1
OG0011863	AT1G17810.1	XP_002890250.1
OG0011864	AT1G17850.2	XP_002892970.1
OG0011865	AT1G17920.1	XP_020866823.1
