Orthogroup	Arabidopsis_thaliana	Cardamine_glauca
OG0007409	AT5G60530.1	Cg003G0995800
OG0007410	AT1G48410.2	Cg006G1849000
OG0007411	AT5G60060.1	Cg003G0991800
OG0007412	AT5G51660.1	Cg003G0898300
OG0007413	AT5G59990.1	Cg003G0990500
OG0007414	AT5G59960.1	Cg003G0990200
OG0007415	AT2G35050.1	Cg005G1582700
OG0007416	AT5G59710.1	Cg003G0987500
OG0007417	AT5G59340.1	Cg003G0983600
OG0007419	AT5G59220.1	Cg003G0981000
OG0007420	AT5G59000.1	Cg003G0980100
OG0007421	AT5G58860.1	Cg003G0978700
OG0007422	AT5G58770.1	Cg003G0977800
OG0007423	AT5G58710.1	Cg003G0977200
OG0007424	AT5G58510.1	Cg003G0975100
OG0007425	AT5G58500.1	Cg003G0975000
OG0007426	AT5G37055.1	Cg003G0974400
OG0007427	AT5G58010.1	Cg003G0970000
OG0007428	AT5G57860.1	Cg003G0968400
OG0007429	AT5G57840.1	Cg003G0968200
OG0007430	AT5G57810.1	Cg003G0967900
OG0007431	AT5G57660.1	Cg003G0966600
OG0007432	AT5G57420.1	Cg003G0964500
OG0007433	AT5G50600.1, AT5G50700.1	Cg003G0884500
OG0007434	AT5G57010.1	Cg003G0959500
OG0007435	AT5G57030.1	Cg003G0959800
OG0007436	AT5G57110.1	Cg003G0960700
OG0007437	AT5G57120.1	Cg003G0960800
OG0007438	AT5G57150.4	Cg003G0961500
OG0007439	AT5G56890.1	Cg003G0957800
OG0007440	AT5G56530.1	Cg003G0954500
OG0007441	AT5G56190.7	Cg003G0950300
OG0007442	AT5G56110.1	Cg003G0949400
OG0007443	AT5G55940.1	Cg003G0947800
OG0007444	AT4G28630.1, AT4G28620.1	Cg001G0115300
OG0007445	AT5G55590.1	Cg003G0944800
OG0007446	AT5G55090.2	Cg003G0939300
OG0007447	AT5G55020.1	Cg003G0938800
OG0007448	AT5G54930.1	Cg003G0938000
OG0007449	AT3G49600.1	Cg002G0531900
OG0007450	AT3G49142.1	Cg002G0536200
OG0007451	AT3G48760.1	Cg002G0540300, Cg002G0540100
OG0007452	AT5G54110.1	Cg003G0926300
OG0007453	AT5G54250.1	Cg003G0928200
OG0007454	AT5G54260.2	Cg003G0931200, Cg003G0928300
OG0007455	AT4G02290.1	Cg003G0720400, Cg014G3035200
OG0007456	AT4G02340.1	Cg014G3034800, Cg003G0720800
OG0007457	AT4G02715.1	Cg003G0725500, Cg014G3029100
OG0007458	AT4G02790.1	Cg003G0871300, Cg003G0726600
OG0007459	AT5G07460.1	Cg008G2646700
OG0007460	AT5G07300.1	Cg008G2644900
OG0007461	AT5G07240.2	Cg008G2644400
OG0007462	AT5G07030.1	Cg008G2642400
OG0007463	AT5G06700.1	Cg008G2639000
OG0007464	AT5G06490.1	Cg008G2637200
OG0007465	AT5G06470.1	Cg008G2637000
OG0007466	AT5G06300.1	Cg008G2635400
OG0007467	AT5G05830.1	Cg008G2630200
OG0007468	AT5G05630.1	Cg008G2628000
OG0007469	AT5G05240.1	Cg008G2624700
OG0007470	AT5G05210.1	Cg008G2624400
OG0007471	AT5G04820.1	Cg008G2620200
OG0007472	AT5G04550.1	Cg008G2618100
OG0007473	AT5G04310.1	Cg008G2614800
OG0007474	AT5G04180.1	Cg008G2613200
OG0007475	AT3G10190.1	Cg004G1160900
OG0007476	AT5G03900.2	Cg008G2610800
OG0007477	AT5G03840.1	Cg008G2610000
OG0007478	AT5G03560.2	Cg008G2607000
OG0007479	AT5G03415.1	Cg008G2605300
OG0007480	AT3G46100.1, AT5G03406.1	Cg008G2605200
OG0007482	AT5G03180.2	Cg008G2602800
OG0007483	AT5G03160.1	Cg008G2602500
OG0007484	AT5G03080.1	Cg008G2602000
OG0007485	AT5G02750.1	Cg008G2599000
OG0007487	AT5G02530.1	Cg008G2597100
OG0007488	AT5G02410.1	Cg008G2595800
OG0007489	AT5G02420.1	Cg008G2595900
OG0007490	AT5G02430.1	Cg008G2596000
OG0007491	AT5G02480.1	Cg008G2596400
OG0007493	AT5G01090.1	Cg008G2592100
OG0007494	AT5G01100.1	Cg008G2592000
OG0007495	AT5G01220.1	Cg008G2591000
OG0007496	AT5G01260.2	Cg008G2590500
OG0007497	AT5G01340.1	Cg008G2589300
OG0007498	AT5G01860.1	Cg008G2584500
OG0007499	AT5G41040.1	Cg001G0382900
OG0007500	AT5G41800.1	Cg001G0391200
OG0007501	AT5G41900.1	Cg001G0392300
OG0007502	AT5G42050.1	Cg001G0394000
OG0007503	AT1G79870.1	Cg007G2581200
OG0007504	AT1G80530.1	Cg007G2571900
OG0007505	AT1G80570.2	Cg007G2572600
OG0007506	AT1G80600.1	Cg007G2572800
OG0007507	AT1G80680.1	Cg007G2573600
OG0007508	AT1G80750.1	Cg007G2570700
OG0007509	AT1G80950.1	Cg007G2568600
OG0007510	AT1G79640.1	Cg007G2567700
OG0007511	AT2G17280.1	Cg004G1408100
OG0007512	AT1G79270.1	Cg007G2564100
OG0007513	AT1G79110.1	Cg007G2562800
OG0007514	AT1G79060.1	Cg007G2562000
OG0007515	AT1G79050.1	Cg007G2561900
OG0007516	AT1G79020.1	Cg007G2561600
OG0007517	AT1G79000.2	Cg007G2561400
OG0007518	AT1G78780.3	Cg007G2558700
OG0007519	AT1G78700.1	Cg007G2558200
OG0007520	AT1G78690.1	Cg007G2558100
OG0007521	AT1G78620.2	Cg007G2557200
OG0007522	AT1G78290.2	Cg007G2553500
OG0007523	AT1G78120.1	Cg007G2551700
OG0007524	AT1G78040.1	Cg007G2550900
OG0007525	AT1G77800.3	Cg007G2548900
OG0007526	AT1G77765.4	Cg007G2548600
OG0007527	AT1G77620.1	Cg007G2547000
OG0007528	AT1G77470.1	Cg007G2545600
OG0007529	AT1G77250.1	Cg007G2543500
OG0007530	AT1G77200.1	Cg007G2543100
OG0007531	AT1G77145.1, AT1G77160.1	Cg007G2542800
OG0007532	AT1G77100.1	Cg007G2541800
OG0007533	AT1G76900.1	Cg007G2540000
OG0007534	AT1G76750.1	Cg007G2538600
OG0007535	AT1G76250.1	Cg007G2533900
OG0007536	AT1G76070.1	Cg007G2531800
OG0007537	AT1G76060.1	Cg007G2531600
OG0007538	AT1G75980.1	Cg007G2530900
OG0007539	AT1G75810.1	Cg007G2529000
OG0007540	AT1G75800.1	Cg007G2528900
OG0007541	AT1G75680.1	Cg007G2527500
OG0007542	AT5G48600.2	Cg006G1854100
OG0007543	AT1G75200.1	Cg007G2522700
OG0007544	AT1G75080.1	Cg007G2521400
OG0007545	AT2G17410.1	Cg004G1409600
OG0007546	AT2G17450.1	Cg004G1410200
OG0007547	AT2G17480.1	Cg004G1410400
OG0007548	AT2G17760.1	Cg004G1413600
OG0007549	AT3G49940.1	Cg002G0528600
OG0007550	AT3G49930.1	Cg002G0528700
OG0007551	AT3G49880.1	Cg002G0529100
OG0007552	AT5G54585.1	Cg003G0934000
OG0007553	AT5G54540.1	Cg003G0933600
OG0007554	AT3G47640.1	Cg002G0551400
OG0007555	AT1G56145.2	Cg006G1781100
OG0007556	AT1G55840.1	Cg006G1784400
OG0007557	AT2G01170.1	Cg002G0696200
OG0007558	AT1G55280.2	Cg006G1788900
OG0007559	AT1G55190.1	Cg006G1789800
OG0007560	AT1G55160.3	Cg006G1790200, Cg003G0794300
OG0007561	AT1G54170.1	Cg006G1792700
OG0007562	AT1G53903.1, AT1G53885.1	Cg006G1796100
OG0007563	AT1G53400.1	Cg006G1801300
OG0007564	AT1G53300.1	Cg006G1802300
OG0007565	AT1G53040.1	Cg006G1804900
OG0007566	AT2G36080.1	Cg005G1572600
OG0007567	AT2G36270.3	Cg005G1571000
OG0007568	AT2G36310.1	Cg005G1570200
OG0007569	AT3G45040.1	Cg002G0579300
OG0007570	AT3G44600.1	Cg002G0586400
OG0007571	AT5G50210.1	Cg016G3060000, Cg003G0873100
OG0007572	AT5G50380.1	Cg003G0831100, Cg003G0879700
OG0007573	AT5G52910.2	Cg003G0912000
OG0007574	AT5G53060.1	Cg003G0913500
OG0007575	AT5G53070.1	Cg003G0913600
OG0007576	AT5G53130.1	Cg003G0914200
OG0007577	AT5G49890.1	Cg003G0837500
OG0007578	AT5G50350.1	Cg003G0878100, Cg003G0830000
OG0007579	AT5G61020.1	Cg003G1000800
OG0007581	AT5G35620.1	Cg001G0313200
OG0007582	AT4G12740.1	Cg001G0300400
OG0007583	AT4G13160.1	Cg001G0288400
OG0007584	AT4G13220.1	Cg005G1608200, Cg001G0287200
OG0007585	AT4G13370.1	Cg001G0283400
OG0007586	AT4G13460.1	Cg001G0282400
OG0007587	AT4G13700.1	Cg001G0277200, Cg001G0277000
OG0007588	AT4G14330.1	Cg001G0268900
OG0007589	AT4G14340.1	Cg001G0268800
OG0007590	AT4G14590.1	Cg001G0264600
OG0007591	AT4G14746.1	Cg001G0262000, Cg001G0262100
OG0007592	AT4G14770.1	Cg001G0261700
OG0007593	AT4G14819.1	Cg001G0261100
OG0007594	AT4G15093.1	Cg001G0258300
OG0007595	AT4G15200.1	Cg001G0257400
OG0007598	AT1G73020.1	Cg007G2500200
OG0007599	AT1G73120.1	Cg007G2501200
OG0007600	AT1G73350.5	Cg007G2503600
OG0007601	AT1G73360.1	Cg007G2503700
OG0007602	AT1G73805.1	Cg007G2508000
OG0007603	AT1G73820.2	Cg007G2508200
OG0007604	AT1G74480.1	Cg007G2515600
OG0007605	AT1G74520.1	Cg007G2515900
OG0007606	AT1G74730.1	Cg007G2518000
OG0007607	AT1G68520.1	Cg007G2454200
OG0007608	AT4G32360.1	Cg001G0079300
OG0007609	AT1G68910.1	Cg007G2458800
OG0007610	AT1G69010.1	Cg007G2459500
OG0007611	AT4G28485.2	Cg001G0117000
OG0007612	AT4G28520.1	Cg001G0116500
OG0007613	AT4G28610.1	Cg001G0115400
OG0007614	AT4G28720.1	Cg001G0114300
OG0007615	AT4G29210.1	Cg001G0109800
OG0007616	AT5G53150.2	Cg003G0915300
OG0007617	AT3G26440.5	Cg002G0662600
OG0007618	AT3G51020.1	Cg002G0518000
OG0007619	AT1G63650.1	Cg007G2268100
OG0007620	AT1G63980.1	Cg007G2264800
OG0007621	AT5G39940.1	Cg001G0370400
OG0007622	AT5G39950.1	Cg001G0370500
OG0007623	AT3G29320.1	Cg002G0623500
OG0007624	AT3G43850.1	Cg002G0596200
OG0007625	AT5G49410.1	Cg008G2841600
OG0007626	AT3G27260.3	Cg002G0653900
OG0007627	AT3G27160.2	Cg002G0655300
OG0007628	AT3G26790.1	Cg002G0658800
OG0007629	AT3G26740.1	Cg002G0674500, Cg002G0659800
OG0007630	AT3G26710.1	Cg002G0660100
OG0007631	AT3G26370.1	Cg002G0663300
OG0007632	AT3G26140.3	Cg002G0666000
OG0007633	AT5G51040.3	Cg003G0892200
OG0007634	AT1G69930.1	Cg007G2469700
OG0007635	AT1G69870.1	Cg007G2469000
OG0007636	AT1G69840.1	Cg007G2468600
OG0007637	AT1G69810.1	Cg007G2468200, Cg007G2468300
OG0007638	AT1G69800.2	Cg007G2468100
OG0007639	AT2G05990.1	Cg001G0294900, Cg004G1348800
OG0007641	AT5G46280.1	Cg008G2970900
OG0007642	AT5G46220.1	Cg008G2970400
OG0007643	AT5G48545.1	Cg008G2871900, Cg008G2856400
OG0007644	AT5G46160.1	Cg008G2969500
OG0007645	AT5G46110.4	Cg008G2968500
OG0007646	AT5G46100.1	Cg008G2968400
OG0007647	AT5G46080.1	Cg008G2968100
OG0007649	AT5G45360.1	Cg008G2960500
OG0007650	AT5G35700.1	Cg001G0314600
OG0007651	AT5G45275.1	Cg008G2958700
OG0007652	AT1G49540.2	Cg006G1836500
OG0007653	AT1G49560.1	Cg006G1836400
OG0007654	AT4G25820.1	Cg001G0145100
OG0007655	AT1G50120.2	Cg006G1831500
OG0007656	AT1G50240.2	Cg003G0765200, Cg006G1831000
OG0007657	AT1G50320.1	Cg006G1830200
OG0007658	AT1G50610.1	Cg006G1827700
OG0007659	AT1G50910.1	Cg006G1825400
OG0007660	AT1G51210.1	Cg006G1822200
OG0007661	AT1G51405.1	Cg006G1820800
OG0007662	AT1G51630.1	Cg006G1818700
OG0007663	AT1G51660.1	Cg006G1818400
OG0007664	AT1G51745.1	Cg006G1817500
OG0007666	AT1G04950.1	Cg006G2216800
OG0007667	AT1G52080.1	Cg006G1813600
OG0007668	AT1G52150.2	Cg006G1813300
OG0007669	AT1G52342.1	Cg006G1811700
OG0007670	AT1G52760.1	Cg006G1807700
OG0007671	AT1G17640.1	Cg006G2088400
OG0007672	AT5G42740.1	Cg008G2897000
OG0007673	AT2G22610.3	Cg005G1762600
OG0007674	AT5G42830.1	Cg008G2891400, Cg008G2891200
OG0007675	AT5G42870.1	Cg008G2919900
OG0007676	AT2G33490.1	Cg005G1597800
OG0007677	AT2G33550.1	Cg005G1597300
OG0007678	AT2G33830.2	Cg005G1594300
OG0007679	AT2G33835.1	Cg005G1594200
OG0007680	AT2G33860.1	Cg005G1593400
OG0007681	AT2G34000.1	Cg005G1592600
OG0007682	AT2G34400.1	Cg005G1589000
OG0007684	AT2G34570.1	Cg005G1587500
OG0007685	AT2G34780.1	Cg005G1585000
OG0007686	AT5G49540.1	Cg008G2838800
OG0007687	AT2G35470.1	Cg005G1578500
OG0007688	AT2G35700.1	Cg005G1576300
OG0007689	AT1G08710.2	Cg006G2176700
OG0007690	AT2G35880.1	Cg005G1574600
OG0007691	AT2G35900.1	Cg005G1574400
OG0007692	AT4G19430.1	Cg001G0206600
OG0007693	AT4G19170.1	Cg001G0208600
OG0007695	AT4G18550.2	Cg001G0215600
OG0007696	AT4G18450.1	Cg001G0217100
OG0007697	AT4G18370.1	Cg001G0218400
OG0007698	AT4G18070.1	Cg001G0221100
OG0007699	AT4G18020.1	Cg001G0221600
OG0007700	AT4G17950.1	Cg001G0222300
OG0007701	AT4G17840.1	Cg001G0224100
OG0007702	AT4G17810.1	Cg001G0224300
OG0007703	AT4G17720.1	Cg001G0225400
OG0007704	AT4G17695.1	Cg001G0225600
OG0007705	AT4G17620.1	Cg001G0226300
OG0007706	AT4G17430.1	Cg001G0228900
OG0007707	AT5G46370.1	Cg008G2972300
OG0007708	AT3G51140.1	Cg002G0516800
OG0007709	AT3G51100.1	Cg002G0517200
OG0007710	AT3G51090.1	Cg002G0517300
OG0007711	AT3G51030.1	Cg002G0517900
OG0007712	AT3G50830.1	Cg002G0519900
OG0007713	AT3G50810.1	Cg002G0520100
OG0007714	AT4G23620.2	Cg001G0167700
OG0007715	AT4G23500.1	Cg001G0168900
OG0007716	AT5G52440.1	Cg003G0907400
OG0007717	AT5G52420.1	Cg003G0907200
OG0007718	AT5G52340.1	Cg003G0906500
OG0007719	AT5G51700.1	Cg003G0898800
OG0007720	AT5G51430.1	Cg003G0896300
OG0007722	AT5G50930.1	Cg003G0890400
OG0007723	AT5G50900.1	Cg003G0889000
OG0007724	AT2G07050.1	Cg004G1353000
OG0007725	AT2G14890.1	Cg004G1384300, Cg004G1375500
OG0007726	AT2G15620.1	Cg004G1391700
OG0007727	AT2G15860.2	Cg004G1394600
OG0007728	AT2G16365.1	Cg004G1398100
OG0007729	AT2G16630.1	Cg004G1401100
OG0007730	AT2G16910.1	Cg004G1403900
OG0007731	AT2G17033.2	Cg004G1405100
OG0007732	AT2G17240.1	Cg004G1407600
OG0007733	AT4G24100.4	Cg001G0163200
OG0007734	AT4G23930.1	Cg001G0164500
OG0007735	AT4G23980.1	Cg001G0164200
OG0007736	AT4G23730.3	Cg001G0166500
OG0007737	AT4G23493.1	Cg001G0169100
OG0007738	AT4G22930.1	Cg001G0174900
OG0007739	AT4G22880.1	Cg001G0175400
OG0007740	AT4G22755.1	Cg001G0176900
OG0007741	AT4G22540.1	Cg001G0179100
OG0007742	AT4G22310.1	Cg001G0180900
OG0007743	AT4G22250.1	Cg001G0181500
OG0007744	AT1G64610.1	Cg007G2258100
OG0007745	AT4G19980.1	Cg001G0201600
OG0007746	AT4G20030.1	Cg001G0201000
OG0007748	AT4G20270.1	Cg001G0199000
OG0007750	AT4G20325.1	Cg001G0198500
OG0007751	AT4G20460.1	Cg001G0197200
OG0007752	AT4G21450.3	Cg001G0189800
OG0007753	AT4G21680.1	Cg001G0187400
OG0007754	AT4G21770.1	Cg001G0186100
OG0007755	AT5G17910.1	Cg008G2743000
OG0007756	AT5G66690.1, AT5G26310.1	Cg003G1062600
OG0007757	AT4G09560.1	Cg003G0786200
OG0007758	AT5G42150.1	Cg008G2917300, Cg011G3013700
OG0007759	AT5G42650.1	Cg008G2901800
OG0007760	AT4G16444.1	Cg001G0240500
OG0007761	AT4G16630.1	Cg001G0238200
OG0007762	AT4G16750.1	Cg001G0236600
OG0007763	AT4G16790.1	Cg001G0235900
OG0007764	AT4G16830.1	Cg001G0235400
OG0007765	AT3G06550.2	Cg004G1129600, Cg004G1129200
OG0007766	AT3G01910.1	Cg004G1072400
OG0007767	AT3G01530.1	Cg004G1076200
OG0007768	AT3G01470.1	Cg004G1077100
OG0007769	AT3G01460.1	Cg004G1077200
OG0007770	AT3G01440.1	Cg004G1077400
OG0007771	AT5G66670.1	Cg003G1063000
OG0007772	AT5G66400.1	Cg003G1065700
OG0007773	AT5G66320.1	Cg003G1066200
OG0007774	AT5G66290.2	Cg003G1066500
OG0007775	AT3G51390.1	Cg002G0514700
OG0007776	AT3G63250.1	Cg002G0398200
OG0007777	AT3G63200.1	Cg002G0399000
OG0007778	AT3G63170.1	Cg002G0399400
OG0007779	AT3G62940.2	Cg002G0401400
OG0007781	AT3G62420.1	Cg002G0405700
OG0007782	AT3G62180.2	Cg002G0407800
OG0007783	AT3G62170.1	Cg002G0407900
OG0007784	AT3G62110.1	Cg002G0408600
OG0007785	AT3G62080.2	Cg002G0408900
OG0007786	AT3G61920.1	Cg002G0410400
OG0007787	AT3G61770.1	Cg002G0412400
OG0007788	AT3G61740.1	Cg002G0412700
OG0007789	AT3G61610.1	Cg002G0414200
OG0007790	AT5G28370.1, AT5G28460.1, AT3G61520.1	Cg002G0415100
OG0007791	AT3G61470.1	Cg002G0415600
OG0007792	AT3G61300.1	Cg002G0417000
OG0007793	AT3G61270.1	Cg002G0417400
OG0007794	AT3G61230.1	Cg002G0417800
OG0007796	AT3G60570.1	Cg002G0422700
OG0007797	AT3G60380.1	Cg002G0424400
OG0007798	AT3G60200.1	Cg002G0426200
OG0007799	AT3G60110.1	Cg002G0427000
OG0007800	AT2G43770.1	Cg005G1491700
OG0007801	AT3G59710.2	Cg002G0430200
OG0007802	AT3G59670.1	Cg002G0430700
OG0007803	AT3G59530.1	Cg002G0431600
OG0007804	AT3G59510.1	Cg002G0431800
OG0007805	AT3G59400.1	Cg002G0432700
OG0007806	AT2G43360.1	Cg005G1496300, Cg008G2873700
OG0007807	AT3G59090.2	Cg002G0435500
OG0007808	AT3G59020.2	Cg002G0436300
OG0007809	AT3G58850.1	Cg002G0436900
OG0007810	AT3G58840.1	Cg002G0437000
OG0007811	AT3G58760.3	Cg002G0437800
OG0007812	AT3G58710.1	Cg002G0438400
OG0007813	AT3G58630.1	Cg002G0439200
OG0007814	AT3G58160.1	Cg002G0442800
OG0007815	AT5G50320.1	Cg003G0829000, Cg003G0876900
OG0007817	AT3G57660.1	Cg002G0448100
OG0007818	AT3G57600.1	Cg002G0448600
OG0007819	AT3G57130.1	Cg002G0452700
OG0007820	AT3G57000.1	Cg002G0454400
OG0007821	AT3G56990.1	Cg002G0454500
OG0007822	AT3G56480.1	Cg002G0460000
OG0007823	AT3G56200.1	Cg002G0462700
OG0007824	AT5G48380.1	Cg008G2875800
OG0007825	AT3G55510.1	Cg002G0470900
OG0007826	AT3G56050.1	Cg002G0464300
OG0007827	AT3G55800.1	Cg002G0467200
OG0007828	AT3G55450.2	Cg002G0471500
OG0007829	AT3G54670.1	Cg002G0480300
OG0007830	AT3G54630.1	Cg002G0480700
OG0007831	AT3G54470.1	Cg002G0482400
OG0007832	AT3G54450.1	Cg002G0482600
OG0007833	AT3G54400.1	Cg002G0483000
OG0007834	AT3G54340.1	Cg002G0483500
OG0007835	AT3G54320.1	Cg002G0483600
OG0007836	AT3G54310.1	Cg002G0483700
OG0007837	AT3G54290.1	Cg002G0483900
OG0007838	AT3G54130.1	Cg002G0485800
OG0007839	AT1G12470.1	Cg006G2138700
OG0007840	AT3G53900.2	Cg002G0487900
OG0007841	AT3G53780.2	Cg002G0488700
OG0007842	AT3G53620.1	Cg002G0490100
OG0007843	AT3G53530.2	Cg002G0491200
OG0007844	AT3G53130.1	Cg002G0496000
OG0007845	AT3G52960.1	Cg002G0497700
OG0007846	AT3G52740.1	Cg002G0501000
OG0007847	AT5G53950.1	Cg003G0924400
OG0007848	AT5G53910.1	Cg003G0924000, Cg003G0923800
OG0007849	AT5G53550.1	Cg003G0919400, Cg007G2448900
OG0007850	AT5G53500.1	Cg003G0918600
OG0007852	AT5G53420.1	Cg003G0917700
OG0007853	AT5G53290.1	Cg003G0916400
OG0007854	AT5G53280.1	Cg003G0916300
OG0007855	AT4G16100.1	Cg001G0244800
OG0007856	AT3G24520.1	Cg004G1316000
OG0007858	AT3G24620.1	Cg004G1317700
OG0007859	AT3G25140.1	Cg004G1321400
OG0007860	AT2G04240.1	Cg004G1326900
OG0007861	AT2G04790.10	Cg004G1334700
OG0007862	AT2G06530.1	Cg004G1352000
OG0007863	AT1G66820.1	Cg007G2432800
OG0007864	AT1G66850.1	Cg007G2433100
OG0007865	AT1G67040.2	Cg007G2436800
OG0007866	AT1G67140.2	Cg007G2438200
OG0007867	AT1G67220.1	Cg007G2438900
OG0007868	AT1G67230.1	Cg007G2439000
OG0007869	AT1G67330.1	Cg007G2440300
OG0007871	AT5G26720.1	Cg008G2820600
OG0007872	AT1G67370.1	Cg007G2440900
OG0007873	AT1G67410.1	Cg007G2441100
OG0007874	AT1G67420.4	Cg007G2441300
OG0007875	AT1G67480.1	Cg007G2441800
OG0007876	AT1G67590.1	Cg007G2442900
OG0007877	AT1G67710.1	Cg007G2444100
OG0007878	AT1G67730.1	Cg007G2444300
OG0007879	AT1G67785.1	Cg007G2445000
OG0007880	AT1G24577.1	Cg006G2005800
OG0007881	AT1G68010.2	Cg007G2447300
OG0007882	AT1G68300.1	Cg007G2451200
OG0007883	AT1G68360.1	Cg007G2452000
OG0007884	AT1G68390.1	Cg007G2452500
OG0007885	AT2G18500.1	Cg004G1421500
OG0007886	AT5G44790.1	Cg008G2950800
OG0007887	AT2G18660.1	Cg004G1422800
OG0007888	AT2G18750.1	Cg004G1423800
OG0007889	AT2G19180.1	Cg004G1428700
OG0007890	AT2G02400.1	Cg002G0684800
OG0007891	AT3G28430.1	Cg002G0635700
OG0007892	AT2G19600.1	Cg004G1433400
OG0007893	AT2G41240.1	Cg005G1518000
OG0007894	AT2G41180.1	Cg005G1518600
OG0007895	AT2G41130.1	Cg005G1519100
OG0007896	AT2G41070.4	Cg005G1519500
OG0007897	AT3G51720.1	Cg002G0511700
OG0007898	AT2G40780.1	Cg005G1522300
OG0007899	AT2G40730.1	Cg005G1523400
OG0007900	AT2G40540.1	Cg005G1525200
OG0007901	AT2G40470.1	Cg005G1526000
OG0007902	AT2G40180.1	Cg005G1529700
OG0007903	AT2G40150.1	Cg005G1529900
OG0007904	AT2G40130.2	Cg005G1530100
OG0007905	AT2G40090.1	Cg005G1530900
OG0007906	AT2G39980.1	Cg005G1532000
OG0007908	AT2G39560.1	Cg005G1536500
OG0007909	AT2G39470.1	Cg005G1537400
OG0007910	AT2G39380.1	Cg005G1538500
OG0007911	AT2G39370.1	Cg005G1538600
OG0007912	AT2G39020.1	Cg005G1541800
OG0007913	AT3G06660.1	Cg004G1130900
OG0007914	AT2G38840.1	Cg005G1543300
OG0007915	AT2G38820.2	Cg005G1543600
OG0007916	AT2G38770.1	Cg005G1544200
OG0007917	AT2G38760.1	Cg005G1544500
OG0007918	AT2G38750.1	Cg005G1544600
OG0007919	AT2G38740.1	Cg005G1544700
OG0007920	AT2G38690.1	Cg005G1545300
OG0007921	AT1G25210.2, AT1G25054.1, AT1G24793.1, AT1G25145.1	Cg006G2006900
OG0007922	AT5G37070.1	Cg005G1549600
OG0007923	AT2G38250.1	Cg005G1550200
OG0007924	AT2G37990.1	Cg005G1553000
OG0007925	AT2G37880.1	Cg005G1554400
OG0007926	AT3G10010.1	Cg004G1159300
OG0007927	AT2G37750.1	Cg005G1556000
OG0007928	AT2G37740.1	Cg005G1556100
OG0007929	AT2G37678.1	Cg005G1556700
OG0007930	AT2G37400.1	Cg005G1559600
OG0007931	AT2G37200.2	Cg005G1561600
OG0007932	AT2G37110.1	Cg005G1562600
OG0007933	AT2G37080.1	Cg005G1562900
OG0007934	AT2G36970.1	Cg005G1564300
OG0007935	AT4G12530.1	Cg003G0748600, Cg003G0748700
OG0007936	AT4G12610.2	Cg003G0747600
OG0007937	AT2G01440.1	Cg002G0693800
OG0007938	AT4G04450.1	Cg003G0743400
OG0007939	AT4G04480.1	Cg003G0743100
OG0007940	AT4G04670.1	Cg003G0741400, Cg003G0855800
OG0007941	AT4G12410.1	Cg003G0749500
OG0007942	AT2G21470.2	Cg005G1774200
OG0007943	AT2G21870.1	Cg005G1770700
OG0007944	AT2G22125.1	Cg005G1767500
OG0007945	AT2G22400.1	Cg005G1765000
OG0007946	AT2G22540.1	Cg005G1763300
OG0007947	AT2G22600.1	Cg005G1762700
OG0007948	AT2G22720.2	Cg005G1761500
OG0007949	AT1G24340.1	Cg006G2003500
OG0007950	AT2G22770.1	Cg005G1761000
OG0007951	AT2G22870.1	Cg005G1760000
OG0007952	AT2G22880.1	Cg005G1759900
OG0007953	AT2G23140.1	Cg005G1757700
OG0007954	AT2G23310.1	Cg005G1756400
OG0007955	AT2G23360.1	Cg005G1755600
OG0007956	AT2G23810.1	Cg005G1752100
OG0007957	AT2G23990.2	Cg005G1750200
OG0007958	AT2G24120.1	Cg005G1748200
OG0007959	AT2G25970.1	Cg005G1716000
OG0007960	AT2G25560.1	Cg005G1728500
OG0007961	AT2G26250.1	Cg005G1712000
OG0007962	AT2G24430.1	Cg005G1746600
OG0007963	AT2G25740.1	Cg005G1722200
OG0007964	AT4G24560.1	Cg001G0158100
OG0007965	AT4G24550.2	Cg001G0158200
OG0007966	AT4G24290.2	Cg001G0160800
OG0007967	AT1G43770.2	Cg006G1884900
OG0007968	AT1G43890.1	Cg006G1879500
OG0007969	AT1G44110.1	Cg006G1876700
OG0007970	AT1G44800.1	Cg006G1869200
OG0007971	AT1G44835.2	Cg006G1869800
OG0007972	AT1G35720.1	Cg006G1910400
OG0007973	AT1G35660.1	Cg006G1910900
OG0007974	AT1G35460.1	Cg006G1913400
OG0007975	AT1G34630.1	Cg006G1922000
OG0007976	AT1G34220.1	Cg006G1924900
OG0007977	AT1G34130.1	Cg006G1925900
OG0007978	AT1G34000.1	Cg006G1927500
OG0007979	AT1G33800.1	Cg006G1933300
OG0007980	AT1G33770.1	Cg006G1933500
OG0007981	AT4G09830.1	Cg003G0782500
OG0007982	AT4G09820.1	Cg003G0782600
OG0007984	AT4G10280.1	Cg003G0774300
OG0007985	AT4G10770.1	Cg003G0767300
OG0007986	AT5G37290.1	Cg001G0330800
OG0007987	AT4G11660.1	Cg003G0756500
OG0007988	AT4G12120.1	Cg004G1399200, Cg003G0751900
OG0007989	AT5G19050.1	Cg008G2755100
OG0007990	AT5G19090.1	Cg008G2755500
OG0007991	AT5G19120.1	Cg008G2756100
OG0007992	AT5G19290.1	Cg008G2757600
OG0007993	AT5G19340.1	Cg008G2758100
OG0007994	AT5G26230.1	Cg008G2818800
OG0007995	AT5G26340.1	Cg008G2819500
OG0007996	AT5G26850.1	Cg008G2823200
OG0007997	AT2G20210.1	Cg004G1439100
OG0007998	AT2G20320.1	Cg004G1440300
