Orthogroup	Arabidopsis_thaliana	Brassica_oleracea
OG0009290	AT1G69490.1	XP_013589912.1, XP_013590272.1
OG0009291	AT1G69370.1	XP_013587845.1, XP_013590410.1
OG0009292	AT5G42250.1	XP_013593338.1
OG0009293	AT5G45970.1	XP_013616590.1
OG0009294	AT5G45840.1	XP_013621035.1, XP_013614850.1
OG0009295	AT5G48520.2	XP_013598805.1
OG0009296	AT5G45720.1	XP_013593121.1, XP_013606018.1
OG0009297	AT5G45710.1	XP_013606495.1
OG0009298	AT5G45330.1	XP_013616033.1, XP_013606717.1
OG0009299	AT1G65032.1	XP_013592352.1
OG0009300	AT5G45110.1	XP_013598348.1
OG0009301	AT5G45040.1	XP_013613465.1, XP_013621610.1
OG0009302	AT1G49740.1	XP_013604257.1, XP_013590176.1
OG0009303	AT1G50200.2	XP_013591365.1
OG0009304	AT1G50300.1	XP_013622894.1, XP_013591370.1
OG0009305	AT1G50380.2	XP_013623378.1, XP_013592091.1
OG0009306	AT1G50430.1	XP_013622239.1
OG0009307	AT1G15280.2	XP_013601483.1, XP_013585090.1
OG0009308	AT1G51410.1	XP_013584737.1, XP_013627026.1
OG0009309	AT1G51700.1	XP_013625262.1, XP_013590030.1
OG0009310	AT1G51730.1	XP_013592760.1, XP_013628708.1
OG0009311	AT1G51940.1	XP_013621863.1, XP_013588109.1
OG0009312	AT1G52565.1	XP_013589981.1
OG0009313	AT1G52580.1	XP_013590860.1
OG0009314	AT1G52680.1	XP_013591136.1, XP_013591105.1
OG0009315	AT1G53000.2	XP_013625400.1, XP_013589930.1
OG0009316	AT5G42970.1	XP_013614075.1, XP_013637467.1
OG0009317	AT2G33585.1	XP_013626978.1, XP_013636244.1
OG0009318	AT2G33710.2	XP_013634567.1, XP_013634770.1
OG0009319	AT2G33800.1	XP_013630846.1
OG0009320	AT2G33990.1	XP_013635623.1, XP_013631969.1
OG0009321	AT2G34050.1	XP_013634807.1, XP_013634256.1
OG0009322	AT2G34180.1	XP_013636944.1, XP_013632269.1
OG0009323	AT2G34520.1	XP_013634242.1, YP_004927495.1
OG0009324	AT2G34555.1	XP_013627493.1, XP_013635203.1, XP_013632563.1
OG0009325	AT2G34630.2	XP_013622956.1, XP_013636448.1
OG0009326	AT2G34650.1	XP_013631929.1, XP_013631900.1
OG0009327	AT2G34730.1	XP_013628490.1
OG0009328	AT2G34830.2	XP_013634561.1, XP_013634621.1
OG0009329	AT2G34860.1	XP_013633964.1, XP_013634016.1
OG0009330	AT2G34910.1	XP_013635934.1, XP_013635426.1
OG0009331	AT2G35155.1	XP_013629583.1, XP_013636267.1
OG0009332	AT2G35260.1	XP_013622094.1, XP_013631257.1
OG0009333	AT2G35420.1	XP_013637229.1, XP_013632551.1
OG0009335	AT2G35650.1	XP_013621737.1, XP_013615112.1, XP_013631444.1
OG0009336	AT2G35765.1	XP_013634355.1, XP_013627880.1
OG0009337	AT2G35790.1	XP_013633595.1, XP_013623317.1
OG0009338	AT2G35800.1	XP_013636632.1, XP_013628947.1
OG0009339	AT4G19420.4	XP_013626529.1, XP_013627185.1
OG0009340	AT2G39780.1	XP_013631654.1
OG0009341	AT4G19140.1	XP_013595670.1, XP_013609022.1
OG0009342	AT4G18890.1	XP_013593572.1, XP_013597106.1
OG0009343	AT4G18990.1	XP_013596610.1, XP_013597255.1
OG0009344	AT4G19003.1	XP_013597319.1
OG0009345	AT4G18040.1	XP_013602062.1, XP_013615453.1
OG0009346	AT4G17940.1	XP_013605320.1, XP_013603830.1
OG0009347	AT4G17800.1	XP_013585373.1, XP_013596071.1
OG0009348	AT4G17790.1	XP_013638001.1, XP_013596531.1
OG0009349	AT4G17650.1	XP_013600821.1, XP_013586578.1
OG0009350	AT4G17260.1	XP_013595446.1, XP_013589447.1
OG0009351	AT4G17240.1	XP_013583963.1
OG0009352	AT4G17220.1	XP_013595442.1, XP_013639846.1
OG0009353	AT3G42960.1	XP_013588903.1
OG0009354	AT3G50950.1	XP_013604623.1
OG0009355	AT3G50900.1	XP_013602981.1, XP_013584834.1
OG0009356	AT1G17250.1	XP_013603130.1
OG0009356	AT1G17240.2	XP_013639262.1
OG0009357	AT3G50780.1	XP_013605777.1
OG0009358	AT3G50660.1	XP_013603045.1
OG0009359	AT3G50560.1	XP_013602338.1, XP_013618225.1
OG0009360	AT3G50530.2	XP_013605294.1, XP_013608079.1
OG0009361	AT3G50440.1	XP_013595425.1
OG0009362	AT3G50420.1	XP_013593581.1
OG0009363	AT4G23490.1	XP_013603301.1, XP_013598846.1
OG0009364	AT5G50230.1	XP_013606123.1
OG0009365	AT5G52380.1	XP_013639644.1, XP_013623410.1, XP_013610299.1
OG0009366	AT5G52240.1	XP_013606765.1
OG0009367	AT5G51840.1	XP_013614332.1
OG0009368	AT5G51400.1	XP_013619731.1, XP_013612298.1
OG0009369	AT3G42880.1	XP_013614533.1, XP_013627471.1
OG0009370	AT2G11910.1	XP_013629608.1, XP_013608902.1
OG0009371	AT2G14170.1	XP_013612807.1
OG0009372	AT2G15560.1	XP_013597735.1
OG0009373	AT2G15695.1	XP_013622087.1, XP_013593020.1
OG0009374	AT2G15760.1	XP_013609558.1, XP_013596151.1
OG0009375	AT2G16250.1	XP_013622287.1, XP_013599063.1
OG0009376	AT2G16750.1	XP_013609843.1, XP_013593736.1
OG0009377	AT3G62330.1	XP_013605848.1
OG0009378	AT2G17220.1	XP_013607095.1, XP_013593553.1
OG0009379	AT2G17250.1	XP_013606943.1, XP_013598831.1
OG0009380	AT4G24090.1	XP_013599311.1
OG0009381	AT4G24050.1	XP_013584104.1, XP_013595237.1
OG0009382	AT4G23885.1	XP_013597396.1, XP_013594018.1
OG0009383	AT4G23910.1	XP_013604612.1
OG0009384	AT4G23010.3	XP_013594075.1, XP_013639003.1
OG0009385	AT4G22980.1	XP_013622981.1, XP_013585237.1
OG0009386	AT4G22750.1	XP_013593823.1, XP_013616743.1
OG0009387	AT4G22620.1	XP_013597313.1, XP_013587279.1
OG0009388	AT4G22320.1	XP_013593374.1, XP_013632237.1
OG0009389	AT4G22130.1	XP_013622665.1, XP_013601201.1
OG0009390	AT5G41880.1	XP_013590472.1, XP_013634036.1
OG0009391	AT4G21920.1	XP_013595093.1, XP_013596606.1
OG0009392	AT5G41760.1	XP_013633744.1
OG0009393	AT4G20000.1	XP_013627807.1, XP_013597924.1
OG0009394	AT4G20190.1	XP_013627844.1, XP_013591480.1
OG0009395	AT4G20280.1	XP_013638357.1
OG0009396	AT4G20400.1	XP_013597970.1
OG0009397	AT4G20410.2	XP_013597989.1
OG0009400	AT1G16970.1	XP_013638444.1
OG0009401	AT4G21070.1	XP_013617910.1, XP_013621727.1
OG0009402	AT4G21192.1	XP_013626634.1
OG0009403	AT4G21330.1	XP_013627983.1, XP_013588080.1
OG0009404	AT2G03350.1	XP_013596086.1, XP_013618636.1
OG0009405	AT4G21530.1	XP_013619229.1
OG0009406	AT2G20760.1	XP_013602718.1
OG0009407	AT5G42120.1	XP_013592916.1
OG0009408	AT4G16330.2	XP_013616175.1
OG0009409	AT4G16450.1	XP_013583435.1, XP_013595662.1
OG0009410	AT4G16535.1	XP_013598639.1
OG0009411	AT4G16580.1	XP_013605787.1
OG0009412	AT4G16660.2	XP_013597876.1, XP_013608153.1
OG0009413	AT4G16710.1	XP_013601386.1
OG0009414	AT4G17040.1	XP_013593043.1, XP_013615909.1
OG0009415	AT4G17070.1	XP_013602236.1, XP_013601317.1
OG0009416	AT3G01790.1	XP_013614034.1, XP_013629312.1
OG0009417	AT3G01670.2	XP_013629430.1, XP_013587110.1
OG0009418	AT3G01650.1	XP_013622458.1, XP_013638419.1
OG0009419	AT3G01480.1	XP_013586416.1
OG0009421	AT5G66680.1	XP_013611703.1, XP_013593271.1
OG0009422	AT5G66470.1	XP_013606647.1, XP_013593796.1
OG0009423	AT5G66460.1	XP_013612587.1, XP_013599279.1
OG0009424	AT3G47840.1	XP_013599278.1, XP_013612586.1
OG0009425	AT5G66440.1	XP_013595583.1, XP_013608910.1
OG0009426	AT5G66210.1	XP_013611446.1, XP_013598362.1
OG0009427	AT5G66170.2	XP_013598363.1, XP_013618028.1
OG0009428	AT3G63260.1	XP_013599606.1, XP_013636560.1
OG0009429	AT3G63240.1	XP_013599636.1
OG0009430	AT3G63110.1	XP_013634469.1, XP_013602417.1
OG0009431	AT3G62980.1	XP_013588006.1, XP_013604619.1, XP_013636967.1
OG0009432	AT3G62920.1	XP_013602304.1
OG0009433	AT3G62410.1	XP_013591829.1, XP_013604755.1
OG0009434	AT3G62390.1	XP_013600462.1
OG0009435	AT3G62280.1	XP_013590970.1
OG0009436	AT3G61960.1	XP_013600457.1, XP_013592754.1
OG0009437	AT3G61930.1	XP_013615732.1, XP_013603972.1
OG0009439	AT3G61850.4	XP_013633958.1, XP_013604929.1
OG0009440	AT3G61830.1	XP_013614735.1, XP_013604928.1
OG0009441	AT3G61670.1	XP_013605244.1
OG0009442	AT3G61360.1	XP_013605888.1
OG0009443	AT2G34100.1	XP_013632570.1
OG0009444	AT3G61200.1	XP_013634148.1
OG0009445	AT3G61130.1	XP_013612561.1, XP_013604811.1
OG0009446	AT3G61060.2	XP_013631505.1
OG0009447	AT3G60660.1	XP_013603360.1
OG0009448	AT3G60590.3	XP_013631877.1, XP_013601722.1
OG0009449	AT3G60530.1	XP_013602065.1, XP_013588581.1
OG0009450	AT3G60520.1	XP_013590522.1, XP_013602785.1
OG0009451	AT3G60480.3	XP_013602749.1
OG0009452	AT3G60460.1	XP_013603931.1, XP_013589386.1, XP_013591215.1
OG0009453	AT3G59950.1	XP_013604805.1, XP_013631371.1
OG0009454	AT3G59490.2	XP_013615011.1
OG0009455	AT3G59470.2	XP_013588568.1, XP_013602011.1
OG0009456	AT3G59350.6	XP_013636355.1, XP_013604709.1
OG0009457	AT3G59300.3	XP_013588443.1, XP_013600470.1
OG0009458	AT3G59260.1	XP_013589379.1, XP_013603922.1
OG0009459	AT3G58970.1	XP_013604630.1
OG0009460	AT3G58790.1	XP_013605335.1, XP_013592412.1
OG0009461	AT3G58720.3	XP_013600505.1
OG0009462	AT3G58640.1	XP_013605358.1, XP_013588817.1
OG0009463	AT3G58550.1	XP_013634364.1, XP_013592406.1
OG0009465	AT3G58190.1	XP_013635452.1, XP_013603683.1
OG0009466	AT3G58140.1	XP_013605679.1, XP_013591870.1
OG0009467	AT3G58000.1	XP_013614176.1, XP_013603769.1
OG0009468	AT3G57860.1	XP_013597118.1, XP_013602809.1
OG0009470	AT3G57120.1	XP_013600905.1, XP_013588137.1
OG0009471	AT3G57060.2	XP_013600639.1, XP_013636215.1
OG0009472	AT3G56940.1	XP_013605902.1, XP_013591262.1
OG0009473	AT3G56930.1	XP_013600101.1, XP_013591259.1
OG0009474	AT3G56510.1	XP_013601982.1
OG0009475	AT3G56290.1	XP_013590348.1, XP_013600679.1
OG0009476	AT3G55970.1	XP_013632187.1, XP_013602982.1
OG0009477	AT3G55850.5	XP_013631587.1
OG0009478	AT3G55550.1	XP_013588087.1, XP_013632997.1
OG0009479	AT3G55420.1	XP_013634439.1, XP_013602623.1
OG0009480	AT3G55370.3	XP_013631448.1, XP_013600715.1
OG0009482	AT3G55250.1	XP_013627058.1, XP_013600653.1, XP_013631535.1
OG0009483	AT3G54950.1	XP_013589766.1, XP_013605834.1
OG0009484	AT3G54920.1	XP_013605374.1, XP_013591930.1
OG0009485	AT3G54750.3	XP_013602178.1
OG0009486	AT3G54720.1	XP_013633026.1, XP_013631950.1, XP_013599585.1
OG0009487	AT3G54680.1	XP_013589987.1, XP_013602041.1
OG0009488	AT3G54360.1	XP_013605716.1, XP_013590139.1, XP_013588177.1
OG0009489	AT3G54350.1	XP_013633033.1, XP_013591886.1
OG0009490	AT3G54270.1	XP_013634684.1
OG0009491	AT3G54220.1	XP_013605139.1
OG0009492	AT3G54170.1	XP_013589866.1, XP_013602554.1
OG0009493	AT3G54150.1	XP_013600283.1, XP_013635154.1
OG0009494	AT3G54120.1	XP_013599961.1, XP_013588068.1
OG0009495	AT1G20890.1	XP_013585066.1, XP_013596184.1
OG0009496	AT3G54050.1	XP_013636488.1, XP_013605480.1
OG0009497	AT3G53850.1	XP_013590810.1, XP_013636263.1
OG0009498	AT3G53490.1	XP_013613510.1, XP_013592272.1
OG0009499	AT3G53220.1	XP_013590661.1
OG0009500	AT3G53200.1	XP_013603906.1, XP_013591214.1
OG0009501	AT3G53190.1	XP_013591861.1, XP_013600193.1
OG0009502	AT3G53150.1	XP_013602847.1, XP_013635147.1
OG0009503	AT3G52870.1	XP_013592753.1, XP_013632109.1
OG0009504	AT3G52860.1	XP_013604862.1
OG0009505	AT3G52570.1	XP_013602016.1
OG0009506	AT5G53800.1	XP_013606700.1
OG0009507	AT5G53660.1	XP_013619119.1
OG0009508	AT5G53570.2	XP_013615257.1, XP_013611540.1
OG0009509	AT5G53560.1	XP_013611541.1, XP_013618230.1
OG0009510	AT5G53486.4	XP_013608649.1
OG0009511	AT5G53460.1	XP_013626517.1
OG0009512	AT5G53350.1	XP_013611292.1, XP_013627783.1
OG0009513	AT5G53330.1	XP_013606114.1
OG0009515	AT3G24515.3	XP_013630048.1, XP_013622563.1
OG0009516	AT3G24570.1	XP_013625496.1, XP_013593656.1
OG0009517	AT3G25180.1	XP_013625448.1
OG0009518	AT2G05830.1	XP_013593307.1
OG0009519	AT3G23920.1	XP_013598251.1, XP_013622356.1
OG0009520	AT3G24315.1	XP_013595366.1
OG0009521	AT1G66680.1	XP_013589924.1
OG0009522	AT1G67170.1	XP_013588221.1, XP_013618199.1
OG0009523	AT1G67325.2	XP_013589925.1, XP_013588607.1
OG0009524	AT1G67350.1	XP_013590150.1, XP_013617116.1
OG0009525	AT1G67360.1	XP_013621474.1, XP_013588482.1
OG0009526	AT1G67560.1	XP_013591908.1, XP_013615693.1
OG0009527	AT1G67690.1	XP_013591760.1, XP_013591839.1
OG0009528	AT1G67950.2	XP_013592773.1
OG0009529	AT1G67970.1	XP_013588180.1, XP_013621685.1
OG0009530	AT1G68110.1	XP_013620125.1, XP_013590085.1
OG0009531	AT1G68130.1	XP_013588652.1, XP_013588413.1
OG0009532	AT1G68190.2	XP_013592807.1, XP_013589597.1
OG0009533	AT1G68230.2	XP_013619415.1, XP_013590734.1
OG0009534	AT1G68440.1	XP_013589916.1, XP_013616043.1
OG0009535	AT5G36210.1	XP_013630206.1
OG0009536	AT5G36250.2	XP_013594683.1, XP_013624818.1, XP_013637205.1
OG0009537	AT5G48830.2	XP_013616181.1, XP_013594215.1
OG0009538	AT2G18000.2	XP_013596411.1
OG0009539	AT3G46120.1, AT2G18130.1	XP_013612815.1, XP_013596314.1
OG0009540	AT2G18630.1	XP_013599381.1, XP_013607194.1
OG0009541	AT2G19000.1	XP_013610776.1
OG0009542	AT2G19530.1	XP_013595826.1, XP_013604304.1
OG0009543	AT2G19540.1	XP_013606613.1, XP_013604302.1
OG0009544	AT2G19690.2	XP_013610295.1, XP_013595967.1
OG0009545	AT2G41220.1	XP_013629103.1, XP_013636492.1
OG0009546	AT2G40990.1	XP_013635138.1, XP_013635019.1
OG0009547	AT2G40820.4	XP_013631342.1, XP_013631048.1
OG0009548	AT2G40770.1	XP_013636065.1
OG0009549	AT2G40740.3	XP_013627772.1, XP_013635488.1
OG0009550	AT2G40640.1	XP_013629864.1
OG0009551	AT2G40490.1	XP_013632376.1, XP_013637636.1
OG0009552	AT2G40480.1	XP_013630667.1, XP_013631236.1
OG0009553	AT2G40370.1	XP_013634150.1, XP_013635577.1
OG0009554	AT2G40320.1	XP_013633792.1, XP_013634008.1
OG0009555	AT2G40220.1	XP_013627342.1, XP_013635267.1
OG0009556	AT2G40113.1	XP_013635394.1, XP_013635415.1
OG0009557	AT2G40095.1	XP_013625814.1, XP_013634093.1
OG0009558	AT2G39870.1	XP_013631030.1, XP_013631460.1
OG0009559	AT2G39840.1	XP_013622683.1
OG0009560	AT2G39810.1	XP_013637148.1
OG0009561	AT2G39805.2	XP_013633645.1, XP_013625321.1
OG0009562	AT2G39705.1	XP_013634815.1, XP_013634267.1
OG0009563	AT3G43610.2	XP_013630551.1, XP_013628694.1
OG0009564	AT2G39510.1	XP_013634185.1, XP_013634580.1
OG0009565	AT2G39490.1	XP_013635281.1, XP_013596823.1
OG0009566	AT2G39440.1	XP_013634123.1
OG0009567	AT2G39220.1	XP_013636901.1, XP_013622084.1
OG0009568	AT2G39130.1	XP_013634168.1, XP_013637297.1
OG0009569	AT2G38880.11	XP_013633986.1
OG0009570	AT2G38790.1	XP_013634889.1, XP_013623964.1
OG0009571	AT2G38780.6	XP_013621927.1
OG0009572	AT2G38730.1	XP_013637347.1
OG0009573	AT2G38710.1	XP_013622379.1, XP_013637538.1
OG0009574	AT2G38695.3	XP_013622381.1
OG0009575	AT2G38610.1	XP_013631304.1, XP_013625090.1
OG0009576	AT2G38600.1	XP_013631305.1, XP_013625091.1
OG0009577	AT2G38490.1	XP_013625083.1, XP_013634670.1
OG0009578	AT2G38480.1	XP_013637530.1
OG0009579	AT2G38320.1	XP_013626400.1, XP_013634483.1
OG0009580	AT2G38270.1	XP_013622245.1
OG0009581	AT2G38110.1	XP_013637536.1, XP_013631786.1
OG0009582	AT2G38040.1	XP_013629220.1, XP_013636378.1
OG0009583	AT2G37980.1	XP_013626303.1, XP_013632045.1
OG0009584	AT2G01390.1, AT2G01360.1	XP_013598870.1
OG0009585	AT2G37860.3	XP_013630018.1, XP_013631418.1
OG0009586	AT2G37780.1	XP_013632504.1
OG0009587	AT2G37430.1	XP_013635243.1, XP_013635180.1
OG0009588	AT2G37410.1	XP_013631424.1, XP_013622614.1
OG0009589	AT2G37370.1	XP_013634046.1, XP_013635107.1
OG0009590	AT2G02050.1	XP_013607278.1, XP_013594041.1
OG0009591	AT2G37330.1	XP_013634850.1, XP_013630874.1
OG0009592	AT4G08960.1	XP_013607378.1, XP_013630791.1
OG0009593	AT2G37250.1	XP_013633663.1, XP_013626567.1
OG0009594	AT2G37130.1	XP_013623029.1, XP_013634090.1
OG0009595	AT2G37050.3	XP_013630086.1, XP_013636775.1
OG0009596	AT2G36930.1	XP_013634352.1, XP_013626208.1
OG0009597	AT2G36910.1	XP_013628428.1, XP_013636542.1
OG0009598	AT4G12540.1	XP_013607423.1
OG0009599	AT4G12580.1	XP_013621113.1, XP_013611842.1
OG0009600	AT4G04210.1	XP_013622303.1, XP_013611538.1
OG0009601	AT4G04360.1	XP_013607089.1, XP_013629423.1
OG0009602	AT4G04630.1	XP_013609336.1
OG0009603	AT2G01490.1	XP_013616464.1
OG0009604	AT4G04880.2	XP_013609047.1
OG0009605	AT4G12070.1	XP_013620346.1, XP_013609582.1
OG0009606	AT4G12360.1	XP_013620057.1, XP_013619902.1
OG0009607	AT4G12390.1	XP_013617486.1, XP_013609714.1
OG0009608	AT4G12420.1	XP_013621326.1, XP_013630705.1
OG0009609	AT2G21230.3	XP_013637267.1, XP_013603790.1
OG0009610	AT2G21300.1	XP_013630879.1, XP_013605161.1
OG0009611	AT2G21550.1	XP_013623542.1
OG0009613	AT2G21880.1	XP_013602852.1, XP_013634412.1
OG0009614	AT2G21900.1	XP_013635274.1, XP_013603824.1
OG0009615	AT2G23450.1	XP_013604942.1, XP_013637595.1
OG0009616	AT2G23820.2	XP_013602157.1, XP_013631208.1
OG0009617	AT2G23770.1	XP_013636686.1
OG0009618	AT2G24310.1	XP_013634724.1
OG0009619	AT2G25280.1	XP_013634097.1, XP_013599530.1
OG0009620	AT2G25110.1	XP_013631619.1
OG0009621	AT2G26410.1	XP_013603041.1, XP_013625879.1
OG0009622	AT2G26330.1	XP_013615640.1, XP_013605100.1
OG0009623	AT2G26280.1	XP_013605004.1, XP_013636843.1
OG0009624	AT2G26490.1	XP_013603610.1, XP_013633272.1
OG0009625	AT4G24640.1	XP_013601349.1, XP_013587913.1
OG0009626	AT1G43850.1	XP_013585962.1, XP_013591697.1, XP_013615557.1
OG0009627	AT2G25720.1	XP_013631073.1
OG0009628	AT1G60360.1	XP_013631072.1
OG0009629	AT1G36310.1	XP_013600012.1, XP_013637463.1
OG0009630	AT1G35470.2	XP_013587760.1, XP_013638450.1
OG0009631	AT1G34780.1	XP_013599822.1
OG0009632	AT1G34750.1	XP_013588034.1, XP_013638213.1
OG0009633	AT1G34355.1	XP_013606236.1, XP_013588483.1
OG0009634	AT1G33811.1	XP_013583633.1
OG0009635	AT1G33520.1	XP_013587103.1
OG0009636	AT4G09750.1	XP_013612186.1
OG0009637	AT4G09730.1	XP_013594106.1, XP_013630030.1
OG0009638	AT4G08540.1	XP_013607059.1
OG0009639	AT4G08390.1	XP_013606164.1
OG0009640	AT4G10360.1	XP_013618085.1, XP_013610232.1
OG0009641	AT4G10610.1	XP_013621958.1
OG0009642	AT4G10640.1	XP_013626653.1
OG0009643	AT4G10720.1	XP_013615345.1
OG0009644	AT4G10790.1	XP_013621956.1, XP_013612425.1
OG0009645	AT4G11790.1	XP_013611665.1, XP_013618533.1
OG0009646	AT5G19260.1	XP_013619196.1, XP_013609435.1
OG0009647	AT5G19280.2	XP_013616050.1, XP_013606522.1
OG0009648	AT5G26330.1	XP_013618821.1, XP_013612694.1
OG0009649	AT5G26570.1	XP_013620961.1, XP_013608682.1
OG0009650	AT5G26740.1	XP_013615990.1, XP_013593110.1
OG0009651	AT5G26670.1	XP_013608671.1, XP_013594137.1
OG0009652	AT5G26770.5	XP_013593779.1, XP_013593609.1
OG0009653	AT5G26940.1	XP_013594001.1
OG0009654	AT5G27920.1	XP_013612799.1, XP_013593508.1
OG0009655	AT2G03820.1	XP_013591958.1, XP_013614629.1
OG0009656	AT5G27740.1	XP_013618078.1, XP_013595388.1
OG0009657	AT5G27610.1	XP_013616256.1, XP_013598393.1
OG0009658	AT5G27450.1	XP_013618588.1, XP_013612539.1
OG0009659	AT5G27430.1	XP_013593140.1, XP_013618403.1
OG0009660	AT5G28290.1	XP_013599242.1, XP_013615792.1
OG0009661	AT2G20020.1	XP_013614004.1
OG0009662	AT2G20080.1	XP_013603742.1, XP_013610645.1
OG0009663	AT2G20180.2	XP_013593129.1
OG0009664	AT2G20310.1	XP_013608802.1, XP_013593615.1
OG0009665	AT2G20362.1	XP_013605859.1, XP_013610183.1
OG0009666	AT2G20470.1	XP_013596316.1, XP_013605582.1
OG0009667	AT2G20815.3, AT2G20616.1	XP_013594284.1
OG0009669	AT3G46210.1	XP_013622291.1
OG0009670	AT3G46200.1	XP_013622290.1
OG0009671	AT2G48060.2	XP_013635938.1, XP_013635988.1
OG0009672	AT2G48020.1	XP_013594079.1, XP_013599380.1
OG0009673	AT2G47980.1	XP_013636476.1
OG0009674	AT2G47940.1	XP_013636726.1
OG0009675	AT2G47900.3	XP_013637189.1
OG0009676	AT2G47890.1	XP_013636130.1
OG0009677	AT2G47820.1	XP_013629680.1
OG0009678	AT2G47670.1	XP_013633677.1, XP_013634703.1
OG0009679	AT2G46735.1	XP_013637287.1, XP_013636820.1
OG0009680	AT2G46710.1	XP_013637286.1, XP_013636877.1
OG0009681	AT2G46630.1	XP_013637014.1, XP_013631662.1
OG0009682	AT2G46510.1	XP_013637084.1, XP_013631111.1
OG0009683	AT4G27120.1	XP_013617745.1, XP_013595279.1
OG0009684	AT2G46505.1	XP_013625202.1
OG0009685	AT2G46500.1	XP_013637091.1, XP_013629009.1
OG0009686	AT2G46455.2	XP_013632367.1, XP_013637121.1, XP_013632368.1
OG0009687	AT1G44575.1	XP_013592876.1, XP_013599587.1
OG0009688	AT2G46250.1	XP_013614729.1
OG0009689	AT2G46225.2	XP_013626358.1, XP_013614727.1
OG0009690	AT2G46160.1	XP_013634450.1, XP_013634626.1
OG0009691	AT2G46080.1	XP_013635678.1, XP_013636887.1
OG0009692	AT2G46020.2	XP_013626080.1, XP_013593850.1, XP_013635524.1
OG0009693	AT2G45750.1	XP_013637317.1, XP_013631465.1
OG0009694	AT2G45730.1	XP_013628908.1, XP_013633614.1
OG0009696	AT2G45640.1	XP_013631178.1
OG0009697	AT2G45500.5	XP_013633576.1, XP_013633641.1
OG0009698	AT2G45490.1	XP_013634704.1, XP_013632348.1
OG0009699	AT2G45420.1	XP_013635382.1, XP_013635009.1
OG0009700	AT2G45270.1	XP_013632431.1, XP_013632053.1, XP_013632462.1
OG0009701	AT2G45260.1	XP_013622217.1, XP_013637494.1
OG0009702	AT2G45200.2	XP_013625920.1, XP_013633850.1
OG0009703	AT2G45130.1	XP_013627636.1, XP_013634813.1
OG0009704	AT2G45050.1	XP_013634221.1, XP_013635109.1
OG0009705	AT1G45332.1, AT2G45030.1	XP_013637282.1
OG0009706	AT2G44730.1	XP_013635469.1, XP_013630341.1
OG0009707	AT2G44420.2	XP_013633878.1, XP_013631693.1
OG0009708	AT2G44190.1	XP_013634610.1, XP_013627167.1
OG0009709	AT2G44130.1	XP_013623315.1, XP_013637158.1
OG0009710	AT2G43800.1	XP_013630354.1, XP_013632407.1
OG0009711	AT2G43490.1	XP_013630959.1, XP_013631602.1
OG0009712	AT2G43370.1	XP_013633459.1, XP_013625521.1
OG0009713	AT2G43320.1	XP_013625201.1, XP_013631227.1
OG0009714	AT2G43290.1	XP_013631723.1
OG0009715	AT2G43050.1	XP_013634063.1, XP_013633559.1
OG0009716	AT2G43040.1	XP_013629371.1, XP_013631548.1
OG0009717	AT2G42940.1	XP_013623486.1, XP_013636617.1
OG0009718	AT2G42890.1	XP_013637201.1, XP_013615291.1, XP_013629606.1
OG0009719	AT5G46730.1	XP_013598767.1, XP_013607215.1
OG0009720	AT2G42820.1	XP_013635337.1
OG0009721	AT2G42570.1	XP_013634230.1, XP_013635915.1
OG0009722	AT2G42560.1	XP_013636735.1, XP_013623988.1
OG0009723	AT2G42410.3	XP_013635312.1, XP_013636087.1
OG0009724	AT2G42400.1	XP_013636082.1, XP_013631093.1
OG0009725	AT2G42360.1	XP_013632252.1, XP_013636086.1
OG0009726	AT2G42320.1	XP_013636081.1, XP_013636336.1
OG0009727	AT2G41710.4	XP_013622280.1, XP_013631224.1
OG0009728	AT2G41820.1	XP_013636094.1, XP_013635983.1
OG0009729	AT2G41850.1	XP_013634980.1, XP_013634769.1
OG0009730	AT2G41475.1	XP_013634053.1, XP_013631187.1
OG0009731	AT3G19430.2	XP_013638124.1
OG0009732	AT5G47020.1	XP_013612115.1, XP_013597890.1
OG0009733	AT3G01120.1	XP_013587155.1
OG0009734	AT3G02170.1	XP_013586121.1, XP_013628505.1
OG0009735	AT3G02360.1	XP_013584592.1, XP_013634721.1
OG0009736	AT3G02410.1	XP_013583476.1, XP_013584598.1
OG0009737	AT3G02550.1	XP_013623465.1, XP_013637197.1
OG0009738	AT3G02600.1	XP_013625727.1, XP_013586930.1
OG0009739	AT3G02840.1	XP_013584981.1, XP_013622560.1
OG0009740	AT3G02910.1	XP_013635797.1, XP_013584986.1
OG0009741	AT3G03140.1	XP_013631283.1, XP_013585481.1
OG0009742	AT3G03200.1	XP_013621799.1, XP_013584829.1
OG0009743	AT3G03220.1	XP_013587497.1, XP_013619991.1
OG0009744	AT3G03420.1	XP_013638732.1, XP_013584115.1
OG0009745	AT3G03570.1	XP_013622365.1
OG0009746	AT3G03950.3	XP_013585844.1, XP_013616544.1
OG0009747	AT3G04060.1	XP_013639829.1, XP_013585390.1
OG0009748	AT3G04340.1	XP_013586102.1
OG0009749	AT3G04460.2	XP_013584590.1, XP_013622014.1
OG0009750	AT3G04570.1	XP_013586458.1, XP_013584434.1
OG0009751	AT3G04580.1	XP_013628174.1
OG0009752	AT3G04630.3	XP_013613989.1, XP_013625267.1
OG0009753	AT3G04670.1	XP_013613994.1
OG0009754	AT3G04700.1	XP_013613995.1, XP_013613956.1, XP_013628380.1
