Orthogroup	Arabidopsis_thaliana	Noccaea_praecox
OG0008285	AT1G08540.1	Np004G2507600
OG0008286	AT1G08560.1	Np004G2507400
OG0008287	AT1G08600.2	Np004G2506800
OG0008288	AT1G08790.1	Np004G2504600
OG0008289	AT1G09010.1	Np004G2502300
OG0008290	AT1G09130.3	Np004G2501100
OG0008291	AT1G09270.1	Np004G2498800
OG0008292	AT5G52560.1	Np005G3098900, Np005G3098700
OG0008293	AT1G09660.1	Np004G2494600
OG0008294	AT1G09790.1	Np004G2492900
OG0008295	AT1G09920.1	Np004G2491000
OG0008296	AT1G09980.1	Np004G2489200
OG0008297	AT1G10020.1	Np004G2488900
OG0008298	AT1G10040.1	Np004G2488600
OG0008299	AT1G10130.1	Np004G2487600
OG0008300	AT1G10170.4	Np004G2487100
OG0008301	AT1G10200.1	Np004G2486800
OG0008302	AT1G10280.1	Np004G2486200
OG0008303	AT1G10410.1	Np004G2484100
OG0008304	AT1G10610.1	Np004G2481100
OG0008305	AT4G25950.1	Np005G2799400
OG0008306	AT1G11060.1	Np004G2475700
OG0008307	AT1G11130.1	Np004G2474600
OG0008308	AT1G11430.1	Np004G2469500
OG0008309	AT1G11440.1	Np004G2469300
OG0008310	AT1G11500.3	Np004G2468700
OG0008311	AT1G62045.1	Np002G1193700
OG0008312	AT1G11860.3	Np004G2462600
OG0008313	AT1G11870.2	Np004G2462300
OG0008314	AT1G11940.1	Np004G2460500
OG0008315	AT1G12420.1	Np004G2454400
OG0008316	AT1G12450.1	Np004G2454100
OG0008317	AT1G12500.1	Np004G2453100
OG0008318	AT1G12530.1	Np004G2452700
OG0008319	AT1G12660.1	Np004G2450500, Np004G2449600
OG0008320	AT1G12990.1	Np004G2445100
OG0008321	AT1G13040.1	Np004G2444700
OG0008322	AT1G13050.1	Np004G2444600
OG0008323	AT1G13195.1	Np004G2441500
OG0008324	AT1G13330.1	Np004G2437700, Np004G2439600, Np004G2438400
OG0008325	AT1G13600.1	Np004G2433900
OG0008326	AT1G14000.1	Np004G2428400
OG0008327	AT1G13970.1	Np004G2428700
OG0008328	AT1G14180.1	Np004G2426300
OG0008329	AT1G14330.1	Np004G2424000
OG0008330	AT1G14420.1	Np004G2422900
OG0008331	AT1G14430.1	Np004G2422800
OG0008332	AT1G14540.1	Np004G2421200
OG0008333	AT1G14600.1	Np004G2420400
OG0008334	AT1G14660.1	Np004G2418700
OG0008335	AT1G14740.1	Np004G2417400
OG0008337	AT1G14780.1	Np004G2416800
OG0008338	AT1G15260.1	Np004G2411100
OG0008339	AT1G14890.1	Np004G2415500
OG0008341	AT1G15000.1	Np004G2414100
OG0008342	AT1G15020.2	Np004G2413900
OG0008344	AT1G15390.1	Np004G2409400
OG0008345	AT1G15400.3	Np004G2409300
OG0008346	AT1G15810.1	Np004G2404900
OG0008347	AT1G16270.1	Np004G2400200
OG0008348	AT1G16740.1	Np004G2394600
OG0008349	AT1G16840.1	Np004G2393700
OG0008350	AT1G65030.1	Np002G0916500
OG0008351	AT1G17710.1	Np004G2383000
OG0008352	AT1G18210.1	Np004G2376800
OG0008353	AT1G18290.1	Np004G2376000
OG0008354	AT1G18320.1, AT3G10110.1	Np004G2375800
OG0008355	AT1G18370.1	Np004G2375300
OG0008357	AT1G18620.2	Np004G2371300
OG0008358	AT1G18650.1	Np004G2371000
OG0008359	AT1G18660.4	Np004G2370700
OG0008360	AT1G18860.1	Np004G2368100
OG0008361	AT1G18990.1	Np004G2366900
OG0008362	AT1G19000.1	Np004G2366800
OG0008363	AT1G19050.1	Np004G2366400
OG0008364	AT1G19300.1	Np004G2363600
OG0008365	AT1G19835.1	Np004G2357000
OG0008366	AT1G19860.2	Np004G2356500
OG0008367	AT1G19870.1	Np004G2356300
OG0008368	AT1G19940.1	Np004G2355700
OG0008369	AT1G20110.1	Np004G2353900
OG0008370	AT1G20310.1	Np004G2352100
OG0008371	AT1G20410.1	Np004G2351000
OG0008372	AT1G20670.1	Np004G2348400
OG0008373	AT1G20760.1	Np004G2347400
OG0008374	AT1G20840.1	Np004G2346100
OG0008375	AT1G21065.1	Np004G2343100
OG0008376	AT1G21340.1	Np004G2341200
OG0008377	AT1G21450.1	Np004G2339800
OG0008378	AT1G21500.1	Np004G2339200
OG0008379	AT1G21580.1	Np004G2337900
OG0008380	AT1G21590.1	Np004G2337800
OG0008381	AT1G21660.1	Np004G2336300
OG0008382	AT1G21700.1	Np004G2335300
OG0008383	AT1G21900.1	Np004G2332800
OG0008384	AT1G22070.1	Np004G2327400
OG0008385	AT1G22330.1	Np004G2324700
OG0008386	AT1G23040.1	Np004G2310600
OG0008387	AT4G11160.2	Np003G1801800
OG0008388	AT1G23120.2	Np004G2308700, Np004G2309400
OG0008389	AT1G71820.2	Np002G0834000
OG0008390	AT1G71530.1	Np002G0836000
OG0008391	AT1G71360.2	Np002G0837600
OG0008392	AT5G24670.2	Np002G0838100
OG0008393	AT1G71200.4	Np002G0839200
OG0008394	AT1G71160.1	Np002G0839500
OG0008395	AT1G71030.1	Np002G0841600
OG0008396	AT1G71015.1	Np002G0841800, Np002G0841900
OG0008397	AT1G70920.1	Np002G0843600
OG0008399	AT1G70460.1	Np002G0853700
OG0008400	AT1G70350.1	Np002G0854400
OG0008401	AT1G70180.2	Np002G0857000
OG0008402	AT1G70160.1	Np002G0857300
OG0008403	AT4G24130.1	Np005G2827900
OG0008404	AT1G32990.1	Np004G2058500
OG0008405	AT1G33270.1	Np004G2061800
OG0008406	AT1G64065.1	Np002G1237100
OG0008407	AT1G63270.1	Np002G1222600
OG0008408	AT1G63260.1	Np002G1222500
OG0008409	AT1G63250.1, AT2G07750.1	Np002G1222300
OG0008410	AT1G63120.1	Np002G1215500
OG0008411	AT1G62990.1	Np002G1213100
OG0008412	AT1G27435.1	Np004G2102400
OG0008413	AT1G62400.1	Np002G1199400
OG0008414	AT1G28395.1	Np004G2113600
OG0008415	AT1G61760.1	Np002G1187100
OG0008416	AT1G61720.1	Np002G1186700
OG0008417	AT1G61670.1	Np002G1186400
OG0008418	AT1G61150.1	Np002G1176000
OG0008420	AT1G60420.1	Np002G1159700, Np002G1159600
OG0008421	AT1G59980.1	Np002G1152700
OG0008422	AT1G59590.1	Np002G1142600
OG0008423	AT1G59540.1	Np002G1142200
OG0008424	AT1G58280.2	Np002G1133500
OG0008425	AT1G58025.2	Np002G1127500
OG0008426	AT1G57680.1	Np002G1125300
OG0008427	AT1G25275.3	Np004G2094200
OG0008428	AT1G64370.1	Np002G1241900
OG0008429	AT1G64390.1	Np002G1242900
OG0008430	AT1G64510.2	Np002G1244100
OG0008431	AT1G64590.1	Np002G1246500
OG0008432	AT1G64710.1	Np002G1248200
OG0008433	AT5G46460.1	Np001G0352900, Np001G0346700
OG0008434	AT5G46560.1	Np001G0349800, Np001G0349700
OG0008435	AT5G46860.1	Np001G0340400
OG0008436	AT5G46910.1	Np001G0338000
OG0008437	AT5G47710.1	Np001G0326000
OG0008438	AT5G47740.2	Np001G0326400
OG0008439	AT5G44540.1	Np001G0395900
OG0008440	AT5G44520.2	Np001G0396100
OG0008441	AT5G44350.1	Np001G0399200
OG0008442	AT5G44310.2	Np001G0399700
OG0008443	AT4G21220.1, AT4G05210.1	Np003G1847700
OG0008444	AT4G05150.1	Np003G1846900
OG0008445	AT4G05010.1	Np003G1841000
OG0008446	AT4G04950.1	Np003G1839200
OG0008447	AT4G29890.1	Np005G2745800
OG0008448	AT4G16180.2	Np005G3009600
OG0008449	AT4G16190.1	Np005G3009200, Np005G3009500
OG0008450	AT1G48090.2	Np004G1999900
OG0008451	AT1G48130.1	Np004G1998800
OG0008452	AT1G48320.1	Np004G1996700
OG0008453	AT1G48745.1	Np004G1990700
OG0008454	AT1G48850.1	Np004G1989300, Np002G0809200
OG0008455	AT1G49230.1	Np004G1984500
OG0008456	AT1G74940.1	Np002G0786500
OG0008457	AT4G39520.1	Np005G2616800
OG0008458	AT4G39720.2	Np005G2619000
OG0008459	AT4G39870.1	Np005G2620900
OG0008460	AT4G39980.1	Np005G2622700
OG0008461	AT4G40080.1	Np005G2624600
OG0008462	AT4G37940.1	Np005G2626900
OG0008463	AT4G37870.1	Np005G2698900
OG0008464	AT4G37830.3	Np005G2698300
OG0008465	AT4G37740.1	Np005G2697200
OG0008466	AT4G37690.1, AT4G38310.1	Np005G2696700, Np030G4399700, Np006G3526900, Np006G3480100
OG0008467	AT4G37680.3, AT4G38320.1	Np005G2696500
OG0008468	AT4G37290.1	Np005G2691300
OG0008469	AT4G37260.1	Np005G2691000
OG0008470	AT4G36990.1	Np005G2688500
OG0008471	AT4G37130.1	Np005G2686900
OG0008472	AT4G36870.1	Np005G2685900
OG0008473	AT4G36760.2	Np005G2684700
OG0008474	AT4G36620.1	Np005G2682800
OG0008475	AT4G36520.1	Np005G2681800
OG0008476	AT4G36260.1	Np005G2679500
OG0008477	AT4G35940.1	Np005G2675200
OG0008478	AT4G35730.1	Np005G2672000
OG0008479	AT4G35490.1	Np005G2665300
OG0008480	AT4G35280.1	Np005G2661400
OG0008481	AT4G35320.1	Np007G3980400, Np005G2662400
OG0008483	AT4G34970.1	Np005G2656400
OG0008484	AT4G34850.1	Np005G2654800
OG0008485	AT4G34580.1	Np005G2649600
OG0008486	AT4G34560.1	Np005G2649100
OG0008487	AT4G34440.1	Np005G2647900, Np005G2648200
OG0008488	AT4G34230.1	Np005G2645100
OG0008489	AT4G34160.1	Np005G2644100
OG0008490	AT4G32270.1	Np005G2705700
OG0008491	AT4G32272.2	Np005G2705600
OG0008492	AT4G32280.1	Np005G2705500
OG0008493	AT4G32290.1	Np005G2705300
OG0008494	AT4G32540.2	Np005G2701300
OG0008495	AT4G32680.1	Np005G2699400
OG0008496	AT4G32980.1	Np005G2631100
OG0008497	AT4G33100.1	Np005G2632300
OG0008498	AT4G33160.2	Np005G2633000
OG0008499	AT4G33220.1	Np005G2633500
OG0008501	AT4G33780.1	Np005G2640000
OG0008502	AT4G33985.1	Np005G2642100
OG0008503	AT4G34030.1	Np005G2642600
OG0008504	AT4G34050.3	Np005G2642800
OG0008505	AT4G32180.1	Np005G2706100
OG0008506	AT4G32160.1	Np005G2707800
OG0008507	AT4G31880.1	Np005G2712100
OG0008508	AT4G31510.1	Np005G2717100, Np005G2737700, Np005G2736800
OG0008509	AT4G31410.1	Np005G2718100
OG0008510	AT4G31400.1	Np005G2718200
OG0008511	AT4G31290.1	Np005G2721700
OG0008512	AT4G31140.1	Np005G2723100
OG0008513	AT2G24220.2	Np006G3662300, Np006G3661500
OG0008514	AT3G23900.1	Np007G3856200
OG0008515	AT3G24170.1	Np007G3859200
OG0008516	AT3G24120.2	Np007G3860400
OG0008517	AT3G24110.1	Np007G3860500
OG0008518	AT3G23940.1	Np007G3863300
OG0008519	AT1G72650.2	Np002G0821200
OG0008520	AT1G72530.2	Np002G0822600
OG0008521	AT2G09970.1, AT1G72510.1	Np002G0824000
OG0008522	AT1G72390.1	Np002G0825500
OG0008523	AT1G72310.1	Np002G0826300
OG0008524	AT1G72250.3	Np002G0827100
OG0008525	AT1G72240.1	Np002G0827200
OG0008526	AT1G72190.1	Np002G0827900
OG0008528	AT1G72160.1	Np002G0828300
OG0008529	AT1G23205.1	Np004G2306600
OG0008530	AT1G23330.1	Np004G2304500
OG0008531	AT1G23440.1	Np004G2302000
OG0008532	AT1G27210.1	Np004G2285400
OG0008533	AT1G27090.1	Np004G2279400
OG0008534	AT1G26560.1	Np004G2258900
OG0008536	AT1G27290.1	Np004G2101400
OG0008537	AT4G24490.1	Np005G2822300
OG0008538	AT4G02100.1	Np003G1870900
OG0008539	AT5G50760.1	Np003G1721100
OG0008540	AT4G01670.1	Np003G1876900
OG0008541	AT4G01600.1	Np003G1877600
OG0008542	AT4G01560.1	Np003G1878200
OG0008543	AT4G01410.1	Np003G1880700
OG0008544	AT3G06455.1, AT4G01000.1	Np003G1883600
OG0008545	AT4G01037.1	Np003G1884100
OG0008546	AT4G01050.2	Np003G1884300
OG0008547	AT4G01320.1	Np003G1888800
OG0008548	AT4G00720.1	Np003G1891000
OG0008549	AT4G00570.1	Np003G1891900
OG0008550	AT4G00450.1	Np003G1893100
OG0008552	AT2G21050.1	Np006G3712200
OG0008553	AT1G24520.1	Np004G2097600
OG0008554	AT1G25380.1	Np004G2092500
OG0008555	AT1G25540.1	Np004G2090600
OG0008556	AT1G25580.1	Np004G2089800
OG0008557	AT1G25682.1, AT1G25988.1	Np004G2089600
OG0008558	AT4G26470.3	Np005G2791900
OG0008559	AT4G26940.1	Np005G2786500
OG0008560	AT4G27420.1	Np005G2780300
OG0008561	AT4G27410.3	Np005G2780400
OG0008562	AT4G27470.1	Np005G2779600
OG0008563	AT4G27600.1	Np005G2775100
OG0008564	AT4G27650.1, AT3G58390.1	Np005G2774600
OG0008565	AT4G27940.1	Np005G2770700
OG0008567	AT4G28025.1	Np005G2769500
OG0008568	AT4G28040.1	Np005G2769300
OG0008569	AT4G28050.1	Np005G2769100
OG0008570	AT4G28080.1	Np005G2768700
OG0008571	AT4G28340.1, AT4G28330.1	Np005G2765900
OG0008572	AT1G06340.1	Np003G1800300
OG0008573	AT1G11070.4	Np004G2475600
OG0008574	AT1G14840.1	Np004G2416300
OG0008575	AT1G23980.1	Np004G2294400
OG0008576	AT1G26620.1	Np004G2260000
OG0008577	AT1G25440.1	Np004G2091600
OG0008580	AT1G53790.2	Np004G1924800
OG0008581	AT1G44130.1	Np004G2028300
OG0008582	AT1G44318.1	Np004G2026300
OG0008583	AT3G14470.1	Np007G4054700
OG0008584	AT1G63670.1	Np002G1228600
OG0008585	AT1G60240.1	Np002G1157900
OG0008586	AT1G68240.1	Np002G0896800
OG0008587	AT1G68990.2	Np002G0876700
OG0008588	AT1G77790.1, AT1G77780.1	Np002G0744400
OG0008593	AT2G19820.1, AT2G19510.1, AT1G36000.1	Np007G3733000
OG0008594	AT3G23060.1	Np007G3840200
OG0008596	AT2G21780.1	Np006G3702200
OG0008597	AT2G22030.1	Np006G3694100
OG0008598	AT2G22760.1	Np001G0366100, Np006G3684300, Np006G3684200
OG0008599	AT2G22790.1	Np006G3683600
OG0008600	AT2G23350.1	Np006G3674600
OG0008601	AT2G24150.1	Np006G3663300
OG0008602	AT2G24260.1	Np006G3660200
OG0008603	AT2G25690.1	Np006G3635600, Np006G3635900, Np006G3635100
OG0008604	AT2G30820.1	Np006G3469300, Np006G3539400
OG0008605	AT2G34200.1	Np006G3427000
OG0008606	AT4G14226.1	Np001G0506000
OG0008607	AT3G27025.1	Np001G0216300
OG0008609	AT3G29400.1	Np001G0187300
OG0008611	AT5G14090.1	Np003G1409800
OG0008612	AT5G16950.1	Np003G1441500
OG0008613	AT5G24140.1	Np001G0113300
OG0008615	AT4G11890.3	Np003G1815400, Np003G1815300
OG0008616	AT4G32820.2	Np005G2629100
OG0008617	AT4G26440.1	Np005G2792400
OG0008618	AT4G24204.3	Np005G2826800
OG0008619	AT4G24180.3	Np005G2827200
OG0008620	AT4G20080.1, AT5G44760.1	Np001G0390500
OG0008622	AT5G43155.1, AT5G43160.1	Np001G0417400
OG0008623	AT5G48490.1, AT5G48485.1	Np001G0176200
OG0008624	AT5G48150.1	Np001G0180100
OG0008625	AT5G48580.1	Np001G0174400
OG0008626	AT5G48940.1	Np006G3512700, Np002G0971000, Np001G0169800
OG0008627	AT5G49120.1	Np001G0167200
OG0008628	AT5G50670.1, AT5G50570.1	Np003G1724900
OG0008629	AT5G53390.1	Np003G1639200
OG0008630	AT5G53590.1	Np003G1635400
OG0008631	AT5G08480.2	Np003G1348700
OG0008649	AT4G30410.1	Np005G2733400
OG0008650	AT4G30440.1	Np005G2732800
OG0008651	AT4G23050.2	Np005G2844100
OG0008652	AT4G23020.2	Np005G2844300
OG0008653	AT3G46640.3	Np001G0463900
OG0008654	AT3G46750.1	Np001G0465300
OG0008655	AT3G48580.1	Np001G0491800
OG0008656	AT3G48550.1	Np001G0491400
OG0008657	AT1G10417.4	Np004G2483700
OG0008658	AT3G48480.1	Np001G0487800
OG0008659	AT3G48000.1	Np001G0479500
OG0008660	AT3G48150.1	Np001G0480900
OG0008661	AT3G48187.1	Np001G0481600
OG0008662	AT2G01060.1	Np001G0328500
OG0008663	AT2G01820.1	Np001G0265800
OG0008664	AT5G40480.1	Np005G3177500
OG0008665	AT5G18120.1	Np003G1456000
OG0008666	AT5G17860.1	Np003G1452500
OG0008667	AT5G17850.1	Np003G1452400
OG0008668	AT5G17680.2	Np003G1450400
OG0008669	AT3G13490.1	Np007G4074800
OG0008670	AT5G17290.1	Np003G1444900
OG0008671	AT5G16760.1	Np003G1439300
OG0008672	AT5G16750.1	Np003G1439200
OG0008673	AT5G16710.1	Np003G1438600
OG0008674	AT5G16690.1	Np003G1438200
OG0008675	AT5G16660.1	Np003G1438000
OG0008676	AT5G16620.1	Np003G1437500
OG0008677	AT5G16490.1	Np003G1435800
OG0008678	AT5G16320.1	Np003G1434000
OG0008679	AT2G44530.1	Np006G3255600
OG0008681	AT5G16150.1	Np003G1431800
OG0008682	AT5G16110.1	Np003G1431400
OG0008683	AT5G15950.1	Np003G1429600
OG0008684	AT5G15802.1	Np003G1427400
OG0008685	AT5G15790.4	Np003G1427200
OG0008686	AT5G15780.1	Np003G1427100
OG0008688	AT5G15640.1	Np003G1425700
OG0008689	AT5G15600.1	Np003G1425400
OG0008690	AT1G33320.1	Np003G1422800
OG0008691	AT5G15270.1	Np003G1422000
OG0008692	AT2G32850.2	Np006G3574400
OG0008693	AT5G15050.1	Np003G1419300
OG0008694	AT1G04870.2	Np003G1627400, Np007G4203100
OG0008695	AT3G15470.1	Np007G4036700
OG0008696	AT5G14260.1	Np003G1411500
OG0008697	AT5G14180.1	Np003G1410700
OG0008698	AT5G13920.2	Np003G1408000
OG0008699	AT5G13870.1	Np003G1407400
OG0008700	AT5G55500.1	Np003G1596300
OG0008701	AT5G13670.1	Np003G1405100
OG0008702	AT5G13560.1	Np003G1403800
OG0008703	AT5G13340.1	Np003G1400900
OG0008704	AT5G13280.1	Np003G1400200
OG0008705	AT5G13150.1	Np003G1398300
OG0008706	AT5G13140.1	Np003G1398200
OG0008707	AT5G13100.1	Np003G1397800
OG0008708	AT5G13070.1	Np003G1397400
OG0008709	AT5G13060.1	Np003G1397300
OG0008711	AT5G12430.1	Np003G1393000
OG0008712	AT5G12330.4	Np003G1391900
OG0008713	AT5G12320.1	Np003G1391700
OG0008714	AT5G12260.1	Np003G1391200
OG0008715	AT5G12190.1	Np003G1390400
OG0008716	AT5G11980.1	Np003G1387500, Np003G1388100
OG0008717	AT5G11960.1	Np003G1386900
OG0008718	AT5G11910.4	Np003G1386100
OG0008719	AT5G11900.1	Np003G1386000
OG0008720	AT5G11850.1	Np003G1385500
OG0008721	AT5G11560.1	Np003G1382100
OG0008722	AT5G11320.1	Np003G1379000
OG0008723	AT5G55125.1	Np003G1605600
OG0008724	AT5G11130.1	Np003G1377100
OG0008725	AT5G11000.1	Np003G1374300
OG0008726	AT5G10990.1	Np003G1374200
OG0008727	AT5G10730.1	Np003G1370900
OG0008728	AT5G10650.1	Np003G1370100
OG0008729	AT5G10480.3	Np003G1368200
OG0008730	AT5G10150.1	Np003G1364500
OG0008731	AT5G10030.1	Np003G1362900
OG0008732	AT5G09880.1	Np003G1361500
OG0008733	AT5G09680.3	Np003G1359400
OG0008734	AT5G09330.1	Np003G1354500
OG0008735	AT5G09310.1	Np003G1354200
OG0008736	AT5G09225.1	Np003G1353200, Np001G0052900
OG0008737	AT5G08580.1	Np003G1350800
OG0008738	AT5G08560.1	Np003G1350000
OG0008739	AT3G28730.1	Np001G0196100
OG0008740	AT5G50360.1	Np003G1729600
OG0008742	AT5G08240.1	Np003G1344200
OG0008743	AT5G08060.1	Np003G1342300
OG0008744	AT5G07950.1	Np003G1341000
OG0008745	AT5G07920.1	Np003G1340600
OG0008746	AT5G07820.1	Np003G1338400
OG0008747	AT5G07580.1	Np003G1335500
OG0008748	AT4G02810.1	Np003G1860100
OG0008749	AT4G02830.1	Np003G1859900
OG0008750	AT4G03110.1	Np003G1856400
OG0008751	AT4G03115.3	Np003G1856200
OG0008752	AT4G03280.1	Np003G1853900
OG0008753	AT4G25100.1	Np005G2812100, Np004G2253700
OG0008754	AT5G51020.1	Np005G2812400
OG0008755	AT4G24910.1	Np005G2815000
OG0008756	AT4G24900.1	Np005G2815100
OG0008757	AT4G00895.1	Np003G1882600
OG0008758	AT2G26670.1	Np006G3622300
OG0008759	AT2G26690.1	Np006G3621200, Np007G3961100
OG0008760	AT2G26800.2	Np006G3618500
OG0008762	AT2G27230.1	Np006G3611300
OG0008763	AT2G27290.1	Np006G3610400
OG0008764	AT2G27350.3	Np006G3609100
OG0008765	AT2G27370.1	Np006G3609000
OG0008766	AT2G27590.1	Np006G3580200
OG0008767	AT3G44760.1	Np004G2030500
OG0008768	AT2G27740.1	Np006G3581400
OG0008769	AT2G27790.1	Np005G3168900, Np006G3582800, Np005G3169500
OG0008770	AT2G27810.4	Np005G3169200, Np006G3583800
OG0008771	AT2G27880.1	Np006G3584700, Np003G1321700
OG0008772	AT2G27980.1	Np006G3586300
OG0008773	AT2G28090.1	Np006G3704400, Np006G3697200
OG0008774	AT2G28110.1	Np006G3588500
OG0008775	AT2G28120.1	Np006G3588700
OG0008776	AT2G28380.1	Np006G3591900
OG0008777	AT2G28430.1	Np006G3593000
OG0008778	AT2G28600.1	Np006G3595800
OG0008779	AT2G28630.1	Np006G3596200
OG0008780	AT2G28780.1	Np006G3598700
OG0008781	AT2G28790.2	Np006G3599000
OG0008782	AT2G28800.1	Np006G3599100
OG0008784	AT2G28880.1	Np006G3599900
OG0008785	AT2G28950.1	Np006G3600600
OG0008786	AT2G29060.1	Np006G3601500
OG0008787	AT2G29400.1	Np006G3605900
OG0008788	AT2G29410.1	Np006G3424200
OG0008789	AT2G30010.2	Np006G3520200
OG0008790	AT2G30070.1	Np006G3517000
OG0008791	AT2G30105.1	Np006G3514300
OG0008792	AT2G30130.1	Np006G3523900
OG0008793	AT2G30280.1	Np006G3526300
OG0008794	AT2G30380.1	Np006G3530800, Np006G3477400
OG0008795	AT2G30520.1	Np006G3534200, Np006G3473100
OG0008796	AT2G30530.1	Np006G3534300, Np006G3472900
OG0008797	AT2G30710.1	Np006G3470400, Np006G3537600, Np001G0497000
OG0008798	AT2G31060.3	Np006G3545000, Np006G3485700
OG0008799	AT2G31100.1	Np006G3546400, Np006G3483000
OG0008800	AT2G31110.2	Np006G3546500, Np006G3482900
OG0008801	AT2G31190.1	Np006G3481800, Np006G3547600
OG0008802	AT2G31260.1	Np006G3548400
OG0008803	AT2G31280.3	Np006G3549300
OG0008804	AT2G31360.1	Np006G3550900
OG0008805	AT2G31410.1	Np006G3551600
OG0008806	AT2G31750.2	Np006G3555500
OG0008807	AT2G31820.1	Np006G3556000
OG0008809	AT2G32100.1	Np006G3561000
OG0008810	AT2G32510.1	Np006G3569500
OG0008811	AT2G32300.2	Np006G3565800
OG0008812	AT4G13070.1	Np005G3079500
OG0008814	AT2G32810.1	Np006G3573600
OG0008815	AT2G33180.1	Np006G3577500
OG0008816	AT2G33255.1	Np006G3578900
OG0008818	AT2G33320.1	Np008G4280300, Np006G3498100
OG0008820	AT2G33390.1	Np001G0641600
OG0008821	AT5G43310.1	Np001G0414600
OG0008822	AT5G43540.1	Np001G0412000
OG0008823	AT5G43650.1	Np007G3776800
OG0008824	AT5G43750.1	Np001G0408500
OG0008825	AT5G43850.1	Np001G0407300
OG0008826	AT5G43870.1	Np001G0407000
OG0008827	AT4G24500.1	Np005G2822200
OG0008828	AT5G44260.1	Np001G0400800
OG0008829	AT4G03490.3	Np003G1851900
OG0008830	AT4G25170.2	Np005G2811400
OG0008831	AT4G25190.2	Np005G2811200
OG0008832	AT4G25340.1	Np005G2808900
OG0008833	AT1G47820.1, AT1G47813.1	Np004G2003100
OG0008834	AT1G47750.1	Np004G2003200
OG0008835	AT1G47670.1	Np004G2004700, Np005G3086000
OG0008836	AT1G47603.1	Np004G2006200
OG0008837	AT1G47510.1	Np004G2007300
OG0008838	AT1G47420.1	Np004G2008000
OG0008839	AT1G45180.1	Np004G2019100
OG0008840	AT1G45976.1	Np004G2015800
OG0008841	AT1G47200.1	Np004G2011400
OG0008842	AT1G27730.1	Np004G2105700
OG0008843	AT1G27930.1	Np004G2107100
OG0008844	AT1G28150.1	Np004G2109800
OG0008845	AT3G25160.1	Np007G3878400
OG0008846	AT1G28300.1	Np004G2112100
OG0008847	AT1G28400.1	Np004G2113800, Np005G2668800
OG0008848	AT1G29050.1	Np004G2118300
OG0008849	AT1G29220.2	Np004G2121200
OG0008850	AT1G29200.2	Np004G2121300
OG0008851	AT1G29280.1	Np004G2123400
OG0008852	AT1G29670.2	Np004G2128500
OG0008853	AT5G49270.1	Np001G0165800
OG0008854	AT1G29750.2	Np004G2129500
OG0008855	AT1G29940.1	Np004G2131400
OG0008856	AT1G29990.1	Np004G2132400
OG0008857	AT1G30330.2	Np004G2136500
OG0008858	AT1G30650.1	Np004G2141900
OG0008859	AT1G30690.1	Np004G2142300
OG0008860	AT1G30755.1	Np004G2144200
OG0008861	AT1G30820.1	Np004G2145900
OG0008862	AT1G30860.1	Np004G2147300
OG0008863	AT1G30910.1	Np004G2012100
OG0008864	AT1G30970.3	Np004G2149400
OG0008865	AT1G31240.1	Np004G2155200, Np003G1614500
OG0008866	AT1G31300.1	Np004G2155400
OG0008867	AT5G50390.1	Np003G1728400
OG0008868	AT1G31480.1	Np004G2160800
OG0008869	AT1G31817.1	Np004G2170900
OG0008870	AT1G31970.1	Np004G2175300
OG0008871	AT1G32340.1	Np004G2051000
OG0008872	AT1G32550.2	Np004G2054300
OG0008873	AT2G35300.1	Np006G3407200
OG0008874	AT2G02480.1	Np001G0254200
OG0008875	AT2G02850.1	Np001G0251200
OG0008876	AT2G03390.1	Np001G0246600
OG0008877	AT3G62010.1	Np001G0681600
OG0008878	AT5G66750.1	Np001G0011500
OG0008879	AT5G66780.1	Np001G0011700
OG0008880	AT5G66800.1	Np001G0012000
OG0008881	AT5G66930.3	Np001G0015000
OG0008882	AT5G66950.1	Np001G0015200
OG0008883	AT5G66980.1	Np001G0015400
OG0008884	AT5G67030.1	Np001G0016000
OG0008885	AT5G67110.1	Np001G0017100
OG0008886	AT5G67270.1	Np001G0019500
OG0008887	AT5G67300.1	Np001G0020100
OG0008888	AT5G67470.1	Np005G2668500, Np001G0022600
OG0008889	AT5G67550.1	Np001G0023500
OG0008890	AT5G65925.1	Np001G0024500
OG0008891	AT5G65683.1	Np001G0027900
OG0008892	AT5G65640.1	Np001G0028300
OG0008893	AT5G65540.1	Np001G0029100
OG0008894	AT5G65250.1	Np001G0032800
OG0008895	AT5G65140.1	Np001G0035500
OG0008896	AT5G65130.2	Np001G0035600
OG0008897	AT5G65110.1	Np001G0035800
OG0008898	AT5G65020.1	Np001G0036800
OG0008899	AT5G64930.1	Np001G0600400, Np001G0037800
OG0008900	AT5G64820.1	Np001G0039600
OG0008901	AT5G64640.1	Np001G0042300
OG0008902	AT5G64330.1	Np001G0046400
OG0008903	AT5G64230.1	Np001G0047900
OG0008904	AT5G64060.1	Np001G0050700
OG0008905	AT5G63940.1	Np001G0052000
OG0008906	AT5G63890.2	Np001G0052600
OG0008907	AT5G63800.1	Np001G0053500
OG0008909	AT5G63480.1	Np001G0059000
OG0008910	AT5G63350.1	Np001G0060900
OG0008911	AT5G63220.1	Np001G0062200
OG0008912	AT5G62940.1	Np001G0067500
OG0008913	AT5G62865.1	Np001G0068500
OG0008914	AT5G62820.1	Np001G0069000
OG0008915	AT5G62740.1	Np001G0069600, Np001G0069900
OG0008916	AT5G62640.3	Np001G0071000
