Orthogroup	Alyssum_gmelinii	Arabidopsis_thaliana
OG0007601	Ag078G5343800	AT1G73360.1
OG0007602	Ag078G5359700	AT1G73805.1
OG0007603	Ag078G5359900	AT1G73820.2
OG0007604	Ag078G5384200	AT1G74480.1
OG0007605	Ag078G5384500	AT1G74520.1
OG0007606	Ag078G5392300	AT1G74730.1
OG0007607	Ag056G4932200	AT1G68520.1
OG0007608	Ag056G4941200	AT4G32360.1
OG0007609	Ag056G4943700	AT1G68910.1
OG0007610	Ag056G4944400	AT1G69010.1
OG0007611	Ag045G4507300	AT4G28485.2
OG0007612	Ag045G4507800	AT4G28520.1
OG0007613	Ag045G4511300	AT4G28610.1
OG0007614	Ag045G4513800	AT4G28720.1
OG0007615	Ag045G4524600	AT4G29210.1
OG0007616	Ag092G5458200	AT5G53150.2
OG0007617	Ag016G2326900, Ag037G4127600, Ag002G0124400, Ag063G5069200	AT3G26440.5
OG0007618	Ag002G0119700, Ag002G0120000, Ag063G5071800, Ag008G0937900, Ag008G0964200	AT3G51020.1
OG0007619	Ag002G0115700, Ag063G5075100	AT1G63650.1
OG0007620	Ag002G0102900, Ag063G5090000	AT1G63980.1
OG0007621	Ag071G5237100	AT5G39940.1
OG0007622	Ag071G5237300	AT5G39950.1
OG0007623	Ag012G1278300	AT3G29320.1
OG0007624	Ag012G1292400	AT3G43850.1
OG0007625	Ag043G4457300, Ag011G1253600, Ag012G1300700, Ag003G0309000	AT5G49410.1
OG0007626	Ag012G1308700	AT3G27260.3
OG0007627	Ag012G1310900	AT3G27160.2
OG0007628	Ag012G1319500	AT3G26790.1
OG0007629	Ag012G1320800	AT3G26740.1
OG0007630	Ag012G1321100	AT3G26710.1
OG0007631	Ag012G1325600	AT3G26370.1
OG0007632	Ag012G1326400	AT3G26140.3
OG0007633	Ag034G3688100, Ag012G1335600, Ag023G2836000	AT5G51040.3
OG0007634	Ag034G4074000, Ag057G4951200	AT1G69930.1
OG0007635	Ag057G4953100	AT1G69870.1
OG0007636	Ag057G4954600	AT1G69840.1
OG0007637	Ag057G4955300	AT1G69810.1
OG0007638	Ag057G4955400	AT1G69800.2
OG0007639	Ag031G3377800, Ag057G4959400	AT2G05990.1
OG0007641	Ag006G0794000, Ag058G4992100	AT5G46280.1
OG0007642	Ag006G0797500, Ag058G4989300	AT5G46220.1
OG0007643	Ag006G0798700, Ag043G4460800	AT5G48545.1
OG0007644	Ag006G0799200, Ag058G4983400	AT5G46160.1
OG0007645	Ag058G4981100, Ag006G0801400	AT5G46110.4
OG0007646	Ag058G4981000, Ag006G0801500	AT5G46100.1
OG0007647	Ag058G4980500, Ag006G0802200	AT5G46080.1
OG0007649	Ag006G0832700	AT5G45360.1
OG0007650	Ag006G0833200	AT5G35700.1
OG0007651	Ag006G0835200	AT5G45275.1
OG0007652	Ag083G5412700, Ag001G0000200	AT1G49540.2
OG0007653	Ag001G0000400, Ag083G5412500	AT1G49560.1
OG0007654	Ag001G0011000	AT4G25820.1
OG0007655	Ag001G0022700	AT1G50120.2
OG0007656	Ag001G0025100	AT1G50240.2
OG0007658	Ag001G0035800	AT1G50610.1
OG0007659	Ag001G0048300	AT1G50910.1
OG0007660	Ag001G0054300	AT1G51210.1
OG0007661	Ag001G0057200	AT1G51405.1
OG0007662	Ag001G0062000	AT1G51630.1
OG0007663	Ag001G0062300	AT1G51660.1
OG0007664	Ag001G0063500	AT1G51745.1
OG0007665	Ag001G0067900	AT1G51950.1
OG0007666	Ag034G3705600, Ag001G0070400	AT1G04950.1
OG0007667	Ag001G0070600	AT1G52080.1
OG0007668	Ag001G0073200	AT1G52150.2
OG0007669	Ag001G0078300	AT1G52342.1
OG0007670	Ag001G0084700	AT1G52760.1
OG0007671	Ag034G3928600, Ag023G2812800, Ag001G0088500	AT1G17640.1
OG0007672	Ag023G2797300	AT5G42740.1
OG0007673	Ag015G2194100	AT2G22610.3
OG0007674	Ag023G2799700	AT5G42830.1
OG0007675	Ag023G2800400	AT5G42870.1
OG0007676	Ag023G2805000	AT2G33490.1
OG0007677	Ag023G2805700	AT2G33550.1
OG0007678	Ag023G2811000	AT2G33830.2
OG0007679	Ag023G2811400	AT2G33835.1
OG0007680	Ag023G2812400	AT2G33860.1
OG0007681	Ag023G2813300	AT2G34000.1
OG0007682	Ag023G2818300	AT2G34400.1
OG0007683	Ag023G2818500	AT2G34450.2
OG0007684	Ag023G2820600	AT2G34570.1
OG0007685	Ag023G2824700	AT2G34780.1
OG0007686	Ag023G2825100	AT5G49540.1
OG0007687	Ag023G2839100	AT2G35470.1
OG0007688	Ag023G2844900	AT2G35700.1
OG0007689	Ag042G4397800, Ag023G2845600, Ag023G2845500, Ag034G3759800	AT1G08710.2
OG0007691	Ag023G2848200	AT2G35900.1
OG0007692	Ag050G4741800	AT4G19430.1
OG0007693	Ag050G4747800	AT4G19170.1
OG0007694	Ag050G4754700, Ag050G4754600	AT4G18930.1
OG0007695	Ag050G4768100	AT4G18550.2
OG0007696	Ag050G4771700	AT4G18450.1
OG0007697	Ag050G4774500	AT4G18370.1
OG0007698	Ag050G4782700	AT4G18070.1
OG0007699	Ag050G4783500	AT4G18020.1
OG0007700	Ag050G4785800	AT4G17950.1
OG0007701	Ag050G4790600	AT4G17840.1
OG0007702	Ag050G4791000	AT4G17810.1
OG0007703	Ag050G4793200	AT4G17720.1
OG0007704	Ag050G4793500	AT4G17695.1
OG0007705	Ag050G4794200	AT4G17620.1
OG0007706	Ag050G4797300	AT4G17430.1
OG0007707	Ag058G4994000	AT5G46370.1
OG0007708	Ag008G0936100, Ag008G0966200	AT3G51140.1
OG0007709	Ag008G0936700, Ag008G0965600	AT3G51100.1
OG0007710	Ag008G0936800, Ag008G0965500	AT3G51090.1
OG0007711	Ag008G0937500, Ag008G0964500, Ag008G0937600	AT3G51030.1
OG0007712	Ag008G0942900	AT3G50830.1
OG0007713	Ag008G0944100, Ag008G0944200	AT3G50810.1
OG0007714	Ag077G5316900, Ag033G3487900	AT4G23620.2
OG0007715	Ag077G5320600, Ag033G3491800	AT4G23500.1
OG0007716	Ag073G5264100, Ag051G4803600	AT5G52440.1
OG0007717	Ag051G4804000	AT5G52420.1
OG0007718	Ag051G4805300	AT5G52340.1
OG0007719	Ag051G4815100	AT5G51700.1
OG0007720	Ag051G4816600	AT5G51430.1
OG0007722	Ag034G3830500, Ag051G4828900	AT5G50930.1
OG0007723	Ag051G4829600	AT5G50900.1
OG0007724	Ag044G4472700, Ag011G1209800	AT2G07050.1
OG0007725	Ag044G4479900	AT2G14890.1
OG0007726	Ag044G4485100	AT2G15620.1
OG0007727	Ag044G4487800	AT2G15860.2
OG0007728	Ag044G4492800	AT2G16365.1
OG0007729	Ag044G4494600	AT2G16630.1
OG0007730	Ag044G4498000	AT2G16910.1
OG0007731	Ag044G4500600	AT2G17033.2
OG0007732	Ag044G4504500	AT2G17240.1
OG0007733	Ag052G4848700, Ag033G3475900	AT4G24100.4
OG0007734	Ag052G4842400, Ag033G3481700	AT4G23930.1
OG0007735	Ag052G4841900, Ag033G3482000	AT4G23980.1
OG0007736	Ag052G4838100, Ag033G3485100	AT4G23730.3
OG0007737	Ag033G3491500	AT4G23493.1
OG0007738	Ag033G3508100	AT4G22930.1
OG0007739	Ag033G3509500	AT4G22880.1
OG0007740	Ag039G4292400, Ag033G3513500	AT4G22755.1
OG0007741	Ag033G3519500	AT4G22540.1
OG0007742	Ag033G3524900	AT4G22310.1
OG0007743	Ag033G3528300	AT4G22250.1
OG0007744	Ag024G2896500	AT1G64610.1
OG0007745	Ag033G3560100	AT4G19980.1
OG0007746	Ag033G3568100	AT4G20030.1
OG0007748	Ag033G3577400	AT4G20270.1
OG0007750	Ag033G3578800	AT4G20325.1
OG0007751	Ag033G3583200	AT4G20460.1
OG0007752	Ag033G3608900	AT4G21450.3
OG0007753	Ag033G3615400	AT4G21680.1
OG0007754	Ag033G3620600, Ag033G3621100, Ag033G3621000	AT4G21770.1
OG0007755	Ag033G3626500	AT5G17910.1
OG0007756	Ag031G3157100, Ag033G3644700	AT5G66690.1, AT5G26310.1
OG0007757	Ag028G3079100, Ag026G2983000	AT4G09560.1
OG0007758	Ag028G3084300, Ag026G2979100	AT5G42150.1
OG0007759	Ag026G2977400, Ag028G3085900	AT5G42650.1
OG0007760	Ag031G3138900	AT4G16444.1
OG0007761	Ag031G3141400, Ag067G5179000	AT4G16630.1
OG0007762	Ag031G3143600	AT4G16750.1
OG0007763	Ag031G3144200	AT4G16790.1
OG0007764	Ag031G3144800	AT4G16830.1
OG0007765	Ag031G3150300, Ag014G1857400	AT3G06550.2
OG0007766	Ag031G3150700	AT3G01910.1
OG0007767	Ag031G3154600	AT3G01530.1
OG0007768	Ag031G3155600	AT3G01470.1
OG0007769	Ag031G3155700	AT3G01460.1
OG0007770	Ag031G3155900	AT3G01440.1
OG0007772	Ag031G3161700, Ag031G3161500	AT5G66400.1
OG0007773	Ag031G3163100	AT5G66320.1
OG0007774	Ag031G3163400	AT5G66290.2
OG0007775	Ag017G2431900	AT3G51390.1
OG0007776	Ag017G2414700, Ag031G3171400, Ag017G2414800	AT3G63250.1
OG0007777	Ag031G3172000	AT3G63200.1
OG0007778	Ag031G3172700	AT3G63170.1
OG0007779	Ag031G3175800	AT3G62940.2
OG0007780	Ag031G3348100, Ag031G3354600, Ag031G3348300, Ag031G3347500, Ag031G3180500, Ag031G3186400, Ag031G3180200, Ag031G3180600	AT3G62460.1
OG0007781	Ag031G3183100	AT3G62420.1
OG0007782	Ag031G3189800	AT3G62180.2
OG0007783	Ag031G3189900	AT3G62170.1
OG0007784	Ag031G3191200	AT3G62110.1
OG0007785	Ag031G3191500	AT3G62080.2
OG0007786	Ag031G3195200	AT3G61920.1
OG0007787	Ag031G3199800	AT3G61770.1
OG0007788	Ag031G3200300, Ag031G3200100	AT3G61740.1
OG0007789	Ag031G3204000	AT3G61610.1
OG0007790	Ag031G3205700	AT5G28370.1, AT5G28460.1, AT3G61520.1
OG0007791	Ag031G3206200	AT3G61470.1
OG0007792	Ag031G3209900	AT3G61300.1
OG0007793	Ag031G3210700	AT3G61270.1
OG0007794	Ag031G3211100	AT3G61230.1
OG0007795	Ag031G3218000	AT3G60650.1
OG0007796	Ag031G3219700, Ag031G3219600	AT3G60570.1
OG0007797	Ag031G3223400	AT3G60380.1
OG0007798	Ag031G3226200	AT3G60200.1
OG0007799	Ag031G3229100	AT3G60110.1
OG0007800	Ag003G0353500	AT2G43770.1
OG0007801	Ag031G3236200	AT3G59710.2
OG0007802	Ag031G3237100	AT3G59670.1
OG0007803	Ag031G3241100	AT3G59530.1
OG0007804	Ag031G3241400	AT3G59510.1
OG0007805	Ag031G3243000	AT3G59400.1
OG0007806	Ag031G3244100	AT2G43360.1
OG0007807	Ag031G3251500, Ag003G0372500	AT3G59090.2
OG0007808	Ag031G3252400	AT3G59020.2
OG0007809	Ag031G3258400	AT3G58850.1
OG0007810	Ag031G3258500	AT3G58840.1
OG0007811	Ag031G3259900	AT3G58760.3
OG0007812	Ag031G3260600	AT3G58710.1
OG0007813	Ag031G3262200	AT3G58630.1
OG0007814	Ag031G3281600	AT3G58160.1
OG0007815	Ag031G3282200	AT5G50320.1
OG0007816	Ag031G3291400, Ag031G3291500	AT3G57770.1
OG0007817	Ag031G3292000	AT3G57660.1
OG0007818	Ag031G3293100	AT3G57600.1
OG0007819	Ag031G3303700	AT3G57130.1
OG0007820	Ag031G3306900	AT3G57000.1
OG0007821	Ag031G3307600, Ag031G3307200	AT3G56990.1
OG0007822	Ag031G3320400	AT3G56480.1
OG0007823	Ag031G3325900	AT3G56200.1
OG0007824	Ag043G4459100, Ag031G3327400	AT5G48380.1
OG0007825	Ag031G3343000, Ag031G3328500	AT3G55510.1
OG0007826	Ag031G3329700	AT3G56050.1
OG0007827	Ag031G3334400	AT3G55800.1
OG0007828	Ag031G3343800	AT3G55450.2
OG0007829	Ag031G3364900	AT3G54670.1
OG0007830	Ag031G3365500	AT3G54630.1
OG0007831	Ag031G3369100	AT3G54470.1
OG0007832	Ag031G3369300	AT3G54450.1
OG0007833	Ag031G3370200	AT3G54400.1
OG0007834	Ag031G3371800	AT3G54340.1
OG0007835	Ag031G3372600	AT3G54320.1
OG0007836	Ag031G3372700	AT3G54310.1
OG0007837	Ag031G3372900	AT3G54290.1
OG0007838	Ag031G3377100	AT3G54130.1
OG0007839	Ag034G3824700, Ag031G3382800	AT1G12470.1
OG0007840	Ag031G3383600	AT3G53900.2
OG0007841	Ag031G3385400, Ag039G4258500	AT3G53780.2
OG0007842	Ag031G3387000	AT3G53620.1
OG0007843	Ag031G3388900	AT3G53530.2
OG0007844	Ag031G3399100	AT3G53130.1
OG0007845	Ag031G3405300	AT3G52960.1
OG0007846	Ag031G3412100	AT3G52740.1
OG0007847	Ag020G2560900	AT5G53950.1
OG0007848	Ag020G2561400, Ag020G2561300, Ag011G1116900	AT5G53910.1
OG0007849	Ag020G2567900	AT5G53550.1
OG0007850	Ag020G2570100	AT5G53500.1
OG0007851	Ag020G2572300	AT5G53440.1
OG0007852	Ag020G2572700	AT5G53420.1
OG0007853	Ag020G2575500	AT5G53290.1
OG0007854	Ag020G2575900	AT5G53280.1
OG0007855	Ag053G4871300, Ag025G2904800	AT4G16100.1
OG0007856	Ag029G3088600	AT3G24520.1
OG0007858	Ag029G3095800	AT3G24620.1
OG0007859	Ag029G3103600	AT3G25140.1
OG0007860	Ag029G3109800	AT2G04240.1
OG0007861	Ag029G3114700	AT2G04790.10
OG0007862	Ag029G3122500, Ag027G3036800	AT2G06530.1
OG0007863	Ag067G5174100	AT1G66820.1
OG0007864	Ag067G5174400	AT1G66850.1
OG0007865	Ag067G5176800	AT1G67040.2
OG0007866	Ag067G5180100	AT1G67140.2
OG0007867	Ag067G5181700	AT1G67220.1
OG0007868	Ag067G5181800	AT1G67230.1
OG0007869	Ag067G5184200	AT1G67330.1
OG0007871	Ag067G5184900	AT5G26720.1
OG0007872	Ag067G5185400	AT1G67370.1
OG0007873	Ag067G5185900	AT1G67410.1
OG0007874	Ag067G5186100	AT1G67420.4
OG0007875	Ag067G5187100	AT1G67480.1
OG0007876	Ag067G5189600	AT1G67590.1
OG0007877	Ag067G5191500	AT1G67710.1
OG0007878	Ag067G5192100	AT1G67730.1
OG0007879	Ag067G5193300	AT1G67785.1
OG0007880	Ag067G5195800	AT1G67910.1
OG0007881	Ag067G5196800	AT1G68010.2
OG0007882	Ag067G5201800, Ag067G5202200	AT1G68300.1
OG0007883	Ag067G5205200	AT1G68360.1
OG0007884	Ag067G5205600	AT1G68390.1
OG0007885	Ag042G4392000	AT2G18500.1
OG0007886	Ag042G4392600, Ag016G2339600	AT5G44790.1
OG0007887	Ag042G4396200, Ag042G4395700	AT2G18660.1
OG0007888	Ag042G4400300	AT2G18750.1
OG0007889	Ag042G4411700	AT2G19180.1
OG0007890	Ag042G4413500	AT2G02400.1
OG0007891	Ag042G4416300	AT3G28430.1
OG0007892	Ag042G4427200	AT2G19600.1
OG0007893	Ag039G4181500	AT2G41240.1
OG0007894	Ag039G4182500	AT2G41180.1
OG0007895	Ag039G4184200	AT2G41130.1
OG0007896	Ag039G4185900	AT2G41070.4
OG0007897	Ag017G2424900, Ag039G4190200	AT3G51720.1
OG0007898	Ag039G4194000	AT2G40780.1
OG0007899	Ag039G4195200	AT2G40730.1
OG0007900	Ag039G4199700	AT2G40540.1
OG0007901	Ag039G4202200	AT2G40470.1
OG0007902	Ag039G4215500	AT2G40180.1
OG0007903	Ag039G4216500, Ag039G4216700	AT2G40150.1
OG0007904	Ag039G4216900	AT2G40130.2
OG0007905	Ag039G4218700	AT2G40090.1
OG0007906	Ag039G4220300	AT2G39980.1
OG0007907	Ag039G4222400, Ag039G4221800, Ag036G4097600	AT1G65700.3
OG0007908	Ag039G4240000	AT2G39560.1
OG0007909	Ag039G4241300	AT2G39470.1
OG0007910	Ag039G4246500	AT2G39380.1
OG0007911	Ag039G4246700	AT2G39370.1
OG0007912	Ag039G4256700	AT2G39020.1
OG0007913	Ag039G4265600, Ag014G1859300	AT3G06660.1
OG0007914	Ag039G4266800	AT2G38840.1
OG0007915	Ag039G4267500	AT2G38820.2
OG0007916	Ag039G4269700	AT2G38770.1
OG0007917	Ag039G4269800	AT2G38760.1
OG0007918	Ag039G4270300	AT2G38750.1
OG0007919	Ag039G4270400	AT2G38740.1
OG0007920	Ag039G4271500	AT2G38690.1
OG0007921	Ag039G4271800	AT1G25210.2, AT1G25054.1, AT1G24793.1, AT1G25145.1
OG0007922	Ag039G4286100	AT5G37070.1
OG0007923	Ag039G4288100	AT2G38250.1
OG0007924	Ag039G4293100	AT2G37990.1
OG0007925	Ag039G4295300	AT2G37880.1
OG0007926	Ag014G1906700, Ag039G4296300	AT3G10010.1
OG0007927	Ag039G4300100	AT2G37750.1
OG0007928	Ag039G4300700	AT2G37740.1
OG0007929	Ag039G4302500	AT2G37678.1
OG0007930	Ag039G4313300	AT2G37400.1
OG0007931	Ag039G4319000	AT2G37200.2
OG0007932	Ag039G4321000	AT2G37110.1
OG0007933	Ag039G4322600	AT2G37080.1
OG0007934	Ag039G4326800	AT2G36970.1
OG0007935	Ag066G5129000	AT4G12530.1
OG0007936	Ag034G3841200, Ag066G5132600	AT4G12610.2
OG0007937	Ag066G5137300	AT2G01440.1
OG0007938	Ag066G5142200	AT4G04450.1
OG0007939	Ag066G5142500	AT4G04480.1
OG0007940	Ag066G5147400	AT4G04670.1
OG0007941	Ag030G3135700	AT4G12410.1
OG0007942	Ag015G2181900	AT2G21470.2
OG0007943	Ag011G1047800, Ag015G2186600	AT2G21870.1
OG0007944	Ag011G1054500, Ag015G2189500	AT2G22125.1
OG0007945	Ag015G2191700	AT2G22400.1
OG0007946	Ag015G2193700	AT2G22540.1
OG0007947	Ag015G2194000	AT2G22600.1
OG0007948	Ag015G2195100	AT2G22720.2
OG0007949	Ag025G2950000, Ag015G2196400	AT1G24340.1
OG0007950	Ag015G2196800	AT2G22770.1
OG0007951	Ag015G2197400	AT2G22870.1
OG0007952	Ag015G2197500	AT2G22880.1
OG0007953	Ag015G2198500	AT2G23140.1
OG0007954	Ag015G2198700	AT2G23310.1
OG0007955	Ag015G2199300	AT2G23360.1
OG0007956	Ag015G2200600	AT2G23810.1
OG0007957	Ag015G2201100	AT2G23990.2
OG0007958	Ag015G2203200	AT2G24120.1
OG0007959	Ag015G2208700	AT2G25970.1
OG0007960	Ag015G2210700	AT2G25560.1
OG0007961	Ag015G2218400	AT2G26250.1
OG0007962	Ag015G2220500	AT2G24430.1
OG0007963	Ag015G2221100	AT2G25740.1
OG0007964	Ag015G2229900	AT4G24560.1
OG0007965	Ag015G2230700	AT4G24550.2
OG0007966	Ag015G2233700	AT4G24290.2
OG0007967	Ag015G2235400	AT1G43770.2
OG0007968	Ag015G2240200	AT1G43890.1
OG0007969	Ag015G2241500	AT1G44110.1
OG0007970	Ag015G2244700	AT1G44800.1
OG0007971	Ag015G2247600	AT1G44835.2
OG0007972	Ag015G2257500	AT1G35720.1
OG0007973	Ag015G2257800	AT1G35660.1
OG0007974	Ag015G2259000	AT1G35460.1
OG0007975	Ag015G2262900	AT1G34630.1
OG0007976	Ag052G4868300, Ag015G2266400	AT1G34220.1
OG0007977	Ag015G2267400, Ag052G4866300	AT1G34130.1
OG0007978	Ag015G2270300, Ag052G4864400	AT1G34000.1
OG0007979	Ag052G4863800, Ag015G2271000	AT1G33800.1
OG0007980	Ag052G4863600, Ag015G2271200	AT1G33770.1
OG0007981	Ag026G3004500, Ag021G2579600	AT4G09830.1
OG0007982	Ag021G2579900, Ag026G3003800	AT4G09820.1
OG0007983	Ag021G2600700	AT4G10160.1
OG0007984	Ag021G2601700	AT4G10280.1
OG0007985	Ag021G2607300	AT4G10770.1
OG0007986	Ag021G2609800	AT5G37290.1
OG0007987	Ag021G2623600	AT4G11660.1
OG0007988	Ag021G2625600	AT4G12120.1
OG0007989	Ag038G4143000	AT5G19050.1
OG0007990	Ag038G4144000	AT5G19090.1
OG0007991	Ag038G4146100	AT5G19120.1
OG0007992	Ag038G4149000	AT5G19290.1
OG0007993	Ag038G4152900	AT5G19340.1
OG0007994	Ag038G4153000	AT5G26230.1
OG0007995	Ag038G4155000	AT5G26340.1
OG0007996	Ag038G4161300	AT5G26850.1
OG0007997	Ag088G5433300	AT2G20210.1
OG0007998	Ag088G5435100	AT2G20320.1
OG0007999	Ag088G5438000	AT2G20490.1
OG0008000	Ag003G0277900	AT2G48130.1
OG0008001	Ag003G0279200	AT2G48030.1
OG0008002	Ag003G0281100	AT2G47850.1
OG0008003	Ag003G0282500	AT4G10350.1
OG0008004	Ag003G0286300	AT2G47420.1
OG0008005	Ag003G0287000	AT2G47350.1
OG0008006	Ag003G0288000	AT2G47260.1
OG0008007	Ag003G0311300	AT2G46090.1
OG0008008	Ag003G0311500	AT2G46070.3
OG0008009	Ag003G0311600	AT2G46060.1
OG0008010	Ag003G0311800	AT2G46030.3
OG0008012	Ag003G0313000	AT2G45910.1
OG0008013	Ag003G0313900	AT2G45830.1
OG0008014	Ag003G0317700	AT2G45680.1
OG0008015	Ag003G0323100	AT2G45400.1
OG0008016	Ag003G0332200	AT2G44840.1
OG0008017	Ag003G0332400	AT2G44830.1
OG0008018	Ag003G0338900	AT2G44650.1
OG0008019	Ag003G0342600	AT2G44440.1
OG0008020	Ag003G0349300	AT2G44060.1
OG0008021	Ag003G0349400	AT2G44050.1
OG0008022	Ag003G0349500	AT2G44040.1
OG0008023	Ag003G0351300	AT2G43890.1
OG0008024	Ag003G0361300	AT2G43550.1
OG0008025	Ag003G0371800	AT2G43020.1
OG0008026	Ag003G0374900	AT2G42880.1
OG0008027	Ag003G0394600	AT2G42200.1
OG0008028	Ag003G0395300	AT2G42120.1
OG0008029	Ag003G0398000	AT2G41945.3
OG0008030	Ag003G0402400	AT2G41800.1
OG0008031	Ag003G0411600	AT2G41380.1
OG0008032	Ag003G0413700	AT2G41350.2
OG0008033	Ag016G2312700, Ag037G4125300	AT5G46880.1
OG0008034	Ag037G4130100, Ag016G2322500, Ag016G2322700	AT5G47230.1
OG0008035	Ag037G4139500, Ag014G2122400, Ag016G2315600	AT5G47010.1
OG0008036	Ag014G1772300	AT3G01290.1
OG0008037	Ag014G1772500	AT3G01270.1
OG0008038	Ag014G1773200	AT3G01200.1
OG0008039	Ag014G1774900	AT3G01085.3
OG0008040	Ag014G1777200	AT3G02140.1
OG0008041	Ag014G1778000	AT5G13590.5
OG0008042	Ag014G1785400	AT3G02570.1
OG0008043	Ag014G1792500	AT3G02880.1
OG0008044	Ag014G1795600	AT3G03070.1
OG0008045	Ag014G1796500	AT3G03150.1
OG0008046	Ag014G1801200	AT3G03440.1
OG0008047	Ag014G1806200	AT3G03650.1
OG0008048	Ag014G1807000	AT3G03710.1
OG0008049	Ag014G1812500	AT3G03990.1
OG0008050	Ag014G1813200	AT3G04030.3
OG0008051	Ag014G1813700	AT3G04070.1
OG0008052	Ag014G1813900	AT3G04090.1
OG0008054	Ag014G1824300	AT3G04790.1
OG0008055	Ag014G1826200	AT3G04940.1
OG0008056	Ag014G1828800	AT3G05090.1
OG0008057	Ag014G1829600	AT3G05140.2
OG0008058	Ag014G1832400	AT3G05327.1
OG0008059	Ag014G1833400	AT3G05380.2
OG0008060	Ag014G1836300	AT3G05470.1
OG0008061	Ag014G1837400	AT3G05520.2
OG0008062	Ag014G1846500	AT3G05937.1
OG0008063	Ag014G1847600	AT3G05970.1
OG0008064	Ag014G1848200	AT3G06020.1
OG0008065	Ag014G1850200	AT3G06130.1
OG0008066	Ag014G1850600	AT5G48530.1
OG0008067	Ag014G1857800	AT3G06600.1
OG0008068	Ag014G1857900	AT3G06610.1
OG0008069	Ag014G1859200	AT3G36659.1
OG0008070	Ag014G1861400	AT3G06778.1
OG0008071	Ag014G1877000	AT3G07760.3
OG0008072	Ag014G1881800	AT3G08610.1
OG0008073	Ag014G1885800	AT3G08900.1
OG0008074	Ag014G1887200	AT3G09000.1
OG0008075	Ag014G1887800	AT3G09180.1
OG0008076	Ag014G1888600	AT3G09070.1
OG0008077	Ag014G1890100	AT3G09090.1
OG0008078	Ag014G1891600	AT3G09230.1
OG0008079	Ag014G1898600	AT3G09520.1
OG0008080	Ag014G1899000	AT3G09560.1
OG0008081	Ag014G1901800	AT3G09740.1
OG0008082	Ag014G1906800	AT3G10020.1
OG0008083	Ag014G1907500	AT3G10120.1
OG0008084	Ag014G1910400	AT3G10380.1
OG0008085	Ag014G1910600	AT4G19540.1
OG0008086	Ag014G1914100	AT3G10530.1
OG0008087	Ag014G1921300	AT3G10760.1
OG0008088	Ag014G1921400	AT3G10770.1
OG0008089	Ag014G1922600, Ag072G5252400	AT3G10880.1
OG0008090	Ag014G1925100	AT3G10985.1
OG0008091	Ag014G1929700	AT3G11210.1
OG0008092	Ag014G1931500	AT3G11280.1
OG0008093	Ag014G1935200, Ag014G1935400	AT3G11480.1
OG0008095	Ag014G1936600	AT3G11540.1
OG0008096	Ag014G1939400	AT3G11690.1
OG0008097	Ag014G1939500	AT3G11700.1
OG0008098	Ag014G1940500	AT3G11800.1
OG0008099	Ag014G1940800	AT3G11820.1
OG0008101	Ag014G1941900	AT3G11950.1
OG0008102	Ag014G1944200	AT3G12060.1
OG0008103	Ag014G1947600	AT3G12270.1
OG0008104	Ag014G1948000	AT3G12320.1
OG0008105	Ag014G1949900	AT3G12480.1
OG0008106	Ag014G1952100	AT3G12620.1
OG0008107	Ag014G1952700	AT3G12640.2
OG0008108	Ag014G1952800	AT3G12650.1
OG0008109	Ag014G1953400	AT3G12690.1
OG0008110	Ag014G1957900	AT3G12970.1
OG0008111	Ag014G1959700	AT3G13050.1
OG0008112	Ag014G1962000, Ag014G1961800	AT3G13190.1
OG0008114	Ag034G3712400, Ag014G1967000	AT3G13440.1
OG0008115	Ag014G1975900	AT3G13850.1
OG0008116	Ag014G1976500	AT3G13890.1
OG0008118	Ag014G1978900	AT3G13840.1
OG0008119	Ag014G1981300	AT3G14110.3
OG0008120	Ag014G1989200	AT3G14230.1
OG0008122	Ag014G1993100	AT3G14400.1
OG0008123	Ag014G1999900	AT3G14810.1
OG0008124	Ag014G2001500	AT3G14890.1
OG0008125	Ag014G2005000	AT3G15090.1
OG0008126	Ag014G2005100	AT3G15095.1
OG0008127	Ag014G2014000	AT3G15500.1
OG0008128	Ag014G2018900	AT3G15660.1
OG0008129	Ag014G2019100	AT3G15680.1
OG0008130	Ag014G2020800	AT3G15760.1
OG0008131	Ag014G2021300	AT3G15810.1
OG0008132	Ag014G2026100	AT3G16060.1
OG0008133	Ag014G2027700	AT3G16180.1
OG0008134	Ag014G2029700	AT3G16300.1
OG0008135	Ag014G2031300	AT3G16450.1, AT3G16440.2
OG0008136	Ag014G2033100	AT3G16510.1
OG0008137	Ag014G2040600	AT3G16730.1
OG0008138	Ag014G2047900	AT3G17060.1
OG0008139	Ag014G2053500	AT3G17300.1
OG0008140	Ag014G2056800	AT3G17365.2
OG0008141	Ag014G2058500	AT3G17460.1
OG0008142	Ag014G2058600	AT3G17465.1
OG0008143	Ag014G2065200	AT3G17790.1
OG0008144	Ag014G2065300	AT3G17800.2
OG0008146	Ag014G2070100	AT3G17950.1
OG0008147	Ag014G2071900	AT3G18090.1, AT3G23780.1
OG0008149	Ag014G2083100	AT3G18350.1
OG0008150	Ag014G2091600	AT3G18580.1
OG0008151	Ag014G2092900	AT3G18680.2
OG0008152	Ag014G2093100, Ag011G1175500	AT4G32520.1
OG0008153	Ag014G2093700	AT3G18760.1
OG0008154	Ag014G2096600	AT3G18830.1
OG0008155	Ag014G2097900	AT3G18850.1
OG0008156	Ag014G2113300	AT3G19150.1
OG0008157	Ag014G2115900	AT3G19270.2
