Orthogroup	Alyssum_gmelinii	Noccaea_praecox
OG0009473	Ag031G3309000	Np001G0614000
OG0009474	Ag031G3320100	Np001G0606900
OG0009475	Ag031G3324100	Np001G0604500
OG0009476	Ag031G3331200	Np001G0599300
OG0009477	Ag031G3333400	Np001G0598200
OG0009479	Ag031G3344200	Np001G0591000
OG0009480	Ag031G3346400	Np001G0590300
OG0009481	Ag031G3349000	Np001G0588500
OG0009482	Ag031G3353400	Np001G0588300
OG0009483	Ag031G3359900	Np001G0584400
OG0009484	Ag031G3360200	Np001G0583900
OG0009485	Ag031G3363500	Np002G1185700, Np001G0579200
OG0009486	Ag031G3364000	Np001G0578900
OG0009487	Ag031G3364800	Np001G0578000
OG0009488	Ag031G3371600	Np001G0574500
OG0009489	Ag031G3371700	Np001G0574400
OG0009490	Ag031G3373300	Np001G0573600
OG0009491	Ag031G3373800	Np001G0573100
OG0009492	Ag031G3374600	Np001G0572500
OG0009493	Ag031G3376600	Np001G0572300
OG0009494	Ag031G3377200	Np001G0572000
OG0009495	Ag034G3990200, Ag031G3377700	Np004G2345600
OG0009496	Ag031G3379900	Np001G0571300
OG0009497	Ag031G3384400	Np001G0567700
OG0009498	Ag031G3389400	Np001G0563300
OG0009499	Ag031G3397600	Np001G0559900
OG0009500	Ag031G3397700	Np001G0559800
OG0009501	Ag031G3397800	Np001G0559700
OG0009503	Ag031G3407100	Np001G0551000
OG0009504	Ag031G3407300	Np001G0550900
OG0009505	Ag031G3416900	Np001G0547300
OG0009506	Ag020G2563900	Np003G1616300
OG0009508	Ag020G2567600	Np003G1636700
OG0009509	Ag020G2567700	Np003G1636800
OG0009510	Ag020G2570400	Np003G1638200
OG0009511	Ag020G2571400	Np003G1638500
OG0009512	Ag020G2574600	Np003G1641200
OG0009513	Ag020G2574800	Np003G1641500
OG0009514	Ag025G2905000, Ag053G4871200	Np005G3012800
OG0009515	Ag029G3088300	Np007G3871400
OG0009516	Ag029G3094600	Np007G3872800
OG0009518	Ag029G3119300	Np007G3894700
OG0009519	Ag064G5112000, Ag095G5468800	Np007G3863500
OG0009520	Ag064G5113400, Ag095G5469800	Np007G3868300
OG0009521	Ag067G5172000	Np002G0944400, Np002G1014100
OG0009522	Ag067G5180400	Np002G0927700
OG0009523	Ag067G5183800	Np002G0920800
OG0009524	Ag067G5185200	Np002G0919900
OG0009525	Ag067G5185300	Np002G0919800
OG0009526	Ag067G5188800	Np002G0913800
OG0009527	Ag067G5191300	Np002G0912000
OG0009528	Ag067G5196300	Np002G0903900
OG0009529	Ag067G5196500	Np002G0903700
OG0009530	Ag067G5198400	Np002G0899300
OG0009531	Ag067G5198800	Np002G0898900
OG0009532	Ag067G5200700	Np002G0897600
OG0009533	Ag067G5201200	Np002G0897000
OG0009534	Ag067G5206900	Np002G0892000
OG0009535	Ag081G5398700	Np005G3107800
OG0009536	Ag081G5399300	Np005G3108400
OG0009537	Ag081G5400300	Np001G0171000
OG0009538	Ag086G5421400, Ag042G4378200	Np001G0214800, Np007G3750800
OG0009539	Ag042G4380000	Np007G3749200
OG0009540	Ag042G4394800	Np007G3742500
OG0009541	Ag042G4407600	Np007G3739100
OG0009542	Ag042G4424100	Np007G3732800
OG0009543	Ag042G4424200	Np007G3732700
OG0009544	Ag042G4428000	Np007G3730400
OG0009545	Ag039G4182100, Ag039G4182000	Np006G3305400
OG0009546	Ag039G4189000	Np006G3307500
OG0009547	Ag039G4193300	Np006G3309800
OG0009548	Ag039G4194100	Np006G3311000
OG0009549	Ag039G4195100	Np006G3311400
OG0009550	Ag039G4196400	Np006G3312600
OG0009551	Ag039G4201800	Np006G3315200
OG0009552	Ag039G4201900	Np006G3315400
OG0009553	Ag039G4207000	Np006G3317500
OG0009554	Ag039G4207900	Np006G3318100
OG0009555	Ag039G4212900	Np006G3320300
OG0009556	Ag039G4217600	Np006G3323700
OG0009557	Ag039G4218200	Np006G3324200
OG0009558	Ag039G4225700	Np006G3329200
OG0009559	Ag039G4226100	Np006G3330200
OG0009560	Ag039G4226400	Np005G3065000
OG0009561	Ag039G4226600	Np006G3330700
OG0009562	Ag039G4233300	Np006G3332700
OG0009563	Ag015G2188000, Ag039G4236000	Np001G0435700
OG0009564	Ag039G4240600	Np006G3336600
OG0009565	Ag039G4241000	Np006G3337000
OG0009566	Ag039G4244100, Ag039G4244200	Np006G3337700
OG0009567	Ag039G4250600	Np006G3341300
OG0009568	Ag039G4254100	Np006G3343200
OG0009569	Ag039G4263300	Np006G3346600
OG0009570	Ag039G4267900	Np006G3348800
OG0009571	Ag039G4268000, Ag039G4269100, Ag039G4269000	Np006G3348900
OG0009572	Ag039G4270600	Np006G3349800
OG0009573	Ag039G4271100	Np006G3350000
OG0009574	Ag039G4271400	Np006G3350200
OG0009575	Ag039G4274300	Np006G3351700
OG0009576	Ag039G4274400	Np006G3351800
OG0009577	Ag039G4279000, Ag039G4278900	Np006G3353500
OG0009578	Ag039G4279400, Ag039G4279700, Ag039G4279800	Np006G3353600
OG0009579	Ag039G4285700	Np006G3356300
OG0009580	Ag039G4287800	Np006G3357900
OG0009581	Ag039G4290500	Np006G3360500
OG0009582	Ag039G4292200	Np006G3361400
OG0009583	Ag039G4293200	Np006G3363100
OG0009584	Ag039G4295800	Np001G0278400
OG0009585	Ag039G4295900	Np006G3365400
OG0009586	Ag039G4299400	Np006G3367300, Np006G3367200
OG0009587	Ag039G4312800	Np006G3372100
OG0009588	Ag039G4313200	Np006G3373600
OG0009589	Ag039G4314200	Np006G3374500
OG0009590	Ag039G4314700	Np001G0261900
OG0009591	Ag039G4314900	Np006G3375400
OG0009592	Ag039G4316400	Np003G1761400
OG0009593	Ag039G4317100	Np006G3376300
OG0009594	Ag039G4320800	Np006G3377700
OG0009595	Ag039G4323100	Np006G3379000
OG0009596	Ag039G4329600	Np006G3381700
OG0009597	Ag039G4329800	Np006G3381800
OG0009598	Ag066G5129500, Ag066G5129200	Np003G1826400
OG0009599	Ag066G5131200	Np003G1827100
OG0009600	Ag066G5140700	Np003G1832100
OG0009601	Ag066G5142000	Np003G1832900
OG0009602	Ag066G5145800	Np003G1835800
OG0009603	Ag066G5149500	Np001G0273700
OG0009604	Ag087G5426400, Ag066G5156000	Np003G1838100
OG0009605	Ag021G2627000, Ag030G3126000	Np003G1817900
OG0009607	Ag030G3135500	Np003G1823500
OG0009608	Ag030G3136400	Np003G1824400
OG0009609	Ag015G2178700	Np006G3709300
OG0009610	Ag015G2179400	Np006G3707300
OG0009611	Ag015G2183500	Np006G3699300, Np006G3699400
OG0009612	Ag015G2184500	Np006G3700500
OG0009613	Ag015G2186900	Np006G3703400
OG0009614	Ag015G2187200	Np006G3696100
OG0009615	Ag015G2199700	Np006G3672000
OG0009616	Ag015G2200700	Np006G3666600
OG0009617	Ag015G2201400	Np006G3667300
OG0009618	Ag015G2204400	Np001G0341800, Np006G3659600
OG0009619	Ag015G2204600	Np006G3641700
OG0009620	Ag015G2207900	Np006G3644300
OG0009621	Ag015G2215000	Np006G3625900
OG0009622	Ag015G2215700	Np006G3626700
OG0009623	Ag015G2218100	Np006G3627700
OG0009624	Ag015G2219500	Np006G3624800
OG0009625	Ag015G2233000	Np005G2819400
OG0009626	Ag015G2239900	Np004G2030400
OG0009627	Ag015G2247900	Np003G1576900
OG0009628	Ag015G2248000	Np002G0874900
OG0009629	Ag015G2252900	Np004G2048500
OG0009630	Ag015G2258800	Np004G2043700
OG0009631	Ag015G2262100	Np004G2040500
OG0009632	Ag015G2262400	Np004G2240700
OG0009633	Ag015G2265000	Np004G2087500
OG0009634	Ag052G4864000, Ag015G2270800	Np004G2069300
OG0009635	Ag015G2274200, Ag052G4861100	Np004G2064800
OG0009636	Ag021G2580800, Ag026G3002300, Ag026G3002900	Np003G1774100
OG0009637	Ag026G3001600, Ag021G2581500	Np003G1774000
OG0009638	Ag026G2996900, Ag021G2585200	Np003G1757900
OG0009639	Ag021G2591100, Ag026G2994300	Np003G1754800
OG0009640	Ag021G2603100	Np003G1783700
OG0009641	Ag021G2605900	Np003G1787200
OG0009642	Ag021G2606300	Np003G1787500
OG0009643	Ag021G2606500	Np003G1788300
OG0009644	Ag021G2608100	Np003G1794400
OG0009645	Ag021G2625100	Np003G1814400
OG0009646	Ag038G4148100	Np003G1471900
OG0009647	Ag038G4148900	Np003G1472300
OG0009648	Ag038G4154900	Np001G0139400
OG0009649	Ag038G4155200	Np001G0139600
OG0009650	Ag038G4156600	Np001G0140100
OG0009651	Ag038G4158200	Np001G0141200
OG0009652	Ag038G4159700	Np001G0143000
OG0009653	Ag038G4163300	Np006G3674400, Np001G0144600
OG0009654	Ag038G4165800	Np001G0146000
OG0009655	Ag034G3720200, Ag038G4166300	Np002G0964400, Np001G0598900
OG0009656	Ag038G4168400	Np001G0147400
OG0009657	Ag038G4170000	Np001G0148900
OG0009658	Ag038G4172000	Np001G0150000
OG0009659	Ag038G4172200	Np001G0150200
OG0009660	Ag038G4178600	Np001G0156100
OG0009661	Ag088G5429600	Np007G3725400
OG0009662	Ag088G5430300	Np007G3724800
OG0009663	Ag088G5432900, Ag011G1214900	Np007G3724100
OG0009664	Ag088G5434700	Np007G3722300
OG0009665	Ag088G5436500	Np007G3721500
OG0009666	Ag088G5437800	Np007G3720600
OG0009667	Ag088G5444100	Np007G3716400
OG0009668	Ag089G5447700	Np001G0458800
OG0009669	Ag089G5447800	Np001G0458700
OG0009670	Ag089G5447900	Np001G0458600
OG0009671	Ag003G0279100	Np006G3205500
OG0009672	Ag003G0279300	Np007G3735600
OG0009673	Ag003G0279700	Np006G3206300
OG0009674	Ag003G0280100	Np006G3206800
OG0009675	Ag003G0280400	Np006G3207400
OG0009676	Ag003G0280600	Np006G3207600
OG0009677	Ag003G0281300	Np006G3208200
OG0009678	Ag003G0283100	Np006G3210000
OG0009679	Ag003G0300400	Np006G3224300
OG0009680	Ag003G0300600	Np006G3224500
OG0009681	Ag003G0303300	Np006G3226000
OG0009682	Ag003G0304700	Np006G3227700
OG0009683	Ag003G0304800	Np005G2784500
OG0009684	Ag003G0304900	Np006G3227800
OG0009685	Ag003G0305000	Np006G3227900
OG0009687	Ag003G0308800	Np004G2025700
OG0009688	Ag003G0308900	Np006G3230900
OG0009689	Ag003G0309700	Np006G3231200
OG0009690	Ag003G0310600	Np006G3232000
OG0009691	Ag003G0311400	Np006G3233000
OG0009692	Ag003G0311900	Np006G3233600
OG0009693	Ag003G0315700	Np006G3237300
OG0009694	Ag003G0316700	Np006G3238600
OG0009695	Ag003G0316900	Np006G3238800
OG0009696	Ag003G0318600	Np006G3240300
OG0009697	Ag003G0321000, Ag027G3056200	Np006G3242200
OG0009698	Ag003G0321200	Np006G3242300
OG0009699	Ag003G0322300	Np006G3244000
OG0009700	Ag003G0324300	Np006G3246100
OG0009701	Ag003G0324400	Np006G3246300
OG0009702	Ag003G0325400	Np006G3246800
OG0009703	Ag003G0326900	Np006G3247700
OG0009704	Ag003G0328600	Np006G3248600
OG0009705	Ag003G0328800	Np006G3248800
OG0009706	Ag003G0336400	Np006G3253600
OG0009707	Ag003G0342800	Np006G3257400
OG0009708	Ag003G0347500	Np006G3259300
OG0009709	Ag003G0348300	Np006G3259800
OG0009710	Ag003G0353200	Np006G3264400
OG0009711	Ag003G0362800	Np006G3269400
OG0009712	Ag003G0365500	Np006G3270700
OG0009713	Ag003G0366000	Np006G3271400
OG0009714	Ag003G0366500	Np006G3271800
OG0009715	Ag003G0370900	Np006G3275700
OG0009716	Ag003G0371600	Np006G3275900
OG0009717	Ag003G0373600	Np006G3277600
OG0009718	Ag003G0374100	Np006G3278000
OG0009719	Ag016G2309100, Ag003G0374600	Np001G0343900
OG0009720	Ag003G0375600	Np006G3279400
OG0009721	Ag003G0382000	Np006G3283000
OG0009722	Ag003G0382100	Np006G3283100
OG0009723	Ag003G0388200	Np006G3286400
OG0009724	Ag003G0388300	Np006G3286500
OG0009725	Ag003G0392200	Np006G3287000
OG0009726	Ag003G0393400	Np006G3287600
OG0009727	Ag003G0400000	Np006G3297900
OG0009728	Ag003G0403500	Np006G3296000
OG0009729	Ag003G0403900	Np006G3295500
OG0009730	Ag003G0408900	Np006G3301100
OG0009732	Ag037G4139300, Ag016G2315700	Np001G0335000
OG0009733	Ag014G1774300	Np007G4243100
OG0009734	Ag014G1777600	Np007G4237900
OG0009735	Ag014G1781400	Np007G4235200
OG0009736	Ag014G1782000, Ag014G1787800	Np007G4234900
OG0009737	Ag014G1785100	Np007G4233100
OG0009738	Ag014G1785700	Np007G4232100
OG0009739	Ag014G1792000	Np007G4229600
OG0009740	Ag014G1793100	Np007G4228600
OG0009741	Ag014G1796400	Np007G4225600
OG0009742	Ag014G1797200	Np007G4225000
OG0009743	Ag014G1797400	Np007G4224800
OG0009744	Ag014G1801000	Np007G4221500
OG0009745	Ag014G1804300	Np007G4219500
OG0009746	Ag014G1811800	Np007G4213000
OG0009747	Ag014G1813400	Np007G4211700
OG0009748	Ag014G1817400	Np007G4207400
OG0009749	Ag014G1818300	Np007G4205500
OG0009750	Ag014G1820000	Np007G4204500
OG0009751	Ag014G1820200	Np007G4204400
OG0009752	Ag014G1821400	Np007G4203400
OG0009753	Ag014G1822200	Np007G4202600
OG0009754	Ag014G1822500	Np007G4202300
OG0009755	Ag014G1823600	Np007G4201800
OG0009756	Ag014G1825700	Np007G4196400
OG0009757	Ag014G1827700	Np007G4194600
OG0009758	Ag014G1828700	Np007G4193700
OG0009760	Ag014G1840200	Np007G4184800
OG0009761	Ag014G1848700	Np007G4176400
OG0009762	Ag014G1848900	Np007G4176200
OG0009763	Ag014G1851400	Np007G4173800
OG0009764	Ag014G1852400	Np007G4173300
OG0009765	Ag014G1852500	Np007G4173200
OG0009766	Ag014G1855500	Np007G4171400
OG0009767	Ag014G1857300	Np007G4168800
OG0009768	Ag014G1858600	Np007G4167000
OG0009769	Ag014G1861600	Np007G4164200
OG0009770	Ag014G1862700	Np005G2787500
OG0009771	Ag014G1862800	Np007G4163000
OG0009772	Ag014G1865100	Np007G4160300
OG0009773	Ag014G1865500	Np007G4160000
OG0009774	Ag014G1865800	Np007G4159700
OG0009775	Ag014G1866700	Np007G4158600
OG0009776	Ag014G1867800	Np007G4157500
OG0009777	Ag014G1867900	Np007G4157400
OG0009778	Ag014G1871100	Np007G4155800, Np007G4156000
OG0009779	Ag014G1874100	Np007G4153400
OG0009780	Ag014G1875300	Np007G4151900
OG0009781	Ag014G1875500	Np007G4151700
OG0009782	Ag014G1877100	Np007G4150200
OG0009783	Ag014G1878900	Np007G4147300
OG0009784	Ag014G1879200	Np007G4147200
OG0009785	Ag014G1879300	Np007G4147100
OG0009786	Ag014G1879600	Np007G4147000
OG0009787	Ag014G1880300	Np005G2772200
OG0009789	Ag014G1880900	Np007G4145100
OG0009790	Ag014G1882300, Ag014G1881900	Np007G4144000
OG0009791	Ag014G1887400	Np007G4122900, Np007G4138800
OG0009792	Ag014G1888800, Ag014G1890000	Np007G4137400
OG0009793	Ag014G1892500	Np007G4135800, Np007G4136000
OG0009795	Ag014G1896900	Np007G4134500
OG0009796	Ag014G1903300	Np007G4128200
OG0009797	Ag014G1906100	Np007G4126100
OG0009798	Ag014G1907600	Np007G4122200
OG0009799	Ag014G1907700, Ag014G1907900, Ag011G1109700	Np007G4122100
OG0009800	Ag014G1910100	Np007G4119600
OG0009801	Ag014G1913800	Np007G4117200
OG0009802	Ag014G1914700	Np007G4116500
OG0009803	Ag014G1918500	Np007G4115500
OG0009804	Ag014G1919900	Np007G4114300
OG0009805	Ag014G1922500	Np007G4111500
OG0009806	Ag014G1924700	Np007G4110600
OG0009807	Ag014G1925700	Np007G4109200
OG0009808	Ag014G1933900	Np007G4103900
OG0009809	Ag014G1935500	Np007G4103100
OG0009810	Ag014G1942200, Ag014G1941200	Np007G4097100
OG0009811	Ag014G1942000	Np007G4096100, Np007G4124700
OG0009812	Ag014G1943200	Np007G4095800
OG0009813	Ag014G1944100	Np007G4094000
OG0009814	Ag014G1945900	Np007G4092800
OG0009815	Ag014G1946400	Np004G2363900, Np003G1255900, Np007G4092200
OG0009816	Ag014G1947800	Np007G4091000
OG0009817	Ag014G1948600	Np007G4090500
OG0009818	Ag014G1950800	Np007G4088700
OG0009819	Ag014G1951700	Np006G3405400, Np003G1779600
OG0009820	Ag014G1954200	Np007G4086600
OG0009821	Ag014G1955200	Np007G4085400
OG0009822	Ag014G1955400	Np007G4085200
OG0009823	Ag014G1958300	Np007G4082700
OG0009824	Ag014G1959800	Np007G4081900
OG0009825	Ag014G1960000	Np007G4081700
OG0009826	Ag014G1960100	Np007G4081600
OG0009827	Ag014G1962500	Np007G4078800
OG0009828	Ag014G1963000	Np007G4078300
OG0009829	Ag014G1964700	Np007G4076900
OG0009830	Ag014G1968300	Np007G4073800
OG0009831	Ag014G1969300	Np007G4072600
OG0009832	Ag014G1973100	Np007G4068000
OG0009833	Ag014G1973300	Np007G4067900
OG0009834	Ag014G1980900	Np007G4060700
OG0009835	Ag014G1988700	Np007G4058800
OG0009836	Ag014G1989400	Np007G4058400
OG0009837	Ag014G1990300	Np007G4058100
OG0009838	Ag014G1990500	Np007G4058000
OG0009839	Ag014G1991500	Np001G0429600
OG0009840	Ag014G1992400	Np007G4056800
OG0009841	Ag014G1993400	Np007G4055600
OG0009842	Ag014G1999100	Np007G4051600
OG0009843	Ag014G2005200	Np007G4046600, Np004G2079200
OG0009844	Ag014G2005300	Np007G4046500
OG0009845	Ag014G2006000	Np005G2788600
OG0009846	Ag014G2007000	Np007G4044700
OG0009847	Ag014G2007100	Np007G4044600
OG0009848	Ag014G2008100	Np007G4044200
OG0009849	Ag014G2010100	Np007G4040800, Np007G4041400
OG0009850	Ag014G2016900	Np007G4031100
OG0009851	Ag014G2021500	Np007G3900700
OG0009852	Ag014G2026800	Np007G3903800
OG0009853	Ag014G2027300	Np007G3904000
OG0009854	Ag014G2027500	Np007G3904100
OG0009855	Ag014G2028000	Np007G3904700
OG0009856	Ag014G2029900	Np007G3906000
OG0009857	Ag014G2030900	Np007G3907300
OG0009858	Ag014G2042600	Np007G3916100
OG0009859	Ag014G2042700	Np007G3916200
OG0009860	Ag014G2087800, Ag014G2050800	Np007G3922200
OG0009861	Ag027G3047800, Ag014G2056200	Np005G2775200
OG0009862	Ag014G2065600	Np007G3931200
OG0009863	Ag014G2069500	Np007G3932900
OG0009864	Ag014G2071400	Np007G3936700
OG0009865	Ag014G2076000, Ag014G2075900	Np001G0504400, Np001G0504700
OG0009866	Ag014G2079000, Ag014G2078500	Np007G3940800
OG0009867	Ag014G2079700	Np007G3941300
OG0009868	Ag014G2080900	Np001G0256600
OG0009869	Ag014G2083700	Np007G3943000
OG0009870	Ag014G2084100	Np007G3943400
OG0009872	Ag014G2091400	Np007G3945700
OG0009873	Ag014G2092000	Np007G3946900
OG0009874	Ag014G2092500	Np007G3947300
OG0009875	Ag014G2095400, Ag034G3935600, Ag024G2877000	Np007G3950500
OG0009876	Ag014G2101300	Np007G3953800
OG0009877	Ag014G2104400	Np007G3955300
OG0009878	Ag014G2107300	Np007G3955900
OG0009879	Ag014G2112300	Np007G3957400
OG0009880	Ag014G2113600, Ag014G2112800	Np007G3958200
OG0009881	Ag014G2126200	Np001G0281900
OG0009882	Ag014G2126300	Np007G3964500
OG0009883	Ag014G2126500	Np007G3964700
OG0009884	Ag014G2131300	Np007G3969700
OG0009885	Ag014G2132200	Np007G3970300
OG0009886	Ag014G2135200	Np007G3975900
OG0009887	Ag034G3814600, Ag014G2138600	Np004G2463200, Np004G2463000
OG0009888	Ag014G2142600	Np007G3978700
OG0009889	Ag014G2151100	Np007G3989000
OG0009890	Ag014G2151200	Np007G3989300
OG0009891	Ag014G2151800	Np007G3991700
OG0009892	Ag014G2153200	Np007G3993400
OG0009893	Ag014G2166000	Np007G3803400
OG0009894	Ag014G2169900, Ag027G3071000	Np007G3806200
OG0009895	Ag061G5025400	Np005G3149100
OG0009896	Ag061G5027900	Np005G3144100
OG0009897	Ag061G5029500, Ag061G5029400	Np006G3656600
OG0009898	Ag061G5030200	Np005G3138800
OG0009899	Ag061G5030800	Np005G3135700
OG0009900	Ag061G5034700	Np005G3131100
OG0009901	Ag061G5042800	Np005G3115900
OG0009902	Ag061G5045800	Np005G3109800
OG0009903	Ag061G5046500	Np005G3109400
OG0009904	Ag061G5050200	Np001G0182800
OG0009905	Ag027G3013400, Ag064G5091500	Np007G3846900
OG0009906	Ag027G3013500	Np007G3846800
OG0009907	Ag027G3019800	Np007G3841200
OG0009908	Ag027G3025400	Np007G3839000
OG0009909	Ag027G3026800	Np007G3715700
OG0009910	Ag027G3031200	Np007G3836000
OG0009911	Ag027G3037700	Np007G3831700
OG0009912	Ag027G3040700	Np007G3830100
OG0009913	Ag027G3041000	Np007G3829600
OG0009916	Ag027G3051600	Np007G3824000
OG0009917	Ag027G3051700	Np007G3823800
OG0009918	Ag027G3052300	Np007G3822900, Np007G3823500
OG0009919	Ag027G3054300	Np007G3820600
OG0009920	Ag027G3059000	Np007G3815400
OG0009921	Ag027G3062600	Np007G3813200, Np007G3813300
OG0009922	Ag068G5215400	Np005G2733900
OG0009923	Ag068G5215800	Np005G2734300
OG0009924	Ag068G5227100	Np004G2254100
OG0009925	Ag068G5227500	Np005G2742800
OG0009926	Ag068G5231700	Np005G2744900
OG0009927	Ag036G4089700	Np002G0954200
OG0009928	Ag036G4113400	Np002G0868900
OG0009929	Ag036G4117900	Np002G0985500
OG0009930	Ag036G4119100	Np006G3617100
OG0009931	Ag060G4999000	Np003G1468200
OG0009932	Ag060G5000700	Np003G1467500
OG0009933	Ag043G4449200	Np001G0161500
OG0009934	Ag043G4451700	Np001G0158100
OG0009935	Ag043G4451900	Np001G0158200
OG0009936	Ag043G4452700	Np001G0158400
OG0009937	Ag043G4456800	Np001G0169100
OG0009938	Ag043G4456900	Np001G0169300
OG0009939	Ag017G2411900, Ag017G2427700	Np003G1730000
OG0009940	Ag017G2414600	Np001G0541500
OG0009941	Ag017G2415800	Np001G0540600
OG0009942	Ag017G2416000	Np001G0539900
OG0009943	Ag017G2416500	Np001G0539400
OG0009944	Ag017G2420700	Np001G0537700
OG0009945	Ag017G2430000	Np001G0532900
OG0009946	Ag017G2432400	Np001G0531500
OG0009947	Ag017G2433800	Np001G0530200
OG0009948	Ag017G2434400	Np001G0529500
OG0009949	Ag034G3650700	Np004G2598900
OG0009950	Ag034G3651600	Np004G2598000
OG0009951	Ag034G3651700	Np004G2597800
OG0009952	Ag034G3652100	Np004G2031900
OG0009953	Ag034G3656800, Ag018G2477900	Np004G2592500
OG0009954	Ag034G3657800	Np004G2591100
OG0009955	Ag025G2924400, Ag025G2924300, Ag034G3657900	Np004G2040200
OG0009956	Ag034G3661200	Np004G2587400
OG0009957	Ag034G3662000	Np004G2586700
OG0009958	Ag034G3662900	Np004G2586000
OG0009959	Ag034G3663500	Np004G2585300
OG0009960	Ag034G3664200	Np004G2584400
OG0009961	Ag034G3668600	Np004G2580700
OG0009962	Ag034G3670000	Np004G2579600
OG0009963	Ag034G3672800	Np004G2577000
OG0009964	Ag034G3672900	Np004G2576900
OG0009965	Ag034G3673600	Np004G2576300
OG0009966	Ag034G3676900	Np004G2574100
OG0009967	Ag034G3677000	Np004G2574000
OG0009968	Ag034G3678100	Np004G2573300
OG0009969	Ag034G3678300	Np004G2573100
OG0009970	Ag002G0158400, Ag024G2883800, Ag034G3680700	Np004G2571900
OG0009971	Ag034G3683900	Np004G2569700
OG0009972	Ag034G3686000	Np004G2569000
OG0009973	Ag034G3686700	Np004G2568000
OG0009974	Ag034G3687000	Np004G2567900
OG0009975	Ag034G3690700	Np004G2565400
OG0009976	Ag034G3691400	Np004G2565000
OG0009977	Ag034G3692900	Np004G2564000
OG0009978	Ag034G3693700	Np004G2563300
OG0009979	Ag034G3696800	Np004G2559800
OG0009980	Ag034G3699200	Np004G2557900
OG0009981	Ag034G3699600	Np004G2557500
OG0009982	Ag034G3701200	Np004G2555800, Np004G2542100, Np004G2554100
OG0009983	Ag034G3701800	Np004G2555600
OG0009984	Ag034G3702500	Np004G2555100
OG0009985	Ag034G3703300	Np004G2554200
OG0009986	Ag034G3703400	Np004G2554000
OG0009987	Ag034G3709800	Np004G2549000
OG0009988	Ag034G3709900	Np004G2548900
OG0009989	Ag034G3713000	Np004G2545300
OG0009990	Ag034G3714000	Np004G2544900
OG0009991	Ag034G3714400	Np004G2544500
OG0009992	Ag034G3716200	Np004G2543500
OG0009994	Ag034G3723300	Np004G2537000, Np004G2282800
OG0009995	Ag034G3725900	Np004G2535100
OG0009996	Ag034G3726200	Np004G2534700
OG0009997	Ag034G3727100	Np004G2533700
OG0009998	Ag034G3728700	Np004G2531600
OG0009999	Ag034G3729100	Np004G2531200
OG0010000	Ag034G3729700	Np004G2530800
OG0010002	Ag034G3741800	Np004G2521300
OG0010003	Ag034G3744400	Np004G2518800
OG0010004	Ag034G3748900	Np004G2514400
OG0010005	Ag034G3750000	Np004G2514000
OG0010007	Ag034G3753400	Np004G2511200, Np004G2332300
OG0010008	Ag034G3754900	Np004G2510300
OG0010009	Ag034G3755000	Np004G2510200
OG0010010	Ag034G3756500	Np004G2509100
OG0010011	Ag034G3757200	Np004G2508300
OG0010012	Ag034G3757900	Np004G2507300
OG0010013	Ag034G3758000	Np004G2507200
OG0010014	Ag034G3758400	Np004G2506600
OG0010015	Ag034G3758700	Np004G2101300
OG0010016	Ag034G3758900	Np004G2505900
OG0010017	Ag034G3759700	Np004G2505600, Np004G2129800
OG0010018	Ag034G3760500	Np004G2504700
OG0010019	Ag034G3761000	Np002G0986400
OG0010020	Ag034G3761300	Np004G2504100
OG0010021	Ag034G3761500	Np004G2503800
OG0010022	Ag034G3763700	Np004G2501600
OG0010023	Ag034G3765400	Np003G1350200
OG0010024	Ag034G3768900	Np004G2498300
OG0010025	Ag034G3769400	Np004G2497800
OG0010026	Ag034G3771000	Np002G1115100
OG0010027	Ag034G3773600	Np004G2496600
OG0010028	Ag034G3773900	Np004G2496400
OG0010029	Ag034G3789100	Np004G2482600
OG0010030	Ag034G3791900	Np004G2480400
OG0010031	Ag034G3792000	Np004G2480100
OG0010032	Ag034G3792300	Np004G2480000
OG0010033	Ag034G3794300	Np004G2479100
OG0010034	Ag034G3794500	Np004G2478600
OG0010035	Ag034G3796500	Np004G2477500
OG0010036	Ag034G3797000	Np004G2477300
OG0010037	Ag034G3797600, Ag016G2337400	Np001G0328100
OG0010038	Ag034G3800000	Np004G2474700
OG0010039	Ag034G3801200	Np004G2464700, Np004G2474500
OG0010040	Ag034G3805100	Np004G2470300
OG0010041	Ag034G3805200	Np004G2470100
OG0010042	Ag034G3807900	Np004G2468500
OG0010043	Ag034G3809000	Np004G2467600, Np004G2467300
OG0010044	Ag002G0194000, Ag034G3810200	Np002G1188400, Np002G1188500
OG0010045	Ag034G3812100	Np004G2465000
OG0010046	Ag034G3814800	Np004G2462800
OG0010047	Ag034G3814900	Np004G2462700
OG0010048	Ag034G3816400	Np004G2460900
OG0010049	Ag034G3820400	Np004G2457400
OG0010050	Ag034G3822700	Np004G2455400
OG0010051	Ag034G3834600	Np004G2445500
OG0010052	Ag034G3834900	Np004G2445200
OG0010053	Ag034G3835300	Np004G2444900
OG0010054	Ag034G3840800	Np004G2440400
OG0010055	Ag034G3841600	Np004G2437600
OG0010056	Ag034G3847900	Np004G2431400
OG0010057	Ag034G3851000	Np004G2430100
OG0010058	Ag034G3852000	Np004G2427800
OG0010059	Ag034G3853700, Ag034G3853800	Np004G2429000
OG0010060	Ag034G3856600	Np004G2426000
OG0010061	Ag034G3857400, Ag034G3857200	Np004G2425300, Np004G2425200, Np004G2425700
OG0010062	Ag034G3859200	Np004G2424800
