Orthogroup	Alyssum_gmelinii	Arabidopsis_lyrata_Rawat
OG0008370	Ag034G3978600	AL1G33140
OG0008371	Ag034G3980100	AL1G33260, AL1G33330
OG0008372	Ag034G3985400	AL1G33640
OG0008373	Ag034G3987200	AL1G33750
OG0008374	Ag034G3989700	AL1G33860
OG0008375	Ag034G3995700	AL1G34110
OG0008376	Ag034G4001100	AL1G34440
OG0008377	Ag034G4003200	AL1G34160, AL1G34560
OG0008378	Ag034G4004200	AL1G34640
OG0008379	Ag034G4006800	AL1G34720
OG0008380	Ag034G4006900	AL1G34730
OG0008381	Ag034G4008200	AL1G34820
OG0008382	Ag034G4009100	AL1G34870
OG0008383	Ag034G4011300	AL1G35100
OG0008384	Ag034G4014400	AL1G35510
OG0008385	Ag034G4019000	AL1G35780
OG0008386	Ag034G4034500	AL1G36610
OG0008387	Ag034G4035100	AL6G45350
OG0008388	Ag034G4036000	AL1G36690
OG0008389	Ag034G4040800	AL2G31400
OG0008390	Ag034G4043800	AL2G31180
OG0008391	Ag034G4046700	AL2G31020
OG0008392	Ag034G4047100	AL1G12770, AL2G30920
OG0008393	Ag034G4048700	AL2G30810
OG0008394	Ag034G4049000	AL2G30770
OG0008395	Ag034G4051600	AL2G30600
OG0008396	Ag034G4051800	AL2G30580
OG0008397	Ag034G4054100	AL2G30450
OG0008399	Ag034G4064000	nbis-gene-584
OG0008400	Ag034G4064800	AL2G29660
OG0008401	Ag034G4069400, Ag016G2345600	AL2G29460
OG0008402	Ag034G4069800	AL2G29440
OG0008403	Ag052G4849500, Ag052G4849600	AL7G29160
OG0008404	Ag052G4854500	AL1G47290
OG0008405	Ag052G4857700	AL1G47670
OG0008406	Ag024G2861700, Ag024G2861500, Ag002G0091800, Ag002G0091400, Ag024G2858600	AL2G10990
OG0008407	Ag019G2542200, Ag002G0133900	nbis-gene-375
OG0008408	Ag019G2542100, Ag002G0134000	nbis-gene-376
OG0008409	Ag002G0134700	AL2G11980, AL2G12020
OG0008410	Ag002G0155500	AL2G12390
OG0008411	Ag002G0164400	AL2G12630
OG0008412	Ag002G0176300	AL1G40850
OG0008413	Ag002G0181600	nbis-gene-386
OG0008414	Ag002G0197300	AL1G42020
OG0008415	Ag002G0197900	AL2G14350
OG0008416	Ag002G0198600	AL2G14400
OG0008417	Ag002G0199600	AL2G14520
OG0008418	Ag002G0214900	AL2G15200
OG0008420	Ag002G0236300	AL2G16280
OG0008421	Ag002G0244600	AL2G16750
OG0008422	Ag002G0251000	AL2G17480
OG0008423	Ag002G0251300	AL2G17530
OG0008424	Ag002G0255700	AL2G18350
OG0008425	Ag002G0259900	AL2G18660, AL2G18480
OG0008426	Ag002G0264000	AL1G67330
OG0008427	Ag024G2882000	AL1G40080
OG0008428	Ag024G2884600	AL2G10490
OG0008429	Ag024G2885400	AL2G10460
OG0008430	Ag024G2892000	AL2G10290
OG0008431	Ag024G2896200	AL2G10170
OG0008432	Ag024G2898900	AL2G10040, AL2G10050
OG0008433	Ag016G2286000, Ag016G2285600	nbis-gene-1983
OG0008434	Ag016G2293700	AL8G11790
OG0008435	Ag016G2311900	AL8G11440
OG0008436	Ag016G2313100	AL8G11370
OG0008437	Ag016G2334000	AL8G10240
OG0008438	Ag016G2334300	AL8G10210
OG0008440	Ag016G2355000	AL8G15300
OG0008441	Ag016G2359700	AL8G15540
OG0008442	Ag016G2364200	AL8G15670
OG0008443	Ag016G2371900	nbis-gene-1808, AL6G48810
OG0008444	Ag016G2385800	AL6G48750
OG0008445	Ag016G2390400	AL6G48600
OG0008446	Ag016G2397100	AL6G48460
OG0008447	Ag065G5127900	AL7G22360
OG0008448	Ag025G2909100	AL7G38910
OG0008449	Ag025G2909200	AL7G38900
OG0008450	Ag025G2922400	AL1G54650
OG0008451	Ag025G2924700	AL1G54700
OG0008452	Ag025G2931200	AL1G54920
OG0008453	Ag025G2943400	AL1G55450
OG0008454	Ag025G2945400	AL1G55580
OG0008456	Ag072G5255000	AL2G34830
OG0008457	Ag011G1049800	AL7G11520
OG0008458	Ag011G1054800	AL7G11920
OG0008459	Ag011G1059100	AL7G12110
OG0008460	Ag011G1060900	AL7G12270
OG0008461	Ag011G1064000	AL7G12440
OG0008462	Ag011G1067500	AL7G12700
OG0008463	Ag011G1069100	AL7G12810
OG0008464	Ag011G1070300	nbis-gene-1699
OG0008465	Ag011G1072100	AL7G12940
OG0008466	Ag011G1072900, Ag011G1072800	AL7G13000
OG0008467	Ag011G1075800	AL7G13090
OG0008469	Ag011G1081000	AL7G13580
OG0008470	Ag011G1084600	AL7G13760
OG0008471	Ag011G1089400	AL7G13910
OG0008473	Ag011G1093800	AL7G14240
OG0008474	Ag011G1097000	AL7G14450
OG0008475	Ag011G1098800	AL7G14550
OG0008476	Ag011G1101300	AL7G14770
OG0008477	Ag011G1113000	AL7G15100
OG0008478	Ag011G1117500	AL7G15380
OG0008479	Ag011G1226700, Ag011G1123400	AL7G15680
OG0008480	Ag011G1126800	AL7G15890
OG0008481	Ag011G1130100	AL7G15830
OG0008483	Ag011G1144000	AL7G16250
OG0008484	Ag011G1146100	AL7G16360
OG0008485	Ag011G1150600	AL7G16630
OG0008486	Ag011G1150800	AL7G16650
OG0008487	Ag011G1153000	AL7G16790
OG0008488	Ag011G1160100	AL7G17080
OG0008489	Ag011G1164700	AL7G17210
OG0008490	Ag011G1169500	AL7G19600
OG0008491	Ag011G1169600	AL7G19580
OG0008492	Ag011G1169800	AL7G19570
OG0008493	Ag011G1170700	AL7G19550
OG0008494	Ag011G1176300	AL7G19220
OG0008495	Ag011G1181500	AL7G19060
OG0008496	Ag011G1187600	AL7G18710
OG0008497	Ag011G1190900	AL7G18460
OG0008498	Ag011G1192500	AL7G18390
OG0008500	Ag011G1198800, Ag011G1199200	AL7G18090
OG0008501	Ag011G1213300	AL7G17680
OG0008502	Ag011G1219800	AL7G17400
OG0008503	Ag011G1220300	AL7G17360
OG0008504	Ag011G1220600	AL7G17330
OG0008505	Ag011G1223800	AL7G19670
OG0008506	Ag011G1224000	AL7G19700
OG0008507	Ag011G1235400	AL7G20060
OG0008508	Ag011G1251300	AL7G20550
OG0008509	Ag011G1255600	AL7G20650
OG0008510	Ag011G1256200	AL1G32760, AL7G20660
OG0008511	Ag011G1260100	AL7G20790
OG0008512	Ag011G1262100	AL7G20930
OG0008513	Ag011G1271100	AL4G14460
OG0008514	Ag064G5104400	AL3G38890
OG0008515	Ag064G5106800	AL3G39090
OG0008516	Ag064G5108400	AL3G39150
OG0008517	Ag064G5108500	AL3G39160
OG0008518	Ag064G5111600	AL3G39610
OG0008519	Ag018G2436600	AL2G32330
OG0008520	Ag018G2437800	AL2G32220
OG0008521	Ag018G2438700	AL2G32200
OG0008522	Ag018G2441400	AL2G32060
OG0008523	Ag018G2442900	AL2G31990
OG0008524	Ag018G2443500	AL2G31920
OG0008526	Ag018G2446100	AL2G31860
OG0008527	Ag018G2446200	AL2G31850
OG0008528	Ag018G2446800	AL2G31820
OG0008529	Ag018G2453600	AL1G36920
OG0008530	Ag018G2456200	AL1G37120
OG0008531	Ag018G2458200	AL1G37230
OG0008532	Ag018G2467100	AL1G38240
OG0008533	Ag018G2470000	AL1G38400
OG0008534	Ag018G2478400	AL1G39170
OG0008535	Ag018G2481200	AL1G39470
OG0008536	Ag018G2483500	AL1G40690
OG0008537	Ag019G2488800	AL7G28730
OG0008538	Ag019G2494800	AL6G51130
OG0008539	Ag019G2502400	AL8G24920
OG0008540	Ag019G2505000	AL6G51680
OG0008541	Ag019G2506200	AL6G51740
OG0008542	Ag019G2507800	AL6G51780
OG0008543	Ag019G2512300	AL6G51990
OG0008544	Ag019G2517100	AL6G52400
OG0008545	Ag019G2517700	AL6G52350
OG0008546	Ag019G2517900	AL6G52330
OG0008548	Ag019G2529200	AL6G52750
OG0008549	Ag019G2530400	AL6G52860
OG0008550	Ag019G2532700	AL6G53010
OG0008551	Ag019G2534100, Ag019G2548200, Ag019G2539700	AL7G26300
OG0008552	Ag019G2551500	AL4G10140
OG0008553	Ag010G0982800	AL1G40420
OG0008554	Ag010G0984700	AL1G39940
OG0008555	Ag010G0987000	AL1G39760
OG0008556	Ag010G0988100	AL1G39720
OG0008557	Ag010G0988200	AL1G39700
OG0008558	Ag010G0992000	AL7G26470
OG0008559	Ag010G1004500	AL7G25900
OG0008560	Ag010G1007000	AL7G25370
OG0008561	Ag010G1007200	AL7G25380
OG0008562	Ag010G1009900	AL7G25300
OG0008563	Ag010G1013600	AL7G25120
OG0008564	Ag010G1014200	AL7G25070
OG0008565	Ag010G1017500	AL7G24700
OG0008566	Ag010G1019200	AL1G39070
OG0008567	Ag010G1019500	AL7G24590
OG0008568	Ag010G1019900	AL7G24570
OG0008569	Ag010G1020800	AL7G24560
OG0008570	Ag010G1021100	AL7G24530
OG0008571	Ag010G1024800	AL7G24270
OG0008649	Ag046G4526800, Ag047G4537900	AL7G21740
OG0008650	Ag047G4539700, Ag046G4528800	AL7G21710
OG0008651	Ag033G3503300, Ag093G5463100, Ag033G3503500, Ag093G5463200	AL7G30450
OG0008652	Ag093G5464000	nbis-gene-1792
OG0008653	Ag055G4902400	AL5G25530
OG0008654	Ag055G4903200	AL5G25730
OG0008655	Ag055G4912900	AL5G28030
OG0008656	Ag055G4913500	AL5G28000
OG0008657	Ag055G4914800	AL1G21190
OG0008658	Ag055G4917900	AL5G27890
OG0008659	Ag055G4924700	AL5G27320
OG0008660	Ag055G4927900, Ag013G1488500	AL5G27480
OG0008661	Ag055G4929800	AL5G27520
OG0008662	Ag074G5266300, Ag035G4082500	AL5G10010
OG0008663	Ag074G5276500	AL5G10940
OG0008664	Ag005G0786200	AL1G65850, AL7G49340
OG0008665	Ag013G1341300	AL6G29320
OG0008666	Ag013G1345300	AL6G28960
OG0008667	Ag013G1346000	AL6G28940
OG0008668	Ag013G1355500	AL6G28770
OG0008669	Ag019G2542800, Ag013G1357200	AL3G25920
OG0008670	Ag013G1368500	AL6G28370
OG0008671	Ag013G1380400	AL6G27770
OG0008672	Ag013G1380500	AL6G27760
OG0008673	Ag013G1382200	AL6G27710
OG0008674	Ag013G1382500	AL6G27690
OG0008675	Ag013G1382700	AL6G27670
OG0008676	Ag013G1383300	AL6G27590
OG0008677	Ag013G1386800	AL6G27430
OG0008678	Ag013G1391500	AL6G27220
OG0008679	Ag013G1392600, Ag003G0341200	AL4G43560
OG0008680	Ag013G1394600	AL6G27110
OG0008681	Ag013G1395900	AL6G27030
OG0008682	Ag013G1396500	AL6G26990
OG0008683	Ag013G1400800	AL6G26830
OG0008684	Ag013G1404900	AL6G26650
OG0008685	Ag013G1405300	AL6G26630
OG0008686	Ag013G1405500	AL6G26620
OG0008687	Ag013G1408800, Ag029G3123900	AL3G43760
OG0008688	Ag013G1409100	AL6G26490
OG0008689	Ag013G1410000	AL6G26460
OG0008691	Ag013G1418300	AL6G26140
OG0008692	Ag013G1424500, Ag013G1669600	AL4G28350
OG0008693	Ag013G1424700	AL6G25870
OG0008694	Ag013G1438100	AL1G14590
OG0008695	Ag013G1443600, Ag014G2011700	AL450U10010, AL3G28020
OG0008696	Ag013G1449400	AL6G24940
OG0008697	Ag013G1450800, Ag013G1450900	AL6G24860
OG0008698	Ag013G1455400	AL6G24570
OG0008699	Ag013G1455900	AL6G24510
OG0008700	Ag013G1461300, Ag004G0740400	AL8G31030
OG0008701	Ag013G1462500	AL6G24280
OG0008702	Ag013G1464000	AL6G24170
OG0008703	Ag013G1468700	AL6G23960
OG0008704	Ag013G1469900	AL6G23900
OG0008705	Ag013G1476100	AL6G23750
OG0008706	Ag068G5230600, Ag013G1476200	AL6G23740
OG0008707	Ag013G1477700	AL6G23700
OG0008708	Ag013G1478500	AL6G23670
OG0008709	Ag013G1478900	AL6G23660
OG0008711	Ag052G4837500, Ag013G1485500	AL6G23250
OG0008712	Ag013G1486900	AL6G23130
OG0008713	Ag013G1487000	AL6G23120
OG0008714	Ag013G1487900	AL6G23070
OG0008715	Ag013G1489000	AL6G22970
OG0008716	Ag013G1491400	AL6G22770
OG0008717	Ag013G1494000	AL6G22740
OG0008718	Ag013G1495100	AL6G22670
OG0008719	Ag013G1495200	AL6G22660
OG0008720	Ag013G1495800	AL6G22610
OG0008721	Ag013G1500500	AL6G22230
OG0008722	Ag013G1505600	AL6G21960
OG0008723	Ag013G1509200, Ag004G0746500	AL8G30630
OG0008724	Ag013G1511200	AL6G21750
OG0008725	Ag013G1513600	AL6G21600
OG0008726	Ag013G1513700	AL6G21590
OG0008727	Ag013G1518900	AL6G21270
OG0008728	Ag013G1520300	AL6G21180
OG0008729	Ag013G1523900	AL6G21000
OG0008730	Ag013G1529700	AL6G20610, AL6G20640
OG0008731	Ag013G1532000	AL6G20480
OG0008732	Ag013G1536800	AL6G20300
OG0008733	Ag013G1540700	AL6G20110
OG0008734	Ag013G1547200	AL6G19730
OG0008735	Ag013G1547600	AL6G19700
OG0008736	Ag013G1548400	AL6G19610
OG0008737	Ag013G1551900	AL6G19310
OG0008738	Ag013G1552400	AL6G19280
OG0008739	Ag042G4406400, Ag013G1553500	AL5G18450
OG0008740	Ag013G1554900	AL58U10010, nbis-gene-2082
OG0008741	Ag013G1555900	AL6G18880
OG0008742	Ag013G1559400	AL6G18640
OG0008743	Ag013G1561600	AL6G18430
OG0008744	Ag013G1562900	AL6G18290
OG0008745	Ag013G1563200	AL6G18250
OG0008746	Ag013G1564900	AL6G18160
OG0008747	Ag013G1568500	AL6G17890
OG0008748	Ag013G1570800	AL6G50120
OG0008749	Ag013G1571000	AL6G50100
OG0008750	Ag013G1573900	AL6G49840
OG0008751	Ag013G1574000	AL6G49830
OG0008752	Ag013G1576400	AL6G49650
OG0008753	Ag013G1578100	nbis-gene-1782
OG0008754	Ag013G1578400	AL8G25230
OG0008755	Ag013G1580200	AL7G28290
OG0008756	Ag013G1580300	AL7G28300
OG0008757	Ag013G1583200	nbis-gene-1893
OG0008757	Ag019G2514900	AL6G52500
OG0008758	Ag013G1584200	AL4G19660
OG0008759	Ag013G1584600	AL4G19700
OG0008760	Ag013G1586500	AL4G19990
OG0008761	Ag013G1587400	AL4G20150
OG0008762	Ag013G1591600	AL4G21140
OG0008763	Ag013G1593000	AL4G21210
OG0008764	Ag013G1593500	AL4G21290, AL128U10030
OG0008765	Ag013G1593600	AL4G21320
OG0008766	Ag013G1596200	AL5G38350, AL4G22810
OG0008767	Ag033G3608000, Ag033G3606900	AL5G23040, nbis-gene-1293
OG0008767	Ag013G1596400, Ag017G2414100	AL5G16830
OG0008768	Ag013G1597400, Ag013G1597300	AL4G22560
OG0008769	Ag013G1598000	AL4G22490
OG0008770	Ag013G1598200	AL4G22470
OG0008771	Ag013G1598900	AL4G22360
OG0008772	Ag013G1600200	AL4G22220
OG0008773	Ag013G1601700	AL4G22070
OG0008774	Ag013G1602000	AL4G22040
OG0008775	Ag013G1602100	AL4G22030
OG0008776	Ag013G1605200	AL4G21650
OG0008777	Ag013G1605900	AL4G21590
OG0008778	Ag013G1607700	AL4G23090
OG0008779	Ag013G1608400	AL4G23150
OG0008780	Ag013G1610200	AL4G23310
OG0008781	Ag013G1610300	AL4G23320
OG0008782	Ag013G1610400, Ag023G2845300	AL4G23330
OG0008783	Ag013G1611400	AL4G23400
OG0008784	Ag013G1611500	AL4G23410
OG0008785	Ag013G1612300	AL4G23500
OG0008786	Ag013G1613800	AL4G23620
OG0008787	Ag013G1619000	AL4G23960
OG0008788	Ag013G1619100	AL558U10020, AL4G23970
OG0008789	Ag013G1625100	AL4G24780
OG0008790	Ag013G1625600	AL4G24840
OG0008791	Ag013G1626100, Ag026G2995800, Ag013G1626300	AL4G24880
OG0008793	Ag013G1633100	AL4G25130
OG0008794	Ag013G1634300	AL4G25240
OG0008795	Ag013G1636000	AL4G25400
OG0008796	Ag013G1636200	AL4G25410
OG0008797	Ag013G1638000	AL4G25610
OG0008798	Ag013G1642300	AL4G26180
OG0008799	Ag013G1642800	AL4G26290
OG0008800	Ag013G1642900	AL4G26300
OG0008801	Ag013G1643900	AL4G26390
OG0008802	Ag013G1644900	AL4G26480
OG0008803	Ag013G1645200	AL4G26510
OG0008804	Ag013G1646300	AL4G26600
OG0008805	Ag013G1647100	AL4G26660
OG0008806	Ag013G1652600	AL4G27010
OG0008807	Ag013G1653400	AL4G27080
OG0008809	Ag013G1659200	AL103U10030, AL4G27480
OG0008810	Ag013G1661300	AL4G27900
OG0008811	Ag013G1663700	AL4G27700
OG0008812	Ag013G1665700	AL9U11200
OG0008814	Ag013G1669100	AL4G28310
OG0008815	Ag013G1672400	nbis-gene-1068, AL569U10010
OG0008816	Ag013G1673300	AL4G28890
OG0008817	Ag013G1674200	AL4G28960
OG0008818	Ag013G1674400	AL4G28970
OG0008819	Ag013G1674700	AL4G29000
OG0008820	Ag013G1675200	AL4G29060
OG0008821	Ag013G1676100	AL8G17080
OG0008822	Ag013G1679300	AL8G16750
OG0008823	Ag013G1680700	AL390U10010
OG0008824	Ag013G1682300	AL37U10020, AL8G16510
OG0008825	Ag013G1683300	AL8G16290
OG0008826	Ag013G1683500	AL8G16270
OG0008827	Ag013G1688200	AL7G28720
OG0008828	Ag013G1689500	AL8G15750
OG0008830	Ag013G1693100	AL7G27980
OG0008831	Ag013G1693300	nbis-gene-1779
OG0008832	Ag013G1694800	AL7G27790
OG0008833	Ag013G1701800	AL1G54240
OG0008834	Ag013G1702000	AL1G54110
OG0008835	Ag013G1702700	AL1G54060
OG0008837	Ag013G1704400	AL1G53750
OG0008838	Ag013G1704800	AL1G53710
OG0008839	Ag013G1708800	AL1G52830
OG0008840	Ag013G1710400	AL1G53210
OG0008841	Ag013G1711800	AL1G53320
OG0008842	Ag013G1713000	AL1G41260
OG0008843	Ag013G1714400	AL1G41420
OG0008844	Ag013G1717200	nbis-gene-166
OG0008846	Ag013G1719600	AL1G41860
OG0008847	Ag013G1721200	AL1G42030
OG0008848	Ag013G1726200	AL1G42770
OG0008849	Ag013G1728600	AL1G42980
OG0008850	Ag013G1728700	AL1G42990
OG0008851	Ag013G1729300	AL1G43070
OG0008852	Ag013G1734100	AL1G43490
OG0008853	Ag013G1734900	AL8G22880
OG0008854	Ag013G1735700	AL1G43580
OG0008855	Ag013G1738000	AL1G43780
OG0008856	Ag013G1740300	AL1G43880
OG0008857	Ag013G1743700	AL1G44270
OG0008858	Ag013G1748100	AL1G44710
OG0008859	Ag013G1748400	AL1G44750
OG0008860	Ag013G1749800, Ag013G1749000	AL1G44820
OG0008861	Ag013G1751600	AL1G45000
OG0008862	Ag013G1752500	AL1G45150
OG0008863	Ag013G1753000	AL1G45200
OG0008864	Ag013G1753400	AL1G45380
OG0008865	Ag013G1755900	AL1G49240
OG0008866	Ag013G1756700	AL1G49750
OG0008867	Ag013G1757900	AL8G24600
OG0008868	Ag013G1759000	AL1G49570
OG0008869	Ag013G1761900	AL1G45900, AL5G22520
OG0008870	Ag013G1763500	AL1G46050
OG0008871	Ag013G1767100	AL1G46530
OG0008872	Ag013G1769500	AL1G46800, AL1G48020
OG0008873	Ag013G1769600	AL4G31330
OG0008874	Ag062G5051300	AL5G11750
OG0008875	Ag062G5054700	AL5G12400
OG0008876	Ag062G5061100	AL5G13100, AL5G13140
OG0008877	Ag062G5063100, Ag014G1964100, Ag031G3193100	AL5G44630
OG0008878	Ag004G0417500	nbis-gene-2218
OG0008879	Ag034G3843700, Ag004G0418000	AL8G44670
OG0008880	Ag004G0418200	AL8G44650
OG0008881	Ag004G0420000	AL8G44450
OG0008882	Ag004G0420200	AL8G44430
OG0008883	Ag004G0420400	AL8G44400
OG0008884	Ag004G0420900	AL8G44330
OG0008885	Ag004G0421900	AL8G44250
OG0008886	Ag004G0423900	AL8G44060
OG0008887	Ag004G0424300	AL8G44030
OG0008888	Ag004G0426700	AL8G43830
OG0008889	Ag004G0427500	AL8G43750
OG0008890	Ag004G0429500	AL8G43640
OG0008891	Ag004G0433000	AL8G43310
OG0008892	Ag004G0433400	AL8G43230
OG0008893	Ag004G0435000	AL8G43140
OG0008894	Ag004G0440200	AL8G42810
OG0008895	Ag004G0441600	AL8G42640
OG0008896	Ag004G0441900	AL8G42630
OG0008897	Ag004G0442100	AL8G42610
OG0008898	Ag004G0443900	AL8G42530
OG0008899	Ag004G0445600	AL8G42430
OG0008900	Ag004G0447300	AL8G42300
OG0008901	Ag004G0450000	AL8G42050
OG0008902	Ag004G0454500	AL8G41690
OG0008903	Ag014G1994500, Ag004G0456100	AL8G41520
OG0008904	Ag004G0457900, Ag004G0458100	AL8G41320
OG0008905	Ag004G0460200	AL8G41180
OG0008906	Ag004G0461200	AL8G41120
OG0008907	Ag004G0462200	AL8G41020
OG0008908	Ag004G0465000	AL8G40810
OG0008909	Ag004G0467700	AL8G40540
OG0008910	Ag004G0470600	AL8G40410
OG0008911	Ag004G0471700	nbis-gene-2205
OG0008912	Ag004G0476200	AL8G39960
OG0008913	Ag004G0477200	AL8G39870
OG0008914	Ag004G0478400	AL8G39780
OG0008915	Ag004G0479000	AL8G39710
OG0008916	Ag004G0480200	AL8G39620, AL584U10020
OG0008917	Ag004G0482100	AL8G39450
OG0008918	Ag004G0482800	AL8G39410
OG0008919	Ag004G0484100	AL8G39300
OG0008920	Ag004G0486000	AL8G39190
OG0008921	Ag004G0486400	AL8G39110
OG0008922	Ag004G0488100	AL8G38930
OG0008923	Ag004G0489300	AL8G38820
OG0008924	Ag004G0489600	AL8G38780
OG0008925	Ag004G0490000	AL8G38740
OG0008926	Ag004G0492000	AL8G38620
OG0008927	Ag004G0493500	AL8G38530
OG0008928	Ag004G0498200	AL8G38120
OG0008929	Ag004G0503200	AL8G37800
OG0008930	Ag004G0509800	AL6G34210
OG0008931	Ag004G0511100	AL6G34340
OG0008932	Ag004G0511700	AL6G34390
OG0008933	Ag004G0512900	AL6G34570
OG0008934	Ag004G0513200	AL6G34600
OG0008935	Ag004G0515500	AL6G34740
OG0008936	Ag004G0515800	AL6G34770
OG0008937	Ag004G0516500	AL6G34830
OG0008938	Ag004G0521100	AL6G35260
OG0008939	Ag004G0526200	AL6G35650
OG0008940	Ag004G0528800	AL6G35980
OG0008941	Ag004G0529200	AL6G36020
OG0008942	Ag004G0532200	AL6G36180
OG0008943	Ag004G0532600	AL6G36210
OG0008944	Ag004G0533500	AL6G36310
OG0008945	Ag004G0536500	AL6G36600
OG0008947	Ag004G0539100	AL6G36810
OG0008948	Ag004G0539300	AL6G36830
OG0008949	Ag004G0540500	AL6G36910
OG0008950	Ag004G0541800	AL6G37070
OG0008951	Ag002G0174300, Ag004G0547300	AL6G37650
OG0008952	Ag004G0548100	AL6G37790
OG0008953	Ag004G0552100	AL6G38220
OG0008954	Ag004G0554500	AL6G31070
OG0008955	Ag004G0555400	AL6G31160
OG0008956	Ag004G0555900	AL6G31120
OG0008957	Ag004G0556000	AL6G31110
OG0008958	Ag004G0556100	AL6G31100
OG0008959	Ag004G0556500	AL6G31080
OG0008960	Ag004G0557000	AL6G31250
OG0008961	Ag004G0557100	AL6G31260
OG0008962	Ag004G0557200	AL6G31270
OG0008963	Ag004G0559100	AL6G31420
OG0008964	Ag004G0559900	AL6G31450
OG0008965	Ag004G0564400	AL6G31680
OG0008966	Ag004G0564800	AL6G31720
OG0008967	Ag004G0565600	AL6G31760
OG0008968	Ag004G0566300	AL6G31800
OG0008969	Ag004G0570600	AL6G32030
OG0008970	Ag004G0573100	AL6G32260
OG0008971	Ag004G0576900	AL6G32360
OG0008972	Ag004G0577100	AL6G32410
OG0008973	Ag004G0580400	AL6G32520
OG0008974	Ag004G0580800	AL6G32550
OG0008975	Ag004G0581500	AL6G32600
OG0008976	Ag004G0581900	AL6G32630
OG0008977	Ag004G0583800	nbis-gene-1547
OG0008978	Ag004G0585500	AL6G32990
OG0008979	Ag004G0589300, Ag004G0587800	AL6G33180, AL6G33160
OG0008980	Ag004G0594000	AL6G33370
OG0008981	Ag004G0594500	AL6G33410
OG0008982	Ag004G0598600	AL6G33660
OG0008983	Ag004G0601300	AL8G29150
OG0008984	Ag004G0602600	AL6G33960
OG0008985	Ag004G0610200	AL6G34130
OG0008986	Ag004G0612400	AL8G37290
OG0008987	Ag004G0620900	AL8G36960
OG0008988	Ag004G0622700	AL8G36820
OG0008989	Ag004G0629800	AL8G36550
OG0008990	Ag004G0630100	AL8G36520
OG0008991	Ag004G0632800	AL8G36340
OG0008992	Ag004G0633200	AL215U10040
OG0008993	Ag004G0634400	AL8G36280
OG0008994	Ag004G0650800	AL8G35550, AL48U10050
OG0008995	Ag004G0651400, Ag022G2751700	AL8G35510
OG0008996	Ag004G0653500	AL8G35390
OG0008997	Ag004G0655200	AL8G35350
OG0008998	Ag004G0655800	AL8G35320, AL139U10030, AL3G40430
OG0008999	Ag004G0662800	AL8G34920
OG0009000	Ag004G0666400	AL8G34570
OG0009001	Ag004G0668600	AL8G34400
OG0009002	Ag004G0670500	AL8G34260
OG0009003	Ag004G0672500, Ag034G3993000	AL1G34040
OG0009004	Ag004G0672700	AL8G34140
OG0009005	Ag004G0676800	AL2G38920
OG0009006	Ag004G0677800	AL8G33930
OG0009007	Ag004G0682500	AL8G33650
OG0009008	Ag004G0686200	AL8G33530
OG0009009	Ag004G0692300	AL8G33350
OG0009010	Ag004G0693700	AL8G33270
OG0009011	Ag004G0694000, Ag027G3038500	AL8G33250
OG0009012	Ag004G0695600	AL8G33170
OG0009013	Ag004G0696000	AL8G33110
OG0009015	Ag004G0703000	AL52U10060, AL8G32850
OG0009016	Ag004G0703600	AL52U10040
OG0009017	Ag004G0706500	AL8G32730
OG0009018	Ag004G0707300	AL8G32690
OG0009019	Ag004G0709500	AL8G32630
OG0009020	Ag004G0710400	AL8G32590
OG0009021	Ag004G0712200	AL8G32400
OG0009022	Ag004G0712600	AL8G32370
OG0009023	Ag004G0720100	AL8G32010
OG0009024	Ag004G0720300	AL8G31990
OG0009025	Ag004G0723000	AL8G31850, AL191U10010
OG0009026	Ag004G0724000	AL8G31920
OG0009027	Ag004G0730800	AL8G31550
OG0009028	Ag004G0731200	AL8G31540, AL840U10010, AL8G31520
OG0009029	Ag004G0733000	AL236U10010, AL8G31440
OG0009030	Ag004G0736500	AL8G31200
OG0009031	Ag004G0736900	AL8G31180
OG0009032	Ag004G0739200	AL8G31090
OG0009034	Ag004G0745600	AL8G30760
OG0009035	Ag004G0746200	AL8G30660
OG0009036	Ag004G0746400	AL8G30640
OG0009037	Ag004G0748700	AL8G30560, AL989U10010
OG0009038	Ag004G0750400	AL8G30450
OG0009039	Ag004G0759000	AL5G29360
OG0009040	Ag004G0764100	AL5G29010
OG0009041	Ag004G0764300	AL5G28970
OG0009042	Ag004G0768200	AL5G28610
OG0009043	Ag011G1241200, Ag004G0768900	AL5G28560
OG0009044	Ag004G0772100	AL5G28420
OG0009045	Ag004G0775200	AL5G28270
OG0009046	Ag004G0780500, Ag020G2557300	AL8G29430
OG0009047	Ag020G2555900, Ag004G0782600	AL8G29600
OG0009048	Ag022G2631500	AL6G50770
OG0009049	Ag022G2651000	AL6G50150
OG0009050	Ag022G2652300	AL4G17410
OG0009051	Ag022G2654000	AL6G17710
OG0009052	Ag022G2660700	AL7G44500
OG0009053	Ag024G2896300, Ag022G2667800, Ag016G2310000	AL2G10160
OG0009054	Ag022G2674900	AL6G16960
OG0009055	Ag022G2679200	AL6G16770
OG0009056	Ag022G2683500	AL6G16530
OG0009057	Ag022G2685100, Ag022G2685200, Ag002G0169300	AL6G16490
OG0009058	Ag022G2689200	AL6G16320
OG0009059	Ag022G2690000	AL6G16260
OG0009060	Ag060G5009800, Ag022G2693900	AL6G29740
OG0009061	Ag022G2694000, Ag060G5010000	AL6G29730
OG0009062	Ag022G2695100	AL1G40120
OG0009063	Ag022G2697400	AL6G16020
