Orthogroup	Alyssum_gmelinii	Cardamine_glauca
OG0007570	Ag009G0975200, Ag041G4360800	Cg002G0586400
OG0007571	Ag041G4369000, Ag009G0966400	Cg016G3060000, Cg003G0873100
OG0007572	Ag041G4369500, Ag076G5309300	Cg003G0831100, Cg003G0879700
OG0007573	Ag082G5404700	Cg003G0912000
OG0007574	Ag082G5406600	Cg003G0913500
OG0007575	Ag082G5406700	Cg003G0913600
OG0007576	Ag082G5407400	Cg003G0914200
OG0007577	Ag007G0846600	Cg003G0837500
OG0007578	Ag007G0850900	Cg003G0878100, Cg003G0830000
OG0007579	Ag007G0857400	Cg003G1000800
OG0007581	Ag007G0864900	Cg001G0313200
OG0007582	Ag007G0865900	Cg001G0300400
OG0007583	Ag076G5314000, Ag007G0871500	Cg001G0288400
OG0007584	Ag007G0878700, Ag007G0872300	Cg005G1608200, Cg001G0287200
OG0007585	Ag007G0881700	Cg001G0283400
OG0007586	Ag007G0882800	Cg001G0282400
OG0007587	Ag007G0886700	Cg001G0277200, Cg001G0277000
OG0007588	Ag007G0897000	Cg001G0268900
OG0007589	Ag007G0897100	Cg001G0268800
OG0007590	Ag007G0901500	Cg001G0264600
OG0007591	Ag007G0906500	Cg001G0262000, Cg001G0262100
OG0007592	Ag007G0907100	Cg001G0261700
OG0007593	Ag007G0909400	Cg001G0261100
OG0007594	Ag007G0914400	Cg001G0258300
OG0007595	Ag007G0916000	Cg001G0257400
OG0007597	Ag007G0930100	Cg001G0248600
OG0007598	Ag078G5333200	Cg007G2500200
OG0007599	Ag078G5335500	Cg007G2501200
OG0007600	Ag078G5343100	Cg007G2503600
OG0007601	Ag078G5343800	Cg007G2503700
OG0007602	Ag078G5359700	Cg007G2508000
OG0007603	Ag078G5359900	Cg007G2508200
OG0007604	Ag078G5384200	Cg007G2515600
OG0007605	Ag078G5384500	Cg007G2515900
OG0007606	Ag078G5392300	Cg007G2518000
OG0007607	Ag056G4932200	Cg007G2454200
OG0007608	Ag056G4941200	Cg001G0079300
OG0007609	Ag056G4943700	Cg007G2458800
OG0007610	Ag056G4944400	Cg007G2459500
OG0007611	Ag045G4507300	Cg001G0117000
OG0007612	Ag045G4507800	Cg001G0116500
OG0007613	Ag045G4511300	Cg001G0115400
OG0007614	Ag045G4513800	Cg001G0114300
OG0007615	Ag045G4524600	Cg001G0109800
OG0007616	Ag092G5458200	Cg003G0915300
OG0007617	Ag016G2326900, Ag037G4127600	Cg002G0662600
OG0007618	Ag002G0119700, Ag002G0120000, Ag063G5071800, Ag008G0937900, Ag008G0964200	Cg002G0518000
OG0007619	Ag002G0115700, Ag063G5075100	Cg007G2268100
OG0007620	Ag002G0102900, Ag063G5090000	Cg007G2264800
OG0007621	Ag071G5237100	Cg001G0370400
OG0007622	Ag071G5237300	Cg001G0370500
OG0007623	Ag012G1278300	Cg002G0623500
OG0007624	Ag012G1292400	Cg002G0596200
OG0007625	Ag043G4457300, Ag011G1253600, Ag012G1300700, Ag003G0309000	Cg008G2841600
OG0007626	Ag012G1308700	Cg002G0653900
OG0007627	Ag012G1310900	Cg002G0655300
OG0007628	Ag012G1319500	Cg002G0658800
OG0007629	Ag012G1320800	Cg002G0674500, Cg002G0659800
OG0007630	Ag012G1321100	Cg002G0660100
OG0007631	Ag012G1325600	Cg002G0663300
OG0007632	Ag012G1326400	Cg002G0666000, Cg002G0666100
OG0007633	Ag034G3688100, Ag012G1335600, Ag023G2836000	Cg003G0892200
OG0007634	Ag034G4074000, Ag057G4951200	Cg007G2469700
OG0007635	Ag057G4953100	Cg007G2469000
OG0007636	Ag057G4954600	Cg007G2468600
OG0007637	Ag057G4955300	Cg007G2468200, Cg007G2468300
OG0007638	Ag057G4955400	Cg007G2468100
OG0007639	Ag031G3377800, Ag057G4959400	Cg001G0294900, Cg004G1348800
OG0007641	Ag006G0794000, Ag058G4992100	Cg008G2970900
OG0007642	Ag006G0797500, Ag058G4989300	Cg008G2970400
OG0007643	Ag006G0798700, Ag043G4460800	Cg008G2871900, Cg008G2856400
OG0007644	Ag006G0799200, Ag058G4983400	Cg008G2969500
OG0007645	Ag058G4981100, Ag006G0801400	Cg008G2968500
OG0007646	Ag058G4981000, Ag006G0801500	Cg008G2968400
OG0007647	Ag058G4980500, Ag006G0802200	Cg008G2968100
OG0007649	Ag006G0832700	Cg008G2960500
OG0007650	Ag006G0833200	Cg001G0314600
OG0007651	Ag006G0835200	Cg008G2958700
OG0007652	Ag083G5412700, Ag001G0000200	Cg006G1836500
OG0007653	Ag001G0000400, Ag083G5412500	Cg006G1836400
OG0007654	Ag001G0011000	Cg001G0145100
OG0007655	Ag001G0022700	Cg006G1831500
OG0007656	Ag001G0025100	Cg003G0765200, Cg006G1831000
OG0007657	Ag001G0028600	Cg006G1830200
OG0007658	Ag001G0035800	Cg006G1827700
OG0007659	Ag001G0048300	Cg006G1825400
OG0007660	Ag001G0054300	Cg006G1822200
OG0007661	Ag001G0057200	Cg006G1820800
OG0007662	Ag001G0062000	Cg006G1818700
OG0007663	Ag001G0062300	Cg006G1818400
OG0007664	Ag001G0063500	Cg006G1817500
OG0007666	Ag034G3705600, Ag001G0070400	Cg006G2216800
OG0007667	Ag001G0070600	Cg006G1813600
OG0007668	Ag001G0073200	Cg006G1813300
OG0007669	Ag001G0078300	Cg006G1811700
OG0007670	Ag001G0084700	Cg006G1807700
OG0007671	Ag034G3928600, Ag023G2812800, Ag001G0088500	Cg006G2088400
OG0007672	Ag023G2797300	Cg008G2897000
OG0007673	Ag015G2194100	Cg005G1762600
OG0007674	Ag023G2799700	Cg008G2891400, Cg008G2891200
OG0007675	Ag023G2800400	Cg008G2919900
OG0007676	Ag023G2805000	Cg005G1597800
OG0007677	Ag023G2805700	Cg005G1597300
OG0007678	Ag023G2811000	Cg005G1594300
OG0007679	Ag023G2811400	Cg005G1594200
OG0007680	Ag023G2812400	Cg005G1593400
OG0007681	Ag023G2813300	Cg005G1592600
OG0007682	Ag023G2818300	Cg005G1589000
OG0007684	Ag023G2820600	Cg005G1587500
OG0007685	Ag023G2824700	Cg005G1585000
OG0007686	Ag023G2825100	Cg008G2838800
OG0007687	Ag023G2839100	Cg005G1578500
OG0007688	Ag023G2844900	Cg005G1576300
OG0007689	Ag042G4397800, Ag023G2845600, Ag023G2845500, Ag034G3759800	Cg006G2176700
OG0007691	Ag023G2848200	Cg005G1574400
OG0007692	Ag050G4741800	Cg001G0206600
OG0007693	Ag050G4747800	Cg001G0208600
OG0007694	Ag050G4754700, Ag050G4754600	Cg001G0211700
OG0007695	Ag050G4768100	Cg001G0215600
OG0007696	Ag050G4771700	Cg001G0217100
OG0007697	Ag050G4774500	Cg001G0218400
OG0007698	Ag050G4782700	Cg001G0221100
OG0007699	Ag050G4783500	Cg001G0221600
OG0007700	Ag050G4785800	Cg001G0222300
OG0007701	Ag050G4790600	Cg001G0224100
OG0007702	Ag050G4791000	Cg001G0224300
OG0007703	Ag050G4793200	Cg001G0225400
OG0007704	Ag050G4793500	Cg001G0225600
OG0007705	Ag050G4794200	Cg001G0226300
OG0007706	Ag050G4797300	Cg001G0228900
OG0007707	Ag058G4994000	Cg008G2972300
OG0007708	Ag008G0936100, Ag008G0966200	Cg002G0516800
OG0007710	Ag008G0936800, Ag008G0965500	Cg002G0517300
OG0007711	Ag008G0937500, Ag008G0964500, Ag008G0937600	Cg002G0517900
OG0007712	Ag008G0942900	Cg002G0519900
OG0007713	Ag008G0944100, Ag008G0944200	Cg002G0520100
OG0007714	Ag077G5316900, Ag033G3487900	Cg001G0167700
OG0007715	Ag077G5320600, Ag033G3491800	Cg001G0168900
OG0007716	Ag073G5264100, Ag051G4803600	Cg003G0907400
OG0007717	Ag051G4804000	Cg003G0907200
OG0007718	Ag051G4805300	Cg003G0906500
OG0007719	Ag051G4815100	Cg003G0898800
OG0007720	Ag051G4816600	Cg003G0896300
OG0007722	Ag034G3830500, Ag051G4828900	Cg003G0890400
OG0007723	Ag051G4829600	Cg003G0889000
OG0007724	Ag044G4472700, Ag011G1209800	Cg004G1353000
OG0007725	Ag044G4479900	Cg004G1384300, Cg004G1375500
OG0007726	Ag044G4485100	Cg004G1391700
OG0007727	Ag044G4487800	Cg004G1394600
OG0007728	Ag044G4492800	Cg004G1398100
OG0007729	Ag044G4494600	Cg004G1401100
OG0007730	Ag044G4498000	Cg004G1403900
OG0007731	Ag044G4500600	Cg004G1405100
OG0007732	Ag044G4504500	Cg004G1407600
OG0007733	Ag052G4848700, Ag033G3475900	Cg001G0163200
OG0007734	Ag052G4842400, Ag033G3481700	Cg001G0164500
OG0007735	Ag052G4841900, Ag033G3482000	Cg001G0164200
OG0007736	Ag052G4838100, Ag033G3485100	Cg001G0166500
OG0007737	Ag033G3491500	Cg001G0169100
OG0007738	Ag033G3508100	Cg001G0174900
OG0007739	Ag033G3509500	Cg001G0175400
OG0007740	Ag033G3513500	Cg001G0176900
OG0007741	Ag033G3519500	Cg001G0179100
OG0007742	Ag033G3524900	Cg001G0180900
OG0007743	Ag033G3528300	Cg001G0181500
OG0007744	Ag024G2896500	Cg007G2258100
OG0007745	Ag033G3560100	Cg001G0201600
OG0007746	Ag033G3568100	Cg001G0201000
OG0007747	Ag033G3571200	Cg001G0199900
OG0007748	Ag033G3577400	Cg001G0199000
OG0007749	Ag033G3578200	Cg014G3028500, Cg003G0726200
OG0007750	Ag033G3578800	Cg001G0198500
OG0007751	Ag033G3583200	Cg001G0197200
OG0007752	Ag033G3608900	Cg001G0189800
OG0007753	Ag033G3615400	Cg001G0187400
OG0007754	Ag033G3620600, Ag033G3621100, Ag033G3621000	Cg001G0186100
OG0007755	Ag033G3626500	Cg008G2743000
OG0007756	Ag031G3157100, Ag033G3644700	Cg003G1062600
OG0007757	Ag028G3079100, Ag026G2983000	Cg003G0786200
OG0007758	Ag028G3084300, Ag026G2979100	Cg008G2917300, Cg011G3013700
OG0007759	Ag026G2977400, Ag028G3085900	Cg008G2901800
OG0007760	Ag031G3138900	Cg001G0240500
OG0007761	Ag031G3141400, Ag067G5179000	Cg001G0238200
OG0007762	Ag031G3143600	Cg001G0236600
OG0007763	Ag031G3144200	Cg001G0235900
OG0007764	Ag031G3144800	Cg001G0235400
OG0007765	Ag031G3150300, Ag014G1857400	Cg004G1129600, Cg004G1129200
OG0007766	Ag031G3150700	Cg004G1072400
OG0007767	Ag031G3154600	Cg004G1076200
OG0007768	Ag031G3155600	Cg004G1077100
OG0007769	Ag031G3155700	Cg004G1077200
OG0007770	Ag031G3155900	Cg004G1077400
OG0007772	Ag031G3161700, Ag031G3161500	Cg003G1065700
OG0007773	Ag031G3163100	Cg003G1066200
OG0007774	Ag031G3163400	Cg003G1066500
OG0007775	Ag017G2431900	Cg002G0514700
OG0007776	Ag017G2414700, Ag031G3171400, Ag017G2414800	Cg002G0398200
OG0007777	Ag031G3172000	Cg002G0399000
OG0007778	Ag031G3172700	Cg002G0399400
OG0007779	Ag031G3175800	Cg002G0401400
OG0007781	Ag031G3183100	Cg002G0405700
OG0007782	Ag031G3189800	Cg002G0407800
OG0007783	Ag031G3189900	Cg002G0407900
OG0007784	Ag031G3191200	Cg002G0408600
OG0007785	Ag031G3191500	Cg002G0408900
OG0007786	Ag031G3195200	Cg002G0410400
OG0007787	Ag031G3199800	Cg002G0412400
OG0007788	Ag031G3200300, Ag031G3200100	Cg002G0412700
OG0007789	Ag031G3204000	Cg002G0414200
OG0007790	Ag031G3205700	Cg002G0415100
OG0007791	Ag031G3206200	Cg002G0415600
OG0007792	Ag031G3209900	Cg002G0417000
OG0007793	Ag031G3210700	Cg002G0417400
OG0007794	Ag031G3211100	Cg002G0417800
OG0007796	Ag031G3219700, Ag031G3219600	Cg002G0422700
OG0007797	Ag031G3223400	Cg002G0424400
OG0007798	Ag031G3226200	Cg002G0426200
OG0007799	Ag031G3229100	Cg002G0427000
OG0007800	Ag003G0353500	Cg005G1491700
OG0007801	Ag031G3236200	Cg002G0430200
OG0007802	Ag031G3237100	Cg002G0430700
OG0007803	Ag031G3241100	Cg002G0431600
OG0007804	Ag031G3241400	Cg002G0431800
OG0007805	Ag031G3243000	Cg002G0432700
OG0007806	Ag031G3244100	Cg005G1496300, Cg008G2873700
OG0007807	Ag031G3251500, Ag003G0372500	Cg002G0435500
OG0007808	Ag031G3252400	Cg002G0436300
OG0007809	Ag031G3258400	Cg002G0436900
OG0007810	Ag031G3258500	Cg002G0437000
OG0007811	Ag031G3259900	Cg002G0437800
OG0007812	Ag031G3260600	Cg002G0438400
OG0007813	Ag031G3262200	Cg002G0439200
OG0007814	Ag031G3281600	Cg002G0442800
OG0007815	Ag031G3282200	Cg003G0829000, Cg003G0876900
OG0007817	Ag031G3292000	Cg002G0448100
OG0007818	Ag031G3293100	Cg002G0448600
OG0007819	Ag031G3303700	Cg002G0452700
OG0007820	Ag031G3306900	Cg002G0454400
OG0007821	Ag031G3307600, Ag031G3307200	Cg002G0454500
OG0007822	Ag031G3320400	Cg002G0460000
OG0007823	Ag031G3325900	Cg002G0462700
OG0007824	Ag043G4459100, Ag031G3327400	Cg008G2875800
OG0007825	Ag031G3343000, Ag031G3328500	Cg002G0470900
OG0007826	Ag031G3329700	Cg002G0464300
OG0007828	Ag031G3343800	Cg002G0471500
OG0007829	Ag031G3364900	Cg002G0480300
OG0007830	Ag031G3365500	Cg002G0480700
OG0007831	Ag031G3369100	Cg002G0482400
OG0007832	Ag031G3369300	Cg002G0482600
OG0007833	Ag031G3370200	Cg002G0483000
OG0007834	Ag031G3371800	Cg002G0483500
OG0007835	Ag031G3372600	Cg002G0483600
OG0007836	Ag031G3372700	Cg002G0483700
OG0007837	Ag031G3372900	Cg002G0483900
OG0007838	Ag031G3377100	Cg002G0485800
OG0007839	Ag034G3824700, Ag031G3382800	Cg006G2138700
OG0007840	Ag031G3383600	Cg002G0487900
OG0007841	Ag031G3385400, Ag039G4258500	Cg002G0488700
OG0007842	Ag031G3387000	Cg002G0490100
OG0007843	Ag031G3388900	Cg002G0491200
OG0007844	Ag031G3399100	Cg002G0496000
OG0007845	Ag031G3405300	Cg002G0497700
OG0007846	Ag031G3412100	Cg002G0501000
OG0007847	Ag020G2560900	Cg003G0924400
OG0007848	Ag020G2561400, Ag020G2561300, Ag011G1116900	Cg003G0924000, Cg003G0923800
OG0007849	Ag020G2567900	Cg003G0919400, Cg007G2448900
OG0007850	Ag020G2570100	Cg003G0918600
OG0007851	Ag020G2572300	Cg001G0123700
OG0007852	Ag020G2572700	Cg003G0917700
OG0007853	Ag020G2575500	Cg003G0916400
OG0007854	Ag020G2575900	Cg003G0916300
OG0007856	Ag029G3088600	Cg004G1316000
OG0007857	Ag029G3095500	Cg004G1317600
OG0007858	Ag029G3095800	Cg004G1317700
OG0007859	Ag029G3103600	Cg004G1321400
OG0007860	Ag029G3109800	Cg004G1326900
OG0007861	Ag029G3114700	Cg004G1334700
OG0007862	Ag029G3122500, Ag027G3036800	Cg004G1352000
OG0007863	Ag067G5174100	Cg007G2432800
OG0007864	Ag067G5174400	Cg007G2433100
OG0007865	Ag067G5176800	Cg007G2436800
OG0007866	Ag067G5180100	Cg007G2438200
OG0007867	Ag067G5181700	Cg007G2438900
OG0007868	Ag067G5181800	Cg007G2439000
OG0007869	Ag067G5184200	Cg007G2440300
OG0007871	Ag067G5184900	Cg008G2820600
OG0007872	Ag067G5185400	Cg007G2440900
OG0007873	Ag067G5185900	Cg007G2441100
OG0007874	Ag067G5186100	Cg007G2441300
OG0007875	Ag067G5187100	Cg007G2441800
OG0007876	Ag067G5189600	Cg007G2442900
OG0007877	Ag067G5191500	Cg007G2444100
OG0007878	Ag067G5192100	Cg007G2444300
OG0007879	Ag067G5193300	Cg007G2445000
OG0007881	Ag067G5196800	Cg007G2447300
OG0007882	Ag067G5201800, Ag067G5202200	Cg007G2451200
OG0007883	Ag067G5205200	Cg007G2452000
OG0007884	Ag067G5205600	Cg007G2452500
OG0007885	Ag042G4392000	Cg004G1421500
OG0007886	Ag042G4392600, Ag016G2339600	Cg008G2950800
OG0007887	Ag042G4396200, Ag042G4395700	Cg004G1422800
OG0007888	Ag042G4400300	Cg004G1423800
OG0007889	Ag042G4411700	Cg004G1428700
OG0007890	Ag042G4413500	Cg002G0684800
OG0007891	Ag042G4416300	Cg002G0635700
OG0007892	Ag042G4427200	Cg004G1433400
OG0007893	Ag039G4181500	Cg005G1518000
OG0007894	Ag039G4182500	Cg005G1518600
OG0007895	Ag039G4184200	Cg005G1519100
OG0007896	Ag039G4185900	Cg005G1519500
OG0007897	Ag017G2424900, Ag039G4190200	Cg002G0511700
OG0007898	Ag039G4194000	Cg005G1522300
OG0007899	Ag039G4195200	Cg005G1523400
OG0007901	Ag039G4202200	Cg005G1526000
OG0007902	Ag039G4215500	Cg005G1529700
OG0007903	Ag039G4216500, Ag039G4216700	Cg005G1529900
OG0007904	Ag039G4216900	Cg005G1530100
OG0007905	Ag039G4218700	Cg005G1530900
OG0007906	Ag039G4220300	Cg005G1532000
OG0007908	Ag039G4240000	Cg005G1536500
OG0007909	Ag039G4241300	Cg005G1537400
OG0007910	Ag039G4246500	Cg005G1538500
OG0007911	Ag039G4246700	Cg005G1538600
OG0007912	Ag039G4256700	Cg005G1541800
OG0007913	Ag039G4265600, Ag014G1859300	Cg004G1130900
OG0007914	Ag039G4266800	Cg005G1543300
OG0007915	Ag039G4267500	Cg005G1543600
OG0007916	Ag039G4269700	Cg005G1544200
OG0007917	Ag039G4269800	Cg005G1544500
OG0007918	Ag039G4270300	Cg005G1544600
OG0007919	Ag039G4270400	Cg005G1544700
OG0007920	Ag039G4271500	Cg005G1545300
OG0007921	Ag039G4271800	Cg006G2006900
OG0007922	Ag039G4286100	Cg005G1549600
OG0007923	Ag039G4288100	Cg005G1550200
OG0007924	Ag039G4293100	Cg005G1553000
OG0007925	Ag039G4295300	Cg005G1554400
OG0007926	Ag014G1906700, Ag039G4296300	Cg004G1159300
OG0007927	Ag039G4300100	Cg005G1556000
OG0007928	Ag039G4300700	Cg005G1556100
OG0007929	Ag039G4302500	Cg005G1556700
OG0007930	Ag039G4313300	Cg005G1559600
OG0007931	Ag039G4319000	Cg005G1561600
OG0007932	Ag039G4321000	Cg005G1562600
OG0007933	Ag039G4322600	Cg005G1562900
OG0007934	Ag039G4326800	Cg005G1564300
OG0007935	Ag066G5129000	Cg003G0748600, Cg003G0748700
OG0007936	Ag034G3841200, Ag066G5132600	Cg003G0747600
OG0007937	Ag066G5137300	Cg002G0693800
OG0007938	Ag066G5142200	Cg003G0743400
OG0007939	Ag066G5142500	Cg003G0743100
OG0007940	Ag066G5147400	Cg003G0741400, Cg003G0855800
OG0007941	Ag030G3135700	Cg003G0749500
OG0007942	Ag015G2181900	Cg005G1774200
OG0007943	Ag011G1047800, Ag015G2186600	Cg005G1770700
OG0007944	Ag011G1054500, Ag015G2189500	Cg005G1767500
OG0007945	Ag015G2191700	Cg005G1765000
OG0007946	Ag015G2193700	Cg005G1763300
OG0007947	Ag015G2194000	Cg005G1762700
OG0007948	Ag015G2195100	Cg005G1761500
OG0007949	Ag025G2950000, Ag015G2196400	Cg006G2003500
OG0007950	Ag015G2196800	Cg005G1761000
OG0007951	Ag015G2197400	Cg005G1760000
OG0007952	Ag015G2197500	Cg005G1759900
OG0007953	Ag015G2198500	Cg005G1757700
OG0007954	Ag015G2198700	Cg005G1756400
OG0007955	Ag015G2199300	Cg005G1755600
OG0007956	Ag015G2200600	Cg005G1752100
OG0007957	Ag015G2201100	Cg005G1750200
OG0007958	Ag015G2203200	Cg005G1748200
OG0007959	Ag015G2208700	Cg005G1716000
OG0007960	Ag015G2210700	Cg005G1728500
OG0007961	Ag015G2218400	Cg005G1712000
OG0007962	Ag015G2220500	Cg005G1746600
OG0007963	Ag015G2221100	Cg005G1722200
OG0007964	Ag015G2229900	Cg001G0158100
OG0007965	Ag015G2230700	Cg001G0158200
OG0007966	Ag015G2233700	Cg001G0160800
OG0007967	Ag015G2235400	Cg006G1884900
OG0007968	Ag015G2240200	Cg006G1879500
OG0007969	Ag015G2241500	Cg006G1876700
OG0007970	Ag015G2244700	Cg006G1869200
OG0007971	Ag015G2247600	Cg006G1869800
OG0007972	Ag015G2257500	Cg006G1910400
OG0007973	Ag015G2257800	Cg006G1910900
OG0007974	Ag015G2259000	Cg006G1913400
OG0007975	Ag015G2262900	Cg006G1922000
OG0007976	Ag052G4868300, Ag015G2266400	Cg006G1924900
OG0007977	Ag015G2267400, Ag052G4866300	Cg006G1925900
OG0007978	Ag015G2270300, Ag052G4864400	Cg006G1927500
OG0007979	Ag052G4863800, Ag015G2271000	Cg006G1933300
OG0007980	Ag052G4863600, Ag015G2271200	Cg006G1933500
OG0007981	Ag026G3004500, Ag021G2579600	Cg003G0782500
OG0007982	Ag021G2579900, Ag026G3003800	Cg003G0782600
OG0007984	Ag021G2601700	Cg003G0774300, Cg003G0774400
OG0007985	Ag021G2607300	Cg003G0767300
OG0007986	Ag021G2609800	Cg001G0330800
OG0007987	Ag021G2623600	Cg003G0756500
OG0007988	Ag021G2625600	Cg003G0751900
OG0007989	Ag038G4143000	Cg008G2755100
OG0007990	Ag038G4144000	Cg008G2755500
OG0007991	Ag038G4146100	Cg008G2756100
OG0007992	Ag038G4149000	Cg008G2757600
OG0007993	Ag038G4152900	Cg008G2758100
OG0007994	Ag038G4153000	Cg008G2818800
OG0007995	Ag038G4155000	Cg008G2819500
OG0007996	Ag038G4161300	Cg008G2823200
OG0007997	Ag088G5433300	Cg004G1439100
OG0007998	Ag088G5435100	Cg004G1440300
OG0007999	Ag088G5438000	Cg004G1442100
OG0008000	Ag003G0277900	Cg005G1448300
OG0008001	Ag003G0279200	Cg005G1449100
OG0008002	Ag003G0281100	Cg005G1450900
OG0008003	Ag003G0282500	Cg003G0773500
OG0008004	Ag003G0286300	Cg005G1455100
OG0008005	Ag003G0287000	Cg005G1455900
OG0008006	Ag003G0288000	Cg005G1456900
OG0008007	Ag003G0311300	Cg005G1468500
OG0008008	Ag003G0311500	Cg005G1468700
OG0008009	Ag003G0311600	Cg005G1468800
OG0008010	Ag003G0311800	Cg005G1469100
OG0008011	Ag003G0312700	Cg005G1466600
OG0008012	Ag003G0313000	Cg005G1470000
OG0008013	Ag003G0313900	Cg005G1470700
OG0008014	Ag003G0317700	Cg005G1472700
OG0008015	Ag003G0323100	Cg005G1475500
OG0008016	Ag003G0332200	Cg005G1481000
OG0008017	Ag003G0332400	Cg005G1481200
OG0008018	Ag003G0338900	Cg005G1483200
OG0008019	Ag003G0342600	Cg005G1485800
OG0008020	Ag003G0349300	Cg005G1489100
OG0008021	Ag003G0349400	Cg005G1489200
OG0008022	Ag003G0349500	Cg005G1489300
OG0008023	Ag003G0351300	Cg005G1490600
OG0008024	Ag003G0361300	Cg005G1494200
OG0008025	Ag003G0371800	Cg005G1499600
OG0008026	Ag003G0374900	Cg005G1501100
OG0008027	Ag003G0394600	Cg005G1508800
OG0008028	Ag003G0395300	Cg005G1509400
OG0008029	Ag003G0398000	Cg005G1510700
OG0008030	Ag003G0402400	Cg005G1512300
OG0008031	Ag003G0411600	Cg005G1516400
OG0008032	Ag003G0413700	Cg005G1516800
OG0008033	Ag016G2312700, Ag037G4125300	Cg008G2978300
OG0008034	Ag037G4130100, Ag016G2322500, Ag016G2322700	Cg008G2981900
OG0008035	Ag037G4139500, Ag014G2122400, Ag016G2315600	Cg008G2979400
OG0008036	Ag014G1772300	Cg004G1079100
OG0008037	Ag014G1772500	Cg004G1079300
OG0008038	Ag014G1773200	Cg004G1079800
OG0008039	Ag014G1774900	Cg004G1081100
OG0008040	Ag014G1777200	Cg004G1082900
OG0008041	Ag014G1778000	Cg008G2699600
OG0008042	Ag014G1785400	Cg004G1087200
OG0008043	Ag014G1792500	Cg004G1090600
OG0008044	Ag014G1795600	Cg004G1092400
OG0008045	Ag014G1796500	Cg004G1093200
OG0008046	Ag014G1801200	Cg004G1095700
OG0008047	Ag014G1806200	Cg004G1098000
OG0008048	Ag014G1807000	Cg004G1098700
OG0008049	Ag014G1812500	Cg004G1101200
OG0008050	Ag014G1813200	Cg004G1101700, Cg004G1111600
OG0008051	Ag014G1813700	Cg004G1102100
OG0008052	Ag014G1813900	Cg004G1102300
OG0008054	Ag014G1824300	Cg004G1108500
OG0008055	Ag014G1826200	Cg004G1110200
OG0008056	Ag014G1828800	Cg004G1112300
OG0008057	Ag014G1829600	Cg004G1112900
OG0008058	Ag014G1832400	Cg004G1115100
OG0008059	Ag014G1833400	Cg004G1115600
OG0008060	Ag014G1836300	Cg004G1116400
OG0008061	Ag014G1837400	Cg004G1116900
OG0008062	Ag014G1846500	Cg004G1121900
OG0008063	Ag014G1847600	Cg004G1122700
OG0008064	Ag014G1848200	Cg004G1123200
OG0008065	Ag014G1850200	Cg004G1124400
OG0008066	Ag014G1872900, Ag014G1850600	Cg004G1138600
OG0008067	Ag014G1857800	Cg004G1130000
OG0008068	Ag014G1857900	Cg004G1130100
OG0008069	Ag014G1859200	Cg004G1131000
OG0008071	Ag014G1877000	Cg004G1142100
OG0008072	Ag014G1881800	Cg004G1145900
OG0008073	Ag014G1885800	Cg004G1148600
OG0008074	Ag014G1887200	Cg004G1149700
OG0008075	Ag014G1887800	Cg004G1151300
OG0008076	Ag014G1888600	Cg004G1150600
OG0008077	Ag014G1890100	Cg004G1150900
OG0008078	Ag014G1891600	Cg004G1151800
OG0008079	Ag014G1898600	Cg004G1154700
OG0008080	Ag014G1899000	Cg004G1155100
OG0008081	Ag014G1901800	Cg004G1156800
OG0008082	Ag014G1906800	Cg004G1159400
OG0008083	Ag014G1907500	Cg004G1160200
OG0008084	Ag014G1910400	Cg004G1163000
OG0008085	Ag014G1910600	Cg001G0205700
OG0008086	Ag014G1914100	Cg004G1164500
OG0008087	Ag014G1921300	Cg004G1167100
OG0008088	Ag014G1921400	Cg004G1167200
OG0008089	Ag014G1922600, Ag072G5252400	Cg004G1169200
OG0008090	Ag014G1925100	Cg004G1170300
OG0008091	Ag014G1929700	Cg004G1172000
OG0008092	Ag014G1931500	Cg004G1172900
OG0008093	Ag014G1935200, Ag014G1935400	Cg004G1174500
OG0008094	Ag014G1936500, Ag014G1936000	Cg004G1175000
OG0008095	Ag014G1936600	Cg004G1175100, Cg004G1378100
OG0008096	Ag014G1939400	Cg004G1177000
OG0008097	Ag014G1939500	Cg004G1177100
OG0008098	Ag014G1940500	Cg004G1177900
OG0008099	Ag014G1940800	Cg004G1178100
OG0008100	Ag014G1941800	Cg004G1179100
OG0008101	Ag014G1941900	Cg004G1179200
OG0008102	Ag014G1944200	Cg004G1180400
OG0008103	Ag014G1947600	Cg004G1182300
OG0008104	Ag014G1948000	Cg004G1182700
OG0008105	Ag014G1949900	Cg004G1183800
OG0008106	Ag014G1952100	Cg004G1185200
OG0008107	Ag014G1952700	Cg004G1185400
OG0008108	Ag014G1952800	Cg004G1185500
OG0008109	Ag014G1953400	Cg004G1186000
OG0008110	Ag014G1957900	Cg004G1189000
OG0008111	Ag014G1959700	Cg004G1189900
OG0008112	Ag014G1962000, Ag014G1961800	Cg004G1191900
OG0008114	Ag034G3712400, Ag014G1967000	Cg004G1194500
OG0008115	Ag014G1975900	Cg004G1199100
OG0008116	Ag014G1976500	Cg004G1199600
OG0008117	Ag014G1977800	Cg004G1200400
OG0008118	Ag014G1978900	Cg004G1201100
OG0008119	Ag014G1981300	Cg004G1203100
OG0008120	Ag014G1989200	Cg004G1204500
OG0008121	Ag014G1990800	Cg004G1205200
OG0008122	Ag014G1993100	Cg004G1206300
OG0008123	Ag014G1999900	Cg004G1209900
OG0008124	Ag014G2001500	Cg004G1210600
OG0008125	Ag014G2005000	Cg004G1212600
OG0008126	Ag014G2005100	Cg004G1212700
