Orthogroup	Alyssum_gmelinii	Raphanus_sativus
OG0008288	Ag034G3760600	XP_018471764.1, XP_018461721.1, XP_018448215.1
OG0008289	Ag034G3763200	XP_018451691.1, XP_018435502.1
OG0008290	Ag034G3764200	XP_018447598.1, XP_018464819.1, XP_018466892.1, XP_018466923.1
OG0008291	Ag034G3768200	XP_018448965.1, XP_018448967.1, XP_018435665.1
OG0008292	Ag034G3772900	XP_018433385.1, XP_018433330.1
OG0008293	Ag034G3775400	XP_018483290.1, XP_018460004.1, XP_018450849.1
OG0008294	Ag034G3776700	XP_018433085.1, XP_018437773.1, XP_018483806.1
OG0008295	Ag034G3778800	XP_018437259.1, XP_018435006.1
OG0008296	Ag034G3780200	XP_018432670.1
OG0008297	Ag034G3780600	XP_018433452.1, XP_018465573.1, XP_018483703.1
OG0008298	Ag034G3780900	XP_018433407.1
OG0008299	Ag034G3782200	XP_018491481.1, XP_018486123.1, XP_018440003.1
OG0008300	Ag034G3782600	XP_018441046.1, XP_018435283.1
OG0008301	Ag034G3783400	XP_018434327.1
OG0008302	Ag034G3784700	XP_018434202.1, XP_018439021.1
OG0008303	Ag034G3787500	XP_018490053.1, XP_018488420.1
OG0008304	Ag034G3791500	XP_018441640.1, XP_018432784.1, XP_018432717.1
OG0008305	Ag034G3793400	XP_018484461.1, XP_018484325.1, XP_018470526.1
OG0008306	Ag034G3799100	XP_018442197.1, XP_018485496.1
OG0008307	Ag034G3800100	XP_018490860.1, XP_018490859.1, XP_018443217.1
OG0008308	Ag034G3806600	XP_018447764.1, XP_018454103.1
OG0008309	Ag034G3806700	XP_018463286.1, XP_018454027.1, XP_018447599.1, XP_018450573.1
OG0008310	Ag034G3807400	XP_018465249.1, XP_018465989.1, XP_018458286.1
OG0008311	Ag002G0190800	XP_018452240.1
OG0008312	Ag034G3815100	XP_018449110.1, XP_018458359.1
OG0008313	Ag034G3815300	XP_018458299.1, XP_018463029.1
OG0008314	Ag034G3817300	XP_018449113.1, XP_018447717.1, XP_018462882.1
OG0008315	Ag034G3823400	XP_018447432.1, XP_018442755.1
OG0008316	Ag034G3824100	XP_018451246.1, XP_018491997.1
OG0008317	Ag034G3824900	XP_018452287.1, XP_018451868.1
OG0008318	Ag034G3825100	XP_018439497.1, XP_018484928.1, XP_018485475.1
OG0008319	Ag034G3828200	XP_018449183.1, XP_018438783.1
OG0008320	Ag034G3835000	XP_018436656.1, XP_018436698.1
OG0008321	Ag034G3835500	XP_018447399.1, XP_018447408.1, XP_018465241.1, XP_018468171.1
OG0008322	Ag034G3835600	XP_018447412.1, XP_018447404.1, XP_018468182.1, XP_018465322.1
OG0008323	Ag034G3838600	XP_018434982.1, XP_018441791.1
OG0008324	Ag034G3841500	XP_018467109.1
OG0008325	Ag034G3845100	XP_018437571.1, XP_018484771.1
OG0008326	Ag034G3853000	XP_018441348.1, XP_018480829.1
OG0008327	Ag034G3853300	XP_018438785.1, XP_018433070.1
OG0008328	Ag034G3856000	XP_018488228.1, XP_018435162.1, XP_018463763.1, XP_018442088.1
OG0008329	Ag034G3860000	XP_018443458.1, XP_018433007.1
OG0008330	Ag034G3863400	XP_018484870.1, XP_018449746.1
OG0008331	Ag034G3863600	XP_018437465.1, XP_018492730.1
OG0008332	Ag034G3865900, Ag034G3865800	XP_018437610.1, XP_018485634.1
OG0008333	Ag034G3866500	XP_018462150.1, XP_018438481.1, XP_018482081.1
OG0008334	Ag034G3867400	XP_018438708.1
OG0008335	Ag034G3869100	XP_018451753.1, XP_018449955.1, XP_018435896.1
OG0008336	Ag034G3870400, Ag034G3870100, Ag034G3869900, Ag034G3869200, Ag034G3869600	XP_018453683.1
OG0008337	Ag034G3871200	XP_018434729.1, XP_018459578.1
OG0008338	Ag034G3872500, Ag034G3881400	XP_018479809.1, XP_018440612.1
OG0008339	Ag034G3874300	XP_018491021.1, XP_018449959.1, XP_018447801.1
OG0008340	Ag034G3876600	XP_018436043.1
OG0008341	Ag034G3877000	XP_018491139.1, XP_018438606.1
OG0008342	Ag034G3877200	XP_018433067.1, XP_018482420.1
OG0008343	Ag034G3879200	XP_018434137.1, XP_018434081.1
OG0008344	Ag034G3883200	XP_018438080.1, XP_018433139.1
OG0008346	Ag034G3891200	XP_018466946.1, XP_018440758.1, XP_018441214.1
OG0008347	Ag034G3900300	XP_018440211.1, XP_018493086.1
OG0008348	Ag034G3905800	XP_018450740.1
OG0008349	Ag034G3907300	XP_018459774.1, XP_018459761.1, XP_018434517.1
OG0008350	Ag034G3928400	XP_018449656.1, XP_018446652.1
OG0008351	Ag034G3929900	XP_018483384.1, XP_018483358.1, XP_018449824.1, XP_018461060.1
OG0008352	Ag034G3940000	XP_018450385.1
OG0008353	Ag034G3942000	XP_018483597.1, XP_018449671.1
OG0008354	Ag034G3942200	XP_018450007.1, XP_018440825.1
OG0008355	Ag034G3943200	XP_018440824.1, XP_018470151.1
OG0008356	Ag034G3943300	XP_018462227.1, XP_018437368.1, XP_018439823.1
OG0008357	Ag034G3948100	XP_018449151.1, XP_018449148.1, XP_018441405.1
OG0008358	Ag034G3948400	XP_018447107.1, XP_018449170.1, XP_018439960.1
OG0008359	Ag034G3949000	XP_018441403.1, XP_018470225.1
OG0008360	Ag034G3955100	XP_018449842.1, XP_018447659.1, XP_018436079.1
OG0008361	Ag034G3957700	XP_018438678.1, XP_018440769.1, XP_018455204.1
OG0008362	Ag034G3957800	XP_018451739.1
OG0008363	Ag034G3958200	XP_018455308.1, XP_018447576.1
OG0008364	Ag034G3961700	XP_018450591.1, XP_018449931.1
OG0008365	Ag034G3968800	XP_018450525.1, XP_018465119.1
OG0008366	Ag034G3970200	XP_018449497.1
OG0008367	Ag034G3970300	XP_018449494.1, XP_018465882.1, XP_018437637.1
OG0008368	Ag034G3972600	XP_018439173.1
OG0008369	Ag034G3975200	XP_018451367.1
OG0008370	Ag034G3978600	XP_018437619.1, XP_018486970.1
OG0008371	Ag034G3980100	XP_018436115.1
OG0008372	Ag034G3985400	XP_018447040.1, XP_018485537.1
OG0008373	Ag034G3987200	XP_018451074.1, XP_018436158.1
OG0008374	Ag034G3989700	XP_018450990.1, XP_018437645.1
OG0008375	Ag034G3995700	XP_018441195.1
OG0008376	Ag034G4001100	XP_018438675.1, XP_018469237.1
OG0008377	Ag034G4003200	XP_018435218.1, XP_018435602.1
OG0008378	Ag034G4004200	XP_018438767.1, XP_018439813.1
OG0008379	Ag034G4006800	XP_018492683.1, XP_018462520.1, XP_018448273.1
OG0008380	Ag034G4006900	XP_018489956.1, XP_018448107.1, XP_018462519.1
OG0008381	Ag034G4008200	XP_018441468.1, XP_018434547.1, XP_018437950.1
OG0008382	Ag034G4009100	XP_018488653.1, XP_018451270.1
OG0008383	Ag034G4011300	XP_018456218.1, XP_018449210.1, XP_018450520.1, XP_018450519.1
OG0008384	Ag034G4014400	XP_018447057.1, XP_018448280.1, XP_018467748.1
OG0008385	Ag034G4019000	XP_018437720.1, XP_018482995.1
OG0008386	Ag034G4034500	XP_018468362.1, XP_018436757.1
OG0008387	Ag034G4035100	XP_018458961.1, XP_018467029.1, XP_018475333.1
OG0008388	Ag034G4036000	XP_018464326.1, XP_018463674.1, XP_018447729.1
OG0008389	Ag034G4040800	XP_018452798.1, XP_018455459.1, XP_018446849.1
OG0008390	Ag034G4043800	XP_018452590.1, XP_018444404.1, XP_018468650.1
OG0008391	Ag034G4046700	XP_018452526.1, XP_018446417.1, XP_018460190.1
OG0008392	Ag034G4047100	XP_018445041.1, XP_018452307.1
OG0008393	Ag034G4048700	XP_018464640.1, XP_018460726.1, XP_018456305.1
OG0008394	Ag034G4049000	XP_018446470.1, XP_018446469.1, XP_018469265.1
OG0008395	Ag034G4051600	XP_018451742.1, XP_018461377.1, XP_018453467.1
OG0008396	Ag034G4051800	XP_018461373.1, XP_018469333.1
OG0008397	Ag034G4054100	XP_018474836.1, XP_018458039.1
OG0008398	Ag034G4055500	XP_018454826.1
OG0008399	Ag034G4064000	XP_018465819.1, XP_018471527.1, XP_018453457.1
OG0008400	Ag034G4064800	XP_018469445.1, XP_018444724.1
OG0008401	Ag034G4069400, Ag016G2345600	XP_018472124.1, XP_018442091.1
OG0008402	Ag034G4069800	XP_018457377.1, XP_018457387.1, XP_018471722.1
OG0008403	Ag052G4849500	XP_018462505.1, XP_018468593.1
OG0008404	Ag052G4854500	XP_018444238.1
OG0008405	Ag052G4857700	XP_018447044.1, XP_018443061.1
OG0008406	Ag024G2861700, Ag024G2861500, Ag002G0091800, Ag002G0091400, Ag024G2858600	XP_018455169.1
OG0008407	Ag019G2542200, Ag002G0133900	XP_018452063.1
OG0008408	Ag019G2542100, Ag002G0134000	XP_018454482.1
OG0008409	Ag002G0134700	XP_018452604.1
OG0008410	Ag002G0155500	XP_018452853.1
OG0008411	Ag002G0164400	XP_018452890.1, XP_018463914.1
OG0008412	Ag002G0176300	XP_018450557.1, XP_018489054.1
OG0008413	Ag002G0181600	XP_018454837.1, XP_018454657.1
OG0008414	Ag002G0197300	XP_018450481.1, XP_018450485.1, XP_018449219.1
OG0008415	Ag002G0197900	XP_018437590.1
OG0008416	Ag002G0198600	XP_018438454.1
OG0008417	Ag002G0199600	XP_018441495.1
OG0008418	Ag002G0214900	XP_018433556.1, XP_018433542.1
OG0008420	Ag002G0236300	XP_018439917.1
OG0008421	Ag002G0244600	XP_018453301.1, XP_018463779.1
OG0008422	Ag002G0251000	XP_018463220.1, XP_018454711.1, XP_018436865.1
OG0008423	Ag002G0251300	XP_018463235.1, XP_018452759.1, XP_018434978.1
OG0008424	Ag002G0255700	XP_018466156.1, XP_018438729.1
OG0008425	Ag002G0259900	XP_018441916.1, XP_018441911.1
OG0008426	Ag002G0264000	XP_018457555.1, XP_018439410.1
OG0008427	Ag024G2882000, Ag024G2882700	XP_018448158.1, XP_018448142.1
OG0008428	Ag024G2884600	XP_018456149.1
OG0008429	Ag024G2885400	XP_018465597.1, XP_018457491.1, XP_018456633.1
OG0008430	Ag024G2892000	XP_018457518.1, XP_018457523.1, XP_018457444.1
OG0008431	Ag024G2896200	XP_018456803.1, XP_018456817.1, XP_018454762.1
OG0008432	Ag024G2898900	XP_018434816.1
OG0008433	Ag016G2286000, Ag016G2285600	XP_018484188.1
OG0008434	Ag016G2293700	XP_018464470.1, XP_018483137.1
OG0008435	Ag016G2311900	XP_018484991.1, XP_018434030.1
OG0008436	Ag016G2313100	XP_018441586.1, XP_018457149.1, XP_018461668.1
OG0008437	Ag016G2334000	XP_018437087.1, XP_018440510.1, XP_018477237.1, XP_018464945.1
OG0008438	Ag016G2334300	XP_018441247.1, XP_018433111.1
OG0008439	Ag016G2354600	XP_018455642.1, XP_018467291.1, XP_018477586.1
OG0008440	Ag016G2355000	XP_018481542.1, XP_018464494.1
OG0008441	Ag016G2359700	XP_018456691.1, XP_018454747.1, XP_018434331.1
OG0008442	Ag016G2364200	XP_018435742.1, XP_018455309.1
OG0008443	Ag016G2371900	XP_018455637.1
OG0008444	Ag016G2385800	XP_018451973.1, XP_018471502.1
OG0008445	Ag016G2390400	XP_018456425.1
OG0008446	Ag016G2397100	XP_018476524.1
OG0008447	Ag065G5127900	XP_018481725.1, XP_018435683.1
OG0008448	Ag025G2909100	XP_018485244.1, XP_018485235.1, XP_018470594.1
OG0008449	Ag025G2909200	XP_018470595.1, XP_018477656.1, XP_018477658.1
OG0008450	Ag025G2922400	XP_018450489.1, XP_018489548.1
OG0008451	Ag025G2924700	XP_018490283.1
OG0008452	Ag025G2931200	XP_018447122.1, XP_018488717.1
OG0008453	Ag025G2943400	XP_018490928.1
OG0008454	Ag025G2945400	XP_018462316.1, XP_018490932.1, XP_018447513.1
OG0008455	Ag025G2965500	XP_018483867.1, XP_018489524.1, XP_018459860.1, XP_018449970.1
OG0008456	Ag072G5255000	XP_018442693.1, XP_018442952.1, XP_018443214.1
OG0008457	Ag011G1049800	XP_018471020.1, XP_018477318.1, XP_018459479.1
OG0008458	Ag011G1054800	XP_018447709.1, XP_018468629.1
OG0008459	Ag011G1059100	XP_018478589.1
OG0008460	Ag011G1060900	XP_018465893.1, XP_018466062.1, XP_018467849.1
OG0008461	Ag011G1064000	XP_018468304.1
OG0008462	Ag011G1067500	XP_018469683.1, XP_018450315.1
OG0008463	Ag011G1069100	XP_018479011.1, XP_018479010.1, XP_018469676.1
OG0008464	Ag011G1070300	XP_018468926.1, XP_018449475.1, XP_018451760.1
OG0008465	Ag011G1072100	XP_018468316.1, XP_018478772.1
OG0008466	Ag011G1072900, Ag011G1072800	XP_018481745.1, XP_018466732.1
OG0008467	Ag011G1075800	XP_018448100.1, XP_018477206.1
OG0008468	Ag011G1080700	XP_018450217.1, XP_018449020.1, XP_018482448.1
OG0008469	Ag011G1081000	XP_018470453.1, XP_018449489.1, XP_018449012.1
OG0008470	Ag011G1084600	XP_018477806.1, XP_018472168.1
OG0008471	Ag011G1089400	XP_018450122.1, XP_018444615.1, XP_018444182.1
OG0008472	Ag011G1091700	XP_018447383.1, XP_018470866.1
OG0008473	Ag011G1093800	XP_018471395.1, XP_018447204.1
OG0008474	Ag011G1097000	XP_018449715.1, XP_018480826.1
OG0008475	Ag011G1098800	XP_018471426.1, XP_018470392.1
OG0008476	Ag011G1101300	XP_018481321.1, XP_018448425.1
OG0008477	Ag011G1113000	XP_018478344.1, XP_018482963.1, XP_018470629.1, XP_018470630.1
OG0008478	Ag011G1117500	XP_018448051.1, XP_018448029.1
OG0008479	Ag011G1226700, Ag011G1123400	XP_018478225.1
OG0008480	Ag011G1126800	XP_018490300.1, XP_018482399.1, XP_018452607.1
OG0008481	Ag011G1130100	XP_018469733.1, XP_018468311.1
OG0008482	Ag011G1130200	XP_018447514.1, XP_018480450.1
OG0008483	Ag011G1144000	XP_018469031.1, XP_018471415.1, XP_018481514.1
OG0008484	Ag011G1146100	XP_018451779.1, XP_018480824.1
OG0008485	Ag011G1150600	XP_018469894.1, XP_018447883.1
OG0008486	Ag011G1150800	XP_018471036.1, XP_018478738.1, XP_018461174.1
OG0008487	Ag011G1153000	XP_018468007.1, XP_018449901.1
OG0008488	Ag011G1160100	XP_018449668.1, XP_018485240.1
OG0008489	Ag011G1164700	XP_018470709.1
OG0008490	Ag011G1169500	XP_018471456.1
OG0008491	Ag011G1169600	XP_018480251.1, XP_018480252.1
OG0008492	Ag011G1169800	XP_018468746.1, XP_018480259.1, XP_018480262.1
OG0008493	Ag011G1170700	XP_018467825.1, XP_018480248.1, XP_018480247.1
OG0008494	Ag011G1176300	XP_018449990.1, XP_018449989.1, XP_018469459.1
OG0008495	Ag011G1181500	XP_018450826.1, XP_018453559.1
OG0008496	Ag011G1187600	XP_018483548.1, XP_018471633.1
OG0008497	Ag011G1190900	XP_018449563.1, XP_018470264.1, XP_018468793.1
OG0008498	Ag011G1192500	XP_018481342.1, XP_018465734.1
OG0008499	Ag011G1194700	XP_018462036.1, XP_018459259.1
OG0008500	Ag011G1198800, Ag011G1199200	XP_018469003.1, XP_018483758.1, XP_018463523.1
OG0008501	Ag011G1213300	XP_018480437.1, XP_018459412.1, XP_018478610.1
OG0008502	Ag011G1219800	XP_018450412.1, XP_018449565.1
OG0008503	Ag011G1220300	XP_018450407.1, XP_018483643.1
OG0008504	Ag011G1220600	XP_018444260.1, XP_018450409.1, XP_018478066.1
OG0008505	Ag011G1223800	XP_018470685.1, XP_018451453.1, XP_018451446.1
OG0008506	Ag011G1224000	XP_018470688.1, XP_018480236.1, XP_018480239.1
OG0008507	Ag011G1235400	XP_018472467.1, XP_018484358.1
OG0008508	Ag011G1251300	XP_018482362.1
OG0008509	Ag011G1255600	XP_018471406.1, XP_018447694.1
OG0008510	Ag011G1256200	XP_018482368.1, XP_018481370.1
OG0008511	Ag011G1260100	XP_018450419.1, XP_018450429.1
OG0008512	Ag011G1262100	XP_018444757.1, XP_018477042.1
OG0008513	Ag011G1271100	XP_018478130.1, XP_018462457.1
OG0008514	Ag064G5104400	XP_018439999.1
OG0008515	Ag064G5106800	XP_018432812.1, XP_018493445.1
OG0008516	Ag064G5108400	XP_018485481.1
OG0008517	Ag064G5108500	XP_018491066.1, XP_018491072.1
OG0008518	Ag064G5111600	XP_018462070.1, XP_018432833.1, XP_018433117.1
OG0008519	Ag018G2436600	XP_018457467.1, XP_018442888.1, XP_018442243.1
OG0008520	Ag018G2437800	XP_018455503.1
OG0008521	Ag018G2438700	XP_018449736.1, XP_018454716.1
OG0008522	Ag018G2441400	XP_018470764.1, XP_018457283.1, XP_018457282.1
OG0008523	Ag018G2442900	XP_018456751.1, XP_018456736.1, XP_018468634.1
OG0008524	Ag018G2443500	XP_018472307.1, XP_018470649.1
OG0008525	Ag018G2443700	XP_018469160.1, XP_018454466.1, XP_018467489.1
OG0008526	Ag018G2446100	XP_018443508.1, XP_018445521.1
OG0008527	Ag018G2446200	XP_018443507.1, XP_018445517.1, XP_018457170.1, XP_018453480.1
OG0008528	Ag018G2446800	XP_018459985.1, XP_018442132.1
OG0008529	Ag018G2453600	XP_018438627.1, XP_018467768.1
OG0008530	Ag018G2456200	XP_018449669.1, XP_018438793.1, XP_018448286.1, XP_018438561.1
OG0008531	Ag018G2458200	XP_018438616.1, XP_018449467.1, XP_018448049.1, XP_018449782.1
OG0008532	Ag018G2467100	XP_018447617.1, XP_018479375.1
OG0008533	Ag018G2470000	XP_018450977.1, XP_018441844.1
OG0008534	Ag018G2478400	XP_018447565.1, XP_018461213.1, XP_018460427.1, XP_018484195.1
OG0008535	Ag018G2481200	XP_018447299.1, XP_018451391.1, XP_018462662.1, XP_018436795.1
OG0008536	Ag018G2483500	XP_018447463.1, XP_018436093.1
OG0008537	Ag019G2488800	XP_018469921.1, XP_018477924.1
OG0008538	Ag019G2494800	XP_018473376.1, XP_018454504.1, XP_018455047.1
OG0008539	Ag019G2502400	XP_018475534.1, XP_018475338.1, XP_018475197.1
OG0008540	Ag019G2505000	XP_018473238.1, XP_018474962.1
OG0008541	Ag019G2506200	XP_018463627.1
OG0008542	Ag019G2507800	XP_018454982.1, XP_018454526.1
OG0008543	Ag019G2512300	XP_018463166.1, XP_018454610.1, XP_018476075.1
OG0008544	Ag019G2517100	XP_018457770.1
OG0008545	Ag019G2517700	XP_018452080.1
OG0008546	Ag019G2517900	XP_018452480.1, XP_018473588.1, XP_018474366.1
OG0008547	Ag019G2525800	XP_018456897.1
OG0008548	Ag019G2529200	XP_018472534.1, XP_018485643.1, XP_018456214.1
OG0008549	Ag019G2530400	XP_018457958.1, XP_018457960.1
OG0008550	Ag019G2532700	XP_018456147.1
OG0008551	Ag019G2534100, Ag019G2548200, Ag019G2539700	XP_018483134.1, XP_018469116.1
OG0008552	Ag019G2551500	XP_018434028.1, XP_018476543.1, XP_018476542.1
OG0008553	Ag010G0982800	XP_018487462.1
OG0008554	Ag010G0984700	XP_018435773.1, XP_018447756.1, XP_018447769.1
OG0008555	Ag010G0987000	XP_018464569.1, XP_018479196.1, XP_018451765.1, XP_018460367.1
OG0008556	Ag010G0988100	XP_018486643.1, XP_018433044.1
OG0008557	Ag010G0988200	XP_018447775.1, XP_018464302.1, XP_018433056.1
OG0008558	Ag010G0992000	XP_018472155.1, XP_018470916.1, XP_018477711.1
OG0008559	Ag010G1004500	XP_018482653.1, XP_018483185.1, XP_018447305.1, XP_018451553.1
OG0008560	Ag010G1007000	XP_018481675.1, XP_018467769.1
OG0008561	Ag010G1007200	XP_018447063.1, XP_018478479.1
OG0008562	Ag010G1009900	XP_018485137.1, XP_018468236.1, XP_018468986.1
OG0008563	Ag010G1013600	XP_018472490.1, XP_018483710.1
OG0008564	Ag010G1014200	XP_018449594.1, XP_018478335.1
OG0008565	Ag010G1017500	XP_018448081.1, XP_018468042.1
OG0008566	Ag010G1019200	XP_018432554.1, XP_018462802.1, XP_018493449.1, XP_018436875.1
OG0008567	Ag010G1019500	XP_018485215.1, XP_018461967.1, XP_018468662.1
OG0008568	Ag010G1019900	XP_018471450.1
OG0008569	Ag010G1020800	XP_018471451.1, XP_018485214.1, XP_018478586.1
OG0008570	Ag010G1021100	XP_018450929.1, XP_018483672.1
OG0008571	Ag010G1024800	XP_018459275.1, XP_018459123.1, XP_018461618.1, XP_018449915.1
OG0008649	Ag046G4526800, Ag047G4537900	XP_018449251.1
OG0008650	Ag047G4539700, Ag046G4528800	XP_018483707.1
OG0008651	Ag033G3503300, Ag093G5463100, Ag033G3503500, Ag093G5463200	XP_018477205.1
OG0008652	Ag093G5464000	XP_018467119.1
OG0008653	Ag055G4902400	XP_018440641.1, XP_018454023.1
OG0008654	Ag055G4903200	XP_018438229.1, XP_018469421.1
OG0008655	Ag055G4912900	XP_018469161.1, XP_018488134.1
OG0008656	Ag055G4913500	XP_018465085.1, XP_018437414.1, XP_018437412.1
OG0008657	Ag055G4914800	XP_018487772.1
OG0008658	Ag055G4917900	XP_018458336.1, XP_018458334.1
OG0008659	Ag055G4924700	XP_018487240.1, XP_018441118.1
OG0008660	Ag055G4927900, Ag013G1488500	XP_018439975.1
OG0008661	Ag055G4929800	XP_018486378.1, XP_018439691.1
OG0008662	Ag074G5266300, Ag035G4082500	XP_018439269.1, XP_018439742.1
OG0008663	Ag074G5276500	XP_018440338.1, XP_018483355.1
OG0008664	Ag005G0786200	XP_018445583.1
OG0008665	Ag013G1341300	XP_018442784.1, XP_018473076.1
OG0008666	Ag013G1345300	XP_018470490.1, XP_018442733.1
OG0008667	Ag013G1346000	XP_018444070.1, XP_018442689.1
OG0008668	Ag013G1355500	XP_018472233.1
OG0008669	Ag019G2542800, Ag013G1357200	XP_018485996.1
OG0008670	Ag013G1368500	XP_018446025.1
OG0008671	Ag013G1380400	XP_018472583.1, XP_018442374.1
OG0008672	Ag013G1380500	XP_018443839.1, XP_018472145.1
OG0008673	Ag013G1382200	XP_018469352.1, XP_018469366.1, XP_018486381.1, XP_018442585.1
OG0008674	Ag013G1382500	XP_018442940.1
OG0008675	Ag013G1382700	XP_018446661.1, XP_018476028.1
OG0008676	Ag013G1383300	XP_018442187.1, XP_018471421.1
OG0008677	Ag013G1386800	XP_018469275.1, XP_018444330.1
OG0008678	Ag013G1391500	XP_018466864.1, XP_018445368.1
OG0008679	Ag013G1392600, Ag003G0341200	XP_018477828.1, XP_018477835.1, XP_018477846.1
OG0008680	Ag013G1394600	XP_018487841.1, XP_018446588.1
OG0008681	Ag013G1395900	XP_018477012.1, XP_018445344.1
OG0008682	Ag013G1396500	XP_018472832.1, XP_018442292.1
OG0008683	Ag013G1400800	XP_018474292.1, XP_018475893.1, XP_018462472.1, XP_018446254.1
OG0008684	Ag013G1404900	XP_018444079.1
OG0008685	Ag013G1405300	XP_018442178.1
OG0008686	Ag013G1405500	XP_018468334.1, XP_018446249.1
OG0008687	Ag013G1408800, Ag029G3123900	XP_018493035.1, XP_018493029.1
OG0008688	Ag013G1409100	XP_018474745.1, XP_018473374.1, XP_018449744.1
OG0008689	Ag013G1410000	XP_018444490.1, XP_018453256.1
OG0008690	Ag013G1416500	XP_018444628.1
OG0008691	Ag013G1418300	XP_018445663.1, XP_018476551.1
OG0008692	Ag013G1424500, Ag013G1669600	XP_018476581.1
OG0008693	Ag013G1424700	XP_018471901.1, XP_018467975.1
OG0008694	Ag013G1438100	XP_018453754.1, XP_018454476.1
OG0008695	Ag013G1443600, Ag014G2011700	XP_018491123.1
OG0008696	Ag013G1449400	XP_018446259.1
OG0008697	Ag013G1450800, Ag013G1450900	XP_018444292.1, XP_018443302.1
OG0008698	Ag013G1455400	XP_018475110.1
OG0008699	Ag013G1455900	XP_018444609.1, XP_018444612.1, XP_018475737.1, XP_018460995.1
OG0008700	Ag013G1461300, Ag004G0740400	XP_018455724.1, XP_018476721.1
OG0008701	Ag013G1462500	XP_018470377.1, XP_018445451.1
OG0008702	Ag013G1464000	XP_018471847.1, XP_018446108.1
OG0008703	Ag013G1468700	XP_018445573.1, XP_018443006.1
OG0008704	Ag013G1469900	XP_018471162.1, XP_018445365.1
OG0008705	Ag013G1476100	XP_018475409.1, XP_018444613.1
OG0008706	Ag068G5230600, Ag013G1476200	XP_018445568.1, XP_018442681.1
OG0008707	Ag013G1477700	XP_018475388.1
OG0008708	Ag013G1478500	XP_018455248.1, XP_018446441.1
OG0008709	Ag013G1478900	XP_018446440.1, XP_018455336.1
OG0008710	Ag013G1485000, Ag013G1484900	XP_018443332.1, XP_018443329.1
OG0008711	Ag052G4837500, Ag013G1485500	XP_018446606.1, XP_018446572.1
OG0008712	Ag013G1486900	XP_018469892.1, XP_018442186.1
OG0008713	Ag013G1487000	XP_018444008.1
OG0008714	Ag013G1487900	XP_018445632.1, XP_018474311.1
OG0008715	Ag013G1489000	XP_018445829.1, XP_018474541.1
OG0008716	Ag013G1491400	XP_018444030.1
OG0008717	Ag013G1494000	XP_018449677.1, XP_018442338.1
OG0008718	Ag013G1495100	XP_018442465.1, XP_018476281.1
OG0008719	Ag013G1495200	XP_018476285.1, XP_018442468.1
OG0008720	Ag013G1495800	XP_018471490.1, XP_018462094.1
OG0008721	Ag013G1500500	XP_018446005.1, XP_018446004.1, XP_018471188.1
OG0008722	Ag013G1505600	XP_018444515.1, XP_018469102.1
OG0008723	Ag013G1509200, Ag004G0746500	XP_018457195.1
OG0008724	Ag013G1511200	XP_018446916.1, XP_018472253.1
OG0008725	Ag013G1513600	XP_018446838.1, XP_018453695.1
OG0008726	Ag013G1513700	XP_018444452.1, XP_018469711.1
OG0008727	Ag013G1518900	XP_018471071.1, XP_018442309.1
OG0008728	Ag013G1520300	XP_018442127.1
OG0008729	Ag013G1523900	XP_018473113.1, XP_018445961.1
OG0008730	Ag013G1529700	XP_018468707.1
OG0008731	Ag013G1532000	XP_018471318.1, XP_018442773.1
OG0008732	Ag013G1536800	XP_018470985.1, XP_018446944.1
OG0008733	Ag013G1540700	XP_018470739.1, XP_018447030.1
OG0008734	Ag013G1547200	XP_018470726.1, XP_018445455.1
OG0008735	Ag013G1547600	XP_018476201.1, XP_018445459.1
OG0008736	Ag013G1548400	XP_018471853.1
OG0008737	Ag013G1551900	XP_018476391.1, XP_018467393.1
OG0008738	Ag013G1552400	XP_018462490.1, XP_018476754.1, XP_018445279.1
OG0008739	Ag042G4406400, Ag013G1553500	XP_018439290.1
OG0008740	Ag013G1554900	XP_018456284.1
OG0008741	Ag013G1555900	XP_018450404.1
OG0008742	Ag013G1559400	XP_018444389.1, XP_018474973.1
OG0008743	Ag013G1561600	XP_018459195.1, XP_018459312.1, XP_018442728.1
OG0008744	Ag013G1562900	XP_018470448.1, XP_018470446.1
OG0008745	Ag013G1563200	XP_018473115.1
OG0008746	Ag013G1564900	XP_018446886.1, XP_018474588.1
OG0008747	Ag013G1568500	XP_018446035.1, XP_018468394.1
OG0008748	Ag013G1570800	XP_018455550.1, XP_018455551.1, XP_018456569.1
OG0008749	Ag013G1571000	XP_018474877.1
OG0008750	Ag013G1573900	XP_018457564.1, XP_018453018.1
OG0008751	Ag013G1574000	XP_018453231.1
OG0008752	Ag013G1576400	XP_018473367.1, XP_018452805.1
OG0008753	Ag013G1578100	XP_018472329.1, XP_018472339.1
OG0008754	Ag013G1578400	XP_018473395.1, XP_018470853.1
OG0008755	Ag013G1580200	XP_018482304.1, XP_018450321.1
OG0008756	Ag013G1580300	XP_018450311.1
OG0008757	Ag019G2514900	XP_018469167.1
OG0008758	Ag013G1584200	XP_018433128.1, XP_018481641.1
OG0008759	Ag013G1584600	XP_018440827.1, XP_018440838.1
OG0008760	Ag013G1586500	XP_018459371.1, XP_018474644.1, XP_018436627.1
OG0008761	Ag013G1587400	XP_018464987.1, XP_018473935.1, XP_018484295.1, XP_018466279.1
OG0008762	Ag013G1591600	XP_018440098.1, XP_018440097.1
OG0008763	Ag013G1593000	XP_018480314.1
OG0008764	Ag013G1593500	XP_018441311.1
