Orthogroup	Alyssum_gmelinii	Eutrema_salsugineum
OG0010274	Ag011G1269700	XP_006412743.1
OG0010275	Ag011G1270500	XP_024005219.1
OG0010276	Ag064G5106400	XP_006418815.2
OG0010277	Ag064G5107200	XP_006418809.1
OG0010278	Ag018G2435900	XP_006390627.1
OG0010279	Ag018G2437100	XP_006390643.1
OG0010280	Ag018G2443300	XP_006390677.1
OG0010281	Ag018G2443900	XP_006390684.1
OG0010282	Ag018G2444500	XP_006390685.1
OG0010283	Ag018G2448600	XP_006390708.1
OG0010284	Ag018G2449200	XP_006390712.1
OG0010285	Ag018G2451800	XP_006390726.1
OG0010286	Ag018G2469900	XP_006416000.1
OG0010287	Ag018G2470600	XP_006415995.1
OG0010288	Ag018G2472500	XP_006415981.1
OG0010289	Ag018G2475700	XP_006415953.1
OG0010290	Ag018G2478800	XP_006415926.1
OG0010291	Ag018G2481600	XP_006415903.2
OG0010292	Ag018G2484100	XP_006415775.1
OG0010293	Ag019G2488300	XP_006396434.1
OG0010294	Ag019G2488700	XP_006396433.1
OG0010295	Ag019G2489900	XP_006396427.1
OG0010296	Ag019G2490100	XP_024009993.1, XP_006396414.1
OG0010297	Ag019G2492700	XP_006396422.1
OG0010298	Ag019G2493300	XP_006396410.1
OG0010299	Ag019G2495700	XP_006396404.1
OG0010300	Ag019G2496000	XP_006396401.1
OG0010301	Ag019G2501100	XP_006405478.1
OG0010302	Ag019G2501400	XP_006395366.1
OG0010303	Ag019G2504300	XP_024009874.1
OG0010304	Ag019G2508700	XP_006396348.1
OG0010305	Ag019G2508900	XP_006396347.1
OG0010306	Ag019G2510500	XP_006396344.1
OG0010307	Ag019G2517800	XP_024010003.1
OG0010308	Ag019G2524500	XP_006396285.1
OG0010309	Ag019G2525400	XP_006396279.1
OG0010310	Ag019G2528800	XP_006396269.1
OG0010311	Ag019G2529600	XP_006396263.1
OG0010312	Ag019G2529700	XP_006396262.1
OG0010313	Ag019G2530200	XP_006396259.1
OG0010314	Ag019G2530800	XP_006396254.1
OG0010315	Ag019G2532400	XP_024010505.1
OG0010316	Ag019G2537900	XP_006396231.2
OG0010317	Ag019G2540200	XP_006418627.2, XP_006396222.1
OG0010318	Ag019G2551100	XP_006404543.1
OG0010319	Ag019G2551700	XP_006404545.1
OG0010320	Ag010G0983400	XP_006415810.1
OG0010321	Ag010G0986400	XP_006415882.1
OG0010322	Ag010G0988900	XP_006415895.1
OG0010323	Ag010G0989000	XP_006409815.2
OG0010324	Ag010G0993000	XP_024005208.1, XP_006413202.1
OG0010325	Ag010G1004700	XP_006413122.2
OG0010326	Ag010G1004800	XP_024004656.1
OG0010327	Ag010G1005400	XP_006413109.1
OG0010328	Ag010G1008100	XP_024005795.1
OG0010329	Ag010G1009500	XP_006413075.1
OG0010330	Ag010G1009700	XP_006413073.1
OG0010331	Ag010G1010000	XP_024005224.1
OG0010332	Ag010G1011200	XP_006413066.2
OG0010333	Ag010G1021500	XP_006412995.1
OG0010334	Ag010G1023300	XP_006412984.1
OG0010335	Ag010G1023900	XP_006412978.1
OG0010336	Ag010G1024200	XP_006412974.1
OG0010337	Ag085G5413500	XP_006395680.2
OG0010338	Ag085G5414100	XP_006395679.1
OG0010339	Ag085G5415400	XP_006395669.2
OG0010340	Ag085G5419500	XP_006395641.1
OG0010437	Ag047G4541300, Ag046G4529900	XP_006412701.1
OG0010438	Ag047G4541700, Ag046G4530500	XP_024005152.1
OG0010439	Ag047G4544900, Ag046G4531300	XP_006412689.1
OG0010440	Ag047G4545100, Ag046G4531500	XP_006412688.1
OG0010441	Ag047G4547800, Ag046G4535500	XP_006412679.1
OG0010442	Ag046G4537200, Ag047G4550000	XP_006412672.1
OG0010443	Ag033G3497900, Ag093G5458500	XP_006408801.1
OG0010444	Ag033G3500400, Ag093G5461200	XP_006413579.1
OG0010445	Ag055G4902300	XP_006418877.1
OG0010446	Ag055G4912500	XP_006404232.1
OG0010447	Ag055G4916000	XP_006404241.1
OG0010448	Ag055G4918200	XP_024013629.1
OG0010449	Ag055G4919800	XP_006404266.1
OG0010450	Ag055G4924500	XP_006404312.1
OG0010451	Ag055G4928000	XP_006404291.1
OG0010452	Ag055G4929900	XP_024013824.1
OG0010453	Ag055G4931400	XP_006404335.1
OG0010454	Ag035G4080900, Ag074G5267500	XP_006398498.1
OG0010455	Ag035G4075800, Ag074G5271100	XP_006395860.1
OG0010456	Ag074G5271400, Ag035G4075100	XP_006395801.1
OG0010457	Ag074G5274200	XP_006395826.1
OG0010458	Ag074G5276300	XP_024007551.1
OG0010459	Ag005G0788400	XP_006405496.1
OG0010460	Ag005G0790200	XP_006405503.1
OG0010461	Ag013G1341900	XP_006400351.1
OG0010462	Ag013G1346300	XP_006400327.1
OG0010463	Ag013G1348500	XP_006400322.1
OG0010464	Ag013G1356100	XP_006400304.1
OG0010465	Ag013G1360500	XP_024011612.1
OG0010466	Ag013G1363000	XP_024012483.1
OG0010467	Ag013G1364800	XP_024012175.1
OG0010468	Ag013G1366600	XP_006400271.1
OG0010469	Ag013G1369400	XP_006400252.1
OG0010470	Ag034G3732400	XP_006417869.1
OG0010471	Ag013G1382000	XP_006400213.1
OG0010472	Ag013G1382600	XP_024011764.1
OG0010473	Ag013G1386200	XP_006400190.1
OG0010474	Ag013G1386600	XP_006400188.1
OG0010475	Ag013G1389200	XP_006400176.1
OG0010476	Ag013G1395200	XP_006400150.1
OG0010477	Ag013G1395800	XP_006400147.1
OG0010478	Ag013G1397600	XP_006400138.1
OG0010479	Ag013G1398300, Ag862G5518100	XP_024003697.1
OG0010480	Ag013G1413400	XP_024012337.1
OG0010481	Ag013G1413600	XP_006400063.1
OG0010482	Ag013G1422700	XP_006400028.1
OG0010483	Ag013G1430500, Ag013G1430700	XP_006400007.2
OG0010485	Ag013G1437700	XP_006399987.1
OG0010486	Ag013G1438000	XP_006399984.1
OG0010487	Ag013G1441400	XP_006399977.1
OG0010488	Ag013G1443200	XP_006414836.1
OG0010489	Ag013G1447200	XP_006399946.1
OG0010490	Ag013G1455600	XP_006399893.2
OG0010491	Ag013G1459100	XP_006399879.1
OG0010492	Ag013G1459300	XP_006399878.1
OG0010493	Ag013G1459400	XP_024009696.1
OG0010494	Ag013G1461700	XP_006399866.1
OG0010495	Ag013G1462600	XP_006399862.2
OG0010496	Ag013G1465000, Ag017G2412000	XP_006399845.1
OG0010497	Ag013G1466200	XP_006399837.1
OG0010498	Ag013G1474900	XP_024012630.1
OG0010499	Ag013G1475000	XP_006399808.1
OG0010500	Ag013G1479600	XP_006399785.1
OG0010501	Ag013G1480700	XP_006399776.1
OG0010503	Ag013G1484200	XP_006399772.1
OG0010504	Ag013G1484300	XP_006390882.1
OG0010505	Ag013G1487300	XP_024012339.1
OG0010506	Ag013G1488100	XP_024012243.1
OG0010507	Ag013G1489700	XP_006399730.1
OG0010508	Ag013G1490000	XP_006399727.2
OG0010509	Ag013G1496100	XP_006399698.1
OG0010510	Ag013G1496300, Ag031G3239100, Ag031G3238500, Ag014G1783500	XP_006399696.1
OG0010511	Ag013G1498500	XP_006399683.1
OG0010512	Ag013G1500600	XP_006399662.1
OG0010513	Ag013G1502000	XP_006399657.1
OG0010514	Ag013G1502600	XP_006399652.1
OG0010515	Ag013G1509900	XP_006399616.1
OG0010516	Ag013G1514200	XP_006399590.1
OG0010517	Ag013G1515100, Ag011G1242800	XP_006399587.1
OG0010518	Ag013G1515300	XP_024011287.1, XP_006403366.2
OG0010519	Ag018G2472400, Ag048G4699600, Ag013G1524300	XP_006399539.1
OG0010520	Ag013G1525300, Ag013G1525400, Ag013G1525200	XP_006399535.1
OG0010521	Ag013G1527300	XP_024011456.1
OG0010522	Ag013G1530800	XP_006399500.2
OG0010523	Ag013G1537600	XP_006399467.1
OG0010524	Ag013G1539200	XP_006399458.1
OG0010525	Ag013G1543000	XP_006399438.1
OG0010526	Ag013G1544700	XP_006399427.1
OG0010527	Ag013G1546200	XP_006399420.1
OG0010528	Ag013G1546600	XP_024012548.1, XP_006418592.1
OG0010529	Ag016G2401600, Ag013G1550400, Ag029G3110300	XP_006418581.1
OG0010530	Ag013G1553000, Ag027G3054000	XP_006406612.1
OG0010531	Ag013G1553700	XP_006399347.1
OG0010532	Ag013G1553800	XP_006399345.1
OG0010533	Ag013G1554700	XP_024011637.1
OG0010534	Ag013G1556200	XP_006399332.1
OG0010535	Ag013G1556300	XP_024011634.1
OG0010536	Ag013G1562100	XP_006399291.1
OG0010537	Ag013G1563000	XP_006399281.1
OG0010538	Ag013G1565100	XP_006399261.1
OG0010539	Ag013G1568300	XP_024011353.1
OG0010540	Ag013G1571700, Ag033G3647700	XP_006396517.1
OG0010541	Ag013G1571900	XP_006396520.1
OG0010542	Ag013G1572200	XP_006396526.1
OG0010543	Ag013G1574200	XP_024010148.1
OG0010544	Ag013G1574300	XP_006396543.1
OG0010545	Ag013G1574400	XP_006396544.1
OG0010546	Ag013G1574700	XP_006396547.1
OG0010547	Ag013G1576200	XP_006396556.1
OG0010548	Ag013G1576600	XP_006396559.1
OG0010549	Ag013G1577900, Ag013G1578000	XP_006413340.1
OG0010550	Ag013G1578500	XP_006413345.1
OG0010552	Ag063G5067900, Ag013G1581500	XP_024005500.1
OG0010553	Ag013G1587700	XP_006408603.1
OG0010554	Ag013G1587900	XP_024016011.1
OG0010555	Ag013G1588500, Ag013G1588400	XP_006408584.1
OG0010556	Ag013G1591800	XP_024016053.1
OG0010557	Ag013G1594400	XP_006409730.1
OG0010558	Ag013G1596600	XP_006409752.1
OG0010559	Ag013G1597600	XP_006409783.1
OG0010560	Ag013G1598100	XP_024016846.1
OG0010561	Ag013G1598600	XP_006409794.1
OG0010562	Ag013G1599300	XP_006409807.1
OG0010563	Ag013G1602800	XP_024004277.1
OG0010564	Ag013G1603700	XP_006409850.1
OG0010565	Ag013G1605000	XP_006409861.1
OG0010566	Ag022G2680700, Ag013G1606100	XP_006409870.2
OG0010567	Ag013G1607800	XP_006409890.1
OG0010568	Ag013G1611700	XP_006409925.1
OG0010569	Ag013G1614800	XP_006409964.1
OG0010570	Ag014G2076300, Ag013G1615000	XP_006409968.1
OG0010571	Ag013G1621400	XP_006410013.1
OG0010572	Ag013G1623700	XP_006410038.1
OG0010573	Ag013G1632700	XP_006410140.1
OG0010574	Ag013G1635600	XP_006410149.2
OG0010575	Ag013G1637700	XP_006410170.1
OG0010576	Ag015G2188400, Ag013G1639600	XP_006404661.1
OG0010577	Ag013G1640400	XP_006410194.1
OG0010578	Ag013G1640700	XP_024004300.1
OG0010579	Ag013G1641500	XP_006410223.1
OG0010580	Ag013G1644000	XP_006410251.1
OG0010581	Ag013G1644100	XP_006410252.1
OG0010582	Ag013G1649300	XP_006410287.1
OG0010583	Ag013G1652200	XP_006410302.1
OG0010584	Ag013G1653100	XP_006410307.1
OG0010585	Ag013G1655100, Ag034G3842100	XP_024004219.1
OG0010586	Ag013G1656000	XP_006410330.2
OG0010587	Ag013G1658900	XP_006410345.1
OG0010588	Ag013G1659300	XP_006408751.1
OG0010589	Ag013G1660500	XP_006410391.1
OG0010590	Ag013G1660600	XP_006410390.1
OG0010591	Ag013G1662700, Ag013G1662500	XP_024003639.1
OG0010592	Ag013G1663000	XP_024003846.1
OG0010593	Ag013G1663400	XP_006410368.1, XP_006418680.2
OG0010594	Ag013G1668600	XP_006410412.1
OG0010595	Ag013G1670000	XP_006410427.1
OG0010596	Ag013G1670500	XP_006410433.1
OG0010597	Ag013G1671100	XP_006410437.1
OG0010598	Ag013G1675600	XP_006410485.1
OG0010599	Ag013G1678800	XP_006403231.1
OG0010601	Ag013G1680000	XP_006403220.1
OG0010602	Ag085G5417100, Ag013G1683900	XP_006403169.1
OG0010603	Ag013G1688500	XP_006403133.1
OG0010604	Ag013G1690300	XP_024009864.1
OG0010605	Ag013G1690500	XP_006396581.1
OG0010606	Ag013G1690800	XP_006396578.1
OG0010607	Ag013G1691400	XP_006396573.1
OG0010608	Ag013G1691900	XP_006396569.1
OG0010609	Ag013G1701300	XP_024006063.1
OG0010610	Ag013G1702100	XP_006393524.1
OG0010611	Ag013G1702300	XP_024006015.1
OG0010612	Ag013G1705700	XP_006393589.1
OG0010613	Ag013G1707000	XP_006415745.1
OG0010614	Ag013G1709100	XP_024006161.1
OG0010615	Ag013G1712600	XP_006415736.1
OG0010616	Ag013G1716600	XP_006415699.1
OG0010617	Ag013G1718600	XP_024008081.1
OG0010618	Ag013G1721000	XP_006415662.1
OG0010619	Ag013G1721900	XP_006415652.1
OG0010620	Ag013G1722500	XP_006415640.1
OG0010621	Ag013G1726000	XP_024008882.1
OG0010622	Ag013G1733700	XP_024008365.1
OG0010623	Ag013G1734300	XP_006415554.1
OG0010624	Ag013G1737200	XP_006415540.1
OG0010625	Ag013G1738200	XP_024008252.1
OG0010626	Ag013G1740400	XP_006415522.1
OG0010627	Ag013G1741300	XP_006415513.1
OG0010628	Ag013G1741800	XP_006415509.1
OG0010629	Ag013G1742000	XP_024008797.1
OG0010630	Ag013G1742700	XP_006415496.1
OG0010631	Ag013G1744000	XP_006415481.1
OG0010632	Ag013G1745300	XP_006415467.1
OG0010633	Ag013G1745400	XP_006415466.1
OG0010634	Ag075G5306900, Ag034G3756100, Ag013G1750000	XP_006405292.1
OG0010635	Ag013G1751000	XP_006404336.1
OG0010635	Ag016G2390600	XP_024009945.1
OG0010636	Ag013G1752400	XP_024008733.1
OG0010637	Ag013G1753300	XP_006415384.1
OG0010638	Ag013G1753500	XP_006415381.1
OG0010639	Ag013G1754500	XP_006415365.1
OG0010640	Ag013G1755300	XP_024008796.1
OG0010641	Ag013G1759500	XP_024008592.1
OG0010643	Ag013G1761100	XP_006415305.1
OG0010644	Ag013G1762500	XP_006415288.1
OG0010646	Ag013G1763400	XP_006415275.1
OG0010647	Ag013G1764800	XP_006415250.1
OG0010648	Ag013G1765600	XP_006415240.1
OG0010649	Ag013G1767400	XP_006415209.1
OG0010650	Ag013G1768500	XP_024008351.1
OG0010651	Ag002G0164500, Ag013G1769900	XP_006415172.1
OG0010652	Ag013G1770100	XP_006415167.1
OG0010653	Ag013G1770400	XP_006415160.1
OG0010654	Ag062G5051700	XP_006395772.1
OG0010655	Ag062G5052700	XP_006395757.1
OG0010656	Ag062G5053000	XP_024006799.1
OG0010657	Ag062G5056700, Ag003G0378000	XP_006411543.1
OG0010658	Ag062G5057700	XP_006395739.1
OG0010659	Ag062G5059000	XP_024006727.1
OG0010660	Ag062G5062800	XP_006395699.1
OG0010661	Ag004G0417400	XP_006393867.1
OG0010662	Ag004G0418500	XP_006393878.1
OG0010663	Ag004G0419200	XP_006393882.1
OG0010664	Ag004G0420100	XP_006393893.1
OG0010665	Ag004G0420600	XP_024007535.1
OG0010666	Ag004G0422400	XP_006393912.1
OG0010667	Ag004G0423000	XP_006393917.1
OG0010668	Ag004G0423100	XP_006393918.1
OG0010669	Ag004G0423400	XP_024007212.1
OG0010670	Ag004G0425700	XP_024006956.1
OG0010671	Ag004G0426000	XP_006393942.1
OG0010672	Ag004G0426900	XP_006393956.1
OG0010673	Ag004G0428600	XP_024009788.1
OG0010674	Ag004G0430700	XP_006393980.1
OG0010675	Ag004G0431400	XP_006393989.1
OG0010676	Ag004G0431600	XP_006393991.1
OG0010677	Ag004G0433200	XP_006394001.1
OG0010679	Ag004G0435800	XP_006394026.1
OG0010680	Ag004G0440500	XP_006394062.1
OG0010681	Ag004G0443700	XP_006394083.1
OG0010682	Ag004G0447900	XP_006394114.1
OG0010683	Ag004G0448700	XP_006394120.1
OG0010684	Ag004G0450100	XP_006394131.1
OG0010685	Ag004G0453900	XP_006394159.1
OG0010686	Ag004G0454800	XP_006394170.1
OG0010687	Ag004G0456300	XP_006394186.1
OG0010688	Ag004G0456600	XP_006394188.1
OG0010689	Ag004G0458900	XP_006394213.1
OG0010690	Ag004G0459600	XP_024006762.1
OG0010691	Ag004G0461400	XP_006394233.1
OG0010692	Ag004G0462000	XP_006394239.1
OG0010693	Ag004G0462100	XP_006394240.1
OG0010694	Ag004G0462500	XP_006394244.1
OG0010695	Ag004G0467900	XP_006394275.1
OG0010696	Ag004G0469800	XP_006394282.1
OG0010697	Ag004G0475500	XP_024005328.1
OG0010698	Ag004G0479200	XP_006394357.1
OG0010699	Ag004G0481600	XP_006394373.1
OG0010700	Ag004G0482400	XP_006394383.1
OG0010701	Ag004G0486800	XP_024007550.1
OG0010702	Ag004G0488000	XP_006394427.1
OG0010703	Ag004G0493600, Ag048G4609800	XP_006394477.1
OG0010704	Ag004G0495700	XP_006394485.1
OG0010705	Ag004G0499400	XP_006394514.1
OG0010707	Ag004G0511800	XP_006394588.1
OG0010708	Ag004G0512100	XP_006394591.1
OG0010709	Ag004G0512200	XP_006394593.1
OG0010710	Ag004G0513500	XP_006394299.1
OG0010711	Ag004G0514800	XP_006394607.1
OG0010712	Ag004G0516600	XP_006394620.1
OG0010713	Ag022G2713000, Ag004G0517500	XP_006399012.1
OG0010714	Ag004G0520400	XP_006394648.1
OG0010715	Ag004G0523200	XP_006394660.1
OG0010716	Ag004G0523300	XP_006394661.1
OG0010717	Ag004G0524200	XP_024007193.1
OG0010718	Ag004G0524500	XP_006394671.1
OG0010719	Ag004G0525700	XP_006394675.1
OG0010720	Ag004G0529300	XP_006394701.1
OG0010721	Ag004G0529600	XP_006394702.1
OG0010722	Ag004G0530500	XP_006394708.1
OG0010723	Ag004G0532100	XP_024007506.1
OG0010725	Ag004G0535700	XP_024007438.1
OG0010726	Ag004G0545600	XP_024007412.1
OG0010727	Ag004G0546100	XP_006394812.1
OG0010728	Ag004G0546200	XP_006394813.1
OG0010729	Ag004G0547700, Ag029G3111600	XP_006418574.1
OG0010730	Ag004G0548300	XP_006394838.2
OG0010731	Ag004G0548400	XP_006394839.1
OG0010732	Ag004G0552700, Ag004G0552600	XP_006400510.1
OG0010733	Ag004G0554100	XP_006400493.1
OG0010734	Ag004G0555000	XP_024012011.1
OG0010735	Ag004G0557900, Ag004G0746700	XP_006400542.1
OG0010736	Ag004G0558900, Ag004G0559000	XP_006400552.1, XP_006400551.1
OG0010737	Ag004G0562500	XP_006400571.1
OG0010738	Ag004G0562600	XP_006400572.1
OG0010739	Ag004G0562700	XP_006400573.1
OG0010740	Ag004G0563400	XP_006400578.1
OG0010741	Ag004G0564900	XP_006400585.1
OG0010742	Ag004G0567200	XP_024011533.1
OG0010743	Ag004G0571500	XP_006400621.1
OG0010744	Ag004G0572500	XP_024012629.1
OG0010745	Ag004G0573400	XP_006400643.2
OG0010746	Ag004G0579300	XP_006400661.1
OG0010747	Ag004G0582300	XP_006400680.1
OG0010748	Ag004G0583200	XP_024011902.1
OG0010749	Ag004G0583600	XP_006400694.1
OG0010750	Ag004G0583700	XP_024012398.1
OG0010751	Ag004G0584100	XP_006400700.1
OG0010752	Ag004G0585300	XP_006400706.1
OG0010753	Ag004G0590900	XP_006400734.1
OG0010754	Ag004G0593700	XP_006400737.1
OG0010755	Ag004G0595100	XP_006400748.1
OG0010756	Ag004G0596200	XP_006400757.1
OG0010757	Ag004G0596300	XP_006400758.1
OG0010758	Ag004G0597000	XP_006400760.1
OG0010759	Ag004G0597900	XP_006400764.1
OG0010760	Ag004G0601700	XP_006400788.1
OG0010761	Ag004G0610800	XP_006400815.1
OG0010762	Ag004G0615800	XP_006400843.1
OG0010763	Ag004G0617300	XP_024011962.1, XP_024006316.1
OG0010764	Ag004G0619500	XP_006400854.1
OG0010765	Ag039G4205100, Ag004G0624600	XP_006411299.1
OG0010766	Ag004G0639700	XP_024011839.1
OG0010767	Ag004G0640500	XP_006400945.1
OG0010768	Ag004G0641900	XP_006400955.1
OG0010769	Ag004G0642000	XP_006400956.1
OG0010770	Ag004G0642400	XP_006400962.1
OG0010771	Ag004G0642600	XP_006400963.1
OG0010772	Ag004G0651700	XP_006401002.1
OG0010773	Ag004G0653400	XP_006401012.1
OG0010774	Ag004G0655300	XP_006401017.1
OG0010775	Ag004G0658200	XP_006401038.1
OG0010776	Ag004G0661000	XP_006401047.1
OG0010777	Ag004G0661300	XP_006401048.1
OG0010778	Ag004G0667300	XP_006401092.2
OG0010779	Ag004G0669400	XP_006401108.1
OG0010780	Ag004G0669500	XP_006401112.1
OG0010781	Ag004G0669600	XP_006401109.1
OG0010782	Ag004G0670200	XP_024011167.1
OG0010783	Ag004G0671700	XP_006401129.1
OG0010784	Ag004G0672300	XP_006401140.1
OG0010785	Ag004G0672800	XP_006401137.1
OG0010786	Ag004G0672900	XP_006401138.1
OG0010787	Ag004G0673000	XP_006401142.1
OG0010788	Ag004G0677700	XP_006401155.1
OG0010789	Ag004G0678400	XP_006401164.1
OG0010790	Ag004G0679100	XP_024012307.1
OG0010791	Ag004G0679800	XP_006401171.1
OG0010792	Ag004G0680600	XP_006401177.1
OG0010793	Ag004G0690200	XP_024011880.1
OG0010794	Ag004G0695400	XP_006401229.1
OG0010795	Ag004G0704700	XP_006401265.1, XP_024011172.1
OG0010796	Ag004G0709800	XP_006401288.1
OG0010797	Ag004G0710500	XP_006401290.1
OG0010798	Ag004G0711700	XP_006401302.2
OG0010799	Ag004G0714600	XP_006401315.2
OG0010800	Ag004G0722100	XP_006401369.1
OG0010802	Ag004G0728900	XP_006401386.2
OG0010803	Ag004G0735200	XP_024011183.1
OG0010804	Ag004G0735400	XP_006401422.1
OG0010805	Ag004G0737000	XP_006401434.1
OG0010806	Ag018G2440600, Ag004G0741100	XP_006390656.1
OG0010807	Ag008G0944300, Ag004G0741400	XP_006403997.1
OG0010808	Ag004G0741500	XP_006401459.1
OG0010809	Ag004G0746000	XP_006401488.2
OG0010810	Ag004G0746600	XP_006401494.1
OG0010811	Ag004G0750100	XP_024012725.1
OG0010812	Ag004G0751500	XP_006401512.1
OG0010813	Ag004G0768600	XP_006404182.1
OG0010814	Ag004G0770100	XP_006404197.1
OG0010815	Ag004G0772700	XP_024013703.1
OG0010816	Ag004G0778100, Ag020G2560100	XP_006401640.1
OG0010817	Ag004G0779400, Ag020G2558700	XP_006401620.1
OG0010818	Ag020G2557900, Ag004G0780300	XP_024012671.1
OG0010819	Ag004G0783700, Ag020G2554500	XP_006401580.1
OG0010820	Ag022G2629200	XP_006396436.1
OG0010821	Ag022G2631800, Ag002G0219800	XP_006397347.1
OG0010822	Ag022G2638300	XP_006396455.1
OG0010823	Ag022G2640000	XP_006396465.1
OG0010824	Ag022G2640200	XP_006396467.1
OG0010825	Ag022G2641500	XP_006396482.1
OG0010826	Ag022G2643800	XP_024009867.1
OG0010827	Ag022G2644100	XP_006396489.1
OG0010828	Ag022G2661500	XP_006399209.1
OG0010829	Ag022G2665500	XP_006399197.2
OG0010830	Ag022G2671000	XP_024008411.1
OG0010831	Ag022G2671100	XP_006399180.1
OG0010833	Ag022G2671700	XP_024012052.1
OG0010834	Ag022G2673200	XP_006399168.1
OG0010835	Ag022G2675100	XP_006399158.1
OG0010836	Ag022G2681200	XP_006399130.1
OG0010837	Ag022G2689800	XP_006399094.1
OG0010838	Ag022G2690100, Ag022G2690200	XP_006399091.1
OG0010839	Ag045G4522500, Ag022G2695700	XP_006399081.1
OG0010840	Ag022G2696800	XP_024011598.1
OG0010841	Ag022G2710300	XP_006399016.1
OG0010842	Ag022G2713100	XP_006399011.1
OG0010843	Ag022G2713200	XP_024011536.1
OG0010844	Ag022G2714600	XP_006399002.2
OG0010845	Ag022G2715700	XP_006398995.2
OG0010846	Ag022G2720500	XP_006398968.1
OG0010847	Ag022G2722800	XP_006398957.1
OG0010848	Ag022G2723600	XP_006398952.1
OG0010849	Ag022G2726000	XP_006398932.1
OG0010850	Ag015G2204000, Ag022G2731100	XP_024013916.1
OG0010852	Ag018G2473700, Ag022G2733300	XP_006415963.1
OG0010853	Ag022G2734600	XP_006398890.1
OG0010854	Ag022G2743900	XP_006398849.1
OG0010855	Ag022G2745500	XP_024012140.1
OG0010856	Ag022G2745700	XP_006398832.1
OG0010857	Ag022G2749700	XP_024011588.1
OG0010858	Ag022G2754600	XP_006398791.1
OG0010859	Ag022G2757500	XP_006398771.1
OG0010860	Ag022G2757600	XP_006398770.2
OG0010861	Ag022G2760600	XP_006398760.2
OG0010862	Ag022G2768900	XP_024014107.1
OG0010863	Ag037G4131700, Ag862G5518400, Ag022G2770400	XP_006398724.1
OG0010864	Ag022G2772100	XP_006398715.1
OG0010865	Ag022G2772500	XP_024011815.1
OG0010866	Ag025G2972500, Ag022G2777200	XP_006398688.1
OG0010868	Ag022G2778300	XP_006398679.1
OG0010869	Ag022G2781500	XP_006398663.1
OG0010871	Ag022G2783600	XP_006398649.1
OG0010872	Ag022G2785600	XP_024012001.1
OG0010873	Ag022G2787100	XP_024011424.1
OG0010874	Ag022G2790800	XP_006398600.1
OG0010875	Ag022G2793700	XP_006409390.1
OG0010876	Ag022G2795100	XP_024012297.1
OG0010877	Ag022G2796200	XP_006398556.1
OG0010878	Ag075G5281900	XP_024014574.1
OG0010879	Ag075G5282400, Ag043G4450000	XP_024014646.1
OG0010880	Ag075G5292700	XP_006405411.1
OG0010881	Ag075G5295200	XP_006405388.1
OG0010882	Ag075G5297600	XP_006405360.1
OG0010883	Ag075G5298800	XP_006405354.1
OG0010884	Ag075G5300600	XP_006405328.1
OG0010886	Ag075G5308100	XP_024014564.1
OG0010887	Ag048G4557200	XP_006389722.1
OG0010888	Ag048G4558000	XP_006389731.1
OG0010889	Ag048G4558500, Ag014G1905800	XP_006389738.2
OG0010890	Ag048G4563700	XP_006389780.1
OG0010891	Ag048G4565300	XP_006389792.1
OG0010892	Ag048G4573700	XP_006389825.1
OG0010893	Ag048G4578100	XP_006389837.1
OG0010894	Ag048G4583100	XP_006389867.1
OG0010895	Ag048G4588700	XP_006389896.1
OG0010896	Ag048G4593000	XP_006389929.1
OG0010897	Ag048G4593500	XP_006418888.1
OG0010898	Ag048G4604400	XP_006389967.1
OG0010899	Ag048G4611100, Ag011G1069300	XP_024005681.1
OG0010900	Ag027G3054200, Ag048G4612500, Ag048G4612400	XP_006389987.1
OG0010901	Ag048G4616100	XP_006389999.1
OG0010902	Ag048G4616700	XP_006390006.1
OG0010903	Ag048G4619600	XP_006390024.1
OG0010904	Ag048G4620700	XP_006390028.1
OG0010905	Ag048G4623100	XP_006390045.1
OG0010906	Ag048G4629700	XP_006390063.1
OG0010907	Ag048G4633700	XP_024010664.1
OG0010908	Ag048G4641200	XP_006390091.1
OG0010909	Ag048G4641400	XP_006390093.1
OG0010910	Ag048G4645500	XP_006390107.1
OG0010911	Ag048G4647600	XP_006405098.1, XP_006390126.1
OG0010912	Ag048G4659000	XP_024006996.1, XP_006390174.1
OG0010913	Ag048G4667700	XP_024015004.1, XP_006406413.2
OG0010914	Ag012G1282600	XP_006411112.1
OG0010915	Ag048G4672700	XP_006390215.1
OG0010916	Ag048G4680800	XP_006404920.2
OG0010917	Ag048G4680900	XP_006390242.1
OG0010918	Ag034G3673400, Ag031G3178600, Ag048G4686500, Ag034G3673500	XP_024008927.1
OG0010919	Ag048G4696600	XP_024012427.1
OG0010920	Ag048G4711700	XP_006390320.1
OG0010921	Ag048G4716500	XP_006390345.1
OG0010922	Ag048G4719100	XP_006390349.1
OG0010923	Ag040G4338900	XP_006409300.1
OG0010924	Ag040G4339000	XP_006409299.1
OG0010925	Ag040G4345300	XP_006409272.1
OG0010926	Ag040G4351700, Ag014G2116800	XP_006406515.1
OG0010927	Ag020G2577400, Ag049G4733600	XP_006401563.1
OG0010928	Ag031G3350500, Ag049G4736700	XP_006404370.1
OG0010929	Ag049G4737100	XP_006404365.1
OG0010930	Ag032G3418600	XP_006392548.1
OG0010931	Ag032G3421100	XP_006392566.1
OG0010932	Ag032G3437900	XP_006392654.1
OG0010933	Ag032G3448100, Ag032G3448000	XP_006392716.1
