Orthogroup	Alyssum_gmelinii	Cochlearia_excelsa
OG0008186	Ag027G3031800	g13434
OG0008187	Ag027G3036500	g13425
OG0008188	Ag027G3039300	g11820, g6591
OG0008189	Ag027G3040300	g6592
OG0008190	Ag027G3043800	g13410
OG0008191	Ag027G3043900, Ag010G1014400	g6595
OG0008192	Ag027G3045000	g13406
OG0008193	Ag027G3057600	g10775
OG0008194	Ag027G3059300	g11867
OG0008195	Ag027G3060600	g6672
OG0008196	Ag027G3060800	g6673
OG0008197	Ag068G5219200	g23421
OG0008198	Ag068G5219400	g23422
OG0008199	Ag068G5219900	g47734, g23425
OG0008200	Ag068G5221700	g23427
OG0008201	Ag068G5226100	g23435, g23431
OG0008202	Ag068G5226700	g23439
OG0008203	Ag068G5228600	g47724
OG0008204	Ag069G5234100	g23453
OG0008205	Ag036G4084100	g44976
OG0008206	Ag036G4096000	g45041
OG0008207	Ag036G4098200	g45049
OG0008208	Ag036G4111100	g45140
OG0008209	Ag036G4118200	g43701
OG0008210	Ag036G4119600	g43827
OG0008211	Ag002G0276600, Ag036G4122000	g43893
OG0008212	Ag002G0276400, Ag036G4122400	g41134
OG0008213	Ag002G0276300, Ag036G4122500	g41135
OG0008214	Ag060G4995000	g41730, g41445
OG0008215	Ag060G5001800	g29073
OG0008216	Ag060G5007300	g29060
OG0008217	Ag060G5008700	g29047
OG0008218	Ag060G5013200	g4921
OG0008219	Ag060G5015600	g29036, g41478
OG0008220	Ag043G4431700	g18503
OG0008221	Ag043G4448800	g25107, g25018
OG0008222	Ag043G4458900	g10224
OG0008223	Ag043G4460200	g10261
OG0008224	Ag017G2405900	g19242
OG0008225	Ag017G2408100	g19258
OG0008226	Ag017G2411700	g19262
OG0008227	Ag017G2413300	g2417
OG0008228	Ag017G2415600	g11335, g2426
OG0008229	Ag017G2418900	g19285
OG0008230	Ag017G2424600	g2460
OG0008231	Ag017G2424800	g19294
OG0008232	Ag017G2426800	g19295
OG0008233	Ag017G2429700	g19306, g2469
OG0008234	Ag017G2435100	g19322
OG0008235	Ag034G3650800	g49277, g26856, g30725
OG0008236	Ag034G3663400	g30769, g49346
OG0008237	Ag034G3669700	g49369
OG0008238	Ag034G3669800	g30772
OG0008239	Ag034G3671100	g49378
OG0008240	Ag034G3674200	g30796, g49390
OG0008242	Ag034G3678400	g49402
OG0008243	Ag034G3680000	g26903
OG0008245	Ag034G3682000	g30815
OG0008246	Ag034G3682400	g30818, g49414
OG0008247	Ag034G3686200	g49422
OG0008248	Ag034G3686400	g30833
OG0008249	Ag034G3686500	g30834, g26920
OG0008250	Ag034G3689500	g49427
OG0008251	Ag034G3690500, Ag034G3690400	g49430
OG0008252	Ag034G3693300	g49437
OG0008253	Ag034G3693800	g30845
OG0008254	Ag034G3695400	g49445
OG0008255	Ag034G3697100	g47497
OG0008256	Ag034G3698400	g30871
OG0008257	Ag034G3699800	g49456
OG0008258	Ag034G3699900	g26939, g30877
OG0008259	Ag034G3704400	g30899, g49469
OG0008260	Ag034G3706400	g30906
OG0008261	Ag034G3711300	g30924
OG0008262	Ag034G3712300	g49492
OG0008263	Ag034G3712700	g30927, g49493
OG0008264	Ag034G3713100	g49496, g30930
OG0008265	Ag034G3714200	g49500
OG0008266	Ag034G3718800	g30952
OG0008267	Ag034G3719800	g49515
OG0008268	Ag034G3720900	g49517
OG0008269	Ag034G3721000	g26963
OG0008270	Ag034G3722400	g49527
OG0008271	Ag034G3723400	g49532, g30974
OG0008272	Ag034G3725300	g26970
OG0008273	Ag034G3727500	g30997
OG0008274	Ag034G3728100	g26977, g31003
OG0008275	Ag034G3731300	g49552
OG0008276	Ag034G3731500	g31025
OG0008277	Ag034G3734300	g49561
OG0008278	Ag034G3737600	g27001
OG0008279	Ag034G3737900	g31050
OG0008280	Ag034G3739400	g31055
OG0008281	Ag034G3739800	g27004, g31056
OG0008282	Ag034G3744800	g49583
OG0008283	Ag034G3752500, Ag034G3752400	g31107
OG0008284	Ag034G3753700, Ag034G3753500	g49613
OG0008285	Ag034G3757600	g31124, g49672
OG0008286	Ag034G3757800	g31126, g49671
OG0008287	Ag034G3758200	g31128
OG0008288	Ag034G3760600	g49657
OG0008289	Ag034G3763200	g31154
OG0008290	Ag034G3764200	g49638
OG0008291	Ag034G3768200	g27068
OG0008292	Ag034G3772900	g38331
OG0008293	Ag034G3775400	g27094
OG0008294	Ag034G3776700	g49702
OG0008295	Ag034G3778800	g49713, g31226
OG0008296	Ag034G3780200	g49720
OG0008297	Ag034G3780600	g31233
OG0008298	Ag034G3780900	g27102
OG0008299	Ag034G3782200	g49723
OG0008300	Ag034G3782600	g31238
OG0008301	Ag034G3783400	g31241
OG0008302	Ag034G3784700	g31243
OG0008303	Ag034G3787500	g31249
OG0008304	Ag034G3791500	g31264
OG0008305	Ag034G3793400	g47566
OG0008306	Ag034G3799100	g27137
OG0008307	Ag034G3800100	g27142
OG0008308	Ag034G3806600	g31316, g27155
OG0008309	Ag034G3806700	g49777
OG0008310	Ag034G3807400	g31321
OG0008311	Ag002G0190800	g31332
OG0008312	Ag034G3815100	g31338, g49784
OG0008313	Ag034G3815300	g31339, g49785
OG0008314	Ag034G3817300	g27178
OG0008315	Ag034G3823400	g27188, g31383
OG0008316	Ag034G3824100	g49821
OG0008317	Ag034G3824900	g49823, g31388
OG0008318	Ag034G3825100	g27190
OG0008320	Ag034G3835000	g49859
OG0008321	Ag034G3835500	g49861
OG0008322	Ag034G3835600	g49862
OG0008323	Ag034G3838600	g27210, g49871
OG0008324	Ag034G3841500	g31451
OG0008325	Ag034G3845100	g49877, g31465
OG0008326	Ag034G3853000	g27256
OG0008327	Ag034G3853300	g31486
OG0008328	Ag034G3856000	g31506
OG0008329	Ag034G3860000	g27264, g31519
OG0008330	Ag034G3863400	g27268
OG0008331	Ag034G3863600	g27269, g31527
OG0008332	Ag034G3865900, Ag034G3865800	g27280
OG0008333	Ag034G3866500	g31537
OG0008334	Ag034G3867400	g49915, g49913
OG0008335	Ag034G3869100	g31550
OG0008337	Ag034G3871200	g31553
OG0008338	Ag034G3872500, Ag034G3881400	g31586
OG0008339	Ag034G3874300	g31561
OG0008340	Ag034G3876600	g31565
OG0008341	Ag034G3877000	g31569
OG0008342	Ag034G3877200	g49928
OG0008343	Ag034G3879200	g31574
OG0008344	Ag034G3883200	g31596, g27302
OG0008345	Ag034G3883300	g49939
OG0008346	Ag034G3891200	g31618
OG0008347	Ag034G3900300	g49965, g31642
OG0008348	Ag034G3905800	g31661
OG0008349	Ag034G3907300	g27352
OG0008350	Ag034G3928400	g41687, g44897
OG0008351	Ag034G3929900	g31722
OG0008352	Ag034G3940000	g31756
OG0008353	Ag034G3942000	g31763
OG0008354	Ag034G3942200	g31766
OG0008355	Ag034G3943200	g31772
OG0008356	Ag034G3943300	g50039
OG0008357	Ag034G3948100	g31795
OG0008359	Ag034G3949000	g31797
OG0008360	Ag034G3955100	g27421
OG0008361	Ag034G3957700	g50061
OG0008362	Ag034G3957800	g50062
OG0008363	Ag034G3958200	g31816
OG0008364	Ag034G3961700	g50079, g31835
OG0008365	Ag034G3968800	g50099, g27442
OG0008366	Ag034G3970200	g31887
OG0008367	Ag034G3970300	g50105
OG0008368	Ag034G3972600	g31890
OG0008369	Ag034G3975200	g50119, g27450
OG0008370	Ag034G3978600	g31915, g50131
OG0008371	Ag034G3980100	g50134
OG0008372	Ag034G3985400	g31946
OG0008373	Ag034G3987200	g50150
OG0008374	Ag034G3989700	g50157, g27470
OG0008376	Ag034G4001100	g31985
OG0008377	Ag034G4003200	g50192
OG0008378	Ag034G4004200	g31997
OG0008379	Ag034G4006800	g50201
OG0008380	Ag034G4006900	g50202
OG0008381	Ag034G4008200	g27491
OG0008382	Ag034G4009100	g27492
OG0008383	Ag034G4011300	g50211
OG0008384	Ag034G4014400	g27512
OG0008385	Ag034G4019000	g32027
OG0008386	Ag034G4034500	g32046, g50278
OG0008387	Ag034G4035100	g40354
OG0008389	Ag034G4040800	g45949
OG0008390	Ag034G4043800	g44649
OG0008391	Ag034G4046700	g45921
OG0008392	Ag034G4047100	g45917, g44656
OG0008393	Ag034G4048700	g45911
OG0008394	Ag034G4049000	g44662
OG0008395	Ag034G4051600	g45896
OG0008396	Ag034G4051800	g45894
OG0008397	Ag034G4054100	g45884
OG0008398	Ag034G4055500	g18009
OG0008399	Ag034G4064000	g45854, g22228
OG0008400	Ag034G4064800	g45850
OG0008401	Ag034G4069400, Ag016G2345600	g45833
OG0008402	Ag034G4069800	g45831
OG0008403	Ag052G4849500	g17228
OG0008404	Ag052G4854500	g32648
OG0008405	Ag052G4857700	g50690
OG0008406	Ag024G2861700, Ag024G2861500, Ag002G0091800, Ag002G0091400, Ag024G2858600	g40815
OG0008407	Ag019G2542200, Ag002G0133900	g40846
OG0008408	Ag019G2542100, Ag002G0134000	g44248
OG0008409	Ag002G0134700	g40847
OG0008410	Ag002G0155500	g40853
OG0008411	Ag002G0164400	g40866
OG0008412	Ag002G0176300	g27633
OG0008413	Ag002G0181600	g44225, g40912
OG0008414	Ag002G0197300	g50468
OG0008415	Ag002G0197900	g44195
OG0008416	Ag002G0198600	g40946
OG0008417	Ag002G0199600	g38262
OG0008418	Ag002G0214900	g44154
OG0008420	Ag002G0236300	g44124
OG0008421	Ag002G0244600	g41187, g41202
OG0008422	Ag002G0251000	g41050
OG0008423	Ag002G0251300	g44069
OG0008424	Ag002G0255700	g41061
OG0008425	Ag002G0259900	g41076
OG0008426	Ag002G0264000	g41078, g44021
OG0008427	Ag024G2882000, Ag024G2882700	g50389
OG0008428	Ag024G2884600	g40775
OG0008429	Ag024G2885400	g40768
OG0008430	Ag024G2892000	g40759
OG0008431	Ag024G2896200	g40749
OG0008432	Ag024G2898900	g40732
OG0008433	Ag016G2286000, Ag016G2285600	g40633
OG0008434	Ag016G2293700	g40635
OG0008435	Ag016G2311900	g10914, g40663
OG0008436	Ag016G2313100	g10912
OG0008437	Ag016G2334000	g40723
OG0008438	Ag016G2334300	g10841
OG0008439	Ag016G2354600	g11050
OG0008440	Ag016G2355000	g18419, g16317
OG0008441	Ag016G2359700	g40486
OG0008442	Ag016G2364200	g40482
OG0008443	Ag016G2371900	g25542
OG0008444	Ag016G2385800	g40464
OG0008445	Ag016G2390400	g40460
OG0008446	Ag016G2397100	g25556, g40457
OG0008447	Ag065G5127900	g16995
OG0008448	Ag025G2909100	g17594, g24387
OG0008449	Ag025G2909200	g17593
OG0008450	Ag025G2922400	g42114, g54040
OG0008451	Ag025G2924700	g54047
OG0008452	Ag025G2931200	g36302
OG0008453	Ag025G2943400	g28098, g36356
OG0008454	Ag025G2945400	g54099
OG0008455	Ag025G2965500	g54122
OG0008456	Ag072G5255000	g46174
OG0008457	Ag011G1049800	g22713
OG0008458	Ag011G1054800	g22732
OG0008459	Ag011G1059100	g22746
OG0008460	Ag011G1060900	g22764
OG0008461	Ag011G1064000	g22779
OG0008462	Ag011G1067500	g22800, g18290
OG0008463	Ag011G1069100	g18287
OG0008464	Ag011G1070300	g22803
OG0008465	Ag011G1072100	g22812
OG0008466	Ag011G1072900, Ag011G1072800	g18284
OG0008467	Ag011G1075800	g22818
OG0008468	Ag011G1080700	g22846
OG0008469	Ag011G1081000	g22849
OG0008470	Ag011G1084600	g22870
OG0008471	Ag011G1089400	g47979
OG0008472	Ag011G1091700	g22892
OG0008473	Ag011G1093800	g22902
OG0008474	Ag011G1097000	g22916
OG0008475	Ag011G1098800	g22922
OG0008476	Ag011G1101300	g47965, g22938
OG0008477	Ag011G1113000	g47946
OG0008478	Ag011G1117500	g47932
OG0008479	Ag011G1226700, Ag011G1123400	g22998
OG0008480	Ag011G1126800	g23014
OG0008481	Ag011G1130100	g23010
OG0008482	Ag011G1130200	g47918
OG0008483	Ag011G1144000	g23038
OG0008484	Ag011G1146100	g23042
OG0008485	Ag011G1150600	g23075
OG0008486	Ag011G1150800	g47883
OG0008487	Ag011G1153000	g47880, g23086
OG0008488	Ag011G1160100	g23116
OG0008489	Ag011G1164700	g23134
OG0008490	Ag011G1169500	g47804
OG0008491	Ag011G1169600	g23278, g16930
OG0008492	Ag011G1169800	g16929
OG0008493	Ag011G1170700	g16926
OG0008494	Ag011G1176300	g23260
OG0008495	Ag011G1181500	g23248
OG0008496	Ag011G1187600	g23213, g47829
OG0008497	Ag011G1190900	g23205
OG0008498	Ag011G1192500	g23201, g47837
OG0008499	Ag011G1194700	g23197
OG0008500	Ag011G1198800, Ag011G1199200	g18159
OG0008501	Ag011G1213300	g23155
OG0008502	Ag011G1219800	g47862, g23140
OG0008503	Ag011G1220300	g47863
OG0008504	Ag011G1220600	g23137
OG0008505	Ag011G1223800	g23282
OG0008506	Ag011G1224000	g16932, g23284
OG0008507	Ag011G1235400	g47796
OG0008508	Ag011G1251300	g23321
OG0008509	Ag011G1255600	g47782, g16955
OG0008510	Ag011G1256200	g23329
OG0008511	Ag011G1260100	g16959
OG0008512	Ag011G1262100	g47769, g23350
OG0008513	Ag011G1271100	g50976
OG0008514	Ag064G5104400	g11741
OG0008515	Ag064G5106800	g6486, g11734
OG0008516	Ag064G5108400	g6478
OG0008517	Ag064G5108500	g6477
OG0008518	Ag064G5111600	g11728
OG0008519	Ag018G2436600	g46008
OG0008520	Ag018G2437800	g46004
OG0008521	Ag018G2438700	g46002
OG0008522	Ag018G2441400	g44608
OG0008523	Ag018G2442900	g44611
OG0008524	Ag018G2443500	g44615
OG0008525	Ag018G2443700	g44616
OG0008526	Ag018G2446100	g44617
OG0008527	Ag018G2446200	g45961
OG0008528	Ag018G2446800	g45963
OG0008529	Ag018G2453600	g32064
OG0008530	Ag018G2456200	g50291
OG0008531	Ag018G2458200	g32101
OG0008532	Ag018G2467100	g50325, g27566
OG0008533	Ag018G2470000	g27573, g32123
OG0008534	Ag018G2478400	g50364
OG0008535	Ag018G2481200	g32170
OG0008536	Ag018G2483500	g50403, g27629
OG0008537	Ag019G2488800	g23834
OG0008538	Ag019G2494800	g39538
OG0008539	Ag019G2502400	g1382
OG0008540	Ag019G2505000	g25423
OG0008541	Ag019G2506200	g39511
OG0008542	Ag019G2507800	g39508
OG0008543	Ag019G2512300	g39492
OG0008544	Ag019G2517100	g45261
OG0008545	Ag019G2517700	g25401, g39468
OG0008546	Ag019G2517900	g25400
OG0008547	Ag019G2525800	g39487
OG0008548	Ag019G2529200	g25371
OG0008549	Ag019G2530400	g25368
OG0008550	Ag019G2532700	g25363
OG0008551	Ag019G2534100, Ag019G2548200, Ag019G2539700	g47590
OG0008552	Ag019G2551500	g50849
OG0008553	Ag010G0982800	g50397
OG0008554	Ag010G0984700	g50384
OG0008555	Ag010G0987000	g50376
OG0008556	Ag010G0988100	g32190, g50373
OG0008557	Ag010G0988200	g50372
OG0008558	Ag010G0992000	g23696
OG0008559	Ag010G1004500	g17109
OG0008560	Ag010G1007000	g17088, g23637
OG0008561	Ag010G1007200	g23638, g17089
OG0008562	Ag010G1009900	g47629
OG0008563	Ag010G1013600	g17079, g23622
OG0008564	Ag010G1014200	g23618
OG0008565	Ag010G1017500	g23589
OG0008567	Ag010G1019500	g17070, g17115
OG0008568	Ag010G1019900	g17067
OG0008569	Ag010G1020800	g23581
OG0008570	Ag010G1021100	g17064
OG0008571	Ag010G1024800	g47662
OG0008649	Ag046G4526800, Ag047G4537900	g23398
OG0008650	Ag047G4539700, Ag046G4528800	g47746
OG0008651	Ag033G3503300, Ag093G5463100, Ag033G3503500, Ag093G5463200	g23919
OG0008653	Ag055G4902400	g19544
OG0008654	Ag055G4903200	g2822
OG0008655	Ag055G4912900	g19423
OG0008656	Ag055G4913500	g2704
OG0008657	Ag034G3787700, Ag055G4914800	g27118
OG0008658	Ag055G4917900	g2708
OG0008659	Ag055G4924700	g19496
OG0008660	Ag055G4927900, Ag013G1488500	g19486
OG0008661	Ag055G4929800	g19483
OG0008662	Ag074G5266300, Ag035G4082500	g10829
OG0008663	Ag074G5276500	g10761
OG0008664	Ag005G0786200	g6156
OG0008665	Ag013G1341300	g29031
OG0008666	Ag013G1345300	g4950, g29017
OG0008667	Ag013G1346000	g29016
OG0008669	Ag019G2542800, Ag013G1357200	g7233, g13188
OG0008670	Ag013G1368500	g29143
OG0008671	Ag013G1380400	g45739
OG0008672	Ag013G1380500	g5021
OG0008673	Ag013G1382200	g29178
OG0008674	Ag013G1382500	g29179
OG0008675	Ag013G1382700	g5028
OG0008676	Ag013G1383300	g29181
OG0008677	Ag013G1386800	g45733
OG0008678	Ag013G1391500	g5052
OG0008679	Ag013G1392600, Ag003G0341200	g52170
OG0008680	Ag013G1394600	g45723
OG0008681	Ag013G1395900	g5062
OG0008682	Ag013G1396500	g29202
OG0008683	Ag013G1400800	g5076
OG0008684	Ag013G1404900	g29268, g29217
OG0008685	Ag013G1405300	g29219
OG0008686	Ag013G1405500	g29220
OG0008687	Ag013G1408800, Ag029G3123900	g11578
OG0008688	Ag013G1409100	g5093, g29238
OG0008689	Ag013G1410000	g29239
OG0008690	Ag013G1416500	g29258
OG0008691	Ag013G1418300	g29261
OG0008692	Ag013G1424500, Ag013G1669600	g39767
OG0008693	Ag013G1424700	g29276
OG0008694	Ag013G1438100	g40178
OG0008695	Ag013G1443600, Ag014G2011700	g7078
OG0008696	Ag013G1449400	g5201, g29315
OG0008697	Ag013G1450800, Ag013G1450900	g5209, g45653
OG0008698	Ag013G1455400	g5231
OG0008700	Ag013G1461300, Ag004G0740400	g1017
OG0008701	Ag013G1462500	g5256
OG0008702	Ag013G1464000	g45623
OG0008703	Ag013G1468700	g5275, g13773, g50766
OG0008704	Ag013G1469900	g29364
OG0008705	Ag013G1476100	g5289
OG0008706	Ag068G5230600, Ag013G1476200	g5291
OG0008707	Ag013G1477700	g29378
OG0008708	Ag013G1478500	g29374
OG0008709	Ag013G1478900	g45609
OG0008710	Ag013G1485000, Ag013G1484900	g45601, g28386
OG0008711	Ag052G4837500, Ag013G1485500	g29396
OG0008712	Ag013G1486900	g45592
OG0008713	Ag013G1487000	g45591, g18351
OG0008714	Ag013G1487900	g5315, g29400
OG0008715	Ag013G1489000	g45587
OG0008716	Ag013G1491400	g5333
OG0008717	Ag013G1494000	g5335, g29418
OG0008718	Ag013G1495100	g29422
OG0008719	Ag013G1495200	g5339
OG0008720	Ag013G1495800	g5344
OG0008721	Ag013G1500500	g29437
OG0008722	Ag013G1505600	g5377
OG0008723	Ag013G1509200, Ag004G0746500	g28506
OG0008724	Ag013G1511200	g5388
OG0008725	Ag013G1513600	g29469
OG0008726	Ag013G1513700	g45559
OG0008727	Ag013G1518900	g29483, g5403
OG0008728	Ag013G1520300	g45547, g29489
OG0008729	Ag013G1523900	g45540
OG0008730	Ag013G1529700	g5426, g29513
OG0008731	Ag013G1532000	g29524
OG0008732	Ag013G1536800	g29540
OG0008733	Ag013G1540700	g29550
OG0008734	Ag013G1547200	g29566
OG0008735	Ag013G1547600	g5467
OG0008736	Ag013G1548400	g5473
OG0008737	Ag013G1551900	g29574
OG0008738	Ag013G1552400	g5490
OG0008739	Ag042G4406400, Ag013G1553500	g10402
OG0008740	Ag013G1554900	g1405
OG0008741	Ag013G1555900	g5500, g29586
OG0008742	Ag013G1559400	g5509
OG0008743	Ag013G1561600	g5519
OG0008744	Ag013G1562900	g5526
OG0008745	Ag013G1563200	g5531
OG0008746	Ag013G1564900	g29607
OG0008747	Ag013G1568500	g29621
OG0008748	Ag013G1570800	g39615
OG0008749	Ag013G1571000	g39620
OG0008750	Ag013G1573900	g39634
OG0008751	Ag013G1574000	g25501
OG0008752	Ag013G1576400	g45192, g39643
OG0008753	Ag013G1578100	g17182
OG0008754	Ag013G1578400	g1345, g23799
OG0008755	Ag013G1580200	g17188
OG0008756	Ag013G1580300	g17189
OG0008757	Ag019G2514900	g39463
OG0008758	Ag013G1584200	g40188
OG0008759	Ag013G1584600	g40185
OG0008760	Ag013G1586500	g40158
OG0008761	Ag013G1587400	g40153
OG0008762	Ag013G1591600	g40125
OG0008763	Ag013G1593000	g40120
OG0008764	Ag013G1593500	g40116
OG0008765	Ag013G1593600	g40115
OG0008766	Ag013G1596200	g40096
OG0008768	Ag013G1597400, Ag013G1597300	g40089
OG0008769	Ag013G1598000	g40086
OG0008770	Ag013G1598200	g40084
OG0008771	Ag013G1598900	g13583
OG0008772	Ag013G1600200	g37813
OG0008773	Ag013G1601700	g40069
OG0008774	Ag013G1602000	g40067
OG0008775	Ag013G1602100	g53382
OG0008776	Ag013G1605200	g40038
OG0008777	Ag013G1605900	g51077
OG0008778	Ag013G1607700	g37844, g39975
OG0008779	Ag013G1608400	g37845, g39981
OG0008780	Ag013G1610200	g40000
OG0008781	Ag013G1610300	g51098
OG0008782	Ag013G1610400, Ag023G2845300	g37848, g40001
OG0008784	Ag013G1611500	g40003
OG0008785	Ag013G1612300	g40013
OG0008786	Ag013G1613800	g40015
OG0008787	Ag013G1619000	g51139
OG0008788	Ag013G1619100	g51158
OG0008789	Ag013G1625100	g39957
OG0008790	Ag013G1625600	g39952
OG0008791	Ag013G1626100, Ag026G2995800, Ag013G1626300	g37893, g5560
OG0008792	Ag013G1630700	g39944
OG0008793	Ag013G1633100	g51194
OG0008794	Ag013G1634300	g39916
OG0008795	Ag013G1636000	g39909, g51213
OG0008796	Ag013G1636200	g51216
OG0008797	Ag013G1638000	g39895
OG0008798	Ag013G1642300	g39873, g51233
OG0008799	Ag013G1642800	g51235
OG0008800	Ag013G1642900	g39869
OG0008801	Ag013G1643900	g51236
OG0008802	Ag013G1644900	g39854
OG0008803	Ag013G1645200	g39850
OG0008804	Ag013G1646300	g39845
OG0008805	Ag013G1647100	g51251
OG0008806	Ag013G1652600	g37914
OG0008807	Ag013G1653400	g51269
OG0008809	Ag013G1659200	g39812, g51291
OG0008810	Ag013G1661300	g51304
OG0008811	Ag013G1663700	g39790
OG0008812	Ag013G1665700	g24798
OG0008814	Ag013G1669100	g39768
OG0008815	Ag013G1672400	g51335
OG0008816	Ag013G1673300	g39750
OG0008817	Ag013G1674200	g39748, g51341
OG0008818	Ag013G1674400	g51342
OG0008819	Ag013G1674700	g51348
OG0008820	Ag013G1675200	g51352
OG0008821	Ag013G1676100	g39738
OG0008822	Ag013G1679300	g39723, g11107
OG0008823	Ag013G1680700	g11102
OG0008824	Ag013G1682300	g39713
OG0008825	Ag013G1683300	g39706
OG0008826	Ag013G1683500	g39704
OG0008827	Ag013G1688200	g23833
OG0008828	Ag013G1689500	g11059
OG0008830	Ag013G1693100	g23788
OG0008831	Ag013G1693300	g23787
OG0008832	Ag013G1694800	g17175
OG0008833	Ag013G1701800	g36265
OG0008834	Ag013G1702000	g54016
OG0008835	Ag013G1702700	g36262
OG0008836	Ag013G1703700	g36250, g36257
OG0008837	Ag013G1704400	g54004
OG0008838	Ag013G1704800	g54003
OG0008839	Ag013G1708800	g36186
OG0008840	Ag013G1710400	g36200, g28134
OG0008841	Ag013G1711800	g53945
OG0008842	Ag013G1713000	g50434
OG0008843	Ag013G1714400	g32305
OG0008844	Ag013G1717200	g32320
OG0008845	Ag013G1718700	g6417
OG0008846	Ag013G1719600	g32331
OG0008847	Ag013G1721200	g32346
OG0008848	Ag013G1726200	g32375
OG0008849	Ag013G1728600	g32390
OG0008850	Ag013G1728700	g50503
OG0008851	Ag013G1729300	g32392
OG0008852	Ag013G1734100	g32408
OG0008853	Ag013G1734900	g10203
OG0008854	Ag013G1735700	g27689
OG0008855	Ag013G1738000	g32421
OG0008856	Ag013G1740300	g27693, g32429
OG0008857	Ag013G1743700	g32457
OG0008858	Ag013G1748100	g50552
OG0008859	Ag013G1748400	g27710
OG0008860	Ag013G1749800, Ag013G1749000	g27713
OG0008861	Ag013G1751600	g50565
OG0008862	Ag013G1752500	g32502
OG0008863	Ag013G1753000	g27720
OG0008864	Ag013G1753400	g50569
OG0008865	Ag013G1755900	g27751
OG0008866	Ag013G1756700	g32523, g27749
OG0008867	Ag013G1757900	g28262
OG0008868	Ag013G1759000	g50599
OG0008869	Ag013G1761900	g32540
OG0008870	Ag013G1763500	g32549
OG0008871	Ag013G1767100	g32608
OG0008872	Ag013G1769500	g32630
OG0008873	Ag013G1769600	g37131
OG0008874	Ag062G5051300	g10714, g10710
OG0008875	Ag062G5054700	g16701
OG0008876	Ag062G5061100	g10665
OG0008877	Ag062G5063100, Ag014G1964100, Ag031G3193100	g11157
OG0008878	Ag004G0417500	g41, g19652
OG0008879	Ag034G3843700, Ag004G0418000	g19653
OG0008880	Ag004G0418200	g9644
OG0008881	Ag004G0420000	g9660
OG0008882	Ag004G0420200	g54
OG0008883	Ag004G0420400	g59
OG0008884	Ag004G0420900	g61
OG0008885	Ag004G0421900	g9663
OG0008886	Ag004G0423900	g9669
OG0008887	Ag004G0424300	g81
OG0008888	Ag004G0426700	g101
OG0008889	Ag004G0427500	g107
OG0008890	Ag004G0429500	g117, g9687
OG0008891	Ag004G0433000	g9699
OG0008892	Ag004G0433400	g9702
OG0008893	Ag004G0435000	g9704
OG0008894	Ag004G0440200	g9721
OG0008895	Ag004G0441600	g9724
OG0008896	Ag004G0441900	g176
OG0008897	Ag004G0442100	g9725, g178
OG0008898	Ag004G0443900	g197, g18663
OG0008899	Ag004G0445600	g18662
OG0008900	Ag004G0447300	g9743
OG0008901	Ag004G0450000	g9753
OG0008902	Ag004G0454500	g240, g9770
OG0008903	Ag014G1994500, Ag004G0456100	g244
OG0008905	Ag004G0460200	g9796
OG0008906	Ag004G0461200	g266
OG0008907	Ag004G0462200	g272
OG0008908	Ag004G0465000	g279
OG0008909	Ag004G0467700	g9814
OG0008910	Ag004G0470600	g305
OG0008911	Ag004G0471700	g312
OG0008912	Ag004G0476200	g327
OG0008913	Ag004G0477200	g331
OG0008914	Ag004G0478400	g9840
OG0008916	Ag004G0480200	g342
OG0008917	Ag004G0482100	g352
OG0008918	Ag004G0482800	g9854
OG0008919	Ag004G0484100	g9860
OG0008920	Ag004G0486000	g9862
OG0008921	Ag004G0486400	g9865
OG0008923	Ag004G0489300	g9874, g382
OG0008924	Ag004G0489600	g385
OG0008925	Ag004G0490000	g9876
OG0008926	Ag004G0492000	g394
OG0008927	Ag004G0493500	g399
OG0008928	Ag004G0498200	g421
OG0008929	Ag004G0503200	g9920
OG0008930	Ag004G0509800	g458
OG0008931	Ag004G0511100	g465
OG0008932	Ag004G0511700	g468
OG0008933	Ag004G0512900	g9959
OG0008934	Ag004G0513200	g483
OG0008935	Ag004G0515500	g490, g9969
OG0008936	Ag004G0515800	g492
OG0008937	Ag004G0516500	g9973
OG0008938	Ag004G0521100	g511
OG0008939	Ag004G0526200	g524
OG0008940	Ag004G0528800	g10016, g10013
OG0008942	Ag004G0532200	g549
OG0008943	Ag004G0532600	g10021
OG0008944	Ag004G0533500	g10024
OG0008945	Ag004G0536500	g577, g10033
OG0008946	Ag004G0536700	g578
OG0008947	Ag004G0539100	g581
OG0008948	Ag004G0539300	g583
OG0008949	Ag004G0540500	g10049
OG0008950	Ag004G0541800	g10058
OG0008952	Ag004G0548100	g18551, g14921
OG0008953	Ag004G0552100	g638
OG0008954	Ag004G0554500	g29123
OG0008955	Ag004G0555400	g653, g28980
OG0008956	Ag004G0555900	g29128
OG0008957	Ag004G0556000	g29127, g656
OG0008958	Ag004G0556100	g657
OG0008959	Ag004G0556500	g659
OG0008960	Ag004G0557000	g28975
OG0008962	Ag004G0557200	g664
OG0008963	Ag004G0559100	g674, g28965
OG0008964	Ag004G0559900	g685
OG0008965	Ag004G0564400	g704
OG0008966	Ag004G0564800	g707, g41407
OG0008967	Ag004G0565600	g28946
OG0008968	Ag004G0566300	g711
OG0008969	Ag004G0570600	g41402, g28931
OG0008970	Ag004G0573100	g734
OG0008971	Ag004G0576900	g41387
OG0008972	Ag004G0577100	g41386
