Orthogroup	Alyssum_gmelinii	Arabis_alpina
OG0007353	Ag004G0486600	Aa_G315960.h1.t1
OG0007354	Ag004G0490200	Aa_G61450.h1.t1
OG0007355	Ag004G0491500	Aa_G206580.h1.t1
OG0007356	Ag004G0495400	Aa_G583360.h1.t1
OG0007357	Ag004G0496100	Aa_G401150.h1.t1
OG0007358	Ag004G0496400	Aa_G401180.h1.t1
OG0007359	Ag004G0496700	Aa_G401210.h1.t1
OG0007360	Ag004G0499700	Aa_G448800.h1.t1
OG0007361	Ag004G0504900	Aa_G94900.h1.t1
OG0007362	Ag004G0506200	Aa_G94750.h1.t1
OG0007363	Ag004G0506300	Aa_G94740.h1.t1
OG0007364	Ag004G0510500	Aa_G97940.h1.t1
OG0007365	Ag004G0517000, Ag022G2715200	Aa_G143180.h1.t1
OG0007366	Ag004G0518200	Aa_G578240.h1.t1
OG0007367	Ag004G0519200	Aa_G630830.h1.t1
OG0007368	Ag004G0520900	Aa_G475040.h1.t1
OG0007369	Ag004G0525600	Aa_G46170.h1.t1
OG0007370	Ag004G0526500	Aa_G630450.h1.t1, Aa_G46080.h1.t1
OG0007371	Ag004G0528100	Aa_G45530.h1.t1
OG0007372	Ag004G0529700	Aa_G45380.h1.t1
OG0007374	Ag004G0532900	Aa_G45240.h1.t1, Aa_G45240.h2.t1
OG0007375	Ag004G0533000	Aa_G45230.h1.t1
OG0007376	Ag004G0533400	Aa_G392320.h1.t1
OG0007377	Ag004G0537800	Aa_G398160.h1.t1
OG0007378	Ag004G0538000	Aa_G398130.h1.t1
OG0007379	Ag004G0538100	Aa_G398120.h1.t1
OG0007380	Ag004G0542100	Aa_G70650.h1.t1
OG0007381	Ag004G0545200	Aa_G550370.h1.t1
OG0007382	Ag004G0545700	Aa_G552760.h1.t1
OG0007383	Ag004G0547100	Aa_G539320.h1.t1
OG0007384	Ag004G0553800	Aa_G181380.h1.t1
OG0007385	Ag004G0554300	Aa_G181320.h1.t1
OG0007386	Ag004G0556700	Aa_G181160.h1.t1
OG0007387	Ag004G0556800	Aa_G181150.h1.t1
OG0007388	Ag004G0557600	Aa_G478050.h1.t1
OG0007389	Ag004G0558300	Aa_G230410.h1.t1
OG0007390	Ag004G0558400	Aa_G230400.h1.t1
OG0007391	Ag004G0560100	Aa_G68390.h1.t1
OG0007392	Ag004G0563300	Aa_G68240.h1.t1
OG0007393	Ag004G0564600	Aa_G68190.h1.t1
OG0007394	Ag004G0570800	Aa_G15520.h1.t1
OG0007395	Ag004G0574900	Aa_G314260.h1.t1
OG0007396	Ag004G0579000	Aa_G672100.h1.t1
OG0007397	Ag004G0579400	Aa_G633710.h1.t1, Aa_G633710.h2.t1
OG0007398	Ag004G0580600	Aa_G404830.h1.t1
OG0007399	Ag004G0583000	Aa_G444230.h1.t1
OG0007400	Ag004G0584000	Aa_G9020.h1.t1
OG0007401	Ag004G0585100	Aa_G8900.h1.t1, Aa_G8910.h1.t1
OG0007402	Ag004G0595600	Aa_G447570.h1.t1
OG0007404	Ag004G0600800	Aa_G173780.h1.t1
OG0007405	Ag004G0601100	Aa_G173760.h1.t1
OG0007406	Ag004G0608000	Aa_G629220.h1.t1
OG0007407	Ag004G0610400	Aa_G127310.h1.t1
OG0007408	Ag004G0612300	Aa_G127230.h1.t1, Aa_G127230.h2.t1
OG0007409	Ag004G0615300	Aa_G478600.h1.t1
OG0007410	Ag004G0626300, Ag025G2934700	Aa_G110790.h1.t1
OG0007411	Ag004G0628500	Aa_G34010.h1.t1
OG0007412	Ag051G4814700, Ag004G0628900	Aa_G101900.h1.t1
OG0007413	Ag004G0629700	Aa_G33940.h1.t1
OG0007414	Ag004G0630000	Aa_G33910.h1.t1
OG0007415	Ag004G0630600	Aa_G263940.h1.t1
OG0007416	Ag004G0636700	Aa_G550760.h1.t1
OG0007417	Ag004G0644700	Aa_G27930.h1.t1
OG0007418	Ag004G0648700	Aa_G1093940.h1.t1
OG0007419	Ag004G0652000	Aa_G345470.h1.t1
OG0007420	Ag004G0653600	Aa_G345590.h1.t1
OG0007421	Ag004G0657400	Aa_G246290.h1.t1
OG0007422	Ag004G0659600	Aa_G148020.h1.t1
OG0007423	Ag004G0661500	Aa_G147940.h1.t1
OG0007424	Ag004G0665200	Aa_G93810.h1.t1
OG0007425	Ag004G0665400	Aa_G93800.h1.t1
OG0007426	Ag004G0665900	Aa_G93750.h1.t1
OG0007427	Ag004G0672200	Aa_G31640.h1.t1
OG0007428	Ag004G0678000	Aa_G31760.h1.t1
OG0007429	Ag004G0678200	Aa_G31790.h1.t1, Aa_G31780.h1.t1
OG0007430	Ag004G0678700	Aa_G31830.h1.t1
OG0007431	Ag004G0682000	Aa_G227750.h1.t1
OG0007432	Ag004G0690900	Aa_G607630.h1.t1
OG0007433	Ag004G0693800	Aa_G313080.h1.t1
OG0007435	Ag004G0698300	Aa_G168110.h1.t1
OG0007436	Ag004G0699700, Ag016G2296600	Aa_G331630.h1.t1
OG0007437	Ag004G0699900, Ag016G2328400	Aa_G331640.h1.t1
OG0007438	Ag004G0701200	Aa_G69010.h1.t1
OG0007439	Ag004G0706400	Aa_G355110.h1.t1
OG0007440	Ag004G0713300	Aa_G232860.h1.t1
OG0007441	Ag004G0722200	Aa_G216660.h1.t1
OG0007442	Ag004G0725700	Aa_G253210.h1.t1
OG0007443	Ag004G0732000	Aa_G441240.h1.t1
OG0007444	Ag045G4511400, Ag004G0736700	Aa_G689960.h1.t1
OG0007445	Ag004G0737100	Aa_G48490.h1.t1
OG0007446	Ag004G0748400	Aa_G483110.h1.t1
OG0007447	Ag004G0750000	Aa_G701990.h1.t1
OG0007448	Ag004G0751300	Aa_G542630.h1.t1
OG0007449	Ag029G3098500, Ag004G0758500	Aa_G356280.h1.t1, Aa_G225260.h1.t1
OG0007450	Ag004G0767000	Aa_G102680.h1.t1
OG0007451	Ag004G0775300	Aa_G426090.h1.t1
OG0007452	Ag004G0779100, Ag020G2559100	Aa_G88120.h1.t1
OG0007453	Ag004G0781600, Ag020G2556600	Aa_G516250.h1.t1
OG0007454	Ag020G2556100, Ag004G0782100	Aa_G335480.h1.t1
OG0007455	Ag022G2629300	Aa_G577370.h1.t1
OG0007456	Ag022G2631400	Aa_G99740.h1.t1
OG0007457	Ag022G2643900	Aa_G188770.h1.t1
OG0007458	Ag022G2651100	Aa_G188880.h1.t1
OG0007459	Ag022G2652400	Aa_G495790.h1.t1
OG0007460	Ag022G2659300	Aa_G504170.h1.t1, Aa_G84920.h1.t1
OG0007461	Ag022G2662300	Aa_G564950.h1.t1
OG0007462	Ag022G2670700	Aa_G244420.h1.t1
OG0007463	Ag022G2678900	Aa_G420730.h1.t1
OG0007465	Ag022G2683200	Aa_G414660.h1.t1
OG0007467	Ag022G2705600	Aa_G261380.h1.t1
OG0007468	Ag022G2709300, Ag022G2709500, Ag022G2709400	Aa_G464220.h1.t1, Aa_G560600.h1.t1, Aa_G88840.h1.t1
OG0007469	Ag022G2718200	Aa_G353250.h1.t1
OG0007470	Ag022G2718600	Aa_G353290.h1.t1, Aa_G352520.h1.t1
OG0007471	Ag022G2725800	Aa_G331810.h1.t1
OG0007472	Ag022G2731700	Aa_G73250.h1.t1
OG0007473	Ag022G2735100	Aa_G181600.h1.t1
OG0007474	Ag022G2738800, Ag022G2738700	Aa_G140730.h1.t1
OG0007475	Ag022G2741300	Aa_G322240.h1.t1
OG0007476	Ag022G2743700	Aa_G337140.h1.t1
OG0007477	Ag022G2744700	Aa_G789610.h1.t1
OG0007478	Ag022G2751100	Aa_G509390.h1.t1
OG0007479	Ag022G2754700	Aa_G170180.h1.t1
OG0007480	Ag022G2754800	Aa_G170190.h1.t1
OG0007482	Ag022G2759900	Aa_G451920.h1.t1
OG0007483	Ag022G2760200	Aa_G451900.h1.t1
OG0007484	Ag022G2761700	Aa_G456520.h1.t1
OG0007485	Ag022G2769200	Aa_G260670.h1.t1
OG0007486	Ag022G2785200, Ag022G2775600, Ag022G2770800	Aa_G260640.h1.t1
OG0007487	Ag022G2772600	Aa_G506880.h1.t1
OG0007488	Ag022G2775500	Aa_G85290.h1.t1
OG0007489	Ag022G2775700	Aa_G85300.h1.t1
OG0007490	Ag022G2775800	Aa_G5930.h1.t1, Aa_G85310.h1.t1
OG0007491	Ag022G2776300	Aa_G85350.h1.t1
OG0007492	Ag022G2777400	Aa_G274560.h1.t1
OG0007493	Ag022G2782800	Aa_G18620.h1.t1
OG0007494	Ag022G2782900	Aa_G18610.h1.t1
OG0007495	Ag022G2784900	Aa_G490130.h1.t1
OG0007496	Ag002G0123400, Ag022G2785500	Aa_G612090.h1.t1
OG0007497	Ag022G2787700	Aa_G613110.h1.t1, Aa_G54130.h1.t1
OG0007499	Ag075G5293400	Aa_G298390.h1.t1
OG0007500	Ag075G5303600, Ag071G5245800	Aa_G185090.h1.t1
OG0007501	Ag075G5306200	Aa_G185010.h1.t1
OG0007502	Ag075G5307500	Aa_G184890.h1.t1
OG0007503	Ag048G4556700	Aa_G239120.h1.t1
OG0007504	Ag048G4569100	Aa_G410430.h1.t1
OG0007505	Ag048G4569700, Ag048G4569800	Aa_G21460.h1.t1
OG0007506	Ag048G4571000	Aa_G21500.h1.t1
OG0007507	Ag048G4573400	Aa_G21610.h1.t1
OG0007508	Ag048G4574800	Aa_G21680.h1.t1
OG0007509	Ag048G4581000	Aa_G293630.h1.t1
OG0007510	Ag048G4582700	Aa_G265740.h1.t1
OG0007511	Ag048G4587000	Aa_G145430.h1.t1
OG0007512	Ag048G4590300	Aa_G336930.h1.t1
OG0007513	Ag048G4592200	Aa_G80350.h1.t1
OG0007514	Ag048G4592700	Aa_G444580.h1.t1
OG0007515	Ag048G4592800	Aa_G444570.h1.t1
OG0007516	Ag048G4593100	Aa_G444540.h1.t1
OG0007517	Ag048G4593400	Aa_G444520.h1.t1
OG0007518	Ag048G4598400	Aa_G457970.h1.t1
OG0007519	Ag048G4602800	Aa_G335490.h1.t1
OG0007520	Ag048G4602900	Aa_G335500.h1.t1
OG0007521	Ag048G4605400	Aa_G656400.h1.t1
OG0007522	Ag048G4615900	Aa_G508920.h1.t1
OG0007523	Ag048G4619200	Aa_G197910.h1.t1
OG0007524	Ag048G4621000	Aa_G204330.h1.t1
OG0007525	Ag048G4626500	Aa_G121610.h1.t1
OG0007526	Ag048G4626700	Aa_G121590.h1.t1
OG0007527	Ag048G4633500	Aa_G129470.h1.t1
OG0007528	Ag048G4640700	Aa_G129320.h1.t1
OG0007529	Ag048G4645600	Aa_G104330.h1.t1
OG0007531	Ag048G4646800	Aa_G215680.h1.t1
OG0007532	Ag048G4647500	Aa_G215620.h1.t1
OG0007533	Ag048G4650900	Aa_G164960.h1.t1
OG0007535	Ag048G4673000, Ag048G4673200, Ag048G4673100	Aa_G87730.h1.t1
OG0007536	Ag048G4680000	Aa_G87900.h1.t1
OG0007537	Ag048G4681000	Aa_G410740.h1.t1
OG0007538	Ag048G4681900	Aa_G410820.h1.t1
OG0007539	Ag048G4693000	Aa_G730120.h1.t1
OG0007540	Ag048G4693100	Aa_G730110.h1.t1
OG0007541	Ag048G4697600	Aa_G64880.h1.t1
OG0007542	Ag025G2958300, Ag048G4707800	Aa_G234320.h1.t1
OG0007543	Ag048G4715900	Aa_G348880.h1.t1
OG0007544	Ag048G4719500	Aa_G259460.h1.t1
OG0007545	Ag040G4337000	Aa_G314490.h1.t1
OG0007546	Ag040G4337600	Aa_G855330.h1.t1
OG0007547	Ag040G4338000	Aa_G199500.h1.t1, Aa_G199510.h1.t1
OG0007548	Ag040G4347300	Aa_G261570.h1.t1
OG0007549	Ag049G4723900	Aa_G53030.h1.t1
OG0007550	Ag049G4724700	Aa_G52950.h1.t1
OG0007551	Ag049G4726000	Aa_G52900.h1.t1
OG0007552	Ag049G4732500	Aa_G123470.h1.t1
OG0007553	Ag049G4733000	Aa_G123500.h1.t1
OG0007554	Ag039G4301100, Ag049G4738200	Aa_G296300.h1.t1
OG0007555	Ag032G3420200	Aa_G205570.h1.t1
OG0007556	Ag032G3426400	Aa_G378660.h1.t1
OG0007557	Ag032G3427500	Aa_G639540.h1.t1
OG0007558	Ag032G3438000	Aa_G109730.h1.t1, Aa_G231500.h1.t1
OG0007560	Ag032G3441400	Aa_G375400.h1.t1
OG0007561	Ag032G3447100	Aa_G118260.h1.t1
OG0007562	Ag032G3453800	Aa_G127840.h1.t1
OG0007563	Ag032G3468300	Aa_G74150.h1.t1
OG0007564	Ag032G3470400	Aa_G603620.h1.t1
OG0007565	Ag032G3475200	Aa_G396730.h1.t1
OG0007566	Ag054G4878800	Aa_G550040.h1.t1
OG0007567	Ag054G4883400	Aa_G282200.h1.t1
OG0007568	Ag054G4884400	Aa_G282280.h1.t1
OG0007569	Ag009G0977200, Ag041G4358400	Aa_G208420.h1.t1
OG0007570	Ag009G0975200, Ag041G4360800	Aa_G240480.h1.t1
OG0007571	Ag041G4369000, Ag009G0966400	Aa_G336430.h1.t1
OG0007572	Ag041G4369500, Ag076G5309300	Aa_G442840.h1.t1
OG0007573	Ag082G5404700	Aa_G308760.h1.t1
OG0007574	Ag082G5406600	Aa_G656280.h1.t1
OG0007575	Ag082G5406700	Aa_G656270.h1.t1
OG0007576	Ag082G5407400	Aa_G381520.h1.t1
OG0007577	Ag007G0846600	Aa_G82880.h1.t1
OG0007578	Ag007G0850900	Aa_G125920.h1.t1
OG0007579	Ag007G0857400	Aa_G266910.h1.t1
OG0007580	Ag007G0863900	Aa_G589720.h1.t1
OG0007581	Ag007G0864900	Aa_G584010.h1.t1
OG0007582	Ag007G0865900	Aa_G255340.h1.t1
OG0007583	Ag076G5314000, Ag007G0871500	Aa_G311110.h1.t1
OG0007584	Ag007G0878700, Ag007G0872300	Aa_G183920.h1.t1
OG0007585	Ag007G0881700	Aa_G66710.h1.t1
OG0007586	Ag007G0882800	Aa_G67540.h1.t1
OG0007587	Ag007G0886700	Aa_G79790.h1.t1
OG0007588	Ag007G0897000	Aa_G574810.h1.t1
OG0007589	Ag007G0897100	Aa_G574800.h1.t1
OG0007590	Ag007G0901500	Aa_G498450.h1.t1
OG0007591	Ag007G0906500	Aa_G206380.h1.t1, Aa_G562240.h1.t1
OG0007592	Ag007G0907100	Aa_G31030.h1.t1
OG0007593	Ag007G0909400	Aa_G31120.h1.t1
OG0007594	Ag007G0914400	Aa_G346180.h1.t1
OG0007595	Ag007G0916000	Aa_G482200.h1.t1
OG0007598	Ag078G5333200	Aa_G341730.h1.t1, Aa_G147300.h1.t1
OG0007599	Ag078G5335500	Aa_G341830.h1.t1
OG0007600	Ag078G5343100	Aa_G303430.h1.t1
OG0007601	Ag078G5343800	Aa_G303420.h1.t1, Aa_G303440.h1.t1
OG0007602	Ag078G5359700	Aa_G567780.h1.t1
OG0007603	Ag078G5359900	Aa_G567760.h1.t1
OG0007605	Ag078G5384500	Aa_G547160.h1.t1
OG0007606	Ag078G5392300	Aa_G64550.h1.t1
OG0007607	Ag056G4932200	Aa_G110390.h1.t1, Aa_G998130.h1.t1
OG0007608	Ag056G4941200	Aa_G949150.h1.t1, Aa_G616590.h1.t1, Aa_G616560.h1.t1
OG0007609	Ag056G4943700	Aa_G277820.h1.t1
OG0007610	Ag056G4944400	Aa_G305320.h1.t1
OG0007611	Ag045G4507300	Aa_G644720.h1.t1
OG0007613	Ag045G4511300	Aa_G339360.h1.t1
OG0007614	Ag045G4513800	Aa_G182790.h1.t1
OG0007615	Ag045G4524600	Aa_G69560.h1.t1
OG0007616	Ag092G5458200	Aa_G94200.h1.t1
OG0007617	Ag016G2326900, Ag037G4127600	Aa_G276860.h1.t1, Aa_G276850.h1.t1
OG0007619	Ag002G0115700, Ag063G5075100	Aa_G234510.h1.t1
OG0007620	Ag002G0102900, Ag063G5090000	Aa_G361540.h1.t1
OG0007621	Ag071G5237100	Aa_G157280.h1.t1, Aa_G313700.h1.t1, Aa_G592980.h1.t1
OG0007622	Ag071G5237300	Aa_G151590.h1.t1, Aa_G157260.h1.t1
OG0007623	Ag012G1278300	Aa_G247740.h1.t1
OG0007624	Ag012G1292400	Aa_G337670.h1.t1, Aa_G301090.h1.t1
OG0007625	Ag043G4457300, Ag011G1253600, Ag012G1300700, Ag003G0309000	Aa_G619000.h1.t1
OG0007626	Ag012G1308700	Aa_G424630.h1.t1
OG0007627	Ag012G1310900	Aa_G508070.h1.t1
OG0007628	Ag012G1319500	Aa_G541890.h1.t1
OG0007629	Ag012G1320800	Aa_G25550.h1.t1
OG0007630	Ag012G1321100	Aa_G25580.h1.t1
OG0007631	Ag012G1325600	Aa_G276790.h1.t1
OG0007632	Ag012G1326400	Aa_G83250.h1.t1
OG0007633	Ag034G3688100, Ag012G1335600, Ag023G2836000	Aa_G153050.h1.t1
OG0007634	Ag034G4074000, Ag057G4951200	Aa_G555370.h1.t1
OG0007635	Ag057G4953100	Aa_G144560.h1.t1
OG0007636	Ag057G4954600	Aa_G529220.h1.t1
OG0007637	Ag057G4955300	Aa_G623850.h1.t1
OG0007638	Ag057G4955400	Aa_G636730.h1.t1
OG0007639	Ag031G3377800, Ag057G4959400	Aa_G116270.h1.t1
OG0007641	Ag006G0794000, Ag058G4992100	Aa_G206370.h1.t1
OG0007642	Ag006G0797500, Ag058G4989300	Aa_G58300.h1.t1
OG0007643	Ag006G0798700, Ag043G4460800	Aa_G28490.h1.t1
OG0007644	Ag006G0799200, Ag058G4983400	Aa_G822590.h1.t1, Aa_G58220.h1.t1
OG0007645	Ag058G4981100, Ag006G0801400	Aa_G58170.h1.t1
OG0007646	Ag058G4981000, Ag006G0801500	Aa_G58130.h1.t1
OG0007649	Ag006G0832700	Aa_G290920.h1.t1
OG0007650	Ag006G0833200	Aa_G246590.h1.t1
OG0007651	Ag006G0835200	Aa_G357850.h1.t1
OG0007652	Ag083G5412700, Ag001G0000200	Aa_G513290.h1.t1, Aa_G12400.h1.t1
OG0007653	Ag001G0000400, Ag083G5412500	Aa_G513310.h1.t1
OG0007654	Ag001G0011000	Aa_G720.h1.t1
OG0007655	Ag001G0022700	Aa_G574960.h1.t1
OG0007656	Ag001G0025100	Aa_G440630.h1.t1
OG0007657	Ag001G0028600	Aa_G334800.h1.t1
OG0007658	Ag001G0035800	Aa_G36820.h1.t1
OG0007659	Ag001G0048300	Aa_G410610.h1.t1
OG0007660	Ag001G0054300	Aa_G584120.h1.t1, Aa_G584150.h1.t1
OG0007661	Ag001G0057200	Aa_G582110.h1.t1
OG0007663	Ag001G0062300	Aa_G611050.h1.t1
OG0007664	Ag001G0063500	Aa_G166340.h1.t1
OG0007665	Ag001G0067900	Aa_G677550.h1.t1
OG0007666	Ag034G3705600, Ag001G0070400	Aa_G286290.h1.t1
OG0007667	Ag001G0070600	Aa_G219780.h1.t1
OG0007668	Ag001G0073200	Aa_G219750.h1.t1
OG0007669	Ag001G0078300	Aa_G256010.h1.t1
OG0007670	Ag001G0084700	Aa_G173600.h1.t1
OG0007671	Ag034G3928600, Ag023G2812800, Ag001G0088500	Aa_G278360.h1.t1
OG0007672	Ag023G2797300	Aa_G150490.h1.t1
OG0007673	Ag015G2194100	Aa_G311540.h1.t1
OG0007674	Ag023G2799700	Aa_G150360.h1.t1
OG0007675	Ag023G2800400	Aa_G581130.h1.t1
OG0007676	Ag023G2805000	Aa_G332150.h1.t1
OG0007677	Ag023G2805700	Aa_G440080.h1.t1
OG0007678	Ag023G2811000	Aa_G438760.h1.t1
OG0007679	Ag023G2811400	Aa_G438730.h1.t1
OG0007680	Ag023G2812400	Aa_G305810.h1.t1
OG0007682	Ag023G2818300	Aa_G12080.h1.t1
OG0007683	Ag023G2818500	Aa_G12130.h1.t1
OG0007684	Ag023G2820600	Aa_G291620.h1.t1
OG0007686	Ag023G2825100	Aa_G576480.h1.t1
OG0007687	Ag023G2839100	Aa_G11080.h1.t1
OG0007688	Ag023G2844900	Aa_G24710.h1.t1
OG0007689	Ag042G4397800, Ag023G2845600, Ag023G2845500, Ag034G3759800	Aa_G80810.h1.t1
OG0007691	Ag023G2848200	Aa_G286500.h1.t1
OG0007692	Ag050G4741800	Aa_G455360.h1.t1
OG0007693	Ag050G4747800	Aa_G78200.h1.t1
OG0007694	Ag050G4754700, Ag050G4754600	Aa_G203420.h1.t1
OG0007695	Ag050G4768100	Aa_G339910.h1.t1
OG0007697	Ag050G4774500	Aa_G45870.h1.t1, Aa_G155370.h1.t1
OG0007698	Ag050G4782700	Aa_G758940.h1.t1
OG0007699	Ag050G4783500	Aa_G287460.h1.t1
OG0007700	Ag050G4785800	Aa_G575630.h1.t1
OG0007701	Ag050G4790600	Aa_G152280.h1.t1
OG0007702	Ag050G4791000	Aa_G152300.h1.t1
OG0007703	Ag050G4793200	Aa_G267170.h1.t1
OG0007704	Ag050G4793500	Aa_G604440.h1.t1
OG0007705	Ag050G4794200	Aa_G520170.h1.t1
OG0007706	Ag050G4797300	Aa_G96120.h1.t1
OG0007707	Ag058G4994000	Aa_G524860.h1.t1, Aa_G113340.h1.t1
OG0007708	Ag008G0936100, Ag008G0966200	Aa_G326330.h1.t1
OG0007709	Ag008G0936700, Ag008G0965600	Aa_G451320.h1.t1
OG0007710	Ag008G0936800, Ag008G0965500	Aa_G451310.h1.t1
OG0007711	Ag008G0937500, Ag008G0964500, Ag008G0937600	Aa_G309410.h1.t1
OG0007712	Ag008G0942900	Aa_G113220.h1.t1
OG0007713	Ag008G0944100, Ag008G0944200	Aa_G620590.h1.t1
OG0007714	Ag077G5316900, Ag033G3487900	Aa_G240840.h1.t1
OG0007715	Ag077G5320600, Ag033G3491800	Aa_G55690.h1.t1
OG0007716	Ag073G5264100, Ag051G4803600	Aa_G312620.h1.t1
OG0007717	Ag051G4804000	Aa_G629820.h1.t1
OG0007718	Ag051G4805300	Aa_G396880.h1.t1, Aa_G491480.h1.t1, Aa_G66060.h1.t1, Aa_G372050.h1.t1
OG0007719	Ag051G4815100	Aa_G101860.h1.t1
OG0007720	Ag051G4816600	Aa_G466560.h1.t1
OG0007721	Ag068G5232400, Ag027G3039000, Ag014G2098400, Ag033G3599400, Ag051G4828800	Aa_G131390.h1.t1
OG0007722	Ag034G3830500, Ag051G4828900	Aa_G431420.h1.t1, Aa_G1042900.h1.t1, Aa_G1042900.h2.t1
OG0007723	Ag051G4829600	Aa_G124220.h1.t1
OG0007724	Ag044G4472700, Ag011G1209800	Aa_G194480.h1.t1
OG0007725	Ag044G4479900	Aa_G269070.h1.t1
OG0007726	Ag044G4485100	Aa_G384620.h1.t1
OG0007727	Ag044G4487800	Aa_G347030.h1.t1
OG0007728	Ag044G4492800	Aa_G110290.h1.t1
OG0007729	Ag044G4494600	Aa_G313520.h1.t1
OG0007730	Ag044G4498000	Aa_G544700.h1.t1
OG0007731	Ag044G4500600	Aa_G548920.h1.t1
OG0007732	Ag044G4504500	Aa_G421710.h1.t1, Aa_G306380.h1.t1
OG0007733	Ag052G4848700, Ag033G3475900	Aa_G186960.h1.t1
OG0007734	Ag052G4842400, Ag033G3481700	Aa_G500530.h1.t1
OG0007735	Ag052G4841900, Ag033G3482000	Aa_G226790.h1.t1
OG0007736	Ag052G4838100, Ag033G3485100	Aa_G417310.h1.t1
OG0007737	Ag033G3491500	Aa_G55670.h1.t1
OG0007738	Ag033G3508100	Aa_G19980.h1.t1
OG0007739	Ag033G3509500	Aa_G19930.h1.t1
OG0007740	Ag033G3513500	Aa_G585490.h1.t1
OG0007741	Ag033G3519500	Aa_G736900.h1.t1
OG0007742	Ag033G3524900	Aa_G419820.h1.t1
OG0007743	Ag033G3528300	Aa_G517270.h1.t1
OG0007744	Ag024G2896500	Aa_G277410.h1.t1
OG0007745	Ag033G3560100	Aa_G204100.h1.t1
OG0007746	Ag033G3568100	Aa_G204030.h1.t1
OG0007747	Ag033G3571200	Aa_G203900.h1.t1
OG0007748	Ag033G3577400	Aa_G201460.h1.t1
OG0007749	Ag033G3578200	Aa_G909660.h2.t1, Aa_G909660.h1.t1, Aa_G909660.h3.t1, Aa_G7160.h1.t1, Aa_G188840.h1.t1
OG0007750	Ag033G3578800	Aa_G221230.h1.t1
OG0007751	Ag033G3583200	Aa_G581680.h1.t1
OG0007752	Ag033G3608900	Aa_G318040.h1.t1
OG0007753	Ag033G3615400	Aa_G472160.h1.t1
OG0007754	Ag033G3620600, Ag033G3621100, Ag033G3621000	Aa_G298550.h1.t1
OG0007755	Ag033G3626500	Aa_G70400.h1.t1
OG0007756	Ag031G3157100, Ag033G3644700	Aa_G147010.h1.t1
OG0007757	Ag028G3079100, Ag026G2983000	Aa_G184600.h1.t1
OG0007758	Ag028G3084300, Ag026G2979100	Aa_G243310.h1.t1
OG0007759	Ag026G2977400, Ag028G3085900	Aa_G612970.h1.t1
OG0007760	Ag031G3138900	Aa_G49440.h1.t1
OG0007761	Ag067G5179000	Aa_G253020.h1.t1
OG0007762	Ag031G3143600	Aa_G296090.h1.t1
OG0007763	Ag031G3144200	Aa_G296030.h1.t1
OG0007764	Ag031G3144800	Aa_G295980.h1.t1
OG0007765	Ag031G3150300, Ag014G1857400	Aa_G50040.h1.t1
OG0007766	Ag031G3150700	Aa_G52500.h1.t1
OG0007767	Ag031G3154600	Aa_G553350.h1.t1
OG0007768	Ag031G3155600	Aa_G327020.h1.t1
OG0007769	Ag031G3155700	Aa_G327010.h1.t1
OG0007770	Ag031G3155900	Aa_G326990.h1.t1
OG0007772	Ag031G3161700, Ag031G3161500	Aa_G43900.h1.t1
OG0007773	Ag031G3163100	Aa_G44020.h1.t1
OG0007774	Ag031G3163400	Aa_G44060.h1.t1
OG0007775	Ag017G2431900	Aa_G122680.h1.t1
OG0007776	Ag017G2414700, Ag031G3171400, Ag017G2414800	Aa_G272960.h1.t1
OG0007777	Ag031G3172000	Aa_G336780.h1.t1
OG0007778	Ag031G3172700	Aa_G336740.h1.t1
OG0007779	Ag031G3175800	Aa_G364400.h1.t1
OG0007781	Ag031G3183100	Aa_G167740.h1.t1
OG0007782	Ag031G3189800	Aa_G2530.h1.t1
OG0007783	Ag031G3189900	Aa_G2520.h1.t1
OG0007784	Ag031G3191200	Aa_G2460.h1.t1
OG0007785	Ag031G3191500	Aa_G2430.h1.t1
OG0007786	Ag031G3195200	Aa_G2270.h1.t1
OG0007787	Ag031G3199800	Aa_G33540.h1.t1
OG0007788	Ag031G3200300, Ag031G3200100	Aa_G33510.h1.t1
OG0007789	Ag031G3204000	Aa_G128040.h1.t1
OG0007790	Ag031G3205700	Aa_G572540.h1.t1
OG0007792	Ag031G3209900	Aa_G81160.h1.t1
OG0007794	Ag031G3211100	Aa_G57830.h1.t1
OG0007796	Ag031G3219700, Ag031G3219600	Aa_G354040.h1.t1
OG0007797	Ag031G3223400	Aa_G77340.h1.t1
OG0007798	Ag031G3226200	Aa_G103370.h1.t1
OG0007799	Ag031G3229100	Aa_G218950.h1.t1
OG0007800	Ag003G0353500	Aa_G445410.h1.t1
OG0007801	Ag031G3236200	Aa_G322930.h1.t1
OG0007802	Ag031G3237100	Aa_G322980.h1.t1
OG0007803	Ag031G3241100	Aa_G686840.h1.t1
OG0007804	Ag031G3241400	Aa_G686870.h1.t1
OG0007805	Ag031G3243000	Aa_G340590.h1.t1
OG0007806	Ag003G0365600, Ag031G3244100	Aa_G125400.h1.t1
OG0007807	Ag031G3251500, Ag003G0372500	Aa_G262230.h1.t1
OG0007808	Ag031G3252400	Aa_G262310.h1.t1
OG0007809	Ag031G3258400	Aa_G114310.h1.t1
OG0007810	Ag031G3258500	Aa_G114300.h1.t1
OG0007811	Ag031G3259900	Aa_G114230.h1.t1
OG0007812	Ag031G3260600	Aa_G114180.h1.t1
OG0007813	Ag031G3262200	Aa_G114100.h1.t1
OG0007814	Ag031G3281600	Aa_G98520.h1.t1
OG0007815	Ag031G3282200	Aa_G142860.h1.t1
