Orthogroup	Alyssum_gmelinii	Camelina_sativa
OG0008393	Ag034G4048700	XP_019083290.1, XP_019085743.1, XP_010471132.1
OG0008394	Ag034G4049000	XP_010427942.1, XP_010415822.1, XP_010471130.1
OG0008395	Ag034G4051600	XP_010415799.1, XP_010415798.1, XP_010471109.1, XP_010427917.1
OG0008396	Ag034G4051800	XP_010415796.1, XP_010427914.1, XP_010471107.1
OG0008397	Ag034G4054100	XP_010471099.1, XP_010415788.1, XP_010427901.1
OG0008399	Ag034G4064000	XP_010427822.1, XP_010415725.1, XP_010471037.1
OG0008400	Ag034G4064800	XP_010415711.1, XP_010471029.1, XP_010427806.1
OG0008401	Ag034G4069400, Ag016G2345600	XP_010471014.1, XP_010512096.1, XP_010415696.1
OG0008402	Ag034G4069800	XP_010415693.1, XP_010512094.1, XP_010471012.1
OG0008403	Ag052G4849500, Ag052G4849600	XP_010448606.1, XP_010433811.1, XP_010439082.1
OG0008404	Ag052G4854500	XP_010478717.1, XP_010499846.1, XP_010461121.1
OG0008405	Ag052G4857700	XP_010499867.1, XP_010461145.1, XP_010478745.1
OG0008406	Ag024G2861700, Ag024G2861500, Ag002G0091800, Ag002G0091400, Ag024G2858600	XP_010473653.1, XP_010430523.1, XP_010418450.1
OG0008407	Ag019G2542200, Ag002G0133900	XP_010430420.1, XP_010418340.1, XP_010452280.1
OG0008408	Ag019G2542100, Ag002G0134000	XP_010473565.1, XP_010430423.1, XP_010418342.1
OG0008409	Ag002G0134700	XP_010430425.1, XP_019083669.1, XP_010473563.1
OG0008410	Ag002G0155500	XP_010473543.1, XP_010418324.1, XP_010430396.1
OG0008411	Ag002G0164400	XP_010430375.1, XP_010418303.1, XP_010473525.1
OG0008412	Ag002G0176300	XP_010478082.1, XP_010499221.1, XP_010460501.1, XP_010497486.1
OG0008413	Ag002G0181600	XP_010473458.1, XP_010430294.1, XP_010418233.1
OG0008414	Ag002G0197300	XP_010499366.1, XP_010478212.1
OG0008415	Ag002G0197900	XP_010473392.1, XP_010418146.1, XP_010430193.1
OG0008416	Ag002G0198600	XP_010418142.1, XP_010473385.1, XP_010430190.1
OG0008417	Ag002G0199600	XP_010418136.1, XP_010473381.1, XP_010430184.1
OG0008418	Ag002G0214900	XP_010473317.1, XP_010430106.1, XP_010418067.1
OG0008420	Ag002G0236300	XP_010473222.1, XP_010417977.1, XP_010510950.1
OG0008421	Ag002G0244600	XP_010470165.1, XP_010414619.1, XP_019100858.1, XP_010496098.1, XP_019100859.1
OG0008422	Ag002G0251000	XP_010511036.1, XP_010470221.1, XP_010414701.1
OG0008423	Ag002G0251300	XP_010414703.1, XP_010470224.1, XP_010511041.1
OG0008424	Ag002G0255700	XP_010470269.1, XP_010414748.1, XP_010511105.1
OG0008425	Ag002G0259900	XP_019083152.1, XP_010470300.1, XP_010511374.1
OG0008426	Ag002G0264000	XP_010511347.1, XP_010415047.1, XP_019094815.1
OG0008427	Ag024G2882000	XP_010477953.1
OG0008428	Ag024G2884600	XP_010418500.1, XP_019098738.1, XP_010473698.1, XP_010430571.1
OG0008429	Ag024G2885400	XP_010473704.1, XP_010418504.1, XP_010430574.1
OG0008430	Ag024G2892000	XP_010473719.1, XP_010430588.1
OG0008431	Ag024G2896200	XP_010430600.1, XP_010496922.1, XP_010418534.1
OG0008432	Ag024G2898900	XP_010430620.1, XP_010496632.1
OG0008433	Ag016G2286000, Ag016G2285600	XP_010481450.1, XP_010494826.1, XP_010445791.2
OG0008434	Ag016G2293700	XP_010481444.1, XP_010494833.1, XP_019098100.1, XP_010441572.1
OG0008435	Ag016G2311900	XP_010481402.1, XP_010494879.1, XP_010441525.1
OG0008436	Ag016G2313100	XP_010494896.1, XP_010481398.1, XP_010441522.1
OG0008437	Ag016G2334000	XP_010481281.1, XP_010441412.1
OG0008438	Ag016G2334300	XP_010496992.2, XP_010441406.1, XP_010481274.1, XP_010495015.1
OG0008439	Ag016G2354600	XP_019095736.1, XP_010441877.1, XP_010494482.1
OG0008440	Ag016G2355000	XP_010481686.1, XP_010441879.1, XP_019098010.1, XP_019097699.1
OG0008441	Ag016G2359700	XP_010481749.1, XP_010494446.1, XP_010441897.1
OG0008442	Ag016G2364200	XP_010494442.1, XP_010441899.1, XP_010481752.1
OG0008443	Ag016G2371900	XP_010434204.1, XP_010449098.1, XP_010439501.1
OG0008444	Ag016G2385800	XP_010431694.1, XP_019090625.1, XP_019084138.1
OG0008445	Ag016G2390400	XP_010467813.1, XP_010455837.1, XP_010422372.1
OG0008446	Ag016G2397100	XP_010431996.1, XP_010422337.1, XP_010455817.1
OG0008447	Ag065G5127900	XP_010436340.1, XP_010433050.1, XP_010438247.1, XP_010447794.1
OG0008448	Ag025G2909100	XP_010449836.1, XP_010440193.1
OG0008449	Ag025G2909200	XP_010440192.1, XP_010449835.1, XP_010434865.1
OG0008450	Ag025G2922400	XP_010500318.2, XP_010479217.1
OG0008451	Ag025G2924700	XP_010500322.1, XP_010479226.1, XP_010461615.1
OG0008452	Ag025G2931200	XP_010479251.1, XP_010500355.1
OG0008453	Ag025G2943400	XP_010500415.2, XP_019094553.1, XP_010461701.2
OG0008454	Ag025G2945400	XP_010500421.1, XP_010479309.1
OG0008455	Ag025G2965500	XP_010479357.1, XP_010500464.1, XP_010461760.1
OG0008456	Ag072G5255000	XP_010428491.1, XP_010471593.1, XP_010416352.1
OG0008457	Ag011G1049800	XP_010437073.1, XP_010446499.1, XP_010431924.1
OG0008458	Ag011G1054800	XP_010446530.1, XP_010431949.1, XP_010437093.1, XP_010444896.1
OG0008459	Ag011G1059100	XP_010437112.1, XP_010446553.1, XP_010431967.1
OG0008460	Ag011G1060900	XP_010437124.2, XP_019086632.1, XP_010446584.1
OG0008461	Ag011G1064000	XP_010497057.1, XP_010431995.1, XP_019087266.1
OG0008462	Ag011G1067500	XP_010446607.1, XP_010437164.1, XP_010432012.1
OG0008463	Ag011G1069100	XP_010432021.1, XP_010437173.1, XP_010446615.1
OG0008464	Ag011G1070300	XP_010437180.1, XP_010432025.1, XP_010446618.1
OG0008465	Ag011G1072100	XP_019087270.1, XP_010432035.1, XP_010446629.1
OG0008466	Ag011G1072900, Ag011G1072800	XP_010446636.1, XP_010432039.1, XP_010437192.1
OG0008467	Ag011G1075800	XP_010432040.1, XP_010437193.1, XP_010446637.1
OG0008468	Ag011G1080700	XP_010437241.1, XP_010446679.1
OG0008469	Ag011G1081000	XP_010437245.1, XP_010432074.1, XP_010446682.1
OG0008470	Ag011G1084600	XP_010446698.1, XP_010437260.1, XP_010437261.1, XP_010432090.1
OG0008471	Ag011G1089400	XP_010437281.1, XP_010432110.1, XP_010446718.1
OG0008472	Ag011G1091700	XP_019086188.1
OG0008473	Ag011G1093800	XP_010446746.1, XP_010437307.1, XP_010432138.1
OG0008474	Ag011G1097000	XP_010432159.1, XP_010446770.1, XP_010437327.1
OG0008475	Ag011G1098800	XP_010432170.1, XP_010437341.1, XP_010446784.1
OG0008476	Ag011G1101300	XP_010446810.1, XP_010432185.1, XP_010437361.1
OG0008477	Ag011G1113000	XP_010432208.1, XP_010446849.1
OG0008478	Ag011G1117500	XP_010446886.1, XP_010437435.1, XP_010432238.1
OG0008479	Ag011G1226700, Ag011G1123400	XP_010437463.1, XP_010432276.1, XP_010446919.1
OG0008480	Ag011G1126800	XP_010444960.1, XP_010451043.1, XP_010436252.1
OG0008481	Ag011G1130100	XP_010437487.1, XP_010497288.1, XP_010446937.1, XP_010497813.1, XP_010432293.1
OG0008483	Ag011G1144000	XP_010447015.1, XP_010432361.1, XP_010437546.1
OG0008484	Ag011G1146100	XP_019086891.1, XP_010447028.1, XP_019088180.1
OG0008485	Ag011G1150600	XP_010437588.1, XP_010447055.1, XP_010432395.1
OG0008486	Ag011G1150800	XP_010437598.1, XP_010447061.1, XP_010432398.1
OG0008487	Ag011G1153000	XP_010447079.1, XP_010437615.1, XP_010432413.1
OG0008488	Ag011G1160100	XP_010432445.1, XP_010437652.1, XP_010447117.1
OG0008489	Ag011G1164700	NP_001289918.1, XP_010437660.1, XP_010447126.1
OG0008490	Ag011G1169500	XP_010437934.1, XP_010432749.1, XP_010447418.1, XP_019098699.1
OG0008491	Ag011G1169600	XP_010432748.1, XP_010447417.1, XP_010437933.1
OG0008492	Ag011G1169800	XP_010432745.1, XP_010447414.1, XP_010437929.1
OG0008493	Ag011G1170700	XP_019086662.1, XP_010447411.1, XP_010437927.1
OG0008494	Ag011G1176300	XP_010432702.1, XP_010447373.1, XP_010437892.1
OG0008495	Ag011G1181500	XP_010447356.1, XP_010437871.1, XP_010432678.1, XP_010432680.1
OG0008496	Ag011G1187600	XP_019086614.1, XP_010437823.1, XP_010447305.1
OG0008497	Ag011G1190900	XP_010447286.1, XP_010437804.1, XP_010432613.1
OG0008498	Ag011G1192500	XP_010432600.1, XP_010437791.1, XP_010447273.1
OG0008500	Ag011G1198800, Ag011G1199200	XP_010437760.1, XP_010444988.1, XP_010432560.1, XP_010447238.1
OG0008501	Ag011G1213300	XP_010447196.1, XP_010437718.1, XP_010432514.1
OG0008502	Ag011G1219800	XP_010432484.1, XP_010437686.1, XP_010447166.1
OG0008503	Ag011G1220300	XP_010447159.1, XP_010432478.1, XP_010437684.1
OG0008504	Ag011G1220600	XP_010437675.1, XP_010432473.1, XP_010447157.1
OG0008505	Ag011G1223800	XP_010447427.1, XP_010432761.1, XP_010437940.1
OG0008506	Ag011G1224000	XP_010432765.1, XP_019088740.1, XP_010447433.1
OG0008507	Ag011G1235400	XP_010432803.1, XP_010437983.1, XP_010447475.1
OG0008508	Ag011G1251300	XP_010447505.1, XP_010438028.1, XP_010436311.1
OG0008509	Ag011G1255600	XP_010438042.1, XP_010432865.1, XP_010447557.1
OG0008510	Ag011G1256200	XP_019086664.1, XP_010438045.1, XP_010447562.1
OG0008511	Ag011G1260100	XP_010438057.1, XP_010447591.1, XP_010432881.1
OG0008512	Ag011G1262100	XP_010447615.1, XP_010438078.1, XP_010432901.1
OG0008513	Ag011G1271100	XP_010429387.1, XP_010417169.1
OG0008514	Ag064G5104400	XP_010421873.1, XP_010497076.1, XP_010488469.1, XP_010466755.1, XP_010512517.1, XP_019083312.1
OG0008515	Ag064G5106800	XP_010488489.1, XP_010466775.1, XP_010513138.1
OG0008516	Ag064G5108400	XP_010466780.1, XP_010488495.1, XP_010513201.1
OG0008517	Ag064G5108500	XP_010488497.1, XP_010466782.1, XP_010513185.1, XP_010421964.1
OG0008518	Ag064G5111600	XP_010513347.1, XP_010466820.1, XP_010488520.1
OG0008519	Ag018G2436600	XP_010416020.1, XP_010471292.1, XP_010428154.1
OG0008520	Ag018G2437800	XP_010416005.1, XP_010428140.1, XP_010471280.1, XP_019093336.1
OG0008521	Ag018G2438700	XP_010428138.1, XP_010471278.1, XP_010416002.2
OG0008522	Ag018G2441400	XP_019084975.1, XP_019093621.1, XP_010415983.1
OG0008523	Ag018G2442900	XP_010428112.1, XP_010415974.1, XP_010474296.2
OG0008524	Ag018G2443500	XP_010414853.1, XP_010415956.1, XP_010471246.1, XP_010428094.1
OG0008526	Ag018G2446100	XP_010428086.1, XP_010415950.1, XP_010471237.1, XP_019093334.1, XP_010414841.1
OG0008527	Ag018G2446200	XP_010428087.1, XP_010414844.1, XP_010471238.1
OG0008528	Ag018G2446800	XP_010471234.1, XP_010414837.1, XP_010428080.1
OG0008529	Ag018G2453600	XP_010477610.1, XP_010460110.2, XP_010498828.1, XP_010477619.1
OG0008530	Ag018G2456200	XP_010477628.1, XP_010460119.1, XP_010498841.1
OG0008531	Ag018G2458200	XP_010460132.1, XP_010498853.1, XP_010477639.1
OG0008532	Ag018G2467100	XP_010460203.1, XP_010477747.1, XP_010498951.2
OG0008533	Ag018G2470000	XP_010460222.1, XP_010498969.1, XP_010477771.1
OG0008534	Ag018G2478400	XP_010460295.1, XP_010499028.1
OG0008535	Ag018G2481200	XP_010460328.1, XP_010477874.1, XP_010499062.1
OG0008536	Ag018G2483500	XP_010478052.1, XP_010499202.1, XP_010460484.1
OG0008537	Ag019G2488800	XP_010433762.1, XP_010448557.1, XP_010439023.1
OG0008538	Ag019G2494800	XP_010456075.1, XP_010429181.1, XP_010422635.1
OG0008539	Ag019G2502400	XP_010442311.1, XP_010482375.1, XP_010446011.1
OG0008540	Ag019G2505000	XP_010422698.1, XP_010456135.1, XP_010428617.1
OG0008541	Ag019G2506200	XP_010456140.1, XP_010428553.1, XP_010422704.1
OG0008542	Ag019G2507800	XP_010456146.1, XP_010422709.1, XP_010428500.1
OG0008543	Ag019G2512300	XP_010428281.1, XP_010456160.1
OG0008544	Ag019G2517100	XP_010456192.1, XP_010422753.1, XP_010427956.1
OG0008545	Ag019G2517700	XP_010422758.1, XP_010456199.1, XP_010427859.1
OG0008546	Ag019G2517900	XP_010427922.1, XP_010456200.1
OG0008547	Ag019G2525800	XP_010427521.1, XP_010422802.1, XP_010456236.1
OG0008548	Ag019G2529200	XP_010456251.1, XP_010427333.1
OG0008549	Ag019G2530400	XP_010456266.1, XP_010419603.1, XP_010427218.1
OG0008550	Ag019G2532700	XP_010457025.1, XP_010427042.1, XP_010419586.1
OG0008551	Ag019G2534100, Ag019G2548200, Ag019G2539700	XP_010433474.1, XP_010438730.1, XP_010448244.1
OG0008552	Ag019G2551500	XP_010428998.1, XP_010416846.2, XP_010472082.1
OG0008553	Ag010G0982800	XP_010460446.1, XP_010478004.1
OG0008554	Ag010G0984700	XP_010477935.1, XP_010460390.1, XP_010499117.1
OG0008555	Ag010G0987000	XP_010477906.1, XP_010499097.1
OG0008556	Ag010G0988100	XP_010499089.1, XP_010477912.1, XP_010460359.1
OG0008557	Ag010G0988200	XP_010477913.1, XP_010460362.1
OG0008558	Ag010G0992000	XP_010433497.1, XP_010448264.1, XP_010438747.1
OG0008559	Ag010G1004500	XP_010438679.1, XP_010448194.1, XP_010433424.1
OG0008560	Ag010G1007000	XP_010433373.1, XP_010448138.1, XP_010438619.1
OG0008561	Ag010G1007200	XP_010433374.1, XP_010438620.1, XP_010448140.1
OG0008562	Ag010G1009900	XP_010438604.1, XP_010433364.1, XP_010448126.1
OG0008563	Ag010G1013600	XP_019088527.1, XP_010433342.1, XP_010448105.1
OG0008564	Ag010G1014200	XP_010438573.1, XP_010433331.1
OG0008565	Ag010G1017500	XP_010433289.1, XP_010438529.1, XP_010448060.1, XP_010448058.2
OG0008566	Ag010G1019200	XP_019084888.1
OG0008567	Ag010G1019500	XP_010433272.1, XP_010448046.1, XP_010438516.1
OG0008568	Ag010G1019900	XP_010438514.1, XP_010433268.1, XP_019088532.1, XP_010433269.1
OG0008569	Ag010G1020800	XP_010448041.1, XP_010433267.1, XP_010438510.1
OG0008570	Ag010G1021100	XP_010438508.1, XP_010448033.1, XP_010433265.1
OG0008571	Ag010G1024800	XP_010433235.1, XP_010438478.1, XP_010447996.1
OG0008649	Ag046G4526800, Ag047G4537900	XP_010438182.1, XP_010432989.1, XP_010447721.1
OG0008650	Ag047G4539700, Ag046G4528800	XP_010438178.1, XP_010447717.1, XP_010432987.1
OG0008651	Ag033G3503300, Ag093G5463100, Ag033G3503500, Ag093G5463200	XP_010448781.1, XP_010433948.1, XP_010439238.1
OG0008652	Ag093G5464000	XP_010448785.1, XP_010439242.1, XP_010433953.1
OG0008653	Ag055G4902400	XP_010514989.1, XP_010426103.1, XP_010503278.1
OG0008654	Ag055G4903200	XP_010426121.1, XP_010515000.1, XP_010503295.1
OG0008655	Ag055G4912900	XP_010426355.1, XP_010515178.1
OG0008656	Ag055G4913500	XP_010426352.1, XP_010503495.1, XP_010515175.1
OG0008657	Ag055G4914800	XP_010475903.1, XP_010458388.1, XP_010491102.1
OG0008658	Ag055G4917900	XP_010503478.1, XP_010426343.1, XP_010515165.1
OG0008659	Ag055G4924700	XP_010515110.1, XP_010503421.1, XP_010426271.1
OG0008660	Ag055G4927900, Ag013G1488500	XP_010426283.1, XP_010503437.1, XP_010515126.1
OG0008661	Ag055G4929800	XP_019084803.1, XP_019102280.1, XP_010503440.1
OG0008662	Ag074G5266300, Ag035G4082500	XP_010502053.1, XP_010424838.1
OG0008663	Ag074G5276500	XP_010424954.1, XP_010502174.1, XP_010513910.1
OG0008664	Ag005G0786200	XP_019087517.1, XP_010435974.1, XP_010451771.1
OG0008665	Ag013G1341300	XP_010420551.1, XP_010454033.1, XP_010492808.1
OG0008666	Ag013G1345300	XP_010492752.1, XP_010420515.1
OG0008667	Ag013G1346000	XP_010492751.1, XP_010453988.1, XP_010424152.1
OG0008668	Ag013G1355500	XP_010453970.2, XP_010492729.1, XP_019084199.1, XP_019090054.1
OG0008670	Ag013G1368500	XP_010420436.1, XP_010420442.1, XP_010453912.1, XP_010492674.1
OG0008671	Ag013G1380400	XP_010453843.1, XP_010492601.1, XP_010420378.1
OG0008672	Ag013G1380500	XP_010420376.1, XP_010492600.1, XP_010453841.1
OG0008673	Ag013G1382200	XP_010420373.1, XP_010492591.1, XP_010453834.1
OG0008674	Ag013G1382500	XP_010492584.1, XP_010420371.1, XP_010453832.1
OG0008675	Ag013G1382700	XP_010420368.1, XP_010453829.1, XP_010492580.1
OG0008676	Ag013G1383300	XP_010492574.1, XP_010453825.1, XP_010420360.1
OG0008677	Ag013G1386800	XP_010420343.1, XP_010453808.1, XP_010492557.1
OG0008678	Ag013G1391500	XP_010492516.1, XP_019097359.1, XP_010420319.1, XP_010453791.1
OG0008679	Ag013G1392600, Ag003G0341200	XP_010506381.2, XP_010518055.1, XP_010508283.1
OG0008680	Ag013G1394600	XP_010492506.1, XP_010420307.1, XP_010453779.1
OG0008681	Ag013G1395900	XP_010453769.1, XP_010420296.1, XP_010492496.1
OG0008682	Ag013G1396500	XP_010453764.1, XP_010492490.1
OG0008683	Ag013G1400800	XP_010492454.1
OG0008684	Ag013G1404900	XP_010420257.1, XP_010492429.1, XP_010453728.1
OG0008685	Ag013G1405300	XP_010453724.1, XP_010492427.1, XP_010420255.1, XP_010424024.1
OG0008686	Ag013G1405500	XP_010492425.1, XP_010453723.1, XP_010420252.1
OG0008687	Ag013G1408800, Ag029G3123900	XP_010467120.1, XP_010412917.1, XP_019097008.1
OG0008688	Ag013G1409100	XP_010492406.1, XP_010453701.1
OG0008689	Ag013G1410000	XP_019097684.1, XP_010453696.1, XP_010420229.1
OG0008690	Ag013G1416500	XP_019083820.1, XP_019090678.1, XP_019084190.1, XP_019097681.1, XP_010424106.1, XP_010499872.1, XP_019091262.1, XP_010478750.1
OG0008691	Ag013G1418300	XP_010453658.1, XP_010492356.1, XP_010424102.1
OG0008692	Ag013G1424500, Ag013G1669600	XP_010413940.1, XP_010509956.1, XP_010469538.1
OG0008693	Ag013G1424700	XP_010453635.1, XP_010492328.1, XP_010420154.1
OG0008694	Ag013G1438100	XP_010484341.1, XP_010457546.1, XP_010475154.1
OG0008695	Ag013G1443600, Ag014G2011700	XP_010487372.1, XP_010503009.1, XP_010465516.1
OG0008696	Ag013G1449400	XP_010492227.1, XP_010492229.1, XP_010453544.1, XP_010420056.1
OG0008697	Ag013G1450800, Ag013G1450900	XP_010420045.1, XP_010453536.1, XP_010492217.1
OG0008698	Ag013G1455400	XP_010453496.1, XP_010420003.1, XP_010492175.1
OG0008699	Ag013G1455900	XP_010453490.1, XP_010492168.1, XP_010419998.1
OG0008700	Ag013G1461300, Ag004G0740400	XP_010443181.1, XP_010449706.1, XP_010482996.1
OG0008701	Ag013G1462500	XP_010419959.1, XP_010453454.1, XP_010492134.1
OG0008702	Ag013G1464000	XP_010492116.1, XP_010419941.1, XP_010453434.1
OG0008703	Ag013G1468700	XP_010453398.1, XP_010492082.1, XP_010419910.1
OG0008704	Ag013G1469900	XP_010419903.1, XP_010492075.1, XP_010453390.1
OG0008705	Ag013G1476100	XP_010453371.1, XP_010419880.1, XP_010424075.1
OG0008706	Ag068G5230600, Ag013G1476200	XP_010492060.1, XP_010419879.1
OG0008707	Ag013G1477700	XP_010492052.1, XP_010492054.1, XP_010419875.1, XP_010453366.1
OG0008708	Ag013G1478500	XP_010492048.1, XP_010453362.1, XP_010419870.1
OG0008709	Ag013G1478900	XP_010456513.1, XP_010492047.1, XP_010456512.2, XP_010419869.1
OG0008711	Ag052G4837500, Ag013G1485500	XP_010453321.1, XP_010419833.1, XP_010492005.1
OG0008712	Ag013G1486900	XP_010419822.1, XP_010491993.1, XP_010453299.1
OG0008713	Ag013G1487000	XP_010453297.1, XP_010419821.1, XP_010491990.1
OG0008714	Ag013G1487900	XP_010453292.1, XP_010491984.1, XP_010419816.1
OG0008715	Ag013G1489000	XP_010419807.1, XP_010491974.1, XP_010453281.1
OG0008716	Ag013G1491400	XP_010419782.1, XP_010453261.1, XP_010491954.1
OG0008717	Ag013G1494000	XP_010419780.1, XP_010491950.1
OG0008718	Ag013G1495100	XP_010453252.1, XP_019098055.1, XP_010419772.1
OG0008719	Ag013G1495200	XP_010419771.1, XP_010491940.1, XP_010453251.1
OG0008720	Ag013G1495800	XP_010419767.1, XP_010491934.1, XP_010453242.1
OG0008721	Ag013G1500500	XP_010419729.1, XP_010453205.1, XP_010491889.1
OG0008722	Ag013G1505600	XP_010453176.1, XP_010419689.1, XP_010491852.1
OG0008723	Ag013G1509200, Ag004G0746500	XP_010449117.1, XP_010449095.1, XP_010482933.1, XP_010443120.1
OG0008724	Ag013G1511200	XP_010491808.1, XP_010419667.1, XP_010453152.1
OG0008725	Ag013G1513600	XP_010491790.1, XP_010419653.1, XP_010453134.1
OG0008726	Ag013G1513700	XP_010419652.1, XP_010491789.1, XP_010453133.1
OG0008727	Ag013G1518900	XP_010422816.1, XP_010491750.1
OG0008728	Ag013G1520300	XP_010422822.1, XP_010456473.1, XP_010491743.1
OG0008729	Ag013G1523900	XP_010491719.1, XP_010453074.1, XP_010422838.1
OG0008730	Ag013G1529700	XP_010422884.1, XP_010453039.1, XP_010491669.1
OG0008731	Ag013G1532000	XP_010453021.1, XP_010422904.1, XP_010491653.1
OG0008732	Ag013G1536800	XP_010422929.1, XP_010491632.1, XP_010452992.1
OG0008733	Ag013G1540700	XP_010491607.1, XP_010452968.1, XP_010422954.1
OG0008734	Ag013G1547200	XP_010491550.1, XP_010423012.1, XP_010452910.1
OG0008735	Ag013G1547600	XP_010423014.1, XP_010452908.1, XP_010491548.1
OG0008736	Ag013G1548400	XP_019090409.1, XP_019084511.1, XP_019097632.1
OG0008737	Ag013G1551900	XP_010491505.1, XP_010423050.1, XP_010452869.1
OG0008738	Ag013G1552400	XP_010491500.1, XP_010423053.1
OG0008739	Ag042G4406400, Ag013G1553500	XP_010514584.1, XP_010502944.1
OG0008740	Ag013G1554900	XP_010442023.1, XP_010442519.1, XP_010482348.1
OG0008741	Ag013G1555900	XP_010424725.1, XP_010495114.1, XP_010452831.1
OG0008742	Ag013G1559400	XP_010423122.1, XP_010491449.1, XP_010452804.1
OG0008743	Ag013G1561600	XP_010452779.1, XP_010423141.1
OG0008744	Ag013G1562900	XP_010491412.1, XP_010452766.1
OG0008745	Ag013G1563200	XP_010491411.1, XP_010452760.1, XP_010423157.1
OG0008746	Ag013G1564900	XP_010452748.1, XP_010491399.1, XP_010423169.1
OG0008747	Ag013G1568500	XP_010491377.1, XP_010423192.1, XP_010452727.1
OG0008748	Ag013G1570800	XP_010455928.1, XP_010430400.1, XP_010422533.1
OG0008749	Ag013G1571000	XP_010430421.1, XP_010422529.1, XP_010455930.1
OG0008750	Ag013G1573900	XP_019084154.1, XP_010430712.1
OG0008751	Ag013G1574000	XP_010422500.1, XP_010455972.1, XP_010430702.1
OG0008752	Ag013G1576400	XP_010430912.1, XP_010422478.1
OG0008753	Ag013G1578100	XP_010448478.1, XP_010438938.2, XP_010433687.1
OG0008754	Ag013G1578400	XP_010442581.1, XP_010442907.1, XP_010482427.1
OG0008755	Ag013G1580200	XP_010448503.1, XP_010438956.1, XP_010433710.1
OG0008756	Ag013G1580300	XP_010433714.1, XP_010438957.1, XP_010448504.1
OG0008757	Ag019G2514900	XP_010456181.1, XP_010422741.1, XP_010428059.1
OG0008758	Ag013G1584200	XP_010510880.1, XP_010419401.1, XP_010474524.2
OG0008759	Ag013G1584600	XP_010417814.1, XP_010473052.1, XP_010510873.1
OG0008760	Ag013G1586500	XP_010510859.1, XP_010417824.1, XP_010473063.1
OG0008761	Ag013G1587400	XP_010497032.1, XP_019093475.1, XP_010417835.2, XP_010510841.2
OG0008762	Ag013G1591600	XP_010417875.1, XP_010473116.1, XP_010510793.1
OG0008763	Ag013G1593000	XP_010417880.1, XP_010510789.1, XP_010473119.1
OG0008764	Ag013G1593500	XP_019083610.1, XP_010510781.1, XP_010473136.1
OG0008765	Ag013G1593600	XP_010510780.1, XP_010417897.1, XP_010473135.1
OG0008766	Ag013G1596200	XP_010417910.1, XP_010510758.1, XP_010473151.1
OG0008767	Ag033G3608000, Ag033G3606900	XP_019098766.1
OG0008768	Ag013G1597400, Ag013G1597300	XP_010417923.1, XP_010473166.1, XP_010510736.1
OG0008769	Ag013G1598000	XP_010510724.1, XP_010417928.1
OG0008770	Ag013G1598200	XP_010510723.1, XP_010417931.1, XP_010473179.1
OG0008771	Ag013G1598900	XP_010510717.1, XP_010417939.1, XP_010473185.1, XP_010490899.1, XP_010435959.1
OG0008772	Ag013G1600200	XP_010510707.1, XP_010473195.1, XP_010417950.1
OG0008773	Ag013G1601700	XP_010510696.1, XP_010470156.1, XP_010474014.1, XP_010414607.1
OG0008774	Ag013G1602000	XP_010473197.1, XP_010417952.1, XP_010510691.1
OG0008775	Ag013G1602100	XP_010510684.1, XP_010414589.1, XP_010470138.1
OG0008776	Ag013G1605200	XP_010414533.1, XP_010510628.1, XP_010470087.1
OG0008777	Ag013G1605900	XP_019101479.1, XP_019093462.1, XP_019083101.1
OG0008778	Ag013G1607700	XP_010510608.1, XP_010470063.1, XP_010414501.1
OG0008779	Ag013G1608400	XP_010510599.1, XP_010470059.1
OG0008780	Ag013G1610200	XP_010470050.1, XP_010414485.1, XP_010510581.1
OG0008781	Ag013G1610300	XP_010510580.1, XP_010470049.1, XP_010414484.1
OG0008782	Ag013G1610400, Ag023G2845300	XP_019094090.1, XP_010414482.1, XP_010510579.1
OG0008783	Ag013G1611400	XP_010510568.1, XP_010470036.1, XP_010414470.1
OG0008784	Ag013G1611500	XP_010510567.1, XP_010470033.1, XP_019083086.1
OG0008785	Ag013G1612300	XP_010414459.1, XP_010470018.1, XP_010510558.1
OG0008786	Ag013G1613800	XP_010510543.1, XP_010470002.1, XP_010414448.1
OG0008787	Ag013G1619000	XP_019083062.1, XP_010510495.1, XP_010469957.1
OG0008788	Ag013G1619100	XP_010414387.1, XP_010469956.1, XP_010510493.1
OG0008789	Ag013G1625100	XP_010510419.1, XP_010469905.1, XP_010414324.1
OG0008790	Ag013G1625600	XP_010414317.1, XP_010469900.1, XP_010510414.1
OG0008791	Ag013G1626100, Ag026G2995800, Ag013G1626300	XP_010469895.1, XP_010510411.1, XP_010414314.1
OG0008792	Ag013G1630700	XP_010510404.1, XP_010469890.1, XP_010414305.1
OG0008793	Ag013G1633100	XP_010469875.1, XP_010510384.1, XP_010442279.1, XP_010493680.1, XP_010482103.1
OG0008794	Ag013G1634300	XP_010469861.1, XP_010414273.1, XP_010510369.1
OG0008795	Ag013G1636000	XP_010469847.1, XP_010510344.1
OG0008796	Ag013G1636200	XP_010510343.1, XP_010414256.1, XP_010469844.1
OG0008797	Ag013G1638000	XP_010510298.1, XP_010414228.1, XP_010469808.1
OG0008798	Ag013G1642300	XP_010510247.1, XP_010469768.1
OG0008799	Ag013G1642800	XP_010469763.1, XP_010414181.1, XP_010510242.1
OG0008800	Ag013G1642900	XP_010469762.1, XP_010414182.1, XP_010510241.1
OG0008801	Ag013G1643900	XP_010510227.1, XP_010414169.1, XP_010469750.1
