Orthogroup	Alyssum_gmelinii	Rorippa_islandica
OG0009657	Ag038G4170000	Roisl.0046s0396.1.p
OG0009658	Ag038G4172000	Roisl.0046s0407.1.p
OG0009659	Ag038G4172200	Roisl.0046s0409.1.p
OG0009660	Ag038G4178600	Roisl.0046s0462.1.p
OG0009661	Ag088G5429600	Roisl.0214s0407.1.p
OG0009662	Ag088G5430300	Roisl.0214s0413.1.p
OG0009663	Ag088G5432900, Ag011G1214900	Roisl.0214s0421.1.p
OG0009664	Ag088G5434700	Roisl.0214s0434.1.p
OG0009665	Ag088G5436500	Roisl.0214s0440.1.p
OG0009666	Ag088G5437800	Roisl.0214s0453.1.p
OG0009668	Ag089G5447700	Roisl.0209s0324.1.p
OG0009669	Ag089G5447800	Roisl.0209s0323.1.p, Roisl.0209s0321.1.p, Roisl.0209s0319.1.p
OG0009670	Ag089G5447900	Roisl.0209s0317.1.p
OG0009671	Ag003G0279100	Roisl.0067s0011.1.p
OG0009672	Ag003G0279300	Roisl.0067s0015.1.p
OG0009673	Ag003G0279700	Roisl.0067s0020.1.p
OG0009674	Ag003G0280100	Roisl.0067s0023.1.p
OG0009675	Ag003G0280400	Roisl.0067s0027.1.p
OG0009676	Ag003G0280600	Roisl.0067s0029.1.p
OG0009677	Ag003G0281300	Roisl.0067s0036.1.p
OG0009678	Ag003G0283100	Roisl.0067s0051.1.p
OG0009679	Ag003G0300400	Roisl.0035s0066.1.p
OG0009680	Ag003G0300600	Roisl.0035s0068.1.p
OG0009681	Ag003G0303300	Roisl.0035s0077.1.p
OG0009682	Ag003G0304700	Roisl.0035s0089.1.p
OG0009683	Ag003G0304800	Roisl.0022s0379.1.p
OG0009684	Ag003G0304900	Roisl.0035s0090.1.p
OG0009685	Ag003G0305000	Roisl.0035s0091.1.p
OG0009686	Ag003G0305700	Roisl.0035s0097.1.p
OG0009687	Ag003G0308800	Roisl.0179s0059.1.p
OG0009688	Ag003G0308900	Roisl.0035s0125.1.p
OG0009689	Ag003G0309700	Roisl.0035s0127.1.p
OG0009690	Ag003G0310600	Roisl.0035s0135.1.p
OG0009691	Ag003G0311400	Roisl.0035s0141.1.p
OG0009692	Ag003G0311900	Roisl.0035s0147.1.p
OG0009693	Ag003G0315700	Roisl.0035s0174.1.p
OG0009694	Ag003G0316700	Roisl.0035s0176.1.p
OG0009695	Ag003G0316900	Roisl.0035s0177.1.p
OG0009696	Ag003G0318600	Roisl.0035s0190.1.p
OG0009697	Ag003G0321000, Ag027G3056200	Roisl.0028s0029.1.p
OG0009698	Ag003G0321200	Roisl.0028s0030.1.p
OG0009699	Ag003G0322300	Roisl.0028s0039.1.p
OG0009700	Ag003G0324300	Roisl.0028s0058.1.p
OG0009701	Ag003G0324400	Roisl.0028s0059.1.p
OG0009702	Ag003G0325400	Roisl.0028s0064.1.p
OG0009703	Ag003G0326900	Roisl.0028s0073.1.p
OG0009704	Ag003G0328600	Roisl.0028s0080.1.p
OG0009705	Ag003G0328800	Roisl.0028s0082.1.p
OG0009706	Ag003G0336400	Roisl.0028s0114.1.p
OG0009707	Ag003G0342800	Roisl.0028s0147.1.p
OG0009708	Ag003G0347500	Roisl.0028s0170.1.p
OG0009709	Ag003G0348300	Roisl.0028s0177.1.p
OG0009710	Ag003G0353200	Roisl.0028s0211.1.p
OG0009711	Ag003G0362800	Roisl.0028s0259.1.p
OG0009712	Ag003G0365500	Roisl.0028s0271.1.p
OG0009713	Ag003G0366000	Roisl.0028s0276.1.p
OG0009714	Ag003G0366500	Roisl.0028s0278.1.p
OG0009715	Ag003G0370900	Roisl.0028s0307.1.p
OG0009716	Ag003G0371600	Roisl.0028s0309.1.p
OG0009717	Ag003G0373600	Roisl.0028s0320.1.p
OG0009718	Ag003G0374100	Roisl.0028s0324.1.p
OG0009720	Ag003G0375600	Roisl.0028s0333.1.p
OG0009721	Ag003G0382000	Roisl.0028s0357.1.p
OG0009722	Ag003G0382100	Roisl.0028s0358.1.p
OG0009723	Ag003G0388200	Roisl.0028s0372.1.p
OG0009724	Ag003G0388300	Roisl.0028s0373.1.p
OG0009725	Ag003G0392200	Roisl.0028s0381.1.p
OG0009726	Ag003G0393400	Roisl.0028s0389.1.p
OG0009727	Ag003G0400000	Roisl.0028s0446.1.p
OG0009728	Ag003G0403500	Roisl.0028s0437.1.p
OG0009729	Ag003G0403900	Roisl.0028s0433.1.p
OG0009730	Ag003G0408900	Roisl.0028s0472.1.p
OG0009732	Ag037G4139300, Ag016G2315700	Roisl.0005s0086.1.p
OG0009733	Ag014G1774300	Roisl.0016s0112.1.p
OG0009734	Ag014G1777600	Roisl.0016s0142.1.p
OG0009735	Ag014G1781400	Roisl.0016s0164.1.p
OG0009736	Ag014G1782000, Ag014G1787800	Roisl.0016s0167.1.p
OG0009737	Ag014G1785100	Roisl.0016s0187.1.p
OG0009738	Ag014G1785700	Roisl.0016s0193.1.p
OG0009739	Ag014G1792000	Roisl.0016s0215.1.p
OG0009740	Ag014G1793100	Roisl.0016s0225.1.p
OG0009741	Ag014G1796400	Roisl.0016s0249.1.p
OG0009742	Ag014G1797200	Roisl.0016s0255.1.p
OG0009743	Ag014G1797400	Roisl.0016s0257.1.p
OG0009744	Ag014G1801000	Roisl.0016s0278.1.p
OG0009745	Ag014G1804300	Roisl.0016s0292.1.p, Roisl.0039s0153.1.p
OG0009746	Ag014G1811800	Roisl.0016s0335.1.p
OG0009747	Ag014G1813400	Roisl.0016s0348.1.p
OG0009748	Ag014G1817400	Roisl.0016s0376.1.p
OG0009749	Ag014G1818300	Roisl.0016s0384.1.p
OG0009756	Ag014G1825700	Roisl.0039s0008.1.p
OG0009758	Ag014G1828700	Roisl.0039s0030.1.p
OG0009759	Ag014G1829800	Roisl.0039s0038.1.p
OG0009760	Ag014G1840200	Roisl.0039s0097.1.p
OG0009761	Ag014G1848700	Roisl.0039s0147.1.p
OG0009762	Ag014G1848900	Roisl.0039s0149.1.p
OG0009763	Ag014G1851400	Roisl.0213s0686.1.p, Roisl.0079s0002.1.p
OG0009764	Ag014G1852400	Roisl.0079s0006.1.p
OG0009765	Ag014G1852500	Roisl.0079s0007.1.p
OG0009766	Ag014G1855500	Roisl.0079s0020.1.p
OG0009767	Ag014G1857300	Roisl.0079s0037.1.p
OG0009768	Ag014G1858600	Roisl.0079s0048.1.p
OG0009769	Ag014G1861600	Roisl.0079s0069.1.p
OG0009770	Ag014G1862700	Roisl.0022s0347.1.p
OG0009771	Ag014G1862800	Roisl.0079s0077.1.p
OG0009772	Ag014G1865100	Roisl.0079s0093.1.p
OG0009773	Ag014G1865500	Roisl.0079s0095.1.p
OG0009774	Ag014G1865800	Roisl.0079s0099.1.p
OG0009775	Ag014G1866700	Roisl.0079s0107.1.p
OG0009776	Ag014G1867800	Roisl.0079s0124.1.p
OG0009777	Ag014G1867900	Roisl.0079s0125.1.p
OG0009778	Ag014G1871100	Roisl.0079s0128.1.p
OG0009779	Ag014G1874100	Roisl.0079s0150.1.p
OG0009780	Ag014G1875300	Roisl.0079s0161.1.p
OG0009781	Ag014G1875500	Roisl.0079s0163.1.p
OG0009782	Ag014G1877100	Roisl.0079s0178.1.p
OG0009783	Ag014G1878900	Roisl.0079s0193.1.p
OG0009784	Ag014G1879200	Roisl.0079s0194.1.p
OG0009785	Ag014G1879300	Roisl.0079s0195.1.p
OG0009786	Ag014G1879600	Roisl.0079s0196.1.p
OG0009787	Ag014G1880300	Roisl.0022s0452.1.p
OG0009788	Ag014G1880600	Roisl.0079s0203.1.p
OG0009789	Ag014G1880900	Roisl.0079s0206.1.p
OG0009790	Ag014G1882300, Ag014G1881900	Roisl.0079s0218.1.p
OG0009791	Ag014G1887400	Roisl.0079s0260.1.p
OG0009792	Ag014G1888800, Ag014G1890000	Roisl.0079s0269.1.p
OG0009793	Ag014G1892500	Roisl.0079s0285.1.p
OG0009794	Ag014G1899600, Ag014G1893900	Roisl.0079s0291.1.p
OG0009795	Ag014G1896900	Roisl.0079s0297.1.p
OG0009796	Ag014G1903300	Roisl.0079s0343.1.p
OG0009797	Ag014G1906100	Roisl.0074s1025.1.p
OG0009798	Ag014G1907600	Roisl.0074s1013.1.p
OG0009800	Ag014G1910100	Roisl.0074s0991.1.p
OG0009801	Ag014G1913800	Roisl.0074s0964.1.p
OG0009802	Ag014G1914700	Roisl.0030s0189.1.p
OG0009803	Ag014G1918500	Roisl.0074s0956.1.p
OG0009804	Ag014G1919900	Roisl.0074s0944.1.p
OG0009805	Ag014G1922500	Roisl.0074s0924.1.p
OG0009806	Ag014G1924700	Roisl.0074s0914.1.p
OG0009807	Ag014G1925700	Roisl.0074s0904.1.p
OG0009808	Ag014G1933900	Roisl.0074s0864.1.p
OG0009809	Ag014G1935500	Roisl.0074s0859.1.p
OG0009810	Ag014G1942200, Ag014G1941200	Roisl.0074s0817.1.p
OG0009811	Ag014G1942000	Roisl.0074s0809.1.p
OG0009812	Ag014G1943200	Roisl.0074s0806.1.p
OG0009813	Ag014G1944100	Roisl.0074s0797.1.p
OG0009814	Ag014G1945900	Roisl.0074s0786.1.p
OG0009815	Ag014G1946400	Roisl.0074s0781.1.p
OG0009816	Ag014G1947800	Roisl.0074s0775.1.p
OG0009817	Ag014G1948600	Roisl.0074s0770.1.p
OG0009818	Ag014G1950800	Roisl.0074s0752.1.p
OG0009819	Ag014G1951700	Roisl.0020s0078.1.p
OG0009820	Ag014G1954200	Roisl.0074s0735.1.p
OG0009821	Ag014G1955200	Roisl.0074s0726.1.p
OG0009822	Ag014G1955400	Roisl.0074s0724.1.p
OG0009823	Ag014G1958300	Roisl.0074s0701.1.p
OG0009824	Ag014G1959800	Roisl.0074s0695.1.p
OG0009825	Ag014G1960000	Roisl.0074s0693.1.p
OG0009826	Ag014G1960100	Roisl.0074s0692.1.p
OG0009827	Ag014G1962500	Roisl.0074s0670.1.p
OG0009828	Ag014G1963000	Roisl.0074s0665.1.p
OG0009829	Ag014G1964700	Roisl.0074s0656.1.p
OG0009830	Ag014G1968300	Roisl.0074s0635.1.p
OG0009831	Ag014G1969300	Roisl.0074s0626.1.p
OG0009832	Ag014G1973100	Roisl.0074s0612.1.p
OG0009833	Ag014G1973300	Roisl.0074s0610.1.p
OG0009834	Ag014G1980900	Roisl.0074s0565.1.p
OG0009835	Ag014G1988700	Roisl.0074s0545.1.p
OG0009836	Ag014G1989400	Roisl.0074s0541.1.p
OG0009837	Ag014G1990300	Roisl.0074s0538.1.p
OG0009838	Ag014G1990500	Roisl.0074s0537.1.p
OG0009839	Ag014G1991500	Roisl.0075s0012.1.p
OG0009840	Ag014G1992400	Roisl.0074s0528.1.p
OG0009841	Ag014G1993400	Roisl.0074s0518.1.p
OG0009842	Ag014G1999100	Roisl.0074s0492.1.p
OG0009843	Ag014G2005200	Roisl.0074s0455.1.p
OG0009844	Ag014G2005300	Roisl.0074s0454.1.p
OG0009845	Ag014G2006000	Roisl.0022s0338.1.p
OG0009846	Ag014G2007000	Roisl.0074s0439.1.p
OG0009847	Ag014G2007100	Roisl.0074s0440.1.p
OG0009848	Ag014G2008100	Roisl.0074s0436.1.p
OG0009849	Ag014G2010100	Roisl.0074s0426.1.p
OG0009850	Ag014G2016900	Roisl.0074s0395.1.p
OG0009851	Ag014G2021500	Roisl.0074s0367.1.p
OG0009852	Ag014G2026800	Roisl.0074s0333.1.p
OG0009853	Ag014G2027300	Roisl.0074s0331.1.p
OG0009854	Ag014G2027500	Roisl.0074s0329.1.p
OG0009855	Ag014G2028000	Roisl.0074s0324.1.p
OG0009856	Ag014G2029900	Roisl.0074s0313.1.p
OG0009857	Ag014G2030900	Roisl.0074s0308.1.p, Roisl.0074s0307.1.p
OG0009858	Ag014G2042600	Roisl.0074s0259.1.p
OG0009859	Ag014G2042700	Roisl.0074s0257.1.p
OG0009860	Ag014G2087800, Ag014G2050800	Roisl.0074s0218.1.p
OG0009861	Ag027G3047800, Ag014G2056200	Roisl.0022s0417.1.p
OG0009862	Ag014G2065600	Roisl.0074s0157.1.p
OG0009863	Ag014G2069500	Roisl.0074s0147.1.p
OG0009864	Ag014G2071400	Roisl.0074s0133.1.p
OG0009865	Ag014G2076000, Ag014G2075900	Roisl.0046s0885.1.p
OG0009866	Ag014G2079000, Ag014G2078500	Roisl.0074s0105.1.p
OG0009867	Ag014G2079700	Roisl.0074s0101.1.p
OG0009868	Ag014G2080900	Roisl.0011s0139.1.p
OG0009869	Ag014G2083700	Roisl.0074s0092.1.p
OG0009870	Ag014G2084100	Roisl.0074s0088.1.p
OG0009871	Ag014G2086000, Ag014G2085400	Roisl.0074s0081.1.p
OG0009872	Ag014G2091400	Roisl.0074s0076.1.p
OG0009873	Ag014G2092000	Roisl.0074s0070.1.p
OG0009874	Ag014G2092500	Roisl.0074s0066.1.p
OG0009875	Ag014G2095400, Ag034G3935600, Ag024G2877000	Roisl.0074s0052.1.p
OG0009876	Ag014G2101300	Roisl.0074s0036.1.p
OG0009877	Ag014G2104400	Roisl.0074s0032.1.p
OG0009878	Ag014G2107300	Roisl.0074s0027.1.p
OG0009879	Ag014G2112300	Roisl.0074s0023.1.p
OG0009880	Ag014G2113600, Ag014G2112800	Roisl.0074s0018.1.p
OG0009881	Ag014G2126200	Roisl.0011s0013.1.p
OG0009882	Ag014G2126300	Roisl.0028s0016.1.p
OG0009883	Ag014G2126500	Roisl.0028s0018.1.p
OG0009884	Ag014G2131300	Roisl.0115s0274.1.p
OG0009885	Ag014G2132200	Roisl.0115s0277.1.p
OG0009886	Ag014G2135200	Roisl.0115s0298.1.p
OG0009887	Ag034G3814600, Ag014G2138600	Roisl.0021s0267.1.p
OG0009888	Ag014G2142600	Roisl.0115s0312.1.p
OG0009889	Ag014G2151100	Roisl.0115s0335.1.p
OG0009890	Ag014G2151200	Roisl.0115s0336.1.p
OG0009891	Ag014G2151800	Roisl.0115s0343.1.p
OG0009892	Ag014G2153200	Roisl.0115s0354.1.p
OG0009893	Ag014G2166000	Roisl.0115s0393.1.p
OG0009894	Ag014G2169900, Ag027G3071000	Roisl.0115s0422.1.p
OG0009895	Ag061G5025400	Roisl.0022s0071.1.p
OG0009896	Ag061G5027900	Roisl.0213s0827.1.p
OG0009897	Ag061G5029500, Ag061G5029400	Roisl.0051s0031.1.p
OG0009898	Ag061G5030200	Roisl.0213s0803.1.p
OG0009899	Ag061G5030800	Roisl.0213s0793.1.p
OG0009900	Ag061G5034700	Roisl.0046s0041.1.p
OG0009901	Ag061G5042800	Roisl.0210s2198.1.p, Roisl.0210s2177.1.p
OG0009902	Ag061G5045800	Roisl.0008s0096.1.p
OG0009903	Ag061G5046500	Roisl.0008s0086.1.p
OG0009904	Ag061G5050200	Roisl.0188s0128.1.p
OG0009905	Ag027G3013400, Ag064G5091500	Roisl.0053s0345.1.p
OG0009906	Ag027G3013500	Roisl.0053s0346.1.p
OG0009907	Ag027G3019800	Roisl.0053s0384.1.p
OG0009908	Ag027G3025400	Roisl.0053s0410.1.p
OG0009909	Ag027G3026800	Roisl.0214s0520.1.p
OG0009910	Ag027G3031200	Roisl.0115s0627.1.p
OG0009911	Ag027G3037700	Roisl.0115s0594.1.p
OG0009912	Ag027G3040700	Roisl.0115s0581.1.p
OG0009913	Ag027G3041000	Roisl.0115s0577.1.p
OG0009914	Ag027G3045800	Roisl.0115s0549.1.p
OG0009916	Ag027G3051600	Roisl.0115s0543.1.p
OG0009917	Ag027G3051700	Roisl.0115s0542.1.p
OG0009918	Ag027G3052300	Roisl.0115s0539.1.p
OG0009919	Ag027G3054300	Roisl.0115s0527.1.p
OG0009920	Ag027G3059000	Roisl.0115s0498.1.p
OG0009921	Ag027G3062600	Roisl.0115s0479.1.p
OG0009922	Ag068G5215400	Roisl.0003s0044.1.p
OG0009923	Ag068G5215800	Roisl.0003s0040.1.p
OG0009924	Ag068G5227100	Roisl.0189s0225.1.p
OG0009925	Ag068G5227500	Roisl.0003s0012.1.p
OG0009926	Ag068G5231700	Roisl.0003s0003.1.p
OG0009927	Ag036G4089700	Roisl.0055s0008.1.p
OG0009928	Ag036G4113400	Roisl.0195s0016.1.p
OG0009929	Ag036G4117900	Roisl.0022s0044.1.p
OG0009930	Ag036G4119100	Roisl.0083s0033.1.p, Roisl.0083s0032.1.p
OG0009931	Ag060G4999000	Roisl.0210s1607.1.p
OG0009932	Ag060G5000700	Roisl.0210s1601.1.p
OG0009933	Ag043G4449200	Roisl.0068s0006.1.p
OG0009934	Ag043G4451700	Roisl.0046s0484.1.p
OG0009935	Ag043G4451900	Roisl.0046s0485.1.p
OG0009936	Ag043G4452700	Roisl.0046s0486.1.p
OG0009937	Ag043G4456800	Roisl.0036s0043.1.p
OG0009938	Ag043G4456900	Roisl.0036s0042.1.p
OG0009939	Ag017G2411900, Ag017G2427700	Roisl.0214s0195.1.p
OG0009940	Ag017G2414600	Roisl.0046s1184.1.p
OG0009941	Ag017G2415800	Roisl.0046s1175.1.p
OG0009942	Ag017G2416000	Roisl.0046s1172.1.p
OG0009943	Ag017G2416500	Roisl.0046s1167.1.p
OG0009944	Ag017G2420700	Roisl.0046s1152.1.p
OG0009945	Ag017G2430000	Roisl.0046s1098.1.p
OG0009946	Ag017G2432400	Roisl.0046s1088.1.p
OG0009947	Ag017G2433800	Roisl.0046s1077.1.p
OG0009948	Ag017G2434400	Roisl.0046s1071.1.p
OG0009949	Ag034G3650700	Roisl.0210s0008.1.p
OG0009950	Ag034G3651600	Roisl.0210s0017.1.p
OG0009951	Ag034G3651700	Roisl.0210s0020.1.p
OG0009952	Ag034G3652100	Roisl.0210s0025.1.p, Roisl.0210s0026.1.p
OG0009953	Ag034G3656800, Ag018G2477900	Roisl.0210s0070.1.p
OG0009954	Ag034G3657800	Roisl.0210s0079.1.p
OG0009955	Ag025G2924400, Ag025G2924300, Ag034G3657900	Roisl.0082s0058.1.p
OG0009956	Ag034G3661200	Roisl.0210s0106.1.p
OG0009957	Ag034G3662000	Roisl.0210s0113.1.p
OG0009958	Ag034G3662900	Roisl.0210s0120.1.p
OG0009959	Ag034G3663500	Roisl.0210s0126.1.p
OG0009960	Ag034G3664200	Roisl.0210s0134.1.p
OG0009961	Ag034G3668600	Roisl.0210s0170.1.p
OG0009962	Ag034G3670000	Roisl.0210s0176.1.p
OG0009963	Ag034G3672800	Roisl.0210s0202.1.p
OG0009964	Ag034G3672900	Roisl.0066s0305.1.p, Roisl.0210s0203.1.p
OG0009965	Ag034G3673600	Roisl.0210s0209.1.p
OG0009966	Ag034G3676900	Roisl.0210s0239.1.p
OG0009967	Ag034G3677000	Roisl.0210s0240.1.p
OG0009968	Ag034G3678100	Roisl.0210s0248.1.p
OG0009969	Ag034G3678300	Roisl.0210s0250.1.p
OG0009970	Ag002G0158400, Ag024G2883800, Ag034G3680700	Roisl.0210s0259.1.p
OG0009971	Ag034G3683900	Roisl.0210s0283.1.p
OG0009972	Ag034G3686000	Roisl.0210s0289.1.p
OG0009973	Ag034G3686700	Roisl.0210s0298.1.p
OG0009974	Ag034G3687000	Roisl.0210s0299.1.p
OG0009975	Ag034G3690700	Roisl.0210s0318.1.p
OG0009976	Ag034G3691400	Roisl.0210s0323.1.p
OG0009977	Ag034G3692900	Roisl.0210s0331.1.p
OG0009978	Ag034G3693700	Roisl.0210s0336.1.p
OG0009979	Ag034G3696800	Roisl.0210s0366.1.p
OG0009980	Ag034G3699200	Roisl.0210s0387.1.p
OG0009981	Ag034G3699600	Roisl.0210s0391.1.p
OG0009982	Ag034G3701200	Roisl.0091s0707.1.p
OG0009983	Ag034G3701800	Roisl.0091s0709.1.p, Roisl.0028s0859.1.p
OG0009984	Ag034G3702500	Roisl.0091s0712.1.p
OG0009985	Ag034G3703300	Roisl.0091s0721.1.p
OG0009986	Ag034G3703400	Roisl.0091s0722.1.p
OG0009987	Ag034G3709800	Roisl.0091s0771.1.p
OG0009988	Ag034G3709900	Roisl.0091s0772.1.p
OG0009989	Ag034G3713000	Roisl.0091s0797.1.p
OG0009990	Ag034G3714000	Roisl.0091s0801.1.p
OG0009991	Ag034G3714400	Roisl.0091s0805.1.p
OG0009992	Ag034G3716200	Roisl.0091s0815.1.p
OG0009993	Ag034G3722900	Roisl.0091s0867.1.p
OG0009994	Ag034G3723300	Roisl.0091s0874.1.p
OG0009995	Ag034G3725900	Roisl.0091s0895.1.p
OG0009996	Ag034G3726200	Roisl.0091s0898.1.p
OG0009997	Ag034G3727100	Roisl.0091s0906.1.p
OG0010000	Ag034G3729700	Roisl.0091s0931.1.p
OG0010001	Ag034G3738600, Ag034G3738400	Roisl.0091s0997.1.p, Roisl.0091s0995.1.p
OG0010002	Ag034G3741800	Roisl.0091s1016.1.p
OG0010003	Ag034G3744400	Roisl.0091s1041.1.p
OG0010004	Ag034G3748900	Roisl.0091s1077.1.p
OG0010005	Ag034G3750000	Roisl.0091s1081.1.p
OG0010006	Ag034G3752300, Ag034G3752100, Ag034G3752200	Roisl.0091s1096.1.p, Roisl.0091s1095.1.p
OG0010007	Ag034G3753400	Roisl.0091s1105.1.p
OG0010008	Ag034G3754900	Roisl.0091s1114.1.p
OG0010009	Ag034G3755000	Roisl.0091s1115.1.p
OG0010010	Ag034G3756500	Roisl.0091s1131.1.p
OG0010011	Ag034G3757200	Roisl.0091s1137.1.p
OG0010012	Ag034G3757900	Roisl.0091s1144.1.p
OG0010013	Ag034G3758000	Roisl.0091s1145.1.p
OG0010014	Ag034G3758400	Roisl.0091s1150.1.p
OG0010015	Ag034G3758700	Roisl.0015s0094.1.p
OG0010016	Ag034G3758900	Roisl.0091s1154.1.p
OG0010017	Ag034G3759700	Roisl.0091s1157.1.p
OG0010018	Ag034G3760500	Roisl.0091s1164.1.p
OG0010019	Ag034G3761000	Roisl.0022s0041.1.p
OG0010020	Ag034G3761300	Roisl.0091s1169.1.p
OG0010021	Ag034G3761500	Roisl.0214s0192.1.p, Roisl.0046s1655.1.p, Roisl.0091s1171.1.p
OG0010022	Ag034G3763700	Roisl.0091s1188.1.p
OG0010023	Ag034G3765400	Roisl.0210s2098.1.p
OG0010024	Ag034G3768900	Roisl.0091s1215.1.p
OG0010025	Ag034G3769400	Roisl.0091s1219.1.p
OG0010026	Ag034G3771000	Roisl.0091s1223.1.p
OG0010027	Ag034G3773600	Roisl.0091s1235.1.p
OG0010028	Ag034G3773900	Roisl.0091s1236.1.p
OG0010029	Ag034G3789100	Roisl.0021s0114.1.p
OG0010030	Ag034G3791900	Roisl.0021s0133.1.p
OG0010031	Ag034G3792000	Roisl.0021s0134.1.p
OG0010032	Ag034G3792300	Roisl.0021s0135.1.p
OG0010033	Ag034G3794300	Roisl.0021s0145.1.p
OG0010034	Ag034G3794500	Roisl.0021s0151.1.p
OG0010035	Ag034G3796700	Roisl.0021s0164.1.p
OG0010036	Ag034G3797000	Roisl.0021s0165.1.p, Roisl.0214s0545.1.p
OG0010037	Ag034G3797600, Ag016G2337400	Roisl.0002s0084.1.p
OG0010038	Ag034G3800000	Roisl.0021s0189.1.p
OG0010039	Ag034G3801200	Roisl.0021s0191.1.p
OG0010040	Ag034G3805100	Roisl.0021s0217.1.p
OG0010041	Ag034G3805200	Roisl.0021s0218.1.p
OG0010042	Ag034G3807900	Roisl.0021s0231.1.p
OG0010043	Ag034G3809000	Roisl.0021s0241.1.p
OG0010044	Ag002G0194000, Ag034G3810200	Roisl.0209s0642.1.p
OG0010045	Ag034G3812100	Roisl.0021s0255.1.p
OG0010046	Ag034G3814800	Roisl.0021s0268.1.p
OG0010047	Ag034G3814900	Roisl.0021s0269.1.p
OG0010048	Ag034G3816400	Roisl.0021s0279.1.p
OG0010049	Ag034G3820400	Roisl.0021s0310.1.p
OG0010050	Ag034G3822700	Roisl.0021s0327.1.p
OG0010051	Ag034G3834600	Roisl.0021s0387.1.p
OG0010052	Ag034G3834900	Roisl.0021s0390.1.p
OG0010053	Ag034G3835300	Roisl.0021s0395.1.p
OG0010054	Ag034G3840800	Roisl.0021s0426.1.p
OG0010055	Ag034G3841600	Roisl.0021s0433.1.p
OG0010056	Ag034G3847900	Roisl.0021s0478.1.p
OG0010057	Ag034G3851000	Roisl.0021s0489.1.p
OG0010058	Ag034G3852000	Roisl.0007s0748.1.p
OG0010059	Ag034G3853700, Ag034G3853800	Roisl.0007s0764.1.p
OG0010060	Ag034G3856600	Roisl.0007s0730.1.p
OG0010061	Ag034G3857400, Ag034G3857200	Roisl.0007s0727.1.p
OG0010062	Ag034G3859200	Roisl.0007s0723.1.p
OG0010063	Ag034G3861500, Ag034G3862800	Roisl.0188s0132.1.p, Roisl.0198s0064.1.p
OG0010064	Ag034G3867000	Roisl.0007s0678.1.p
OG0010065	Ag034G3876700	Roisl.0007s0636.1.p
OG0010066	Ag034G3876900	Roisl.0007s0634.1.p
OG0010067	Ag034G3877100	Roisl.0007s0631.1.p
OG0010068	Ag034G3877400	Roisl.0007s0628.1.p
OG0010069	Ag034G3881200	Roisl.0007s0609.1.p
OG0010070	Ag034G3883500	Roisl.0007s0588.1.p
OG0010071	Ag034G3883800	Roisl.0007s0585.1.p
OG0010072	Ag034G3885000	Roisl.0007s0574.1.p
OG0010073	Ag034G3888000	Roisl.0007s0567.1.p
OG0010074	Ag034G3895900	Roisl.0007s0535.1.p
OG0010075	Ag034G3897200	Roisl.0007s0229.1.p, Roisl.0007s0529.1.p
OG0010076	Ag034G3900900	Roisl.0007s0501.1.p
OG0010077	Ag034G3901300	Roisl.0007s0497.1.p
OG0010078	Ag034G3901500	Roisl.0007s0495.1.p
OG0010079	Ag034G3903000	Roisl.0007s0484.1.p
OG0010080	Ag034G3903600	Roisl.0007s0481.1.p
OG0010081	Ag034G3904200	Roisl.0002s0180.1.p
OG0010082	Ag034G3907900	Roisl.0007s0445.1.p
OG0010083	Ag034G3913900	Roisl.0007s0419.1.p
OG0010084	Ag034G3914500	Roisl.0007s0414.1.p
OG0010085	Ag034G3922700	Roisl.0007s0390.1.p
OG0010087	Ag034G3928800	Roisl.0007s0363.1.p
OG0010088	Ag034G3939800	Roisl.0007s0317.1.p
OG0010090	Ag034G3942100	Roisl.0007s0307.1.p
OG0010091	Ag034G3944500	Roisl.0007s0290.1.p
OG0010092	Ag034G3947400	Roisl.0007s0277.1.p
OG0010093	Ag034G3948200	Roisl.0007s0272.1.p
OG0010094	Ag034G3949200	Roisl.0007s0265.1.p
OG0010095	Ag034G3950800	Roisl.0007s0256.1.p
OG0010096	Ag034G3955400	Roisl.0007s0242.1.p
OG0010097	Ag034G3960900	Roisl.0007s0206.1.p
OG0010098	Ag034G3961400	Roisl.0007s0200.1.p
OG0010099	Ag034G3963000	Roisl.0007s0188.1.p
OG0010100	Ag034G3963500	Roisl.0007s0185.1.p
OG0010101	Ag034G3963800	Roisl.0007s0182.1.p
OG0010102	Ag034G3965700	Roisl.0007s0169.1.p
OG0010103	Ag034G3966500	Roisl.0007s0163.1.p
OG0010104	Ag034G3968600	Roisl.0007s0154.1.p
OG0010105	Ag034G3972400	Roisl.0007s0142.1.p
OG0010106	Ag034G3973100	Roisl.0007s0139.1.p
OG0010107	Ag034G3973400	Roisl.0007s0136.1.p
OG0010108	Ag034G3973500	Roisl.0007s0135.1.p
OG0010109	Ag034G3977200	Roisl.0007s0112.1.p
OG0010110	Ag034G3977500	Roisl.0007s0111.1.p
OG0010111	Ag034G3985200	Roisl.0007s0072.1.p
OG0010112	Ag034G3989800	Roisl.0007s0048.1.p
OG0010113	Ag034G3989900	Roisl.0007s0047.1.p
OG0010114	Ag034G3993100	Roisl.0007s0034.1.p
OG0010115	Ag034G3996100	Roisl.0007s0019.1.p
OG0010116	Ag034G4013500	Roisl.0191s0034.1.p
OG0010117	Ag034G4013700	Roisl.0191s0036.1.p
OG0010118	Ag034G4013900	Roisl.0191s0037.1.p
OG0010119	Ag034G4017000	Roisl.0011s0061.1.p
