Orthogroup	Alyssum_gmelinii	Cardamine_hirsuta
OG0010687	Ag004G0456300	CARHR278110
OG0010688	Ag004G0456600	CARHR278090
OG0010689	Ag004G0458900	CARHR277940
OG0010690	Ag004G0459600	CARHR277870
OG0010691	Ag004G0461400	CARHR277770
OG0010692	Ag004G0462000	CARHR277730
OG0010693	Ag004G0462100	CARHR277720
OG0010694	Ag004G0462500	CARHR277680
OG0010695	Ag004G0467900	CARHR277310
OG0010696	Ag004G0469800	CARHR277230
OG0010697	Ag004G0475500	CARHR212500
OG0010698	Ag004G0479200	CARHR276510
OG0010699	Ag004G0481600	CARHR276390
OG0010700	Ag004G0482400	CARHR276310
OG0010701	Ag004G0486800	CARHR276030
OG0010702	Ag004G0488000	CARHR275930
OG0010703	Ag004G0493600, Ag048G4609800	CARHR275520
OG0010704	Ag004G0495700	CARHR275430
OG0010705	Ag004G0499400	CARHR275140
OG0010706	Ag004G0508800, Ag002G0232700	CARHR274500
OG0010707	Ag004G0511800	CARHR204870, CARHR190340
OG0010708	Ag004G0512100	CARHR190310
OG0010709	Ag004G0512200	CARHR190300
OG0010710	Ag004G0513500	CARHR266750
OG0010711	Ag004G0514800	CARHR190100
OG0010712	Ag004G0516600	CARHR189950
OG0010713	Ag022G2713000, Ag004G0517500	CARHR207760
OG0010714	Ag004G0520400	CARHR189670
OG0010715	Ag004G0523200	CARHR189560
OG0010716	Ag004G0523300	CARHR189540
OG0010717	Ag004G0524200	CARHR189480
OG0010718	Ag004G0524500	CARHR189450
OG0010719	Ag004G0525700	CARHR189340
OG0010720	Ag004G0529300	CARHR188960
OG0010721	Ag004G0529600	CARHR188950
OG0010722	Ag004G0530500	CARHR188900
OG0010723	Ag004G0532100	CARHR188880
OG0010724	Ag004G0533300, Ag031G3313400	CARHR188790
OG0010725	Ag004G0535700	CARHR188570
OG0010726	Ag004G0545600	CARHR187850
OG0010727	Ag004G0546100	CARHR187790
OG0010728	Ag004G0546200	CARHR187780
OG0010729	Ag004G0547700, Ag029G3111600	CARHR102260
OG0010730	Ag004G0548300	CARHR187540
OG0010731	Ag004G0548400	CARHR187520
OG0010732	Ag004G0552700, Ag004G0552600	CARHR193400
OG0010733	Ag004G0554100	CARHR193590
OG0010734	Ag004G0555000	CARHR193280
OG0010735	Ag004G0557900, Ag004G0746700	CARHR193050
OG0010736	Ag004G0558900, Ag004G0559000	CARHR192980
OG0010737	Ag004G0562500	CARHR192780
OG0010738	Ag004G0562600	CARHR192770
OG0010739	Ag004G0562700	CARHR192760
OG0010740	Ag004G0563400	CARHR192720
OG0010741	Ag004G0564900	CARHR192650
OG0010742	Ag004G0567200	CARHR192510
OG0010743	Ag004G0571500	CARHR192210
OG0010744	Ag004G0572500	CARHR192120
OG0010745	Ag004G0573400	CARHR192080
OG0010746	Ag004G0579300	CARHR191920
OG0010747	Ag004G0582300	CARHR191770
OG0010748	Ag004G0583200	CARHR191690
OG0010749	Ag004G0583600	CARHR191650
OG0010750	Ag004G0583700	CARHR191640
OG0010751	Ag004G0584100	CARHR191580
OG0010752	Ag004G0585300	CARHR191520
OG0010753	Ag004G0590900	CARHR191270
OG0010754	Ag004G0593700	CARHR191220
OG0010755	Ag004G0595100	CARHR191100
OG0010756	Ag004G0596200	CARHR191040
OG0010757	Ag004G0596300	CARHR191030
OG0010758	Ag004G0597000	CARHR191020, CARHR151360
OG0010759	Ag004G0597900	CARHR190970
OG0010760	Ag004G0601700	CARHR190770
OG0010761	Ag004G0610800	CARHR274440
OG0010762	Ag004G0615800	CARHR274160
OG0010763	Ag004G0617300	CARHR274110
OG0010764	Ag004G0619500	CARHR274040
OG0010765	Ag039G4205100, Ag004G0624600	CARHR135530
OG0010766	Ag004G0639700	CARHR273090
OG0010767	Ag004G0640500	CARHR266600, CARHR273020
OG0010768	Ag004G0641900	CARHR285850
OG0010769	Ag004G0642000	CARHR285840
OG0010770	Ag004G0642400	CARHR285800
OG0010771	Ag004G0642600	CARHR060400
OG0010772	Ag004G0651700	CARHR285340
OG0010773	Ag004G0653400	CARHR285250
OG0010774	Ag004G0655300	CARHR285190
OG0010775	Ag004G0658200	CARHR272740
OG0010776	Ag004G0661000	CARHR272650
OG0010777	Ag004G0661300	CARHR272640
OG0010778	Ag004G0667300	CARHR272190
OG0010779	Ag004G0669400	CARHR272070
OG0010780	Ag004G0669500	CARHR272050
OG0010781	Ag004G0669600	CARHR272060
OG0010782	Ag004G0670200	CARHR271990
OG0010783	Ag004G0671700	CARHR271910
OG0010784	Ag004G0672300	CARHR271810
OG0010785	Ag004G0672800	CARHR271840
OG0010786	Ag004G0672900	CARHR271830
OG0010787	Ag004G0673000	CARHR271790
OG0010788	Ag004G0677700	CARHR271670
OG0010789	Ag004G0678400	CARHR271560
OG0010790	Ag004G0679100	CARHR271530
OG0010791	Ag004G0679800	CARHR271500
OG0010792	Ag004G0680600	CARHR271460
OG0010793	Ag004G0690200	CARHR271250
OG0010794	Ag004G0695400	CARHR271000
OG0010795	Ag004G0704700	CARHR270670
OG0010796	Ag004G0709800	CARHR270510
OG0010797	Ag004G0710500	CARHR270490
OG0010798	Ag004G0711700	CARHR152790, CARHR270310
OG0010799	Ag004G0714600	CARHR270100
OG0010800	Ag004G0722100	CARHR269580
OG0010801	Ag004G0725500	CARHR054630
OG0010802	Ag004G0728900	CARHR269420
OG0010803	Ag004G0735200	CARHR269040
OG0010804	Ag004G0735400	CARHR269020
OG0010805	Ag004G0737000	CARHR268910
OG0010806	Ag018G2440600, Ag004G0741100	CARHR065370
OG0010808	Ag004G0741500	CARHR268730
OG0010809	Ag004G0746000	CARHR268510
OG0010810	Ag004G0746600	CARHR268450
OG0010812	Ag004G0751500	CARHR268250
OG0010813	Ag004G0768600	CARHR157890
OG0010814	Ag004G0770100	CARHR157770
OG0010815	Ag004G0772700	CARHR157640
OG0010816	Ag004G0778100, Ag020G2560100	CARHR267100
OG0010817	Ag004G0779400, Ag020G2558700	CARHR267330
OG0010818	Ag020G2557900, Ag004G0780300	CARHR267390
OG0010819	Ag004G0783700, Ag020G2554500	CARHR267640
OG0010820	Ag022G2629200	CARHR250490
OG0010821	Ag022G2631800, Ag002G0219800	CARHR287080
OG0010822	Ag022G2638300	CARHR250730
OG0010823	Ag022G2640000	CARHR250840
OG0010824	Ag022G2640200	CARHR250850
OG0010825	Ag022G2641500	CARHR250980
OG0010826	Ag022G2643800	CARHR251010
OG0010827	Ag022G2644100	CARHR251060
OG0010828	Ag022G2661500	CARHR205880
OG0010829	Ag022G2665500	CARHR205980, CARHR036420
OG0010830	Ag022G2671000	CARHR026200, CARHR026220, CARHR026230
OG0010831	Ag022G2671100	CARHR206130
OG0010832	Ag022G2671400	CARHR206160
OG0010833	Ag022G2671700	CARHR206170
OG0010834	Ag022G2673200	CARHR206230
OG0010835	Ag022G2675100	CARHR206350
OG0010836	Ag022G2681200	CARHR206620
OG0010837	Ag022G2689800	CARHR206960
OG0010838	Ag022G2690100, Ag022G2690200	CARHR206940
OG0010839	Ag045G4522500	CARHR153190
OG0010839	Ag022G2695700	CARHR206840
OG0010840	Ag022G2696800	CARHR206820
OG0010841	Ag022G2710300	CARHR207690
OG0010842	Ag022G2713100	CARHR207770
OG0010843	Ag022G2713200	CARHR290790, CARHR207780
OG0010844	Ag022G2714600	CARHR207850
OG0010845	Ag022G2715700	CARHR207920
OG0010846	Ag022G2720500	CARHR208180
OG0010847	Ag022G2722800	CARHR208260
OG0010848	Ag022G2723600	CARHR208310
OG0010849	Ag022G2726000	CARHR208470
OG0010850	Ag015G2204000, Ag022G2731100	CARHR118160
OG0010851	Ag022G2732600	CARHR208790
OG0010852	Ag018G2473700, Ag022G2733300	CARHR025120
OG0010853	Ag022G2734600	CARHR208950
OG0010854	Ag022G2743900	CARHR209370
OG0010855	Ag022G2745500	CARHR209530, CARHR208850, CARHR208870
OG0010856	Ag022G2745700	CARHR208840, CARHR209560
OG0010857	Ag022G2749700	CARHR209670
OG0010858	Ag022G2754600	CARHR209920
OG0010859	Ag022G2757500	CARHR210090
OG0010860	Ag022G2757600	CARHR040510
OG0010861	Ag022G2760600	CARHR210230
OG0010862	Ag022G2768900	CARHR210600
OG0010863	Ag037G4131700, Ag862G5518400, Ag022G2770400	CARHR210660
OG0010864	Ag022G2772100	CARHR210780
OG0010865	Ag022G2772500	CARHR210820
OG0010866	Ag025G2972500, Ag022G2777200	CARHR211130
OG0010867	Ag022G2777800	CARHR211190
OG0010868	Ag022G2778300	CARHR211220
OG0010869	Ag022G2781500	CARHR211350
OG0010871	Ag022G2783600	CARHR211480
OG0010872	Ag022G2785600	CARHR211610
OG0010873	Ag022G2787100	CARHR211670
OG0010874	Ag022G2790800	CARHR211970
OG0010875	Ag022G2793700	CARHR212180
OG0010876	Ag022G2795100	CARHR212250
OG0010877	Ag022G2796200	CARHR212310
OG0010878	Ag075G5281900	CARHR261410
OG0010879	Ag075G5282400, Ag043G4450000	CARHR261360
OG0010880	Ag075G5292700	CARHR213430
OG0010881	Ag075G5295200	CARHR213220
OG0010882	Ag075G5297600	CARHR212970
OG0010883	Ag075G5298800	CARHR212910
OG0010884	Ag075G5300600	CARHR287630
OG0010885	Ag075G5302700, Ag060G5009300, Ag060G5009200	CARHR046110
OG0010886	Ag075G5308100	CARHR212480
OG0010887	Ag048G4557200	CARHR143590
OG0010888	Ag048G4558000	CARHR262750, CARHR074700, CARHR262770
OG0010889	Ag048G4558500, Ag014G1905800	CARHR074670
OG0010890	Ag048G4563700	CARHR074190
OG0010891	Ag048G4565300	CARHR074820
OG0010892	Ag048G4573700	CARHR073820
OG0010893	Ag048G4578100	CARHR073650
OG0010894	Ag048G4583100	CARHR073340
OG0010895	Ag048G4588700	CARHR073020
OG0010896	Ag048G4593000	CARHR072700
OG0010897	Ag048G4593500	CARHR155250
OG0010898	Ag048G4604400	CARHR072180
OG0010899	Ag048G4611100, Ag011G1069300	CARHR246240
OG0010900	Ag027G3054200, Ag048G4612500, Ag048G4612400	CARHR071920
OG0010901	Ag048G4616100	CARHR071750
OG0010902	Ag048G4616700	CARHR071690
OG0010903	Ag048G4619600	CARHR071550
OG0010904	Ag048G4620700	CARHR071530
OG0010905	Ag048G4623100	CARHR071350
OG0010906	Ag048G4629700	CARHR071230
OG0010907	Ag048G4633700	CARHR071110
OG0010908	Ag048G4641200	CARHR070910, CARHR070950
OG0010909	Ag048G4641400	CARHR070890
OG0010910	Ag048G4645500	CARHR070730
OG0010911	Ag048G4647600	CARHR070570
OG0010912	Ag048G4659000	CARHR070130
OG0010913	Ag048G4667700	CARHR095710
OG0010914	Ag012G1282600	CARHR153710
OG0010915	Ag048G4672700	CARHR069840
OG0010916	Ag048G4680800	CARHR118020
OG0010917	Ag048G4680900	CARHR069590
OG0010918	Ag034G3673400, Ag031G3178600, Ag048G4686500, Ag034G3673500	CARHR002120
OG0010919	Ag048G4696600	CARHR069100
OG0010920	Ag048G4711700	CARHR068670
OG0010921	Ag048G4716500	CARHR068490
OG0010922	Ag048G4719100	CARHR068440, CARHR068450
OG0010923	Ag040G4338900	CARHR107660
OG0010924	Ag040G4339000	CARHR107670
OG0010925	Ag040G4345300	CARHR107880
OG0010926	Ag040G4351700, Ag014G2116800	CARHR094700
OG0010927	Ag020G2577400, Ag049G4733600	CARHR267800
OG0010928	Ag031G3350500, Ag049G4736700	CARHR156160
OG0010929	Ag049G4737100	CARHR156180
OG0010930	Ag032G3418600	CARHR046060
OG0010931	Ag032G3421100	CARHR045820
OG0010932	Ag032G3437900	CARHR044950
OG0010933	Ag032G3448100, Ag032G3448000	CARHR044440
OG0010934	Ag032G3458200	CARHR036120
OG0010935	Ag032G3458400	CARHR044000
OG0010936	Ag032G3461200	CARHR043910
OG0010937	Ag032G3467400	CARHR043760
OG0010938	Ag032G3467800	CARHR043690
OG0010939	Ag032G3472400	CARHR043410
OG0010940	Ag015G2214300, Ag032G3473100	CARHR118440
OG0010941	Ag032G3473400	CARHR043370
OG0010942	Ag054G4879800	CARHR130370
OG0010943	Ag054G4880800	CARHR130450
OG0010944	Ag054G4881300	CARHR130460
OG0010945	Ag054G4886600	CARHR130690
OG0010946	Ag054G4889300	CARHR130770
OG0010947	Ag054G4893000	CARHR130920
OG0010948	Ag003G0397000, Ag041G4358300	CARHR150920
OG0010949	Ag041G4359200, Ag009G0976700	CARHR151120
OG0010950	Ag009G0975100, Ag041G4360900	CARHR104350
OG0010951	Ag009G0973400, Ag041G4363000	CARHR152330
OG0010952	Ag041G4369700, Ag076G5309700	CARHR217090
OG0010953	Ag076G5311400, Ag041G4370800	CARHR216920
OG0010954	Ag082G5404900	CARHR265920
OG0010955	Ag007G0850400	CARHR258460
OG0010956	Ag007G0851300, Ag034G3999300	CARHR258760
OG0010957	Ag007G0859700	CARHR286850
OG0010958	Ag007G0878200, Ag007G0871900	CARHR218670
OG0010959	Ag007G0880800	CARHR218870
OG0010960	Ag007G0884100, Ag007G0884000	CARHR219170
OG0010961	Ag007G0889200	CARHR219860
OG0010962	Ag007G0889900	CARHR220020, CARHR220010
OG0010963	Ag007G0890200	CARHR103900
OG0010964	Ag007G0893600	CARHR220300
OG0010965	Ag007G0896300	CARHR220450, CARHR220440
OG0010966	Ag007G0896500	CARHR220180
OG0010967	Ag007G0901600	CARHR220830
OG0010968	Ag007G0908300	CARHR221340
OG0010969	Ag061G5026400, Ag007G0911800	CARHR263390
OG0010970	Ag007G0911900	CARHR221540
OG0010971	Ag007G0915300	CARHR147580
OG0010972	Ag007G0915900	CARHR221910
OG0010973	Ag007G0916900	CARHR221960
OG0010974	Ag007G0919700	CARHR222200
OG0010975	Ag007G0924300	CARHR290010
OG0010976	Ag007G0924400	CARHR022120
OG0010977	Ag007G0927400	CARHR258820
OG0010978	Ag025G2900000, Ag007G0933800	CARHR290420
OG0010979	Ag025G2901100, Ag007G0935000	CARHR290520
OG0010980	Ag007G0935200, Ag025G2901200	CARHR290380
OG0010981	Ag078G5331400	CARHR065940
OG0010982	Ag078G5338500	CARHR066130
OG0010983	Ag078G5338600	CARHR066140
OG0010984	Ag078G5343900	CARHR066420
OG0010985	Ag078G5344500	CARHR066470
OG0010986	Ag078G5350500	CARHR066580
OG0010987	Ag078G5351400	CARHR066610
OG0010988	Ag078G5353400	CARHR066730
OG0010989	Ag078G5357800, Ag023G2848100	CARHR130140
OG0010990	Ag078G5359800	CARHR066890
OG0010991	Ag078G5360100	CARHR066920
OG0010992	Ag078G5361400	CARHR066960
OG0010993	Ag078G5363800	CARHR067040
OG0010994	Ag078G5364700	CARHR067090
OG0010995	Ag078G5370400	CARHR067300
OG0010996	Ag078G5378100	CARHR067500
OG0010997	Ag078G5380300, Ag078G5380500	CARHR067650
OG0010998	Ag078G5383400	CARHR067730
OG0010999	Ag078G5383500	CARHR067740
OG0011000	Ag078G5389500	CARHR067900
OG0011001	Ag078G5396400, Ag072G5257600	CARHR068160
OG0011002	Ag072G5256700, Ag078G5397000	CARHR068180
OG0011003	Ag078G5397300, Ag072G5256500	CARHR068190
OG0011004	Ag056G4935100	CARHR061370
OG0011005	Ag056G4936100	CARHR061470
OG0011006	Ag056G4944500	CARHR061890
OG0011007	Ag056G4945500	CARHR061940, CARHR061930
OG0011008	Ag056G4947300	CARHR062040
OG0011009	Ag056G4948400	CARHR062100
OG0011010	Ag045G4505300, Ag287G5488000	CARHR286840
OG0011011	Ag045G4513600	CARHR236500
OG0011013	Ag045G4516800	CARHR236640
OG0011014	Ag045G4518600	CARHR236720
OG0011015	Ag045G4519400	CARHR236800
OG0011016	Ag045G4519500	CARHR236810
OG0011017	Ag010G1009300, Ag092G5458000, Ag029G3115900	CARHR102920
OG0011019	Ag002G0113700, Ag063G5078300	CARHR047640
OG0011020	Ag002G0113100, Ag063G5079000	CARHR047610
OG0011021	Ag002G0109800, Ag063G5082500	CARHR047410
OG0011022	Ag002G0104100, Ag063G5088700	CARHR047050
OG0011023	Ag002G0103900, Ag063G5089000	CARHR047030
OG0011024	Ag063G5089600, Ag002G0103100	CARHR047020
OG0011025	Ag071G5237600	CARHR262220
OG0011026	Ag071G5241300	CARHR102570
OG0011027	Ag071G5242700, Ag071G5242800	CARHR102620
OG0011028	Ag071G5243400	CARHR261970
OG0011029	Ag071G5243800	CARHR261930
OG0011030	Ag071G5245200	CARHR261960
OG0011031	Ag039G4267100, Ag071G5245300	CARHR261910
OG0011032	Ag071G5245400	CARHR222340
OG0011033	Ag012G1278000	CARHR292480
OG0011034	Ag012G1281500	CARHR149650
OG0011035	Ag012G1290500	CARHR292520
OG0011036	Ag012G1295000	CARHR152720
OG0011037	Ag012G1295900	CARHR149260
OG0011038	Ag012G1308000	CARHR040910
OG0011040	Ag012G1314000	CARHR148200
OG0011041	Ag012G1320700	CARHR147810
OG0011042	Ag012G1321700	CARHR147660
OG0011043	Ag012G1323900	CARHR147500
OG0011044	Ag012G1325400	CARHR147420
OG0011045	Ag012G1328500	CARHR147090
OG0011046	Ag012G1333100	CARHR146860
OG0011047	Ag012G1334100	CARHR146800
OG0011048	Ag012G1335300	CARHR146720
OG0011049	Ag012G1339400	CARHR288560
OG0011050	Ag012G1339500	CARHR288550
OG0011051	Ag018G2435500, Ag057G4958700	CARHR062800
OG0011052	Ag057G4958900	CARHR062690
OG0011053	Ag057G4959600	CARHR028160
OG0011054	Ag057G4960500	CARHR062550
OG0011055	Ag057G4962500	CARHR062500
OG0011056	Ag057G4964700	CARHR062380, CARHR062370
OG0011058	Ag057G4967100	CARHR062210
OG0011059	Ag006G0793800, Ag058G4992300	CARHR175490
OG0011060	Ag058G4983300, Ag006G0799300	CARHR175650
OG0011061	Ag021G2584800, Ag026G2998200, Ag058G4982400, Ag006G0800600	CARHR259680
OG0011062	Ag006G0802400, Ag058G4980300	CARHR175870
OG0011063	Ag006G0803900, Ag058G4978600	CARHR259340
OG0011064	Ag006G0805200, Ag058G4977900	CARHR175940
OG0011065	Ag006G0807600, Ag058G4975000	CARHR176020
OG0011066	Ag006G0814800, Ag058G4968800	CARHR176150
OG0011067	Ag006G0822900, Ag006G0823000	CARHR176280
OG0011068	Ag006G0825400	CARHR176430
OG0011069	Ag006G0827600	CARHR176490
OG0011070	Ag006G0830800	CARHR176590
OG0011071	Ag006G0832400	CARHR176680
OG0011072	Ag006G0832500	CARHR176690
OG0011073	Ag006G0832600	CARHR176700
OG0011074	Ag006G0843700, Ag016G2338400	CARHR057110
OG0011075	Ag001G0000100, Ag083G5412800	CARHR039530, CARHR039540
OG0011076	Ag025G2974600, Ag025G2973300, Ag025G2973500, Ag001G0000800, Ag031G3236900	CARHR170050
OG0011077	Ag001G0008200	CARHR039760
OG0011078	Ag001G0009900	CARHR039860
OG0011079	Ag001G0012400	CARHR039940
OG0011080	Ag001G0015500	CARHR040000
OG0011081	Ag001G0019900	CARHR040140
OG0011082	Ag001G0031300	CARHR040480
OG0011083	Ag001G0033900	CARHR040540
OG0011084	Ag001G0037200	CARHR040710
OG0011085	Ag001G0037400	CARHR040720
OG0011086	Ag001G0041700	CARHR040810
OG0011087	Ag001G0042100	CARHR040830
OG0011088	Ag001G0048700	CARHR040970
OG0011089	Ag001G0050000	CARHR041010
OG0011090	Ag001G0053200	CARHR041150
OG0011091	Ag001G0053500	CARHR041190
OG0011092	Ag001G0054600	CARHR041380
OG0011093	Ag001G0056700	CARHR041540
OG0011094	Ag001G0061100	CARHR041730
OG0011095	Ag001G0062100	CARHR041800
OG0011096	Ag001G0063400	CARHR041910
OG0011097	Ag001G0067100, Ag001G0067000	CARHR042040, CARHR042030
OG0011098	Ag001G0068000	CARHR042120
OG0011099	Ag001G0078400	CARHR042490
OG0011100	Ag001G0079100	CARHR042550
OG0011101	Ag001G0079200	CARHR042560, CARHR260380
OG0011102	Ag023G2797900	CARHR181730
OG0011103	Ag023G2798000	CARHR181740
OG0011104	Ag023G2799000	CARHR181470
OG0011105	Ag023G2805500	CARHR127550
OG0011106	Ag023G2805800	CARHR127580
OG0011107	Ag023G2806700	CARHR127590
OG0011108	Ag023G2809500	CARHR127840
OG0011109	Ag023G2809900	CARHR127850
OG0011110	Ag023G2812500	CARHR128020
OG0011111	Ag023G2812600	CARHR128000
OG0011112	Ag023G2812700	CARHR128040
OG0011113	Ag023G2816900	CARHR128360
OG0011114	Ag023G2819800	CARHR128620
OG0011115	Ag023G2819900	CARHR128630
OG0011116	Ag023G2820900	CARHR128680
OG0011117	Ag023G2821300	CARHR128720
OG0011118	Ag023G2824000	CARHR128830
OG0011119	Ag023G2824200	CARHR128880
OG0011120	Ag023G2825500	CARHR128980
OG0011121	Ag023G2836400	CARHR129440
OG0011122	Ag023G2836500	CARHR129460
OG0011123	Ag023G2846700	CARHR144330
OG0011124	Ag050G4739300	CARHR226290
OG0011125	Ag050G4744700	CARHR226150
OG0011126	Ag050G4744800	CARHR111330
OG0011127	Ag050G4755900	CARHR225830
OG0011128	Ag050G4757000	CARHR055600
OG0011129	Ag050G4765700	CARHR225560
OG0011130	Ag050G4767900	CARHR225420
OG0011131	Ag050G4769300	CARHR225370
OG0011132	Ag050G4771100	CARHR225290
OG0011133	Ag050G4773300	CARHR225240
OG0011134	Ag050G4773700	CARHR225220
OG0011135	Ag050G4775600	CARHR225090
OG0011136	Ag050G4789000	CARHR224640
OG0011137	Ag050G4791600	CARHR224510
OG0011138	Ag050G4794600	CARHR223930, CARHR223870
OG0011139	Ag050G4796200	CARHR224170
OG0011140	Ag050G4797000	CARHR224070
OG0011141	Ag050G4798300	CARHR223910
OG0011142	Ag050G4799000	CARHR223820
OG0011143	Ag008G0937000, Ag008G0965300	CARHR160660
OG0011144	Ag008G0939100, Ag008G0939700, Ag008G0962200	CARHR160520
OG0011145	Ag008G0941900	CARHR160460
OG0011146	Ag008G0944400	CARHR160340
OG0011147	Ag067G5200800, Ag008G0945400	CARHR060890
OG0011148	Ag008G0945600	CARHR065130
OG0011149	Ag008G0950700	CARHR160120
OG0011150	Ag008G0951100	CARHR160110
OG0011152	Ag008G0954500	CARHR159900
OG0011153	Ag033G3492400, Ag077G5321100	CARHR230920
OG0011154	Ag077G5323500, Ag033G3493800	CARHR230750
OG0011155	Ag051G4801100, Ag051G4820000	CARHR151870
OG0011156	Ag051G4803900, Ag073G5264300	CARHR265420
OG0011157	Ag051G4809100	CARHR265000
OG0011158	Ag051G4810600	CARHR264690
OG0011159	Ag051G4815800	CARHR264310
OG0011160	Ag051G4817400	CARHR264090
OG0011161	Ag051G4832300	CARHR256990
OG0011162	Ag051G4834200	CARHR256900
OG0011163	Ag051G4834500	CARHR256960
OG0011164	Ag051G4835300	CARHR256840
OG0011165	Ag044G4468400	CARHR104810
OG0011166	Ag044G4468800	CARHR105160
OG0011167	Ag044G4470000	CARHR104050
OG0011168	Ag031G3242700, Ag044G4470100	CARHR169830
OG0011169	Ag044G4473800	CARHR105170
OG0011170	Ag044G4475600	CARHR043820
OG0011171	Ag044G4479500	CARHR284800
OG0011172	Ag044G4480000	CARHR105400
OG0011173	Ag044G4480500	CARHR286460
OG0011174	Ag044G4486600	CARHR106150
OG0011175	Ag044G4488500	CARHR106250
OG0011176	Ag044G4489200	CARHR106370
OG0011177	Ag044G4492200	CARHR153570
OG0011178	Ag044G4493200	CARHR106660
OG0011179	Ag044G4493700	CARHR106700
OG0011180	Ag044G4497900	CARHR107190
OG0011181	Ag044G4498100	CARHR107210
OG0011182	Ag033G3482200, Ag052G4841700	CARHR231350
OG0011183	Ag052G4840200, Ag033G3483300	CARHR231220
OG0011184	Ag031G3165600, Ag033G3507700	CARHR281620
OG0011185	Ag033G3509600	CARHR229900
OG0011187	Ag033G3528200	CARHR229150
OG0011188	Ag033G3529900	CARHR229080
OG0011189	Ag033G3538700	CARHR228870
OG0011190	Ag033G3542100	CARHR228810
OG0011192	Ag014G2022600, Ag033G3552800	CARHR091060
OG0011193	Ag033G3560500	CARHR226770
OG0011194	Ag033G3567300	CARHR292440
OG0011195	Ag033G3568300	CARHR226860
OG0011196	Ag033G3577200	CARHR227090
OG0011197	Ag033G3581800	CARHR227220
OG0011198	Ag033G3588500	CARHR227400
OG0011199	Ag033G3606400	CARHR227990
OG0011200	Ag033G3611700	CARHR104010
OG0011201	Ag033G3613100	CARHR228250
OG0011202	Ag033G3613500	CARHR228260, CARHR228270
OG0011203	Ag033G3619100	CARHR228450
OG0011204	Ag033G3636500	CARHR226600
OG0011205	Ag033G3642500	CARHR226450
OG0011206	Ag028G3077100, Ag003G0381000	CARHR137760
OG0011207	Ag028G3079500, Ag026G2982500	CARHR260450
OG0011208	Ag028G3079900, Ag026G2982000	CARHR260470
OG0011209	Ag026G2980700, Ag028G3082000	CARHR285110
OG0011210	Ag028G3085000, Ag026G2978600	CARHR181930
OG0011211	Ag026G2978000, Ag028G3085300	CARHR181820
OG0011212	Ag026G2977700, Ag028G3085700	CARHR181510
OG0011213	Ag028G3086900, Ag026G2976400	CARHR181620
OG0011214	Ag031G3138700	CARHR222770
OG0011215	Ag031G3139200	CARHR222850
OG0011216	Ag031G3140800	CARHR222730
OG0011217	Ag031G3142300	CARHR223190
OG0011218	Ag031G3142800	CARHR223220
OG0011219	Ag031G3144400	CARHR223430
OG0011220	Ag031G3144600	CARHR223480
OG0011221	Ag031G3146500	CARHR223610
OG0011222	Ag031G3146800	CARHR223640
OG0011223	Ag031G3147600	CARHR223700
OG0011224	Ag031G3148100	CARHR032110
OG0011225	Ag031G3148400	CARHR032090
OG0011226	Ag031G3152700	CARHR075240
OG0011228	Ag031G3166900, Ag010G1007100	CARHR281730
OG0011229	Ag031G3167400	CARHR281770
OG0011230	Ag031G3167500	CARHR281780
OG0011231	Ag031G3167600	CARHR257450, CARHR281810, CARHR281800
OG0011232	Ag031G3172600	CARHR173500
OG0011233	Ag031G3173100	CARHR173450
OG0011234	Ag031G3173500	CARHR173410
OG0011235	Ag031G3177100	CARHR173070
OG0011236	Ag031G3180800	CARHR172840
OG0011237	Ag031G3181000	CARHR172810
OG0011238	Ag031G3181600	CARHR172800
OG0011239	Ag031G3181700	CARHR172790
OG0011240	Ag031G3188700	CARHR172590
OG0011241	Ag031G3194900	CARHR172310
OG0011242	Ag031G3195900	CARHR172240
OG0011243	Ag031G3196400	CARHR172230
OG0011244	Ag031G3198600	CARHR172150
OG0011245	Ag031G3199900	CARHR172090
OG0011246	Ag031G3200000	CARHR172080
OG0011247	Ag031G3206100	CARHR171820
OG0011248	Ag031G3209200	CARHR171680
OG0011249	Ag031G3211800	CARHR171500
OG0011250	Ag031G3215700	CARHR171230
OG0011251	Ag031G3215800	CARHR171220
OG0011252	Ag031G3217500	CARHR171090
OG0011253	Ag031G3217600	CARHR171080
OG0011254	Ag031G3218500	CARHR171010
OG0011255	Ag031G3221800	CARHR170800
OG0011256	Ag031G3226000	CARHR170530
OG0011257	Ag031G3227400	CARHR000090
OG0011258	Ag031G3233000	CARHR147080
OG0011259	Ag031G3233200	CARHR170210
OG0011260	Ag031G3235000	CARHR170110
OG0011261	Ag031G3237200	CARHR170030
OG0011262	Ag065G5119100, Ag031G3244900	CARHR237190
OG0011263	Ag031G3251400	CARHR169520
OG0011264	Ag031G3252000	CARHR169480
OG0011265	Ag031G3252200	CARHR169450
OG0011266	Ag031G3252700	CARHR169420
OG0011267	Ag031G3256200	CARHR114550
OG0011268	Ag031G3264700	CARHR168990
OG0011269	Ag031G3265300	CARHR168960
OG0011270	Ag031G3283200	CARHR168390
OG0011271	Ag031G3302500	CARHR167390
OG0011272	Ag031G3303000, Ag031G3303100	CARHR255860
OG0011273	Ag069G5233600	CARHR237820
OG0011274	Ag031G3306800	CARHR061320
OG0011275	Ag031G3310400	CARHR167030
OG0011276	Ag031G3310500, Ag042G4402300	CARHR167020
OG0011277	Ag031G3310800	CARHR166990
OG0011278	Ag031G3310900	CARHR166980
