Orthogroup	Alyssum_gmelinii	Euclidium_syriacum
OG0006914	Ag034G3813400	ESY5_g3718_DN3_SP0_c7.t1
OG0006916	Ag034G3819900	ESY5_g3767_DN3_SP8_c0.t1
OG0006917	Ag034G3821500	ESY5_g3787_DN3_SP8_c0.t1
OG0006918	Ag034G3823200	ESY5_g3799_DN3_SP8_c0.t1
OG0006919	Ag019G2539500, Ag034G3825700, Ag019G2513800, Ag034G4018400, Ag034G4018100	ESY20_g12921_DN3_SP1_c21.t1
OG0006920	Ag034G3827200	ESY5_g3833_DN3_SP0_c0.t1
OG0006921	Ag034G3834800	ESY5_g3882_DN3_SP4_c0.t1
OG0006922	Ag034G3835400	ESY5_g2577_DN3_SP0_c0.t1
OG0006923	Ag034G3847500	ESY5_g2696_DN3_SP6_c0.t1
OG0006924	Ag034G3851100	ESY5_g2719_DN3_SP6_c0.t1
OG0006925	Ag034G3851300	ESY5_g2720_DN3_SP0_c0.t1
OG0006926	Ag034G3853400	ESY5_g2726_DN3_SP7_c0.t1
OG0006927	Ag034G3862400	ESY5_g2790_DN3_SP3_c9.t1
OG0006928	Ag034G3866200	ESY5_g2822_DN3_SP2_c0.t1
OG0006929	Ag034G3871300	ESY5_g2850_DN3_SP1_c0.t1
OG0006930	Ag034G3871400	ESY5_g2851_DN3_SP8_c0.t1
OG0006931	Ag034G3879100	ESY5_g2878_DN3_SP0_c0.t1
OG0006932	Ag034G3881000	ESY5_g2892_DN3_SP1_c0.t1
OG0006933	Ag034G3882700	ESY5_g2912_DN3_SP4_c0.t1
OG0006934	Ag034G3883600	ESY5_g2922_DN3_SP0_c0.t1
OG0006935	Ag034G3890000	ESY5_g2965_DN3_SP3_c0.t1
OG0006936	Ag034G3891300	ESY5_g2971_DN3_SP8_c0.t1
OG0006937	Ag034G3896800	ESY5_g3001_DN3_SP8_c0.t1
OG0006938	Ag034G3898900	ESY5_g3025_DN3_SP8_c0.t1
OG0006939	Ag034G3905300	ESY21_g55613_DN3_SP8_c0.t1
OG0006940	Ag034G3907400	ESY5_g4398_DN3_SP0_c0.t1
OG0006941	Ag034G3908100	ESY5_g4393_DN3_SP8_c0.t1
OG0006942	Ag034G3915300	ESY5_g4355_DN3_SP0_c0.t1
OG0006943	Ag034G3920500	ESY5_g4335_DN2_SP0_c0.t1
OG0006944	Ag034G3928300	ESY5_g4293_DN3_SP0_c0.t1
OG0006945	Ag034G3929100	ESY5_g4283_DN3_SP0_c0.t1, ESY6_g49004_DN3_SP0_c0.t1
OG0006946	Ag034G3932200, Ag034G3932300	ESY1_g11740_DN3_SP0_c0.t1
OG0006947	Ag034G3933000	ESY5_g4267_DN3_SP0_c0.t1
OG0006948	Ag034G3933500	ESY5_g4266_DN3_SP8_c0.t1
OG0006949	Ag034G3935100	ESY5_g4256_DN3_SP5_c0.t1
OG0006950	Ag034G3942700	ESY12_g51533_DN3_SP3_c0.t1
OG0006951	Ag034G3944700	ESY5_g4198_DN3_SP0_c0.t1
OG0006952	Ag034G3948000	ESY5_g4183_DN3_SP2_c0.t1
OG0006953	Ag034G3955300	ESY5_g4144_DN3_SP7_c3.t1
OG0006954	Ag034G3961000	ESY5_g4093_DN3_SP8_c0.t1
OG0006955	Ag034G3964500	ESY5_g4060_DN3_SP0_c0.t1
OG0006956	Ag034G3964900	ESY5_g4052_DN3_SP0_c0.t1
OG0006957	Ag034G3976300, Ag034G3976500, Ag034G3976600	ESY5_g3975_DN3_SP0_c0.t1
OG0006959	Ag034G3988700	ESY5_g3911_DN3_SP0_c0.t1
OG0006961	Ag034G3995300	ESY5_g2556_DN2_SP0_c0.t1
OG0006962	Ag034G4002000	ESY5_g2464_DN3_SP8_c0.t1
OG0006963	Ag034G4003800	ESY5_g2458_DN3_SP8_c0.t1
OG0006964	Ag034G4010800	ESY5_g2390_DN3_SP2_c0.t1
OG0006965	Ag034G4011100	ESY5_g2385_DN3_SP6_c0.t1
OG0006967	Ag034G4014200	ESY5_g2358_DN3_SP0_c0.t1
OG0006968	Ag034G4015500, Ag025G2927700	ESY3_g32309_DN3_SP0_c0.t1, ESY7_g16738_DN3_SP8_c0.t1
OG0006969	Ag034G4027000	ESY17_g39268_DN1_SP0_c0.t1
OG0006970	Ag034G4041500	ESY2_g35720_DN3_SP4_c0.t1
OG0006971	Ag034G4047300	ESY2_g35662_DN3_SP8_c0.t1
OG0006972	Ag034G4052400	ESY2_g35630_DN3_SP0_c0.t1
OG0006973	Ag034G4073000	ESY2_g35486_DN3_SP0_c0.t1
OG0006974	Ag052G4849400	ESY23_g425_DN3_SP8_c0.t1
OG0006975	Ag052G4850500	ESY23_g450_DN3_SP0_c0.t1
OG0006976	Ag002G0154000, Ag011G1176400	ESY4_g25731_DN3_SP0_c0.t1
OG0006977	Ag002G0158000	ESY2_g33564_DN3_SP0_c0.t1, ESY5_g3850_DN3_SP0_c0.t1, ESY5_g3851_DN3_SP0_c0.t1
OG0006978	Ag002G0161600, Ag002G0162100	ESY2_g33592_DN3_SP0_c0.t1
OG0006979	Ag002G0180600	ESY2_g33674_DN3_SP3_c0.t1
OG0006981	Ag002G0198200	ESY2_g33813_DN3_SP5_c0.t1
OG0006982	Ag002G0202400	ESY2_g33834_DN3_SP8_c0.t1
OG0006983	Ag010G0984300, Ag002G0214000	ESY13_g57669_DN3_SP8_c0.t1
OG0006984	Ag002G0217900	ESY2_g33896_DN3_SP0_c0.t1
OG0006985	Ag002G0219700	ESY8_g59626_DN3_SP0_c39.t1
OG0006986	Ag002G0247200	ESY2_g34073_DN3_SP0_c0.t1
OG0006986	Ag002G0256200	ESY2_g34104_DN3_SP2_c0.t1
OG0006987	Ag024G2863300	ESY2_g33335_DN3_SP0_c0.t1
OG0006989	Ag024G2898400	ESY2_g33311_DN3_SP7_c0.t1
OG0006990	Ag024G2898500, Ag024G2898600	ESY2_g34321_DN2_SP0_c0.t1, ESY2_g33312_DN3_SP0_c0.t1
OG0006991	Ag016G2294300	ESY10_g15034_DN3_SP0_c0.t1
OG0006992	Ag016G2298900	ESY10_g15021_DN3_SP8_c0.t1
OG0006993	Ag016G2309200	ESY10_g14980_DN3_SP0_c0.t1
OG0006994	Ag016G2332400	ESY10_g14783_DN3_SP8_c0.t1
OG0006995	Ag016G2333400	ESY10_g14759_DN3_SP0_c0.t1
OG0006996	Ag016G2335200	ESY10_g14734_DN3_SP8_c0.t1
OG0006997	Ag016G2345300	ESY7_g16647_DN3_SP0_c0.t1
OG0006998	Ag016G2376200	ESY7_g16518_DN3_SP0_c0.t1
OG0006999	Ag065G5121900	ESY11_g54665_DN3_SP0_c0.t1
OG0007000	Ag065G5123600	ESY4_g24382_DN3_SP4_c0.t1
OG0007001	Ag025G2921500	ESY2_g38310_DN3_SP0_c0.t1
OG0007003	Ag072G5252000	ESY2_g35970_DN3_SP0_c0.t1
OG0007004	Ag072G5253100	ESY2_g35964_DN3_SP8_c0.t1
OG0007005	Ag072G5255300	ESY2_g35954_DN3_SP8_c0.t1
OG0007006	Ag011G1029100	ESY4_g26931_DN3_SP7_c0.t1
OG0007007	Ag011G1035500	ESY4_g26862_DN3_SP5_c0.t1
OG0007009	Ag011G1046000	ESY4_g26789_DN3_SP0_c15.t1
OG0007011	Ag011G1063900	ESY4_g26643_DN3_SP0_c0.t1
OG0007012	Ag011G1071000	ESY4_g26579_DN3_SP5_c0.t1
OG0007013	Ag011G1075100	ESY4_g26544_DN3_SP0_c0.t1
OG0007015	Ag011G1082200	ESY4_g26459_DN3_SP0_c0.t1
OG0007016	Ag011G1091100	ESY4_g26347_DN3_SP0_c0.t1
OG0007017	Ag011G1094200	ESY4_g26305_DN3_SP5_c0.t1
OG0007018	Ag011G1094300	ESY4_g26304_DN3_SP0_c0.t1
OG0007019	Ag011G1102400	ESY4_g26187_DN3_SP8_c0.t1
OG0007020	Ag011G1110500, Ag011G1108400, Ag011G1108500	ESY4_g26123_DN3_SP0_c0.t1, ESY4_g26121_DN3_SP0_c0.t1
OG0007021	Ag011G1116000	ESY4_g26014_DN3_SP6_c0.t1
OG0007022	Ag011G1118900	ESY4_g25305_DN2_SP0_c0.t1
OG0007023	Ag011G1122700	ESY4_g25359_DN3_SP0_c0.t1
OG0007024	Ag011G1127900	ESY15_g64737_DN3_SP8_c0.t1
OG0007025	Ag011G1140100	ESY4_g25474_DN3_SP0_c0.t1
OG0007027	Ag011G1143500	ESY4_g25504_DN3_SP2_c0.t1
OG0007028	Ag011G1146000	ESY4_g25544_DN3_SP8_c0.t1
OG0007030	Ag011G1148800	ESY4_g25566_DN3_SP4_c0.t1
OG0007031	Ag011G1168200	ESY4_g25094_DN1_SP0_c0.t1
OG0007032	Ag011G1168500	ESY4_g25095_DN3_SP4_c0.t1
OG0007033	Ag011G1171000	ESY4_g25272_DN3_SP5_c0.t1
OG0007034	Ag011G1177000	ESY4_g25197_DN3_SP8_c7.t1
OG0007035	Ag011G1177200	ESY4_g25195_DN3_SP0_c0.t1
OG0007036	Ag011G1182000	ESY4_g25166_DN3_SP4_c0.t1
OG0007037	Ag011G1183000	ESY4_g25152_DN3_SP0_c0.t1
OG0007039	Ag011G1186000	ESY8_g59263_DN3_SP0_c0.t1, ESY4_g25112_DN3_SP0_c0.t1
OG0007040	Ag011G1190800	ESY4_g25985_DN3_SP8_c0.t1
OG0007041	Ag011G1195200	ESY4_g25956_DN3_SP8_c0.t1
OG0007042	Ag011G1202700	ESY4_g25857_DN2_SP0_c0.t1
OG0007043	Ag011G1206900	ESY4_g25458_DN3_SP0_c0.t1, ESY4_g25459_DN2_SP0_c0.t1
OG0007044	Ag011G1207400	ESY4_g25830_DN3_SP7_c0.t1
OG0007045	Ag011G1212700	ESY4_g25806_DN2_SP0_c0.t1
OG0007046	Ag011G1217500	ESY4_g25778_DN3_SP7_c0.t1
OG0007047	Ag011G1217800	ESY4_g25674_DN3_SP0_c0.t1
OG0007048	Ag011G1218800	ESY4_g25677_DN3_SP0_c0.t1
OG0007049	Ag011G1220900	ESY4_g25769_DN3_SP8_c0.t1
OG0007050	Ag011G1221300	ESY4_g25766_DN3_SP7_c0.t1
OG0007051	Ag011G1230900	ESY4_g25054_DN3_SP0_c0.t1
OG0007052	Ag011G1231600	ESY4_g25048_DN3_SP8_c0.t1
OG0007053	Ag011G1259200	ESY4_g24868_DN3_SP5_c0.t1
OG0007054	Ag011G1259800	ESY4_g24861_DN3_SP0_c0.t1
OG0007055	Ag011G1261900	ESY4_g24832_DN3_SP0_c5.t1
OG0007056	Ag011G1263000	ESY4_g24821_DN3_SP8_c0.t1
OG0007057	Ag011G1268000	ESY4_g24769_DN3_SP0_c0.t1
OG0007058	Ag011G1268700	ESY4_g24758_DN3_SP0_c0.t1
OG0007059	Ag011G1271300	ESY4_g24729_DN3_SP0_c0.t1
OG0007060	Ag064G5102500	ESY3_g28201_DN3_SP0_c0.t1
OG0007061	Ag064G5110500	ESY3_g28088_DN3_SP0_c0.t1
OG0007062	Ag018G2437700	ESY2_g35825_DN3_SP2_c0.t1
OG0007064	Ag018G2445600	ESY2_g35775_DN2_SP0_c0.t1
OG0007065	Ag018G2458100	ESY5_g2042_DN3_SP8_c0.t1
OG0007066	Ag018G2459100	ESY5_g2022_DN3_SP0_c0.t1
OG0007067	Ag018G2467800	ESY5_g1764_DN2_SP0_c0.t1
OG0007068	Ag019G2493200	ESY20_g13188_DN3_SP1_c0.t1
OG0007069	Ag019G2497600	ESY20_g13163_DN3_SP0_c0.t1
OG0007070	Ag019G2508200	ESY20_g13100_DN3_SP0_c0.t1
OG0007071	Ag019G2513100	ESY20_g13075_DN3_SP1_c0.t1
OG0007072	Ag019G2516500	ESY20_g13055_DN3_SP0_c0.t1
OG0007073	Ag019G2519500	ESY20_g13029_DN2_SP0_c0.t1
OG0007074	Ag019G2525300	ESY20_g13007_DN3_SP0_c0.t1
OG0007075	Ag019G2529400	ESY20_g12984_DN3_SP0_c0.t1
OG0007076	Ag019G2540600	ESY20_g13345_DN3_SP3_c0.t1
OG0007077	Ag019G2545500	ESY20_g13367_DN2_SP7_c0.t1
OG0007078	Ag019G2549300	ESY8_g59946_DN2_SP0_c0.t1
OG0007079	Ag010G0983600	ESY5_g760_DN3_SP0_c0.t1
OG0007080	Ag010G1001400	ESY14_g21628_DN3_SP0_c0.t1
OG0007081	Ag010G1022700	ESY4_g23919_DN3_SP0_c0.t1
OG0007127	Ag034G3983900, Ag047G4549900, Ag046G4537100	ESY13_g56808_DN2_SP0_c0.t1
OG0007128	Ag031G3171700, Ag033G3499500, Ag093G5459800, Ag019G2508800	ESY2_g33597_DN2_SP0_c0.t1, ESY2_g33568_DN3_SP0_c0.t1, ESY2_g33981_DN1_SP0_c0.t1
OG0007129	Ag025G2910700, Ag033G3502800, Ag093G5462500, Ag093G5462300, Ag025G2910800	ESY26_g42411_DN3_SP7_c0.t1
OG0007130	Ag055G4912200	ESY6_g47857_DN3_SP8_c0.t1
OG0007131	Ag004G0470800, Ag014G2120300, Ag055G4917600	ESY6_g49703_DN3_SP7_c0.t1
OG0007132	Ag055G4918600	ESY3_g31906_DN3_SP0_c0.t1, ESY3_g31905_DN3_SP3_c0.t1
OG0007133	Ag055G4919700	ESY1_g9177_DN3_SP8_c0.t1
OG0007134	Ag055G4922600	ESY1_g9106_DN3_SP0_c10.t1
OG0007135	Ag055G4923800	ESY1_g8865_DN3_SP2_c0.t1
OG0007136	Ag055G4930300	ESY1_g9379_DN3_SP0_c0.t1, ESY1_g8774_DN3_SP1_c0.t1
OG0007137	Ag035G4081200, Ag074G5267200	ESY10_g14664_DN3_SP0_c0.t1
OG0007138	Ag074G5268000, Ag035G4080400	ESY10_g14646_DN3_SP2_c0.t1
OG0007139	Ag035G4079400, Ag074G5269100	ESY4_g24371_DN2_SP0_c0.t1
OG0007140	Ag035G4075600, Ag074G5271200	ESY10_g14568_DN3_SP7_c0.t1
OG0007141	Ag074G5271500, Ag035G4074900	ESY10_g14439_DN3_SP1_c0.t1
OG0007142	Ag047G4543600, Ag039G4296000	ESY9_g45123_DN1_SP0_c0.t1
OG0007143	Ag047G4545600, Ag016G2309300	ESY10_g14979_DN3_SP5_c0.t1
OG0007144	Ag048G4618300, Ag047G4546100	ESY2_g35038_DN3_SP3_c0.t1
OG0007146	Ag013G1355800	ESY7_g17141_DN3_SP0_c0.t1
OG0007147	Ag013G1363700	ESY7_g17167_DN1_SP7_c0.t1
OG0007148	Ag013G1364400	ESY7_g17169_DN3_SP3_c0.t1
OG0007149	Ag013G1368800	ESY7_g17194_DN3_SP5_c0.t1
OG0007150	Ag013G1369500, Ag022G2780700	ESY7_g17206_DN3_SP0_c0.t1
OG0007151	Ag013G1374200	ESY7_g17237_DN3_SP8_c0.t1
OG0007152	Ag013G1378600	ESY7_g17253_DN3_SP6_c0.t1
OG0007153	Ag013G1383900	ESY7_g17280_DN2_SP5_c0.t1
OG0007154	Ag013G1384000	ESY7_g17281_DN3_SP6_c17.t1
OG0007155	Ag013G1386000	ESY7_g17287_DN3_SP8_c0.t1
OG0007156	Ag013G1387700	ESY7_g17300_DN3_SP0_c0.t1
OG0007157	Ag013G1392100	ESY7_g17319_DN3_SP1_c0.t1
OG0007158	Ag013G1396400	ESY7_g17354_DN3_SP4_c0.t1
OG0007159	Ag054G4888500, Ag013G1403200	ESY4_g26605_DN2_SP0_c0.t1
OG0007160	Ag013G1404800	ESY7_g17401_DN3_SP7_c0.t1
OG0007161	Ag013G1406100	ESY7_g17410_DN3_SP1_c0.t1
OG0007162	Ag013G1411500	ESY7_g17433_DN3_SP0_c0.t1
OG0007163	Ag013G1411600, Ag013G1411700	ESY7_g17436_DN3_SP0_c0.t1
OG0007164	Ag013G1419100	ESY7_g17476_DN3_SP0_c0.t1
OG0007165	Ag013G1424900	ESY7_g17524_DN3_SP0_c0.t1
OG0007166	Ag013G1427000	ESY7_g17531_DN3_SP6_c0.t1
OG0007167	Ag013G1427300	ESY7_g17532_DN3_SP2_c0.t1
OG0007168	Ag013G1429500	ESY7_g17540_DN3_SP5_c0.t1
OG0007169	Ag013G1433300	ESY7_g17555_DN3_SP3_c0.t1
OG0007170	Ag013G1435200	ESY7_g17560_DN3_SP7_c0.t1
OG0007171	Ag031G3334300	ESY1_g12477_DN3_SP0_c0.t1, ESY1_g12475_DN3_SP0_c0.t1
OG0007172	Ag013G1442600, Ag014G1990400, Ag014G1903000	ESY18_g64062_DN2_SP0_c0.t1
OG0007173	Ag013G1449800	ESY7_g17637_DN3_SP8_c0.t1
OG0007174	Ag013G1449900	ESY7_g17638_DN3_SP0_c0.t1
OG0007175	Ag013G1450400	ESY7_g17641_DN3_SP7_c0.t1
OG0007176	Ag013G1452400	ESY7_g17658_DN1_SP1_c0.t1
OG0007177	Ag013G1453200	ESY7_g17667_DN3_SP0_c0.t1
OG0007178	Ag013G1453800	ESY7_g17670_DN3_SP1_c0.t1
OG0007179	Ag013G1454400	ESY7_g17673_DN3_SP0_c0.t1
OG0007180	Ag013G1454700	ESY7_g17675_DN3_SP8_c0.t1
OG0007181	Ag013G1454900	ESY7_g17677_DN3_SP0_c0.t1
OG0007182	Ag013G1455000, Ag023G2832900	ESY7_g17678_DN3_SP0_c4.t1
OG0007183	Ag013G1459700	ESY7_g17705_DN3_SP3_c0.t1
OG0007184	Ag013G1461500	ESY7_g17711_DN3_SP5_c0.t1
OG0007185	Ag013G1461600	ESY7_g17713_DN3_SP8_c0.t1
OG0007186	Ag013G1462800	ESY7_g17720_DN3_SP8_c0.t1
OG0007187	Ag013G1462900	ESY7_g17721_DN3_SP8_c0.t1
OG0007188	Ag013G1463000	ESY15_g64381_DN2_SP0_c0.t1
OG0007189	Ag013G1463900	ESY7_g17731_DN3_SP5_c0.t1, ESY8_g58920_DN3_SP0_c0.t1
OG0007190	Ag013G1465600	ESY7_g17739_DN3_SP0_c0.t1
OG0007191	Ag013G1465700	ESY7_g17740_DN3_SP8_c0.t1
OG0007192	Ag013G1467200	ESY7_g17765_DN3_SP8_c0.t1
OG0007193	Ag013G1469300	ESY7_g18428_DN3_SP8_c0.t1
OG0007194	Ag003G0307800, Ag013G1475300	ESY6_g48095_DN3_SP0_c0.t1
OG0007195	Ag013G1478100	ESY7_g18399_DN3_SP6_c0.t1
OG0007196	Ag013G1479400	ESY7_g18392_DN3_SP8_c0.t1
OG0007197	Ag013G1486100	ESY7_g18346_DN3_SP2_c0.t1
OG0007198	Ag013G1489800	ESY7_g18299_DN3_SP0_c0.t1
OG0007199	Ag013G1490900	ESY7_g18291_DN3_SP8_c0.t1
OG0007200	Ag013G1492000	ESY7_g18270_DN2_SP0_c0.t1
OG0007201	Ag013G1497300	ESY2_g34584_DN2_SP0_c0.t1
OG0007202	Ag013G1497700	ESY7_g18243_DN2_SP0_c0.t1
OG0007203	Ag013G1502300	ESY7_g18191_DN3_SP8_c0.t1
OG0007204	Ag013G1502800	ESY7_g18184_DN3_SP0_c0.t1
OG0007205	Ag013G1503000	ESY13_g57255_DN2_SP0_c0.t1
OG0007206	Ag013G1505000	ESY7_g18167_DN3_SP8_c0.t1
OG0007207	Ag013G1519700	ESY7_g18069_DN3_SP0_c0.t1
OG0007208	Ag013G1522100	ESY7_g18061_DN3_SP6_c0.t1
OG0007209	Ag081G5399700, Ag013G1523500	ESY18_g63403_DN3_SP0_c0.t1
OG0007210	Ag013G1523800	ESY7_g18044_DN3_SP7_c0.t1
OG0007211	Ag013G1527500	ESY7_g18004_DN3_SP1_c0.t1
OG0007212	Ag013G1529600	ESY7_g17982_DN3_SP6_c0.t1
OG0007213	Ag013G1530300	ESY7_g17978_DN3_SP0_c0.t1
OG0007214	Ag013G1531600	ESY7_g17961_DN3_SP8_c0.t1
OG0007215	Ag013G1537500	ESY7_g17924_DN3_SP7_c0.t1
OG0007216	Ag013G1544100	ESY7_g17866_DN3_SP8_c15.t1
OG0007217	Ag013G1548000	ESY7_g17811_DN2_SP0_c0.t1
OG0007218	Ag013G1551000	ESY7_g17783_DN3_SP0_c0.t1
OG0007219	Ag013G1552700	ESY7_g17766_DN3_SP3_c0.t1
OG0007220	Ag013G1557100	ESY7_g18673_DN2_SP0_c0.t1
OG0007221	Ag013G1560000	ESY7_g18649_DN3_SP8_c0.t1
OG0007222	Ag013G1560300	ESY7_g18645_DN2_SP0_c0.t1
OG0007223	Ag013G1563300	ESY7_g18612_DN3_SP8_c0.t1
OG0007224	Ag013G1571500	ESY8_g58345_DN3_SP0_c0.t1
OG0007225	Ag013G1573600	ESY8_g58320_DN3_SP7_c0.t1
OG0007226	Ag013G1573700	ESY8_g58319_DN3_SP0_c0.t1
OG0007227	Ag013G1575100	ESY8_g58300_DN3_SP8_c0.t1
OG0007228	Ag013G1578700	ESY13_g56861_DN3_SP8_c0.t1
OG0007229	Ag013G1580500	ESY13_g56940_DN3_SP0_c0.t1
OG0007230	Ag013G1582600	ESY13_g57034_DN3_SP0_c29.t1
OG0007231	Ag013G1585600	ESY8_g59149_DN3_SP7_c0.t1
OG0007232	Ag013G1587800	ESY8_g59107_DN3_SP1_c0.t1
OG0007233	Ag013G1590300	ESY8_g59081_DN3_SP0_c0.t1
OG0007234	Ag013G1593100	ESY8_g59055_DN3_SP3_c0.t1
OG0007235	Ag013G1594000, Ag013G1593900	ESY4_g25524_DN3_SP0_c0.t1
OG0007236	Ag013G1595000	ESY8_g59028_DN3_SP1_c0.t1
OG0007237	Ag013G1597200	ESY8_g59011_DN3_SP0_c0.t1
OG0007238	Ag013G1599000	ESY8_g58994_DN3_SP2_c0.t1
OG0007239	Ag013G1604300	ESY8_g58945_DN3_SP8_c0.t1
OG0007240	Ag013G1605700	ESY8_g58930_DN1_SP0_c0.t1
OG0007241	Ag013G1606300	ESY8_g58925_DN3_SP7_c0.t1
OG0007242	Ag013G1608000	ESY8_g58902_DN3_SP3_c0.t1
OG0007243	Ag013G1611300	ESY8_g58863_DN3_SP8_c0.t1
OG0007244	Ag013G1611800	ESY8_g58858_DN3_SP0_c0.t1
OG0007245	Ag013G1613300	ESY8_g58832_DN3_SP7_c0.t1
OG0007246	Ag013G1613400	ESY8_g58831_DN2_SP4_c0.t1
OG0007247	Ag013G1622200	ESY8_g58749_DN3_SP0_c0.t1
OG0007248	Ag013G1622600	ESY8_g58748_DN3_SP0_c0.t1
OG0007249	Ag013G1625300	ESY8_g58714_DN3_SP0_c0.t1
OG0007250	Ag013G1625800	ESY8_g58706_DN3_SP0_c0.t1
OG0007251	Ag004G0597800, Ag013G1633200, Ag004G0597600	ESY6_g49013_DN3_SP0_c0.t1
OG0007252	Ag013G1634000, Ag013G1634100	ESY8_g58660_DN2_SP1_c0.t1
OG0007253	Ag013G1635900	ESY8_g58614_DN2_SP0_c0.t1
OG0007254	Ag013G1641300	ESY8_g58504_DN3_SP0_c0.t1
OG0007255	Ag013G1641400	ESY8_g58510_DN3_SP8_c5.t1
OG0007256	Ag013G1643000	ESY8_g58526_DN3_SP0_c0.t1
OG0007257	Ag013G1646600	ESY8_g58481_DN3_SP2_c0.t1
OG0007258	Ag013G1648000	ESY8_g59123_DN3_SP0_c0.t1, ESY8_g58458_DN3_SP7_c0.t1
OG0007259	Ag013G1658100	ESY8_g58359_DN2_SP0_c0.t1
OG0007260	Ag013G1661800	ESY20_g12681_DN3_SP0_c0.t1
OG0007261	Ag013G1663300	ESY20_g13343_DN3_SP0_c0.t1
OG0007262	Ag013G1664600	ESY20_g13336_DN3_SP8_c0.t1
OG0007263	Ag013G1666900	ESY20_g12711_DN3_SP6_c31.t1
OG0007264	Ag013G1669700	ESY20_g12740_DN3_SP0_c0.t1, ESY20_g12741_DN3_SP0_c0.t1, ESY20_g12730_DN3_SP0_c0.t1
OG0007265	Ag013G1670100	ESY20_g12744_DN3_SP1_c4.t1
OG0007267	Ag013G1670800	ESY20_g12754_DN3_SP0_c0.t1
OG0007268	Ag013G1671600	ESY20_g12783_DN3_SP8_c0.t1
OG0007269	Ag013G1674800	ESY20_g12833_DN3_SP0_c0.t1
OG0007270	Ag013G1675100	ESY20_g12836_DN2_SP0_c0.t1
OG0007271	Ag013G1684500, Ag013G1684400	ESY8_g58126_DN3_SP0_c0.t1
OG0007272	Ag013G1688800	ESY8_g58198_DN3_SP0_c0.t1
OG0007273	Ag013G1693400	ESY7_g18642_DN3_SP0_c0.t1
OG0007274	Ag013G1694600	ESY13_g56428_DN3_SP7_c0.t1
OG0007275	Ag013G1699800	ESY13_g56679_DN3_SP0_c0.t1
OG0007276	Ag014G2161600, Ag013G1700500	ESY7_g16215_DN3_SP0_c0.t1
OG0007277	Ag013G1705900	ESY4_g22048_DN2_SP3_c0.t1
OG0007278	Ag013G1706200	ESY4_g21964_DN3_SP2_c0.t1
OG0007279	Ag013G1710300	ESY4_g22236_DN3_SP2_c0.t1
OG0007280	Ag013G1712000	ESY4_g22421_DN3_SP1_c0.t1
OG0007281	Ag013G1712100	ESY4_g22422_DN3_SP8_c0.t1
OG0007282	Ag013G1712700	ESY2_g35209_DN2_SP0_c0.t1
OG0007283	Ag013G1715200	ESY4_g22889_DN3_SP8_c0.t1
OG0007284	Ag013G1716700	ESY4_g22632_DN3_SP3_c0.t1
OG0007286	Ag013G1722700	ESY7_g16620_DN3_SP0_c0.t1, ESY7_g16579_DN3_SP0_c0.t1
OG0007287	Ag014G1949100, Ag013G1727300	ESY4_g23043_DN3_SP8_c0.t1
OG0007288	Ag013G1727500	ESY4_g23045_DN2_SP0_c0.t1
OG0007289	Ag013G1728400	ESY4_g23079_DN3_SP0_c0.t1
OG0007290	Ag013G1729600	ESY3_g31537_DN3_SP0_c0.t1
OG0007292	Ag013G1740800	ESY7_g17761_DN2_SP2_c0.t1
OG0007293	Ag013G1742600	ESY4_g23555_DN3_SP0_c0.t1
OG0007294	Ag013G1743100	ESY4_g23575_DN3_SP8_c0.t1
OG0007295	Ag013G1743900	ESY4_g23638_DN3_SP0_c0.t1
OG0007296	Ag013G1744900	ESY4_g23658_DN3_SP8_c0.t1
OG0007297	Ag013G1745500	ESY9_g45599_DN3_SP8_c0.t1
OG0007298	Ag013G1749200, Ag015G2263200	ESY9_g43242_DN3_SP0_c0.t1
OG0007299	Ag013G1750100	ESY16_g62221_DN3_SP8_c0.t1
OG0007300	Ag013G1752600	ESY16_g62041_DN3_SP0_c0.t1
OG0007301	Ag013G1752700, Ag058G4991700	ESY16_g62040_DN2_SP0_c0.t1
OG0007302	Ag013G1753800	ESY16_g62016_DN2_SP4_c0.t1
OG0007303	Ag013G1756600	ESY16_g61957_DN3_SP0_c0.t1
OG0007304	Ag013G1757500	ESY16_g61927_DN3_SP0_c0.t1
OG0007305	Ag013G1759200	ESY16_g61905_DN3_SP0_c0.t1
OG0007306	Ag013G1764700	ESY16_g61765_DN3_SP0_c0.t1
OG0007307	Ag013G1764900	ESY16_g61763_DN3_SP7_c0.t1
OG0007308	Ag013G1765200	ESY16_g61758_DN3_SP8_c0.t1
OG0007309	Ag013G1766400	ESY16_g61743_DN3_SP6_c0.t1
OG0007310	Ag013G1767900	ESY16_g61703_DN3_SP7_c0.t1
OG0007311	Ag013G1768300	ESY16_g61691_DN3_SP8_c0.t1
OG0007312	Ag062G5051500	ESY10_g14372_DN3_SP8_c0.t1
OG0007313	Ag062G5056800	ESY10_g14316_DN3_SP8_c0.t1
OG0007314	Ag062G5057400	ESY10_g14309_DN3_SP1_c0.t1
OG0007315	Ag062G5059300	ESY10_g14294_DN3_SP0_c0.t1
OG0007316	Ag062G5060700	ESY10_g14229_DN3_SP3_c0.t1
OG0007317	Ag004G0417300, Ag004G0417200	ESY6_g50317_DN3_SP8_c0.t1
OG0007318	Ag004G0423300	ESY6_g50379_DN3_SP8_c0.t1
OG0007319	Ag004G0424900	ESY6_g50400_DN3_SP0_c0.t1
