Orthogroup	Alyssum_gmelinii	Brassica_rapa
OG0007523	Ag048G4619200	XP_009106461.1, XP_009104588.1
OG0007524	Ag048G4621000	XP_009106450.1
OG0007525	Ag048G4626500	XP_033140003.1, XP_009106420.1
OG0007526	Ag048G4626700	XP_033131944.1, XP_009128253.1
OG0007527	Ag048G4633500	XP_009106413.1
OG0007528	Ag048G4640700	XP_009104621.1, XP_009128230.1
OG0007529	Ag048G4645600	XP_009148792.2, XP_009104629.1, XP_009106387.1
OG0007531	Ag048G4646800	XP_009106379.2, XP_009106380.1
OG0007532	Ag048G4647500	XP_009106373.1, XP_009128206.2
OG0007533	Ag048G4650900	XP_009124582.1
OG0007534	Ag048G4652600, Ag034G3848400, Ag044G4483000, Ag034G3848300	XP_009128194.1, XP_009104660.1
OG0007535	Ag048G4673000, Ag048G4673200, Ag048G4673100	XP_009104685.1, XP_009106280.1
OG0007536	Ag048G4680000	XP_009106258.1, XP_009128151.1
OG0007537	Ag048G4681000	XP_009106257.1, XP_009128150.1
OG0007538	Ag048G4681900	XP_009106249.1, XP_009104690.2
OG0007539	Ag048G4693000	XP_009128134.1
OG0007540	Ag048G4693100	XP_009106235.1, NP_001288944.1
OG0007541	Ag048G4697600	XP_009106216.1, XP_009128120.1
OG0007542	Ag025G2958300, Ag048G4707800	XP_009151828.1
OG0007543	Ag048G4715900	XP_009104716.1, XP_009106177.1
OG0007544	Ag048G4719500	XP_009106166.1, XP_009104725.1
OG0007545	Ag040G4337000	XP_033131355.1, XP_009112426.1
OG0007546	Ag040G4337600	XP_009121114.1
OG0007547	Ag040G4338000	XP_009121111.1, XP_009112431.1
OG0007548	Ag040G4347300	XP_009121084.1, XP_009150762.1
OG0007549	Ag049G4723900	XP_009136529.1, XP_033137082.1
OG0007550	Ag049G4724700	XP_033143148.1, XP_033142679.1
OG0007551	Ag049G4726000	XP_009115675.1, XP_009101504.1
OG0007553	Ag049G4733000	XP_009127082.1, XP_009119980.1
OG0007554	Ag039G4301100, Ag049G4738200	XP_018511750.2, XP_009150230.1
OG0007555	Ag032G3420200	XP_009104133.1
OG0007556	Ag032G3426400	XP_009106823.1, XP_009147474.1
OG0007557	Ag032G3427500	XP_033139664.1, XP_009101365.3
OG0007558	Ag032G3438000	XP_009106888.1
OG0007559	Ag032G3439900	XP_009147522.1, XP_009107086.1
OG0007560	Ag032G3441400	XP_009106903.1
OG0007561	Ag032G3447100	XP_009147536.2, XP_009107068.1
OG0007562	Ag032G3453800	XP_009147572.1, XP_009106956.1
OG0007563	Ag032G3468300	XP_009144772.1
OG0007564	Ag032G3470400	XP_009144779.1, XP_009106984.1
OG0007565	Ag032G3475200	XP_033128365.1, XP_009107009.1
OG0007566	Ag054G4878800	XP_009141558.1
OG0007567	Ag054G4883400	XP_009143603.2, XP_009141571.1
OG0007568	Ag054G4884400	XP_009133074.1, XP_009143597.1
OG0007569	Ag009G0977200, Ag041G4358400	XP_009143958.3, XP_009149874.1
OG0007570	Ag009G0975200, Ag041G4360800	XP_009150310.1
OG0007571	Ag041G4369000, Ag009G0966400	XP_018511116.1
OG0007572	Ag041G4369500, Ag076G5309300	XP_009107437.1
OG0007573	Ag082G5404700	XP_009119833.1
OG0007574	Ag082G5406600	XP_009127200.2, XP_018510966.1
OG0007575	Ag082G5406700	XP_009127199.1, XP_009119848.1
OG0007576	Ag082G5407400	XP_018510958.2, XP_009127193.1
OG0007577	Ag007G0846600	XP_009134029.1, XP_009127371.1
OG0007578	Ag007G0850900	XP_009134059.1
OG0007579	Ag007G0857400	XP_009128467.1, XP_009105135.1
OG0007580	Ag007G0863900	XP_009124279.2, XP_009124296.2
OG0007581	Ag007G0864900	XP_009108018.1, XP_009124268.1
OG0007582	Ag007G0865900	XP_009124133.2
OG0007583	Ag076G5314000, Ag007G0871500	XP_009107684.2, XP_009139647.1
OG0007584	Ag007G0878700, Ag007G0872300	XP_009110710.2
OG0007585	Ag007G0881700	XP_009107695.1, XP_009139633.1
OG0007586	Ag007G0882800	XP_009116100.1
OG0007587	Ag007G0886700	XP_009107737.1
OG0007588	Ag007G0897000	XP_009109576.1, XP_009147030.1
OG0007589	Ag007G0897100	XP_009109578.1, XP_009147042.1
OG0007590	Ag007G0901500	XP_009132998.1
OG0007591	Ag007G0906500	XP_009148303.1
OG0007592	Ag007G0907100	XP_009148228.1
OG0007593	Ag007G0909400	XP_033133471.1, XP_009148100.1
OG0007594	Ag007G0914400	XP_009107828.1, XP_009147826.1
OG0007595	Ag007G0916000	XP_009144719.1, XP_009147724.1
OG0007597	Ag007G0930100	XP_009135963.1, XP_033143278.1
OG0007598	Ag078G5333200	XP_009105583.1, XP_009105957.1
OG0007599	Ag078G5335500	XP_009127970.1, XP_009105966.3
OG0007600	Ag078G5343100	XP_009104813.1
OG0007601	Ag078G5343800	XP_009104812.2, XP_009105998.1
OG0007602	Ag078G5359700	XP_009106037.1, XP_009104793.1
OG0007603	Ag078G5359900	XP_009104792.1
OG0007604	Ag078G5384200	XP_033140334.1, XP_009106115.1
OG0007605	Ag078G5384500	XP_009128050.1, XP_009106121.1
OG0007606	Ag078G5392300	XP_009106130.1, XP_009128062.1
OG0007607	Ag056G4932200	XP_009105042.1, XP_009127638.1
OG0007608	Ag056G4941200	XP_033137858.1
OG0007609	Ag056G4943700	XP_033141699.1, XP_009105439.2
OG0007610	Ag056G4944400	XP_009105453.1, XP_009127697.1
OG0007611	Ag045G4507300	XP_009129595.2, XP_018513264.1
OG0007612	Ag045G4507800	XP_009129556.1, XP_009109088.1
OG0007613	Ag045G4511300	XP_033133043.1, XP_009129517.1
OG0007614	Ag045G4513800	NP_001288908.1, XP_009129331.2
OG0007615	Ag045G4524600	XP_033142707.1, XP_009128940.1
OG0007616	Ag092G5458200	XP_009119854.1
OG0007617	Ag016G2326900, Ag037G4127600, Ag002G0124400, Ag063G5069200	XP_033128910.1
OG0007618	Ag002G0119700, Ag002G0120000, Ag063G5071800, Ag008G0937900, Ag008G0964200	XP_009115783.1, XP_033143276.1
OG0007619	Ag002G0115700, Ag063G5075100	XP_009112931.2, XP_009112755.1
OG0007620	Ag002G0102900, Ag063G5090000	XP_009112905.1, XP_009112789.1
OG0007621	Ag071G5237100	XP_009139941.1
OG0007622	Ag071G5237300	XP_009125122.1
OG0007623	Ag012G1278300	XP_009129297.2, XP_009151779.1
OG0007624	Ag012G1292400	XP_009108038.1, XP_033134183.1
OG0007625	Ag043G4457300, Ag011G1253600, Ag012G1300700, Ag003G0309000	XP_009129790.1
OG0007626	Ag012G1308700	XP_009151978.1, XP_033136074.1
OG0007627	Ag012G1310900	XP_009129445.1, XP_009111557.1
OG0007628	Ag012G1319500	XP_009129479.1, XP_009152025.1
OG0007629	Ag012G1320800	NP_001288919.1, XP_033141877.1
OG0007630	Ag012G1321100	XP_009129489.1, XP_009152027.2
OG0007631	Ag012G1325600	XP_009121525.1, XP_009152062.1
OG0007632	Ag012G1326400	XP_009152075.1
OG0007633	Ag034G3688100, Ag012G1335600, Ag023G2836000	XP_009127327.1, XP_009140882.2
OG0007634	Ag034G4074000, Ag057G4951200	XP_009104975.1, XP_009105670.1, XP_009127768.1
OG0007635	Ag057G4953100	XP_009127767.1, XP_009105659.1
OG0007636	Ag057G4954600	XP_009127765.1, XP_009105651.1
OG0007637	Ag057G4955300	NP_001288882.1, XP_009105649.1
OG0007638	Ag057G4955400	XP_009127762.1, XP_009105648.1
OG0007639	Ag031G3377800, Ag057G4959400	XP_009136192.2, XP_009136191.1
OG0007641	Ag006G0794000, Ag058G4992100	XP_009101527.2, XP_009128851.2
OG0007642	Ag006G0797500, Ag058G4989300	XP_009128849.1, XP_009101532.1
OG0007643	Ag006G0798700, Ag043G4460800	XP_009111847.1, XP_033129727.1
OG0007644	Ag006G0799200, Ag058G4983400	XP_009101541.1, XP_009114371.1
OG0007645	Ag058G4981100, Ag006G0801400	XP_009128843.1, XP_009101543.1
OG0007646	Ag058G4981000, Ag006G0801500	XP_009101546.1
OG0007647	Ag058G4980500, Ag006G0802200	XP_033136858.1, XP_033128303.1
OG0007649	Ag006G0832700	XP_009113865.1, XP_009101601.1
OG0007650	Ag006G0833200	XP_009108012.1, XP_009124261.1
OG0007651	Ag006G0835200	XP_009101615.1, XP_009128776.2
OG0007652	Ag083G5412700, Ag001G0000200	XP_009147896.1
OG0007653	Ag001G0000400, Ag083G5412500	XP_033128449.1, XP_009145103.1
OG0007654	Ag001G0011000	XP_009139574.1, XP_009137557.1
OG0007655	Ag001G0022700	XP_009147852.1, XP_009107239.1
OG0007656	Ag001G0025100	XP_009107230.1, XP_033147369.1
OG0007657	Ag001G0028600	XP_009147844.1
OG0007658	Ag001G0035800	XP_009107215.1, XP_009144949.1
OG0007659	Ag001G0048300	XP_009147797.1
OG0007660	Ag001G0054300	XP_033133227.1, XP_009147774.1
OG0007661	Ag001G0057200	XP_009147768.1, XP_009107210.1
OG0007662	Ag001G0062000	XP_009107173.1, XP_009147757.1, XP_009144893.1
OG0007663	Ag001G0062300	XP_009107171.2, XP_009144891.1
OG0007664	Ag001G0063500	XP_009147732.1, XP_009144882.1
OG0007665	Ag001G0067900	XP_009107162.1, XP_009147721.1
OG0007666	Ag034G3705600, Ag001G0070400	XP_009119229.1
OG0007667	Ag001G0070600	XP_009107152.1, XP_009144860.1
OG0007668	Ag001G0073200	XP_009147709.2, XP_009107147.1
OG0007669	Ag001G0078300	XP_009144853.1, XP_009107136.1
OG0007670	Ag001G0084700	XP_009147666.1
OG0007671	Ag034G3928600, Ag023G2812800, Ag001G0088500	XP_009149216.1
OG0007672	Ag023G2797300	XP_009114042.1
OG0007673	Ag015G2194100	XP_009112507.1
OG0007674	Ag023G2799700	XP_009123701.1
OG0007675	Ag023G2800400	XP_009114031.1, XP_009101832.1
OG0007676	Ag023G2805000	XP_033146275.1, XP_009143852.2
OG0007677	Ag023G2805700	XP_009143846.1, XP_009141327.1
OG0007678	Ag023G2811000	XP_009143828.1, XP_009132955.2
OG0007679	Ag023G2811400	XP_009143827.1, XP_033144109.1
OG0007680	Ag023G2812400	XP_009143823.1, XP_033146283.1
OG0007681	Ag023G2813300	XP_009141356.2, XP_009143816.1, XP_033147734.1
OG0007682	Ag023G2818300	XP_009141379.1, XP_033147631.1
OG0007683	Ag023G2818500	XP_009141382.1
OG0007684	Ag023G2820600	XP_009132992.1
OG0007685	Ag023G2824700	XP_009143740.1
OG0007686	Ag023G2825100	XP_009111887.1, XP_009151292.1
OG0007687	Ag023G2839100	XP_009141486.1, XP_009143666.1
OG0007688	Ag023G2844900	XP_009143633.1, XP_009133039.1, XP_009141508.1
OG0007689	Ag042G4397800, Ag023G2845600, Ag023G2845500, Ag034G3759800	XP_009148127.1
OG0007690	Ag023G2848000	XP_009133052.1
OG0007691	Ag023G2848200	XP_009133054.1, XP_009141529.1
OG0007692	Ag050G4741800	XP_009132805.1, XP_009137008.1
OG0007693	Ag050G4747800	XP_009108417.1, XP_009132578.1
OG0007694	Ag050G4754700, Ag050G4754600	XP_009132328.1
OG0007695	Ag050G4768100	XP_009108369.1, XP_009131946.1
OG0007696	Ag050G4771700	XP_009131743.1
OG0007697	Ag050G4774500	XP_009131633.1
OG0007698	Ag050G4782700	XP_009108350.2, XP_009137641.1, XP_009136901.1
OG0007699	Ag050G4783500	XP_009131264.1, XP_009136894.1
OG0007700	Ag050G4785800	XP_009131185.2, XP_009108348.1
OG0007701	Ag050G4790600	XP_009131074.1, XP_009136877.1
OG0007702	Ag050G4791000	XP_009136875.2, XP_018512318.1
OG0007703	Ag050G4793200	XP_033142013.1, XP_009130911.1
OG0007704	Ag050G4793500	XP_009130900.1
OG0007705	Ag050G4794200	XP_033144030.1, XP_009130831.2
OG0007706	Ag050G4797300	XP_033144195.1
OG0007707	Ag058G4994000	XP_009114359.1
OG0007708	Ag008G0936100, Ag008G0966200	XP_009136591.1, XP_009115791.1
OG0007709	Ag008G0936700, Ag008G0965600	XP_009136585.1
OG0007710	Ag008G0936800, Ag008G0965500	XP_009136584.1, XP_009149275.2
OG0007711	Ag008G0937500, Ag008G0964500, Ag008G0937600	XP_009115784.1, XP_009136581.1
OG0007712	Ag008G0942900	XP_009115760.1, XP_009136563.1
OG0007713	Ag008G0944100, Ag008G0944200	XP_018509755.1
OG0007714	Ag077G5316900, Ag033G3487900	XP_009109294.1, XP_009137240.1
OG0007715	Ag077G5320600, Ag033G3491800	XP_009137085.1, XP_009137356.1
OG0007716	Ag073G5264100, Ag051G4803600	XP_009127239.1, XP_018512633.1
OG0007717	Ag051G4804000	XP_009106753.1, XP_009127240.1
OG0007718	Ag051G4805300	XP_009127247.1
OG0007719	Ag051G4815100	XP_009127275.1, XP_009107247.1
OG0007720	Ag051G4816600	XP_009127310.1, XP_009107451.3
OG0007722	Ag034G3830500, Ag051G4828900	XP_033144703.1
OG0007723	Ag051G4829600	XP_009132685.1, XP_009127330.2
OG0007724	Ag044G4472700, Ag011G1209800	XP_009136183.1, XP_033131101.1
OG0007725	Ag044G4479900	XP_009102324.1
OG0007726	Ag044G4485100	XP_018511356.1, XP_009119404.1
OG0007727	Ag044G4487800	XP_009136283.1, XP_018510993.1
OG0007728	Ag044G4492800	XP_033132103.1, XP_009136298.1
OG0007729	Ag044G4494600	XP_009121209.1, XP_033134141.1
OG0007730	Ag044G4498000	XP_009136343.1, XP_009121197.2
OG0007731	Ag044G4500600	XP_009136361.1
OG0007732	Ag044G4504500	XP_009121145.1, XP_009150850.1
OG0007733	Ag052G4848700, Ag033G3475900	XP_009137694.1
OG0007734	Ag052G4842400, Ag033G3481700	XP_009137406.1, XP_009137519.2
OG0007735	Ag052G4841900, Ag033G3482000	XP_009137577.2, XP_033144434.1
OG0007736	Ag052G4838100, Ag033G3485100	XP_009137386.1, XP_009137352.1
OG0007737	Ag033G3491500	XP_009137060.1, XP_009108604.1
OG0007738	Ag033G3508100	XP_009137300.1, XP_009136467.1
OG0007739	Ag033G3509500	XP_033143987.1, XP_009136276.1
OG0007740	Ag039G4292400, Ag033G3513500	XP_009136100.1
OG0007741	Ag033G3519500	XP_009108566.2, XP_009135969.1
OG0007742	Ag033G3524900	XP_009135828.1, XP_009137252.1
OG0007743	Ag033G3528300	XP_033144984.1
OG0007744	Ag024G2896500	XP_009112864.1
OG0007745	Ag033G3560100	XP_009133332.1
OG0007746	Ag033G3568100	XP_009133425.1
OG0007747	Ag033G3571200	XP_009108461.1
OG0007748	Ag033G3577400	XP_009137141.1, XP_009108464.1, XP_009133589.1
OG0007750	Ag033G3578800	XP_009137142.1, XP_009133685.1
OG0007751	Ag033G3583200	XP_009133895.1
OG0007752	Ag033G3608900	XP_009134790.1, XP_033134042.1
OG0007753	Ag033G3615400	XP_009137205.2, XP_009135044.1
OG0007754	Ag033G3620600, Ag033G3621100, Ag033G3621000	XP_009135200.1
OG0007755	Ag033G3626500	XP_009131618.1, XP_009121038.2
OG0007756	Ag031G3157100, Ag033G3644700	XP_033131224.1, XP_009112325.3
OG0007757	Ag028G3079100, Ag026G2983000	XP_009134148.1
OG0007758	Ag028G3084300, Ag026G2979100	XP_009123676.1
OG0007759	Ag026G2977400, Ag028G3085900	XP_009123690.2
OG0007760	Ag031G3138900	XP_009124527.1, XP_009136767.1
OG0007761	Ag031G3141400, Ag067G5179000	XP_009123028.1, XP_033130672.1
OG0007762	Ag031G3143600	XP_033144813.1, XP_009145506.1
OG0007763	Ag031G3144200	XP_033133302.1, XP_009145457.2
OG0007764	Ag031G3144800	XP_009145362.1, XP_009108276.1
OG0007765	Ag031G3150300, Ag014G1857400	XP_009124836.1, XP_018514259.1
OG0007766	Ag031G3150700	XP_009148929.1, XP_009128941.1
OG0007767	Ag031G3154600	XP_009134610.1, XP_009147443.1
OG0007768	Ag031G3155600	XP_009125018.1, XP_009147435.1
OG0007769	Ag031G3155700	XP_009147433.2, XP_009125020.2
OG0007770	Ag031G3155900	XP_009147432.1
OG0007772	Ag031G3161700, Ag031G3161500	XP_009130567.1, XP_009112289.1
OG0007773	Ag031G3163100	XP_009138942.1, XP_009112294.1
OG0007774	Ag031G3163400	XP_009112298.1, XP_009103535.1
OG0007775	Ag017G2431900, Ag031G3166800	XP_009115820.1, XP_009149040.1
OG0007776	Ag017G2414700, Ag031G3171400, Ag017G2414800	XP_009116990.1, XP_009138647.1
OG0007777	Ag031G3172000	XP_009116986.1, XP_009138694.1
OG0007778	Ag031G3172700	XP_009138644.1, XP_009116985.1
OG0007779	Ag031G3175800	XP_033135535.1, XP_009138703.1
OG0007782	Ag031G3189800	XP_033146735.1, XP_009116896.1, XP_009104376.2
OG0007783	Ag031G3189900	XP_009104375.1, XP_009116895.1, XP_009138737.2
OG0007784	Ag031G3191200	XP_009116890.1, XP_009104368.1
OG0007785	Ag031G3191500	XP_009116885.1
OG0007786	Ag031G3195200	XP_009116861.1
OG0007787	Ag031G3199800	XP_009104347.1, XP_009116844.1
OG0007788	Ag031G3200300, Ag031G3200100	XP_009104342.1
OG0007789	Ag031G3204000	XP_009116828.1, XP_033130914.1
OG0007790	Ag031G3205700	XP_009104313.2
OG0007792	Ag031G3209900	XP_018513919.2, XP_009116796.1
OG0007793	Ag031G3210700	XP_009104298.1, XP_009116790.1
OG0007794	Ag031G3211100	XP_009138785.1
OG0007795	Ag031G3218000	XP_009116745.2, XP_009138822.2
OG0007796	Ag031G3219700, Ag031G3219600	XP_009138830.2
OG0007797	Ag031G3223400	XP_018508443.1, XP_009138837.2
OG0007798	Ag031G3226200	XP_009116697.1, XP_009138863.1
OG0007799	Ag031G3229100	XP_009116686.1, XP_009138871.1
OG0007800	Ag003G0353500	XP_009142963.1
OG0007800	Ag031G3235800	XP_033130970.1
OG0007801	Ag031G3236200	XP_033136061.1, XP_033130972.1
OG0007802	Ag031G3237100	XP_009104216.1, XP_009116635.1
OG0007803	Ag031G3241100	XP_009116620.1, XP_009138906.1
OG0007804	Ag031G3241400	XP_033145452.1, XP_009104211.1
OG0007805	Ag031G3243000	XP_009116599.1, XP_009104203.2
OG0007806	Ag003G0365600, Ag031G3244100	XP_009133598.1, XP_009142928.1
OG0007807	Ag031G3251500, Ag003G0372500	XP_009104183.1, XP_009116580.1
OG0007808	Ag031G3252400	XP_009104179.2, XP_009138930.1
OG0007809	Ag031G3258400	XP_033145456.1, XP_033136058.1
OG0007810	Ag031G3258500	XP_009142863.1
OG0007811	Ag031G3259900	XP_018510668.2, XP_009138936.1
OG0007812	Ag031G3260600	XP_009116551.1, XP_009138938.1
OG0007813	Ag031G3262200	XP_009116540.1, XP_009104155.1
OG0007814	Ag031G3281600	XP_033146061.1, XP_033131110.1
OG0007815	Ag031G3282200	XP_009134057.1
OG0007816	Ag031G3291400, Ag031G3291500	XP_009139017.1, XP_033136012.1
OG0007817	Ag031G3292000	XP_033131301.1, XP_009116470.2
OG0007818	Ag031G3293100	XP_033146475.1, XP_033136033.1
OG0007819	Ag031G3303700	XP_009104042.1, XP_009116421.1
OG0007820	Ag031G3306900	XP_009116403.1
OG0007821	Ag031G3307600, Ag031G3307200	XP_009116402.1, XP_009104036.1
OG0007822	Ag031G3320400	XP_009104005.1, XP_009116348.1
OG0007823	Ag031G3325900	XP_009116319.1
OG0007824	Ag043G4459100, Ag031G3327400	XP_009151638.1, XP_033140530.1
OG0007825	Ag031G3343000, Ag031G3328500	XP_009116248.1
OG0007826	Ag031G3329700	XP_009116300.1, XP_009139123.1
OG0007828	Ag031G3343800	XP_018513898.1, XP_009116239.1
OG0007829	Ag031G3364900	XP_033144182.1, XP_009116144.1
OG0007830	Ag031G3365500	XP_009116139.1
OG0007831	Ag031G3369100	XP_009139237.1, XP_033131980.1
OG0007832	Ag031G3369300	XP_009116130.1
OG0007833	Ag031G3370200	XP_009139245.1, XP_009116125.1
OG0007834	Ag031G3371800	XP_009116122.1, XP_009139246.1
OG0007835	Ag031G3372600	XP_009116120.1, XP_009103913.1
OG0007836	Ag031G3372700	XP_009116119.1
OG0007837	Ag031G3372900	XP_009116117.1, XP_009139249.1
OG0007838	Ag031G3377100	XP_009139265.1, XP_009116101.1
OG0007839	Ag034G3824700, Ag031G3382800	XP_009148586.1, XP_009110642.1
OG0007840	Ag031G3383600	XP_009103884.1, XP_009116085.1
OG0007841	Ag031G3385400, Ag039G4258500	XP_009116075.1, XP_033146228.1
OG0007842	Ag031G3387000	XP_009116059.2, XP_009139385.1
OG0007843	Ag031G3388900	XP_009116049.1, XP_009103868.2
OG0007844	Ag031G3399100	XP_009125249.1
OG0007845	Ag031G3405300	XP_009117152.2
OG0007846	Ag031G3412100	XP_009115970.1, XP_009148738.1
OG0007847	Ag020G2560900	XP_009127127.1, XP_033138219.1
OG0007849	Ag020G2567900	XP_009119903.1
OG0007850	Ag020G2570100	XP_009127162.1, XP_009119898.1
OG0007851	Ag020G2572300	XP_009132476.1
OG0007852	Ag020G2572700	XP_009132477.1, XP_009119885.1
OG0007853	Ag020G2575500	XP_033139994.1, XP_033137960.1
OG0007854	Ag020G2575900	XP_033137961.1, XP_033143121.1
OG0007855	Ag053G4871300, Ag025G2904800	XP_009136739.1
OG0007856	Ag029G3088600	XP_009102502.2, XP_009136076.1
OG0007857	Ag029G3095500	XP_009136080.1, XP_009102491.1
OG0007858	Ag029G3095800	XP_009112680.1, XP_009136081.1, XP_033131782.1
OG0007859	Ag029G3103600	XP_009136103.1, XP_009102430.1
OG0007860	Ag029G3109800	XP_009136131.1, XP_009102398.2
OG0007861	Ag029G3114700	XP_009136149.1
OG0007862	Ag029G3122500, Ag027G3036800	XP_009136187.1
OG0007863	Ag067G5174100	XP_009127490.1, XP_009105233.1
OG0007864	Ag067G5174400	XP_009127492.1, XP_009105236.2
OG0007865	Ag067G5176800	XP_009127513.1, XP_009105248.1
OG0007866	Ag067G5180100	XP_009105251.1
OG0007867	Ag067G5181700	XP_009127535.1
OG0007868	Ag067G5181800	XP_009127537.1, XP_009105259.1
OG0007869	Ag067G5184200	XP_033131513.1, XP_009127546.1
OG0007871	Ag038G4157500	XP_009129931.1
OG0007871	Ag067G5184900	XP_018508099.1
OG0007872	Ag067G5185400	XP_009105282.1
OG0007873	Ag067G5185900	XP_009105121.3, XP_009127554.1
OG0007874	Ag067G5186100	XP_009105283.1, XP_009105120.1
OG0007875	Ag067G5187100	XP_009105286.1, XP_009127556.1
OG0007876	Ag067G5189600	XP_009127566.1, XP_009105302.1
OG0007877	Ag067G5191500	XP_009105107.1, XP_009105312.1
OG0007878	Ag067G5192100	XP_009105320.1, XP_009127574.1
OG0007879	Ag067G5193300	XP_018511813.2, XP_018508310.1, XP_018508285.1
OG0007881	Ag067G5196800	XP_009105353.1, XP_009105069.1
OG0007882	Ag067G5201800, Ag067G5202200	XP_009105374.1
OG0007883	Ag067G5205200	XP_009105380.2, XP_009127624.2
OG0007884	Ag067G5205600	XP_009127627.1, XP_009105384.1
OG0007885	Ag042G4392000	XP_033129531.1, XP_009102240.1
OG0007886	Ag042G4392600, Ag016G2339600	XP_009113893.1, XP_033128234.1
OG0007887	Ag042G4396200, Ag042G4395700	XP_009114707.1
OG0007888	Ag042G4400300	XP_009150718.1, XP_009112562.1
OG0007889	Ag042G4411700	XP_009112597.1, XP_009103406.1
OG0007890	Ag042G4413500	XP_009129149.2
OG0007891	Ag042G4416300	XP_009102184.1, XP_009103394.1
OG0007892	Ag042G4427200	XP_009117527.2, XP_033131175.1
OG0007893	Ag039G4181500	XP_009142733.1, XP_009141976.1
OG0007894	Ag039G4182500	XP_009142729.1, XP_033144386.1
OG0007895	Ag039G4184200	XP_009142723.2
OG0007896	Ag039G4185900	XP_009141966.1, XP_009142721.1
OG0007897	Ag017G2424900, Ag039G4190200	XP_033134871.1, XP_009115859.2
OG0007900	Ag039G4199700	XP_009141916.1
OG0007901	Ag039G4202200	XP_009142693.1, XP_033144144.1, XP_009141907.1
OG0007902	Ag039G4215500	XP_033146931.1, XP_009133419.2
OG0007903	Ag039G4216500, Ag039G4216700	XP_009133414.1
OG0007904	Ag039G4216900	XP_009133411.2, XP_009143242.2
OG0007905	Ag039G4218700	XP_009133408.1, XP_009143254.2
OG0007906	Ag039G4220300	XP_009143263.1, XP_033146499.1
OG0007907	Ag039G4222400, Ag039G4221800, Ag036G4097600	XP_009127450.1
OG0007908	Ag039G4240000	XP_009143301.1, XP_033145119.1
OG0007909	Ag039G4241300	XP_009143309.1
OG0007910	Ag039G4246500	XP_033148184.1, XP_033148009.1, XP_009141801.1
OG0007911	Ag039G4246700	XP_033146416.1, XP_033148010.1
OG0007912	Ag039G4256700	XP_009133328.1
OG0007913	Ag039G4265600, Ag014G1859300	XP_009134916.1, XP_009124748.1
OG0007914	Ag039G4266800	XP_009133304.1, XP_009141769.1
OG0007915	Ag039G4267500	XP_009141765.1, XP_009133301.1
OG0007916	Ag039G4269700	XP_009143362.1
OG0007917	Ag039G4269800	XP_009133293.1, XP_009141763.1
OG0007918	Ag039G4270300	XP_009141762.1, NP_001288920.1
OG0007919	Ag039G4270400	XP_009133289.1
OG0007920	Ag039G4271500	XP_009143366.2
OG0007921	Ag039G4271800	XP_009109862.1
OG0007922	Ag039G4286100	XP_009141732.2, XP_009143399.1
OG0007923	Ag039G4288100	XP_009133240.1, XP_009143406.2
OG0007924	Ag039G4293100	XP_009133225.1, XP_009141713.1
OG0007925	Ag039G4295300	XP_009133213.1, XP_009141693.1
OG0007927	Ag039G4300100	XP_009141692.1, XP_009143452.1, XP_009133203.1
OG0007928	Ag039G4300700	XP_033146005.1, XP_033146947.1
OG0007929	Ag039G4302500	XP_009141681.1, XP_009143458.1
OG0007930	Ag039G4313300	XP_009133150.1, XP_009141655.1
OG0007931	Ag039G4319000	XP_009141637.1
OG0007932	Ag039G4321000	XP_009133117.1, XP_009141628.1
OG0007933	Ag039G4322600	XP_018512542.1, XP_009143528.1
OG0007934	Ag039G4326800	XP_009143540.1, XP_009143541.2
OG0007935	Ag066G5129000	XP_009133571.1
OG0007936	Ag034G3841200	XP_009114609.1
OG0007937	Ag066G5137300	XP_009101351.1
OG0007938	Ag066G5142200	XP_009114575.2, NP_001288972.1
OG0007939	Ag066G5142500	XP_009134302.2, XP_009114570.2
OG0007940	Ag066G5147400	XP_009134316.1
OG0007941	Ag030G3135700	XP_033134846.1, XP_033142106.1
OG0007942	Ag015G2181900	XP_009140282.1, XP_009117402.1
OG0007943	Ag011G1047800, Ag015G2186600	XP_009140308.1, XP_009117365.1
OG0007944	Ag015G2189500	XP_009140324.2, XP_009117347.2
OG0007945	Ag015G2191700	XP_009140350.1, XP_009112531.1
OG0007946	Ag015G2193700	XP_018514207.1, XP_033134504.1
OG0007947	Ag015G2194000	XP_009112510.1, XP_009140367.1
OG0007948	Ag015G2195100	XP_009140383.1, XP_009117337.1
OG0007949	Ag025G2950000, Ag015G2196400	XP_009103006.1
OG0007950	Ag015G2196800	XP_009117331.1, XP_009140388.1
OG0007951	Ag015G2197400	XP_033145394.1
OG0007952	Ag015G2197500	XP_009117320.1
OG0007953	Ag015G2198500	XP_009117298.1
OG0007955	Ag015G2199300	XP_009140461.1, XP_009117285.1
OG0007956	Ag015G2200600	XP_009133989.1, XP_009117265.1
OG0007957	Ag015G2201100	XP_009117260.1, XP_009140513.2
OG0007958	Ag015G2203200	XP_009117246.1, XP_033146394.1
OG0007959	Ag015G2208700	XP_009117037.1, XP_009140721.1
OG0007960	Ag015G2210700	XP_009140680.1, XP_009117051.1
OG0007961	Ag015G2218400	XP_009117027.1, XP_009140735.2
OG0007962	Ag015G2220500	XP_009140553.1, XP_033136697.1
OG0007963	Ag015G2221100	XP_033136672.1, XP_009133963.2
OG0007964	Ag015G2229900	XP_009137457.1, XP_009138224.1
OG0007965	Ag015G2230700	XP_009138216.2, XP_009109246.1
