Orthogroup	Alyssum_gmelinii	Conringia_planisiliqua
OG0009084	Ag022G2739000	CP8_g54643_DN3_SP8_c.t1
OG0009085	Ag022G2741900	CP11_g33490_DN2_SP0_c.t1
OG0009086	Ag022G2742900	CP11_g33497_DN3_SP8_c.t1
OG0009087	Ag022G2744200	CP11_g33503_DN3_SP0_c.t1
OG0009088	Ag022G2745200	CP11_g33511_DN3_SP5_c.t1
OG0009089	Ag022G2745600	CP11_g33514_DN3_SP8_c.t1
OG0009090	Ag022G2746200	CP11_g33516_DN3_SP8_c.t1
OG0009091	Ag015G2212700, Ag022G2748100	CP8_g52962_DN3_SP8_c.t1
OG0009092	Ag022G2748900	CP11_g33521_DN3_SP3_c.t1
OG0009093	Ag022G2752400	CP11_g33538_DN3_SP8_c.t1
OG0009094	Ag022G2752600	CP11_g33539_DN3_SP8_c.t1
OG0009096	Ag022G2758400	CP11_g33569_DN3_SP0_c.t1
OG0009097	Ag022G2760100	CP11_g33575_DN3_SP0_c.t1
OG0009098	Ag022G2766700	CP11_g33593_DN3_SP1_c.t1
OG0009100	Ag022G2772700	CP11_g33626_DN3_SP0_c.t1
OG0009101	Ag022G2774100	CP11_g33639_DN3_SP0_c.t1
OG0009102	Ag022G2777300	CP11_g33651_DN3_SP8_c.t1
OG0009103	Ag022G2778400	CP11_g33661_DN3_SP7_c.t1
OG0009104	Ag022G2781400	CP11_g33673_DN2_SP2_c.t1
OG0009105	Ag022G2790300	CP11_g33728_DN3_SP5_c.t1
OG0009106	Ag022G2791000	CP11_g33734_DN1_SP0_c.t1
OG0009107	Ag022G2791800	CP11_g33741_DN3_SP8_c.t1
OG0009108	Ag022G2792900	CP11_g33746_DN3_SP0_c.t1
OG0009110	Ag022G2794300	CP11_g33748_DN1_SP0_c.t1
OG0009111	Ag022G2796500	CP11_g33770_DN3_SP8_c.t1
OG0009112	Ag075G5282800	CP5_g1353_DN3_SP8_c.t1
OG0009113	Ag075G5289100	CP5_g1329_DN3_SP0_c.t1
OG0009114	Ag075G5289200	CP5_g1328_DN3_SP8_c.t1
OG0009115	Ag075G5293100	CP19_g17937_DN3_SP0_c.t1
OG0009116	Ag075G5293500	CP19_g17931_DN3_SP0_c.t1
OG0009117	Ag075G5294500	CP19_g17919_DN3_SP3_c.t1
OG0009118	Ag075G5294700	CP19_g17917_DN3_SP3_c.t1
OG0009119	Ag075G5302000	CP5_g2685_DN3_SP0_c.t1
OG0009120	Ag075G5307200	CP19_g17831_DN3_SP8_c.t1
OG0009122	Ag048G4554700	CP9_g29727_DN3_SP8_c.t1
OG0009123	Ag033G3584100, Ag048G4555200	CP9_g29730_DN3_SP0_c.t1
OG0009124	Ag048G4556900	CP9_g29737_DN2_SP0_c.t1
OG0009126	Ag048G4560700, Ag048G4560600	CP9_g29708_DN3_SP0_c.t1
OG0009127	Ag048G4561400	CP9_g29706_DN3_SP0_c.t1
OG0009128	Ag048G4561700	CP9_g29704_DN2_SP0_c.t1
OG0009129	Ag048G4562100, Ag023G2823100	CP9_g29699_DN3_SP0_c.t1
OG0009130	Ag048G4562600	CP9_g29692_DN3_SP6_c.t1
OG0009131	Ag048G4564100	CP9_g29681_DN3_SP8_c.t1
OG0009132	Ag048G4569200	CP9_g29660_DN3_SP8_c.t1
OG0009133	Ag048G4569900	CP2_g50693_DN1_SP0_c.t1
OG0009134	Ag048G4572400, Ag048G4572100	CP9_g29647_DN3_SP0_c.t1
OG0009135	Ag048G4572500	CP9_g29645_DN3_SP8_c.t1
OG0009136	Ag048G4577600, Ag011G1251400	CP9_g29632_DN3_SP7_c.t1
OG0009137	Ag048G4578700	CP9_g29624_DN3_SP6_c.t1
OG0009138	Ag048G4580900	CP9_g29613_DN3_SP8_c.t1
OG0009139	Ag048G4581200	CP9_g29610_DN3_SP0_c.t1
OG0009140	Ag048G4583000	CP9_g29607_DN3_SP8_c.t1
OG0009141	Ag048G4587300	CP9_g29584_DN3_SP4_c.t1
OG0009142	Ag048G4592300	CP9_g29550_DN3_SP2_c.t1
OG0009143	Ag048G4595300	CP9_g29534_DN3_SP8_c.t1
OG0009144	Ag048G4598300	CP9_g29515_DN3_SP6_c.t1
OG0009145	Ag048G4602700, Ag048G4602600	CP9_g29508_DN3_SP0_c.t1
OG0009146	Ag048G4605700	CP9_g29496_DN3_SP8_c.t1
OG0009147	Ag048G4612200	CP9_g29480_DN3_SP8_c.t1
OG0009148	Ag048G4612800	CP9_g29477_DN3_SP0_c.t1
OG0009150	Ag048G4619500	CP5_g2288_DN1_SP0_c.t1, CP9_g29451_DN3_SP0_c.t1
OG0009151	Ag048G4620800	CP9_g29446_DN3_SP5_c.t1
OG0009152	Ag048G4623800	CP9_g29426_DN3_SP0_c.t1
OG0009153	Ag048G4624700	CP3_g15568_DN3_SP0_c.t1
OG0009154	Ag048G4627000	CP9_g29417_DN3_SP8_c.t1
OG0009155	Ag048G4631400	CP9_g29411_DN3_SP8_c.t1
OG0009156	Ag048G4641500	CP9_g29383_DN3_SP0_c.t1
OG0009157	Ag048G4641600	CP9_g29382_DN3_SP1_c.t1
OG0009158	Ag048G4645200	CP9_g29371_DN3_SP1_c.t1
OG0009160	Ag048G4647200	CP9_g29354_DN3_SP8_c.t1
OG0009161	Ag048G4648400	CP9_g29345_DN3_SP8_c.t1
OG0009162	Ag048G4650000	CP9_g29338_DN3_SP8_c.t1
OG0009163	Ag048G4660400	CP9_g29292_DN3_SP8_c.t1
OG0009164	Ag048G4662200	CP9_g29287_DN3_SP6_c.t1
OG0009165	Ag048G4669100	CP9_g29274_DN3_SP8_c.t1
OG0009166	Ag048G4677200	CP9_g29258_DN3_SP8_c.t1
OG0009167	Ag048G4679200	CP7_g46355_DN3_SP0_c.t1, CP1_g39813_DN2_SP0_c.t1
OG0009168	Ag002G0214300, Ag014G1977000, Ag048G4680600	CP10_g43360_DN3_SP0_c.t1
OG0009169	Ag048G4681700	CP9_g29243_DN3_SP4_c.t1
OG0009170	Ag048G4685500	CP9_g29237_DN3_SP0_c.t1
OG0009171	Ag048G4696700	CP9_g29210_DN3_SP8_c.t1
OG0009172	Ag048G4709200, Ag026G2977500, Ag039G4228700	CP15_g35790_DN3_SP0_c.t1
OG0009173	Ag048G4711600	CP9_g29171_DN3_SP1_c.t1
OG0009174	Ag048G4715100	CP9_g29163_DN2_SP2_c.t1
OG0009175	Ag048G4715800	CP9_g29158_DN3_SP8_c.t1
OG0009176	Ag040G4344200	CP10_g43786_DN3_SP0_c.t1
OG0009177	Ag040G4344700	CP10_g43783_DN3_SP7_c.t1
OG0009178	Ag040G4345900	CP10_g43770_DN3_SP8_c.t1
OG0009179	Ag040G4351100	CP10_g43730_DN3_SP8_c.t1
OG0009180	Ag049G4725700	CP3_g14386_DN3_SP1_c.t1
OG0009181	Ag049G4731200	CP8_g53428_DN3_SP8_c.t1
OG0009182	Ag049G4731900	CP8_g53427_DN3_SP8_c.t1
OG0009183	Ag049G4732900	CP8_g53424_DN3_SP6_c.t1
OG0009184	Ag032G3419100	CP7_g46475_DN3_SP6_c.t1
OG0009185	Ag032G3423300	CP7_g46450_DN3_SP8_c.t1
OG0009186	Ag032G3425400	CP7_g46443_DN3_SP1_c.t1
OG0009187	Ag032G3426100	CP27_g41943_DN2_SP0_c.t1, CP7_g46434_DN3_SP7_c.t1
OG0009188	Ag032G3428200	CP7_g46417_DN3_SP2_c.t1
OG0009189	Ag032G3444300, Ag032G3436700	CP7_g46382_DN3_SP8_c.t1
OG0009190	Ag032G3438400	CP7_g46374_DN3_SP0_c.t1
OG0009191	Ag032G3449100	CP7_g46322_DN3_SP3_c.t1
OG0009192	Ag032G3457400	CP7_g46300_DN3_SP1_c.t1
OG0009193	Ag032G3457700	CP7_g46298_DN3_SP8_c.t1
OG0009194	Ag032G3458000	CP7_g46296_DN3_SP8_c.t1
OG0009195	Ag032G3464000	CP7_g46279_DN2_SP0_c.t1
OG0009196	Ag032G3467500	CP7_g46272_DN3_SP7_c.t1
OG0009197	Ag032G3467700	CP7_g46270_DN3_SP8_c.t1
OG0009198	Ag032G3467900	CP7_g46265_DN3_SP2_c.t1
OG0009199	Ag032G3469100	CP9_g28426_DN3_SP1_c.t1
OG0009200	Ag032G3472300	CP7_g46240_DN3_SP3_c.t1
OG0009201	Ag054G4877000	CP4_g25141_DN2_SP0_c.t1
OG0009202	Ag054G4878000	CP4_g25136_DN2_SP0_c.t1
OG0009203	Ag054G4880700	CP4_g25126_DN3_SP8_c.t1
OG0009204	Ag054G4881900, Ag038G4159600	CP4_g25123_DN3_SP8_c.t1
OG0009205	Ag054G4888700	CP4_g25094_DN2_SP0_c.t1
OG0009206	Ag054G4892100, Ag033G3526900	CP19_g18015_DN3_SP8_c.t1
OG0009207	Ag054G4897500	CP4_g25058_DN3_SP8_c.t1
OG0009209	Ag009G0976900, Ag041G4359100	CP3_g14949_DN3_SP6_c.t1
OG0009210	Ag041G4360700, Ag009G0975300	CP3_g15138_DN3_SP7_c.t1
OG0009211	Ag041G4363800, Ag009G0970400	CP13_g19147_DN3_SP0_c.t1
OG0009212	Ag041G4369600, Ag076G5309500	CP8_g53007_DN3_SP5_c.t1
OG0009213	Ag041G4376800	CP8_g52603_DN3_SP8_c.t1
OG0009214	Ag082G5406200	CP8_g53257_DN1_SP0_c.t1
OG0009215	Ag007G0858000	CP5_g2057_DN3_SP1_c.t1
OG0009216	Ag007G0861000	CP4_g25388_DN3_SP2_c.t1
OG0009218	Ag007G0866000	CP6_g9598_DN3_SP1_c.t1
OG0009219	Ag007G0866800	CP6_g8658_DN3_SP8_c.t1
OG0009220	Ag007G0882200	CP6_g8022_DN3_SP2_c.t1
OG0009221	Ag007G0893400	CP6_g7548_DN3_SP0_c.t1, CP6_g7521_DN1_SP0_c.t1
OG0009222	Ag007G0893500	CP6_g7547_DN3_SP8_c.t1
OG0009223	Ag063G5086000	CP5_g207_DN3_SP8_c.t1
OG0009224	Ag007G0906700	CP6_g7449_DN3_SP5_c.t1
OG0009225	Ag007G0907600	CP6_g7445_DN3_SP3_c.t1
OG0009226	Ag007G0914700	CP6_g7392_DN3_SP8_c.t1
OG0009227	Ag007G0916500	CP6_g7383_DN3_SP7_c.t1
OG0009228	Ag007G0919900	CP6_g7352_DN3_SP8_c.t1
OG0009229	Ag007G0921400	CP6_g7340_DN3_SP8_c.t1
OG0009231	Ag078G5333700	CP9_g28936_DN2_SP8_c.t1
OG0009232	Ag078G5335300	CP9_g28941_DN3_SP0_c.t1
OG0009233	Ag078G5339100	CP9_g28948_DN3_SP2_c.t1
OG0009234	Ag078G5345400	CP9_g28981_DN3_SP7_c.t1
OG0009235	Ag078G5349900	CP9_g28986_DN3_SP5_c.t1
OG0009236	Ag078G5354000	CP9_g29003_DN3_SP8_c.t1
OG0009237	Ag078G5360600	CP9_g29021_DN3_SP4_c.t1
OG0009238	Ag078G5363700	CP9_g29029_DN3_SP8_c.t1
OG0009239	Ag078G5369700	CP9_g29052_DN3_SP0_c.t1
OG0009240	Ag078G5370000	CP9_g29053_DN3_SP2_c.t1
OG0009241	Ag078G5376900	CP2_g48720_DN3_SP1_c.t1
OG0009242	Ag078G5378600	CP9_g29067_DN3_SP8_c.t1
OG0009243	Ag078G5380000	CP9_g29076_DN3_SP0_c.t1
OG0009244	Ag056G4935200	CP9_g28442_DN3_SP2_c.t1
OG0009245	Ag056G4941400	CP9_g28470_DN3_SP8_c.t1
OG0009246	Ag056G4944000	CP9_g28483_DN3_SP7_c.t1
OG0009247	Ag056G4944700	CP9_g28491_DN3_SP8_c.t1
OG0009248	Ag056G4948900	CP9_g28517_DN3_SP2_c.t1
OG0009249	Ag045G4507500	CP5_g1147_DN3_SP8_c.t1
OG0009250	Ag045G4511500	CP5_g1132_DN3_SP2_c.t1
OG0009251	Ag045G4512000	CP5_g1130_DN2_SP4_c.t1
OG0009252	Ag045G4514200	CP5_g1121_DN3_SP5_c.t1
OG0009253	Ag045G4516200	CP5_g1111_DN3_SP8_c.t1
OG0009254	Ag045G4518700	CP5_g1098_DN3_SP2_c.t1
OG0009255	Ag092G5457300	CP8_g53280_DN3_SP8_c.t1
OG0009256	Ag063G5084500, Ag002G0108900	CP2_g48897_DN3_SP8_c.t1
OG0009257	Ag063G5085100, Ag002G0108300	CP2_g48896_DN3_SP6_c.t1
OG0009258	Ag063G5090200, Ag002G0102600	CP2_g48883_DN3_SP6_c.t1
OG0009259	Ag071G5237700	CP5_g1455_DN3_SP0_c.t1
OG0009260	Ag071G5242900	CP13_g19204_DN3_SP2_c.t1
OG0009261	Ag071G5246300	CP5_g1396_DN3_SP0_c.t1
OG0009262	Ag071G5246500	CP5_g1394_DN3_SP1_c.t1
OG0009263	Ag071G5246900	CP5_g1393_DN3_SP8_c.t1
OG0009264	Ag012G1273900	CP8_g52961_DN3_SP7_c.t1
OG0009266	Ag012G1296400	CP13_g19231_DN2_SP8_c.t1
OG0009267	Ag012G1297900	CP13_g19237_DN3_SP0_c.t1
OG0009268	Ag012G1300000	CP13_g19244_DN3_SP5_c.t1
OG0009269	Ag012G1302100, Ag003G0294200	CP4_g24001_DN3_SP3_c.t1
OG0009270	Ag012G1303500	CP13_g19247_DN3_SP1_c.t1
OG0009271	Ag012G1307600	CP13_g19270_DN3_SP6_c.t1
OG0009272	Ag012G1314100	CP13_g19311_DN3_SP8_c.t1
OG0009273	Ag012G1316000	CP13_g19313_DN3_SP8_c.t1
OG0009274	Ag012G1316100	CP13_g19314_DN3_SP2_c.t1
OG0009276	Ag012G1316900	CP13_g19318_DN3_SP5_c.t1
OG0009277	Ag012G1317100	CP13_g19320_DN3_SP2_c.t1
OG0009278	Ag012G1317300	CP13_g19322_DN3_SP2_c.t1
OG0009279	Ag012G1320000	CP13_g19335_DN3_SP1_c.t1
OG0009280	Ag012G1321600	CP13_g19346_DN3_SP8_c.t1
OG0009281	Ag002G0153100, Ag012G1324800	CP13_g19366_DN3_SP3_c.t1
OG0009282	Ag012G1325200	CP13_g19367_DN3_SP1_c.t1
OG0009283	Ag012G1325300	CP13_g19368_DN3_SP8_c.t1
OG0009284	Ag012G1331300	CP13_g19412_DN3_SP0_c.t1
OG0009285	Ag012G1332200	CP13_g19413_DN3_SP6_c.t1
OG0009286	Ag012G1334500	CP13_g19422_DN3_SP3_c.t1
OG0009287	Ag012G1338500	CP8_g52599_DN1_SP0_c.t1
OG0009288	Ag012G1338800	CP13_g19439_DN3_SP8_c.t1
OG0009289	Ag057G4952000	CP8_g52931_DN3_SP1_c.t1
OG0009290	Ag057G4964000	CP9_g28545_DN3_SP7_c.t1
OG0009291	Ag057G4966600	CP9_g28530_DN3_SP8_c.t1
OG0009292	Ag006G0793700, Ag058G4992800	CP22_g17633_DN3_SP4_c.t1
OG0009293	Ag006G0805300, Ag058G4977800	CP13_g19920_DN3_SP8_c.t1
OG0009294	Ag058G4970300, Ag006G0812300	CP13_g19930_DN3_SP2_c.t1
OG0009295	Ag006G0818000	CP2_g48778_DN3_SP8_c.t1
OG0009296	Ag006G0818800	CP13_g19945_DN3_SP0_c.t1
OG0009297	Ag024G2889500, Ag024G2889700, Ag024G2889300, Ag024G2889100, Ag006G0819200	CP13_g19946_DN3_SP1_c.t1
OG0009298	Ag006G0833500	CP13_g19994_DN3_SP0_c.t1
OG0009299	Ag019G2500700, Ag006G0839000	CP9_g28298_DN3_SP0_c.t1, CP9_g28305_DN3_SP0_c.t1
OG0009300	Ag006G0840200	CP13_g20049_DN3_SP3_c.t1
OG0009301	Ag006G0842400	CP13_g20057_DN3_SP8_c.t1
OG0009302	Ag001G0008500	CP1_g38131_DN3_SP2_c.t1
OG0009303	Ag001G0024900	CP1_g38087_DN3_SP8_c.t1
OG0009304	Ag001G0025900	CP1_g38082_DN3_SP7_c.t1
OG0009305	Ag001G0029400, Ag001G0029500	CP1_g38076_DN3_SP7_c.t1
OG0009306	Ag001G0030300	CP1_g38072_DN3_SP8_c.t1
OG0009307	Ag001G0041300, Ag001G0041200, Ag034G3881700	CP1_g37833_DN3_SP0_c.t1
OG0009309	Ag001G0062800	CP1_g37957_DN3_SP0_c.t1
OG0009310	Ag001G0063300	CP1_g37954_DN3_SP8_c.t1
OG0009311	Ag001G0067800	CP1_g37929_DN3_SP8_c.t1
OG0009312	Ag001G0080900	CP1_g37869_DN2_SP4_c.t1
OG0009313	Ag001G0081100	CP1_g37867_DN3_SP8_c.t1
OG0009314	Ag001G0082800	CP1_g37859_DN3_SP3_c.t1
OG0009315	Ag001G0089500	CP7_g46218_DN3_SP8_c.t1
OG0009316	Ag023G2801800	CP13_g20444_DN3_SP8_c.t1
OG0009317	Ag023G2807000	CP4_g25387_DN3_SP1_c.t1
OG0009319	Ag023G2810200	CP4_g25359_DN3_SP7_c.t1
OG0009320	Ag023G2813100	CP4_g25343_DN3_SP2_c.t1
OG0009321	Ag019G2503300, Ag019G2502900, Ag023G2813900	CP4_g25337_DN3_SP6_c.t1
OG0009323	Ag034G3838200, Ag023G2819600	CP4_g25290_DN2_SP0_c.t1
OG0009324	Ag023G2820200	CP4_g25287_DN3_SP0_c.t1
OG0009325	Ag023G2821400	CP4_g25278_DN3_SP5_c.t1
OG0009326	Ag023G2822000	CP4_g25276_DN3_SP8_c.t1
OG0009327	Ag023G2824400	CP4_g25267_DN3_SP1_c.t1
OG0009328	Ag023G2825900	CP4_g25259_DN3_SP2_c.t1
OG0009329	Ag023G2827000	CP4_g25256_DN3_SP6_c.t1
OG0009330	Ag023G2828200	CP4_g25251_DN3_SP0_c.t1
OG0009331	Ag023G2833200	CP4_g25227_DN3_SP8_c.t1
OG0009332	Ag023G2835000	CP4_g25217_DN3_SP7_c.t1
OG0009333	Ag023G2837500	CP4_g25202_DN3_SP0_c.t1
OG0009334	Ag023G2843100	CP4_g25179_DN3_SP8_c.t1
OG0009335	Ag023G2843600	CP4_g25176_DN3_SP8_c.t1
OG0009336	Ag023G2846400	CP4_g25163_DN1_SP1_c.t1
OG0009337	Ag023G2847000	CP4_g25160_DN3_SP1_c.t1
OG0009338	Ag023G2847200	CP4_g25158_DN3_SP8_c.t1
OG0009339	Ag050G4742100	CP6_g6872_DN3_SP8_c.t1
OG0009340	Ag050G4743800	CP6_g8329_DN3_SP6_c.t1
OG0009341	Ag050G4748800	CP6_g6893_DN3_SP2_c.t1
OG0009342	Ag050G4753500	CP6_g6919_DN3_SP8_c.t1
OG0009343	Ag050G4756400	CP6_g6908_DN3_SP7_c.t1
OG0009344	Ag050G4756800	CP6_g6906_DN3_SP8_c.t1
OG0009345	Ag050G4783200	CP6_g7021_DN3_SP7_c.t1
OG0009346	Ag050G4785900	CP6_g7030_DN3_SP3_c.t1
OG0009347	Ag050G4791100	CP6_g7045_DN2_SP0_c.t1
OG0009348	Ag050G4791200	CP6_g7046_DN3_SP7_c.t1
OG0009349	Ag050G4794000	CP6_g7065_DN3_SP4_c.t1
OG0009350	Ag050G4798500	CP6_g7108_DN3_SP8_c.t1
OG0009351	Ag050G4798700	CP6_g7113_DN3_SP2_c.t1
OG0009352	Ag050G4798900	CP6_g7115_DN3_SP6_c.t1
OG0009354	Ag024G2894800, Ag008G0962800	CP3_g14273_DN3_SP0_c.t1
OG0009355	Ag008G0941700	CP3_g14285_DN2_SP0_c.t1
OG0009357	Ag008G0944900	CP3_g14300_DN3_SP7_c.t1
OG0009359	Ag008G0952100	CP3_g14320_DN3_SP8_c.t1
OG0009360	Ag008G0952500	CP3_g14322_DN3_SP8_c.t1
OG0009361	Ag008G0953700	CP3_g14333_DN3_SP2_c.t1
OG0009362	Ag008G0953900	CP3_g14335_DN3_SP0_c.t1
OG0009364	Ag051G4819600, Ag051G4800500	CP8_g52627_DN3_SP8_c.t1
OG0009365	Ag051G4805100	CP8_g53190_DN3_SP8_c.t1
OG0009366	Ag051G4807500	CP8_g53176_DN3_SP6_c.t1
OG0009367	Ag051G4810100	CP8_g53123_DN3_SP8_c.t1
OG0009368	Ag051G4817200	CP8_g53042_DN3_SP7_c.t1
OG0009369	Ag051G4826200	CP3_g16613_DN3_SP5_c.t1
OG0009370	Ag044G4473400	CP15_g35789_DN3_SP0_c.t1
OG0009371	Ag044G4477800	CP15_g34895_DN3_SP8_c.t1
OG0009372	Ag044G4484700	CP10_g44077_DN1_SP0_c.t1
OG0009373	Ag044G4485700	CP10_g44041_DN3_SP8_c.t1
OG0009374	Ag044G4486200	CP10_g44036_DN3_SP0_c.t1
OG0009375	Ag044G4490200	CP10_g43989_DN3_SP0_c.t1
OG0009376	Ag044G4496200	CP10_g43892_DN3_SP1_c.t1
OG0009377	Ag044G4502500, Ag031G3185600	CP3_g13156_DN3_SP7_c.t1
OG0009378	Ag044G4503900	CP10_g43832_DN3_SP4_c.t1
OG0009379	Ag044G4504600	CP10_g43825_DN3_SP3_c.t1
OG0009380	Ag033G3476100, Ag052G4848600	CP19_g18244_DN3_SP4_c.t1
OG0009381	Ag033G3477500, Ag052G4845900	CP19_g18247_DN3_SP8_c.t1
OG0009382	Ag033G3480600	CP19_g18267_DN3_SP3_c.t1, CP4_g26462_DN2_SP0_c.t1
OG0009383	Ag033G3481300, Ag052G4842700	CP19_g18263_DN3_SP0_c.t1, CP19_g18264_DN3_SP0_c.t1
OG0009384	Ag033G3504700	CP19_g18370_DN3_SP8_c.t1
OG0009385	Ag033G3505200	CP19_g18372_DN3_SP0_c.t1
OG0009386	Ag033G3513700	CP19_g18403_DN3_SP2_c.t1
OG0009387	Ag033G3517400	CP19_g18421_DN3_SP0_c.t1
OG0009388	Ag033G3524800	CP19_g18444_DN3_SP1_c.t1
OG0009389	Ag033G3533700	CP19_g18463_DN3_SP8_c.t1
OG0009390	Ag033G3540500	CP19_g17838_DN3_SP7_c.t1
OG0009391	Ag033G3544900, Ag033G3545000, Ag033G3545100	CP19_g18483_DN3_SP0_c.t1
OG0009392	Ag033G3566600	CP19_g17849_DN3_SP8_c.t1
OG0009393	Ag033G3567500	CP6_g6824_DN3_SP0_c.t1
OG0009394	Ag033G3572400	CP6_g6809_DN3_SP0_c.t1
OG0009395	Ag033G3577600, Ag061G5037700, Ag033G3578000, Ag033G3578300	CP6_g6802_DN3_SP3_c.t1
OG0009396	Ag033G3581900	CP6_g6789_DN3_SP1_c.t1
OG0009397	Ag033G3582000	CP6_g6788_DN3_SP8_c.t1
OG0009398	Ag033G3583600	CP6_g6782_DN3_SP0_c.t1
OG0009399	Ag033G3586900	CP3_g14926_DN3_SP0_c.t1
OG0009400	Ag033G3593900, Ag034G3911300	CP7_g46049_DN3_SP8_c.t1
OG0009401	Ag033G3597800	CP6_g6751_DN3_SP0_c.t1
OG0009403	Ag033G3604500	CP6_g6724_DN3_SP1_c.t1
OG0009404	Ag033G3611500	CP13_g19511_DN3_SP7_c.t1
OG0009405	Ag033G3612400	CP6_g6701_DN3_SP4_c.t1
OG0009406	Ag033G3619600	CP12_g29821_DN3_SP4_c.t1
OG0009407	Ag028G3084200, Ag026G2979500	CP13_g19292_DN1_SP0_c.t1
OG0009408	Ag031G3137900	CP6_g7218_DN3_SP4_c.t1
OG0009409	Ag031G3139100	CP6_g7200_DN3_SP7_c.t1
OG0009410	Ag031G3140000	CP6_g7188_DN3_SP0_c.t1
OG0009411	Ag031G3140500	CP6_g7180_DN3_SP0_c.t1
OG0009412	Ag031G3142100	CP6_g7172_DN3_SP8_c.t1
OG0009413	Ag031G3143000	CP6_g7166_DN3_SP4_c.t1
OG0009414	Ag031G3146400	CP6_g7137_DN3_SP8_c.t1
OG0009416	Ag031G3151900	CP10_g42117_DN3_SP8_c.t1
OG0009417	Ag031G3152900	CP10_g42129_DN3_SP7_c.t1
OG0009419	Ag031G3155500	CP10_g42149_DN3_SP7_c.t1
OG0009421	Ag031G3157200	CP2_g47592_DN3_SP8_c.t1
OG0009422	Ag031G3159900	CP2_g47568_DN3_SP7_c.t1
OG0009423	Ag031G3160000	CP2_g47567_DN3_SP5_c.t1
OG0009425	Ag031G3160300, Ag031G3160400	CP2_g47564_DN3_SP0_c.t1
OG0009426	Ag031G3164600	CP2_g47541_DN3_SP8_c.t1
OG0009427	Ag031G3165100	CP2_g47537_DN3_SP1_c.t1
OG0009428	Ag031G3171300	CP3_g13073_DN3_SP7_c.t1
OG0009429	Ag031G3171600	CP3_g13076_DN3_SP8_c.t1
OG0009430	Ag031G3173400	CP3_g13090_DN1_SP0_c.t1
OG0009432	Ag031G3176000	CP3_g13110_DN2_SP1_c.t1
OG0009433	Ag031G3183200	CP3_g13150_DN3_SP0_c.t1
OG0009434	Ag031G3183400	CP3_g13152_DN3_SP2_c.t1
OG0009435	Ag031G3188100	CP3_g13160_DN3_SP5_c.t1
OG0009436	Ag031G3194800	CP3_g13194_DN3_SP5_c.t1
OG0009437	Ag031G3195100	CP3_g13197_DN3_SP0_c.t1
OG0009438	Ag014G1834700, Ag014G1834300	CP10_g42536_DN3_SP0_c.t1
OG0009439	Ag031G3197400	CP3_g13207_DN1_SP5_c.t1
OG0009440	Ag031G3197600	CP3_g13209_DN3_SP2_c.t1
OG0009441	Ag031G3203000	CP3_g13229_DN3_SP2_c.t1
OG0009442	Ag031G3209100	CP3_g13265_DN3_SP0_c.t1
OG0009443	Ag039G4283800, Ag031G3209400	CP4_g25332_DN3_SP0_c.t1
OG0009444	Ag031G3211400	CP3_g13281_DN3_SP0_c.t1, CP3_g13277_DN3_SP2_c.t1
OG0009445	Ag031G3213400	CP3_g13291_DN3_SP8_c.t1
OG0009446	Ag031G3214000	CP3_g13296_DN3_SP4_c.t1
OG0009447	Ag031G3217900	CP3_g13325_DN3_SP5_c.t1
OG0009448	Ag031G3219000	CP3_g13331_DN2_SP0_c.t1
OG0009449	Ag031G3220100	CP3_g13336_DN3_SP3_c.t1
OG0009450	Ag031G3220400	CP3_g13337_DN3_SP7_c.t1
OG0009451	Ag031G3220900	CP3_g13341_DN3_SP1_c.t1
OG0009452	Ag031G3221700	CP3_g13343_DN3_SP1_c.t1
OG0009453	Ag031G3232200	CP3_g13393_DN3_SP0_c.t1
OG0009454	Ag031G3241900	CP3_g13440_DN3_SP8_c.t1
OG0009455	Ag031G3242300	CP3_g13442_DN3_SP8_c.t1
OG0009457	Ag031G3244600	CP3_g13453_DN3_SP8_c.t1
OG0009458	Ag031G3245500	CP3_g13456_DN3_SP1_c.t1
OG0009459	Ag031G3254700	CP3_g13472_DN3_SP6_c.t1
OG0009460	Ag031G3258800	CP3_g13477_DN3_SP8_c.t1
OG0009461	Ag031G3260500	CP3_g13484_DN3_SP0_c.t1
OG0009462	Ag031G3262100	CP3_g13492_DN3_SP8_c.t1
OG0009463	Ag031G3265500	CP3_g13502_DN3_SP2_c.t1
OG0009464	Ag031G3266600	CP3_g13513_DN3_SP6_c.t1
OG0009465	Ag031G3281100	CP3_g13521_DN3_SP3_c.t1
OG0009466	Ag031G3282000	CP3_g13528_DN3_SP8_c.t1
OG0009467	Ag031G3284700	CP3_g13549_DN3_SP0_c.t1
OG0009468	Ag031G3287400	CP3_g13565_DN3_SP0_c.t1
OG0009470	Ag031G3304200	CP3_g13634_DN3_SP0_c.t1
OG0009471	Ag031G3305300	CP3_g13641_DN3_SP8_c.t1
OG0009472	Ag031G3308900	CP3_g13657_DN3_SP8_c.t1
OG0009473	Ag031G3309000	CP3_g13658_DN3_SP6_c.t1
OG0009474	Ag031G3320100	CP3_g13696_DN3_SP4_c.t1
OG0009475	Ag031G3324100	CP3_g13717_DN3_SP5_c.t1
OG0009476	Ag031G3331200	CP3_g13754_DN3_SP3_c.t1
OG0009477	Ag031G3333400	CP3_g13763_DN3_SP5_c.t1
OG0009478	Ag031G3341800	CP3_g13795_DN3_SP0_c.t1
OG0009479	Ag031G3344200	CP3_g13807_DN2_SP0_c.t1
OG0009480	Ag031G3346400	CP3_g13812_DN2_SP0_c.t1
