Orthogroup	Alyssum_gmelinii	Brassica_oleracea
OG0006282	Ag004G0559500	XP_013630006.1, XP_013612421.1
OG0006283	Ag004G0562400	XP_013616099.1, XP_013623282.1
OG0006284	Ag004G0565000	XP_013623705.1, XP_013614933.1
OG0006285	Ag004G0566000, Ag004G0566200	XP_013609292.1, XP_013595315.1
OG0006286	Ag004G0567100	XP_013623828.1, XP_013611495.1
OG0006287	Ag004G0571700	XP_013620435.1, XP_013611559.1
OG0006289	Ag004G0584500	XP_013623518.1, XP_013619676.1, XP_013610222.1
OG0006290	Ag004G0586200	XP_013618505.1, XP_013630047.1, XP_013608737.1
OG0006291	Ag004G0586800	XP_013625490.1
OG0006292	Ag004G0590200	XP_013608798.1, XP_013622097.1
OG0006293	Ag004G0613200	XP_013609470.1, XP_013618778.1, XP_013630122.1
OG0006294	Ag004G0614700	XP_013621262.1
OG0006295	Ag004G0623000	XP_013610949.1, XP_013625777.1
OG0006296	Ag004G0626200	XP_013600448.1, XP_013614009.1
OG0006297	Ag004G0632700	XP_013610522.1, XP_013626246.1
OG0006298	Ag004G0656000	XP_013613306.1
OG0006299	Ag004G0657500	XP_013628101.1, XP_013620052.1
OG0006300	Ag004G0667400	XP_013620421.1, XP_013611021.1, XP_013629332.1
OG0006301	Ag033G3518200, Ag042G4403000, Ag004G0668100	XP_013593687.1
OG0006302	Ag004G0669100, Ag034G3725400	XP_013604760.1, XP_013604589.1
OG0006303	Ag004G0669800	XP_013618211.1, XP_013612024.1, XP_013629089.1
OG0006304	Ag004G0671900	XP_013606579.1, XP_013623135.1
OG0006305	Ag004G0673300	XP_013599719.1, XP_013621274.1
OG0006306	Ag004G0680500	XP_013619395.1
OG0006307	Ag004G0682400	XP_013611796.1, XP_013607545.1, XP_013623102.1
OG0006308	Ag004G0682600	XP_013619303.1, XP_013610427.1, XP_013627144.1
OG0006309	Ag004G0687700, Ag002G0159100, Ag034G4037600	XP_013588357.1, XP_013616245.1
OG0006310	Ag004G0694100	XP_013622584.1, XP_013606186.1
OG0006311	Ag004G0698100	XP_013606590.1, XP_013621869.1, XP_013615663.1
OG0006312	Ag004G0698900	XP_013613292.1, XP_013606016.1
OG0006313	Ag004G0700100	XP_013629285.1
OG0006314	Ag004G0704600	XP_013620938.1
OG0006315	Ag004G0707500	XP_013627682.1
OG0006316	Ag004G0713500	XP_013610774.1
OG0006317	Ag004G0713600	XP_013621214.1, XP_013626198.1, XP_013610054.1
OG0006318	Ag039G4319400, Ag004G0723700	XP_013623034.1, XP_013611485.1
OG0006319	Ag004G0726700	XP_013608218.1
OG0006320	Ag004G0746100	XP_013606663.1, XP_013619035.1
OG0006321	Ag004G0752100	XP_013622574.1, XP_013597525.1, XP_013638568.1, XP_013615080.1
OG0006322	Ag004G0757100	XP_013609873.1, XP_013618411.1
OG0006323	Ag004G0759800	XP_013622434.1, XP_013605626.1
OG0006324	Ag004G0764400	XP_013629102.1, XP_013604511.1, XP_013616735.1
OG0006325	Ag004G0765900	XP_013600015.1, XP_013637818.1
OG0006326	Ag004G0772200	XP_013603538.1, XP_013622618.1
OG0006327	Ag004G0775400	XP_013616833.1, XP_013604801.1
OG0006328	Ag004G0779200, Ag020G2558900	XP_013609785.1, XP_013621672.1
OG0006329	Ag020G2558000, Ag004G0780100	XP_013623452.1, XP_013606070.1
OG0006330	Ag022G2631900	XP_013618602.1, XP_013625327.1
OG0006331	Ag022G2650400, Ag022G2655300, Ag022G2650300	XP_013608747.1
OG0006332	Ag022G2655500, Ag022G2655400, Ag022G2661400, Ag022G2656700, Ag022G2656100	XP_013606438.1
OG0006333	Ag022G2659200	XP_013619518.1, XP_013627875.1, XP_013610265.1
OG0006334	Ag022G2667900, Ag034G4031900	XP_013633863.1, XP_013617804.1
OG0006335	Ag022G2671300	XP_013619808.1, XP_013611376.1
OG0006336	Ag022G2677400	XP_013609988.1, XP_013629850.1
OG0006337	Ag022G2681300	XP_013626387.1, XP_013610400.1
OG0006338	Ag022G2682300	XP_013621579.1, XP_013612616.1
OG0006339	Ag022G2683600, Ag022G2683800, Ag002G0169700	XP_013609340.1
OG0006340	Ag022G2686100	XP_013618170.1, XP_013609081.1
OG0006341	Ag022G2688700	XP_013625501.1, XP_013606012.1
OG0006342	Ag022G2689900	XP_013625604.1
OG0006343	Ag022G2695600	XP_013609316.1, XP_013634496.1
OG0006344	Ag022G2714000	XP_013607127.1, XP_013625499.1
OG0006345	Ag022G2714900	XP_013609005.1
OG0006346	Ag022G2718900	XP_013608523.1
OG0006347	Ag022G2720800	XP_013608526.1, XP_013608525.1, XP_013608812.1, XP_013625184.1
OG0006348	Ag027G3037200, Ag022G2724000	XP_013611031.1, XP_013628259.1
OG0006349	Ag022G2724700	XP_013618509.1, XP_013626903.1
OG0006350	Ag022G2724800	XP_013611937.1, XP_013626899.1
OG0006351	Ag022G2732000	XP_013614608.1, XP_013609983.1
OG0006352	Ag022G2732400	XP_013609546.1, XP_013619591.1
OG0006353	Ag022G2732500	XP_013607109.1, XP_013623340.1
OG0006354	Ag022G2733200	XP_013613101.1, XP_013628917.1
OG0006355	Ag022G2742800	XP_013610482.1, XP_013620671.1
OG0006356	Ag022G2744100	XP_013623803.1, XP_013606314.1, XP_013614445.1
OG0006357	Ag022G2755000	XP_013628236.1
OG0006358	Ag022G2759300	XP_013623495.1, XP_013610713.1, XP_013619473.1
OG0006359	Ag022G2760300	XP_013618949.1, XP_013623652.1, XP_013606415.1
OG0006360	Ag022G2762300	XP_013621313.1
OG0006361	Ag022G2762700	XP_013619807.1, XP_013611296.1, XP_013625989.1
OG0006362	Ag022G2769000	XP_013621183.1, XP_013612618.1
OG0006363	Ag022G2773900	XP_013622514.1, XP_013613177.1
OG0006364	Ag022G2776100	XP_013609578.1, XP_013625612.1, XP_013618455.1
OG0006365	Ag022G2776200	XP_013609001.1, XP_013625919.1
OG0006366	Ag022G2776700	XP_013609799.1
OG0006367	Ag022G2779600	XP_013621997.1, XP_013608739.1
OG0006368	Ag022G2783400, Ag002G0171200	XP_013606956.1
OG0006369	Ag022G2785800	XP_013620038.1, XP_013593056.1
OG0006370	Ag022G2788100	XP_013610158.1, XP_013626801.1, XP_013619736.1
OG0006371	Ag014G2080600, Ag075G5300300	XP_013587552.1
OG0006372	Ag033G3599500, Ag075G5306300	XP_013592519.1, XP_013636892.1
OG0006373	Ag048G4562900	XP_013621565.1
OG0006374	Ag048G4563600	XP_013591546.1
OG0006375	Ag048G4565200	XP_013591639.1, XP_013620330.1, XP_013587777.1
OG0006376	Ag048G4569400, Ag012G1339100	XP_013620405.1
OG0006377	Ag048G4573800	XP_013590397.1, XP_013628060.1, XP_013588622.1
OG0006378	Ag048G4583200	XP_013591701.1
OG0006379	Ag048G4588400	XP_013592657.1
OG0006380	Ag048G4588500	XP_013592498.1, XP_013592656.1
OG0006381	Ag048G4611400	XP_013589711.1
OG0006382	Ag048G4612300	XP_013591230.1, XP_013619478.1
OG0006383	Ag048G4618100	XP_013620154.1, XP_013590703.1
OG0006384	Ag048G4626600	XP_013590627.1, XP_013588714.1, XP_013617350.1, XP_013618917.1
OG0006385	Ag048G4642100, Ag048G4642300	XP_013618524.1
OG0006386	Ag048G4647700, Ag050G4789800	XP_013593248.1, XP_013603427.1
OG0006387	Ag048G4649000, Ag048G4649100	XP_013590088.1
OG0006388	Ag048G4651200	XP_013613390.1, XP_013592334.1
OG0006389	Ag048G4662600	XP_013619595.1, XP_013588851.1
OG0006390	Ag048G4695400	XP_013621243.1, XP_013588159.1
OG0006391	Ag048G4696300	XP_013616458.1, XP_013592738.1
OG0006392	Ag048G4703700	XP_013590458.1, XP_013590537.1, XP_013619058.1
OG0006393	Ag048G4711100	XP_013619541.1, XP_013589800.1
OG0006394	Ag048G4715300	XP_013588123.1, XP_013616014.1, XP_013588453.1
OG0006395	Ag048G4716300	XP_013590481.1, XP_013590379.1
OG0006396	Ag040G4335500	XP_013625570.1, XP_013595898.1
OG0006397	Ag040G4346600	XP_013625373.1, XP_013593176.1
OG0006398	Ag049G4727800	XP_013620416.1, XP_013602922.1, XP_013598093.1
OG0006399	Ag049G4728900	XP_013603189.1, XP_013628809.1
OG0006400	Ag049G4732700	XP_013609202.1, XP_013625756.1
OG0006401	Ag049G4738300	XP_013639321.1, XP_013622890.1, XP_013630465.1
OG0006402	Ag014G1856600, Ag049G4738500	XP_013621899.1, XP_013583716.1
OG0006403	Ag032G3425600	XP_013587839.1, XP_013629818.1
OG0006404	Ag032G3427200	XP_013625017.1, XP_013591218.1
OG0006405	Ag032G3427300	XP_013621713.1, XP_013591179.1
OG0006406	Ag032G3430300	XP_013588326.1, XP_013627960.1
OG0006407	Ag032G3430900	XP_013618188.1, XP_013593268.1
OG0006408	Ag032G3436900	XP_013589901.1, XP_013625539.1
OG0006409	Ag032G3442400	XP_013592730.1, XP_013629644.1
OG0006410	Ag032G3447200	XP_013592816.1, XP_013590436.1, XP_013622821.1
OG0006411	Ag032G3448300	XP_013627125.1, XP_013591099.1, XP_013591175.1
OG0006412	Ag032G3449300	XP_013588474.1, XP_013621780.1
OG0006413	Ag032G3460900	XP_013613485.1, XP_013590135.1
OG0006414	Ag032G3465400	XP_013587758.1
OG0006415	Ag032G3474900	XP_013589067.1, XP_013588410.1
OG0006416	Ag032G3475100	XP_013629794.1, XP_013592282.1
OG0006417	Ag054G4875400	XP_013629804.1, XP_013636674.1, XP_013633564.1
OG0006418	Ag054G4877400	XP_013634307.1, XP_013635023.1
OG0006421	Ag009G0974700, Ag041G4361700	XP_013614106.1, XP_013630536.1
OG0006422	Ag041G4362400, Ag009G0973900	XP_013622599.1
OG0006423	Ag041G4365900, Ag009G0970000	XP_013617839.1, XP_013595715.1
OG0006424	Ag076G5312900, Ag041G4371000, Ag033G3583300	XP_013605652.1
OG0006425	Ag082G5406500	XP_013623487.1, XP_013606750.1
OG0006426	Ag082G5407100	XP_013620751.1, XP_013611178.1
OG0006427	Ag007G0849900	XP_013614301.1, XP_013607046.1
OG0006428	Ag007G0854000	XP_013606833.1
OG0006429	Ag007G0880100	XP_013599490.1, XP_013636027.1
OG0006430	Ag007G0881400	XP_013614474.1, XP_013637108.1
OG0006431	Ag007G0882600	XP_013591027.1, XP_013635622.1
OG0006432	Ag007G0887100	XP_013633738.1
OG0006433	Ag007G0891100	XP_013633910.1, XP_013602508.1, XP_013623921.1
OG0006434	Ag007G0897400	XP_013616463.1, XP_013626672.1
OG0006435	Ag007G0900100, Ag018G2441000, Ag018G2439400	XP_013592477.1
OG0006436	Ag007G0919300	XP_013619594.1, XP_013605779.1
OG0006437	Ag007G0920000	XP_013593081.1
OG0006438	Ag007G0925000	XP_013595048.1, XP_013601297.1
OG0006440	Ag025G2901000, Ag007G0934900	XP_013599927.1, XP_013593520.1
OG0006441	Ag078G5327000	XP_013591673.1, XP_013588771.1
OG0006442	Ag078G5340000	XP_013590296.1, XP_013613910.1
OG0006443	Ag078G5347400	XP_013617250.1, XP_013590185.1
OG0006444	Ag078G5348000, Ag078G5347700	XP_013597189.1
OG0006445	Ag078G5358400	XP_013588075.1, XP_013592375.1
OG0006446	Ag078G5359000	XP_013588278.1, XP_013592431.1
OG0006447	Ag078G5362600	XP_013588512.1, XP_013616210.1
OG0006448	Ag078G5363900	XP_013589489.1, XP_013591911.1
OG0006449	Ag078G5368800	XP_013590712.1, XP_013590575.1
OG0006450	Ag078G5384100	XP_013620980.1, XP_013591812.1
OG0006451	Ag078G5394200	XP_013592714.1, XP_013589732.1
OG0006452	Ag072G5257500, Ag078G5396500	XP_013619062.1, XP_013589742.1
OG0006453	Ag056G4938000	XP_013588487.1, XP_013590908.1
OG0006454	Ag056G4942400	XP_013590992.1, XP_013590670.1, XP_013619309.1
OG0006455	Ag056G4948500	XP_013618366.1
OG0006456	Ag045G4510700	XP_013597626.1, XP_013604851.1
OG0006457	Ag045G4513000	XP_013594246.1, XP_013588990.1
OG0006458	Ag045G4516100	XP_013596365.1, XP_013617263.1
OG0006459	Ag045G4517100	XP_013583465.1, XP_013598904.1
OG0006460	Ag045G4517200	XP_013598905.1, XP_013605451.1
OG0006461	Ag045G4524800	XP_013609760.1, XP_013594184.1
OG0006462	Ag002G0103000, Ag063G5089700	XP_013608952.1, XP_013608881.1
OG0006463	Ag012G1273100	XP_013622791.1, XP_013618314.1
OG0006464	Ag012G1275500	XP_013617772.1
OG0006464	Ag085G5415300	XP_013607003.1
OG0006465	Ag012G1276900	XP_013616382.1, XP_013595360.1
OG0006466	Ag012G1285700	XP_013609592.1, XP_013596925.1, XP_013619539.1
OG0006467	Ag012G1291500	XP_013618117.1
OG0006468	Ag066G5150100, Ag066G5150200, Ag012G1293300	XP_013626854.1, XP_013626798.1
OG0006469	Ag003G0294100, Ag012G1301900	XP_013614237.1, XP_013614364.1
OG0006470	Ag012G1304200	XP_013616584.1
OG0006471	Ag012G1306300	XP_013621542.1, XP_013597825.1
OG0006472	Ag012G1307500	XP_013593801.1, XP_013618139.1
OG0006473	Ag012G1310100	XP_013615984.1, XP_013599378.1
OG0006474	Ag012G1311700	XP_013621078.1, XP_013612175.1, XP_013598166.1
OG0006475	Ag012G1325700	XP_013618578.1, XP_013596002.1
OG0006476	Ag012G1325800	XP_013619200.1, XP_013596498.1
OG0006477	Ag012G1328100	XP_013615850.1, XP_013598662.1
OG0006478	Ag012G1328900	XP_013607403.1, XP_013603517.1
OG0006479	Ag012G1334000	XP_013598276.1, XP_013614746.1, XP_013610880.1
OG0006480	Ag012G1338100	XP_013597996.1
OG0006481	Ag012G1340200	XP_013596100.1
OG0006482	Ag057G4952100, Ag033G3595200	XP_013590110.1, XP_013615895.1
OG0006483	Ag057G4952700	XP_013587856.1, XP_013615896.1
OG0006484	Ag057G4960700	XP_013591035.1, XP_013619325.1, XP_013591116.1
OG0006485	Ag057G4961800	XP_013588706.1, XP_013588756.1
OG0006487	Ag057G4966200	XP_013588505.1, XP_013614645.1
OG0006488	Ag058G4980400, Ag006G0802300	XP_013611720.1, XP_013598099.1
OG0006489	Ag006G0808900, Ag058G4973600	XP_013620300.1
OG0006490	Ag006G0825500	XP_013616627.1, XP_013596088.1
OG0006491	Ag014G2108900, Ag027G3067000, Ag003G0404000, Ag006G0826300, Ag034G3663900	XP_013586384.1
OG0006492	Ag006G0841000	XP_013618514.1, XP_013592222.1, XP_013609702.1
OG0006493	Ag083G5410300, Ag001G0002200	XP_013589857.1
OG0006494	Ag001G0007200, Ag001G0007400	XP_013599649.1, XP_013587920.1
OG0006495	Ag001G0012000	XP_013602682.1, XP_013587396.1
OG0006496	Ag001G0020000	XP_013628374.1, XP_013589852.1
OG0006497	Ag001G0031200	XP_013625618.1, XP_013587770.1, XP_013638211.1
OG0006498	Ag051G4806700, Ag001G0043800	XP_013620851.1
OG0006499	Ag001G0061500	XP_013629321.1, XP_013592185.1
OG0006500	Ag001G0061700	XP_013590865.1
OG0006501	Ag001G0075200	XP_013592400.1, XP_013592582.1
OG0006502	Ag001G0078600	XP_013588238.1, XP_013592781.1
OG0006503	Ag023G2800800	XP_013608953.1
OG0006504	Ag023G2814200	XP_013634589.1, XP_013622387.1, XP_013634353.1
OG0006505	Ag023G2820300	XP_013631841.1, XP_013622440.1
OG0006506	Ag023G2820800	XP_013633372.1, XP_013632560.1, XP_013637465.1
OG0006507	Ag023G2821200	XP_013635400.1, XP_013635326.1
OG0006508	Ag023G2825300	XP_013628261.1, XP_013628268.1, XP_013615393.1, XP_013637172.1
OG0006509	Ag023G2828300	XP_013635933.1, XP_013632140.1
OG0006510	Ag023G2833300	XP_013631985.1, XP_013629584.1, XP_013634295.1
OG0006511	Ag023G2842600	XP_013637587.1, XP_013637609.1
OG0006512	Ag023G2843700	XP_013636527.1
OG0006513	Ag023G2846300	XP_013625754.1, XP_013633730.1
OG0006515	Ag050G4744600, Ag050G4744100	XP_013624352.1
OG0006516	Ag050G4745500	XP_013605877.1, XP_013598714.1
OG0006517	Ag050G4747100	XP_013611771.1, XP_013629673.1
OG0006518	Ag050G4748500	XP_013604963.1, XP_013622155.1
OG0006519	Ag050G4749600	XP_013598261.1, XP_013630306.1, XP_013601989.1
OG0006520	Ag050G4763000	XP_013626329.1, XP_013596270.1, XP_013607499.1
OG0006521	Ag050G4764900	XP_013623126.1
OG0006522	Ag050G4772100	XP_013587690.1, XP_013627495.1
OG0006523	Ag050G4772500	XP_013607090.1, XP_013593750.1
OG0006524	Ag050G4773800	XP_013599182.1, XP_013607827.1
OG0006525	Ag050G4777100	XP_013615757.1, XP_013593051.1
OG0006526	Ag050G4778600	XP_013593315.1, XP_013637664.1, XP_013601338.1
OG0006527	Ag050G4783700	XP_013593155.1, XP_013597562.1
OG0006528	Ag050G4786000	XP_013597019.1, XP_013589095.1
OG0006529	Ag050G4789900	XP_013607299.1, XP_013597537.1
OG0006530	Ag050G4793800	XP_013595578.1, XP_013584554.1
OG0006531	Ag050G4796700	XP_013596516.1, XP_013603476.1
OG0006532	Ag050G4798800	XP_013602599.1, XP_013604917.1
OG0006533	Ag050G4799300	XP_013604919.1, XP_013601730.1, XP_013595438.1
OG0006534	Ag008G0937200, Ag008G0964900	XP_013592914.1, XP_013602805.1
OG0006535	Ag008G0938100, Ag008G0964000	XP_013635692.1, XP_013594161.1
OG0006536	Ag008G0941600	XP_013605897.1, XP_013593555.1
OG0006537	Ag008G0942200	XP_013603273.1, XP_013596593.1
OG0006538	Ag008G0954000	XP_013593582.1, XP_013591242.1, XP_013602377.1
OG0006539	Ag077G5316700, Ag033G3487700	XP_013599073.1
OG0006540	Ag077G5320000, Ag033G3490400	XP_013603310.1, XP_013598847.1
OG0006541	Ag051G4803000, Ag073G5262900	XP_013614676.1
OG0006542	Ag051G4829700	XP_013616408.1, XP_013612224.1
OG0006543	Ag051G4832200	XP_013629499.1, XP_013606319.1
OG0006544	Ag051G4834300, Ag003G0400500	XP_013622421.1, XP_013613704.1
OG0006545	Ag044G4474800	XP_013606256.1, XP_013622308.1
OG0006546	Ag044G4482800	XP_013593597.1, XP_013607184.1
OG0006547	Ag044G4483300	XP_013608700.1
OG0006549	Ag044G4501400	XP_013593789.1, XP_013623132.1
OG0006550	Ag033G3478900, Ag052G4845300	XP_013595230.1, XP_013599767.1
OG0006551	Ag052G4844100, Ag033G3479800	XP_013595238.1, XP_013639493.1
OG0006552	Ag052G4839900, Ag033G3483600	XP_013597883.1
OG0006553	Ag052G4838200, Ag033G3485000	XP_013598126.1, XP_013602836.1
OG0006554	Ag033G3514200	XP_013625198.1, XP_013593596.1, XP_013614831.1
OG0006555	Ag033G3515000	XP_013617569.1
OG0006556	Ag033G3515900	XP_013596589.1, XP_013627209.1, XP_013586436.1
OG0006557	Ag033G3516100	XP_013611266.1, XP_013622301.1
OG0006558	Ag033G3528100	XP_013593270.1, XP_013598646.1
OG0006559	Ag002G0267300, Ag033G3541100	XP_013635060.1, XP_013612961.1
OG0006560	Ag033G3548200, Ag002G0138300	XP_013613902.1
OG0006561	Ag033G3578700	XP_013608613.1, XP_013593746.1
OG0006562	Ag033G3588400	XP_013589339.1
OG0006563	Ag033G3591900	XP_013628404.1, XP_013608064.1, XP_013608216.1
OG0006564	Ag033G3596200	XP_013614740.1
OG0006565	Ag033G3597100	XP_013635908.1, XP_013625362.1
OG0006566	Ag033G3600800	XP_013599197.1, XP_013598343.1
OG0006567	Ag033G3601600	XP_013636386.1, XP_013627499.1
OG0006568	Ag033G3608200, Ag052G4838000	XP_013599308.1, XP_013607763.1
OG0006569	Ag033G3608800	XP_013638797.1, XP_013615438.1, XP_013595929.1
OG0006570	Ag033G3614400	XP_013599270.1, XP_013625837.1
OG0006571	Ag033G3619900	XP_013598219.1
OG0006572	Ag033G3624800	XP_013611449.1, XP_013627428.1
OG0006573	Ag033G3635000	XP_013597658.1, XP_013597733.1
OG0006574	Ag033G3641700	XP_013589315.1, XP_013596704.1, XP_013627547.1
OG0006575	Ag031G3138400, Ag031G3138500	XP_013595050.1
OG0006576	Ag031G3141600	XP_013596617.1, XP_013589261.1
OG0006577	Ag031G3144700	XP_013596625.1, XP_013593481.1
OG0006578	Ag031G3146300	XP_013586002.1, XP_013596220.1, XP_013596310.1
OG0006579	Ag031G3158300	XP_013612759.1
OG0006580	Ag031G3158500	XP_013609804.1, XP_013596739.1
OG0006581	Ag031G3161900	XP_013621655.1, XP_013607110.1
OG0006582	Ag031G3169200	XP_013636172.1, XP_013604674.1, XP_013591687.1
OG0006583	Ag031G3172400	XP_013631282.1
OG0006584	Ag031G3176100	XP_013637476.1, XP_013600743.1
OG0006585	Ag031G3179200	XP_013603444.1
OG0006586	Ag031G3192900	XP_013605925.1, XP_013631362.1
OG0006587	Ag031G3194500	XP_013600770.1, XP_013633974.1
OG0006588	Ag031G3202300	XP_013588917.1
OG0006589	Ag031G3202600	XP_013588907.1, XP_013604577.1
OG0006590	Ag031G3209600	XP_013605889.1, XP_013636667.1
OG0006591	Ag031G3210900	XP_013605766.1, XP_013591018.1
OG0006592	Ag031G3213900	XP_013591977.1, XP_013631506.1
OG0006593	Ag031G3217000	XP_013603429.1, XP_013634135.1
OG0006594	Ag031G3225500	XP_013587903.1
OG0006595	Ag031G3234500	XP_013599754.1, XP_013636187.1, XP_013636184.1
OG0006596	Ag031G3260400	XP_013631584.1, XP_013592769.1, XP_013604795.1
OG0006597	Ag031G3260700	XP_013590012.1, XP_013600058.1
OG0006598	Ag031G3260900	XP_013602328.1, XP_013633660.1
OG0006599	Ag031G3280600	XP_013590968.1, XP_013626227.1
OG0006600	Ag011G1241300, Ag031G3293600	XP_013631984.1
OG0006601	Ag031G3294900	XP_013603419.1, XP_013635716.1, XP_013591093.1
OG0006602	Ag031G3299500	XP_013605194.1, XP_013631031.1
OG0006603	Ag031G3310700	XP_013587795.1, XP_013631588.1, XP_013605050.1
OG0006604	Ag031G3320300	XP_013633773.1, XP_013601986.1
OG0006605	Ag031G3326000	XP_013600081.1, XP_013633561.1
OG0006606	Ag031G3330100	XP_013600502.1, XP_013635784.1
OG0006607	Ag031G3333100	XP_013603395.1, XP_013590978.1
OG0006608	Ag031G3343600	XP_013602480.1
OG0006609	Ag031G3344000	XP_013636629.1
OG0006610	Ag031G3354400	XP_013630979.1, XP_013603269.1
OG0006611	Ag031G3360400	XP_013605310.1
OG0006612	Ag031G3362300, Ag019G2496200	XP_013590500.1, XP_013602319.1
OG0006613	Ag031G3386900	XP_013605052.1, XP_013636202.1
OG0006614	Ag031G3406700	XP_013604757.1, XP_013592437.1
OG0006615	Ag020G2563200	XP_013611313.1
OG0006616	Ag020G2564200	XP_013606485.1
OG0006617	Ag020G2565600	XP_013616650.1, XP_013608770.1
OG0006618	Ag053G4869500, Ag025G2907600	XP_013597249.1, XP_013594351.1, XP_013602658.1
OG0006619	Ag029G3097300	XP_013630547.1
OG0006620	Ag095G5471400, Ag064G5114500	XP_013592959.1, XP_013617359.1
OG0006621	Ag067G5182500	XP_013590902.1, XP_013619496.1, XP_013590528.1
OG0006622	Ag067G5194000	XP_013616183.1, XP_013591459.1, XP_013590068.1
OG0006623	Ag067G5194800	XP_013616122.1, XP_013589888.1
OG0006624	Ag067G5200300	XP_013589551.1, XP_013619602.1
OG0006625	Ag067G5202700	XP_013619583.1, XP_013590572.1, XP_013590797.1
OG0006626	Ag081G5401100	XP_013594051.1, XP_013609195.1
OG0006627	Ag042G4380100	XP_013615564.1, XP_013596217.1, XP_013596295.1
OG0006628	Ag042G4390100	XP_013622854.1, XP_013593475.1
OG0006629	Ag042G4390200	XP_013593480.1, XP_013622856.1
OG0006630	Ag042G4408100	XP_013609963.1, XP_013626609.1
OG0006631	Ag042G4415600	XP_013606372.1, XP_013615456.1
OG0006632	Ag042G4420100, Ag042G4420200	XP_013596441.1
OG0006633	Ag042G4420500	XP_013593589.1, XP_013606585.1
OG0006634	Ag042G4425500, Ag014G1775200	XP_013587342.1, XP_013589673.1
OG0006635	Ag042G4426300	XP_013604301.1, XP_013615141.1, XP_013609644.1
OG0006636	Ag042G4426400	XP_013604300.1, XP_013615142.1
OG0006637	Ag042G4430400	XP_013599949.1, XP_013608947.1
OG0006638	Ag039G4196300	XP_013632148.1, XP_013622413.1
OG0006639	Ag039G4202300	XP_013636302.1, XP_013630225.1, XP_013632343.1
OG0006640	Ag003G0311700, Ag039G4203800	XP_013633715.1, XP_013631094.1
OG0006641	Ag039G4212000	XP_013623973.1, XP_013633932.1, XP_013634612.1
OG0006642	Ag039G4213100	XP_013633919.1, XP_013626148.1
OG0006643	Ag039G4217200	XP_013633753.1, XP_013633782.1
OG0006645	Ag039G4226200	XP_013623700.1, XP_013633688.1
OG0006646	Ag039G4232000	XP_013631286.1, XP_013622183.1
OG0006647	Ag039G4238900	XP_013634095.1, XP_013625334.1
OG0006648	Ag034G3744300, Ag039G4259100	XP_013600447.1, XP_013600912.1, XP_013603277.1
OG0006649	Ag039G4272000	XP_013631934.1, XP_013630090.1, XP_013637537.1
OG0006650	Ag039G4275400	XP_013631211.1, XP_013625087.1
OG0006651	Ag039G4279900	XP_013625082.1, XP_013637529.1, XP_013631647.1
OG0006652	Ag039G4284500	XP_013629726.1
OG0006653	Ag039G4285800	XP_013625666.1, XP_013631809.1
OG0006654	Ag039G4287700	XP_013637128.1, XP_013637438.1
OG0006655	Ag039G4288700	XP_013629944.1, XP_013634822.1
OG0006656	Ag039G4288900	XP_013593649.1, XP_013612962.1
OG0006657	Ag039G4289900	XP_013636734.1, XP_013637514.1, XP_013622060.1
OG0006658	Ag039G4292600	XP_013632309.1, XP_013636387.1
OG0006659	Ag039G4294100	XP_013632233.1, XP_013623553.1
OG0006660	Ag039G4309500	XP_013607180.1, XP_013634248.1
OG0006661	Ag039G4312400	XP_013634698.1, XP_013634050.1
OG0006662	Ag039G4313900	XP_013622926.1, XP_013634500.1
OG0006663	Ag039G4331200	XP_013634786.1, XP_013626334.1, XP_013634283.1
OG0006664	Ag066G5135300	XP_013625848.1, XP_013608863.1
OG0006665	Ag066G5146000	XP_013629639.1, XP_013621162.1, XP_013612523.1
OG0006666	Ag030G3130600	XP_013611906.1
OG0006667	Ag030G3130800	XP_013612501.1, XP_013606454.1
OG0006668	Ag038G4147100, Ag030G3133800	XP_013606054.1, XP_013630358.1
OG0006669	Ag015G2179000	XP_013600186.1
OG0006670	Ag015G2180000	XP_013599694.1, XP_013630717.1
OG0006671	Ag015G2183700	XP_013633893.1, XP_013600666.1
OG0006672	Ag015G2186500	XP_013631354.1
OG0006673	Ag015G2187800	XP_013635554.1, XP_013603400.1
OG0006674	Ag015G2190100	XP_013635342.1, XP_013604016.1
OG0006675	Ag015G2200300	XP_013634422.1, XP_013602701.1
OG0006676	Ag015G2209900	XP_013604286.1, XP_013636649.1
OG0006677	Ag015G2216300	XP_013629506.1
OG0006678	Ag015G2236100	XP_013593587.1, XP_013635834.1
OG0006679	Ag015G2238300	XP_013599007.1, XP_013618315.1
OG0006680	Ag015G2265300	XP_013600526.1, XP_013588719.1
OG0006681	Ag015G2270200, Ag052G4864500	XP_013586074.1
OG0006682	Ag015G2270700, Ag052G4864100	XP_013592553.1, XP_013638550.1
OG0006683	Ag021G2583400, Ag026G3000000	XP_013630814.1, XP_013606417.1
OG0006684	Ag021G2596400	XP_013614409.1, XP_013626799.1, XP_013612518.1
OG0006685	Ag021G2607200, Ag025G2975300	XP_013638010.1, XP_013604041.1
OG0006686	Ag021G2615500	XP_013630142.1, XP_013611963.1
OG0006687	Ag021G2615600	XP_013630140.1, XP_013611961.1
OG0006688	Ag038G4156400	XP_013608677.1, XP_013616080.1, XP_013597897.1
OG0006689	Ag038G4166600	XP_013598187.1, XP_013613179.1, XP_013619608.1
OG0006690	Ag038G4167500, Ag003G0415500, Ag010G0984200	XP_013584643.1, XP_013602552.1, XP_013595957.1
