protein	mRNA	gene
XP_013585490.1	XM_013730036.1	LOC106294475
XP_013585269.1	XM_013729815.1	LOC106294246
XP_013585387.1	XM_013729933.1	LOC106294379
XP_013585386.1	XM_013729932.1	LOC106294378
XP_013585385.1	XM_013729931.1	LOC106294377
XP_013585383.1	XM_013729929.1	LOC106294377
XP_013638326.1	XM_013782872.1	LOC106343610
XP_013583586.1	XM_013728132.1	LOC106292528
XP_013583587.1	XM_013728133.1	LOC106292528
XP_013587195.1	XM_013731741.1	LOC106295766
XP_013638522.1	XM_013783068.1	LOC106343767
XP_013638496.1	XM_013783042.1	LOC106343744
XP_013587238.1	XM_013731784.1	LOC106295798
XP_013587149.1	XM_013731695.1	LOC106295721
XP_013583654.1	XM_013728200.1	LOC106292586
XP_013583443.1	XM_013727989.1	LOC106292400
XP_013638184.1	XM_013782730.1	LOC106343498
XP_013638183.1	XM_013782729.1	LOC106343498
XP_013638973.1	XM_013783519.1	LOC106344129
XP_013584310.1	XM_013728856.1	LOC106293191
XP_013584309.1	XM_013728855.1	LOC106293191
XP_013584308.1	XM_013728854.1	LOC106293191
XP_013637975.1	XM_013782521.1	LOC106343340
XP_013637974.1	XM_013782520.1	LOC106343339
XP_013587384.1	XM_013731930.1	LOC106295920
XP_013587386.1	XM_013731932.1	LOC106295922
XP_013587385.1	XM_013731931.1	LOC106295922
XP_013587387.1	XM_013731933.1	LOC106295922
XP_013587390.1	XM_013731936.1	LOC106295922
XP_013587388.1	XM_013731934.1	LOC106295922
XP_013585041.1	XM_013729587.1	LOC106293955
XP_013583445.1	XM_013727991.1	LOC106292401
XP_013586894.1	XM_013731440.1	LOC106295518
XP_013586895.1	XM_013731441.1	LOC106295519
XP_013585743.1	XM_013730289.1	LOC106294675
XP_013585744.1	XM_013730290.1	LOC106294675
XP_013637938.1	XM_013782484.1	LOC106343310
XP_013637939.1	XM_013782485.1	LOC106343310
XP_013587177.1	XM_013731723.1	LOC106295749
XP_013587175.1	XM_013731721.1	LOC106295748
XP_013587176.1	XM_013731722.1	LOC106295748
XP_013638133.1	XM_013782679.1	LOC106343458
XP_013583446.1	XM_013727992.1	LOC106292402
XP_013586192.1	XM_013730738.1	LOC106294996
XP_013637880.1	XM_013782426.1	LOC106343261
XP_013637881.1	XM_013782427.1	LOC106343261
XP_013637878.1	XM_013782424.1	LOC106343260
XP_013637879.1	XM_013782425.1	LOC106343260
XP_013638338.1	XM_013782884.1	LOC106343618
XP_013638337.1	XM_013782883.1	LOC106343617
XP_013637904.1	XM_013782450.1	LOC106343281
XP_013587321.1	XM_013731867.1	LOC106295874
XP_013587525.1	XM_013732071.1	LOC106296029
XP_013586667.1	XM_013731213.1	LOC106295339
XP_013584936.1	XM_013729482.1	LOC106293846
XP_013583447.1	XM_013727993.1	LOC106292403
XP_013583448.1	XM_013727994.1	LOC106292404
XP_013637776.1	XM_013782322.1	LOC106343175
XP_013638175.1	XM_013782721.1	LOC106343491
XP_013585000.1	XM_013729546.1	LOC106293913
XP_013583449.1	XM_013727995.1	LOC106292405
XP_013638899.1	XM_013783445.1	LOC106344064
XP_013587413.1	XM_013731959.1	LOC106295945
XP_013584725.1	XM_013729271.1	LOC106293593
XP_013586831.1	XM_013731377.1	LOC106295467
XP_013586833.1	XM_013731379.1	LOC106295467
XP_013586832.1	XM_013731378.1	LOC106295467
XP_013583711.1	XM_013728257.1	LOC106292631
XP_013585693.1	XM_013730239.1	LOC106294634
XP_013585692.1	XM_013730238.1	LOC106294634
XP_013585695.1	XM_013730241.1	LOC106294636
XP_013585694.1	XM_013730240.1	LOC106294635
XP_013585696.1	XM_013730242.1	LOC106294637
XP_013585690.1	XM_013730236.1	LOC106294633
XP_013585691.1	XM_013730237.1	LOC106294633
XP_013584662.1	XM_013729208.1	LOC106293531
XP_013584663.1	XM_013729209.1	LOC106293531
XP_013584660.1	XM_013729206.1	LOC106293531
XP_013584664.1	XM_013729210.1	LOC106293531
XP_013584661.1	XM_013729207.1	LOC106293531
XP_013583450.1	XM_013727996.1	LOC106292406
XP_013637827.1	XM_013782373.1	LOC106343219
XP_013638827.1	XM_013783373.1	LOC106344000
XP_013637919.1	XM_013782465.1	LOC106343295
XP_013583976.1	XM_013728522.1	LOC106292855
XP_013583451.1	XM_013727997.1	LOC106292407
XP_013586780.1	XM_013731326.1	LOC106295430
XP_013586781.1	XM_013731327.1	LOC106295431
XP_013584974.1	XM_013729520.1	LOC106293887
XP_013583782.1	XM_013728328.1	LOC106292685
XP_013587676.1	XM_013732222.1	LOC106296154
XP_013587675.1	XM_013732221.1	LOC106296153
XP_013638152.1	XM_013782698.1	LOC106343472
XP_013638150.1	XM_013782696.1	LOC106343472
XP_013638151.1	XM_013782697.1	LOC106343472
XP_013585535.1	XM_013730081.1	LOC106294514
XP_013585534.1	XM_013730080.1	LOC106294513
XP_013585533.1	XM_013730079.1	LOC106294513
XP_013587293.1	XM_013731839.1	LOC106295846
XP_013586594.1	XM_013731140.1	LOC106295283
XP_013583452.1	XM_013727998.1	LOC106292409
XP_013584557.1	XM_013729103.1	LOC106293427
XP_013583453.1	XM_013727999.1	LOC106292410
XP_013583716.1	XM_013728262.1	LOC106292637
XP_013583908.1	XM_013728454.1	LOC106292797
XP_013587086.1	XM_013731632.1	LOC106295664
XP_013587087.1	XM_013731633.1	LOC106295665
XP_013638316.1	XM_013782862.1	LOC106343601
XP_013586508.1	XM_013731054.1	LOC106295214
XP_013584791.1	XM_013729337.1	LOC106293672
XP_013639040.1	XM_013783586.1	LOC106344172
XP_013583454.1	XM_013728000.1	LOC106292411
XP_013638617.1	XM_013783163.1	LOC106343836
XP_013583987.1	XM_013728533.1	LOC106292864
XP_013638851.1	XM_013783397.1	LOC106344027
XP_013586361.1	XM_013730907.1	LOC106295114
XP_013586360.1	XM_013730906.1	LOC106295114
XP_013586365.1	XM_013730911.1	LOC106295115
XP_013586363.1	XM_013730909.1	LOC106295115
XP_013586364.1	XM_013730910.1	LOC106295115
XP_013583455.1	XM_013728001.1	LOC106292412
XP_013583456.1	XM_013728002.1	LOC106292413
XP_013586092.1	XM_013730638.1	LOC106294927
XP_013586094.1	XM_013730640.1	LOC106294928
XP_013584702.1	XM_013729248.1	LOC106293569
XP_013584446.1	XM_013728992.1	LOC106293326
XP_013585286.1	XM_013729832.1	LOC106294266
XP_013587075.1	XM_013731621.1	LOC106295655
XP_013638315.1	XM_013782861.1	LOC106343600
XP_013638314.1	XM_013782860.1	LOC106343599
XP_013583457.1	XM_013728003.1	LOC106292414
XP_013587506.1	XM_013732052.1	LOC106296011
XP_013587507.1	XM_013732053.1	LOC106296011
XP_013585010.1	XM_013729556.1	LOC106293922
XP_013584179.1	XM_013728725.1	LOC106293053
XP_013584910.1	XM_013729456.1	LOC106293816
XP_013637801.1	XM_013782347.1	LOC106343195
XP_013583853.1	XM_013728399.1	LOC106292748
XP_013638520.1	XM_013783066.1	LOC106343764
XP_013583748.1	XM_013728294.1	LOC106292661
XP_013587740.1	XM_013732286.1	LOC106296204
XP_013587739.1	XM_013732285.1	LOC106296203
XP_013583695.1	XM_013728241.1	LOC106292621
XP_013584477.1	XM_013729023.1	LOC106293356
XP_013585170.1	XM_013729716.1	LOC106294107
XP_013638755.1	XM_013783301.1	LOC106343940
XP_013584710.1	XM_013729256.1	LOC106293577
XP_013585406.1	XM_013729952.1	LOC106294397
XP_013637786.1	XM_013782332.1	LOC106343186
XP_013584526.1	XM_013729072.1	LOC106293387
XP_013638118.1	XM_013782664.1	LOC106343448
XP_013638120.1	XM_013782666.1	LOC106343448
XP_013638119.1	XM_013782665.1	LOC106343448
XP_013638121.1	XM_013782667.1	LOC106343448
XP_013638122.1	XM_013782668.1	LOC106343448
XP_013584867.1	XM_013729413.1	LOC106293767
XP_013584783.1	XM_013729329.1	LOC106293663
XP_013585818.1	XM_013730364.1	LOC106294733
XP_013585816.1	XM_013730362.1	LOC106294732
XP_013585815.1	XM_013730361.1	LOC106294731
XP_013638433.1	XM_013782979.1	LOC106343693
XP_013584995.1	XM_013729541.1	LOC106293909
XP_013584728.1	XM_013729274.1	LOC106293595
XP_013585268.1	XM_013729814.1	LOC106294245
XP_013586881.1	XM_013731427.1	LOC106295505
XP_013637810.1	XM_013782356.1	LOC106343204
XP_013583946.1	XM_013728492.1	LOC106292833
XP_013583945.1	XM_013728491.1	LOC106292833
XP_013584056.1	XM_013728602.1	LOC106292933
XP_013585014.1	XM_013729560.1	LOC106293926
XP_013585015.1	XM_013729561.1	LOC106293926
XP_013584206.1	XM_013728752.1	LOC106293080
XP_013637911.1	XM_013782457.1	LOC106343288
XP_013584447.1	XM_013728993.1	LOC106293327
XP_013585236.1	XM_013729782.1	LOC106294199
XP_013637756.1	XM_013782302.1	LOC106343156
XP_013637757.1	XM_013782303.1	LOC106343156
XP_013637758.1	XM_013782304.1	LOC106343157
XP_013586971.1	XM_013731517.1	LOC106295586
XP_013638866.1	XM_013783412.1	LOC106344039
XP_013583459.1	XM_013728005.1	LOC106292417
XP_013584901.1	XM_013729447.1	LOC106293809
XP_013583460.1	XM_013728006.1	LOC106292418
XP_013584632.1	XM_013729178.1	LOC106293500
XP_013584407.1	XM_013728953.1	LOC106293296
XP_013584408.1	XM_013728954.1	LOC106293296
XP_013584409.1	XM_013728955.1	LOC106293296
XP_013584002.1	XM_013728548.1	LOC106292878
XP_013583461.1	XM_013728007.1	LOC106292419
XP_013638848.1	XM_013783394.1	LOC106344022
XP_013584601.1	XM_013729147.1	LOC106293470
XP_013583983.1	XM_013728529.1	LOC106292862
XP_013638599.1	XM_013783145.1	LOC106343820
XP_013638598.1	XM_013783144.1	LOC106343820
XP_013638235.1	XM_013782781.1	LOC106343539
XP_013638234.1	XM_013782780.1	LOC106343539
XP_013583462.1	XM_013728008.1	LOC106292420
XP_013584404.1	XM_013728950.1	LOC106293291
XP_013583939.1	XM_013728485.1	LOC106292829
XP_013583995.1	XM_013728541.1	LOC106292871
XP_013638742.1	XM_013783288.1	LOC106343928
XP_013638741.1	XM_013783287.1	LOC106343928
XP_013638743.1	XM_013783289.1	LOC106343929
XP_013583655.1	XM_013728201.1	LOC106292587
XP_013585335.1	XM_013729881.1	LOC106294324
XP_013587433.1	XM_013731979.1	LOC106295963
XP_013587432.1	XM_013731978.1	LOC106295963
XP_013587744.1	XM_013732290.1	LOC106296208
XP_013587745.1	XM_013732291.1	LOC106296208
XP_013587743.1	XM_013732289.1	LOC106296207
XP_013586685.1	XM_013731231.1	LOC106295354
XP_013586684.1	XM_013731230.1	LOC106295354
XP_013586682.1	XM_013731228.1	LOC106295352
XP_013586683.1	XM_013731229.1	LOC106295352
XP_013586638.1	XM_013731184.1	LOC106295317
XP_013586639.1	XM_013731185.1	LOC106295318
XP_013584377.1	XM_013728923.1	LOC106293268
XP_013584754.1	XM_013729300.1	LOC106293628
XP_013583696.1	XM_013728242.1	LOC106292622
XP_013583698.1	XM_013728244.1	LOC106292622
XP_013583699.1	XM_013728245.1	LOC106292622
XP_013583697.1	XM_013728243.1	LOC106292622
XP_013583883.1	XM_013728429.1	LOC106292776
XP_013583884.1	XM_013728430.1	LOC106292776
XP_013586785.1	XM_013731331.1	LOC106295434
XP_013586786.1	XM_013731332.1	LOC106295434
XP_013584156.1	XM_013728702.1	LOC106293030
XP_013584157.1	XM_013728703.1	LOC106293031
XP_013638796.1	XM_013783342.1	LOC106343976
XP_013638798.1	XM_013783344.1	LOC106343977
XP_013587189.1	XM_013731735.1	LOC106295760
XP_013583737.1	XM_013728283.1	LOC106292652
XP_013584332.1	XM_013728878.1	LOC106293221
XP_013586680.1	XM_013731226.1	LOC106295349
XP_013586677.1	XM_013731223.1	LOC106295349
XP_013586678.1	XM_013731224.1	LOC106295349
XP_013586679.1	XM_013731225.1	LOC106295349
XP_013638261.1	XM_013782807.1	LOC106343558
XP_013638262.1	XM_013782808.1	LOC106343559
XP_013587077.1	XM_013731623.1	LOC106295657
XP_013587078.1	XM_013731624.1	LOC106295657
XP_013584244.1	XM_013728790.1	LOC106293115
XP_013584688.1	XM_013729234.1	LOC106293553
XP_013586466.1	XM_013731012.1	LOC106295181
XP_013586467.1	XM_013731013.1	LOC106295182
XP_013583848.1	XM_013728394.1	LOC106292742
XP_013586241.1	XM_013730787.1	LOC106295028
XP_013586242.1	XM_013730788.1	LOC106295029
XP_013586928.1	XM_013731474.1	LOC106295549
XP_013586929.1	XM_013731475.1	LOC106295550
XP_013637955.1	XM_013782501.1	LOC106343324
XP_013637956.1	XM_013782502.1	LOC106343324
XP_013587127.1	XM_013731673.1	LOC106295702
XP_013587126.1	XM_013731672.1	LOC106295702
XP_013587129.1	XM_013731675.1	LOC106295703
XP_013587128.1	XM_013731674.1	LOC106295703
XP_013587125.1	XM_013731671.1	LOC106295701
XP_013583764.1	XM_013728310.1	LOC106292672
XP_013583765.1	XM_013728311.1	LOC106292672
XP_013584173.1	XM_013728719.1	LOC106293048
XP_013584899.1	XM_013729445.1	LOC106293807
XP_013585521.1	XM_013730067.1	LOC106294503
XP_013585522.1	XM_013730068.1	LOC106294504
XP_013585525.1	XM_013730071.1	LOC106294505
XP_013585524.1	XM_013730070.1	LOC106294505
XP_013585526.1	XM_013730072.1	LOC106294506
XP_013585527.1	XM_013730073.1	LOC106294507
XP_013583463.1	XM_013728009.1	LOC106292422
XP_013585528.1	XM_013730074.1	LOC106294509
XP_013585529.1	XM_013730075.1	LOC106294510
XP_013585910.1	XM_013730456.1	LOC106294797
XP_013585909.1	XM_013730455.1	LOC106294797
XP_013585908.1	XM_013730454.1	LOC106294796
XP_013585911.1	XM_013730457.1	LOC106294798
XP_013583464.1	XM_013728010.1	LOC106292423
XP_013583466.1	XM_013728012.1	LOC106292424
XP_013638061.1	XM_013782607.1	LOC106343408
XP_013584637.1	XM_013729183.1	LOC106293504
XP_013586765.1	XM_013731311.1	LOC106295420
XP_013586764.1	XM_013731310.1	LOC106295419
XP_013584778.1	XM_013729324.1	LOC106293655
XP_013583622.1	XM_013728168.1	LOC106292556
XP_013584003.1	XM_013728549.1	LOC106292881
XP_013584143.1	XM_013728689.1	LOC106293023
XP_013584144.1	XM_013728690.1	LOC106293023
XP_013638232.1	XM_013782778.1	LOC106343538
XP_013584243.1	XM_013728789.1	LOC106293114
XP_013587383.1	XM_013731929.1	LOC106295919
XP_013585538.1	XM_013730084.1	LOC106294516
XP_013585537.1	XM_013730083.1	LOC106294515
XP_013585536.1	XM_013730082.1	LOC106294515
XP_013584889.1	XM_013729435.1	LOC106293793
XP_013584619.1	XM_013729165.1	LOC106293488
XP_013584319.1	XM_013728865.1	LOC106293210
XP_013584434.1	XM_013728980.1	LOC106293316
XP_013587198.1	XM_013731744.1	LOC106295768
XP_013587199.1	XM_013731745.1	LOC106295768
XP_013587200.1	XM_013731746.1	LOC106295769
XP_013638622.1	XM_013783168.1	LOC106343841
XP_013638623.1	XM_013783169.1	LOC106343841
XP_013583467.1	XM_013728013.1	LOC106292425
XP_013584098.1	XM_013728644.1	LOC106292970
XP_013583856.1	XM_013728402.1	LOC106292751
XP_013587326.1	XM_013731872.1	LOC106295880
XP_013637882.1	XM_013782428.1	LOC106343263
XP_013637883.1	XM_013782429.1	LOC106343263
XP_013637884.1	XM_013782430.1	LOC106343264
XP_013637886.1	XM_013782432.1	LOC106343264
XP_013585219.1	XM_013729765.1	LOC106294172
XP_013584590.1	XM_013729136.1	LOC106293462
XP_013587730.1	XM_013732276.1	LOC106296195
XP_013587728.1	XM_013732274.1	LOC106296195
XP_013587725.1	XM_013732271.1	LOC106296195
XP_013587727.1	XM_013732273.1	LOC106296195
XP_013587723.1	XM_013732269.1	LOC106296195
XP_013587724.1	XM_013732270.1	LOC106296195
XP_013587729.1	XM_013732275.1	LOC106296195
XP_013587404.1	XM_013731950.1	LOC106295934
XP_013587403.1	XM_013731949.1	LOC106295933
XP_013587402.1	XM_013731948.1	LOC106295933
XP_013587401.1	XM_013731947.1	LOC106295933
XP_013585045.1	XM_013729591.1	LOC106293957
XP_013585044.1	XM_013729590.1	LOC106293957
XP_013585172.1	XM_013729718.1	LOC106294111
XP_013584094.1	XM_013728640.1	LOC106292966
XP_013586102.1	XM_013730648.1	LOC106294936
XP_013584808.1	XM_013729354.1	LOC106293691
XP_013584809.1	XM_013729355.1	LOC106293691
XP_013583468.1	XM_013728014.1	LOC106292426
XP_013638002.1	XM_013782548.1	LOC106343368
XP_013585250.1	XM_013729796.1	LOC106294222
XP_013583750.1	XM_013728296.1	LOC106292662
XP_013584224.1	XM_013728770.1	LOC106293101
XP_013584227.1	XM_013728773.1	LOC106293101
XP_013584225.1	XM_013728771.1	LOC106293101
XP_013584226.1	XM_013728772.1	LOC106293101
XP_013584232.1	XM_013728778.1	LOC106293105
XP_013584228.1	XM_013728774.1	LOC106293102
XP_013584230.1	XM_013728776.1	LOC106293104
XP_013584229.1	XM_013728775.1	LOC106293103
XP_013584087.1	XM_013728633.1	LOC106292961
XP_013637814.1	XM_013782360.1	LOC106343207
XP_013638751.1	XM_013783297.1	LOC106343936
XP_013638750.1	XM_013783296.1	LOC106343936
XP_013638752.1	XM_013783298.1	LOC106343937
XP_013638294.1	XM_013782840.1	LOC106343588
XP_013585389.1	XM_013729935.1	LOC106294381
XP_013585390.1	XM_013729936.1	LOC106294382
XP_013584922.1	XM_013729468.1	LOC106293827
XP_013638143.1	XM_013782689.1	LOC106343467
XP_013638144.1	XM_013782690.1	LOC106343467
XP_013638142.1	XM_013782688.1	LOC106343467
XP_013638145.1	XM_013782691.1	LOC106343469
XP_013584450.1	XM_013728996.1	LOC106293331
XP_013584107.1	XM_013728653.1	LOC106292979
XP_013638430.1	XM_013782976.1	LOC106343689
XP_013585843.1	XM_013730389.1	LOC106294749
XP_013585842.1	XM_013730388.1	LOC106294748
XP_013585844.1	XM_013730390.1	LOC106294750
XP_013585841.1	XM_013730387.1	LOC106294747
XP_013584854.1	XM_013729400.1	LOC106293752
XP_013584749.1	XM_013729295.1	LOC106293623
XP_013584345.1	XM_013728891.1	LOC106293238
XP_013638153.1	XM_013782699.1	LOC106343473
XP_013638627.1	XM_013783173.1	LOC106343845
XP_013638628.1	XM_013783174.1	LOC106343845
XP_013584029.1	XM_013728575.1	LOC106292909
XP_013637984.1	XM_013782530.1	LOC106343349
XP_013583604.1	XM_013728150.1	LOC106292541
XP_013584775.1	XM_013729321.1	LOC106293650
XP_013585007.1	XM_013729553.1	LOC106293920
XP_013586331.1	XM_013730877.1	LOC106295092
XP_013586330.1	XM_013730876.1	LOC106295092
XP_013586332.1	XM_013730878.1	LOC106295092
XP_013586329.1	XM_013730875.1	LOC106295092
XP_013638799.1	XM_013783345.1	LOC106343979
XP_013586547.1	XM_013731093.1	LOC106295241
XP_013586548.1	XM_013731094.1	LOC106295241
XP_013586549.1	XM_013731095.1	LOC106295242
XP_013586754.1	XM_013731300.1	LOC106295410
XP_013586753.1	XM_013731299.1	LOC106295409
XP_013584716.1	XM_013729262.1	LOC106293583
XP_013585030.1	XM_013729576.1	LOC106293944
XP_013584445.1	XM_013728991.1	LOC106293325
XP_013638765.1	XM_013783311.1	LOC106343948
XP_013638766.1	XM_013783312.1	LOC106343948
XP_013638769.1	XM_013783315.1	LOC106343949
XP_013638767.1	XM_013783313.1	LOC106343949
XP_013638770.1	XM_013783316.1	LOC106343949
XP_013637778.1	XM_013782324.1	LOC106343177
XP_013637779.1	XM_013782325.1	LOC106343178
XP_013638321.1	XM_013782867.1	LOC106343606
XP_013638385.1	XM_013782931.1	LOC106343659
XP_013585126.1	XM_013729672.1	LOC106294055
XP_013638123.1	XM_013782669.1	LOC106343450
XP_013584448.1	XM_013728994.1	LOC106293329
XP_013637838.1	XM_013782384.1	LOC106343229
XP_013638174.1	XM_013782720.1	LOC106343490
XP_013584116.1	XM_013728662.1	LOC106292991
XP_013584115.1	XM_013728661.1	LOC106292990
XP_013583470.1	XM_013728016.1	LOC106292428
XP_013586899.1	XM_013731445.1	LOC106295522
XP_013583471.1	XM_013728017.1	LOC106292429
XP_013583472.1	XM_013728018.1	LOC106292430
XP_013637705.1	XM_013782251.1	LOC106343118
XP_013583473.1	XM_013728019.1	LOC106292432
XP_013637706.1	XM_013782252.1	LOC106343120
XP_013637707.1	XM_013782253.1	LOC106343120
XP_013583620.1	XM_013728166.1	LOC106292554
XP_013583619.1	XM_013728165.1	LOC106292553
XP_013583618.1	XM_013728164.1	LOC106292553
XP_013583616.1	XM_013728162.1	LOC106292552
XP_013585273.1	XM_013729819.1	LOC106294251
XP_013585019.1	XM_013729565.1	LOC106293932
XP_013583656.1	XM_013728202.1	LOC106292588
XP_013584487.1	XM_013729033.1	LOC106293360
XP_013637785.1	XM_013782331.1	LOC106343185
XP_013585290.1	XM_013729836.1	LOC106294274
XP_013585337.1	XM_013729883.1	LOC106294326
XP_013587497.1	XM_013732043.1	LOC106296005
XP_013587496.1	XM_013732042.1	LOC106296004
XP_013584829.1	XM_013729375.1	LOC106293716
XP_013585483.1	XM_013730029.1	LOC106294469
XP_013585486.1	XM_013730032.1	LOC106294471
XP_013585487.1	XM_013730033.1	LOC106294472
XP_013585488.1	XM_013730034.1	LOC106294473
XP_013585482.1	XM_013730028.1	LOC106294468
XP_013585481.1	XM_013730027.1	LOC106294468
XP_013585485.1	XM_013730031.1	LOC106294470
XP_013585489.1	XM_013730035.1	LOC106294474
XP_013584096.1	XM_013728642.1	LOC106292968
XP_013583686.1	XM_013728232.1	LOC106292614
XP_013637989.1	XM_013782535.1	LOC106343355
XP_013637682.1	XM_013782228.1	LOC106343095
XP_013637681.1	XM_013782227.1	LOC106343094
XP_013586541.1	XM_013731087.1	LOC106295237
XP_013638778.1	XM_013783324.1	LOC106343959
XP_013584535.1	XM_013729081.1	LOC106293399
XP_013584996.1	XM_013729542.1	LOC106293910
XP_013585393.1	XM_013729939.1	LOC106294388
XP_013583603.1	XM_013728149.1	LOC106292540
XP_013584940.1	XM_013729486.1	LOC106293849
XP_013584978.1	XM_013729524.1	LOC106293892
XP_013584987.1	XM_013729533.1	LOC106293899
XP_013584986.1	XM_013729532.1	LOC106293898
XP_013584979.1	XM_013729525.1	LOC106293893
XP_013584980.1	XM_013729526.1	LOC106293894
XP_013584985.1	XM_013729531.1	LOC106293897
XP_013584983.1	XM_013729529.1	LOC106293896
XP_013584982.1	XM_013729528.1	LOC106293896
XP_013584977.1	XM_013729523.1	LOC106293891
XP_013584981.1	XM_013729527.1	LOC106293895
XP_013587446.1	XM_013731992.1	LOC106295973
XP_013587447.1	XM_013731993.1	LOC106295974
XP_013583474.1	XM_013728020.1	LOC106292434
XP_013584833.1	XM_013729379.1	LOC106293724
XP_013587169.1	XM_013731715.1	LOC106295744
XP_013587168.1	XM_013731714.1	LOC106295743
XP_013585868.1	XM_013730414.1	LOC106294766
XP_013585867.1	XM_013730413.1	LOC106294765
XP_013585866.1	XM_013730412.1	LOC106294765
XP_013583760.1	XM_013728306.1	LOC106292669
XP_013637846.1	XM_013782392.1	LOC106343236
XP_013638486.1	XM_013783032.1	LOC106343734
XP_013584690.1	XM_013729236.1	LOC106293556
XP_013587531.1	XM_013732077.1	LOC106296035
XP_013587530.1	XM_013732076.1	LOC106296034
XP_013586937.1	XM_013731483.1	LOC106295551
XP_013586934.1	XM_013731480.1	LOC106295551
XP_013586933.1	XM_013731479.1	LOC106295551
XP_013586930.1	XM_013731476.1	LOC106295551
XP_013586931.1	XM_013731477.1	LOC106295551
XP_013586932.1	XM_013731478.1	LOC106295551
XP_013586935.1	XM_013731481.1	LOC106295551
XP_013586938.1	XM_013731484.1	LOC106295553
XP_013587171.1	XM_013731717.1	LOC106295745
XP_013587172.1	XM_013731718.1	LOC106295746
XP_013637784.1	XM_013782330.1	LOC106343184
XP_013583861.1	XM_013728407.1	LOC106292754
XP_013584598.1	XM_013729144.1	LOC106293466
XP_013583475.1	XM_013728021.1	LOC106292435
XP_013583476.1	XM_013728022.1	LOC106292436
XP_013584597.1	XM_013729143.1	LOC106293465
XP_013584592.1	XM_013729138.1	LOC106293463
XP_013584593.1	XM_013729139.1	LOC106293463
XP_013584594.1	XM_013729140.1	LOC106293463
XP_013584599.1	XM_013729145.1	LOC106293468
XP_013584595.1	XM_013729141.1	LOC106293464
XP_013584596.1	XM_013729142.1	LOC106293464
XP_013584600.1	XM_013729146.1	LOC106293469
XP_013638656.1	XM_013783202.1	LOC106343867
XP_013583539.1	XM_013728085.1	LOC106292487
XP_013583477.1	XM_013728023.1	LOC106292437
XP_013638607.1	XM_013783153.1	LOC106343827
XP_013584201.1	XM_013728747.1	LOC106293074
XP_013587491.1	XM_013732037.1	LOC106296000
XP_013587492.1	XM_013732038.1	LOC106296001
XP_013585005.1	XM_013729551.1	LOC106293917
XP_013586125.1	XM_013730671.1	LOC106294949
XP_013586124.1	XM_013730670.1	LOC106294949
XP_013586121.1	XM_013730667.1	LOC106294948
XP_013586122.1	XM_013730668.1	LOC106294948
XP_013638773.1	XM_013783319.1	LOC106343954
XP_013638774.1	XM_013783320.1	LOC106343954
XP_013584534.1	XM_013729080.1	LOC106293398
XP_013584755.1	XM_013729301.1	LOC106293629
XP_013583478.1	XM_013728024.1	LOC106292438
XP_013583917.1	XM_013728463.1	LOC106292806
XP_013585063.1	XM_013729609.1	LOC106293983
XP_013584898.1	XM_013729444.1	LOC106293806
XP_013583479.1	XM_013728025.1	LOC106292439
XP_013583480.1	XM_013728026.1	LOC106292440
XP_013585121.1	XM_013729667.1	LOC106294052
XP_013584625.1	XM_013729171.1	LOC106293493
XP_013586442.1	XM_013730988.1	LOC106295161
XP_013586443.1	XM_013730989.1	LOC106295161
XP_013586441.1	XM_013730987.1	LOC106295161
XP_013586445.1	XM_013730991.1	LOC106295164
XP_013586444.1	XM_013730990.1	LOC106295162
XP_013583563.1	XM_013728109.1	LOC106292509
XP_013583564.1	XM_013728110.1	LOC106292510
XP_013583481.1	XM_013728027.1	LOC106292442
XP_013638429.1	XM_013782975.1	LOC106343688
XP_013587173.1	XM_013731719.1	LOC106295747
XP_013587174.1	XM_013731720.1	LOC106295747
XP_013587110.1	XM_013731656.1	LOC106295687
XP_013584113.1	XM_013728659.1	LOC106292986
XP_013583482.1	XM_013728028.1	LOC106292443
XP_013638416.1	XM_013782962.1	LOC106343681
XP_013638415.1	XM_013782961.1	LOC106343681
XP_013638419.1	XM_013782965.1	LOC106343681
XP_013638418.1	XM_013782964.1	LOC106343681
XP_013638417.1	XM_013782963.1	LOC106343681
XP_013584776.1	XM_013729322.1	LOC106293653
XP_013584881.1	XM_013729427.1	LOC106293780
XP_013583484.1	XM_013728030.1	LOC106292444
XP_013585517.1	XM_013730063.1	LOC106294499
XP_013583863.1	XM_013728409.1	LOC106292758
XP_013585296.1	XM_013729842.1	LOC106294281
XP_013583485.1	XM_013728031.1	LOC106292445
XP_013586460.1	XM_013731006.1	LOC106295174
XP_013586418.1	XM_013730964.1	LOC106295149
XP_013586417.1	XM_013730963.1	LOC106295148
XP_013586416.1	XM_013730962.1	LOC106295148
XP_013585413.1	XM_013729959.1	LOC106294405
XP_013585412.1	XM_013729958.1	LOC106294404
XP_013585411.1	XM_013729957.1	LOC106294404
XP_013585414.1	XM_013729960.1	LOC106294407
XP_013585415.1	XM_013729961.1	LOC106294408
XP_013584020.1	XM_013728566.1	LOC106292898
XP_013584019.1	XM_013728565.1	LOC106292898
XP_013638948.1	XM_013783494.1	LOC106344107
XP_013585647.1	XM_013730193.1	LOC106294588
XP_013585648.1	XM_013730194.1	LOC106294588
XP_013585644.1	XM_013730190.1	LOC106294586
XP_013585645.1	XM_013730191.1	LOC106294587
XP_013587132.1	XM_013731678.1	LOC106295707
XP_013587130.1	XM_013731676.1	LOC106295706
XP_013587511.1	XM_013732057.1	LOC106296016
